Orthogroup	BTRY.longest_only	DMIR.longest_only
OG0003354	LOC120769077|XP_039951874.1|BTRY	LOC108155506|XP_017141835.1|DMIR
OG0003355	LOC120775105|XP_039961051.1|BTRY	LOC108158553|XP_017146469.1|DMIR
OG0003356	LOC120774264|XP_039959666.1|BTRY	LOC108163128|XP_017153732.1|DMIR
OG0003357	LOC120775794|XP_039962069.1|BTRY	LOC108159197|XP_017147752.1|DMIR
OG0003358	LOC120768240|XP_039950763.1|BTRY	LOC108163138|XP_017153740.1|DMIR
OG0003359	LOC120775776|XP_039962044.1|BTRY	LOC108152392|XP_017137178.1|DMIR
OG0003360	LOC120775296|XP_039961345.1|BTRY	LOC108154658|XP_017140487.1|DMIR
OG0003361	LOC120770317|XP_039953627.1|BTRY	LOC117188140|XP_033247418.1|DMIR, LOC108158659|XP_017146645.2|DMIR
OG0003362	LOC120766211|XP_039947514.1|BTRY	LOC108155342|XP_017141586.1|DMIR
OG0003363	LOC120766969|XP_039948693.1|BTRY	LOC108156336|XP_017143222.1|DMIR
OG0003364	LOC120766772|XP_039948386.1|BTRY	LOC108157330|XP_017144835.1|DMIR
OG0003365	LOC120774216|XP_039959609.1|BTRY	LOC108157079|XP_017144404.1|DMIR
OG0003366	LOC120778225|XP_039965916.1|BTRY	LOC108151638|XP_033243144.1|DMIR
OG0003367	LOC120778218|XP_039965909.1|BTRY	LOC108151964|XP_017136395.1|DMIR
OG0003368	LOC120778465|XP_039966205.1|BTRY	LOC108151959|XP_017136387.1|DMIR
OG0003369	LOC120766170|XP_039947452.1|BTRY	LOC108155740|XP_017142246.1|DMIR
OG0003370	LOC120782230|XP_039970330.1|BTRY	LOC108156553|XP_017143562.1|DMIR
OG0003371	LOC120775867|XP_039962170.1|BTRY	LOC108153110|XP_017138388.1|DMIR
OG0003372	LOC120775928|XP_039962268.1|BTRY	LOC117193909|XP_033254474.1|DMIR, LOC108158524|XP_017146393.1|DMIR
OG0003373	LOC120778289|XP_039966012.1|BTRY	LOC108156856|XP_017144070.1|DMIR
OG0003374	LOC120775464|XP_039961585.1|BTRY	LOC108152347|XP_017137100.1|DMIR
OG0003375	LOC120778371|XP_039966095.1|BTRY	LOC108156302|XP_017143175.1|DMIR
OG0003376	LOC120782232|XP_039970333.1|BTRY	LOC108155747|XP_017142265.1|DMIR
OG0003377	LOC120766548|XP_039948062.1|BTRY	LOC108156564|XP_017143581.2|DMIR
OG0003378	LOC120766627|XP_039948176.1|BTRY	LOC108157048|XP_017144354.1|DMIR
OG0003379	LOC120768510|XP_039951174.1|BTRY	LOC108155401|XP_017141687.1|DMIR
OG0003380	LOC120770364|XP_039953752.1|BTRY	LOC108155202|XP_017141365.1|DMIR
OG0003381	LOC120766950|XP_039948664.1|BTRY	LOC108156742|XP_017143892.1|DMIR
OG0003382	LOC120766948|XP_039948648.1|BTRY	LOC108156648|XP_017143739.1|DMIR
OG0003383	LOC120782631|XP_039970933.1|BTRY	LOC108155293|XP_017141497.1|DMIR
OG0003384	LOC120768009|XP_039950370.1|BTRY	LOC108163798|XP_017154777.1|DMIR
OG0003385	LOC120766877|XP_039948541.1|BTRY	LOC108156203|XP_017143025.1|DMIR
OG0003386	LOC120780429|XP_039968643.1|BTRY	LOC108155170|XP_017141326.1|DMIR
OG0003387	LOC120782208|XP_039970296.1|BTRY	LOC108155278|XP_017141474.1|DMIR
OG0003388	LOC120773977|XP_039959159.1|BTRY	LOC108153304|XP_017138697.1|DMIR
OG0003389	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY	LOC108160789|XP_017150485.1|DMIR
OG0003390	LOC120777826|XP_039965301.1|BTRY	LOC108157472|XP_017145040.1|DMIR
OG0003391	LOC120767607|XP_039949694.1|BTRY	LOC108155173|XP_017141331.1|DMIR
OG0003392	LOC120766564|XP_039948088.1|BTRY	LOC108156441|XP_017143389.1|DMIR
OG0003393	LOC120771643|XP_039955693.1|BTRY	LOC108156393|XP_017143300.1|DMIR
OG0003394	LOC120782663|XP_039970973.1|BTRY	LOC108154285|XP_017140024.1|DMIR
OG0003395	LOC120766221|XP_039947530.1|BTRY	LOC108157369|XP_017144883.1|DMIR
OG0003396	LOC120772341|XP_039956834.1|BTRY	LOC108155943|XP_017142595.1|DMIR
OG0003397	LOC120766715|XP_039948294.1|BTRY	LOC108154185|XP_017139849.2|DMIR
OG0003398	LOC120782398|XP_039970577.1|BTRY	LOC108155804|XP_017142374.1|DMIR
OG0003399	LOC120780602|XP_039968792.1|BTRY	LOC108156283|XP_017143147.1|DMIR
OG0003400	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY	LOC108156266|XP_017143120.1|DMIR
OG0003401	LOC120782628|XP_039970930.1|BTRY	LOC108154760|XP_017140624.1|DMIR
OG0003402	LOC120766547|XP_039948061.1|BTRY	LOC108153955|XP_033244120.1|DMIR
OG0003403	LOC120770576|XP_039954090.1|BTRY	LOC108160076|XP_017149324.2|DMIR
OG0003404	LOC120779768|XP_039968085.1|BTRY	LOC108154406|XP_017140166.1|DMIR
OG0003405	LOC120771389|XP_039955290.1|BTRY	LOC108160245|XP_017149594.1|DMIR
OG0003406	LOC120782039|XP_039970131.1|BTRY	LOC108155094|XP_017141208.1|DMIR
OG0003407	LOC120779409|XP_039967543.1|BTRY	LOC108155095|XP_017141209.1|DMIR
OG0003408	LOC120772009|XP_039956308.1|BTRY	LOC108155376|XP_017141637.2|DMIR
OG0003409	LOC120770866|XP_039954423.1|BTRY	LOC108156090|XP_033244481.1|DMIR
OG0003410	LOC120782745|XP_039971121.1|BTRY	LOC108156608|XP_017143641.1|DMIR
OG0003411	LOC120778149|XP_039965810.1|BTRY	LOC108156136|XP_017142937.1|DMIR
OG0003412	LOC120776539|XP_039963215.1|BTRY	LOC108156464|XP_017143416.1|DMIR
OG0003413	LOC120766574|XP_039948101.1|BTRY	LOC108156806|XP_033245641.1|DMIR
OG0003414	LOC120776643|XP_039963410.1|BTRY	LOC108151132|XP_017135045.1|DMIR
OG0003415	LOC120774768|XP_039960462.1|BTRY	LOC108164902|XP_017156359.1|DMIR
OG0003416	LOC120782571|XP_039970843.1|BTRY	LOC108155682|XP_017142140.1|DMIR
OG0003417	LOC120781341|XP_039969479.1|BTRY	LOC108154668|XP_017140495.1|DMIR
OG0003418	LOC120772704|XP_039957386.1|BTRY	LOC108154863|XP_017140778.1|DMIR
OG0003419	LOC120782341|XP_039970507.1|BTRY	LOC108156356|XP_017143247.1|DMIR
OG0003420	LOC120771746|XP_039955855.1|BTRY	LOC108156355|XP_017143245.1|DMIR
OG0003421	LOC120776897|XP_039963899.1|BTRY	LOC108154727|XP_017140579.1|DMIR
OG0003422	LOC120771737|XP_039955845.1|BTRY	LOC108154737|XP_017140594.1|DMIR
OG0003423	LOC120770457|XP_039953884.1|BTRY	LOC117192739|XP_033253378.1|DMIR, LOC108159704|XP_017148708.1|DMIR
OG0003424	LOC120767017|XP_039948782.1|BTRY	LOC108156251|XP_017143090.1|DMIR
OG0003425	LOC120769184|XP_039952005.1|BTRY	LOC108155549|XP_017141917.1|DMIR
OG0003426	LOC120770210|XP_039953402.1|BTRY	LOC108156359|XP_017143250.2|DMIR
OG0003427	LOC120769037|XP_039951819.1|BTRY	LOC108155712|XP_017142197.1|DMIR
OG0003428	LOC120778446|XP_039966170.1|BTRY	LOC108153660|XP_017139258.1|DMIR
OG0003429	LOC120771103|XP_039954879.1|BTRY	LOC108158685|XP_017146707.1|DMIR, LOC117193110|XP_033253724.1|DMIR
OG0003430	LOC120779723|XP_039968026.1|BTRY	LOC108164453|XP_017155661.1|DMIR
OG0003431	LOC120766684|XP_039948259.1|BTRY	LOC108156146|XP_017142956.1|DMIR
OG0003432	LOC120782402|XP_039970582.1|BTRY	LOC108154704|XP_017140544.1|DMIR
OG0003433	LOC120781222|XP_039969291.1|BTRY	LOC108156562|XP_017143574.1|DMIR
OG0003434	LOC120773512|XP_039958398.1|BTRY, LOC120775950|XP_039962293.1|BTRY	LOC108155947|XP_017142604.1|DMIR
OG0003435	LOC120767023|XP_039948796.1|BTRY	LOC108156046|XP_017142808.1|DMIR
OG0003436	LOC120766903|XP_039948588.1|BTRY	LOC108155481|XP_017141793.1|DMIR
OG0003437	LOC120766900|XP_039948584.1|BTRY	LOC108155478|XP_017141790.1|DMIR
OG0003438	LOC120766902|XP_039948587.1|BTRY	LOC108156669|XP_017143781.1|DMIR
OG0003439	LOC120776852|XP_039963829.1|BTRY	LOC108155920|XP_017142560.1|DMIR
OG0003440	LOC120766250|XP_039947567.1|BTRY	LOC108155027|XP_033244447.1|DMIR
OG0003441	LOC120769070|XP_039951861.1|BTRY	LOC108162443|XP_017152674.1|DMIR
OG0003442	LOC120779049|XP_039967121.1|BTRY	LOC108155290|XP_017141495.1|DMIR
OG0003443	LOC120778898|XP_039966880.1|BTRY	LOC108153185|XP_017138486.1|DMIR
OG0003444	LOC120778644|XP_039966483.1|BTRY	LOC108152106|XP_017136647.1|DMIR
OG0003445	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY	LOC108164979|XP_017156489.1|DMIR
OG0003446	LOC120773906|XP_039959022.1|BTRY	LOC117186181|XP_033242332.1|DMIR
OG0003447	LOC120779751|XP_039968068.1|BTRY	LOC108164474|XP_033250193.1|DMIR
OG0003448	LOC120769919|XP_039952971.1|BTRY	LOC108155813|XP_017142383.1|DMIR
OG0003449	LOC120780395|XP_039968617.1|BTRY	LOC108155252|XP_017141436.1|DMIR
OG0003450	LOC120771276|XP_039955138.1|BTRY	LOC117187327|XP_033245625.1|DMIR, LOC108155123|XP_033245628.1|DMIR
OG0003451	LOC120782177|XP_039970251.1|BTRY	LOC108155033|XP_017141087.1|DMIR
OG0003452	LOC120779174|XP_039967347.1|BTRY	LOC108155781|XP_017142330.1|DMIR
OG0003453	LOC120774209|XP_039959597.1|BTRY	LOC108150962|XP_017134785.1|DMIR
OG0003454	LOC120767224|XP_039948984.1|BTRY	LOC108162861|XP_017153299.1|DMIR
OG0003455	LOC120782193|XP_039970271.1|BTRY	LOC108156732|XP_017143880.2|DMIR, LOC117186981|XP_033244337.1|DMIR
OG0003456	LOC120770389|XP_039953749.1|BTRY	LOC108160288|XP_033253854.1|DMIR, LOC117188270|XP_033247715.1|DMIR
OG0003458	LOC120766517|XP_039948016.1|BTRY, LOC120782281|XP_039970417.1|BTRY	LOC108157215|XP_017144654.1|DMIR
OG0003459	LOC120782421|XP_039970606.1|BTRY	LOC108155823|XP_017142401.1|DMIR
OG0003460	LOC120770383|XP_039953742.1|BTRY	LOC108156182|XP_017143002.1|DMIR
OG0003461	LOC120774378|XP_039959913.1|BTRY	LOC108155477|XP_017141787.1|DMIR
OG0003462	LOC120775643|XP_039961832.1|BTRY	LOC108150911|XP_017134725.1|DMIR
OG0003463	LOC120773658|XP_039958608.1|BTRY	LOC108156904|XP_017144138.1|DMIR
OG0003464	LOC120782583|XP_039970865.1|BTRY	LOC108156335|XP_033245518.1|DMIR
OG0003465	LOC120780485|XP_039968692.1|BTRY	LOC108155254|XP_017141438.1|DMIR
OG0003466	LOC120780949|XP_039969113.1|BTRY	LOC108154771|XP_017140644.1|DMIR
OG0003467	LOC120770429|XP_039953829.1|BTRY	LOC108155043|XP_017141105.1|DMIR
OG0003468	LOC120766408|XP_039947793.1|BTRY	LOC108155346|XP_017141593.1|DMIR
OG0003469	LOC120766713|XP_039948295.1|BTRY	LOC108155396|XP_017141671.1|DMIR
OG0003470	LOC120781556|XP_039969722.1|BTRY	LOC108154425|XP_017140183.2|DMIR
OG0003471	LOC120768647|XP_039951350.1|BTRY	LOC108161733|XP_017151546.1|DMIR
OG0003472	LOC120769668|XP_039952719.1|BTRY	LOC108162589|XP_017152894.1|DMIR
OG0003473	LOC120768457|XP_039951092.1|BTRY	LOC108162925|XP_017153396.2|DMIR
OG0003474	LOC120774457|XP_039960047.1|BTRY	LOC108157166|XP_017144566.1|DMIR
OG0003475	LOC120782269|XP_039970450.1|BTRY	LOC108154189|XP_017139885.1|DMIR
OG0003477	LOC120782850|XP_039971311.1|BTRY	LOC108156323|XP_017143205.1|DMIR
OG0003478	LOC120777381|XP_039964610.1|BTRY	LOC108157462|XP_017145025.1|DMIR
OG0003479	LOC120772507|XP_039957089.1|BTRY	LOC117187258|XP_033245460.1|DMIR, LOC108155785|XP_017142334.1|DMIR
OG0003480	LOC120771561|XP_039955561.1|BTRY	LOC108153933|XP_017139519.1|DMIR
OG0003481	LOC120782184|XP_039970260.1|BTRY	LOC108154646|XP_017140465.1|DMIR
OG0003482	LOC120779642|XP_039967930.1|BTRY	LOC108157723|XP_017145381.1|DMIR
OG0003483	LOC120780277|XP_039968514.1|BTRY	LOC108154648|XP_017140468.1|DMIR
OG0003484	LOC120782621|XP_039970922.1|BTRY	LOC108156989|XP_017144270.1|DMIR
OG0003485	LOC120766914|XP_039948594.1|BTRY	LOC108154432|XP_017140191.1|DMIR
OG0003486	LOC120776929|XP_039963939.1|BTRY	LOC108153968|XP_017139554.1|DMIR
OG0003487	LOC120766428|XP_039947864.1|BTRY	LOC108154735|XP_017140591.1|DMIR
OG0003488	LOC120773516|XP_039958409.1|BTRY	LOC108156544|XP_017143549.1|DMIR
OG0003489	LOC120781075|XP_039969157.1|BTRY	LOC108155771|XP_017142312.1|DMIR
OG0003490	LOC120782529|XP_039970775.1|BTRY	LOC108156647|XP_017143738.1|DMIR
OG0003491	LOC120766869|XP_039948534.1|BTRY	LOC108156534|XP_017143531.2|DMIR
OG0003492	LOC120766646|XP_039948201.1|BTRY	LOC108157701|XP_017145360.1|DMIR
OG0003493	LOC120767892|XP_039950160.1|BTRY	LOC108156223|XP_017143049.2|DMIR
OG0003494	LOC120782731|XP_039971095.1|BTRY	LOC108156264|XP_017143116.1|DMIR
OG0003495	LOC120768239|XP_039950762.1|BTRY	LOC108163137|XP_017153739.1|DMIR
OG0003496	LOC120766892|XP_039948576.1|BTRY	LOC108156926|XP_017144169.1|DMIR
OG0003497	LOC120770650|XP_039954182.1|BTRY	LOC108154201|XP_017139909.1|DMIR
OG0003498	LOC120769716|XP_039952789.1|BTRY	LOC117185878|XP_033245115.1|DMIR
OG0003499	LOC120771924|XP_039956153.1|BTRY	LOC108155782|XP_033245456.1|DMIR
OG0003500	LOC120778770|XP_039966684.1|BTRY	LOC108161446|XP_017151197.1|DMIR
OG0003501	LOC120782700|XP_039971034.1|BTRY	LOC108157112|XP_017144476.1|DMIR
OG0003502	LOC120772373|XP_039956894.1|BTRY	LOC108157731|XP_017145394.2|DMIR
OG0003503	LOC120775213|XP_039961215.1|BTRY	LOC108155157|XP_017141308.1|DMIR
OG0003504	LOC120779493|XP_039967718.1|BTRY	LOC108155128|XP_017141261.1|DMIR
OG0003505	LOC120766586|XP_039948119.1|BTRY	LOC108155371|XP_017141633.2|DMIR
OG0003506	LOC120775278|XP_039961312.1|BTRY	LOC108155724|XP_017142219.1|DMIR
OG0003507	LOC120773080|XP_039957964.1|BTRY	LOC108155942|XP_017142590.1|DMIR
OG0003508	LOC120779077|XP_039967155.1|BTRY	LOC108151029|XP_017134877.1|DMIR
OG0003509	LOC120771800|XP_039956347.1|BTRY, LOC120771013|XP_039955125.1|BTRY, LOC120778885|XP_039966866.1|BTRY	LOC108155402|XP_017141688.1|DMIR
OG0003510	LOC120782718|XP_039971073.1|BTRY	LOC108155969|XP_017142635.2|DMIR, LOC117186890|XP_033244064.1|DMIR
OG0003511	LOC120780748|XP_039968957.1|BTRY	LOC108155689|XP_017142150.1|DMIR
OG0003512	LOC120777196|XP_039964298.1|BTRY, LOC120777187|XP_039964293.1|BTRY	LOC108156512|XP_017143504.1|DMIR
OG0003513	LOC120766366|XP_039947730.1|BTRY	LOC108156636|XP_017143722.1|DMIR
OG0003514	LOC120780313|XP_039968539.1|BTRY	LOC108157660|XP_017145306.1|DMIR
OG0003515	LOC120771769|XP_039955893.1|BTRY	LOC117188046|XP_033247143.1|DMIR, LOC108158550|XP_017146453.2|DMIR
OG0003516	LOC120774597|XP_039960265.1|BTRY	LOC108156023|XP_017142756.1|DMIR
OG0003517	LOC120782655|XP_039970961.1|BTRY	LOC108156466|XP_017143418.1|DMIR
OG0003518	LOC120782262|XP_039970365.1|BTRY	LOC108157408|XP_017144945.1|DMIR
OG0003519	LOC120777954|XP_039965502.1|BTRY	LOC108153181|XP_017138476.2|DMIR
OG0003520	LOC120776624|XP_039963355.1|BTRY	LOC108152420|XP_017137223.1|DMIR
OG0003521	LOC120777450|XP_039964703.1|BTRY	LOC108151847|XP_017136220.1|DMIR
OG0003522	LOC120781207|XP_039969260.1|BTRY	LOC108158458|XP_017146236.1|DMIR
OG0003523	LOC120768977|XP_039951712.1|BTRY	LOC108163135|XP_017153738.1|DMIR
OG0003524	LOC120770825|XP_039954344.1|BTRY	LOC108162326|XP_017152503.1|DMIR
OG0003525	LOC120771517|XP_039955505.1|BTRY	LOC108158767|XP_017146878.2|DMIR, LOC117185728|XP_033247651.1|DMIR
OG0003526	LOC120776577|XP_039963275.1|BTRY	LOC117192529|XP_033253115.1|DMIR, LOC108158942|XP_017147251.1|DMIR, LOC117192528|XP_033253114.1|DMIR, LOC117193165|XP_033253785.1|DMIR
OG0003527	LOC120781269|XP_039969385.1|BTRY	LOC108158110|XP_017145775.1|DMIR, LOC117193916|XP_033254476.1|DMIR
OG0003529	LOC120768892|XP_039951579.1|BTRY	LOC108161324|XP_017151044.1|DMIR
OG0003530	LOC120777885|XP_039965381.1|BTRY	LOC108152456|XP_017137309.1|DMIR
OG0003531	LOC120778321|XP_039966050.1|BTRY	LOC108155979|XP_017142656.1|DMIR
OG0003532	LOC120777203|XP_039964309.1|BTRY	LOC108151984|XP_017136438.1|DMIR
OG0003533	LOC120776395|XP_039962947.1|BTRY	LOC108152858|XP_017137968.1|DMIR
OG0003534	LOC120776780|XP_039963693.1|BTRY	LOC108152245|XP_017136939.1|DMIR
OG0003535	LOC120776982|XP_039964015.1|BTRY	LOC108151559|XP_017135718.1|DMIR
OG0003536	LOC120770534|XP_039954020.1|BTRY	LOC117190078|XP_033251052.1|DMIR, LOC108159499|XP_017148333.1|DMIR
OG0003537	LOC120772167|XP_039956541.1|BTRY	LOC117187929|XP_033246795.1|DMIR, LOC108160235|XP_017149581.2|DMIR
OG0003538	LOC120770171|XP_039953320.1|BTRY	LOC108158145|XP_017145854.1|DMIR
OG0003539	LOC120771340|XP_039955218.1|BTRY	LOC117190704|XP_033251656.1|DMIR, LOC108158736|XP_017146828.1|DMIR
OG0003540	LOC120778169|XP_039965839.1|BTRY	LOC117186792|XP_033243950.1|DMIR, LOC117186791|XP_033243948.1|DMIR, LOC108165589|XP_017157152.2|DMIR
OG0003541	LOC120778953|XP_039966961.1|BTRY	LOC108154913|XP_017140856.1|DMIR
OG0003542	LOC120771789|XP_039955918.1|BTRY	LOC117190747|XP_033251697.1|DMIR, LOC108159464|XP_017148267.1|DMIR
OG0003543	LOC120781614|XP_039969784.1|BTRY	LOC108152226|XP_017136898.1|DMIR
OG0003544	LOC120777557|XP_039964880.1|BTRY	LOC108152413|XP_017137215.1|DMIR
OG0003545	LOC120777579|XP_039964923.1|BTRY	LOC108152732|XP_033244009.1|DMIR
OG0003546	LOC120776816|XP_039963767.1|BTRY	LOC108152409|XP_017137208.1|DMIR
OG0003547	LOC120771898|XP_039956104.1|BTRY	LOC108158714|XP_033247737.1|DMIR
OG0003548	LOC120770447|XP_039953854.1|BTRY	LOC117185697|XP_033251164.1|DMIR, LOC108158823|XP_017147007.1|DMIR
OG0003549	LOC120770526|XP_039954007.1|BTRY	LOC117187880|XP_033246670.1|DMIR, LOC108158826|XP_017147012.2|DMIR
OG0003550	LOC120772258|XP_039956695.1|BTRY	LOC108160414|XP_017149898.1|DMIR, LOC117192387|XP_033252950.1|DMIR
OG0003551	LOC120781236|XP_039969308.1|BTRY	LOC108159575|XP_017148508.1|DMIR, LOC117193557|XP_033254194.1|DMIR
OG0003552	LOC120770482|XP_039953924.1|BTRY	LOC108158174|XP_017145880.1|DMIR, LOC117192295|XP_033252842.1|DMIR
OG0003553	LOC120781233|XP_039969305.1|BTRY	LOC108160752|XP_017150438.1|DMIR, LOC117192689|XP_033253314.1|DMIR
OG0003554	LOC120776732|XP_039963593.1|BTRY	LOC108151349|XP_017135394.1|DMIR
OG0003555	LOC120777867|XP_039965353.1|BTRY	LOC108150955|XP_017134778.1|DMIR
OG0003556	LOC120777186|XP_039964286.1|BTRY	LOC108152966|XP_033242139.1|DMIR
OG0003557	LOC120778567|XP_039966365.1|BTRY	LOC108151947|XP_017136371.1|DMIR
OG0003558	LOC120778701|XP_039966592.1|BTRY	LOC108152614|XP_017137569.1|DMIR
OG0003559	LOC120776640|XP_039963399.1|BTRY	LOC108152845|XP_033243725.1|DMIR
OG0003560	LOC120778197|XP_039965875.1|BTRY	LOC117186300|XP_033242777.1|DMIR, LOC108152414|XP_033242778.1|DMIR
OG0003561	LOC120770836|XP_039954359.1|BTRY	LOC108158840|XP_033250625.1|DMIR, LOC117188406|XP_033248131.1|DMIR
OG0003562	LOC120770565|XP_039954077.1|BTRY	LOC117193558|XP_033254195.1|DMIR, LOC108160204|XP_017149528.1|DMIR
OG0003563	LOC120766581|XP_039948111.1|BTRY	LOC108156626|XP_017143673.1|DMIR
OG0003564	LOC120779118|XP_039967247.1|BTRY	LOC108152211|XP_017136858.1|DMIR
OG0003565	LOC120778738|XP_039966638.1|BTRY	LOC108152636|XP_017137607.1|DMIR, LOC108151489|XP_017135618.1|DMIR
OG0003566	LOC120782737|XP_039971107.1|BTRY	LOC108154238|XP_017139954.1|DMIR
OG0003567	LOC120770851|XP_039954388.1|BTRY	LOC117192936|XP_033253557.1|DMIR, LOC108159976|XP_017149152.1|DMIR
OG0003568	LOC120770386|XP_039953741.1|BTRY	LOC108158726|XP_033252725.1|DMIR, LOC117185691|XP_033248074.1|DMIR
OG0003569	LOC120777545|XP_039964868.1|BTRY	LOC108165525|XP_017157085.1|DMIR
OG0003570	LOC120771810|XP_039955949.1|BTRY	LOC108158089|XP_017145728.2|DMIR, LOC117185683|XP_033247909.1|DMIR
OG0003571	LOC120778555|XP_039966340.1|BTRY	LOC108153684|XP_017139291.1|DMIR
OG0003572	LOC120772430|XP_039956976.1|BTRY	LOC117192708|XP_033253337.1|DMIR, LOC108160226|XP_017149567.1|DMIR
OG0003573	LOC120772174|XP_039956554.1|BTRY	LOC108158529|XP_033253015.1|DMIR, LOC117188047|XP_033247150.1|DMIR
OG0003574	LOC120777778|XP_039965233.1|BTRY	LOC108151061|XP_017134927.1|DMIR
OG0003575	LOC120776866|XP_039963857.1|BTRY	LOC108152018|XP_017136484.1|DMIR
OG0003576	LOC120776133|XP_039962598.1|BTRY, LOC120779165|XP_039967324.1|BTRY, LOC120778830|XP_039966774.1|BTRY	LOC108152979|XP_017138195.2|DMIR
OG0003578	LOC120777024|XP_039964070.1|BTRY	LOC108151077|XP_017134949.1|DMIR
OG0003579	LOC120770311|XP_039953616.1|BTRY	LOC117190392|XP_033251358.1|DMIR, LOC108159845|XP_017148923.1|DMIR
OG0003580	LOC120771177|XP_039955002.1|BTRY	LOC108159337|XP_017148023.2|DMIR, LOC117187752|XP_033246451.1|DMIR
OG0003581	LOC120778203|XP_039965881.1|BTRY	LOC108151540|XP_033242943.1|DMIR
OG0003582	LOC120778636|XP_039966465.1|BTRY	LOC108151425|XP_017135504.1|DMIR
OG0003584	LOC120772338|XP_039956818.1|BTRY	LOC117190663|XP_033251609.1|DMIR, LOC117190990|XP_033251861.1|DMIR, LOC108158866|XP_017147088.1|DMIR
OG0003585	LOC120776342|XP_039962828.1|BTRY, LOC120776343|XP_039962829.1|BTRY	LOC108151590|XP_017135758.1|DMIR
OG0003586	LOC120779508|XP_039967751.1|BTRY	LOC108164423|XP_017155592.1|DMIR
OG0003587	LOC120769239|XP_039952072.1|BTRY	LOC108161763|XP_017151586.2|DMIR, LOC117188613|XP_033248509.1|DMIR
OG0003588	LOC120769309|XP_039952182.1|BTRY	LOC108155711|XP_017142193.2|DMIR
OG0003589	LOC120770107|XP_039953210.1|BTRY	LOC117187725|XP_033246396.1|DMIR, LOC108158081|XP_033254128.1|DMIR
OG0003590	LOC120777992|XP_039965576.1|BTRY	LOC108151741|XP_017136049.1|DMIR
OG0003591	LOC120776813|XP_039963750.1|BTRY	LOC108151454|XP_017135562.1|DMIR
OG0003592	LOC120777479|XP_039964747.1|BTRY	LOC108151338|XP_017135381.1|DMIR
OG0003593	LOC120779004|XP_039967042.1|BTRY	LOC108152321|XP_017137045.1|DMIR
OG0003594	LOC120777955|XP_039965505.1|BTRY	LOC108152065|XP_017136574.1|DMIR
OG0003595	LOC120771926|XP_039956154.1|BTRY	LOC117188149|XP_033247438.1|DMIR, LOC108160520|XP_017150064.1|DMIR
OG0003596	LOC120770062|XP_039953118.1|BTRY	LOC117189884|XP_033250854.1|DMIR, LOC108158759|XP_017146862.1|DMIR
OG0003597	LOC120770533|XP_039954019.1|BTRY	LOC117190075|XP_033251048.1|DMIR, LOC108159497|XP_017148329.1|DMIR
OG0003598	LOC120778214|XP_039965905.1|BTRY	LOC108153166|XP_017138460.1|DMIR
OG0003599	LOC120777364|XP_039964566.1|BTRY	LOC108163646|XP_017154544.1|DMIR
OG0003600	LOC120776704|XP_039963530.1|BTRY	LOC108151747|XP_017136059.1|DMIR
OG0003601	LOC120771862|XP_039956045.1|BTRY	LOC117193462|XP_033254112.1|DMIR, LOC108160526|XP_017150071.1|DMIR
OG0003602	LOC120771028|XP_039954737.1|BTRY	LOC117193662|XP_033254292.1|DMIR, LOC108160230|XP_017149572.1|DMIR
OG0003603	LOC120778746|XP_039966651.1|BTRY	LOC108151358|XP_017135406.1|DMIR
OG0003604	LOC120782739|XP_039971106.1|BTRY	LOC108163122|XP_017153717.1|DMIR
OG0003605	LOC120782659|XP_039970968.1|BTRY	LOC108154670|XP_017140500.1|DMIR
OG0003606	LOC120771899|XP_039956105.1|BTRY	LOC108159821|XP_017148881.1|DMIR, LOC117193014|XP_033253624.1|DMIR
OG0003607	LOC120772054|XP_039956365.1|BTRY	LOC108159493|XP_017148324.1|DMIR
OG0003608	LOC120778505|XP_039966268.1|BTRY	LOC108152001|XP_017136460.1|DMIR
OG0003609	LOC120771289|XP_039955154.1|BTRY	LOC117192328|XP_033252868.1|DMIR, LOC108159088|XP_017147533.1|DMIR
OG0003610	LOC120777257|XP_039964390.1|BTRY	LOC108152666|XP_017137650.1|DMIR, LOC117186758|XP_033243855.1|DMIR
OG0003611	LOC120777714|XP_039965127.1|BTRY	LOC108152029|XP_017136500.1|DMIR
OG0003612	LOC120771178|XP_039955003.1|BTRY	LOC117191834|XP_033252494.1|DMIR, LOC108160712|XP_017150374.1|DMIR
OG0003613	LOC120771386|XP_039955286.1|BTRY	LOC108158123|XP_017145794.1|DMIR
OG0003614	LOC120771388|XP_039955288.1|BTRY	LOC108158124|XP_017145795.1|DMIR
OG0003615	LOC120771310|XP_039955179.1|BTRY	LOC108158531|XP_017146416.1|DMIR, LOC117192285|XP_033252830.1|DMIR
OG0003616	LOC120771271|XP_039955128.1|BTRY, LOC120779786|XP_039968096.1|BTRY	LOC117192641|XP_033253255.1|DMIR, LOC108160605|XP_017150202.1|DMIR
OG0003617	LOC120770169|XP_039953313.1|BTRY	LOC117193368|XP_033253981.1|DMIR, LOC108159237|XP_033247005.1|DMIR
OG0003618	LOC120770168|XP_039953311.1|BTRY	LOC108159230|XP_017147823.2|DMIR, LOC117185865|XP_033253978.1|DMIR
OG0003619	LOC120771934|XP_039956165.1|BTRY	LOC108159093|XP_017147548.1|DMIR
