Orthogroup	BTRY.longest_only	ASTE.longest_only
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC120767069|XP_039948856.1|BTRY	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC120772611|XP_039957260.1|BTRY	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC120782446|XP_039970666.1|BTRY	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC120774670|XP_039960334.1|BTRY	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC120776828|XP_039963783.1|BTRY	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC120772321|XP_039956785.1|BTRY	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC118517460|XP_035919515.1|ASTE
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC118517454|XP_035919505.1|ASTE
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC118517455|XP_035919506.1|ASTE
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC118512656|XP_035913272.1|ASTE
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC118517468|XP_035919534.1|ASTE
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC118512884|XP_035913882.1|ASTE
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC118512263|XP_035912332.1|ASTE
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC118502844|XP_035891433.1|ASTE
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC118517452|XP_035919499.1|ASTE
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC118505158|XP_035896449.1|ASTE
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC118510341|XP_035907909.1|ASTE
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC118517366|XP_035919277.1|ASTE
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC118502582|XP_035890817.1|ASTE
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC118510256|XP_035907737.1|ASTE
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC118505368|XP_035896966.1|ASTE
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC118503476|XP_035892672.1|ASTE
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC118517508|XP_035919623.1|ASTE
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC118506950|XP_035900661.1|ASTE
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC118511142|XP_035909804.1|ASTE
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC118512391|XP_035912703.1|ASTE
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC118504324|XP_035894549.1|ASTE
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC118509702|XP_035906672.1|ASTE
OG0004585	LOC120781311|XP_039969445.1|BTRY	LOC118517378|XP_035919294.1|ASTE
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC118517502|XP_035919608.1|ASTE
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC118508911|XP_035904668.1|ASTE
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC118504096|XP_035894072.1|ASTE
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC118510994|XP_035909405.1|ASTE
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC118504772|XP_035895598.1|ASTE
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC118504725|XP_035895463.1|ASTE
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC118517305|XP_035919186.1|ASTE
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC118517316|XP_035919192.1|ASTE
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC118507656|XP_035902366.1|ASTE
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC118508283|XP_035903861.1|ASTE
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC118507892|XP_035903027.1|ASTE
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC118507125|XP_035901029.1|ASTE
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC118513893|XP_035916100.1|ASTE
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC118507283|XP_035901510.1|ASTE
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC118507350|XP_035901654.1|ASTE
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC118511311|XP_035910117.1|ASTE
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC118508968|XP_035904816.1|ASTE
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC118504793|XP_035895665.1|ASTE
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC118517359|XP_035919266.1|ASTE
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC118517445|XP_035919472.1|ASTE
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC118511252|XP_035909997.1|ASTE
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC118504417|XP_035894748.1|ASTE
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC118517483|XP_035919571.1|ASTE
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC118517622|XP_035919821.1|ASTE
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC118517659|XP_035919917.1|ASTE
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC118506999|XP_035900781.1|ASTE
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC118502805|XP_035891329.1|ASTE
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC118507366|XP_035901683.1|ASTE
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC118508112|XP_035903501.1|ASTE
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC118517451|XP_035919498.1|ASTE
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC118516429|XP_035918198.1|ASTE
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC118510544|XP_035908406.1|ASTE
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC118511488|XP_035910535.1|ASTE
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC118512617|XP_035913191.1|ASTE
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC118517474|XP_035919546.1|ASTE
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC118505940|XP_035898359.1|ASTE
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC118504916|XP_035895884.1|ASTE
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC118507611|XP_035902181.1|ASTE
OG0004628	LOC120774283|XP_039959709.1|BTRY	LOC118509744|XP_035906771.1|ASTE
OG0004629	LOC120772294|XP_039956740.1|BTRY	LOC118502814|XP_035891357.1|ASTE
OG0004630	LOC120772741|XP_039957439.1|BTRY	LOC118502796|XP_035891300.1|ASTE
OG0004632	LOC120768696|XP_039951424.1|BTRY	LOC118510112|XP_035907469.1|ASTE
OG0004634	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY	LOC118504570|XP_035895083.1|ASTE
OG0004635	LOC120775319|XP_039961390.1|BTRY	LOC118517407|XP_035919374.1|ASTE
OG0004636	LOC120773663|XP_039958614.1|BTRY	LOC118503995|XP_035893840.1|ASTE
OG0004637	LOC120773969|XP_039959140.1|BTRY	LOC118508235|XP_035903740.1|ASTE
OG0004639	LOC120782419|XP_039970604.1|BTRY	LOC118517374|XP_035919286.1|ASTE
OG0004640	LOC120767992|XP_039950388.1|BTRY	LOC118517376|XP_035919288.1|ASTE
OG0004641	LOC120774083|XP_039959345.1|BTRY	LOC118506482|XP_035899557.1|ASTE
OG0004642	LOC120773823|XP_039958867.1|BTRY	LOC118511999|XP_035911634.1|ASTE
OG0004644	LOC120775137|XP_039961102.1|BTRY	LOC118513350|XP_035914875.1|ASTE
OG0004645	LOC120775836|XP_039962134.1|BTRY	LOC118510337|XP_035907895.1|ASTE
OG0004646	LOC120776090|XP_039962505.1|BTRY	LOC118510689|XP_035908758.1|ASTE
OG0004647	LOC120776009|XP_039962382.1|BTRY	LOC118503353|XP_035892438.1|ASTE
OG0004648	LOC120775262|XP_039961280.1|BTRY	LOC118512472|XP_035912853.1|ASTE
OG0004649	LOC120775298|XP_039961350.1|BTRY	LOC118503454|XP_035892622.1|ASTE
OG0004650	LOC120774471|XP_039960061.1|BTRY	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	LOC120766452|XP_039947907.1|BTRY	LOC118517480|XP_035919554.1|ASTE
OG0004652	LOC120766594|XP_039948131.1|BTRY	LOC118505560|XP_035897404.1|ASTE
OG0004653	LOC120779178|XP_039967354.1|BTRY	LOC118506470|XP_035899540.1|ASTE
OG0004654	LOC120769513|XP_039952484.1|BTRY	LOC118505567|XP_035897417.1|ASTE
OG0004655	LOC120766502|XP_039947991.1|BTRY	LOC118506486|XP_035899559.1|ASTE
OG0004656	LOC120774082|XP_039959344.1|BTRY	LOC118506479|XP_035899552.1|ASTE
OG0004657	LOC120766332|XP_039947692.1|BTRY	LOC118506494|XP_035899581.1|ASTE
OG0004658	LOC120782522|XP_039970765.1|BTRY	LOC118508281|XP_035903815.1|ASTE
