Orthogroup	BTRY.longest_only	DALB.longest_only
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC120774500|XP_039960105.1|BTRY, LOC120774501|XP_039960114.1|BTRY	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC117569287|XP_034106284.1|DALB
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC117569478|XP_034106536.1|DALB
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC117567626|XP_034103608.1|DALB
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC117575038|XP_034115010.1|DALB
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC117570786|XP_034108519.1|DALB
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC117571346|XP_034109346.1|DALB
OG0004482	LOC120767069|XP_039948856.1|BTRY	LOC117576031|XP_034116431.1|DALB
OG0004483	LOC120772611|XP_039957260.1|BTRY	LOC117567203|XP_034102924.1|DALB
OG0004484	LOC120782446|XP_039970666.1|BTRY	LOC117575377|XP_034115441.1|DALB
OG0004485	LOC120774670|XP_039960334.1|BTRY	LOC117577719|XP_034118514.1|DALB
OG0004486	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY	LOC117572148|XP_034110679.1|DALB
OG0004487	LOC120776828|XP_039963783.1|BTRY	LOC117570856|XP_034108627.1|DALB
OG0004489	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY	LOC117572407|XP_034111080.1|DALB
OG0004491	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY	LOC117564514|XP_034099225.1|DALB
OG0004492	LOC120776777|XP_039963689.1|BTRY	LOC117569714|XP_034106874.1|DALB, LOC117566880|XP_034102383.1|DALB
OG0004494	LOC120773508|XP_039958397.1|BTRY	LOC117576363|XP_034116943.1|DALB, LOC117575645|XP_034115816.1|DALB, LOC117576357|XP_034116935.1|DALB
OG0004495	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY	LOC117573476|XP_034112596.1|DALB
OG0004496	LOC120773771|XP_039958822.1|BTRY	LOC117570117|XP_034107471.1|DALB
OG0004497	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY	LOC117571243|XP_034109187.1|DALB, LOC117566589|XP_034102021.1|DALB
OG0004498	LOC120773016|XP_039957878.1|BTRY	LOC117568922|XP_034105723.1|DALB
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC117573150|XP_034111992.1|DALB
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC117576673|XP_034117556.1|DALB
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC117573884|XP_034113261.1|DALB
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC117573451|XP_034112564.1|DALB
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC117574934|XP_034114874.1|DALB
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC117567354|XP_034103179.1|DALB
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC117572048|XP_034110554.1|DALB
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC117574286|XP_034113928.1|DALB
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC117573218|XP_034112126.1|DALB
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC117573157|XP_034112007.1|DALB
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC117573090|XP_034111886.1|DALB
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC117567505|XP_034103431.1|DALB
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC117577612|XP_034118353.1|DALB
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC117565255|XP_034100165.1|DALB
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC117578149|XP_034119261.1|DALB
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC117576124|XP_034116573.1|DALB
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC117577944|XP_034118860.1|DALB
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC117568257|XP_034104630.1|DALB
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC117578099|XP_034119165.1|DALB
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC117576447|XP_034117101.1|DALB
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC117568658|XP_034105351.1|DALB
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC117578082|XP_034119133.1|DALB
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC117566816|XP_034102271.1|DALB
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC117578150|XP_034119259.1|DALB
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC117573556|XP_034112733.1|DALB
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC117564339|XP_034098941.1|DALB
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC117577663|XP_034118441.1|DALB
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC117574926|XP_034114868.1|DALB
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC117563205|XP_034101194.1|DALB
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC117565477|XP_034100516.1|DALB
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC117577740|XP_034118542.1|DALB
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC117571643|XP_034109764.1|DALB
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC117578294|XP_034119624.1|DALB
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC117573242|XP_034112189.1|DALB
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC117571579|XP_034109682.1|DALB
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC117573565|XP_034112741.1|DALB
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC117569908|XP_034107142.1|DALB
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC117570419|XP_034107936.1|DALB
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC117578219|XP_034119484.1|DALB
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC117577320|XP_034118175.1|DALB
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC117567083|XP_034102774.1|DALB
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC117567455|XP_034103359.1|DALB
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC117564640|XP_034099395.1|DALB
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC117577575|XP_034118304.1|DALB
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC117566608|XP_034102043.1|DALB
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC117567905|XP_034104075.1|DALB
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC117566808|XP_034102247.1|DALB
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC117569796|XP_034107001.1|DALB
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC117572011|XP_034110423.1|DALB
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC117563840|XP_034098264.1|DALB
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC117577609|XP_034118345.1|DALB
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC117568997|XP_034105868.1|DALB
OG0004557	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY	LOC117573829|XP_034113152.1|DALB
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC117578189|XP_034119396.1|DALB
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC117575176|XP_034115178.1|DALB
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC117573160|XP_034112013.1|DALB
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC117574965|XP_034114919.1|DALB
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC117575380|XP_034115444.1|DALB
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC117573527|XP_034112665.1|DALB
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC117576299|XP_034116845.1|DALB
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC117575272|XP_034115297.1|DALB
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC117572539|XP_034111303.1|DALB
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC117567153|XP_034102897.1|DALB
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC117576494|XP_034117165.1|DALB
