Orthogroup	BTRY.longest_only	DFIC.longest_only
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC108095224|XP_017051730.1|DFIC
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC108090905|XP_017045310.1|DFIC
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC108094391|XP_017050445.1|DFIC
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC108101917|XP_017061982.1|DFIC
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC108101883|XP_017061915.1|DFIC
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC108090648|XP_017044915.1|DFIC
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC108090721|XP_017045013.1|DFIC
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC108093980|XP_017049878.1|DFIC
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC108096642|XP_017053895.1|DFIC
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC108098573|XP_017057096.1|DFIC
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC108095920|XP_017052741.1|DFIC
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC108097468|XP_017055233.1|DFIC
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC108091780|XP_017046622.1|DFIC
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC108087799|XP_017040833.1|DFIC
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC108094006|XP_017049922.1|DFIC
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC108087720|XP_017040729.1|DFIC
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC108095158|XP_017051589.1|DFIC
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC108088346|XP_017041581.1|DFIC
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC108087298|XP_017040099.1|DFIC
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC108100108|XP_017059348.1|DFIC
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC108095576|XP_017052216.1|DFIC
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC108087782|XP_017040802.1|DFIC
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC108095210|XP_017051709.1|DFIC
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC108091455|XP_017046144.1|DFIC
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC108100147|XP_017059390.1|DFIC
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC108088775|XP_017042218.1|DFIC
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC108101517|XP_017061367.1|DFIC
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC108090427|XP_017044586.1|DFIC
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC108091192|XP_017045761.1|DFIC
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC108101942|XP_017062016.1|DFIC
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC108087377|XP_017040208.1|DFIC
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC108093727|XP_017049427.1|DFIC
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC108089614|XP_017043465.1|DFIC
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC108100697|XP_017060208.1|DFIC
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC108087570|XP_017040489.1|DFIC
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC108101830|XP_017061826.1|DFIC
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC108095213|XP_017051713.1|DFIC
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC108090443|XP_017044613.1|DFIC
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC108097631|XP_017055551.1|DFIC
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC108086729|XP_017039245.1|DFIC
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC108093811|XP_017049613.1|DFIC
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC108093883|XP_017049727.1|DFIC
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC108094039|XP_017049961.1|DFIC
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC108087731|XP_017040740.1|DFIC
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC108095436|XP_017052035.1|DFIC
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC108086775|XP_017039309.1|DFIC
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC108100553|XP_017060013.1|DFIC
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC108096381|XP_017053425.1|DFIC
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC108094785|XP_017051048.1|DFIC
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC108096288|XP_017053248.1|DFIC
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC108087820|XP_017040877.1|DFIC
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC108090528|XP_017044736.1|DFIC
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC108094789|XP_017051050.1|DFIC
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC108096387|XP_017053481.1|DFIC
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC108087784|XP_017040804.1|DFIC
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC108087789|XP_017040811.1|DFIC
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC108093702|XP_017049381.1|DFIC
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC108099448|XP_017058475.1|DFIC
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC108090971|XP_017045414.1|DFIC
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC108090939|XP_017045364.1|DFIC
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC108086682|XP_017039164.1|DFIC
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC108095028|XP_017051391.1|DFIC
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC108100490|XP_017059913.1|DFIC
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC108095423|XP_017052017.1|DFIC
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC108090355|XP_017044469.1|DFIC
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC108095479|XP_017052083.1|DFIC
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC108095061|XP_017051467.1|DFIC
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC108093863|XP_017049692.1|DFIC
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC108093594|XP_017049209.1|DFIC
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC108093593|XP_017049208.1|DFIC
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC108090910|XP_017045321.1|DFIC
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC108090987|XP_017045432.1|DFIC
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC108093940|XP_017049814.1|DFIC
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC108093954|XP_017049843.1|DFIC
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC108099620|XP_017058732.1|DFIC
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC108096703|XP_017054026.1|DFIC
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC108090259|XP_017044356.1|DFIC
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC108096521|XP_017053639.1|DFIC
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC108099956|XP_017059124.1|DFIC
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC108099766|XP_017058884.1|DFIC
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC108093710|XP_017049397.1|DFIC
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC108101927|XP_017061999.1|DFIC
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC108100435|XP_017059843.1|DFIC
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC108100558|XP_017060020.1|DFIC
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC108096349|XP_017053386.1|DFIC
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC108089993|XP_017043984.1|DFIC
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC108087498|XP_017040383.1|DFIC
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC108099378|XP_017058360.1|DFIC
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC108099374|XP_017058356.1|DFIC
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC108088912|XP_017042413.1|DFIC
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC108087786|XP_017040808.1|DFIC
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC108094934|XP_017051282.1|DFIC
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC108093683|XP_017049352.1|DFIC
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC108095254|XP_017051770.1|DFIC
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC108093814|XP_017049618.1|DFIC
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC108086690|XP_017039174.1|DFIC
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC108093865|XP_017049694.1|DFIC
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC108094113|XP_017050023.1|DFIC
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC108093617|XP_017049242.1|DFIC
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC108089500|XP_017043293.1|DFIC
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC108093757|XP_017049514.1|DFIC
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC108090883|XP_017045274.1|DFIC
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC108086820|XP_017039352.1|DFIC
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC108091858|XP_017046727.1|DFIC
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC108093642|XP_017049290.1|DFIC
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC108096418|XP_017053487.1|DFIC
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC108086716|XP_017039223.1|DFIC
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC108086732|XP_017039251.1|DFIC
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC108094956|XP_017051308.1|DFIC
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC108093868|XP_017049698.1|DFIC
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC108087971|XP_017041059.1|DFIC
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC108096455|XP_017053551.1|DFIC
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC108092927|XP_017048279.1|DFIC
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC108100725|XP_017060250.1|DFIC
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC108100474|XP_017059893.1|DFIC
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC108089557|XP_017043388.1|DFIC
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC108099943|XP_017059107.1|DFIC
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC108096383|XP_017053429.1|DFIC
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC108088279|XP_017041490.1|DFIC
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC108088785|XP_017042235.1|DFIC
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC108095435|XP_017052033.1|DFIC
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC108088321|XP_017041546.1|DFIC
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC108088339|XP_017041574.1|DFIC
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC108100591|XP_017060060.1|DFIC
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC108100590|XP_017060059.1|DFIC
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC108096433|XP_017053512.1|DFIC
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC108095083|XP_017051500.1|DFIC
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC108099494|XP_017058544.1|DFIC
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC108090840|XP_017045199.1|DFIC
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC108087604|XP_017040532.1|DFIC
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC108087757|XP_017040776.1|DFIC
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC108087376|XP_017040207.1|DFIC
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC108093389|XP_017048897.1|DFIC
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC108101586|XP_017061486.1|DFIC
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC108086771|XP_017039306.1|DFIC
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC108090725|XP_017045026.1|DFIC
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC108098099|XP_017056298.1|DFIC
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC108090460|XP_017044641.1|DFIC
OG0004482	LOC120767069|XP_039948856.1|BTRY	LOC108086872|XP_017039423.1|DFIC
OG0004483	LOC120772611|XP_039957260.1|BTRY	LOC108090899|XP_017045299.1|DFIC
OG0004484	LOC120782446|XP_039970666.1|BTRY	LOC108091776|XP_017046612.1|DFIC
OG0004485	LOC120774670|XP_039960334.1|BTRY	LOC108097119|XP_017054700.1|DFIC
OG0004486	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY	LOC108094014|XP_017049930.1|DFIC
OG0004487	LOC120776828|XP_039963783.1|BTRY	LOC108099961|XP_017059138.1|DFIC
OG0004488	LOC120772321|XP_039956785.1|BTRY	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC
OG0004489	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY	LOC108100267|XP_017059538.1|DFIC
OG0004491	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY	LOC108093012|XP_017048404.1|DFIC
OG0004492	LOC120776777|XP_039963689.1|BTRY	LOC108088838|XP_017042300.1|DFIC
OG0004494	LOC120773508|XP_039958397.1|BTRY	LOC108099569|XP_017058657.1|DFIC
OG0004495	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY	LOC108099632|XP_017058750.1|DFIC
OG0004496	LOC120773771|XP_039958822.1|BTRY	LOC108086375|XP_017038765.1|DFIC, LOC108086376|XP_017038766.1|DFIC
OG0004497	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY	LOC108096525|XP_017053696.1|DFIC, LOC108096574|XP_017053760.1|DFIC
OG0004498	LOC120773016|XP_039957878.1|BTRY	LOC108087108|XP_017039779.1|DFIC
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC108099996|XP_017059185.1|DFIC
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC108092161|XP_017047172.1|DFIC
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC108088468|XP_017041742.1|DFIC
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC108091835|XP_017046704.1|DFIC
OG0004508	LOC120777254|XP_039964388.1|BTRY	LOC108095925|XP_017052748.1|DFIC
OG0004509	LOC120774789|XP_039960504.1|BTRY	LOC108100393|XP_017059740.1|DFIC
OG0004510	LOC120774139|XP_039959459.1|BTRY	LOC108095309|XP_017051866.1|DFIC
OG0004511	LOC120774841|XP_039960595.1|BTRY	LOC108095821|XP_017052589.1|DFIC
OG0004512	LOC120779422|XP_039967553.1|BTRY	LOC108095023|XP_017051379.1|DFIC
OG0004513	LOC120779445|XP_039967627.1|BTRY	LOC108095037|XP_017051414.1|DFIC
OG0004514	LOC120779595|XP_039967872.1|BTRY	LOC108095018|XP_017051371.1|DFIC
OG0004515	LOC120774301|XP_039959758.1|BTRY	LOC108097664|XP_017055600.1|DFIC
OG0004516	LOC120774394|XP_039959945.1|BTRY	LOC108091250|XP_017045853.1|DFIC
OG0004517	LOC120773467|XP_039958306.1|BTRY	LOC108088601|XP_017041958.1|DFIC
OG0004518	LOC120775970|XP_039962319.1|BTRY	LOC108094624|XP_017050796.1|DFIC
OG0004519	LOC120774385|XP_039959933.1|BTRY	LOC108086579|XP_017039025.1|DFIC
OG0004520	LOC120776201|XP_039962768.1|BTRY	LOC108094686|XP_017050897.1|DFIC
OG0004521	LOC120775297|XP_039961347.1|BTRY	LOC108091136|XP_017045659.1|DFIC
OG0004522	LOC120775675|XP_039961899.1|BTRY	LOC108088709|XP_017042141.1|DFIC
OG0004523	LOC120782625|XP_039970927.1|BTRY	LOC108086835|XP_017039371.1|DFIC
OG0004524	LOC120773631|XP_039958572.1|BTRY	LOC108097008|XP_017054496.1|DFIC
OG0004525	LOC120775196|XP_039961191.1|BTRY	LOC108097558|XP_017055427.1|DFIC
OG0004526	LOC120774458|XP_039960043.1|BTRY	LOC108095313|XP_017051871.1|DFIC
OG0004527	LOC120775667|XP_039961870.1|BTRY	LOC108097203|XP_017054838.1|DFIC
OG0004528	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY	LOC108097488|XP_017055281.1|DFIC
OG0004529	LOC120775172|XP_039961157.1|BTRY	LOC108092862|XP_017048184.1|DFIC
OG0004530	LOC120775544|XP_039961703.1|BTRY	LOC108098131|XP_017056342.1|DFIC
OG0004531	LOC120769017|XP_039951831.1|BTRY	LOC108099672|XP_017058799.1|DFIC
OG0004532	LOC120774158|XP_039959502.1|BTRY	LOC108094637|XP_017050817.1|DFIC
OG0004533	LOC120775931|XP_039962272.1|BTRY	LOC108095581|XP_017052226.1|DFIC
OG0004534	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY	LOC108090455|XP_017044636.1|DFIC
OG0004535	LOC120776408|XP_039962966.1|BTRY	LOC108089378|XP_017043047.1|DFIC
OG0004536	LOC120773705|XP_039958673.1|BTRY	LOC108094411|XP_017050469.1|DFIC
OG0004537	LOC120775647|XP_039961836.1|BTRY	LOC108092958|XP_017048330.1|DFIC
OG0004538	LOC120770950|XP_039954596.1|BTRY	LOC108087708|XP_017040714.1|DFIC
OG0004539	LOC120766949|XP_039948667.1|BTRY	LOC108093338|XP_017048823.1|DFIC
OG0004540	LOC120775097|XP_039961038.1|BTRY	LOC108091224|XP_017045818.1|DFIC
OG0004541	LOC120772806|XP_039957524.1|BTRY	LOC108093769|XP_017049527.1|DFIC
OG0004542	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY	LOC108088702|XP_017042132.1|DFIC
OG0004543	LOC120778250|XP_039965949.1|BTRY	LOC108095335|XP_017051905.1|DFIC
OG0004544	LOC120774745|XP_039960435.1|BTRY	LOC108092948|XP_017048308.1|DFIC
OG0004545	LOC120782298|XP_039970438.1|BTRY	LOC108099273|XP_017058141.1|DFIC
OG0004546	LOC120770566|XP_039954078.1|BTRY	LOC108087781|XP_017040801.1|DFIC
OG0004547	LOC120775224|XP_039961225.1|BTRY	LOC108097106|XP_017054664.1|DFIC
OG0004548	LOC120773883|XP_039958987.1|BTRY	LOC108094332|XP_017050374.1|DFIC
OG0004549	LOC120773754|XP_039958754.1|BTRY	LOC108092892|XP_017048227.1|DFIC
OG0004550	LOC120768589|XP_039951283.1|BTRY	LOC108098127|XP_017056337.1|DFIC
OG0004551	LOC120774355|XP_039959874.1|BTRY	LOC108094882|XP_017051206.1|DFIC
OG0004552	LOC120774120|XP_039959424.1|BTRY	LOC108091086|XP_017045579.1|DFIC
OG0004553	LOC120776595|XP_039963302.1|BTRY	LOC108089025|XP_017042599.1|DFIC
OG0004554	LOC120774429|XP_039959997.1|BTRY	LOC108097190|XP_017054823.1|DFIC
OG0004555	LOC120775012|XP_039960886.1|BTRY	LOC108097389|XP_017055134.1|DFIC
OG0004556	LOC120775059|XP_039960974.1|BTRY	LOC108087595|XP_017040518.1|DFIC
OG0004557	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY	LOC108091313|XP_017045926.1|DFIC
OG0004558	LOC120781963|XP_039970067.1|BTRY	LOC108100915|XP_017060518.1|DFIC
OG0004559	LOC120782528|XP_039970773.1|BTRY	LOC108087151|XP_017039855.1|DFIC
OG0004560	LOC120780307|XP_039968532.1|BTRY	LOC108101009|XP_017060661.1|DFIC
OG0004561	LOC120781283|XP_039969417.1|BTRY	LOC108091985|XP_017046886.1|DFIC
OG0004562	LOC120766461|XP_039947924.1|BTRY	LOC108095975|XP_017052808.1|DFIC
OG0004563	LOC120782883|XP_039971366.1|BTRY	LOC108097010|XP_017054501.1|DFIC
OG0004564	LOC120782782|XP_039971184.1|BTRY	LOC108101014|XP_017060667.1|DFIC
OG0004565	LOC120772017|XP_039956320.1|BTRY	LOC108098851|XP_017057502.1|DFIC
OG0004566	LOC120774918|XP_039960728.1|BTRY	LOC108095543|XP_017052161.1|DFIC
OG0004567	LOC120774554|XP_039960219.1|BTRY	LOC108098083|XP_017056274.1|DFIC
OG0004568	LOC120775277|XP_039961307.1|BTRY	LOC108097306|XP_017055011.1|DFIC
OG0004569	LOC120777108|XP_039964186.1|BTRY	LOC108098556|XP_017057050.1|DFIC
OG0004570	LOC120770519|XP_039953994.1|BTRY	LOC108090429|XP_017044589.1|DFIC
OG0004571	LOC120775139|XP_039961103.1|BTRY	LOC108088701|XP_017042130.1|DFIC
OG0004572	LOC120775322|XP_039961396.1|BTRY	LOC108101279|XP_017061061.1|DFIC
OG0004573	LOC120772558|XP_039957181.1|BTRY	LOC108087244|XP_017040029.1|DFIC
OG0004574	LOC120774560|XP_039960227.1|BTRY	LOC108097033|XP_017054541.1|DFIC
OG0004575	LOC120773458|XP_039958286.1|BTRY	LOC108097300|XP_017055004.1|DFIC
OG0004576	LOC120777848|XP_039965321.1|BTRY	LOC108097616|XP_017055515.1|DFIC
OG0004577	LOC120774868|XP_039960638.1|BTRY	LOC108092077|XP_017047042.1|DFIC
OG0004578	LOC120776123|XP_039962585.1|BTRY	LOC108091222|XP_017045814.1|DFIC
OG0004579	LOC120767341|XP_039949225.1|BTRY	LOC108092426|XP_017047484.1|DFIC
OG0004580	LOC120769292|XP_039952156.1|BTRY	LOC108087335|XP_017040158.1|DFIC
OG0004581	LOC120771039|XP_039954773.1|BTRY	LOC108097111|XP_017054680.1|DFIC
OG0004582	LOC120766280|XP_039947616.1|BTRY	LOC108086844|XP_017039383.1|DFIC
OG0004583	LOC120773619|XP_039958555.1|BTRY	LOC108097601|XP_017055497.1|DFIC
OG0004584	LOC120774299|XP_039959755.1|BTRY	LOC108086770|XP_017039305.1|DFIC
OG0004585	LOC120781311|XP_039969445.1|BTRY	LOC108088508|XP_017041830.1|DFIC
OG0004586	LOC120773863|XP_039958953.1|BTRY	LOC108101774|XP_017061737.1|DFIC
OG0004587	LOC120776164|XP_039962708.1|BTRY	LOC108086854|XP_017039397.1|DFIC
OG0004588	LOC120782543|XP_039970808.1|BTRY	LOC108086853|XP_017039396.1|DFIC
OG0004589	LOC120775414|XP_039961516.1|BTRY	LOC108100922|XP_017060530.1|DFIC
OG0004590	LOC120766583|XP_039948113.1|BTRY	LOC108088434|XP_017041694.1|DFIC
OG0004591	LOC120773644|XP_039958589.1|BTRY	LOC108088513|XP_017041839.1|DFIC
OG0004592	LOC120775596|XP_039961769.1|BTRY	LOC108097594|XP_017055480.1|DFIC
OG0004593	LOC120775386|XP_039961481.1|BTRY	LOC108097529|XP_017055363.1|DFIC
OG0004594	LOC120775552|XP_039961713.1|BTRY	LOC108097507|XP_017055308.1|DFIC
OG0004595	LOC120775471|XP_039961600.1|BTRY	LOC108094708|XP_017050934.1|DFIC
OG0004596	LOC120776190|XP_039962749.1|BTRY	LOC108092817|XP_017048081.1|DFIC
OG0004597	LOC120774245|XP_039959644.1|BTRY	LOC108093587|XP_017049204.1|DFIC
OG0004598	LOC120777750|XP_039965179.1|BTRY	LOC108089428|XP_017043124.1|DFIC
OG0004599	LOC120778510|XP_039966275.1|BTRY	LOC108092510|XP_017047617.1|DFIC
OG0004600	LOC120774042|XP_039959276.1|BTRY	LOC108101705|XP_017061631.1|DFIC
OG0004601	LOC120775395|XP_039961489.1|BTRY	LOC108101711|XP_017061639.1|DFIC
OG0004602	LOC120774443|XP_039960018.1|BTRY	LOC108097776|XP_017055792.1|DFIC
OG0004603	LOC120774541|XP_039960202.1|BTRY	LOC108091573|XP_017046340.1|DFIC
OG0004604	LOC120774422|XP_039959985.1|BTRY	LOC108088693|XP_017042123.1|DFIC
OG0004605	LOC120775939|XP_039962280.1|BTRY	LOC108097421|XP_017055174.1|DFIC
OG0004606	LOC120771834|XP_039956012.1|BTRY	LOC108101095|XP_017060796.1|DFIC
OG0004607	LOC120774984|XP_039960824.1|BTRY	LOC108091277|XP_017045880.1|DFIC
OG0004608	LOC120775886|XP_039962197.1|BTRY	LOC108095307|XP_017051856.1|DFIC
OG0004609	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY	LOC108097715|XP_017055695.1|DFIC
OG0004610	LOC120782654|XP_039970974.1|BTRY	LOC108099547|XP_017058611.1|DFIC
OG0004611	LOC120770833|XP_039954360.1|BTRY	LOC108099559|XP_017058634.1|DFIC
OG0004612	LOC120766263|XP_039947584.1|BTRY	LOC108099631|XP_017058749.1|DFIC
OG0004613	LOC120782354|XP_039970523.1|BTRY	LOC108097131|XP_017054719.1|DFIC
OG0004614	LOC120773928|XP_039959059.1|BTRY	LOC108097770|XP_017055785.1|DFIC
OG0004615	LOC120775215|XP_039961214.1|BTRY	LOC108091324|XP_017045952.1|DFIC
OG0004616	LOC120774395|XP_039959947.1|BTRY	LOC108088727|XP_017042165.1|DFIC
OG0004617	LOC120767967|XP_039950305.1|BTRY	LOC108089908|XP_017043874.1|DFIC
OG0004618	LOC120771173|XP_039954998.1|BTRY	LOC108099355|XP_017058330.1|DFIC
OG0004619	LOC120781350|XP_039969487.1|BTRY	LOC108099372|XP_017058353.1|DFIC
OG0004620	LOC120778466|XP_039966212.1|BTRY	LOC108087959|XP_017041041.1|DFIC
OG0004621	LOC120778279|XP_039966003.1|BTRY	LOC108102074|XP_017062205.1|DFIC
OG0004622	LOC120768917|XP_039951629.1|BTRY	LOC108087316|XP_017040131.1|DFIC
OG0004623	LOC120782722|XP_039971080.1|BTRY	LOC108088544|XP_017041879.1|DFIC
OG0004624	LOC120775382|XP_039961476.1|BTRY	LOC108090234|XP_017044321.1|DFIC
OG0004625	LOC120776196|XP_039962756.1|BTRY	LOC108094611|XP_017050763.1|DFIC
OG0004626	LOC120776118|XP_039962563.1|BTRY	LOC108092860|XP_017048171.1|DFIC
OG0004627	LOC120778937|XP_039966918.1|BTRY	LOC108100396|XP_017059758.1|DFIC
OG0004628	LOC120774283|XP_039959709.1|BTRY	LOC108097372|XP_017055107.1|DFIC
OG0004629	LOC120772294|XP_039956740.1|BTRY	LOC108098810|XP_017057447.1|DFIC
