Orthogroup	BTRY.longest_only	AAEG.longest_only
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC5576941|XP_001663023.1|AAEG
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC5564521|XP_021710988.1|AAEG
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC5578740|XP_021705140.1|AAEG
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC5573337|XP_001660824.1|AAEG
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC5567547|XP_001657521.1|AAEG
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC110679441|XP_021709713.1|AAEG
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC5567386|XP_021708202.1|AAEG
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC5576834|XP_021708342.1|AAEG
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC5578019|XP_021707647.1|AAEG
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC5577996|XP_001656734.1|AAEG
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC5577995|XP_021709960.1|AAEG
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC5565979|XP_021705544.1|AAEG
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC5577451|XP_001663377.1|AAEG
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC5579176|XP_021710519.1|AAEG
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC5564275|XP_021705228.1|AAEG
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC5566157|XP_001650538.2|AAEG
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC5566156|XP_021708264.1|AAEG
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC5566155|XP_021706247.1|AAEG
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC5566678|XP_021707190.1|AAEG
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC5579293|XP_021711565.1|AAEG
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC5568849|XP_021705190.1|AAEG
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC5575031|XP_021710049.1|AAEG
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC5570968|XP_001659432.1|AAEG
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC5570967|XP_001659433.2|AAEG
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC5573549|XP_001654684.1|AAEG
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC5576331|XP_021711252.1|AAEG
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC5563635|XP_021705224.1|AAEG
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC5563654|XP_001647884.1|AAEG
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC5575009|XP_001661752.1|AAEG
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC5575013|XP_021707018.1|AAEG
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC5570148|XP_001658950.2|AAEG
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC5576785|XP_021704579.1|AAEG
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC110678682|XP_021707580.1|AAEG
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC5575408|XP_001661928.2|AAEG
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC5567059|XP_021707475.1|AAEG
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC5566935|XP_001651349.2|AAEG
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC5566936|XP_001651351.1|AAEG
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC5564347|XP_021705904.1|AAEG
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC5564352|XP_001648705.1|AAEG
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC5575301|XP_021709548.1|AAEG
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC5572563|XP_001654078.2|AAEG
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC5572570|XP_021704577.1|AAEG
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC5577087|XP_021706999.1|AAEG
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC5575775|XP_001662199.1|AAEG
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC5569283|XP_001652819.2|AAEG
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC5580142|XP_021704229.1|AAEG
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC5576101|XP_021709845.1|AAEG
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC5576096|XP_021704208.1|AAEG
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC5573800|XP_021704200.1|AAEG
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC5571075|XP_021704199.1|AAEG
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC5571073|XP_021705600.1|AAEG
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC5571069|XP_021711674.1|AAEG
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC5571059|XP_001659495.1|AAEG
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC5575615|XP_021709477.1|AAEG
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC23687700|XP_021707715.1|AAEG
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC5567259|XP_021706629.1|AAEG
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC5574666|XP_021711097.1|AAEG
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC23687827|XP_021707711.1|AAEG
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC5567586|XP_021709422.1|AAEG
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC5574876|XP_021705871.1|AAEG
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC5568503|XP_001652323.1|AAEG
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC5568500|XP_021710070.1|AAEG
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC5568499|XP_001652327.1|AAEG
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC5568509|XP_001652333.2|AAEG
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC5575998|XP_021709796.1|AAEG
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC5575997|XP_001655962.2|AAEG
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC5575992|XP_021705688.1|AAEG
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC5575991|XP_001655946.2|AAEG
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC5565476|XP_021705041.1|AAEG
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC5575719|XP_021705862.1|AAEG
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC5568218|XP_021708416.1|AAEG
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC5568215|XP_021711241.1|AAEG
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC5572967|XP_001654296.1|AAEG
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC5567598|XP_021711623.1|AAEG
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC5569649|XP_001652910.1|AAEG
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC5569648|XP_001652911.1|AAEG
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC5569658|XP_021706639.1|AAEG
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC5564180|XP_001648494.1|AAEG
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC5564157|XP_021709566.1|AAEG
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC5564160|XP_021706244.1|AAEG
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC5564181|XP_001648503.2|AAEG
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC5564172|XP_011493224.1|AAEG
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC5575808|XP_021708196.1|AAEG
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC5578459|XP_001656981.1|AAEG
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC5578445|XP_001656966.1|AAEG
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC5579953|XP_001652244.1|AAEG
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC5578893|XP_001664104.1|AAEG
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC5570877|XP_001659396.1|AAEG
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC5570888|XP_001659399.2|AAEG
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC5577812|XP_021710701.1|AAEG
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC5577814|XP_021710704.1|AAEG
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC5567156|XP_021708629.1|AAEG
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC5567150|XP_021708808.1|AAEG
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC5567167|XP_001651576.2|AAEG
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC5573606|XP_001654740.2|AAEG
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC5573595|XP_021704945.1|AAEG
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC5573593|XP_021707465.1|AAEG
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC5573592|XP_001654726.1|AAEG
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC5573583|XP_021704844.1|AAEG
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC5573580|XP_001654714.2|AAEG
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC110678282|XP_021706609.1|AAEG
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC5577325|XP_001656402.1|AAEG
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC5577326|XP_001656403.1|AAEG
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC5577338|XP_001656415.1|AAEG
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC5577340|XP_001656417.2|AAEG
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC5577344|XP_001656421.2|AAEG
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC5577345|XP_001656422.2|AAEG
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC5577346|XP_021707110.1|AAEG
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC5577362|XP_021704241.1|AAEG
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC5577367|XP_001656447.1|AAEG
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC5577372|XP_021711575.1|AAEG
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC5568851|XP_001652563.1|AAEG
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC5568848|XP_021706755.1|AAEG
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC5568854|XP_021710481.1|AAEG
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC5568859|XP_021709655.1|AAEG
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC5566950|XP_021707806.1|AAEG
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC5575050|XP_021707421.1|AAEG
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC5569013|XP_021710091.1|AAEG
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC5569010|XP_021709529.1|AAEG
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC5569008|XP_021706020.1|AAEG
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC5569007|XP_021706950.1|AAEG
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC5568996|XP_021709567.1|AAEG
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC5568205|XP_021705143.1|AAEG
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC5580156|XP_021710439.1|AAEG
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC5580161|XP_001661636.1|AAEG
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC5575423|XP_001661948.1|AAEG
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC5566945|XP_001651362.1|AAEG
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC5565702|XP_001650059.1|AAEG
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC110679302|XP_021709310.1|AAEG
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC5577029|XP_021705488.1|AAEG
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC5577035|XP_001663131.1|AAEG
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC5564788|XP_001649113.1|AAEG
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC5564782|XP_001649116.1|AAEG
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC5564793|XP_001649117.1|AAEG
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC5564776|XP_001649124.1|AAEG
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC5572255|XP_021704144.1|AAEG
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC5570021|XP_001658911.2|AAEG
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC5570040|XP_001658930.1|AAEG
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC5570045|XP_001658935.1|AAEG
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC5568017|XP_001657838.1|AAEG
OG0004280	LOC120774500|XP_039960105.1|BTRY, LOC120774501|XP_039960114.1|BTRY	LOC5568022|XP_021709415.1|AAEG
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC5579834|XP_001651509.2|AAEG
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC5579832|XP_001651505.2|AAEG
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC5579829|XP_021711510.1|AAEG
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC5578193|XP_001656834.1|AAEG
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC5578203|XP_001656845.2|AAEG
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC5573027|XP_001660678.1|AAEG
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC5575478|XP_021704121.1|AAEG
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC5575482|XP_001661998.1|AAEG
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC5570561|XP_021708902.1|AAEG
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC5572995|XP_001654323.2|AAEG
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC5579041|XP_001657235.1|AAEG
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC5579044|XP_001657237.1|AAEG
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC5579046|XP_001657241.1|AAEG
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC5567940|XP_001657765.2|AAEG
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC5567935|XP_021710776.1|AAEG, LOC110680813|XP_021712282.1|AAEG
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC5567945|XP_001657756.2|AAEG
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC5576246|XP_021705485.1|AAEG
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC5576239|XP_001656017.2|AAEG
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC5576237|XP_021709188.1|AAEG
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC5568393|XP_001658037.1|AAEG
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC5568392|XP_021711934.1|AAEG, LOC5568379|XP_021705859.1|AAEG
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC5566609|XP_001651006.2|AAEG
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC5566596|XP_001650993.1|AAEG
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC5566594|XP_021705105.1|AAEG
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC5566589|XP_021709067.1|AAEG
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC5563915|XP_001648221.2|AAEG
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC5563913|XP_001648213.2|AAEG
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC5563900|XP_021708791.1|AAEG
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC5567500|XP_001651798.1|AAEG
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC5571126|XP_021709267.1|AAEG
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC5574767|XP_021705247.1|AAEG
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC5578343|XP_001656912.2|AAEG
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC5578342|XP_001656911.2|AAEG
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC5573755|XP_021708369.1|AAEG
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC5573753|XP_001654781.1|AAEG
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC5573752|XP_001654780.2|AAEG
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC5573747|XP_001654775.2|AAEG
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC5573737|XP_001654763.2|AAEG
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC5579653|XP_001648127.2|AAEG
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC5572221|XP_021710698.1|AAEG
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC5577235|XP_001656341.1|AAEG
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC5577233|XP_021705236.1|AAEG
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC5564723|XP_001649078.2|AAEG
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC5564731|XP_001649076.2|AAEG
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC5564726|XP_001649070.1|AAEG
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC5565490|XP_021705968.1|AAEG
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC5576927|XP_021709153.1|AAEG
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC5576937|XP_001656299.2|AAEG
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC5575771|XP_021704796.1|AAEG
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC5573068|XP_001654399.1|AAEG
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC5573062|XP_001654385.2|AAEG
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC110680936|XP_021712409.1|AAEG, LOC5577487|XP_001663405.1|AAEG
