Orthogroup	BTRY.longest_only	DANA.longest_only
OG0003317	LOC120766283|XP_039947619.1|BTRY	LOC6500902|XP_001954132.1|DANA
OG0003318	LOC120773526|XP_039958448.1|BTRY	LOC6499929|XP_032306814.1|DANA
OG0003319	LOC120769634|XP_039952676.1|BTRY	LOC6500982|XP_014766835.1|DANA
OG0003320	LOC120767072|XP_039948864.1|BTRY	LOC6501190|XP_001954727.1|DANA
OG0003321	LOC120766298|XP_039947636.1|BTRY	LOC6501192|XP_014766924.1|DANA
OG0003322	LOC120766708|XP_039948289.1|BTRY	LOC6499388|XP_001954734.1|DANA
OG0003323	LOC120776162|XP_039962702.1|BTRY, LOC120776163|XP_039962703.1|BTRY	LOC6508749|XP_001964244.1|DANA
OG0003324	LOC120774096|XP_039959375.1|BTRY	LOC6504672|XP_032309002.1|DANA
OG0003325	LOC120776111|XP_039962543.1|BTRY	LOC6499357|XP_014766031.1|DANA
OG0003326	LOC120773514|XP_039958403.1|BTRY	LOC6504985|XP_001965687.1|DANA
OG0003327	LOC120781172|XP_039969231.1|BTRY	LOC6503258|XP_032308039.1|DANA
OG0003328	LOC120769388|XP_039952292.1|BTRY	LOC6504606|XP_001966538.1|DANA
OG0003329	LOC120781628|XP_039969816.1|BTRY	LOC6496555|XP_032307082.1|DANA, LOC6499480|XP_001954552.2|DANA
OG0003330	LOC120777277|XP_039964415.1|BTRY	LOC6507762|XP_001956298.1|DANA
OG0003331	LOC120774954|XP_039960772.1|BTRY	LOC6504499|XP_032308243.1|DANA
OG0003332	LOC120774279|XP_039959705.1|BTRY	LOC6502324|XP_001967154.1|DANA
OG0003333	LOC120781344|XP_039969482.1|BTRY	LOC6505571|XP_001964676.3|DANA
OG0003334	LOC120782399|XP_039970578.1|BTRY	LOC6501414|XP_001955202.1|DANA
OG0003335	LOC120782786|XP_039971188.1|BTRY	LOC6500264|XP_001952912.1|DANA
OG0003336	LOC120781354|XP_039969492.1|BTRY, LOC120781351|XP_039969489.1|BTRY	LOC6499739|XP_001954022.1|DANA
OG0003337	LOC120771733|XP_039955831.1|BTRY	LOC6499397|XP_032306217.1|DANA
OG0003338	LOC120768949|XP_039951674.1|BTRY	LOC6500898|XP_001954126.1|DANA
OG0003339	LOC120782872|XP_039971353.1|BTRY	LOC6506001|XP_001964760.1|DANA
OG0003340	LOC120779438|XP_039967614.1|BTRY	LOC6505527|XP_014760697.1|DANA
OG0003341	LOC120776085|XP_039962494.1|BTRY	LOC6505209|XP_001965551.1|DANA
OG0003342	LOC120774713|XP_039960387.1|BTRY	LOC6502120|XP_001966170.2|DANA
OG0003343	LOC120774567|XP_039960235.1|BTRY	LOC6495749|XP_032309454.1|DANA, LOC6496049|XP_032310858.1|DANA
OG0003344	LOC120781398|XP_039969541.1|BTRY	LOC6497082|XP_001962792.1|DANA
OG0003345	LOC120767884|XP_039950146.1|BTRY	LOC6501815|XP_001966869.2|DANA
OG0003346	LOC120779546|XP_039967824.1|BTRY	LOC6499704|XP_001954096.1|DANA
OG0003347	LOC120768699|XP_039951409.1|BTRY	LOC6499697|XP_001954112.1|DANA
OG0003348	LOC120772549|XP_039957170.1|BTRY	LOC6500878|XP_001954090.1|DANA
OG0003349	LOC120774757|XP_039960450.1|BTRY	LOC6501826|XP_001966854.1|DANA
OG0003350	LOC120782729|XP_039971091.1|BTRY	LOC6500807|XP_032309972.1|DANA
OG0003351	LOC120775453|XP_039961573.1|BTRY	LOC6504571|XP_001966604.1|DANA
OG0003352	LOC120776159|XP_039962673.1|BTRY	LOC6505554|XP_014760703.1|DANA
OG0003353	LOC120781114|XP_039969188.1|BTRY	LOC6499854|XP_032305905.1|DANA
OG0003354	LOC120769077|XP_039951874.1|BTRY	LOC6505948|XP_001964664.2|DANA
OG0003355	LOC120775105|XP_039961051.1|BTRY	LOC6501896|XP_032308303.1|DANA
OG0003356	LOC120774264|XP_039959666.1|BTRY	LOC6502254|XP_001966090.1|DANA
OG0003357	LOC120775794|XP_039962069.1|BTRY	LOC6502252|XP_001966088.1|DANA
OG0003358	LOC120768240|XP_039950763.1|BTRY	LOC6497618|XP_001961701.1|DANA
OG0003359	LOC120775776|XP_039962044.1|BTRY	LOC6504428|XP_032308108.1|DANA
OG0003360	LOC120775296|XP_039961345.1|BTRY	LOC6504741|XP_032309051.1|DANA
OG0003361	LOC120770317|XP_039953627.1|BTRY	LOC6494579|XP_032306425.1|DANA
OG0003362	LOC120766211|XP_039947514.1|BTRY	LOC6500273|XP_001952897.1|DANA
OG0003363	LOC120766969|XP_039948693.1|BTRY	LOC6505726|XP_014760774.2|DANA, LOC6501376|XP_014767013.2|DANA
OG0003364	LOC120766772|XP_039948386.1|BTRY	LOC6500317|XP_001952962.1|DANA
OG0003365	LOC120774216|XP_039959609.1|BTRY	LOC6500501|XP_001953354.1|DANA
OG0003366	LOC120778225|XP_039965916.1|BTRY	LOC6493677|XP_001958214.2|DANA
OG0003367	LOC120778218|XP_039965909.1|BTRY	LOC6493641|XP_001958149.1|DANA
OG0003368	LOC120778465|XP_039966205.1|BTRY	LOC6493640|XP_001958146.1|DANA
OG0003369	LOC120766170|XP_039947452.1|BTRY	LOC6500105|XP_001953217.2|DANA
OG0003370	LOC120782230|XP_039970330.1|BTRY	LOC6505836|XP_001964459.2|DANA
OG0003371	LOC120775867|XP_039962170.1|BTRY	LOC6503143|XP_001963515.1|DANA
OG0003372	LOC120775928|XP_039962268.1|BTRY	LOC6494015|XP_001961145.1|DANA
OG0003373	LOC120778289|XP_039966012.1|BTRY	LOC6505814|XP_001964421.1|DANA
OG0003374	LOC120775464|XP_039961585.1|BTRY	LOC6504066|XP_032308538.1|DANA
OG0003375	LOC120778371|XP_039966095.1|BTRY	LOC6500300|XP_001952927.2|DANA
OG0003376	LOC120782232|XP_039970333.1|BTRY	LOC6500244|XP_001952953.1|DANA
OG0003377	LOC120766548|XP_039948062.1|BTRY	LOC6500241|XP_032306378.1|DANA
OG0003378	LOC120766627|XP_039948176.1|BTRY	LOC6500782|XP_001953910.1|DANA
OG0003379	LOC120768510|XP_039951174.1|BTRY	LOC6499360|XP_001954796.1|DANA
OG0003380	LOC120770364|XP_039953752.1|BTRY	LOC6499366|XP_001954784.1|DANA
OG0003381	LOC120766950|XP_039948664.1|BTRY	LOC6498640|XP_001963223.1|DANA
OG0003382	LOC120766948|XP_039948648.1|BTRY	LOC6501470|XP_032310461.1|DANA
OG0003383	LOC120782631|XP_039970933.1|BTRY	LOC6501196|XP_001954742.1|DANA
OG0003384	LOC120768009|XP_039950370.1|BTRY	LOC6507521|XP_001965391.1|DANA
OG0003385	LOC120766877|XP_039948541.1|BTRY	LOC6501614|XP_001955597.1|DANA
OG0003386	LOC120780429|XP_039968643.1|BTRY	LOC6499785|XP_001953922.1|DANA
OG0003387	LOC120782208|XP_039970296.1|BTRY	LOC6501465|XP_001955307.1|DANA
OG0003388	LOC120773977|XP_039959159.1|BTRY	LOC6504496|XP_001967011.1|DANA
OG0003389	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY	LOC6495843|XP_001959692.2|DANA
OG0003390	LOC120777826|XP_039965301.1|BTRY	LOC6501368|XP_001955089.1|DANA
OG0003391	LOC120767607|XP_039949694.1|BTRY	LOC6499678|XP_001954165.1|DANA
OG0003392	LOC120766564|XP_039948088.1|BTRY	LOC6500710|XP_001953775.1|DANA
OG0003393	LOC120771643|XP_039955693.1|BTRY	LOC6505535|XP_014760698.1|DANA
OG0003394	LOC120782663|XP_039970973.1|BTRY	LOC6501372|XP_001955096.1|DANA
OG0003395	LOC120766221|XP_039947530.1|BTRY	LOC6501375|XP_001955102.1|DANA
OG0003396	LOC120772341|XP_039956834.1|BTRY	LOC6501358|XP_001955065.3|DANA
OG0003397	LOC120766715|XP_039948294.1|BTRY	LOC6501052|XP_001954464.1|DANA
OG0003398	LOC120782398|XP_039970577.1|BTRY	LOC6499466|XP_001954579.1|DANA
OG0003399	LOC120780602|XP_039968792.1|BTRY	LOC6500668|XP_001953688.1|DANA
OG0003400	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY	LOC6500679|XP_014766669.1|DANA
OG0003401	LOC120782628|XP_039970930.1|BTRY	LOC6500852|XP_032310222.1|DANA
OG0003402	LOC120766547|XP_039948061.1|BTRY	LOC6500848|XP_032305605.1|DANA
OG0003403	LOC120770576|XP_039954090.1|BTRY	LOC6494107|XP_001960961.1|DANA
OG0003404	LOC120779768|XP_039968085.1|BTRY	LOC6499667|XP_001954187.1|DANA
OG0003405	LOC120771389|XP_039955290.1|BTRY	LOC6496612|XP_001961259.1|DANA
OG0003406	LOC120782039|XP_039970131.1|BTRY	LOC6501633|XP_001955646.1|DANA
OG0003407	LOC120779409|XP_039967543.1|BTRY	LOC6498936|XP_001955645.1|DANA
OG0003408	LOC120772009|XP_039956308.1|BTRY	LOC6500904|XP_001954137.1|DANA
OG0003409	LOC120770866|XP_039954423.1|BTRY	LOC6499743|XP_032305687.1|DANA
OG0003410	LOC120782745|XP_039971121.1|BTRY	LOC6500857|XP_014766762.1|DANA
OG0003411	LOC120778149|XP_039965810.1|BTRY	LOC6505820|XP_001964432.2|DANA
OG0003412	LOC120776539|XP_039963215.1|BTRY	LOC6499066|XP_001955372.1|DANA
OG0003413	LOC120766574|XP_039948101.1|BTRY	LOC6499615|XP_001954289.1|DANA
OG0003414	LOC120776643|XP_039963410.1|BTRY	LOC6507814|XP_001956403.1|DANA
OG0003415	LOC120774768|XP_039960462.1|BTRY	LOC6504276|XP_032308836.1|DANA
OG0003416	LOC120782571|XP_039970843.1|BTRY	LOC6499294|XP_001954928.1|DANA
OG0003417	LOC120781341|XP_039969479.1|BTRY	LOC6499055|XP_001955400.1|DANA
OG0003418	LOC120772704|XP_039957386.1|BTRY	LOC6505649|XP_001964531.1|DANA
OG0003419	LOC120782341|XP_039970507.1|BTRY	LOC6498838|XP_032312277.1|DANA
OG0003420	LOC120771746|XP_039955855.1|BTRY	LOC6501714|XP_001955835.3|DANA
OG0003421	LOC120776897|XP_039963899.1|BTRY	LOC6505933|XP_014760849.2|DANA
OG0003422	LOC120771737|XP_039955845.1|BTRY	LOC6505588|XP_001964641.1|DANA
OG0003423	LOC120770457|XP_039953884.1|BTRY	LOC6494530|XP_001960164.2|DANA
OG0003424	LOC120767017|XP_039948782.1|BTRY	LOC6499814|XP_001953857.1|DANA
OG0003425	LOC120769184|XP_039952005.1|BTRY	LOC6500249|XP_001952942.1|DANA
OG0003426	LOC120770210|XP_039953402.1|BTRY	LOC6500649|XP_001953647.1|DANA
OG0003427	LOC120769037|XP_039951819.1|BTRY	LOC6499908|XP_001953656.1|DANA
OG0003428	LOC120778446|XP_039966170.1|BTRY	LOC6507861|XP_001956484.1|DANA
OG0003429	LOC120771103|XP_039954879.1|BTRY	LOC6495918|XP_001959853.1|DANA
OG0003430	LOC120779723|XP_039968026.1|BTRY	LOC6501810|XP_001967403.2|DANA
OG0003431	LOC120766684|XP_039948259.1|BTRY	LOC6498890|XP_001955735.1|DANA
OG0003432	LOC120782402|XP_039970582.1|BTRY	LOC6498910|XP_001955692.1|DANA
OG0003433	LOC120781222|XP_039969291.1|BTRY	LOC6499023|XP_032311498.1|DANA
OG0003434	LOC120773512|XP_039958398.1|BTRY, LOC120775950|XP_039962293.1|BTRY	LOC6503923|XP_001963855.2|DANA
OG0003435	LOC120767023|XP_039948796.1|BTRY	LOC6501333|XP_001955010.3|DANA
OG0003436	LOC120766903|XP_039948588.1|BTRY	LOC6500188|XP_001953053.1|DANA
OG0003437	LOC120766900|XP_039948584.1|BTRY	LOC6500361|XP_014766511.1|DANA
OG0003438	LOC120766902|XP_039948587.1|BTRY	LOC6500362|XP_001953054.1|DANA
OG0003439	LOC120776852|XP_039963829.1|BTRY	LOC6498907|XP_001955697.1|DANA
OG0003440	LOC120766250|XP_039947567.1|BTRY	LOC6500286|XP_032310096.1|DANA
OG0003441	LOC120769070|XP_039951861.1|BTRY	LOC6497828|XP_001961531.1|DANA
OG0003442	LOC120779049|XP_039967121.1|BTRY	LOC6499380|XP_001954748.1|DANA
OG0003443	LOC120778898|XP_039966880.1|BTRY	LOC6506880|XP_001957071.1|DANA
OG0003444	LOC120778644|XP_039966483.1|BTRY	LOC6493701|XP_001958264.3|DANA
OG0003445	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY	LOC6501880|XP_001966749.2|DANA
OG0003446	LOC120773906|XP_039959022.1|BTRY	LOC6495015|XP_032312008.1|DANA
OG0003448	LOC120769919|XP_039952971.1|BTRY	LOC6500064|XP_001953292.1|DANA
OG0003449	LOC120780395|XP_039968617.1|BTRY	LOC6500692|XP_001953733.1|DANA
OG0003450	LOC120771276|XP_039955138.1|BTRY	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA
OG0003451	LOC120782177|XP_039970251.1|BTRY	LOC6499291|XP_001954932.1|DANA
OG0003452	LOC120779174|XP_039967347.1|BTRY	LOC6501290|XP_001954933.1|DANA
OG0003453	LOC120774209|XP_039959597.1|BTRY	LOC6506502|XP_001957758.1|DANA
OG0003454	LOC120767224|XP_039948984.1|BTRY	LOC6497804|XP_001961480.1|DANA
OG0003455	LOC120782193|XP_039970271.1|BTRY	LOC6500308|XP_001952940.1|DANA
OG0003456	LOC120770389|XP_039953749.1|BTRY	LOC6495663|XP_014763430.1|DANA
OG0003457	LOC120780416|XP_039968632.1|BTRY	LOC6498873|XP_032312221.1|DANA
OG0003458	LOC120766517|XP_039948016.1|BTRY, LOC120782281|XP_039970417.1|BTRY	LOC6500951|XP_032308928.1|DANA
OG0003459	LOC120782421|XP_039970606.1|BTRY	LOC6505702|XP_001964425.1|DANA
OG0003460	LOC120770383|XP_039953742.1|BTRY	LOC6499775|XP_001953943.1|DANA
OG0003461	LOC120774378|XP_039959913.1|BTRY	LOC6500190|XP_001953051.3|DANA
OG0003462	LOC120775643|XP_039961832.1|BTRY	LOC6493328|XP_001957534.1|DANA
OG0003463	LOC120773658|XP_039958608.1|BTRY	LOC6498958|XP_001955607.1|DANA
OG0003464	LOC120782583|XP_039970865.1|BTRY	LOC6499681|XP_001954159.2|DANA
OG0003465	LOC120780485|XP_039968692.1|BTRY	LOC6499872|XP_001953732.1|DANA
OG0003466	LOC120780949|XP_039969113.1|BTRY	LOC6501539|XP_001955445.1|DANA
OG0003467	LOC120770429|XP_039953829.1|BTRY	LOC6500293|XP_001952901.1|DANA
OG0003468	LOC120766408|XP_039947793.1|BTRY	LOC6500287|XP_001952891.1|DANA
OG0003469	LOC120766713|XP_039948295.1|BTRY	LOC6501585|XP_001955523.1|DANA
OG0003470	LOC120781556|XP_039969722.1|BTRY	LOC6501549|XP_001955458.3|DANA
OG0003471	LOC120768647|XP_039951350.1|BTRY	LOC6497879|XP_001961634.1|DANA
OG0003472	LOC120769668|XP_039952719.1|BTRY	LOC6496972|XP_032311081.1|DANA
OG0003473	LOC120768457|XP_039951092.1|BTRY	LOC6496899|XP_001963186.1|DANA
OG0003474	LOC120774457|XP_039960047.1|BTRY	LOC6505869|XP_001964516.2|DANA
OG0003475	LOC120782269|XP_039970450.1|BTRY	LOC6499485|XP_032305843.1|DANA
OG0003477	LOC120782850|XP_039971311.1|BTRY	LOC6500393|XP_001953126.1|DANA
OG0003478	LOC120777381|XP_039964610.1|BTRY	LOC6505650|XP_001964530.3|DANA
OG0003479	LOC120772507|XP_039957089.1|BTRY	LOC6500547|XP_001953432.1|DANA
OG0003480	LOC120771561|XP_039955561.1|BTRY	LOC6499188|XP_001955148.1|DANA
OG0003481	LOC120782184|XP_039970260.1|BTRY	LOC6499187|XP_001955149.1|DANA
OG0003482	LOC120779642|XP_039967930.1|BTRY	LOC6499186|XP_032305340.1|DANA
OG0003483	LOC120780277|XP_039968514.1|BTRY	LOC6499167|XP_001955172.1|DANA
OG0003484	LOC120782621|XP_039970922.1|BTRY	LOC6501611|XP_001955591.1|DANA
OG0003485	LOC120766914|XP_039948594.1|BTRY	LOC6500373|XP_001953076.1|DANA
OG0003486	LOC120776929|XP_039963939.1|BTRY	LOC6500180|XP_001953074.1|DANA
OG0003487	LOC120766428|XP_039947864.1|BTRY	LOC6501185|XP_001954718.1|DANA
OG0003488	LOC120773516|XP_039958409.1|BTRY	LOC6501473|XP_001955323.1|DANA
OG0003489	LOC120781075|XP_039969157.1|BTRY	LOC6500553|XP_032306498.1|DANA
OG0003490	LOC120782529|XP_039970775.1|BTRY	LOC6501707|XP_001955807.3|DANA
OG0003491	LOC120766869|XP_039948534.1|BTRY	LOC6499083|XP_001955339.2|DANA
OG0003492	LOC120766646|XP_039948201.1|BTRY	LOC6501351|XP_001955048.1|DANA
OG0003493	LOC120767892|XP_039950160.1|BTRY	LOC6499751|XP_032305632.1|DANA
OG0003494	LOC120782731|XP_039971095.1|BTRY	LOC6501278|XP_001954906.1|DANA
OG0003495	LOC120768239|XP_039950762.1|BTRY	LOC6497912|XP_001961700.1|DANA
OG0003496	LOC120766892|XP_039948576.1|BTRY	LOC6501565|XP_001955482.1|DANA
OG0003497	LOC120770650|XP_039954182.1|BTRY	LOC6501085|XP_001954528.1|DANA
OG0003498	LOC120769716|XP_039952789.1|BTRY	LOC6498911|XP_001955690.2|DANA
OG0003499	LOC120771924|XP_039956153.1|BTRY	LOC6500000|XP_001953431.1|DANA
OG0003500	LOC120778770|XP_039966684.1|BTRY	LOC6497535|XP_001961888.1|DANA
OG0003501	LOC120782700|XP_039971034.1|BTRY	LOC6500167|XP_001953099.1|DANA
OG0003502	LOC120772373|XP_039956894.1|BTRY	LOC6499762|XP_001953970.1|DANA
OG0003503	LOC120775213|XP_039961215.1|BTRY	LOC6501362|XP_001955076.1|DANA
OG0003504	LOC120779493|XP_039967718.1|BTRY	LOC26514816|XP_014760929.1|DANA
OG0003505	LOC120766586|XP_039948119.1|BTRY	LOC6499672|XP_032305764.1|DANA
OG0003506	LOC120775278|XP_039961312.1|BTRY	LOC6501412|XP_014767026.1|DANA
OG0003507	LOC120773080|XP_039957964.1|BTRY	LOC6500804|XP_032305789.1|DANA
OG0003508	LOC120779077|XP_039967155.1|BTRY	LOC6507572|XP_001955931.2|DANA
OG0003509	LOC120771800|XP_039956347.1|BTRY, LOC120771013|XP_039955125.1|BTRY, LOC120778885|XP_039966866.1|BTRY	LOC6505514|XP_032312368.1|DANA
OG0003510	LOC120782718|XP_039971073.1|BTRY	LOC6501506|XP_001955388.1|DANA
OG0003511	LOC120780748|XP_039968957.1|BTRY	LOC6499060|XP_032310920.1|DANA
OG0003512	LOC120777196|XP_039964298.1|BTRY, LOC120777187|XP_039964293.1|BTRY	LOC6499051|XP_001955406.1|DANA
OG0003513	LOC120766366|XP_039947730.1|BTRY	LOC6499778|XP_001953938.1|DANA
OG0003514	LOC120780313|XP_039968539.1|BTRY	LOC6500686|XP_001953725.1|DANA
OG0003515	LOC120771769|XP_039955893.1|BTRY	LOC6495134|XP_001958981.1|DANA
OG0003516	LOC120774597|XP_039960265.1|BTRY	LOC6500163|XP_001953107.1|DANA
OG0003517	LOC120782655|XP_039970961.1|BTRY	LOC6500705|XP_001953761.1|DANA
OG0003518	LOC120782262|XP_039970365.1|BTRY	LOC6500586|XP_001953523.1|DANA
OG0003519	LOC120777954|XP_039965502.1|BTRY	LOC6507766|XP_014765467.1|DANA
OG0003520	LOC120776624|XP_039963355.1|BTRY	LOC6507770|XP_001956319.1|DANA
OG0003521	LOC120777450|XP_039964703.1|BTRY	LOC6507288|XP_001956307.1|DANA
OG0003522	LOC120781207|XP_039969260.1|BTRY	LOC6494872|XP_001959512.1|DANA
OG0003523	LOC120768977|XP_039951712.1|BTRY	LOC6497913|XP_001961702.1|DANA
OG0003524	LOC120770825|XP_039954344.1|BTRY	LOC6502124|XP_001966164.1|DANA
OG0003525	LOC120771517|XP_039955505.1|BTRY	LOC6496431|XP_032306607.1|DANA
OG0003526	LOC120776577|XP_039963275.1|BTRY	LOC6499644|XP_032305433.1|DANA
OG0003527	LOC120781269|XP_039969385.1|BTRY	LOC6494570|XP_032307292.1|DANA
OG0003529	LOC120768892|XP_039951579.1|BTRY	LOC6498567|XP_001963075.1|DANA
OG0003530	LOC120777885|XP_039965381.1|BTRY	LOC6506415|XP_001957921.1|DANA
OG0003531	LOC120778321|XP_039966050.1|BTRY	LOC6500608|XP_001953552.1|DANA
OG0003532	LOC120777203|XP_039964309.1|BTRY	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA
OG0003533	LOC120776395|XP_039962947.1|BTRY	LOC6506994|XP_001956863.1|DANA
OG0003534	LOC120776780|XP_039963693.1|BTRY	LOC6507310|XP_001956271.2|DANA
OG0003535	LOC120776982|XP_039964015.1|BTRY	LOC6508045|XP_001955874.2|DANA
OG0003536	LOC120770534|XP_039954020.1|BTRY	LOC6493928|XP_014762464.1|DANA
OG0003537	LOC120772167|XP_039956541.1|BTRY	LOC6494955|XP_001959330.1|DANA
OG0003538	LOC120770171|XP_039953320.1|BTRY	LOC6494063|XP_001961057.1|DANA
OG0003539	LOC120771340|XP_039955218.1|BTRY	LOC6505292|XP_001964827.1|DANA
OG0003540	LOC120778169|XP_039965839.1|BTRY	LOC6507677|XP_001956128.1|DANA
OG0003541	LOC120778953|XP_039966961.1|BTRY	LOC6505874|XP_032305521.1|DANA
OG0003542	LOC120771789|XP_039955918.1|BTRY	LOC6494070|XP_032307151.1|DANA
OG0003543	LOC120781614|XP_039969784.1|BTRY	LOC6503948|XP_001963900.1|DANA
OG0003544	LOC120777557|XP_039964880.1|BTRY	LOC6507642|XP_001956061.1|DANA
OG0003545	LOC120777579|XP_039964923.1|BTRY	LOC6493838|XP_014764573.1|DANA
OG0003546	LOC120776816|XP_039963767.1|BTRY	LOC6493581|XP_001958037.1|DANA
OG0003547	LOC120771898|XP_039956104.1|BTRY	LOC6495910|XP_014763531.1|DANA
OG0003548	LOC120770447|XP_039953854.1|BTRY	LOC6494866|XP_014763031.1|DANA
OG0003549	LOC120770526|XP_039954007.1|BTRY	LOC6494865|XP_001959525.2|DANA
OG0003550	LOC120772258|XP_039956695.1|BTRY	LOC6495754|XP_001959504.1|DANA
OG0003551	LOC120781236|XP_039969308.1|BTRY	LOC6496068|XP_001960149.1|DANA
OG0003552	LOC120770482|XP_039953924.1|BTRY	LOC6495286|XP_001958700.2|DANA
OG0003553	LOC120781233|XP_039969305.1|BTRY	LOC6494875|XP_001959506.1|DANA
OG0003554	LOC120776732|XP_039963593.1|BTRY	LOC6493386|XP_001957649.3|DANA
OG0003555	LOC120777867|XP_039965353.1|BTRY	LOC6507013|XP_001956826.3|DANA
OG0003556	LOC120777186|XP_039964286.1|BTRY	LOC6493074|XP_001956990.2|DANA
OG0003557	LOC120778567|XP_039966365.1|BTRY	LOC6493075|XP_001956992.1|DANA
OG0003558	LOC120778701|XP_039966592.1|BTRY	LOC6507352|XP_032310565.1|DANA
OG0003559	LOC120776640|XP_039963399.1|BTRY	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	LOC120778197|XP_039965875.1|BTRY	LOC6506504|XP_001957754.1|DANA
OG0003561	LOC120770836|XP_039954359.1|BTRY	LOC6495048|XP_001959172.3|DANA
OG0003562	LOC120770565|XP_039954077.1|BTRY	LOC6496073|XP_001960160.1|DANA
OG0003563	LOC120766581|XP_039948111.1|BTRY	LOC6501366|XP_001955086.1|DANA
OG0003564	LOC120779118|XP_039967247.1|BTRY	LOC6493505|XP_001957887.1|DANA
OG0003565	LOC120778738|XP_039966638.1|BTRY	LOC6507012|XP_001956827.3|DANA
OG0003566	LOC120782737|XP_039971107.1|BTRY	LOC6494436|XP_001965921.1|DANA
OG0003567	LOC120770851|XP_039954388.1|BTRY	LOC6494159|XP_032306167.1|DANA
OG0003568	LOC120770386|XP_039953741.1|BTRY	LOC6495317|XP_014763248.1|DANA
OG0003569	LOC120777545|XP_039964868.1|BTRY	LOC6507498|XP_001955884.1|DANA
OG0003570	LOC120771810|XP_039955949.1|BTRY	LOC6494065|XP_001961048.1|DANA
OG0003571	LOC120778555|XP_039966340.1|BTRY	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC120772430|XP_039956976.1|BTRY	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC120772174|XP_039956554.1|BTRY	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC120777778|XP_039965233.1|BTRY	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC120776866|XP_039963857.1|BTRY	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC120776133|XP_039962598.1|BTRY, LOC120779165|XP_039967324.1|BTRY, LOC120778830|XP_039966774.1|BTRY	LOC6492979|XP_001956782.1|DANA
OG0003578	LOC120777024|XP_039964070.1|BTRY	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC120770311|XP_039953616.1|BTRY	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC120771177|XP_039955002.1|BTRY	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC120778203|XP_039965881.1|BTRY	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC120778636|XP_039966465.1|BTRY	LOC6506462|XP_001957825.1|DANA
OG0003584	LOC120772338|XP_039956818.1|BTRY	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC120776342|XP_039962828.1|BTRY, LOC120776343|XP_039962829.1|BTRY	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC120779508|XP_039967751.1|BTRY	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC120769239|XP_039952072.1|BTRY	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC120769309|XP_039952182.1|BTRY	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC120770107|XP_039953210.1|BTRY	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC120777992|XP_039965576.1|BTRY	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC120776813|XP_039963750.1|BTRY	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC120777479|XP_039964747.1|BTRY	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC120779004|XP_039967042.1|BTRY	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC120777955|XP_039965505.1|BTRY	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC120771926|XP_039956154.1|BTRY	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC120770062|XP_039953118.1|BTRY	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC120770533|XP_039954019.1|BTRY	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC120778214|XP_039965905.1|BTRY	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC120777364|XP_039964566.1|BTRY	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC120776704|XP_039963530.1|BTRY	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC120771862|XP_039956045.1|BTRY	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC120771028|XP_039954737.1|BTRY	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC120778746|XP_039966651.1|BTRY	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC120782739|XP_039971106.1|BTRY	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC120782659|XP_039970968.1|BTRY	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC120771899|XP_039956105.1|BTRY	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC120772054|XP_039956365.1|BTRY	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC120778505|XP_039966268.1|BTRY	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC120771289|XP_039955154.1|BTRY	LOC6494814|XP_001959609.1|DANA
