Orthogroup	BTRY.longest_only	DBIA.longest_only
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC108026822|XP_016953478.1|DBIA
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC108030440|XP_016958819.1|DBIA
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC108023056|XP_016947792.1|DBIA
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC108022597|XP_016947119.1|DBIA
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC108029749|XP_016957731.1|DBIA
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC108023005|XP_016947725.1|DBIA
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC108035677|XP_016966876.1|DBIA
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC108034827|XP_016965425.1|DBIA
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC108028524|XP_016955900.1|DBIA
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC108025930|XP_016952112.1|DBIA
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC108036441|XP_016968068.1|DBIA
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC108036365|XP_016967935.1|DBIA
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC108036549|XP_016968269.1|DBIA
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC108036241|XP_016967739.1|DBIA
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC108022585|XP_016947099.1|DBIA
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC108030095|XP_016958231.1|DBIA
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC108030273|XP_016958587.1|DBIA
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC108024199|XP_016949538.1|DBIA
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC108035703|XP_016966914.1|DBIA
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC108024574|XP_016950064.1|DBIA
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC108023071|XP_016947809.1|DBIA
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC108036480|XP_016968149.1|DBIA
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC108029564|XP_016957406.1|DBIA
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC108030037|XP_016958097.1|DBIA
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC108028763|XP_016956226.1|DBIA
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC108026956|XP_016953658.1|DBIA
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC108035936|XP_016967217.1|DBIA
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC108030142|XP_016958347.1|DBIA
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC108022483|XP_016946922.1|DBIA
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC108022445|XP_016946837.1|DBIA
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC108036571|XP_016968308.1|DBIA
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC108036344|XP_016967900.1|DBIA
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC108034092|XP_016964348.1|DBIA
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC108034716|XP_016965149.1|DBIA
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC108022974|XP_016947688.1|DBIA
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC108036400|XP_016968007.1|DBIA
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC108036268|XP_016967768.1|DBIA
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC108029212|XP_016956892.1|DBIA
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC108029152|XP_016956774.1|DBIA
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC108030860|XP_016959492.1|DBIA
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC108026820|XP_016953476.1|DBIA
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC108023408|XP_016948355.1|DBIA
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC108036759|XP_016968577.1|DBIA
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC108029235|XP_016956918.1|DBIA
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC108036103|XP_016967564.1|DBIA
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC108033784|XP_016963877.1|DBIA
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC108036785|XP_016968618.1|DBIA
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC108036603|XP_016968354.1|DBIA
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC108028879|XP_016956379.1|DBIA
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC108032802|XP_016962297.1|DBIA
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC108033619|XP_016963472.1|DBIA
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC108032674|XP_016962132.1|DBIA
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC108036724|XP_016968512.1|DBIA
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC108027653|XP_016954659.1|DBIA
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC108036763|XP_016968584.1|DBIA
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC108034201|XP_016964521.1|DBIA
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC108033662|XP_016963588.1|DBIA
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC108029150|XP_016956770.1|DBIA
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC108033769|XP_016963854.1|DBIA
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC108033324|XP_016963102.1|DBIA
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC108027824|XP_016954894.1|DBIA
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC108028981|XP_016956510.1|DBIA
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC108032763|XP_016962248.1|DBIA
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC108033933|XP_016964101.1|DBIA
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC108027680|XP_016954715.1|DBIA
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC108027837|XP_016954911.1|DBIA
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC108027734|XP_016954775.1|DBIA
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC108036125|XP_016967599.1|DBIA
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC108034277|XP_016964625.1|DBIA
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC108027783|XP_016954836.1|DBIA
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC108033856|XP_016963980.1|DBIA
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC108029121|XP_016956727.1|DBIA
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC108031666|XP_016960792.1|DBIA
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC108027292|XP_016954174.1|DBIA
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC108029169|XP_016956803.1|DBIA
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC108022686|XP_016947247.1|DBIA
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC108031413|XP_016960302.1|DBIA
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC108023968|XP_016949181.1|DBIA
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC108033725|XP_016963760.1|DBIA
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC108033970|XP_016964171.1|DBIA
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC108033632|XP_016963539.1|DBIA
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC108033624|XP_016963486.1|DBIA
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC108032385|XP_016961695.1|DBIA
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC108032746|XP_016962222.1|DBIA
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC108024076|XP_016949336.1|DBIA
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC108036143|XP_016967620.1|DBIA
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC108032707|XP_016962175.1|DBIA
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC108032636|XP_016962069.1|DBIA
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC108032635|XP_016962068.1|DBIA
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC108034012|XP_016964230.1|DBIA
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC108029175|XP_016956817.1|DBIA
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC108032643|XP_016962078.1|DBIA
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC108024834|XP_016950457.1|DBIA
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC108032657|XP_016962102.1|DBIA
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC108027776|XP_016954827.1|DBIA
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC108027772|XP_016954823.1|DBIA
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC108027855|XP_016954942.1|DBIA
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC108034329|XP_016964695.1|DBIA
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC108033740|XP_016963787.1|DBIA
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC108034064|XP_016964307.1|DBIA
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC108036061|XP_016967493.1|DBIA
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC108033976|XP_016964183.1|DBIA
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC108034489|XP_016964886.1|DBIA
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC108029243|XP_016956927.1|DBIA
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC108029301|XP_016956993.1|DBIA
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC108030241|XP_016958536.1|DBIA
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC108021857|XP_016946134.1|DBIA
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC108027877|XP_016954982.1|DBIA
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC108029128|XP_016956738.1|DBIA
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC108027304|XP_016954186.1|DBIA
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC108026362|XP_016952765.1|DBIA
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC108033777|XP_016963866.1|DBIA
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC108034281|XP_016964629.1|DBIA
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC108027782|XP_016954834.1|DBIA
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC108027780|XP_016954832.1|DBIA
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC108033693|XP_016963681.1|DBIA
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC108027345|XP_016954255.1|DBIA
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC108027299|XP_016954181.1|DBIA
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC108032349|XP_016961649.1|DBIA
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC108032541|XP_016961903.1|DBIA
OG0005293	LOC120768742|XP_039951448.1|BTRY	LOC108029307|XP_016957000.1|DBIA
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC108034175|XP_016964476.1|DBIA
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC108032564|XP_016961936.1|DBIA
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC108027206|XP_016954005.1|DBIA
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC108036119|XP_016967592.1|DBIA
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC108032738|XP_016962212.1|DBIA
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC108025479|XP_016951481.1|DBIA
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC108023793|XP_016948921.1|DBIA
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC108034794|XP_016965275.1|DBIA
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC108030265|XP_016958577.1|DBIA
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC108033932|XP_016964100.1|DBIA
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC108034296|XP_016964647.1|DBIA
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC108030242|XP_016958537.1|DBIA
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC108034905|XP_016965627.1|DBIA
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC108033401|XP_016963209.1|DBIA
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC108033905|XP_016964060.1|DBIA
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC108034666|XP_016965097.1|DBIA
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC108036137|XP_016967612.1|DBIA
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC108033927|XP_016964091.1|DBIA
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC108036760|XP_016968579.1|DBIA
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC108034881|XP_016965578.1|DBIA
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC108033984|XP_016964197.1|DBIA
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC108033794|XP_016963893.1|DBIA
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC108030195|XP_016958439.1|DBIA
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC108034592|XP_016965017.1|DBIA
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC108032711|XP_016962185.1|DBIA
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC108029167|XP_016956801.1|DBIA
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC108032666|XP_016962115.1|DBIA
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC108034068|XP_016964312.1|DBIA
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC108032670|XP_016962122.1|DBIA
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC108032614|XP_016962039.1|DBIA
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC108032726|XP_016962195.1|DBIA
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC108027779|XP_016954831.1|DBIA
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC108032816|XP_016962319.1|DBIA
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC108032785|XP_016962277.1|DBIA
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC108024620|XP_016950147.1|DBIA
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC108029779|XP_016957781.1|DBIA
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC108029769|XP_016957770.1|DBIA
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC108029181|XP_016956833.1|DBIA
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC108034272|XP_016964619.1|DBIA
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC108034297|XP_016964648.1|DBIA
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC108034009|XP_016964228.1|DBIA
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC108029672|XP_016957607.1|DBIA
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC108036353|XP_016967918.1|DBIA
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC108022841|XP_016947501.1|DBIA
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC108034822|XP_016965414.1|DBIA
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC108033290|XP_016963045.1|DBIA
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC108034742|XP_016965180.1|DBIA
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC108029797|XP_016957800.1|DBIA
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC108034132|XP_016964410.1|DBIA
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC108030390|XP_016958761.1|DBIA
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC108029968|XP_016957962.1|DBIA
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC108034310|XP_016964669.1|DBIA
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC108033424|XP_016963234.1|DBIA
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC108029174|XP_016956813.1|DBIA
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC108034534|XP_016964952.1|DBIA
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC108035125|XP_016966049.1|DBIA
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC108033249|XP_016963004.1|DBIA
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC108034809|XP_016965332.1|DBIA
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC108033956|XP_016964143.1|DBIA
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC108023017|XP_016947741.1|DBIA
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC108027758|XP_016954800.1|DBIA
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC108029093|XP_016956672.1|DBIA
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC108029096|XP_016956675.1|DBIA
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC108033893|XP_016964033.1|DBIA
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC108033873|XP_016964004.1|DBIA
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC108022473|XP_016946911.1|DBIA
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC108035950|XP_016967242.1|DBIA
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC108033979|XP_016964189.1|DBIA
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC108034819|XP_016965389.1|DBIA
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC108034238|XP_016964576.1|DBIA
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC108022920|XP_016947620.1|DBIA
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC108033909|XP_016964064.1|DBIA
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC108034041|XP_016964276.1|DBIA
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC108034000|XP_016964217.1|DBIA
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC108031112|XP_016959812.1|DBIA
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC108027750|XP_016954791.1|DBIA
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC108033814|XP_016963928.1|DBIA
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC108034250|XP_016964592.1|DBIA
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC108032027|XP_016961326.1|DBIA
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC108021884|XP_016946211.1|DBIA
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC108035104|XP_016966026.1|DBIA
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC108035097|XP_016966013.1|DBIA
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC108027755|XP_016954796.1|DBIA
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC108029266|XP_016956957.1|DBIA
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC108027788|XP_016954845.1|DBIA
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC108036163|XP_016967643.1|DBIA
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC108027886|XP_016954993.1|DBIA
OG0005381	LOC120767721|XP_039949853.1|BTRY	LOC108033699|XP_016963691.1|DBIA
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC108033709|XP_016963720.1|DBIA
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC108028660|XP_016956077.1|DBIA
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC108023419|XP_016948388.1|DBIA
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC108029677|XP_016957615.1|DBIA
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC108036678|XP_016968449.1|DBIA
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC108031430|XP_016960322.1|DBIA
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC108034338|XP_016964710.1|DBIA
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC108033966|XP_016964164.1|DBIA
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC108029089|XP_016956666.1|DBIA
OG0005391	LOC120768440|XP_039951060.1|BTRY	LOC108029091|XP_016956668.1|DBIA
OG0005392	LOC120769607|XP_039952622.1|BTRY	LOC108033349|XP_016963147.1|DBIA
OG0005393	LOC120773134|XP_039958067.1|BTRY	LOC108025595|XP_016951617.1|DBIA
OG0005394	LOC120767819|XP_039950034.1|BTRY	LOC108033861|XP_016963989.1|DBIA
OG0005395	LOC120768623|XP_039951324.1|BTRY	LOC108033672|XP_016963606.1|DBIA
OG0005396	LOC120769686|XP_039952742.1|BTRY	LOC108036067|XP_016967500.1|DBIA
OG0005397	LOC120769691|XP_039952752.1|BTRY	LOC108036049|XP_016967480.1|DBIA
OG0005398	LOC120775001|XP_039960862.1|BTRY	LOC108032858|XP_016962348.1|DBIA
OG0005399	LOC120772085|XP_039956417.1|BTRY	LOC108029696|XP_016957648.1|DBIA
OG0005400	LOC120770264|XP_039953507.1|BTRY	LOC108036612|XP_016968363.1|DBIA
OG0005401	LOC120768161|XP_039950656.1|BTRY	LOC108036142|XP_016967618.1|DBIA
OG0005402	LOC120768297|XP_039950859.1|BTRY	LOC108036128|XP_016967601.1|DBIA
OG0005403	LOC120768473|XP_039951114.1|BTRY	LOC108036145|XP_016967622.1|DBIA
OG0005404	LOC120768472|XP_039951113.1|BTRY	LOC108036146|XP_016967623.1|DBIA
OG0005405	LOC120772871|XP_039957641.1|BTRY	LOC108026900|XP_016953598.1|DBIA
OG0005406	LOC120770395|XP_039953760.1|BTRY	LOC108030386|XP_016958748.1|DBIA
OG0005407	LOC120771049|XP_039954786.1|BTRY	LOC108026927|XP_016953628.1|DBIA
OG0005408	LOC120769122|XP_039951918.1|BTRY	LOC108029197|XP_016956863.1|DBIA
OG0005409	LOC120768548|XP_039951224.1|BTRY	LOC108036790|XP_016968624.1|DBIA
OG0005410	LOC120771047|XP_039954782.1|BTRY	LOC108029048|XP_016956600.1|DBIA
OG0005411	LOC120773056|XP_039957924.1|BTRY	LOC108022209|XP_016946552.1|DBIA
OG0005412	LOC120772206|XP_039956606.1|BTRY	LOC108022934|XP_016947635.1|DBIA
OG0005413	LOC120771400|XP_039955302.1|BTRY	LOC108030320|XP_016958653.1|DBIA
OG0005414	LOC120774480|XP_039960074.1|BTRY	LOC108023265|XP_016948037.1|DBIA
OG0005415	LOC120775956|XP_039962302.1|BTRY	LOC108024633|XP_016950165.1|DBIA
OG0005416	LOC120770480|XP_039953920.1|BTRY	LOC108030307|XP_016958631.1|DBIA
OG0005417	LOC120768073|XP_039950533.1|BTRY	LOC108033392|XP_016963200.1|DBIA
OG0005418	LOC120768626|XP_039951326.1|BTRY	LOC108033951|XP_016964133.1|DBIA
OG0005419	LOC120781455|XP_039969603.1|BTRY	LOC108034046|XP_016964282.1|DBIA
OG0005420	LOC120769678|XP_039952732.1|BTRY	LOC108034217|XP_016964547.1|DBIA
OG0005421	LOC120768665|XP_039951377.1|BTRY	LOC108033436|XP_016963250.1|DBIA
OG0005422	LOC120774055|XP_039959294.1|BTRY	LOC108035792|XP_016967019.1|DBIA
OG0005423	LOC120767279|XP_039949087.1|BTRY	LOC108032602|XP_016962018.1|DBIA
OG0005424	LOC120771793|XP_039955924.1|BTRY	LOC108022623|XP_016947157.1|DBIA
OG0005425	LOC120774084|XP_039959346.1|BTRY	LOC108025730|XP_016951797.1|DBIA
OG0005426	LOC120772901|XP_039957714.1|BTRY	LOC108036361|XP_016967928.1|DBIA
OG0005427	LOC120769056|XP_039951840.1|BTRY	LOC108033474|XP_016963301.1|DBIA
OG0005428	LOC120767781|XP_039949960.1|BTRY	LOC108031842|XP_016961085.1|DBIA
OG0005429	LOC120769360|XP_039952255.1|BTRY	LOC108033900|XP_016964052.1|DBIA
OG0005430	LOC120768651|XP_039951356.1|BTRY	LOC108033901|XP_016964054.1|DBIA
OG0005431	LOC120769333|XP_039952222.1|BTRY	LOC108034097|XP_016964352.1|DBIA
OG0005432	LOC120768408|XP_039951023.1|BTRY	LOC108027474|XP_016954411.1|DBIA
OG0005433	LOC120772860|XP_039957613.1|BTRY	LOC108022652|XP_016947199.1|DBIA
OG0005434	LOC120768218|XP_039950722.1|BTRY	LOC108031599|XP_016960670.1|DBIA
OG0005435	LOC120769617|XP_039952654.1|BTRY	LOC108027039|XP_016953728.1|DBIA
OG0005436	LOC120769618|XP_039952655.1|BTRY	LOC108031791|XP_016961000.1|DBIA
OG0005437	LOC120772047|XP_039956358.1|BTRY	LOC108025407|XP_016951378.1|DBIA
OG0005438	LOC120767242|XP_039949016.1|BTRY	LOC108029109|XP_016956710.1|DBIA
OG0005439	LOC120769301|XP_039952169.1|BTRY	LOC108031241|XP_016959965.1|DBIA
OG0005440	LOC120767735|XP_039949878.1|BTRY	LOC108029120|XP_016956722.1|DBIA
OG0005441	LOC120767805|XP_039950009.1|BTRY	LOC108034039|XP_016964274.1|DBIA
OG0005442	LOC120769815|XP_039952956.1|BTRY	LOC108033336|XP_016963111.1|DBIA
OG0005443	LOC120780016|XP_039968235.1|BTRY	LOC108034078|XP_016964329.1|DBIA
OG0005444	LOC120768207|XP_039950713.1|BTRY	LOC108029060|XP_016956617.1|DBIA
OG0005445	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY	LOC108033563|XP_016963397.1|DBIA
OG0005446	LOC120775135|XP_039961100.1|BTRY	LOC108036712|XP_016968501.1|DBIA
OG0005447	LOC120769211|XP_039952037.1|BTRY	LOC108027771|XP_016954822.1|DBIA
OG0005448	LOC120771681|XP_039955744.1|BTRY	LOC108026684|XP_016953260.1|DBIA
OG0005449	LOC120773912|XP_039959036.1|BTRY	LOC108025847|XP_016951999.1|DBIA
OG0005450	LOC120769183|XP_039952003.1|BTRY	LOC108024673|XP_016950230.1|DBIA
OG0005451	LOC120769169|XP_039951988.1|BTRY	LOC108034170|XP_016964466.1|DBIA
OG0005452	LOC120770252|XP_039953488.1|BTRY	LOC108026746|XP_016953358.1|DBIA
OG0005453	LOC120775422|XP_039961541.1|BTRY	LOC108026888|XP_016953616.1|DBIA, LOC108031818|XP_016961037.1|DBIA
OG0005454	LOC120769783|XP_039952901.1|BTRY	LOC108033807|XP_016963916.1|DBIA
OG0005455	LOC120772021|XP_039956321.1|BTRY	LOC108022731|XP_016947309.1|DBIA
OG0005456	LOC120768083|XP_039950546.1|BTRY	LOC108034062|XP_016964305.1|DBIA
OG0005457	LOC120769402|XP_039952312.1|BTRY	LOC108034285|XP_016964634.1|DBIA
OG0005458	LOC120767764|XP_039949935.1|BTRY	LOC108027878|XP_016954983.1|DBIA
OG0005459	LOC120768349|XP_039950935.1|BTRY	LOC108027853|XP_016954938.1|DBIA
OG0005460	LOC120769729|XP_039952810.1|BTRY	LOC108034151|XP_016964439.1|DBIA
