Orthogroup	BTRY.longest_only	DSIM.longest_only
OG0003872	LOC120772285|XP_039956729.1|BTRY	LOC6734934|XP_002081931.1|DSIM
OG0003873	LOC120767300|XP_039949120.1|BTRY	LOC6733045|XP_002080123.1|DSIM
OG0003874	LOC120768978|XP_039951713.1|BTRY	LOC6733066|XP_016025769.1|DSIM
OG0003875	LOC120768231|XP_039950751.1|BTRY	LOC6731745|XP_016024418.1|DSIM
OG0003876	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY	LOC6730591|XP_016023035.1|DSIM
OG0003877	LOC120769454|XP_039952392.1|BTRY	LOC6732456|XP_002079576.1|DSIM
OG0003878	LOC120768036|XP_039950466.1|BTRY	LOC6732728|XP_039147215.1|DSIM
OG0003879	LOC120776950|XP_039963971.1|BTRY	LOC27209130|XP_016029640.2|DSIM
OG0003880	LOC120777635|XP_039965021.1|BTRY	LOC27206237|XP_016031379.1|DSIM
OG0003881	LOC120771202|XP_039955036.1|BTRY	LOC6736098|XP_002082999.1|DSIM
OG0003882	LOC120771968|XP_039956246.1|BTRY	LOC27207977|XP_016026042.1|DSIM
OG0003883	LOC120774902|XP_039960704.1|BTRY	LOC6739896|XP_016038500.1|DSIM
OG0003884	LOC120767732|XP_039949874.1|BTRY	LOC6732250|XP_016024928.1|DSIM
OG0003885	LOC120768412|XP_039951028.1|BTRY	LOC6731230|XP_002078389.1|DSIM
OG0003886	LOC120769785|XP_039952906.1|BTRY	LOC6731229|XP_002078388.2|DSIM
OG0003887	LOC120767189|XP_039948922.1|BTRY	LOC6730722|XP_002077890.3|DSIM
OG0003888	LOC120782586|XP_039970868.1|BTRY	LOC6729132|XP_016035777.1|DSIM
OG0003889	LOC120769235|XP_039952069.1|BTRY	LOC6730544|XP_016022996.1|DSIM
OG0003891	LOC120768419|XP_039951034.1|BTRY	LOC6732259|XP_002079388.2|DSIM
OG0003892	LOC120776350|XP_039962839.1|BTRY	LOC6736405|XP_002083277.1|DSIM
OG0003893	LOC120768061|XP_039950516.1|BTRY	LOC6732814|XP_016025540.1|DSIM
OG0003894	LOC120781730|XP_039969900.1|BTRY	LOC6731829|XP_002078964.1|DSIM
OG0003895	LOC120771308|XP_039955177.1|BTRY	LOC6735467|XP_002082406.1|DSIM
OG0003896	LOC120771037|XP_039954760.1|BTRY	LOC6735464|XP_016028769.1|DSIM
OG0003897	LOC120772919|XP_039957753.1|BTRY	LOC6734901|XP_002081898.1|DSIM
OG0003898	LOC120768430|XP_039951048.1|BTRY	LOC6732783|XP_002079896.2|DSIM
OG0003899	LOC120767233|XP_039948996.1|BTRY	LOC6730462|XP_002077643.2|DSIM
OG0003900	LOC120767961|XP_039950286.1|BTRY	LOC6730523|XP_016022977.1|DSIM
OG0003901	LOC120767728|XP_039949871.1|BTRY	LOC6732492|XP_002079612.1|DSIM
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC6731315|XP_016023887.1|DSIM
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC6732158|XP_002079290.2|DSIM
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC6732159|XP_002079291.2|DSIM
OG0003905	LOC120770373|XP_039953724.1|BTRY	LOC6729470|XP_016036142.1|DSIM
OG0003906	LOC120771966|XP_039956236.1|BTRY	LOC6735673|XP_002082591.2|DSIM
OG0003907	LOC120769134|XP_039951940.1|BTRY	LOC6730505|XP_002077686.1|DSIM
OG0003908	LOC120768375|XP_039950974.1|BTRY	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC120772153|XP_039956518.1|BTRY	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC120772356|XP_039956856.1|BTRY	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC120767626|XP_039949718.1|BTRY	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC120769672|XP_039952725.1|BTRY	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC120781698|XP_039969848.1|BTRY	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC120776102|XP_039962526.1|BTRY	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC120774736|XP_039960423.1|BTRY	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC120767883|XP_039950143.1|BTRY	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC120769328|XP_039952218.1|BTRY	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC120768489|XP_039951139.1|BTRY	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC120768180|XP_039950681.1|BTRY	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC120771870|XP_039956055.1|BTRY	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC120781966|XP_039970076.1|BTRY	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC120767321|XP_039949189.1|BTRY	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC120781487|XP_039969646.1|BTRY	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC120771913|XP_039956134.1|BTRY	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC120767367|XP_039949275.1|BTRY	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC120769175|XP_039951995.1|BTRY	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC120768953|XP_039951676.1|BTRY	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC120769441|XP_039952358.1|BTRY	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC120768849|XP_039951534.1|BTRY	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC120768223|XP_039950735.1|BTRY	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC120769450|XP_039952377.1|BTRY	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC120770260|XP_039953504.1|BTRY	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC120768501|XP_039951159.1|BTRY	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC120767794|XP_039949993.1|BTRY	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC120770187|XP_039953351.1|BTRY	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC120770188|XP_039953352.1|BTRY	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC120771053|XP_039954790.1|BTRY	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC120767383|XP_039949313.1|BTRY	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC120767384|XP_039949322.1|BTRY	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC120768526|XP_039951189.1|BTRY	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC120769123|XP_039951919.1|BTRY	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC120769499|XP_039952464.1|BTRY	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC120771046|XP_039954781.1|BTRY	LOC27206521|XP_016023531.1|DSIM
OG0003944	LOC120769147|XP_039951956.1|BTRY	LOC6732088|XP_002079220.1|DSIM
OG0003945	LOC120770421|XP_039953800.1|BTRY	LOC6739498|XP_002076395.1|DSIM
OG0003946	LOC120768155|XP_039950650.1|BTRY	LOC6732800|XP_002079913.1|DSIM
OG0003947	LOC120768003|XP_039950360.1|BTRY	LOC6732788|XP_002079901.2|DSIM
OG0003948	LOC120769286|XP_039952140.1|BTRY	LOC6732621|XP_002079740.1|DSIM
OG0003949	LOC120768926|XP_039951640.1|BTRY	LOC6732623|XP_039154511.1|DSIM
OG0003950	LOC120769118|XP_039951912.1|BTRY	LOC6731155|XP_016023707.1|DSIM
OG0003951	LOC120768587|XP_039951280.1|BTRY	LOC6731150|XP_002078308.2|DSIM
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	LOC6731969|XP_002079103.1|DSIM
OG0003953	LOC120767894|XP_039950165.1|BTRY	LOC6731278|XP_016023841.1|DSIM
OG0003954	LOC120769404|XP_039952316.1|BTRY	LOC6736757|XP_016030379.1|DSIM
OG0003955	LOC120781768|XP_039969934.1|BTRY	LOC6731814|XP_016024503.1|DSIM
OG0003956	LOC120769221|XP_039952051.1|BTRY	LOC6732680|XP_016025401.1|DSIM
OG0003957	LOC120777534|XP_039964850.1|BTRY	LOC6737252|XP_016030964.1|DSIM
OG0003958	LOC120775287|XP_039961334.1|BTRY	LOC6726126|XP_016039626.1|DSIM
OG0003959	LOC120771796|XP_039955928.1|BTRY	LOC6735450|XP_016028753.1|DSIM
OG0003960	LOC120774502|XP_039960115.1|BTRY	LOC6733227|XP_039152613.1|DSIM
OG0003961	LOC120767788|XP_039949980.1|BTRY	LOC6731399|XP_039151770.1|DSIM
OG0003962	LOC120767449|XP_039949450.1|BTRY	LOC6731044|XP_016023550.1|DSIM
OG0003963	LOC120768153|XP_039950648.1|BTRY	LOC6732768|XP_002079881.2|DSIM
OG0003964	LOC120767642|XP_039949747.1|BTRY	LOC6730864|XP_016023290.1|DSIM
OG0003965	LOC120767946|XP_039950265.1|BTRY	LOC6731436|XP_016024062.1|DSIM
OG0003966	LOC120767770|XP_039949943.1|BTRY	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM
OG0003967	LOC120771942|XP_039956175.1|BTRY	LOC6735571|XP_016028920.1|DSIM
OG0003968	LOC120772326|XP_039956791.1|BTRY	LOC6735568|XP_016028909.1|DSIM
OG0003969	LOC120770917|XP_039954547.1|BTRY	LOC6739261|XP_016028173.1|DSIM
OG0003970	LOC120767347|XP_039949239.1|BTRY	LOC6730459|XP_016022916.2|DSIM
OG0003971	LOC120774464|XP_039960054.1|BTRY	LOC6731772|XP_016024467.1|DSIM
OG0003972	LOC120777946|XP_039965492.1|BTRY	LOC6738108|XP_016031942.1|DSIM
OG0003973	LOC120771948|XP_039956192.1|BTRY	LOC6736145|XP_002083045.1|DSIM
OG0003974	LOC120782346|XP_039970513.1|BTRY	LOC6734080|XP_002081115.1|DSIM
OG0003975	LOC120767633|XP_039949727.1|BTRY	LOC6731576|XP_016024239.1|DSIM
OG0003976	LOC120768221|XP_039950731.1|BTRY	LOC6732831|XP_002079944.1|DSIM
OG0003977	LOC120768637|XP_039951336.1|BTRY	LOC6732199|XP_002079328.1|DSIM
OG0003978	LOC120776803|XP_039963731.1|BTRY	LOC6738657|XP_002085459.1|DSIM
OG0003979	LOC120769781|XP_039952899.1|BTRY	LOC6731844|XP_002078979.1|DSIM
OG0003980	LOC120782383|XP_039970559.1|BTRY	LOC6727995|XP_002103347.2|DSIM
OG0003981	LOC120767590|XP_039949672.1|BTRY	LOC6732093|XP_002079225.1|DSIM
OG0003982	LOC120781665|XP_039969820.1|BTRY	LOC6732816|XP_016025541.1|DSIM
OG0003983	LOC120769620|XP_039952657.1|BTRY	LOC6732457|XP_002079577.1|DSIM
OG0003984	LOC120768278|XP_039950812.1|BTRY	LOC6732760|XP_016025483.1|DSIM
OG0003985	LOC120767949|XP_039950268.1|BTRY	LOC6732764|XP_016025484.1|DSIM
OG0003986	LOC120781853|XP_039970005.1|BTRY	LOC6731339|XP_002078495.2|DSIM
OG0003987	LOC120781124|XP_039969193.1|BTRY	LOC6731341|XP_016023934.1|DSIM
OG0003988	LOC120767972|XP_039950317.1|BTRY	LOC6731046|XP_039147495.1|DSIM
OG0003989	LOC120767639|XP_039949741.1|BTRY	LOC6732064|XP_002079196.1|DSIM
OG0003990	LOC120769368|XP_039952265.1|BTRY	LOC6732389|XP_002079510.1|DSIM
OG0003991	LOC120767920|XP_039950213.1|BTRY	LOC6730978|XP_016023443.1|DSIM
OG0003992	LOC120767991|XP_039950344.1|BTRY	LOC6730975|XP_002078136.1|DSIM
OG0003993	LOC120767812|XP_039950024.1|BTRY	LOC6730961|XP_039149579.1|DSIM
OG0003994	LOC120780854|XP_039969027.1|BTRY	LOC6729993|XP_002105287.1|DSIM
OG0003995	LOC120771452|XP_039955397.1|BTRY	LOC6734288|XP_039147482.1|DSIM
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	LOC6733624|XP_002080678.1|DSIM
OG0003997	LOC120767199|XP_039948934.1|BTRY	LOC6731344|XP_016023935.1|DSIM
OG0003998	LOC120767458|XP_039949465.1|BTRY	LOC27209337|XP_039148229.1|DSIM
OG0003999	LOC120768709|XP_039951413.1|BTRY	LOC6739549|XP_002076446.1|DSIM
OG0004000	LOC120775677|XP_039961902.1|BTRY	LOC27207325|XP_039153950.1|DSIM
OG0004001	LOC120772881|XP_039957661.1|BTRY	LOC6735998|XP_016029373.1|DSIM
OG0004002	LOC120768307|XP_039950877.1|BTRY	LOC6732901|XP_002080006.1|DSIM
OG0004003	LOC120781719|XP_039969886.1|BTRY	LOC6731959|XP_016024627.1|DSIM
OG0004004	LOC120769738|XP_039952826.1|BTRY	LOC6731452|XP_016024106.1|DSIM
OG0004005	LOC120769739|XP_039952827.1|BTRY	LOC6731087|XP_016023614.1|DSIM
OG0004006	LOC120767755|XP_039949904.1|BTRY	LOC6732977|XP_002080056.1|DSIM
OG0004007	LOC120768258|XP_039950785.1|BTRY	LOC6730857|XP_002078021.1|DSIM
OG0004008	LOC120767756|XP_039949906.1|BTRY	LOC6730424|XP_039147100.1|DSIM
OG0004009	LOC120769294|XP_039952157.1|BTRY	LOC6730705|XP_002077875.2|DSIM
OG0004010	LOC120769106|XP_039951900.1|BTRY	LOC6732273|XP_039153679.1|DSIM
OG0004011	LOC120769195|XP_039952024.1|BTRY	LOC6732234|XP_016024911.1|DSIM
OG0004012	LOC120777788|XP_039965252.1|BTRY	LOC6729122|XP_016035770.1|DSIM
OG0004013	LOC120768057|XP_039950508.1|BTRY	LOC6732296|XP_039154307.1|DSIM
OG0004014	LOC120777667|XP_039965057.1|BTRY	LOC6738109|XP_039149775.1|DSIM
OG0004015	LOC120769231|XP_039952062.1|BTRY	LOC6732161|XP_016024843.1|DSIM
OG0004016	LOC120768088|XP_039950559.1|BTRY	LOC6731788|XP_002078923.1|DSIM
OG0004017	LOC120767857|XP_039950099.1|BTRY	LOC6730955|XP_002078118.1|DSIM
OG0004018	LOC120771850|XP_039956027.1|BTRY	LOC6733322|XP_002080381.1|DSIM
OG0004019	LOC120778472|XP_039966217.1|BTRY	LOC6732991|XP_002080070.1|DSIM
OG0004020	LOC120768941|XP_039951660.1|BTRY	LOC27206524|XP_016023238.1|DSIM
OG0004021	LOC120772601|XP_039957250.1|BTRY	LOC6739182|XP_016023230.1|DSIM
OG0004022	LOC120769510|XP_039952480.1|BTRY	LOC6732498|XP_002079618.1|DSIM
OG0004023	LOC120769630|XP_039952669.1|BTRY	LOC6735284|XP_016028648.1|DSIM
OG0004024	LOC120769323|XP_039952208.1|BTRY	LOC6739242|XP_016025185.1|DSIM
OG0004025	LOC120769027|XP_039951802.1|BTRY	LOC6731681|XP_016024371.1|DSIM
OG0004026	LOC120769069|XP_039951859.1|BTRY	LOC6730656|XP_016023094.1|DSIM
OG0004028	LOC120768830|XP_039951516.1|BTRY	LOC6731115|XP_002078272.1|DSIM
OG0004029	LOC120781541|XP_039969707.1|BTRY	LOC6731523|XP_016024200.1|DSIM
OG0004030	LOC120772514|XP_039957095.1|BTRY	LOC6735975|XP_002082884.1|DSIM
OG0004031	LOC120768630|XP_039951329.1|BTRY	LOC6732067|XP_016024741.1|DSIM
OG0004032	LOC120767776|XP_039949950.1|BTRY	LOC6739551|XP_016025895.1|DSIM
OG0004033	LOC120767906|XP_039950188.1|BTRY	LOC6731706|XP_016024386.1|DSIM
OG0004034	LOC120769230|XP_039952061.1|BTRY	LOC6732724|XP_016025455.1|DSIM
OG0004035	LOC120767339|XP_039949216.1|BTRY	LOC6731036|XP_016023526.1|DSIM
OG0004036	LOC120768475|XP_039951116.1|BTRY	LOC6730771|XP_016023179.1|DSIM
OG0004037	LOC120767425|XP_039949400.1|BTRY	LOC6732142|XP_016024823.1|DSIM
OG0004038	LOC120769519|XP_039952491.1|BTRY	LOC27206531|XP_016022967.1|DSIM
OG0004039	LOC120767392|XP_039949339.1|BTRY	LOC6730697|XP_016023125.1|DSIM
OG0004040	LOC120770835|XP_039954358.1|BTRY	LOC6735772|XP_002082685.1|DSIM
OG0004041	LOC120775258|XP_039961273.1|BTRY	LOC27206588|XP_016038662.1|DSIM
OG0004042	LOC120777759|XP_039965196.1|BTRY	LOC27208893|XP_016030672.1|DSIM
OG0004043	LOC120769479|XP_039952437.1|BTRY	LOC6731874|XP_002079009.1|DSIM
OG0004044	LOC120774837|XP_039960588.1|BTRY	LOC6725376|XP_016038431.1|DSIM
OG0004045	LOC120776456|XP_039963059.1|BTRY	LOC6731915|XP_016024579.1|DSIM
OG0004046	LOC120769580|XP_039952571.1|BTRY	LOC27206200|XP_016022933.1|DSIM
OG0004047	LOC120768530|XP_039951195.1|BTRY	LOC6732044|XP_016024729.1|DSIM
OG0004048	LOC120771427|XP_039955350.1|BTRY	LOC6731013|XP_016023497.1|DSIM
OG0004049	LOC120767351|XP_039949251.1|BTRY	LOC6730418|XP_002077599.1|DSIM
OG0004050	LOC120767244|XP_039949024.1|BTRY	LOC6732741|XP_016025470.1|DSIM
OG0004051	LOC120767706|XP_039949836.1|BTRY	LOC6731984|XP_016024655.1|DSIM
OG0004052	LOC120773745|XP_039958740.1|BTRY	LOC6726322|XP_039152792.1|DSIM
OG0004053	LOC120770198|XP_039953374.1|BTRY	LOC27206159|XP_016027005.1|DSIM
OG0004054	LOC120768186|XP_039950689.1|BTRY	LOC6732690|XP_039154287.1|DSIM
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	LOC6728665|XP_016035325.1|DSIM
OG0004056	LOC120782192|XP_039970270.1|BTRY	LOC6726644|XP_016033134.1|DSIM
OG0004057	LOC120779083|XP_039967167.1|BTRY	LOC6738758|XP_002085558.1|DSIM
OG0004058	LOC120776661|XP_039963465.1|BTRY	LOC6736583|XP_002083445.1|DSIM
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC6727168|XP_016033661.1|DSIM
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC6728541|XP_002103886.1|DSIM
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC6725719|XP_016038995.1|DSIM
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC27206263|XP_016029926.1|DSIM
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC6724960|XP_002105996.1|DSIM
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC6738214|XP_002085026.2|DSIM
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC6735664|XP_039148643.1|DSIM
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC6734500|XP_002081519.2|DSIM
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC6725700|XP_016038973.1|DSIM
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC6728839|XP_002104173.2|DSIM
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC6728837|XP_039151278.1|DSIM
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC6739613|XP_002076507.2|DSIM
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC6737366|XP_002084204.2|DSIM
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC6737367|XP_002084205.2|DSIM
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC6726313|XP_002107274.1|DSIM
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC6735715|XP_039148389.1|DSIM
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC6734321|XP_002081344.1|DSIM
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC6734319|XP_016027381.1|DSIM
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC6731432|XP_016024055.1|DSIM
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC6729714|XP_002105020.1|DSIM
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC6725364|XP_002106381.1|DSIM
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC6734789|XP_002081792.1|DSIM
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC6739433|XP_039147550.1|DSIM
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC6735487|XP_002082426.1|DSIM
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC6729324|XP_002104641.2|DSIM
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC120284815|XP_039150083.1|DSIM, LOC6738707|XP_039150080.1|DSIM
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC6727788|XP_016034360.1|DSIM
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC6739776|XP_016036551.1|DSIM
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC27207989|XP_016038848.1|DSIM
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC6729824|XP_002105127.1|DSIM
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC27208056|XP_039152221.1|DSIM
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC6729389|XP_016036036.1|DSIM
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC27206465|XP_016034647.1|DSIM
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC27208079|XP_016038388.2|DSIM
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC27208947|XP_016038034.1|DSIM
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC6728475|XP_002103820.2|DSIM
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC27207937|XP_016036553.1|DSIM
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC6737902|XP_002084730.1|DSIM
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC6727790|XP_016034363.1|DSIM
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC6726734|XP_016033230.2|DSIM
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC6726746|XP_002102157.1|DSIM
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC6726748|XP_002102159.2|DSIM
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC6726749|XP_039151478.1|DSIM
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC6729712|XP_002105018.1|DSIM
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC6729234|XP_016035886.1|DSIM
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC6738216|XP_016032077.1|DSIM
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC6739013|XP_002085808.1|DSIM
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC6736515|XP_002083385.1|DSIM
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC6728000|XP_002103352.1|DSIM
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC6729391|XP_016036037.1|DSIM
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC6739097|XP_039149852.1|DSIM
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC6729651|XP_016036291.1|DSIM
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC6729731|XP_016036390.1|DSIM
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC6726597|XP_016040271.1|DSIM
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC6725195|XP_002106218.1|DSIM
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC6725192|XP_039152986.1|DSIM
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC6729646|XP_016036288.1|DSIM
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC6727643|XP_002103020.1|DSIM
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC6734943|XP_002081940.1|DSIM
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC6727618|XP_002102997.1|DSIM
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC6739731|XP_039151002.1|DSIM
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC6736827|XP_002083683.1|DSIM
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC6728009|XP_002103361.1|DSIM
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC6727171|XP_016033663.1|DSIM
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC6725818|XP_016039143.1|DSIM
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC6730169|XP_016036927.1|DSIM
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC6730160|XP_039150385.1|DSIM
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC6731715|XP_016024391.1|DSIM
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC6739742|XP_002076635.1|DSIM
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC6734049|XP_016027056.2|DSIM
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC27207261|XP_039152397.1|DSIM
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC6727868|XP_039150586.1|DSIM
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC6736549|XP_016030128.1|DSIM
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC6732039|XP_002079171.1|DSIM
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC6729517|XP_016036190.1|DSIM
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC6727359|XP_039151704.1|DSIM
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC6727160|XP_002102553.1|DSIM
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC6733796|XP_002080840.1|DSIM
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC6738347|XP_002085157.1|DSIM
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC27207950|XP_016037965.1|DSIM
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC6725336|XP_002106353.1|DSIM
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC6735380|XP_016028708.1|DSIM
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC6725807|XP_016039128.2|DSIM
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC6728353|XP_002103701.1|DSIM
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC6731694|XP_002078830.1|DSIM
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC6737254|XP_002084094.1|DSIM
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC6727902|XP_016034521.1|DSIM
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC6731709|XP_002078844.1|DSIM
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC6728324|XP_016034958.1|DSIM
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC6727167|XP_016033658.1|DSIM
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC6728018|XP_002103370.2|DSIM
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC6730356|XP_002105638.1|DSIM
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC6726808|XP_016033308.1|DSIM
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC6739385|XP_002076294.1|DSIM
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC6738331|XP_002085141.2|DSIM
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC6727911|XP_002103266.1|DSIM
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC6740230|XP_016040001.1|DSIM
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC27206268|XP_016029762.1|DSIM
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC6729574|XP_002104882.1|DSIM
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC6736422|XP_002083294.1|DSIM
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC6728591|XP_016035222.1|DSIM
