Orthogroup	BTRY.longest_only	DSUP.longest_only
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC119555115|XP_037722267.1|DSUP
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC119550650|XP_037715417.1|DSUP
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC119551203|XP_037716365.1|DSUP
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC119551599|XP_037716929.1|DSUP
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC119549037|XP_037712649.1|DSUP
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC119551650|XP_037717013.1|DSUP
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC119558634|XP_037727967.1|DSUP, LOC119550466|XP_037715082.1|DSUP
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC119554924|XP_037721957.1|DSUP
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC119555593|XP_037723012.1|DSUP
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC119555183|XP_037722363.1|DSUP
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC119555831|XP_037723385.1|DSUP
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC119549450|XP_037713474.1|DSUP
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC119552127|XP_037717844.1|DSUP
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC119549461|XP_037713488.1|DSUP
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC119550009|XP_037714360.1|DSUP
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC119551696|XP_037717093.1|DSUP
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC119551201|XP_037716331.1|DSUP
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC119550411|XP_037714997.1|DSUP
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC119556161|XP_037723993.1|DSUP
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC119553499|XP_037719838.1|DSUP
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC119545770|XP_037707545.1|DSUP
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC119549162|XP_037712877.1|DSUP
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC119552080|XP_037717784.1|DSUP
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC119550806|XP_037715670.1|DSUP
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC119549286|XP_037713163.1|DSUP
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC119555180|XP_037722358.1|DSUP
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC119545974|XP_037707873.1|DSUP
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC119548881|XP_037712440.1|DSUP
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC119547199|XP_037709867.1|DSUP
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC119550843|XP_037715738.1|DSUP
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC119553359|XP_037719632.1|DSUP
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC119548398|XP_037711554.1|DSUP
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC119546342|XP_037708477.1|DSUP
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC119546249|XP_037708330.1|DSUP
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC119548602|XP_037711887.1|DSUP
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC119547637|XP_037710505.1|DSUP
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC119545975|XP_037707874.1|DSUP
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC119547108|XP_037709746.1|DSUP
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC119548802|XP_037712307.1|DSUP
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC119546919|XP_037709477.1|DSUP
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC119546876|XP_037709411.1|DSUP
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC119546731|XP_037709149.1|DSUP
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC119546424|XP_037708619.1|DSUP
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC119546964|XP_037709538.1|DSUP
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC119547771|XP_037710711.1|DSUP
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC119546616|XP_037708981.1|DSUP
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC119547282|XP_037709993.1|DSUP
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC119547281|XP_037709992.1|DSUP
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC119547863|XP_037710823.1|DSUP
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC119548763|XP_037712232.1|DSUP
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC119548298|XP_037711393.1|DSUP
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC119546846|XP_037709369.1|DSUP
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC119547981|XP_037710964.1|DSUP
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC119546579|XP_037708911.1|DSUP
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC119561028|XP_037730781.1|DSUP
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC119559993|XP_037729187.1|DSUP
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC119546947|XP_037709515.1|DSUP
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC119549816|XP_037714022.1|DSUP
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC119558293|XP_037727615.1|DSUP
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC119563456|XP_037732787.1|DSUP
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC119548789|XP_037712289.1|DSUP
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC119546788|XP_037709273.1|DSUP
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC119548683|XP_037712055.1|DSUP
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC119546753|XP_037709211.1|DSUP
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC119546862|XP_037709392.1|DSUP
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC119548011|XP_037711008.1|DSUP
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC119548013|XP_037711010.1|DSUP
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC119547437|XP_037710226.1|DSUP
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC119546502|XP_037708746.1|DSUP
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC119546504|XP_037708749.1|DSUP
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC119547448|XP_037710237.1|DSUP
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC119547191|XP_037709855.1|DSUP
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC119548282|XP_037711375.1|DSUP
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC119563210|XP_037732434.1|DSUP
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC119546970|XP_037709544.1|DSUP
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC119546883|XP_037709425.1|DSUP
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC119547915|XP_037710881.1|DSUP
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC119546969|XP_037709542.1|DSUP
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC119547951|XP_037710928.1|DSUP
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC119545927|XP_037707773.1|DSUP
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC119548202|XP_037711260.1|DSUP
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC119547379|XP_037710133.1|DSUP
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC119547310|XP_037710036.1|DSUP
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC119548677|XP_037712049.1|DSUP
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC119547236|XP_037709943.1|DSUP
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC119547232|XP_037709926.1|DSUP
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC119550462|XP_037715075.1|DSUP
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC119547201|XP_037709873.1|DSUP
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC119546792|XP_037709282.1|DSUP
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC119560049|XP_037729283.1|DSUP
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC119552137|XP_037717861.1|DSUP
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC119548808|XP_037712321.1|DSUP
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC119547374|XP_037710125.1|DSUP
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC119546377|XP_037708538.1|DSUP
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC119546884|XP_037709426.1|DSUP
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC119548722|XP_037712137.1|DSUP
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC119558477|XP_037727918.1|DSUP
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC119560991|XP_037730699.1|DSUP
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC119548402|XP_037711566.1|DSUP
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC119548365|XP_037711509.1|DSUP
OG0005293	LOC120768742|XP_039951448.1|BTRY	LOC119547151|XP_037709798.1|DSUP
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC119547509|XP_037710329.1|DSUP
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC119548401|XP_037711565.1|DSUP
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC119561060|XP_037730824.1|DSUP
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC119547662|XP_037710540.1|DSUP
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC119547271|XP_037709981.1|DSUP
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC119545636|XP_037707275.1|DSUP
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC119557136|XP_037725647.1|DSUP
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC119546260|XP_037708347.1|DSUP
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC119549168|XP_037712891.1|DSUP
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC119546615|XP_037708980.1|DSUP
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC119546313|XP_037708440.1|DSUP
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC119550461|XP_037715073.1|DSUP
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC119548315|XP_037711423.1|DSUP
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC119547043|XP_037709647.1|DSUP
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC119547095|XP_037709724.1|DSUP
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC119547430|XP_037710217.1|DSUP
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC119546536|XP_037708807.1|DSUP
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC119546849|XP_037709374.1|DSUP
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC119546559|XP_037708852.1|DSUP
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC119548032|XP_037711034.1|DSUP
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC119546588|XP_037708930.1|DSUP
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC119547168|XP_037709823.1|DSUP
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC119549709|XP_037713865.1|DSUP
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC119546613|XP_037708977.1|DSUP
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC119562637|XP_037731792.1|DSUP
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC119547064|XP_037709675.1|DSUP
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC119546911|XP_037709468.1|DSUP
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC119546859|XP_037709388.1|DSUP
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC119547516|XP_037710337.1|DSUP
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC119547215|XP_037709893.1|DSUP
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC119547975|XP_037710954.1|DSUP
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC119548257|XP_037711329.1|DSUP
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC119548416|XP_037711586.1|DSUP
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC119548005|XP_037710995.1|DSUP
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC119546421|XP_037708618.1|DSUP
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC119555535|XP_037722895.1|DSUP
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC119555534|XP_037722894.1|DSUP
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC119546612|XP_037708976.1|DSUP
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC119548082|XP_037711095.1|DSUP
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC119548096|XP_037711113.1|DSUP
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC119545951|XP_037707835.1|DSUP
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC119549812|XP_037714012.1|DSUP
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC119551424|XP_037716695.1|DSUP
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC119550938|XP_037715891.1|DSUP
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC119547469|XP_037710283.1|DSUP
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC119546157|XP_037708195.1|DSUP
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC119547082|XP_037709706.1|DSUP
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC119550898|XP_037715816.1|DSUP
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC119547779|XP_037710718.1|DSUP
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC119551685|XP_037717077.1|DSUP
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC119551063|XP_037716114.1|DSUP
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC119548463|XP_037711659.1|DSUP
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC119548555|XP_037711782.1|DSUP
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC119546879|XP_037709415.1|DSUP
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC119546821|XP_037709335.1|DSUP
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC119548682|XP_037712054.1|DSUP
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC119548061|XP_037711073.1|DSUP
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC119553304|XP_037719557.1|DSUP
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC119546413|XP_037708600.1|DSUP
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC119551313|XP_037716536.1|DSUP
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC119548856|XP_037712410.1|DSUP
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC119546542|XP_037708818.1|DSUP
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC119546277|XP_037708378.1|DSUP
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC119546630|XP_037708997.1|DSUP
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC119546284|XP_037708392.1|DSUP
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC119551782|XP_037717238.1|DSUP
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC119554454|XP_037721294.1|DSUP
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC119546782|XP_037709265.1|DSUP
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC119547133|XP_037709774.1|DSUP
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC119548302|XP_037711398.1|DSUP
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC119550857|XP_037715759.1|DSUP
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC119546534|XP_037708802.1|DSUP
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC119548000|XP_037710987.1|DSUP
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC119547076|XP_037709691.1|DSUP
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC119563242|XP_037732475.1|DSUP
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC119548176|XP_037711218.1|DSUP
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC119546074|XP_037708076.1|DSUP
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC119546533|XP_037708801.1|DSUP
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC119560793|XP_037730350.1|DSUP
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC119562213|XP_037731339.1|DSUP
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC119548316|XP_037711424.1|DSUP
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC119546238|XP_037708312.1|DSUP
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC119548307|XP_037711408.1|DSUP
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC119554232|XP_037720991.1|DSUP
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC119547520|XP_037710342.1|DSUP
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC119546725|XP_037709143.1|DSUP
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC119547725|XP_037710632.1|DSUP
OG0005381	LOC120767721|XP_039949853.1|BTRY	LOC119548627|XP_037711933.1|DSUP
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC119548778|XP_037712252.1|DSUP
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC119554004|XP_037720639.1|DSUP
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC119553349|XP_037719619.1|DSUP
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC119549145|XP_037712851.1|DSUP
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC119551768|XP_037717223.1|DSUP
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC119561081|XP_037730868.1|DSUP
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC119546701|XP_037709109.1|DSUP
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC119547013|XP_037709609.1|DSUP
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC119548838|XP_037712385.1|DSUP
OG0005391	LOC120768440|XP_039951060.1|BTRY	LOC119548840|XP_037712387.1|DSUP
OG0005392	LOC120769607|XP_039952622.1|BTRY	LOC119548824|XP_037712365.1|DSUP
OG0005393	LOC120773134|XP_039958067.1|BTRY	LOC119563363|XP_037732643.1|DSUP
OG0005394	LOC120767819|XP_039950034.1|BTRY	LOC119546506|XP_037708755.1|DSUP
OG0005395	LOC120768623|XP_039951324.1|BTRY	LOC119548621|XP_037711919.1|DSUP
OG0005396	LOC120769686|XP_039952742.1|BTRY	LOC119546252|XP_037708334.1|DSUP
OG0005397	LOC120769691|XP_039952752.1|BTRY	LOC119546538|XP_037708808.1|DSUP
OG0005398	LOC120775001|XP_039960862.1|BTRY	LOC119560753|XP_037730299.1|DSUP
OG0005399	LOC120772085|XP_039956417.1|BTRY	LOC119549938|XP_037714244.1|DSUP
OG0005400	LOC120770264|XP_039953507.1|BTRY	LOC119549884|XP_037714117.1|DSUP
OG0005401	LOC120768161|XP_039950656.1|BTRY	LOC119548121|XP_037711145.1|DSUP
OG0005402	LOC120768297|XP_039950859.1|BTRY	LOC119547499|XP_037710319.1|DSUP
OG0005403	LOC120768473|XP_039951114.1|BTRY	LOC119548216|XP_037711280.1|DSUP
OG0005404	LOC120768472|XP_039951113.1|BTRY	LOC119548217|XP_037711281.1|DSUP
OG0005405	LOC120772871|XP_039957641.1|BTRY	LOC119551501|XP_037716794.1|DSUP
OG0005406	LOC120770395|XP_039953760.1|BTRY	LOC119551491|XP_037716785.1|DSUP
OG0005407	LOC120771049|XP_039954786.1|BTRY	LOC119550187|XP_037714657.1|DSUP
OG0005408	LOC120769122|XP_039951918.1|BTRY	LOC119547360|XP_037710105.1|DSUP
OG0005409	LOC120768548|XP_039951224.1|BTRY	LOC119548311|XP_037711415.1|DSUP
OG0005410	LOC120771047|XP_039954782.1|BTRY	LOC119546799|XP_037709303.1|DSUP
OG0005411	LOC120773056|XP_039957924.1|BTRY	LOC119549740|XP_037713909.1|DSUP
OG0005412	LOC120772206|XP_039956606.1|BTRY	LOC119549795|XP_037713989.1|DSUP
OG0005413	LOC120771400|XP_039955302.1|BTRY	LOC119552107|XP_037717820.1|DSUP
OG0005414	LOC120774480|XP_039960074.1|BTRY	LOC119556752|XP_037725101.1|DSUP
OG0005415	LOC120775956|XP_039962302.1|BTRY	LOC119555834|XP_037723388.1|DSUP
OG0005416	LOC120770480|XP_039953920.1|BTRY	LOC119550865|XP_037715771.1|DSUP
OG0005417	LOC120768073|XP_039950533.1|BTRY	LOC119546882|XP_037709424.1|DSUP
OG0005418	LOC120768626|XP_039951326.1|BTRY	LOC119546762|XP_037709235.1|DSUP
OG0005419	LOC120781455|XP_039969603.1|BTRY	LOC119547392|XP_037710169.1|DSUP
OG0005420	LOC120769678|XP_039952732.1|BTRY	LOC119548506|XP_037711714.1|DSUP
OG0005421	LOC120768665|XP_039951377.1|BTRY	LOC119547229|XP_037709917.1|DSUP
OG0005422	LOC120774055|XP_039959294.1|BTRY	LOC119556260|XP_037724232.1|DSUP
OG0005423	LOC120767279|XP_039949087.1|BTRY	LOC119546102|XP_037708114.1|DSUP
OG0005424	LOC120771793|XP_039955924.1|BTRY	LOC119549214|XP_037713000.1|DSUP
OG0005425	LOC120774084|XP_039959346.1|BTRY	LOC119557360|XP_037726025.1|DSUP
OG0005426	LOC120772901|XP_039957714.1|BTRY	LOC119551838|XP_037717336.1|DSUP
OG0005427	LOC120769056|XP_039951840.1|BTRY	LOC119547316|XP_037710042.1|DSUP
OG0005428	LOC120767781|XP_039949960.1|BTRY	LOC119559664|XP_037728641.1|DSUP
OG0005429	LOC120769360|XP_039952255.1|BTRY	LOC119546311|XP_037708435.1|DSUP
OG0005430	LOC120768651|XP_039951356.1|BTRY	LOC119546312|XP_037708437.1|DSUP
OG0005431	LOC120769333|XP_039952222.1|BTRY	LOC119548075|XP_037711090.1|DSUP
OG0005432	LOC120768408|XP_039951023.1|BTRY	LOC119559676|XP_037728661.1|DSUP
OG0005433	LOC120772860|XP_039957613.1|BTRY	LOC119550348|XP_037714895.1|DSUP
OG0005434	LOC120768218|XP_039950722.1|BTRY	LOC119561746|XP_037731153.1|DSUP
OG0005435	LOC120769617|XP_039952654.1|BTRY	LOC119560096|XP_037729346.1|DSUP
OG0005436	LOC120769618|XP_039952655.1|BTRY	LOC119562422|XP_037731537.1|DSUP
OG0005437	LOC120772047|XP_039956358.1|BTRY	LOC119563152|XP_037732339.1|DSUP
OG0005438	LOC120767242|XP_039949016.1|BTRY	LOC119546296|XP_037708408.1|DSUP
OG0005439	LOC120769301|XP_039952169.1|BTRY	LOC119557587|XP_037726319.1|DSUP
OG0005440	LOC120767735|XP_039949878.1|BTRY	LOC119546314|XP_037708441.1|DSUP
OG0005441	LOC120767805|XP_039950009.1|BTRY	LOC119547498|XP_037710318.1|DSUP
OG0005442	LOC120769815|XP_039952956.1|BTRY	LOC119546028|XP_037707972.1|DSUP
OG0005443	LOC120780016|XP_039968235.1|BTRY	LOC119547576|XP_037710405.1|DSUP
OG0005444	LOC120768207|XP_039950713.1|BTRY	LOC119547834|XP_037710793.1|DSUP
OG0005445	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY	LOC119547416|XP_037710194.1|DSUP
OG0005446	LOC120775135|XP_039961100.1|BTRY	LOC119545977|XP_037707883.1|DSUP
OG0005447	LOC120769211|XP_039952037.1|BTRY	LOC119547749|XP_037710673.1|DSUP
OG0005448	LOC120771681|XP_039955744.1|BTRY	LOC119552018|XP_037717682.1|DSUP
OG0005449	LOC120773912|XP_039959036.1|BTRY	LOC119557257|XP_037725869.1|DSUP
OG0005450	LOC120769183|XP_039952003.1|BTRY	LOC119551034|XP_037716061.1|DSUP
OG0005451	LOC120769169|XP_039951988.1|BTRY	LOC119547956|XP_037710934.1|DSUP
OG0005452	LOC120770252|XP_039953488.1|BTRY	LOC119550186|XP_037714653.1|DSUP
OG0005453	LOC120775422|XP_039961541.1|BTRY	LOC119545732|XP_037707480.1|DSUP
OG0005454	LOC120769783|XP_039952901.1|BTRY	LOC119546818|XP_037709333.1|DSUP
OG0005455	LOC120772021|XP_039956321.1|BTRY	LOC119550108|XP_037714518.1|DSUP
OG0005456	LOC120768083|XP_039950546.1|BTRY	LOC119547481|XP_037710294.1|DSUP
OG0005457	LOC120769402|XP_039952312.1|BTRY	LOC119548601|XP_037711886.1|DSUP
OG0005458	LOC120767764|XP_039949935.1|BTRY	LOC119547420|XP_037710198.1|DSUP
