Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0003603	LOC120778746|XP_039966651.1|BTRY	CG34462|NP_001097548.1|DMEL
OG0003604	LOC120782739|XP_039971106.1|BTRY	nompB|NP_724347.3|DMEL
OG0003605	LOC120782659|XP_039970968.1|BTRY	udt|NP_651182.2|DMEL
OG0003606	LOC120771899|XP_039956105.1|BTRY	swi2|NP_611247.3|DMEL
OG0003607	LOC120772054|XP_039956365.1|BTRY	aft|NP_477413.1|DMEL
OG0003608	LOC120778505|XP_039966268.1|BTRY	vnc|NP_648378.1|DMEL
OG0003609	LOC120771289|XP_039955154.1|BTRY	tsu|NP_610454.2|DMEL
OG0003610	LOC120777257|XP_039964390.1|BTRY	Wdr92|NP_649025.1|DMEL
OG0003611	LOC120777714|XP_039965127.1|BTRY	bol|NP_001261614.1|DMEL
OG0003612	LOC120771178|XP_039955003.1|BTRY	hbn|NP_788420.1|DMEL
OG0003613	LOC120771386|XP_039955286.1|BTRY	Rpe|NP_610298.2|DMEL
OG0003614	LOC120771388|XP_039955288.1|BTRY	boca|NP_724578.1|DMEL
OG0003615	LOC120771310|XP_039955179.1|BTRY	Golgin245|NP_611787.2|DMEL
OG0003616	LOC120771271|XP_039955128.1|BTRY, LOC120779786|XP_039968096.1|BTRY	CG2852|NP_611695.1|DMEL
OG0003617	LOC120770169|XP_039953313.1|BTRY	s-cup|NP_610792.2|DMEL
OG0003618	LOC120770168|XP_039953311.1|BTRY	fdl|NP_725178.2|DMEL
OG0003619	LOC120771934|XP_039956165.1|BTRY	AspRS|NP_476609.1|DMEL
OG0003620	LOC120771161|XP_039954974.1|BTRY	Zfrp8|NP_611890.1|DMEL
OG0003621	LOC120778838|XP_039966794.1|BTRY	CG4942|NP_648286.1|DMEL
OG0003622	LOC120776390|XP_039962934.1|BTRY	teq|NP_648288.2|DMEL
OG0003623	LOC120770450|XP_039953859.1|BTRY	mEFTu1|NP_524752.1|DMEL
OG0003624	LOC120771519|XP_039955511.1|BTRY	Pal2|NP_525118.2|DMEL
OG0003625	LOC120772663|XP_039957330.1|BTRY	CG1598|NP_610296.2|DMEL
OG0003626	LOC120772190|XP_039956590.1|BTRY	Pgant1|NP_611043.1|DMEL
OG0003627	LOC120781254|XP_039969339.1|BTRY	Vps51|NP_611363.2|DMEL
OG0003628	LOC120770163|XP_039953302.1|BTRY	ced-6|NP_001246225.1|DMEL
OG0003629	LOC120771511|XP_039955501.1|BTRY	CG3955|NP_610837.1|DMEL
OG0003630	LOC120771137|XP_039954938.1|BTRY	CG10339|NP_611881.1|DMEL
OG0003631	LOC120777310|XP_039964483.1|BTRY	l_3_76BDm|NP_649135.2|DMEL
OG0003632	LOC120776373|XP_039962889.1|BTRY	CG15212|NP_652458.1|DMEL
OG0003633	LOC120781231|XP_039969300.1|BTRY	Dgkepsilon|NP_725228.1|DMEL
OG0003634	LOC120777902|XP_039965417.1|BTRY	ergic53|NP_524776.1|DMEL
OG0003635	LOC120777264|XP_039964397.1|BTRY	ZnT63C|NP_001261364.1|DMEL
OG0003636	LOC120781278|XP_039969407.1|BTRY	Dbp45A|NP_476927.1|DMEL
OG0003637	LOC120770082|XP_039953164.1|BTRY	Cyp301a1|NP_610796.1|DMEL
OG0003638	LOC120777990|XP_039965569.1|BTRY	trc|NP_001262071.1|DMEL
OG0003639	LOC120768002|XP_039950359.1|BTRY	Taf11|NP_723484.1|DMEL
OG0003640	LOC120770438|XP_039953838.1|BTRY	Pms2|NP_477023.1|DMEL
OG0003641	LOC120772257|XP_039956694.1|BTRY	Sgf29|NP_726051.1|DMEL
OG0003642	LOC120772348|XP_039956844.1|BTRY	Pabp2|NP_476902.1|DMEL
OG0003643	LOC120771652|XP_039955701.1|BTRY	mRpS17|NP_525119.1|DMEL
OG0003644	LOC120770943|XP_039954588.1|BTRY	TER94|NP_001097249.1|DMEL
OG0003645	LOC120776413|XP_039962975.1|BTRY	mRpS35|NP_523893.1|DMEL
OG0003646	LOC120776192|XP_039962751.1|BTRY	ldbr|NP_996022.1|DMEL
OG0003647	LOC120776584|XP_039963287.1|BTRY	Fdx1|NP_523993.1|DMEL
OG0003648	LOC120768525|XP_039951188.1|BTRY	Gmd|NP_608888.2|DMEL
OG0003649	LOC120780570|XP_039968763.1|BTRY	veli|NP_733076.2|DMEL
OG0003650	LOC120775525|XP_039961679.1|BTRY	Arp6|NP_511165.1|DMEL
OG0003651	LOC120778513|XP_039966281.1|BTRY	CG15528|NP_651767.2|DMEL
OG0003652	LOC120778284|XP_039966005.1|BTRY	SmD1|NP_524774.1|DMEL
OG0003653	LOC120777379|XP_039964604.1|BTRY	cyc|NP_524168.2|DMEL
OG0003654	LOC120778761|XP_039966673.1|BTRY	beg|NP_648950.1|DMEL
OG0003655	LOC120781500|XP_039969657.1|BTRY, LOC120780690|XP_039968889.1|BTRY	CG10189|NP_609975.1|DMEL
OG0003656	LOC120777505|XP_039964793.1|BTRY	CG10984|NP_729823.2|DMEL
OG0003657	LOC120778548|XP_039966331.1|BTRY	Blos4|NP_648414.1|DMEL
OG0003658	LOC120766520|XP_039948025.1|BTRY	CG9386|NP_649904.2|DMEL
OG0003659	LOC120776658|XP_039963461.1|BTRY	Gabat|NP_649168.2|DMEL
OG0003660	LOC120778077|XP_039965704.1|BTRY	E_bx_|NP_001261188.1|DMEL
OG0003661	LOC120777715|XP_039965132.1|BTRY	Pxn|NP_523891.2|DMEL
OG0003662	LOC120777288|XP_039964433.1|BTRY	ppl|NP_524197.1|DMEL
OG0003663	LOC120778545|XP_039966328.1|BTRY	kri|NP_001261451.1|DMEL
OG0003664	LOC120777987|XP_039965561.1|BTRY	vn|NP_523942.2|DMEL
OG0003665	LOC120772654|XP_039957315.1|BTRY	CG12909|NP_610573.1|DMEL
OG0003666	LOC120771250|XP_039955099.1|BTRY	phtf|NP_610232.1|DMEL
OG0003667	LOC120777226|XP_039964341.1|BTRY	Larp4B|NP_647793.1|DMEL
OG0003668	LOC120771646|XP_039955691.1|BTRY	stw|NP_610170.2|DMEL
OG0003669	LOC120772625|XP_039957275.1|BTRY	CG7637|NP_610610.1|DMEL
OG0003670	LOC120772624|XP_039957274.1|BTRY	CG12935|NP_610609.1|DMEL
OG0003671	LOC120771172|XP_039954993.1|BTRY	Pde8|NP_001163275.2|DMEL
OG0003672	LOC120782882|XP_039971364.1|BTRY	RpS27|NP_651359.1|DMEL
OG0003673	LOC120772557|XP_039957175.1|BTRY	wdp|NP_611661.1|DMEL
OG0003674	LOC120772005|XP_039956297.1|BTRY	CG8399|NP_001286472.1|DMEL
OG0003675	LOC120772725|XP_039957421.1|BTRY, LOC120772650|XP_039957310.1|BTRY	Nup44A|NP_610343.1|DMEL
OG0003676	LOC120772731|XP_039957426.1|BTRY	ACC|NP_610342.1|DMEL
OG0003677	LOC120780311|XP_039968537.1|BTRY	CG17454|NP_001138001.1|DMEL
OG0003678	LOC120777229|XP_039964344.1|BTRY	wit|NP_001261395.1|DMEL
OG0003679	LOC120777102|XP_039964172.1|BTRY	Rcd5|NP_647852.1|DMEL
OG0003680	LOC120771851|XP_039956028.1|BTRY	CG5033|NP_611270.1|DMEL
OG0003681	LOC120771672|XP_039955722.1|BTRY	tun|NP_611061.1|DMEL
OG0003682	LOC120767047|XP_039948834.1|BTRY	pps|NP_001247075.1|DMEL
OG0003683	LOC120770840|XP_039954370.1|BTRY	TppII|NP_725252.1|DMEL
OG0003684	LOC120777276|XP_039964414.1|BTRY	CG3434|NP_648320.1|DMEL
OG0003685	LOC120778162|XP_039965826.1|BTRY	TrpA1|NP_001261600.1|DMEL
OG0003686	LOC120770582|XP_039954096.1|BTRY	Sec24AB|NP_610531.1|DMEL
OG0003687	LOC120771369|XP_039955262.1|BTRY	Dlish|NP_611251.2|DMEL
OG0003688	LOC120771871|XP_039956056.1|BTRY	bonsai|NP_611691.1|DMEL
OG0003689	LOC120777701|XP_039965114.1|BTRY	ArfGAP3|NP_001097664.2|DMEL
OG0003690	LOC120777397|XP_039964627.1|BTRY	NUCB1|NP_649008.2|DMEL
OG0003691	LOC120777939|XP_039965472.1|BTRY	meru|NP_730077.1|DMEL
OG0003692	LOC120771480|XP_039955448.1|BTRY	p47|NP_610284.1|DMEL
OG0003693	LOC120779194|XP_039967393.1|BTRY	CG7028|NP_001286884.1|DMEL
OG0003694	LOC120778272|XP_039965985.1|BTRY	ringer|NP_648881.1|DMEL
OG0003695	LOC120777260|XP_039964393.1|BTRY	frc|NP_524126.1|DMEL
OG0003696	LOC120772193|XP_039956593.1|BTRY	CG34228|NP_001097274.1|DMEL
OG0003697	LOC120770584|XP_039954100.1|BTRY	gem|NP_610556.1|DMEL
OG0003698	LOC120778622|XP_039966440.1|BTRY	RpS9|NP_524004.2|DMEL
OG0003699	LOC120770590|XP_039954112.1|BTRY	ITP|NP_611931.3|DMEL
OG0003700	LOC120770979|XP_039954654.1|BTRY	CG3589|NP_611968.1|DMEL
OG0003701	LOC120769164|XP_039951983.1|BTRY	CCDC53|NP_609178.1|DMEL
OG0003702	LOC120778190|XP_039965862.1|BTRY, LOC120782109|XP_039970188.1|BTRY	CG6833|NP_648689.1|DMEL
OG0003703	LOC120778065|XP_039965682.1|BTRY	CG32280|NP_728818.1|DMEL
OG0003704	LOC120777261|XP_039964394.1|BTRY	Gorab|NP_788523.1|DMEL
OG0003705	LOC120771470|XP_039955421.1|BTRY	lig|NP_001260795.1|DMEL
OG0003706	LOC120777783|XP_039965237.1|BTRY	Cralbp|NP_523939.1|DMEL
OG0003707	LOC120777140|XP_039964219.1|BTRY	CG32333|NP_001261246.1|DMEL
OG0003708	LOC120777055|XP_039964101.1|BTRY	CG5151|NP_648844.1|DMEL
OG0003709	LOC120772474|XP_039957048.1|BTRY	sug|NP_610826.1|DMEL
OG0003710	LOC120771320|XP_039955197.1|BTRY	CG17019|NP_610827.2|DMEL
OG0003711	LOC120778822|XP_039966763.1|BTRY	CG9300|NP_649127.1|DMEL
OG0003712	LOC120770587|XP_039954106.1|BTRY	Achl|NP_610964.1|DMEL
OG0003713	LOC120771145|XP_039954947.1|BTRY	lms|NP_001286635.1|DMEL
OG0003714	LOC120771144|XP_039954946.1|BTRY	Mgat1|NP_525117.2|DMEL
OG0003715	LOC120778055|XP_039965669.1|BTRY	Cpr66Cb|NP_648209.1|DMEL
OG0003716	LOC120776682|XP_039963493.1|BTRY	Srrm1|NP_648627.1|DMEL
OG0003717	LOC120778615|XP_039966427.1|BTRY	zetaCOP|NP_648910.1|DMEL
OG0003718	LOC120776587|XP_039963290.1|BTRY	CG8005|NP_648188.2|DMEL
OG0003719	LOC120777222|XP_039964336.1|BTRY	CG6650|NP_648685.1|DMEL
OG0003720	LOC120775065|XP_039960977.1|BTRY	Dd|NP_608449.1|DMEL
OG0003721	LOC120771954|XP_039956199.1|BTRY	Vps20|NP_726213.1|DMEL
OG0003722	LOC120779145|XP_039967287.1|BTRY	Pura|NP_996016.2|DMEL
OG0003723	LOC120778385|XP_039966106.1|BTRY	ghi|NP_729495.1|DMEL
OG0003724	LOC120778125|XP_039965762.1|BTRY	TM9SF3|NP_647979.1|DMEL
OG0003725	LOC120779160|XP_039967317.1|BTRY	tral|NP_001261775.1|DMEL
OG0003726	LOC120777876|XP_039965369.1|BTRY	Uev1A|NP_647959.1|DMEL
OG0003727	LOC120776490|XP_039963104.1|BTRY	Aef1|NP_001262157.1|DMEL
OG0003728	LOC120766526|XP_039948030.1|BTRY	sra|NP_524378.1|DMEL
OG0003729	LOC120776347|XP_039962834.1|BTRY	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC120778246|XP_039965940.1|BTRY	Tet|NP_001261344.1|DMEL
OG0003731	LOC120777469|XP_039964727.1|BTRY	CG1265|NP_647878.1|DMEL
OG0003732	LOC120777320|XP_039964495.1|BTRY	Blos2|NP_648427.1|DMEL
OG0003733	LOC120776647|XP_039963413.1|BTRY	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC120779646|XP_039967932.1|BTRY, LOC120776927|XP_039963933.1|BTRY	Hipk|NP_001369036.1|DMEL
OG0003735	LOC120771952|XP_039956196.1|BTRY	Upf3|NP_726375.1|DMEL
OG0003736	LOC120772735|XP_039957431.1|BTRY	mRpS28|NP_523785.2|DMEL
OG0003737	LOC120772980|XP_039957827.1|BTRY	T3dh|NP_477209.2|DMEL
OG0003738	LOC120771175|XP_039954999.1|BTRY	stl|NP_001097423.1|DMEL
OG0003739	LOC120770041|XP_039953090.1|BTRY	PIG-G|NP_610292.2|DMEL
OG0003740	LOC120771811|XP_039955953.1|BTRY	dpa|NP_477185.1|DMEL
OG0003741	LOC120778559|XP_039966355.1|BTRY	312|NP_612105.1|DMEL
OG0003742	LOC120777427|XP_039964666.1|BTRY	CG6843|NP_649072.1|DMEL
OG0003743	LOC120770928|XP_039954566.1|BTRY	nito|NP_610339.1|DMEL
OG0003744	LOC120771813|XP_039955955.1|BTRY	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC120771215|XP_039955051.1|BTRY	Tmem18|NP_725169.3|DMEL
OG0003746	LOC120772312|XP_039956761.1|BTRY	CG10543|NP_001369100.1|DMEL
OG0003747	LOC120777458|XP_039964716.1|BTRY	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC120778547|XP_039966330.1|BTRY	CG4328|NP_648567.2|DMEL
OG0003749	LOC120777725|XP_039965150.1|BTRY	CG32100|NP_729797.1|DMEL
OG0003750	LOC120776922|XP_039963926.1|BTRY	Sms|NP_001287045.1|DMEL
OG0003751	LOC120778645|XP_039966484.1|BTRY	app|NP_996065.2|DMEL
OG0003752	LOC120776469|XP_039963072.1|BTRY	CG3764|NP_001261977.1|DMEL
OG0003753	LOC120777758|XP_039965192.1|BTRY	Ist1|NP_648058.1|DMEL
OG0003754	LOC120776633|XP_039963383.1|BTRY	velo|NP_648056.1|DMEL
OG0003755	LOC120777249|XP_039964377.1|BTRY	CG6652|NP_648946.3|DMEL
OG0003756	LOC120771044|XP_039954778.1|BTRY	CG10417|NP_610169.1|DMEL
OG0003757	LOC120771947|XP_039956189.1|BTRY	CG16896|NP_611973.2|DMEL
OG0003758	LOC120781285|XP_039969415.1|BTRY	Sik3|NP_611361.4|DMEL
OG0003759	LOC120777294|XP_039964439.1|BTRY	CG43078|NP_001246678.1|DMEL
OG0003760	LOC120770002|XP_039953026.1|BTRY	Sema1b|NP_611244.1|DMEL
OG0003761	LOC120778159|XP_039965819.1|BTRY	Pus7|NP_648231.1|DMEL
OG0003762	LOC120777281|XP_039964420.1|BTRY	CG6765|NP_648233.1|DMEL
OG0003763	LOC120778092|XP_039965722.1|BTRY	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC120779197|XP_039967395.1|BTRY	CG13293|NP_648024.2|DMEL
OG0003766	LOC120773408|XP_039958205.1|BTRY	CG6903|NP_572198.1|DMEL
OG0003767	LOC120772566|XP_039957187.1|BTRY	Cdk5|NP_477080.1|DMEL
OG0003768	LOC120781245|XP_039969320.1|BTRY	sha|NP_001137645.1|DMEL
OG0003769	LOC120781223|XP_039969288.1|BTRY	CG7741|NP_610670.2|DMEL
OG0003770	LOC120779610|XP_039967893.1|BTRY	Cals|NP_001259086.1|DMEL
OG0003771	LOC120777927|XP_039965444.1|BTRY	cert|NP_648199.1|DMEL
OG0003772	LOC120777439|XP_039964684.1|BTRY	Use1|NP_648289.2|DMEL
OG0003773	LOC120771781|XP_039955908.1|BTRY	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC120770279|XP_039953526.1|BTRY	CG1513|NP_610534.3|DMEL
OG0003775	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY	dome|NP_523412.1|DMEL
OG0003776	LOC120772521|XP_039957112.1|BTRY, LOC120771854|XP_039956029.1|BTRY, LOC120772965|XP_039957803.1|BTRY	CG30158|NP_652315.2|DMEL
OG0003777	LOC120771206|XP_039955043.1|BTRY	slv|NP_477383.1|DMEL
OG0003778	LOC120771048|XP_039954785.1|BTRY	Sod3|NP_001033939.2|DMEL
OG0003779	LOC120772874|XP_039957644.1|BTRY	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC120770865|XP_039954418.1|BTRY	CG6550|NP_611207.1|DMEL
OG0003781	LOC120780024|XP_039968247.1|BTRY	CaMKI|NP_524622.1|DMEL
OG0003782	LOC120774873|XP_039960661.1|BTRY	CG32809|NP_001245466.1|DMEL
OG0003783	LOC120779141|XP_039967286.1|BTRY	ALiX|NP_651582.1|DMEL
OG0003784	LOC120781228|XP_039969295.1|BTRY	CG8078|NP_610451.1|DMEL
OG0003785	LOC120772060|XP_039956379.1|BTRY	d4|NP_610163.1|DMEL
OG0003786	LOC120770568|XP_039954081.1|BTRY	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC120770569|XP_039954083.1|BTRY	MED9|NP_788400.1|DMEL
OG0003788	LOC120771577|XP_039955580.1|BTRY	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC120772857|XP_039957608.1|BTRY	LRR|NP_001260788.1|DMEL
OG0003790	LOC120778949|XP_039966948.1|BTRY	CG8607|NP_648100.2|DMEL
OG0003791	LOC120772089|XP_039956428.1|BTRY	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC120772358|XP_039956857.1|BTRY	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC120771096|XP_039954863.1|BTRY	CG44247|NP_611974.2|DMEL
OG0003794	LOC120770877|XP_039954447.1|BTRY	CG4554|NP_611676.1|DMEL
OG0003795	LOC120776872|XP_039963863.1|BTRY	CG9384|NP_648720.3|DMEL
OG0003796	LOC120766938|XP_039948621.1|BTRY	CG7601|NP_651717.1|DMEL
OG0003797	LOC120769006|XP_039951779.1|BTRY	spel1|NP_523565.2|DMEL
OG0003798	LOC120772225|XP_039956644.1|BTRY	Wnt2|NP_476810.1|DMEL
OG0003799	LOC120771143|XP_039954945.1|BTRY	Ppa|NP_001261138.1|DMEL
OG0003800	LOC120768454|XP_039951089.1|BTRY	noc|NP_476917.1|DMEL
OG0003801	LOC120769469|XP_039952422.1|BTRY	sNPF|NP_724239.1|DMEL
OG0003802	LOC120769429|XP_039952344.1|BTRY	CG10747|NP_610022.3|DMEL
OG0003803	LOC120776136|XP_039962610.1|BTRY	CG18731|NP_652716.1|DMEL
OG0003804	LOC120769259|XP_039952094.1|BTRY	osp|NP_001162975.1|DMEL
OG0003805	LOC120767964|XP_039950291.1|BTRY	CG3164|NP_722605.1|DMEL
OG0003806	LOC120767889|XP_039950148.1|BTRY	Fis1|NP_001137607.1|DMEL
OG0003807	LOC120781394|XP_039969535.1|BTRY	chic|NP_477016.1|DMEL
OG0003808	LOC120776703|XP_039963527.1|BTRY	Crtc|NP_001261997.1|DMEL
OG0003809	LOC120768646|XP_039951349.1|BTRY	CG10428|NP_609918.1|DMEL
OG0003810	LOC120770941|XP_039954584.1|BTRY	CG3511|NP_611935.1|DMEL
OG0003811	LOC120771383|XP_039955284.1|BTRY	Spt5|NP_652610.1|DMEL
OG0003812	LOC120767536|XP_039949563.1|BTRY	spen|NP_722615.1|DMEL
OG0003813	LOC120768345|XP_039950933.1|BTRY	Etl1|NP_609320.2|DMEL
OG0003814	LOC120769569|XP_039952557.1|BTRY	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC120767086|XP_039948891.1|BTRY	CG10877|NP_650894.1|DMEL
OG0003816	LOC120781400|XP_039969544.1|BTRY	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC120781449|XP_039969598.1|BTRY	Gdi|NP_523524.2|DMEL
OG0003818	LOC120767957|XP_039950278.1|BTRY	CG33120|NP_788073.1|DMEL
OG0003819	LOC120767850|XP_039950083.1|BTRY	CG31957|NP_722949.1|DMEL
OG0003820	LOC120775591|XP_039961765.1|BTRY	hyx|NP_649863.1|DMEL
OG0003821	LOC120772117|XP_039956463.1|BTRY	Sin1|NP_610963.1|DMEL
OG0003822	LOC120767558|XP_039949628.1|BTRY	Fic|NP_609026.1|DMEL
OG0003823	LOC120767381|XP_039949306.1|BTRY	CG31663|NP_722738.1|DMEL
OG0003824	LOC120769746|XP_039952836.1|BTRY	CG13081|NP_609985.1|DMEL
OG0003825	LOC120769059|XP_039951846.1|BTRY	CG13097|NP_609237.1|DMEL
OG0003826	LOC120768144|XP_039950636.1|BTRY	CG14022|NP_608922.1|DMEL
OG0003827	LOC120768332|XP_039950905.1|BTRY	CG3769|NP_609289.1|DMEL
OG0003828	LOC120768076|XP_039950539.1|BTRY	numb|NP_523523.2|DMEL
OG0003829	LOC120769191|XP_039952019.1|BTRY	CG43333|NP_788051.1|DMEL
OG0003830	LOC120768184|XP_039950686.1|BTRY	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC120769052|XP_039951839.1|BTRY	Idh3b|NP_651000.1|DMEL
OG0003832	LOC120769076|XP_039951870.1|BTRY	CG17378|NP_609073.2|DMEL
OG0003833	LOC120769041|XP_039951820.1|BTRY	nrv2|NP_477168.1|DMEL
OG0003834	LOC120767540|XP_039949578.1|BTRY	Wee1|NP_477035.1|DMEL
OG0003835	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY	CG4587|NP_001285962.1|DMEL
OG0003836	LOC120778057|XP_039965673.1|BTRY	CG31800|NP_724152.1|DMEL
OG0003837	LOC120769055|XP_039951838.1|BTRY	Sidpn|NP_523599.1|DMEL
OG0003838	LOC120768521|XP_039951185.1|BTRY	IFT57|NP_608792.1|DMEL
OG0003839	LOC120768141|XP_039950632.1|BTRY	RpL24|NP_609649.1|DMEL
OG0003840	LOC120772733|XP_039957430.1|BTRY	CSN4|NP_477444.1|DMEL
OG0003841	LOC120768664|XP_039951376.1|BTRY	Slh|NP_001137769.2|DMEL
OG0003842	LOC120768016|XP_039950394.1|BTRY	Nup154|NP_477287.1|DMEL
OG0003843	LOC120767352|XP_039949252.1|BTRY	Smg5|NP_609685.1|DMEL
OG0003844	LOC120768097|XP_039950571.1|BTRY	Ing5|NP_609647.1|DMEL
OG0003845	LOC120767388|XP_039949330.1|BTRY	CG15270|NP_609738.1|DMEL
OG0003846	LOC120781597|XP_039969766.1|BTRY	GlcAT-S|NP_001162922.1|DMEL
OG0003848	LOC120767455|XP_039949458.1|BTRY	GckIII|NP_650596.1|DMEL
OG0003849	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY	CG11777|NP_724939.1|DMEL
OG0003850	LOC120767806|XP_039950010.1|BTRY	rk|NP_476702.1|DMEL
OG0003851	LOC120776361|XP_039962870.1|BTRY	CG9945|NP_611494.1|DMEL
OG0003852	LOC120768391|XP_039950997.1|BTRY	CG15387|NP_001097058.1|DMEL
OG0003853	LOC120770158|XP_039953288.1|BTRY	ATPCL|NP_523755.2|DMEL
OG0003854	LOC120768576|XP_039951257.1|BTRY	yellow-b|NP_523586.1|DMEL
OG0003855	LOC120769132|XP_039951933.1|BTRY	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC120768469|XP_039951108.1|BTRY	AstCC|NP_001285830.1|DMEL
OG0003857	LOC120767588|XP_039949670.1|BTRY	crp|NP_476605.1|DMEL
OG0003858	LOC120773862|XP_039958947.1|BTRY	Pfrx|NP_477451.1|DMEL
OG0003859	LOC120767958|XP_039950281.1|BTRY	CG17321|NP_609915.1|DMEL
OG0003860	LOC120770567|XP_039954080.1|BTRY	CG34195|NP_001097360.1|DMEL
OG0003861	LOC120768927|XP_039951641.1|BTRY	Cwc25|NP_608705.1|DMEL
OG0003862	LOC120767456|XP_039949460.1|BTRY	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC120769308|XP_039952175.1|BTRY	tai|NP_001245949.1|DMEL
OG0003864	LOC120768969|XP_039951697.1|BTRY	CG9586|NP_001260279.1|DMEL
OG0003865	LOC120782585|XP_039970867.1|BTRY	CG5886|NP_651435.1|DMEL
OG0003866	LOC120768493|XP_039951144.1|BTRY	CG8665|NP_610107.1|DMEL
OG0003867	LOC120768633|XP_039951332.1|BTRY	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC120768893|XP_039951580.1|BTRY	SamDC|NP_477223.2|DMEL
OG0003869	LOC120768255|XP_039950783.1|BTRY	Ptpa|NP_523466.2|DMEL
OG0003870	LOC120767359|XP_039949261.1|BTRY	Pde11|NP_609885.2|DMEL
OG0003871	LOC120768127|XP_039950615.1|BTRY	CG6583|NP_609556.2|DMEL
OG0003872	LOC120772285|XP_039956729.1|BTRY	cyp33|NP_523773.1|DMEL
OG0003873	LOC120767300|XP_039949120.1|BTRY	E2f2|NP_477355.1|DMEL
OG0003874	LOC120768978|XP_039951713.1|BTRY	Mondo|NP_724326.1|DMEL
OG0003875	LOC120768231|XP_039950751.1|BTRY	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY	RFeSP|NP_722715.1|DMEL
OG0003877	LOC120769454|XP_039952392.1|BTRY	Ku80|NP_609767.2|DMEL
OG0003878	LOC120768036|XP_039950466.1|BTRY	CG10602|NP_609916.5|DMEL
OG0003879	LOC120776950|XP_039963971.1|BTRY	CG34140|NP_001036574.1|DMEL
OG0003880	LOC120777635|XP_039965021.1|BTRY	klu|NP_001261690.1|DMEL
OG0003881	LOC120771202|XP_039955036.1|BTRY	Samtor|NP_611943.1|DMEL
OG0003882	LOC120771968|XP_039956246.1|BTRY	vlc|NP_524868.1|DMEL
OG0003883	LOC120774902|XP_039960704.1|BTRY	Smox|NP_511079.1|DMEL
OG0003884	LOC120767732|XP_039949874.1|BTRY	Sec71|NP_609675.2|DMEL
OG0003885	LOC120768412|XP_039951028.1|BTRY	COX5B|NP_609046.1|DMEL
OG0003886	LOC120769785|XP_039952906.1|BTRY	IFT52|NP_609045.2|DMEL
OG0003887	LOC120767189|XP_039948922.1|BTRY	oaf|NP_787963.2|DMEL
OG0003888	LOC120782586|XP_039970868.1|BTRY	mRRF2|NP_732771.2|DMEL
OG0003889	LOC120769235|XP_039952069.1|BTRY	Plap|NP_524666.2|DMEL
OG0003891	LOC120768419|XP_039951034.1|BTRY	b|NP_476788.1|DMEL
OG0003892	LOC120776350|XP_039962839.1|BTRY	Pol31|NP_647659.1|DMEL
OG0003893	LOC120768061|XP_039950516.1|BTRY	Top2|NP_476760.1|DMEL
OG0003894	LOC120781730|XP_039969900.1|BTRY	STUB1|NP_477441.1|DMEL
OG0003895	LOC120771308|XP_039955177.1|BTRY	dgt3|NP_611533.2|DMEL
OG0003896	LOC120771037|XP_039954760.1|BTRY	CG9313|NP_001286657.1|DMEL
OG0003897	LOC120772919|XP_039957753.1|BTRY	Bap55|NP_611209.1|DMEL
OG0003898	LOC120768430|XP_039951048.1|BTRY	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC120767233|XP_039948996.1|BTRY	shv|NP_608525.1|DMEL
OG0003900	LOC120767961|XP_039950286.1|BTRY	S|NP_523450.1|DMEL
OG0003901	LOC120767728|XP_039949871.1|BTRY	CG4935|NP_609782.2|DMEL
OG0003902	LOC120768021|XP_039950420.1|BTRY	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC120769244|XP_039952078.1|BTRY	CG5287|NP_609608.1|DMEL
OG0003904	LOC120769240|XP_039952073.1|BTRY	CG31849|NP_723787.1|DMEL
OG0003905	LOC120770373|XP_039953724.1|BTRY	CG5808|NP_651291.1|DMEL
OG0003906	LOC120771966|XP_039956236.1|BTRY	MED16|NP_611650.2|DMEL
OG0003907	LOC120769134|XP_039951940.1|BTRY	kraken|NP_477265.1|DMEL
OG0003908	LOC120768375|XP_039950974.1|BTRY	CG13949|NP_608552.1|DMEL
OG0003909	LOC120772153|XP_039956518.1|BTRY	metro|NP_610642.2|DMEL
