Orthogroup	BTRY.longest_only	DPSE.longest_only
OG0003837	LOC120769055|XP_039951838.1|BTRY	LOC4817192|XP_015035770.2|DPSE
OG0003838	LOC120768521|XP_039951185.1|BTRY	LOC4817189|XP_001356696.2|DPSE
OG0003839	LOC120768141|XP_039950632.1|BTRY	LOC4817905|XP_001357328.2|DPSE
OG0003840	LOC120772733|XP_039957430.1|BTRY	LOC4804024|XP_001360654.2|DPSE
OG0003841	LOC120768664|XP_039951376.1|BTRY	LOC6902529|XP_002133069.1|DPSE
OG0003842	LOC120768016|XP_039950394.1|BTRY	LOC4811709|XP_033237029.1|DPSE
OG0003843	LOC120767352|XP_039949252.1|BTRY	LOC4816442|XP_015036809.2|DPSE
OG0003844	LOC120768097|XP_039950571.1|BTRY	LOC4818142|XP_015035389.1|DPSE
OG0003845	LOC120767388|XP_039949330.1|BTRY	LOC4817920|XP_015035413.2|DPSE
OG0003846	LOC120781597|XP_039969766.1|BTRY	LOC4816984|XP_015035752.1|DPSE
OG0003848	LOC120767455|XP_039949458.1|BTRY	LOC4800755|XP_001357971.3|DPSE
OG0003849	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY	LOC4805337|XP_001361753.3|DPSE
OG0003850	LOC120767806|XP_039950010.1|BTRY	LOC4816677|XP_015036798.2|DPSE
OG0003851	LOC120776361|XP_039962870.1|BTRY	LOC4804433|XP_001360997.2|DPSE
OG0003852	LOC120768391|XP_039950997.1|BTRY	LOC4817051|XP_033236636.1|DPSE
OG0003853	LOC120770158|XP_039953288.1|BTRY	LOC4805659|XP_015040766.1|DPSE
OG0003854	LOC120768576|XP_039951257.1|BTRY	LOC4817073|XP_015035949.2|DPSE
OG0003855	LOC120769132|XP_039951933.1|BTRY	LOC4816878|XP_033235462.1|DPSE
OG0003856	LOC120768469|XP_039951108.1|BTRY	LOC4817282|XP_015036189.2|DPSE
OG0003857	LOC120767588|XP_039949670.1|BTRY	LOC4817775|XP_001357136.1|DPSE
OG0003858	LOC120773862|XP_039958947.1|BTRY	LOC4815678|XP_015041172.2|DPSE
OG0003859	LOC120767958|XP_039950281.1|BTRY	LOC4817012|XP_001356492.2|DPSE
OG0003860	LOC120770567|XP_039954080.1|BTRY	LOC6898897|XP_033233900.1|DPSE
OG0003861	LOC120768927|XP_039951641.1|BTRY	LOC4816691|XP_001355996.3|DPSE
OG0003862	LOC120767456|XP_039949460.1|BTRY	LOC4818153|XP_033235582.1|DPSE
OG0003863	LOC120769308|XP_039952175.1|BTRY	LOC4816259|XP_001355842.4|DPSE
OG0003864	LOC120768969|XP_039951697.1|BTRY	LOC4816258|XP_001355841.3|DPSE
OG0003865	LOC120782585|XP_039970867.1|BTRY	LOC4802651|XP_001359532.2|DPSE
OG0003866	LOC120768493|XP_039951144.1|BTRY	LOC4816568|XP_001356099.2|DPSE
OG0003867	LOC120768633|XP_039951332.1|BTRY	LOC26532749|XP_015044417.1|DPSE
OG0003868	LOC120768893|XP_039951580.1|BTRY	LOC26533591|XP_033236164.1|DPSE
OG0003869	LOC120768255|XP_039950783.1|BTRY	LOC4817481|XP_001356765.3|DPSE
OG0003870	LOC120767359|XP_039949261.1|BTRY	LOC6902916|XP_015036014.2|DPSE
OG0003871	LOC120768127|XP_039950615.1|BTRY	LOC4817277|XP_001356758.3|DPSE
OG0003872	LOC120772285|XP_039956729.1|BTRY	LOC4803994|XP_001360625.1|DPSE
OG0003873	LOC120767300|XP_039949120.1|BTRY	LOC4818188|XP_001357500.1|DPSE
OG0003874	LOC120768978|XP_039951713.1|BTRY	LOC4816305|XP_033235386.1|DPSE
OG0003875	LOC120768231|XP_039950751.1|BTRY	LOC4817483|XP_001356300.2|DPSE
OG0003876	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY	LOC6903212|XP_002132913.1|DPSE
OG0003877	LOC120769454|XP_039952392.1|BTRY	LOC4816448|XP_001356172.2|DPSE
OG0003878	LOC120768036|XP_039950466.1|BTRY	LOC6902851|XP_015035875.2|DPSE
OG0003879	LOC120776950|XP_039963971.1|BTRY	LOC4812215|XP_001352470.4|DPSE
OG0003880	LOC120777635|XP_039965021.1|BTRY	LOC6900606|XP_002134978.3|DPSE
OG0003881	LOC120771202|XP_039955036.1|BTRY	LOC4805441|XP_001361842.1|DPSE
OG0003882	LOC120771968|XP_039956246.1|BTRY	LOC4805231|XP_001361668.3|DPSE
OG0003883	LOC120774902|XP_039960704.1|BTRY	LOC4814614|XP_001354768.1|DPSE
OG0003884	LOC120767732|XP_039949874.1|BTRY	LOC4816527|XP_001356246.2|DPSE
OG0003885	LOC120768412|XP_039951028.1|BTRY	LOC4818143|XP_001357294.1|DPSE
OG0003886	LOC120769785|XP_039952906.1|BTRY	LOC6903411|XP_002132290.3|DPSE
OG0003887	LOC120767189|XP_039948922.1|BTRY	LOC4816746|XP_033235648.1|DPSE
OG0003888	LOC120782586|XP_039970868.1|BTRY	LOC4800702|XP_001357927.4|DPSE
OG0003889	LOC120769235|XP_039952069.1|BTRY	LOC117184190|XP_033236620.1|DPSE, LOC4817612|XP_001357014.2|DPSE, LOC117184189|XP_033236616.1|DPSE
OG0003891	LOC120768419|XP_039951034.1|BTRY	LOC4816279|XP_001356242.3|DPSE
OG0003892	LOC120776350|XP_039962839.1|BTRY	LOC4812566|XP_001352412.1|DPSE
OG0003893	LOC120768061|XP_039950516.1|BTRY	LOC4816595|XP_015036828.1|DPSE
OG0003894	LOC120781730|XP_039969900.1|BTRY	LOC4818095|XP_001357398.1|DPSE
OG0003895	LOC120771308|XP_039955177.1|BTRY	LOC4805508|XP_001361900.2|DPSE
OG0003896	LOC120771037|XP_039954760.1|BTRY	LOC6898983|XP_004444527.1|DPSE
OG0003897	LOC120772919|XP_039957753.1|BTRY	LOC4803923|XP_001360564.1|DPSE
OG0003898	LOC120768430|XP_039951048.1|BTRY	LOC4811699|XP_001352281.2|DPSE
OG0003899	LOC120767233|XP_039948996.1|BTRY	LOC4817002|XP_001356432.1|DPSE
OG0003900	LOC120767961|XP_039950286.1|BTRY	LOC4817591|XP_015036363.2|DPSE
OG0003901	LOC120767728|XP_039949871.1|BTRY	LOC4817756|XP_001357137.2|DPSE
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC4817794|XP_033236756.1|DPSE
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC4816570|XP_001355917.1|DPSE
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC4816749|XP_001355918.2|DPSE
OG0003905	LOC120770373|XP_039953724.1|BTRY	LOC6896749|XP_002136956.3|DPSE
OG0003906	LOC120771966|XP_039956236.1|BTRY	LOC4805696|XP_001362054.2|DPSE
OG0003907	LOC120769134|XP_039951940.1|BTRY	LOC4816821|XP_001356748.1|DPSE
OG0003908	LOC120768375|XP_039950974.1|BTRY	LOC4817430|XP_001356749.3|DPSE
OG0003909	LOC120772153|XP_039956518.1|BTRY	LOC4805640|XP_001362009.3|DPSE
OG0003910	LOC120772356|XP_039956856.1|BTRY	LOC26532955|XP_033238522.1|DPSE
OG0003911	LOC120767626|XP_039949718.1|BTRY	LOC4817132|XP_001356734.1|DPSE
OG0003912	LOC120769672|XP_039952725.1|BTRY	LOC4816315|XP_001356005.2|DPSE
OG0003913	LOC120781698|XP_039969848.1|BTRY	LOC4816407|XP_033236845.1|DPSE
OG0003914	LOC120776102|XP_039962526.1|BTRY	LOC4817235|XP_001356793.1|DPSE
OG0003915	LOC120774736|XP_039960423.1|BTRY	LOC4814605|XP_001354917.3|DPSE
OG0003916	LOC120767883|XP_039950143.1|BTRY	LOC4817761|XP_001357131.3|DPSE
OG0003917	LOC120769328|XP_039952218.1|BTRY	LOC4817972|XP_001357472.3|DPSE
OG0003918	LOC120768489|XP_039951139.1|BTRY	LOC4817087|XP_001356837.4|DPSE
OG0003919	LOC120768180|XP_039950681.1|BTRY	LOC4816768|XP_033235743.1|DPSE
OG0003920	LOC120771870|XP_039956055.1|BTRY	LOC4804219|XP_001360813.1|DPSE
OG0003921	LOC120781966|XP_039970076.1|BTRY	LOC4816865|XP_001356865.4|DPSE
OG0003922	LOC120767321|XP_039949189.1|BTRY	LOC4817259|XP_001356784.2|DPSE
OG0003923	LOC120781487|XP_039969646.1|BTRY	LOC6899890|XP_002132193.1|DPSE
OG0003924	LOC120771913|XP_039956134.1|BTRY	LOC4803342|XP_001360129.2|DPSE
OG0003925	LOC120767367|XP_039949275.1|BTRY	LOC4816641|XP_033236414.1|DPSE
OG0003926	LOC120769175|XP_039951995.1|BTRY	LOC6902520|XP_002133062.1|DPSE
OG0003927	LOC120768953|XP_039951676.1|BTRY	LOC4816847|XP_001356636.3|DPSE
OG0003928	LOC120769441|XP_039952358.1|BTRY	LOC6903377|XP_002132259.2|DPSE
OG0003929	LOC120768849|XP_039951534.1|BTRY	LOC4817287|XP_001356789.2|DPSE
OG0003930	LOC120768223|XP_039950735.1|BTRY	LOC4816107|XP_001355781.1|DPSE
OG0003931	LOC120769450|XP_039952377.1|BTRY	LOC4816164|XP_015036932.1|DPSE
OG0003932	LOC120770260|XP_039953504.1|BTRY	LOC6898644|XP_002138649.4|DPSE
OG0003933	LOC120768501|XP_039951159.1|BTRY	LOC4817477|XP_001356576.2|DPSE
OG0003934	LOC120767794|XP_039949993.1|BTRY	LOC4816104|XP_001355814.1|DPSE
OG0003935	LOC120770187|XP_039953351.1|BTRY	LOC4805470|XP_015040673.2|DPSE
OG0003936	LOC120770188|XP_039953352.1|BTRY	LOC4805471|XP_001361866.2|DPSE
OG0003937	LOC120771053|XP_039954790.1|BTRY	LOC4804993|XP_001361465.3|DPSE
OG0003938	LOC120767383|XP_039949313.1|BTRY	LOC6902514|XP_033236420.1|DPSE
OG0003939	LOC120767384|XP_039949322.1|BTRY	LOC4816907|XP_001356811.1|DPSE
OG0003940	LOC120768526|XP_039951189.1|BTRY	LOC4816670|XP_001355947.3|DPSE
OG0003941	LOC120769123|XP_039951919.1|BTRY	LOC4816744|XP_001355950.3|DPSE
OG0003942	LOC120769499|XP_039952464.1|BTRY	LOC4816949|XP_001356715.3|DPSE
OG0003943	LOC120771046|XP_039954781.1|BTRY	LOC4816463|XP_001355954.1|DPSE
OG0003944	LOC120769147|XP_039951956.1|BTRY	LOC4816832|XP_001356753.1|DPSE
OG0003945	LOC120770421|XP_039953800.1|BTRY	LOC4804551|XP_001361094.1|DPSE
OG0003946	LOC120768155|XP_039950650.1|BTRY	LOC4816616|XP_001356274.1|DPSE
OG0003947	LOC120768003|XP_039950360.1|BTRY	LOC4816686|XP_001356282.2|DPSE
OG0003948	LOC120769286|XP_039952140.1|BTRY	LOC4817676|XP_001357062.2|DPSE
OG0003949	LOC120768926|XP_039951640.1|BTRY	LOC6903238|XP_033236043.1|DPSE
OG0003950	LOC120769118|XP_039951912.1|BTRY	LOC4817894|XP_001357196.1|DPSE
OG0003951	LOC120768587|XP_039951280.1|BTRY	LOC4817868|XP_001357201.4|DPSE
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	LOC4817466|XP_001356802.1|DPSE
OG0003953	LOC120767894|XP_039950165.1|BTRY	LOC4816210|XP_001355765.2|DPSE
OG0003954	LOC120769404|XP_039952316.1|BTRY	LOC4812673|XP_001353057.4|DPSE
OG0003955	LOC120781768|XP_039969934.1|BTRY	LOC117184169|XP_033236546.1|DPSE, LOC117184168|XP_033236543.1|DPSE
OG0003956	LOC120769221|XP_039952051.1|BTRY	LOC4817425|XP_033237011.1|DPSE
OG0003957	LOC120777534|XP_039964850.1|BTRY	LOC4814048|XP_001354193.1|DPSE
OG0003958	LOC120775287|XP_039961334.1|BTRY	LOC4815309|XP_015041990.1|DPSE
OG0003959	LOC120771796|XP_039955928.1|BTRY	LOC4804406|XP_033233515.1|DPSE
OG0003960	LOC120774502|XP_039960115.1|BTRY	LOC6901870|XP_002133408.2|DPSE
OG0003961	LOC120767788|XP_039949980.1|BTRY	LOC4816804|XP_001356720.2|DPSE
OG0003962	LOC120767449|XP_039949450.1|BTRY	LOC4816679|XP_001355965.1|DPSE
OG0003963	LOC120768153|XP_039950648.1|BTRY	LOC4816627|XP_001356288.4|DPSE
OG0003964	LOC120767642|XP_039949747.1|BTRY	LOC4817212|XP_001356408.1|DPSE
OG0003965	LOC120767946|XP_039950265.1|BTRY	LOC4816706|XP_033236770.1|DPSE
OG0003966	LOC120767770|XP_039949943.1|BTRY	LOC6902741|XP_002133255.2|DPSE
OG0003967	LOC120771942|XP_039956175.1|BTRY	LOC6898855|XP_033234846.1|DPSE
OG0003968	LOC120772326|XP_039956791.1|BTRY	LOC4805281|XP_015040526.1|DPSE
OG0003969	LOC120770917|XP_039954547.1|BTRY	LOC6898294|XP_002138356.3|DPSE
OG0003970	LOC120767347|XP_039949239.1|BTRY	LOC4816831|XP_033236036.1|DPSE
OG0003971	LOC120774464|XP_039960054.1|BTRY	LOC6903320|XP_033235502.1|DPSE
OG0003972	LOC120777946|XP_039965492.1|BTRY	LOC4812786|XP_001353178.4|DPSE
OG0003973	LOC120771948|XP_039956192.1|BTRY	LOC6898613|XP_002138618.2|DPSE
OG0003974	LOC120782346|XP_039970513.1|BTRY	LOC4804357|XP_001360931.2|DPSE
OG0003975	LOC120767633|XP_039949727.1|BTRY	LOC4816227|XP_033236684.1|DPSE
OG0003976	LOC120768221|XP_039950731.1|BTRY	LOC4817882|XP_001357306.2|DPSE
OG0003977	LOC120768637|XP_039951336.1|BTRY	LOC6903449|XP_002132328.1|DPSE
OG0003978	LOC120776803|XP_039963731.1|BTRY	LOC4812022|XP_001352933.1|DPSE
OG0003979	LOC120769781|XP_039952899.1|BTRY	LOC4816586|XP_001356042.3|DPSE
OG0003980	LOC120782383|XP_039970559.1|BTRY	LOC4803101|XP_001359899.2|DPSE
OG0003981	LOC120767590|XP_039949672.1|BTRY	LOC6902888|XP_033235166.1|DPSE
OG0003982	LOC120781665|XP_039969820.1|BTRY	LOC4816594|XP_015036827.2|DPSE
OG0003983	LOC120769620|XP_039952657.1|BTRY	LOC4816410|XP_001356173.4|DPSE
OG0003984	LOC120768278|XP_039950812.1|BTRY	LOC4817175|XP_001356382.4|DPSE
OG0003985	LOC120767949|XP_039950268.1|BTRY	LOC13036385|XP_033236761.1|DPSE
OG0003986	LOC120781853|XP_039970005.1|BTRY	LOC4816921|XP_001356395.4|DPSE
OG0003987	LOC120781124|XP_039969193.1|BTRY	LOC4817001|XP_001356394.2|DPSE
OG0003988	LOC120767972|XP_039950317.1|BTRY	LOC4817203|XP_001356514.3|DPSE
OG0003989	LOC120767639|XP_039949741.1|BTRY	LOC4817035|XP_001356405.3|DPSE
OG0003990	LOC120769368|XP_039952265.1|BTRY	LOC6903464|XP_002132343.2|DPSE
OG0003991	LOC120767920|XP_039950213.1|BTRY	LOC4817698|XP_033236309.1|DPSE
OG0003992	LOC120767991|XP_039950344.1|BTRY	LOC4817566|XP_001356971.3|DPSE
OG0003993	LOC120767812|XP_039950024.1|BTRY	LOC4817579|XP_033236267.1|DPSE
OG0003994	LOC120780854|XP_039969027.1|BTRY	LOC4801602|XP_001358670.1|DPSE
OG0003995	LOC120771452|XP_039955397.1|BTRY	LOC6898770|XP_002138748.2|DPSE
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	LOC4803350|XP_001360116.2|DPSE
OG0003997	LOC120767199|XP_039948934.1|BTRY	LOC4818163|XP_001357438.1|DPSE
OG0003998	LOC120767458|XP_039949465.1|BTRY	LOC6903313|XP_033235321.1|DPSE
OG0003999	LOC120768709|XP_039951413.1|BTRY	LOC6902743|XP_002133257.1|DPSE
OG0004000	LOC120775677|XP_039961902.1|BTRY	LOC4815378|XP_001354986.3|DPSE
OG0004001	LOC120772881|XP_039957661.1|BTRY	LOC4804307|XP_001360887.3|DPSE
OG0004002	LOC120768307|XP_039950877.1|BTRY	LOC6902609|XP_002133135.2|DPSE
OG0004003	LOC120781719|XP_039969886.1|BTRY	LOC4817060|XP_033235336.1|DPSE
OG0004004	LOC120769738|XP_039952826.1|BTRY	LOC4817455|XP_001356616.2|DPSE
OG0004005	LOC120769739|XP_039952827.1|BTRY	LOC4817879|XP_001357485.2|DPSE
OG0004006	LOC120767755|XP_039949904.1|BTRY	LOC4816930|XP_001356868.2|DPSE
OG0004007	LOC120768258|XP_039950785.1|BTRY	LOC6903012|XP_002132734.1|DPSE
OG0004008	LOC120767756|XP_039949906.1|BTRY	LOC4818122|XP_033235325.1|DPSE
OG0004009	LOC120769294|XP_039952157.1|BTRY	LOC4816648|XP_001355970.2|DPSE
OG0004010	LOC120769106|XP_039951900.1|BTRY	LOC4816443|XP_015036810.2|DPSE
OG0004011	LOC120769195|XP_039952024.1|BTRY	LOC6903420|XP_002132299.1|DPSE
OG0004012	LOC120777788|XP_039965252.1|BTRY	LOC4800613|XP_001357858.1|DPSE
OG0004013	LOC120768057|XP_039950508.1|BTRY	LOC4816403|XP_001356218.2|DPSE
OG0004014	LOC120777667|XP_039965057.1|BTRY	LOC4812816|XP_033237367.1|DPSE
OG0004015	LOC120769231|XP_039952062.1|BTRY	LOC4816386|XP_033235569.1|DPSE
OG0004016	LOC120768088|XP_039950559.1|BTRY	LOC4811654|XP_001352245.3|DPSE
OG0004017	LOC120767857|XP_039950099.1|BTRY	LOC4817584|XP_001356988.1|DPSE
OG0004018	LOC120771850|XP_039956027.1|BTRY	LOC4803469|XP_001360187.1|DPSE
OG0004019	LOC120778472|XP_039966217.1|BTRY	LOC4816845|XP_001356858.2|DPSE
OG0004020	LOC120768941|XP_039951660.1|BTRY	LOC4817354|XP_001356827.1|DPSE
OG0004021	LOC120772601|XP_039957250.1|BTRY	LOC4816990|XP_001356833.1|DPSE
OG0004022	LOC120769510|XP_039952480.1|BTRY	LOC4817716|XP_001357132.2|DPSE
OG0004023	LOC120769630|XP_039952669.1|BTRY	LOC4804949|XP_001361430.5|DPSE
OG0004024	LOC120769323|XP_039952208.1|BTRY	LOC4817504|XP_033236766.1|DPSE
OG0004025	LOC120769027|XP_039951802.1|BTRY	LOC4817114|XP_001356347.2|DPSE
OG0004026	LOC120769069|XP_039951859.1|BTRY	LOC4817298|XP_015036057.2|DPSE
OG0004028	LOC120768830|XP_039951516.1|BTRY	LOC4818111|XP_001357226.3|DPSE
OG0004029	LOC120781541|XP_039969707.1|BTRY	LOC4817937|XP_015035325.2|DPSE
OG0004030	LOC120772514|XP_039957095.1|BTRY	LOC4803529|XP_033233427.1|DPSE
OG0004031	LOC120768630|XP_039951329.1|BTRY	LOC6903008|XP_033236145.1|DPSE
OG0004032	LOC120767776|XP_039949950.1|BTRY	LOC6902762|XP_002133274.3|DPSE
OG0004033	LOC120767906|XP_039950188.1|BTRY	LOC4816783|XP_015035715.2|DPSE
OG0004034	LOC120769230|XP_039952061.1|BTRY	LOC6902958|XP_002132684.3|DPSE
OG0004035	LOC120767339|XP_039949216.1|BTRY	LOC6902515|XP_015036577.2|DPSE
OG0004036	LOC120768475|XP_039951116.1|BTRY	LOC4816515|XP_001356004.1|DPSE
OG0004037	LOC120767425|XP_039949400.1|BTRY	LOC4816747|XP_015036537.2|DPSE
OG0004038	LOC120769519|XP_039952491.1|BTRY	LOC4817296|XP_001356752.1|DPSE
OG0004039	LOC120767392|XP_039949339.1|BTRY	LOC4816855|XP_001356624.4|DPSE
OG0004040	LOC120770835|XP_039954358.1|BTRY	LOC4803865|XP_001360514.2|DPSE
OG0004041	LOC120775258|XP_039961273.1|BTRY	LOC6899268|XP_033239360.1|DPSE, LOC4814593|XP_001354583.3|DPSE
OG0004042	LOC120777759|XP_039965196.1|BTRY	LOC4812379|XP_001352843.1|DPSE
OG0004043	LOC120769479|XP_039952437.1|BTRY	LOC4816336|XP_001356059.2|DPSE
OG0004044	LOC120774837|XP_039960588.1|BTRY	LOC4815297|XP_033240318.1|DPSE
OG0004045	LOC120776456|XP_039963059.1|BTRY	LOC4811739|XP_015044346.1|DPSE
OG0004046	LOC120769580|XP_039952571.1|BTRY	LOC4817049|XP_001356425.3|DPSE
OG0004047	LOC120768530|XP_039951195.1|BTRY	LOC4817749|XP_001357159.2|DPSE
OG0004048	LOC120771427|XP_039955350.1|BTRY	LOC4817429|XP_001356729.3|DPSE
OG0004049	LOC120767351|XP_039949251.1|BTRY	LOC6902831|XP_002132567.1|DPSE
OG0004050	LOC120767244|XP_039949024.1|BTRY	LOC4816918|XP_001356888.4|DPSE
OG0004051	LOC120767706|XP_039949836.1|BTRY	LOC4816824|XP_001356808.4|DPSE
OG0004052	LOC120773745|XP_039958740.1|BTRY	LOC4815183|XP_033240275.1|DPSE
OG0004053	LOC120770198|XP_039953374.1|BTRY	LOC4804742|XP_001361254.2|DPSE
OG0004054	LOC120768186|XP_039950689.1|BTRY	LOC4817261|XP_033235299.1|DPSE
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	LOC4801041|XP_001358206.2|DPSE
OG0004056	LOC120782192|XP_039970270.1|BTRY	LOC4802774|XP_001359634.3|DPSE
OG0004057	LOC120779083|XP_039967167.1|BTRY	LOC4813337|XP_001354016.2|DPSE
OG0004058	LOC120776661|XP_039963465.1|BTRY	LOC4813435|XP_033241058.1|DPSE
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC4802694|XP_001359561.3|DPSE
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC4803149|XP_001359939.2|DPSE
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC4815352|XP_033238797.1|DPSE
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC4813583|XP_001353562.2|DPSE
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC4815636|XP_001355386.1|DPSE
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC4813211|XP_001353432.1|DPSE
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC6899112|XP_033234688.1|DPSE
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC4803966|XP_001360604.3|DPSE
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC4815427|XP_001355338.1|DPSE
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC4803026|XP_001359828.1|DPSE
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC6897677|XP_015037961.2|DPSE
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC4813531|XP_001353551.3|DPSE
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC4813996|XP_001354174.2|DPSE
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC4813997|XP_001354173.3|DPSE
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC4815569|XP_001355721.4|DPSE
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC6898413|XP_002138459.3|DPSE
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC4804378|XP_001360949.3|DPSE
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC4804379|XP_001360950.3|DPSE
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC4816331|XP_001355926.2|DPSE
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC4802199|XP_001359166.2|DPSE
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC4814961|XP_001355150.1|DPSE
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC4803780|XP_001360442.1|DPSE
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC6898823|XP_033234289.1|DPSE
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC6899871|XP_002135667.2|DPSE
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC4801753|XP_002137483.3|DPSE, LOC6903902|XP_033232489.1|DPSE
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC4812467|XP_001352956.4|DPSE
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC4802068|XP_001359061.1|DPSE
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC4801247|XP_001358370.3|DPSE
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC4814841|XP_015041639.2|DPSE
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC4801141|XP_001358280.1|DPSE
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC6901779|XP_033241472.1|DPSE
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC4802168|XP_001359141.3|DPSE
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC4802396|XP_033233171.1|DPSE
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC4815968|XP_001355267.2|DPSE
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC4815249|XP_001355160.2|DPSE
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC4802841|XP_001359677.5|DPSE
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC4801246|XP_001358369.3|DPSE
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC4812848|XP_001353502.1|DPSE
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC4802071|XP_015037590.2|DPSE
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC4802521|XP_033233474.1|DPSE
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC4802512|XP_001359420.3|DPSE
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC117184958|XP_033240112.1|DPSE, LOC4802510|XP_001359419.4|DPSE
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC6897637|XP_002137781.4|DPSE
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC4802201|XP_001359168.3|DPSE
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC4800543|XP_015038648.2|DPSE
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC4813298|XP_001353434.2|DPSE
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC4813958|XP_033238095.1|DPSE
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC4814106|XP_001354284.1|DPSE
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC4803096|XP_001359894.2|DPSE
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC4802167|XP_001359140.2|DPSE
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC4812415|XP_001352888.1|DPSE
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC4802668|XP_001359540.2|DPSE
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC4802183|XP_001359152.2|DPSE
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC4815486|XP_033238731.1|DPSE
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC4814401|XP_001354456.2|DPSE
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC4814368|XP_001354458.2|DPSE
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC4802672|XP_001359542.3|DPSE
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC4802864|XP_001359698.2|DPSE
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC4804002|XP_001360633.2|DPSE
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC4803172|XP_001359956.1|DPSE
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC4803108|XP_001359905.4|DPSE
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC4812064|XP_015043754.1|DPSE
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC4803090|XP_001359889.2|DPSE
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC4802691|XP_015038009.2|DPSE
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC6902255|XP_002133782.3|DPSE
