Orthogroup	BTRY.longest_only	DERE.longest_only
OG0005800	LOC120775793|XP_039962072.1|BTRY	LOC6553454|XP_001979251.1|DERE
OG0005801	LOC120775786|XP_039962061.1|BTRY	LOC6553455|XP_001979252.1|DERE
OG0005802	LOC120782360|XP_039970532.1|BTRY	LOC6553107|XP_026832097.1|DERE
OG0005803	LOC120766301|XP_039947641.1|BTRY	LOC6551797|XP_026831485.1|DERE
OG0005804	LOC120766598|XP_039948137.1|BTRY	LOC6552003|XP_001979702.1|DERE
OG0005805	LOC120770589|XP_039954109.1|BTRY	LOC6548073|XP_026836314.1|DERE
OG0005806	LOC120780249|XP_039968445.1|BTRY	LOC6554825|XP_001981998.1|DERE
OG0005807	LOC120767089|XP_039948903.1|BTRY	LOC6554789|XP_001981986.2|DERE
OG0005808	LOC120779402|XP_039967534.1|BTRY	LOC6550630|XP_001978142.1|DERE
OG0005809	LOC120777368|XP_039964572.1|BTRY	LOC6545419|XP_001971163.1|DERE
OG0005810	LOC120782710|XP_039971062.1|BTRY	LOC6553459|XP_001979256.1|DERE
OG0005811	LOC120782711|XP_039971064.1|BTRY	LOC6553460|XP_001979257.1|DERE
OG0005812	LOC120782643|XP_039970947.1|BTRY	LOC6551869|XP_001980819.1|DERE
OG0005813	LOC120782531|XP_039970785.1|BTRY	LOC6552211|XP_001980730.1|DERE
OG0005814	LOC120782312|XP_039970462.1|BTRY	LOC6552738|XP_001978982.2|DERE
OG0005815	LOC120772600|XP_039957249.1|BTRY	LOC6540980|XP_001970753.2|DERE
OG0005816	LOC120782828|XP_039971285.1|BTRY	LOC6554734|XP_001981069.1|DERE
OG0005817	LOC120770599|XP_039954139.1|BTRY	LOC6552923|XP_001980996.1|DERE
OG0005818	LOC120767820|XP_039950039.1|BTRY	LOC6554464|XP_026839791.1|DERE
OG0005819	LOC120782603|XP_039970900.1|BTRY	LOC6553004|XP_001979147.1|DERE
OG0005820	LOC120782606|XP_039970904.1|BTRY	LOC6553005|XP_001979148.1|DERE
OG0005821	LOC120775446|XP_039961569.1|BTRY	LOC6553052|XP_001979139.1|DERE
OG0005822	LOC120767553|XP_039949612.1|BTRY	LOC6540843|XP_001970103.1|DERE
OG0005823	LOC120775335|XP_039961410.1|BTRY	LOC6550193|XP_001977582.1|DERE
OG0005824	LOC120766288|XP_039947624.1|BTRY	LOC6552869|XP_001979977.1|DERE
OG0005825	LOC120777279|XP_039964419.1|BTRY	LOC6544538|XP_001972400.1|DERE
OG0005826	LOC120780455|XP_039968664.1|BTRY	LOC6544248|XP_001973815.2|DERE
OG0005827	LOC120770123|XP_039953241.1|BTRY	LOC6554576|XP_001981764.1|DERE
OG0005828	LOC120777072|XP_039964133.1|BTRY	LOC6545209|XP_001972100.1|DERE
OG0005829	LOC120782893|XP_039947440.1|BTRY	LOC6552678|XP_001980917.1|DERE
OG0005830	LOC120778496|XP_039966255.1|BTRY	LOC6543639|XP_001971843.1|DERE
OG0005831	LOC120776972|XP_039963999.1|BTRY	LOC6543679|XP_001971847.2|DERE
OG0005832	LOC120777999|XP_039965590.1|BTRY	LOC6543680|XP_001971848.2|DERE
OG0005833	LOC120778928|XP_039966907.1|BTRY	LOC6543713|XP_026833345.1|DERE
OG0005834	LOC120778931|XP_039966912.1|BTRY	LOC6543718|XP_001971861.1|DERE
OG0005835	LOC120778005|XP_039965601.1|BTRY	LOC6543723|XP_001971866.1|DERE
OG0005836	LOC120778742|XP_039966645.1|BTRY	LOC6546328|XP_001972940.2|DERE
OG0005837	LOC120780245|XP_039968438.1|BTRY	LOC6554826|XP_001981999.1|DERE
OG0005838	LOC120777945|XP_039965490.1|BTRY	LOC6552061|XP_026835220.1|DERE
OG0005839	LOC120769311|XP_039952188.1|BTRY	LOC6542706|XP_001968458.1|DERE
OG0005840	LOC120775143|XP_039961109.1|BTRY	LOC6551935|XP_001979679.1|DERE
OG0005841	LOC120777742|XP_039965170.1|BTRY	LOC6553308|XP_026831908.1|DERE
OG0005842	LOC120774753|XP_039960446.1|BTRY	LOC6555707|XP_001982551.1|DERE
OG0005843	LOC120777542|XP_039964863.1|BTRY	LOC6545838|XP_001972739.1|DERE
OG0005844	LOC120776820|XP_039963772.1|BTRY	LOC6545088|XP_001973274.1|DERE
OG0005845	LOC120766160|XP_039947479.1|BTRY	LOC6552299|XP_001978896.1|DERE
OG0005846	LOC120773793|XP_039958828.1|BTRY	LOC6552588|XP_026837708.1|DERE
OG0005847	LOC120767031|XP_039948811.1|BTRY	LOC6552459|XP_026831893.1|DERE
OG0005848	LOC120774390|XP_039959934.1|BTRY	LOC6550515|XP_026837645.1|DERE
OG0005849	LOC120774345|XP_039959858.1|BTRY	LOC6550608|XP_026837598.1|DERE
OG0005850	LOC120775349|XP_039961434.1|BTRY	LOC6550511|XP_001977986.1|DERE
OG0005851	LOC120767803|XP_039950006.1|BTRY	LOC6542618|XP_001970085.1|DERE
OG0005852	LOC120782204|XP_039970294.1|BTRY	LOC6553923|XP_001980570.1|DERE
OG0005853	LOC120774248|XP_039959647.1|BTRY	LOC6550166|XP_001977604.1|DERE
OG0005854	LOC120770178|XP_039953331.1|BTRY	LOC6553458|XP_026834639.1|DERE
OG0005855	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY	LOC6551066|XP_026837678.1|DERE
OG0005856	LOC120774523|XP_039960154.1|BTRY	LOC6550710|XP_026838334.1|DERE
OG0005857	LOC120767045|XP_039948832.1|BTRY	LOC6553935|XP_001979486.1|DERE
OG0005858	LOC120773085|XP_039957988.1|BTRY	LOC6553839|XP_001980478.1|DERE
OG0005859	LOC120767270|XP_039949075.1|BTRY	LOC6540704|XP_001968771.2|DERE
OG0005860	LOC120782816|XP_039971242.1|BTRY	LOC6553198|XP_026832010.1|DERE
OG0005861	LOC120774948|XP_039960765.1|BTRY	LOC6555415|XP_026836097.1|DERE
OG0005862	LOC120770152|XP_039953280.1|BTRY	LOC6542877|XP_026834999.1|DERE
OG0005863	LOC120770211|XP_039953399.1|BTRY	LOC6547886|XP_001976430.1|DERE
OG0005864	LOC120782318|XP_039970473.1|BTRY	LOC6552589|XP_001980898.1|DERE
OG0005865	LOC120782534|XP_039970798.1|BTRY	LOC6554714|XP_001981964.1|DERE
OG0005866	LOC120773071|XP_039957947.1|BTRY	LOC6546996|XP_026836847.1|DERE
OG0005867	LOC120767579|XP_039949658.1|BTRY	LOC6541436|XP_026834944.1|DERE
OG0005868	LOC120772291|XP_039956735.1|BTRY	LOC26526846|XP_015012867.1|DERE
OG0005869	LOC120775498|XP_039961639.1|BTRY	LOC6551280|XP_026837262.1|DERE
OG0005870	LOC120775838|XP_039962141.1|BTRY	LOC6555660|XP_001982573.1|DERE
OG0005871	LOC120775752|XP_039962014.1|BTRY	LOC6551136|XP_001978282.1|DERE
OG0005872	LOC120774887|XP_039960682.1|BTRY	LOC6555412|XP_026839638.1|DERE
OG0005873	LOC120766172|XP_039947459.1|BTRY	LOC6552449|XP_001980867.1|DERE
OG0005874	LOC120773544|XP_039958438.1|BTRY	LOC6550650|XP_026837218.1|DERE
OG0005875	LOC120772883|XP_039957665.1|BTRY	LOC6541844|XP_015014752.1|DERE
OG0005876	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY	LOC6551011|XP_026837769.1|DERE
OG0005877	LOC120773591|XP_039958519.1|BTRY	LOC6550665|XP_001977993.1|DERE
OG0005878	LOC120775739|XP_039961991.1|BTRY	LOC6551181|XP_026837768.1|DERE, LOC113564499|XP_026837767.1|DERE
OG0005879	LOC120773656|XP_039958603.1|BTRY	LOC6550271|XP_015010785.1|DERE
OG0005880	LOC120778010|XP_039965609.1|BTRY	LOC6543922|XP_001973657.1|DERE
OG0005881	LOC120777396|XP_039964626.1|BTRY	LOC6544755|XP_001972760.1|DERE
OG0005882	LOC120774503|XP_039960117.1|BTRY	LOC6550557|XP_001977957.1|DERE
OG0005883	LOC120776512|XP_039963154.1|BTRY	LOC6544857|XP_001970996.1|DERE
OG0005884	LOC120777773|XP_039965224.1|BTRY	LOC6546228|XP_001973570.1|DERE
OG0005885	LOC120777710|XP_039965122.1|BTRY	LOC6545557|XP_001972683.1|DERE
OG0005886	LOC120778988|XP_039967022.1|BTRY	LOC6545760|XP_026832656.1|DERE
OG0005887	LOC120777284|XP_039964428.1|BTRY	LOC6544754|XP_015013985.2|DERE
OG0005888	LOC120779116|XP_039967238.1|BTRY	LOC6544166|XP_026832276.1|DERE
OG0005889	LOC120776778|XP_039963690.1|BTRY	LOC6545380|XP_001972587.3|DERE
OG0005890	LOC120776726|XP_039963575.1|BTRY	LOC6550926|XP_001976981.1|DERE
OG0005891	LOC120776727|XP_039963577.1|BTRY	LOC6544729|XP_015013922.1|DERE
OG0005892	LOC120777734|XP_039965158.1|BTRY	LOC6544367|XP_001972426.2|DERE
OG0005893	LOC120776461|XP_039963062.1|BTRY	LOC6544599|XP_001973061.1|DERE
OG0005894	LOC120776462|XP_039963063.1|BTRY	LOC6544600|XP_001973062.1|DERE
OG0005895	LOC120776463|XP_039963064.1|BTRY	LOC6544601|XP_001973063.1|DERE
OG0005896	LOC120777622|XP_039965007.1|BTRY	LOC6546058|XP_001973511.1|DERE
OG0005897	LOC120777214|XP_039964324.1|BTRY	LOC6545440|XP_015013945.1|DERE
OG0005898	LOC120774409|XP_039959969.1|BTRY	LOC6550715|XP_001978097.2|DERE
OG0005899	LOC120771002|XP_039954695.1|BTRY	LOC6542547|XP_001970628.1|DERE
OG0005900	LOC120773415|XP_039958219.1|BTRY	LOC6542207|XP_001968191.1|DERE
OG0005901	LOC120770007|XP_039953034.1|BTRY	LOC6548179|XP_001975088.1|DERE
OG0005902	LOC120772020|XP_039956319.1|BTRY	LOC6549619|XP_001975656.1|DERE
OG0005903	LOC120766482|XP_039947958.1|BTRY	LOC6551785|XP_001980598.3|DERE
OG0005904	LOC120770027|XP_039953069.1|BTRY	LOC6554246|XP_001982095.2|DERE
OG0005905	LOC120776725|XP_039963573.1|BTRY	LOC6545709|XP_015014095.1|DERE
OG0005906	LOC120777480|XP_039964748.1|BTRY	LOC6545252|XP_001973309.3|DERE
OG0005907	LOC120777757|XP_039965190.1|BTRY	LOC6545796|XP_001973424.1|DERE
OG0005908	LOC120778517|XP_039966286.1|BTRY	LOC6544412|XP_026833439.1|DERE
OG0005909	LOC120778270|XP_039965983.1|BTRY	LOC6543931|XP_015014157.1|DERE
OG0005910	LOC120770052|XP_039953105.1|BTRY	LOC6548525|XP_026835949.1|DERE
OG0005911	LOC120772882|XP_039957664.1|BTRY	LOC6548524|XP_001975406.1|DERE
OG0005912	LOC120772682|XP_039957354.1|BTRY	LOC113563681|XP_015011708.1|DERE
OG0005913	LOC120766947|XP_039948978.1|BTRY	LOC6554886|XP_001982241.1|DERE
OG0005914	LOC120772515|XP_039957097.1|BTRY	LOC6549210|XP_001975666.1|DERE
OG0005915	LOC120772061|XP_039956381.1|BTRY	LOC6549212|XP_001975668.1|DERE
OG0005916	LOC120772325|XP_039956790.1|BTRY	LOC6547818|XP_001975005.1|DERE
OG0005917	LOC120772575|XP_039957203.1|BTRY	LOC6547100|XP_001974780.1|DERE
OG0005918	LOC120775513|XP_039961655.1|BTRY	LOC6551506|XP_001978577.1|DERE
OG0005919	LOC120771348|XP_039955229.1|BTRY	LOC6543381|XP_001969173.1|DERE
OG0005920	LOC120770148|XP_039953272.1|BTRY	LOC6548866|XP_001975452.1|DERE
OG0005921	LOC120776354|XP_039962845.1|BTRY	LOC6543771|XP_001971199.1|DERE
OG0005922	LOC120776104|XP_039962527.1|BTRY	LOC6555712|XP_001982556.1|DERE
OG0005923	LOC120776432|XP_039963020.1|BTRY	LOC6544756|XP_001972479.1|DERE
OG0005924	LOC120776438|XP_039963025.1|BTRY	LOC6545531|XP_026832672.1|DERE
OG0005925	LOC120777548|XP_039964871.1|BTRY	LOC6545382|XP_001972589.1|DERE
OG0005926	LOC120774912|XP_039960718.1|BTRY	LOC6550518|XP_001977908.1|DERE
OG0005927	LOC120769877|XP_039952968.1|BTRY	LOC6552832|XP_026831547.1|DERE
OG0005928	LOC120773948|XP_039959103.1|BTRY	LOC6551576|XP_026838516.1|DERE
OG0005929	LOC120781252|XP_039969336.1|BTRY	LOC6545851|XP_001971190.1|DERE
OG0005930	LOC120772517|XP_039957099.1|BTRY	LOC6546602|XP_001976041.1|DERE
OG0005931	LOC120771195|XP_039955025.1|BTRY	LOC6541000|XP_001970756.1|DERE
OG0005932	LOC120771708|XP_039955787.1|BTRY	LOC26526815|XP_026836444.1|DERE
OG0005933	LOC120771207|XP_039955044.1|BTRY	LOC6542533|XP_001970396.1|DERE
OG0005934	LOC120771316|XP_039955189.1|BTRY	LOC6549132|XP_001975587.3|DERE
OG0005935	LOC120779114|XP_039967231.1|BTRY	LOC6544164|XP_001973765.2|DERE
OG0005936	LOC120769204|XP_039952033.1|BTRY	LOC6541733|XP_001970093.1|DERE
OG0005937	LOC120776524|XP_039963182.1|BTRY	LOC6544108|XP_001973763.1|DERE
OG0005938	LOC120771379|XP_039955276.1|BTRY	LOC6548335|XP_026836178.1|DERE
OG0005939	LOC120775695|XP_039961940.1|BTRY	LOC6550592|XP_001978169.1|DERE
OG0005940	LOC120771804|XP_039955941.1|BTRY	LOC6548198|XP_001975081.2|DERE
OG0005941	LOC120772317|XP_039956768.1|BTRY	LOC6548390|XP_001976471.1|DERE
OG0005942	LOC120770202|XP_039953379.1|BTRY	LOC6540960|XP_001970767.1|DERE
OG0005943	LOC120771135|XP_039954934.1|BTRY	LOC6543083|XP_026834091.1|DERE
OG0005944	LOC120773067|XP_039957938.1|BTRY	LOC6541037|XP_026835593.1|DERE
OG0005945	LOC120772015|XP_039956315.1|BTRY	LOC6547162|XP_001976163.1|DERE
OG0005946	LOC120772327|XP_039956794.1|BTRY	LOC6546711|XP_026835703.1|DERE
OG0005947	LOC120771666|XP_039955716.1|BTRY	LOC6548537|XP_026835780.1|DERE
OG0005948	LOC120777409|XP_039964641.1|BTRY	LOC6545254|XP_001973311.1|DERE
OG0005949	LOC120777828|XP_039965299.1|BTRY	LOC6543930|XP_001973665.3|DERE
OG0005950	LOC120768851|XP_039951538.1|BTRY	LOC6543228|XP_015014469.1|DERE
OG0005951	LOC120777845|XP_039965315.1|BTRY	LOC6546099|XP_026833466.1|DERE
OG0005952	LOC120768850|XP_039951535.1|BTRY	LOC6541284|XP_015014912.1|DERE
OG0005953	LOC120767302|XP_039949122.1|BTRY	LOC6548785|XP_001974064.1|DERE
OG0005954	LOC120769558|XP_039952541.1|BTRY	LOC6548781|XP_001974060.1|DERE
OG0005955	LOC120777975|XP_039965549.1|BTRY	LOC6551989|XP_001980797.1|DERE
OG0005956	LOC120770882|XP_039954456.1|BTRY	LOC6546751|XP_001974544.2|DERE
OG0005957	LOC120782472|XP_039970699.1|BTRY	LOC6554674|XP_001981966.1|DERE
OG0005958	LOC120769053|XP_039951836.1|BTRY	LOC6554504|XP_001981738.1|DERE
OG0005959	LOC120768962|XP_039951690.1|BTRY	LOC6542821|XP_001969355.1|DERE
OG0005960	LOC120774058|XP_039959297.1|BTRY	LOC6550209|XP_001977720.1|DERE
OG0005961	LOC120771009|XP_039954708.1|BTRY	LOC6548730|XP_001975400.1|DERE
OG0005962	LOC120770528|XP_039954011.1|BTRY	LOC6547592|XP_001974891.2|DERE
OG0005963	LOC120767709|XP_039949838.1|BTRY	LOC6543023|XP_001969834.1|DERE
OG0005964	LOC120770521|XP_039953997.1|BTRY	LOC6548303|XP_026836002.1|DERE
OG0005965	LOC120770947|XP_039954594.1|BTRY	LOC6542158|XP_001969138.2|DERE
OG0005966	LOC120768409|XP_039951024.1|BTRY	LOC6546831|XP_001975938.1|DERE
OG0005967	LOC120772548|XP_039957167.1|BTRY	LOC6547620|XP_026836555.1|DERE
OG0005968	LOC120771823|XP_039955982.1|BTRY	LOC6547757|XP_015011822.1|DERE
OG0005969	LOC120771673|XP_039955730.1|BTRY	LOC6548130|XP_001976507.3|DERE
OG0005970	LOC120773478|XP_039958331.1|BTRY	LOC6543546|XP_001972299.1|DERE
OG0005971	LOC120770339|XP_039953671.1|BTRY	LOC6549425|XP_001975705.1|DERE
OG0005972	LOC120776728|XP_039963582.1|BTRY	LOC6545927|XP_001973479.1|DERE
OG0005973	LOC120777496|XP_039964775.1|BTRY	LOC6545757|XP_001973401.1|DERE
OG0005974	LOC120778939|XP_039966930.1|BTRY	LOC6545233|XP_015014101.1|DERE
OG0005975	LOC120778119|XP_039965757.1|BTRY	LOC6545925|XP_001973477.1|DERE
OG0005976	LOC120775493|XP_039961632.1|BTRY	LOC113563678|XP_026838537.1|DERE
OG0005977	LOC120774376|XP_039959906.1|BTRY	LOC6547781|XP_001974936.1|DERE
OG0005978	LOC120771040|XP_039954769.1|BTRY	LOC6548276|XP_001975258.1|DERE
OG0005979	LOC120770324|XP_039953640.1|BTRY	LOC6549519|XP_001975811.1|DERE
OG0005980	LOC120771609|XP_039955628.1|BTRY	LOC6542640|XP_001970634.1|DERE
OG0005981	LOC120774381|XP_039959920.1|BTRY	LOC6551262|XP_015010915.1|DERE
OG0005982	LOC120771631|XP_039955658.1|BTRY	LOC6543077|XP_001970627.1|DERE
OG0005983	LOC120775426|XP_039961543.1|BTRY	LOC6550479|XP_001977823.1|DERE
OG0005984	LOC120774024|XP_039959246.1|BTRY	LOC6550064|XP_026837381.1|DERE
OG0005985	LOC120776145|XP_039962619.1|BTRY	LOC6551526|XP_001977169.1|DERE
OG0005986	LOC120775288|XP_039961335.1|BTRY	LOC6550169|XP_001977607.1|DERE
OG0005987	LOC120774128|XP_039959435.1|BTRY	LOC6551667|XP_015011054.1|DERE
OG0005988	LOC120771286|XP_039955148.1|BTRY	LOC6546956|XP_001976025.1|DERE
OG0005989	LOC120770985|XP_039954661.1|BTRY	LOC6549503|XP_001975725.1|DERE
OG0005990	LOC120770511|XP_039953980.1|BTRY	LOC6547040|XP_001974629.1|DERE
OG0005991	LOC120770097|XP_039953189.1|BTRY	LOC6541849|XP_001970401.1|DERE
OG0005992	LOC120777101|XP_039964171.1|BTRY	LOC6546344|XP_001972288.1|DERE
OG0005993	LOC120778634|XP_039966463.1|BTRY	LOC6546346|XP_015013208.1|DERE
OG0005994	LOC120778275|XP_039965989.1|BTRY	LOC6543821|XP_015014144.1|DERE
OG0005995	LOC120776667|XP_039963476.1|BTRY	LOC6545930|XP_001973482.1|DERE
OG0005996	LOC120777391|XP_039964618.1|BTRY	LOC6543927|XP_001973662.1|DERE
OG0005997	LOC120774863|XP_039960626.1|BTRY	LOC6547207|XP_001976156.1|DERE
OG0005998	LOC120778451|XP_039966178.1|BTRY	LOC6545951|XP_001972798.1|DERE
OG0005999	LOC120778534|XP_039966310.1|BTRY	LOC6545236|XP_001971028.1|DERE
OG0006000	LOC120770605|XP_039954143.1|BTRY	LOC6548484|XP_026836753.1|DERE
OG0006001	LOC120777984|XP_039965557.1|BTRY	LOC6544504|XP_015013265.1|DERE
OG0006002	LOC120771022|XP_039954732.1|BTRY	LOC6548017|XP_026836897.1|DERE
OG0006003	LOC120777769|XP_039965213.1|BTRY	LOC6545142|XP_026833295.1|DERE
OG0006004	LOC120773303|XP_039958085.1|BTRY	LOC6552094|XP_001978864.1|DERE
OG0006005	LOC120770474|XP_039953910.1|BTRY	LOC6547111|XP_001976102.1|DERE
OG0006006	LOC120775485|XP_039961623.1|BTRY	LOC6547726|XP_001975015.1|DERE
OG0006007	LOC120770906|XP_039954517.1|BTRY	LOC6542278|XP_001970770.1|DERE
OG0006008	LOC120773576|XP_039958494.1|BTRY	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE
OG0006009	LOC120770981|XP_039954657.1|BTRY	LOC6545988|XP_026832501.1|DERE
OG0006010	LOC120779504|XP_039967742.1|BTRY	LOC6543896|XP_001973647.3|DERE
OG0006011	LOC120779199|XP_039967403.1|BTRY	LOC6544825|XP_026832478.1|DERE
OG0006012	LOC120777278|XP_039964417.1|BTRY	LOC6544459|XP_026833686.1|DERE
OG0006013	LOC120773040|XP_039957904.1|BTRY	LOC6546622|XP_015011631.1|DERE
OG0006014	LOC120778672|XP_039966539.1|BTRY	LOC6545564|XP_001972668.1|DERE
OG0006015	LOC120772024|XP_039956325.1|BTRY	LOC6548996|XP_001975547.1|DERE
OG0006016	LOC120770287|XP_039953557.1|BTRY	LOC6543133|XP_026834138.1|DERE
OG0006017	LOC120770556|XP_039954066.1|BTRY	LOC6546891|XP_001975972.1|DERE
OG0006018	LOC120771163|XP_039954976.1|BTRY	LOC6547293|XP_001974775.1|DERE
OG0006019	LOC120770013|XP_039953039.1|BTRY	LOC26526063|XP_015012731.1|DERE
OG0006020	LOC120777859|XP_039965337.1|BTRY	LOC6546071|XP_026833266.1|DERE
OG0006021	LOC120777871|XP_039965359.1|BTRY	LOC6545167|XP_001972575.1|DERE
OG0006022	LOC120768172|XP_039950669.1|BTRY	LOC6542492|XP_001969629.1|DERE
OG0006023	LOC120770456|XP_039953887.1|BTRY	LOC6554574|XP_026834675.1|DERE
OG0006024	LOC120776155|XP_039962643.1|BTRY	LOC6550490|XP_026837301.1|DERE
OG0006025	LOC120772260|XP_039956696.1|BTRY	LOC6546852|XP_026835645.1|DERE
OG0006026	LOC120778670|XP_039966540.1|BTRY	LOC6555119|XP_001982261.2|DERE
OG0006027	LOC120770758|XP_039954277.1|BTRY	LOC6549641|XP_001975759.1|DERE
OG0006028	LOC120771252|XP_039955101.1|BTRY	LOC6549557|XP_001975645.1|DERE
OG0006029	LOC120769983|XP_039952992.1|BTRY	LOC6542208|XP_001970404.1|DERE
OG0006030	LOC120767775|XP_039949953.1|BTRY	LOC6554690|XP_001981950.1|DERE
OG0006031	LOC120772224|XP_039956643.1|BTRY	LOC6546923|XP_001975994.3|DERE
OG0006032	LOC120773449|XP_039958273.1|BTRY	LOC6549914|XP_015011401.1|DERE
OG0006033	LOC120772003|XP_039956295.1|BTRY	LOC6546888|XP_001975969.1|DERE
OG0006034	LOC120773861|XP_039958951.1|BTRY	LOC6553471|XP_001979371.2|DERE
OG0006035	LOC120776589|XP_039963295.1|BTRY	LOC6553091|XP_001980110.1|DERE
OG0006036	LOC120778569|XP_039966368.1|BTRY	LOC6543036|XP_001969322.2|DERE
OG0006037	LOC120771685|XP_039955750.1|BTRY	LOC6549081|XP_001975600.1|DERE
OG0006038	LOC120782429|XP_039970645.1|BTRY	LOC6552602|XP_001978995.1|DERE
OG0006039	LOC120771660|XP_039955709.1|BTRY	LOC6540973|XP_001970775.1|DERE
OG0006040	LOC120771485|XP_039955457.1|BTRY	LOC6549269|XP_001975711.1|DERE
OG0006041	LOC120775538|XP_039961694.1|BTRY	LOC6551475|XP_001978508.1|DERE
OG0006042	LOC120772708|XP_039957387.1|BTRY	LOC6546593|XP_026836532.1|DERE
OG0006043	LOC120778047|XP_039965656.1|BTRY	LOC6546390|XP_026833337.1|DERE
OG0006044	LOC120782467|XP_039970694.1|BTRY	LOC6555745|XP_001982448.1|DERE
OG0006045	LOC120772836|XP_039957579.1|BTRY	LOC6541445|XP_001970781.1|DERE
OG0006046	LOC120770391|XP_039953755.1|BTRY	LOC6548165|XP_001975271.2|DERE
OG0006047	LOC120777340|XP_039964524.1|BTRY	LOC6545595|XP_001972707.1|DERE
OG0006048	LOC120776743|XP_039963614.1|BTRY	LOC6544542|XP_001972404.1|DERE
OG0006049	LOC120766858|XP_039948520.1|BTRY	LOC6550103|XP_001978191.1|DERE
OG0006050	LOC120768038|XP_039950475.1|BTRY	LOC6554743|XP_001981086.1|DERE
OG0006051	LOC120766630|XP_039948180.1|BTRY	LOC6551090|XP_001977104.1|DERE
OG0006052	LOC120770935|XP_039954573.1|BTRY	LOC6548456|XP_026836505.1|DERE
OG0006053	LOC120775178|XP_039961166.1|BTRY	LOC6544778|XP_001971684.1|DERE
OG0006054	LOC120779507|XP_039967747.1|BTRY	LOC6555869|XP_001982746.3|DERE
OG0006055	LOC120775162|XP_039961144.1|BTRY	LOC6553671|XP_001980413.1|DERE
OG0006056	LOC120772585|XP_039957226.1|BTRY	LOC6546592|XP_001975481.1|DERE
OG0006057	LOC120777753|XP_039965184.1|BTRY	LOC6545725|XP_026833012.1|DERE
OG0006058	LOC120766318|XP_039947674.1|BTRY	LOC6553880|XP_001979591.1|DERE
OG0006059	LOC120778982|XP_039967008.1|BTRY	LOC6545460|XP_015013160.1|DERE
OG0006060	LOC120778983|XP_039967013.1|BTRY	LOC6545461|XP_026832260.1|DERE
OG0006061	LOC120770891|XP_039954486.1|BTRY	LOC6549937|XP_001978685.1|DERE
OG0006062	LOC120782683|XP_039971008.1|BTRY	LOC6551824|XP_001980585.1|DERE
OG0006063	LOC120769319|XP_039952203.1|BTRY	LOC6541343|XP_001969376.1|DERE
OG0006064	LOC120773060|XP_039957927.1|BTRY	LOC6549594|XP_001975662.1|DERE
OG0006065	LOC120776958|XP_039963982.1|BTRY	LOC6546520|XP_001971273.1|DERE
OG0006066	LOC120773005|XP_039957857.1|BTRY	LOC6543337|XP_026834989.1|DERE
OG0006067	LOC120770889|XP_039954468.1|BTRY	LOC6542186|XP_015014775.1|DERE
OG0006068	LOC120776106|XP_039962529.1|BTRY	LOC6550494|XP_001977809.1|DERE
OG0006069	LOC120777418|XP_039964651.1|BTRY	LOC6546362|XP_001972894.1|DERE
OG0006070	LOC120778781|XP_039966699.1|BTRY	LOC6543918|XP_001973653.1|DERE
OG0006071	LOC120776023|XP_039962440.1|BTRY, LOC120766354|XP_039947718.1|BTRY	LOC6554384|XP_001981507.1|DERE
OG0006072	LOC120776959|XP_039963983.1|BTRY	LOC6546519|XP_001971272.1|DERE
OG0006073	LOC120777722|XP_039965146.1|BTRY	LOC6545204|XP_001971065.1|DERE
OG0006074	LOC120774704|XP_039960367.1|BTRY	LOC6551170|XP_001977068.2|DERE
OG0006075	LOC120774552|XP_039960217.1|BTRY	LOC6551508|XP_001978579.1|DERE
OG0006076	LOC120772343|XP_039956840.1|BTRY	LOC6549057|XP_001975579.1|DERE
OG0006077	LOC120777957|XP_039965507.1|BTRY	LOC6545407|XP_001973376.2|DERE
OG0006078	LOC120777961|XP_039965512.1|BTRY	LOC6545408|XP_001973377.1|DERE
OG0006079	LOC120776919|XP_039963924.1|BTRY	LOC6546118|XP_001973535.1|DERE
OG0006080	LOC120778178|XP_039965848.1|BTRY	LOC6544865|XP_001973161.1|DERE
OG0006081	LOC120772183|XP_039956564.1|BTRY	LOC6543324|XP_015015033.1|DERE
OG0006082	LOC120771354|XP_039955242.1|BTRY	LOC6541272|XP_001969179.1|DERE
OG0006083	LOC120776796|XP_039963716.1|BTRY	LOC6545089|XP_001973275.1|DERE
OG0006084	LOC120777272|XP_039964409.1|BTRY	LOC6544298|XP_015014040.1|DERE
OG0006085	LOC120782515|XP_039970757.1|BTRY	LOC6543901|XP_001973652.2|DERE
OG0006086	LOC120778618|XP_039966432.1|BTRY	LOC6543921|XP_015014155.1|DERE
OG0006087	LOC120780132|XP_039968346.1|BTRY	LOC6548166|XP_001975272.1|DERE
OG0006088	LOC120777613|XP_039964996.1|BTRY	LOC6546359|XP_001972891.1|DERE
OG0006089	LOC120775253|XP_039961268.1|BTRY	LOC6551080|XP_001976948.1|DERE
OG0006090	LOC120777318|XP_039964489.1|BTRY	LOC6545397|XP_026833164.1|DERE
OG0006091	LOC120778519|XP_039966287.1|BTRY	LOC6543964|XP_001972214.3|DERE
OG0006092	LOC120775448|XP_039961567.1|BTRY	LOC26526212|XP_026838232.1|DERE
OG0006093	LOC120772746|XP_039957441.1|BTRY	LOC6541388|XP_001969136.1|DERE
OG0006094	LOC120767793|XP_039949991.1|BTRY	LOC6544479|XP_026833694.1|DERE
