Orthogroup	BTRY.longest_only	DVIR.longest_only
OG0003789	LOC120772857|XP_039957608.1|BTRY	LOC6626349|XP_015029237.1|DVIR
OG0003790	LOC120778949|XP_039966948.1|BTRY	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR
OG0003791	LOC120772089|XP_039956428.1|BTRY	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR
OG0003792	LOC120772358|XP_039956857.1|BTRY	LOC6626653|XP_002049883.1|DVIR
OG0003793	LOC120771096|XP_039954863.1|BTRY	LOC6627258|XP_002048879.1|DVIR
OG0003794	LOC120770877|XP_039954447.1|BTRY	LOC6625985|XP_002050063.1|DVIR
OG0003795	LOC120776872|XP_039963863.1|BTRY	LOC6622255|XP_032290735.1|DVIR
OG0003796	LOC120766938|XP_039948621.1|BTRY	LOC6632223|XP_002055891.2|DVIR
OG0003797	LOC120769006|XP_039951779.1|BTRY	LOC6634164|XP_002057531.1|DVIR
OG0003798	LOC120772225|XP_039956644.1|BTRY	LOC6636452|XP_032291729.1|DVIR
OG0003799	LOC120771143|XP_039954945.1|BTRY	LOC6626015|XP_002050239.3|DVIR
OG0003800	LOC120768454|XP_039951089.1|BTRY	LOC6633894|XP_002057587.1|DVIR
OG0003801	LOC120769469|XP_039952422.1|BTRY	LOC6634351|XP_002057815.1|DVIR
OG0003802	LOC120769429|XP_039952344.1|BTRY	LOC6634003|XP_002057824.1|DVIR
OG0003803	LOC120776136|XP_039962610.1|BTRY	LOC6632221|XP_002055889.1|DVIR
OG0003804	LOC120769259|XP_039952094.1|BTRY	LOC6634389|XP_032293690.1|DVIR
OG0003805	LOC120767964|XP_039950291.1|BTRY	LOC6635627|XP_002059119.1|DVIR
OG0003806	LOC120767889|XP_039950148.1|BTRY	LOC6629176|XP_002052371.1|DVIR
OG0003807	LOC120781394|XP_039969535.1|BTRY	LOC6628914|XP_032293546.1|DVIR
OG0003808	LOC120776703|XP_039963527.1|BTRY	LOC6623651|XP_032290185.1|DVIR
OG0003809	LOC120768646|XP_039951349.1|BTRY	LOC6627941|XP_002052666.1|DVIR
OG0003810	LOC120770941|XP_039954584.1|BTRY	LOC6626421|XP_032292316.1|DVIR
OG0003811	LOC120771383|XP_039955284.1|BTRY	LOC6627102|XP_002049945.1|DVIR
OG0003812	LOC120767536|XP_039949563.1|BTRY	LOC6628759|XP_032294343.1|DVIR
OG0003813	LOC120768345|XP_039950933.1|BTRY	LOC6629150|XP_002052444.1|DVIR
OG0003814	LOC120769569|XP_039952557.1|BTRY	LOC6635671|XP_002059206.1|DVIR
OG0003815	LOC120767086|XP_039948891.1|BTRY	LOC6629893|XP_002053988.1|DVIR
OG0003816	LOC120781400|XP_039969544.1|BTRY	LOC6634301|XP_015025271.1|DVIR
OG0003817	LOC120781449|XP_039969598.1|BTRY	LOC6634384|XP_002057578.1|DVIR
OG0003818	LOC120767957|XP_039950278.1|BTRY	LOC6627880|XP_002052004.1|DVIR
OG0003819	LOC120767850|XP_039950083.1|BTRY	LOC6627410|XP_002051920.1|DVIR
OG0003820	LOC120775591|XP_039961765.1|BTRY	LOC6632454|XP_002056300.1|DVIR
OG0003821	LOC120772117|XP_039956463.1|BTRY	LOC6624802|XP_002050196.1|DVIR
OG0003822	LOC120767558|XP_039949628.1|BTRY	LOC6628012|XP_002051316.1|DVIR
OG0003823	LOC120767381|XP_039949306.1|BTRY	LOC6628441|XP_002052226.2|DVIR
OG0003824	LOC120769746|XP_039952836.1|BTRY	LOC6633939|XP_032293555.1|DVIR
OG0003825	LOC120769059|XP_039951846.1|BTRY	LOC6634372|XP_002057566.1|DVIR
OG0003826	LOC120768144|XP_039950636.1|BTRY	LOC6628101|XP_002052425.1|DVIR
OG0003827	LOC120768332|XP_039950905.1|BTRY	LOC6634385|XP_002057579.2|DVIR
OG0003828	LOC120768076|XP_039950539.1|BTRY	LOC6634387|XP_002057581.2|DVIR
OG0003829	LOC120769191|XP_039952019.1|BTRY	LOC6634128|XP_002057516.2|DVIR
OG0003830	LOC120768184|XP_039950686.1|BTRY	LOC6628491|XP_002051486.2|DVIR
OG0003831	LOC120769052|XP_039951839.1|BTRY	LOC6631084|XP_015027545.1|DVIR
OG0003832	LOC120769076|XP_039951870.1|BTRY	LOC6628075|XP_002051440.1|DVIR
OG0003833	LOC120769041|XP_039951820.1|BTRY	LOC6628072|XP_002051437.1|DVIR
OG0003834	LOC120767540|XP_039949578.1|BTRY	LOC6627544|XP_002052491.2|DVIR
OG0003835	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY	LOC6634246|XP_032293506.1|DVIR
OG0003836	LOC120778057|XP_039965673.1|BTRY	LOC6628470|XP_002051545.2|DVIR
OG0003837	LOC120769055|XP_039951838.1|BTRY	LOC6628468|XP_032293803.1|DVIR
OG0003838	LOC120768521|XP_039951185.1|BTRY	LOC6627961|XP_002052537.1|DVIR
OG0003839	LOC120768141|XP_039950632.1|BTRY	LOC6634181|XP_002057439.1|DVIR
OG0003840	LOC120772733|XP_039957430.1|BTRY	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR
OG0003841	LOC120768664|XP_039951376.1|BTRY	LOC6627529|XP_002051973.2|DVIR
OG0003842	LOC120768016|XP_039950394.1|BTRY	LOC6627822|XP_002051135.1|DVIR
OG0003843	LOC120767352|XP_039949252.1|BTRY	LOC6633975|XP_002057483.3|DVIR
OG0003844	LOC120768097|XP_039950571.1|BTRY	LOC6634221|XP_032293755.1|DVIR
OG0003845	LOC120767388|XP_039949330.1|BTRY	LOC6628509|XP_032293776.1|DVIR
OG0003846	LOC120781597|XP_039969766.1|BTRY	LOC6634039|XP_015025330.1|DVIR
OG0003848	LOC120767455|XP_039949458.1|BTRY	LOC6631117|XP_002054237.1|DVIR
OG0003849	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY	LOC6626213|XP_002050548.2|DVIR
OG0003850	LOC120767806|XP_039950010.1|BTRY	LOC6634045|XP_015025255.1|DVIR
OG0003851	LOC120776361|XP_039962870.1|BTRY	LOC6635849|XP_002059461.1|DVIR
OG0003852	LOC120768391|XP_039950997.1|BTRY	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR
OG0003853	LOC120770158|XP_039953288.1|BTRY	LOC6627274|XP_032292311.1|DVIR
OG0003854	LOC120768576|XP_039951257.1|BTRY	LOC6627707|XP_002051991.1|DVIR
OG0003855	LOC120769132|XP_039951933.1|BTRY	LOC6627706|XP_002051990.2|DVIR
OG0003856	LOC120768469|XP_039951108.1|BTRY	LOC6627807|XP_032294269.1|DVIR
OG0003857	LOC120767588|XP_039949670.1|BTRY	LOC6635641|XP_032294704.1|DVIR
OG0003858	LOC120773862|XP_039958947.1|BTRY	LOC6634676|XP_032296466.1|DVIR
OG0003859	LOC120767958|XP_039950281.1|BTRY	LOC6627328|XP_002051924.1|DVIR
OG0003860	LOC120770567|XP_039954080.1|BTRY	LOC6635806|XP_002059315.2|DVIR
OG0003861	LOC120768927|XP_039951641.1|BTRY	LOC6629121|XP_002052113.1|DVIR
OG0003862	LOC120767456|XP_039949460.1|BTRY	LOC6628171|XP_015028196.2|DVIR
OG0003863	LOC120769308|XP_039952175.1|BTRY	LOC6627669|XP_002051109.2|DVIR
OG0003864	LOC120768969|XP_039951697.1|BTRY	LOC6627668|XP_002051108.1|DVIR
OG0003865	LOC120782585|XP_039970867.1|BTRY	LOC6630236|XP_002054576.1|DVIR
OG0003866	LOC120768493|XP_039951144.1|BTRY	LOC6634053|XP_032293820.1|DVIR
OG0003867	LOC120768633|XP_039951332.1|BTRY	LOC26531466|XP_032294254.1|DVIR
OG0003868	LOC120768893|XP_039951580.1|BTRY	LOC6633616|XP_002057185.2|DVIR
OG0003869	LOC120768255|XP_039950783.1|BTRY	LOC6628233|XP_002051803.1|DVIR
OG0003870	LOC120767359|XP_039949261.1|BTRY	LOC6629032|XP_032294539.1|DVIR
OG0003871	LOC120768127|XP_039950615.1|BTRY	LOC6627899|XP_002051813.1|DVIR
OG0003872	LOC120772285|XP_039956729.1|BTRY	LOC6624756|XP_002049750.1|DVIR
OG0003873	LOC120767300|XP_039949120.1|BTRY	LOC6635636|XP_002059241.1|DVIR
OG0003874	LOC120768978|XP_039951713.1|BTRY	LOC6634061|XP_032293788.1|DVIR
OG0003875	LOC120768231|XP_039950751.1|BTRY	LOC6634125|XP_002057726.1|DVIR
OG0003876	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY	LOC6627842|XP_002051732.1|DVIR
OG0003877	LOC120769454|XP_039952392.1|BTRY	LOC6634146|XP_002057623.1|DVIR
OG0003878	LOC120768036|XP_039950466.1|BTRY	LOC6627329|XP_015028803.1|DVIR
OG0003879	LOC120776950|XP_039963971.1|BTRY	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR
OG0003880	LOC120777635|XP_039965021.1|BTRY	LOC26530969|XP_032291108.1|DVIR
OG0003881	LOC120771202|XP_039955036.1|BTRY	LOC6626306|XP_002048785.1|DVIR
OG0003882	LOC120771968|XP_039956246.1|BTRY	LOC6636376|XP_002059905.2|DVIR
OG0003883	LOC120774902|XP_039960704.1|BTRY	LOC6632030|XP_015026411.2|DVIR
OG0003884	LOC120767732|XP_039949874.1|BTRY	LOC6634321|XP_002057461.1|DVIR
OG0003885	LOC120768412|XP_039951028.1|BTRY	LOC6628223|XP_002051171.1|DVIR
OG0003886	LOC120769785|XP_039952906.1|BTRY	LOC6628224|XP_002051172.1|DVIR
OG0003887	LOC120767189|XP_039948922.1|BTRY	LOC6627530|XP_002051974.2|DVIR
OG0003888	LOC120782586|XP_039970868.1|BTRY	LOC6633042|XP_002056265.2|DVIR
OG0003889	LOC120769235|XP_039952069.1|BTRY	LOC6629064|XP_002051608.1|DVIR
OG0003891	LOC120768419|XP_039951034.1|BTRY	LOC6634338|XP_002057466.1|DVIR
OG0003892	LOC120776350|XP_039962839.1|BTRY	LOC6636850|XP_002060280.1|DVIR
OG0003893	LOC120768061|XP_039950516.1|BTRY	LOC6634184|XP_002057442.1|DVIR
OG0003894	LOC120781730|XP_039969900.1|BTRY	LOC6628045|XP_002051156.1|DVIR
OG0003895	LOC120771308|XP_039955177.1|BTRY	LOC6631461|XP_002055549.2|DVIR
OG0003896	LOC120771037|XP_039954760.1|BTRY	LOC6626174|XP_002050159.2|DVIR
OG0003897	LOC120772919|XP_039957753.1|BTRY	LOC6625893|XP_002050114.1|DVIR
OG0003898	LOC120768430|XP_039951048.1|BTRY	LOC6634258|XP_002057644.1|DVIR
OG0003899	LOC120767233|XP_039948996.1|BTRY	LOC6627774|XP_002052836.1|DVIR
OG0003900	LOC120767961|XP_039950286.1|BTRY	LOC6635686|XP_002059281.1|DVIR
OG0003901	LOC120767728|XP_039949871.1|BTRY	LOC6635642|XP_002059188.1|DVIR
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC6635643|XP_002059189.1|DVIR
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC6629099|XP_002051683.1|DVIR
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC6629100|XP_002051684.1|DVIR
OG0003905	LOC120770373|XP_039953724.1|BTRY	LOC6629322|XP_002053055.2|DVIR
OG0003906	LOC120771966|XP_039956236.1|BTRY	LOC6626088|XP_032293160.1|DVIR
OG0003907	LOC120769134|XP_039951940.1|BTRY	LOC6628727|XP_032294092.1|DVIR
OG0003908	LOC120768375|XP_039950974.1|BTRY	LOC6628728|XP_002052881.1|DVIR
OG0003909	LOC120772153|XP_039956518.1|BTRY	LOC6636440|XP_002059829.1|DVIR, LOC116649738|XP_032291660.1|DVIR
OG0003910	LOC120772356|XP_039956856.1|BTRY	LOC6636439|XP_002059828.3|DVIR, LOC116650873|XP_032291666.1|DVIR
OG0003911	LOC120767626|XP_039949718.1|BTRY	LOC6635705|XP_002059254.1|DVIR
OG0003912	LOC120769672|XP_039952725.1|BTRY	LOC6628554|XP_002052180.2|DVIR
OG0003913	LOC120781698|XP_039969848.1|BTRY	LOC6634316|XP_015025260.1|DVIR
OG0003914	LOC120776102|XP_039962526.1|BTRY	LOC6627740|XP_002051124.1|DVIR
OG0003915	LOC120774736|XP_039960423.1|BTRY	LOC6634437|XP_002057911.1|DVIR
OG0003916	LOC120767883|XP_039950143.1|BTRY	LOC6627829|XP_002051753.2|DVIR
OG0003917	LOC120769328|XP_039952218.1|BTRY	LOC6628185|XP_002052919.3|DVIR
OG0003918	LOC120768489|XP_039951139.1|BTRY	LOC6627549|XP_002052284.1|DVIR
OG0003919	LOC120768180|XP_039950681.1|BTRY	LOC6629070|XP_032293543.1|DVIR
OG0003920	LOC120771870|XP_039956055.1|BTRY	LOC6625491|XP_002048828.1|DVIR
OG0003921	LOC120781966|XP_039970076.1|BTRY	LOC6628902|XP_032294109.1|DVIR
OG0003922	LOC120767321|XP_039949189.1|BTRY	LOC6627916|XP_002051766.1|DVIR
OG0003923	LOC120781487|XP_039969646.1|BTRY	LOC6636241|XP_002059754.1|DVIR
OG0003924	LOC120771913|XP_039956134.1|BTRY	LOC6625758|XP_002048724.1|DVIR
OG0003925	LOC120767367|XP_039949275.1|BTRY	LOC6628674|XP_002051848.2|DVIR
OG0003926	LOC120769175|XP_039951995.1|BTRY	LOC6628544|XP_002051856.1|DVIR
OG0003927	LOC120768953|XP_039951676.1|BTRY	LOC6628750|XP_002052319.1|DVIR, LOC116651675|XP_032294405.1|DVIR
OG0003928	LOC120769441|XP_039952358.1|BTRY	LOC6629089|XP_002052436.1|DVIR
OG0003929	LOC120768849|XP_039951534.1|BTRY	LOC6627835|XP_032294462.1|DVIR
OG0003930	LOC120768223|XP_039950735.1|BTRY	LOC6627294|XP_002052466.1|DVIR
OG0003931	LOC120769450|XP_039952377.1|BTRY	LOC6627454|XP_015028663.1|DVIR
OG0003932	LOC120770260|XP_039953504.1|BTRY	LOC6625999|XP_032292707.1|DVIR
OG0003933	LOC120768501|XP_039951159.1|BTRY	LOC6635678|XP_032294650.1|DVIR
OG0003934	LOC120767794|XP_039949993.1|BTRY	LOC6629196|XP_002051598.1|DVIR
OG0003935	LOC120770187|XP_039953351.1|BTRY	LOC6627275|XP_002050652.1|DVIR
OG0003936	LOC120770188|XP_039953352.1|BTRY	LOC6627276|XP_002050653.1|DVIR
OG0003937	LOC120771053|XP_039954790.1|BTRY	LOC6636332|XP_002059931.1|DVIR
OG0003938	LOC120767383|XP_039949313.1|BTRY	LOC6628116|XP_032294590.1|DVIR
OG0003939	LOC120767384|XP_039949322.1|BTRY	LOC6627963|XP_002051616.1|DVIR
OG0003940	LOC120768526|XP_039951189.1|BTRY	LOC6629219|XP_002051939.1|DVIR
OG0003941	LOC120769123|XP_039951919.1|BTRY	LOC6628139|XP_002052307.1|DVIR
OG0003942	LOC120769499|XP_039952464.1|BTRY	LOC6628427|XP_002051866.1|DVIR
OG0003943	LOC120771046|XP_039954781.1|BTRY	LOC6627681|XP_002051738.1|DVIR
OG0003944	LOC120769147|XP_039951956.1|BTRY	LOC6628313|XP_002052737.1|DVIR
OG0003945	LOC120770421|XP_039953800.1|BTRY	LOC6625871|XP_002050791.1|DVIR
OG0003946	LOC120768155|XP_039950650.1|BTRY	LOC6633993|XP_002057660.1|DVIR
OG0003947	LOC120768003|XP_039950360.1|BTRY	LOC6633914|XP_002057648.1|DVIR
OG0003948	LOC120769286|XP_039952140.1|BTRY	LOC6628216|XP_002052702.1|DVIR
OG0003949	LOC120768926|XP_039951640.1|BTRY	LOC6628217|XP_032294242.1|DVIR
OG0003950	LOC120769118|XP_039951912.1|BTRY	LOC6627581|XP_002051394.1|DVIR
OG0003951	LOC120768587|XP_039951280.1|BTRY	LOC6627575|XP_002051388.1|DVIR
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	LOC6629228|XP_002051254.1|DVIR
OG0003953	LOC120767894|XP_039950165.1|BTRY	LOC6627646|XP_002052497.1|DVIR
OG0003954	LOC120769404|XP_039952316.1|BTRY	LOC6623948|XP_032290472.1|DVIR
OG0003955	LOC120781768|XP_039969934.1|BTRY	LOC26531326|XP_015028920.1|DVIR
OG0003956	LOC120769221|XP_039952051.1|BTRY	LOC6628651|XP_032293968.1|DVIR
OG0003957	LOC120777534|XP_039964850.1|BTRY	LOC6624077|XP_002046872.1|DVIR
OG0003958	LOC120775287|XP_039961334.1|BTRY	LOC6631912|XP_032296272.1|DVIR
OG0003959	LOC120771796|XP_039955928.1|BTRY	LOC6635895|XP_032291824.1|DVIR
OG0003960	LOC120774502|XP_039960115.1|BTRY	LOC6631312|XP_002055055.1|DVIR
OG0003961	LOC120767788|XP_039949980.1|BTRY	LOC6628451|XP_002051654.1|DVIR
OG0003962	LOC120767449|XP_039949450.1|BTRY	LOC6628421|XP_002051860.1|DVIR
OG0003963	LOC120768153|XP_039950648.1|BTRY	LOC6634118|XP_002057719.1|DVIR
OG0003964	LOC120767642|XP_039949747.1|BTRY	LOC6628377|XP_002052629.2|DVIR
OG0003965	LOC120767946|XP_039950265.1|BTRY	LOC6628038|XP_032294399.1|DVIR
OG0003966	LOC120767770|XP_039949943.1|BTRY	LOC6627489|XP_002051294.1|DVIR
OG0003967	LOC120771942|XP_039956175.1|BTRY	LOC6627040|XP_032292667.1|DVIR
OG0003968	LOC120772326|XP_039956791.1|BTRY	LOC6624770|XP_015030110.1|DVIR
OG0003969	LOC120770917|XP_039954547.1|BTRY	LOC6625897|XP_002050118.1|DVIR
OG0003970	LOC120767347|XP_039949239.1|BTRY	LOC6627771|XP_002052833.2|DVIR
OG0003971	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY	LOC6629057|XP_002052385.2|DVIR
OG0003972	LOC120777946|XP_039965492.1|BTRY	LOC6622070|XP_032290704.1|DVIR
OG0003973	LOC120771948|XP_039956192.1|BTRY	LOC6627255|XP_015029603.1|DVIR
OG0003974	LOC120782346|XP_039970513.1|BTRY	LOC6624826|XP_002049565.1|DVIR
OG0003975	LOC120767633|XP_039949727.1|BTRY	LOC6633982|XP_032293461.1|DVIR
OG0003976	LOC120768221|XP_039950731.1|BTRY	LOC6633934|XP_002057604.1|DVIR
OG0003977	LOC120768637|XP_039951336.1|BTRY	LOC6634323|XP_002057676.1|DVIR
OG0003978	LOC120776803|XP_039963731.1|BTRY	LOC6622411|XP_002047494.1|DVIR
OG0003979	LOC120769781|XP_039952899.1|BTRY	LOC6635665|XP_002059200.1|DVIR
OG0003980	LOC120782383|XP_039970559.1|BTRY	LOC6630103|XP_002053696.1|DVIR
OG0003981	LOC120767590|XP_039949672.1|BTRY	LOC6635668|XP_002059203.1|DVIR
OG0003982	LOC120781665|XP_039969820.1|BTRY	LOC6634291|XP_002057443.2|DVIR
OG0003983	LOC120769620|XP_039952657.1|BTRY	LOC6634147|XP_002057624.1|DVIR
OG0003984	LOC120768278|XP_039950812.1|BTRY	LOC6628463|XP_002051538.1|DVIR
OG0003985	LOC120767949|XP_039950268.1|BTRY	LOC26531443|XP_015028934.1|DVIR
OG0003986	LOC120781853|XP_039970005.1|BTRY	LOC6628630|XP_002052572.3|DVIR
OG0003987	LOC120781124|XP_039969193.1|BTRY	LOC6628629|XP_002052571.1|DVIR
OG0003988	LOC120767972|XP_039950317.1|BTRY	LOC6628886|XP_032294612.1|DVIR
OG0003989	LOC120767639|XP_039949741.1|BTRY	LOC6629207|XP_002052626.1|DVIR
OG0003990	LOC120769368|XP_039952265.1|BTRY	LOC6628516|XP_002051502.1|DVIR
OG0003991	LOC120767920|XP_039950213.1|BTRY	LOC6627371|XP_002052137.2|DVIR
OG0003992	LOC120767991|XP_039950344.1|BTRY	LOC6627310|XP_032294184.1|DVIR
OG0003993	LOC120767812|XP_039950024.1|BTRY	LOC6629020|XP_032294296.1|DVIR
OG0003994	LOC120780854|XP_039969027.1|BTRY	LOC6630222|XP_002054796.1|DVIR
OG0003995	LOC120771452|XP_039955397.1|BTRY	LOC6625759|XP_002048725.1|DVIR
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	LOC6626966|XP_002048709.2|DVIR
OG0003997	LOC120767199|XP_039948934.1|BTRY	LOC6628702|XP_032294206.1|DVIR
OG0003998	LOC120767458|XP_039949465.1|BTRY	LOC26530690|XP_015028841.1|DVIR
OG0003999	LOC120768709|XP_039951413.1|BTRY	LOC6627484|XP_002051289.1|DVIR
OG0004000	LOC120775677|XP_039961902.1|BTRY	LOC6635549|XP_002059096.3|DVIR
OG0004001	LOC120772881|XP_039957661.1|BTRY	LOC6635313|XP_002058848.1|DVIR
OG0004002	LOC120768307|XP_039950877.1|BTRY	LOC6634007|XP_002057828.1|DVIR
OG0004003	LOC120781719|XP_039969886.1|BTRY	LOC6629211|XP_032293490.1|DVIR
OG0004004	LOC120769738|XP_039952826.1|BTRY	LOC6627675|XP_032294624.1|DVIR
OG0004005	LOC120769739|XP_039952827.1|BTRY	LOC6628032|XP_032294620.1|DVIR
OG0004006	LOC120767755|XP_039949904.1|BTRY	LOC6627495|XP_002052203.1|DVIR
OG0004007	LOC120768258|XP_039950785.1|BTRY	LOC6628232|XP_002051802.1|DVIR
OG0004008	LOC120767756|XP_039949906.1|BTRY	LOC6628720|XP_032293914.1|DVIR
OG0004009	LOC120769294|XP_039952157.1|BTRY	LOC6627351|XP_002051962.1|DVIR
OG0004010	LOC120769106|XP_039951900.1|BTRY	LOC6633974|XP_015025272.1|DVIR
OG0004011	LOC120769195|XP_039952024.1|BTRY	LOC6634064|XP_002057866.2|DVIR
OG0004012	LOC120777788|XP_039965252.1|BTRY	LOC6631213|XP_002053956.1|DVIR
OG0004013	LOC120768057|XP_039950508.1|BTRY	LOC6634048|XP_002057501.1|DVIR
OG0004014	LOC120777667|XP_039965057.1|BTRY	LOC6622581|XP_002047981.1|DVIR
OG0004015	LOC120769231|XP_039952062.1|BTRY	LOC6629102|XP_002051686.1|DVIR
OG0004016	LOC120768088|XP_039950559.1|BTRY	LOC6633887|XP_002057420.1|DVIR
OG0004017	LOC120767857|XP_039950099.1|BTRY	LOC6635699|XP_002059272.1|DVIR
OG0004018	LOC120771850|XP_039956027.1|BTRY	LOC6636399|XP_002059968.1|DVIR
OG0004019	LOC120778472|XP_039966217.1|BTRY	LOC6629162|XP_002052365.1|DVIR
OG0004020	LOC120768941|XP_039951660.1|BTRY	LOC6627321|XP_002051697.1|DVIR
OG0004021	LOC120772601|XP_039957250.1|BTRY	LOC6627316|XP_002051692.1|DVIR
OG0004022	LOC120769510|XP_039952480.1|BTRY	LOC6627831|XP_002051755.1|DVIR
OG0004023	LOC120769630|XP_039952669.1|BTRY	LOC6626136|XP_032293155.1|DVIR
OG0004024	LOC120769323|XP_039952208.1|BTRY	LOC6627567|XP_032294440.1|DVIR
OG0004025	LOC120769027|XP_039951802.1|BTRY	LOC6629090|XP_002052437.1|DVIR
OG0004026	LOC120769069|XP_039951859.1|BTRY	LOC6628501|XP_002051836.1|DVIR
OG0004028	LOC120768830|XP_039951516.1|BTRY	LOC6634242|XP_015025340.1|DVIR
OG0004029	LOC120781541|XP_039969707.1|BTRY	LOC6634378|XP_002057572.1|DVIR
OG0004030	LOC120772514|XP_039957095.1|BTRY	LOC6625543|XP_002049978.2|DVIR
OG0004031	LOC120768630|XP_039951329.1|BTRY	LOC6628238|XP_015028267.2|DVIR
OG0004032	LOC120767776|XP_039949950.1|BTRY	LOC6633906|XP_002057599.1|DVIR
OG0004033	LOC120767906|XP_039950188.1|BTRY	LOC6633960|XP_002057762.1|DVIR
OG0004034	LOC120769230|XP_039952061.1|BTRY	LOC6635694|XP_032294552.1|DVIR
OG0004035	LOC120767339|XP_039949216.1|BTRY	LOC6627683|XP_015028243.1|DVIR
OG0004036	LOC120768475|XP_039951116.1|BTRY	LOC6628556|XP_002052182.1|DVIR
OG0004037	LOC120767425|XP_039949400.1|BTRY	LOC6627365|XP_002051672.1|DVIR
OG0004038	LOC120769519|XP_039952491.1|BTRY	LOC6629046|XP_002052884.1|DVIR
OG0004039	LOC120767392|XP_039949339.1|BTRY	LOC6628873|XP_015028417.1|DVIR
OG0004040	LOC120770835|XP_039954358.1|BTRY	LOC6627234|XP_002050179.3|DVIR
OG0004041	LOC120775258|XP_039961273.1|BTRY	LOC6631409|XP_002055418.1|DVIR
OG0004042	LOC120777759|XP_039965196.1|BTRY	LOC6623626|XP_002046841.3|DVIR
OG0004043	LOC120769479|XP_039952437.1|BTRY	LOC6629242|XP_002052618.1|DVIR
OG0004044	LOC120774837|XP_039960588.1|BTRY	LOC6634611|XP_032296424.1|DVIR
OG0004045	LOC120776456|XP_039963059.1|BTRY	LOC6627756|XP_002051129.1|DVIR
OG0004046	LOC120769580|XP_039952571.1|BTRY	LOC6627852|XP_032294239.1|DVIR
OG0004047	LOC120768530|XP_039951195.1|BTRY	LOC6628953|XP_002052356.1|DVIR
OG0004048	LOC120771427|XP_039955350.1|BTRY	LOC6635711|XP_002059260.1|DVIR
OG0004049	LOC120767351|XP_039949251.1|BTRY	LOC6628760|XP_002051900.1|DVIR
OG0004050	LOC120767244|XP_039949024.1|BTRY	LOC6627934|XP_002052659.1|DVIR
OG0004051	LOC120767706|XP_039949836.1|BTRY	LOC6628857|XP_002051243.2|DVIR
OG0004052	LOC120773745|XP_039958740.1|BTRY	LOC6633602|XP_002056998.2|DVIR
OG0004053	LOC120770198|XP_039953374.1|BTRY	LOC6636493|XP_002059855.1|DVIR, LOC116651405|XP_032293571.1|DVIR
OG0004054	LOC120768186|XP_039950689.1|BTRY	LOC6627584|XP_002052815.1|DVIR
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	LOC6631251|XP_002053049.2|DVIR
OG0004056	LOC120782192|XP_039970270.1|BTRY	LOC6634972|XP_002058719.2|DVIR
OG0004057	LOC120779083|XP_039967167.1|BTRY	LOC6624596|XP_002048483.2|DVIR
OG0004058	LOC120776661|XP_039963465.1|BTRY	LOC6622076|XP_002046974.1|DVIR
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC6632863|XP_002056674.1|DVIR
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC6629722|XP_002053602.1|DVIR
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC6633410|XP_002056903.3|DVIR
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC6622391|XP_002046544.1|DVIR
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC6633880|XP_002057391.1|DVIR
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC6622748|XP_032290848.1|DVIR
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC6627079|XP_032292711.1|DVIR
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC6626624|XP_002049700.1|DVIR
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC6634811|XP_002058137.1|DVIR
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC6629814|XP_002053183.1|DVIR
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC6629815|XP_002053184.1|DVIR
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC6624713|XP_002046557.1|DVIR
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC6624085|XP_002047871.1|DVIR
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC6624186|XP_002047870.1|DVIR
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC6634479|XP_002058156.1|DVIR
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC6626295|XP_002050071.2|DVIR
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC6625152|XP_002048926.1|DVIR
