Orthogroup	BTRY.longest_only	DSUZ.longest_only
OG0005122	LOC120778185|XP_039965855.1|BTRY	LOC108011263|XP_016931858.1|DSUZ
OG0005123	LOC120778298|XP_039966019.1|BTRY	LOC108015539|XP_036670396.1|DSUZ
OG0005124	LOC120777107|XP_039964177.1|BTRY	LOC108006797|XP_036670684.1|DSUZ
OG0005125	LOC120779124|XP_039967252.1|BTRY	LOC108006684|XP_036671602.1|DSUZ
OG0005126	LOC120778437|XP_039966152.1|BTRY	LOC108012344|XP_016933181.1|DSUZ
OG0005127	LOC120778016|XP_039965617.1|BTRY	LOC108012876|XP_016933853.1|DSUZ
OG0005128	LOC120770876|XP_039954445.1|BTRY	LOC108007642|XP_036669904.1|DSUZ
OG0005129	LOC120778229|XP_039965921.1|BTRY	LOC108013485|XP_016934857.1|DSUZ
OG0005130	LOC120777099|XP_039964168.1|BTRY	LOC108012842|XP_016933797.1|DSUZ
OG0005131	LOC120776683|XP_039963495.1|BTRY	LOC108005762|XP_036671026.1|DSUZ
OG0005132	LOC120777198|XP_039964301.1|BTRY	LOC108007731|XP_016926972.1|DSUZ
OG0005133	LOC120777473|XP_039964733.1|BTRY	LOC108007125|XP_036672015.1|DSUZ
OG0005134	LOC120776779|XP_039963692.1|BTRY	LOC108011737|XP_036671259.1|DSUZ
OG0005135	LOC120777847|XP_039965317.1|BTRY	LOC108013244|XP_016934480.1|DSUZ
OG0005136	LOC120777267|XP_039964404.1|BTRY	LOC108013402|XP_016934745.1|DSUZ
OG0005137	LOC120774694|XP_039960360.1|BTRY	LOC108020162|XP_016943753.2|DSUZ
OG0005138	LOC120778490|XP_039966248.1|BTRY	LOC118877399|XP_036671954.1|DSUZ
OG0005139	LOC120777981|XP_039965555.1|BTRY	LOC108013312|XP_016934593.1|DSUZ
OG0005140	LOC120767319|XP_039949187.1|BTRY	LOC108021483|XP_016945717.1|DSUZ
OG0005141	LOC120770958|XP_039954620.1|BTRY	LOC108009498|XP_016929382.1|DSUZ
OG0005142	LOC120777947|XP_039965493.1|BTRY	LOC108013544|XP_016934938.1|DSUZ
OG0005143	LOC120776596|XP_039963303.1|BTRY	LOC108013117|XP_016934263.1|DSUZ
OG0005144	LOC120778872|XP_039966851.1|BTRY	LOC108012666|XP_016933582.1|DSUZ
OG0005145	LOC120778230|XP_039965922.1|BTRY	LOC108013557|XP_016934960.1|DSUZ
OG0005146	LOC120778945|XP_039966940.1|BTRY	LOC108013106|XP_016934242.1|DSUZ
OG0005147	LOC120778948|XP_039966945.1|BTRY	LOC108013108|XP_016934246.1|DSUZ
OG0005148	LOC120776592|XP_039963299.1|BTRY	LOC108013407|XP_016934753.1|DSUZ
OG0005149	LOC120771367|XP_039955261.1|BTRY	LOC108009501|XP_016929391.1|DSUZ
OG0005150	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY	LOC108018839|XP_016941915.1|DSUZ
OG0005151	LOC120777313|XP_039964486.1|BTRY	LOC108020067|XP_016943655.1|DSUZ
OG0005152	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY	LOC108020064|XP_016943652.1|DSUZ
OG0005153	LOC120777468|XP_039964726.1|BTRY	LOC108020060|XP_016943649.1|DSUZ
OG0005154	LOC120776474|XP_039963080.1|BTRY	LOC108020053|XP_036670530.1|DSUZ
OG0005155	LOC120777880|XP_039965373.1|BTRY	LOC108012420|XP_016933269.1|DSUZ
OG0005156	LOC120782176|XP_039970250.1|BTRY	LOC108018403|XP_016941449.1|DSUZ
OG0005157	LOC120772979|XP_039957824.1|BTRY	LOC108009579|XP_016929534.1|DSUZ
OG0005158	LOC120776571|XP_039963268.1|BTRY	LOC108013119|XP_016934278.1|DSUZ
OG0005159	LOC120777856|XP_039965333.1|BTRY	LOC108019465|XP_016942781.2|DSUZ
OG0005160	LOC120778827|XP_039966771.1|BTRY	LOC108015548|XP_036671770.1|DSUZ
OG0005161	LOC120770863|XP_039954413.1|BTRY	LOC108009935|XP_016930165.1|DSUZ
OG0005162	LOC120773825|XP_039958872.1|BTRY	LOC108014995|XP_016936708.1|DSUZ
OG0005163	LOC120777365|XP_039964567.1|BTRY	LOC108007448|XP_016926599.1|DSUZ
OG0005164	LOC120777721|XP_039965145.1|BTRY	LOC108013516|XP_016934899.1|DSUZ
OG0005165	LOC120773855|XP_039958937.1|BTRY	LOC108018060|XP_016940944.1|DSUZ
OG0005166	LOC120774993|XP_039960849.1|BTRY	LOC108016249|XP_016938361.2|DSUZ
OG0005167	LOC120775005|XP_039960876.1|BTRY	LOC108016256|XP_016938367.1|DSUZ
OG0005168	LOC120777248|XP_039964376.1|BTRY	LOC108006850|XP_036672382.1|DSUZ
OG0005169	LOC120776935|XP_039963946.1|BTRY	LOC108011873|XP_016932606.2|DSUZ
OG0005170	LOC120776934|XP_039963941.1|BTRY	LOC108011828|XP_036671629.1|DSUZ
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC108011841|XP_016932568.1|DSUZ
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC108010168|XP_016930500.1|DSUZ
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC108017969|XP_016940755.1|DSUZ
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC108010269|XP_016930619.1|DSUZ
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC108009629|XP_016929607.1|DSUZ
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC108019927|XP_016943526.1|DSUZ
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC108010090|XP_016930398.1|DSUZ
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC108012436|XP_016933291.1|DSUZ
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC108012829|XP_016933778.1|DSUZ
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC108012939|XP_016933964.1|DSUZ
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC108006273|XP_016925212.1|DSUZ
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC108009496|XP_016929378.1|DSUZ
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC108009816|XP_016929986.1|DSUZ
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC108009644|XP_016929635.1|DSUZ
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC108009895|XP_016930102.1|DSUZ
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC108008482|XP_016927830.1|DSUZ
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC108017967|XP_036670069.1|DSUZ
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC108018154|XP_016941110.1|DSUZ
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC108015225|XP_036676079.1|DSUZ
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC108006818|XP_036672096.1|DSUZ
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC108007380|XP_036673755.1|DSUZ
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC108009334|XP_036669142.1|DSUZ
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC108009326|XP_016929085.1|DSUZ
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC108010157|XP_016930482.1|DSUZ
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC108017930|XP_016940612.1|DSUZ
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC108005802|XP_016924621.1|DSUZ
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC108008374|XP_016927703.1|DSUZ
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC108007283|XP_036671632.1|DSUZ
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC108018230|XP_016941241.1|DSUZ
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC108009672|XP_016929692.1|DSUZ
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC108008300|XP_016927601.1|DSUZ
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC108010146|XP_016930470.1|DSUZ
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC108009124|XP_016928700.1|DSUZ
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC108021313|XP_016945456.1|DSUZ
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC108021266|XP_016945383.1|DSUZ
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC108010160|XP_016930486.1|DSUZ
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC108009980|XP_016930243.1|DSUZ
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC108008201|XP_036669255.1|DSUZ
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC108021409|XP_016945605.1|DSUZ
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC108021155|XP_036670104.1|DSUZ
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC108009843|XP_016930025.1|DSUZ
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC108015253|XP_016937094.1|DSUZ
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC108011942|XP_016932680.1|DSUZ
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC108021464|XP_016945683.1|DSUZ
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC108019699|XP_016943086.1|DSUZ
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC108018053|XP_016940936.1|DSUZ
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC108019129|XP_016942356.1|DSUZ
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC108010048|XP_016930347.1|DSUZ
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC108013011|XP_016934088.1|DSUZ
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC108005726|XP_016924545.1|DSUZ
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC108013483|XP_016934858.1|DSUZ
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC108021085|XP_016945095.1|DSUZ
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC108007872|XP_036669109.1|DSUZ
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC108021385|XP_016945571.1|DSUZ
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC108011971|XP_016932720.2|DSUZ
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC108021596|XP_016945878.1|DSUZ
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC108021518|XP_016945767.1|DSUZ
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC108021008|XP_016944973.1|DSUZ
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC108018342|XP_016941375.1|DSUZ
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC108004968|XP_016923561.1|DSUZ
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC108021140|XP_016945189.1|DSUZ
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC108006441|XP_016925458.1|DSUZ
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC108021577|XP_016945849.1|DSUZ
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC108020929|XP_016944841.1|DSUZ
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC108007467|XP_016926635.1|DSUZ
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC108021480|XP_016945711.1|DSUZ
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC108012165|XP_016932951.1|DSUZ
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC108021474|XP_016945702.1|DSUZ
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC108021263|XP_016945377.1|DSUZ
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC108021034|XP_016945012.1|DSUZ
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC108005843|XP_016924683.1|DSUZ
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC108020978|XP_036677034.1|DSUZ
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC108008075|XP_036672516.1|DSUZ
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC108017127|XP_036674874.1|DSUZ
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC108020958|XP_016944894.2|DSUZ
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC108009791|XP_016929940.1|DSUZ
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC108004880|XP_036673962.1|DSUZ
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC108018611|XP_016941662.2|DSUZ
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC108017481|XP_016940075.1|DSUZ
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC108020999|XP_016944955.1|DSUZ
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC108017922|XP_016940588.1|DSUZ
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC108014531|XP_016936166.1|DSUZ
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC108009384|XP_016929187.1|DSUZ
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC108021530|XP_016945781.1|DSUZ
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC108015732|XP_016937759.1|DSUZ
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC108021625|XP_016945920.1|DSUZ
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC108021484|XP_016945714.1|DSUZ
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC108020663|XP_016944517.1|DSUZ
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC108020675|XP_016944537.1|DSUZ
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC108021281|XP_016945408.1|DSUZ
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC108015193|XP_016937005.1|DSUZ
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC108020969|XP_036675270.1|DSUZ
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC108012201|XP_016932988.1|DSUZ
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC108021038|XP_016945018.1|DSUZ
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC108021176|XP_016945247.1|DSUZ
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC108021175|XP_016945246.1|DSUZ
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC108021144|XP_016945200.2|DSUZ
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC108021655|XP_016945956.1|DSUZ
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC108020975|XP_016944914.1|DSUZ
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC108021242|XP_016945340.1|DSUZ
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC108010562|XP_016930933.1|DSUZ
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC108021152|XP_016945212.1|DSUZ
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC108018075|XP_016940969.1|DSUZ
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC108021547|XP_036673922.1|DSUZ
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC108005899|XP_016924786.1|DSUZ
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC108009864|XP_016930053.1|DSUZ
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC108007641|XP_016926851.1|DSUZ
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC108021362|XP_016945541.1|DSUZ
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC108005596|XP_016924425.2|DSUZ
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC108004870|XP_016923443.1|DSUZ
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC108015775|XP_016937807.2|DSUZ
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC108017116|XP_016939568.1|DSUZ
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC108005655|XP_016924463.1|DSUZ
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC108017230|XP_016939719.1|DSUZ
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC108017208|XP_016939698.1|DSUZ
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC108017847|XP_036668583.1|DSUZ
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC108016287|XP_016938410.1|DSUZ
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC108006089|XP_016925028.1|DSUZ
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC108020707|XP_016944567.1|DSUZ
OG0005293	LOC120768742|XP_039951448.1|BTRY	LOC108013570|XP_016934985.1|DSUZ
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC108021223|XP_016945315.1|DSUZ
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC108017173|XP_036668702.1|DSUZ
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC108007994|XP_036675006.1|DSUZ
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC108021600|XP_016945883.1|DSUZ
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC108021069|XP_016945070.1|DSUZ
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC108015446|XP_036675424.1|DSUZ
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC108004705|XP_016923207.1|DSUZ
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC108019425|XP_016942739.1|DSUZ
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC108009758|XP_016929869.1|DSUZ
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC108020928|XP_016944840.1|DSUZ
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC108006474|XP_016925489.1|DSUZ
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC108009863|XP_016930052.1|DSUZ
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC108016840|XP_016939165.1|DSUZ
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC108008787|XP_016928176.1|DSUZ
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC108021216|XP_016945304.1|DSUZ
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC108019603|XP_016942967.1|DSUZ
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC108021245|XP_016945350.1|DSUZ
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC108014292|XP_016935845.1|DSUZ
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC108011972|XP_016932721.1|DSUZ
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC108021546|XP_016945803.1|DSUZ
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC108020946|XP_016944874.1|DSUZ
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC108021542|XP_016945797.1|DSUZ
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC108009809|XP_016929972.1|DSUZ
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC108021126|XP_016945172.1|DSUZ
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC108010975|XP_036677998.1|DSUZ
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC108021101|XP_016945119.1|DSUZ
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC108021131|XP_016945178.1|DSUZ
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC108021328|XP_016945486.1|DSUZ
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC108021307|XP_016945450.1|DSUZ
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC108021316|XP_036674290.1|DSUZ
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC108021487|XP_016945719.1|DSUZ
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC108017639|XP_016940242.1|DSUZ
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC108008288|XP_016927592.1|DSUZ
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC108006269|XP_016925211.1|DSUZ
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC108020791|XP_016944659.1|DSUZ
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC108013058|XP_016934166.1|DSUZ
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC108013057|XP_016934164.1|DSUZ
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC108021015|XP_016944984.1|DSUZ
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC108006238|XP_016925170.1|DSUZ
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC108006037|XP_016924973.1|DSUZ
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC108009083|XP_016928630.1|DSUZ
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC108019901|XP_016943477.1|DSUZ
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC108009276|XP_016928981.1|DSUZ
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC108009057|XP_016928551.1|DSUZ
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC108021457|XP_016945676.1|DSUZ
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC108018005|XP_016940890.1|DSUZ
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC108021125|XP_016945170.1|DSUZ
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC108019890|XP_016943457.1|DSUZ
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC108021431|XP_016945636.1|DSUZ
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC108017772|XP_016940381.1|DSUZ
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC108008888|XP_016928282.1|DSUZ
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC108005911|XP_016924813.1|DSUZ
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC108011727|XP_016932442.1|DSUZ
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC108021009|XP_016944975.1|DSUZ
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC108021291|XP_016945420.1|DSUZ
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC108021689|XP_016946002.1|DSUZ
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC108006344|XP_016925352.1|DSUZ
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC108012910|XP_016933919.1|DSUZ
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC108020888|XP_036670731.1|DSUZ
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC108006189|XP_016925115.1|DSUZ
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC108018013|XP_036669578.1|DSUZ
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC108014148|XP_016935679.1|DSUZ
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC108014186|XP_016935720.1|DSUZ
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC108020903|XP_016944809.1|DSUZ
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC108009092|XP_016928644.1|DSUZ
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC108009773|XP_016929892.1|DSUZ
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC108020744|XP_016944609.1|DSUZ
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC108020988|XP_016944935.1|DSUZ
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC108021287|XP_016945416.1|DSUZ
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC108021706|XP_016946028.1|DSUZ
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC108009940|XP_016930174.1|DSUZ
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC108021202|XP_016945286.1|DSUZ
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC108021641|XP_016945938.1|DSUZ
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC108021297|XP_016945433.1|DSUZ
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC108006972|XP_016926067.2|DSUZ
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC108021778|XP_016946074.1|DSUZ
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC108016008|XP_016938093.1|DSUZ
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC108021811|XP_016946106.1|DSUZ
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC108010604|XP_016930984.2|DSUZ
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC108010532|XP_036677314.1|DSUZ
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC108009249|XP_016928921.1|DSUZ
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC108009631|XP_016929614.1|DSUZ
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC108015326|XP_036678687.1|DSUZ
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC108012904|XP_016933904.1|DSUZ
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC108009836|XP_036677641.1|DSUZ
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC108008056|XP_016927330.1|DSUZ
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC108021376|XP_016945559.1|DSUZ
OG0005381	LOC120767721|XP_039949853.1|BTRY	LOC108016522|XP_016938687.1|DSUZ
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC108017414|XP_036668736.1|DSUZ
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC108004808|XP_036670618.1|DSUZ
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC108012177|XP_016932961.2|DSUZ
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC108010018|XP_016930302.1|DSUZ
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC108010323|XP_036669484.1|DSUZ
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC108018567|XP_036672913.1|DSUZ
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC108007247|XP_016926378.1|DSUZ
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC108020998|XP_036673218.1|DSUZ
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC108016995|XP_016939434.1|DSUZ
OG0005391	LOC120768440|XP_039951060.1|BTRY	LOC108017011|XP_016939465.1|DSUZ
OG0005392	LOC120769607|XP_039952622.1|BTRY	LOC108013872|XP_016935370.1|DSUZ
OG0005393	LOC120773134|XP_039958067.1|BTRY	LOC108011576|XP_016932235.1|DSUZ
OG0005394	LOC120767819|XP_039950034.1|BTRY	LOC108021032|XP_016945011.1|DSUZ
OG0005395	LOC120768623|XP_039951324.1|BTRY	LOC108021574|XP_016945845.1|DSUZ
OG0005396	LOC120769686|XP_039952742.1|BTRY	LOC108019439|XP_016942756.1|DSUZ
OG0005397	LOC120769691|XP_039952752.1|BTRY	LOC108006853|XP_016925905.1|DSUZ
OG0005398	LOC120775001|XP_039960862.1|BTRY	LOC108016248|XP_016938360.1|DSUZ
OG0005399	LOC120772085|XP_039956417.1|BTRY	LOC108019932|XP_016943532.1|DSUZ
OG0005401	LOC120768161|XP_039950656.1|BTRY	LOC108006299|XP_016925264.1|DSUZ
OG0005402	LOC120768297|XP_039950859.1|BTRY	LOC108021607|XP_016945892.1|DSUZ
OG0005403	LOC120768473|XP_039951114.1|BTRY	LOC108005417|XP_016924178.1|DSUZ
OG0005404	LOC120768472|XP_039951113.1|BTRY	LOC108005421|XP_016924191.1|DSUZ
