Orthogroup	BTRY.longest_only	DMAU.longest_only
OG0004899	LOC120770841|XP_039954371.1|BTRY	LOC117138127|XP_033155882.1|DMAU
OG0004900	LOC120781204|XP_039969254.1|BTRY	LOC117136324|XP_033153069.1|DMAU
OG0004901	LOC120781263|XP_039969352.1|BTRY	LOC117137227|XP_033154475.1|DMAU
OG0004902	LOC120778531|XP_039966307.1|BTRY	LOC117139773|XP_033158269.1|DMAU
OG0004903	LOC120771081|XP_039954837.1|BTRY	LOC117135865|XP_033152285.1|DMAU
OG0004904	LOC120771878|XP_039956071.1|BTRY	LOC117142973|XP_033163214.1|DMAU
OG0004905	LOC120772912|XP_039957742.1|BTRY	LOC117138480|XP_033156500.1|DMAU
OG0004906	LOC120779154|XP_039967306.1|BTRY	LOC117139569|XP_033157861.1|DMAU
OG0004907	LOC120778199|XP_039965876.1|BTRY	LOC117141099|XP_033160306.1|DMAU
OG0004908	LOC120778076|XP_039965702.1|BTRY	LOC117139592|XP_033157898.1|DMAU
OG0004909	LOC120778834|XP_039966783.1|BTRY	LOC117139809|XP_033158327.1|DMAU
OG0004910	LOC120776660|XP_039963464.1|BTRY	LOC117139807|XP_033158325.1|DMAU
OG0004911	LOC120776563|XP_039963257.1|BTRY	LOC117139798|XP_033158309.1|DMAU
OG0004912	LOC120779157|XP_039967313.1|BTRY	LOC117139575|XP_033157872.1|DMAU
OG0004913	LOC120772610|XP_039957259.1|BTRY	LOC117137631|XP_033155054.1|DMAU
OG0004914	LOC120770545|XP_039954038.1|BTRY	LOC117137629|XP_033155051.1|DMAU
OG0004915	LOC120770912|XP_039954524.1|BTRY	LOC117138304|XP_033156196.1|DMAU
OG0004916	LOC120771844|XP_039956019.1|BTRY	LOC117136394|XP_033153178.1|DMAU
OG0004917	LOC120776376|XP_039962894.1|BTRY	LOC117138965|XP_033156901.1|DMAU
OG0004918	LOC120776375|XP_039962891.1|BTRY	LOC117138964|XP_033156898.1|DMAU
OG0004919	LOC120782858|XP_039971329.1|BTRY	LOC117143757|XP_033164464.1|DMAU
OG0004920	LOC120777236|XP_039964361.1|BTRY	LOC117139540|XP_033157806.1|DMAU
OG0004921	LOC120779117|XP_039967244.1|BTRY	LOC117140351|XP_033159093.1|DMAU
OG0004922	LOC120777689|XP_039965097.1|BTRY	LOC117139235|XP_033157332.1|DMAU
OG0004923	LOC120778811|XP_039966750.1|BTRY	LOC117139012|XP_033156995.1|DMAU
OG0004924	LOC120776894|XP_039963890.1|BTRY	LOC117140392|XP_033159151.1|DMAU
OG0004925	LOC120778099|XP_039965736.1|BTRY	LOC117139748|XP_033158200.1|DMAU
OG0004926	LOC120777943|XP_039965479.1|BTRY	LOC117141601|XP_033161008.1|DMAU
OG0004927	LOC120776837|XP_039963791.1|BTRY	LOC117140914|XP_033159988.1|DMAU
OG0004928	LOC120770508|XP_039953970.1|BTRY	LOC117136256|XP_033152966.1|DMAU
OG0004929	LOC120779112|XP_039967227.1|BTRY	LOC117140882|XP_033159916.1|DMAU
OG0004930	LOC120769998|XP_039953021.1|BTRY	LOC117136258|XP_033152967.1|DMAU
OG0004931	LOC120781293|XP_039969424.1|BTRY	LOC117137151|XP_033154352.1|DMAU
OG0004932	LOC120777215|XP_039964326.1|BTRY	LOC117142094|XP_033161867.1|DMAU
OG0004933	LOC120772209|XP_039956609.1|BTRY	LOC117136855|XP_033153845.1|DMAU
OG0004934	LOC120772429|XP_039956975.1|BTRY	LOC117138124|XP_033155876.1|DMAU
OG0004935	LOC120770167|XP_039953309.1|BTRY	LOC117136955|XP_033153998.1|DMAU
OG0004936	LOC120776817|XP_039963768.1|BTRY	LOC117140466|XP_033159302.1|DMAU
OG0004937	LOC120771767|XP_039955887.1|BTRY	LOC117139552|XP_033157835.1|DMAU
OG0004938	LOC120777971|XP_039965536.1|BTRY	LOC117140950|XP_033160058.1|DMAU
OG0004940	LOC120777207|XP_039964316.1|BTRY	LOC117140704|XP_033159660.1|DMAU
OG0004941	LOC120776865|XP_039963854.1|BTRY	LOC117139961|XP_033158546.1|DMAU
OG0004942	LOC120779190|XP_039967386.1|BTRY	LOC117139510|XP_033157757.1|DMAU
OG0004943	LOC120776715|XP_039963546.1|BTRY	LOC117139454|XP_033157654.1|DMAU
OG0004944	LOC120779164|XP_039967323.1|BTRY, LOC120779161|XP_039967320.1|BTRY	LOC117139710|XP_033158118.1|DMAU
OG0004945	LOC120775629|XP_039961817.1|BTRY	LOC117137318|XP_033154593.1|DMAU
OG0004946	LOC120777499|XP_039964781.1|BTRY	LOC117139690|XP_033158084.1|DMAU
OG0004947	LOC120778226|XP_039965917.1|BTRY	LOC117142118|XP_033161904.1|DMAU
OG0004948	LOC120777023|XP_039964069.1|BTRY	LOC117140755|XP_033159728.1|DMAU
OG0004949	LOC120777030|XP_039964075.1|BTRY	LOC117140461|XP_033159295.1|DMAU
OG0004950	LOC120778153|XP_039965811.1|BTRY	LOC117141652|XP_033161117.1|DMAU
OG0004951	LOC120766595|XP_039948133.1|BTRY	LOC117142370|XP_033162191.1|DMAU
OG0004952	LOC120776693|XP_039963512.1|BTRY	LOC117140010|XP_033158615.1|DMAU
OG0004953	LOC120777738|XP_039965163.1|BTRY	LOC117140520|XP_033159389.1|DMAU
OG0004954	LOC120778261|XP_039965972.1|BTRY	LOC117140983|XP_033160123.1|DMAU
OG0004955	LOC120778637|XP_039966468.1|BTRY	LOC117141318|XP_033160603.1|DMAU
OG0004956	LOC120772337|XP_039956816.1|BTRY	LOC117135563|XP_033151761.1|DMAU
OG0004957	LOC120778789|XP_039966722.1|BTRY	LOC117141142|XP_033160365.1|DMAU
OG0004958	LOC120777660|XP_039965047.1|BTRY	LOC117139992|XP_033158593.1|DMAU
OG0004959	LOC120779069|XP_039967139.1|BTRY	LOC117139264|XP_033157375.1|DMAU
OG0004960	LOC120776689|XP_039963503.1|BTRY	LOC117139262|XP_033157371.1|DMAU
OG0004961	LOC120770170|XP_039953319.1|BTRY	LOC117137752|XP_033155253.1|DMAU
OG0004962	LOC120778520|XP_039966288.1|BTRY	LOC117139582|XP_033157884.1|DMAU
OG0004963	LOC120776628|XP_039963369.1|BTRY	LOC117139033|XP_033157025.1|DMAU
OG0004964	LOC120776861|XP_039963839.1|BTRY	LOC117139642|XP_033157993.1|DMAU
OG0004965	LOC120777332|XP_039964508.1|BTRY	LOC117141675|XP_033161162.1|DMAU
OG0004966	LOC120777331|XP_039964506.1|BTRY	LOC117141674|XP_033161159.1|DMAU
OG0004967	LOC120770384|XP_039953739.1|BTRY	LOC117136173|XP_033152806.1|DMAU
OG0004968	LOC120778213|XP_039965904.1|BTRY	LOC117140814|XP_033159809.1|DMAU
OG0004969	LOC120773057|XP_039957925.1|BTRY	LOC117138183|XP_033155973.1|DMAU
OG0004970	LOC120778894|XP_039966876.1|BTRY	LOC117140285|XP_033159007.1|DMAU
OG0004971	LOC120776498|XP_039963115.1|BTRY	LOC117139517|XP_033157766.1|DMAU
OG0004972	LOC120778890|XP_039966873.1|BTRY	LOC117141081|XP_033160270.1|DMAU
OG0004973	LOC120779153|XP_039967305.1|BTRY	LOC117141634|XP_033161078.1|DMAU
OG0004974	LOC120778591|XP_039966395.1|BTRY	LOC117140157|XP_033158820.1|DMAU
OG0004975	LOC120778814|XP_039966754.1|BTRY	LOC117139502|XP_033157724.1|DMAU
OG0004976	LOC120777296|XP_039964446.1|BTRY	LOC117139405|XP_033157564.1|DMAU
OG0004977	LOC120773008|XP_039957864.1|BTRY	LOC117136041|XP_033152569.1|DMAU
OG0004978	LOC120771378|XP_039955275.1|BTRY	LOC117135409|XP_033151445.1|DMAU
OG0004979	LOC120777037|XP_039964081.1|BTRY	LOC117141173|XP_033160400.1|DMAU
OG0004980	LOC120776976|XP_039964006.1|BTRY	LOC117141863|XP_033161436.1|DMAU
OG0004981	LOC120777115|XP_039964187.1|BTRY	LOC117139557|XP_033157843.1|DMAU
OG0004982	LOC120777113|XP_039964183.1|BTRY	LOC117139554|XP_033157838.1|DMAU
OG0004983	LOC120778144|XP_039965802.1|BTRY, LOC120778143|XP_039965801.1|BTRY	LOC117140378|XP_033159133.1|DMAU
OG0004984	LOC120778137|XP_039965795.1|BTRY, LOC120778136|XP_039965794.1|BTRY	LOC117141145|XP_033160369.1|DMAU
OG0004985	LOC120776979|XP_039964010.1|BTRY	LOC117139268|XP_033157380.1|DMAU
OG0004986	LOC120777256|XP_039964389.1|BTRY	LOC117140293|XP_033159021.1|DMAU
OG0004987	LOC120778965|XP_039966975.1|BTRY	LOC117139093|XP_033157105.1|DMAU
OG0004988	LOC120776709|XP_039963538.1|BTRY	LOC117139269|XP_033157383.1|DMAU
OG0004989	LOC120778271|XP_039965984.1|BTRY	LOC117140472|XP_033159312.1|DMAU
OG0004990	LOC120772218|XP_039956631.1|BTRY	LOC117137295|XP_033154558.1|DMAU
OG0004991	LOC120771309|XP_039955178.1|BTRY	LOC117137223|XP_033154467.1|DMAU
OG0004992	LOC120770183|XP_039953342.1|BTRY	LOC117137226|XP_033154474.1|DMAU
OG0004993	LOC120777842|XP_039965312.1|BTRY	LOC117141568|XP_033160970.1|DMAU
OG0004994	LOC120777829|XP_039965300.1|BTRY	LOC117141353|XP_033160649.1|DMAU
OG0004995	LOC120776357|XP_039962849.1|BTRY	LOC117138974|XP_033156922.1|DMAU
OG0004996	LOC120778006|XP_039965602.1|BTRY	LOC117139850|XP_033158388.1|DMAU
OG0004997	LOC120771995|XP_039956286.1|BTRY	LOC117138594|XP_033156666.1|DMAU
OG0004998	LOC120771374|XP_039955269.1|BTRY	LOC117138448|XP_033156453.1|DMAU
OG0004999	LOC120776554|XP_039963240.1|BTRY	LOC117139952|XP_033158531.1|DMAU
OG0005000	LOC120771167|XP_039954984.1|BTRY	LOC117137755|XP_033155260.1|DMAU
OG0005001	LOC120777390|XP_039964617.1|BTRY	LOC117140589|XP_033159486.1|DMAU
OG0005002	LOC120766832|XP_039948477.1|BTRY	LOC117145863|XP_033167574.1|DMAU
OG0005003	LOC120776588|XP_039963291.1|BTRY	LOC117139089|XP_033157099.1|DMAU
OG0005004	LOC120779072|XP_039967143.1|BTRY	LOC117140889|XP_033159932.1|DMAU
OG0005005	LOC120778963|XP_039966970.1|BTRY	LOC117140147|XP_033158806.1|DMAU
OG0005006	LOC120776877|XP_039963870.1|BTRY	LOC117140189|XP_033158856.1|DMAU
OG0005007	LOC120776681|XP_039963490.1|BTRY	LOC117141562|XP_033160960.1|DMAU
OG0005008	LOC120777005|XP_039964041.1|BTRY	LOC117141206|XP_033160450.1|DMAU
OG0005009	LOC120777231|XP_039964347.1|BTRY	LOC117139756|XP_033158213.1|DMAU
OG0005010	LOC120772388|XP_039956911.1|BTRY, LOC120772386|XP_039956910.1|BTRY	LOC117139122|XP_033157160.1|DMAU
OG0005011	LOC120771941|XP_039956173.1|BTRY	LOC117136235|XP_033152909.1|DMAU
OG0005012	LOC120778266|XP_039965979.1|BTRY	LOC117141053|XP_033160230.1|DMAU
OG0005013	LOC120771787|XP_039955919.1|BTRY	LOC117146013|XP_033167828.1|DMAU
OG0005014	LOC120778656|XP_039966508.1|BTRY	LOC117141875|XP_033161452.1|DMAU
OG0005015	LOC120777522|XP_039964824.1|BTRY	LOC117139531|XP_033157792.1|DMAU
OG0005016	LOC120777801|XP_039965268.1|BTRY	LOC117140529|XP_033159404.1|DMAU
OG0005017	LOC120777476|XP_039964744.1|BTRY	LOC117141224|XP_033160474.1|DMAU
OG0005018	LOC120777184|XP_039964282.1|BTRY	LOC117139258|XP_033157366.1|DMAU
OG0005019	LOC120776679|XP_039963487.1|BTRY	LOC117139337|XP_033157475.1|DMAU
OG0005020	LOC120770111|XP_039953216.1|BTRY	LOC117136866|XP_033153857.1|DMAU
OG0005021	LOC120767934|XP_039950234.1|BTRY	LOC117137275|XP_033154539.1|DMAU
OG0005022	LOC120776755|XP_039963651.1|BTRY	LOC117142114|XP_033161901.1|DMAU
OG0005023	LOC120772298|XP_039956741.1|BTRY	LOC117137138|XP_033154329.1|DMAU
OG0005024	LOC120778487|XP_039966240.1|BTRY	LOC117139346|XP_033157487.1|DMAU
OG0005025	LOC120776415|XP_039962981.1|BTRY	LOC117139561|XP_033157848.1|DMAU
OG0005026	LOC120777219|XP_039964332.1|BTRY	LOC117140649|XP_033159579.1|DMAU
OG0005027	LOC120778818|XP_039966758.1|BTRY	LOC117140542|XP_033159422.1|DMAU
OG0005028	LOC120782548|XP_039970815.1|BTRY	LOC117145470|XP_033167035.1|DMAU
OG0005029	LOC120776481|XP_039963091.1|BTRY	LOC117139234|XP_033157331.1|DMAU
OG0005030	LOC120779198|XP_039967402.1|BTRY	LOC117141770|XP_033161292.1|DMAU
OG0005031	LOC120777504|XP_039964791.1|BTRY	LOC117139192|XP_033157252.1|DMAU
OG0005032	LOC120777045|XP_039964090.1|BTRY	LOC117140511|XP_033159377.1|DMAU
OG0005033	LOC120777507|XP_039964795.1|BTRY	LOC117139383|XP_033157531.1|DMAU
OG0005034	LOC120777046|XP_039964091.1|BTRY	LOC117140641|XP_033159572.1|DMAU
OG0005035	LOC120778774|XP_039966687.1|BTRY	LOC117140512|XP_033159378.1|DMAU
OG0005036	LOC120777636|XP_039965023.1|BTRY	LOC117139182|XP_033157242.1|DMAU
OG0005037	LOC120776901|XP_039963901.1|BTRY	LOC117139578|XP_033157877.1|DMAU
OG0005038	LOC120777805|XP_039965273.1|BTRY	LOC117140563|XP_033159451.1|DMAU
OG0005039	LOC120769312|XP_039952190.1|BTRY	LOC117142291|XP_033162072.1|DMAU
OG0005040	LOC120776847|XP_039963807.1|BTRY	LOC117141899|XP_033161492.1|DMAU
OG0005041	LOC120778521|XP_039966289.1|BTRY	LOC117139583|XP_033157885.1|DMAU
OG0005042	LOC120778201|XP_039965878.1|BTRY	LOC117141239|XP_033160493.1|DMAU
OG0005043	LOC120770601|XP_039954137.1|BTRY	LOC117136309|XP_033153047.1|DMAU
OG0005044	LOC120770594|XP_039954125.1|BTRY	LOC117136307|XP_033153045.1|DMAU
OG0005045	LOC120781274|XP_039969399.1|BTRY	LOC117137701|XP_033155161.1|DMAU
OG0005046	LOC120771573|XP_039955572.1|BTRY	LOC117136945|XP_033153984.1|DMAU
OG0005047	LOC120779137|XP_039967276.1|BTRY	LOC117142108|XP_033161885.1|DMAU
OG0005048	LOC120776503|XP_039963131.1|BTRY	LOC117140822|XP_033159819.1|DMAU
OG0005049	LOC120777803|XP_039965270.1|BTRY	LOC117140510|XP_033159375.1|DMAU
OG0005050	LOC120770180|XP_039953332.1|BTRY	LOC117137224|XP_033154468.1|DMAU
OG0005051	LOC120777685|XP_039965093.1|BTRY	LOC117139970|XP_033158562.1|DMAU
OG0005052	LOC120778658|XP_039966512.1|BTRY	LOC117141561|XP_033160959.1|DMAU
OG0005053	LOC120781545|XP_039969711.1|BTRY	LOC117147944|XP_033171016.1|DMAU
OG0005054	LOC120777661|XP_039965048.1|BTRY	LOC117140105|XP_033158751.1|DMAU
OG0005055	LOC120774555|XP_039960223.1|BTRY	LOC117147573|XP_033170410.1|DMAU
OG0005056	LOC120773002|XP_039957854.1|BTRY	LOC117137258|XP_033154511.1|DMAU
OG0005057	LOC120776702|XP_039963522.1|BTRY	LOC117139596|XP_033157904.1|DMAU
OG0005058	LOC120777162|XP_039964238.1|BTRY	LOC117141656|XP_033161120.1|DMAU
OG0005059	LOC120771971|XP_039956255.1|BTRY	LOC117138053|XP_033155761.1|DMAU
OG0005060	LOC120771967|XP_039956237.1|BTRY	LOC117135558|XP_033151750.1|DMAU
OG0005061	LOC120767772|XP_039949947.1|BTRY	LOC117150859|XP_033173847.1|DMAU
OG0005062	LOC120772910|XP_039957731.1|BTRY	LOC117137661|XP_033155104.1|DMAU
OG0005063	LOC120772715|XP_039957399.1|BTRY	LOC117135582|XP_033151801.1|DMAU
OG0005064	LOC120776846|XP_039963805.1|BTRY	LOC117140300|XP_033159036.1|DMAU
OG0005065	LOC120771075|XP_039954823.1|BTRY	LOC117136648|XP_033153535.1|DMAU
OG0005066	LOC120772502|XP_039957083.1|BTRY	LOC117137552|XP_033154941.1|DMAU
OG0005067	LOC120772560|XP_039957178.1|BTRY	LOC117137888|XP_033155510.1|DMAU
OG0005068	LOC120778659|XP_039966515.1|BTRY	LOC117141154|XP_033160384.1|DMAU
OG0005069	LOC120772736|XP_039957432.1|BTRY	LOC117138589|XP_033156661.1|DMAU
OG0005070	LOC120771401|XP_039955303.1|BTRY	LOC117138520|XP_033156546.1|DMAU
OG0005071	LOC120777974|XP_039965546.1|BTRY	LOC117139251|XP_033157357.1|DMAU
OG0005072	LOC120775060|XP_039960975.1|BTRY	LOC117148405|XP_033171664.1|DMAU
OG0005073	LOC120770109|XP_039953213.1|BTRY	LOC117135765|XP_033152121.1|DMAU
OG0005074	LOC120776848|XP_039963811.1|BTRY	LOC117141304|XP_033160575.1|DMAU
OG0005075	LOC120772166|XP_039956540.1|BTRY	LOC117136750|XP_033153673.1|DMAU
OG0005076	LOC120770481|XP_039953923.1|BTRY	LOC117137447|XP_033154777.1|DMAU
OG0005078	LOC120778650|XP_039966501.1|BTRY	LOC117141058|XP_033160237.1|DMAU
OG0005079	LOC120772182|XP_039956563.1|BTRY	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU
OG0005080	LOC120777302|XP_039964454.1|BTRY	LOC117139634|XP_033157984.1|DMAU
OG0005081	LOC120770980|XP_039954655.1|BTRY	LOC117135524|XP_033151679.1|DMAU
OG0005082	LOC120777398|XP_039964628.1|BTRY	LOC117140831|XP_033159830.1|DMAU
OG0005083	LOC120775668|XP_039961871.1|BTRY	LOC117150225|XP_033172912.1|DMAU
OG0005084	LOC120778220|XP_039965912.1|BTRY	LOC117141742|XP_033161252.1|DMAU
OG0005085	LOC120778604|XP_039966410.1|BTRY	LOC117140244|XP_033158937.1|DMAU
OG0005086	LOC120771479|XP_039955447.1|BTRY	LOC117135505|XP_033151627.1|DMAU
OG0005087	LOC120778868|XP_039966837.1|BTRY	LOC117139704|XP_033158107.1|DMAU
OG0005088	LOC120771270|XP_039955127.1|BTRY	LOC117136810|XP_033153765.1|DMAU
OG0005089	LOC120771375|XP_039955270.1|BTRY	LOC117136809|XP_033153764.1|DMAU
OG0005090	LOC120770444|XP_039953847.1|BTRY	LOC117136766|XP_033153702.1|DMAU
OG0005091	LOC120771403|XP_039955309.1|BTRY	LOC117135517|XP_033151658.1|DMAU
OG0005092	LOC120777416|XP_039964650.1|BTRY	LOC117141489|XP_033160859.1|DMAU
OG0005093	LOC120778063|XP_039965680.1|BTRY	LOC117139442|XP_033157636.1|DMAU
OG0005094	LOC120776567|XP_039963263.1|BTRY	LOC117141985|XP_033161685.1|DMAU
OG0005095	LOC120773108|XP_039958017.1|BTRY	LOC117137498|XP_033154868.1|DMAU
OG0005096	LOC120769305|XP_039952172.1|BTRY	LOC117144887|XP_033166203.1|DMAU
OG0005097	LOC120771818|XP_039955969.1|BTRY	LOC117137276|XP_033154535.1|DMAU
OG0005098	LOC120772028|XP_039956328.1|BTRY	LOC117136332|XP_033153081.1|DMAU
OG0005099	LOC120770431|XP_039953826.1|BTRY	LOC117138064|XP_033155778.1|DMAU
OG0005100	LOC120770430|XP_039953825.1|BTRY	LOC117138059|XP_033155772.1|DMAU
OG0005101	LOC120782343|XP_039970510.1|BTRY	LOC117143599|XP_033164241.1|DMAU
OG0005102	LOC120781265|XP_039969357.1|BTRY	LOC117137197|XP_033154414.1|DMAU
OG0005103	LOC120771744|XP_039955850.1|BTRY	LOC117138118|XP_033155870.1|DMAU
OG0005104	LOC120773587|XP_039958512.1|BTRY	LOC117149792|XP_033172714.1|DMAU
OG0005105	LOC120779037|XP_039967094.1|BTRY	LOC117141589|XP_033160993.1|DMAU
OG0005106	LOC120778539|XP_039966316.1|BTRY	LOC117139719|XP_033158128.1|DMAU
OG0005107	LOC120778791|XP_039966725.1|BTRY	LOC117139839|XP_033158377.1|DMAU
OG0005108	LOC120771472|XP_039955436.1|BTRY	LOC117138322|XP_033156245.1|DMAU
OG0005109	LOC120775293|XP_039961342.1|BTRY	LOC117147359|XP_033170114.1|DMAU
OG0005110	LOC120779191|XP_039967389.1|BTRY	LOC117141343|XP_033160637.1|DMAU
OG0005111	LOC120778902|XP_039966882.1|BTRY	LOC117140927|XP_033160012.1|DMAU
OG0005112	LOC120777171|XP_039964261.1|BTRY	LOC117140998|XP_033160140.1|DMAU
OG0005113	LOC120777172|XP_039964264.1|BTRY	LOC117140931|XP_033160018.1|DMAU
OG0005114	LOC120777462|XP_039964719.1|BTRY	LOC117140448|XP_033159265.1|DMAU
OG0005115	LOC120768327|XP_039950901.1|BTRY	LOC117135208|XP_033151185.1|DMAU
OG0005116	LOC120779127|XP_039967256.1|BTRY	LOC117140385|XP_033159142.1|DMAU
OG0005117	LOC120774331|XP_039959815.1|BTRY	LOC117146621|XP_033168844.1|DMAU
OG0005118	LOC120768621|XP_039951322.1|BTRY	LOC117145663|XP_033167290.1|DMAU
OG0005119	LOC120773133|XP_039958062.1|BTRY	LOC117135468|XP_033151572.1|DMAU
OG0005120	LOC120777774|XP_039965226.1|BTRY	LOC117140718|XP_033159674.1|DMAU
OG0005121	LOC120778934|XP_039966915.1|BTRY	LOC117141420|XP_033160739.1|DMAU
OG0005122	LOC120778185|XP_039965855.1|BTRY	LOC117140842|XP_033159857.1|DMAU
OG0005123	LOC120778298|XP_039966019.1|BTRY	LOC117141131|XP_033160348.1|DMAU
OG0005124	LOC120777107|XP_039964177.1|BTRY	LOC117139021|XP_033157006.1|DMAU
OG0005125	LOC120779124|XP_039967252.1|BTRY	LOC117142010|XP_033161749.1|DMAU
OG0005126	LOC120778437|XP_039966152.1|BTRY	LOC117140869|XP_033159899.1|DMAU
OG0005127	LOC120778016|XP_039965617.1|BTRY	LOC117139450|XP_033157649.1|DMAU
OG0005128	LOC120770876|XP_039954445.1|BTRY	LOC117135877|XP_033152312.1|DMAU
OG0005129	LOC120778229|XP_039965921.1|BTRY	LOC117140496|XP_033159350.1|DMAU
OG0005130	LOC120777099|XP_039964168.1|BTRY	LOC117139636|XP_033157987.1|DMAU
OG0005131	LOC120776683|XP_039963495.1|BTRY	LOC117139045|XP_033157039.1|DMAU
OG0005132	LOC120777198|XP_039964301.1|BTRY	LOC117139968|XP_033158560.1|DMAU
OG0005133	LOC120777473|XP_039964733.1|BTRY	LOC117141465|XP_033160817.1|DMAU
OG0005134	LOC120776779|XP_039963692.1|BTRY	LOC117140635|XP_033159552.1|DMAU
OG0005135	LOC120777847|XP_039965317.1|BTRY	LOC117141823|XP_033161367.1|DMAU
OG0005136	LOC120777267|XP_039964404.1|BTRY	LOC117141820|XP_033161363.1|DMAU
OG0005137	LOC120774694|XP_039960360.1|BTRY	LOC117144898|XP_033166219.1|DMAU
OG0005138	LOC120778490|XP_039966248.1|BTRY	LOC117140184|XP_033158851.1|DMAU
OG0005139	LOC120777981|XP_039965555.1|BTRY	LOC117142064|XP_033161832.1|DMAU
OG0005140	LOC120767319|XP_039949187.1|BTRY	LOC117135211|XP_033151190.1|DMAU
OG0005141	LOC120770958|XP_039954620.1|BTRY	LOC117135581|XP_033151797.1|DMAU
OG0005142	LOC120777947|XP_039965493.1|BTRY	LOC117140621|XP_033159531.1|DMAU
OG0005143	LOC120776596|XP_039963303.1|BTRY	LOC117139218|XP_033157292.1|DMAU
OG0005144	LOC120778872|XP_039966851.1|BTRY	LOC117141380|XP_033160681.1|DMAU
OG0005145	LOC120778230|XP_039965922.1|BTRY	LOC117140945|XP_033160033.1|DMAU
OG0005146	LOC120778945|XP_039966940.1|BTRY	LOC117142058|XP_033161824.1|DMAU
OG0005147	LOC120778948|XP_039966945.1|BTRY	LOC117142060|XP_033161828.1|DMAU
OG0005148	LOC120776592|XP_039963299.1|BTRY	LOC117139014|XP_033156999.1|DMAU
OG0005149	LOC120771367|XP_039955261.1|BTRY	LOC117135773|XP_033152133.1|DMAU
OG0005150	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY	LOC117139672|XP_033158040.1|DMAU
OG0005151	LOC120777313|XP_039964486.1|BTRY	LOC117139011|XP_033156994.1|DMAU
OG0005152	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY	LOC117140384|XP_033159141.1|DMAU
OG0005153	LOC120777468|XP_039964726.1|BTRY	LOC117140381|XP_033159138.1|DMAU
OG0005154	LOC120776474|XP_039963080.1|BTRY	LOC117140379|XP_033159134.1|DMAU
OG0005155	LOC120777880|XP_039965373.1|BTRY	LOC117140850|XP_033159868.1|DMAU
OG0005156	LOC120782176|XP_039970250.1|BTRY	LOC117142671|XP_033162695.1|DMAU
OG0005157	LOC120772979|XP_039957824.1|BTRY	LOC117138377|XP_033156336.1|DMAU
OG0005158	LOC120776571|XP_039963268.1|BTRY	LOC117139875|XP_033158423.1|DMAU
OG0005159	LOC120777856|XP_039965333.1|BTRY	LOC117139632|XP_033157982.1|DMAU
OG0005160	LOC120778827|XP_039966771.1|BTRY	LOC117141469|XP_033160823.1|DMAU
OG0005161	LOC120770863|XP_039954413.1|BTRY	LOC117135946|XP_033152424.1|DMAU
OG0005162	LOC120773825|XP_039958872.1|BTRY	LOC117147547|XP_033170375.1|DMAU
OG0005163	LOC120777365|XP_039964567.1|BTRY	LOC117140483|XP_033159324.1|DMAU
OG0005164	LOC120777721|XP_039965145.1|BTRY	LOC117140909|XP_033159972.1|DMAU
OG0005165	LOC120773855|XP_039958937.1|BTRY	LOC117137206|XP_033154451.1|DMAU
OG0005166	LOC120774993|XP_039960849.1|BTRY	LOC117144272|XP_033165264.1|DMAU
OG0005167	LOC120775005|XP_039960876.1|BTRY	LOC117144275|XP_033165269.1|DMAU
OG0005168	LOC120777248|XP_039964376.1|BTRY	LOC117141849|XP_033161414.1|DMAU
OG0005169	LOC120776935|XP_039963946.1|BTRY	LOC117141411|XP_033160727.1|DMAU
OG0005170	LOC120776934|XP_039963941.1|BTRY	LOC117141412|XP_033160728.1|DMAU
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC117141528|XP_033160908.1|DMAU
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC117135921|XP_033152380.1|DMAU
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC117138296|XP_033156187.1|DMAU
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC117137277|XP_033154537.1|DMAU
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC117138554|XP_033156603.1|DMAU
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC117137296|XP_033154559.1|DMAU
OG0005177	LOC120770538|XP_039954027.1|BTRY	LOC117137331|XP_033154612.1|DMAU
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC117141045|XP_033160218.1|DMAU
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC117141916|XP_033161536.1|DMAU
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC117139265|XP_033157376.1|DMAU
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC117146382|XP_033168439.1|DMAU
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC117137920|XP_033155557.1|DMAU
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC117137754|XP_033155256.1|DMAU
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC117136491|XP_033153323.1|DMAU
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC117138004|XP_033155696.1|DMAU
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC117135729|XP_033152063.1|DMAU
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC117138294|XP_033156164.1|DMAU
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC117136747|XP_033153670.1|DMAU
