Orthogroup	BTRY.longest_only	DSER.longest_only
OG0005741	LOC120782430|XP_039970647.1|BTRY	LOC110186517|XP_020811377.1|DSER
OG0005742	LOC120775179|XP_039961170.1|BTRY	LOC110187685|XP_020812776.1|DSER
OG0005743	LOC120780408|XP_039968626.1|BTRY	LOC110177148|XP_020799385.1|DSER
OG0005744	LOC120772665|XP_039957336.1|BTRY	LOC110186336|XP_020811142.1|DSER
OG0005745	LOC120773898|XP_039959012.1|BTRY	LOC110177122|XP_020799328.1|DSER
OG0005746	LOC120775477|XP_039961614.1|BTRY	LOC110177177|XP_020799426.1|DSER
OG0005747	LOC120774893|XP_039960698.1|BTRY	LOC110177138|XP_020799371.1|DSER
OG0005748	LOC120769512|XP_039952487.1|BTRY	LOC110189767|XP_020815648.1|DSER
OG0005749	LOC120773889|XP_039958992.1|BTRY	LOC110180647|XP_020804000.1|DSER
OG0005750	LOC120773169|XP_039958073.1|BTRY	LOC110187640|XP_020812706.1|DSER
OG0005751	LOC120773760|XP_039958768.1|BTRY	LOC110177543|XP_020799971.1|DSER
OG0005752	LOC120771417|XP_039955332.1|BTRY	LOC110188949|XP_020814548.1|DSER
OG0005753	LOC120768470|XP_039951110.1|BTRY	LOC110183337|XP_020807246.1|DSER
OG0005754	LOC120772135|XP_039956487.1|BTRY	LOC110182561|XP_020806273.1|DSER
OG0005755	LOC120771599|XP_039955609.1|BTRY	LOC110191483|XP_020818006.1|DSER
OG0005756	LOC120779120|XP_039967251.1|BTRY	LOC110186283|XP_020811059.1|DSER
OG0005757	LOC120766192|XP_039947487.1|BTRY	LOC110177150|XP_020799386.1|DSER
OG0005758	LOC120782704|XP_039971087.1|BTRY	LOC110188725|XP_020814197.1|DSER
OG0005759	LOC120780503|XP_039968712.1|BTRY	LOC110188737|XP_020814229.1|DSER
OG0005760	LOC120766886|XP_039948566.1|BTRY	LOC110188566|XP_020813984.1|DSER
OG0005761	LOC120782277|XP_039970411.1|BTRY	LOC110188253|XP_020813585.1|DSER
OG0005762	LOC120766207|XP_039947512.1|BTRY	LOC110190169|XP_020816169.1|DSER
OG0005763	LOC120772019|XP_039956318.1|BTRY	LOC110189225|XP_020814865.1|DSER
OG0005764	LOC120782376|XP_039970551.1|BTRY	LOC110185225|XP_020809619.1|DSER
OG0005765	LOC120778925|XP_039966908.1|BTRY	LOC110185122|XP_020809477.1|DSER
OG0005766	LOC120777663|XP_039965054.1|BTRY	LOC110190861|XP_020817170.1|DSER
OG0005767	LOC120767084|XP_039948887.1|BTRY	LOC110188220|XP_020813522.1|DSER
OG0005768	LOC120774367|XP_039959896.1|BTRY	LOC110179629|XP_020802898.1|DSER
OG0005770	LOC120771398|XP_039955304.1|BTRY	LOC110191719|XP_020818295.1|DSER
OG0005771	LOC120770949|XP_039954599.1|BTRY	LOC110176519|XP_020798555.1|DSER
OG0005772	LOC120770608|XP_039954147.1|BTRY	LOC110186534|XP_020811394.1|DSER
OG0005773	LOC120776597|XP_039963309.1|BTRY	LOC110191828|XP_020818452.1|DSER
OG0005774	LOC120766427|XP_039947863.1|BTRY	LOC110186602|XP_020811492.1|DSER
OG0005775	LOC120777443|XP_039964689.1|BTRY	LOC110178992|XP_020801968.1|DSER
OG0005776	LOC120777748|XP_039965175.1|BTRY	LOC110182781|XP_020806565.1|DSER
OG0005777	LOC120767041|XP_039948829.1|BTRY	LOC110183863|XP_020807875.1|DSER
OG0005778	LOC120779417|XP_039967551.1|BTRY, LOC120782664|XP_039970975.1|BTRY	LOC110188367|XP_020813736.1|DSER
OG0005779	LOC120768234|XP_039950757.1|BTRY	LOC110191751|XP_020818346.1|DSER
OG0005780	LOC120777743|XP_039965167.1|BTRY	LOC110178907|XP_020801842.1|DSER
OG0005781	LOC120778550|XP_039966332.1|BTRY	LOC110190298|XP_020816342.1|DSER
OG0005782	LOC120775827|XP_039962120.1|BTRY	LOC110190249|XP_020816272.1|DSER
OG0005783	LOC120770861|XP_039954411.1|BTRY	LOC110189296|XP_020814986.1|DSER
OG0005784	LOC120766730|XP_039948314.1|BTRY	LOC110176423|XP_020798427.1|DSER
OG0005785	LOC120772848|XP_039957598.1|BTRY	LOC110176479|XP_020798500.1|DSER
OG0005786	LOC120769105|XP_039951904.1|BTRY	LOC110176603|XP_020798684.1|DSER
OG0005787	LOC120782563|XP_039970831.1|BTRY	LOC110187671|XP_020812751.1|DSER
OG0005788	LOC120771278|XP_039955137.1|BTRY	LOC110189229|XP_020814871.1|DSER
OG0005789	LOC120780439|XP_039968648.1|BTRY	LOC110185347|XP_020809783.1|DSER
OG0005790	LOC120775323|XP_039961401.1|BTRY	LOC110176521|XP_020798557.1|DSER
OG0005791	LOC120774226|XP_039959621.1|BTRY	LOC110188555|XP_020813972.1|DSER
OG0005792	LOC120774241|XP_039959640.1|BTRY	LOC110188556|XP_020813974.1|DSER
OG0005793	LOC120766770|XP_039948384.1|BTRY	LOC110191799|XP_020818408.1|DSER
OG0005794	LOC120770844|XP_039954375.1|BTRY	LOC110179304|XP_020802449.1|DSER
OG0005795	LOC120775039|XP_039960946.1|BTRY	LOC110177415|XP_020799791.1|DSER
OG0005796	LOC120769138|XP_039951945.1|BTRY	LOC110178908|XP_020801843.1|DSER
OG0005797	LOC120776346|XP_039962833.1|BTRY	LOC110190703|XP_020816974.1|DSER
OG0005798	LOC120782417|XP_039970601.1|BTRY	LOC110184577|XP_020808821.1|DSER
OG0005799	LOC120770139|XP_039953282.1|BTRY	LOC110191084|XP_020817482.1|DSER
OG0005800	LOC120775793|XP_039962072.1|BTRY	LOC110191063|XP_020817452.1|DSER
OG0005801	LOC120775786|XP_039962061.1|BTRY	LOC110191062|XP_020817451.1|DSER
OG0005802	LOC120782360|XP_039970532.1|BTRY	LOC110191847|XP_020818481.1|DSER
OG0005803	LOC120766301|XP_039947641.1|BTRY	LOC110186472|XP_020811321.1|DSER
OG0005804	LOC120766598|XP_039948137.1|BTRY	LOC110191209|XP_020817636.1|DSER
OG0005805	LOC120770589|XP_039954109.1|BTRY	LOC110176903|XP_020799053.1|DSER
OG0005806	LOC120780249|XP_039968445.1|BTRY	LOC110186189|XP_020810906.1|DSER
OG0005807	LOC120767089|XP_039948903.1|BTRY	LOC110186149|XP_020810859.1|DSER
OG0005808	LOC120779402|XP_039967534.1|BTRY	LOC110187133|XP_020812206.1|DSER
OG0005809	LOC120777368|XP_039964572.1|BTRY	LOC110191334|XP_020817828.1|DSER
OG0005810	LOC120782710|XP_039971062.1|BTRY	LOC110191088|XP_020817492.1|DSER
OG0005811	LOC120782711|XP_039971064.1|BTRY	LOC110191089|XP_020817493.1|DSER
OG0005812	LOC120782643|XP_039970947.1|BTRY	LOC110184541|XP_020808778.1|DSER
OG0005813	LOC120782531|XP_039970785.1|BTRY	LOC110188755|XP_020814256.1|DSER
OG0005814	LOC120782312|XP_039970462.1|BTRY	LOC110187688|XP_020812779.1|DSER
OG0005815	LOC120772600|XP_039957249.1|BTRY	LOC110189222|XP_020814860.1|DSER
OG0005816	LOC120782828|XP_039971285.1|BTRY	LOC110186250|XP_020810986.1|DSER
OG0005817	LOC120770599|XP_039954139.1|BTRY	LOC110186373|XP_020811182.1|DSER
OG0005818	LOC120767820|XP_039950039.1|BTRY	LOC110176503|XP_020798536.1|DSER
OG0005819	LOC120782603|XP_039970900.1|BTRY	LOC110191850|XP_020818485.1|DSER
OG0005820	LOC120782606|XP_039970904.1|BTRY	LOC110191851|XP_020818486.1|DSER
OG0005821	LOC120775446|XP_039961569.1|BTRY	LOC110177193|XP_020799447.1|DSER
OG0005822	LOC120767553|XP_039949612.1|BTRY	LOC110185699|XP_020810327.1|DSER
OG0005823	LOC120775335|XP_039961410.1|BTRY	LOC110181739|XP_020805258.1|DSER
OG0005824	LOC120766288|XP_039947624.1|BTRY	LOC110188093|XP_020813308.1|DSER
OG0005825	LOC120777279|XP_039964419.1|BTRY	LOC110181270|XP_020804639.1|DSER
OG0005826	LOC120780455|XP_039968664.1|BTRY	LOC110184515|XP_020808742.1|DSER
OG0005827	LOC120770123|XP_039953241.1|BTRY	LOC110187009|XP_020812031.1|DSER
OG0005828	LOC120777072|XP_039964133.1|BTRY	LOC110184682|XP_020808954.1|DSER
OG0005829	LOC120782893|XP_039947440.1|BTRY	LOC110188294|XP_020813655.1|DSER
OG0005830	LOC120778496|XP_039966255.1|BTRY	LOC110183706|XP_020807711.1|DSER
OG0005831	LOC120776972|XP_039963999.1|BTRY	LOC110183701|XP_020807699.1|DSER
OG0005832	LOC120777999|XP_039965590.1|BTRY	LOC110183617|XP_020807594.1|DSER
OG0005833	LOC120778928|XP_039966907.1|BTRY	LOC110183614|XP_020807592.1|DSER
OG0005834	LOC120778931|XP_039966912.1|BTRY	LOC110183720|XP_020807728.1|DSER
OG0005835	LOC120778005|XP_039965601.1|BTRY	LOC110183569|XP_020807535.1|DSER
OG0005836	LOC120778742|XP_039966645.1|BTRY	LOC110190316|XP_020816364.1|DSER
OG0005837	LOC120780245|XP_039968438.1|BTRY	LOC110186138|XP_020810847.1|DSER
OG0005838	LOC120777945|XP_039965490.1|BTRY	LOC110177307|XP_020799631.1|DSER
OG0005839	LOC120769311|XP_039952188.1|BTRY	LOC110182319|XP_020806008.1|DSER
OG0005840	LOC120775143|XP_039961109.1|BTRY	LOC110187678|XP_020812768.1|DSER
OG0005841	LOC120777742|XP_039965170.1|BTRY	LOC110188307|XP_020813674.1|DSER
OG0005842	LOC120774753|XP_039960446.1|BTRY	LOC110182481|XP_020806187.1|DSER
OG0005843	LOC120777542|XP_039964863.1|BTRY	LOC110182787|XP_020806572.1|DSER
OG0005844	LOC120776820|XP_039963772.1|BTRY	LOC110185223|XP_020809613.1|DSER
OG0005845	LOC120766160|XP_039947479.1|BTRY	LOC110188528|XP_020813932.1|DSER
OG0005846	LOC120773793|XP_039958828.1|BTRY	LOC110191808|XP_020818419.1|DSER
OG0005847	LOC120767031|XP_039948811.1|BTRY	LOC110186918|XP_020811899.1|DSER
OG0005848	LOC120774390|XP_039959934.1|BTRY	LOC110179538|XP_020802777.1|DSER
OG0005849	LOC120774345|XP_039959858.1|BTRY	LOC110181498|XP_020804925.1|DSER
OG0005850	LOC120775349|XP_039961434.1|BTRY	LOC110179498|XP_020802732.1|DSER
OG0005851	LOC120767803|XP_039950006.1|BTRY	LOC110185861|XP_020810528.1|DSER
OG0005852	LOC120782204|XP_039970294.1|BTRY	LOC110191027|XP_020817405.1|DSER
OG0005853	LOC120774248|XP_039959647.1|BTRY	LOC110181584|XP_020805036.1|DSER
OG0005854	LOC120770178|XP_039953331.1|BTRY	LOC110191087|XP_020817491.1|DSER
OG0005855	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY	LOC110180619|XP_020803961.1|DSER
OG0005856	LOC120774523|XP_039960154.1|BTRY	LOC110184479|XP_020808682.1|DSER
OG0005857	LOC120767045|XP_039948832.1|BTRY	LOC110188235|XP_020813552.1|DSER
OG0005858	LOC120773085|XP_039957988.1|BTRY	LOC110176600|XP_020798677.1|DSER
OG0005859	LOC120767270|XP_039949075.1|BTRY	LOC110184893|XP_020809199.1|DSER
OG0005860	LOC120782816|XP_039971242.1|BTRY	LOC110188734|XP_020814209.1|DSER
OG0005861	LOC120774948|XP_039960765.1|BTRY	LOC110186384|XP_020811200.1|DSER
OG0005862	LOC120770152|XP_039953280.1|BTRY	LOC110176089|XP_020797992.1|DSER
OG0005863	LOC120770211|XP_039953399.1|BTRY	LOC110181124|XP_020804455.1|DSER
OG0005864	LOC120782318|XP_039970473.1|BTRY	LOC110191735|XP_020818320.1|DSER
OG0005865	LOC120782534|XP_039970798.1|BTRY	LOC110186372|XP_020811185.1|DSER
OG0005866	LOC120773071|XP_039957947.1|BTRY	LOC110180265|XP_020803579.1|DSER
OG0005867	LOC120767579|XP_039949658.1|BTRY	LOC110181198|XP_020804537.1|DSER
OG0005868	LOC120772291|XP_039956735.1|BTRY	LOC110190909|XP_020817232.1|DSER
OG0005869	LOC120775498|XP_039961639.1|BTRY	LOC110183258|XP_020807143.1|DSER
OG0005870	LOC120775838|XP_039962141.1|BTRY	LOC110184173|XP_020808242.1|DSER
OG0005871	LOC120775752|XP_039962014.1|BTRY	LOC110184238|XP_020808353.1|DSER
OG0005872	LOC120774887|XP_039960682.1|BTRY	LOC110190590|XP_020816845.1|DSER
OG0005873	LOC120766172|XP_039947459.1|BTRY	LOC110186569|XP_020811437.1|DSER
OG0005874	LOC120773544|XP_039958438.1|BTRY	LOC110175968|XP_020797822.1|DSER
OG0005875	LOC120772883|XP_039957665.1|BTRY	LOC110178664|XP_020801522.1|DSER
OG0005876	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY	LOC110181659|XP_020805124.1|DSER
OG0005877	LOC120773591|XP_039958519.1|BTRY	LOC110181742|XP_020805260.1|DSER
OG0005878	LOC120775739|XP_039961991.1|BTRY	LOC110180650|XP_020804004.1|DSER
OG0005879	LOC120773656|XP_039958603.1|BTRY	LOC110184321|XP_020808472.1|DSER
OG0005880	LOC120778010|XP_039965609.1|BTRY	LOC110189899|XP_020815818.1|DSER
OG0005881	LOC120777396|XP_039964626.1|BTRY	LOC110176200|XP_020798120.1|DSER
OG0005882	LOC120774503|XP_039960117.1|BTRY	LOC110191982|XP_020818668.1|DSER
OG0005883	LOC120776512|XP_039963154.1|BTRY	LOC110178714|XP_020801577.1|DSER
OG0005884	LOC120777773|XP_039965224.1|BTRY	LOC110189932|XP_020815875.1|DSER
OG0005885	LOC120777710|XP_039965122.1|BTRY	LOC110190883|XP_020817200.1|DSER
OG0005886	LOC120778988|XP_039967022.1|BTRY	LOC110189947|XP_020815893.1|DSER
OG0005887	LOC120777284|XP_039964428.1|BTRY	LOC110176306|XP_020798286.1|DSER
OG0005888	LOC120779116|XP_039967238.1|BTRY	LOC110190389|XP_020816497.1|DSER
OG0005889	LOC120776778|XP_039963690.1|BTRY	LOC110177529|XP_020799947.1|DSER
OG0005890	LOC120776726|XP_039963575.1|BTRY	LOC110187058|XP_020812102.1|DSER
OG0005891	LOC120776727|XP_039963577.1|BTRY	LOC110181226|XP_020804580.1|DSER
OG0005892	LOC120777734|XP_039965158.1|BTRY	LOC110178910|XP_020801848.1|DSER
OG0005893	LOC120776461|XP_039963062.1|BTRY	LOC110176128|XP_020798023.1|DSER
OG0005894	LOC120776462|XP_039963063.1|BTRY	LOC110176129|XP_020798024.1|DSER
OG0005895	LOC120776463|XP_039963064.1|BTRY	LOC110176130|XP_020798025.1|DSER
OG0005896	LOC120777622|XP_039965007.1|BTRY	LOC110184668|XP_020808935.1|DSER
OG0005897	LOC120777214|XP_039964324.1|BTRY	LOC110189965|XP_020815913.1|DSER
OG0005898	LOC120774409|XP_039959969.1|BTRY	LOC110187017|XP_020812038.1|DSER
OG0005899	LOC120771002|XP_039954695.1|BTRY	LOC110189641|XP_020815446.1|DSER
OG0005900	LOC120773415|XP_039958219.1|BTRY	LOC110178181|XP_020800872.1|DSER
OG0005901	LOC120770007|XP_039953034.1|BTRY	LOC110177713|XP_020800212.1|DSER
OG0005902	LOC120772020|XP_039956319.1|BTRY	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER
OG0005903	LOC120766482|XP_039947958.1|BTRY	LOC110188140|XP_020813395.1|DSER
OG0005904	LOC120770027|XP_039953069.1|BTRY	LOC110186424|XP_020811269.1|DSER
OG0005905	LOC120776725|XP_039963573.1|BTRY	LOC110189922|XP_020815856.1|DSER
OG0005906	LOC120777480|XP_039964748.1|BTRY	LOC110189867|XP_020815747.1|DSER
OG0005907	LOC120777757|XP_039965190.1|BTRY	LOC110190284|XP_020816319.1|DSER
OG0005908	LOC120778517|XP_039966286.1|BTRY	LOC110189863|XP_020815741.1|DSER
OG0005909	LOC120778270|XP_039965983.1|BTRY	LOC110179829|XP_020803094.1|DSER
OG0005910	LOC120770052|XP_039953105.1|BTRY	LOC110176351|XP_020798339.1|DSER
OG0005911	LOC120772882|XP_039957664.1|BTRY	LOC110176342|XP_020798330.1|DSER
OG0005912	LOC120772682|XP_039957354.1|BTRY	LOC110176338|XP_020798319.1|DSER
OG0005913	LOC120766947|XP_039948978.1|BTRY	LOC110177347|XP_020799698.1|DSER
OG0005914	LOC120772515|XP_039957097.1|BTRY	LOC110179279|XP_020802427.1|DSER
OG0005915	LOC120772061|XP_039956381.1|BTRY	LOC110179282|XP_020802429.1|DSER
OG0005916	LOC120772325|XP_039956790.1|BTRY	LOC110179205|XP_020802282.1|DSER
OG0005917	LOC120772575|XP_039957203.1|BTRY	LOC110177852|XP_020800457.1|DSER
OG0005918	LOC120775513|XP_039961655.1|BTRY	LOC110184531|XP_020808766.1|DSER
OG0005919	LOC120771348|XP_039955229.1|BTRY	LOC110191802|XP_020818415.1|DSER
OG0005920	LOC120770148|XP_039953272.1|BTRY	LOC110178361|XP_020801152.1|DSER
OG0005921	LOC120776354|XP_039962845.1|BTRY	LOC110177578|XP_020800016.1|DSER
OG0005922	LOC120776104|XP_039962527.1|BTRY	LOC110179527|XP_020802766.1|DSER
OG0005923	LOC120776432|XP_039963020.1|BTRY	LOC110178999|XP_020801988.1|DSER
OG0005924	LOC120776438|XP_039963025.1|BTRY	LOC110178556|XP_020801385.1|DSER
OG0005925	LOC120777548|XP_039964871.1|BTRY	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC120774912|XP_039960718.1|BTRY	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC120769877|XP_039952968.1|BTRY	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC120773948|XP_039959103.1|BTRY	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC120781252|XP_039969336.1|BTRY	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC120772517|XP_039957099.1|BTRY	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC120771195|XP_039955025.1|BTRY	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC120771708|XP_039955787.1|BTRY	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC120771207|XP_039955044.1|BTRY	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC120771316|XP_039955189.1|BTRY	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC120779114|XP_039967231.1|BTRY	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC120769204|XP_039952033.1|BTRY	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC120776524|XP_039963182.1|BTRY	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC120771379|XP_039955276.1|BTRY	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC120775695|XP_039961940.1|BTRY	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC120771804|XP_039955941.1|BTRY	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC120772317|XP_039956768.1|BTRY	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC120770202|XP_039953379.1|BTRY	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC120771135|XP_039954934.1|BTRY	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC120773067|XP_039957938.1|BTRY	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC120772015|XP_039956315.1|BTRY	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC120772327|XP_039956794.1|BTRY	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC120771666|XP_039955716.1|BTRY	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC120777409|XP_039964641.1|BTRY	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC120777828|XP_039965299.1|BTRY	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC120768851|XP_039951538.1|BTRY	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC120777845|XP_039965315.1|BTRY	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC120768850|XP_039951535.1|BTRY	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC120767302|XP_039949122.1|BTRY	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC120769558|XP_039952541.1|BTRY	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC120777975|XP_039965549.1|BTRY	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC120770882|XP_039954456.1|BTRY	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC120782472|XP_039970699.1|BTRY	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC120769053|XP_039951836.1|BTRY	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC120768962|XP_039951690.1|BTRY	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC120774058|XP_039959297.1|BTRY	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC120771009|XP_039954708.1|BTRY	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC120770528|XP_039954011.1|BTRY	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC120767709|XP_039949838.1|BTRY	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC120770521|XP_039953997.1|BTRY	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC120770947|XP_039954594.1|BTRY	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC120768409|XP_039951024.1|BTRY	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC120772548|XP_039957167.1|BTRY	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC120771823|XP_039955982.1|BTRY	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC120771673|XP_039955730.1|BTRY	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC120773478|XP_039958331.1|BTRY	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC120770339|XP_039953671.1|BTRY	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC120776728|XP_039963582.1|BTRY	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC120777496|XP_039964775.1|BTRY	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC120778939|XP_039966930.1|BTRY	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC120778119|XP_039965757.1|BTRY	LOC110184660|XP_020808922.1|DSER
OG0005976	LOC120775493|XP_039961632.1|BTRY	LOC110187732|XP_020812847.1|DSER
OG0005977	LOC120774376|XP_039959906.1|BTRY	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC120771040|XP_039954769.1|BTRY	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC120770324|XP_039953640.1|BTRY	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC120771609|XP_039955628.1|BTRY	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC120774381|XP_039959920.1|BTRY	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC120771631|XP_039955658.1|BTRY	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC120775426|XP_039961543.1|BTRY	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC120774024|XP_039959246.1|BTRY	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC120776145|XP_039962619.1|BTRY	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC120775288|XP_039961335.1|BTRY	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC120774128|XP_039959435.1|BTRY	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC120771286|XP_039955148.1|BTRY	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC120770985|XP_039954661.1|BTRY	LOC110189488|XP_020815236.1|DSER
OG0005990	LOC120770511|XP_039953980.1|BTRY	LOC110176314|XP_020798289.1|DSER
OG0005991	LOC120770097|XP_039953189.1|BTRY	LOC110178245|XP_020800955.1|DSER
OG0005992	LOC120777101|XP_039964171.1|BTRY	LOC110185150|XP_020809510.1|DSER
OG0005993	LOC120778634|XP_039966463.1|BTRY	LOC110185151|XP_020809511.1|DSER
OG0005994	LOC120778275|XP_039965989.1|BTRY	LOC110190428|XP_020816567.1|DSER
OG0005995	LOC120776667|XP_039963476.1|BTRY	LOC110184641|XP_020808898.1|DSER
OG0005996	LOC120777391|XP_039964618.1|BTRY	LOC110190219|XP_020816235.1|DSER
OG0005997	LOC120774863|XP_039960626.1|BTRY	LOC110189618|XP_020815416.1|DSER
OG0005998	LOC120778451|XP_039966178.1|BTRY	LOC110176188|XP_020798098.1|DSER
OG0005999	LOC120778534|XP_039966310.1|BTRY	LOC110179408|XP_020802593.1|DSER
OG0006000	LOC120770605|XP_039954143.1|BTRY	LOC110182157|XP_020805823.1|DSER
OG0006001	LOC120777984|XP_039965557.1|BTRY	LOC110176179|XP_020798085.1|DSER
OG0006002	LOC120771022|XP_039954732.1|BTRY	LOC110191497|XP_020818022.1|DSER
OG0006003	LOC120777769|XP_039965213.1|BTRY	LOC110176145|XP_020798040.1|DSER
OG0006004	LOC120773303|XP_039958085.1|BTRY	LOC110187881|XP_020813023.1|DSER
OG0006005	LOC120770474|XP_039953910.1|BTRY	LOC110179362|XP_020802534.1|DSER
OG0006006	LOC120775485|XP_039961623.1|BTRY	LOC110179198|XP_020802274.1|DSER
OG0006007	LOC120770906|XP_039954517.1|BTRY	LOC110189257|XP_020814927.1|DSER
OG0006008	LOC120773576|XP_039958494.1|BTRY	LOC110184981|XP_020809290.1|DSER
OG0006009	LOC120770981|XP_039954657.1|BTRY	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC120779504|XP_039967742.1|BTRY	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC120779199|XP_039967403.1|BTRY	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC120777278|XP_039964417.1|BTRY	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC120773040|XP_039957904.1|BTRY	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC120778672|XP_039966539.1|BTRY	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC120772024|XP_039956325.1|BTRY	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC120770287|XP_039953557.1|BTRY	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC120770556|XP_039954066.1|BTRY	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC120771163|XP_039954976.1|BTRY	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC120770013|XP_039953039.1|BTRY	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC120777859|XP_039965337.1|BTRY	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC120768172|XP_039950669.1|BTRY	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC120770456|XP_039953887.1|BTRY	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC120776155|XP_039962643.1|BTRY	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC120772260|XP_039956696.1|BTRY	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC120778670|XP_039966540.1|BTRY	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC120770758|XP_039954277.1|BTRY	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC120771252|XP_039955101.1|BTRY	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC120769983|XP_039952992.1|BTRY	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC120767775|XP_039949953.1|BTRY	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC120772224|XP_039956643.1|BTRY	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC120773449|XP_039958273.1|BTRY	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC120772003|XP_039956295.1|BTRY	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC120773861|XP_039958951.1|BTRY	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC120776589|XP_039963295.1|BTRY	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC120778569|XP_039966368.1|BTRY	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC120771685|XP_039955750.1|BTRY	LOC110191007|XP_020817387.1|DSER
