Orthogroup	BTRY.longest_only	DGUA.longest_only
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC117588133|XP_034135115.1|DGUA
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC117588217|XP_034135251.1|DGUA
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC117583510|XP_034127743.1|DGUA
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC117587175|XP_034133583.1|DGUA
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC117587173|XP_034133581.1|DGUA
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC117583985|XP_034128583.1|DGUA
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC117582575|XP_034126312.1|DGUA
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC117581817|XP_034125152.1|DGUA
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC117584753|XP_034129738.1|DGUA
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC117592337|XP_034141922.1|DGUA
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC117578768|XP_034120365.1|DGUA
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC117589851|XP_034138007.1|DGUA
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC117587782|XP_034134617.1|DGUA
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC117584282|XP_034128992.1|DGUA
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC117588195|XP_034135215.1|DGUA
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC117591999|XP_034141338.1|DGUA
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC117582073|XP_034125521.1|DGUA
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC117578600|XP_034120081.1|DGUA
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC117578871|XP_034120556.1|DGUA
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC117584265|XP_034128967.1|DGUA
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC117584013|XP_034128636.1|DGUA
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC117582378|XP_034125936.1|DGUA
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC117584746|XP_034129720.1|DGUA
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC117584501|XP_034129324.1|DGUA
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC117582066|XP_034125513.1|DGUA
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC117589170|XP_034136775.1|DGUA
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC117584794|XP_034129799.1|DGUA
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC117586934|XP_034133191.1|DGUA
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC117584571|XP_034129428.1|DGUA
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC117584816|XP_034129828.1|DGUA
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC117584820|XP_034129833.1|DGUA
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC117581835|XP_034125173.1|DGUA
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC117583880|XP_034128423.1|DGUA
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC117592144|XP_034141590.1|DGUA
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC117579614|XP_034121440.1|DGUA
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC117584192|XP_034128851.1|DGUA
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC117587779|XP_034134612.1|DGUA
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC117587749|XP_034134563.1|DGUA
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC117592663|XP_034142538.1|DGUA
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC117581837|XP_034125175.1|DGUA
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC117582648|XP_034126435.1|DGUA
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC117582646|XP_034126433.1|DGUA
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC117582806|XP_034126728.1|DGUA
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC117582114|XP_034125579.1|DGUA
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC117582501|XP_034126176.1|DGUA
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC117582504|XP_034126182.1|DGUA
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC117589784|XP_034137872.1|DGUA
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC117587593|XP_034134327.1|DGUA
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC117584857|XP_034129889.1|DGUA
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC117584855|XP_034129887.1|DGUA
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC117582529|XP_034126221.1|DGUA
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC117580165|XP_034122376.1|DGUA
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC117581994|XP_034125380.1|DGUA
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC117582161|XP_034125651.1|DGUA
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC117582097|XP_034125550.1|DGUA
OG0005381	LOC120767721|XP_039949853.1|BTRY	LOC117582558|XP_034126279.1|DGUA
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC117581793|XP_034125115.1|DGUA
OG0005383	LOC120778251|XP_039965951.1|BTRY	LOC117589141|XP_034136719.1|DGUA
OG0005384	LOC120766271|XP_039947594.1|BTRY	LOC117586431|XP_034132359.1|DGUA
OG0005385	LOC120770527|XP_039954008.1|BTRY	LOC117578574|XP_034120046.1|DGUA
OG0005386	LOC120771825|XP_039955988.1|BTRY	LOC117591584|XP_034140794.1|DGUA
OG0005387	LOC120766519|XP_039948021.1|BTRY	LOC117582740|XP_034126565.1|DGUA
OG0005388	LOC120769329|XP_039952219.1|BTRY	LOC117584484|XP_034129300.1|DGUA
OG0005389	LOC120767918|XP_039950211.1|BTRY	LOC117581684|XP_034124950.1|DGUA
OG0005390	LOC120768438|XP_039951058.1|BTRY	LOC117584684|XP_034129604.1|DGUA
OG0005391	LOC120768440|XP_039951060.1|BTRY	LOC117584687|XP_034129607.1|DGUA
OG0005392	LOC120769607|XP_039952622.1|BTRY	LOC117582014|XP_034125426.1|DGUA
OG0005393	LOC120773134|XP_039958067.1|BTRY	LOC117589822|XP_034137944.1|DGUA
OG0005394	LOC120767819|XP_039950034.1|BTRY	LOC117582012|XP_034125420.1|DGUA
OG0005395	LOC120768623|XP_039951324.1|BTRY	LOC117582174|XP_034125668.1|DGUA
OG0005396	LOC120769686|XP_039952742.1|BTRY	LOC117581774|XP_034125086.1|DGUA
OG0005397	LOC120769691|XP_039952752.1|BTRY	LOC117582232|XP_034125734.1|DGUA
OG0005398	LOC120775001|XP_039960862.1|BTRY	LOC117585732|XP_034131268.1|DGUA
OG0005399	LOC120772085|XP_039956417.1|BTRY	LOC117581462|XP_034124575.1|DGUA
OG0005400	LOC120770264|XP_039953507.1|BTRY	LOC117588906|XP_034136357.1|DGUA
OG0005401	LOC120768161|XP_039950656.1|BTRY	LOC117582302|XP_034125835.1|DGUA
OG0005402	LOC120768297|XP_039950859.1|BTRY	LOC117582000|XP_034125387.1|DGUA
OG0005403	LOC120768473|XP_039951114.1|BTRY	LOC117581734|XP_034125006.1|DGUA
OG0005404	LOC120768472|XP_039951113.1|BTRY	LOC117581735|XP_034125007.1|DGUA
OG0005405	LOC120772871|XP_039957641.1|BTRY	LOC117586839|XP_034133025.1|DGUA
OG0005406	LOC120770395|XP_039953760.1|BTRY	LOC117586700|XP_034132862.1|DGUA
OG0005407	LOC120771049|XP_039954786.1|BTRY	LOC117590254|XP_034138621.1|DGUA
OG0005408	LOC120769122|XP_039951918.1|BTRY	LOC117583945|XP_034128534.1|DGUA
OG0005409	LOC120768548|XP_039951224.1|BTRY	LOC117582170|XP_034125662.1|DGUA
OG0005410	LOC120771047|XP_039954782.1|BTRY	LOC117583949|XP_034128539.1|DGUA
OG0005411	LOC120773056|XP_039957924.1|BTRY	LOC117583340|XP_034127498.1|DGUA
OG0005412	LOC120772206|XP_039956606.1|BTRY	LOC117588703|XP_034136046.1|DGUA
OG0005413	LOC120771400|XP_039955302.1|BTRY	LOC117578714|XP_034120257.1|DGUA
OG0005414	LOC120774480|XP_039960074.1|BTRY	LOC117591044|XP_034140030.1|DGUA
OG0005415	LOC120775956|XP_039962302.1|BTRY	LOC117581319|XP_034124311.1|DGUA
OG0005416	LOC120770480|XP_039953920.1|BTRY	LOC117585692|XP_034131201.1|DGUA
OG0005417	LOC120768073|XP_039950533.1|BTRY	LOC117582201|XP_034125700.1|DGUA
OG0005418	LOC120768626|XP_039951326.1|BTRY	LOC117582117|XP_034125582.1|DGUA
OG0005419	LOC120781455|XP_039969603.1|BTRY	LOC117583953|XP_034128544.1|DGUA
OG0005420	LOC120769678|XP_039952732.1|BTRY	LOC117584466|XP_034129278.1|DGUA
OG0005421	LOC120768665|XP_039951377.1|BTRY	LOC117584655|XP_034129574.1|DGUA
OG0005422	LOC120774055|XP_039959294.1|BTRY	LOC117588408|XP_034135564.1|DGUA
OG0005423	LOC120767279|XP_039949087.1|BTRY	LOC117587933|XP_034134813.1|DGUA
OG0005424	LOC120771793|XP_039955924.1|BTRY	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC120774084|XP_039959346.1|BTRY	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC120772901|XP_039957714.1|BTRY	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC120769056|XP_039951840.1|BTRY	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC120767781|XP_039949960.1|BTRY	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC120769360|XP_039952255.1|BTRY	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC120768651|XP_039951356.1|BTRY	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC120769333|XP_039952222.1|BTRY	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC120768408|XP_039951023.1|BTRY	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC120772860|XP_039957613.1|BTRY	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC120768218|XP_039950722.1|BTRY	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC120769617|XP_039952654.1|BTRY	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC120769618|XP_039952655.1|BTRY	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC120772047|XP_039956358.1|BTRY	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC120767242|XP_039949016.1|BTRY	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC120769301|XP_039952169.1|BTRY	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC120767735|XP_039949878.1|BTRY	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC120767805|XP_039950009.1|BTRY	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC120769815|XP_039952956.1|BTRY	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC120780016|XP_039968235.1|BTRY	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC120768207|XP_039950713.1|BTRY	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC120769460|XP_039952405.1|BTRY, LOC120772962|XP_039957800.1|BTRY	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC120775135|XP_039961100.1|BTRY	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC120769211|XP_039952037.1|BTRY	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC120771681|XP_039955744.1|BTRY	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC120773912|XP_039959036.1|BTRY	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC120769183|XP_039952003.1|BTRY	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC120769169|XP_039951988.1|BTRY	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC120770252|XP_039953488.1|BTRY	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC120775422|XP_039961541.1|BTRY	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC120769783|XP_039952901.1|BTRY	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC120772021|XP_039956321.1|BTRY	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC120768083|XP_039950546.1|BTRY	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC120769402|XP_039952312.1|BTRY	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC120767764|XP_039949935.1|BTRY	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC120768349|XP_039950935.1|BTRY	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC120769729|XP_039952810.1|BTRY	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC120769011|XP_039951789.1|BTRY	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC120768967|XP_039951694.1|BTRY	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC120776644|XP_039963411.1|BTRY	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC120769461|XP_039952406.1|BTRY	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC120767970|XP_039950312.1|BTRY	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC120768624|XP_039951325.1|BTRY	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC120767082|XP_039948882.1|BTRY	LOC117585079|XP_034130235.1|DGUA
OG0005468	LOC120768288|XP_039950848.1|BTRY	LOC117582238|XP_034125739.1|DGUA
OG0005469	LOC120768245|XP_039950770.1|BTRY	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC120767354|XP_039949254.1|BTRY	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC120768175|XP_039950673.1|BTRY	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC120767901|XP_039950180.1|BTRY	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC120778696|XP_039966584.1|BTRY, LOC120769736|XP_039952822.1|BTRY	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC120767641|XP_039949746.1|BTRY	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC120767640|XP_039949745.1|BTRY	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC120772316|XP_039956767.1|BTRY	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC120778156|XP_039965816.1|BTRY	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC120769263|XP_039952101.1|BTRY	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC120767403|XP_039949374.1|BTRY	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC120767405|XP_039949377.1|BTRY	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC120767845|XP_039950076.1|BTRY	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC120767247|XP_039949031.1|BTRY	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC120766887|XP_039948571.1|BTRY	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC120769631|XP_039952670.1|BTRY	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC120771999|XP_039956290.1|BTRY	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC120772235|XP_039956661.1|BTRY	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC120772066|XP_039956386.1|BTRY	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC120772248|XP_039956679.1|BTRY	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC120768906|XP_039951603.1|BTRY	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC120769019|XP_039951795.1|BTRY	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC120769680|XP_039952737.1|BTRY	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC120769590|XP_039952583.1|BTRY	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC120768371|XP_039950971.1|BTRY	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC120772796|XP_039957514.1|BTRY	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC120770894|XP_039954488.1|BTRY	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC120776424|XP_039963007.1|BTRY	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC120768306|XP_039950876.1|BTRY	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC120768308|XP_039950879.1|BTRY	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC120767373|XP_039949285.1|BTRY	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC120767374|XP_039949287.1|BTRY	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC120768192|XP_039950696.1|BTRY	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC120768193|XP_039950697.1|BTRY	LOC117587743|XP_034134558.1|DGUA
OG0005504	LOC120767711|XP_039949840.1|BTRY	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC120769747|XP_039952837.1|BTRY	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC120769822|XP_039952964.1|BTRY	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC120769203|XP_039952032.1|BTRY	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC120767905|XP_039950186.1|BTRY	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC120767930|XP_039950225.1|BTRY	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC120773448|XP_039958272.1|BTRY	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC120766278|XP_039947613.1|BTRY	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC120768182|XP_039950684.1|BTRY	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC120782747|XP_039971123.1|BTRY	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC120770374|XP_039953725.1|BTRY	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC120769427|XP_039952343.1|BTRY	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC120769293|XP_039952153.1|BTRY	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC120769236|XP_039952070.1|BTRY	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC120771153|XP_039954964.1|BTRY	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC120767459|XP_039949467.1|BTRY	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC120769322|XP_039952207.1|BTRY	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC120767691|XP_039949817.1|BTRY	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC120769298|XP_039952161.1|BTRY	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC120767962|XP_039950287.1|BTRY	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC120768235|XP_039950754.1|BTRY	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC120769248|XP_039952084.1|BTRY	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC120779652|XP_039967936.1|BTRY	LOC117590592|XP_034139244.1|DGUA
OG0005528	LOC120769695|XP_039952756.1|BTRY	LOC117584019|XP_034128642.1|DGUA
OG0005529	LOC120769137|XP_039951943.1|BTRY	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC120768863|XP_039951552.1|BTRY	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC120777914|XP_039965431.1|BTRY	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC120768355|XP_039950944.1|BTRY	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC120768045|XP_039950486.1|BTRY	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC120774755|XP_039960448.1|BTRY	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC120767730|XP_039949873.1|BTRY	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC120767895|XP_039950166.1|BTRY	LOC117584204|XP_034128865.1|DGUA
OG0005538	LOC120768078|XP_039950542.1|BTRY	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC120768648|XP_039951353.1|BTRY	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC120768214|XP_039950718.1|BTRY	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC120768359|XP_039950951.1|BTRY	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC120777242|XP_039964369.1|BTRY	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC120767851|XP_039950085.1|BTRY	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC120768152|XP_039950647.1|BTRY	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC120769094|XP_039951886.1|BTRY	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC120768194|XP_039950699.1|BTRY	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC120769185|XP_039952006.1|BTRY	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC120769722|XP_039952797.1|BTRY	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC120768276|XP_039950809.1|BTRY	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC120768150|XP_039950645.1|BTRY	LOC117581877|XP_034125233.1|DGUA
OG0005551	LOC120772359|XP_039956858.1|BTRY	LOC117581049|XP_034124196.1|DGUA
OG0005552	LOC120771327|XP_039955207.1|BTRY	LOC117585279|XP_034130597.1|DGUA
OG0005553	LOC120767710|XP_039949839.1|BTRY	LOC117584044|XP_034128673.1|DGUA
OG0005554	LOC120769803|XP_039952931.1|BTRY	LOC117582644|XP_034126417.1|DGUA
OG0005555	LOC120768595|XP_039951292.1|BTRY	LOC117582189|XP_034125683.1|DGUA
OG0005556	LOC120768565|XP_039951246.1|BTRY	LOC117582022|XP_034125438.1|DGUA
OG0005557	LOC120767555|XP_039949620.1|BTRY	LOC117584050|XP_034128681.1|DGUA
OG0005558	LOC120767395|XP_039949348.1|BTRY	LOC117580698|XP_034123214.1|DGUA
OG0005559	LOC120768012|XP_039950382.1|BTRY	LOC117582580|XP_034126316.1|DGUA
OG0005560	LOC120767554|XP_039949618.1|BTRY	LOC117584042|XP_034128671.1|DGUA
OG0005561	LOC120767196|XP_039948931.1|BTRY	LOC117588479|XP_034135667.1|DGUA
OG0005562	LOC120769420|XP_039952332.1|BTRY	LOC117582153|XP_034125629.1|DGUA
OG0005563	LOC120779436|XP_039967607.1|BTRY	LOC117590629|XP_034139333.1|DGUA
OG0005564	LOC120767933|XP_039950226.1|BTRY	LOC117584647|XP_034129562.1|DGUA
OG0005565	LOC120769602|XP_039952616.1|BTRY	LOC117582393|XP_034125968.1|DGUA
OG0005566	LOC120769606|XP_039952620.1|BTRY	LOC117582396|XP_034125970.1|DGUA
OG0005567	LOC120775694|XP_039961976.1|BTRY	LOC117583343|XP_034127496.1|DGUA
OG0005568	LOC120768326|XP_039950899.1|BTRY	LOC117584768|XP_034129760.1|DGUA
OG0005569	LOC120768903|XP_039951594.1|BTRY	LOC117582254|XP_034125755.1|DGUA
OG0005570	LOC120769243|XP_039952077.1|BTRY	LOC117582520|XP_034126208.1|DGUA
OG0005571	LOC120772091|XP_039956429.1|BTRY	LOC117584278|XP_034128990.1|DGUA
OG0005572	LOC120771581|XP_039955586.1|BTRY	LOC117578527|XP_034119978.1|DGUA
OG0005573	LOC120766579|XP_039948110.1|BTRY	LOC117586315|XP_034132192.1|DGUA
OG0005574	LOC120771275|XP_039955134.1|BTRY	LOC117590918|XP_034139845.1|DGUA
OG0005575	LOC120766344|XP_039947704.1|BTRY	LOC117589608|XP_034137574.1|DGUA
OG0005576	LOC120771611|XP_039955629.1|BTRY	LOC117581785|XP_034125108.1|DGUA
OG0005577	LOC120776856|XP_039963835.1|BTRY	LOC117580558|XP_034123052.1|DGUA
OG0005578	LOC120777359|XP_039964561.1|BTRY	LOC117586992|XP_034133283.1|DGUA
OG0005579	LOC120777361|XP_039964564.1|BTRY	LOC117586994|XP_034133284.1|DGUA
OG0005580	LOC120777069|XP_039964129.1|BTRY	LOC117586886|XP_034133111.1|DGUA
OG0005581	LOC120773499|XP_039958375.1|BTRY	LOC117588267|XP_034135298.1|DGUA
OG0005582	LOC120778351|XP_039966073.1|BTRY	LOC117579222|XP_034120885.1|DGUA
OG0005583	LOC120778009|XP_039965608.1|BTRY	LOC117589339|XP_034137081.1|DGUA
OG0005585	LOC120766168|XP_039947451.1|BTRY	LOC117586257|XP_034132089.1|DGUA
OG0005586	LOC120775045|XP_039960958.1|BTRY	LOC117586661|XP_034132798.1|DGUA
OG0005587	LOC120772160|XP_039956531.1|BTRY	LOC117584371|XP_034129102.1|DGUA
OG0005588	LOC120778749|XP_039966657.1|BTRY	LOC117587410|XP_034133959.1|DGUA
OG0005589	LOC120781666|XP_039969825.1|BTRY	LOC117586608|XP_034132688.1|DGUA
OG0005590	LOC120770025|XP_039953059.1|BTRY	LOC117578444|XP_034119858.1|DGUA
OG0005591	LOC120774599|XP_039960263.1|BTRY	LOC117581553|XP_034124775.1|DGUA
OG0005592	LOC120766985|XP_039948723.1|BTRY	LOC117584934|XP_034129985.1|DGUA
OG0005593	LOC120778056|XP_039965670.1|BTRY	LOC117587017|XP_034133319.1|DGUA
OG0005594	LOC120776833|XP_039963788.1|BTRY	LOC117579041|XP_034120627.1|DGUA
OG0005595	LOC120776831|XP_039963786.1|BTRY	LOC117579040|XP_034120626.1|DGUA
OG0005596	LOC120778860|XP_039966827.1|BTRY	LOC117587294|XP_034133774.1|DGUA
OG0005597	LOC120779552|XP_039967828.1|BTRY	LOC117585269|XP_034130579.1|DGUA
OG0005598	LOC120767353|XP_039949253.1|BTRY	LOC117582914|XP_034126901.1|DGUA
OG0005599	LOC120773074|XP_039957953.1|BTRY	LOC117578525|XP_034119976.1|DGUA
OG0005600	LOC120766873|XP_039948538.1|BTRY	LOC117586176|XP_034131979.1|DGUA
OG0005601	LOC120774145|XP_039959477.1|BTRY	LOC117588751|XP_034136120.1|DGUA
OG0005602	LOC120771916|XP_039956141.1|BTRY	LOC117591125|XP_034140119.1|DGUA
OG0005603	LOC120772391|XP_039956915.1|BTRY	LOC117591354|XP_034140477.1|DGUA
OG0005604	LOC120770189|XP_039953353.1|BTRY	LOC117578669|XP_034120187.1|DGUA
OG0005605	LOC120770372|XP_039953723.1|BTRY	LOC117587534|XP_034134268.1|DGUA
OG0005606	LOC120767445|XP_039949441.1|BTRY	LOC117584826|XP_034129843.1|DGUA
OG0005607	LOC120782486|XP_039970720.1|BTRY	LOC117586099|XP_034131849.1|DGUA
OG0005608	LOC120782485|XP_039970717.1|BTRY	LOC117586082|XP_034131829.1|DGUA
OG0005609	LOC120778870|XP_039966847.1|BTRY	LOC117579712|XP_034121597.1|DGUA
OG0005610	LOC120776651|XP_039963427.1|BTRY	LOC117589201|XP_034136821.1|DGUA
OG0005611	LOC120777061|XP_039964109.1|BTRY	LOC117589145|XP_034136723.1|DGUA
OG0005612	LOC120769095|XP_039951892.1|BTRY	LOC117585992|XP_034131707.1|DGUA
OG0005613	LOC120766350|XP_039947712.1|BTRY	LOC117586732|XP_034132918.1|DGUA
OG0005614	LOC120771293|XP_039955163.1|BTRY	LOC117586760|XP_034132961.1|DGUA
OG0005615	LOC120772602|XP_039957254.1|BTRY	LOC117583702|XP_034128075.1|DGUA
OG0005616	LOC120766663|XP_039948231.1|BTRY	LOC117586311|XP_034132185.1|DGUA
OG0005617	LOC120779370|XP_039967500.1|BTRY	LOC117585974|XP_034131674.1|DGUA
OG0005618	LOC120772329|XP_039956806.1|BTRY	LOC117584765|XP_034129761.1|DGUA
