Orthogroup	BTRY.longest_only	DHYD.longest_only
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC111595934|XP_023165662.2|DHYD
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC111605528|XP_023179857.1|DHYD
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC111605527|XP_023179856.2|DHYD
OG0003905	LOC120770373|XP_039953724.1|BTRY	LOC111601758|XP_023174264.2|DHYD
OG0003906	LOC120771966|XP_039956236.1|BTRY	LOC111593205|XP_023161619.2|DHYD
OG0003907	LOC120769134|XP_039951940.1|BTRY	LOC111599191|XP_023170548.1|DHYD
OG0003908	LOC120768375|XP_039950974.1|BTRY	LOC111599193|XP_023170549.2|DHYD
OG0003909	LOC120772153|XP_039956518.1|BTRY	LOC111605223|XP_023179416.1|DHYD
OG0003910	LOC120772356|XP_039956856.1|BTRY	LOC111605235|XP_023179438.2|DHYD
OG0003911	LOC120767626|XP_039949718.1|BTRY	LOC111605556|XP_023179892.2|DHYD
OG0003912	LOC120769672|XP_039952725.1|BTRY	LOC111601142|XP_023173377.2|DHYD
OG0003913	LOC120781698|XP_039969848.1|BTRY	LOC111594742|XP_023163950.1|DHYD
OG0003914	LOC120776102|XP_039962526.1|BTRY	LOC111592541|XP_023160591.2|DHYD
OG0003915	LOC120774736|XP_039960423.1|BTRY	LOC111592983|XP_023161248.1|DHYD
OG0003916	LOC120767883|XP_039950143.1|BTRY	LOC111602500|XP_023175339.1|DHYD
OG0003917	LOC120769328|XP_039952218.1|BTRY	LOC111599061|XP_023170350.2|DHYD
OG0003918	LOC120768489|XP_039951139.1|BTRY	LOC111603757|XP_023177255.2|DHYD
OG0003919	LOC120768180|XP_039950681.1|BTRY	LOC111599492|XP_023170926.1|DHYD
OG0003920	LOC120771870|XP_039956055.1|BTRY	LOC111593920|XP_023162761.1|DHYD
OG0003921	LOC120781966|XP_039970076.1|BTRY	LOC111594716|XP_023163910.2|DHYD
OG0003922	LOC120767321|XP_039949189.1|BTRY	LOC111602457|XP_023175285.2|DHYD
OG0003923	LOC120781487|XP_039969646.1|BTRY	LOC111593710|XP_023162441.1|DHYD
OG0003924	LOC120771913|XP_039956134.1|BTRY	LOC111593859|XP_023162674.1|DHYD
OG0003925	LOC120767367|XP_039949275.1|BTRY	LOC111599300|XP_030079173.1|DHYD
OG0003926	LOC120769175|XP_039951995.1|BTRY	LOC111599365|XP_023170765.1|DHYD
OG0003927	LOC120768953|XP_039951676.1|BTRY	LOC111594231|XP_023163205.1|DHYD
OG0003928	LOC120769441|XP_039952358.1|BTRY	LOC111603919|XP_023177512.2|DHYD
OG0003929	LOC120768849|XP_039951534.1|BTRY	LOC111602523|XP_023175377.1|DHYD
OG0003930	LOC120768223|XP_039950735.1|BTRY	LOC111598781|XP_023169962.1|DHYD
OG0003931	LOC120769450|XP_039952377.1|BTRY	LOC111605010|XP_023179093.1|DHYD
OG0003932	LOC120770260|XP_039953504.1|BTRY	LOC111597691|XP_030080954.1|DHYD
OG0003933	LOC120768501|XP_039951159.1|BTRY	LOC111605559|XP_023179900.1|DHYD
OG0003934	LOC120767794|XP_039949993.1|BTRY	LOC111603760|XP_023177260.1|DHYD
OG0003935	LOC120770187|XP_039953351.1|BTRY	LOC111594005|XP_023162866.2|DHYD
OG0003936	LOC120770188|XP_039953352.1|BTRY	LOC111594013|XP_023162879.1|DHYD
OG0003937	LOC120771053|XP_039954790.1|BTRY	LOC111599925|XP_023171538.2|DHYD
OG0003938	LOC120767383|XP_039949313.1|BTRY	LOC111599456|XP_023170886.2|DHYD
OG0003939	LOC120767384|XP_039949322.1|BTRY	LOC111599460|XP_023170896.1|DHYD
OG0003940	LOC120768526|XP_039951189.1|BTRY	LOC111601864|XP_023174473.1|DHYD
OG0003941	LOC120769123|XP_039951919.1|BTRY	LOC111599453|XP_023170879.1|DHYD
OG0003942	LOC120769499|XP_039952464.1|BTRY	LOC111602488|XP_023175320.2|DHYD
OG0003943	LOC120771046|XP_039954781.1|BTRY	LOC111603751|XP_023177242.1|DHYD
OG0003944	LOC120769147|XP_039951956.1|BTRY	LOC111599084|XP_023170387.1|DHYD
OG0003945	LOC120770421|XP_039953800.1|BTRY	LOC111603801|XP_023177319.1|DHYD
OG0003946	LOC120768155|XP_039950650.1|BTRY	LOC111592663|XP_030079058.1|DHYD
OG0003947	LOC120768003|XP_039950360.1|BTRY	LOC111600329|XP_023172164.2|DHYD
OG0003948	LOC120769286|XP_039952140.1|BTRY	LOC111594941|XP_023164202.2|DHYD
OG0003949	LOC120768926|XP_039951640.1|BTRY	LOC111599542|XP_030080312.1|DHYD
OG0003950	LOC120769118|XP_039951912.1|BTRY	LOC111602222|XP_023174969.1|DHYD
OG0003951	LOC120768587|XP_039951280.1|BTRY	LOC111602210|XP_023174953.2|DHYD
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	LOC111592586|XP_023160669.2|DHYD, LOC115482925|XP_030079091.1|DHYD
OG0003953	LOC120767894|XP_039950165.1|BTRY	LOC111605021|XP_023179120.2|DHYD
OG0003954	LOC120769404|XP_039952316.1|BTRY	LOC111597422|XP_023167886.2|DHYD
OG0003955	LOC120781768|XP_039969934.1|BTRY	LOC111592612|XP_023160712.2|DHYD
OG0003956	LOC120769221|XP_039952051.1|BTRY	LOC111595594|XP_023165173.2|DHYD
OG0003957	LOC120777534|XP_039964850.1|BTRY	LOC111601101|XP_023173308.2|DHYD
OG0003958	LOC120775287|XP_039961334.1|BTRY	LOC111595358|XP_023164803.2|DHYD
OG0003959	LOC120771796|XP_039955928.1|BTRY	LOC111602084|XP_030079708.1|DHYD
OG0003960	LOC120774502|XP_039960115.1|BTRY	LOC111593015|XP_030079987.1|DHYD
OG0003961	LOC120767788|XP_039949980.1|BTRY	LOC111592891|XP_023161099.2|DHYD
OG0003962	LOC120767449|XP_039949450.1|BTRY	LOC111599383|XP_023170788.1|DHYD
OG0003963	LOC120768153|XP_039950648.1|BTRY	LOC111603892|XP_023177478.2|DHYD
OG0003964	LOC120767642|XP_039949747.1|BTRY	LOC111595012|XP_023164286.1|DHYD
OG0003965	LOC120767946|XP_039950265.1|BTRY	LOC111594954|XP_023164219.2|DHYD
OG0003966	LOC120767770|XP_039949943.1|BTRY	LOC111592065|XP_023159835.1|DHYD
OG0003967	LOC120771942|XP_039956175.1|BTRY	LOC111592514|XP_023160514.2|DHYD
OG0003968	LOC120772326|XP_039956791.1|BTRY	LOC111592526|XP_023160552.1|DHYD
OG0003969	LOC120770917|XP_039954547.1|BTRY	LOC111600570|XP_023172523.2|DHYD
OG0003970	LOC120767347|XP_039949239.1|BTRY	LOC111599088|XP_023170394.2|DHYD
OG0003971	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY	LOC111594741|XP_030079115.1|DHYD
OG0003972	LOC120777946|XP_039965492.1|BTRY	LOC111604311|XP_023178125.2|DHYD
OG0003973	LOC120771948|XP_039956192.1|BTRY	LOC111593910|XP_023162750.1|DHYD
OG0003974	LOC120782346|XP_039970513.1|BTRY	LOC111595452|XP_023164953.1|DHYD
OG0003975	LOC120767633|XP_039949727.1|BTRY	LOC111600450|XP_023172315.2|DHYD
OG0003976	LOC120768221|XP_039950731.1|BTRY	LOC111594100|XP_023163022.1|DHYD
OG0003977	LOC120768637|XP_039951336.1|BTRY	LOC111592554|XP_023160613.1|DHYD
OG0003978	LOC120776803|XP_039963731.1|BTRY	LOC111604511|XP_023178375.1|DHYD
OG0003979	LOC120769781|XP_039952899.1|BTRY	LOC111591950|XP_023159652.1|DHYD
OG0003980	LOC120782383|XP_039970559.1|BTRY	LOC111603028|XP_023176225.2|DHYD
OG0003981	LOC120767590|XP_039949672.1|BTRY	LOC111591956|XP_023159661.1|DHYD
OG0003982	LOC120781665|XP_039969820.1|BTRY	LOC111594665|XP_023163835.2|DHYD
OG0003983	LOC120769620|XP_039952657.1|BTRY	LOC111600551|XP_023172470.1|DHYD
OG0003984	LOC120768278|XP_039950812.1|BTRY	LOC111598987|XP_023170256.2|DHYD
OG0003985	LOC120767949|XP_039950268.1|BTRY	LOC111598936|XP_030080516.1|DHYD
OG0003986	LOC120781853|XP_039970005.1|BTRY	LOC111602183|XP_030080349.1|DHYD
OG0003987	LOC120781124|XP_039969193.1|BTRY	LOC111600950|XP_023173099.2|DHYD
OG0003988	LOC120767972|XP_039950317.1|BTRY	LOC111596111|XP_023165942.2|DHYD
OG0003989	LOC120767639|XP_039949741.1|BTRY	LOC111595017|XP_023164293.2|DHYD
OG0003990	LOC120769368|XP_039952265.1|BTRY	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD
OG0003991	LOC120767920|XP_039950213.1|BTRY	LOC111601152|XP_023173390.2|DHYD
OG0003992	LOC120767991|XP_039950344.1|BTRY	LOC111601185|XP_023173434.2|DHYD
OG0003993	LOC120767812|XP_039950024.1|BTRY	LOC111599080|XP_023170380.2|DHYD
OG0003994	LOC120780854|XP_039969027.1|BTRY	LOC111602814|XP_023175885.1|DHYD
OG0003995	LOC120771452|XP_039955397.1|BTRY	LOC111593893|XP_023162729.2|DHYD
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	LOC111597657|XP_023168247.1|DHYD
OG0003997	LOC120767199|XP_039948934.1|BTRY	LOC111601592|XP_023174022.1|DHYD
OG0003998	LOC120767458|XP_039949465.1|BTRY	LOC111597442|XP_023167928.2|DHYD
OG0003999	LOC120768709|XP_039951413.1|BTRY	LOC111592099|XP_023159894.2|DHYD
OG0004000	LOC120775677|XP_039961902.1|BTRY	LOC111603151|XP_023176396.1|DHYD
OG0004001	LOC120772881|XP_039957661.1|BTRY	LOC111600152|XP_023171910.2|DHYD
OG0004002	LOC120768307|XP_039950877.1|BTRY	LOC111600429|XP_023172290.2|DHYD
OG0004003	LOC120781719|XP_039969886.1|BTRY	LOC111592654|XP_030079150.1|DHYD
OG0004004	LOC120769738|XP_039952826.1|BTRY	LOC111601938|XP_023174560.1|DHYD
OG0004005	LOC120769739|XP_039952827.1|BTRY	LOC111599203|XP_023170561.1|DHYD
OG0004006	LOC120767755|XP_039949904.1|BTRY	LOC111594647|XP_023163811.2|DHYD
OG0004007	LOC120768258|XP_039950785.1|BTRY	LOC111599381|XP_023170786.1|DHYD
OG0004008	LOC120767756|XP_039949906.1|BTRY	LOC111602455|XP_030079239.1|DHYD
OG0004009	LOC120769294|XP_039952157.1|BTRY	LOC111599377|XP_023170780.2|DHYD
OG0004010	LOC120769106|XP_039951900.1|BTRY	LOC111600401|XP_023172248.2|DHYD
OG0004011	LOC120769195|XP_039952024.1|BTRY	LOC111600387|XP_023172231.1|DHYD
OG0004012	LOC120777788|XP_039965252.1|BTRY	LOC111605454|XP_030080703.1|DHYD
OG0004013	LOC120768057|XP_039950508.1|BTRY	LOC111600427|XP_023172281.1|DHYD
OG0004014	LOC120777667|XP_039965057.1|BTRY	LOC111604287|XP_023178071.2|DHYD
OG0004015	LOC120769231|XP_039952062.1|BTRY	LOC111605507|XP_023179827.2|DHYD
OG0004016	LOC120768088|XP_039950559.1|BTRY	LOC111596642|XP_023166704.2|DHYD
OG0004017	LOC120767857|XP_039950099.1|BTRY	LOC111599146|XP_023170482.2|DHYD
OG0004018	LOC120771850|XP_039956027.1|BTRY	LOC111593828|XP_023162629.1|DHYD
OG0004019	LOC120778472|XP_039966217.1|BTRY	LOC111594675|XP_023163853.2|DHYD
OG0004020	LOC120768941|XP_039951660.1|BTRY	LOC111595799|XP_023165457.2|DHYD
OG0004021	LOC120772601|XP_039957250.1|BTRY	LOC111595805|XP_023165463.2|DHYD
OG0004022	LOC120769510|XP_039952480.1|BTRY	LOC111602483|XP_023175314.1|DHYD
OG0004023	LOC120769630|XP_039952669.1|BTRY	LOC111594567|XP_023163696.2|DHYD
OG0004024	LOC120769323|XP_039952208.1|BTRY	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD
OG0004025	LOC120769027|XP_039951802.1|BTRY	LOC111603641|XP_023177091.1|DHYD
OG0004026	LOC120769069|XP_039951859.1|BTRY	LOC111599357|XP_023170757.2|DHYD
OG0004028	LOC120768830|XP_039951516.1|BTRY	LOC111602213|XP_023174957.2|DHYD
OG0004029	LOC120781541|XP_039969707.1|BTRY	LOC111603864|XP_023177438.1|DHYD
OG0004030	LOC120772514|XP_039957095.1|BTRY	LOC111600092|XP_023171799.1|DHYD
OG0004031	LOC120768630|XP_039951329.1|BTRY	LOC111599338|XP_030079235.1|DHYD
OG0004032	LOC120767776|XP_039949950.1|BTRY	LOC111594096|XP_023163017.1|DHYD
OG0004033	LOC120767906|XP_039950188.1|BTRY	LOC111603926|XP_023177520.2|DHYD
OG0004034	LOC120769230|XP_039952061.1|BTRY	LOC111605565|XP_023179905.2|DHYD
OG0004035	LOC120767339|XP_039949216.1|BTRY	LOC111603755|XP_023177247.2|DHYD
OG0004036	LOC120768475|XP_039951116.1|BTRY	LOC111601130|XP_023173354.1|DHYD
OG0004037	LOC120767425|XP_039949400.1|BTRY	LOC111592907|XP_023161122.1|DHYD
OG0004038	LOC120769519|XP_039952491.1|BTRY	LOC111599120|XP_023170449.1|DHYD
OG0004039	LOC120767392|XP_039949339.1|BTRY	LOC111595582|XP_030080407.1|DHYD
OG0004040	LOC120770835|XP_039954358.1|BTRY	LOC111593287|XP_023161729.2|DHYD
OG0004041	LOC120775258|XP_039961273.1|BTRY	LOC111594049|XP_023162932.1|DHYD
OG0004042	LOC120777759|XP_039965196.1|BTRY	LOC111601108|XP_023173322.1|DHYD
OG0004043	LOC120769479|XP_039952437.1|BTRY	LOC111601445|XP_023173793.1|DHYD
OG0004044	LOC120774837|XP_039960588.1|BTRY	LOC111593985|XP_023162841.1|DHYD
OG0004045	LOC120776456|XP_039963059.1|BTRY	LOC111592608|XP_023160707.1|DHYD
OG0004046	LOC120769580|XP_039952571.1|BTRY	LOC111599082|XP_023170382.2|DHYD
OG0004047	LOC120768530|XP_039951195.1|BTRY	LOC111601138|XP_030080292.1|DHYD
OG0004048	LOC120771427|XP_039955350.1|BTRY	LOC111605473|XP_023179765.1|DHYD
OG0004049	LOC120767351|XP_039949251.1|BTRY	LOC111602159|XP_023174885.1|DHYD
OG0004050	LOC120767244|XP_039949024.1|BTRY	LOC111595762|XP_023165406.2|DHYD
OG0004051	LOC120767706|XP_039949836.1|BTRY	LOC111592561|XP_023160627.2|DHYD
OG0004052	LOC120773745|XP_039958740.1|BTRY	LOC111602425|XP_030079872.1|DHYD
OG0004053	LOC120770198|XP_039953374.1|BTRY	LOC111605236|XP_023179440.2|DHYD
OG0004054	LOC120768186|XP_039950689.1|BTRY	LOC111594240|XP_023163218.2|DHYD
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	LOC111601773|XP_030081551.1|DHYD
OG0004056	LOC120782192|XP_039970270.1|BTRY	LOC111595810|XP_023165474.1|DHYD
OG0004057	LOC120779083|XP_039967167.1|BTRY	LOC111604435|XP_023178268.1|DHYD
OG0004058	LOC120776661|XP_039963465.1|BTRY	LOC111601680|XP_023174147.2|DHYD
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC111592377|XP_023160317.2|DHYD
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC111601366|XP_023173668.2|DHYD
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC111605301|XP_023179524.2|DHYD
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC111596946|XP_023167169.1|DHYD
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC111604031|XP_023177656.1|DHYD
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC111595340|XP_023164779.1|DHYD
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC111597014|XP_023167285.2|DHYD
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC111602596|XP_023175523.1|DHYD
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC111605113|XP_023179230.2|DHYD
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC111604792|XP_023178778.1|DHYD
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC111604808|XP_023178796.2|DHYD
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC111601597|XP_023174030.2|DHYD
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC111599794|XP_023171338.2|DHYD
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC111599802|XP_023171349.2|DHYD
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC111593633|XP_023162273.1|DHYD
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC111600532|XP_023172438.2|DHYD
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC111598018|XP_023168798.1|DHYD
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC111598017|XP_023168793.2|DHYD
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC111594932|XP_023164192.2|DHYD
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC111595156|XP_023164505.1|DHYD
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC111598424|XP_023169434.1|DHYD
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC111596629|XP_023166685.1|DHYD
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC111597926|XP_023168646.2|DHYD
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC111597406|XP_023167860.1|DHYD
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC111602740|XP_023175761.1|DHYD
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC111605065|XP_023179164.2|DHYD
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC111600257|XP_023172072.2|DHYD
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC111597808|XP_023168461.2|DHYD
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC111604881|XP_023178889.1|DHYD
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC111603241|XP_023176515.1|DHYD
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC111601823|XP_023174414.2|DHYD
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC111593597|XP_023162222.2|DHYD
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC111604193|XP_023177916.2|DHYD
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC111592995|XP_023161268.2|DHYD
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC111595003|XP_023164312.2|DHYD
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC111596454|XP_023166449.1|DHYD
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC111597872|XP_023168564.1|DHYD
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC111597308|XP_023167702.2|DHYD
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC111595041|XP_030081063.1|DHYD
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC111595737|XP_023165353.2|DHYD
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC111595733|XP_023165350.1|DHYD
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC111595734|XP_023165351.1|DHYD
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC111595731|XP_030078796.1|DHYD
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC111595154|XP_023164504.1|DHYD
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC111605542|XP_030079664.1|DHYD
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC111595345|XP_023164787.1|DHYD
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC111605742|XP_023180212.1|DHYD
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC111602927|XP_023176043.2|DHYD
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC111602951|XP_023176081.1|DHYD
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC111593595|XP_023162220.2|DHYD
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC111600932|XP_023173068.1|DHYD
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC111596681|XP_023166753.2|DHYD
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC111600263|XP_023172079.1|DHYD
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC111598158|XP_023169014.1|DHYD
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC111605611|XP_023179994.1|DHYD
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC111605604|XP_023179985.2|DHYD
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC111596671|XP_023166744.2|DHYD
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC111602224|XP_030080287.1|DHYD
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC111604374|XP_023178214.1|DHYD
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC111601335|XP_023173633.1|DHYD
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC111602996|XP_023176160.2|DHYD
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC111598654|XP_030081138.1|DHYD
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC111602983|XP_023176147.1|DHYD
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC111600848|XP_023172921.1|DHYD
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC111593442|XP_030079420.1|DHYD
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC111594461|XP_023163526.1|DHYD
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC111594530|XP_023163633.2|DHYD
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC111603939|XP_023177536.1|DHYD
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC111599553|XP_023170987.1|DHYD
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC111595638|XP_023165220.2|DHYD
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC111602821|XP_030080087.1|DHYD
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC111604628|XP_023178525.1|DHYD
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC111603675|XP_030081542.1|DHYD
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC111595409|XP_023164890.1|DHYD
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC111598566|XP_023169635.2|DHYD
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC111601526|XP_030078793.1|DHYD
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC111599293|XP_023170664.2|DHYD
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC111597701|XP_023168307.1|DHYD
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC111597772|XP_023168400.1|DHYD
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC111601642|XP_023174090.2|DHYD
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC111592991|XP_023161261.1|DHYD
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC111595451|XP_023164947.2|DHYD
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC111593466|XP_023161996.2|DHYD
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC111603692|XP_023177163.2|DHYD
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC111601057|XP_023173243.2|DHYD
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC111603022|XP_030078813.1|DHYD
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC111603882|XP_023177466.1|DHYD
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC111598280|XP_023169226.2|DHYD
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC111597163|XP_023167489.2|DHYD
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC111594488|XP_023163564.2|DHYD
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC111598577|XP_023169651.2|DHYD
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC111605405|XP_023179674.1|DHYD
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC111604661|XP_023178586.1|DHYD
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC111603450|XP_023176806.2|DHYD
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC111595945|XP_023165679.2|DHYD
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC111597570|XP_023168137.2|DHYD
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC111603551|XP_023176953.1|DHYD
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC111596943|XP_023167166.1|DHYD
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC111602967|XP_023176115.2|DHYD
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC111593335|XP_023161814.1|DHYD
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC111592017|XP_023159777.2|DHYD
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC111599556|XP_023170991.2|DHYD
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC111601254|XP_023173522.2|DHYD
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC111600101|XP_023171830.2|DHYD
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC111604829|XP_023178821.1|DHYD
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC111593683|XP_023162344.2|DHYD
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC111602876|XP_023175971.1|DHYD
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC111601832|XP_023174428.2|DHYD
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC111593441|XP_023161961.2|DHYD
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC111594082|XP_023162993.1|DHYD
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC111598034|XP_023168831.1|DHYD
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC111599693|XP_023171171.2|DHYD
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC111592157|XP_023159975.1|DHYD
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC111601606|XP_023174039.1|DHYD
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC111598642|XP_023169758.2|DHYD
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC111598607|XP_023169707.2|DHYD
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC111593506|XP_023162059.1|DHYD
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC111596689|XP_030078659.1|DHYD
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC111602655|XP_023175599.2|DHYD
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC111598711|XP_023169866.2|DHYD
OG0004183	LOC120777582|XP_039964930.1|BTRY	LOC111598729|XP_023169889.2|DHYD
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC111596024|XP_023165820.1|DHYD
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC111592908|XP_023161123.2|DHYD
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC111604645|XP_023178565.1|DHYD
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC111604563|XP_023178430.2|DHYD
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC111603025|XP_023176223.2|DHYD
