Orthogroup	BTRY.longest_only	CQUI.longest_only
OG0002886	LOC120768931|XP_039951647.1|BTRY	LOC6038266|XP_038111730.1|CQUI
OG0002887	LOC120768929|XP_039951643.1|BTRY, LOC120768930|XP_039951645.1|BTRY	LOC6038264|XP_001848088.2|CQUI
OG0002888	LOC120768037|XP_039950470.1|BTRY	LOC6044449|XP_038111742.1|CQUI
OG0002889	LOC120776696|XP_039963515.1|BTRY	LOC6043295|XP_001858327.2|CQUI
OG0002890	LOC120769314|XP_039952194.1|BTRY	LOC6043307|XP_001870922.2|CQUI
OG0002891	LOC120769001|XP_039951775.1|BTRY	LOC6038080|XP_038111717.1|CQUI
OG0002892	LOC120767652|XP_039949756.1|BTRY	LOC6051146|XP_038113738.1|CQUI
OG0002893	LOC120768448|XP_039951079.1|BTRY	LOC6041960|XP_038114358.1|CQUI
OG0002894	LOC120777335|XP_039964511.1|BTRY	LOC6050869|XP_038111895.1|CQUI
OG0002895	LOC120771426|XP_039955349.1|BTRY	LOC6051404|XP_001867849.2|CQUI
OG0002896	LOC120768608|XP_039951308.1|BTRY	LOC6036388|XP_001846442.2|CQUI, LOC119765365|XP_038105023.1|CQUI
OG0002897	LOC120769496|XP_039952460.1|BTRY, LOC120769784|XP_039952903.1|BTRY	LOC6036379|XP_038108550.1|CQUI
OG0002898	LOC120768022|XP_039950421.1|BTRY	LOC6036374|XP_038110902.1|CQUI
OG0002899	LOC120769663|XP_039952705.1|BTRY	LOC6031194|XP_038111951.1|CQUI
OG0002900	LOC120768353|XP_039950942.1|BTRY	LOC6052100|XP_038114261.1|CQUI
OG0002902	LOC120767216|XP_039948962.1|BTRY	LOC6031257|XP_038107856.1|CQUI
OG0002903	LOC120769741|XP_039952832.1|BTRY	LOC6041560|XP_038109930.1|CQUI
OG0002904	LOC120778974|XP_039966997.1|BTRY	LOC6042258|XP_038113298.1|CQUI
OG0002905	LOC120769251|XP_039952087.1|BTRY	LOC6042250|XP_038112845.1|CQUI
OG0002906	LOC120768983|XP_039951735.1|BTRY	LOC6042246|XP_038112758.1|CQUI
OG0002907	LOC120768981|XP_039951726.1|BTRY	LOC6042242|XP_038106018.1|CQUI
OG0002908	LOC120772885|XP_039957671.1|BTRY	LOC6032000|XP_038111497.1|CQUI
OG0002909	LOC120772163|XP_039956535.1|BTRY	LOC6031978|XP_038110288.1|CQUI
OG0002911	LOC120770365|XP_039953712.1|BTRY, LOC120770363|XP_039953709.1|BTRY	LOC6037006|XP_001846970.2|CQUI
OG0002912	LOC120775240|XP_039961254.1|BTRY	LOC6031828|XP_038111489.1|CQUI
OG0002913	LOC120771113|XP_039954896.1|BTRY	LOC6043730|XP_001861351.1|CQUI
OG0002915	LOC120767767|XP_039949939.1|BTRY	LOC6035247|XP_001845472.2|CQUI
OG0002916	LOC120767625|XP_039949715.1|BTRY	LOC6035260|XP_038109915.1|CQUI
OG0002917	LOC120771563|XP_039955560.1|BTRY	LOC6033215|XP_001843692.2|CQUI
OG0002918	LOC120772079|XP_039956409.1|BTRY	LOC6033211|XP_038111884.1|CQUI
OG0002919	LOC120770904|XP_039954514.1|BTRY	LOC6040013|XP_038112390.1|CQUI
OG0002920	LOC120768055|XP_039950506.1|BTRY	LOC6042129|XP_001851278.1|CQUI
OG0002921	LOC120767272|XP_039949078.1|BTRY	LOC6040134|XP_001849592.1|CQUI
OG0002922	LOC120767859|XP_039950101.1|BTRY	LOC6036048|XP_001846150.2|CQUI
OG0002923	LOC120781758|XP_039969926.1|BTRY	LOC6036046|XP_038110440.1|CQUI
OG0002924	LOC120781817|XP_039969971.1|BTRY	LOC6036043|XP_001846146.2|CQUI
OG0002925	LOC120772795|XP_039957512.1|BTRY	LOC6036644|XP_038113732.1|CQUI
OG0002926	LOC120768437|XP_039951057.1|BTRY	LOC6036649|XP_038106749.1|CQUI
OG0002927	LOC120769416|XP_039952330.1|BTRY	LOC6036648|XP_001846674.2|CQUI
OG0002928	LOC120767335|XP_039949213.1|BTRY	LOC6046032|XP_001863297.2|CQUI
OG0002929	LOC120769622|XP_039952661.1|BTRY	LOC6044531|XP_038106777.1|CQUI
OG0002930	LOC120768181|XP_039950683.1|BTRY	LOC6033178|XP_001843660.2|CQUI
OG0002931	LOC120768734|XP_039951441.1|BTRY, LOC120768786|XP_039951478.1|BTRY	LOC6033284|XP_038108976.1|CQUI
OG0002932	LOC120770452|XP_039953871.1|BTRY	LOC6043181|XP_038113408.1|CQUI
OG0002933	LOC120770263|XP_039953506.1|BTRY	LOC6043178|XP_038112249.1|CQUI
OG0002934	LOC120770266|XP_039953510.1|BTRY	LOC6036990|XP_038108678.1|CQUI
OG0002935	LOC120767724|XP_039949867.1|BTRY	LOC6043716|XP_038108344.1|CQUI
OG0002938	LOC120768154|XP_039950649.1|BTRY	LOC6033118|XP_001843613.2|CQUI
OG0002939	LOC120772862|XP_039957623.1|BTRY	LOC6042096|XP_001851246.1|CQUI
OG0002940	LOC120770355|XP_039953697.1|BTRY	LOC6048794|XP_001865661.2|CQUI
OG0002941	LOC120768622|XP_039951323.1|BTRY	LOC6048796|XP_001865663.2|CQUI
OG0002942	LOC120767868|XP_039950115.1|BTRY	LOC6044255|XP_001861794.1|CQUI
OG0002943	LOC120768447|XP_039951078.1|BTRY	LOC6035287|XP_038110999.1|CQUI
OG0002944	LOC120768657|XP_039951366.1|BTRY	LOC6035284|XP_038110703.1|CQUI
OG0002945	LOC120767212|XP_039948955.1|BTRY	LOC6038629|XP_038106739.1|CQUI
OG0002946	LOC120771544|XP_039955534.1|BTRY	LOC6038615|XP_038107370.1|CQUI
OG0002947	LOC120769228|XP_039952059.1|BTRY	LOC6033736|XP_038113193.1|CQUI
OG0002948	LOC120781533|XP_039969688.1|BTRY	LOC6031185|XP_001842027.2|CQUI
OG0002949	LOC120776975|XP_039964004.1|BTRY	LOC6033167|XP_038110880.1|CQUI
OG0002950	LOC120767280|XP_039949091.1|BTRY	LOC6033279|XP_038111754.1|CQUI
OG0002951	LOC120781387|XP_039969529.1|BTRY	LOC6033222|XP_038110324.1|CQUI
OG0002952	LOC120767542|XP_039949582.1|BTRY	LOC119767160|XP_038110962.1|CQUI
OG0002953	LOC120768368|XP_039950964.1|BTRY	LOC6037548|XP_001847427.2|CQUI
OG0002954	LOC120767698|XP_039949824.1|BTRY	LOC6043017|XP_038108434.1|CQUI
OG0002955	LOC120772706|XP_039957384.1|BTRY	LOC6043021|XP_038107281.1|CQUI
OG0002956	LOC120771307|XP_039955176.1|BTRY	LOC6041588|XP_038113335.1|CQUI
OG0002957	LOC120770417|XP_039953794.1|BTRY	LOC6041585|XP_038107316.1|CQUI
OG0002958	LOC120769071|XP_039951863.1|BTRY	LOC6044254|XP_038110892.1|CQUI
OG0002959	LOC120768130|XP_039950618.1|BTRY	LOC6031861|XP_038112478.1|CQUI
OG0002960	LOC120777700|XP_039965113.1|BTRY	LOC6031874|XP_038109317.1|CQUI
OG0002961	LOC120772450|XP_039957004.1|BTRY	LOC6036467|XP_038112086.1|CQUI
OG0002962	LOC120769013|XP_039951791.1|BTRY	LOC6036473|XP_001846523.1|CQUI
OG0002963	LOC120767380|XP_039949303.1|BTRY	LOC6036483|XP_038114072.1|CQUI
OG0002964	LOC120770239|XP_039953467.1|BTRY	LOC6036485|XP_038107199.1|CQUI
OG0002965	LOC120780010|XP_039968227.1|BTRY	LOC6039100|XP_038113968.1|CQUI
OG0002966	LOC120767723|XP_039949863.1|BTRY	LOC6034399|XP_001844717.2|CQUI
OG0002967	LOC120767452|XP_039949452.1|BTRY	LOC6038899|XP_001848598.1|CQUI
OG0002968	LOC120767453|XP_039949453.1|BTRY	LOC6045009|XP_001862433.1|CQUI
OG0002969	LOC120767228|XP_039948987.1|BTRY	LOC6036349|XP_038112784.1|CQUI
OG0002970	LOC120773796|XP_039958832.1|BTRY	LOC6038011|XP_001847858.2|CQUI
OG0002971	LOC120781459|XP_039969609.1|BTRY	LOC6035783|XP_038108566.1|CQUI
OG0002972	LOC120768329|XP_039950906.1|BTRY	LOC119767547|XP_038112315.1|CQUI
OG0002973	LOC120772148|XP_039956515.1|BTRY	LOC6035994|XP_001846100.2|CQUI
OG0002974	LOC120771500|XP_039955487.1|BTRY	LOC6036338|XP_001846399.2|CQUI
OG0002975	LOC120769588|XP_039952581.1|BTRY	LOC6045781|XP_038107228.1|CQUI
OG0002976	LOC120774308|XP_039959773.1|BTRY	LOC6045777|XP_001863078.2|CQUI
OG0002977	LOC120773097|XP_039958001.1|BTRY	LOC6045430|XP_038112065.1|CQUI
OG0002978	LOC120772627|XP_039957277.1|BTRY	LOC6034348|XP_038111350.1|CQUI
OG0002979	LOC120771886|XP_039956079.1|BTRY	LOC6034381|XP_038112089.1|CQUI
OG0002980	LOC120769821|XP_039952963.1|BTRY	LOC6034878|XP_001845147.1|CQUI
OG0002981	LOC120769092|XP_039951884.1|BTRY	LOC6049439|XP_038114114.1|CQUI
OG0002982	LOC120768364|XP_039950961.1|BTRY	LOC6043474|XP_001859229.2|CQUI
OG0002983	LOC120776946|XP_039963963.1|BTRY	LOC6046218|XP_001863432.2|CQUI
OG0002984	LOC120777716|XP_039965133.1|BTRY	LOC6052980|XP_038109909.1|CQUI
OG0002985	LOC120779857|XP_039968147.1|BTRY	LOC6032121|XP_038113012.1|CQUI
OG0002986	LOC120777658|XP_039965045.1|BTRY	LOC6032179|XP_001842824.1|CQUI
OG0002987	LOC120768248|XP_039950773.1|BTRY	LOC6036327|XP_001846390.2|CQUI
OG0002988	LOC120767778|XP_039949956.1|BTRY	LOC6033328|XP_038107381.1|CQUI
OG0002989	LOC120778242|XP_039965937.1|BTRY	LOC6033335|XP_038112441.1|CQUI
OG0002990	LOC120769714|XP_039952786.1|BTRY	LOC6035987|XP_038114297.1|CQUI
OG0002991	LOC120771434|XP_039955365.1|BTRY	LOC6036016|XP_038112584.1|CQUI
OG0002992	LOC120767328|XP_039949203.1|BTRY	LOC6049489|XP_038113490.1|CQUI
OG0002993	LOC120768491|XP_039951141.1|BTRY	LOC6033591|XP_001844020.2|CQUI
OG0002994	LOC120767191|XP_039948925.1|BTRY	LOC6033614|XP_001844041.2|CQUI
OG0002995	LOC120767349|XP_039949248.1|BTRY	LOC6033633|XP_001844060.2|CQUI
OG0002996	LOC120767990|XP_039950343.1|BTRY	LOC6042655|XP_001853245.2|CQUI
OG0002997	LOC120774881|XP_039960672.1|BTRY, LOC120779446|XP_039967632.1|BTRY	LOC6042654|XP_001853240.1|CQUI
OG0002998	LOC120774947|XP_039960761.1|BTRY	LOC6042647|XP_038119998.1|CQUI
OG0002999	LOC120777854|XP_039965330.1|BTRY, LOC120766665|XP_039948236.1|BTRY	LOC6046084|XP_001863337.2|CQUI
OG0003000	LOC120781749|XP_039969918.1|BTRY	LOC6040482|XP_001849868.1|CQUI
OG0003001	LOC120771031|XP_039954745.1|BTRY, LOC120770196|XP_039953370.1|BTRY	LOC6040471|XP_038114999.1|CQUI
OG0003002	LOC120776698|XP_039963516.1|BTRY	LOC6039005|XP_001848687.1|CQUI
OG0003003	LOC120773012|XP_039957868.1|BTRY	LOC6038996|XP_001848679.2|CQUI
OG0003004	LOC120772099|XP_039956440.1|BTRY	LOC6032236|XP_001842874.1|CQUI
OG0003005	LOC120775220|XP_039961221.1|BTRY	LOC6032237|XP_001842875.1|CQUI
OG0003006	LOC120766351|XP_039947714.1|BTRY	LOC119769522|XP_038118252.1|CQUI, LOC6042210|XP_038118251.1|CQUI
OG0003007	LOC120782824|XP_039971277.1|BTRY	LOC6042227|XP_038120447.1|CQUI
OG0003008	LOC120766776|XP_039948395.1|BTRY	LOC6052369|XP_001868651.1|CQUI
OG0003009	LOC120777993|XP_039965577.1|BTRY	LOC6033055|XP_038121097.1|CQUI
OG0003010	LOC120771073|XP_039954819.1|BTRY	LOC6047786|XP_038116518.1|CQUI
OG0003011	LOC120773015|XP_039957871.1|BTRY	LOC6047792|XP_038120920.1|CQUI
OG0003012	LOC120781488|XP_039969649.1|BTRY	LOC6038335|XP_038121896.1|CQUI, LOC6045113|XP_038119642.1|CQUI
OG0003013	LOC120774762|XP_039960456.1|BTRY	LOC6049288|XP_038115187.1|CQUI
OG0003014	LOC120775398|XP_039961492.1|BTRY	LOC6049284|XP_001866069.1|CQUI
OG0003015	LOC120773959|XP_039959126.1|BTRY	LOC6041956|XP_038118294.1|CQUI
OG0003016	LOC120782508|XP_039970750.1|BTRY, LOC120778365|XP_039966086.1|BTRY	LOC6047988|XP_038114931.1|CQUI
OG0003017	LOC120782340|XP_039970506.1|BTRY	LOC6046058|XP_001863310.2|CQUI
OG0003018	LOC120774781|XP_039960495.1|BTRY	LOC6046225|XP_001863448.1|CQUI
OG0003019	LOC120777683|XP_039965086.1|BTRY	LOC6046236|XP_038120898.1|CQUI
OG0003020	LOC120771405|XP_039955317.1|BTRY	LOC6041936|XP_001851126.1|CQUI
OG0003021	LOC120782653|XP_039970960.1|BTRY	LOC6047446|XP_038119505.1|CQUI
OG0003022	LOC120776918|XP_039963923.1|BTRY	LOC6039340|XP_038116200.1|CQUI
OG0003023	LOC120775166|XP_039961150.1|BTRY	LOC6041742|XP_038114517.1|CQUI
OG0003024	LOC120776963|XP_039963988.1|BTRY	LOC6034960|XP_038117761.1|CQUI
OG0003026	LOC120782272|XP_039970397.1|BTRY	LOC6039396|XP_038116666.1|CQUI
OG0003027	LOC120782725|XP_039971085.1|BTRY	LOC6039397|XP_038116665.1|CQUI
OG0003028	LOC120782078|XP_039970164.1|BTRY, LOC120777144|XP_039964224.1|BTRY	LOC6039743|XP_038114660.1|CQUI
OG0003029	LOC120778923|XP_039966903.1|BTRY	LOC6041807|XP_001851021.2|CQUI
OG0003030	LOC120770262|XP_039953509.1|BTRY	LOC6051111|XP_001867595.1|CQUI
OG0003031	LOC120775628|XP_039961816.1|BTRY	LOC6035001|XP_038115754.1|CQUI
OG0003032	LOC120775808|XP_039962090.1|BTRY	LOC6051463|XP_001867901.1|CQUI
OG0003033	LOC120778491|XP_039966251.1|BTRY	LOC6038145|XP_001847979.2|CQUI
OG0003034	LOC120766997|XP_039948738.1|BTRY	LOC6049539|XP_038117822.1|CQUI
OG0003035	LOC120782646|XP_039970950.1|BTRY	LOC6041237|XP_001850529.2|CQUI
OG0003036	LOC120772839|XP_039957583.1|BTRY	LOC6041236|XP_001850528.2|CQUI
OG0003037	LOC120778108|XP_039965745.1|BTRY	LOC6050948|XP_001867462.2|CQUI
OG0003038	LOC120782596|XP_039970889.1|BTRY	LOC6047739|XP_001864758.1|CQUI
OG0003039	LOC120771179|XP_039955004.1|BTRY	LOC6048064|XP_038115948.1|CQUI, LOC6036231|XP_001846301.2|CQUI
OG0003040	LOC120777741|XP_039965166.1|BTRY, LOC120777740|XP_039965165.1|BTRY	LOC6050495|XP_038121365.1|CQUI
OG0003041	LOC120777300|XP_039964451.1|BTRY	LOC6052569|XP_038114894.1|CQUI
OG0003042	LOC120766817|XP_039948460.1|BTRY	LOC6039117|XP_038118404.1|CQUI
OG0003043	LOC120766515|XP_039948014.1|BTRY	LOC6039118|XP_001848782.2|CQUI
OG0003044	LOC120770205|XP_039953385.1|BTRY	LOC6039128|XP_038114758.1|CQUI
OG0003045	LOC120780235|XP_039968424.1|BTRY	LOC6039131|XP_001848791.2|CQUI
OG0003046	LOC120766376|XP_039947744.1|BTRY	LOC6054290|XP_038120617.1|CQUI
OG0003047	LOC120766377|XP_039947745.1|BTRY	LOC6054289|XP_001870229.2|CQUI
OG0003048	LOC120771127|XP_039954918.1|BTRY	LOC6049634|XP_001866360.1|CQUI
OG0003049	LOC120776986|XP_039964023.1|BTRY	LOC6049618|XP_038121400.1|CQUI
OG0003050	LOC120776204|XP_039962776.1|BTRY, LOC120773733|XP_039958727.1|BTRY	LOC6053994|XP_038118087.1|CQUI
OG0003051	LOC120778905|XP_039966884.1|BTRY	LOC6046283|XP_001863509.2|CQUI
OG0003052	LOC120767040|XP_039948821.1|BTRY	LOC6048847|XP_038117564.1|CQUI
OG0003053	LOC120782868|XP_039971345.1|BTRY	LOC6046002|XP_001863268.2|CQUI
OG0003054	LOC120782866|XP_039971340.1|BTRY	LOC6046021|XP_038116483.1|CQUI
OG0003055	LOC120782353|XP_039970527.1|BTRY	LOC6049808|XP_038117696.1|CQUI
OG0003056	LOC120774057|XP_039959296.1|BTRY	LOC6039740|XP_038118361.1|CQUI
OG0003057	LOC120770095|XP_039953184.1|BTRY	LOC6039718|XP_001849272.2|CQUI
OG0003058	LOC120772788|XP_039957504.1|BTRY	LOC6039705|XP_038118269.1|CQUI
OG0003059	LOC120774076|XP_039959328.1|BTRY	LOC6039697|XP_001849256.2|CQUI
OG0003060	LOC120770221|XP_039953434.1|BTRY	LOC6054796|XP_001870648.1|CQUI
OG0003061	LOC120774257|XP_039959656.1|BTRY	LOC6050268|XP_001866905.2|CQUI
OG0003062	LOC120770637|XP_039954173.1|BTRY	LOC6050278|XP_038119613.1|CQUI
OG0003063	LOC120779205|XP_039967410.1|BTRY	LOC6048882|XP_038115158.1|CQUI
OG0003064	LOC120766739|XP_039948339.1|BTRY	LOC6047139|XP_038120399.1|CQUI
OG0003065	LOC120767936|XP_039950236.1|BTRY	LOC6039516|XP_038114865.1|CQUI
OG0003066	LOC120766289|XP_039947625.1|BTRY	LOC6039511|XP_001849114.2|CQUI
OG0003067	LOC120766465|XP_039947934.1|BTRY	LOC6039486|XP_001849090.2|CQUI
OG0003068	LOC120782614|XP_039970916.1|BTRY	LOC6043403|XP_038120034.1|CQUI
OG0003069	LOC120770909|XP_039954520.1|BTRY	LOC6044513|XP_038118119.1|CQUI
OG0003070	LOC120768422|XP_039951037.1|BTRY	LOC6045567|XP_038119660.1|CQUI
OG0003071	LOC120778208|XP_039965898.1|BTRY, LOC120777664|XP_039965053.1|BTRY	LOC6042270|XP_001851407.1|CQUI
OG0003072	LOC120775103|XP_039961054.1|BTRY	LOC6042266|XP_038121812.1|CQUI
OG0003073	LOC120775341|XP_039961423.1|BTRY	LOC6042263|XP_038121814.1|CQUI
OG0003074	LOC120768233|XP_039950753.1|BTRY	LOC6046900|XP_038121353.1|CQUI
OG0003075	LOC120780499|XP_039968708.1|BTRY	LOC6046389|XP_038120214.1|CQUI
OG0003076	LOC120777351|XP_039964541.1|BTRY	LOC6037589|XP_038122008.1|CQUI
OG0003077	LOC120782665|XP_039970976.1|BTRY	LOC6050348|XP_038119867.1|CQUI
OG0003078	LOC120767088|XP_039948892.1|BTRY	LOC6032738|XP_038119775.1|CQUI
OG0003079	LOC120771882|XP_039956078.1|BTRY	LOC6032752|XP_038121762.1|CQUI
OG0003080	LOC120767250|XP_039949044.1|BTRY, LOC120766930|XP_039948611.1|BTRY	LOC6033844|XP_038115428.1|CQUI
OG0003081	LOC120777901|XP_039965420.1|BTRY	LOC6033841|XP_001844234.1|CQUI
OG0003082	LOC120778653|XP_039966509.1|BTRY	LOC6033840|XP_038118315.1|CQUI
OG0003083	LOC120767013|XP_039948770.1|BTRY	LOC6033810|XP_038117780.1|CQUI
OG0003084	LOC120782601|XP_039970891.1|BTRY	LOC6037784|XP_038114598.1|CQUI
OG0003085	LOC120782604|XP_039970901.1|BTRY	LOC6037781|XP_038121694.1|CQUI
OG0003087	LOC120777905|XP_039965421.1|BTRY	LOC6037796|XP_038122136.1|CQUI
OG0003088	LOC120778729|XP_039966630.1|BTRY	LOC6035855|XP_038119431.1|CQUI
OG0003089	LOC120774527|XP_039960173.1|BTRY	LOC6042779|XP_038119918.1|CQUI
OG0003090	LOC120773483|XP_039958351.1|BTRY	LOC6042765|XP_038119359.1|CQUI
OG0003091	LOC120782211|XP_039970306.1|BTRY	LOC6038969|XP_001848658.2|CQUI
OG0003092	LOC120768653|XP_039951363.1|BTRY	LOC6038960|XP_038120811.1|CQUI
OG0003093	LOC120773063|XP_039957931.1|BTRY	LOC6033989|XP_001844377.2|CQUI
OG0003094	LOC120775529|XP_039961685.1|BTRY	LOC6034000|XP_001844387.1|CQUI
OG0003095	LOC120768943|XP_039951665.1|BTRY	LOC6039966|XP_001849457.2|CQUI
OG0003096	LOC120771000|XP_039954689.1|BTRY	LOC6034046|XP_001844425.2|CQUI
OG0003097	LOC120776158|XP_039962657.1|BTRY	LOC6034053|XP_038119695.1|CQUI
OG0003098	LOC120776195|XP_039962755.1|BTRY	LOC6047962|XP_001864944.2|CQUI
OG0003099	LOC120782536|XP_039970800.1|BTRY	LOC119770367|XP_038121034.1|CQUI
OG0003100	LOC120773789|XP_039958816.1|BTRY	LOC6046199|XP_038111629.1|CQUI
OG0003101	LOC120766850|XP_039948501.1|BTRY	LOC6039961|XP_038112364.1|CQUI
OG0003102	LOC120776341|XP_039962827.1|BTRY	LOC6039958|XP_001849451.2|CQUI
OG0003103	LOC120782260|XP_039970363.1|BTRY	LOC6039954|XP_038108665.1|CQUI
OG0003104	LOC120774776|XP_039960483.1|BTRY	LOC6046175|XP_001863408.2|CQUI
OG0003105	LOC120774342|XP_039959838.1|BTRY	LOC6046177|XP_001863411.1|CQUI
OG0003106	LOC120771677|XP_039955733.1|BTRY	LOC119767179|XP_038111027.1|CQUI
OG0003107	LOC120774872|XP_039960652.1|BTRY	LOC6033791|XP_038112005.1|CQUI
OG0003108	LOC120774121|XP_039959425.1|BTRY	LOC6033788|XP_038112003.1|CQUI
OG0003109	LOC120774910|XP_039960715.1|BTRY	LOC6033786|XP_001844189.1|CQUI
OG0003110	LOC120771805|XP_039955942.1|BTRY	LOC6034893|XP_038112282.1|CQUI, LOC6031513|XP_038110018.1|CQUI
OG0003111	LOC120774508|XP_039960125.1|BTRY	LOC6041154|XP_038107069.1|CQUI
OG0003112	LOC120782785|XP_039971187.1|BTRY, LOC120766680|XP_039948255.1|BTRY	LOC6041141|XP_001850441.1|CQUI
OG0003114	LOC120771302|XP_039955170.1|BTRY	LOC6054063|XP_001870043.1|CQUI, LOC6054065|XP_038109087.1|CQUI
OG0003115	LOC120771543|XP_039955533.1|BTRY	LOC6051423|XP_038111361.1|CQUI
OG0003116	LOC120770697|XP_039954213.1|BTRY	LOC6054186|XP_038108052.1|CQUI
OG0003117	LOC120778984|XP_039967017.1|BTRY	LOC6036900|XP_001846876.1|CQUI
OG0003118	LOC120778124|XP_039965761.1|BTRY	LOC6040047|XP_038108920.1|CQUI
OG0003119	LOC120778303|XP_039966025.1|BTRY	LOC6040050|XP_038108300.1|CQUI
OG0003120	LOC120772210|XP_039956618.1|BTRY	LOC6033392|XP_038110296.1|CQUI
OG0003121	LOC120771693|XP_039955763.1|BTRY	LOC6046811|XP_038112332.1|CQUI
OG0003122	LOC120772923|XP_039957756.1|BTRY	LOC6041434|XP_001850694.2|CQUI
OG0003123	LOC120777438|XP_039964683.1|BTRY	LOC6050957|XP_001867470.1|CQUI
OG0003124	LOC120770014|XP_039953040.1|BTRY	LOC6043528|XP_001859578.2|CQUI
OG0003125	LOC120776814|XP_039963753.1|BTRY	LOC6048682|XP_038107479.1|CQUI
OG0003127	LOC120772761|XP_039957467.1|BTRY	LOC6052141|XP_001868454.1|CQUI
OG0003128	LOC120778596|XP_039966403.1|BTRY	LOC6032410|XP_038114081.1|CQUI
OG0003129	LOC120773119|XP_039958048.1|BTRY	LOC6032395|XP_038108275.1|CQUI
OG0003130	LOC120770994|XP_039954674.1|BTRY	LOC6032382|XP_038109409.1|CQUI
OG0003131	LOC120771564|XP_039955562.1|BTRY	LOC6035982|XP_001846021.1|CQUI
OG0003132	LOC120776622|XP_039963356.1|BTRY	LOC6044631|XP_038112202.1|CQUI
OG0003133	LOC120772953|XP_039957789.1|BTRY	LOC6051969|XP_038106298.1|CQUI
OG0003134	LOC120772301|XP_039956744.1|BTRY	LOC6053605|XP_038112428.1|CQUI
OG0003135	LOC120777038|XP_039964082.1|BTRY	LOC6037714|XP_001847597.2|CQUI
OG0003136	LOC120778641|XP_039966475.1|BTRY	LOC6049196|XP_038113435.1|CQUI
OG0003137	LOC120772322|XP_039956786.1|BTRY	LOC6038542|XP_001848329.1|CQUI
OG0003138	LOC120770253|XP_039953490.1|BTRY	LOC6038550|XP_038108777.1|CQUI
OG0003139	LOC120777311|XP_039964484.1|BTRY	LOC119767187|XP_038111074.1|CQUI
OG0003140	LOC120772201|XP_039956601.1|BTRY	LOC6050211|XP_001866855.2|CQUI
OG0003141	LOC120771732|XP_039955826.1|BTRY	LOC6043502|XP_038111133.1|CQUI
OG0003142	LOC120770250|XP_039953483.1|BTRY	LOC6043494|XP_038107263.1|CQUI
OG0003143	LOC120776526|XP_039963188.1|BTRY	LOC6034245|XP_001844591.2|CQUI
OG0003144	LOC120770314|XP_039953620.1|BTRY	LOC6042640|XP_038108691.1|CQUI
OG0003145	LOC120770731|XP_039954255.1|BTRY, LOC120773023|XP_039957886.1|BTRY	LOC6054805|XP_038111143.1|CQUI
OG0003146	LOC120772364|XP_039956864.1|BTRY	LOC6049079|XP_038106319.1|CQUI
OG0003147	LOC120779082|XP_039967162.1|BTRY	LOC6043172|XP_038113430.1|CQUI
OG0003148	LOC120777490|XP_039964765.1|BTRY	LOC6043166|XP_001856893.2|CQUI
OG0003149	LOC120774413|XP_039959972.1|BTRY	LOC6043167|XP_038111832.1|CQUI
OG0003150	LOC120772861|XP_039957617.1|BTRY	LOC6047677|XP_038111033.1|CQUI
OG0003151	LOC120767663|XP_039949770.1|BTRY, LOC120767301|XP_039949121.1|BTRY	LOC6044182|XP_001861725.2|CQUI
OG0003152	LOC120772467|XP_039957039.1|BTRY	LOC6036629|XP_001846656.1|CQUI
OG0003153	LOC120772594|XP_039957241.1|BTRY	LOC6053059|XP_001869215.1|CQUI
OG0003154	LOC120776552|XP_039963242.1|BTRY	LOC6051164|XP_038107845.1|CQUI
OG0003155	LOC120772603|XP_039957251.1|BTRY	LOC6045073|XP_001862485.2|CQUI
OG0003156	LOC120772755|XP_039957452.1|BTRY	LOC6038119|XP_001847955.2|CQUI
OG0003157	LOC120775927|XP_039962267.1|BTRY	LOC6038109|XP_038113136.1|CQUI
OG0003158	LOC120771191|XP_039955021.1|BTRY, LOC120771030|XP_039954744.1|BTRY	LOC6047102|XP_038112009.1|CQUI
OG0003159	LOC120770388|XP_039953745.1|BTRY	LOC6051370|XP_038109228.1|CQUI
OG0003160	LOC120771182|XP_039955006.1|BTRY	LOC6047093|XP_038111960.1|CQUI
OG0003161	LOC120770856|XP_039954403.1|BTRY	LOC6040284|XP_001849711.1|CQUI
OG0003162	LOC120770573|XP_039954088.1|BTRY	LOC6042633|XP_001870695.2|CQUI
OG0003163	LOC120778731|XP_039966629.1|BTRY	LOC6037732|XP_038111159.1|CQUI
OG0003164	LOC120772838|XP_039957582.1|BTRY	LOC6037733|XP_001847613.2|CQUI
OG0003165	LOC120770099|XP_039953190.1|BTRY	LOC6042457|XP_038114125.1|CQUI
OG0003166	LOC120771662|XP_039955711.1|BTRY	LOC6042458|XP_001851572.1|CQUI
OG0003167	LOC120772416|XP_039956950.1|BTRY	LOC6036733|XP_038107989.1|CQUI
OG0003168	LOC120771795|XP_039955932.1|BTRY	LOC6036729|XP_038113448.1|CQUI, LOC6036735|XP_038112204.1|CQUI
OG0003169	LOC120774876|XP_039960663.1|BTRY	LOC6035963|XP_001846071.1|CQUI
OG0003170	LOC120770898|XP_039954498.1|BTRY	LOC6052020|XP_038112209.1|CQUI
OG0003171	LOC120771712|XP_039955793.1|BTRY, LOC120771710|XP_039955791.1|BTRY	LOC6035938|XP_001846047.1|CQUI
OG0003172	LOC120773014|XP_039957874.1|BTRY	LOC6035912|XP_038109519.1|CQUI
OG0003173	LOC120766622|XP_039948167.1|BTRY	LOC6034170|XP_001844525.2|CQUI
OG0003174	LOC120766541|XP_039948056.1|BTRY	LOC6051850|XP_038112047.1|CQUI
