Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC108111739|XP_017076781.1|DEUG
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC108111780|XP_017076854.1|DEUG, LOC108112710|XP_017078426.1|DEUG
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC108115292|XP_017082164.1|DEUG
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC108103365|XP_017064301.1|DEUG
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC108111485|XP_017076458.1|DEUG
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC108116404|XP_017083770.1|DEUG
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC108116407|XP_017083776.1|DEUG
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC108112676|XP_017078309.1|DEUG
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC108103438|XP_017064397.1|DEUG
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC108107828|XP_017071067.1|DEUG
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC108107832|XP_017071072.1|DEUG
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC108107831|XP_017071071.1|DEUG
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC108107844|XP_017071087.1|DEUG
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC108102452|XP_017062946.1|DEUG
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC108105288|XP_017067266.1|DEUG
OG0004237	LOC120782810|XP_039971223.1|BTRY	LOC108115107|XP_017081844.1|DEUG
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC108111572|XP_017076584.1|DEUG
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC108110166|XP_017074578.1|DEUG
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC108115010|XP_017081741.1|DEUG
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC108108355|XP_017071884.1|DEUG
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC108108316|XP_017071830.1|DEUG
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC108107546|XP_017070576.1|DEUG
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC108105286|XP_017067264.1|DEUG
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC108102833|XP_017063513.1|DEUG
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC108114657|XP_017081220.1|DEUG
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC108103304|XP_017064216.1|DEUG
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC108108894|XP_017072603.1|DEUG
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC108104733|XP_017066459.1|DEUG
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC108110812|XP_017075533.1|DEUG
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC108105480|XP_017067585.1|DEUG
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC108109623|XP_017073692.1|DEUG
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC108109420|XP_017073407.1|DEUG
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC108105086|XP_017067004.1|DEUG
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC108110636|XP_017075224.1|DEUG
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC108112540|XP_017077955.1|DEUG
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC108111443|XP_017076401.1|DEUG
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC108113758|XP_017079942.1|DEUG
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC108113261|XP_017079299.1|DEUG
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC108114967|XP_017081663.1|DEUG
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC108115293|XP_017082167.1|DEUG
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC108117554|XP_017085552.1|DEUG
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC108117169|XP_017084939.1|DEUG
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC108115165|XP_017081968.1|DEUG
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC108116233|XP_017083512.1|DEUG
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC108116409|XP_017083782.1|DEUG
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC108110630|XP_017075221.1|DEUG
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC108106544|XP_017069186.1|DEUG
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC108113001|XP_017078903.1|DEUG
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC108112565|XP_017078015.1|DEUG
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC108111944|XP_017077112.1|DEUG
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC108116515|XP_017083940.1|DEUG
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC108111771|XP_017076825.1|DEUG
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC108105049|XP_017066943.1|DEUG
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC108109979|XP_017074294.1|DEUG
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC108109908|XP_017074205.1|DEUG
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC108113944|XP_017080144.1|DEUG
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC108103799|XP_017064969.1|DEUG
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC108111123|XP_017075965.1|DEUG
OG0004280	LOC120774501|XP_039960114.1|BTRY	LOC108104379|XP_017065889.1|DEUG
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC108109287|XP_017073269.1|DEUG
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC108112594|XP_017078132.1|DEUG
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC108112597|XP_017078139.1|DEUG
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC108115494|XP_017082469.1|DEUG
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC108116713|XP_017084224.1|DEUG
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC108114065|XP_017080308.1|DEUG
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC108114672|XP_017081243.1|DEUG
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC108114299|XP_017080691.1|DEUG
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC108108743|XP_017072378.1|DEUG
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC108106513|XP_017069096.1|DEUG
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC108106771|XP_017069501.1|DEUG
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC108102752|XP_017063398.1|DEUG
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC108118183|XP_017086230.1|DEUG
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC108104261|XP_017065699.1|DEUG
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC108104282|XP_017065736.1|DEUG
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC108104284|XP_017065743.1|DEUG
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC108107469|XP_017070505.1|DEUG
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC108104552|XP_017066183.1|DEUG
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC108106243|XP_017068656.1|DEUG
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC108109286|XP_017073268.1|DEUG
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC108102754|XP_017063402.1|DEUG
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC108112655|XP_017078274.1|DEUG
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC108104847|XP_017066653.1|DEUG
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC108112299|XP_017077612.1|DEUG
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC108111930|XP_017077063.1|DEUG
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC108106733|XP_017069460.1|DEUG
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC108106579|XP_017069248.1|DEUG
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC108107254|XP_017070172.1|DEUG
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC108108326|XP_017071842.1|DEUG
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC108104572|XP_017066213.1|DEUG
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC108114708|XP_017081296.1|DEUG
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC108107428|XP_017070447.1|DEUG
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC108111617|XP_017076633.1|DEUG
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC108112667|XP_017078293.1|DEUG
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC108107389|XP_017070395.1|DEUG
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC108104810|XP_017066581.1|DEUG
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC108109002|XP_017072759.1|DEUG
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC108107385|XP_017070386.1|DEUG
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC108113158|XP_017079158.1|DEUG
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC108115675|XP_017082729.1|DEUG
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC108106154|XP_017068546.1|DEUG
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC108116998|XP_017084652.1|DEUG
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC108102834|XP_017063514.1|DEUG
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC108115536|XP_017082527.1|DEUG
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC108113216|XP_017079240.1|DEUG
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC108113215|XP_017079239.1|DEUG
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC108104936|XP_017066784.1|DEUG
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC108109124|XP_017073009.1|DEUG
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC108107320|XP_017070285.1|DEUG
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC108113127|XP_017079118.1|DEUG
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC108104864|XP_017066675.1|DEUG
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC108110903|XP_017075653.1|DEUG
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC108118462|XP_017086670.1|DEUG
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC108107173|XP_017070077.1|DEUG
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC108106636|XP_017069330.1|DEUG
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC108109265|XP_017073238.1|DEUG
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC108106113|XP_017068478.1|DEUG
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC108117396|XP_017085291.1|DEUG
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC108106473|XP_017069035.1|DEUG
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC108106472|XP_017069034.1|DEUG
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC108112670|XP_017078298.1|DEUG
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC108107466|XP_017070503.1|DEUG
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC108107393|XP_017070400.1|DEUG
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC108107450|XP_017070484.1|DEUG
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC108114872|XP_017081514.1|DEUG
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC108107372|XP_017070365.1|DEUG
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC108107376|XP_017070375.1|DEUG
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC108107453|XP_017070491.1|DEUG
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC108107248|XP_017070158.1|DEUG
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC108112318|XP_017077635.1|DEUG
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC108106410|XP_017068918.1|DEUG
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC108117440|XP_017085380.1|DEUG
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC108116087|XP_017083294.1|DEUG
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC108105632|XP_017067809.1|DEUG
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC108109618|XP_017073672.1|DEUG
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC108112017|XP_017077245.1|DEUG
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC108113290|XP_017079329.1|DEUG
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC108106720|XP_017069444.1|DEUG
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC108111935|XP_017077081.1|DEUG
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC108108624|XP_017072212.1|DEUG
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC108116328|XP_017083628.1|DEUG
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC108104741|XP_017066468.1|DEUG
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC108103912|XP_017065150.1|DEUG
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC108112050|XP_017077292.1|DEUG
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC108109110|XP_017072988.1|DEUG
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC108111125|XP_017075968.1|DEUG
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC108114468|XP_017080964.1|DEUG
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC108116763|XP_017084276.1|DEUG
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC108105407|XP_017067442.1|DEUG
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC108112596|XP_017078138.1|DEUG
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC108117590|XP_017085582.1|DEUG
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC108107481|XP_017070516.1|DEUG
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC108116988|XP_017084642.1|DEUG
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC108112678|XP_017078311.1|DEUG
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC108102758|XP_017063406.1|DEUG
OG0004376	LOC120777940|XP_039965475.1|BTRY	LOC108114688|XP_017081270.1|DEUG
OG0004377	LOC120778475|XP_039966225.1|BTRY	LOC108114586|XP_017081131.1|DEUG
OG0004378	LOC120770968|XP_039954633.1|BTRY	LOC108106528|XP_017069145.1|DEUG
OG0004379	LOC120770379|XP_039953733.1|BTRY	LOC108109111|XP_017072990.1|DEUG
OG0004380	LOC120772384|XP_039956908.1|BTRY	LOC108104445|XP_017065995.1|DEUG
OG0004381	LOC120776797|XP_039963724.1|BTRY	LOC108117245|XP_017085079.1|DEUG
OG0004382	LOC120770651|XP_039954181.1|BTRY	LOC108106566|XP_017069221.1|DEUG
OG0004383	LOC120772684|XP_039957355.1|BTRY	LOC108106453|XP_017069008.1|DEUG
OG0004384	LOC120770971|XP_039954640.1|BTRY	LOC108106608|XP_017069296.1|DEUG
OG0004385	LOC120771181|XP_039955005.1|BTRY	LOC108106708|XP_017069428.1|DEUG
OG0004386	LOC120771907|XP_039956124.1|BTRY	LOC108106570|XP_017069227.1|DEUG
OG0004387	LOC120776356|XP_039962847.1|BTRY	LOC108113864|XP_017080067.1|DEUG
OG0004388	LOC120772546|XP_039957161.1|BTRY	LOC108106798|XP_017069531.1|DEUG
OG0004389	LOC120770496|XP_039953953.1|BTRY	LOC108108083|XP_017071458.1|DEUG
OG0004390	LOC120779186|XP_039967382.1|BTRY	LOC108118228|XP_017086298.1|DEUG
OG0004391	LOC120771955|XP_039956200.1|BTRY, LOC120772280|XP_039956725.1|BTRY, LOC120771451|XP_039955395.1|BTRY	LOC108108970|XP_017072714.1|DEUG
OG0004392	LOC120777073|XP_039964134.1|BTRY	LOC108117340|XP_017085202.1|DEUG
OG0004393	LOC120771663|XP_039955712.1|BTRY	LOC108111988|XP_017077206.1|DEUG
OG0004394	LOC120772522|XP_039957119.1|BTRY	LOC108113109|XP_017079087.1|DEUG
OG0004395	LOC120770734|XP_039954257.1|BTRY	LOC108106772|XP_017069502.1|DEUG
OG0004396	LOC120771149|XP_039954951.1|BTRY	LOC108110357|XP_017074886.1|DEUG
OG0004397	LOC120772001|XP_039956291.1|BTRY	LOC108111946|XP_017077115.1|DEUG
OG0004398	LOC120772002|XP_039956292.1|BTRY	LOC108111949|XP_017077119.1|DEUG
OG0004399	LOC120771004|XP_039954698.1|BTRY	LOC108112709|XP_017078422.1|DEUG
OG0004400	LOC120772562|XP_039957183.1|BTRY	LOC108109502|XP_017073532.1|DEUG
OG0004401	LOC120772036|XP_039956341.1|BTRY	LOC108107489|XP_017070524.1|DEUG
OG0004402	LOC120771639|XP_039955673.1|BTRY	LOC108107460|XP_017070495.1|DEUG
OG0004403	LOC120770090|XP_039953173.1|BTRY	LOC108106463|XP_017069020.1|DEUG
OG0004404	LOC120772835|XP_039957578.1|BTRY	LOC108110352|XP_017074878.1|DEUG
OG0004405	LOC120777672|XP_039965065.1|BTRY	LOC108114637|XP_017081193.1|DEUG
OG0004406	LOC120776618|XP_039963347.1|BTRY	LOC108104012|XP_017065327.1|DEUG
OG0004407	LOC120771447|XP_039955387.1|BTRY	LOC108104536|XP_017066159.1|DEUG
OG0004408	LOC120778708|XP_039966603.1|BTRY	LOC108113863|XP_017080066.1|DEUG
OG0004409	LOC120779735|XP_039968044.1|BTRY	LOC108102325|XP_017062603.1|DEUG
OG0004410	LOC120769988|XP_039953003.1|BTRY	LOC108112683|XP_017078364.1|DEUG
OG0004411	LOC120776916|XP_039963921.1|BTRY	LOC108108747|XP_017072388.1|DEUG
OG0004412	LOC120776914|XP_039963918.1|BTRY	LOC108108745|XP_017072385.1|DEUG
OG0004413	LOC120772134|XP_039956486.1|BTRY	LOC108107384|XP_017070385.1|DEUG
OG0004414	LOC120771140|XP_039954942.1|BTRY	LOC108107348|XP_017070337.1|DEUG
OG0004415	LOC120770255|XP_039953492.1|BTRY	LOC108106385|XP_017068880.1|DEUG
OG0004416	LOC120771085|XP_039954844.1|BTRY	LOC108113245|XP_017079280.1|DEUG
OG0004417	LOC120782286|XP_039970423.1|BTRY	LOC108117555|XP_017085553.1|DEUG
OG0004418	LOC120773079|XP_039957957.1|BTRY	LOC108113020|XP_017078935.1|DEUG
OG0004419	LOC120770318|XP_039953634.1|BTRY	LOC108104488|XP_017066090.1|DEUG
OG0004420	LOC120772694|XP_039957368.1|BTRY	LOC108113159|XP_017079160.1|DEUG
OG0004421	LOC120776956|XP_039963979.1|BTRY	LOC108108611|XP_017072199.1|DEUG
OG0004422	LOC120777454|XP_039964708.1|BTRY	LOC108108606|XP_017072194.1|DEUG
OG0004423	LOC120770471|XP_039953900.1|BTRY	LOC108112474|XP_017077821.1|DEUG
OG0004424	LOC120772123|XP_039956468.1|BTRY	LOC108107446|XP_017070477.1|DEUG
OG0004425	LOC120777401|XP_039964633.1|BTRY	LOC108114364|XP_017080803.1|DEUG
OG0004426	LOC120777486|XP_039964759.1|BTRY	LOC108114469|XP_017080965.1|DEUG
OG0004427	LOC120778693|XP_039966582.1|BTRY	LOC108117352|XP_017085216.1|DEUG
OG0004428	LOC120774849|XP_039960608.1|BTRY	LOC108116913|XP_017084528.1|DEUG
OG0004429	LOC120768289|XP_039950849.1|BTRY	LOC108115559|XP_017082555.1|DEUG
OG0004430	LOC120776603|XP_039963323.1|BTRY	LOC108106012|XP_017068347.1|DEUG
OG0004431	LOC120770886|XP_039954467.1|BTRY	LOC108109512|XP_017073552.1|DEUG
OG0004432	LOC120770874|XP_039954446.1|BTRY	LOC108109511|XP_017073551.1|DEUG
OG0004433	LOC120779009|XP_039967062.1|BTRY	LOC108108810|XP_017072483.1|DEUG
OG0004434	LOC120770313|XP_039953619.1|BTRY	LOC108111948|XP_017077118.1|DEUG
OG0004435	LOC120771569|XP_039955569.1|BTRY	LOC108109289|XP_017073271.1|DEUG
OG0004436	LOC120772570|XP_039957192.1|BTRY	LOC108106439|XP_017068961.1|DEUG
OG0004437	LOC120772573|XP_039957201.1|BTRY	LOC108107487|XP_017070522.1|DEUG
OG0004438	LOC120771442|XP_039955381.1|BTRY	LOC108106456|XP_017069011.1|DEUG
OG0004439	LOC120771185|XP_039955010.1|BTRY	LOC108106471|XP_017069033.1|DEUG
OG0004440	LOC120772424|XP_039956969.1|BTRY	LOC108112686|XP_017078367.1|DEUG
OG0004441	LOC120775072|XP_039960997.1|BTRY	LOC108112165|XP_017077419.1|DEUG
OG0004442	LOC120767010|XP_039948759.1|BTRY	LOC108112972|XP_017078865.1|DEUG
OG0004443	LOC120777726|XP_039965151.1|BTRY	LOC108107734|XP_017070872.1|DEUG
OG0004444	LOC120772657|XP_039957322.1|BTRY	LOC108112598|XP_017078141.1|DEUG
OG0004445	LOC120772648|XP_039957308.1|BTRY	LOC108107477|XP_017070512.1|DEUG
OG0004446	LOC120776083|XP_039962493.1|BTRY	LOC108104233|XP_017065673.1|DEUG
OG0004447	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY	LOC108116591|XP_017084026.1|DEUG
OG0004448	LOC120772133|XP_039956485.1|BTRY	LOC108112301|XP_017077616.1|DEUG
OG0004449	LOC120776800|XP_039963728.1|BTRY	LOC108118211|XP_017086267.1|DEUG
OG0004450	LOC120770225|XP_039953439.1|BTRY	LOC108106374|XP_017068854.1|DEUG
OG0004451	LOC120770443|XP_039953846.1|BTRY	LOC108106370|XP_017068843.1|DEUG
OG0004452	LOC120770445|XP_039953852.1|BTRY	LOC108109295|XP_017073277.1|DEUG
OG0004453	LOC120770512|XP_039953981.1|BTRY	LOC108113014|XP_017078924.1|DEUG
OG0004454	LOC120782366|XP_039970538.1|BTRY	LOC108111720|XP_017076760.1|DEUG
OG0004455	LOC120779029|XP_039967084.1|BTRY	LOC108118247|XP_017086325.1|DEUG
OG0004456	LOC120774214|XP_039959602.1|BTRY	LOC108105498|XP_017067605.1|DEUG
OG0004457	LOC120776745|XP_039963624.1|BTRY	LOC108114009|XP_017080245.1|DEUG
OG0004458	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY	LOC108114371|XP_017080811.1|DEUG
OG0004459	LOC120776844|XP_039963803.1|BTRY	LOC108107884|XP_017071159.1|DEUG
OG0004460	LOC120777841|XP_039965311.1|BTRY	LOC108108520|XP_017072081.1|DEUG
OG0004461	LOC120777243|XP_039964370.1|BTRY	LOC108118201|XP_017086251.1|DEUG
OG0004462	LOC120778532|XP_039966308.1|BTRY	LOC108108560|XP_017072132.1|DEUG
OG0004463	LOC120776525|XP_039963186.1|BTRY	LOC108116776|XP_017084297.1|DEUG
OG0004464	LOC120776649|XP_039963418.1|BTRY	LOC108104008|XP_017065318.1|DEUG
OG0004465	LOC120766401|XP_039947783.1|BTRY	LOC108108584|XP_017072168.1|DEUG
OG0004466	LOC120778367|XP_039966088.1|BTRY	LOC108108653|XP_017072245.1|DEUG
OG0004467	LOC120777785|XP_039965241.1|BTRY	LOC108114099|XP_017080346.1|DEUG
OG0004468	LOC120777784|XP_039965238.1|BTRY	LOC108113964|XP_017080167.1|DEUG
OG0004469	LOC120779043|XP_039967103.1|BTRY	LOC108118241|XP_017086314.1|DEUG
OG0004470	LOC120767940|XP_039950241.1|BTRY	LOC108105685|XP_017067884.1|DEUG
OG0004471	LOC120767693|XP_039949822.1|BTRY	LOC108115593|XP_017082595.1|DEUG
OG0004472	LOC120780101|XP_039968318.1|BTRY	LOC108104834|XP_017066626.1|DEUG
OG0004473	LOC120772411|XP_039956940.1|BTRY	LOC108106803|XP_017069537.1|DEUG
OG0004474	LOC120772410|XP_039956939.1|BTRY	LOC108106691|XP_017069413.1|DEUG
OG0004475	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY	LOC108116987|XP_017084641.1|DEUG
OG0004476	LOC120774354|XP_039959873.1|BTRY	LOC108103384|XP_017064319.1|DEUG
OG0004477	LOC120771859|XP_039956042.1|BTRY	LOC108108997|XP_017072752.1|DEUG
OG0004478	LOC120772124|XP_039956470.1|BTRY	LOC108106747|XP_017069474.1|DEUG
OG0004479	LOC120772244|XP_039956672.1|BTRY	LOC108107252|XP_017070170.1|DEUG
OG0004480	LOC120775710|XP_039961955.1|BTRY	LOC108117713|XP_017085757.1|DEUG
OG0004481	LOC120770570|XP_039954084.1|BTRY	LOC108113105|XP_017079069.1|DEUG
OG0004482	LOC120767069|XP_039948856.1|BTRY	LOC108113506|XP_017079585.1|DEUG
OG0004483	LOC120772611|XP_039957260.1|BTRY	LOC108107355|XP_017070343.1|DEUG
OG0004484	LOC120782446|XP_039970666.1|BTRY	LOC108109617|XP_017073671.1|DEUG, LOC108113197|XP_017079217.1|DEUG, LOC108103004|XP_017063815.1|DEUG
OG0004485	LOC120774670|XP_039960334.1|BTRY	LOC108118516|XP_017086750.1|DEUG
OG0004486	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY	LOC108112783|XP_017078550.1|DEUG
OG0004487	LOC120776828|XP_039963783.1|BTRY	LOC108114410|XP_017080874.1|DEUG
OG0004488	LOC120772321|XP_039956785.1|BTRY	LOC108112606|XP_017078185.1|DEUG, LOC108112605|XP_017078184.1|DEUG
OG0004489	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY	LOC108102814|XP_017063485.1|DEUG
OG0004491	LOC120768880|XP_039951568.1|BTRY, LOC120768882|XP_039951570.1|BTRY, LOC120768881|XP_039951569.1|BTRY, LOC120769753|XP_039952850.1|BTRY	LOC108113410|XP_017079454.1|DEUG
OG0004492	LOC120776777|XP_039963689.1|BTRY	LOC108108744|XP_017072384.1|DEUG
OG0004494	LOC120773508|XP_039958397.1|BTRY	LOC108109513|XP_017073553.1|DEUG
OG0004495	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY	LOC108109578|XP_017073644.1|DEUG
OG0004496	LOC120773771|XP_039958822.1|BTRY	LOC108106230|XP_017068645.1|DEUG, LOC108106795|XP_017069529.1|DEUG
OG0004497	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY	LOC108112252|XP_017077562.1|DEUG, LOC108112280|XP_017077591.1|DEUG
OG0004498	LOC120773016|XP_039957878.1|BTRY	LOC108116849|XP_017084393.1|DEUG
OG0004504	LOC120782093|XP_039970174.1|BTRY	LOC108118279|XP_017086364.1|DEUG
OG0004505	LOC120779917|XP_039968196.1|BTRY	LOC108111686|XP_017076720.1|DEUG
OG0004506	LOC120780800|XP_039968985.1|BTRY	LOC108116008|XP_017083175.1|DEUG
OG0004507	LOC120767033|XP_039948813.1|BTRY	LOC108113161|XP_017079168.1|DEUG
