Orthogroup	BTRY.longest_only	DSAN.longest_only
OG0003882	LOC120771968|XP_039956246.1|BTRY	LOC120455494|XP_039497680.1|DSAN
OG0003883	LOC120774902|XP_039960704.1|BTRY	LOC120456201|XP_039498815.1|DSAN
OG0003884	LOC120767732|XP_039949874.1|BTRY	LOC120443702|XP_039478878.1|DSAN
OG0003885	LOC120768412|XP_039951028.1|BTRY	LOC120454771|XP_039496198.1|DSAN
OG0003886	LOC120769785|XP_039952906.1|BTRY	LOC120454755|XP_039496197.1|DSAN
OG0003887	LOC120767189|XP_039948922.1|BTRY	LOC120446763|XP_039483837.1|DSAN
OG0003888	LOC120782586|XP_039970868.1|BTRY	LOC120454692|XP_039496158.1|DSAN
OG0003889	LOC120769235|XP_039952069.1|BTRY	LOC120447691|XP_039485158.1|DSAN
OG0003891	LOC120768419|XP_039951034.1|BTRY	LOC120458034|XP_039501475.1|DSAN
OG0003892	LOC120776350|XP_039962839.1|BTRY	LOC120450139|XP_039488900.1|DSAN
OG0003893	LOC120768061|XP_039950516.1|BTRY	LOC120446212|XP_039483001.1|DSAN
OG0003894	LOC120781730|XP_039969900.1|BTRY	LOC120458626|XP_039502283.1|DSAN
OG0003895	LOC120771308|XP_039955177.1|BTRY	LOC120445033|XP_039481053.1|DSAN
OG0003896	LOC120771037|XP_039954760.1|BTRY	LOC120446083|XP_039482803.1|DSAN
OG0003897	LOC120772919|XP_039957753.1|BTRY	LOC120446184|XP_039482960.1|DSAN
OG0003898	LOC120768430|XP_039951048.1|BTRY	LOC120446711|XP_039483751.1|DSAN
OG0003899	LOC120767233|XP_039948996.1|BTRY	LOC120454134|XP_039495128.1|DSAN
OG0003900	LOC120767961|XP_039950286.1|BTRY	LOC120444144|XP_039479646.1|DSAN
OG0003901	LOC120767728|XP_039949871.1|BTRY	LOC120444294|XP_039479752.1|DSAN
OG0003902	LOC120768021|XP_039950420.1|BTRY	LOC120448668|XP_039486741.1|DSAN
OG0003903	LOC120769244|XP_039952078.1|BTRY	LOC120444079|XP_039479532.1|DSAN
OG0003904	LOC120769240|XP_039952073.1|BTRY	LOC120444078|XP_039479530.1|DSAN, LOC120444077|XP_039479529.1|DSAN
OG0003905	LOC120770373|XP_039953724.1|BTRY	LOC120454403|XP_039495598.1|DSAN
OG0003906	LOC120771966|XP_039956236.1|BTRY	LOC120446284|XP_039483107.1|DSAN
OG0003907	LOC120769134|XP_039951940.1|BTRY	LOC120457953|XP_039501396.1|DSAN
OG0003908	LOC120768375|XP_039950974.1|BTRY	LOC120454430|XP_039495658.1|DSAN
OG0003909	LOC120772153|XP_039956518.1|BTRY	LOC120457734|XP_039501168.1|DSAN
OG0003910	LOC120772356|XP_039956856.1|BTRY	LOC120453859|XP_039494698.1|DSAN
OG0003911	LOC120767626|XP_039949718.1|BTRY	LOC120458198|XP_039501705.1|DSAN
OG0003912	LOC120769672|XP_039952725.1|BTRY	LOC120458646|XP_039502309.1|DSAN
OG0003913	LOC120781698|XP_039969848.1|BTRY	LOC120446513|XP_039483458.1|DSAN
OG0003914	LOC120776102|XP_039962526.1|BTRY	LOC120447129|XP_039484500.1|DSAN
OG0003915	LOC120774736|XP_039960423.1|BTRY	LOC120456734|XP_039499655.1|DSAN
OG0003916	LOC120767883|XP_039950143.1|BTRY	LOC120445498|XP_039481883.1|DSAN
OG0003917	LOC120769328|XP_039952218.1|BTRY	LOC120451887|XP_039491831.1|DSAN
OG0003918	LOC120768489|XP_039951139.1|BTRY	LOC120452764|XP_039493121.1|DSAN
OG0003919	LOC120768180|XP_039950681.1|BTRY	LOC120457049|XP_039500158.1|DSAN
OG0003920	LOC120771870|XP_039956055.1|BTRY	LOC120445620|XP_039482067.1|DSAN
OG0003921	LOC120781966|XP_039970076.1|BTRY	LOC120445391|XP_039481730.1|DSAN
OG0003922	LOC120767321|XP_039949189.1|BTRY	LOC120457252|XP_039500623.1|DSAN
OG0003923	LOC120781487|XP_039969646.1|BTRY	LOC120454825|XP_039496225.1|DSAN
OG0003924	LOC120771913|XP_039956134.1|BTRY	LOC120446607|XP_039483581.1|DSAN
OG0003925	LOC120767367|XP_039949275.1|BTRY	LOC120443984|XP_039479395.1|DSAN
OG0003926	LOC120769175|XP_039951995.1|BTRY	LOC120453368|XP_039493979.1|DSAN
OG0003927	LOC120768953|XP_039951676.1|BTRY	LOC120454915|XP_039496563.1|DSAN
OG0003928	LOC120769441|XP_039952358.1|BTRY	LOC120454411|XP_039495617.1|DSAN
OG0003929	LOC120768849|XP_039951534.1|BTRY	LOC120458423|XP_039501995.1|DSAN
OG0003930	LOC120768223|XP_039950735.1|BTRY	LOC120458464|XP_039502053.1|DSAN
OG0003931	LOC120769450|XP_039952377.1|BTRY	LOC120444115|XP_039479586.1|DSAN
OG0003932	LOC120770260|XP_039953504.1|BTRY	LOC120458901|XP_039502678.1|DSAN
OG0003933	LOC120768501|XP_039951159.1|BTRY	LOC120453787|XP_039494575.1|DSAN
OG0003934	LOC120767794|XP_039949993.1|BTRY	LOC120458571|XP_039502204.1|DSAN
OG0003935	LOC120770187|XP_039953351.1|BTRY	LOC120446609|XP_039483583.1|DSAN
OG0003936	LOC120770188|XP_039953352.1|BTRY	LOC120446612|XP_039483591.1|DSAN
OG0003937	LOC120771053|XP_039954790.1|BTRY	LOC120445886|XP_039482473.1|DSAN
OG0003938	LOC120767383|XP_039949313.1|BTRY	LOC120444425|XP_039479995.1|DSAN
OG0003939	LOC120767384|XP_039949322.1|BTRY	LOC120458711|XP_039502392.1|DSAN
OG0003940	LOC120768526|XP_039951189.1|BTRY	LOC120456902|XP_039499959.1|DSAN
OG0003941	LOC120769123|XP_039951919.1|BTRY	LOC120444517|XP_039480178.1|DSAN
OG0003942	LOC120769499|XP_039952464.1|BTRY	LOC120449381|XP_039487754.1|DSAN, LOC120458620|XP_039502264.1|DSAN
OG0003943	LOC120771046|XP_039954781.1|BTRY	LOC120458000|XP_039501426.1|DSAN
OG0003944	LOC120769147|XP_039951956.1|BTRY	LOC120458479|XP_039502073.1|DSAN
OG0003945	LOC120770421|XP_039953800.1|BTRY	LOC120445681|XP_039482172.1|DSAN
OG0003946	LOC120768155|XP_039950650.1|BTRY	LOC120445188|XP_039481336.1|DSAN
OG0003947	LOC120768003|XP_039950360.1|BTRY	LOC120445540|XP_039481943.1|DSAN
OG0003948	LOC120769286|XP_039952140.1|BTRY	LOC120444804|XP_039480686.1|DSAN
OG0003949	LOC120768926|XP_039951640.1|BTRY	LOC120444589|XP_039480292.1|DSAN
OG0003950	LOC120769118|XP_039951912.1|BTRY	LOC120458213|XP_039501726.1|DSAN
OG0003951	LOC120768587|XP_039951280.1|BTRY	LOC120458548|XP_039502163.1|DSAN
OG0003952	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY	LOC120455301|XP_039497278.1|DSAN
OG0003953	LOC120767894|XP_039950165.1|BTRY	LOC120454533|XP_039496200.1|DSAN
OG0003954	LOC120769404|XP_039952316.1|BTRY	LOC120449506|XP_039487941.1|DSAN
OG0003955	LOC120781768|XP_039969934.1|BTRY	LOC120455401|XP_039497477.1|DSAN
OG0003956	LOC120769221|XP_039952051.1|BTRY	LOC120444903|XP_039480826.1|DSAN
OG0003957	LOC120777534|XP_039964850.1|BTRY	LOC120447930|XP_039485529.1|DSAN
OG0003958	LOC120775287|XP_039961334.1|BTRY	LOC120455714|XP_039498061.1|DSAN
OG0003959	LOC120771796|XP_039955928.1|BTRY	LOC120445242|XP_039481443.1|DSAN
OG0003960	LOC120774502|XP_039960115.1|BTRY	LOC120457371|XP_039500840.1|DSAN
OG0003961	LOC120767788|XP_039949980.1|BTRY	LOC120446001|XP_039482674.1|DSAN
OG0003962	LOC120767449|XP_039949450.1|BTRY	LOC120453379|XP_039493991.1|DSAN
OG0003963	LOC120768153|XP_039950648.1|BTRY	LOC120444442|XP_039480035.1|DSAN
OG0003964	LOC120767642|XP_039949747.1|BTRY	LOC120458288|XP_039501820.1|DSAN
OG0003965	LOC120767946|XP_039950265.1|BTRY	LOC120458814|XP_039502558.1|DSAN
OG0003966	LOC120767770|XP_039949943.1|BTRY	LOC120445655|XP_039482134.1|DSAN
OG0003967	LOC120771942|XP_039956175.1|BTRY	LOC120447027|XP_039484283.1|DSAN
OG0003968	LOC120772326|XP_039956791.1|BTRY	LOC120444464|XP_039480070.1|DSAN
OG0003969	LOC120770917|XP_039954547.1|BTRY	LOC120444603|XP_039480312.1|DSAN
OG0003970	LOC120767347|XP_039949239.1|BTRY	LOC120452565|XP_039492782.1|DSAN
OG0003971	LOC120774464|XP_039960054.1|BTRY	LOC120458275|XP_039501801.1|DSAN
OG0003972	LOC120777946|XP_039965492.1|BTRY	LOC120449196|XP_039487491.1|DSAN
OG0003973	LOC120771948|XP_039956192.1|BTRY	LOC120444570|XP_039480261.1|DSAN
OG0003974	LOC120782346|XP_039970513.1|BTRY	LOC120445890|XP_039482475.1|DSAN
OG0003975	LOC120767633|XP_039949727.1|BTRY	LOC120443713|XP_039478896.1|DSAN
OG0003976	LOC120768221|XP_039950731.1|BTRY	LOC120445230|XP_039481422.1|DSAN
OG0003977	LOC120768637|XP_039951336.1|BTRY	LOC120455652|XP_039497980.1|DSAN
OG0003978	LOC120776803|XP_039963731.1|BTRY	LOC120448180|XP_039485963.1|DSAN
OG0003979	LOC120769781|XP_039952899.1|BTRY	LOC120447832|XP_039485366.1|DSAN
OG0003980	LOC120782383|XP_039970559.1|BTRY	LOC120451480|XP_039491135.1|DSAN
OG0003981	LOC120767590|XP_039949672.1|BTRY	LOC120455730|XP_039498119.1|DSAN
OG0003982	LOC120781665|XP_039969820.1|BTRY	LOC120446707|XP_039483742.1|DSAN
OG0003983	LOC120769620|XP_039952657.1|BTRY	LOC120458108|XP_039501571.1|DSAN
OG0003984	LOC120768278|XP_039950812.1|BTRY	LOC120446554|XP_039483505.1|DSAN
OG0003985	LOC120767949|XP_039950268.1|BTRY	LOC120444580|XP_039480275.1|DSAN
OG0003986	LOC120781853|XP_039970005.1|BTRY	LOC120455157|XP_039497006.1|DSAN
OG0003987	LOC120781124|XP_039969193.1|BTRY	LOC120451653|XP_039491463.1|DSAN
OG0003988	LOC120767972|XP_039950317.1|BTRY	LOC120455317|XP_039497316.1|DSAN
OG0003989	LOC120767639|XP_039949741.1|BTRY	LOC120455903|XP_039498343.1|DSAN
OG0003990	LOC120769368|XP_039952265.1|BTRY	LOC120458080|XP_039501530.1|DSAN
OG0003991	LOC120767920|XP_039950213.1|BTRY	LOC120458010|XP_039501445.1|DSAN
OG0003992	LOC120767991|XP_039950344.1|BTRY	LOC120454530|XP_039495839.1|DSAN
OG0003993	LOC120767812|XP_039950024.1|BTRY	LOC120450268|XP_039489112.1|DSAN
OG0003994	LOC120780854|XP_039969027.1|BTRY	LOC120451562|XP_039491299.1|DSAN
OG0003995	LOC120771452|XP_039955397.1|BTRY	LOC120445848|XP_039482414.1|DSAN
OG0003996	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY	LOC120448468|XP_039486425.1|DSAN
OG0003997	LOC120767199|XP_039948934.1|BTRY	LOC120458267|XP_039501792.1|DSAN
OG0003998	LOC120767458|XP_039949465.1|BTRY	LOC120457834|XP_039501267.1|DSAN
OG0003999	LOC120768709|XP_039951413.1|BTRY	LOC120446026|XP_039482718.1|DSAN
OG0004000	LOC120775677|XP_039961902.1|BTRY	LOC120456643|XP_039499502.1|DSAN
OG0004001	LOC120772881|XP_039957661.1|BTRY	LOC120444482|XP_039480096.1|DSAN
OG0004002	LOC120768307|XP_039950877.1|BTRY	LOC120445118|XP_039481198.1|DSAN
OG0004003	LOC120781719|XP_039969886.1|BTRY	LOC120455939|XP_039499656.1|DSAN
OG0004004	LOC120769738|XP_039952826.1|BTRY	LOC120451088|XP_039490409.1|DSAN
OG0004005	LOC120769739|XP_039952827.1|BTRY	LOC120458449|XP_039502028.1|DSAN
OG0004006	LOC120767755|XP_039949904.1|BTRY	LOC120446264|XP_039483074.1|DSAN
OG0004007	LOC120768258|XP_039950785.1|BTRY	LOC120453467|XP_039494133.1|DSAN
OG0004008	LOC120767756|XP_039949906.1|BTRY	LOC120443883|XP_039479226.1|DSAN
OG0004009	LOC120769294|XP_039952157.1|BTRY	LOC120458361|XP_039501909.1|DSAN
OG0004010	LOC120769106|XP_039951900.1|BTRY	LOC120444152|XP_039479663.1|DSAN
OG0004011	LOC120769195|XP_039952024.1|BTRY	LOC120458469|XP_039502056.1|DSAN
OG0004012	LOC120777788|XP_039965252.1|BTRY	LOC120453635|XP_039494361.1|DSAN
OG0004013	LOC120768057|XP_039950508.1|BTRY	LOC120452857|XP_039493236.1|DSAN
OG0004014	LOC120777667|XP_039965057.1|BTRY	LOC120448981|XP_039487178.1|DSAN
OG0004015	LOC120769231|XP_039952062.1|BTRY	LOC120444074|XP_039479526.1|DSAN
OG0004016	LOC120768088|XP_039950559.1|BTRY	LOC120456550|XP_039499366.1|DSAN
OG0004017	LOC120767857|XP_039950099.1|BTRY	LOC120449507|XP_039487946.1|DSAN
OG0004018	LOC120771850|XP_039956027.1|BTRY	LOC120457596|XP_039501043.1|DSAN
OG0004019	LOC120778472|XP_039966217.1|BTRY	LOC120447121|XP_039484485.1|DSAN
OG0004020	LOC120768941|XP_039951660.1|BTRY	LOC120458161|XP_039501650.1|DSAN
OG0004021	LOC120772601|XP_039957250.1|BTRY	LOC120458158|XP_039501646.1|DSAN
OG0004022	LOC120769510|XP_039952480.1|BTRY	LOC120445478|XP_039481862.1|DSAN
OG0004023	LOC120769630|XP_039952669.1|BTRY	LOC120444862|XP_039480762.1|DSAN
OG0004024	LOC120769323|XP_039952208.1|BTRY	LOC120446638|XP_039483639.1|DSAN
OG0004025	LOC120769027|XP_039951802.1|BTRY	LOC120451239|XP_039490684.1|DSAN
OG0004026	LOC120769069|XP_039951859.1|BTRY	LOC120458639|XP_039502300.1|DSAN
OG0004028	LOC120768830|XP_039951516.1|BTRY	LOC120458400|XP_039501959.1|DSAN
OG0004029	LOC120781541|XP_039969707.1|BTRY	LOC120458284|XP_039501814.1|DSAN
OG0004030	LOC120772514|XP_039957095.1|BTRY	LOC120444656|XP_039480430.1|DSAN
OG0004031	LOC120768630|XP_039951329.1|BTRY	LOC120458339|XP_039501890.1|DSAN
OG0004032	LOC120767776|XP_039949950.1|BTRY	LOC120445803|XP_039482350.1|DSAN
OG0004033	LOC120767906|XP_039950188.1|BTRY	LOC120445020|XP_039481029.1|DSAN
OG0004034	LOC120769230|XP_039952061.1|BTRY	LOC120444316|XP_039479794.1|DSAN
OG0004035	LOC120767339|XP_039949216.1|BTRY	LOC120444461|XP_039480069.1|DSAN
OG0004036	LOC120768475|XP_039951116.1|BTRY	LOC120444149|XP_039479650.1|DSAN
OG0004037	LOC120767425|XP_039949400.1|BTRY	LOC120443722|XP_039478905.1|DSAN
OG0004038	LOC120769519|XP_039952491.1|BTRY	LOC120458612|XP_039502257.1|DSAN
OG0004039	LOC120767392|XP_039949339.1|BTRY	LOC120450099|XP_039488830.1|DSAN
OG0004040	LOC120770835|XP_039954358.1|BTRY	LOC120445084|XP_039481147.1|DSAN
OG0004041	LOC120775258|XP_039961273.1|BTRY	LOC120456310|XP_039498997.1|DSAN
OG0004042	LOC120777759|XP_039965196.1|BTRY	LOC120449041|XP_039487263.1|DSAN
OG0004043	LOC120769479|XP_039952437.1|BTRY	LOC120456401|XP_039499167.1|DSAN
OG0004044	LOC120774837|XP_039960588.1|BTRY	LOC120455678|XP_039498023.1|DSAN
OG0004045	LOC120776456|XP_039963059.1|BTRY	LOC120458236|XP_039501758.1|DSAN
OG0004046	LOC120769580|XP_039952571.1|BTRY	LOC120451831|XP_039491744.1|DSAN
OG0004047	LOC120768530|XP_039951195.1|BTRY	LOC120456104|XP_039498648.1|DSAN
OG0004048	LOC120771427|XP_039955350.1|BTRY	LOC120445651|XP_039482131.1|DSAN
OG0004049	LOC120767351|XP_039949251.1|BTRY	LOC120443930|XP_039479307.1|DSAN
OG0004050	LOC120767244|XP_039949024.1|BTRY	LOC120445276|XP_039481508.1|DSAN
OG0004051	LOC120767706|XP_039949836.1|BTRY	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN
OG0004052	LOC120773745|XP_039958740.1|BTRY	LOC120455758|XP_039498129.1|DSAN
OG0004053	LOC120770198|XP_039953374.1|BTRY	LOC120457718|XP_039501151.1|DSAN
OG0004054	LOC120768186|XP_039950689.1|BTRY	LOC120445504|XP_039481887.1|DSAN
OG0004055	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY	LOC120454486|XP_039495762.1|DSAN
OG0004056	LOC120782192|XP_039970270.1|BTRY	LOC120451756|XP_039491616.1|DSAN
OG0004057	LOC120779083|XP_039967167.1|BTRY	LOC120450107|XP_039488836.1|DSAN
OG0004058	LOC120776661|XP_039963465.1|BTRY	LOC120448083|XP_039485801.1|DSAN
OG0004059	LOC120777129|XP_039964211.1|BTRY	LOC120451789|XP_039491674.1|DSAN
OG0004060	LOC120782680|XP_039971002.1|BTRY	LOC120453228|XP_039493761.1|DSAN
OG0004061	LOC120774320|XP_039959792.1|BTRY	LOC120456795|XP_039499749.1|DSAN
OG0004062	LOC120776896|XP_039963892.1|BTRY	LOC120448152|XP_039485922.1|DSAN
OG0004063	LOC120774751|XP_039960443.1|BTRY	LOC120456849|XP_039499839.1|DSAN
OG0004064	LOC120779207|XP_039967414.1|BTRY	LOC120449046|XP_039487273.1|DSAN
OG0004065	LOC120770138|XP_039953253.1|BTRY	LOC120444306|XP_039479770.1|DSAN
OG0004066	LOC120771622|XP_039955647.1|BTRY	LOC120446050|XP_039482760.1|DSAN
OG0004067	LOC120774536|XP_039960191.1|BTRY	LOC120455072|XP_039496857.1|DSAN
OG0004068	LOC120766176|XP_039947464.1|BTRY	LOC120453603|XP_039494303.1|DSAN
OG0004069	LOC120766167|XP_039947448.1|BTRY	LOC120450908|XP_039490092.1|DSAN
OG0004070	LOC120777317|XP_039964488.1|BTRY	LOC120449790|XP_039488368.1|DSAN
OG0004071	LOC120776853|XP_039963828.1|BTRY	LOC120450579|XP_039489631.1|DSAN
OG0004072	LOC120776854|XP_039963830.1|BTRY	LOC120450580|XP_039489633.1|DSAN
OG0004073	LOC120774782|XP_039960492.1|BTRY	LOC120455602|XP_039497915.1|DSAN
OG0004074	LOC120771551|XP_039955544.1|BTRY	LOC120444961|XP_039480911.1|DSAN
OG0004075	LOC120771530|XP_039955522.1|BTRY	LOC120447055|XP_039484379.1|DSAN
OG0004076	LOC120770117|XP_039953223.1|BTRY	LOC120447053|XP_039484377.1|DSAN
OG0004077	LOC120768217|XP_039950721.1|BTRY	LOC120446942|XP_039484129.1|DSAN
OG0004078	LOC120782588|XP_039970877.1|BTRY	LOC120451434|XP_039491043.1|DSAN
OG0004079	LOC120775076|XP_039961001.1|BTRY	LOC120456921|XP_039499993.1|DSAN
OG0004080	LOC120772481|XP_039957060.1|BTRY	LOC120445819|XP_039482370.1|DSAN
OG0004081	LOC120772477|XP_039957053.1|BTRY	LOC120447207|XP_039484648.1|DSAN
OG0004082	LOC120775936|XP_039962276.1|BTRY	LOC120445062|XP_039481120.1|DSAN
OG0004083	LOC120782876|XP_039971356.1|BTRY	LOC120451783|XP_039491667.1|DSAN
OG0004084	LOC120778177|XP_039965846.1|BTRY	LOC120450053|XP_039488744.1|DSAN
OG0004085	LOC120779347|XP_039967481.1|BTRY	LOC120452706|XP_039493000.1|DSAN
OG0004086	LOC120781299|XP_039969431.1|BTRY	LOC120454287|XP_039495407.1|DSAN
OG0004087	LOC120774825|XP_039960569.1|BTRY	LOC120455996|XP_039498488.1|DSAN
OG0004088	LOC120766678|XP_039948252.1|BTRY	LOC120453719|XP_039494480.1|DSAN
OG0004089	LOC120776082|XP_039962487.1|BTRY	LOC120455353|XP_039497382.1|DSAN
OG0004090	LOC120780231|XP_039968415.1|BTRY	LOC120452232|XP_039492291.1|DSAN
OG0004091	LOC120775502|XP_039961646.1|BTRY	LOC120451844|XP_039491753.1|DSAN
OG0004092	LOC120775805|XP_039962088.1|BTRY	LOC120455905|XP_039498342.1|DSAN
OG0004094	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY	LOC120455572|XP_039497873.1|DSAN
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC120451803|XP_039491690.1|DSAN
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC120454288|XP_039495408.1|DSAN
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC120448863|XP_039487010.1|DSAN
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC120450731|XP_039489782.1|DSAN
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC120450898|XP_039490074.1|DSAN
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC120452231|XP_039492290.1|DSAN
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC120451689|XP_039491516.1|DSAN
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC120451688|XP_039491508.1|DSAN
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC120451433|XP_039491042.1|DSAN
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC120453222|XP_039493748.1|DSAN
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC120449050|XP_039487276.1|DSAN
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC120448139|XP_039485890.1|DSAN
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC120449155|XP_039487426.1|DSAN
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC120451481|XP_039491136.1|DSAN
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC120452233|XP_039492293.1|DSAN
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC120449053|XP_039487281.1|DSAN
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC120451729|XP_039491570.1|DSAN
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC120453697|XP_039494452.1|DSAN
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC120456411|XP_039499175.1|DSAN
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC120457022|XP_039500115.1|DSAN
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC120457020|XP_039500109.1|DSAN
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC120452371|XP_039492496.1|DSAN
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC120452729|XP_039493031.1|DSAN
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC120446484|XP_039483422.1|DSAN
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC120451535|XP_039491247.1|DSAN
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC120450979|XP_039490210.1|DSAN
OG0004121	LOC120776706|XP_039963536.1|BTRY	LOC120448354|XP_039486255.1|DSAN
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC120454419|XP_039495625.1|DSAN
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC120450986|XP_039490221.1|DSAN
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC120457190|XP_039500474.1|DSAN
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC120453598|XP_039494297.1|DSAN
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC120454409|XP_039495605.1|DSAN
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC120450632|XP_039489718.1|DSAN
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC120453443|XP_039494084.1|DSAN
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC120447051|XP_039484365.1|DSAN
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC120455671|XP_039498002.1|DSAN
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC120452946|XP_039493361.1|DSAN
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC120450161|XP_039488939.1|DSAN
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC120444988|XP_039480958.1|DSAN
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC120450982|XP_039490213.1|DSAN
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC120454282|XP_039495384.1|DSAN
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC120452511|XP_039492699.1|DSAN
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC120452034|XP_039492019.1|DSAN
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC120448109|XP_039485846.1|DSAN
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC120456112|XP_039498673.1|DSAN
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC120456967|XP_039500047.1|DSAN
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC120446064|XP_039482778.1|DSAN
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC120456256|XP_039498909.1|DSAN
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC120454643|XP_039496078.1|DSAN
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC120458894|XP_039502670.1|DSAN
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC120447933|XP_039485532.1|DSAN
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC120452289|XP_039492357.1|DSAN
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC120445079|XP_039481142.1|DSAN
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC120453777|XP_039494552.1|DSAN
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC120453618|XP_039494331.1|DSAN
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC120450946|XP_039490153.1|DSAN
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC120454619|XP_039496017.1|DSAN
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC120452767|XP_039493086.1|DSAN
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC120444714|XP_039480525.1|DSAN
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC120448031|XP_039485706.1|DSAN
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC120454704|XP_039496176.1|DSAN
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC120457281|XP_039500655.1|DSAN
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC120447601|XP_039485006.1|DSAN
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC120450739|XP_039489791.1|DSAN
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC120450395|XP_039489325.1|DSAN
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC120454382|XP_039495554.1|DSAN
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC120451472|XP_039491098.1|DSAN
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC120453167|XP_039493661.1|DSAN
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC120451081|XP_039490375.1|DSAN
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC120444810|XP_039480691.1|DSAN
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC120444655|XP_039480429.1|DSAN
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC120452813|XP_039493150.1|DSAN
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC120452303|XP_039492377.1|DSAN
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC120456571|XP_039499393.1|DSAN
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC120455487|XP_039497656.1|DSAN
