Orthogroup	BTRY.longest_only	HILL.longest_only
OG0005086	LOC120771479|XP_039955447.1|BTRY	LOC119661739|XP_037927133.1|HILL
OG0005087	LOC120778868|XP_039966837.1|BTRY	LOC119647770|XP_037904869.1|HILL
OG0005089	LOC120771375|XP_039955270.1|BTRY	LOC119659571|XP_037923658.1|HILL
OG0005090	LOC120770444|XP_039953847.1|BTRY	LOC119654687|XP_037916125.1|HILL
OG0005091	LOC120771403|XP_039955309.1|BTRY	LOC119658460|XP_037921797.1|HILL
OG0005092	LOC120777416|XP_039964650.1|BTRY	LOC119650029|XP_037908436.1|HILL
OG0005093	LOC120778063|XP_039965680.1|BTRY	LOC119647914|XP_037905164.1|HILL
OG0005094	LOC120776567|XP_039963263.1|BTRY	LOC119647708|XP_037904723.1|HILL
OG0005095	LOC120773108|XP_039958017.1|BTRY	LOC119661561|XP_037926881.1|HILL
OG0005096	LOC120769305|XP_039952172.1|BTRY	LOC119650708|XP_037909640.1|HILL
OG0005097	LOC120771818|XP_039955969.1|BTRY	LOC119646415|XP_037902788.1|HILL
OG0005098	LOC120772028|XP_039956328.1|BTRY	LOC119650908|XP_037910060.1|HILL
OG0005099	LOC120770431|XP_039953826.1|BTRY	LOC119647282|XP_037904103.1|HILL
OG0005100	LOC120770430|XP_039953825.1|BTRY	LOC119647280|XP_037904101.1|HILL
OG0005101	LOC120782343|XP_039970510.1|BTRY	LOC119646170|XP_037902476.1|HILL
OG0005102	LOC120781265|XP_039969357.1|BTRY	LOC119654204|XP_037915338.1|HILL
OG0005103	LOC120771744|XP_039955850.1|BTRY	LOC119653642|XP_037914385.1|HILL
OG0005104	LOC120773587|XP_039958512.1|BTRY	LOC119653673|XP_037914440.1|HILL
OG0005105	LOC120779037|XP_039967094.1|BTRY	LOC119648525|XP_037906221.1|HILL
OG0005106	LOC120778539|XP_039966316.1|BTRY	LOC119649404|XP_037907462.1|HILL
OG0005107	LOC120778791|XP_039966725.1|BTRY	LOC119649508|XP_037907606.1|HILL
OG0005108	LOC120771472|XP_039955436.1|BTRY	LOC119659400|XP_037923401.1|HILL
OG0005109	LOC120775293|XP_039961342.1|BTRY	LOC119655626|XP_037917524.1|HILL
OG0005110	LOC120779191|XP_039967389.1|BTRY	LOC119649133|XP_037907066.1|HILL
OG0005111	LOC120778902|XP_039966882.1|BTRY	LOC119649343|XP_037907377.1|HILL
OG0005112	LOC120777171|XP_039964261.1|BTRY	LOC119648658|XP_037906364.1|HILL
OG0005113	LOC120777172|XP_039964264.1|BTRY	LOC119648784|XP_037906549.1|HILL
OG0005114	LOC120777462|XP_039964719.1|BTRY	LOC119649347|XP_037907383.1|HILL
OG0005115	LOC120768327|XP_039950901.1|BTRY	LOC119647279|XP_037904104.1|HILL
OG0005116	LOC120779127|XP_039967256.1|BTRY	LOC119649700|XP_037907896.1|HILL
OG0005117	LOC120774331|XP_039959815.1|BTRY	LOC119658916|XP_037922659.1|HILL
OG0005118	LOC120768621|XP_039951322.1|BTRY	LOC119659093|XP_037922941.1|HILL
OG0005119	LOC120773133|XP_039958062.1|BTRY	LOC119658934|XP_037922696.1|HILL
OG0005120	LOC120777774|XP_039965226.1|BTRY	LOC119649432|XP_037907508.1|HILL
OG0005121	LOC120778934|XP_039966915.1|BTRY	LOC119648831|XP_037906621.1|HILL
OG0005122	LOC120778185|XP_039965855.1|BTRY	LOC119649699|XP_037907895.1|HILL
OG0005123	LOC120778298|XP_039966019.1|BTRY	LOC119648238|XP_037905795.1|HILL
OG0005124	LOC120777107|XP_039964177.1|BTRY	LOC119648042|XP_037905405.1|HILL
OG0005125	LOC120779124|XP_039967252.1|BTRY	LOC119647834|XP_037905006.1|HILL
OG0005126	LOC120778437|XP_039966152.1|BTRY	LOC119650423|XP_037909162.1|HILL
OG0005127	LOC120778016|XP_039965617.1|BTRY	LOC119648071|XP_037905473.1|HILL
OG0005128	LOC120770876|XP_039954445.1|BTRY	LOC119661261|XP_037926442.1|HILL
OG0005129	LOC120778229|XP_039965921.1|BTRY	LOC119650465|XP_037909259.1|HILL
OG0005130	LOC120777099|XP_039964168.1|BTRY	LOC119646147|XP_037902432.1|HILL
OG0005131	LOC120776683|XP_039963495.1|BTRY	LOC119650318|XP_037908900.1|HILL
OG0005132	LOC120777198|XP_039964301.1|BTRY	LOC119649444|XP_037907523.1|HILL
OG0005133	LOC120777473|XP_039964733.1|BTRY	LOC119649249|XP_037907244.1|HILL, LOC119649238|XP_037907229.1|HILL
OG0005134	LOC120776779|XP_039963692.1|BTRY	LOC119649769|XP_037907997.1|HILL
OG0005135	LOC120777847|XP_039965317.1|BTRY	LOC119650307|XP_037908880.1|HILL
OG0005136	LOC120777267|XP_039964404.1|BTRY	LOC119648369|XP_037906023.1|HILL
OG0005137	LOC120774694|XP_039960360.1|BTRY	LOC119657487|XP_037920340.1|HILL
OG0005138	LOC120778490|XP_039966248.1|BTRY	LOC119649583|XP_037907715.1|HILL
OG0005139	LOC120777981|XP_039965555.1|BTRY	LOC119649660|XP_037907844.1|HILL
OG0005140	LOC120767319|XP_039949187.1|BTRY	LOC119649396|XP_037907449.1|HILL
OG0005141	LOC120770958|XP_039954620.1|BTRY	LOC119654387|XP_037915689.1|HILL
OG0005142	LOC120777947|XP_039965493.1|BTRY	LOC119648368|XP_037906022.1|HILL
OG0005143	LOC120776596|XP_039963303.1|BTRY	LOC119647941|XP_037905219.1|HILL
OG0005144	LOC120778872|XP_039966851.1|BTRY	LOC119648656|XP_037906360.1|HILL
OG0005145	LOC120778230|XP_039965922.1|BTRY	LOC119649656|XP_037907839.1|HILL
OG0005146	LOC120778945|XP_039966940.1|BTRY	LOC119650300|XP_037908866.1|HILL
OG0005147	LOC120778948|XP_039966945.1|BTRY	LOC119650302|XP_037908870.1|HILL
OG0005148	LOC120776592|XP_039963299.1|BTRY	LOC119647469|XP_037904332.1|HILL
OG0005149	LOC120771367|XP_039955261.1|BTRY	LOC119661400|XP_037926655.1|HILL
OG0005150	LOC120778138|XP_039965796.1|BTRY, LOC120778140|XP_039965797.1|BTRY	LOC119649675|XP_037907862.1|HILL
OG0005151	LOC120777313|XP_039964486.1|BTRY	LOC119648113|XP_037905563.1|HILL
OG0005152	LOC120778626|XP_039966444.1|BTRY, LOC120782250|XP_039970349.1|BTRY	LOC119649984|XP_037908354.1|HILL
OG0005154	LOC120776474|XP_039963080.1|BTRY	LOC119647516|XP_037904406.1|HILL
OG0005155	LOC120777880|XP_039965373.1|BTRY	LOC119650217|XP_037908713.1|HILL
OG0005156	LOC120782176|XP_039970250.1|BTRY	LOC119651825|XP_037911544.1|HILL
OG0005157	LOC120772979|XP_039957824.1|BTRY	LOC119647924|XP_037905185.1|HILL
OG0005158	LOC120776571|XP_039963268.1|BTRY	LOC119649577|XP_037907709.1|HILL
OG0005159	LOC120777856|XP_039965333.1|BTRY	LOC119648345|XP_037905968.1|HILL
OG0005160	LOC120778827|XP_039966771.1|BTRY	LOC119650199|XP_037908694.1|HILL
OG0005161	LOC120770863|XP_039954413.1|BTRY	LOC119646727|XP_037903235.1|HILL
OG0005162	LOC120773825|XP_039958872.1|BTRY	LOC119659250|XP_037923164.1|HILL
OG0005163	LOC120777365|XP_039964567.1|BTRY	LOC119647824|XP_037904990.1|HILL
OG0005164	LOC120777721|XP_039965145.1|BTRY	LOC119649730|XP_037907938.1|HILL
OG0005165	LOC120773855|XP_039958937.1|BTRY	LOC119653067|XP_037913477.1|HILL
OG0005166	LOC120774993|XP_039960849.1|BTRY	LOC119649889|XP_037908207.1|HILL
OG0005167	LOC120775005|XP_039960876.1|BTRY	LOC119648190|XP_037905708.1|HILL
OG0005168	LOC120777248|XP_039964376.1|BTRY	LOC119648188|XP_037905705.1|HILL
OG0005169	LOC120776935|XP_039963946.1|BTRY	LOC119650352|XP_037908962.1|HILL
OG0005170	LOC120776934|XP_039963941.1|BTRY	LOC119650350|XP_037908952.1|HILL
OG0005171	LOC120777415|XP_039964649.1|BTRY	LOC119650351|XP_037908961.1|HILL
OG0005172	LOC120770032|XP_039953076.1|BTRY	LOC119646374|XP_037902738.1|HILL
OG0005173	LOC120771014|XP_039954723.1|BTRY	LOC119653388|XP_037913866.1|HILL
OG0005174	LOC120771872|XP_039956058.1|BTRY	LOC119646194|XP_037902506.1|HILL
OG0005175	LOC120770536|XP_039954024.1|BTRY	LOC119661164|XP_037926308.1|HILL
OG0005176	LOC120781273|XP_039969398.1|BTRY	LOC119646505|XP_037902888.1|HILL
OG0005178	LOC120777878|XP_039965371.1|BTRY	LOC119650206|XP_037908700.1|HILL
OG0005179	LOC120777295|XP_039964445.1|BTRY	LOC119648924|XP_037906758.1|HILL
OG0005180	LOC120778097|XP_039965733.1|BTRY	LOC119650168|XP_037908645.1|HILL
OG0005181	LOC120773957|XP_039959120.1|BTRY	LOC119656687|XP_037919102.1|HILL
OG0005182	LOC120770177|XP_039953325.1|BTRY	LOC119655150|XP_037916820.1|HILL
OG0005183	LOC120771313|XP_039955184.1|BTRY	LOC119646928|XP_037903537.1|HILL
OG0005184	LOC120770422|XP_039953801.1|BTRY	LOC119653678|XP_037914453.1|HILL
OG0005185	LOC120771079|XP_039954833.1|BTRY	LOC119657803|XP_037920830.1|HILL
OG0005186	LOC120781276|XP_039969403.1|BTRY	LOC119646988|XP_037903627.1|HILL
OG0005187	LOC120772320|XP_039956772.1|BTRY	LOC119653915|XP_037915003.1|HILL
OG0005188	LOC120771476|XP_039955445.1|BTRY	LOC119661106|XP_037926230.1|HILL
OG0005189	LOC120773964|XP_039959134.1|BTRY	LOC119655045|XP_037916659.1|HILL
OG0005190	LOC120778978|XP_039967004.1|BTRY	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC120782537|XP_039970801.1|BTRY	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC120770299|XP_039953598.1|BTRY	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC120772501|XP_039957080.1|BTRY	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC120771600|XP_039955610.1|BTRY	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC120781290|XP_039969420.1|BTRY	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC120778987|XP_039967020.1|BTRY	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC120772215|XP_039956629.1|BTRY	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC120778502|XP_039966264.1|BTRY	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC120771895|XP_039956100.1|BTRY	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC120770864|XP_039954414.1|BTRY	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC120772802|XP_039957519.1|BTRY	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC120771192|XP_039955022.1|BTRY	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC120772069|XP_039956388.1|BTRY	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC120767662|XP_039949769.1|BTRY	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC120768034|XP_039950460.1|BTRY	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC120771102|XP_039954878.1|BTRY	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC120770281|XP_039953534.1|BTRY	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC120772743|XP_039957437.1|BTRY	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC120768373|XP_039950972.1|BTRY	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC120768864|XP_039951553.1|BTRY	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC120777241|XP_039964368.1|BTRY	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC120771377|XP_039955272.1|BTRY	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC120780161|XP_039968374.1|BTRY	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC120768971|XP_039951701.1|BTRY	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC120769788|XP_039952908.1|BTRY	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC120769528|XP_039952501.1|BTRY	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC120767834|XP_039950056.1|BTRY	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC120768453|XP_039951085.1|BTRY	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC120771288|XP_039955153.1|BTRY	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC120776360|XP_039962869.1|BTRY	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC120775267|XP_039961297.1|BTRY	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC120768049|XP_039950492.1|BTRY	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC120768039|XP_039950473.1|BTRY	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC120768110|XP_039950591.1|BTRY	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC120769026|XP_039951801.1|BTRY	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC120768017|XP_039950407.1|BTRY	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC120767882|XP_039950142.1|BTRY	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC120768054|XP_039950505.1|BTRY	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC120767400|XP_039949372.1|BTRY	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC120768343|XP_039950930.1|BTRY	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC120768370|XP_039950970.1|BTRY	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC120768445|XP_039951072.1|BTRY	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC120767987|XP_039950339.1|BTRY	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC120781664|XP_039969819.1|BTRY	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC120768615|XP_039951317.1|BTRY	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC120769313|XP_039952192.1|BTRY	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC120769022|XP_039951798.1|BTRY	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC120769023|XP_039951799.1|BTRY	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC120769508|XP_039952475.1|BTRY	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC120769168|XP_039951987.1|BTRY	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC120767305|XP_039949145.1|BTRY	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC120769271|XP_039952116.1|BTRY	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC120768507|XP_039951165.1|BTRY	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC120780974|XP_039969145.1|BTRY	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC120782425|XP_039970610.1|BTRY	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC120769978|XP_039952988.1|BTRY	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC120770419|XP_039953796.1|BTRY	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC120774044|XP_039959278.1|BTRY	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC120781270|XP_039969393.1|BTRY	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC120769762|XP_039952868.1|BTRY	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC120767997|XP_039950350.1|BTRY	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC120768481|XP_039951129.1|BTRY	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC120768029|XP_039950437.1|BTRY	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC120769394|XP_039952299.1|BTRY	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC120768379|XP_039950979.1|BTRY	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC120768632|XP_039951331.1|BTRY	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC120768894|XP_039951581.1|BTRY	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC120768232|XP_039950752.1|BTRY	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC120767798|XP_039949997.1|BTRY	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC120769287|XP_039952141.1|BTRY	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC120782569|XP_039970841.1|BTRY	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC120768940|XP_039951657.1|BTRY	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC120767799|XP_039949999.1|BTRY	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC120778235|XP_039965930.1|BTRY	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC120781403|XP_039969549.1|BTRY	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005267	LOC120767357|XP_039949257.1|BTRY	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC120767355|XP_039949255.1|BTRY	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC120767680|XP_039949792.1|BTRY	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC120776131|XP_039962595.1|BTRY	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC120767745|XP_039949890.1|BTRY	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC120768592|XP_039951287.1|BTRY	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC120769162|XP_039951978.1|BTRY	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC120781859|XP_039970012.1|BTRY	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC120781590|XP_039969759.1|BTRY	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC120769791|XP_039952910.1|BTRY	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC120769787|XP_039952907.1|BTRY	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC120770897|XP_039954497.1|BTRY	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC120768309|XP_039950880.1|BTRY	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC120768484|XP_039951133.1|BTRY, LOC120769777|XP_039952891.1|BTRY	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC120769621|XP_039952659.1|BTRY	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC120779061|XP_039967133.1|BTRY	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC120770473|XP_039953904.1|BTRY	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC120781078|XP_039969155.1|BTRY, LOC120781086|XP_039969164.1|BTRY	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC120768060|XP_039950513.1|BTRY	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC120768015|XP_039950392.1|BTRY	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC120768605|XP_039951301.1|BTRY	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC120769593|XP_039952586.1|BTRY, LOC120768205|XP_039950711.1|BTRY	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC120781460|XP_039969611.1|BTRY	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC120770247|XP_039953482.1|BTRY	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC120769483|XP_039952440.1|BTRY	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC120767454|XP_039949455.1|BTRY	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC120768742|XP_039951448.1|BTRY	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC120768442|XP_039951064.1|BTRY	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC120767315|XP_039949175.1|BTRY	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC120768908|XP_039951609.1|BTRY	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC120769582|XP_039952575.1|BTRY	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC120768311|XP_039950882.1|BTRY	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC120782752|XP_039971136.1|BTRY	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC120774129|XP_039959439.1|BTRY	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC120767205|XP_039948947.1|BTRY, LOC120767204|XP_039948945.1|BTRY	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC120771509|XP_039955499.1|BTRY	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC120768390|XP_039950996.1|BTRY	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC120769472|XP_039952425.1|BTRY	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC120770896|XP_039954496.1|BTRY	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC120768451|XP_039951082.1|BTRY	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC120768293|XP_039950854.1|BTRY	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC120769758|XP_039952854.1|BTRY	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC120775077|XP_039961002.1|BTRY	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC120769720|XP_039952792.1|BTRY	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC120769100|XP_039951894.1|BTRY	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC120769233|XP_039952066.1|BTRY	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC120767253|XP_039949042.1|BTRY	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC120769724|XP_039952800.1|BTRY	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC120768136|XP_039950628.1|BTRY	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC120772949|XP_039957785.1|BTRY	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC120770975|XP_039954643.1|BTRY, LOC120768014|XP_039950390.1|BTRY	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC120768351|XP_039950940.1|BTRY	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC120767390|XP_039949336.1|BTRY	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC120769390|XP_039952294.1|BTRY	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC120768080|XP_039950544.1|BTRY	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC120767983|XP_039950334.1|BTRY	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC120767673|XP_039949780.1|BTRY	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC120768338|XP_039950924.1|BTRY	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC120772944|XP_039957781.1|BTRY	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC120768397|XP_039951004.1|BTRY	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC120769074|XP_039951867.1|BTRY	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC120778448|XP_039966175.1|BTRY	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC120778777|XP_039966694.1|BTRY	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC120778776|XP_039966693.1|BTRY	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC120767358|XP_039949259.1|BTRY	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC120769748|XP_039952841.1|BTRY	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC120768619|XP_039951320.1|BTRY	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC120768113|XP_039950594.1|BTRY	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC120771424|XP_039955346.1|BTRY	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC120772057|XP_039956374.1|BTRY	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC120770358|XP_039953701.1|BTRY	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC120768875|XP_039951564.1|BTRY	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC120768884|XP_039951572.1|BTRY	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC120768874|XP_039951563.1|BTRY	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC120770572|XP_039954086.1|BTRY	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC120767217|XP_039948963.1|BTRY	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC120771812|XP_039955954.1|BTRY	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC120774749|XP_039960441.1|BTRY	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC120767773|XP_039949948.1|BTRY	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC120776549|XP_039963233.1|BTRY	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC120767760|XP_039949924.1|BTRY	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC120767291|XP_039949101.1|BTRY	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC120768025|XP_039950431.1|BTRY	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC120781430|XP_039969585.1|BTRY	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC120768121|XP_039950607.1|BTRY	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC120776559|XP_039963248.1|BTRY	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC120771445|XP_039955384.1|BTRY	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC120767236|XP_039949004.1|BTRY	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC120769531|XP_039952504.1|BTRY	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC120769535|XP_039952510.1|BTRY	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC120767714|XP_039949844.1|BTRY	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC120769742|XP_039952833.1|BTRY	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC120770559|XP_039954071.1|BTRY	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC120778024|XP_039965631.1|BTRY	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC120767824|XP_039950043.1|BTRY	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC120768066|XP_039950520.1|BTRY	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC120768672|XP_039951383.1|BTRY	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC120772565|XP_039957186.1|BTRY	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC120781425|XP_039969579.1|BTRY	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC120768125|XP_039950612.1|BTRY	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC120768706|XP_039951412.1|BTRY	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC120782721|XP_039971078.1|BTRY	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC120768613|XP_039951314.1|BTRY	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC120767968|XP_039950308.1|BTRY	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC120769330|XP_039952220.1|BTRY	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC120766872|XP_039948537.1|BTRY	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC120769128|XP_039951928.1|BTRY	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC120768477|XP_039951125.1|BTRY	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC120767618|XP_039949709.1|BTRY	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC120769264|XP_039952102.1|BTRY	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC120777105|XP_039964175.1|BTRY	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC120769547|XP_039952526.1|BTRY	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC120769515|XP_039952486.1|BTRY	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC120767848|XP_039950081.1|BTRY	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC120767222|XP_039948982.1|BTRY	LOC119646569|XP_037902980.1|HILL
