Orthogroup	DGUA.longest_only	DALB.longest_only
OG0005485	LOC117581956|XP_034125333.1|DGUA	LOC117569328|XP_034106346.1|DALB
OG0005486	LOC117578410|XP_034119759.1|DGUA	LOC117570324|XP_034107756.1|DALB
OG0005487	LOC117581928|XP_034125298.1|DGUA	LOC117565558|XP_034100617.1|DALB
OG0005488	LOC117582059|XP_034125501.1|DGUA	LOC117565034|XP_034099874.1|DALB
OG0005489	LOC117582121|XP_034125590.1|DGUA	LOC117563223|XP_034097308.1|DALB
OG0005490	LOC117582136|XP_034125609.1|DGUA	LOC117563222|XP_034097307.1|DALB
OG0005491	LOC117582590|XP_034126327.1|DGUA	LOC117565759|XP_034100904.1|DALB
OG0005492	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA	LOC117565888|XP_034101120.1|DALB
OG0005493	LOC117588213|XP_034135243.1|DGUA	LOC117564226|XP_034098806.1|DALB
OG0005494	LOC117586663|XP_034132805.1|DGUA	LOC117572581|XP_034111356.1|DALB
OG0005495	LOC117578618|XP_034120114.1|DGUA	LOC117570452|XP_034108003.1|DALB
OG0005497	LOC117588150|XP_034135139.1|DGUA	LOC117564454|XP_034099126.1|DALB
OG0005498	LOC117588162|XP_034135161.1|DGUA	LOC117564457|XP_034099132.1|DALB
OG0005499	LOC117588146|XP_034135134.1|DGUA	LOC117563717|XP_034098065.1|DALB
OG0005500	LOC117588163|XP_034135164.1|DGUA	LOC117563718|XP_034098066.1|DALB
OG0005501	LOC117587742|XP_034134557.1|DGUA	LOC117578376|XP_034119699.1|DALB
OG0005502	LOC117587743|XP_034134558.1|DGUA	LOC117578377|XP_034119700.1|DALB
OG0005504	LOC117584047|XP_034128678.1|DGUA	LOC117563929|XP_034098392.1|DALB
OG0005506	LOC117582560|XP_034126282.1|DGUA	LOC117564032|XP_034098525.1|DALB
OG0005507	LOC117584007|XP_034128628.1|DGUA	LOC117563337|XP_034097499.1|DALB
OG0005508	LOC117584139|XP_034128785.1|DGUA	LOC117564069|XP_034098586.1|DALB
OG0005509	LOC117582492|XP_034126155.1|DGUA	LOC117564175|XP_034098734.1|DALB
OG0005510	LOC117583883|XP_034128427.1|DGUA	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB
OG0005511	LOC117590828|XP_034139692.1|DGUA	LOC117578010|XP_034119000.1|DALB
OG0005512	LOC117583259|XP_034127373.1|DGUA	LOC117575483|XP_034115607.1|DALB
OG0005513	LOC117584515|XP_034129347.1|DGUA	LOC117564066|XP_034098582.1|DALB
OG0005514	LOC117583284|XP_034127409.1|DGUA	LOC117575330|XP_034115378.1|DALB
OG0005515	LOC117588724|XP_034136079.1|DGUA	LOC117568202|XP_034104561.1|DALB
OG0005516	LOC117584505|XP_034129331.1|DGUA	LOC117564872|XP_034099710.1|DALB
OG0005517	LOC117584726|XP_034129679.1|DGUA	LOC117564042|XP_034098537.1|DALB
OG0005518	LOC117581880|XP_034125237.1|DGUA	LOC117564091|XP_034098619.1|DALB
OG0005519	LOC117584115|XP_034128760.1|DGUA	LOC117568527|XP_034105121.1|DALB
OG0005520	LOC117584808|XP_034129817.1|DGUA	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB
OG0005521	LOC117584810|XP_034129821.1|DGUA	LOC117564458|XP_034099133.1|DALB
OG0005522	LOC117579127|XP_034120754.1|DGUA	LOC117566687|XP_034102124.1|DALB
OG0005523	LOC117584407|XP_034129160.1|DGUA	LOC117563543|XP_034097813.1|DALB
OG0005524	LOC117591563|XP_034140763.1|DGUA	LOC117566070|XP_034101421.1|DALB
OG0005525	LOC117587698|XP_034134485.1|DGUA	LOC117565829|XP_034101027.1|DALB
OG0005526	LOC117584651|XP_034129570.1|DGUA	LOC117563461|XP_034097704.1|DALB
OG0005527	LOC117590592|XP_034139244.1|DGUA	LOC117573092|XP_034111887.1|DALB
OG0005528	LOC117584019|XP_034128642.1|DGUA	LOC117564837|XP_034099652.1|DALB
OG0005529	LOC117587954|XP_034134848.1|DGUA	LOC117564543|XP_034099257.1|DALB
OG0005530	LOC117584584|XP_034129450.1|DGUA	LOC117565096|XP_034099944.1|DALB
OG0005531	LOC117587179|XP_034133588.1|DGUA	LOC117567026|XP_034102618.1|DALB
OG0005532	LOC117582486|XP_034126136.1|DGUA	LOC117563680|XP_034097998.1|DALB
OG0005533	LOC117584644|XP_034129558.1|DGUA	LOC117564379|XP_034098990.1|DALB
OG0005534	LOC117589001|XP_034136504.1|DGUA	LOC117566854|XP_034102338.1|DALB
OG0005535	LOC117581747|XP_034125035.1|DGUA	LOC117565789|XP_034100957.1|DALB
OG0005536	LOC117584204|XP_034128865.1|DGUA	LOC117566237|XP_034101676.1|DALB
OG0005537	LOC117584356|XP_034129083.1|DGUA	LOC117564938|XP_034099782.1|DALB
OG0005538	LOC117582466|XP_034126082.1|DGUA	LOC117565998|XP_034101307.1|DALB
OG0005539	LOC117582054|XP_034125489.1|DGUA	LOC117563246|XP_034097349.1|DALB
OG0005540	LOC117582025|XP_034125442.1|DGUA	LOC117565841|XP_034101046.1|DALB
OG0005541	LOC117584437|XP_034129240.1|DGUA	LOC117564752|XP_034099533.1|DALB
OG0005542	LOC117589396|XP_034137203.1|DGUA	LOC117570050|XP_034107368.1|DALB
OG0005543	LOC117587645|XP_034134421.1|DGUA	LOC117563656|XP_034097959.1|DALB
OG0005544	LOC117582662|XP_034126466.1|DGUA	LOC117566112|XP_034101472.1|DALB
OG0005545	LOC117582290|XP_034125818.1|DGUA	LOC117563731|XP_034098101.1|DALB
OG0005546	LOC117584148|XP_034128799.1|DGUA	LOC117563776|XP_034098174.1|DALB
OG0005547	LOC117581929|XP_034125299.1|DGUA	LOC117564441|XP_034099070.1|DALB
OG0005548	LOC117581733|XP_034125003.1|DGUA	LOC117566035|XP_034101375.1|DALB
OG0005549	LOC117582001|XP_034125388.1|DGUA	LOC117566041|XP_034101382.1|DALB
OG0005550	LOC117581877|XP_034125233.1|DGUA	LOC117563920|XP_034098376.1|DALB
OG0005551	LOC117581049|XP_034124196.1|DGUA	LOC117570630|XP_034108289.1|DALB
OG0005552	LOC117585279|XP_034130597.1|DGUA	LOC117570625|XP_034108282.1|DALB
OG0005553	LOC117584044|XP_034128673.1|DGUA	LOC117563928|XP_034098390.1|DALB
OG0005554	LOC117582644|XP_034126417.1|DGUA	LOC117565500|XP_034100510.1|DALB
OG0005555	LOC117582189|XP_034125683.1|DGUA	LOC117565509|XP_034100533.1|DALB
OG0005556	LOC117582022|XP_034125438.1|DGUA	LOC117565503|XP_034100526.1|DALB
OG0005557	LOC117584050|XP_034128681.1|DGUA	LOC117565850|XP_034101059.1|DALB
OG0005558	LOC117580698|XP_034123214.1|DGUA	LOC117565497|XP_034100495.1|DALB
OG0005559	LOC117582580|XP_034126316.1|DGUA	LOC117564033|XP_034098527.1|DALB
OG0005560	LOC117584042|XP_034128671.1|DGUA	LOC117565847|XP_034101052.1|DALB
OG0005561	LOC117588479|XP_034135667.1|DGUA	LOC117564959|XP_034099831.1|DALB
OG0005562	LOC117582153|XP_034125629.1|DGUA	LOC117563524|XP_034097792.1|DALB
OG0005563	LOC117590629|XP_034139333.1|DGUA	LOC117573224|XP_034112148.1|DALB
OG0005564	LOC117584647|XP_034129562.1|DGUA	LOC117565815|XP_034101006.1|DALB
OG0005565	LOC117582393|XP_034125968.1|DGUA	LOC117566029|XP_034101364.1|DALB
OG0005566	LOC117582396|XP_034125970.1|DGUA	LOC117566030|XP_034101365.1|DALB
OG0005567	LOC117583343|XP_034127496.1|DGUA	LOC117575664|XP_034115841.1|DALB
OG0005568	LOC117584768|XP_034129760.1|DGUA	LOC117564074|XP_034098591.1|DALB
OG0005569	LOC117582254|XP_034125755.1|DGUA	LOC117564960|XP_034099806.1|DALB
OG0005570	LOC117582520|XP_034126208.1|DGUA	LOC117563224|XP_034097311.1|DALB
OG0005571	LOC117584278|XP_034128990.1|DGUA	LOC117567710|XP_034103758.1|DALB
OG0005572	LOC117578527|XP_034119978.1|DGUA	LOC117569793|XP_034106991.1|DALB
OG0005573	LOC117586315|XP_034132192.1|DGUA	LOC117576794|XP_034117744.1|DALB
OG0005574	LOC117590918|XP_034139845.1|DGUA	LOC117570284|XP_034107695.1|DALB
OG0005575	LOC117589608|XP_034137574.1|DGUA	LOC117574671|XP_034114467.1|DALB
OG0005576	LOC117581785|XP_034125108.1|DGUA	LOC117571787|XP_034110037.1|DALB
OG0005577	LOC117580558|XP_034123052.1|DGUA	LOC117569943|XP_034107195.1|DALB
OG0005578	LOC117586992|XP_034133283.1|DGUA	LOC117568517|XP_034105109.1|DALB
OG0005579	LOC117586994|XP_034133284.1|DGUA	LOC117568518|XP_034105111.1|DALB
OG0005580	LOC117586886|XP_034133111.1|DGUA	LOC117571840|XP_034110119.1|DALB
OG0005581	LOC117588267|XP_034135298.1|DGUA	LOC117577879|XP_034118731.1|DALB
OG0005582	LOC117579222|XP_034120885.1|DGUA	LOC117567618|XP_034103600.1|DALB
OG0005583	LOC117589339|XP_034137081.1|DGUA	LOC117570993|XP_034108833.1|DALB
OG0005584	LOC117588025|XP_034134957.1|DGUA	LOC117563854|XP_034098273.1|DALB
OG0005585	LOC117586257|XP_034132089.1|DGUA	LOC117576256|XP_034116786.1|DALB
OG0005586	LOC117586661|XP_034132798.1|DGUA	LOC117574058|XP_034113565.1|DALB
OG0005587	LOC117584371|XP_034129102.1|DGUA	LOC117570885|XP_034108674.1|DALB
OG0005588	LOC117587410|XP_034133959.1|DGUA	LOC117566804|XP_034102242.1|DALB
OG0005589	LOC117586608|XP_034132688.1|DGUA	LOC117576386|XP_034116989.1|DALB
OG0005590	LOC117578444|XP_034119858.1|DGUA	LOC117572194|XP_034110741.1|DALB
OG0005591	LOC117581553|XP_034124775.1|DGUA	LOC117578132|XP_034119229.1|DALB
OG0005592	LOC117584934|XP_034129985.1|DGUA	LOC117575345|XP_034115401.1|DALB
OG0005593	LOC117587017|XP_034133319.1|DGUA	LOC117568287|XP_034104695.1|DALB
OG0005594	LOC117579041|XP_034120627.1|DGUA	LOC117567095|XP_034102766.1|DALB
OG0005595	LOC117579040|XP_034120626.1|DGUA	LOC117567093|XP_034102764.1|DALB
OG0005596	LOC117587294|XP_034133774.1|DGUA	LOC117566383|XP_034101777.1|DALB
OG0005597	LOC117585269|XP_034130579.1|DGUA	LOC117574875|XP_034114794.1|DALB
OG0005598	LOC117582914|XP_034126901.1|DGUA	LOC117574063|XP_034113577.1|DALB
OG0005599	LOC117578525|XP_034119976.1|DGUA	LOC117569792|XP_034106984.1|DALB
OG0005600	LOC117586176|XP_034131979.1|DGUA	LOC117576408|XP_034117027.1|DALB
OG0005601	LOC117588751|XP_034136120.1|DGUA	LOC117578322|XP_034119669.1|DALB
OG0005602	LOC117591125|XP_034140119.1|DGUA	LOC117575765|XP_034116021.1|DALB
OG0005603	LOC117591354|XP_034140477.1|DGUA	LOC117572454|XP_034111177.1|DALB
OG0005604	LOC117578669|XP_034120187.1|DGUA	LOC117567098|XP_034102768.1|DALB
OG0005605	LOC117587534|XP_034134268.1|DGUA	LOC117566994|XP_034102559.1|DALB
OG0005606	LOC117584826|XP_034129843.1|DGUA	LOC117563832|XP_034098251.1|DALB
OG0005607	LOC117586099|XP_034131849.1|DGUA	LOC117575780|XP_034116040.1|DALB
OG0005608	LOC117586082|XP_034131829.1|DGUA	LOC117575046|XP_034115020.1|DALB
OG0005609	LOC117579712|XP_034121597.1|DGUA	LOC117567725|XP_034103778.1|DALB
OG0005610	LOC117589201|XP_034136821.1|DGUA	LOC117566973|XP_034102525.1|DALB
OG0005611	LOC117589145|XP_034136723.1|DGUA	LOC117569421|XP_034106466.1|DALB
OG0005612	LOC117585992|XP_034131707.1|DGUA	LOC117575033|XP_034115003.1|DALB
OG0005613	LOC117586732|XP_034132918.1|DGUA	LOC117574918|XP_034114859.1|DALB
OG0005614	LOC117586760|XP_034132961.1|DGUA	LOC117574129|XP_034113677.1|DALB
OG0005616	LOC117586311|XP_034132185.1|DGUA	LOC117573541|XP_034112711.1|DALB
OG0005617	LOC117585974|XP_034131674.1|DGUA	LOC117573995|XP_034113434.1|DALB
OG0005618	LOC117584765|XP_034129761.1|DGUA	LOC117567554|XP_034103504.1|DALB
OG0005619	LOC117589772|XP_034137859.1|DGUA	LOC117574718|XP_034114532.1|DALB
OG0005620	LOC117590809|XP_034139667.1|DGUA	LOC117578058|XP_034119083.1|DALB
OG0005621	LOC117581024|XP_034123743.1|DGUA	LOC117564836|XP_034099655.1|DALB
OG0005622	LOC117581626|XP_034124885.1|DGUA	LOC117577998|XP_034118988.1|DALB
OG0005623	LOC117590755|XP_034139583.1|DGUA	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB
OG0005624	LOC117586404|XP_034132327.1|DGUA	LOC117576877|XP_034117874.1|DALB
OG0005625	LOC117585887|XP_034131533.1|DGUA	LOC117573429|XP_034112532.1|DALB
OG0005626	LOC117581148|XP_034123971.1|DGUA	LOC117578074|XP_034119110.1|DALB
OG0005627	LOC117590161|XP_034138440.1|DGUA	LOC117576490|XP_034117155.1|DALB
OG0005628	LOC117583214|XP_034127322.1|DGUA	LOC117576265|XP_034116799.1|DALB
OG0005629	LOC117578510|XP_034119940.1|DGUA	LOC117567260|XP_034103001.1|DALB
OG0005630	LOC117581414|XP_034124463.1|DGUA	LOC117571894|XP_034110250.1|DALB
OG0005631	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA	LOC117568732|XP_034105449.1|DALB
OG0005632	LOC117591046|XP_034140033.1|DGUA	LOC117577874|XP_034118723.1|DALB
OG0005633	LOC117590121|XP_034138376.1|DGUA	LOC117576682|XP_034117569.1|DALB
OG0005634	LOC117586619|XP_034132716.1|DGUA	LOC117576854|XP_034117838.1|DALB
OG0005635	LOC117584010|XP_034128631.1|DGUA	LOC117565242|XP_034100144.1|DALB
OG0005636	LOC117586190|XP_034132007.1|DGUA	LOC117573281|XP_034112261.1|DALB
OG0005637	LOC117584914|XP_034129952.1|DGUA	LOC117573989|XP_034113429.1|DALB
OG0005638	LOC117578761|XP_034120354.1|DGUA	LOC117569662|XP_034106799.1|DALB
OG0005639	LOC117585990|XP_034131742.1|DGUA	LOC117572682|XP_034111607.1|DALB
OG0005640	LOC117586192|XP_034132010.1|DGUA	LOC117576507|XP_034117197.1|DALB
OG0005641	LOC117581545|XP_034124751.1|DGUA	LOC117574628|XP_034114413.1|DALB
OG0005642	LOC117589961|XP_034138152.1|DGUA	LOC117574215|XP_034113813.1|DALB
OG0005643	LOC117588981|XP_034136461.1|DGUA	LOC117570201|XP_034107579.1|DALB
OG0005644	LOC117589375|XP_034137177.1|DGUA	LOC117567286|XP_034103047.1|DALB
OG0005645	LOC117580653|XP_034123146.1|DGUA	LOC117566859|XP_034102348.1|DALB
OG0005646	LOC117590815|XP_034139674.1|DGUA	LOC117569214|XP_034106184.1|DALB
OG0005647	LOC117588031|XP_034134969.1|DGUA	LOC117566887|XP_034102390.1|DALB
OG0005648	LOC117579647|XP_034121517.1|DGUA	LOC117567013|XP_034102590.1|DALB
OG0005649	LOC117585999|XP_034131717.1|DGUA	LOC117574110|XP_034113650.1|DALB
OG0005650	LOC117586234|XP_034132061.1|DGUA	LOC117575065|XP_034115045.1|DALB
OG0005651	LOC117581409|XP_034124453.1|DGUA	LOC117574043|XP_034113539.1|DALB
OG0005652	LOC117583756|XP_034128171.1|DGUA	LOC117576582|XP_034117353.1|DALB
OG0005653	LOC117584093|XP_034128732.1|DGUA	LOC117563542|XP_034097812.1|DALB
OG0005654	LOC117585524|XP_034130923.1|DGUA	LOC117576330|XP_034116893.1|DALB
OG0005655	LOC117585986|XP_034131697.1|DGUA	LOC117573557|XP_034112734.1|DALB
OG0005656	LOC117585506|XP_034130896.1|DGUA	LOC117573538|XP_034112705.1|DALB
OG0005657	LOC117586685|XP_034132830.1|DGUA	LOC117576440|XP_034117088.1|DALB
OG0005658	LOC117586242|XP_034132071.1|DGUA	LOC117573981|XP_034113419.1|DALB
OG0005659	LOC117585819|XP_034131439.1|DGUA	LOC117575648|XP_034115822.1|DALB
OG0005660	LOC117589251|XP_034136916.1|DGUA	LOC117570966|XP_034108800.1|DALB
OG0005661	LOC117586249|XP_034132079.1|DGUA	LOC117576919|XP_034117951.1|DALB
OG0005662	LOC117586270|XP_034132104.1|DGUA	LOC117574099|XP_034113630.1|DALB
OG0005663	LOC117590558|XP_034139188.1|DGUA, LOC117590473|XP_034139019.1|DGUA	LOC117577000|XP_034118072.1|DALB
OG0005664	LOC117583117|XP_034127194.1|DGUA	LOC117573330|XP_034112328.1|DALB
OG0005665	LOC117585299|XP_034130618.1|DGUA	LOC117573735|XP_034113002.1|DALB
OG0005666	LOC117581507|XP_034124670.1|DGUA	LOC117574120|XP_034113788.1|DALB
OG0005667	LOC117590720|XP_034139513.1|DGUA	LOC117567406|XP_034103260.1|DALB
OG0005668	LOC117579199|XP_034120861.1|DGUA	LOC117572564|XP_034111333.1|DALB
OG0005669	LOC117583935|XP_034128508.1|DGUA	LOC117564605|XP_034099351.1|DALB
OG0005670	LOC117586317|XP_034132197.1|DGUA	LOC117576795|XP_034117746.1|DALB
OG0005671	LOC117583179|XP_034127270.1|DGUA	LOC117576620|XP_034117428.1|DALB
OG0005672	LOC117584409|XP_034129164.1|DGUA	LOC117566251|XP_034101695.1|DALB
OG0005673	LOC117587015|XP_034133316.1|DGUA	LOC117571713|XP_034109903.1|DALB
OG0005674	LOC117579204|XP_034120863.1|DGUA	LOC117568007|XP_034104221.1|DALB
OG0005675	LOC117585902|XP_034131548.1|DGUA	LOC117575004|XP_034114971.1|DALB
OG0005676	LOC117579812|XP_034121793.1|DGUA	LOC117569534|XP_034106627.1|DALB
OG0005677	LOC117588134|XP_034135120.1|DGUA	LOC117566915|XP_034102426.1|DALB
OG0005678	LOC117586591|XP_034132658.1|DGUA	LOC117573456|XP_034112569.1|DALB
OG0005679	LOC117585811|XP_034131422.1|DGUA	LOC117576875|XP_034117870.1|DALB
OG0005680	LOC117581970|XP_034125346.1|DGUA	LOC117564004|XP_034098485.1|DALB
OG0005681	LOC117586487|XP_034132476.1|DGUA	LOC117575375|XP_034115438.1|DALB
OG0005682	LOC117586483|XP_034132471.1|DGUA	LOC117575372|XP_034115433.1|DALB
OG0005683	LOC117591027|XP_034140011.1|DGUA	LOC117565236|XP_034100140.1|DALB
OG0005684	LOC117589200|XP_034136820.1|DGUA	LOC117566972|XP_034102524.1|DALB
OG0005685	LOC117590725|XP_034139525.1|DGUA	LOC117578284|XP_034119616.1|DALB
OG0005686	LOC117585516|XP_034130911.1|DGUA	LOC117573944|XP_034113363.1|DALB
OG0005687	LOC117579724|XP_034121611.1|DGUA	LOC117570647|XP_034108305.1|DALB
OG0005688	LOC117591845|XP_034141101.1|DGUA	LOC117569085|XP_034105991.1|DALB
OG0005689	LOC117590774|XP_034139614.1|DGUA	LOC117569981|XP_034107293.1|DALB
OG0005690	LOC117585653|XP_034131130.1|DGUA	LOC117576829|XP_034117794.1|DALB
OG0005691	LOC117585776|XP_034131353.1|DGUA, LOC117585421|XP_034130785.1|DGUA	LOC117574566|XP_034114329.1|DALB
OG0005692	LOC117582278|XP_034125800.1|DGUA	LOC117566216|XP_034101651.1|DALB
OG0005693	LOC117579787|XP_034121738.1|DGUA	LOC117569091|XP_034105999.1|DALB
OG0005694	LOC117586265|XP_034132099.1|DGUA	LOC117576857|XP_034117842.1|DALB
OG0005695	LOC117586101|XP_034131853.1|DGUA	LOC117576688|XP_034117574.1|DALB
OG0005696	LOC117586103|XP_034131858.1|DGUA	LOC117576690|XP_034117577.1|DALB
OG0005697	LOC117586191|XP_034132009.1|DGUA	LOC117576678|XP_034117563.1|DALB
OG0005698	LOC117588783|XP_034136180.1|DGUA	LOC117567162|XP_034102866.1|DALB
OG0005699	LOC117586123|XP_034131878.1|DGUA	LOC117576985|XP_034118062.1|DALB
OG0005700	LOC117581243|XP_034124121.1|DGUA	LOC117578237|XP_034119574.1|DALB
OG0005701	LOC117581977|XP_034125355.1|DGUA	LOC117564056|XP_034098568.1|DALB
OG0005702	LOC117580756|XP_034123342.1|DGUA	LOC117574167|XP_034113750.1|DALB
OG0005703	LOC117586493|XP_034132528.1|DGUA	LOC117572683|XP_034111611.1|DALB
OG0005704	LOC117591375|XP_034140508.1|DGUA	LOC117568905|XP_034105703.1|DALB
OG0005705	LOC117586879|XP_034133072.1|DGUA	LOC117570369|XP_034107854.1|DALB
OG0005706	LOC117583212|XP_034127318.1|DGUA	LOC117576264|XP_034116797.1|DALB
OG0005707	LOC117580830|XP_034123443.1|DGUA	LOC117563701|XP_034098041.1|DALB
OG0005708	LOC117588688|XP_034136029.1|DGUA	LOC117567057|XP_034102679.1|DALB
OG0005709	LOC117589724|XP_034137785.1|DGUA	LOC117576824|XP_034117787.1|DALB
OG0005710	LOC117585627|XP_034131084.1|DGUA	LOC117574100|XP_034113631.1|DALB
OG0005711	LOC117580465|XP_034122930.1|DGUA	LOC117567818|XP_034103948.1|DALB
OG0005712	LOC117581853|XP_034125201.1|DGUA	LOC117563252|XP_034097358.1|DALB
OG0005713	LOC117591107|XP_034140100.1|DGUA	LOC117574370|XP_034114095.1|DALB
OG0005714	LOC117582884|XP_034126848.1|DGUA	LOC117574191|XP_034113780.1|DALB
OG0005715	LOC117586618|XP_034132713.1|DGUA	LOC117574068|XP_034113584.1|DALB
OG0005716	LOC117585677|XP_034131169.1|DGUA	LOC117574975|XP_034114930.1|DALB
OG0005717	LOC117586546|XP_034132599.1|DGUA	LOC117575880|XP_034116208.1|DALB
OG0005718	LOC117585485|XP_034130871.1|DGUA	LOC117573939|XP_034113357.1|DALB
OG0005719	LOC117585294|XP_034130613.1|DGUA	LOC117574155|XP_034113727.1|DALB
OG0005720	LOC117585130|XP_034130347.1|DGUA	LOC117574525|XP_034114278.1|DALB
OG0005721	LOC117591110|XP_034140103.1|DGUA	LOC117574720|XP_034114534.1|DALB
OG0005722	LOC117586703|XP_034132861.1|DGUA	LOC117575613|XP_034115777.1|DALB
OG0005723	LOC117585970|XP_034131670.1|DGUA	LOC117574534|XP_034114288.1|DALB
OG0005724	LOC117582305|XP_034125842.1|DGUA	LOC117572744|XP_034111712.1|DALB
OG0005725	LOC117586290|XP_034132136.1|DGUA	LOC117576613|XP_034117408.1|DALB
OG0005726	LOC117590364|XP_034138800.1|DGUA	LOC117577935|XP_034118831.1|DALB
OG0005727	LOC117586499|XP_034132491.1|DGUA	LOC117576254|XP_034116772.1|DALB
OG0005728	LOC117586126|XP_034131882.1|DGUA	LOC117575002|XP_034114968.1|DALB
OG0005729	LOC117586018|XP_034131738.1|DGUA	LOC117576465|XP_034117124.1|DALB
OG0005730	LOC117585953|XP_034131641.1|DGUA	LOC117576468|XP_034117130.1|DALB
OG0005731	LOC117585952|XP_034131640.1|DGUA	LOC117576467|XP_034117129.1|DALB
OG0005732	LOC117586748|XP_034132945.1|DGUA	LOC117576370|XP_034116952.1|DALB
OG0005733	LOC117586747|XP_034132941.1|DGUA	LOC117576369|XP_034116950.1|DALB
OG0005734	LOC117586488|XP_034132477.1|DGUA	LOC117576398|XP_034117004.1|DALB
OG0005735	LOC117585806|XP_034131413.1|DGUA	LOC117576982|XP_034118052.1|DALB
OG0005736	LOC117585574|XP_034131000.1|DGUA	LOC117576980|XP_034118050.1|DALB
OG0005737	LOC117590045|XP_034138253.1|DGUA	LOC117574665|XP_034114461.1|DALB
OG0005738	LOC117590018|XP_034138198.1|DGUA	LOC117575807|XP_034116089.1|DALB
OG0005739	LOC117590006|XP_034138183.1|DGUA	LOC117573969|XP_034113398.1|DALB
OG0005740	LOC117589715|XP_034137771.1|DGUA	LOC117576804|XP_034117755.1|DALB
OG0005741	LOC117585314|XP_034130634.1|DGUA	LOC117575354|XP_034115410.1|DALB
OG0005742	LOC117586095|XP_034131842.1|DGUA	LOC117573338|XP_034112339.1|DALB
OG0005743	LOC117586178|XP_034131981.1|DGUA	LOC117576411|XP_034117030.1|DALB
OG0005744	LOC117586609|XP_034132689.1|DGUA	LOC117576387|XP_034116990.1|DALB
OG0005745	LOC117586537|XP_034132561.1|DGUA	LOC117576569|XP_034117299.1|DALB
OG0005746	LOC117586553|XP_034132607.1|DGUA	LOC117576574|XP_034117335.1|DALB
OG0005747	LOC117585954|XP_034131643.1|DGUA	LOC117575050|XP_034115023.1|DALB
OG0005748	LOC117585219|XP_034130503.1|DGUA	LOC117575466|XP_034115571.1|DALB
OG0005749	LOC117581139|XP_034123962.1|DGUA	LOC117570711|XP_034108415.1|DALB
OG0005750	LOC117585743|XP_034131282.1|DGUA	LOC117573413|XP_034112509.1|DALB
OG0005751	LOC117589077|XP_034136604.1|DGUA	LOC117570767|XP_034108492.1|DALB
OG0005752	LOC117592415|XP_034142046.1|DGUA	LOC117572417|XP_034111094.1|DALB
OG0005753	LOC117584841|XP_034129870.1|DGUA	LOC117565811|XP_034100995.1|DALB
OG0005754	LOC117592059|XP_034141446.1|DGUA	LOC117572080|XP_034110563.1|DALB
OG0005755	LOC117581911|XP_034125275.1|DGUA	LOC117569272|XP_034106262.1|DALB
OG0005756	LOC117586250|XP_034132080.1|DGUA	LOC117576923|XP_034117956.1|DALB
OG0005757	LOC117586179|XP_034131982.1|DGUA	LOC117576412|XP_034117031.1|DALB
OG0005758	LOC117586543|XP_034132595.1|DGUA	LOC117574658|XP_034114453.1|DALB
OG0005759	LOC117585544|XP_034130952.1|DGUA	LOC117573208|XP_034112098.1|DALB
OG0005760	LOC117590057|XP_034138269.1|DGUA	LOC117575063|XP_034115044.1|DALB
OG0005761	LOC117586338|XP_034132224.1|DGUA	LOC117576164|XP_034116629.1|DALB
OG0005762	LOC117585099|XP_034130265.1|DGUA	LOC117574001|XP_034113456.1|DALB
OG0005763	LOC117592616|XP_034142392.1|DGUA	LOC117566906|XP_034102415.1|DALB
OG0005764	LOC117585686|XP_034131192.1|DGUA	LOC117575632|XP_034115803.1|DALB
OG0005765	LOC117585681|XP_034131174.1|DGUA	LOC117573679|XP_034112914.1|DALB
OG0005766	LOC117585116|XP_034130327.1|DGUA	LOC117573983|XP_034113422.1|DALB
OG0005767	LOC117585320|XP_034130645.1|DGUA	LOC117573562|XP_034112739.1|DALB
OG0005768	LOC117588327|XP_034135423.1|DGUA	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB
OG0005769	LOC117585162|XP_034130389.1|DGUA	LOC117574819|XP_034114678.1|DALB
OG0005770	LOC117584904|XP_034129937.1|DGUA	LOC117573749|XP_034113020.1|DALB
OG0005771	LOC117583522|XP_034127760.1|DGUA	LOC117573901|XP_034113300.1|DALB
OG0005772	LOC117585266|XP_034130576.1|DGUA	LOC117573730|XP_034112992.1|DALB
OG0005773	LOC117585971|XP_034131671.1|DGUA	LOC117574352|XP_034114064.1|DALB
OG0005774	LOC117590189|XP_034138503.1|DGUA	LOC117576959|XP_034118024.1|DALB
OG0005775	LOC117580473|XP_034122945.1|DGUA	LOC117571819|XP_034110081.1|DALB
OG0005776	LOC117580419|XP_034122860.1|DGUA	LOC117567563|XP_034103514.1|DALB
OG0005777	LOC117588092|XP_034135054.1|DGUA	LOC117566157|XP_034101537.1|DALB
OG0005780	LOC117580452|XP_034122908.1|DGUA	LOC117568072|XP_034104322.1|DALB
OG0005781	LOC117579911|XP_034121938.1|DGUA	LOC117571655|XP_034109781.1|DALB
OG0005782	LOC117579912|XP_034121939.1|DGUA	LOC117571653|XP_034109777.1|DALB
OG0005783	LOC117591441|XP_034140641.1|DGUA	LOC117567411|XP_034103277.1|DALB
