Orthogroup	DGUA.longest_only	DMEL.longest_only
OG0003794	LOC117591853|XP_034141117.1|DGUA	CG4554|NP_611676.1|DMEL
OG0003795	LOC117579534|XP_034121341.1|DGUA	CG9384|NP_648720.3|DMEL
OG0003796	LOC117585838|XP_034131470.1|DGUA	CG7601|NP_651717.1|DMEL
OG0003797	LOC117584612|XP_034129517.1|DGUA	spel1|NP_523565.2|DMEL
OG0003798	LOC117582704|XP_034126515.1|DGUA	Wnt2|NP_476810.1|DMEL
OG0003799	LOC117592084|XP_034141488.1|DGUA	Ppa|NP_001261138.1|DMEL
OG0003800	LOC117590911|XP_034139833.1|DGUA	noc|NP_476917.1|DMEL
OG0003801	LOC117587629|XP_034134382.1|DGUA	sNPF|NP_724239.1|DMEL
OG0003802	LOC117588154|XP_034135142.1|DGUA	CG10747|NP_610022.3|DMEL
OG0003803	LOC117585844|XP_034131477.1|DGUA	CG18731|NP_652716.1|DMEL
OG0003804	LOC117590924|XP_034139849.1|DGUA	osp|NP_001162975.1|DMEL
OG0003805	LOC117582483|XP_034126127.1|DGUA	CG3164|NP_722605.1|DMEL
OG0003806	LOC117587820|XP_034134668.1|DGUA	Fis1|NP_001137607.1|DMEL
OG0003807	LOC117588198|XP_034135220.1|DGUA	chic|NP_477016.1|DMEL
OG0003808	LOC117586998|XP_034133289.1|DGUA	Crtc|NP_001261997.1|DMEL
OG0003809	LOC117582042|XP_034125475.1|DGUA	CG10428|NP_609918.1|DMEL
OG0003810	LOC117578462|XP_034119888.1|DGUA	CG3511|NP_611935.1|DMEL
OG0003811	LOC117584996|XP_034130120.1|DGUA	Spt5|NP_652610.1|DMEL
OG0003812	LOC117584441|XP_034129246.1|DGUA	spen|NP_722615.1|DMEL
OG0003813	LOC117588106|XP_034135068.1|DGUA	Etl1|NP_609320.2|DMEL
OG0003814	LOC117582098|XP_034125554.1|DGUA	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC117585323|XP_034130650.1|DGUA	CG10877|NP_650894.1|DMEL
OG0003816	LOC117588208|XP_034135235.1|DGUA	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC117587728|XP_034134537.1|DGUA	Gdi|NP_523524.2|DMEL
OG0003818	LOC117582267|XP_034125783.1|DGUA	CG33120|NP_788073.1|DMEL
OG0003819	LOC117582270|XP_034125790.1|DGUA	CG31957|NP_722949.1|DMEL
OG0003820	LOC117586594|XP_034132662.1|DGUA	hyx|NP_649863.1|DMEL
OG0003821	LOC117585568|XP_034130997.1|DGUA	Sin1|NP_610963.1|DMEL
OG0003822	LOC117587916|XP_034134792.1|DGUA	Fic|NP_609026.1|DMEL
OG0003823	LOC117581961|XP_034125335.1|DGUA	CG31663|NP_722738.1|DMEL
OG0003824	LOC117583973|XP_034128571.1|DGUA	CG13081|NP_609985.1|DMEL
OG0003825	LOC117588086|XP_034135046.1|DGUA	CG13097|NP_609237.1|DMEL
OG0003826	LOC117582415|XP_034125998.1|DGUA	CG14022|NP_608922.1|DMEL
OG0003827	LOC117588187|XP_034135198.1|DGUA	CG3769|NP_609289.1|DMEL
OG0003828	LOC117587563|XP_034134273.1|DGUA	numb|NP_523523.2|DMEL
OG0003829	LOC117584418|XP_034129173.1|DGUA	CG43333|NP_788051.1|DMEL
OG0003830	LOC117587957|XP_034134852.1|DGUA	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC117585174|XP_034130406.1|DGUA	Idh3b|NP_651000.1|DMEL
OG0003832	LOC117587521|XP_034134211.1|DGUA	CG17378|NP_609073.2|DMEL
OG0003833	LOC117587692|XP_034134478.1|DGUA	nrv2|NP_477168.1|DMEL
OG0003834	LOC117584862|XP_034129899.1|DGUA	Wee1|NP_477035.1|DMEL
OG0003835	LOC117584124|XP_034128767.1|DGUA	CG4587|NP_001285962.1|DMEL
OG0003836	LOC117587744|XP_034134560.1|DGUA	CG31800|NP_724152.1|DMEL
OG0003837	LOC117587741|XP_034134555.1|DGUA	Sidpn|NP_523599.1|DMEL
OG0003838	LOC117581906|XP_034125266.1|DGUA	IFT57|NP_608792.1|DMEL
OG0003839	LOC117587810|XP_034134656.1|DGUA	RpL24|NP_609649.1|DMEL
OG0003840	LOC117582851|XP_034126814.1|DGUA	CSN4|NP_477444.1|DMEL
OG0003841	LOC117584367|XP_034129096.1|DGUA	Slh|NP_001137769.2|DMEL
OG0003842	LOC117584272|XP_034128976.1|DGUA	Nup154|NP_477287.1|DMEL
OG0003843	LOC117584689|XP_034129610.1|DGUA	Smg5|NP_609685.1|DMEL
OG0003844	LOC117587805|XP_034134648.1|DGUA	Ing5|NP_609647.1|DMEL
OG0003845	LOC117591556|XP_034140742.1|DGUA	CG15270|NP_609738.1|DMEL
OG0003847	LOC117588222|XP_034135258.1|DGUA	CG18661|NP_652562.2|DMEL
OG0003848	LOC117582849|XP_034126808.1|DGUA	GckIII|NP_650596.1|DMEL
OG0003849	LOC117591840|XP_034141097.1|DGUA	CG11777|NP_724939.1|DMEL
OG0003850	LOC117584319|XP_034129039.1|DGUA	rk|NP_476702.1|DMEL
OG0003851	LOC117592228|XP_034141756.1|DGUA	CG9945|NP_611494.1|DMEL
OG0003852	LOC117582360|XP_034125907.1|DGUA	CG15387|NP_001097058.1|DMEL
OG0003853	LOC117587073|XP_034133419.1|DGUA	ATPCL|NP_523755.2|DMEL
OG0003854	LOC117584390|XP_034129135.1|DGUA	yellow-b|NP_523586.1|DMEL
OG0003855	LOC117584856|XP_034129888.1|DGUA	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC117582505|XP_034126184.1|DGUA	AstCC|NP_001285830.1|DMEL
OG0003857	LOC117584106|XP_034128745.1|DGUA	crp|NP_476605.1|DMEL
OG0003858	LOC117591517|XP_034140704.1|DGUA	Pfrx|NP_477451.1|DMEL
OG0003859	LOC117582269|XP_034125789.1|DGUA	CG17321|NP_609915.1|DMEL
OG0003860	LOC117592583|XP_034142361.1|DGUA	CG34195|NP_001097360.1|DMEL
OG0003861	LOC117584641|XP_034129554.1|DGUA	Cwc25|NP_608705.1|DMEL
OG0003862	LOC117587560|XP_034134267.1|DGUA	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC117588215|XP_034135245.1|DGUA	tai|NP_001245949.1|DMEL
OG0003864	LOC117587868|XP_034134726.1|DGUA	CG9586|NP_001260279.1|DMEL
OG0003865	LOC117591223|XP_034140289.1|DGUA	CG5886|NP_651435.1|DMEL
OG0003866	LOC117588147|XP_034135136.1|DGUA	CG8665|NP_610107.1|DMEL
OG0003867	LOC117588172|XP_034135175.1|DGUA	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC117584736|XP_034129698.1|DGUA	SamDC|NP_477223.2|DMEL
OG0003869	LOC117581935|XP_034125308.1|DGUA	Ptpa|NP_523466.2|DMEL
OG0003870	LOC117582173|XP_034125665.1|DGUA	Pde11|NP_609885.2|DMEL
OG0003871	LOC117582344|XP_034125887.1|DGUA	CG6583|NP_609556.2|DMEL
OG0003872	LOC117578863|XP_034120545.1|DGUA	cyp33|NP_523773.1|DMEL
OG0003873	LOC117584872|XP_034129914.1|DGUA	E2f2|NP_477355.1|DMEL
OG0003874	LOC117587614|XP_034134357.1|DGUA	Mondo|NP_724326.1|DMEL
OG0003875	LOC117587634|XP_034134393.1|DGUA	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC117582408|XP_034125987.1|DGUA	RFeSP|NP_722715.1|DMEL
OG0003877	LOC117584557|XP_034129405.1|DGUA	Ku80|NP_609767.2|DMEL
OG0003878	LOC117582265|XP_034125780.1|DGUA	CG10602|NP_609916.5|DMEL
OG0003879	LOC117587440|XP_034134014.1|DGUA	CG34140|NP_001036574.1|DMEL
OG0003880	LOC117586975|XP_034133245.1|DGUA	klu|NP_001261690.1|DMEL
OG0003881	LOC117587214|XP_034133662.1|DGUA	Samtor|NP_611943.1|DMEL
OG0003882	LOC117578748|XP_034120322.1|DGUA	vlc|NP_524868.1|DMEL
OG0003883	LOC117590529|XP_034139138.1|DGUA	Smox|NP_511079.1|DMEL
OG0003884	LOC117587569|XP_034134285.1|DGUA	Sec71|NP_609675.2|DMEL
OG0003885	LOC117584626|XP_034129539.1|DGUA	COX5B|NP_609046.1|DMEL
OG0003886	LOC117584099|XP_034128739.1|DGUA	IFT52|NP_609045.2|DMEL
OG0003887	LOC117584350|XP_034129074.1|DGUA	oaf|NP_787963.2|DMEL
OG0003888	LOC117583210|XP_034127316.1|DGUA	mRRF2|NP_732771.2|DMEL
OG0003889	LOC117582086|XP_034125536.1|DGUA	Plap|NP_524666.2|DMEL
OG0003890	LOC117589151|XP_034136737.1|DGUA	CG12012|NP_647813.1|DMEL
OG0003891	LOC117584090|XP_034128729.1|DGUA	b|NP_476788.1|DMEL
OG0003892	LOC117586912|XP_034133152.1|DGUA	Pol31|NP_647659.1|DMEL
OG0003893	LOC117587608|XP_034134350.1|DGUA	Top2|NP_476760.1|DMEL
OG0003894	LOC117584496|XP_034129315.1|DGUA	STUB1|NP_477441.1|DMEL
OG0003895	LOC117578435|XP_034119848.1|DGUA	dgt3|NP_611533.2|DMEL
OG0003896	LOC117590217|XP_034138574.1|DGUA	CG9313|NP_001286657.1|DMEL
OG0003897	LOC117592009|XP_034141353.1|DGUA	Bap55|NP_611209.1|DMEL
OG0003898	LOC117588003|XP_034134915.1|DGUA	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC117582638|XP_034126410.1|DGUA	shv|NP_608525.1|DMEL
OG0003900	LOC117582530|XP_034126226.1|DGUA	S|NP_523450.1|DMEL
OG0003901	LOC117584014|XP_034128637.1|DGUA	CG4935|NP_609782.2|DMEL
OG0003902	LOC117583966|XP_034128563.1|DGUA	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC117584359|XP_034129088.1|DGUA	CG5287|NP_609608.1|DMEL
OG0003904	LOC117584358|XP_034129087.1|DGUA	CG31849|NP_723787.1|DMEL
OG0003905	LOC117582877|XP_034126841.1|DGUA	CG5808|NP_651291.1|DMEL
OG0003906	LOC117587617|XP_034134366.1|DGUA	MED16|NP_611650.2|DMEL
OG0003907	LOC117582455|XP_034126071.1|DGUA	kraken|NP_477265.1|DMEL
OG0003908	LOC117582463|XP_034126080.1|DGUA	CG13949|NP_608552.1|DMEL
OG0003909	LOC117583064|XP_034127130.1|DGUA	metro|NP_610642.2|DMEL
OG0003910	LOC117588801|XP_034136208.1|DGUA	pyd3|NP_649732.1|DMEL
OG0003911	LOC117582448|XP_034126062.1|DGUA	Mon1|NP_608868.1|DMEL
OG0003912	LOC117584175|XP_034128832.1|DGUA	CG18480|NP_609761.1|DMEL
OG0003913	LOC117588175|XP_034135180.1|DGUA	CG9008|NP_001285908.1|DMEL
OG0003914	LOC117581761|XP_034125053.1|DGUA	RfC38|NP_609494.1|DMEL
OG0003915	LOC117590484|XP_034139031.1|DGUA	CG32736|NP_727152.1|DMEL
OG0003916	LOC117584674|XP_034129595.1|DGUA	GMF|NP_609787.2|DMEL
OG0003917	LOC117584481|XP_034129297.1|DGUA	CG14020|NP_001260097.1|DMEL
OG0003918	LOC117582301|XP_034125834.1|DGUA	escl|NP_723702.1|DMEL
OG0003919	LOC117584266|XP_034128968.1|DGUA	Hydr2|NP_608751.2|DMEL
OG0003920	LOC117578808|XP_034120443.1|DGUA	Cdk9|NP_477226.2|DMEL
OG0003921	LOC117582093|XP_034125547.1|DGUA	Hr38|NP_477119.1|DMEL
OG0003922	LOC117582502|XP_034126177.1|DGUA	Wdr59|NP_995682.1|DMEL
OG0003923	LOC117590627|XP_034139328.1|DGUA	Zip102B|NP_651919.3|DMEL
OG0003924	LOC117580392|XP_034122826.1|DGUA	GstE14|NP_610855.1|DMEL
OG0003925	LOC117584876|XP_034129918.1|DGUA	Col4a1|NP_723044.1|DMEL
OG0003926	LOC117584679|XP_034129599.1|DGUA	eIF3h|NP_524834.2|DMEL
OG0003927	LOC117582152|XP_034125628.1|DGUA	mio|NP_608656.1|DMEL
OG0003928	LOC117588090|XP_034135051.1|DGUA	PIG-U|NP_609238.1|DMEL
OG0003929	LOC117581830|XP_034125169.1|DGUA	CG6230|NP_609490.1|DMEL
OG0003930	LOC117584306|XP_034129022.1|DGUA	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC117584216|XP_034128879.1|DGUA	Nhe3|NP_723202.2|DMEL
OG0003932	LOC117591813|XP_034141037.1|DGUA	flz|NP_001137622.1|DMEL
OG0003933	LOC117582156|XP_034125638.1|DGUA	tank|NP_608864.1|DMEL
OG0003934	LOC117584759|XP_034129752.1|DGUA	Trs23|NP_609247.1|DMEL
OG0003935	LOC117587050|XP_034133381.1|DGUA	CG8370|NP_611073.2|DMEL
OG0003936	LOC117587163|XP_034133565.1|DGUA	Ufc1|NP_611074.1|DMEL
OG0003937	LOC117584354|XP_034129086.1|DGUA	CG14764|NP_788283.1|DMEL
OG0003938	LOC117583940|XP_034128516.1|DGUA	CG34126|NP_001260066.1|DMEL
OG0003939	LOC117582586|XP_034126324.1|DGUA	CG7742|NP_608913.1|DMEL
OG0003940	LOC117583944|XP_034128533.1|DGUA	mRpL28|NP_608887.1|DMEL
OG0003941	LOC117583947|XP_034128536.1|DGUA	CG8891|NP_608890.1|DMEL
OG0003942	LOC117581924|XP_034125289.1|DGUA	spz3|NP_609160.2|DMEL
OG0003943	LOC117583948|XP_034128537.1|DGUA	CG31917|NP_608895.1|DMEL
OG0003944	LOC117582015|XP_034125427.1|DGUA	CG5446|NP_609565.1|DMEL
OG0003945	LOC117591990|XP_034141325.1|DGUA	levy|NP_611805.1|DMEL
OG0003946	LOC117587639|XP_034134414.1|DGUA	fon|NP_609959.1|DMEL
OG0003947	LOC117587682|XP_034134465.1|DGUA	pigeon|NP_476946.1|DMEL
OG0003948	LOC117582200|XP_034125699.1|DGUA	mEFTs|NP_609847.1|DMEL
OG0003949	LOC117582194|XP_034125689.1|DGUA	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC117588126|XP_034135096.1|DGUA	mtm|NP_523489.1|DMEL
OG0003951	LOC117587555|XP_034134253.1|DGUA	CG9098|NP_608979.2|DMEL
OG0003952	LOC117581945|XP_034125318.1|DGUA	Ppt2|NP_609500.1|DMEL
OG0003953	LOC117584791|XP_034129795.1|DGUA	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC117579701|XP_034121583.1|DGUA	CG1273|NP_647883.1|DMEL
OG0003955	LOC117584714|XP_034129650.1|DGUA	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC117582172|XP_034125664.1|DGUA	kon|NP_609881.3|DMEL
OG0003957	LOC117589207|XP_034136837.1|DGUA	CG13671|NP_648202.1|DMEL
OG0003958	LOC117591038|XP_034140024.1|DGUA	CG9919|NP_573119.1|DMEL
OG0003959	LOC117579976|XP_034122048.1|DGUA	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC117580785|XP_034123371.1|DGUA	tilB|NP_608460.1|DMEL
OG0003961	LOC117581763|XP_034125055.1|DGUA	CG7115|NP_609154.1|DMEL
OG0003962	LOC117584680|XP_034129600.1|DGUA	Rpn11|NP_608905.1|DMEL
OG0003963	LOC117587571|XP_034134288.1|DGUA	CG10702|NP_724157.1|DMEL
OG0003964	LOC117581860|XP_034125213.1|DGUA	Snx1|NP_608777.1|DMEL
OG0003965	LOC117584729|XP_034129690.1|DGUA	Bsg|NP_723346.2|DMEL
OG0003966	LOC117587587|XP_034134318.1|DGUA	CG17683|NP_001036428.1|DMEL
OG0003967	LOC117592326|XP_034141897.1|DGUA	MESK2|NP_995914.1|DMEL
OG0003968	LOC117587719|XP_034134522.1|DGUA	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC117591902|XP_034141179.1|DGUA	cnk|NP_725671.1|DMEL
OG0003970	LOC117582636|XP_034126407.1|DGUA	BBS8|NP_608524.1|DMEL
OG0003971	LOC117584749|XP_034129732.1|DGUA	CYLD|NP_723554.1|DMEL
OG0003972	LOC117580196|XP_034122459.1|DGUA	sstn|NP_648745.1|DMEL
OG0003973	LOC117582522|XP_034126216.1|DGUA	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC117591940|XP_034141243.1|DGUA	RpIII128|NP_523706.1|DMEL
OG0003975	LOC117583861|XP_034128373.1|DGUA	CG34398|NP_001097127.1|DMEL
OG0003976	LOC117584634|XP_034129549.1|DGUA	CG10166|NP_609980.1|DMEL
OG0003977	LOC117588204|XP_034135229.1|DGUA	ND-B22|NP_609642.1|DMEL
OG0003978	LOC117579634|XP_034121499.1|DGUA	rept|NP_524156.1|DMEL
OG0003979	LOC117584087|XP_034128725.1|DGUA	CG6094|NP_609416.1|DMEL
OG0003980	LOC117585984|XP_034131693.1|DGUA	CG4338|NP_650441.1|DMEL
OG0003981	LOC117582379|XP_034125939.1|DGUA	eRF3|NP_477259.1|DMEL
OG0003982	LOC117587899|XP_034134766.1|DGUA	CG10026|NP_609968.3|DMEL
OG0003983	LOC117584028|XP_034128656.1|DGUA	CG31826|NP_001260473.1|DMEL
OG0003984	LOC117587739|XP_034134550.1|DGUA	Acn|NP_609935.1|DMEL
OG0003985	LOC117588081|XP_034135036.1|DGUA	CG10492|NP_001097179.1|DMEL
OG0003986	LOC117584145|XP_034128796.1|DGUA	Wnt10|NP_609109.3|DMEL
OG0003987	LOC117584022|XP_034128648.1|DGUA	ninaC|NP_523503.2|DMEL
OG0003988	LOC117584777|XP_034129771.1|DGUA	CG4230|NP_001260087.1|DMEL
OG0003989	LOC117581855|XP_034125203.1|DGUA	ThrRS|NP_723725.1|DMEL
OG0003990	LOC117591538|XP_034140723.1|DGUA	Su_H_|NP_476868.1|DMEL
OG0003991	LOC117583890|XP_034128444.1|DGUA	ine|NP_477012.1|DMEL
OG0003992	LOC117582314|XP_034125849.1|DGUA	CG15443|NP_608839.1|DMEL
OG0003993	LOC117582308|XP_034125843.1|DGUA	CG15431|NP_608831.1|DMEL
OG0003994	LOC117589722|XP_034137783.1|DGUA	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC117583048|XP_034127142.1|DGUA	CG4679|NP_610854.1|DMEL
OG0003996	LOC117581760|XP_034125056.1|DGUA	CG13748|NP_610430.1|DMEL
OG0003997	LOC117584489|XP_034129305.1|DGUA	CG5160|NP_609112.1|DMEL
OG0003998	LOC117583896|XP_034128452.1|DGUA	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC117587589|XP_034134323.1|DGUA	Spf45|NP_001036426.1|DMEL
OG0004000	LOC117590204|XP_034138547.1|DGUA	Uros1|NP_572507.1|DMEL
OG0004001	LOC117588137|XP_034135162.1|DGUA	IntS1|NP_611875.1|DMEL
OG0004002	LOC117588160|XP_034135159.1|DGUA	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC117582666|XP_034126487.1|DGUA	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC117581778|XP_034125092.1|DGUA	PGAP5|NP_609191.1|DMEL
OG0004005	LOC117584399|XP_034129149.1|DGUA	Oscillin|NP_608938.1|DMEL
OG0004006	LOC117582562|XP_034126287.1|DGUA	CG2614|NP_610045.1|DMEL
OG0004007	LOC117581937|XP_034125310.1|DGUA	CG9662|NP_001259997.1|DMEL
OG0004008	LOC117584433|XP_034129235.1|DGUA	kis|NP_001137761.1|DMEL
OG0004009	LOC117584403|XP_034129157.1|DGUA	Eogt|NP_608678.1|DMEL
OG0004010	LOC117584690|XP_034129613.1|DGUA	CenG1A|NP_723849.1|DMEL
OG0004011	LOC117584824|XP_034129841.1|DGUA	ics|NP_609665.2|DMEL
OG0004012	LOC117583484|XP_034127684.1|DGUA	sit|NP_651063.1|DMEL
OG0004013	LOC117584324|XP_034129043.1|DGUA	bgm|NP_524698.1|DMEL
OG0004014	LOC117580543|XP_034123028.1|DGUA	GlyRS|NP_730022.1|DMEL
OG0004015	LOC117584353|XP_034129080.1|DGUA	CG16974|NP_609610.2|DMEL
OG0004016	LOC117584607|XP_034129507.1|DGUA	GATAd|NP_609383.2|DMEL
OG0004017	LOC117582655|XP_034126451.1|DGUA	Tps1|NP_608827.1|DMEL
OG0004018	LOC117578442|XP_034119856.1|DGUA	Pgant3|NP_610256.1|DMEL
OG0004019	LOC117582546|XP_034126246.1|DGUA	Rhau|NP_610056.1|DMEL
OG0004020	LOC117581700|XP_034124969.1|DGUA	SerRS|NP_608743.2|DMEL
OG0004021	LOC117581766|XP_034125060.1|DGUA	CG3542|NP_608738.1|DMEL
OG0004022	LOC117584671|XP_034129591.1|DGUA	heix|NP_523581.1|DMEL
OG0004023	LOC117582587|XP_034126328.1|DGUA	CG15905|NP_611436.2|DMEL
OG0004024	LOC117582303|XP_034125836.1|DGUA	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC117587697|XP_034134484.1|DGUA	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC117582526|XP_034126217.1|DGUA	aop|NP_722766.1|DMEL
OG0004027	LOC117581683|XP_034124953.1|DGUA	CG33680|NP_001027448.1|DMEL
OG0004028	LOC117588015|XP_034134935.1|DGUA	obst-E|NP_723116.1|DMEL
OG0004029	LOC117587939|XP_034134822.1|DGUA	Agpat2|NP_609231.2|DMEL
OG0004030	LOC117580730|XP_034123331.1|DGUA	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC117581818|XP_034125153.1|DGUA	CG17211|NP_609552.1|DMEL
OG0004032	LOC117587588|XP_034134321.1|DGUA	cta|NP_001036421.1|DMEL
OG0004033	LOC117587844|XP_034134699.1|DGUA	CG5853|NP_788019.1|DMEL
OG0004034	LOC117582122|XP_034125592.1|DGUA	CG10600|NP_001137839.1|DMEL
OG0004035	LOC117583941|XP_034128522.1|DGUA	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC117583876|XP_034128417.1|DGUA	Syt1|NP_523460.2|DMEL
OG0004037	LOC117584743|XP_034129717.1|DGUA	Tor|NP_001260427.1|DMEL
OG0004038	LOC117582452|XP_034126068.1|DGUA	dbe|NP_477240.1|DMEL
OG0004039	LOC117581728|XP_034124999.1|DGUA	eys|NP_001259924.2|DMEL
OG0004040	LOC117579327|XP_034121042.1|DGUA	CG13531|NP_611726.1|DMEL
OG0004041	LOC117590305|XP_034138683.1|DGUA	Larp7|NP_524795.2|DMEL
OG0004042	LOC117589235|XP_034136890.1|DGUA	CG8549|NP_648057.2|DMEL
OG0004043	LOC117584789|XP_034129792.1|DGUA	EMC3|NP_609444.1|DMEL
OG0004044	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA	Hira|NP_572401.2|DMEL
OG0004045	LOC117584016|XP_034128638.1|DGUA	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC117582279|XP_034125801.1|DGUA	Ets21C|NP_523445.1|DMEL
OG0004047	LOC117583916|XP_034128485.1|DGUA	Tom70|NP_609536.1|DMEL
OG0004048	LOC117582603|XP_034126363.1|DGUA	CG3036|NP_608873.1|DMEL
OG0004049	LOC117582385|XP_034125950.1|DGUA	CG33635|NP_001027215.1|DMEL
OG0004050	LOC117581721|XP_034124992.1|DGUA	CG10431|NP_609924.2|DMEL
OG0004051	LOC117581740|XP_034125023.1|DGUA	Dlg5|NP_609505.1|DMEL
OG0004052	LOC117580907|XP_034123559.1|DGUA	CG15373|NP_001097013.2|DMEL
OG0004053	LOC117591877|XP_034141145.1|DGUA	Vhl|NP_524986.1|DMEL
OG0004054	LOC117581915|XP_034125277.1|DGUA	IFT46|NP_609890.2|DMEL
OG0004055	LOC117589607|XP_034137573.1|DGUA	CG12420|NP_649985.1|DMEL
OG0004056	LOC117590065|XP_034138279.1|DGUA	CG14636|NP_001036655.1|DMEL
OG0004057	LOC117580409|XP_034122847.1|DGUA	Rpn1|NP_649158.1|DMEL
OG0004058	LOC117579081|XP_034120679.1|DGUA	Girdin|NP_647780.1|DMEL
OG0004059	LOC117586129|XP_034131885.1|DGUA	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC117585127|XP_034130344.1|DGUA	CG17726|NP_650054.2|DMEL
OG0004061	LOC117590518|XP_034139119.1|DGUA	CG1578|NP_001285140.1|DMEL
OG0004062	LOC117587123|XP_034133514.1|DGUA	Rap1|NP_476857.1|DMEL
OG0004063	LOC117590851|XP_034139739.1|DGUA	tko|NP_001245490.1|DMEL
OG0004064	LOC117587267|XP_034133733.1|DGUA	elgi|NP_648816.1|DMEL
OG0004065	LOC117579147|XP_034120787.1|DGUA	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC117592443|XP_034142090.1|DGUA	Blos1|NP_725401.2|DMEL
OG0004067	LOC117581013|XP_034123718.1|DGUA	FucT6|NP_572740.1|DMEL
OG0004068	LOC117586599|XP_034132671.1|DGUA	Mst85C|NP_477476.1|DMEL
OG0004069	LOC117586447|XP_034132377.1|DGUA	Kdm2|NP_649864.2|DMEL
OG0004070	LOC117587292|XP_034133769.1|DGUA	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC117587407|XP_034133955.1|DGUA	Srp68|NP_648273.1|DMEL
OG0004072	LOC117587408|XP_034133956.1|DGUA	CG5644|NP_648274.1|DMEL
OG0004073	LOC117580844|XP_034123480.1|DGUA	CG7772|NP_573257.1|DMEL
OG0004074	LOC117591269|XP_034140360.1|DGUA	dnr1|NP_001261137.1|DMEL
OG0004075	LOC117578820|XP_034120465.1|DGUA	cbs|NP_610875.1|DMEL
OG0004076	LOC117589736|XP_034137807.1|DGUA	cnn|NP_001246293.1|DMEL
OG0004077	LOC117581847|XP_034125193.1|DGUA	poe|NP_476986.1|DMEL
OG0004078	LOC117591122|XP_034140114.1|DGUA	Sld5|NP_651457.1|DMEL
OG0004079	LOC117581271|XP_034124173.1|DGUA	CG9657|NP_572397.1|DMEL
OG0004080	LOC117578537|XP_034119995.1|DGUA	RpS15|NP_611136.1|DMEL
OG0004081	LOC117578746|XP_034120317.1|DGUA	Pcf11|NP_610999.4|DMEL
OG0004082	LOC117590586|XP_034139234.1|DGUA	CG4038|NP_477043.1|DMEL
OG0004083	LOC117584900|XP_034129929.1|DGUA	LSm3|NP_732931.1|DMEL
OG0004084	LOC117579118|XP_034120737.1|DGUA	ash1|NP_524160.2|DMEL
OG0004085	LOC117584935|XP_034129986.1|DGUA	CG10324|NP_650571.2|DMEL
OG0004086	LOC117583243|XP_034127357.1|DGUA	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC117581058|XP_034123791.1|DGUA	CG1582|NP_572663.1|DMEL
OG0004088	LOC117583159|XP_034127245.1|DGUA	CAH9|NP_651535.1|DMEL
OG0004089	LOC117581421|XP_034124473.1|DGUA	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC117585448|XP_034130816.1|DGUA	BRWD3|NP_732982.1|DMEL
OG0004091	LOC117585424|XP_034130789.1|DGUA	CG6974|NP_650414.1|DMEL
OG0004092	LOC117580954|XP_034123631.1|DGUA	Setd3|NP_727144.1|DMEL
OG0004094	LOC117580657|XP_034123152.1|DGUA	CG6414|NP_570089.1|DMEL
OG0004095	LOC117590186|XP_034138486.1|DGUA	CG14721|NP_650110.3|DMEL
OG0004096	LOC117583244|XP_034127358.1|DGUA	pll|NP_476971.1|DMEL
OG0004097	LOC117579076|XP_034120675.1|DGUA	ste14|NP_648623.1|DMEL
OG0004098	LOC117585071|XP_034130227.1|DGUA	CG14905|NP_650569.1|DMEL
OG0004099	LOC117586497|XP_034132483.1|DGUA	ctrip|NP_649496.3|DMEL
OG0004100	LOC117586295|XP_034132141.1|DGUA	opa|NP_001368991.1|DMEL
OG0004101	LOC117586243|XP_034132072.1|DGUA	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC117586505|XP_034132519.1|DGUA	Cdep|NP_001097685.2|DMEL
OG0004103	LOC117591120|XP_034140112.1|DGUA	Vps2|NP_651455.1|DMEL
