Orthogroup	DGUA.longest_only	BTRY.longest_only
OG0003302	LOC117590888|XP_034139811.1|DGUA	LOC120774919|XP_039960729.1|BTRY
OG0003303	LOC117591803|XP_034141003.1|DGUA	LOC120775664|XP_039961868.1|BTRY
OG0003304	LOC117585282|XP_034130595.1|DGUA	LOC120769995|XP_039953022.1|BTRY
OG0003305	LOC117590222|XP_034138580.1|DGUA	LOC120775456|XP_039961576.1|BTRY
OG0003306	LOC117580180|XP_034122433.1|DGUA	LOC120775801|XP_039962079.1|BTRY
OG0003307	LOC117588770|XP_034136142.1|DGUA	LOC120775624|XP_039961812.1|BTRY
OG0003308	LOC117582276|XP_034125795.1|DGUA	LOC120773414|XP_039958218.1|BTRY
OG0003309	LOC117581286|XP_034124201.1|DGUA	LOC120775232|XP_039961241.1|BTRY
OG0003310	LOC117588299|XP_034135373.1|DGUA	LOC120775767|XP_039962034.1|BTRY
OG0003311	LOC117586098|XP_034131847.1|DGUA	LOC120782812|XP_039971225.1|BTRY
OG0003312	LOC117589924|XP_034138097.1|DGUA	LOC120771861|XP_039956043.1|BTRY
OG0003313	LOC117588551|XP_034135823.1|DGUA	LOC120775830|XP_039962126.1|BTRY
OG0003314	LOC117578416|XP_034119769.1|DGUA	LOC120771894|XP_039956098.1|BTRY
OG0003315	LOC117581575|XP_034124815.1|DGUA	LOC120773740|XP_039958734.1|BTRY, LOC120774074|XP_039959326.1|BTRY
OG0003316	LOC117583543|XP_034127795.1|DGUA	LOC120782641|XP_039970942.1|BTRY
OG0003317	LOC117589908|XP_034138072.1|DGUA	LOC120766283|XP_039947619.1|BTRY
OG0003318	LOC117583177|XP_034127268.1|DGUA	LOC120773526|XP_039958448.1|BTRY
OG0003319	LOC117590197|XP_034138525.1|DGUA	LOC120769634|XP_039952676.1|BTRY
OG0003320	LOC117583033|XP_034127080.1|DGUA	LOC120767072|XP_039948864.1|BTRY
OG0003321	LOC117583277|XP_034127396.1|DGUA	LOC120766298|XP_039947636.1|BTRY
OG0003322	LOC117582908|XP_034126894.1|DGUA	LOC120766708|XP_039948289.1|BTRY
OG0003323	LOC117590501|XP_034139053.1|DGUA	LOC120776162|XP_039962702.1|BTRY, LOC120776163|XP_039962703.1|BTRY
OG0003324	LOC117590465|XP_034138992.1|DGUA	LOC120774096|XP_039959375.1|BTRY
OG0003325	LOC117589580|XP_034137531.1|DGUA	LOC120776111|XP_039962543.1|BTRY
OG0003326	LOC117581360|XP_034124383.1|DGUA	LOC120773514|XP_039958403.1|BTRY
OG0003327	LOC117590673|XP_034139437.1|DGUA	LOC120781172|XP_039969231.1|BTRY
OG0003328	LOC117591177|XP_034140194.1|DGUA	LOC120769388|XP_039952292.1|BTRY
OG0003329	LOC117589797|XP_034137891.1|DGUA	LOC120781628|XP_039969816.1|BTRY
OG0003330	LOC117580341|XP_034122737.1|DGUA	LOC120777277|XP_039964415.1|BTRY
OG0003331	LOC117590423|XP_034138921.1|DGUA	LOC120774954|XP_039960772.1|BTRY
OG0003332	LOC117590357|XP_034138785.1|DGUA	LOC120774279|XP_039959705.1|BTRY
OG0003333	LOC117582752|XP_034126587.1|DGUA	LOC120781344|XP_039969482.1|BTRY
OG0003334	LOC117585200|XP_034130469.1|DGUA	LOC120782399|XP_039970578.1|BTRY
OG0003335	LOC117583422|XP_034127610.1|DGUA	LOC120782786|XP_039971188.1|BTRY
OG0003336	LOC117583066|XP_034127129.1|DGUA	LOC120781354|XP_039969492.1|BTRY, LOC120781351|XP_039969489.1|BTRY
OG0003337	LOC117583413|XP_034127593.1|DGUA	LOC120771733|XP_039955831.1|BTRY
OG0003338	LOC117589796|XP_034137890.1|DGUA	LOC120768949|XP_039951674.1|BTRY
OG0003339	LOC117585060|XP_034130211.1|DGUA, LOC117585379|XP_034130718.1|DGUA	LOC120782872|XP_039971353.1|BTRY
OG0003340	LOC117584954|XP_034130042.1|DGUA	LOC120779438|XP_039967614.1|BTRY
OG0003341	LOC117591446|XP_034140603.1|DGUA	LOC120776085|XP_039962494.1|BTRY
OG0003342	LOC117580843|XP_034123475.1|DGUA	LOC120774713|XP_039960387.1|BTRY
OG0003343	LOC117588537|XP_034135787.1|DGUA	LOC120774567|XP_039960235.1|BTRY
OG0003344	LOC117588173|XP_034135178.1|DGUA	LOC120781398|XP_039969541.1|BTRY
OG0003345	LOC117588774|XP_034136154.1|DGUA	LOC120767884|XP_039950146.1|BTRY
OG0003346	LOC117589771|XP_034137858.1|DGUA	LOC120779546|XP_039967824.1|BTRY
OG0003347	LOC117589632|XP_034137612.1|DGUA	LOC120768699|XP_039951409.1|BTRY
OG0003348	LOC117589769|XP_034137855.1|DGUA	LOC120772549|XP_039957170.1|BTRY
OG0003349	LOC117588602|XP_034135902.1|DGUA	LOC120774757|XP_039960450.1|BTRY
OG0003350	LOC117583655|XP_034128003.1|DGUA	LOC120782729|XP_039971091.1|BTRY
OG0003351	LOC117590838|XP_034139722.1|DGUA	LOC120775453|XP_039961573.1|BTRY
OG0003352	LOC117582999|XP_034127040.1|DGUA	LOC120776159|XP_039962673.1|BTRY
OG0003353	LOC117585195|XP_034130441.1|DGUA	LOC120781114|XP_039969188.1|BTRY
OG0003354	LOC117583804|XP_034128276.1|DGUA	LOC120769077|XP_039951874.1|BTRY
OG0003355	LOC117588418|XP_034135577.1|DGUA	LOC120775105|XP_039961051.1|BTRY
OG0003356	LOC117581374|XP_034124400.1|DGUA	LOC120774264|XP_039959666.1|BTRY
OG0003357	LOC117581379|XP_034124408.1|DGUA	LOC120775794|XP_039962069.1|BTRY
OG0003358	LOC117582204|XP_034125702.1|DGUA	LOC120768240|XP_039950763.1|BTRY
OG0003359	LOC117580652|XP_034123143.1|DGUA	LOC120775776|XP_039962044.1|BTRY
OG0003360	LOC117581008|XP_034123709.1|DGUA	LOC120775296|XP_039961345.1|BTRY
OG0003361	LOC117590608|XP_034139291.1|DGUA	LOC120770317|XP_039953627.1|BTRY
OG0003362	LOC117583783|XP_034128252.1|DGUA	LOC120766211|XP_039947514.1|BTRY
OG0003363	LOC117582811|XP_034126735.1|DGUA	LOC120766969|XP_039948693.1|BTRY
OG0003364	LOC117589541|XP_034137426.1|DGUA	LOC120766772|XP_039948386.1|BTRY
OG0003365	LOC117585186|XP_034130422.1|DGUA	LOC120774216|XP_039959609.1|BTRY
OG0003366	LOC117579033|XP_034120610.1|DGUA	LOC120778225|XP_039965916.1|BTRY
OG0003367	LOC117579641|XP_034121510.1|DGUA	LOC120778218|XP_039965909.1|BTRY
OG0003368	LOC117579633|XP_034121498.1|DGUA	LOC120778465|XP_039966205.1|BTRY
OG0003369	LOC117588487|XP_034135679.1|DGUA, LOC117586035|XP_034131771.1|DGUA	LOC120766170|XP_039947452.1|BTRY
OG0003370	LOC117589740|XP_034137809.1|DGUA	LOC120782230|XP_039970330.1|BTRY
OG0003371	LOC117581077|XP_034123852.1|DGUA	LOC120775867|XP_039962170.1|BTRY
OG0003372	LOC117578627|XP_034120123.1|DGUA	LOC120775928|XP_039962268.1|BTRY
OG0003373	LOC117586239|XP_034132067.1|DGUA	LOC120778289|XP_039966012.1|BTRY
OG0003374	LOC117590973|XP_034139929.1|DGUA	LOC120775464|XP_039961585.1|BTRY
OG0003375	LOC117585037|XP_034130180.1|DGUA	LOC120778371|XP_039966095.1|BTRY
OG0003376	LOC117589752|XP_034137824.1|DGUA	LOC120782232|XP_039970333.1|BTRY
OG0003377	LOC117589542|XP_034137428.1|DGUA	LOC120766548|XP_039948062.1|BTRY
OG0003378	LOC117589931|XP_034138106.1|DGUA	LOC120766627|XP_039948176.1|BTRY
OG0003379	LOC117589520|XP_034137402.1|DGUA	LOC120768510|XP_039951174.1|BTRY
OG0003380	LOC117589918|XP_034138087.1|DGUA	LOC120770364|XP_039953752.1|BTRY
OG0003381	LOC117582796|XP_034126712.1|DGUA	LOC120766950|XP_039948664.1|BTRY
OG0003382	LOC117582823|XP_034126759.1|DGUA	LOC120766948|XP_039948648.1|BTRY
OG0003383	LOC117583499|XP_034127731.1|DGUA	LOC120782631|XP_039970933.1|BTRY
OG0003384	LOC117584818|XP_034129831.1|DGUA	LOC120768009|XP_039950370.1|BTRY
OG0003385	LOC117585824|XP_034131445.1|DGUA	LOC120766877|XP_039948541.1|BTRY
OG0003386	LOC117583649|XP_034127994.1|DGUA	LOC120780429|XP_039968643.1|BTRY
OG0003387	LOC117583589|XP_034127868.1|DGUA	LOC120782208|XP_039970296.1|BTRY
OG0003388	LOC117588547|XP_034135817.1|DGUA	LOC120773977|XP_039959159.1|BTRY
OG0003389	LOC117590995|XP_034139970.1|DGUA	LOC120771058|XP_039954798.1|BTRY, LOC120772770|XP_039957478.1|BTRY
OG0003390	LOC117585758|XP_034131305.1|DGUA	LOC120777826|XP_039965301.1|BTRY
OG0003391	LOC117583506|XP_034127740.1|DGUA	LOC120767607|XP_039949694.1|BTRY
OG0003392	LOC117583373|XP_034127545.1|DGUA	LOC120766564|XP_039948088.1|BTRY
OG0003393	LOC117585564|XP_034130986.1|DGUA	LOC120771643|XP_039955693.1|BTRY
OG0003394	LOC117589579|XP_034137529.1|DGUA	LOC120782663|XP_039970973.1|BTRY
OG0003395	LOC117582905|XP_034126890.1|DGUA	LOC120766221|XP_039947530.1|BTRY
OG0003396	LOC117583609|XP_034127936.1|DGUA	LOC120772341|XP_039956834.1|BTRY
OG0003397	LOC117585848|XP_034131483.1|DGUA	LOC120766715|XP_039948294.1|BTRY
OG0003398	LOC117585057|XP_034130207.1|DGUA	LOC120782398|XP_039970577.1|BTRY
OG0003399	LOC117585501|XP_034130890.1|DGUA	LOC120780602|XP_039968792.1|BTRY
OG0003400	LOC117584972|XP_034130062.1|DGUA	LOC120780692|XP_039968890.1|BTRY, LOC120780046|XP_039968253.1|BTRY
OG0003401	LOC117583312|XP_034127451.1|DGUA	LOC120782628|XP_039970930.1|BTRY
OG0003402	LOC117583239|XP_034127352.1|DGUA	LOC120766547|XP_039948061.1|BTRY
OG0003403	LOC117580175|XP_034122407.1|DGUA	LOC120770576|XP_039954090.1|BTRY
OG0003404	LOC117582899|XP_034126883.1|DGUA	LOC120779768|XP_039968085.1|BTRY
OG0003405	LOC117592688|XP_034142543.1|DGUA	LOC120771389|XP_039955290.1|BTRY
OG0003406	LOC117583687|XP_034128054.1|DGUA	LOC120782039|XP_039970131.1|BTRY
OG0003407	LOC117583728|XP_034128135.1|DGUA	LOC120779409|XP_039967543.1|BTRY
OG0003408	LOC117589907|XP_034138070.1|DGUA	LOC120772009|XP_039956308.1|BTRY
OG0003409	LOC117584968|XP_034130057.1|DGUA	LOC120770866|XP_039954423.1|BTRY
OG0003410	LOC117585740|XP_034131278.1|DGUA	LOC120782745|XP_039971121.1|BTRY
OG0003411	LOC117586231|XP_034132057.1|DGUA	LOC120778149|XP_039965810.1|BTRY
OG0003412	LOC117589718|XP_034137774.1|DGUA	LOC120776539|XP_039963215.1|BTRY
OG0003413	LOC117590175|XP_034138461.1|DGUA	LOC120766574|XP_039948101.1|BTRY
OG0003414	LOC117579931|XP_034121975.1|DGUA	LOC120776643|XP_039963410.1|BTRY
OG0003415	LOC117590290|XP_034138668.1|DGUA	LOC120774768|XP_039960462.1|BTRY
OG0003416	LOC117585125|XP_034130339.1|DGUA	LOC120782571|XP_039970843.1|BTRY
OG0003417	LOC117585281|XP_034130594.1|DGUA	LOC120781341|XP_039969479.1|BTRY
OG0003418	LOC117585030|XP_034130165.1|DGUA	LOC120772704|XP_039957386.1|BTRY
OG0003419	LOC117589927|XP_034138101.1|DGUA	LOC120782341|XP_039970507.1|BTRY
OG0003420	LOC117589925|XP_034138098.1|DGUA	LOC120771746|XP_039955855.1|BTRY
OG0003421	LOC117582701|XP_034126497.1|DGUA	LOC120776897|XP_039963899.1|BTRY
OG0003422	LOC117582715|XP_034126529.1|DGUA	LOC120771737|XP_039955845.1|BTRY
OG0003423	LOC117592577|XP_034142354.1|DGUA	LOC120770457|XP_039953884.1|BTRY
OG0003424	LOC117585794|XP_034131384.1|DGUA	LOC120767017|XP_039948782.1|BTRY
OG0003425	LOC117585002|XP_034130130.1|DGUA	LOC120769184|XP_039952005.1|BTRY
OG0003426	LOC117582847|XP_034126803.1|DGUA	LOC120770210|XP_039953402.1|BTRY
OG0003427	LOC117583042|XP_034127094.1|DGUA	LOC120769037|XP_039951819.1|BTRY
OG0003428	LOC117579771|XP_034121714.1|DGUA	LOC120778446|XP_039966170.1|BTRY
OG0003429	LOC117592117|XP_034141551.1|DGUA	LOC120771103|XP_039954879.1|BTRY
OG0003430	LOC117590605|XP_034139276.1|DGUA	LOC120779723|XP_039968026.1|BTRY
OG0003431	LOC117585804|XP_034131405.1|DGUA	LOC120766684|XP_039948259.1|BTRY
OG0003432	LOC117585657|XP_034131138.1|DGUA	LOC120782402|XP_039970582.1|BTRY
OG0003433	LOC117582913|XP_034126898.1|DGUA	LOC120781222|XP_039969291.1|BTRY
OG0003434	LOC117581637|XP_034124896.1|DGUA	LOC120773512|XP_039958398.1|BTRY, LOC120775950|XP_039962293.1|BTRY
OG0003435	LOC117582995|XP_034127035.1|DGUA	LOC120767023|XP_039948796.1|BTRY
OG0003436	LOC117589969|XP_034138166.1|DGUA	LOC120766903|XP_039948588.1|BTRY
OG0003437	LOC117589966|XP_034138161.1|DGUA	LOC120766900|XP_039948584.1|BTRY
OG0003438	LOC117589968|XP_034138164.1|DGUA	LOC120766902|XP_039948587.1|BTRY
OG0003439	LOC117585154|XP_034130377.1|DGUA	LOC120776852|XP_039963829.1|BTRY
OG0003440	LOC117585707|XP_034131230.1|DGUA	LOC120766250|XP_039947567.1|BTRY
OG0003441	LOC117590899|XP_034139821.1|DGUA	LOC120769070|XP_039951861.1|BTRY
OG0003442	LOC117583128|XP_034127210.1|DGUA	LOC120779049|XP_039967121.1|BTRY
OG0003443	LOC117587083|XP_034133442.1|DGUA	LOC120778898|XP_039966880.1|BTRY
OG0003444	LOC117589040|XP_034136559.1|DGUA	LOC120778644|XP_039966483.1|BTRY
OG0003445	LOC117590280|XP_034138655.1|DGUA	LOC120775723|XP_039961970.1|BTRY, LOC120773533|XP_039958423.1|BTRY, LOC120773521|XP_039958412.1|BTRY
OG0003446	LOC117588720|XP_034136064.1|DGUA	LOC120773906|XP_039959022.1|BTRY
OG0003447	LOC117590650|XP_034139382.1|DGUA	LOC120779751|XP_039968068.1|BTRY
OG0003448	LOC117590114|XP_034138356.1|DGUA	LOC120769919|XP_039952971.1|BTRY
OG0003449	LOC117584941|XP_034129991.1|DGUA	LOC120780395|XP_039968617.1|BTRY
OG0003450	LOC117583217|XP_034127327.1|DGUA	LOC120771276|XP_039955138.1|BTRY
OG0003451	LOC117585121|XP_034130334.1|DGUA	LOC120782177|XP_039970251.1|BTRY
OG0003452	LOC117585298|XP_034130617.1|DGUA	LOC120779174|XP_039967347.1|BTRY
OG0003453	LOC117579709|XP_034121593.1|DGUA	LOC120774209|XP_039959597.1|BTRY
OG0003454	LOC117584585|XP_034129452.1|DGUA	LOC120767224|XP_039948984.1|BTRY
OG0003455	LOC117589703|XP_034137757.1|DGUA	LOC120782193|XP_039970271.1|BTRY
OG0003456	LOC117587746|XP_034134564.1|DGUA	LOC120770389|XP_039953749.1|BTRY
OG0003457	LOC117586359|XP_034132270.1|DGUA	LOC120780416|XP_039968632.1|BTRY
OG0003458	LOC117590052|XP_034138263.1|DGUA	LOC120766517|XP_039948016.1|BTRY, LOC120782281|XP_039970417.1|BTRY
OG0003459	LOC117586512|XP_034132533.1|DGUA	LOC120782421|XP_039970606.1|BTRY
OG0003460	LOC117583059|XP_034127121.1|DGUA	LOC120770383|XP_039953742.1|BTRY
OG0003461	LOC117589806|XP_034137909.1|DGUA	LOC120774378|XP_039959913.1|BTRY
OG0003462	LOC117580161|XP_034122372.1|DGUA	LOC120775643|XP_039961832.1|BTRY
OG0003463	LOC117585783|XP_034131363.1|DGUA	LOC120773658|XP_039958608.1|BTRY
OG0003464	LOC117582810|XP_034126733.1|DGUA	LOC120782583|XP_039970865.1|BTRY
OG0003465	LOC117584994|XP_034130114.1|DGUA	LOC120780485|XP_039968692.1|BTRY
OG0003466	LOC117583812|XP_034128286.1|DGUA	LOC120780949|XP_039969113.1|BTRY
OG0003467	LOC117583793|XP_034128266.1|DGUA	LOC120770429|XP_039953829.1|BTRY
OG0003468	LOC117583792|XP_034128265.1|DGUA	LOC120766408|XP_039947793.1|BTRY
OG0003469	LOC117583637|XP_034127977.1|DGUA	LOC120766713|XP_039948295.1|BTRY
OG0003470	LOC117589588|XP_034137544.1|DGUA	LOC120781556|XP_039969722.1|BTRY
OG0003471	LOC117582046|XP_034125479.1|DGUA	LOC120768647|XP_039951350.1|BTRY
OG0003472	LOC117587846|XP_034134702.1|DGUA	LOC120769668|XP_039952719.1|BTRY
OG0003473	LOC117584784|XP_034129787.1|DGUA	LOC120768457|XP_039951092.1|BTRY
OG0003474	LOC117585704|XP_034131222.1|DGUA	LOC120774457|XP_039960047.1|BTRY
OG0003475	LOC117584945|XP_034130024.1|DGUA	LOC120782269|XP_039970450.1|BTRY
OG0003477	LOC117589527|XP_034137411.1|DGUA	LOC120782850|XP_039971311.1|BTRY
OG0003478	LOC117585292|XP_034130611.1|DGUA	LOC120777381|XP_039964610.1|BTRY
OG0003479	LOC117583767|XP_034128211.1|DGUA	LOC120772507|XP_039957089.1|BTRY
OG0003480	LOC117583076|XP_034127141.1|DGUA	LOC120771561|XP_039955561.1|BTRY
OG0003481	LOC117583236|XP_034127349.1|DGUA	LOC120782184|XP_039970260.1|BTRY
OG0003482	LOC117583428|XP_034127616.1|DGUA	LOC120779642|XP_039967930.1|BTRY
OG0003483	LOC117583325|XP_034127476.1|DGUA	LOC120780277|XP_039968514.1|BTRY
OG0003484	LOC117589555|XP_034137457.1|DGUA	LOC120782621|XP_039970922.1|BTRY
OG0003485	LOC117589671|XP_034137705.1|DGUA	LOC120766914|XP_039948594.1|BTRY
OG0003486	LOC117589747|XP_034137819.1|DGUA	LOC120776929|XP_039963939.1|BTRY
OG0003487	LOC117582711|XP_034126524.1|DGUA	LOC120766428|XP_039947864.1|BTRY
OG0003488	LOC117582820|XP_034126754.1|DGUA	LOC120773516|XP_039958409.1|BTRY
OG0003489	LOC117582733|XP_034126550.1|DGUA	LOC120781075|XP_039969157.1|BTRY
OG0003490	LOC117589659|XP_034137685.1|DGUA	LOC120782529|XP_039970775.1|BTRY
OG0003491	LOC117582814|XP_034126739.1|DGUA	LOC120766869|XP_039948534.1|BTRY
OG0003492	LOC117583479|XP_034127679.1|DGUA	LOC120766646|XP_039948201.1|BTRY
OG0003493	LOC117585392|XP_034130746.1|DGUA	LOC120767892|XP_039950160.1|BTRY
OG0003494	LOC117590038|XP_034138242.1|DGUA	LOC120782731|XP_039971095.1|BTRY
OG0003495	LOC117582199|XP_034125698.1|DGUA	LOC120768239|XP_039950762.1|BTRY
OG0003496	LOC117589684|XP_034137731.1|DGUA	LOC120766892|XP_039948576.1|BTRY
OG0003497	LOC117585827|XP_034131450.1|DGUA	LOC120770650|XP_039954182.1|BTRY
OG0003498	LOC117590041|XP_034138246.1|DGUA	LOC120769716|XP_039952789.1|BTRY
OG0003499	LOC117583761|XP_034128186.1|DGUA	LOC120771924|XP_039956153.1|BTRY
OG0003500	LOC117587647|XP_034134425.1|DGUA	LOC120778770|XP_039966684.1|BTRY
OG0003501	LOC117589763|XP_034137842.1|DGUA	LOC120782700|XP_039971034.1|BTRY
OG0003502	LOC117585495|XP_034130884.1|DGUA	LOC120772373|XP_039956894.1|BTRY
OG0003503	LOC117583466|XP_034127664.1|DGUA	LOC120775213|XP_039961215.1|BTRY
OG0003504	LOC117583818|XP_034128295.1|DGUA	LOC120779493|XP_039967718.1|BTRY
OG0003505	LOC117583838|XP_034128340.1|DGUA	LOC120766586|XP_039948119.1|BTRY
OG0003506	LOC117582960|XP_034126962.1|DGUA	LOC120775278|XP_039961312.1|BTRY
OG0003507	LOC117582985|XP_034127001.1|DGUA	LOC120773080|XP_039957964.1|BTRY
OG0003508	LOC117587012|XP_034133312.1|DGUA	LOC120779077|XP_039967155.1|BTRY
OG0003509	LOC117589677|XP_034137722.1|DGUA	LOC120771800|XP_039956347.1|BTRY, LOC120771013|XP_039955125.1|BTRY, LOC120778885|XP_039966866.1|BTRY
OG0003510	LOC117585033|XP_034130170.1|DGUA	LOC120782718|XP_039971073.1|BTRY
OG0003511	LOC117585032|XP_034130167.1|DGUA	LOC120780748|XP_039968957.1|BTRY
OG0003512	LOC117583107|XP_034127180.1|DGUA	LOC120777196|XP_039964298.1|BTRY, LOC120777187|XP_039964293.1|BTRY
OG0003513	LOC117583058|XP_034127120.1|DGUA	LOC120766366|XP_039947730.1|BTRY
OG0003514	LOC117585480|XP_034130865.1|DGUA	LOC120780313|XP_039968539.1|BTRY
OG0003515	LOC117586925|XP_034133179.1|DGUA	LOC120771769|XP_039955893.1|BTRY
OG0003516	LOC117589944|XP_034138123.1|DGUA	LOC120774597|XP_039960265.1|BTRY
OG0003517	LOC117585047|XP_034130194.1|DGUA	LOC120782655|XP_039970961.1|BTRY
OG0003518	LOC117586580|XP_034132638.1|DGUA	LOC120782262|XP_039970365.1|BTRY
OG0003519	LOC117580285|XP_034122649.1|DGUA	LOC120777954|XP_039965502.1|BTRY
OG0003520	LOC117580284|XP_034122648.1|DGUA	LOC120776624|XP_039963355.1|BTRY
OG0003521	LOC117579280|XP_034120968.1|DGUA	LOC120777450|XP_039964703.1|BTRY
OG0003522	LOC117586457|XP_034132400.1|DGUA	LOC120781207|XP_039969260.1|BTRY
OG0003523	LOC117582198|XP_034125697.1|DGUA	LOC120768977|XP_039951712.1|BTRY
OG0003524	LOC117581402|XP_034124443.1|DGUA	LOC120770825|XP_039954344.1|BTRY
OG0003525	LOC117579304|XP_034121005.1|DGUA	LOC120771517|XP_039955505.1|BTRY
OG0003526	LOC117590056|XP_034138268.1|DGUA	LOC120776577|XP_039963275.1|BTRY
OG0003527	LOC117590925|XP_034139857.1|DGUA	LOC120781269|XP_039969385.1|BTRY
OG0003529	LOC117584734|XP_034129695.1|DGUA	LOC120768892|XP_039951579.1|BTRY
OG0003530	LOC117579864|XP_034121867.1|DGUA	LOC120777885|XP_039965381.1|BTRY
OG0003531	LOC117585513|XP_034130903.1|DGUA	LOC120778321|XP_039966050.1|BTRY
OG0003532	LOC117589012|XP_034136523.1|DGUA	LOC120777203|XP_039964309.1|BTRY
OG0003533	LOC117580020|XP_034122132.1|DGUA	LOC120776395|XP_039962947.1|BTRY
OG0003534	LOC117589366|XP_034137164.1|DGUA	LOC120776780|XP_039963693.1|BTRY
OG0003535	LOC117589154|XP_034136746.1|DGUA	LOC120776982|XP_039964015.1|BTRY
OG0003536	LOC117592612|XP_034142386.1|DGUA	LOC120770534|XP_039954020.1|BTRY
OG0003537	LOC117579129|XP_034120762.1|DGUA	LOC120772167|XP_039956541.1|BTRY
OG0003538	LOC117583139|XP_034127259.1|DGUA	LOC120770171|XP_039953320.1|BTRY
OG0003539	LOC117592267|XP_034141816.1|DGUA	LOC120771340|XP_039955218.1|BTRY
OG0003540	LOC117589144|XP_034136721.1|DGUA	LOC120778169|XP_039965839.1|BTRY
OG0003541	LOC117585599|XP_034131035.1|DGUA	LOC120778953|XP_039966961.1|BTRY
OG0003542	LOC117578861|XP_034120541.1|DGUA	LOC120771789|XP_039955918.1|BTRY
OG0003543	LOC117588685|XP_034136025.1|DGUA	LOC120781614|XP_039969784.1|BTRY
OG0003544	LOC117579519|XP_034121317.1|DGUA	LOC120777557|XP_039964880.1|BTRY
OG0003545	LOC117580253|XP_034122569.1|DGUA	LOC120777579|XP_039964923.1|BTRY
OG0003546	LOC117580204|XP_034122489.1|DGUA	LOC120776816|XP_039963767.1|BTRY
OG0003547	LOC117591982|XP_034141313.1|DGUA	LOC120771898|XP_039956104.1|BTRY
OG0003548	LOC117584043|XP_034128711.1|DGUA	LOC120770447|XP_039953854.1|BTRY
OG0003549	LOC117584205|XP_034128906.1|DGUA	LOC120770526|XP_039954007.1|BTRY
OG0003550	LOC117592433|XP_034142079.1|DGUA	LOC120772258|XP_039956695.1|BTRY
OG0003551	LOC117578772|XP_034120368.1|DGUA	LOC120781236|XP_039969308.1|BTRY
OG0003552	LOC117583206|XP_034127307.1|DGUA	LOC120770482|XP_039953924.1|BTRY
OG0003553	LOC117592420|XP_034142053.1|DGUA	LOC120781233|XP_039969305.1|BTRY
OG0003554	LOC117589086|XP_034136614.1|DGUA	LOC120776732|XP_039963593.1|BTRY
OG0003555	LOC117579702|XP_034121584.1|DGUA	LOC120777867|XP_039965353.1|BTRY
OG0003556	LOC117580505|XP_034122983.1|DGUA	LOC120777186|XP_039964286.1|BTRY
OG0003557	LOC117580506|XP_034122986.1|DGUA	LOC120778567|XP_039966365.1|BTRY
OG0003558	LOC117579052|XP_034120639.1|DGUA	LOC120778701|XP_039966592.1|BTRY
OG0003559	LOC117589362|XP_034137149.1|DGUA	LOC120776640|XP_039963399.1|BTRY
OG0003560	LOC117579731|XP_034121619.1|DGUA	LOC120778197|XP_039965875.1|BTRY
OG0003561	LOC117592167|XP_034141652.1|DGUA	LOC120770836|XP_039954359.1|BTRY
OG0003562	LOC117592573|XP_034142349.1|DGUA	LOC120770565|XP_039954077.1|BTRY
OG0003563	LOC117585757|XP_034131304.1|DGUA	LOC120766581|XP_039948111.1|BTRY
OG0003564	LOC117580111|XP_034122281.1|DGUA	LOC120779118|XP_039967247.1|BTRY
OG0003565	LOC117579508|XP_034121302.1|DGUA	LOC120778738|XP_039966638.1|BTRY
OG0003566	LOC117589952|XP_034138134.1|DGUA	LOC120782737|XP_039971107.1|BTRY
OG0003567	LOC117583053|XP_034127118.1|DGUA	LOC120770851|XP_039954388.1|BTRY
OG0003568	LOC117582536|XP_034126275.1|DGUA	LOC120770386|XP_039953741.1|BTRY
OG0003569	LOC117589041|XP_034136560.1|DGUA	LOC120777545|XP_039964868.1|BTRY
OG0003570	LOC117578591|XP_034120065.1|DGUA	LOC120771810|XP_039955949.1|BTRY
OG0003571	LOC117579981|XP_034122050.1|DGUA	LOC120778555|XP_039966340.1|BTRY
OG0003572	LOC117581615|XP_034124888.1|DGUA	LOC120772430|XP_039956976.1|BTRY
OG0003573	LOC117578621|XP_034120116.1|DGUA	LOC120772174|XP_039956554.1|BTRY
OG0003574	LOC117588850|XP_034136240.1|DGUA	LOC120777778|XP_039965233.1|BTRY
OG0003575	LOC117588879|XP_034136279.1|DGUA	LOC120776866|XP_039963857.1|BTRY
OG0003576	LOC117587213|XP_034133659.1|DGUA	LOC120776133|XP_039962598.1|BTRY, LOC120779165|XP_039967324.1|BTRY, LOC120778830|XP_039966774.1|BTRY
OG0003578	LOC117580301|XP_034122680.1|DGUA	LOC120777024|XP_039964070.1|BTRY
OG0003579	LOC117592630|XP_034142457.1|DGUA	LOC120770311|XP_039953616.1|BTRY
OG0003580	LOC117590566|XP_034139202.1|DGUA	LOC120771177|XP_039955002.1|BTRY
OG0003581	LOC117579793|XP_034121753.1|DGUA	LOC120778203|XP_039965881.1|BTRY
OG0003582	LOC117580353|XP_034122762.1|DGUA	LOC120778636|XP_039966465.1|BTRY
OG0003584	LOC117586307|XP_034132160.1|DGUA	LOC120772338|XP_039956818.1|BTRY
OG0003585	LOC117580372|XP_034122795.1|DGUA	LOC120776342|XP_039962828.1|BTRY, LOC120776343|XP_039962829.1|BTRY
OG0003586	LOC117590583|XP_034139230.1|DGUA	LOC120779508|XP_039967751.1|BTRY
OG0003587	LOC117582088|XP_034125541.1|DGUA	LOC120769239|XP_039952072.1|BTRY
OG0003588	LOC117583002|XP_034127044.1|DGUA	LOC120769309|XP_039952182.1|BTRY
