Orthogroup	DGUA.longest_only	DYAK.longest_only
OG0006341	LOC117580783|XP_034123369.1|DGUA	LOC6525946|XP_002101766.2|DYAK
OG0006342	LOC117581070|XP_034123836.1|DGUA	LOC6525944|XP_039229319.1|DYAK
OG0006343	LOC117580863|XP_034123503.1|DGUA	LOC6525942|XP_002101762.1|DYAK
OG0006344	LOC117580911|XP_034123564.1|DGUA	LOC6525592|XP_002101427.1|DYAK
OG0006345	LOC117583650|XP_034127995.1|DGUA	LOC6537775|XP_039231727.1|DYAK
OG0006346	LOC117582959|XP_034126961.1|DGUA	LOC6538072|XP_002098607.1|DYAK
OG0006347	LOC117585264|XP_034130570.1|DGUA	LOC6538750|XP_015049009.1|DYAK
OG0006348	LOC117590279|XP_034138654.1|DGUA	LOC6524357|XP_002100215.1|DYAK
OG0006349	LOC117591481|XP_034140657.1|DGUA	LOC6524484|XP_039229956.1|DYAK
OG0006350	LOC117585498|XP_034130888.1|DGUA	LOC6538019|XP_002098554.1|DYAK
OG0006351	LOC117580681|XP_034123191.1|DGUA	LOC6525131|XP_002100969.1|DYAK
OG0006352	LOC117591800|XP_034141000.1|DGUA	LOC6530451|XP_002091367.1|DYAK
OG0006353	LOC117591455|XP_034140615.1|DGUA	LOC6538842|XP_002099355.1|DYAK
OG0006354	LOC117585642|XP_034131118.1|DGUA	LOC6537800|XP_002098341.2|DYAK
OG0006355	LOC117581067|XP_034123833.1|DGUA	LOC6525930|XP_002101750.2|DYAK
OG0006356	LOC117591176|XP_034140192.1|DGUA	LOC6524458|XP_002100315.1|DYAK
OG0006357	LOC117581160|XP_034123985.1|DGUA	LOC6525698|XP_039226462.1|DYAK
OG0006358	LOC117580168|XP_034122381.1|DGUA	LOC6532407|XP_002093158.3|DYAK
OG0006359	LOC117589930|XP_034138105.1|DGUA	LOC6537197|XP_002097755.1|DYAK
OG0006360	LOC117588622|XP_034135927.1|DGUA	LOC6524006|XP_015045428.1|DYAK
OG0006361	LOC117586581|XP_034132640.1|DGUA	LOC6536151|XP_002096752.1|DYAK, LOC26534953|XP_039231750.1|DYAK
OG0006362	LOC117581383|XP_034124412.1|DGUA	LOC6524392|XP_002100250.1|DYAK
OG0006363	LOC117588297|XP_034135369.1|DGUA	LOC6525878|XP_015046527.1|DYAK
OG0006364	LOC117584720|XP_034129664.1|DGUA	LOC6527353|XP_002088445.2|DYAK
OG0006365	LOC117588616|XP_034135917.1|DGUA	LOC6526107|XP_002101924.1|DYAK
OG0006366	LOC117588315|XP_034135399.1|DGUA	LOC6526103|XP_039231059.1|DYAK
OG0006367	LOC117588598|XP_034135893.1|DGUA	LOC6525909|XP_002101729.1|DYAK
OG0006368	LOC117583271|XP_034127388.1|DGUA	LOC6538906|XP_015049094.1|DYAK
OG0006369	LOC117582987|XP_034127027.1|DGUA	LOC6538908|XP_039232380.1|DYAK
OG0006370	LOC117588727|XP_034136088.1|DGUA	LOC6525846|XP_002101666.1|DYAK
OG0006371	LOC117583367|XP_034127539.1|DGUA	LOC6538941|XP_002099445.1|DYAK
OG0006372	LOC117583721|XP_034128121.1|DGUA	LOC6538313|XP_002098840.1|DYAK
OG0006373	LOC117581159|XP_034123983.1|DGUA	LOC6525282|XP_015046206.1|DYAK
OG0006374	LOC117590517|XP_034139118.1|DGUA	LOC6525362|XP_002101198.1|DYAK
OG0006375	LOC117581636|XP_034124895.1|DGUA	LOC6524825|XP_002100667.1|DYAK
OG0006376	LOC117581474|XP_034124602.1|DGUA	LOC6525908|XP_002101728.1|DYAK
OG0006377	LOC117581254|XP_034124150.1|DGUA	LOC6525822|XP_002101642.1|DYAK
OG0006378	LOC117585841|XP_034131474.1|DGUA	LOC6538013|XP_039232256.1|DYAK
OG0006379	LOC117581017|XP_034123733.1|DGUA	LOC6524775|XP_002100619.1|DYAK
OG0006380	LOC117591008|XP_034139984.1|DGUA	LOC6524230|XP_002100093.1|DYAK
OG0006381	LOC117590338|XP_034138727.1|DGUA	LOC6524703|XP_002100547.2|DYAK
OG0006382	LOC117591056|XP_034140047.1|DGUA	LOC6524561|XP_002100418.1|DYAK
OG0006383	LOC117580697|XP_034123213.1|DGUA	LOC6524584|XP_039230903.1|DYAK
OG0006384	LOC117581213|XP_034124081.1|DGUA	LOC6524583|XP_002100440.1|DYAK
OG0006385	LOC117585628|XP_034131085.1|DGUA	LOC6537801|XP_002098342.1|DYAK
OG0006386	LOC117584304|XP_034129021.1|DGUA	LOC6527055|XP_002088148.1|DYAK
OG0006387	LOC117583453|XP_034127644.1|DGUA	LOC6538881|XP_002099385.1|DYAK
OG0006388	LOC117581183|XP_034124017.1|DGUA	LOC6524083|XP_002099947.3|DYAK
OG0006389	LOC117580847|XP_034123484.1|DGUA	LOC6524084|XP_002099948.1|DYAK
OG0006390	LOC117586088|XP_034131834.1|DGUA	LOC6535532|XP_002096161.1|DYAK
OG0006391	LOC117589512|XP_034137389.1|DGUA	LOC6536924|XP_002097493.1|DYAK
OG0006392	LOC117591152|XP_034140155.1|DGUA	LOC6524118|XP_002099982.1|DYAK
OG0006393	LOC117584377|XP_034129111.1|DGUA	LOC6528922|XP_002089954.1|DYAK
OG0006394	LOC117582827|XP_034126770.1|DGUA	LOC6535431|XP_002096080.1|DYAK
OG0006395	LOC117583280|XP_034127403.1|DGUA	LOC6536334|XP_002096918.1|DYAK
OG0006396	LOC117588761|XP_034136133.1|DGUA	LOC6525144|XP_002100982.1|DYAK
OG0006397	LOC117580971|XP_034123654.1|DGUA	LOC6524284|XP_039230142.1|DYAK
OG0006398	LOC117590996|XP_034139967.1|DGUA	LOC6524016|XP_002099888.1|DYAK
OG0006399	LOC117581390|XP_034124424.1|DGUA	LOC6524827|XP_002100669.1|DYAK
OG0006400	LOC117581381|XP_034124410.1|DGUA	LOC6524826|XP_002100668.1|DYAK
OG0006401	LOC117579388|XP_034121149.1|DGUA	LOC6535033|XP_002095699.2|DYAK
OG0006402	LOC117585122|XP_034130335.1|DGUA	LOC6535889|XP_002096505.1|DYAK
OG0006403	LOC117585101|XP_034130271.1|DGUA	LOC120321927|XP_039232129.1|DYAK
OG0006404	LOC117590201|XP_034138541.1|DGUA	LOC6537394|XP_002097950.1|DYAK
OG0006405	LOC117579303|XP_034121002.1|DGUA	LOC6533995|XP_039229970.1|DYAK
OG0006406	LOC117589716|XP_034137772.1|DGUA	LOC6538112|XP_002098647.1|DYAK
OG0006407	LOC117590459|XP_034138986.1|DGUA	LOC6525274|XP_002101110.1|DYAK
OG0006408	LOC117581607|XP_034124859.1|DGUA	LOC6526059|XP_002101876.1|DYAK
OG0006409	LOC117590539|XP_034139157.1|DGUA	LOC6525533|XP_002101368.1|DYAK
OG0006410	LOC117591494|XP_034140676.1|DGUA	LOC6524986|XP_002100826.1|DYAK
OG0006411	LOC117581337|XP_034124351.1|DGUA	LOC6523985|XP_002099857.1|DYAK
OG0006412	LOC117583282|XP_034127406.1|DGUA	LOC6538364|XP_002098888.1|DYAK
OG0006413	LOC117582773|XP_034126629.1|DGUA	LOC6538362|XP_015048803.1|DYAK
OG0006414	LOC117583525|XP_034127763.1|DGUA	LOC6536250|XP_015047619.1|DYAK
OG0006415	LOC117581277|XP_034124185.1|DGUA	LOC6525977|XP_002101796.2|DYAK
OG0006416	LOC117580964|XP_034123643.1|DGUA	LOC6525440|XP_002101275.1|DYAK
OG0006417	LOC117584582|XP_034129449.1|DGUA	LOC6526648|XP_002087756.1|DYAK
OG0006418	LOC117581075|XP_034123848.1|DGUA	LOC6525597|XP_039229293.1|DYAK
OG0006419	LOC117583552|XP_034127803.1|DGUA	LOC6539010|XP_002099512.1|DYAK
OG0006420	LOC117585280|XP_034130593.1|DGUA	LOC6537938|XP_002098478.1|DYAK
OG0006421	LOC117587624|XP_034134373.1|DGUA	LOC6528124|XP_015054460.2|DYAK
OG0006422	LOC117588010|XP_034134927.1|DGUA	LOC6528118|XP_002089185.1|DYAK
OG0006423	LOC117589872|XP_034138034.1|DGUA	LOC6537743|XP_002098284.1|DYAK
OG0006424	LOC117589875|XP_034138037.1|DGUA	LOC6537744|XP_002098285.1|DYAK
OG0006425	LOC117589696|XP_034137747.1|DGUA	LOC6537741|XP_039232542.1|DYAK
OG0006426	LOC117589694|XP_034137745.1|DGUA	LOC6537740|XP_002098281.1|DYAK
OG0006427	LOC117583267|XP_034127384.1|DGUA	LOC6538237|XP_002098764.1|DYAK
OG0006428	LOC117589644|XP_034137662.1|DGUA	LOC6535873|XP_015047405.1|DYAK
OG0006429	LOC117584898|XP_034129922.1|DGUA	LOC6538795|XP_002099308.1|DYAK
OG0006430	LOC117580013|XP_034122109.1|DGUA	LOC6534764|XP_002095439.1|DYAK
OG0006431	LOC117582742|XP_034126573.1|DGUA	LOC6537991|XP_002098526.2|DYAK
OG0006432	LOC117589962|XP_034138153.1|DGUA	LOC6535643|XP_015047251.2|DYAK
OG0006433	LOC117585007|XP_034130137.1|DGUA	LOC6537949|XP_002098486.1|DYAK
OG0006434	LOC117584739|XP_034129703.1|DGUA	LOC6528002|XP_002089069.1|DYAK
OG0006435	LOC117583360|XP_034127520.1|DGUA	LOC6538291|XP_039232857.1|DYAK
OG0006436	LOC117590306|XP_034138684.1|DGUA	LOC6525587|XP_015046376.1|DYAK
OG0006437	LOC117588519|XP_034135743.1|DGUA	LOC6524630|XP_015045784.1|DYAK
OG0006438	LOC117582641|XP_034126414.1|DGUA	LOC6526306|XP_002087428.1|DYAK
OG0006439	LOC117583170|XP_034127257.1|DGUA	LOC6536714|XP_002097286.1|DYAK
OG0006440	LOC117583171|XP_034127258.1|DGUA	LOC6536715|XP_002097287.1|DYAK
OG0006441	LOC117582738|XP_034126563.1|DGUA	LOC6537556|XP_002098102.2|DYAK
OG0006442	LOC117583341|XP_034127494.1|DGUA	LOC6538665|XP_002099185.1|DYAK
OG0006443	LOC117586585|XP_034132644.1|DGUA	LOC6536149|XP_002096750.1|DYAK
OG0006444	LOC117582865|XP_034126826.1|DGUA	LOC6538833|XP_002099346.1|DYAK
OG0006445	LOC117581225|XP_034124095.1|DGUA	LOC6523839|XP_002099712.1|DYAK
OG0006446	LOC117585374|XP_034130712.1|DGUA	LOC6538574|XP_002099096.2|DYAK
OG0006447	LOC117585669|XP_034131157.1|DGUA	LOC6538581|XP_015048916.1|DYAK
OG0006448	LOC117585658|XP_034131139.1|DGUA	LOC6538759|XP_002099273.1|DYAK
OG0006449	LOC117585439|XP_034130805.1|DGUA	LOC6538762|XP_039231704.1|DYAK
OG0006450	LOC117581892|XP_034125251.1|DGUA	LOC6529459|XP_002090461.1|DYAK
OG0006451	LOC117588503|XP_034135713.1|DGUA	LOC6525225|XP_015046159.1|DYAK
OG0006452	LOC117585547|XP_034130959.1|DGUA	LOC6538606|XP_002099128.1|DYAK
OG0006453	LOC117588977|XP_034136457.1|DGUA	LOC6534319|XP_002094999.1|DYAK
OG0006454	LOC117590741|XP_034139541.1|DGUA	LOC6523864|XP_002099737.3|DYAK
OG0006455	LOC117590194|XP_034138515.1|DGUA	LOC6535267|XP_039231717.1|DYAK
OG0006456	LOC117590097|XP_034138332.1|DGUA	LOC6535270|XP_002095926.1|DYAK
OG0006457	LOC117589936|XP_034138110.1|DGUA	LOC6536955|XP_002097524.1|DYAK
OG0006458	LOC117584244|XP_034128932.1|DGUA	LOC6527983|XP_002089050.1|DYAK
OG0006459	LOC117583463|XP_034127660.1|DGUA	LOC6537762|XP_002098303.1|DYAK
OG0006460	LOC117585587|XP_034131015.1|DGUA	LOC6538785|XP_002099298.1|DYAK
OG0006461	LOC117589928|XP_034138102.1|DGUA	LOC6535909|XP_002096525.1|DYAK
OG0006462	LOC117583430|XP_034127620.1|DGUA	LOC6537917|XP_002098457.3|DYAK
OG0006463	LOC117582760|XP_034126614.1|DGUA	LOC6537171|XP_015048178.1|DYAK
OG0006464	LOC117580193|XP_034122445.1|DGUA	LOC6534782|XP_039230615.1|DYAK
OG0006465	LOC117581132|XP_034123950.1|DGUA	LOC6524472|XP_002100329.2|DYAK
OG0006466	LOC117588737|XP_034136103.1|DGUA	LOC6524382|XP_002100240.2|DYAK
OG0006467	LOC117583043|XP_034127095.1|DGUA	LOC6535596|XP_002096224.1|DYAK
OG0006468	LOC117585157|XP_034130381.1|DGUA	LOC6538766|XP_002099280.1|DYAK
OG0006469	LOC117591407|XP_034140550.1|DGUA	LOC6525133|XP_002100971.1|DYAK
OG0006470	LOC117587409|XP_034133958.1|DGUA	LOC6534574|XP_002095250.2|DYAK
OG0006471	LOC117585150|XP_034130372.1|DGUA	LOC6538777|XP_002099291.3|DYAK
OG0006472	LOC117585146|XP_034130367.1|DGUA	LOC6538779|XP_002099293.1|DYAK
OG0006473	LOC117589357|XP_034137134.1|DGUA	LOC6533536|XP_015050129.1|DYAK
OG0006474	LOC117590067|XP_034138292.1|DGUA	LOC6531369|XP_002092172.1|DYAK
OG0006475	LOC117582748|XP_034126579.1|DGUA	LOC6537602|XP_002098148.2|DYAK
OG0006476	LOC117581216|XP_034124085.1|DGUA	LOC6524081|XP_039230631.1|DYAK
OG0006477	LOC117580814|XP_034123422.1|DGUA	LOC6524305|XP_039233142.1|DYAK
OG0006478	LOC117585796|XP_034131389.1|DGUA	LOC6538804|XP_002099317.2|DYAK
OG0006479	LOC117585788|XP_034131370.1|DGUA	LOC6538802|XP_039232712.1|DYAK
OG0006480	LOC117581314|XP_034124269.1|DGUA	LOC6528483|XP_002089529.3|DYAK
OG0006481	LOC117582181|XP_034125676.1|DGUA	LOC6527329|XP_002088421.1|DYAK
OG0006482	LOC117582700|XP_034126495.1|DGUA	LOC6538094|XP_002098628.3|DYAK
OG0006483	LOC117582893|XP_034126876.1|DGUA	LOC6538635|XP_002099155.1|DYAK
OG0006484	LOC117582889|XP_034126867.1|DGUA	LOC6538633|XP_039231649.1|DYAK
OG0006485	LOC117585318|XP_034130641.1|DGUA	LOC6536194|XP_002096785.1|DYAK
OG0006486	LOC117586060|XP_034131797.1|DGUA	LOC6536542|XP_015047809.1|DYAK
OG0006487	LOC117589746|XP_034137818.1|DGUA	LOC6536487|XP_002097065.1|DYAK
OG0006488	LOC117589294|XP_034136977.1|DGUA	LOC6532286|XP_002093046.1|DYAK
OG0006489	LOC117589935|XP_034138109.1|DGUA	LOC6538133|XP_002098668.1|DYAK
OG0006490	LOC117585096|XP_034130257.1|DGUA	LOC26535620|XP_039232333.1|DYAK
OG0006491	LOC117582038|XP_034125471.1|DGUA	LOC6529599|XP_002090593.1|DYAK
OG0006492	LOC117585198|XP_034130467.1|DGUA	LOC6537537|XP_002098083.1|DYAK
OG0006493	LOC117580634|XP_034123113.1|DGUA	LOC6525667|XP_002101489.1|DYAK
OG0006494	LOC117580705|XP_034123248.1|DGUA	LOC6524809|XP_039229430.1|DYAK
OG0006495	LOC117588465|XP_034135645.1|DGUA	LOC6524879|XP_039226533.1|DYAK
OG0006496	LOC117585144|XP_034130365.1|DGUA	LOC6538776|XP_002099290.1|DYAK
OG0006497	LOC117589824|XP_034137947.1|DGUA	LOC6536889|XP_002097458.1|DYAK
OG0006498	LOC117589759|XP_034137837.1|DGUA	LOC6536887|XP_002097456.1|DYAK
OG0006499	LOC117583829|XP_034128308.1|DGUA	LOC6538999|XP_039231048.1|DYAK
OG0006500	LOC117584799|XP_034129809.1|DGUA	LOC6527996|XP_002089063.2|DYAK
OG0006501	LOC117591456|XP_034140617.1|DGUA	LOC6538841|XP_002099354.1|DYAK
OG0006502	LOC117591464|XP_034140639.1|DGUA	LOC6538845|XP_015049072.2|DYAK
OG0006503	LOC117591466|XP_034140642.1|DGUA	LOC6538847|XP_002099360.2|DYAK
OG0006504	LOC117591465|XP_034140640.1|DGUA	LOC6538848|XP_002099361.1|DYAK
OG0006505	LOC117585830|XP_034131457.1|DGUA	LOC6538003|XP_002098538.1|DYAK
OG0006506	LOC117579685|XP_034121563.1|DGUA	LOC6532672|XP_002093416.1|DYAK
OG0006507	LOC117590051|XP_034138262.1|DGUA	LOC6535477|XP_015047170.2|DYAK
OG0006508	LOC117590054|XP_034138265.1|DGUA	LOC6535479|XP_002096110.1|DYAK
OG0006509	LOC117580902|XP_034123553.1|DGUA	LOC6526064|XP_039229765.1|DYAK
OG0006510	LOC117589853|XP_034138005.1|DGUA	LOC6536516|XP_002097093.1|DYAK
OG0006511	LOC117589805|XP_034137908.1|DGUA	LOC6536890|XP_002097459.2|DYAK
OG0006512	LOC117589669|XP_034137701.1|DGUA	LOC6535829|XP_002096450.1|DYAK
OG0006513	LOC117589810|XP_034137919.1|DGUA	LOC6536899|XP_015047991.1|DYAK
OG0006514	LOC117582956|XP_034126956.1|DGUA	LOC6538613|XP_002099135.1|DYAK
OG0006515	LOC117585710|XP_034131238.1|DGUA	LOC6535634|XP_002096262.2|DYAK
OG0006516	LOC117582931|XP_034126922.1|DGUA	LOC6538677|XP_039232070.1|DYAK
OG0006517	LOC117583826|XP_034128305.1|DGUA	LOC6538679|XP_002099198.1|DYAK
OG0006518	LOC117583605|XP_034127901.1|DGUA	LOC6538678|XP_039232053.1|DYAK
OG0006519	LOC117583828|XP_034128307.1|DGUA	LOC6538680|XP_002099199.2|DYAK
OG0006520	LOC117583625|XP_034127965.1|DGUA	LOC6538818|XP_002099331.1|DYAK
OG0006521	LOC117589751|XP_034137823.1|DGUA	LOC6537332|XP_002097889.1|DYAK
OG0006522	LOC117583620|XP_034127956.1|DGUA	LOC6538814|XP_002099327.1|DYAK
OG0006523	LOC117583819|XP_034128296.1|DGUA	LOC6537192|XP_002097750.1|DYAK
OG0006524	LOC117583906|XP_034128474.1|DGUA	LOC6527057|XP_002088150.1|DYAK
OG0006525	LOC117591349|XP_034140466.1|DGUA, LOC117591346|XP_034140462.1|DGUA, LOC117591582|XP_034140792.1|DGUA	LOC26535979|XP_039226088.1|DYAK
OG0006526	LOC117583132|XP_034127213.1|DGUA	LOC6537592|XP_039231844.1|DYAK
OG0006527	LOC117583093|XP_034127163.1|DGUA	LOC6537590|XP_002098136.1|DYAK
OG0006528	LOC117583004|XP_034127046.1|DGUA	LOC6537589|XP_002098135.1|DYAK
OG0006529	LOC117583079|XP_034127146.1|DGUA	LOC6537585|XP_002098131.2|DYAK
OG0006530	LOC117583130|XP_034127212.1|DGUA	LOC6537583|XP_002098129.1|DYAK
OG0006531	LOC117583135|XP_034127217.1|DGUA	LOC6537579|XP_002098125.1|DYAK
OG0006532	LOC117583476|XP_034127676.1|DGUA	LOC6537572|XP_002098118.1|DYAK
OG0006533	LOC117591900|XP_034141178.1|DGUA	LOC6530564|XP_002091477.1|DYAK
OG0006534	LOC117583218|XP_034127328.1|DGUA	LOC6537187|XP_002097745.1|DYAK
OG0006535	LOC117585597|XP_034131032.1|DGUA	LOC6538789|XP_002099302.1|DYAK
OG0006536	LOC117583740|XP_034128147.1|DGUA	LOC6537546|XP_002098092.1|DYAK
OG0006537	LOC117583561|XP_034127820.1|DGUA	LOC6538350|XP_002098875.1|DYAK
OG0006538	LOC117582815|XP_034126741.1|DGUA	LOC6538267|XP_039232870.1|DYAK
OG0006539	LOC117583844|XP_034128352.1|DGUA	LOC6538174|XP_002098702.1|DYAK
OG0006540	LOC117585396|XP_034130751.1|DGUA	LOC6537659|XP_015048457.1|DYAK
OG0006541	LOC117583090|XP_034127159.1|DGUA	LOC6538078|XP_002098612.1|DYAK
OG0006542	LOC117583092|XP_034127161.1|DGUA	LOC6538077|XP_002098611.1|DYAK
OG0006543	LOC117583699|XP_034128071.1|DGUA	LOC6538332|XP_015048782.1|DYAK
OG0006544	LOC117585098|XP_034130263.1|DGUA	LOC120321707|XP_039231057.1|DYAK
OG0006545	LOC117580764|XP_034123349.1|DGUA	LOC6523815|XP_002099690.1|DYAK
OG0006546	LOC117585849|XP_034131484.1|DGUA	LOC6537838|XP_002098379.1|DYAK
OG0006547	LOC117583438|XP_034127627.1|DGUA	LOC6538684|XP_039232037.1|DYAK
OG0006548	LOC117589604|XP_034137570.1|DGUA	LOC6536960|XP_002097529.1|DYAK
OG0006549	LOC117586726|XP_034132913.1|DGUA	LOC6537042|XP_002097609.1|DYAK
OG0006550	LOC117583707|XP_034128085.1|DGUA	LOC6539022|XP_002099524.1|DYAK
OG0006551	LOC117581261|XP_034124160.1|DGUA	LOC6525828|XP_002101648.1|DYAK
OG0006552	LOC117581002|XP_034123699.1|DGUA	LOC6525825|XP_002101645.1|DYAK
OG0006553	LOC117583038|XP_034127090.1|DGUA	LOC6538303|XP_002098830.1|DYAK
OG0006554	LOC117589636|XP_034137622.1|DGUA	LOC6535922|XP_039231521.1|DYAK
OG0006555	LOC117590030|XP_034138217.1|DGUA	LOC6535256|XP_002095912.1|DYAK
OG0006556	LOC117583351|XP_034127512.1|DGUA	LOC6536997|XP_002097566.2|DYAK
OG0006557	LOC117581790|XP_034125111.1|DGUA	LOC6536636|XP_002097208.1|DYAK
OG0006558	LOC117583054|XP_034127106.1|DGUA	LOC6537859|XP_015048553.1|DYAK
OG0006559	LOC117589508|XP_034137380.1|DGUA	LOC6536438|XP_002097019.1|DYAK
OG0006560	LOC117583010|XP_034127051.1|DGUA	LOC6538001|XP_002098536.1|DYAK
OG0006561	LOC117583151|XP_034127233.1|DGUA	LOC6538000|XP_002098535.1|DYAK
OG0006562	LOC117583231|XP_034127341.1|DGUA	LOC6538294|XP_002098821.1|DYAK
OG0006563	LOC117583025|XP_034127068.1|DGUA	LOC6536806|XP_002097376.1|DYAK
OG0006564	LOC117583024|XP_034127066.1|DGUA	LOC6536804|XP_002097374.2|DYAK
OG0006565	LOC117583156|XP_034127241.1|DGUA	LOC6536730|XP_002097302.3|DYAK
OG0006566	LOC117583832|XP_034128316.1|DGUA	LOC6537284|XP_015048257.1|DYAK
OG0006567	LOC117582783|XP_034126647.1|DGUA	LOC6537875|XP_002098416.1|DYAK
OG0006568	LOC117582781|XP_034126645.1|DGUA	LOC6537874|XP_002098415.1|DYAK
OG0006569	LOC117580426|XP_034122871.1|DGUA	LOC6533122|XP_039230229.1|DYAK
OG0006570	LOC117586545|XP_034132597.1|DGUA	LOC6535380|XP_015047098.1|DYAK
OG0006571	LOC117583329|XP_034127481.1|DGUA	LOC6537771|XP_002098312.1|DYAK
OG0006572	LOC117585490|XP_034130876.1|DGUA	LOC26534884|XP_015047828.1|DYAK
OG0006573	LOC117586259|XP_034132092.1|DGUA	LOC6537619|XP_002098165.1|DYAK
OG0006574	LOC117589849|XP_034137996.1|DGUA	LOC6536515|XP_015047794.1|DYAK
OG0006575	LOC117585570|XP_034130994.1|DGUA	LOC6538055|XP_002098590.1|DYAK
OG0006576	LOC117583645|XP_034127989.1|DGUA	LOC6538648|XP_002099168.1|DYAK
OG0006577	LOC117585317|XP_034130640.1|DGUA	LOC6536193|XP_002096784.1|DYAK
OG0006578	LOC117583642|XP_034127981.1|DGUA	LOC6538649|XP_039231394.1|DYAK
OG0006579	LOC117588089|XP_034135050.1|DGUA	LOC6527756|XP_002088836.1|DYAK
OG0006580	LOC117589845|XP_034137992.1|DGUA	LOC6537444|XP_002098000.1|DYAK
OG0006581	LOC117586542|XP_034132592.1|DGUA	LOC6535377|XP_002096027.1|DYAK
OG0006582	LOC117586621|XP_034132718.1|DGUA	LOC6535467|XP_002096098.1|DYAK
OG0006583	LOC117583508|XP_034127741.1|DGUA	LOC6537459|XP_002098015.3|DYAK
OG0006584	LOC117581863|XP_034125216.1|DGUA	LOC6526722|XP_002087825.1|DYAK
OG0006585	LOC117584567|XP_034129425.1|DGUA	LOC6527660|XP_015053760.2|DYAK
OG0006586	LOC117583635|XP_034127975.1|DGUA	LOC6537962|XP_002098499.1|DYAK
OG0006587	LOC117583624|XP_034127963.1|DGUA	LOC6537963|XP_002098500.3|DYAK
OG0006588	LOC117585236|XP_034130527.1|DGUA	LOC6536687|XP_002097260.3|DYAK
OG0006589	LOC117586146|XP_034131930.1|DGUA	LOC6536121|XP_002096729.1|DYAK
OG0006590	LOC117586293|XP_034132139.1|DGUA	LOC6536129|XP_002096730.1|DYAK
OG0006591	LOC117587301|XP_034133785.1|DGUA	LOC6534695|XP_002095370.3|DYAK
OG0006592	LOC117583185|XP_034127277.1|DGUA	LOC6536464|XP_002097045.1|DYAK
OG0006593	LOC117583184|XP_034127275.1|DGUA	LOC6536463|XP_002097044.1|DYAK
OG0006594	LOC117579382|XP_034121145.1|DGUA	LOC6532548|XP_002093293.1|DYAK
OG0006595	LOC117578796|XP_034120413.1|DGUA	LOC6531479|XP_039228045.1|DYAK
OG0006596	LOC117592551|XP_034142320.1|DGUA	LOC6530999|XP_002091837.1|DYAK
OG0006597	LOC117589114|XP_034136682.1|DGUA	LOC6533495|XP_002094206.1|DYAK
OG0006598	LOC117584654|XP_034129573.1|DGUA	LOC6527988|XP_002089055.1|DYAK
OG0006599	LOC117586840|XP_034133022.1|DGUA	LOC6533653|XP_002094359.1|DYAK
OG0006600	LOC117579853|XP_034121850.1|DGUA	LOC6533337|XP_015049922.1|DYAK
OG0006601	LOC117579171|XP_034120825.1|DGUA	LOC6533849|XP_002094549.1|DYAK
OG0006602	LOC117579172|XP_034120826.1|DGUA	LOC6533848|XP_015050285.1|DYAK
OG0006603	LOC117579169|XP_034120823.1|DGUA	LOC6533847|XP_002094547.1|DYAK
OG0006604	LOC117587458|XP_034134070.1|DGUA	LOC6534564|XP_002095240.1|DYAK
OG0006605	LOC117581005|XP_034123703.1|DGUA	LOC6523995|XP_002099867.2|DYAK
OG0006606	LOC117589454|XP_034137295.1|DGUA	LOC6533215|XP_002093941.1|DYAK
OG0006607	LOC117586824|XP_034132994.1|DGUA	LOC6533623|XP_015050192.1|DYAK
OG0006608	LOC117586550|XP_034132603.1|DGUA	LOC6535389|XP_002096039.2|DYAK
OG0006609	LOC117589664|XP_034137692.1|DGUA	LOC6536212|XP_002096803.1|DYAK
OG0006610	LOC117588900|XP_034136340.1|DGUA	LOC6535109|XP_015051009.2|DYAK
OG0006611	LOC117587052|XP_034133378.1|DGUA	LOC6532466|XP_002093213.1|DYAK
OG0006612	LOC117586869|XP_034133057.1|DGUA	LOC6532467|XP_002093214.1|DYAK
OG0006613	LOC117587060|XP_034133392.1|DGUA	LOC6532468|XP_002093215.1|DYAK
OG0006614	LOC117587045|XP_034133367.1|DGUA	LOC6532469|XP_015049377.1|DYAK
OG0006615	LOC117587042|XP_034133364.1|DGUA	LOC6532475|XP_002093221.1|DYAK
OG0006616	LOC117579135|XP_034120767.1|DGUA	LOC6532648|XP_002093392.1|DYAK
OG0006617	LOC117587001|XP_034133297.1|DGUA	LOC6534303|XP_002094984.1|DYAK
OG0006618	LOC117589384|XP_034137189.1|DGUA	LOC6533544|XP_015050141.1|DYAK
OG0006619	LOC117589165|XP_034136763.1|DGUA	LOC6533529|XP_002094239.1|DYAK
OG0006620	LOC117589155|XP_034136748.1|DGUA	LOC6533526|XP_002094236.1|DYAK
OG0006621	LOC117579649|XP_034121519.1|DGUA	LOC6533290|XP_002094016.1|DYAK
OG0006622	LOC117589292|XP_034136974.1|DGUA	LOC6532280|XP_002093045.1|DYAK
OG0006623	LOC117589300|XP_034136984.1|DGUA	LOC6532271|XP_002093042.1|DYAK
OG0006624	LOC117592606|XP_034142380.1|DGUA	LOC6528307|XP_015054436.1|DYAK
OG0006625	LOC117592614|XP_034142390.1|DGUA	LOC6528308|XP_039226662.1|DYAK
OG0006626	LOC117578427|XP_034119779.1|DGUA	LOC6529103|XP_002090116.1|DYAK
OG0006627	LOC117578843|XP_034120517.1|DGUA	LOC6528533|XP_002089579.1|DYAK
OG0006628	LOC117578839|XP_034120505.1|DGUA	LOC6528535|XP_039226498.1|DYAK
OG0006629	LOC117592365|XP_034141994.1|DGUA	LOC6530714|XP_002091605.1|DYAK
