Orthogroup	DGUA.longest_only	DVIR.longest_only
OG0004143	LOC117582777|XP_034126638.1|DGUA	LOC6630788|XP_002054822.2|DVIR
OG0004144	LOC117588109|XP_034135071.1|DGUA	LOC6629151|XP_002052445.2|DVIR
OG0004145	LOC117589215|XP_034136851.1|DGUA	LOC6623917|XP_002046871.2|DVIR
OG0004146	LOC117585891|XP_034131538.1|DGUA	LOC6631097|XP_032291073.1|DVIR
OG0004147	LOC117587848|XP_034134706.1|DGUA	LOC6633957|XP_002057760.1|DVIR
OG0004148	LOC117589599|XP_034137563.1|DGUA	LOC6630430|XP_015027095.1|DVIR
OG0004149	LOC117586327|XP_034132209.1|DGUA	LOC6632862|XP_002056673.2|DVIR
OG0004150	LOC117585426|XP_034130791.1|DGUA	LOC6632657|XP_002056463.1|DVIR
OG0004151	LOC117582762|XP_034126616.1|DGUA	LOC6629468|XP_002053884.1|DVIR
OG0004152	LOC117586759|XP_034132960.1|DGUA	LOC6633050|XP_002056758.2|DVIR
OG0004153	LOC117578509|XP_034119938.1|DGUA	LOC6625474|XP_002050150.1|DVIR
OG0004154	LOC117589257|XP_034136923.1|DGUA	LOC6624017|XP_002046247.1|DVIR
OG0004155	LOC117585531|XP_034130939.1|DGUA	LOC116652173|XP_032296076.1|DVIR, LOC6633137|XP_002056376.1|DVIR
OG0004156	LOC117585611|XP_034131057.1|DGUA	LOC116649754|XP_032293732.1|DVIR, LOC26531786|XP_015027943.1|DVIR, LOC6629538|XP_002053666.2|DVIR
OG0004157	LOC117590344|XP_034138734.1|DGUA	LOC6631980|XP_002055605.2|DVIR
OG0004158	LOC117587195|XP_034133630.1|DGUA	LOC6623224|XP_002047786.1|DVIR
OG0004159	LOC117585931|XP_034131587.1|DGUA	LOC6630677|XP_002054610.1|DVIR
OG0004160	LOC117587118|XP_034133505.1|DGUA	LOC6623519|XP_002046543.1|DVIR
OG0004161	LOC117585515|XP_034130906.1|DGUA	LOC6630132|XP_015027518.1|DVIR
OG0004162	LOC117586630|XP_034132742.1|DGUA	LOC6629802|XP_002053378.1|DVIR
OG0004163	LOC117590046|XP_034138255.1|DGUA	LOC6632837|XP_002056345.1|DVIR
OG0004164	LOC117586021|XP_034131745.1|DGUA	LOC6629998|XP_032294799.1|DVIR
OG0004165	LOC117578638|XP_034120135.1|DGUA	LOC6625904|XP_015029395.1|DVIR
OG0004166	LOC117580447|XP_034122941.1|DGUA	LOC6625439|XP_002049975.1|DVIR
OG0004167	LOC117585680|XP_034131172.1|DGUA	LOC6633152|XP_002056601.2|DVIR
OG0004168	LOC117583824|XP_034128299.1|DGUA	LOC6630341|XP_002053016.1|DVIR
OG0004169	LOC117580937|XP_034123609.1|DGUA	LOC6636095|XP_002059584.3|DVIR
OG0004170	LOC117588600|XP_034135899.1|DGUA	LOC6628154|XP_002051645.2|DVIR, LOC6635576|XP_002058990.1|DVIR
OG0004171	LOC117581063|XP_034123826.1|DGUA	LOC6636056|XP_002059520.1|DVIR
OG0004172	LOC117590348|XP_034138767.1|DGUA	LOC6631484|XP_032296108.1|DVIR
OG0004173	LOC117579968|XP_034122036.1|DGUA	LOC6626457|XP_002049146.2|DVIR
OG0004174	LOC117592515|XP_034142254.1|DGUA	LOC6635328|XP_015024693.1|DVIR
OG0004175	LOC117580627|XP_034123105.1|DGUA	LOC6624967|XP_032293009.1|DVIR
OG0004176	LOC117586817|XP_034132986.1|DGUA	LOC6624647|XP_002046591.1|DVIR
OG0004177	LOC117585662|XP_034131145.1|DGUA	LOC6629537|XP_002053665.2|DVIR
OG0004178	LOC117590119|XP_034138361.1|DGUA	LOC6633056|XP_032289840.1|DVIR
OG0004179	LOC117581325|XP_034124324.1|DGUA	LOC6633266|XP_002057147.1|DVIR
OG0004180	LOC117586342|XP_034132235.1|DGUA	LOC6632453|XP_015026160.1|DVIR
OG0004181	LOC117585036|XP_034130179.1|DGUA	LOC6630775|XP_015027765.1|DVIR
OG0004183	LOC117589410|XP_034137232.1|DGUA	LOC6623237|XP_032290616.1|DVIR
OG0004184	LOC117579570|XP_034121385.1|DGUA	LOC6624161|XP_002046305.1|DVIR
OG0004185	LOC117584744|XP_034129719.1|DGUA	LOC6627366|XP_002051673.2|DVIR
OG0004186	LOC117580716|XP_034123270.1|DGUA	LOC6633492|XP_002057351.1|DVIR
OG0004187	LOC117586282|XP_034132127.1|DGUA	LOC6632350|XP_032289839.1|DVIR
OG0004188	LOC117585975|XP_034131679.1|DGUA	LOC6630268|XP_002053697.1|DVIR
OG0004189	LOC117585982|XP_034131690.1|DGUA	LOC116649719|XP_032293908.1|DVIR
OG0004190	LOC117586704|XP_034132865.1|DGUA	LOC6632343|XP_032289789.1|DVIR
OG0004191	LOC117586709|XP_034132870.1|DGUA	LOC6632340|XP_002056408.1|DVIR
OG0004192	LOC117586570|XP_034132622.1|DGUA	LOC6630137|XP_002053620.1|DVIR
OG0004193	LOC117590866|XP_034139777.1|DGUA	LOC6636004|XP_002059504.2|DVIR
OG0004194	LOC117585620|XP_034131075.1|DGUA	LOC6629653|XP_002053563.1|DVIR
OG0004195	LOC117581372|XP_034124399.1|DGUA	LOC6633847|XP_002057199.1|DVIR
OG0004196	LOC117589717|XP_034137773.1|DGUA	LOC6632950|XP_002055859.2|DVIR
OG0004197	LOC117590130|XP_034138394.1|DGUA	LOC6632365|XP_002056726.1|DVIR
OG0004198	LOC117584912|XP_034129950.1|DGUA	LOC6629379|XP_002053543.1|DVIR
OG0004199	LOC117586252|XP_034132084.1|DGUA	LOC6629504|XP_002053166.1|DVIR
OG0004200	LOC117587687|XP_034134475.1|DGUA	LOC6626881|XP_002049718.1|DVIR
OG0004201	LOC117582705|XP_034126512.1|DGUA	LOC6630482|XP_002053758.1|DVIR
OG0004202	LOC117585638|XP_034131114.1|DGUA	LOC6630060|XP_002054282.1|DVIR
OG0004203	LOC117585959|XP_034131653.1|DGUA	LOC6630329|XP_032290362.1|DVIR
OG0004204	LOC117580335|XP_034122728.1|DGUA	LOC6624540|XP_032290933.1|DVIR
OG0004205	LOC117579652|XP_034121527.1|DGUA	LOC6622588|XP_002047973.1|DVIR
OG0004206	LOC117586195|XP_034132013.1|DGUA	LOC6632557|XP_002056540.1|DVIR
OG0004207	LOC117586206|XP_034132035.1|DGUA	LOC6632556|XP_015025812.1|DVIR
OG0004208	LOC117590180|XP_034138469.1|DGUA	LOC6632576|XP_002056741.1|DVIR
OG0004209	LOC117583168|XP_034127253.1|DGUA	LOC6629406|XP_002053063.1|DVIR
OG0004210	LOC117589958|XP_034138147.1|DGUA	LOC6635195|XP_002058470.1|DVIR
OG0004211	LOC117584041|XP_034128670.1|DGUA	LOC6628670|XP_002051844.1|DVIR
OG0004212	LOC117586634|XP_034132746.1|DGUA	LOC6629799|XP_032290634.1|DVIR
OG0004213	LOC117586593|XP_034132661.1|DGUA	LOC6629441|XP_002053158.1|DVIR
OG0004214	LOC117587253|XP_034133757.1|DGUA	LOC6626448|XP_032292926.1|DVIR
OG0004215	LOC117592065|XP_034141454.1|DGUA	LOC6624924|XP_002049349.2|DVIR
OG0004216	LOC117579750|XP_034121658.1|DGUA	LOC6624357|XP_032290851.1|DVIR
OG0004217	LOC117580224|XP_034122529.1|DGUA	LOC6623508|XP_002046948.1|DVIR
OG0004218	LOC117581235|XP_034124112.1|DGUA	LOC6629871|XP_002053380.1|DVIR
OG0004219	LOC117586520|XP_034132543.1|DGUA	LOC6629277|XP_002054685.1|DVIR
OG0004220	LOC117586465|XP_034132422.1|DGUA	LOC6630982|XP_032293793.1|DVIR
OG0004221	LOC117590131|XP_034138395.1|DGUA	LOC6629905|XP_002053403.1|DVIR
OG0004222	LOC117585988|XP_034131699.1|DGUA	LOC6630897|XP_002053126.1|DVIR, LOC116651719|XP_032294577.1|DVIR
OG0004223	LOC117586635|XP_034132747.1|DGUA	LOC6630076|XP_002053086.1|DVIR
OG0004224	LOC117586652|XP_034132779.1|DGUA	LOC6630670|XP_032295218.1|DVIR
OG0004225	LOC117588527|XP_034135776.1|DGUA	LOC6632028|XP_002055018.1|DVIR
OG0004226	LOC117586720|XP_034132904.1|DGUA	LOC6629851|XP_015027242.2|DVIR
OG0004227	LOC117586217|XP_034132046.1|DGUA	LOC6630332|XP_032290369.1|DVIR
OG0004228	LOC117586219|XP_034132047.1|DGUA	LOC6630331|XP_002053352.2|DVIR
OG0004229	LOC117591526|XP_034140745.1|DGUA	LOC6627153|XP_032293028.1|DVIR
OG0004230	LOC117590515|XP_034139098.1|DGUA	LOC6633883|XP_032296051.1|DVIR
OG0004231	LOC117579392|XP_034121156.1|DGUA	LOC6623588|XP_002046314.1|DVIR
OG0004232	LOC117579395|XP_034121163.1|DGUA	LOC6624234|XP_015030975.1|DVIR
OG0004233	LOC117579394|XP_034121162.1|DGUA	LOC6623562|XP_032291178.1|DVIR
OG0004234	LOC117579396|XP_034121165.1|DGUA	LOC6624112|XP_015030972.1|DVIR
OG0004235	LOC117590998|XP_034139969.1|DGUA	LOC6631495|XP_002055129.1|DVIR
OG0004236	LOC117586081|XP_034131828.1|DGUA	LOC6630366|XP_002054902.3|DVIR
OG0004237	LOC117586002|XP_034131721.1|DGUA	LOC6632672|XP_032289525.1|DVIR
OG0004238	LOC117585124|XP_034130338.1|DGUA	LOC6629657|XP_002053596.1|DVIR
OG0004239	LOC117590170|XP_034138456.1|DGUA	LOC6630126|XP_002053397.1|DVIR
OG0004240	LOC117586540|XP_034132588.1|DGUA	LOC6633098|XP_002056578.1|DVIR
OG0004241	LOC117586297|XP_034132144.1|DGUA	LOC6629353|XP_002053269.1|DVIR
OG0004242	LOC117586610|XP_034132690.1|DGUA	LOC6632458|XP_032289657.1|DVIR
OG0004243	LOC117589115|XP_034136684.1|DGUA	LOC6622251|XP_002046942.1|DVIR
OG0004244	LOC117585624|XP_034131080.1|DGUA	LOC6629652|XP_002053562.1|DVIR
OG0004245	LOC117586960|XP_034133223.1|DGUA	LOC6622739|XP_002047038.1|DVIR
OG0004246	LOC117579114|XP_034120732.1|DGUA	LOC6622848|XP_002048592.1|DVIR
OG0004247	LOC117580997|XP_034123694.1|DGUA	LOC6633427|XP_002057220.1|DVIR
OG0004248	LOC117585817|XP_034131441.1|DGUA	LOC6625571|XP_002049596.1|DVIR
OG0004249	LOC117587437|XP_034134009.1|DGUA	LOC6636832|XP_002060305.1|DVIR
OG0004250	LOC117588200|XP_034135224.1|DGUA	LOC6634327|XP_002057680.2|DVIR
OG0004251	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA	LOC6632183|XP_002055638.3|DVIR
OG0004252	LOC117586686|XP_034132834.1|DGUA	LOC6633093|XP_002056276.1|DVIR
OG0004253	LOC117586029|XP_034131756.1|DGUA	LOC6629602|XP_002054667.1|DVIR
OG0004254	LOC117591371|XP_034140501.1|DGUA	LOC6634543|XP_002058287.1|DVIR
OG0004255	LOC117583931|XP_034128504.1|DGUA	LOC6629002|XP_002052105.2|DVIR
OG0004256	LOC117592101|XP_034141509.1|DGUA	LOC6625725|XP_032293111.1|DVIR
OG0004257	LOC117583621|XP_034127960.1|DGUA	LOC6635210|XP_002058398.1|DVIR
OG0004258	LOC117586672|XP_034132813.1|DGUA	LOC6629675|XP_032290814.1|DVIR
OG0004259	LOC117592103|XP_034141512.1|DGUA	LOC6626084|XP_002049022.1|DVIR
OG0004260	LOC117585761|XP_034131308.1|DGUA	LOC6629382|XP_032293000.1|DVIR
OG0004261	LOC117586653|XP_034132782.1|DGUA	LOC6630672|XP_002054630.1|DVIR
OG0004262	LOC117585779|XP_034131356.1|DGUA	LOC6629526|XP_002053328.1|DVIR
OG0004263	LOC117586034|XP_034131770.1|DGUA	LOC6630536|XP_032294916.1|DVIR
OG0004264	LOC117586616|XP_034132711.1|DGUA	LOC6630278|XP_002054889.2|DVIR
OG0004265	LOC117586702|XP_034132860.1|DGUA	LOC6632337|XP_002056405.1|DVIR
OG0004266	LOC117586713|XP_034132880.1|DGUA	LOC6630815|XP_002053360.1|DVIR
OG0004267	LOC117590113|XP_034138354.1|DGUA	LOC6630120|XP_002053391.1|DVIR
OG0004268	LOC117582955|XP_034126960.1|DGUA	LOC6624859|XP_032293108.1|DVIR
OG0004269	LOC117585786|XP_034131371.1|DGUA	LOC6625960|XP_015029423.1|DVIR
OG0004270	LOC117584750|XP_034129737.1|DGUA	LOC26530602|XP_015030226.1|DVIR
OG0004271	LOC117592334|XP_034141918.1|DGUA	LOC6626223|XP_002049799.1|DVIR
OG0004272	LOC117586097|XP_034131845.1|DGUA	LOC6630591|XP_002053282.1|DVIR
OG0004273	LOC117582803|XP_034126724.1|DGUA	LOC6629846|XP_002054467.2|DVIR
OG0004274	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA	LOC6636002|XP_002059502.2|DVIR
OG0004275	LOC117581082|XP_034123857.1|DGUA	LOC6632098|XP_002055513.2|DVIR
OG0004276	LOC117589441|XP_034137271.1|DGUA	LOC6623810|XP_002048310.1|DVIR
OG0004277	LOC117580089|XP_034122233.1|DGUA	LOC6623706|XP_002048615.1|DVIR
OG0004278	LOC117588426|XP_034135597.1|DGUA	LOC6633645|XP_002056839.1|DVIR
OG0004279	LOC117582458|XP_034126075.1|DGUA	LOC6628371|XP_015028550.1|DVIR
OG0004280	LOC117581059|XP_034123795.1|DGUA	LOC6636053|XP_032296062.1|DVIR
OG0004281	LOC117588532|XP_034135784.1|DGUA	LOC6627009|XP_002049619.1|DVIR
OG0004282	LOC117584095|XP_034128737.1|DGUA	LOC6625291|XP_002049776.1|DVIR
OG0004283	LOC117584105|XP_034128749.1|DGUA	LOC6625290|XP_032292907.1|DVIR
OG0004284	LOC117584475|XP_034129290.1|DGUA	LOC26530847|XP_015028866.2|DVIR
OG0004285	LOC117585493|XP_034130881.1|DGUA	LOC6630255|XP_002053769.1|DVIR
OG0004286	LOC117580079|XP_034122216.1|DGUA	LOC6623554|XP_002048609.1|DVIR
OG0004287	LOC117580080|XP_034122219.1|DGUA	LOC6623641|XP_002048610.1|DVIR
OG0004288	LOC117580268|XP_034122599.1|DGUA	LOC6623478|XP_002048603.1|DVIR
OG0004289	LOC117580202|XP_034122482.1|DGUA	LOC6624464|XP_032291165.1|DVIR
OG0004290	LOC117592127|XP_034141562.1|DGUA	LOC6626364|XP_002050693.1|DVIR
OG0004291	LOC117584015|XP_034128641.1|DGUA	LOC6625278|XP_002049863.1|DVIR
OG0004292	LOC117580310|XP_034122694.1|DGUA	LOC26530770|XP_015031649.1|DVIR
OG0004293	LOC117586862|XP_034133048.1|DGUA	LOC6622119|XP_002047687.1|DVIR
OG0004294	LOC117579651|XP_034121523.1|DGUA	LOC6622596|XP_032290705.1|DVIR
OG0004295	LOC117579164|XP_034120815.1|DGUA	LOC6622115|XP_002047988.1|DVIR
OG0004296	LOC117580385|XP_034122812.1|DGUA	LOC6622642|XP_002047990.1|DVIR
OG0004297	LOC117578653|XP_034120162.1|DGUA	LOC6624993|XP_002049451.1|DVIR
OG0004298	LOC117592302|XP_034141862.1|DGUA	LOC6625655|XP_002049872.1|DVIR
OG0004299	LOC117589543|XP_034137442.1|DGUA	LOC6624791|XP_032293228.1|DVIR
OG0004300	LOC117585834|XP_034131466.1|DGUA	LOC6625569|XP_002049594.1|DVIR
OG0004301	LOC117580299|XP_034122676.1|DGUA	LOC6624093|XP_002046875.1|DVIR
OG0004302	LOC117583517|XP_034127756.1|DGUA	LOC6626878|XP_002049154.1|DVIR
OG0004303	LOC117578958|XP_034120597.1|DGUA	LOC6625416|XP_002049292.1|DVIR
OG0004304	LOC117578846|XP_034120522.1|DGUA	LOC6627242|XP_032293168.1|DVIR
OG0004305	LOC117592042|XP_034141405.1|DGUA	LOC6625169|XP_032293369.1|DVIR
OG0004306	LOC117578706|XP_034120245.1|DGUA	LOC6625146|XP_002049555.1|DVIR
OG0004307	LOC117578625|XP_034120122.1|DGUA	LOC6625885|XP_002049335.1|DVIR
OG0004308	LOC117580536|XP_034123059.1|DGUA	LOC6625437|XP_002049973.1|DVIR
OG0004309	LOC117579833|XP_034121818.1|DGUA	LOC6623657|XP_002046797.1|DVIR
OG0004310	LOC117582663|XP_034126472.1|DGUA	LOC6626438|XP_032293043.1|DVIR
OG0004311	LOC117587218|XP_034133670.1|DGUA	LOC6624613|XP_002048064.1|DVIR
OG0004312	LOC117587376|XP_034133920.1|DGUA	LOC6624774|XP_002049435.1|DVIR
OG0004313	LOC117578548|XP_034120011.1|DGUA	LOC6625245|XP_002049198.2|DVIR
OG0004314	LOC117592628|XP_034142455.1|DGUA	LOC6625625|XP_032293344.1|DVIR
OG0004315	LOC117592194|XP_034141695.1|DGUA	LOC6625918|XP_002049457.3|DVIR
OG0004316	LOC117581773|XP_034125083.1|DGUA	LOC6627189|XP_002049931.1|DVIR
OG0004317	LOC117584198|XP_034128862.1|DGUA	LOC6627008|XP_002049618.1|DVIR
OG0004318	LOC117592677|XP_034142525.1|DGUA	LOC6624783|XP_015029765.1|DVIR
OG0004319	LOC117592643|XP_034142481.1|DGUA	LOC6625550|XP_002049000.1|DVIR
OG0004320	LOC117589552|XP_034137454.1|DGUA	LOC6635209|XP_002058397.1|DVIR
OG0004321	LOC117587530|XP_034134223.1|DGUA	LOC6634150|XP_002057627.1|DVIR
OG0004322	LOC117589490|XP_034137346.1|DGUA	LOC6632849|XP_032289634.1|DVIR
OG0004323	LOC117586918|XP_034133159.1|DGUA	LOC6622894|XP_002046492.2|DVIR
OG0004324	LOC117584836|XP_034129858.1|DGUA	LOC6627468|XP_002052899.1|DVIR
OG0004325	LOC117592148|XP_034141607.1|DGUA	LOC6626694|XP_002049419.1|DVIR
OG0004326	LOC117592147|XP_034141606.1|DGUA	LOC6626695|XP_015029460.1|DVIR
OG0004327	LOC117588495|XP_034135696.1|DGUA	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR
OG0004328	LOC117591985|XP_034141318.1|DGUA	LOC6626078|XP_002050794.1|DVIR
OG0004330	LOC117591959|XP_034141284.1|DGUA	LOC6627225|XP_002049854.1|DVIR
OG0004331	LOC117590132|XP_034138399.1|DGUA	LOC6626115|XP_002049922.1|DVIR
OG0004332	LOC117587696|XP_034134483.1|DGUA	LOC6629093|XP_002052440.2|DVIR
OG0004333	LOC117584700|XP_034129627.1|DGUA	LOC6629158|XP_002052361.1|DVIR
OG0004334	LOC117582256|XP_034125761.1|DGUA	LOC6628866|XP_002052085.1|DVIR
OG0004335	LOC117580164|XP_034122378.1|DGUA	LOC6625405|XP_002049840.1|DVIR
OG0004336	LOC117578785|XP_034120387.1|DGUA	LOC6626775|XP_002049839.2|DVIR
OG0004337	LOC117581787|XP_034125107.1|DGUA	LOC6627671|XP_002051947.3|DVIR
OG0004338	LOC117580024|XP_034122139.1|DGUA	LOC6623182|XP_002047263.1|DVIR
OG0004339	LOC117590950|XP_034139893.1|DGUA	LOC6625898|XP_002049710.2|DVIR
OG0004340	LOC117590942|XP_034139881.1|DGUA	LOC6624749|XP_002049709.1|DVIR
OG0004341	LOC117592640|XP_034142474.1|DGUA	LOC6625371|XP_002049067.2|DVIR
OG0004342	LOC117590820|XP_034139683.1|DGUA	LOC6627114|XP_032293165.1|DVIR
OG0004343	LOC117586494|XP_034132484.1|DGUA	LOC6625249|XP_002048972.2|DVIR
OG0004344	LOC117586711|XP_034132876.1|DGUA	LOC6625256|XP_002048976.1|DVIR
OG0004345	LOC117591087|XP_034140079.1|DGUA	LOC6629193|XP_002051595.1|DVIR
OG0004346	LOC117592192|XP_034141691.1|DGUA	LOC6624998|XP_032292965.1|DVIR
OG0004347	LOC117592193|XP_034141693.1|DGUA	LOC6624995|XP_002049453.1|DVIR
OG0004348	LOC117592324|XP_034141894.1|DGUA	LOC6625544|XP_002049979.2|DVIR
OG0004349	LOC117582765|XP_034126624.1|DGUA	LOC6625306|XP_032292586.1|DVIR
OG0004350	LOC117585137|XP_034130360.1|DGUA	LOC6625699|XP_002049785.1|DVIR
OG0004351	LOC117589761|XP_034137843.1|DGUA	LOC6624789|XP_002049340.1|DVIR
OG0004352	LOC117589998|XP_034138171.1|DGUA	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR
OG0004353	LOC117583077|XP_034127144.1|DGUA	LOC6633179|XP_002055967.1|DVIR
OG0004354	LOC117583815|XP_034128290.1|DGUA	LOC6633085|XP_002055963.2|DVIR
OG0004355	LOC117585884|XP_034131526.1|DGUA	LOC6630002|XP_002054715.1|DVIR
OG0004356	LOC117588336|XP_034135439.1|DGUA	LOC6626931|XP_002049238.1|DVIR
OG0004357	LOC117585065|XP_034130222.1|DGUA	LOC6625702|XP_002049788.1|DVIR
OG0004358	LOC117582351|XP_034125898.1|DGUA	LOC6624830|XP_002049569.1|DVIR
OG0004359	LOC117592379|XP_034141975.1|DGUA	LOC6635371|XP_032293016.1|DVIR
OG0004360	LOC117579554|XP_034121364.1|DGUA	LOC6622310|XP_002047595.1|DVIR
OG0004361	LOC117585118|XP_034130332.1|DGUA	LOC6629662|XP_032292535.1|DVIR
OG0004362	LOC117589298|XP_034136982.1|DGUA	LOC6622929|XP_002047084.1|DVIR
OG0004363	LOC117588469|XP_034135651.1|DGUA	LOC6633650|XP_002056844.1|DVIR
OG0004364	LOC117592335|XP_034141919.1|DGUA	LOC6626858|XP_002049229.1|DVIR
OG0004365	LOC117578776|XP_034120373.1|DGUA	LOC6625691|XP_002049817.2|DVIR
OG0004366	LOC117582461|XP_034126078.1|DGUA	LOC6628373|XP_002052873.1|DVIR
OG0004367	LOC117589431|XP_034137259.1|DGUA	LOC6624616|XP_002047613.2|DVIR
OG0004368	LOC117589014|XP_034136528.1|DGUA	LOC6622844|XP_002047663.1|DVIR
OG0004369	LOC117592529|XP_034142278.1|DGUA	LOC6627012|XP_002049622.2|DVIR
OG0004370	LOC117584436|XP_034129242.1|DGUA	LOC6627076|XP_002049774.2|DVIR
OG0004371	LOC117590812|XP_034139669.1|DGUA	LOC6631438|XP_002055676.1|DVIR
OG0004372	LOC117592375|XP_034141965.1|DGUA	LOC6626004|XP_032292964.1|DVIR
OG0004373	LOC117592692|XP_034142551.1|DGUA	LOC6624950|XP_002049174.2|DVIR
OG0004374	LOC117589093|XP_034136625.1|DGUA	LOC6626853|XP_015029897.1|DVIR
OG0004375	LOC117580304|XP_034122685.1|DGUA	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR
OG0004376	LOC117579768|XP_034121713.1|DGUA	LOC6622943|XP_002048039.1|DVIR
OG0004377	LOC117579343|XP_034121060.1|DGUA	LOC6623362|XP_002047120.1|DVIR
OG0004378	LOC117579919|XP_034121952.1|DGUA	LOC6626488|XP_002049687.3|DVIR
OG0004379	LOC117579149|XP_034120801.1|DGUA	LOC6625689|XP_032292867.1|DVIR
OG0004380	LOC117582699|XP_034126499.1|DGUA	LOC6626437|XP_002048905.1|DVIR
OG0004381	LOC117585816|XP_034131436.1|DGUA	LOC6633131|XP_002055812.2|DVIR
OG0004382	LOC117578747|XP_034120321.1|DGUA	LOC6625953|XP_032292971.1|DVIR
OG0004383	LOC117591796|XP_034140994.1|DGUA	LOC6626253|XP_015029646.1|DVIR
OG0004384	LOC117591804|XP_034141004.1|DGUA	LOC6626255|XP_002048939.1|DVIR
OG0004385	LOC117589140|XP_034136762.1|DGUA	LOC6624858|XP_002049206.1|DVIR
OG0004386	LOC117578850|XP_034120528.1|DGUA	LOC6625644|XP_032292881.1|DVIR
OG0004387	LOC117579671|XP_034121546.1|DGUA	LOC6622093|XP_032290766.1|DVIR
OG0004388	LOC117580740|XP_034123312.1|DGUA	LOC6625949|XP_002049386.1|DVIR
OG0004389	LOC117579220|XP_034120884.1|DGUA	LOC6623753|XP_002047363.3|DVIR
OG0004390	LOC117587020|XP_034133323.1|DGUA	LOC6637046|XP_032289950.1|DVIR
OG0004391	LOC117592381|XP_034141986.1|DGUA	LOC6626135|XP_002049129.2|DVIR
OG0004392	LOC117580259|XP_034122583.1|DGUA	LOC6622068|XP_032290842.1|DVIR
OG0004393	LOC117592579|XP_034142366.1|DGUA	LOC6625385|XP_002050302.1|DVIR
OG0004394	LOC117578531|XP_034119983.1|DGUA	LOC6625862|XP_002050855.2|DVIR
OG0004395	LOC117582946|XP_034126949.1|DGUA	LOC6626925|XP_002049539.1|DVIR
OG0004396	LOC117590827|XP_034139696.1|DGUA	LOC6625091|XP_002049358.1|DVIR
OG0004397	LOC117592336|XP_034141921.1|DGUA	LOC6626225|XP_002049801.1|DVIR
OG0004398	LOC117592341|XP_034141925.1|DGUA	LOC6625088|XP_002049355.1|DVIR
OG0004399	LOC117585919|XP_034131616.1|DGUA	LOC6627026|XP_002050586.1|DVIR
OG0004400	LOC117585943|XP_034131607.1|DGUA	LOC6629264|XP_002054681.1|DVIR
OG0004401	LOC117581382|XP_034124415.1|DGUA	LOC6626861|XP_002049252.1|DVIR
OG0004402	LOC117584381|XP_034129126.1|DGUA	LOC6626589|XP_002049768.1|DVIR
OG0004403	LOC117592438|XP_034142082.1|DGUA	LOC6624746|XP_002049706.1|DVIR
OG0004404	LOC117589449|XP_034137289.1|DGUA	LOC6624841|XP_032293091.1|DVIR
OG0004405	LOC117587026|XP_034133338.1|DGUA	LOC6623070|XP_032290664.1|DVIR
OG0004406	LOC117580105|XP_034122261.1|DGUA	LOC6622551|XP_015031422.1|DVIR
OG0004407	LOC117578779|XP_034120378.1|DGUA	LOC6624986|XP_002048917.1|DVIR
OG0004408	LOC117579186|XP_034120846.1|DGUA	LOC6623665|XP_002047633.2|DVIR
OG0004409	LOC117590606|XP_034139279.1|DGUA	LOC6636243|XP_002059756.2|DVIR
OG0004410	LOC117578836|XP_034120501.1|DGUA	LOC6627241|XP_032293222.1|DVIR
OG0004411	LOC117579501|XP_034121294.1|DGUA	LOC6622142|XP_002047712.1|DVIR
OG0004412	LOC117579500|XP_034121293.1|DGUA	LOC6622457|XP_002047710.2|DVIR
OG0004413	LOC117578417|XP_034119770.1|DGUA	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR
OG0004414	LOC117591843|XP_034141100.1|DGUA	LOC6625547|XP_002049982.1|DVIR
OG0004415	LOC117592140|XP_034141586.1|DGUA	LOC6626452|XP_002049682.1|DVIR
OG0004416	LOC117578680|XP_034120198.1|DGUA	LOC6626208|XP_002049794.1|DVIR
OG0004417	LOC117583342|XP_034127495.1|DGUA	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR
OG0004418	LOC117584938|XP_034129992.1|DGUA	LOC6624793|XP_002049344.2|DVIR
OG0004419	LOC117580255|XP_034122597.1|DGUA	LOC6635375|XP_032293163.1|DVIR
OG0004420	LOC117592683|XP_034142539.1|DGUA	LOC6625523|XP_032293087.1|DVIR
OG0004421	LOC117579817|XP_034121799.1|DGUA	LOC116650434|XP_032289981.1|DVIR
OG0004422	LOC117589191|XP_034136808.1|DGUA	LOC6622286|XP_002046953.1|DVIR
OG0004423	LOC117586218|XP_034132049.1|DGUA	LOC6627064|XP_002049315.1|DVIR
OG0004424	LOC117582154|XP_034125640.1|DGUA	LOC6625923|XP_032292953.1|DVIR
OG0004425	LOC117580547|XP_034123035.1|DGUA	LOC6623183|XP_002048112.1|DVIR
OG0004426	LOC117580192|XP_034122444.1|DGUA	LOC6624498|XP_002048119.1|DVIR
OG0004427	LOC117580401|XP_034122837.1|DGUA	LOC6624631|XP_002048088.1|DVIR
OG0004428	LOC117589614|XP_034137582.1|DGUA	LOC6630588|XP_015027063.1|DVIR
OG0004429	LOC117584477|XP_034129292.1|DGUA	LOC6628035|XP_002052912.1|DVIR
