Orthogroup	DGUA.longest_only	DEUG.longest_only
OG0005523	LOC117584407|XP_034129160.1|DGUA	LOC108115545|XP_017082537.1|DEUG
OG0005524	LOC117591563|XP_034140763.1|DGUA	LOC108106925|XP_017069671.1|DEUG
OG0005525	LOC117587698|XP_034134485.1|DGUA	LOC108110906|XP_017075656.1|DEUG
OG0005526	LOC117584651|XP_034129570.1|DGUA	LOC108110468|XP_017075024.1|DEUG
OG0005527	LOC117590592|XP_034139244.1|DGUA	LOC108102331|XP_017062618.1|DEUG
OG0005528	LOC117584019|XP_034128642.1|DGUA	LOC108107111|XP_017069989.1|DEUG
OG0005529	LOC117587954|XP_034134848.1|DGUA	LOC108103391|XP_017064335.1|DEUG
OG0005530	LOC117584584|XP_034129450.1|DGUA	LOC108111179|XP_017076048.1|DEUG
OG0005531	LOC117587179|XP_034133588.1|DGUA	LOC108114513|XP_017081023.1|DEUG
OG0005532	LOC117582486|XP_034126136.1|DGUA	LOC108104182|XP_017065602.1|DEUG
OG0005533	LOC117584644|XP_034129558.1|DGUA	LOC108110667|XP_017075273.1|DEUG
OG0005534	LOC117589001|XP_034136504.1|DGUA	LOC108102779|XP_017063428.1|DEUG
OG0005535	LOC117581747|XP_034125035.1|DGUA	LOC108110739|XP_017075433.1|DEUG
OG0005536	LOC117584204|XP_034128865.1|DGUA	LOC108118489|XP_017086710.1|DEUG
OG0005537	LOC117584356|XP_034129083.1|DGUA	LOC108108438|XP_017071984.1|DEUG
OG0005538	LOC117582466|XP_034126082.1|DGUA	LOC108105700|XP_017067898.1|DEUG
OG0005539	LOC117582054|XP_034125489.1|DGUA	LOC108106948|XP_017069705.1|DEUG
OG0005540	LOC117582025|XP_034125442.1|DGUA	LOC108111079|XP_017075901.1|DEUG
OG0005541	LOC117584437|XP_034129240.1|DGUA	LOC108106098|XP_017068451.1|DEUG
OG0005542	LOC117589396|XP_034137203.1|DGUA	LOC108108030|XP_017071392.1|DEUG
OG0005543	LOC117587645|XP_034134421.1|DGUA	LOC108106939|XP_017069692.1|DEUG
OG0005544	LOC117582662|XP_034126466.1|DGUA	LOC108110727|XP_017075402.1|DEUG
OG0005545	LOC117582290|XP_034125818.1|DGUA	LOC108111314|XP_017076201.1|DEUG
OG0005546	LOC117584148|XP_034128799.1|DGUA	LOC108115504|XP_017082485.1|DEUG
OG0005547	LOC117581929|XP_034125299.1|DGUA	LOC108106075|XP_017068421.1|DEUG
OG0005548	LOC117581733|XP_034125003.1|DGUA	LOC108106164|XP_017068565.1|DEUG
OG0005549	LOC117582001|XP_034125388.1|DGUA	LOC108106180|XP_017068591.1|DEUG
OG0005550	LOC117581877|XP_034125233.1|DGUA	LOC108102632|XP_017063240.1|DEUG
OG0005551	LOC117581049|XP_034124196.1|DGUA	LOC108112012|XP_017077239.1|DEUG
OG0005552	LOC117585279|XP_034130597.1|DGUA	LOC108111951|XP_017077122.1|DEUG
OG0005553	LOC117584044|XP_034128673.1|DGUA	LOC108110974|XP_017075768.1|DEUG
OG0005554	LOC117582644|XP_034126417.1|DGUA	LOC108110716|XP_017075358.1|DEUG
OG0005555	LOC117582189|XP_034125683.1|DGUA	LOC108111154|XP_017076014.1|DEUG
OG0005556	LOC117582022|XP_034125438.1|DGUA	LOC108111133|XP_017075988.1|DEUG
OG0005557	LOC117584050|XP_034128681.1|DGUA	LOC108118444|XP_017086641.1|DEUG
OG0005558	LOC117580698|XP_034123214.1|DGUA	LOC108109694|XP_017073796.1|DEUG
OG0005559	LOC117582580|XP_034126316.1|DGUA	LOC108115482|XP_017082455.1|DEUG
OG0005560	LOC117584042|XP_034128671.1|DGUA	LOC108118441|XP_017086636.1|DEUG
OG0005561	LOC117588479|XP_034135667.1|DGUA	LOC108118095|XP_017086138.1|DEUG
OG0005562	LOC117582153|XP_034125629.1|DGUA	LOC108102583|XP_017063163.1|DEUG
OG0005563	LOC117590629|XP_034139333.1|DGUA	LOC108102380|XP_017062800.1|DEUG
OG0005564	LOC117584647|XP_034129562.1|DGUA	LOC108110782|XP_017075490.1|DEUG
OG0005565	LOC117582393|XP_034125968.1|DGUA	LOC108103064|XP_017063897.1|DEUG
OG0005566	LOC117582396|XP_034125970.1|DGUA	LOC108103065|XP_017063898.1|DEUG
OG0005567	LOC117583343|XP_034127496.1|DGUA	LOC108117468|XP_017085379.1|DEUG
OG0005568	LOC117584768|XP_034129760.1|DGUA	LOC108102599|XP_017063192.1|DEUG
OG0005569	LOC117582254|XP_034125755.1|DGUA	LOC108111126|XP_017075969.1|DEUG
OG0005570	LOC117582520|XP_034126208.1|DGUA	LOC108102606|XP_017063199.1|DEUG
OG0005571	LOC117584278|XP_034128990.1|DGUA	LOC108112983|XP_017078880.1|DEUG
OG0005572	LOC117578527|XP_034119978.1|DGUA	LOC108109105|XP_017072980.1|DEUG
OG0005573	LOC117586315|XP_034132192.1|DGUA	LOC108113748|XP_017079930.1|DEUG
OG0005574	LOC117590918|XP_034139845.1|DGUA	LOC108112591|XP_017078126.1|DEUG
OG0005575	LOC117589608|XP_034137574.1|DGUA	LOC108117492|XP_017085456.1|DEUG
OG0005576	LOC117581785|XP_034125108.1|DGUA	LOC108113218|XP_017079243.1|DEUG
OG0005577	LOC117580558|XP_034123052.1|DGUA	LOC108104301|XP_017065766.1|DEUG
OG0005578	LOC117586992|XP_034133283.1|DGUA	LOC108114599|XP_017081148.1|DEUG
OG0005579	LOC117586994|XP_034133284.1|DGUA	LOC108114601|XP_017081150.1|DEUG
OG0005580	LOC117586886|XP_034133111.1|DGUA	LOC108108272|XP_017071735.1|DEUG
OG0005581	LOC117588267|XP_034135298.1|DGUA	LOC108103196|XP_017064073.1|DEUG
OG0005582	LOC117579222|XP_034120885.1|DGUA	LOC108108778|XP_017072437.1|DEUG
OG0005583	LOC117589339|XP_034137081.1|DGUA	LOC108109795|XP_017073993.1|DEUG
OG0005584	LOC117588025|XP_034134957.1|DGUA	LOC108113473|XP_017079545.1|DEUG
OG0005585	LOC117586257|XP_034132089.1|DGUA	LOC108116212|XP_017083487.1|DEUG
OG0005586	LOC117586661|XP_034132798.1|DGUA	LOC108115403|XP_017082331.1|DEUG
OG0005587	LOC117584371|XP_034129102.1|DGUA	LOC108112441|XP_017077779.1|DEUG
OG0005588	LOC117587410|XP_034133959.1|DGUA	LOC108114310|XP_017080708.1|DEUG
OG0005589	LOC117586608|XP_034132688.1|DGUA	LOC108108337|XP_017071858.1|DEUG
OG0005590	LOC117578444|XP_034119858.1|DGUA	LOC108106639|XP_017069333.1|DEUG
OG0005591	LOC117581553|XP_034124775.1|DGUA	LOC108102992|XP_017063794.1|DEUG
OG0005592	LOC117584934|XP_034129985.1|DGUA	LOC108111498|XP_017076501.1|DEUG
OG0005593	LOC117587017|XP_034133319.1|DGUA	LOC108114034|XP_017080273.1|DEUG
OG0005594	LOC117579041|XP_034120627.1|DGUA	LOC108107898|XP_017071189.1|DEUG
OG0005595	LOC117579040|XP_034120626.1|DGUA	LOC108107897|XP_017071188.1|DEUG
OG0005596	LOC117587294|XP_034133774.1|DGUA	LOC108114209|XP_017080521.1|DEUG
OG0005597	LOC117585269|XP_034130579.1|DGUA	LOC108109517|XP_017073558.1|DEUG
OG0005598	LOC117582914|XP_034126901.1|DGUA	LOC108111414|XP_017076360.1|DEUG
OG0005599	LOC117578525|XP_034119976.1|DGUA	LOC108109104|XP_017072977.1|DEUG
OG0005600	LOC117586176|XP_034131979.1|DGUA	LOC108109514|XP_017073554.1|DEUG
OG0005601	LOC117588751|XP_034136120.1|DGUA	LOC108105094|XP_017067017.1|DEUG
OG0005602	LOC117591125|XP_034140119.1|DGUA	LOC108113611|XP_017079760.1|DEUG
OG0005603	LOC117591354|XP_034140477.1|DGUA	LOC108106597|XP_017069277.1|DEUG
OG0005604	LOC117578669|XP_034120187.1|DGUA	LOC108106688|XP_017069410.1|DEUG
OG0005605	LOC117587534|XP_034134268.1|DGUA	LOC108106360|XP_017068830.1|DEUG
OG0005606	LOC117584826|XP_034129843.1|DGUA	LOC108104123|XP_017065514.1|DEUG
OG0005607	LOC117586099|XP_034131849.1|DGUA	LOC108116442|XP_017083840.1|DEUG
OG0005608	LOC117586082|XP_034131829.1|DGUA	LOC108116277|XP_017083553.1|DEUG
OG0005609	LOC117579712|XP_034121597.1|DGUA	LOC108107937|XP_017071255.1|DEUG
OG0005610	LOC117589201|XP_034136821.1|DGUA	LOC108109851|XP_017074101.1|DEUG
OG0005611	LOC117589145|XP_034136723.1|DGUA	LOC108107784|XP_017070970.1|DEUG
OG0005612	LOC117585992|XP_034131707.1|DGUA	LOC108111782|XP_017076855.1|DEUG
OG0005613	LOC117586732|XP_034132918.1|DGUA	LOC108111490|XP_017076465.1|DEUG
OG0005614	LOC117586760|XP_034132961.1|DGUA	LOC108115302|XP_017082188.1|DEUG
OG0005615	LOC117583702|XP_034128075.1|DGUA	LOC108109370|XP_017073339.1|DEUG
OG0005616	LOC117586311|XP_034132185.1|DGUA	LOC108105611|XP_017067779.1|DEUG
OG0005617	LOC117585974|XP_034131674.1|DGUA	LOC108116135|XP_017083352.1|DEUG
OG0005618	LOC117584765|XP_034129761.1|DGUA	LOC108106704|XP_017069425.1|DEUG
OG0005619	LOC117589772|XP_034137859.1|DGUA	LOC108117001|XP_017084655.1|DEUG
OG0005620	LOC117590809|XP_034139667.1|DGUA	LOC108117597|XP_017085600.1|DEUG
OG0005621	LOC117581024|XP_034123743.1|DGUA	LOC108103270|XP_017064171.1|DEUG
OG0005622	LOC117581626|XP_034124885.1|DGUA	LOC108109746|XP_017073899.1|DEUG
OG0005623	LOC117590755|XP_034139583.1|DGUA	LOC108105426|XP_017067485.1|DEUG
OG0005624	LOC117586404|XP_034132327.1|DGUA	LOC108116223|XP_017083503.1|DEUG
OG0005625	LOC117585887|XP_034131533.1|DGUA	LOC108116410|XP_017083783.1|DEUG
OG0005626	LOC117581148|XP_034123971.1|DGUA	LOC108117420|XP_017085320.1|DEUG
OG0005627	LOC117590161|XP_034138440.1|DGUA	LOC108116445|XP_017083846.1|DEUG
OG0005628	LOC117583214|XP_034127322.1|DGUA	LOC108105619|XP_017067789.1|DEUG
OG0005629	LOC117578510|XP_034119940.1|DGUA	LOC108106630|XP_017069321.1|DEUG
OG0005630	LOC117581414|XP_034124463.1|DGUA	LOC108106662|XP_017069380.1|DEUG
OG0005631	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA	LOC108117611|XP_017085626.1|DEUG
OG0005632	LOC117591046|XP_034140033.1|DGUA	LOC108103833|XP_017065009.1|DEUG
OG0005633	LOC117590121|XP_034138376.1|DGUA	LOC108105264|XP_017067232.1|DEUG
OG0005634	LOC117586619|XP_034132716.1|DGUA	LOC108111559|XP_017076572.1|DEUG
OG0005635	LOC117584010|XP_034128631.1|DGUA	LOC108111107|XP_017075937.1|DEUG
OG0005636	LOC117586190|XP_034132007.1|DGUA	LOC108109626|XP_017073691.1|DEUG
OG0005637	LOC117584914|XP_034129952.1|DGUA	LOC108109474|XP_017073487.1|DEUG
OG0005638	LOC117578761|XP_034120354.1|DGUA	LOC108109090|XP_017072951.1|DEUG
OG0005639	LOC117585990|XP_034131742.1|DGUA	LOC108109182|XP_017073100.1|DEUG
OG0005640	LOC117586192|XP_034132010.1|DGUA	LOC108116489|XP_017083911.1|DEUG
OG0005641	LOC117581545|XP_034124751.1|DGUA	LOC108118094|XP_017086136.1|DEUG
OG0005642	LOC117589961|XP_034138152.1|DGUA	LOC108110207|XP_017074672.1|DEUG
OG0005643	LOC117588981|XP_034136461.1|DGUA	LOC108107914|XP_017071223.1|DEUG
OG0005644	LOC117589375|XP_034137177.1|DGUA	LOC108114663|XP_017081231.1|DEUG
OG0005645	LOC117580653|XP_034123146.1|DGUA	LOC108118292|XP_017086386.1|DEUG
OG0005646	LOC117590815|XP_034139674.1|DGUA	LOC108104430|XP_017065975.1|DEUG
OG0005647	LOC117588031|XP_034134969.1|DGUA	LOC108113474|XP_017079546.1|DEUG
OG0005648	LOC117579647|XP_034121517.1|DGUA	LOC108114305|XP_017080698.1|DEUG
OG0005649	LOC117585999|XP_034131717.1|DGUA	LOC108115032|XP_017081768.1|DEUG
OG0005650	LOC117586234|XP_034132061.1|DGUA	LOC108115006|XP_017081737.1|DEUG
OG0005651	LOC117581409|XP_034124453.1|DGUA	LOC108118073|XP_017086104.1|DEUG
OG0005652	LOC117583756|XP_034128171.1|DGUA	LOC108115836|XP_017082919.1|DEUG
OG0005653	LOC117584093|XP_034128732.1|DGUA	LOC108110494|XP_017075062.1|DEUG
OG0005654	LOC117585524|XP_034130923.1|DGUA	LOC108114990|XP_017081712.1|DEUG
OG0005655	LOC117585986|XP_034131697.1|DGUA	LOC108105640|XP_017067817.1|DEUG
OG0005656	LOC117585506|XP_034130896.1|DGUA	LOC108105631|XP_017067806.1|DEUG
OG0005657	LOC117586685|XP_034132830.1|DGUA	LOC108109606|XP_017073663.1|DEUG
OG0005658	LOC117586242|XP_034132071.1|DGUA	LOC108117196|XP_017084988.1|DEUG
OG0005659	LOC117585819|XP_034131439.1|DGUA	LOC108113755|XP_017079938.1|DEUG
OG0005660	LOC117589251|XP_034136916.1|DGUA	LOC108114129|XP_017080390.1|DEUG
OG0005661	LOC117586249|XP_034132079.1|DGUA	LOC108109880|XP_017074171.1|DEUG
OG0005662	LOC117586270|XP_034132104.1|DGUA	LOC108116382|XP_017083726.1|DEUG
OG0005663	LOC117590558|XP_034139188.1|DGUA, LOC117590473|XP_034139019.1|DGUA	LOC108104424|XP_017065968.1|DEUG
OG0005664	LOC117583117|XP_034127194.1|DGUA	LOC108115884|XP_017083015.1|DEUG
OG0005665	LOC117585299|XP_034130618.1|DGUA	LOC108113586|XP_017079720.1|DEUG
OG0005666	LOC117581507|XP_034124670.1|DGUA	LOC108103137|XP_017063997.1|DEUG
OG0005667	LOC117590720|XP_034139513.1|DGUA	LOC108103348|XP_017064276.1|DEUG
OG0005668	LOC117579199|XP_034120861.1|DGUA	LOC108114247|XP_017080625.1|DEUG
OG0005669	LOC117583935|XP_034128508.1|DGUA	LOC108107065|XP_017069920.1|DEUG
OG0005670	LOC117586317|XP_034132197.1|DGUA	LOC108113785|XP_017079978.1|DEUG
OG0005671	LOC117583179|XP_034127270.1|DGUA	LOC108108365|XP_017071900.1|DEUG
OG0005672	LOC117584409|XP_034129164.1|DGUA	LOC108110957|XP_017075743.1|DEUG
OG0005673	LOC117587015|XP_034133316.1|DGUA	LOC108113734|XP_017079914.1|DEUG
OG0005674	LOC117579204|XP_034120863.1|DGUA	LOC108106015|XP_017068351.1|DEUG
OG0005675	LOC117585902|XP_034131548.1|DGUA	LOC108116499|XP_017083920.1|DEUG
OG0005676	LOC117579812|XP_034121793.1|DGUA	LOC108108130|XP_017071539.1|DEUG
OG0005677	LOC117588134|XP_034135120.1|DGUA	LOC108112865|XP_017078680.1|DEUG
OG0005678	LOC117586591|XP_034132658.1|DGUA	LOC108108335|XP_017071854.1|DEUG
OG0005679	LOC117585811|XP_034131422.1|DGUA	LOC108103742|XP_017064837.1|DEUG
OG0005680	LOC117581970|XP_034125346.1|DGUA	LOC108110954|XP_017075739.1|DEUG
OG0005681	LOC117586487|XP_034132476.1|DGUA	LOC108103740|XP_017064834.1|DEUG
OG0005682	LOC117586483|XP_034132471.1|DGUA	LOC108103737|XP_017064831.1|DEUG
OG0005683	LOC117591027|XP_034140011.1|DGUA	LOC108103870|XP_017065080.1|DEUG
OG0005684	LOC117589200|XP_034136820.1|DGUA	LOC108109909|XP_017074206.1|DEUG
OG0005685	LOC117590725|XP_034139525.1|DGUA	LOC108118533|XP_017086771.1|DEUG
OG0005686	LOC117585516|XP_034130911.1|DGUA	LOC108111556|XP_017076566.1|DEUG
OG0005687	LOC117579724|XP_034121611.1|DGUA	LOC108108666|XP_017072260.1|DEUG
OG0005688	LOC117591845|XP_034141101.1|DGUA	LOC108104761|XP_017066485.1|DEUG
OG0005689	LOC117590774|XP_034139614.1|DGUA	LOC108103260|XP_017064161.1|DEUG
OG0005690	LOC117585653|XP_034131130.1|DGUA	LOC108116585|XP_017084017.1|DEUG
OG0005691	LOC117585776|XP_034131353.1|DGUA, LOC117585421|XP_034130785.1|DGUA	LOC108117511|XP_017085488.1|DEUG
OG0005692	LOC117582278|XP_034125800.1|DGUA	LOC108111069|XP_017075888.1|DEUG
OG0005693	LOC117579787|XP_034121738.1|DGUA	LOC108108185|XP_017071619.1|DEUG
OG0005694	LOC117586265|XP_034132099.1|DGUA	LOC108117180|XP_017084959.1|DEUG
OG0005695	LOC117586101|XP_034131853.1|DGUA	LOC108105280|XP_017067257.1|DEUG
OG0005696	LOC117586103|XP_034131858.1|DGUA	LOC108105281|XP_017067258.1|DEUG
OG0005697	LOC117586191|XP_034132009.1|DGUA	LOC108105262|XP_017067231.1|DEUG
OG0005698	LOC117588783|XP_034136180.1|DGUA	LOC108104556|XP_017066187.1|DEUG
OG0005699	LOC117586123|XP_034131878.1|DGUA	LOC108113714|XP_017079885.1|DEUG
OG0005700	LOC117581243|XP_034124121.1|DGUA	LOC108103297|XP_017064205.1|DEUG
OG0005701	LOC117581977|XP_034125355.1|DGUA	LOC108102563|XP_017063126.1|DEUG
OG0005702	LOC117580756|XP_034123342.1|DGUA	LOC108110405|XP_017074962.1|DEUG
OG0005703	LOC117586493|XP_034132528.1|DGUA	LOC108109277|XP_017073258.1|DEUG
OG0005704	LOC117591375|XP_034140508.1|DGUA	LOC108105038|XP_017066927.1|DEUG
OG0005705	LOC117586879|XP_034133072.1|DGUA	LOC108108278|XP_017071770.1|DEUG
OG0005706	LOC117583212|XP_034127318.1|DGUA	LOC108105618|XP_017067788.1|DEUG
OG0005707	LOC117580830|XP_034123443.1|DGUA	LOC108110035|XP_017074376.1|DEUG
OG0005708	LOC117588688|XP_034136029.1|DGUA	LOC108118512|XP_017086741.1|DEUG
OG0005709	LOC117589724|XP_034137785.1|DGUA	LOC108115983|XP_017083131.1|DEUG
OG0005710	LOC117585627|XP_034131084.1|DGUA	LOC108116375|XP_017083704.1|DEUG
OG0005711	LOC117580465|XP_034122930.1|DGUA	LOC108107944|XP_017071264.1|DEUG
OG0005712	LOC117581853|XP_034125201.1|DGUA	LOC108111084|XP_017075908.1|DEUG
OG0005713	LOC117591107|XP_034140100.1|DGUA	LOC108113628|XP_017079785.1|DEUG
OG0005714	LOC117582884|XP_034126848.1|DGUA	LOC108117541|XP_017085535.1|DEUG
OG0005715	LOC117586618|XP_034132713.1|DGUA	LOC108111558|XP_017076569.1|DEUG
OG0005716	LOC117585677|XP_034131169.1|DGUA	LOC108109471|XP_017073482.1|DEUG
OG0005717	LOC117586546|XP_034132599.1|DGUA	LOC108115012|XP_017081743.1|DEUG
OG0005718	LOC117585485|XP_034130871.1|DGUA	LOC108116172|XP_017083401.1|DEUG
OG0005719	LOC117585294|XP_034130613.1|DGUA	LOC108113615|XP_017079764.1|DEUG
OG0005720	LOC117585130|XP_034130347.1|DGUA	LOC108105304|XP_017067287.1|DEUG
OG0005721	LOC117591110|XP_034140103.1|DGUA	LOC108113637|XP_017079795.1|DEUG
OG0005722	LOC117586703|XP_034132861.1|DGUA	LOC108116206|XP_017083475.1|DEUG
OG0005723	LOC117585970|XP_034131670.1|DGUA	LOC108115402|XP_017082330.1|DEUG
OG0005724	LOC117582305|XP_034125842.1|DGUA	LOC108109214|XP_017073148.1|DEUG
OG0005725	LOC117586290|XP_034132136.1|DGUA	LOC108107724|XP_017070884.1|DEUG
OG0005726	LOC117590364|XP_034138800.1|DGUA	LOC108102892|XP_017063583.1|DEUG
OG0005727	LOC117586499|XP_034132491.1|DGUA	LOC108116218|XP_017083495.1|DEUG
OG0005728	LOC117586126|XP_034131882.1|DGUA	LOC108110232|XP_017074710.1|DEUG
OG0005729	LOC117586018|XP_034131738.1|DGUA	LOC108109704|XP_017073827.1|DEUG
OG0005730	LOC117585953|XP_034131641.1|DGUA	LOC108108352|XP_017071882.1|DEUG
OG0005731	LOC117585952|XP_034131640.1|DGUA	LOC108108351|XP_017071880.1|DEUG
OG0005732	LOC117586748|XP_034132945.1|DGUA	LOC108111791|XP_017076869.1|DEUG
OG0005733	LOC117586747|XP_034132941.1|DGUA	LOC108111790|XP_017076865.1|DEUG
OG0005734	LOC117586488|XP_034132477.1|DGUA	LOC108113739|XP_017079916.1|DEUG
OG0005735	LOC117585806|XP_034131413.1|DGUA	LOC108115015|XP_017081746.1|DEUG
OG0005736	LOC117585574|XP_034131000.1|DGUA	LOC108115296|XP_017082177.1|DEUG
OG0005737	LOC117590045|XP_034138253.1|DGUA	LOC108109982|XP_017074302.1|DEUG
OG0005738	LOC117590018|XP_034138198.1|DGUA	LOC108116464|XP_017083883.1|DEUG
OG0005739	LOC117590006|XP_034138183.1|DGUA	LOC108116516|XP_017083942.1|DEUG
OG0005740	LOC117589715|XP_034137771.1|DGUA	LOC108115975|XP_017083116.1|DEUG
OG0005741	LOC117585314|XP_034130634.1|DGUA	LOC108115398|XP_017082324.1|DEUG
OG0005742	LOC117586095|XP_034131842.1|DGUA	LOC108105310|XP_017067292.1|DEUG
OG0005743	LOC117586178|XP_034131981.1|DGUA	LOC108109515|XP_017073555.1|DEUG
OG0005744	LOC117586609|XP_034132689.1|DGUA	LOC108108338|XP_017071859.1|DEUG
OG0005745	LOC117586537|XP_034132561.1|DGUA	LOC108115283|XP_017082150.1|DEUG
OG0005746	LOC117586553|XP_034132607.1|DGUA	LOC108115252|XP_017082098.1|DEUG
OG0005747	LOC117585954|XP_034131643.1|DGUA	LOC108115395|XP_017082319.1|DEUG
OG0005748	LOC117585219|XP_034130503.1|DGUA	LOC108105305|XP_017067288.1|DEUG
OG0005749	LOC117581139|XP_034123962.1|DGUA	LOC108103855|XP_017065049.1|DEUG
OG0005750	LOC117585743|XP_034131282.1|DGUA	LOC108115385|XP_017082309.1|DEUG
OG0005751	LOC117589077|XP_034136604.1|DGUA	LOC108114696|XP_017081282.1|DEUG
OG0005752	LOC117592415|XP_034142046.1|DGUA	LOC108112815|XP_017078602.1|DEUG
OG0005753	LOC117584841|XP_034129870.1|DGUA	LOC108102615|XP_017063213.1|DEUG
OG0005754	LOC117592059|XP_034141446.1|DGUA	LOC108112614|XP_017078194.1|DEUG
OG0005755	LOC117581911|XP_034125275.1|DGUA	LOC108107414|XP_017070432.1|DEUG
OG0005756	LOC117586250|XP_034132080.1|DGUA	LOC108109903|XP_017074203.1|DEUG
OG0005757	LOC117586179|XP_034131982.1|DGUA	LOC108110361|XP_017074890.1|DEUG
OG0005758	LOC117586543|XP_034132595.1|DGUA	LOC108115001|XP_017081730.1|DEUG
OG0005759	LOC117585544|XP_034130952.1|DGUA	LOC108109967|XP_017074278.1|DEUG
OG0005760	LOC117590057|XP_034138269.1|DGUA	LOC108116426|XP_017083808.1|DEUG
OG0005761	LOC117586338|XP_034132224.1|DGUA	LOC108117212|XP_017085017.1|DEUG
OG0005762	LOC117585099|XP_034130265.1|DGUA	LOC108110213|XP_017074677.1|DEUG
OG0005763	LOC117592616|XP_034142392.1|DGUA	LOC108106406|XP_017068907.1|DEUG
OG0005764	LOC117585686|XP_034131192.1|DGUA	LOC108115400|XP_017082326.1|DEUG
OG0005765	LOC117585681|XP_034131174.1|DGUA	LOC108115332|XP_017082234.1|DEUG
OG0005766	LOC117585116|XP_034130327.1|DGUA	LOC108105257|XP_017067225.1|DEUG
OG0005767	LOC117585320|XP_034130645.1|DGUA	LOC108117232|XP_017085054.1|DEUG
OG0005768	LOC117588327|XP_034135423.1|DGUA	LOC108109752|XP_017073909.1|DEUG
OG0005769	LOC117585162|XP_034130389.1|DGUA	LOC108115361|XP_017082277.1|DEUG
OG0005770	LOC117584904|XP_034129937.1|DGUA	LOC108105552|XP_017067680.1|DEUG
OG0005771	LOC117583522|XP_034127760.1|DGUA	LOC108111399|XP_017076323.1|DEUG
OG0005772	LOC117585266|XP_034130576.1|DGUA	LOC108109534|XP_017073588.1|DEUG
OG0005773	LOC117585971|XP_034131671.1|DGUA	LOC108116285|XP_017083560.1|DEUG
OG0005774	LOC117590189|XP_034138503.1|DGUA	LOC108116271|XP_017083549.1|DEUG
OG0005775	LOC117580473|XP_034122945.1|DGUA	LOC108107568|XP_017070616.1|DEUG
OG0005776	LOC117580419|XP_034122860.1|DGUA	LOC108106026|XP_017068364.1|DEUG
OG0005777	LOC117588092|XP_034135054.1|DGUA	LOC108111055|XP_017075872.1|DEUG
OG0005778	LOC117586603|XP_034132677.1|DGUA	LOC108109488|XP_017073508.1|DEUG
OG0005780	LOC117580452|XP_034122908.1|DGUA	LOC108108074|XP_017071444.1|DEUG
OG0005781	LOC117579911|XP_034121938.1|DGUA	LOC108113979|XP_017080209.1|DEUG
OG0005782	LOC117579912|XP_034121939.1|DGUA	LOC108114249|XP_017080631.1|DEUG
OG0005783	LOC117591441|XP_034140641.1|DGUA	LOC108112775|XP_017078533.1|DEUG
OG0005784	LOC117591222|XP_034140286.1|DGUA	LOC108113634|XP_017079790.1|DEUG
OG0005785	LOC117591210|XP_034140242.1|DGUA	LOC108113627|XP_017079778.1|DEUG
OG0005786	LOC117585994|XP_034131709.1|DGUA	LOC108111783|XP_017076857.1|DEUG
OG0005787	LOC117585903|XP_034131549.1|DGUA	LOC108114991|XP_017081714.1|DEUG
OG0005788	LOC117592118|XP_034141547.1|DGUA	LOC108106510|XP_017069093.1|DEUG
OG0005789	LOC117590159|XP_034138437.1|DGUA	LOC108113824|XP_017080022.1|DEUG
OG0005790	LOC117583150|XP_034127231.1|DGUA	LOC108111434|XP_017076390.1|DEUG
OG0005791	LOC117586481|XP_034132468.1|DGUA	LOC108103745|XP_017064841.1|DEUG
OG0005792	LOC117586486|XP_034132475.1|DGUA	LOC108103746|XP_017064843.1|DEUG
OG0005793	LOC117586057|XP_034131792.1|DGUA	LOC108116369|XP_017083692.1|DEUG
OG0005794	LOC117578508|XP_034119937.1|DGUA	LOC108106628|XP_017069319.1|DEUG
OG0005795	LOC117585533|XP_034130942.1|DGUA	LOC108111496|XP_017076499.1|DEUG
OG0005796	LOC117580455|XP_034122913.1|DGUA	LOC108108098|XP_017071484.1|DEUG
OG0005797	LOC117589380|XP_034137185.1|DGUA	LOC108114246|XP_017080624.1|DEUG
OG0005798	LOC117586632|XP_034132743.1|DGUA	LOC108109674|XP_017073753.1|DEUG
OG0005799	LOC117585242|XP_034130535.1|DGUA	LOC108115135|XP_017081914.1|DEUG
OG0005800	LOC117590004|XP_034138181.1|DGUA	LOC108115151|XP_017081950.1|DEUG
OG0005801	LOC117590003|XP_034138180.1|DGUA	LOC108115150|XP_017081949.1|DEUG
OG0005802	LOC117586728|XP_034132915.1|DGUA	LOC108116380|XP_017083723.1|DEUG
OG0005803	LOC117585243|XP_034130541.1|DGUA	LOC108109728|XP_017073866.1|DEUG
OG0005804	LOC117585135|XP_034130354.1|DGUA	LOC108105307|XP_017067290.1|DEUG
OG0005805	LOC117581265|XP_034124170.1|DGUA	LOC108107394|XP_017070401.1|DEUG
OG0005806	LOC117585477|XP_034130860.1|DGUA	LOC108116539|XP_017083966.1|DEUG
OG0005807	LOC117585168|XP_034130400.1|DGUA	LOC108116565|XP_017083994.1|DEUG
OG0005808	LOC117581033|XP_034123754.1|DGUA	LOC108104329|XP_017065805.1|DEUG
OG0005809	LOC117579532|XP_034121340.1|DGUA	LOC108102830|XP_017063509.1|DEUG
OG0005810	LOC117585247|XP_034130551.1|DGUA	LOC108115142|XP_017081927.1|DEUG
OG0005811	LOC117585249|XP_034130553.1|DGUA	LOC108115143|XP_017081928.1|DEUG
OG0005812	LOC117586633|XP_034132744.1|DGUA	LOC108110485|XP_017075055.1|DEUG
