Orthogroup	DGUA.longest_only	DSUP.longest_only
OG0003670	LOC117592689|XP_034142544.1|DGUA	LOC119550203|XP_037714680.1|DSUP
OG0003671	LOC117592004|XP_034141347.1|DGUA	LOC119558804|XP_037727996.1|DSUP
OG0003672	LOC117586495|XP_034132482.1|DGUA	LOC119563301|XP_037732560.1|DSUP
OG0003673	LOC117579158|XP_034120812.1|DGUA	LOC119549801|XP_037713995.1|DSUP
OG0003674	LOC117579189|XP_034120865.1|DGUA	LOC119549887|XP_037714122.1|DSUP
OG0003675	LOC117582861|XP_034126825.1|DGUA	LOC119548980|XP_037712504.1|DSUP
OG0003676	LOC117582842|XP_034126791.1|DGUA	LOC119548978|XP_037712500.1|DSUP
OG0003677	LOC117585522|XP_034130921.1|DGUA	LOC119554880|XP_037721894.1|DSUP
OG0003678	LOC117587399|XP_034133944.1|DGUA	LOC119553165|XP_037719327.1|DSUP
OG0003679	LOC117587031|XP_034133347.1|DGUA	LOC119554780|XP_037721752.1|DSUP
OG0003680	LOC117591954|XP_034141268.1|DGUA	LOC119551541|XP_037716859.1|DSUP
OG0003681	LOC117586549|XP_034132605.1|DGUA	LOC119550981|XP_037715944.1|DSUP
OG0003682	LOC117582779|XP_034126641.1|DGUA	LOC119559840|XP_037728861.1|DSUP
OG0003683	LOC117585607|XP_034131052.1|DGUA	LOC119549336|XP_037713245.1|DSUP
OG0003684	LOC117580339|XP_034122736.1|DGUA	LOC119554595|XP_037721507.1|DSUP
OG0003685	LOC117580038|XP_034122158.1|DGUA	LOC119553918|XP_037720525.1|DSUP
OG0003686	LOC117579814|XP_034121798.1|DGUA	LOC119549683|XP_037713822.1|DSUP
OG0003687	LOC117592580|XP_034142357.1|DGUA	LOC119549398|XP_037713381.1|DSUP
OG0003688	LOC117592079|XP_034141482.1|DGUA	LOC119550946|XP_037715898.1|DSUP
OG0003689	LOC117579374|XP_034121134.1|DGUA	LOC119554466|XP_037721308.1|DSUP
OG0003690	LOC117579599|XP_034121422.1|DGUA	LOC119554264|XP_037721036.1|DSUP
OG0003691	LOC117587314|XP_034133831.1|DGUA	LOC119555460|XP_037722792.1|DSUP
OG0003692	LOC117578604|XP_034120086.1|DGUA	LOC119549059|XP_037712691.1|DSUP
OG0003693	LOC117588990|XP_034136480.1|DGUA	LOC119555272|XP_037722504.1|DSUP
OG0003694	LOC117589108|XP_034136651.1|DGUA	LOC119552683|XP_037718331.1|DSUP
OG0003695	LOC117588839|XP_034136223.1|DGUA	LOC119554376|XP_037721184.1|DSUP
OG0003696	LOC117578514|XP_034119950.1|DGUA	LOC119549175|XP_037712904.1|DSUP
OG0003697	LOC117580096|XP_034122252.1|DGUA	LOC119552093|XP_037717803.1|DSUP
OG0003698	LOC117579383|XP_034121146.1|DGUA	LOC119554902|XP_037721932.1|DSUP
OG0003699	LOC117580189|XP_034122447.1|DGUA	LOC119549328|XP_037713236.1|DSUP
OG0003700	LOC117586596|XP_034132670.1|DGUA	LOC119549971|XP_037714295.1|DSUP
OG0003701	LOC117581865|XP_034125219.1|DGUA	LOC119548355|XP_037711498.1|DSUP
OG0003702	LOC117579824|XP_034121808.1|DGUA	LOC119554522|XP_037721395.1|DSUP
OG0003703	LOC117579123|XP_034120745.1|DGUA	LOC119553312|XP_037719566.1|DSUP
OG0003704	LOC117588840|XP_034136224.1|DGUA	LOC119553296|XP_037719541.1|DSUP
OG0003705	LOC117578694|XP_034120219.1|DGUA	LOC119549185|XP_037712932.1|DSUP
OG0003706	LOC117587368|XP_034133904.1|DGUA	LOC119553751|XP_037720280.1|DSUP
OG0003707	LOC117586938|XP_034133193.1|DGUA	LOC119552496|XP_037718025.1|DSUP
OG0003708	LOC117588922|XP_034136387.1|DGUA	LOC119552806|XP_037718570.1|DSUP
OG0003709	LOC117578705|XP_034120243.1|DGUA	LOC119551737|XP_037717166.1|DSUP
OG0003710	LOC117578699|XP_034120235.1|DGUA	LOC119551061|XP_037716112.1|DSUP
OG0003711	LOC117579695|XP_034121576.1|DGUA	LOC119554896|XP_037721926.1|DSUP
OG0003712	LOC117579606|XP_034121435.1|DGUA	LOC119550534|XP_037715182.1|DSUP
OG0003713	LOC117587320|XP_034133845.1|DGUA	LOC119549529|XP_037713578.1|DSUP
OG0003714	LOC117578844|XP_034120523.1|DGUA	LOC119549527|XP_037713575.1|DSUP
OG0003715	LOC117586821|XP_034132992.1|DGUA	LOC119553777|XP_037720312.1|DSUP
OG0003716	LOC117579339|XP_034121055.1|DGUA	LOC119553669|XP_037720110.1|DSUP
OG0003717	LOC117588869|XP_034136267.1|DGUA	LOC119553350|XP_037719616.1|DSUP
OG0003718	LOC117589427|XP_034137254.1|DGUA	LOC119553194|XP_037719372.1|DSUP
OG0003719	LOC117579572|XP_034121390.1|DGUA	LOC119554464|XP_037721306.1|DSUP
OG0003720	LOC117591011|XP_034139988.1|DGUA	LOC119557201|XP_037725783.1|DSUP
OG0003721	LOC117586848|XP_034133037.1|DGUA	LOC119551502|XP_037716796.1|DSUP
OG0003722	LOC117579851|XP_034121840.1|DGUA	LOC119552729|XP_037718410.1|DSUP
OG0003723	LOC117580344|XP_034122741.1|DGUA	LOC119552513|XP_037718058.1|DSUP
OG0003724	LOC117579613|XP_034121439.1|DGUA	LOC119554553|XP_037721447.1|DSUP
OG0003725	LOC117589359|XP_034137143.1|DGUA	LOC119554890|XP_037721909.1|DSUP
OG0003726	LOC117580228|XP_034122533.1|DGUA	LOC119552876|XP_037718704.1|DSUP
OG0003727	LOC117586814|XP_034132978.1|DGUA	LOC119552905|XP_037718758.1|DSUP
OG0003728	LOC117586314|XP_034132190.1|DGUA	LOC119545707|XP_037707411.1|DSUP
OG0003729	LOC117586907|XP_034133142.1|DGUA	LOC119553557|XP_037719925.1|DSUP
OG0003730	LOC117579192|XP_034120851.1|DGUA	LOC119554707|XP_037721640.1|DSUP
OG0003731	LOC117580258|XP_034122582.1|DGUA	LOC119554486|XP_037721343.1|DSUP
OG0003732	LOC117586841|XP_034133023.1|DGUA	LOC119552984|XP_037718929.1|DSUP
OG0003733	LOC117589053|XP_034136573.1|DGUA	LOC119553425|XP_037719731.1|DSUP
OG0003734	LOC117587272|XP_034133743.1|DGUA	LOC119555181|XP_037722359.1|DSUP
OG0003735	LOC117578419|XP_034119771.1|DGUA	LOC119549485|XP_037713515.1|DSUP
OG0003736	LOC117582065|XP_034125515.1|DGUA	LOC119551101|XP_037716208.1|DSUP
OG0003737	LOC117592389|XP_034141996.1|DGUA	LOC119552152|XP_037717886.1|DSUP
OG0003738	LOC117587337|XP_034133870.1|DGUA	LOC119551128|XP_037716240.1|DSUP
OG0003739	LOC117578593|XP_034120073.1|DGUA	LOC119550169|XP_037714632.1|DSUP
OG0003740	LOC117578594|XP_034120074.1|DGUA	LOC119551684|XP_037717076.1|DSUP
OG0003741	LOC117589063|XP_034136585.1|DGUA	LOC119553408|XP_037719709.1|DSUP
OG0003742	LOC117579045|XP_034120631.1|DGUA	LOC119555529|XP_037722885.1|DSUP
OG0003743	LOC117582872|XP_034126836.1|DGUA	LOC119549012|XP_037712581.1|DSUP
OG0003744	LOC117578601|XP_034120082.1|DGUA	LOC119551686|XP_037717078.1|DSUP
OG0003745	LOC117585398|XP_034130758.1|DGUA	LOC119550022|XP_037714374.1|DSUP
OG0003746	LOC117592227|XP_034141874.1|DGUA	LOC119549010|XP_037712576.1|DSUP
OG0003747	LOC117579947|XP_034121997.1|DGUA	LOC119553590|XP_037719968.1|DSUP
OG0003748	LOC117580056|XP_034122186.1|DGUA	LOC119553620|XP_037720013.1|DSUP
OG0003749	LOC117579110|XP_034120726.1|DGUA	LOC119554016|XP_037720660.1|DSUP
OG0003750	LOC117579111|XP_034120727.1|DGUA	LOC119552664|XP_037718299.1|DSUP
OG0003751	LOC117580143|XP_034122335.1|DGUA	LOC119554480|XP_037721323.1|DSUP
OG0003752	LOC117587034|XP_034133351.1|DGUA	LOC119553121|XP_037719236.1|DSUP
OG0003753	LOC117589234|XP_034136883.1|DGUA	LOC119554210|XP_037720939.1|DSUP
OG0003754	LOC117589232|XP_034136880.1|DGUA	LOC119552913|XP_037718775.1|DSUP
OG0003755	LOC117587039|XP_034133362.1|DGUA	LOC119553643|XP_037720049.1|DSUP
OG0003756	LOC117578648|XP_034120155.1|DGUA	LOC119559612|XP_037728570.1|DSUP
OG0003757	LOC117582465|XP_034126086.1|DGUA	LOC119549313|XP_037713216.1|DSUP
OG0003758	LOC117590502|XP_034139103.1|DGUA	LOC119549151|XP_037712859.1|DSUP
OG0003759	LOC117580200|XP_034122472.1|DGUA	LOC119555591|XP_037723002.1|DSUP
OG0003760	LOC117579416|XP_034121190.1|DGUA	LOC119552198|XP_037717983.1|DSUP
OG0003761	LOC117589327|XP_034137066.1|DGUA	LOC119555044|XP_037722158.1|DSUP
OG0003762	LOC117589328|XP_034137068.1|DGUA	LOC119555045|XP_037722159.1|DSUP
OG0003763	LOC117587418|XP_034133972.1|DGUA	LOC119553967|XP_037720592.1|DSUP
OG0003764	LOC117587417|XP_034133966.1|DGUA	LOC119552881|XP_037718711.1|DSUP
OG0003765	LOC117583895|XP_034128451.1|DGUA	LOC119546456|XP_037708659.1|DSUP
OG0003766	LOC117590495|XP_034139047.1|DGUA	LOC119556309|XP_037724320.1|DSUP
OG0003767	LOC117592269|XP_034141820.1|DGUA	LOC119549321|XP_037713225.1|DSUP
OG0003768	LOC117578495|XP_034119920.1|DGUA	LOC119550734|XP_037715575.1|DSUP
OG0003769	LOC117584596|XP_034129480.1|DGUA	LOC119550441|XP_037715044.1|DSUP
OG0003770	LOC117590573|XP_034139205.1|DGUA	LOC119549357|XP_037713320.1|DSUP
OG0003771	LOC117589209|XP_034136844.1|DGUA	LOC119552643|XP_037718264.1|DSUP
OG0003772	LOC117586885|XP_034133109.1|DGUA	LOC119553251|XP_037719455.1|DSUP
OG0003773	LOC117592402|XP_034142011.1|DGUA	LOC119551925|XP_037717483.1|DSUP
OG0003774	LOC117578809|XP_034120449.1|DGUA	LOC119549612|XP_037713710.1|DSUP
OG0003775	LOC117588750|XP_034136119.1|DGUA	LOC119558278|XP_037727581.1|DSUP
OG0003776	LOC117578460|XP_034119882.1|DGUA	LOC119551250|XP_037716423.1|DSUP
OG0003777	LOC117582002|XP_034125392.1|DGUA	LOC119550657|XP_037715430.1|DSUP
OG0003778	LOC117578893|XP_034120589.1|DGUA	LOC119550789|XP_037715648.1|DSUP
OG0003779	LOC117592254|XP_034141787.1|DGUA	LOC119550457|XP_037715067.1|DSUP
OG0003780	LOC117591905|XP_034141186.1|DGUA	LOC119549918|XP_037714170.1|DSUP
OG0003781	LOC117590656|XP_034139395.1|DGUA	LOC119551961|XP_037717990.1|DSUP
OG0003782	LOC117588795|XP_034136193.1|DGUA	LOC119556984|XP_037725433.1|DSUP
OG0003783	LOC117583587|XP_034127866.1|DGUA	LOC119554194|XP_037720921.1|DSUP
OG0003784	LOC117581123|XP_034123943.1|DGUA	LOC119549251|XP_037713085.1|DSUP
OG0003785	LOC117591931|XP_034141229.1|DGUA	LOC119559614|XP_037728574.1|DSUP
OG0003786	LOC117580138|XP_034122330.1|DGUA	LOC119550062|XP_037714452.1|DSUP
OG0003787	LOC117592503|XP_034142239.1|DGUA	LOC119550063|XP_037714454.1|DSUP
OG0003788	LOC117578719|XP_034120263.1|DGUA	LOC119550749|XP_037715598.1|DSUP
OG0003789	LOC117590398|XP_034138887.1|DGUA	LOC119550541|XP_037715192.1|DSUP
OG0003790	LOC117580312|XP_034122698.1|DGUA	LOC119554909|XP_037721939.1|DSUP
OG0003791	LOC117586169|XP_034131969.1|DGUA	LOC119560363|XP_037729695.1|DSUP
OG0003792	LOC117587131|XP_034133531.1|DGUA	LOC119552200|XP_037717986.1|DSUP
OG0003793	LOC117582513|XP_034126204.1|DGUA	LOC119549315|XP_037713217.1|DSUP
OG0003794	LOC117591853|XP_034141117.1|DGUA	LOC119549452|XP_037713476.1|DSUP
OG0003795	LOC117579534|XP_034121341.1|DGUA	LOC119555306|XP_037722551.1|DSUP
OG0003796	LOC117585838|XP_034131470.1|DGUA	LOC119563101|XP_037732268.1|DSUP
OG0003797	LOC117584612|XP_034129517.1|DGUA	LOC119547953|XP_037710931.1|DSUP
OG0003798	LOC117582704|XP_034126515.1|DGUA	LOC119551898|XP_037717438.1|DSUP
OG0003799	LOC117592084|XP_034141488.1|DGUA	LOC119550392|XP_037714971.1|DSUP
OG0003800	LOC117590911|XP_034139833.1|DGUA	LOC119547183|XP_037709846.1|DSUP
OG0003801	LOC117587629|XP_034134382.1|DGUA	LOC119548423|XP_037711590.1|DSUP
OG0003802	LOC117588154|XP_034135142.1|DGUA	LOC119548805|XP_037712314.1|DSUP
OG0003803	LOC117585844|XP_034131477.1|DGUA	LOC119557378|XP_037726054.1|DSUP
OG0003804	LOC117590924|XP_034139849.1|DGUA	LOC119548605|XP_037711889.1|DSUP
OG0003805	LOC117582483|XP_034126127.1|DGUA	LOC119546464|XP_037708675.1|DSUP
OG0003806	LOC117587820|XP_034134668.1|DGUA	LOC119562751|XP_037731882.1|DSUP
OG0003807	LOC117588198|XP_034135220.1|DGUA	LOC119558504|XP_037727937.1|DSUP
OG0003808	LOC117586998|XP_034133289.1|DGUA	LOC119554648|XP_037721577.1|DSUP
OG0003809	LOC117582042|XP_034125475.1|DGUA	LOC119548109|XP_037711130.1|DSUP
OG0003810	LOC117578462|XP_034119888.1|DGUA	LOC119548986|XP_037712513.1|DSUP
OG0003811	LOC117584996|XP_034130120.1|DGUA	LOC119550324|XP_037714857.1|DSUP
OG0003812	LOC117584441|XP_034129246.1|DGUA	LOC119546128|XP_037708152.1|DSUP
OG0003813	LOC117588106|XP_034135068.1|DGUA	LOC119546259|XP_037708346.1|DSUP
OG0003814	LOC117582098|XP_034125554.1|DGUA	LOC119546784|XP_037709268.1|DSUP
OG0003815	LOC117585323|XP_034130650.1|DGUA	LOC119547783|XP_037710725.1|DSUP
OG0003816	LOC117588208|XP_034135235.1|DGUA	LOC119548284|XP_037711380.1|DSUP
OG0003817	LOC117587728|XP_034134537.1|DGUA	LOC119547518|XP_037710340.1|DSUP
OG0003818	LOC117582267|XP_034125783.1|DGUA	LOC119548072|XP_037711088.1|DSUP
OG0003819	LOC117582270|XP_034125790.1|DGUA	LOC119547266|XP_037709975.1|DSUP
OG0003820	LOC117586594|XP_034132662.1|DGUA	LOC119563482|XP_037732835.1|DSUP
OG0003821	LOC117585568|XP_034130997.1|DGUA	LOC119551590|XP_037716919.1|DSUP
OG0003822	LOC117587916|XP_034134792.1|DGUA	LOC119562352|XP_037731442.1|DSUP
OG0003823	LOC117581961|XP_034125335.1|DGUA	LOC119548854|XP_037712407.1|DSUP
OG0003824	LOC117583973|XP_034128571.1|DGUA	LOC119548576|XP_037711822.1|DSUP
OG0003825	LOC117588086|XP_034135046.1|DGUA	LOC119548099|XP_037711116.1|DSUP
OG0003826	LOC117582415|XP_034125998.1|DGUA	LOC119547148|XP_037709792.1|DSUP
OG0003827	LOC117588187|XP_034135198.1|DGUA	LOC119546176|XP_037708226.1|DSUP
OG0003828	LOC117587563|XP_034134273.1|DGUA	LOC119546478|XP_037708692.1|DSUP
OG0003829	LOC117584418|XP_034129173.1|DGUA	LOC119548546|XP_037711768.1|DSUP
OG0003830	LOC117587957|XP_034134852.1|DGUA	LOC119546899|XP_037709449.1|DSUP
OG0003831	LOC117585174|XP_034130406.1|DGUA	LOC119560432|XP_037729799.1|DSUP
OG0003832	LOC117587521|XP_034134211.1|DGUA	LOC119546300|XP_037708416.1|DSUP
OG0003833	LOC117587692|XP_034134478.1|DGUA	LOC119546141|XP_037708175.1|DSUP
OG0003834	LOC117584862|XP_034129899.1|DGUA	LOC119546446|XP_037708648.1|DSUP
OG0003835	LOC117584124|XP_034128767.1|DGUA	LOC119548225|XP_037711288.1|DSUP
OG0003836	LOC117587744|XP_034134560.1|DGUA	LOC119545930|XP_037707776.1|DSUP
OG0003837	LOC117587741|XP_034134555.1|DGUA	LOC119546584|XP_037708919.1|DSUP
OG0003838	LOC117581906|XP_034125266.1|DGUA	LOC119547866|XP_037710828.1|DSUP
OG0003839	LOC117587810|XP_034134656.1|DGUA	LOC119548612|XP_037711906.1|DSUP
OG0003840	LOC117582851|XP_034126814.1|DGUA	LOC119548979|XP_037712502.1|DSUP
OG0003841	LOC117584367|XP_034129096.1|DGUA	LOC119548089|XP_037711103.1|DSUP
OG0003842	LOC117584272|XP_034128976.1|DGUA	LOC119548613|XP_037711907.1|DSUP
OG0003843	LOC117584689|XP_034129610.1|DGUA	LOC119546513|XP_037708766.1|DSUP
OG0003844	LOC117587805|XP_034134648.1|DGUA	LOC119548611|XP_037711902.1|DSUP
OG0003845	LOC117591556|XP_034140742.1|DGUA	LOC119547462|XP_037710271.1|DSUP
OG0003847	LOC117588222|XP_034135258.1|DGUA	LOC119546525|XP_037708789.1|DSUP
OG0003848	LOC117582849|XP_034126808.1|DGUA	LOC119562891|XP_037731936.1|DSUP
OG0003849	LOC117591840|XP_034141097.1|DGUA	LOC119549281|XP_037713142.1|DSUP
OG0003850	LOC117584319|XP_034129039.1|DGUA	LOC119547066|XP_037709678.1|DSUP
OG0003851	LOC117592228|XP_034141756.1|DGUA	LOC119550695|XP_037715488.1|DSUP
OG0003852	LOC117582360|XP_034125907.1|DGUA	LOC119548765|XP_037712236.1|DSUP
OG0003853	LOC117587073|XP_034133419.1|DGUA	LOC119549154|XP_037712865.1|DSUP
OG0003854	LOC117584390|XP_034129135.1|DGUA	LOC119548314|XP_037711419.1|DSUP
OG0003855	LOC117584856|XP_034129888.1|DGUA	LOC119548313|XP_037711418.1|DSUP
OG0003856	LOC117582505|XP_034126184.1|DGUA	LOC119546149|XP_037708186.1|DSUP
OG0003857	LOC117584106|XP_034128745.1|DGUA	LOC119546417|XP_037708610.1|DSUP
OG0003859	LOC117582269|XP_034125789.1|DGUA	LOC119547031|XP_037709632.1|DSUP
OG0003860	LOC117592583|XP_034142361.1|DGUA	LOC119550687|XP_037715480.1|DSUP
OG0003861	LOC117584641|XP_034129554.1|DGUA	LOC119547782|XP_037710721.1|DSUP
OG0003862	LOC117587560|XP_034134267.1|DGUA	LOC119558514|XP_037727942.1|DSUP
OG0003863	LOC117588215|XP_034135245.1|DGUA	LOC119548440|XP_037711626.1|DSUP
OG0003864	LOC117587868|XP_034134726.1|DGUA	LOC119548399|XP_037711555.1|DSUP
OG0003865	LOC117591223|XP_034140289.1|DGUA	LOC119563277|XP_037732528.1|DSUP
OG0003866	LOC117588147|XP_034135136.1|DGUA	LOC119547344|XP_037710084.1|DSUP
OG0003867	LOC117588172|XP_034135175.1|DGUA	LOC119562532|XP_037731654.1|DSUP
OG0003868	LOC117584736|XP_034129698.1|DGUA	LOC119546844|XP_037709366.1|DSUP
OG0003869	LOC117581935|XP_034125308.1|DGUA	LOC119547203|XP_037709877.1|DSUP
OG0003870	LOC117582173|XP_034125665.1|DGUA	LOC119548622|XP_037711920.1|DSUP
OG0003871	LOC117582344|XP_034125887.1|DGUA	LOC119546524|XP_037708788.1|DSUP
OG0003872	LOC117578863|XP_034120545.1|DGUA	LOC119550940|XP_037715893.1|DSUP
OG0003873	LOC117584872|XP_034129914.1|DGUA	LOC119548535|XP_037711756.1|DSUP
OG0003874	LOC117587614|XP_034134357.1|DGUA	LOC119546531|XP_037708796.1|DSUP
OG0003875	LOC117587634|XP_034134393.1|DGUA	LOC119547132|XP_037709773.1|DSUP
OG0003876	LOC117582408|XP_034125987.1|DGUA	LOC119547848|XP_037710806.1|DSUP
OG0003877	LOC117584557|XP_034129405.1|DGUA	LOC119548262|XP_037711335.1|DSUP
OG0003878	LOC117582265|XP_034125780.1|DGUA	LOC119547030|XP_037709628.1|DSUP
OG0003879	LOC117587440|XP_034134014.1|DGUA	LOC119555554|XP_037722928.1|DSUP
OG0003880	LOC117586975|XP_034133245.1|DGUA	LOC119554662|XP_037721592.1|DSUP
OG0003881	LOC117587214|XP_034133662.1|DGUA	LOC119551244|XP_037716416.1|DSUP
OG0003882	LOC117578748|XP_034120322.1|DGUA	LOC119559148|XP_037728145.1|DSUP
OG0003883	LOC117590529|XP_034139138.1|DGUA	LOC119558274|XP_037727575.1|DSUP
OG0003884	LOC117587569|XP_034134285.1|DGUA	LOC119546325|XP_037708452.1|DSUP
OG0003885	LOC117584626|XP_034129539.1|DGUA	LOC119547706|XP_037710609.1|DSUP
OG0003886	LOC117584099|XP_034128739.1|DGUA	LOC119547704|XP_037710607.1|DSUP
OG0003887	LOC117584350|XP_034129074.1|DGUA	LOC119547717|XP_037710619.1|DSUP
OG0003888	LOC117583210|XP_034127316.1|DGUA	LOC119560693|XP_037730203.1|DSUP
OG0003889	LOC117582086|XP_034125536.1|DGUA	LOC119547688|XP_037710583.1|DSUP
OG0003890	LOC117589151|XP_034136737.1|DGUA	LOC119554676|XP_037721607.1|DSUP
OG0003891	LOC117584090|XP_034128729.1|DGUA	LOC119546443|XP_037708646.1|DSUP
OG0003892	LOC117586912|XP_034133152.1|DGUA	LOC119554563|XP_037721462.1|DSUP
OG0003893	LOC117587608|XP_034134350.1|DGUA	LOC119546100|XP_037708111.1|DSUP
OG0003894	LOC117584496|XP_034129315.1|DGUA	LOC119548420|XP_037711588.1|DSUP
OG0003895	LOC117578435|XP_034119848.1|DGUA	LOC119550440|XP_037715043.1|DSUP
OG0003896	LOC117590217|XP_034138574.1|DGUA	LOC119550856|XP_037715756.1|DSUP
OG0003897	LOC117592009|XP_034141353.1|DGUA	LOC119552045|XP_037717716.1|DSUP
OG0003898	LOC117588003|XP_034134915.1|DGUA	LOC119548686|XP_037712063.1|DSUP
OG0003899	LOC117582638|XP_034126410.1|DGUA	LOC119548529|XP_037711751.1|DSUP
OG0003900	LOC117582530|XP_034126226.1|DGUA	LOC119546508|XP_037708758.1|DSUP
OG0003901	LOC117584014|XP_034128637.1|DGUA	LOC119546418|XP_037708611.1|DSUP
OG0003902	LOC117583966|XP_034128563.1|DGUA	LOC119546486|XP_037708710.1|DSUP
OG0003903	LOC117584359|XP_034129088.1|DGUA	LOC119548829|XP_037712375.1|DSUP, LOC119559717|XP_037728708.1|DSUP
OG0003904	LOC117584358|XP_034129087.1|DGUA	LOC119548828|XP_037712374.1|DSUP
OG0003905	LOC117582877|XP_034126841.1|DGUA	LOC119552001|XP_037717656.1|DSUP
OG0003906	LOC117587617|XP_034134366.1|DGUA	LOC119551593|XP_037716922.1|DSUP
OG0003907	LOC117582455|XP_034126071.1|DGUA	LOC119548394|XP_037711548.1|DSUP
OG0003908	LOC117582463|XP_034126080.1|DGUA	LOC119547805|XP_037710750.1|DSUP
OG0003909	LOC117583064|XP_034127130.1|DGUA	LOC119549538|XP_037713609.1|DSUP
OG0003910	LOC117588801|XP_034136208.1|DGUA	LOC119560951|XP_037730618.1|DSUP
OG0003911	LOC117582448|XP_034126062.1|DGUA	LOC119548410|XP_037711577.1|DSUP
OG0003912	LOC117584175|XP_034128832.1|DGUA	LOC119546943|XP_037709509.1|DSUP
OG0003913	LOC117588175|XP_034135180.1|DGUA	LOC119547614|XP_037710465.1|DSUP
OG0003914	LOC117581761|XP_034125053.1|DGUA	LOC119547210|XP_037709888.1|DSUP
OG0003915	LOC117590484|XP_034139031.1|DGUA	LOC119557876|XP_037726805.1|DSUP
OG0003916	LOC117584674|XP_034129595.1|DGUA	LOC119547109|XP_037709747.1|DSUP
OG0003917	LOC117584481|XP_034129297.1|DGUA	LOC119546700|XP_037709108.1|DSUP
OG0003918	LOC117582301|XP_034125834.1|DGUA	LOC119547537|XP_037710361.1|DSUP
OG0003919	LOC117584266|XP_034128968.1|DGUA	LOC119547846|XP_037710804.1|DSUP
OG0003920	LOC117578808|XP_034120443.1|DGUA	LOC119550943|XP_037715896.1|DSUP
OG0003921	LOC117582093|XP_034125547.1|DGUA	LOC119547180|XP_037709843.1|DSUP
OG0003922	LOC117582502|XP_034126177.1|DGUA	LOC119546075|XP_037708079.1|DSUP
OG0003923	LOC117590627|XP_034139328.1|DGUA	LOC119561361|XP_037730993.1|DSUP
OG0003924	LOC117580392|XP_034122826.1|DGUA	LOC119549332|XP_037713240.1|DSUP
OG0003925	LOC117584876|XP_034129918.1|DGUA	LOC119545952|XP_037707837.1|DSUP
OG0003926	LOC117584679|XP_034129599.1|DGUA	LOC119548837|XP_037712384.1|DSUP
OG0003927	LOC117582152|XP_034125628.1|DGUA	LOC119548762|XP_037712230.1|DSUP
OG0003928	LOC117588090|XP_034135051.1|DGUA	LOC119548273|XP_037711352.1|DSUP
OG0003929	LOC117581830|XP_034125169.1|DGUA	LOC119548874|XP_037712432.1|DSUP
OG0003930	LOC117584306|XP_034129022.1|DGUA	LOC119547799|XP_037710744.1|DSUP
OG0003931	LOC117584216|XP_034128879.1|DGUA	LOC119546795|XP_037709287.1|DSUP
OG0003932	LOC117591813|XP_034141037.1|DGUA	LOC119551841|XP_037717341.1|DSUP
OG0003933	LOC117582156|XP_034125638.1|DGUA	LOC119548177|XP_037711219.1|DSUP
OG0003934	LOC117584759|XP_034129752.1|DGUA	LOC119548793|XP_037712297.1|DSUP
OG0003935	LOC117587050|XP_034133381.1|DGUA	LOC119549893|XP_037714129.1|DSUP
OG0003936	LOC117587163|XP_034133565.1|DGUA	LOC119549894|XP_037714130.1|DSUP
OG0003937	LOC117584354|XP_034129086.1|DGUA	LOC119549589|XP_037713676.1|DSUP
OG0003938	LOC117583940|XP_034128516.1|DGUA	LOC119547385|XP_037710150.1|DSUP
OG0003939	LOC117582586|XP_034126324.1|DGUA	LOC119546034|XP_037707980.1|DSUP
OG0003940	LOC117583944|XP_034128533.1|DGUA	LOC119546746|XP_037709173.1|DSUP
OG0003941	LOC117583947|XP_034128536.1|DGUA	LOC119547362|XP_037710106.1|DSUP
OG0003942	LOC117581924|XP_034125289.1|DGUA	LOC119548281|XP_037711374.1|DSUP
OG0003943	LOC117583948|XP_034128537.1|DGUA	LOC119546798|XP_037709302.1|DSUP
OG0003944	LOC117582015|XP_034125427.1|DGUA	LOC119548369|XP_037711515.1|DSUP
OG0003945	LOC117591990|XP_034141325.1|DGUA	LOC119549818|XP_037714024.1|DSUP
OG0003946	LOC117587639|XP_034134414.1|DGUA	LOC119547304|XP_037710028.1|DSUP
OG0003947	LOC117587682|XP_034134465.1|DGUA	LOC119548155|XP_037711184.1|DSUP
OG0003948	LOC117582200|XP_034125699.1|DGUA	LOC119548865|XP_037712421.1|DSUP
OG0003949	LOC117582194|XP_034125689.1|DGUA	LOC119548862|XP_037712417.1|DSUP
OG0003950	LOC117588126|XP_034135096.1|DGUA	LOC119561810|XP_037731216.1|DSUP
OG0003951	LOC117587555|XP_034134253.1|DGUA	LOC119562480|XP_037731602.1|DSUP
OG0003952	LOC117581945|XP_034125318.1|DGUA	LOC119546778|XP_037709258.1|DSUP
OG0003953	LOC117584791|XP_034129795.1|DGUA	LOC119546044|XP_037707996.1|DSUP
OG0003954	LOC117579701|XP_034121583.1|DGUA	LOC119555096|XP_037722242.1|DSUP
OG0003955	LOC117584714|XP_034129650.1|DGUA	LOC119547818|XP_037710770.1|DSUP
OG0003956	LOC117582172|XP_034125664.1|DGUA	LOC119546220|XP_037708288.1|DSUP
OG0003957	LOC117589207|XP_034136837.1|DGUA	LOC119552828|XP_037718610.1|DSUP
OG0003958	LOC117591038|XP_034140024.1|DGUA	LOC119557490|XP_037726189.1|DSUP
OG0003959	LOC117579976|XP_034122048.1|DGUA	LOC119551286|XP_037716481.1|DSUP
OG0003960	LOC117580785|XP_034123371.1|DGUA	LOC119556498|XP_037724686.1|DSUP
OG0003961	LOC117581763|XP_034125055.1|DGUA	LOC119548068|XP_037711082.1|DSUP
