Orthogroup	DGUA.longest_only	CCAP.longest_only
OG0003551	LOC117578772|XP_034120368.1|DGUA	CCAP1982_LOCUS22614|CAD7014623.1|CCAP
OG0003552	LOC117583206|XP_034127307.1|DGUA	CCAP1982_LOCUS22722|CAD7014745.1|CCAP
OG0003553	LOC117592420|XP_034142053.1|DGUA	CCAP1982_LOCUS22616|CAD7014625.1|CCAP
OG0003554	LOC117589086|XP_034136614.1|DGUA	CCAP1982_LOCUS11950|CAD7003500.1|CCAP
OG0003555	LOC117579702|XP_034121584.1|DGUA	CCAP1982_LOCUS13140|CAD7004747.1|CCAP
OG0003556	LOC117580505|XP_034122983.1|DGUA	CCAP1982_LOCUS11725|CAD7003263.1|CCAP
OG0003557	LOC117580506|XP_034122986.1|DGUA	CCAP1982_LOCUS11727|CAD7003265.1|CCAP
OG0003558	LOC117579052|XP_034120639.1|DGUA	CCAP1982_LOCUS11602|CAD7003140.1|CCAP, CCAP1982_LOCUS11600|CAD7003138.1|CCAP
OG0003559	LOC117589362|XP_034137149.1|DGUA	CCAP1982_LOCUS11205|CAD7002730.1|CCAP
OG0003560	LOC117579731|XP_034121619.1|DGUA	CCAP1982_LOCUS13143|CAD7004750.1|CCAP
OG0003561	LOC117592167|XP_034141652.1|DGUA	CCAP1982_LOCUS22042|CAD7014036.1|CCAP
OG0003562	LOC117592573|XP_034142349.1|DGUA	CCAP1982_LOCUS22254|CAD7014251.1|CCAP
OG0003563	LOC117585757|XP_034131304.1|DGUA	CCAP1982_LOCUS3245|CAD6994499.1|CCAP
OG0003564	LOC117580111|XP_034122281.1|DGUA	CCAP1982_LOCUS13030|CAD7004635.1|CCAP
OG0003565	LOC117579508|XP_034121302.1|DGUA	CCAP1982_LOCUS13066|CAD7004671.1|CCAP
OG0003566	LOC117589952|XP_034138134.1|DGUA	CCAP1982_LOCUS2783|CAD6994002.1|CCAP
OG0003567	LOC117583053|XP_034127118.1|DGUA	CCAP1982_LOCUS23392|CAD7015451.1|CCAP
OG0003568	LOC117582536|XP_034126275.1|DGUA	CCAP1982_LOCUS22896|CAD7014933.1|CCAP
OG0003569	LOC117589041|XP_034136560.1|DGUA	CCAP1982_LOCUS11485|CAD7003022.1|CCAP
OG0003570	LOC117578591|XP_034120065.1|DGUA	CCAP1982_LOCUS21682|CAD7013635.1|CCAP
OG0003571	LOC117579981|XP_034122050.1|DGUA	CCAP1982_LOCUS12914|CAD7004515.1|CCAP
OG0003572	LOC117581615|XP_034124888.1|DGUA	CCAP1982_LOCUS22108|CAD7014102.1|CCAP
OG0003573	LOC117578621|XP_034120116.1|DGUA	CCAP1982_LOCUS20153|CAD7012051.1|CCAP
OG0003574	LOC117588850|XP_034136240.1|DGUA	CCAP1982_LOCUS13221|CAD7004832.1|CCAP
OG0003575	LOC117588879|XP_034136279.1|DGUA	CCAP1982_LOCUS12171|CAD7003735.1|CCAP
OG0003576	LOC117587213|XP_034133659.1|DGUA	CCAP1982_LOCUS11896|CAD7003442.1|CCAP
OG0003577	LOC117580387|XP_034122816.1|DGUA	CCAP1982_LOCUS14910|CAD7006599.1|CCAP
OG0003578	LOC117580301|XP_034122680.1|DGUA	CCAP1982_LOCUS11839|CAD7003380.1|CCAP
OG0003579	LOC117592630|XP_034142457.1|DGUA	CCAP1982_LOCUS23067|CAD7015115.1|CCAP
OG0003580	LOC117590566|XP_034139202.1|DGUA	CCAP1982_LOCUS19430|CAD7011325.1|CCAP
OG0003581	LOC117579793|XP_034121753.1|DGUA	CCAP1982_LOCUS11518|CAD7003055.1|CCAP
OG0003582	LOC117580353|XP_034122762.1|DGUA	CCAP1982_LOCUS13249|CAD7004864.1|CCAP
OG0003584	LOC117586307|XP_034132160.1|DGUA	CCAP1982_LOCUS21831|CAD7013811.1|CCAP
OG0003586	LOC117590583|XP_034139230.1|DGUA	CCAP1982_LOCUS19527|CAD7011427.1|CCAP
OG0003587	LOC117582088|XP_034125541.1|DGUA	CCAP1982_LOCUS8444|CAD6999931.1|CCAP
OG0003588	LOC117583002|XP_034127044.1|DGUA	CCAP1982_LOCUS1234|CAD6992370.1|CCAP
OG0003589	LOC117586538|XP_034132568.1|DGUA	CCAP1982_LOCUS22779|CAD7014811.1|CCAP
OG0003590	LOC117586929|XP_034133182.1|DGUA	CCAP1982_LOCUS11384|CAD7002918.1|CCAP
OG0003591	LOC117586970|XP_034133235.1|DGUA	CCAP1982_LOCUS12774|CAD7004362.1|CCAP
OG0003592	LOC117589383|XP_034137188.1|DGUA	CCAP1982_LOCUS10792|CAD7002301.1|CCAP
OG0003594	LOC117580309|XP_034122693.1|DGUA	CCAP1982_LOCUS12613|CAD7004194.1|CCAP
OG0003595	LOC117592184|XP_034141675.1|DGUA	CCAP1982_LOCUS7244|CAD6998686.1|CCAP
OG0003596	LOC117578794|XP_034120407.1|DGUA	CCAP1982_LOCUS21815|CAD7013794.1|CCAP
OG0003597	LOC117592607|XP_034142382.1|DGUA	CCAP1982_LOCUS21803|CAD7013780.1|CCAP
OG0003598	LOC117579336|XP_034121052.1|DGUA	CCAP1982_LOCUS13311|CAD7004928.1|CCAP
OG0003599	LOC117584588|XP_034129456.1|DGUA	CCAP1982_LOCUS11327|CAD7002857.1|CCAP
OG0003600	LOC117589322|XP_034137036.1|DGUA	CCAP1982_LOCUS14954|CAD7006649.1|CCAP, CCAP1982_LOCUS14955|CAD7006652.1|CCAP
OG0003601	LOC117590332|XP_034138721.1|DGUA	CCAP1982_LOCUS7215|CAD6998647.1|CCAP
OG0003602	LOC117592043|XP_034141422.1|DGUA	CCAP1982_LOCUS21885|CAD7013867.1|CCAP
OG0003603	LOC117586818|XP_034132988.1|DGUA	CCAP1982_LOCUS13002|CAD7004607.1|CCAP
OG0003604	LOC117587978|XP_034134877.1|DGUA	CCAP1982_LOCUS4226|CAD6995513.1|CCAP
OG0003605	LOC117585283|XP_034130601.1|DGUA	CCAP1982_LOCUS3866|CAD6995143.1|CCAP
OG0003606	LOC117587109|XP_034133497.1|DGUA	CCAP1982_LOCUS19954|CAD7011845.1|CCAP
OG0003607	LOC117591955|XP_034141270.1|DGUA	CCAP1982_LOCUS23337|CAD7015393.1|CCAP
OG0003608	LOC117579345|XP_034121062.1|DGUA	CCAP1982_LOCUS12329|CAD7003900.1|CCAP
OG0003609	LOC117583795|XP_034128271.1|DGUA	CCAP1982_LOCUS22494|CAD7014492.1|CCAP
OG0003610	LOC117579455|XP_034121233.1|DGUA	CCAP1982_LOCUS14171|CAD7005827.1|CCAP
OG0003611	LOC117586883|XP_034133100.1|DGUA	CCAP1982_LOCUS12836|CAD7004427.1|CCAP
OG0003613	LOC117585679|XP_034131176.1|DGUA	CCAP1982_LOCUS22009|CAD7014002.1|CCAP
OG0003614	LOC117585683|XP_034131190.1|DGUA	CCAP1982_LOCUS22010|CAD7014003.1|CCAP
OG0003615	LOC117579552|XP_034121366.1|DGUA	CCAP1982_LOCUS7100|CAD6998511.1|CCAP
OG0003616	LOC117592080|XP_034141483.1|DGUA	CCAP1982_LOCUS22733|CAD7014759.1|CCAP
OG0003617	LOC117592137|XP_034141577.1|DGUA	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP
OG0003618	LOC117592135|XP_034141571.1|DGUA	CCAP1982_LOCUS22202|CAD7014197.1|CCAP
OG0003619	LOC117587356|XP_034133892.1|DGUA	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP
OG0003620	LOC117592368|XP_034141958.1|DGUA	CCAP1982_LOCUS7174|CAD6998596.1|CCAP
OG0003621	LOC117587326|XP_034133849.1|DGUA	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP
OG0003622	LOC117587324|XP_034133846.1|DGUA	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP
OG0003623	LOC117592518|XP_034142259.1|DGUA	CCAP1982_LOCUS20556|CAD7012478.1|CCAP
OG0003624	LOC117592063|XP_034141456.1|DGUA	CCAP1982_LOCUS23352|CAD7015409.1|CCAP
OG0003625	LOC117581571|XP_034124811.1|DGUA	CCAP1982_LOCUS21462|CAD7013397.1|CCAP
OG0003626	LOC117588088|XP_034135052.1|DGUA	CCAP1982_LOCUS21714|CAD7013671.1|CCAP
OG0003627	LOC117584502|XP_034129329.1|DGUA	CCAP1982_LOCUS21785|CAD7013758.1|CCAP
OG0003628	LOC117578886|XP_034120574.1|DGUA	CCAP1982_LOCUS22904|CAD7014941.1|CCAP
OG0003629	LOC117589891|XP_034138056.1|DGUA	CCAP1982_LOCUS23130|CAD7015177.1|CCAP
OG0003630	LOC117591278|XP_034140371.1|DGUA	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP
OG0003631	LOC117580137|XP_034122326.1|DGUA	CCAP1982_LOCUS14526|CAD7006198.1|CCAP
OG0003633	LOC117580156|XP_034122366.1|DGUA	CCAP1982_LOCUS22604|CAD7014613.1|CCAP
OG0003634	LOC117587019|XP_034133322.1|DGUA	CCAP1982_LOCUS11200|CAD7002725.1|CCAP
OG0003635	LOC117589198|XP_034136817.1|DGUA	CCAP1982_LOCUS13302|CAD7004919.1|CCAP
OG0003636	LOC117578804|XP_034120424.1|DGUA	CCAP1982_LOCUS21736|CAD7013695.1|CCAP
OG0003637	LOC117588648|XP_034135974.1|DGUA	CCAP1982_LOCUS21955|CAD7013945.1|CCAP
OG0003638	LOC117580462|XP_034122926.1|DGUA	CCAP1982_LOCUS11671|CAD7003211.1|CCAP
OG0003639	LOC117587773|XP_034134602.1|DGUA	CCAP1982_LOCUS7721|CAD6999185.1|CCAP
OG0003640	LOC117578425|XP_034119777.1|DGUA	CCAP1982_LOCUS21863|CAD7013843.1|CCAP
OG0003641	LOC117578535|XP_034119993.1|DGUA	CCAP1982_LOCUS22381|CAD7014386.1|CCAP
OG0003642	LOC117578866|XP_034120549.1|DGUA	CCAP1982_LOCUS22389|CAD7014395.1|CCAP
OG0003643	LOC117592150|XP_034141611.1|DGUA	CCAP1982_LOCUS22398|CAD7014406.1|CCAP
OG0003644	LOC117578655|XP_034120164.1|DGUA	CCAP1982_LOCUS21838|CAD7013818.1|CCAP
OG0003645	LOC117579197|XP_034120858.1|DGUA	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP
OG0003647	LOC117579274|XP_034120960.1|DGUA	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP
OG0003648	LOC117583943|XP_034128532.1|DGUA	CCAP1982_LOCUS8271|CAD6999748.1|CCAP
OG0003649	LOC117584989|XP_034130107.1|DGUA	CCAP1982_LOCUS4182|CAD6995467.1|CCAP
OG0003651	LOC117582866|XP_034126827.1|DGUA	CCAP1982_LOCUS12955|CAD7004559.1|CCAP
OG0003652	LOC117587062|XP_034133394.1|DGUA	CCAP1982_LOCUS14449|CAD7006117.1|CCAP
OG0003653	LOC117580463|XP_034122927.1|DGUA	CCAP1982_LOCUS14514|CAD7006185.1|CCAP
OG0003654	LOC117587258|XP_034133722.1|DGUA	CCAP1982_LOCUS14925|CAD7006617.1|CCAP
OG0003655	LOC117588232|XP_034135272.1|DGUA	CCAP1982_LOCUS7863|CAD6999336.1|CCAP
OG0003656	LOC117587311|XP_034133825.1|DGUA	CCAP1982_LOCUS14435|CAD7006103.1|CCAP
OG0003657	LOC117586834|XP_034133016.1|DGUA	CCAP1982_LOCUS12806|CAD7004396.1|CCAP
OG0003658	LOC117586246|XP_034132075.1|DGUA	CCAP1982_LOCUS4952|CAD6996269.1|CCAP
OG0003659	LOC117589027|XP_034136546.1|DGUA	CCAP1982_LOCUS14429|CAD7006097.1|CCAP
OG0003660	LOC117588984|XP_034136468.1|DGUA	CCAP1982_LOCUS14421|CAD7006089.1|CCAP
OG0003661	LOC117589111|XP_034136678.1|DGUA	CCAP1982_LOCUS11803|CAD7003344.1|CCAP
OG0003662	LOC117586856|XP_034133043.1|DGUA	CCAP1982_LOCUS13088|CAD7004695.1|CCAP
OG0003663	LOC117580389|XP_034122820.1|DGUA	CCAP1982_LOCUS12977|CAD7004582.1|CCAP
OG0003664	LOC117580423|XP_034122866.1|DGUA	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP
OG0003665	LOC117592467|XP_034142194.1|DGUA	CCAP1982_LOCUS22959|CAD7015002.1|CCAP
OG0003666	LOC117578441|XP_034119854.1|DGUA	CCAP1982_LOCUS21826|CAD7013806.1|CCAP
OG0003667	LOC117580170|XP_034122385.1|DGUA	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP
OG0003668	LOC117591787|XP_034141031.1|DGUA	CCAP1982_LOCUS23017|CAD7015061.1|CCAP
OG0003670	LOC117592689|XP_034142544.1|DGUA	CCAP1982_LOCUS23293|CAD7015348.1|CCAP
OG0003671	LOC117592004|XP_034141347.1|DGUA	CCAP1982_LOCUS23357|CAD7015415.1|CCAP
OG0003672	LOC117586495|XP_034132482.1|DGUA	CCAP1982_LOCUS5024|CAD6996346.1|CCAP
OG0003673	LOC117579158|XP_034120812.1|DGUA	CCAP1982_LOCUS22968|CAD7015011.1|CCAP
OG0003674	LOC117579189|XP_034120865.1|DGUA	CCAP1982_LOCUS22662|CAD7014677.1|CCAP
OG0003675	LOC117582861|XP_034126825.1|DGUA	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP
OG0003676	LOC117582842|XP_034126791.1|DGUA	CCAP1982_LOCUS21669|CAD7013618.1|CCAP
OG0003677	LOC117585522|XP_034130921.1|DGUA	CCAP1982_LOCUS19974|CAD7011862.1|CCAP
OG0003678	LOC117587399|XP_034133944.1|DGUA	CCAP1982_LOCUS11181|CAD7002704.1|CCAP
OG0003679	LOC117587031|XP_034133347.1|DGUA	CCAP1982_LOCUS11222|CAD7002748.1|CCAP
OG0003680	LOC117591954|XP_034141268.1|DGUA	CCAP1982_LOCUS23121|CAD7015168.1|CCAP
OG0003681	LOC117586549|XP_034132605.1|DGUA	CCAP1982_LOCUS22931|CAD7014971.1|CCAP
OG0003682	LOC117582779|XP_034126641.1|DGUA	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP
OG0003683	LOC117585607|XP_034131052.1|DGUA	CCAP1982_LOCUS21597|CAD7013538.1|CCAP
OG0003684	LOC117580339|XP_034122736.1|DGUA	CCAP1982_LOCUS11434|CAD7002970.1|CCAP
OG0003685	LOC117580038|XP_034122158.1|DGUA	CCAP1982_LOCUS11367|CAD7002898.1|CCAP
OG0003686	LOC117579814|XP_034121798.1|DGUA	CCAP1982_LOCUS23389|CAD7015448.1|CCAP
OG0003687	LOC117592580|XP_034142357.1|DGUA	CCAP1982_LOCUS23346|CAD7015403.1|CCAP
OG0003688	LOC117592079|XP_034141482.1|DGUA	CCAP1982_LOCUS22597|CAD7014604.1|CCAP
OG0003689	LOC117579374|XP_034121134.1|DGUA	CCAP1982_LOCUS13752|CAD7005392.1|CCAP
OG0003690	LOC117579599|XP_034121422.1|DGUA	CCAP1982_LOCUS14318|CAD7005981.1|CCAP
OG0003692	LOC117578604|XP_034120086.1|DGUA	CCAP1982_LOCUS21677|CAD7013627.1|CCAP
OG0003693	LOC117588990|XP_034136480.1|DGUA	CCAP1982_LOCUS12571|CAD7004151.1|CCAP
OG0003694	LOC117589108|XP_034136651.1|DGUA	CCAP1982_LOCUS11736|CAD7003274.1|CCAP
OG0003695	LOC117588839|XP_034136223.1|DGUA	CCAP1982_LOCUS12035|CAD7003587.1|CCAP
OG0003696	LOC117578514|XP_034119950.1|DGUA	CCAP1982_LOCUS23180|CAD7015232.1|CCAP
OG0003697	LOC117580096|XP_034122252.1|DGUA	CCAP1982_LOCUS7206|CAD6998635.1|CCAP
OG0003698	LOC117579383|XP_034121146.1|DGUA	CCAP1982_LOCUS11425|CAD7002961.1|CCAP
OG0003699	LOC117580189|XP_034122447.1|DGUA	CCAP1982_LOCUS23399|CAD7015459.1|CCAP
OG0003700	LOC117586596|XP_034132670.1|DGUA	CCAP1982_LOCUS22160|CAD7014154.1|CCAP
OG0003701	LOC117581865|XP_034125219.1|DGUA	CCAP1982_LOCUS8186|CAD6999656.1|CCAP
OG0003702	LOC117579824|XP_034121808.1|DGUA	CCAP1982_LOCUS12284|CAD7003854.1|CCAP
OG0003703	LOC117579123|XP_034120745.1|DGUA	CCAP1982_LOCUS13305|CAD7004922.1|CCAP
OG0003704	LOC117588840|XP_034136224.1|DGUA	CCAP1982_LOCUS12033|CAD7003584.1|CCAP
OG0003705	LOC117578694|XP_034120219.1|DGUA	CCAP1982_LOCUS21875|CAD7013856.1|CCAP
OG0003706	LOC117587368|XP_034133904.1|DGUA	CCAP1982_LOCUS10911|CAD7002420.1|CCAP
OG0003707	LOC117586938|XP_034133193.1|DGUA	CCAP1982_LOCUS10916|CAD7002425.1|CCAP
OG0003708	LOC117588922|XP_034136387.1|DGUA	CCAP1982_LOCUS19354|CAD7011246.1|CCAP
OG0003709	LOC117578705|XP_034120243.1|DGUA	CCAP1982_LOCUS23119|CAD7015166.1|CCAP
OG0003710	LOC117578699|XP_034120235.1|DGUA	CCAP1982_LOCUS23117|CAD7015164.1|CCAP
OG0003711	LOC117579695|XP_034121576.1|DGUA	CCAP1982_LOCUS11818|CAD7003359.1|CCAP
OG0003712	LOC117579606|XP_034121435.1|DGUA	CCAP1982_LOCUS7182|CAD6998607.1|CCAP
OG0003713	LOC117587320|XP_034133845.1|DGUA	CCAP1982_LOCUS7183|CAD6998608.1|CCAP
OG0003714	LOC117578844|XP_034120523.1|DGUA	CCAP1982_LOCUS7184|CAD6998609.1|CCAP
OG0003715	LOC117586821|XP_034132992.1|DGUA	CCAP1982_LOCUS13001|CAD7004606.1|CCAP
OG0003716	LOC117579339|XP_034121055.1|DGUA	CCAP1982_LOCUS12861|CAD7004455.1|CCAP, CCAP1982_LOCUS12851|CAD7004445.1|CCAP, CCAP1982_LOCUS12852|CAD7004446.1|CCAP, CCAP1982_LOCUS12848|CAD7004442.1|CCAP
OG0003717	LOC117588869|XP_034136267.1|DGUA	CCAP1982_LOCUS11998|CAD7003550.1|CCAP
OG0003718	LOC117589427|XP_034137254.1|DGUA	CCAP1982_LOCUS13032|CAD7004637.1|CCAP
OG0003719	LOC117579572|XP_034121390.1|DGUA	CCAP1982_LOCUS14044|CAD7005692.1|CCAP
OG0003721	LOC117586848|XP_034133037.1|DGUA	CCAP1982_LOCUS23140|CAD7015189.1|CCAP
OG0003722	LOC117579851|XP_034121840.1|DGUA	CCAP1982_LOCUS12402|CAD7003979.1|CCAP
OG0003723	LOC117580344|XP_034122741.1|DGUA	CCAP1982_LOCUS11056|CAD7002568.1|CCAP
OG0003724	LOC117579613|XP_034121439.1|DGUA	CCAP1982_LOCUS12892|CAD7004490.1|CCAP
OG0003725	LOC117589359|XP_034137143.1|DGUA	CCAP1982_LOCUS12240|CAD7003807.1|CCAP, CCAP1982_LOCUS12242|CAD7003809.1|CCAP
OG0003726	LOC117580228|XP_034122533.1|DGUA	CCAP1982_LOCUS11955|CAD7003505.1|CCAP
OG0003727	LOC117586814|XP_034132978.1|DGUA	CCAP1982_LOCUS13007|CAD7004612.1|CCAP
OG0003728	LOC117586314|XP_034132190.1|DGUA	CCAP1982_LOCUS5087|CAD6996414.1|CCAP
OG0003729	LOC117586907|XP_034133142.1|DGUA	CCAP1982_LOCUS11256|CAD7002783.1|CCAP
OG0003730	LOC117579192|XP_034120851.1|DGUA	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP
OG0003731	LOC117580258|XP_034122582.1|DGUA	CCAP1982_LOCUS12325|CAD7003895.1|CCAP
OG0003732	LOC117586841|XP_034133023.1|DGUA	CCAP1982_LOCUS11049|CAD7002561.1|CCAP
OG0003733	LOC117589053|XP_034136573.1|DGUA	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP
OG0003734	LOC117587272|XP_034133743.1|DGUA	CCAP1982_LOCUS14820|CAD7006504.1|CCAP
OG0003735	LOC117578419|XP_034119771.1|DGUA	CCAP1982_LOCUS7104|CAD6998516.1|CCAP
OG0003736	LOC117582065|XP_034125515.1|DGUA	CCAP1982_LOCUS21665|CAD7013613.1|CCAP
OG0003737	LOC117592389|XP_034141996.1|DGUA	CCAP1982_LOCUS22961|CAD7015003.1|CCAP
OG0003738	LOC117587337|XP_034133870.1|DGUA	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP
OG0003739	LOC117578593|XP_034120073.1|DGUA	CCAP1982_LOCUS21686|CAD7013639.1|CCAP
OG0003740	LOC117578594|XP_034120074.1|DGUA	CCAP1982_LOCUS21681|CAD7013634.1|CCAP
OG0003741	LOC117589063|XP_034136585.1|DGUA	CCAP1982_LOCUS12046|CAD7003598.1|CCAP
OG0003742	LOC117579045|XP_034120631.1|DGUA	CCAP1982_LOCUS13569|CAD7005209.1|CCAP
OG0003743	LOC117582872|XP_034126836.1|DGUA	CCAP1982_LOCUS21675|CAD7013625.1|CCAP
OG0003744	LOC117578601|XP_034120082.1|DGUA	CCAP1982_LOCUS21683|CAD7013636.1|CCAP
OG0003745	LOC117585398|XP_034130758.1|DGUA	CCAP1982_LOCUS22908|CAD7014945.1|CCAP
OG0003746	LOC117592227|XP_034141874.1|DGUA	CCAP1982_LOCUS22266|CAD7014263.1|CCAP
OG0003747	LOC117579947|XP_034121997.1|DGUA	CCAP1982_LOCUS11210|CAD7002735.1|CCAP
OG0003748	LOC117580056|XP_034122186.1|DGUA	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC117579110|XP_034120726.1|DGUA	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC117579111|XP_034120727.1|DGUA	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC117580143|XP_034122335.1|DGUA	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC117587034|XP_034133351.1|DGUA	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC117589234|XP_034136883.1|DGUA	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC117589232|XP_034136880.1|DGUA	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC117587039|XP_034133362.1|DGUA	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC117578648|XP_034120155.1|DGUA	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC117582465|XP_034126086.1|DGUA	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC117590502|XP_034139103.1|DGUA	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC117580200|XP_034122472.1|DGUA	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC117579416|XP_034121190.1|DGUA	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC117589327|XP_034137066.1|DGUA	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC117589328|XP_034137068.1|DGUA	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC117587418|XP_034133972.1|DGUA	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC117587417|XP_034133966.1|DGUA	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC117583895|XP_034128451.1|DGUA	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC117592269|XP_034141820.1|DGUA	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC117578495|XP_034119920.1|DGUA	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC117584596|XP_034129480.1|DGUA	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC117590573|XP_034139205.1|DGUA	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC117589209|XP_034136844.1|DGUA	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC117586885|XP_034133109.1|DGUA	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC117592402|XP_034142011.1|DGUA	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC117578809|XP_034120449.1|DGUA	CCAP1982_LOCUS22285|CAD7014282.1|CCAP
OG0003775	LOC117588750|XP_034136119.1|DGUA	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC117578460|XP_034119882.1|DGUA	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC117582002|XP_034125392.1|DGUA	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC117578893|XP_034120589.1|DGUA	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC117592254|XP_034141787.1|DGUA	CCAP1982_LOCUS7188|CAD6998613.1|CCAP
OG0003780	LOC117591905|XP_034141186.1|DGUA	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC117590656|XP_034139395.1|DGUA	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC117583587|XP_034127866.1|DGUA	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC117581123|XP_034123943.1|DGUA	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC117591931|XP_034141229.1|DGUA	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC117580138|XP_034122330.1|DGUA	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC117592503|XP_034142239.1|DGUA	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC117590398|XP_034138887.1|DGUA	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC117580312|XP_034122698.1|DGUA	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC117586169|XP_034131969.1|DGUA	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC117587131|XP_034133531.1|DGUA	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC117582513|XP_034126204.1|DGUA	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC117591853|XP_034141117.1|DGUA	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC117579534|XP_034121341.1|DGUA	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC117585838|XP_034131470.1|DGUA	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC117584612|XP_034129517.1|DGUA	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC117582704|XP_034126515.1|DGUA	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC117592084|XP_034141488.1|DGUA	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
