Orthogroup	DGUA.longest_only	DFIC.longest_only
OG0004276	LOC117589441|XP_034137271.1|DGUA	LOC108096234|XP_017053119.1|DFIC
OG0004277	LOC117580089|XP_034122233.1|DGUA	LOC108100209|XP_017059474.1|DFIC
OG0004278	LOC117588426|XP_034135597.1|DGUA	LOC108095577|XP_017052218.1|DFIC
OG0004279	LOC117582458|XP_034126075.1|DGUA	LOC108091453|XP_017046141.1|DFIC
OG0004280	LOC117581059|XP_034123795.1|DGUA	LOC108095295|XP_017051827.1|DFIC
OG0004281	LOC117588532|XP_034135784.1|DGUA	LOC108101604|XP_017061507.1|DFIC
OG0004282	LOC117584095|XP_034128737.1|DGUA	LOC108090515|XP_017044723.1|DFIC
OG0004283	LOC117584105|XP_034128749.1|DGUA	LOC108090516|XP_017044724.1|DFIC
OG0004284	LOC117584475|XP_034129290.1|DGUA	LOC108089848|XP_017043782.1|DFIC
OG0004285	LOC117585493|XP_034130881.1|DGUA	LOC108087272|XP_017040068.1|DFIC
OG0004286	LOC117580079|XP_034122216.1|DGUA	LOC108100232|XP_017059498.1|DFIC
OG0004287	LOC117580080|XP_034122219.1|DGUA	LOC108100647|XP_017060141.1|DFIC
OG0004288	LOC117580268|XP_034122599.1|DGUA	LOC108100529|XP_017059979.1|DFIC
OG0004289	LOC117580202|XP_034122482.1|DGUA	LOC108088835|XP_017042290.1|DFIC
OG0004290	LOC117592127|XP_034141562.1|DGUA	LOC108101568|XP_017061466.1|DFIC
OG0004291	LOC117584015|XP_034128641.1|DGUA	LOC108086631|XP_017039095.1|DFIC
OG0004292	LOC117580310|XP_034122694.1|DGUA	LOC108089441|XP_017043167.1|DFIC
OG0004293	LOC117586862|XP_034133048.1|DGUA	LOC108096382|XP_017053428.1|DFIC
OG0004294	LOC117579651|XP_034121523.1|DGUA	LOC108087515|XP_017040407.1|DFIC
OG0004295	LOC117579164|XP_034120815.1|DGUA	LOC108087559|XP_017040473.1|DFIC
OG0004296	LOC117580385|XP_034122812.1|DGUA	LOC108087477|XP_017040342.1|DFIC
OG0004297	LOC117578653|XP_034120162.1|DGUA	LOC108101944|XP_017062018.1|DFIC
OG0004298	LOC117592302|XP_034141862.1|DGUA	LOC108090439|XP_017044606.1|DFIC
OG0004299	LOC117589543|XP_034137442.1|DGUA	LOC108096522|XP_017053640.1|DFIC
OG0004300	LOC117585834|XP_034131466.1|DGUA	LOC108094942|XP_017051292.1|DFIC
OG0004301	LOC117580299|XP_034122676.1|DGUA	LOC108089437|XP_017043160.1|DFIC
OG0004302	LOC117583517|XP_034127756.1|DGUA	LOC108093734|XP_017049478.1|DFIC
OG0004303	LOC117578958|XP_034120597.1|DGUA	LOC108090872|XP_017045255.1|DFIC
OG0004304	LOC117578846|XP_034120522.1|DGUA	LOC108093650|XP_017049297.1|DFIC
OG0004305	LOC117592042|XP_034141405.1|DGUA	LOC108094859|XP_017051156.1|DFIC
OG0004306	LOC117578706|XP_034120245.1|DGUA	LOC108087701|XP_017040706.1|DFIC
OG0004307	LOC117578625|XP_034120122.1|DGUA	LOC108096712|XP_017054036.1|DFIC
OG0004308	LOC117580536|XP_034123059.1|DGUA	LOC108090726|XP_017045027.1|DFIC
OG0004309	LOC117579833|XP_034121818.1|DGUA	LOC108093918|XP_017049778.1|DFIC
OG0004310	LOC117582663|XP_034126472.1|DGUA	LOC108090440|XP_017044607.1|DFIC
OG0004311	LOC117587218|XP_034133670.1|DGUA	LOC108100626|XP_017060116.1|DFIC
OG0004312	LOC117587376|XP_034133920.1|DGUA	LOC108090930|XP_017045355.1|DFIC
OG0004313	LOC117578548|XP_034120011.1|DGUA	LOC108094294|XP_017050286.1|DFIC
OG0004314	LOC117592628|XP_034142455.1|DGUA	LOC108096799|XP_017054170.1|DFIC
OG0004315	LOC117592194|XP_034141695.1|DGUA	LOC108101901|XP_017061958.1|DFIC
OG0004316	LOC117581773|XP_034125083.1|DGUA	LOC108090702|XP_017044982.1|DFIC
OG0004317	LOC117584198|XP_034128862.1|DGUA	LOC108101607|XP_017061509.1|DFIC
OG0004318	LOC117592677|XP_034142525.1|DGUA	LOC108090854|XP_017045222.1|DFIC
OG0004319	LOC117592643|XP_034142481.1|DGUA	LOC108096878|XP_017054301.1|DFIC
OG0004320	LOC117589552|XP_034137454.1|DGUA	LOC108099477|XP_017058522.1|DFIC
OG0004321	LOC117587530|XP_034134223.1|DGUA	LOC108100969|XP_017060609.1|DFIC
OG0004322	LOC117589490|XP_034137346.1|DGUA	LOC108087381|XP_017040210.1|DFIC
OG0004323	LOC117586918|XP_034133159.1|DGUA	LOC108100582|XP_017060050.1|DFIC
OG0004324	LOC117584836|XP_034129858.1|DGUA	LOC108089943|XP_017043922.1|DFIC
OG0004325	LOC117592148|XP_034141607.1|DGUA	LOC108096895|XP_017054329.1|DFIC
OG0004326	LOC117592147|XP_034141606.1|DGUA	LOC108096894|XP_017054328.1|DFIC
OG0004327	LOC117588495|XP_034135696.1|DGUA	LOC108094691|XP_017050905.1|DFIC
OG0004328	LOC117591985|XP_034141318.1|DGUA	LOC108087712|XP_017040721.1|DFIC
OG0004330	LOC117591959|XP_034141284.1|DGUA	LOC108094073|XP_017050003.1|DFIC
OG0004331	LOC117590132|XP_034138399.1|DGUA	LOC108090705|XP_017044987.1|DFIC
OG0004332	LOC117587696|XP_034134483.1|DGUA	LOC108101247|XP_017060992.1|DFIC
OG0004333	LOC117584700|XP_034129627.1|DGUA	LOC108098246|XP_017056524.1|DFIC
OG0004334	LOC117582256|XP_034125761.1|DGUA	LOC108100910|XP_017060513.1|DFIC
OG0004335	LOC117580164|XP_034122378.1|DGUA	LOC108094251|XP_017050199.1|DFIC
OG0004336	LOC117578785|XP_034120387.1|DGUA	LOC108094885|XP_017051209.1|DFIC
OG0004337	LOC117581787|XP_034125107.1|DGUA	LOC108092722|XP_017047940.1|DFIC
OG0004338	LOC117580024|XP_034122139.1|DGUA	LOC108096271|XP_017053222.1|DFIC
OG0004339	LOC117590950|XP_034139893.1|DGUA	LOC108086726|XP_017039241.1|DFIC
OG0004340	LOC117590942|XP_034139881.1|DGUA	LOC108086725|XP_017039240.1|DFIC
OG0004341	LOC117592640|XP_034142474.1|DGUA	LOC108096921|XP_017054361.1|DFIC
OG0004342	LOC117590820|XP_034139683.1|DGUA	LOC108095230|XP_017051739.1|DFIC
OG0004343	LOC117586494|XP_034132484.1|DGUA	LOC108095224|XP_017051730.1|DFIC
OG0004344	LOC117586711|XP_034132876.1|DGUA	LOC108090905|XP_017045310.1|DFIC
OG0004345	LOC117591087|XP_034140079.1|DGUA	LOC108094391|XP_017050445.1|DFIC
OG0004346	LOC117592192|XP_034141691.1|DGUA	LOC108101917|XP_017061982.1|DFIC
OG0004347	LOC117592193|XP_034141693.1|DGUA	LOC108101883|XP_017061915.1|DFIC
OG0004348	LOC117592324|XP_034141894.1|DGUA	LOC108090648|XP_017044915.1|DFIC
OG0004349	LOC117582765|XP_034126624.1|DGUA	LOC108090721|XP_017045013.1|DFIC
OG0004350	LOC117585137|XP_034130360.1|DGUA	LOC108093980|XP_017049878.1|DFIC
OG0004351	LOC117589761|XP_034137843.1|DGUA	LOC108096642|XP_017053895.1|DFIC
OG0004352	LOC117589998|XP_034138171.1|DGUA	LOC108098573|XP_017057096.1|DFIC
OG0004353	LOC117583077|XP_034127144.1|DGUA	LOC108095920|XP_017052741.1|DFIC
OG0004354	LOC117583815|XP_034128290.1|DGUA	LOC108097468|XP_017055233.1|DFIC
OG0004355	LOC117585884|XP_034131526.1|DGUA	LOC108091780|XP_017046622.1|DFIC
OG0004356	LOC117588336|XP_034135439.1|DGUA	LOC108087799|XP_017040833.1|DFIC
OG0004357	LOC117585065|XP_034130222.1|DGUA	LOC108094006|XP_017049922.1|DFIC
OG0004358	LOC117582351|XP_034125898.1|DGUA	LOC108087720|XP_017040729.1|DFIC
OG0004359	LOC117592379|XP_034141975.1|DGUA	LOC108095158|XP_017051589.1|DFIC
OG0004360	LOC117579554|XP_034121364.1|DGUA	LOC108088346|XP_017041581.1|DFIC
OG0004361	LOC117585118|XP_034130332.1|DGUA	LOC108087298|XP_017040099.1|DFIC
OG0004362	LOC117589298|XP_034136982.1|DGUA	LOC108100108|XP_017059348.1|DFIC
OG0004363	LOC117588469|XP_034135651.1|DGUA	LOC108095576|XP_017052216.1|DFIC
OG0004364	LOC117592335|XP_034141919.1|DGUA	LOC108087782|XP_017040802.1|DFIC
OG0004365	LOC117578776|XP_034120373.1|DGUA	LOC108095210|XP_017051709.1|DFIC
OG0004366	LOC117582461|XP_034126078.1|DGUA	LOC108091455|XP_017046144.1|DFIC
OG0004367	LOC117589431|XP_034137259.1|DGUA	LOC108100147|XP_017059390.1|DFIC
OG0004368	LOC117589014|XP_034136528.1|DGUA	LOC108088775|XP_017042218.1|DFIC
OG0004369	LOC117592529|XP_034142278.1|DGUA	LOC108101517|XP_017061367.1|DFIC
OG0004370	LOC117584436|XP_034129242.1|DGUA	LOC108090427|XP_017044586.1|DFIC
OG0004371	LOC117590812|XP_034139669.1|DGUA	LOC108091192|XP_017045761.1|DFIC
OG0004372	LOC117592375|XP_034141965.1|DGUA	LOC108101942|XP_017062016.1|DFIC
OG0004373	LOC117592692|XP_034142551.1|DGUA	LOC108087377|XP_017040208.1|DFIC
OG0004374	LOC117589093|XP_034136625.1|DGUA	LOC108093727|XP_017049427.1|DFIC
OG0004375	LOC117580304|XP_034122685.1|DGUA	LOC108089614|XP_017043465.1|DFIC
OG0004376	LOC117579768|XP_034121713.1|DGUA	LOC108100697|XP_017060208.1|DFIC
OG0004377	LOC117579343|XP_034121060.1|DGUA	LOC108087570|XP_017040489.1|DFIC
OG0004378	LOC117579919|XP_034121952.1|DGUA	LOC108101830|XP_017061826.1|DFIC
OG0004379	LOC117579149|XP_034120801.1|DGUA	LOC108095213|XP_017051713.1|DFIC
OG0004380	LOC117582699|XP_034126499.1|DGUA	LOC108090443|XP_017044613.1|DFIC
OG0004381	LOC117585816|XP_034131436.1|DGUA	LOC108097631|XP_017055551.1|DFIC
OG0004382	LOC117578747|XP_034120321.1|DGUA	LOC108086729|XP_017039245.1|DFIC
OG0004383	LOC117591796|XP_034140994.1|DGUA	LOC108093811|XP_017049613.1|DFIC
OG0004384	LOC117591804|XP_034141004.1|DGUA	LOC108093883|XP_017049727.1|DFIC
OG0004385	LOC117589140|XP_034136762.1|DGUA	LOC108094039|XP_017049961.1|DFIC
OG0004386	LOC117578850|XP_034120528.1|DGUA	LOC108087731|XP_017040740.1|DFIC
OG0004387	LOC117579671|XP_034121546.1|DGUA	LOC108095436|XP_017052035.1|DFIC
OG0004388	LOC117580740|XP_034123312.1|DGUA	LOC108086775|XP_017039309.1|DFIC
OG0004389	LOC117579220|XP_034120884.1|DGUA	LOC108100553|XP_017060013.1|DFIC
OG0004390	LOC117587020|XP_034133323.1|DGUA	LOC108096381|XP_017053425.1|DFIC
OG0004391	LOC117592381|XP_034141986.1|DGUA	LOC108094785|XP_017051048.1|DFIC
OG0004392	LOC117580259|XP_034122583.1|DGUA	LOC108096288|XP_017053248.1|DFIC
OG0004393	LOC117592579|XP_034142366.1|DGUA	LOC108087820|XP_017040877.1|DFIC
OG0004394	LOC117578531|XP_034119983.1|DGUA	LOC108090528|XP_017044736.1|DFIC
OG0004395	LOC117582946|XP_034126949.1|DGUA	LOC108094789|XP_017051050.1|DFIC
OG0004396	LOC117590827|XP_034139696.1|DGUA	LOC108096387|XP_017053481.1|DFIC
OG0004397	LOC117592336|XP_034141921.1|DGUA	LOC108087784|XP_017040804.1|DFIC
OG0004398	LOC117592341|XP_034141925.1|DGUA	LOC108087789|XP_017040811.1|DFIC
OG0004399	LOC117585919|XP_034131616.1|DGUA	LOC108093702|XP_017049381.1|DFIC
OG0004400	LOC117585943|XP_034131607.1|DGUA	LOC108099448|XP_017058475.1|DFIC
OG0004401	LOC117581382|XP_034124415.1|DGUA	LOC108090971|XP_017045414.1|DFIC
OG0004402	LOC117584381|XP_034129126.1|DGUA	LOC108090939|XP_017045364.1|DFIC
OG0004403	LOC117592438|XP_034142082.1|DGUA	LOC108086682|XP_017039164.1|DFIC
OG0004404	LOC117589449|XP_034137289.1|DGUA	LOC108095028|XP_017051391.1|DFIC
OG0004405	LOC117587026|XP_034133338.1|DGUA	LOC108100490|XP_017059913.1|DFIC
OG0004406	LOC117580105|XP_034122261.1|DGUA	LOC108095423|XP_017052017.1|DFIC
OG0004407	LOC117578779|XP_034120378.1|DGUA	LOC108090355|XP_017044469.1|DFIC
OG0004408	LOC117579186|XP_034120846.1|DGUA	LOC108095479|XP_017052083.1|DFIC
OG0004409	LOC117590606|XP_034139279.1|DGUA	LOC108095061|XP_017051467.1|DFIC
OG0004410	LOC117578836|XP_034120501.1|DGUA	LOC108093863|XP_017049692.1|DFIC
OG0004411	LOC117579501|XP_034121294.1|DGUA	LOC108093594|XP_017049209.1|DFIC
OG0004412	LOC117579500|XP_034121293.1|DGUA	LOC108093593|XP_017049208.1|DFIC
OG0004413	LOC117578417|XP_034119770.1|DGUA	LOC108090910|XP_017045321.1|DFIC
OG0004414	LOC117591843|XP_034141100.1|DGUA	LOC108090987|XP_017045432.1|DFIC
OG0004415	LOC117592140|XP_034141586.1|DGUA	LOC108093940|XP_017049814.1|DFIC
OG0004416	LOC117578680|XP_034120198.1|DGUA	LOC108093954|XP_017049843.1|DFIC
OG0004417	LOC117583342|XP_034127495.1|DGUA	LOC108099620|XP_017058732.1|DFIC
OG0004418	LOC117584938|XP_034129992.1|DGUA	LOC108096703|XP_017054026.1|DFIC
OG0004419	LOC117580255|XP_034122597.1|DGUA	LOC108090259|XP_017044356.1|DFIC
OG0004420	LOC117592683|XP_034142539.1|DGUA	LOC108096521|XP_017053639.1|DFIC
OG0004421	LOC117579817|XP_034121799.1|DGUA	LOC108099956|XP_017059124.1|DFIC
OG0004422	LOC117589191|XP_034136808.1|DGUA	LOC108099766|XP_017058884.1|DFIC
OG0004423	LOC117586218|XP_034132049.1|DGUA	LOC108093710|XP_017049397.1|DFIC
OG0004424	LOC117582154|XP_034125640.1|DGUA	LOC108101927|XP_017061999.1|DFIC
OG0004425	LOC117580547|XP_034123035.1|DGUA	LOC108100435|XP_017059843.1|DFIC
OG0004426	LOC117580192|XP_034122444.1|DGUA	LOC108100558|XP_017060020.1|DFIC
OG0004427	LOC117580401|XP_034122837.1|DGUA	LOC108096349|XP_017053386.1|DFIC
OG0004428	LOC117589614|XP_034137582.1|DGUA	LOC108100310|XP_017059605.1|DFIC, LOC108091578|XP_017046344.1|DFIC
OG0004429	LOC117584477|XP_034129292.1|DGUA	LOC108089993|XP_017043984.1|DFIC
OG0004430	LOC117579163|XP_034120813.1|DGUA	LOC108087498|XP_017040383.1|DFIC
OG0004431	LOC117584971|XP_034130060.1|DGUA	LOC108099378|XP_017058360.1|DFIC
OG0004432	LOC117584970|XP_034130059.1|DGUA	LOC108099374|XP_017058356.1|DFIC
OG0004433	LOC117579721|XP_034121605.1|DGUA	LOC108088912|XP_017042413.1|DFIC
OG0004434	LOC117592338|XP_034141923.1|DGUA	LOC108087786|XP_017040808.1|DFIC
OG0004435	LOC117590451|XP_034138967.1|DGUA	LOC108094934|XP_017051282.1|DFIC
OG0004436	LOC117587475|XP_034134143.1|DGUA	LOC108093683|XP_017049352.1|DFIC
OG0004437	LOC117591862|XP_034141122.1|DGUA	LOC108095254|XP_017051770.1|DFIC
OG0004438	LOC117591799|XP_034140999.1|DGUA	LOC108093814|XP_017049618.1|DFIC
OG0004439	LOC117578731|XP_034120285.1|DGUA	LOC108086690|XP_017039174.1|DFIC
OG0004440	LOC117578869|XP_034120554.1|DGUA	LOC108093865|XP_017049694.1|DFIC
OG0004441	LOC117582625|XP_034126391.1|DGUA	LOC108094113|XP_017050023.1|DFIC
OG0004442	LOC117580988|XP_034123679.1|DGUA	LOC108093617|XP_017049242.1|DFIC
OG0004443	LOC117579112|XP_034120730.1|DGUA	LOC108089500|XP_017043293.1|DFIC
OG0004444	LOC117579754|XP_034121718.1|DGUA	LOC108093757|XP_017049514.1|DFIC
OG0004445	LOC117591257|XP_034140338.1|DGUA	LOC108090883|XP_017045274.1|DFIC
OG0004446	LOC117583539|XP_034127786.1|DGUA	LOC108086820|XP_017039352.1|DFIC
OG0004447	LOC117585359|XP_034130697.1|DGUA	LOC108091858|XP_017046727.1|DFIC
OG0004448	LOC117578872|XP_034120557.1|DGUA	LOC108093642|XP_017049290.1|DFIC
OG0004449	LOC117587319|XP_034133841.1|DGUA	LOC108096418|XP_017053487.1|DFIC
OG0004450	LOC117582413|XP_034125997.1|DGUA	LOC108086716|XP_017039223.1|DFIC
OG0004451	LOC117591687|XP_034140905.1|DGUA	LOC108086732|XP_017039251.1|DFIC
OG0004452	LOC117590626|XP_034139331.1|DGUA	LOC108094956|XP_017051308.1|DFIC
OG0004453	LOC117578567|XP_034120034.1|DGUA	LOC108093868|XP_017049698.1|DFIC
OG0004454	LOC117586381|XP_034132302.1|DGUA	LOC108087971|XP_017041059.1|DFIC
OG0004455	LOC117591262|XP_034140342.1|DGUA	LOC108096455|XP_017053551.1|DFIC
OG0004456	LOC117590822|XP_034139682.1|DGUA	LOC108092927|XP_017048279.1|DFIC
OG0004457	LOC117579115|XP_034120735.1|DGUA	LOC108100725|XP_017060250.1|DFIC
OG0004458	LOC117579551|XP_034121360.1|DGUA	LOC108100474|XP_017059893.1|DFIC
OG0004459	LOC117579300|XP_034120998.1|DGUA	LOC108089557|XP_017043388.1|DFIC
OG0004460	LOC117589404|XP_034137220.1|DGUA	LOC108099943|XP_017059107.1|DFIC
OG0004461	LOC117579729|XP_034121617.1|DGUA	LOC108096383|XP_017053429.1|DFIC
OG0004462	LOC117579102|XP_034120715.1|DGUA	LOC108088279|XP_017041490.1|DFIC
OG0004463	LOC117579948|XP_034121998.1|DGUA	LOC108088785|XP_017042235.1|DFIC
OG0004464	LOC117579753|XP_034121665.1|DGUA	LOC108095435|XP_017052033.1|DFIC
OG0004465	LOC117587900|XP_034134769.1|DGUA	LOC108088321|XP_017041546.1|DFIC
OG0004466	LOC117579723|XP_034121610.1|DGUA	LOC108088339|XP_017041574.1|DFIC
OG0004467	LOC117579387|XP_034121148.1|DGUA	LOC108100591|XP_017060060.1|DFIC
OG0004468	LOC117579997|XP_034122085.1|DGUA	LOC108100590|XP_017060059.1|DFIC
OG0004469	LOC117591272|XP_034140358.1|DGUA	LOC108096433|XP_017053512.1|DFIC
OG0004470	LOC117582557|XP_034126276.1|DGUA	LOC108095083|XP_017051500.1|DFIC
OG0004471	LOC117583310|XP_034127444.1|DGUA	LOC108099494|XP_017058544.1|DFIC
OG0004472	LOC117578685|XP_034120208.1|DGUA	LOC108090840|XP_017045199.1|DFIC
OG0004473	LOC117592617|XP_034142393.1|DGUA	LOC108087604|XP_017040532.1|DFIC
OG0004474	LOC117591947|XP_034141255.1|DGUA	LOC108087757|XP_017040776.1|DFIC
OG0004475	LOC117592675|XP_034142527.1|DGUA	LOC108087376|XP_017040207.1|DFIC
OG0004476	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA	LOC108093389|XP_017048897.1|DFIC
OG0004477	LOC117584188|XP_034128850.1|DGUA	LOC108101586|XP_017061486.1|DFIC
OG0004478	LOC117579582|XP_034121413.1|DGUA	LOC108086771|XP_017039306.1|DFIC
OG0004479	LOC117592563|XP_034142333.1|DGUA	LOC108090725|XP_017045026.1|DFIC
OG0004480	LOC117591009|XP_034139985.1|DGUA	LOC108098099|XP_017056298.1|DFIC
OG0004481	LOC117580201|XP_034122481.1|DGUA	LOC108090460|XP_017044641.1|DFIC
OG0004482	LOC117583533|XP_034127778.1|DGUA	LOC108086872|XP_017039423.1|DFIC
OG0004483	LOC117591743|XP_034140948.1|DGUA	LOC108090899|XP_017045299.1|DFIC
OG0004484	LOC117586328|XP_034132210.1|DGUA	LOC108091776|XP_017046612.1|DFIC
OG0004485	LOC117588683|XP_034136022.1|DGUA	LOC108097119|XP_017054700.1|DFIC
OG0004486	LOC117578876|XP_034120563.1|DGUA	LOC108094014|XP_017049930.1|DFIC
OG0004487	LOC117587259|XP_034133724.1|DGUA	LOC108099961|XP_017059138.1|DFIC
OG0004488	LOC117592132|XP_034141569.1|DGUA	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC
OG0004489	LOC117579531|XP_034121339.1|DGUA	LOC108100267|XP_017059538.1|DFIC
OG0004490	LOC117590061|XP_034138278.1|DGUA	LOC108096564|XP_017053747.1|DFIC
OG0004491	LOC117587776|XP_034134609.1|DGUA	LOC108093012|XP_017048404.1|DFIC
OG0004492	LOC117580210|XP_034122495.1|DGUA	LOC108088838|XP_017042300.1|DFIC
OG0004493	LOC117590658|XP_034139401.1|DGUA	LOC108089368|XP_017043033.1|DFIC
OG0004494	LOC117585345|XP_034130680.1|DGUA, LOC117585969|XP_034131669.1|DGUA, LOC117585187|XP_034130424.1|DGUA	LOC108099569|XP_017058657.1|DFIC
OG0004495	LOC117585433|XP_034130798.1|DGUA	LOC108099632|XP_017058750.1|DFIC
OG0004496	LOC117589902|XP_034138067.1|DGUA	LOC108086375|XP_017038765.1|DFIC, LOC108086376|XP_017038766.1|DFIC
OG0004497	LOC117591863|XP_034141123.1|DGUA	LOC108096525|XP_017053696.1|DFIC, LOC108096574|XP_017053760.1|DFIC
OG0004498	LOC117589646|XP_034137669.1|DGUA	LOC108087108|XP_017039779.1|DFIC
OG0004499	LOC117592476|XP_034142208.1|DGUA	LOC108096654|XP_017053909.1|DFIC
OG0004500	LOC117579248|XP_034120929.1|DGUA	LOC108095117|XP_017051544.1|DFIC
OG0004501	LOC117592108|XP_034141520.1|DGUA	LOC108093984|XP_017049882.1|DFIC
OG0004502	LOC117590641|XP_034139374.1|DGUA	LOC108096511|XP_017053609.1|DFIC, LOC108096806|XP_017054181.1|DFIC
OG0004503	LOC117589686|XP_034137733.1|DGUA	LOC108087281|XP_017040079.1|DFIC, LOC108087054|XP_017039720.1|DFIC
OG0004504	LOC117590090|XP_034138323.1|DGUA	LOC108099996|XP_017059185.1|DFIC
OG0004505	LOC117589549|XP_034137446.1|DGUA	LOC108092161|XP_017047172.1|DFIC
OG0004506	LOC117583681|XP_034128046.1|DGUA	LOC108088468|XP_017041742.1|DFIC
OG0004507	LOC117582745|XP_034126576.1|DGUA	LOC108091835|XP_017046704.1|DFIC
OG0004508	LOC117583307|XP_034127442.1|DGUA	LOC108095925|XP_017052748.1|DFIC
OG0004509	LOC117579843|XP_034121831.1|DGUA	LOC108100393|XP_017059740.1|DFIC
OG0004510	LOC117580700|XP_034123231.1|DGUA	LOC108095309|XP_017051866.1|DFIC
OG0004511	LOC117582785|XP_034126654.1|DGUA	LOC108095821|XP_017052589.1|DFIC
OG0004512	LOC117590679|XP_034139452.1|DGUA	LOC108095023|XP_017051379.1|DFIC
OG0004513	LOC117590667|XP_034139424.1|DGUA	LOC108095037|XP_017051414.1|DFIC
OG0004514	LOC117590654|XP_034139392.1|DGUA	LOC108095018|XP_017051371.1|DFIC
OG0004515	LOC117588599|XP_034135894.1|DGUA	LOC108097664|XP_017055600.1|DFIC
OG0004516	LOC117581465|XP_034124574.1|DGUA	LOC108091250|XP_017045853.1|DFIC
OG0004517	LOC117590255|XP_034138617.1|DGUA	LOC108088601|XP_017041958.1|DFIC
OG0004518	LOC117588266|XP_034135292.1|DGUA	LOC108094624|XP_017050796.1|DFIC
OG0004519	LOC117582958|XP_034126959.1|DGUA	LOC108086579|XP_017039025.1|DFIC
OG0004520	LOC117588539|XP_034135798.1|DGUA	LOC108094686|XP_017050897.1|DFIC
OG0004521	LOC117583372|XP_034127548.1|DGUA	LOC108091136|XP_017045659.1|DFIC
OG0004522	LOC117590203|XP_034138546.1|DGUA	LOC108088709|XP_017042141.1|DFIC
OG0004523	LOC117583573|XP_034127843.1|DGUA	LOC108086835|XP_017039371.1|DFIC
OG0004524	LOC117591154|XP_034140161.1|DGUA	LOC108097008|XP_017054496.1|DFIC
OG0004525	LOC117581558|XP_034124781.1|DGUA	LOC108097558|XP_017055427.1|DFIC
OG0004526	LOC117590568|XP_034139199.1|DGUA	LOC108095313|XP_017051871.1|DFIC
OG0004527	LOC117588292|XP_034135363.1|DGUA	LOC108097203|XP_017054838.1|DFIC
OG0004528	LOC117588472|XP_034135655.1|DGUA	LOC108097488|XP_017055281.1|DFIC
OG0004529	LOC117581093|XP_034123872.1|DGUA	LOC108092862|XP_017048184.1|DFIC
OG0004530	LOC117581332|XP_034124342.1|DGUA	LOC108098131|XP_017056342.1|DFIC
OG0004531	LOC117589871|XP_034138032.1|DGUA	LOC108099672|XP_017058799.1|DFIC
OG0004532	LOC117580704|XP_034123245.1|DGUA	LOC108094637|XP_017050817.1|DFIC
OG0004533	LOC117590955|XP_034139895.1|DGUA	LOC108095581|XP_017052226.1|DFIC
OG0004534	LOC117588723|XP_034136074.1|DGUA	LOC108090455|XP_017044636.1|DFIC
OG0004535	LOC117589252|XP_034136917.1|DGUA	LOC108089378|XP_017043047.1|DFIC
OG0004536	LOC117588771|XP_034136144.1|DGUA	LOC108094411|XP_017050469.1|DFIC
OG0004537	LOC117588504|XP_034135717.1|DGUA	LOC108092958|XP_017048330.1|DFIC
OG0004538	LOC117592036|XP_034141397.1|DGUA	LOC108087708|XP_017040714.1|DFIC
OG0004539	LOC117585324|XP_034130651.1|DGUA	LOC108093338|XP_017048823.1|DFIC
OG0004540	LOC117590941|XP_034139874.1|DGUA	LOC108091224|XP_017045818.1|DFIC
OG0004541	LOC117586881|XP_034133083.1|DGUA	LOC108093769|XP_017049527.1|DFIC
OG0004542	LOC117590235|XP_034138597.1|DGUA	LOC108088702|XP_017042132.1|DFIC
OG0004543	LOC117590474|XP_034139020.1|DGUA	LOC108095335|XP_017051905.1|DFIC
OG0004544	LOC117590564|XP_034139196.1|DGUA	LOC108092948|XP_017048308.1|DFIC
OG0004545	LOC117585739|XP_034131276.1|DGUA	LOC108099273|XP_017058141.1|DFIC
OG0004546	LOC117583230|XP_034127379.1|DGUA	LOC108087781|XP_017040801.1|DFIC
OG0004547	LOC117591502|XP_034140690.1|DGUA	LOC108097106|XP_017054664.1|DFIC
OG0004548	LOC117590452|XP_034138963.1|DGUA	LOC108094332|XP_017050374.1|DFIC
OG0004549	LOC117588798|XP_034136202.1|DGUA	LOC108092892|XP_017048227.1|DFIC
OG0004550	LOC117581222|XP_034124092.1|DGUA	LOC108098127|XP_017056337.1|DFIC
OG0004551	LOC117578764|XP_034120360.1|DGUA	LOC108094882|XP_017051206.1|DFIC
OG0004552	LOC117590761|XP_034139591.1|DGUA	LOC108091086|XP_017045579.1|DFIC
OG0004553	LOC117579982|XP_034122052.1|DGUA	LOC108089025|XP_017042599.1|DFIC
OG0004554	LOC117588341|XP_034135442.1|DGUA	LOC108097190|XP_017054823.1|DFIC
OG0004555	LOC117588549|XP_034135821.1|DGUA	LOC108097389|XP_017055134.1|DFIC
OG0004556	LOC117588775|XP_034136155.1|DGUA	LOC108087595|XP_017040518.1|DFIC
OG0004557	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA	LOC108091313|XP_017045926.1|DFIC
OG0004558	LOC117581368|XP_034124394.1|DGUA	LOC108100915|XP_017060518.1|DFIC
OG0004559	LOC117585291|XP_034130610.1|DGUA	LOC108087151|XP_017039855.1|DFIC
OG0004560	LOC117585339|XP_034130669.1|DGUA	LOC108101009|XP_017060661.1|DFIC
OG0004561	LOC117583777|XP_034128223.1|DGUA	LOC108091985|XP_017046886.1|DFIC
OG0004562	LOC117585641|XP_034131117.1|DGUA	LOC108095975|XP_017052808.1|DFIC
