Orthogroup	DGUA.longest_only	AAEG.longest_only
OG0003080	LOC117586152|XP_034131941.1|DGUA	LOC5579937|XP_021706762.1|AAEG
OG0003081	LOC117585504|XP_034130894.1|DGUA	LOC5575963|XP_021709083.1|AAEG
OG0003082	LOC117586074|XP_034131819.1|DGUA	LOC5575964|XP_021711513.1|AAEG, LOC110681171|XP_021712634.1|AAEG
OG0003083	LOC117591096|XP_034140088.1|DGUA	LOC110679555|XP_021710178.1|AAEG, LOC5568657|XP_021710276.1|AAEG
OG0003084	LOC117586623|XP_034132719.1|DGUA	LOC5570881|XP_021709087.1|AAEG
OG0003085	LOC117586000|XP_034131718.1|DGUA	LOC5570878|XP_021708465.1|AAEG
OG0003086	LOC117590124|XP_034138379.1|DGUA	LOC5570887|XP_021708325.1|AAEG
OG0003087	LOC117579128|XP_034120755.1|DGUA	LOC5567164|XP_021708756.1|AAEG
OG0003088	LOC117586506|XP_034132524.1|DGUA	LOC5573574|XP_001654707.1|AAEG
OG0003089	LOC117589953|XP_034138141.1|DGUA	LOC5573568|XP_021711487.1|AAEG
OG0003090	LOC117583250|XP_034127367.1|DGUA	LOC110680773|XP_021712248.1|AAEG, LOC5578549|XP_001663940.1|AAEG
OG0003091	LOC117585129|XP_034130345.1|DGUA	LOC110678949|XP_021708362.1|AAEG
OG0003092	LOC117590171|XP_034138457.1|DGUA	LOC110678951|XP_021708365.1|AAEG, LOC110681335|XP_021712780.1|AAEG
OG0003093	LOC117592121|XP_034141556.1|DGUA	LOC5577357|XP_001656435.2|AAEG
OG0003094	LOC117581542|XP_034124749.1|DGUA	LOC5577366|XP_001656446.1|AAEG
OG0003095	LOC117580834|XP_034123463.1|DGUA	LOC5579138|XP_001664232.2|AAEG
OG0003096	LOC117592424|XP_034142064.1|DGUA	LOC5568847|XP_001652565.2|AAEG
OG0003097	LOC117582998|XP_034127039.1|DGUA	LOC110679593|XP_021710493.1|AAEG
OG0003098	LOC117581628|XP_034124887.1|DGUA	LOC5574439|XP_001661454.1|AAEG
OG0003099	LOC117586255|XP_034132087.1|DGUA	LOC5569016|XP_001652674.1|AAEG
OG0003100	LOC117581129|XP_034123946.1|DGUA	LOC110680789|XP_021712268.1|AAEG, LOC5571756|XP_001653776.1|AAEG
OG0003101	LOC117586712|XP_034132873.1|DGUA	LOC5566944|XP_021706616.1|AAEG
OG0003102	LOC117590017|XP_034138194.1|DGUA	LOC5564787|XP_001649143.1|AAEG
OG0003103	LOC117586073|XP_034131818.1|DGUA	LOC5564797|XP_021704380.1|AAEG
OG0003104	LOC117580324|XP_034122711.1|DGUA	LOC5564775|XP_001649130.1|AAEG
OG0003105	LOC117590778|XP_034139618.1|DGUA	LOC5577028|XP_021706814.1|AAEG
OG0003106	LOC117592329|XP_034141911.1|DGUA	LOC110679246|XP_021709129.1|AAEG
OG0003107	LOC117581548|XP_034124755.1|DGUA	LOC5572851|XP_001660612.2|AAEG
OG0003108	LOC117582813|XP_034126742.1|DGUA	LOC5572856|XP_021711133.1|AAEG, LOC110680301|XP_021711829.1|AAEG
OG0003109	LOC117590534|XP_034139146.1|DGUA	LOC5572857|XP_001660617.1|AAEG, LOC110678909|XP_021708217.1|AAEG, LOC110680477|XP_021711975.1|AAEG
OG0003110	LOC117592632|XP_034142464.1|DGUA	LOC5570011|XP_001658901.1|AAEG
OG0003111	LOC117580623|XP_034123093.1|DGUA	LOC110677749|XP_021704732.1|AAEG
OG0003112	LOC117586245|XP_034132074.1|DGUA	LOC5568016|XP_001657837.1|AAEG
OG0003114	LOC117579258|XP_034120941.1|DGUA	LOC5579831|XP_001651506.2|AAEG
OG0003115	LOC117591826|XP_034141055.1|DGUA	LOC5578188|XP_021706929.1|AAEG
OG0003116	LOC117587695|XP_034134486.1|DGUA	LOC5578183|XP_021705667.1|AAEG
OG0003117	LOC117580070|XP_034122205.1|DGUA	LOC5578192|XP_001656833.1|AAEG
OG0003118	LOC117580265|XP_034122593.1|DGUA	LOC5575480|XP_021704777.1|AAEG
OG0003119	LOC117580267|XP_034122598.1|DGUA	LOC5575488|XP_001661999.1|AAEG
OG0003120	LOC117578523|XP_034119962.1|DGUA	LOC5570578|XP_021704248.1|AAEG
OG0003121	LOC117591285|XP_034140374.1|DGUA	LOC5572993|XP_021706626.1|AAEG
OG0003122	LOC117578581|XP_034120055.1|DGUA	LOC5579043|XP_001657236.2|AAEG
OG0003123	LOC117580097|XP_034122249.1|DGUA	LOC5567942|XP_021710782.1|AAEG
OG0003124	LOC117590690|XP_034139484.1|DGUA	LOC5571162|XP_021704351.1|AAEG
OG0003125	LOC117579036|XP_034120613.1|DGUA	LOC5568396|XP_021704961.1|AAEG
OG0003126	LOC117578726|XP_034120280.1|DGUA	LOC5568400|XP_021705207.1|AAEG
OG0003127	LOC117578760|XP_034120358.1|DGUA	LOC5568387|XP_001658052.2|AAEG
OG0003128	LOC117589098|XP_034136637.1|DGUA	LOC5576403|XP_021708013.1|AAEG
OG0003129	LOC117583481|XP_034127685.1|DGUA	LOC5566610|XP_021707726.1|AAEG
OG0003130	LOC117586978|XP_034133263.1|DGUA	LOC5566618|XP_001650999.1|AAEG
OG0003131	LOC117578827|XP_034120481.1|DGUA	LOC5566592|XP_001650988.2|AAEG
OG0003132	LOC117589679|XP_034137724.1|DGUA	LOC5565210|XP_021707433.1|AAEG
OG0003133	LOC117592343|XP_034141926.1|DGUA	LOC5568204|XP_021707064.1|AAEG
OG0003134	LOC117592669|XP_034142520.1|DGUA	LOC5568196|XP_001657917.3|AAEG
OG0003135	LOC117588882|XP_034136299.1|DGUA	LOC5575268|XP_001661876.2|AAEG, LOC110678158|XP_021706471.1|AAEG, LOC110679108|XP_021708764.1|AAEG
OG0003136	LOC117579921|XP_034121950.1|DGUA	LOC5563917|XP_021707107.1|AAEG
OG0003137	LOC117579376|XP_034121141.1|DGUA	LOC5563910|XP_011493107.1|AAEG, LOC110681033|XP_021712494.1|AAEG
OG0003138	LOC117591236|XP_034140305.1|DGUA	LOC5578523|XP_021711533.1|AAEG
OG0003139	LOC117579420|XP_034121191.1|DGUA	LOC5575323|XP_001655699.2|AAEG
OG0003140	LOC117584406|XP_034129163.1|DGUA	LOC5575353|XP_001655730.1|AAEG
OG0003141	LOC117582404|XP_034125985.1|DGUA	LOC5571104|XP_001659543.2|AAEG
OG0003142	LOC117592535|XP_034142286.1|DGUA	LOC5571107|XP_021711462.1|AAEG
OG0003143	LOC117579122|XP_034120744.1|DGUA	LOC5578337|XP_001656906.2|AAEG
OG0003144	LOC117590466|XP_034138998.1|DGUA	LOC5579800|XP_021704649.1|AAEG
OG0003145	LOC117585049|XP_034130202.1|DGUA	LOC5579798|XP_001648112.1|AAEG
OG0003146	LOC117584730|XP_034129692.1|DGUA	LOC110681170|XP_021712633.1|AAEG, LOC5577240|XP_001656346.1|AAEG
OG0003147	LOC117580564|XP_034123056.1|DGUA	LOC5577230|XP_021707105.1|AAEG
OG0003148	LOC117586951|XP_034133211.1|DGUA, LOC117591744|XP_034140945.1|DGUA	LOC5577229|XP_001656334.1|AAEG
OG0003149	LOC117591501|XP_034140689.1|DGUA	LOC5577228|XP_021709736.1|AAEG
OG0003150	LOC117592190|XP_034141683.1|DGUA	LOC5564725|XP_021707235.1|AAEG
OG0003151	LOC117584873|XP_034129915.1|DGUA	LOC5565506|XP_001649843.1|AAEG
OG0003152	LOC117591953|XP_034141269.1|DGUA	LOC5573061|XP_001654386.1|AAEG
OG0003153	LOC117578672|XP_034120190.1|DGUA	LOC5576952|XP_001663047.1|AAEG
OG0003154	LOC117585889|XP_034131535.1|DGUA	LOC5577484|XP_001663402.2|AAEG
OG0003155	LOC117578782|XP_034120383.1|DGUA	LOC5571008|XP_001653437.1|AAEG
OG0003156	LOC117585518|XP_034130919.1|DGUA	LOC110678454|XP_021707061.1|AAEG, LOC5571014|XP_021709445.1|AAEG
OG0003157	LOC117583926|XP_034128497.1|DGUA	LOC5566365|XP_021706145.1|AAEG
OG0003158	LOC117579759|XP_034121691.1|DGUA	LOC5565030|XP_021712412.1|AAEG, LOC5572369|XP_001660326.1|AAEG
OG0003159	LOC117585190|XP_034130432.1|DGUA	LOC5572366|XP_021705285.1|AAEG
OG0003160	LOC117579728|XP_034121620.1|DGUA	LOC5572367|XP_021710151.1|AAEG
OG0003161	LOC117591360|XP_034140522.1|DGUA	LOC110678706|XP_021707611.1|AAEG, LOC5567134|XP_021712257.1|AAEG
OG0003162	LOC117592000|XP_034141339.1|DGUA	LOC5575384|XP_001655741.1|AAEG
OG0003163	LOC117589340|XP_034137084.1|DGUA	LOC5573615|XP_001660948.1|AAEG
OG0003164	LOC117592230|XP_034141754.1|DGUA	LOC5575218|XP_001655624.2|AAEG
OG0003165	LOC117592053|XP_034141431.1|DGUA	LOC5563889|XP_021712844.1|AAEG, LOC5564332|XP_021710208.1|AAEG
OG0003166	LOC117588417|XP_034135581.1|DGUA	LOC5574010|XP_021712001.1|AAEG, LOC110677757|XP_021704767.1|AAEG
OG0003167	LOC117592035|XP_034141387.1|DGUA	LOC5573842|XP_021704132.1|AAEG
OG0003168	LOC117586595|XP_034132665.1|DGUA	LOC5565520|XP_021706150.1|AAEG
OG0003169	LOC117582578|XP_034126314.1|DGUA	LOC5573831|XP_001654859.1|AAEG
OG0003170	LOC117591939|XP_034141238.1|DGUA	LOC5577203|XP_021709510.1|AAEG
OG0003171	LOC117579854|XP_034121856.1|DGUA	LOC5563760|XP_021704243.1|AAEG
OG0003172	LOC117584977|XP_034130072.1|DGUA	LOC5566185|XP_021710722.1|AAEG
OG0003173	LOC117586547|XP_034132600.1|DGUA	LOC5568716|XP_001652543.1|AAEG
OG0003174	LOC117585933|XP_034131589.1|DGUA	LOC5568764|XP_021705032.1|AAEG
OG0003175	LOC117583219|XP_034127332.1|DGUA	LOC5566316|XP_021707240.1|AAEG
OG0003176	LOC117582162|XP_034125652.1|DGUA	LOC5577180|XP_001663268.1|AAEG
OG0003177	LOC117592421|XP_034142060.1|DGUA	LOC5573361|XP_001660837.1|AAEG
OG0003178	LOC117590616|XP_034139303.1|DGUA	LOC5573358|XP_001660840.2|AAEG
OG0003179	LOC117592394|XP_034142006.1|DGUA	LOC5580238|XP_001662432.1|AAEG
OG0003180	LOC117589069|XP_034136630.1|DGUA	LOC5580236|XP_001662422.2|AAEG
OG0003181	LOC117591797|XP_034140997.1|DGUA	LOC5578045|XP_001663666.2|AAEG
OG0003182	LOC117578575|XP_034120047.1|DGUA	LOC23687892|XP_021708781.1|AAEG
OG0003183	LOC117578745|XP_034120315.1|DGUA	LOC5564363|XP_021709031.1|AAEG
OG0003184	LOC117580085|XP_034122229.1|DGUA	LOC5575460|XP_001661978.1|AAEG, LOC110681025|XP_021712485.1|AAEG
OG0003185	LOC117592333|XP_034141914.1|DGUA	LOC5569799|XP_021710033.1|AAEG
OG0003186	LOC117592052|XP_034141429.1|DGUA	LOC5574768|XP_001655336.2|AAEG
OG0003187	LOC117582311|XP_034125846.1|DGUA	LOC5578346|XP_021704791.1|AAEG
OG0003188	LOC117585223|XP_034130508.1|DGUA	LOC110680350|XP_021711862.1|AAEG, LOC110680349|XP_021711860.1|AAEG, LOC5567222|XP_021710941.1|AAEG
OG0003189	LOC117580009|XP_034122104.1|DGUA	LOC5571907|XP_001660001.1|AAEG
OG0003190	LOC117578849|XP_034120527.1|DGUA	LOC5577747|XP_001663521.2|AAEG
OG0003191	LOC117586901|XP_034133136.1|DGUA	LOC5572080|XP_001660162.2|AAEG
OG0003192	LOC117579229|XP_034120899.1|DGUA	LOC23687735|XP_021708352.1|AAEG
OG0003193	LOC117584476|XP_034129291.1|DGUA	LOC5578090|XP_021710074.1|AAEG
OG0003194	LOC117579548|XP_034121357.1|DGUA	LOC5580214|XP_021708554.1|AAEG
OG0003195	LOC117583502|XP_034127735.1|DGUA	LOC5568266|XP_001657963.1|AAEG
OG0003196	LOC117580468|XP_034122936.1|DGUA	LOC5568265|XP_001657962.2|AAEG
OG0003197	LOC117579928|XP_034121964.1|DGUA	LOC5574074|XP_021709018.1|AAEG
OG0003198	LOC117584299|XP_034129015.1|DGUA	LOC5574077|XP_021707980.1|AAEG
OG0003199	LOC117588993|XP_034136489.1|DGUA	LOC5566877|XP_001651304.3|AAEG
OG0003200	LOC117588515|XP_034135736.1|DGUA	LOC5566863|XP_021710379.1|AAEG, LOC110681419|XP_021712851.1|AAEG
OG0003201	LOC117585202|XP_034130513.1|DGUA	LOC5564594|XP_021704758.1|AAEG
OG0003202	LOC117589306|XP_034136993.1|DGUA	LOC5575094|XP_001661818.2|AAEG
OG0003203	LOC117592708|XP_034142567.1|DGUA	LOC5576493|XP_021707065.1|AAEG
OG0003204	LOC117586474|XP_034132453.1|DGUA	LOC5574210|XP_021707182.1|AAEG
OG0003205	LOC117581491|XP_034124632.1|DGUA	LOC5574197|XP_001661254.1|AAEG
OG0003206	LOC117591143|XP_034140145.1|DGUA	LOC5574187|XP_001661244.1|AAEG
OG0003207	LOC117582703|XP_034126509.1|DGUA	LOC5574178|XP_021707990.1|AAEG
OG0003208	LOC117579591|XP_034121414.1|DGUA	LOC23687678|XP_011493076.1|AAEG, LOC110678838|XP_021708011.1|AAEG
OG0003209	LOC117589538|XP_034137427.1|DGUA	LOC110681390|XP_021712828.1|AAEG, LOC5567469|XP_001657473.1|AAEG
OG0003210	LOC117586491|XP_034132480.1|DGUA	LOC5571924|XP_001660021.2|AAEG
OG0003211	LOC117578710|XP_034120251.1|DGUA	LOC5571925|XP_001660022.2|AAEG
OG0003212	LOC117586643|XP_034132763.1|DGUA	LOC5571933|XP_021708662.1|AAEG
OG0003213	LOC117578573|XP_034120043.1|DGUA	LOC5569734|XP_001652958.1|AAEG
OG0003214	LOC117592377|XP_034141967.1|DGUA	LOC5569740|XP_021708814.1|AAEG
OG0003215	LOC117579900|XP_034121930.1|DGUA	LOC5569745|XP_001652969.1|AAEG
OG0003216	LOC117579703|XP_034121589.1|DGUA	LOC5566549|XP_021708844.1|AAEG
OG0003217	LOC117591818|XP_034141044.1|DGUA	LOC5565440|XP_001649789.1|AAEG
OG0003218	LOC117579775|XP_034121722.1|DGUA	LOC5567899|XP_001651938.1|AAEG
OG0003219	LOC117579224|XP_034120888.1|DGUA	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG
OG0003220	LOC117582037|XP_034125470.1|DGUA	LOC5564121|XP_021711028.1|AAEG
OG0003221	LOC117580951|XP_034123628.1|DGUA	LOC5564106|XP_021711078.1|AAEG
OG0003222	LOC117578789|XP_034120401.1|DGUA	LOC5564134|XP_001648444.1|AAEG
OG0003223	LOC117591829|XP_034141056.1|DGUA	LOC5566691|XP_021711483.1|AAEG
OG0003224	LOC117586891|XP_034133121.1|DGUA	LOC5573218|XP_021704328.1|AAEG
OG0003250	LOC117585738|XP_034131274.1|DGUA	LOC5575829|XP_001655852.1|AAEG
OG0003251	LOC117583296|XP_034127428.1|DGUA	LOC5575830|XP_001655851.1|AAEG
OG0003252	LOC117583381|XP_034127557.1|DGUA	LOC110674708|XP_021694452.1|AAEG
OG0003253	LOC117583599|XP_034127884.1|DGUA	LOC5574743|XP_001655315.1|AAEG
OG0003254	LOC117586258|XP_034132091.1|DGUA	LOC5574740|XP_001655313.1|AAEG
OG0003255	LOC117582727|XP_034126544.1|DGUA	LOC5566217|XP_001650620.1|AAEG
OG0003256	LOC117583657|XP_034128011.1|DGUA	LOC5574525|XP_001655177.1|AAEG
OG0003257	LOC117588388|XP_034135507.1|DGUA	LOC23687408|XP_021694498.1|AAEG
OG0003258	LOC117588497|XP_034135698.1|DGUA	LOC5572023|XP_001660129.1|AAEG
OG0003259	LOC117581596|XP_034124843.1|DGUA	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG
OG0003260	LOC117588404|XP_034135552.1|DGUA	LOC5579818|XP_021694540.1|AAEG
OG0003261	LOC117590071|XP_034138293.1|DGUA	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG
OG0003262	LOC117582821|XP_034126755.1|DGUA	LOC5564257|XP_001648609.1|AAEG
OG0003263	LOC117590259|XP_034138637.1|DGUA	LOC5579472|XP_021694661.1|AAEG
OG0003264	LOC117580944|XP_034123618.1|DGUA	LOC110674749|XP_021694695.1|AAEG
OG0003265	LOC117584061|XP_034128693.1|DGUA	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG
OG0003266	LOC117587544|XP_034134240.1|DGUA	LOC5577930|XP_021694729.1|AAEG
OG0003267	LOC117588786|XP_034136181.1|DGUA	LOC5578728|XP_021694739.1|AAEG
OG0003268	LOC117589900|XP_034138061.1|DGUA	LOC5576693|XP_021694745.1|AAEG
OG0003269	LOC117585840|XP_034131472.1|DGUA	LOC5563879|XP_001648190.1|AAEG
OG0003270	LOC117579766|XP_034121710.1|DGUA	LOC5576694|XP_021694749.1|AAEG
OG0003271	LOC117590607|XP_034139282.1|DGUA	LOC5570397|XP_021694767.1|AAEG
OG0003272	LOC117588565|XP_034135843.1|DGUA	LOC5567111|XP_021694817.1|AAEG
OG0003273	LOC117588831|XP_034136217.1|DGUA	LOC5578389|XP_021694849.1|AAEG
OG0003274	LOC117581502|XP_034124646.1|DGUA	LOC23687811|XP_011493407.2|AAEG
OG0003275	LOC117585035|XP_034130213.1|DGUA	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG
OG0003276	LOC117585481|XP_034130867.1|DGUA	LOC5565132|XP_001649479.2|AAEG
OG0003277	LOC117578637|XP_034120134.1|DGUA	LOC110674823|XP_021694962.1|AAEG
OG0003278	LOC117589720|XP_034137780.1|DGUA	LOC5564714|XP_021694994.1|AAEG
OG0003279	LOC117588505|XP_034135718.1|DGUA	LOC110674834|XP_021695001.1|AAEG
OG0003280	LOC117585336|XP_034130666.1|DGUA	LOC110674838|XP_021695023.1|AAEG
OG0003281	LOC117585413|XP_034130777.1|DGUA	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003282	LOC117588502|XP_034135705.1|DGUA	LOC5571722|XP_021695075.1|AAEG
OG0003283	LOC117587945|XP_034134836.1|DGUA	LOC5578708|XP_001664007.2|AAEG
OG0003284	LOC117581188|XP_034124030.1|DGUA	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG
OG0003285	LOC117583574|XP_034127844.1|DGUA	LOC5567660|XP_021695120.1|AAEG
OG0003286	LOC117583558|XP_034127814.1|DGUA	LOC5566555|XP_021710117.1|AAEG
OG0003287	LOC117587455|XP_034134068.1|DGUA	LOC5573040|XP_001654352.2|AAEG
OG0003288	LOC117585813|XP_034131423.1|DGUA	LOC5573031|XP_021694308.1|AAEG
OG0003289	LOC117590266|XP_034138645.1|DGUA	LOC5579012|XP_001664192.2|AAEG
OG0003291	LOC117580450|XP_034122903.1|DGUA	LOC5573523|XP_001660916.2|AAEG
OG0003292	LOC117581418|XP_034124464.1|DGUA	LOC5568403|XP_001658058.1|AAEG
OG0003293	LOC117581185|XP_034124023.1|DGUA	LOC5570652|XP_021706741.1|AAEG
OG0003294	LOC117592568|XP_034142343.1|DGUA	LOC5574017|XP_021707599.1|AAEG
OG0003295	LOC117581591|XP_034124832.1|DGUA	LOC5574012|XP_021708368.1|AAEG
OG0003296	LOC117589826|XP_034137949.1|DGUA	LOC110674420|XP_021694351.1|AAEG
OG0003297	LOC117583834|XP_034128319.1|DGUA	LOC5571798|XP_021709701.1|AAEG
OG0003298	LOC117581050|XP_034123777.1|DGUA	LOC5576074|XP_021713331.1|AAEG
OG0003299	LOC117583776|XP_034128221.1|DGUA	LOC5569128|XP_021692944.1|AAEG
OG0003300	LOC117589545|XP_034137440.1|DGUA	LOC5568968|XP_021692995.1|AAEG
OG0003301	LOC117578568|XP_034120036.1|DGUA	LOC5570119|XP_021693122.1|AAEG
OG0003302	LOC117590888|XP_034139811.1|DGUA	LOC5570118|XP_001653099.1|AAEG
OG0003303	LOC117591803|XP_034141003.1|DGUA	LOC5570104|XP_021693415.1|AAEG
OG0003304	LOC117585282|XP_034130595.1|DGUA	LOC5570771|XP_021693931.1|AAEG
OG0003305	LOC117590222|XP_034138580.1|DGUA	LOC5577441|XP_021694384.1|AAEG
OG0003306	LOC117580180|XP_034122433.1|DGUA	LOC5572387|XP_001654036.2|AAEG
OG0003307	LOC117588770|XP_034136142.1|DGUA	LOC5578290|XP_021694598.1|AAEG
OG0003308	LOC117582276|XP_034125795.1|DGUA	LOC5578620|XP_001657046.1|AAEG
OG0003309	LOC117581286|XP_034124201.1|DGUA	LOC5569552|XP_021695172.1|AAEG
OG0003310	LOC117588299|XP_034135373.1|DGUA	LOC5569563|XP_001658626.2|AAEG
OG0003311	LOC117586098|XP_034131847.1|DGUA	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	LOC117589924|XP_034138097.1|DGUA	LOC5563944|XP_001648266.1|AAEG
OG0003313	LOC117588551|XP_034135823.1|DGUA	LOC5574249|XP_001661303.2|AAEG
OG0003314	LOC117578416|XP_034119769.1|DGUA	LOC23687986|XP_021695617.1|AAEG
OG0003315	LOC117581575|XP_034124815.1|DGUA	LOC5579485|XP_021695637.1|AAEG
OG0003316	LOC117583543|XP_034127795.1|DGUA	LOC110675390|XP_021695976.1|AAEG
OG0003317	LOC117589908|XP_034138072.1|DGUA	LOC5566507|XP_001650896.2|AAEG
OG0003318	LOC117583177|XP_034127268.1|DGUA	LOC5568484|XP_021696073.1|AAEG
OG0003319	LOC117590197|XP_034138525.1|DGUA	LOC5566499|XP_021696131.1|AAEG
OG0003320	LOC117583033|XP_034127080.1|DGUA	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	LOC117583277|XP_034127396.1|DGUA	LOC5566495|XP_001650884.2|AAEG
OG0003322	LOC117582908|XP_034126894.1|DGUA	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003323	LOC117590501|XP_034139053.1|DGUA	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG
OG0003324	LOC117590465|XP_034138992.1|DGUA	LOC5574970|XP_021697905.1|AAEG
OG0003325	LOC117589580|XP_034137531.1|DGUA	LOC5574966|XP_021697959.1|AAEG
OG0003326	LOC117581360|XP_034124383.1|DGUA	LOC5577023|XP_001656310.2|AAEG
OG0003327	LOC117590673|XP_034139437.1|DGUA	LOC5576689|XP_001662827.2|AAEG
OG0003328	LOC117591177|XP_034140194.1|DGUA	LOC5570591|XP_001653258.1|AAEG
OG0003329	LOC117589797|XP_034137891.1|DGUA	LOC5570593|XP_021698550.1|AAEG
OG0003330	LOC117580341|XP_034122737.1|DGUA	LOC5574728|XP_001661616.2|AAEG
OG0003331	LOC117590423|XP_034138921.1|DGUA	LOC23687535|XP_011492966.2|AAEG
OG0003332	LOC117590357|XP_034138785.1|DGUA	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG
OG0003333	LOC117582752|XP_034126587.1|DGUA	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC117585200|XP_034130469.1|DGUA	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC117583422|XP_034127610.1|DGUA	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC117583066|XP_034127129.1|DGUA	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC117583413|XP_034127593.1|DGUA	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC117589796|XP_034137890.1|DGUA	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC117585060|XP_034130211.1|DGUA, LOC117585379|XP_034130718.1|DGUA	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC117584954|XP_034130042.1|DGUA	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC117591446|XP_034140603.1|DGUA	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC117580843|XP_034123475.1|DGUA	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC117588537|XP_034135787.1|DGUA	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC117588173|XP_034135178.1|DGUA	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC117588774|XP_034136154.1|DGUA	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC117589771|XP_034137858.1|DGUA	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC117589632|XP_034137612.1|DGUA	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC117589769|XP_034137855.1|DGUA	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC117588602|XP_034135902.1|DGUA	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC117583655|XP_034128003.1|DGUA	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC117590838|XP_034139722.1|DGUA	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC117582999|XP_034127040.1|DGUA	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC117585195|XP_034130441.1|DGUA	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC117583804|XP_034128276.1|DGUA	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC117588418|XP_034135577.1|DGUA	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC117581374|XP_034124400.1|DGUA	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC117581379|XP_034124408.1|DGUA	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC117582204|XP_034125702.1|DGUA	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC117580652|XP_034123143.1|DGUA	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC117581008|XP_034123709.1|DGUA	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC117590608|XP_034139291.1|DGUA	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC117583783|XP_034128252.1|DGUA	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC117582811|XP_034126735.1|DGUA	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC117589541|XP_034137426.1|DGUA	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC117585186|XP_034130422.1|DGUA	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC117579033|XP_034120610.1|DGUA	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC117579641|XP_034121510.1|DGUA	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC117579633|XP_034121498.1|DGUA	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC117588487|XP_034135679.1|DGUA, LOC117586035|XP_034131771.1|DGUA	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC117589740|XP_034137809.1|DGUA	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC117581077|XP_034123852.1|DGUA	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC117578627|XP_034120123.1|DGUA	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC117586239|XP_034132067.1|DGUA	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC117590973|XP_034139929.1|DGUA	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC117585037|XP_034130180.1|DGUA	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC117589752|XP_034137824.1|DGUA	LOC5565268|XP_001649604.1|AAEG
