Orthogroup	DGUA.longest_only	DHYD.longest_only
OG0004923	LOC117579160|XP_034120809.1|DGUA	LOC111595275|XP_023164690.1|DHYD
OG0004924	LOC117587349|XP_034133879.1|DGUA	LOC111600502|XP_023172398.2|DHYD
OG0004925	LOC117589245|XP_034136907.1|DGUA	LOC111600458|XP_023172327.1|DHYD
OG0004926	LOC117589037|XP_034136555.1|DGUA	LOC111600506|XP_023172402.1|DHYD
OG0004927	LOC117586882|XP_034133088.1|DGUA	LOC111600520|XP_023172420.1|DHYD
OG0004928	LOC117592262|XP_034141799.1|DGUA	LOC111592425|XP_023160368.2|DHYD
OG0004929	LOC117587229|XP_034133683.1|DGUA	LOC111601078|XP_023173272.1|DHYD
OG0004930	LOC117578824|XP_034120472.1|DGUA	LOC111603249|XP_023176528.2|DHYD
OG0004931	LOC117592292|XP_034141853.1|DGUA	LOC111602146|XP_023174863.1|DHYD
OG0004932	LOC117588987|XP_034136475.1|DGUA	LOC111600470|XP_023172345.2|DHYD
OG0004933	LOC117592431|XP_034142074.1|DGUA	LOC111593550|XP_023162172.1|DHYD
OG0004934	LOC117581939|XP_034125315.1|DGUA	LOC111600109|XP_023171839.1|DHYD
OG0004935	LOC117587487|XP_034134126.1|DGUA	LOC111602220|XP_023174966.2|DHYD
OG0004936	LOC117579407|XP_034121176.1|DGUA	LOC111599659|XP_023171123.2|DHYD
OG0004937	LOC117587108|XP_034133493.1|DGUA	LOC111595649|XP_023165241.2|DHYD
OG0004938	LOC117586860|XP_034133046.1|DGUA	LOC111595086|XP_023164410.2|DHYD
OG0004939	LOC117579636|XP_034121502.1|DGUA	LOC111604523|XP_023178388.2|DHYD
OG0004940	LOC117579629|XP_034121486.1|DGUA	LOC111605108|XP_023179218.2|DHYD
OG0004941	LOC117588875|XP_034136272.1|DGUA	LOC111600471|XP_023172347.2|DHYD
OG0004942	LOC117580159|XP_034122369.1|DGUA	LOC111593092|XP_023161456.2|DHYD
OG0004943	LOC117586816|XP_034132984.1|DGUA	LOC111601605|XP_023174038.1|DHYD
OG0004944	LOC117589117|XP_034136686.1|DGUA	LOC111602926|XP_023176042.1|DHYD
OG0004945	LOC117578489|XP_034119913.1|DGUA	LOC111601804|XP_023174402.1|DHYD
OG0004946	LOC117589016|XP_034136531.1|DGUA	LOC111591866|XP_023159516.1|DHYD
OG0004947	LOC117579462|XP_034121241.1|DGUA	LOC111595284|XP_023164704.1|DHYD
OG0004948	LOC117579231|XP_034120903.1|DGUA	LOC111595286|XP_023164706.2|DHYD
OG0004949	LOC117579230|XP_034120902.1|DGUA	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD
OG0004950	LOC117588844|XP_034136229.1|DGUA	LOC111596271|XP_023166178.2|DHYD
OG0004951	LOC117583688|XP_034128055.1|DGUA	LOC111603238|XP_023176511.1|DHYD
OG0004952	LOC117580146|XP_034122346.1|DGUA	LOC111601715|XP_023174202.2|DHYD
OG0004953	LOC117588947|XP_034136417.1|DGUA	LOC111600467|XP_023172341.1|DHYD
OG0004954	LOC117588925|XP_034136392.1|DGUA	LOC111600464|XP_023172337.2|DHYD
OG0004955	LOC117587514|XP_034134203.1|DGUA	LOC111601022|XP_023173197.2|DHYD
OG0004956	LOC117586228|XP_034132058.1|DGUA	LOC111599882|XP_023171467.2|DHYD
OG0004957	LOC117579487|XP_034121277.1|DGUA	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC117580327|XP_034122716.1|DGUA	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC117580330|XP_034122719.1|DGUA	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC117580326|XP_034122712.1|DGUA	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC117591833|XP_034141087.1|DGUA	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC117579466|XP_034121244.1|DGUA	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC117579306|XP_034121006.1|DGUA	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC117579794|XP_034121754.1|DGUA	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC117580315|XP_034122701.1|DGUA	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC117580311|XP_034122696.1|DGUA	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC117592610|XP_034142384.1|DGUA	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC117579332|XP_034121049.1|DGUA	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC117592670|XP_034142521.1|DGUA	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC117579328|XP_034121043.1|DGUA	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC117579330|XP_034121047.1|DGUA	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC117580318|XP_034122705.1|DGUA	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC117588989|XP_034136479.1|DGUA	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC117579170|XP_034120824.1|DGUA	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC117579594|XP_034121419.1|DGUA	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC117587445|XP_034134020.1|DGUA	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC117592030|XP_034141383.1|DGUA	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC117587488|XP_034134153.1|DGUA	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC117586820|XP_034132991.1|DGUA	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC117591241|XP_034140308.1|DGUA	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC117579967|XP_034122032.1|DGUA	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC117580321|XP_034122708.1|DGUA	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC117579344|XP_034121061.1|DGUA	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC117589046|XP_034136564.1|DGUA	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC117579527|XP_034121331.1|DGUA	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC117579453|XP_034121232.1|DGUA	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC117589222|XP_034136861.1|DGUA	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC117579528|XP_034121334.1|DGUA	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC117589428|XP_034137255.1|DGUA	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC117584346|XP_034129073.1|DGUA	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC117592621|XP_034142433.1|DGUA	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC117592701|XP_034142563.1|DGUA	LOC111602389|XP_023175177.2|DHYD
OG0004993	LOC117580145|XP_034122345.1|DGUA	LOC111601691|XP_023174169.2|DHYD
OG0004995	LOC117587130|XP_034133521.1|DGUA	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC117587325|XP_034133848.1|DGUA	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC117592413|XP_034142044.1|DGUA	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC117588070|XP_034135027.1|DGUA	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC117589113|XP_034136681.1|DGUA	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC117591838|XP_034141095.1|DGUA	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC117589307|XP_034136994.1|DGUA	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC117586648|XP_034132773.1|DGUA	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC117589430|XP_034137258.1|DGUA	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC117587069|XP_034133404.1|DGUA	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC117579644|XP_034121515.1|DGUA	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC117589323|XP_034137054.1|DGUA	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC117586997|XP_034133288.1|DGUA	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC117587241|XP_034133701.1|DGUA	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC117588982|XP_034136462.1|DGUA	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC117579373|XP_034121132.1|DGUA	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC117578561|XP_034120025.1|DGUA	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC117579096|XP_034120710.1|DGUA	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC117586590|XP_034132656.1|DGUA	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC117580396|XP_034122829.1|DGUA	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC117580459|XP_034122924.1|DGUA	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC117579826|XP_034121811.1|DGUA	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC117586920|XP_034133163.1|DGUA	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC117587478|XP_034134099.1|DGUA	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC117588874|XP_034136271.1|DGUA	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC117585262|XP_034130572.1|DGUA	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC117584652|XP_034129571.1|DGUA	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC117579796|XP_034121755.1|DGUA	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC117592279|XP_034141833.1|DGUA	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC117587104|XP_034133488.1|DGUA	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC117579266|XP_034120953.1|DGUA	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC117589312|XP_034137001.1|DGUA	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC117587375|XP_034133915.1|DGUA	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC117583604|XP_034127889.1|DGUA	LOC111605544|XP_023179874.1|DHYD
OG0005029	LOC117586940|XP_034133198.1|DGUA	LOC111601054|XP_023173238.2|DHYD
OG0005030	LOC117588992|XP_034136488.1|DGUA	LOC111600511|XP_023172407.1|DHYD
OG0005031	LOC117579219|XP_034120879.1|DGUA	LOC111592969|XP_023161229.2|DHYD
OG0005032	LOC117586849|XP_034133034.1|DGUA	LOC111594361|XP_023163392.1|DHYD
OG0005033	LOC117579618|XP_034121461.1|DGUA	LOC111593094|XP_030078950.1|DHYD
OG0005034	LOC117579620|XP_034121466.1|DGUA	LOC111593106|XP_030081422.1|DHYD
OG0005035	LOC117587304|XP_034133788.1|DGUA	LOC111594380|XP_023163412.2|DHYD
OG0005036	LOC117589126|XP_034136700.1|DGUA	LOC111602923|XP_023176038.1|DHYD
OG0005037	LOC117580034|XP_034122153.1|DGUA	LOC111603741|XP_023177226.1|DHYD
OG0005038	LOC117589138|XP_034136715.1|DGUA	LOC111594858|XP_023164105.1|DHYD
OG0005039	LOC117581736|XP_034125008.1|DGUA	LOC111599068|XP_023170359.2|DHYD
OG0005040	LOC117587178|XP_034133585.1|DGUA	LOC111601647|XP_023174096.2|DHYD
OG0005041	LOC117579467|XP_034121246.1|DGUA	LOC111597516|XP_023168053.2|DHYD
OG0005042	LOC117587080|XP_034133438.1|DGUA	LOC111604763|XP_023178729.2|DHYD
OG0005043	LOC117586069|XP_034131813.1|DGUA	LOC111597956|XP_023168688.1|DHYD
OG0005044	LOC117586051|XP_034131789.1|DGUA	LOC111597952|XP_023168682.2|DHYD
OG0005045	LOC117579899|XP_034121965.1|DGUA	LOC111597999|XP_023168755.1|DHYD
OG0005046	LOC117585346|XP_034130684.1|DGUA	LOC111602369|XP_023175151.1|DHYD
OG0005047	LOC117586894|XP_034133129.1|DGUA	LOC111595072|XP_023164396.2|DHYD
OG0005048	LOC117586899|XP_034133134.1|DGUA	LOC111595074|XP_023164399.1|DHYD
OG0005049	LOC117587302|XP_034133786.1|DGUA	LOC111594384|XP_023163419.2|DHYD
OG0005050	LOC117592629|XP_034142461.1|DGUA	LOC111602187|XP_023174915.2|DHYD
OG0005051	LOC117586847|XP_034133033.1|DGUA	LOC111594356|XP_023163383.1|DHYD
OG0005052	LOC117586852|XP_034133038.1|DGUA	LOC111594357|XP_023163384.1|DHYD
OG0005053	LOC117587706|XP_034134501.1|DGUA	LOC111594673|XP_023163851.2|DHYD
OG0005054	LOC117588885|XP_034136315.1|DGUA	LOC111592254|XP_023160103.1|DHYD
OG0005055	LOC117591410|XP_034140554.1|DGUA	LOC111605046|XP_023179153.1|DHYD
OG0005056	LOC117588035|XP_034134976.1|DGUA	LOC111597656|XP_023168246.2|DHYD
OG0005057	LOC117579226|XP_034120891.1|DGUA	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD
OG0005058	LOC117579092|XP_034120705.1|DGUA	LOC111601742|XP_023174233.1|DHYD
OG0005059	LOC117578646|XP_034120153.1|DGUA	LOC111593949|XP_023162808.1|DHYD
OG0005060	LOC117578643|XP_034120149.1|DGUA	LOC111593840|XP_023162648.1|DHYD
OG0005061	LOC117584263|XP_034128963.1|DGUA	LOC111596293|XP_023166217.2|DHYD
OG0005062	LOC117592562|XP_034142328.1|DGUA	LOC111600141|XP_030081193.1|DHYD
OG0005063	LOC117591933|XP_034141233.1|DGUA	LOC111604100|XP_023177768.2|DHYD
OG0005064	LOC117587411|XP_034133961.1|DGUA	LOC111595098|XP_023164432.1|DHYD
OG0005065	LOC117588986|XP_034136477.1|DGUA	LOC111604189|XP_023177912.2|DHYD
OG0005066	LOC117578533|XP_034119991.1|DGUA	LOC111596624|XP_023166678.1|DHYD
OG0005067	LOC117590426|XP_034138973.1|DGUA	LOC111600898|XP_023173005.2|DHYD
OG0005068	LOC117580371|XP_034122794.1|DGUA	LOC111599276|XP_023170642.1|DHYD
OG0005069	LOC117582881|XP_034126849.1|DGUA	LOC111595622|XP_023165197.1|DHYD
OG0005070	LOC117578717|XP_034120261.1|DGUA	LOC111600038|XP_023171724.2|DHYD
OG0005071	LOC117580081|XP_034122221.1|DGUA	LOC111592798|XP_023160972.1|DHYD
OG0005072	LOC117588673|XP_034136007.1|DGUA	LOC111601946|XP_023174570.1|DHYD
OG0005073	LOC117592178|XP_034141669.1|DGUA	LOC111602226|XP_023174974.1|DHYD
OG0005074	LOC117589169|XP_034136771.1|DGUA	LOC111603043|XP_023176249.2|DHYD
OG0005075	LOC117579080|XP_034120683.1|DGUA	LOC111593577|XP_023162210.2|DHYD
OG0005076	LOC117583166|XP_034127255.1|DGUA	LOC111599915|XP_023171512.1|DHYD
OG0005078	LOC117589399|XP_034137209.1|DGUA	LOC111601586|XP_023174008.2|DHYD
OG0005079	LOC117592200|XP_034141699.1|DGUA	LOC111605381|XP_023179636.2|DHYD
OG0005080	LOC117579051|XP_034120638.1|DGUA	LOC111597541|XP_023168098.2|DHYD
OG0005081	LOC117578443|XP_034119857.1|DGUA	LOC111593878|XP_023162711.2|DHYD
OG0005082	LOC117587317|XP_034133839.1|DGUA	LOC111593527|XP_023162088.1|DHYD
OG0005083	LOC117582333|XP_034125876.1|DGUA	LOC111602872|XP_023175966.1|DHYD
OG0005084	LOC117580095|XP_034122244.1|DGUA	LOC111604409|XP_023178233.2|DHYD
OG0005085	LOC117579497|XP_034121291.1|DGUA	LOC111604415|XP_023178238.1|DHYD
OG0005086	LOC117578602|XP_034120083.1|DGUA	LOC111599947|XP_023171567.1|DHYD
OG0005087	LOC117589346|XP_034137094.1|DGUA	LOC111598681|XP_030081435.1|DHYD
OG0005088	LOC117583143|XP_034127227.1|DGUA	LOC111599953|XP_023171593.1|DHYD
OG0005089	LOC117583099|XP_034127173.1|DGUA	LOC111599951|XP_023171590.2|DHYD
OG0005090	LOC117591694|XP_034140911.1|DGUA	LOC111593733|XP_023162490.2|DHYD
OG0005091	LOC117578742|XP_034120298.1|DGUA	LOC111605230|XP_023179427.1|DHYD
OG0005092	LOC117579858|XP_034121861.1|DGUA	LOC111595042|XP_023164335.1|DHYD
OG0005093	LOC117580457|XP_034122919.1|DGUA	LOC111604457|XP_023178303.1|DHYD
OG0005094	LOC117588846|XP_034136232.1|DGUA	LOC111601607|XP_023174040.2|DHYD
OG0005095	LOC117582474|XP_034126113.1|DGUA	LOC111604487|XP_030081073.1|DHYD
OG0005096	LOC117584587|XP_034129455.1|DGUA	LOC111602231|XP_023174980.1|DHYD
OG0005097	LOC117592550|XP_034142315.1|DGUA	LOC111592520|XP_023160539.1|DHYD
OG0005098	LOC117578690|XP_034120216.1|DGUA	LOC111604125|XP_023177808.1|DHYD
OG0005099	LOC117586657|XP_034132794.1|DGUA	LOC111593797|XP_023162586.1|DHYD
OG0005100	LOC117586624|XP_034132728.1|DGUA	LOC111593793|XP_023162580.1|DHYD
OG0005101	LOC117586288|XP_034132132.1|DGUA	LOC111601470|XP_023173824.2|DHYD
OG0005102	LOC117578577|XP_034120090.1|DGUA	LOC111592947|XP_023161196.2|DHYD
OG0005103	LOC117578716|XP_034120259.1|DGUA	LOC111600088|XP_023171796.2|DHYD
OG0005104	LOC117587965|XP_034134864.1|DGUA	LOC111603960|XP_023177563.2|DHYD
OG0005105	LOC117589446|XP_034137281.1|DGUA	LOC111605188|XP_023179354.2|DHYD
OG0005106	LOC117580359|XP_034122782.1|DGUA	LOC111597452|XP_023167949.2|DHYD
OG0005107	LOC117579605|XP_034121431.1|DGUA	LOC111601706|XP_023174193.2|DHYD
OG0005108	LOC117592549|XP_034142314.1|DGUA	LOC111592532|XP_023160581.1|DHYD
OG0005109	LOC117588482|XP_034135673.1|DGUA	LOC111603124|XP_023176365.2|DHYD
OG0005110	LOC117589072|XP_034136595.1|DGUA	LOC111592431|XP_023160383.2|DHYD
OG0005111	LOC117587369|XP_034133907.1|DGUA	LOC111605648|XP_023180078.2|DHYD
OG0005112	LOC117586945|XP_034133205.1|DGUA	LOC111595378|XP_023164842.2|DHYD
OG0005113	LOC117587372|XP_034133911.1|DGUA	LOC111605650|XP_023180080.1|DHYD
OG0005114	LOC117589160|XP_034136754.1|DGUA	LOC111598671|XP_023169796.2|DHYD
OG0005115	LOC117584766|XP_034129758.1|DGUA	LOC111603530|XP_030079278.1|DHYD
OG0005116	LOC117588860|XP_034136253.1|DGUA	LOC111605640|XP_023180069.2|DHYD
OG0005117	LOC117580734|XP_034123296.1|DGUA	LOC111593404|XP_023161892.2|DHYD
OG0005118	LOC117588110|XP_034135073.1|DGUA	LOC111603572|XP_023176994.1|DHYD
OG0005119	LOC117592165|XP_034141628.1|DGUA	LOC111600901|XP_023173012.2|DHYD
OG0005120	LOC117587296|XP_034133776.1|DGUA	LOC111596514|XP_023166546.2|DHYD
OG0005121	LOC117579880|XP_034121906.1|DGUA	LOC111605080|XP_023179181.2|DHYD
OG0005122	LOC117579713|XP_034121598.1|DGUA	LOC111594913|XP_023164168.1|DHYD
OG0005123	LOC117579034|XP_034120611.1|DGUA	LOC111593535|XP_023162106.1|DHYD
OG0005124	LOC117588863|XP_034136257.1|DGUA	LOC111605631|XP_023180053.2|DHYD
OG0005125	LOC117588856|XP_034136247.1|DGUA	LOC111605629|XP_023180050.2|DHYD
OG0005126	LOC117586919|XP_034133161.1|DGUA	LOC111601552|XP_023173962.2|DHYD
OG0005127	LOC117586931|XP_034133185.1|DGUA	LOC111603053|XP_023176274.1|DHYD
OG0005128	LOC117578490|XP_034119918.1|DGUA	LOC111595723|XP_030080919.1|DHYD
OG0005129	LOC117580191|XP_034122442.1|DGUA	LOC111596656|XP_023166728.1|DHYD
OG0005130	LOC117579109|XP_034120725.1|DGUA	LOC111605728|XP_023180188.2|DHYD
OG0005131	LOC117579411|XP_034121181.1|DGUA	LOC111593223|XP_030081118.1|DHYD
OG0005132	LOC117587097|XP_034133466.1|DGUA	LOC111597560|XP_023168126.1|DHYD
OG0005133	LOC117579904|XP_034121931.1|DGUA	LOC111604486|XP_023178342.1|DHYD
OG0005134	LOC117589347|XP_034137101.1|DGUA	LOC111595139|XP_023164478.2|DHYD
OG0005135	LOC117587124|XP_034133515.1|DGUA	LOC111596944|XP_023167167.2|DHYD
OG0005136	LOC117587116|XP_034133501.1|DGUA	LOC111596957|XP_023167183.1|DHYD
OG0005137	LOC117583613|XP_034127942.1|DGUA	LOC111595899|XP_030080665.1|DHYD
OG0005138	LOC117579166|XP_034120818.1|DGUA	LOC111593096|XP_023161461.1|DHYD
OG0005139	LOC117587416|XP_034133965.1|DGUA	LOC111596942|XP_023167164.1|DHYD
OG0005140	LOC117584770|XP_034129763.1|DGUA	LOC111601863|XP_023174472.1|DHYD
OG0005141	LOC117592410|XP_034142036.1|DGUA	LOC111594014|XP_023162880.2|DHYD
OG0005142	LOC117579990|XP_034122076.1|DGUA	LOC111597769|XP_023168395.1|DHYD
OG0005143	LOC117579986|XP_034122057.1|DGUA	LOC111605204|XP_023179379.1|DHYD
OG0005144	LOC117579993|XP_034122079.1|DGUA	LOC111605190|XP_023179357.2|DHYD
OG0005145	LOC117579989|XP_034122075.1|DGUA	LOC111605163|XP_023179316.1|DHYD
OG0005146	LOC117586807|XP_034132970.1|DGUA	LOC111598787|XP_023169970.2|DHYD
OG0005147	LOC117586811|XP_034132976.1|DGUA	LOC111598789|XP_023169973.1|DHYD
OG0005148	LOC117579261|XP_034120945.1|DGUA	LOC111595131|XP_023164470.2|DHYD
OG0005149	LOC117592578|XP_034142356.1|DGUA	LOC111597676|XP_023168270.2|DHYD
OG0005150	LOC117589103|XP_034136646.1|DGUA	LOC111604658|XP_023178582.1|DHYD
OG0005151	LOC117579405|XP_034121175.1|DGUA	LOC111597426|XP_023167892.1|DHYD
OG0005152	LOC117579442|XP_034121221.1|DGUA	LOC111597421|XP_023167885.1|DHYD
OG0005153	LOC117580257|XP_034122581.1|DGUA	LOC111597417|XP_023167881.2|DHYD
OG0005154	LOC117580254|XP_034122574.1|DGUA	LOC111597423|XP_023167888.2|DHYD
OG0005155	LOC117587274|XP_034133746.1|DGUA	LOC111601062|XP_023173251.2|DHYD
OG0005156	LOC117585117|XP_034130331.1|DGUA	LOC111598497|XP_023169524.2|DHYD
OG0005157	LOC117592388|XP_034141993.1|DGUA	LOC111593759|XP_023162537.2|DHYD
OG0005158	LOC117587327|XP_034133850.1|DGUA	LOC111598070|XP_023168872.2|DHYD
OG0005159	LOC117589081|XP_034136608.1|DGUA	LOC111592455|XP_023160412.1|DHYD
OG0005160	LOC117587005|XP_034133306.1|DGUA	LOC111601067|XP_023173258.1|DHYD
OG0005161	LOC117591297|XP_034140393.1|DGUA	LOC111600767|XP_030080991.1|DHYD
OG0005162	LOC117590300|XP_034138677.1|DGUA	LOC111603172|XP_023176420.1|DHYD
OG0005163	LOC117580250|XP_034122562.1|DGUA	LOC111597630|XP_023168199.1|DHYD
OG0005164	LOC117579650|XP_034121522.1|DGUA	LOC111598763|XP_023169943.2|DHYD
OG0005165	LOC117583461|XP_034127696.1|DGUA	LOC111592153|XP_023159969.2|DHYD
OG0005166	LOC117585728|XP_034131261.1|DGUA	LOC111604898|XP_030078630.1|DHYD
OG0005167	LOC117585733|XP_034131269.1|DGUA	LOC111604932|XP_023178970.1|DHYD
OG0005168	LOC117587035|XP_034133356.1|DGUA	LOC111603728|XP_023177207.2|DHYD
OG0005169	LOC117587096|XP_034133465.1|DGUA	LOC111597520|XP_023168061.1|DHYD
OG0005170	LOC117587092|XP_034133455.1|DGUA	LOC111597478|XP_023167995.1|DHYD
OG0005171	LOC117587403|XP_034133951.1|DGUA	LOC111597529|XP_023168074.2|DHYD
OG0005172	LOC117579037|XP_034120622.1|DGUA	LOC111593574|XP_023162203.2|DHYD
OG0005173	LOC117578457|XP_034119872.1|DGUA	LOC111599931|XP_023171548.2|DHYD
OG0005174	LOC117591948|XP_034141252.1|DGUA	LOC111594117|XP_023163044.1|DHYD
OG0005175	LOC117579617|XP_034121448.1|DGUA	LOC111603837|XP_023177371.1|DHYD
OG0005176	LOC117590726|XP_034139529.1|DGUA	LOC111604157|XP_023177852.1|DHYD
OG0005177	LOC117579655|XP_034121532.1|DGUA	LOC111603815|XP_023177340.2|DHYD
OG0005178	LOC117589330|XP_034137069.1|DGUA	LOC111601664|XP_023174116.2|DHYD
OG0005179	LOC117580209|XP_034122493.1|DGUA	LOC111605175|XP_023179337.1|DHYD
OG0005180	LOC117579523|XP_034121323.1|DGUA	LOC111602916|XP_023176029.2|DHYD
OG0005181	LOC117590363|XP_034138798.1|DGUA	LOC111594063|XP_023162958.1|DHYD
OG0005182	LOC117578821|XP_034120466.1|DGUA	LOC111599964|XP_030079711.1|DHYD
OG0005183	LOC117591837|XP_034141092.1|DGUA	LOC111599047|XP_023170335.1|DHYD
OG0005184	LOC117592461|XP_034142178.1|DGUA	LOC111599169|XP_023170521.2|DHYD
OG0005185	LOC117588480|XP_034135674.1|DGUA	LOC111604192|XP_023177915.1|DHYD
OG0005186	LOC117578496|XP_034119921.1|DGUA	LOC111604461|XP_030081094.1|DHYD
OG0005187	LOC117578433|XP_034119787.1|DGUA	LOC111599959|XP_023171603.2|DHYD
OG0005188	LOC117584867|XP_034129911.1|DGUA	LOC111602313|XP_023175084.2|DHYD
OG0005189	LOC117590448|XP_034138959.1|DGUA	LOC111593035|XP_023161369.2|DHYD
OG0005190	LOC117589269|XP_034136949.1|DGUA	LOC111603055|XP_023176280.2|DHYD
OG0005191	LOC117586256|XP_034132088.1|DGUA	LOC111602959|XP_023176100.1|DHYD
OG0005192	LOC117586136|XP_034131923.1|DGUA	LOC111597675|XP_030080933.1|DHYD
OG0005193	LOC117591076|XP_034140081.1|DGUA	LOC111593876|XP_023162708.1|DHYD
OG0005194	LOC117592172|XP_034141666.1|DGUA	LOC111602099|XP_023174802.2|DHYD
OG0005195	LOC117584795|XP_034129807.1|DGUA	LOC111604181|XP_023177897.1|DHYD
OG0005196	LOC117586944|XP_034133204.1|DGUA	LOC111592296|XP_023160168.2|DHYD
OG0005197	LOC117592146|XP_034141599.1|DGUA	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD
OG0005198	LOC117587021|XP_034133326.1|DGUA	LOC111595383|XP_023164850.1|DHYD
OG0005199	LOC117588118|XP_034135087.1|DGUA	LOC111600740|XP_023172786.1|DHYD
OG0005200	LOC117591904|XP_034141183.1|DGUA	LOC111600572|XP_023172525.1|DHYD
OG0005201	LOC117583399|XP_034127578.1|DGUA	LOC111605387|XP_023179647.1|DHYD
OG0005202	LOC117590575|XP_034139211.1|DGUA	LOC111604164|XP_023177870.2|DHYD
OG0005203	LOC117592113|XP_034141529.1|DGUA	LOC111593753|XP_030081271.1|DHYD
OG0005204	LOC117587790|XP_034134626.1|DGUA	LOC111602328|XP_023175098.2|DHYD
OG0005205	LOC117582070|XP_034125518.1|DGUA	LOC111599370|XP_023170774.2|DHYD
OG0005206	LOC117591987|XP_034141321.1|DGUA	LOC111605286|XP_023179499.2|DHYD
OG0005207	LOC117578887|XP_034120577.1|DGUA	LOC111604602|XP_023178483.2|DHYD
OG0005208	LOC117583388|XP_034127566.1|DGUA	LOC111593892|XP_023162727.1|DHYD
OG0005209	LOC117591530|XP_034140712.1|DGUA	LOC111598930|XP_023170173.2|DHYD
OG0005210	LOC117591536|XP_034140719.1|DGUA	LOC111598965|XP_030080529.1|DHYD
OG0005211	LOC117579243|XP_034120916.1|DGUA	LOC111599757|XP_023171279.2|DHYD
OG0005212	LOC117592370|XP_034141962.1|DGUA	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD
OG0005213	LOC117581612|XP_034124866.1|DGUA	LOC111597247|XP_023167615.2|DHYD
