Orthogroup	DGUA.longest_only	DANA.longest_only
OG0004300	LOC117585834|XP_034131466.1|DGUA	LOC6495510|XP_001959003.1|DANA
OG0004301	LOC117580299|XP_034122676.1|DGUA	LOC6506494|XP_001957769.1|DANA
OG0004302	LOC117583517|XP_034127756.1|DGUA	LOC6495610|XP_001959197.2|DANA
OG0004303	LOC117578958|XP_034120597.1|DGUA	LOC6494351|XP_001960485.1|DANA
OG0004304	LOC117578846|XP_034120522.1|DGUA	LOC6494506|XP_032307054.1|DANA
OG0004305	LOC117592042|XP_034141405.1|DGUA	LOC6494051|XP_032306239.1|DANA
OG0004306	LOC117578706|XP_034120245.1|DGUA	LOC6495492|XP_001958965.1|DANA
OG0004307	LOC117578625|XP_034120122.1|DGUA	LOC6496559|XP_001961144.1|DANA
OG0004308	LOC117580536|XP_034123059.1|DGUA	LOC6495724|XP_032305996.1|DANA
OG0004309	LOC117579833|XP_034121818.1|DGUA	LOC6506998|XP_001956856.1|DANA
OG0004310	LOC117582663|XP_034126472.1|DGUA	LOC6495236|XP_032306942.1|DANA
OG0004311	LOC117587218|XP_034133670.1|DGUA	LOC6507938|XP_001956649.1|DANA
OG0004312	LOC117587376|XP_034133920.1|DGUA	LOC6494245|XP_001960671.1|DANA
OG0004313	LOC117578548|XP_034120011.1|DGUA	LOC6493917|XP_032311563.1|DANA
OG0004314	LOC117592628|XP_034142455.1|DGUA	LOC6496095|XP_001960217.2|DANA
OG0004315	LOC117592194|XP_034141695.1|DGUA	LOC6496446|XP_001960926.3|DANA
OG0004316	LOC117581773|XP_034125083.1|DGUA	LOC6495893|XP_001959795.1|DANA
OG0004317	LOC117584198|XP_034128862.1|DGUA	LOC6496505|XP_001961039.1|DANA
OG0004318	LOC117592677|XP_034142525.1|DGUA	LOC6494246|XP_032306096.1|DANA
OG0004319	LOC117592643|XP_034142481.1|DGUA	LOC6496243|XP_001960526.1|DANA
OG0004320	LOC117589552|XP_034137454.1|DGUA	LOC26514649|XP_014767317.1|DANA
OG0004321	LOC117587530|XP_034134223.1|DGUA	LOC6497499|XP_001961958.1|DANA
OG0004322	LOC117589490|XP_034137346.1|DGUA	LOC6500893|XP_032312144.1|DANA
OG0004323	LOC117586918|XP_034133159.1|DGUA	LOC6507658|XP_001956090.1|DANA
OG0004324	LOC117584836|XP_034129858.1|DGUA	LOC26514427|XP_014762327.1|DANA
OG0004325	LOC117592148|XP_034141607.1|DGUA	LOC6496397|XP_001960819.1|DANA
OG0004326	LOC117592147|XP_034141606.1|DGUA	LOC6494180|XP_032305924.1|DANA
OG0004327	LOC117588495|XP_034135696.1|DGUA	LOC6502886|XP_032311832.1|DANA
OG0004328	LOC117591985|XP_034141318.1|DGUA	LOC6494698|XP_001959835.1|DANA
OG0004330	LOC117591959|XP_034141284.1|DGUA	LOC6496083|XP_001960184.1|DANA
OG0004331	LOC117590132|XP_034138399.1|DGUA	LOC6495986|XP_001959983.1|DANA
OG0004332	LOC117587696|XP_034134483.1|DGUA	LOC6498047|XP_001961964.1|DANA
OG0004333	LOC117584700|XP_034129627.1|DGUA	LOC6497365|XP_001962241.1|DANA
OG0004334	LOC117582256|XP_034125761.1|DGUA	LOC6498671|XP_001963287.1|DANA
OG0004335	LOC117580164|XP_034122378.1|DGUA	LOC6496640|XP_001961313.3|DANA
OG0004336	LOC117578785|XP_034120387.1|DGUA	LOC6495109|XP_001959034.1|DANA
OG0004337	LOC117581787|XP_034125107.1|DGUA	LOC6498085|XP_001962050.2|DANA
OG0004338	LOC117580024|XP_034122139.1|DGUA	LOC6507278|XP_001956336.1|DANA
OG0004339	LOC117590950|XP_034139893.1|DGUA	LOC6496350|XP_001960742.2|DANA
OG0004340	LOC117590942|XP_034139881.1|DGUA	LOC6494212|XP_001960741.1|DANA
OG0004341	LOC117592640|XP_034142474.1|DGUA	LOC6496414|XP_001960868.2|DANA
OG0004342	LOC117590820|XP_034139683.1|DGUA	LOC6494373|XP_032306822.1|DANA
OG0004343	LOC117586494|XP_034132484.1|DGUA	LOC6494374|XP_001960441.3|DANA
OG0004344	LOC117586711|XP_034132876.1|DGUA	LOC6496202|XP_001960437.1|DANA
OG0004345	LOC117591087|XP_034140079.1|DGUA	LOC6504125|XP_001965190.1|DANA
OG0004346	LOC117592192|XP_034141691.1|DGUA	LOC6496304|XP_014763749.1|DANA
OG0004347	LOC117592193|XP_034141693.1|DGUA	LOC6494256|XP_001960656.1|DANA
OG0004348	LOC117592324|XP_034141894.1|DGUA	LOC6494906|XP_001959449.2|DANA
OG0004349	LOC117582765|XP_034126624.1|DGUA	LOC6495721|XP_014763464.1|DANA
OG0004350	LOC117585137|XP_034130360.1|DGUA	LOC6495086|XP_001959094.1|DANA
OG0004351	LOC117589761|XP_034137843.1|DGUA	LOC6494017|XP_001961139.1|DANA
OG0004352	LOC117589998|XP_034138171.1|DGUA	LOC26515247|XP_032305708.1|DANA
OG0004353	LOC117583077|XP_034127144.1|DGUA	LOC6501454|XP_001955291.2|DANA
OG0004354	LOC117583815|XP_034128290.1|DGUA	LOC6505645|XP_001964539.1|DANA
OG0004355	LOC117585884|XP_034131526.1|DGUA	LOC6499452|XP_014766073.1|DANA
OG0004356	LOC117588336|XP_034135439.1|DGUA	LOC6494803|XP_001959638.1|DANA
OG0004357	LOC117585065|XP_034130222.1|DGUA	LOC6495799|XP_001959611.1|DANA
OG0004358	LOC117582351|XP_034125898.1|DGUA	LOC6495135|XP_014763170.1|DANA
OG0004359	LOC117592379|XP_034141975.1|DGUA	LOC6494441|XP_001960310.2|DANA
OG0004360	LOC117579554|XP_034121364.1|DGUA	LOC6493670|XP_001958195.1|DANA
OG0004361	LOC117585118|XP_034130332.1|DGUA	LOC6501030|XP_001954418.1|DANA
OG0004362	LOC117589298|XP_034136982.1|DGUA	LOC6507651|XP_001956075.1|DANA
OG0004363	LOC117588469|XP_034135651.1|DGUA	LOC6504008|XP_001963995.1|DANA
OG0004364	LOC117592335|XP_034141919.1|DGUA	LOC6495807|XP_001959627.2|DANA
OG0004365	LOC117578776|XP_034120373.1|DGUA	LOC6494793|XP_032306048.1|DANA
OG0004366	LOC117582461|XP_034126078.1|DGUA	LOC6497641|XP_001961654.1|DANA
OG0004367	LOC117589431|XP_034137259.1|DGUA	LOC6506768|XP_001957274.1|DANA
OG0004368	LOC117589014|XP_034136528.1|DGUA	LOC6493871|XP_001958595.1|DANA
OG0004369	LOC117592529|XP_034142278.1|DGUA	LOC6495196|XP_001958875.2|DANA
OG0004370	LOC117584436|XP_034129242.1|DGUA	LOC6494279|XP_001960613.1|DANA
OG0004371	LOC117590812|XP_034139669.1|DGUA	LOC6503134|XP_001963492.1|DANA
OG0004372	LOC117592375|XP_034141965.1|DGUA	LOC6494253|XP_032306752.1|DANA
OG0004373	LOC117592692|XP_034142551.1|DGUA	LOC6496658|XP_001961347.1|DANA
OG0004374	LOC117589093|XP_034136625.1|DGUA	LOC6494641|XP_032306542.1|DANA
OG0004375	LOC117580304|XP_034122685.1|DGUA	LOC6506498|XP_001957762.1|DANA
OG0004376	LOC117579768|XP_034121713.1|DGUA	LOC6507840|XP_001956451.1|DANA
OG0004377	LOC117579343|XP_034121060.1|DGUA	LOC6493453|XP_001957782.1|DANA
OG0004378	LOC117579919|XP_034121952.1|DGUA	LOC6495162|XP_032306081.1|DANA
OG0004379	LOC117579149|XP_034120801.1|DGUA	LOC6494794|XP_001959654.1|DANA
OG0004380	LOC117582699|XP_034126499.1|DGUA	LOC6495235|XP_001958791.1|DANA
OG0004381	LOC117585816|XP_034131436.1|DGUA	LOC6499865|XP_001953744.1|DANA
OG0004382	LOC117578747|XP_034120321.1|DGUA	LOC6494937|XP_001959364.1|DANA
OG0004383	LOC117591796|XP_034140994.1|DGUA	LOC6495748|XP_001959490.1|DANA
OG0004384	LOC117591804|XP_034141004.1|DGUA	LOC6495750|XP_001959492.1|DANA
OG0004385	LOC117589140|XP_034136762.1|DGUA	LOC6494322|XP_001960535.1|DANA
OG0004386	LOC117578850|XP_034120528.1|DGUA	LOC6495494|XP_001958969.1|DANA
OG0004387	LOC117579671|XP_034121546.1|DGUA	LOC6506127|XP_001958495.1|DANA
OG0004388	LOC117580740|XP_034123312.1|DGUA	LOC6494934|XP_032306960.1|DANA
OG0004389	LOC117579220|XP_034120884.1|DGUA	LOC6493422|XP_001957717.3|DANA
OG0004390	LOC117587020|XP_034133323.1|DGUA	LOC6493238|XP_014764266.1|DANA
OG0004391	LOC117592381|XP_034141986.1|DGUA	LOC6494594|XP_001960045.2|DANA
OG0004392	LOC117580259|XP_034122583.1|DGUA	LOC6493236|XP_032310364.1|DANA
OG0004393	LOC117592579|XP_034142366.1|DGUA	LOC6495646|XP_032306126.1|DANA
OG0004394	LOC117578531|XP_034119983.1|DGUA	LOC6496445|XP_032306461.1|DANA
OG0004395	LOC117582946|XP_034126949.1|DGUA	LOC6496546|XP_001961118.1|DANA
OG0004396	LOC117590827|XP_034139696.1|DGUA	LOC6496659|XP_001961350.1|DANA
OG0004397	LOC117592336|XP_034141921.1|DGUA	LOC6495804|XP_001959623.1|DANA
OG0004398	LOC117592341|XP_034141925.1|DGUA	LOC6494806|XP_001959624.1|DANA
OG0004399	LOC117585919|XP_034131616.1|DGUA	LOC6496207|XP_001960452.1|DANA
OG0004400	LOC117585943|XP_034131607.1|DGUA	LOC6500959|XP_001954248.1|DANA
OG0004401	LOC117581382|XP_034124415.1|DGUA	LOC6495308|XP_001958655.2|DANA
OG0004402	LOC117584381|XP_034129126.1|DGUA	LOC6495310|XP_001958652.1|DANA
OG0004403	LOC117592438|XP_034142082.1|DGUA	LOC6496091|XP_001960206.1|DANA
OG0004404	LOC117589449|XP_034137289.1|DGUA	LOC6496655|XP_001961341.1|DANA
OG0004405	LOC117587026|XP_034133338.1|DGUA	LOC6492922|XP_014764150.1|DANA
OG0004406	LOC117580105|XP_034122261.1|DGUA	LOC6506109|XP_014764629.1|DANA
OG0004407	LOC117578779|XP_034120378.1|DGUA	LOC6495834|XP_001959679.1|DANA
OG0004408	LOC117579186|XP_034120846.1|DGUA	LOC6493280|XP_001957430.1|DANA
OG0004409	LOC117590606|XP_034139279.1|DGUA	LOC6502326|XP_014760022.1|DANA
OG0004410	LOC117578836|XP_034120501.1|DGUA	LOC6494211|XP_032306790.1|DANA
OG0004411	LOC117579501|XP_034121294.1|DGUA	LOC6506129|XP_001958493.2|DANA
OG0004412	LOC117579500|XP_034121293.1|DGUA	LOC6493815|XP_001958492.1|DANA
OG0004413	LOC117578417|XP_034119770.1|DGUA	LOC6495714|XP_001959424.1|DANA
OG0004414	LOC117591843|XP_034141100.1|DGUA	LOC6494229|XP_001960696.1|DANA
OG0004415	LOC117592140|XP_034141586.1|DGUA	LOC6495160|XP_001958936.1|DANA
OG0004416	LOC117578680|XP_034120198.1|DGUA	LOC6494811|XP_001959616.1|DANA
OG0004417	LOC117583342|XP_034127495.1|DGUA	LOC6505827|XP_001964441.1|DANA
OG0004418	LOC117584938|XP_034129992.1|DGUA	LOC6494828|XP_001959586.2|DANA
OG0004419	LOC117580255|XP_034122597.1|DGUA	LOC6495233|XP_014763198.1|DANA
OG0004420	LOC117592683|XP_034142539.1|DGUA	LOC6494329|XP_001960525.1|DANA
OG0004421	LOC117579817|XP_034121799.1|DGUA	LOC6507851|XP_001956469.1|DANA
OG0004422	LOC117589191|XP_034136808.1|DGUA	LOC6493403|XP_014764361.1|DANA
OG0004423	LOC117586218|XP_034132049.1|DGUA	LOC6494299|XP_001960578.1|DANA
OG0004424	LOC117582154|XP_034125640.1|DGUA	LOC6494115|XP_032306956.1|DANA
OG0004425	LOC117580547|XP_034123035.1|DGUA	LOC6493216|XP_001957284.1|DANA
OG0004426	LOC117580192|XP_034122444.1|DGUA	LOC6506767|XP_001957276.1|DANA
OG0004427	LOC117580401|XP_034122837.1|DGUA	LOC6506742|XP_001957322.1|DANA
OG0004428	LOC117589614|XP_034137582.1|DGUA	LOC6500151|XP_032305409.1|DANA
OG0004429	LOC117584477|XP_034129292.1|DGUA	LOC6497568|XP_001961798.2|DANA
OG0004430	LOC117579163|XP_034120813.1|DGUA	LOC6507807|XP_001956387.1|DANA
OG0004431	LOC117584971|XP_034130060.1|DGUA	LOC6500841|XP_001954017.1|DANA
OG0004432	LOC117584970|XP_034130059.1|DGUA	LOC6499742|XP_001954018.2|DANA
OG0004433	LOC117579721|XP_034121605.1|DGUA	LOC6507275|XP_001956347.1|DANA
OG0004434	LOC117592338|XP_034141923.1|DGUA	LOC6495805|XP_001959625.1|DANA
OG0004435	LOC117590451|XP_034138967.1|DGUA	LOC6496023|XP_001960064.1|DANA
OG0004436	LOC117587475|XP_034134143.1|DGUA	LOC6494881|XP_032307182.1|DANA
OG0004437	LOC117591862|XP_034141122.1|DGUA	LOC6494366|XP_001960451.1|DANA
OG0004438	LOC117591799|XP_034140999.1|DGUA	LOC6495747|XP_001959488.1|DANA
OG0004439	LOC117578731|XP_034120285.1|DGUA	LOC6496347|XP_001960737.1|DANA
OG0004440	LOC117578869|XP_034120554.1|DGUA	LOC6496351|XP_001960744.1|DANA
OG0004441	LOC117582625|XP_034126391.1|DGUA	LOC6497415|XP_001962129.1|DANA
OG0004442	LOC117580988|XP_034123679.1|DGUA	LOC6494315|XP_001960548.1|DANA
OG0004443	LOC117579112|XP_034120730.1|DGUA	LOC6507618|XP_001956008.1|DANA
OG0004444	LOC117579754|XP_034121718.1|DGUA	LOC6494280|XP_001960611.1|DANA
OG0004445	LOC117591257|XP_034140338.1|DGUA	LOC6494234|XP_032306836.1|DANA
OG0004446	LOC117583539|XP_034127786.1|DGUA	LOC6505584|XP_001964649.1|DANA
OG0004447	LOC117585359|XP_034130697.1|DGUA	LOC6501651|XP_001955684.1|DANA
OG0004448	LOC117578872|XP_034120557.1|DGUA	LOC6494451|XP_001960299.1|DANA
OG0004449	LOC117587319|XP_034133841.1|DGUA	LOC6502872|XP_001967423.2|DANA, LOC6493245|XP_001957346.2|DANA
OG0004450	LOC117582413|XP_034125997.1|DGUA	LOC6495688|XP_001959382.3|DANA
OG0004451	LOC117591687|XP_034140905.1|DGUA	LOC6494929|XP_001959388.1|DANA
OG0004452	LOC117590626|XP_034139331.1|DGUA	LOC6494583|XP_001960061.1|DANA
OG0004453	LOC117578567|XP_034120034.1|DGUA	LOC6495504|XP_001958991.1|DANA
OG0004454	LOC117586381|XP_034132302.1|DGUA	LOC6500013|XP_001953405.2|DANA
OG0004455	LOC117591262|XP_034140342.1|DGUA	LOC6493247|XP_001957352.1|DANA
OG0004456	LOC117590822|XP_034139682.1|DGUA	LOC6503502|XP_001964257.2|DANA
OG0004457	LOC117579115|XP_034120735.1|DGUA	LOC6507900|XP_001956558.1|DANA
OG0004458	LOC117579551|XP_034121360.1|DGUA	LOC6507149|XP_001956583.2|DANA
OG0004459	LOC117579300|XP_034120998.1|DGUA	LOC6506215|XP_032309804.1|DANA
OG0004460	LOC117589404|XP_034137220.1|DGUA	LOC6506945|XP_001956938.1|DANA
OG0004461	LOC117579729|XP_034121617.1|DGUA	LOC6506335|XP_001958079.1|DANA
OG0004462	LOC117579102|XP_034120715.1|DGUA	LOC6493657|XP_001958172.1|DANA
OG0004463	LOC117579948|XP_034121998.1|DGUA	LOC6506089|XP_014764623.1|DANA
OG0004464	LOC117579753|XP_034121665.1|DGUA	LOC6506112|XP_001958527.1|DANA
OG0004465	LOC117587900|XP_034134769.1|DGUA	LOC6497956|XP_001965896.2|DANA
OG0004466	LOC117579723|XP_034121610.1|DGUA	LOC6493661|XP_001958178.2|DANA
OG0004467	LOC117579387|XP_034121148.1|DGUA	LOC6507217|XP_001956449.1|DANA
OG0004468	LOC117579997|XP_034122085.1|DGUA	LOC6507838|XP_001956448.1|DANA
OG0004469	LOC117591272|XP_034140358.1|DGUA	LOC6493595|XP_032309846.1|DANA
OG0004470	LOC117582557|XP_034126276.1|DGUA	LOC6497896|XP_032307672.1|DANA
OG0004471	LOC117583310|XP_034127444.1|DGUA	LOC6500850|XP_001954031.1|DANA
OG0004472	LOC117578685|XP_034120208.1|DGUA	LOC6496226|XP_001960488.1|DANA
OG0004473	LOC117592617|XP_034142393.1|DGUA	LOC26513706|XP_014763929.1|DANA
OG0004474	LOC117591947|XP_034141255.1|DGUA	LOC6495137|XP_001958975.1|DANA
OG0004475	LOC117592675|XP_034142527.1|DGUA	LOC6493908|XP_001961348.1|DANA
OG0004476	LOC117590229|XP_034138589.1|DGUA, LOC117587925|XP_034134803.1|DGUA	LOC6497140|XP_001962677.1|DANA, LOC6497160|XP_001962649.2|DANA
OG0004477	LOC117584188|XP_034128850.1|DGUA	LOC6496504|XP_001961038.1|DANA
OG0004478	LOC117579582|XP_034121413.1|DGUA	LOC6496346|XP_014763775.1|DANA
OG0004479	LOC117592563|XP_034142333.1|DGUA	LOC6494910|XP_001959440.2|DANA
OG0004480	LOC117591009|XP_034139985.1|DGUA	LOC6504514|XP_001967050.1|DANA
OG0004481	LOC117580201|XP_034122481.1|DGUA	LOC6494997|XP_001959249.1|DANA
OG0004482	LOC117583533|XP_034127778.1|DGUA	LOC6505575|XP_032305425.1|DANA
OG0004483	LOC117591743|XP_034140948.1|DGUA	LOC6494913|XP_001959433.1|DANA
OG0004484	LOC117586328|XP_034132210.1|DGUA	LOC6499453|XP_001954610.2|DANA
OG0004485	LOC117588683|XP_034136022.1|DGUA	LOC6503706|XP_001963890.2|DANA
OG0004486	LOC117578876|XP_034120563.1|DGUA	LOC6496089|XP_001960200.1|DANA
OG0004487	LOC117587259|XP_034133724.1|DGUA	LOC6492977|XP_001956779.1|DANA
OG0004488	LOC117592132|XP_034141569.1|DGUA	LOC6495994|XP_001960001.1|DANA
OG0004489	LOC117579531|XP_034121339.1|DGUA	LOC6506656|XP_001957467.1|DANA
OG0004490	LOC117590061|XP_034138278.1|DGUA	LOC6495941|XP_001959897.2|DANA
OG0004491	LOC117587776|XP_034134609.1|DGUA	LOC6498203|XP_001962289.2|DANA
OG0004492	LOC117580210|XP_034122495.1|DGUA	LOC6506356|XP_001958035.1|DANA
OG0004493	LOC117590658|XP_034139401.1|DGUA	LOC6506385|XP_001957975.1|DANA
OG0004494	LOC117585345|XP_034130680.1|DGUA, LOC117585969|XP_034131669.1|DGUA, LOC117585187|XP_034130424.1|DGUA	LOC6501433|XP_001955242.2|DANA
OG0004495	LOC117585433|XP_034130798.1|DGUA	LOC6500822|XP_001953979.1|DANA
OG0004496	LOC117589902|XP_034138067.1|DGUA	LOC6495290|XP_001958692.2|DANA, LOC6495291|XP_001958691.1|DANA
OG0004497	LOC117591863|XP_034141123.1|DGUA	LOC6496382|XP_001960795.1|DANA
OG0004498	LOC117589646|XP_034137669.1|DGUA	LOC6500177|XP_001953082.1|DANA
OG0004500	LOC117579248|XP_034120929.1|DGUA	LOC6493994|XP_001961177.2|DANA
OG0004501	LOC117592108|XP_034141520.1|DGUA	LOC6495947|XP_014763556.1|DANA
OG0004502	LOC117590641|XP_034139374.1|DGUA	LOC6496099|XP_014763631.1|DANA, LOC116654699|XP_032306437.1|DANA
OG0004503	LOC117589686|XP_034137733.1|DGUA	LOC6501151|XP_014766910.1|DANA, LOC26514681|XP_032305640.1|DANA, LOC26513985|XP_014767236.1|DANA
OG0004504	LOC117590090|XP_034138323.1|DGUA	LOC6493877|XP_032309957.1|DANA
OG0004505	LOC117589549|XP_034137446.1|DGUA	LOC6501558|XP_014767098.1|DANA
OG0004506	LOC117583681|XP_034128046.1|DGUA	LOC6501638|XP_001955656.1|DANA
OG0004507	LOC117582745|XP_034126576.1|DGUA	LOC6499193|XP_014765939.1|DANA
OG0004508	LOC117583307|XP_034127442.1|DGUA	LOC6501344|XP_001955032.2|DANA
OG0004509	LOC117579843|XP_034121831.1|DGUA	LOC6507901|XP_001956563.1|DANA
OG0004510	LOC117580700|XP_034123231.1|DGUA	LOC6503712|XP_014761043.1|DANA
OG0004511	LOC117582785|XP_034126654.1|DGUA	LOC6499115|XP_001955271.2|DANA
OG0004512	LOC117590679|XP_034139452.1|DGUA	LOC6504544|XP_032312059.1|DANA
OG0004513	LOC117590667|XP_034139424.1|DGUA	LOC6503317|XP_032308636.1|DANA
OG0004514	LOC117590654|XP_034139392.1|DGUA	LOC6505445|XP_032311772.1|DANA
OG0004515	LOC117588599|XP_034135894.1|DGUA	LOC6502005|XP_001966853.2|DANA
OG0004516	LOC117581465|XP_034124574.1|DGUA	LOC6502261|XP_032309363.1|DANA
OG0004517	LOC117590255|XP_034138617.1|DGUA	LOC6501875|XP_014759632.1|DANA
OG0004518	LOC117588266|XP_034135292.1|DGUA	LOC6502895|XP_032311885.1|DANA
OG0004519	LOC117582958|XP_034126959.1|DGUA	LOC6501180|XP_001954706.1|DANA
OG0004520	LOC117588539|XP_034135798.1|DGUA	LOC6502899|XP_032311793.1|DANA
OG0004521	LOC117583372|XP_034127548.1|DGUA	LOC6496663|XP_001961356.1|DANA
OG0004522	LOC117590203|XP_034138546.1|DGUA	LOC6501942|XP_001966735.1|DANA
OG0004523	LOC117583573|XP_034127843.1|DGUA	LOC6501194|XP_001954739.2|DANA
OG0004524	LOC117591154|XP_034140161.1|DGUA	LOC6504054|XP_001964089.1|DANA
OG0004525	LOC117581558|XP_034124781.1|DGUA	LOC6505012|XP_001965631.1|DANA
OG0004526	LOC117590568|XP_034139199.1|DGUA	LOC6503063|XP_032308931.1|DANA
OG0004527	LOC117588292|XP_034135363.1|DGUA	LOC6505109|XP_001965441.1|DANA
OG0004528	LOC117588472|XP_034135655.1|DGUA	LOC6501971|XP_001966791.1|DANA
OG0004529	LOC117581093|XP_034123872.1|DGUA	LOC6503892|XP_014761112.1|DANA
OG0004530	LOC117581332|XP_034124342.1|DGUA	LOC6502135|XP_001966143.2|DANA
OG0004531	LOC117589871|XP_034138032.1|DGUA	LOC6499362|XP_014766034.1|DANA
OG0004532	LOC117580704|XP_034123245.1|DGUA	LOC6503733|XP_001963843.3|DANA
OG0004533	LOC117590955|XP_034139895.1|DGUA	LOC6504088|XP_001964149.1|DANA
OG0004534	LOC117588723|XP_034136074.1|DGUA	LOC6502889|XP_001963656.1|DANA
OG0004535	LOC117589252|XP_034136917.1|DGUA	LOC6506550|XP_001957666.1|DANA
OG0004536	LOC117588771|XP_034136144.1|DGUA	LOC6498787|XP_032308312.1|DANA
OG0004537	LOC117588504|XP_034135717.1|DGUA	LOC6502102|XP_032309403.1|DANA
OG0004538	LOC117592036|XP_034141397.1|DGUA	LOC6495920|XP_014763536.1|DANA
OG0004539	LOC117585324|XP_034130651.1|DGUA	LOC6505847|XP_014760815.1|DANA
OG0004540	LOC117590941|XP_034139874.1|DGUA	LOC6503131|XP_001963482.1|DANA
OG0004541	LOC117586881|XP_034133083.1|DGUA	LOC6495500|XP_001958984.1|DANA
OG0004542	LOC117590235|XP_034138597.1|DGUA	LOC6501864|XP_001966779.1|DANA
OG0004543	LOC117590474|XP_034139020.1|DGUA	LOC6504017|XP_032308411.1|DANA
OG0004544	LOC117590564|XP_034139196.1|DGUA	LOC6503503|XP_001964254.2|DANA
OG0004545	LOC117585739|XP_034131276.1|DGUA	LOC6499728|XP_001954051.1|DANA
OG0004546	LOC117583230|XP_034127379.1|DGUA	LOC6496518|XP_001961056.1|DANA
OG0004547	LOC117591502|XP_034140690.1|DGUA	LOC6502227|XP_001966022.1|DANA
OG0004548	LOC117590452|XP_034138963.1|DGUA	LOC6498751|XP_001967274.3|DANA
OG0004549	LOC117588798|XP_034136202.1|DGUA	LOC6504661|XP_032309073.1|DANA
OG0004550	LOC117581222|XP_034124092.1|DGUA	LOC6503980|XP_032308480.1|DANA
OG0004551	LOC117578764|XP_034120360.1|DGUA	LOC6495518|XP_001959023.1|DANA
OG0004552	LOC117590761|XP_034139591.1|DGUA	LOC6502278|XP_032309389.1|DANA
OG0004553	LOC117579982|XP_034122052.1|DGUA	LOC6493028|XP_001956894.1|DANA
OG0004554	LOC117588341|XP_034135442.1|DGUA	LOC6505142|XP_001965429.2|DANA
OG0004555	LOC117588549|XP_034135821.1|DGUA	LOC6505141|XP_001965428.1|DANA
OG0004556	LOC117588775|XP_034136155.1|DGUA	LOC6502010|XP_032308102.1|DANA
OG0004557	LOC117580876|XP_034123516.1|DGUA, LOC117580827|XP_034123439.1|DGUA	LOC6503784|XP_032308615.1|DANA
OG0004558	LOC117581368|XP_034124394.1|DGUA	LOC6503952|XP_001963907.1|DANA
OG0004559	LOC117585291|XP_034130610.1|DGUA	LOC6501511|XP_032311022.1|DANA
OG0004560	LOC117585339|XP_034130669.1|DGUA	LOC26513796|XP_014760893.1|DANA
OG0004561	LOC117583777|XP_034128223.1|DGUA	LOC6500230|XP_014766427.1|DANA
OG0004562	LOC117585641|XP_034131117.1|DGUA	LOC6501084|XP_001954524.1|DANA
OG0004563	LOC117582763|XP_034126617.1|DGUA	LOC6499495|XP_001954509.1|DANA
OG0004564	LOC117586203|XP_034132028.1|DGUA	LOC6500412|XP_001953163.1|DANA
OG0004565	LOC117589910|XP_034138074.1|DGUA	LOC6499688|XP_014766187.1|DANA
OG0004566	LOC117590887|XP_034139810.1|DGUA	LOC6504115|XP_001964210.1|DANA
OG0004567	LOC117581394|XP_034124427.1|DGUA	LOC6503673|XP_001963955.1|DANA
OG0004568	LOC117588528|XP_034135777.1|DGUA	LOC6504046|XP_001964077.1|DANA
OG0004569	LOC117590016|XP_034138193.1|DGUA	LOC6499604|XP_001954313.2|DANA
OG0004570	LOC117588328|XP_034135428.1|DGUA	LOC6494140|XP_001960883.1|DANA
OG0004571	LOC117588731|XP_034136096.1|DGUA	LOC6505071|XP_001965517.1|DANA
OG0004572	LOC117582320|XP_034125858.1|DGUA	LOC6503896|XP_001965229.1|DANA
OG0004573	LOC117589770|XP_034137857.1|DGUA	LOC6499708|XP_001954091.1|DANA
OG0004574	LOC117580622|XP_034123091.1|DGUA	LOC6504758|XP_001966301.1|DANA
OG0004575	LOC117580618|XP_034123087.1|DGUA	LOC6504759|XP_014759801.1|DANA
OG0004576	LOC117585520|XP_034130917.1|DGUA	LOC6499461|XP_032309464.1|DANA
OG0004577	LOC117589528|XP_034137412.1|DGUA	LOC6500150|XP_032305476.1|DANA
OG0004578	LOC117588642|XP_034135962.1|DGUA	LOC6505244|XP_032307850.1|DANA
OG0004579	LOC117582478|XP_034126114.1|DGUA	LOC6498491|XP_032311310.1|DANA
OG0004580	LOC117589942|XP_034138121.1|DGUA	LOC6500382|XP_001953093.1|DANA
OG0004581	LOC117589929|XP_034138103.1|DGUA	LOC6505642|XP_001964543.1|DANA
OG0004582	LOC117582977|XP_034126990.1|DGUA	LOC6505580|XP_001964661.3|DANA
OG0004583	LOC117581344|XP_034124362.1|DGUA	LOC6501861|XP_032308311.1|DANA
OG0004584	LOC117578754|XP_034120331.1|DGUA	LOC6494941|XP_001959355.1|DANA
OG0004585	LOC117582962|XP_034126965.1|DGUA	LOC6499021|XP_001955501.1|DANA
OG0004586	LOC117590468|XP_034139005.1|DGUA	LOC6503048|XP_001963346.1|DANA
OG0004587	LOC117582907|XP_034126892.1|DGUA	LOC6499389|XP_001954733.3|DANA
OG0004588	LOC117583327|XP_034127479.1|DGUA	LOC6501193|XP_001954735.1|DANA
OG0004589	LOC117581527|XP_034124715.1|DGUA	LOC6503693|XP_032308371.1|DANA
OG0004590	LOC117585833|XP_034131460.1|DGUA	LOC6506017|XP_032312369.1|DANA
OG0004591	LOC117585831|XP_034131458.1|DGUA	LOC6506014|XP_001964779.2|DANA
OG0004592	LOC117590418|XP_034138916.1|DGUA	LOC6505213|XP_001965557.1|DANA
OG0004593	LOC117590402|XP_034138891.1|DGUA	LOC6504253|XP_001967372.1|DANA
