Orthogroup	DGUA.longest_only	DNOV.longest_only
OG0005627	LOC117590161|XP_034138440.1|DGUA	LOC115763680|XP_030562211.1|DNOV
OG0005628	LOC117583214|XP_034127322.1|DGUA	LOC115764959|XP_030564141.1|DNOV
OG0005629	LOC117578510|XP_034119940.1|DGUA	LOC115771258|XP_030572736.1|DNOV
OG0005630	LOC117581414|XP_034124463.1|DGUA	LOC115762130|XP_030560096.1|DNOV
OG0005631	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA	LOC115767548|XP_030567690.1|DNOV
OG0005632	LOC117591046|XP_034140033.1|DGUA	LOC115768474|XP_030568909.1|DNOV
OG0005633	LOC117590121|XP_034138376.1|DGUA	LOC115759414|XP_030556164.1|DNOV
OG0005634	LOC117586619|XP_034132716.1|DGUA	LOC115759522|XP_030556329.1|DNOV
OG0005635	LOC117584010|XP_034128631.1|DGUA	LOC115763944|XP_030562597.1|DNOV
OG0005636	LOC117586190|XP_034132007.1|DGUA	LOC115764691|XP_030563744.1|DNOV
OG0005637	LOC117584914|XP_034129952.1|DGUA	LOC115763634|XP_030562123.1|DNOV
OG0005638	LOC117578761|XP_034120354.1|DGUA	LOC115757986|XP_030554334.1|DNOV
OG0005639	LOC117585990|XP_034131742.1|DGUA	LOC115765233|XP_030564549.1|DNOV
OG0005640	LOC117586192|XP_034132010.1|DGUA	LOC115766236|XP_030565960.1|DNOV
OG0005641	LOC117581545|XP_034124751.1|DGUA	LOC115767195|XP_030567246.1|DNOV
OG0005642	LOC117589961|XP_034138152.1|DGUA	LOC115764143|XP_030562876.1|DNOV
OG0005643	LOC117588981|XP_034136461.1|DGUA	LOC115769917|XP_030570801.1|DNOV
OG0005644	LOC117589375|XP_034137177.1|DGUA	LOC115769915|XP_030570798.1|DNOV
OG0005645	LOC117580653|XP_034123146.1|DGUA	LOC115768363|XP_030568792.1|DNOV
OG0005646	LOC117590815|XP_034139674.1|DGUA	LOC115768270|XP_030568663.1|DNOV
OG0005647	LOC117588031|XP_034134969.1|DGUA	LOC115758653|XP_030555254.1|DNOV
OG0005648	LOC117579647|XP_034121517.1|DGUA	LOC115766168|XP_030565873.1|DNOV
OG0005649	LOC117585999|XP_034131717.1|DGUA	LOC115763749|XP_030562314.1|DNOV
OG0005650	LOC117586234|XP_034132061.1|DGUA	LOC115763788|XP_030562376.1|DNOV
OG0005651	LOC117581409|XP_034124453.1|DGUA	LOC115765387|XP_030564772.1|DNOV
OG0005652	LOC117583756|XP_034128171.1|DGUA	LOC115761653|XP_030559352.1|DNOV
OG0005653	LOC117584093|XP_034128732.1|DGUA	LOC115758666|XP_030555264.1|DNOV
OG0005654	LOC117585524|XP_034130923.1|DGUA	LOC115765767|XP_030565293.1|DNOV
OG0005655	LOC117585986|XP_034131697.1|DGUA	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV
OG0005656	LOC117585506|XP_034130896.1|DGUA	LOC115766090|XP_030565760.1|DNOV
OG0005657	LOC117586685|XP_034132830.1|DGUA	LOC115766226|XP_030565942.1|DNOV
OG0005658	LOC117586242|XP_034132071.1|DGUA	LOC115763702|XP_030562251.1|DNOV
OG0005659	LOC117585819|XP_034131439.1|DGUA	LOC115761772|XP_030559561.1|DNOV
OG0005660	LOC117589251|XP_034136916.1|DGUA	LOC115762861|XP_030561097.1|DNOV
OG0005661	LOC117586249|XP_034132079.1|DGUA	LOC115761698|XP_030559429.1|DNOV
OG0005662	LOC117586270|XP_034132104.1|DGUA	LOC115766063|XP_030565720.1|DNOV
OG0005663	LOC117590558|XP_034139188.1|DGUA, LOC117590473|XP_034139019.1|DGUA	LOC115768259|XP_030568648.1|DNOV
OG0005664	LOC117583117|XP_034127194.1|DGUA	LOC115764915|XP_030564078.1|DNOV
OG0005665	LOC117585299|XP_034130618.1|DGUA	LOC115770664|XP_030571891.1|DNOV
OG0005666	LOC117581507|XP_034124670.1|DGUA	LOC115767844|XP_030568052.1|DNOV
OG0005667	LOC117590720|XP_034139513.1|DGUA	LOC115768578|XP_030569079.1|DNOV
OG0005668	LOC117579199|XP_034120861.1|DGUA	LOC115766909|XP_030566851.1|DNOV
OG0005669	LOC117583935|XP_034128508.1|DGUA	LOC115758491|XP_030555032.1|DNOV
OG0005670	LOC117586317|XP_034132197.1|DGUA	LOC115766174|XP_030565877.1|DNOV
OG0005671	LOC117583179|XP_034127270.1|DGUA	LOC115771695|XP_030573372.1|DNOV
OG0005672	LOC117584409|XP_034129164.1|DGUA	LOC115763946|XP_030562601.1|DNOV
OG0005673	LOC117587015|XP_034133316.1|DGUA	LOC115769648|XP_030570421.1|DNOV
OG0005674	LOC117579204|XP_034120863.1|DGUA	LOC115769363|XP_030570009.1|DNOV
OG0005675	LOC117585902|XP_034131548.1|DGUA	LOC115761301|XP_030558888.1|DNOV
OG0005676	LOC117579812|XP_034121793.1|DGUA	LOC115766916|XP_030566858.1|DNOV
OG0005677	LOC117588134|XP_034135120.1|DGUA	LOC115760064|XP_030557105.1|DNOV
OG0005678	LOC117586591|XP_034132658.1|DGUA	LOC115766120|XP_030565800.1|DNOV
OG0005679	LOC117585811|XP_034131422.1|DGUA	LOC115766034|XP_030565665.1|DNOV
OG0005680	LOC117581970|XP_034125346.1|DGUA	LOC115765502|XP_030564974.1|DNOV
OG0005681	LOC117586487|XP_034132476.1|DGUA	LOC115770656|XP_030571881.1|DNOV
OG0005682	LOC117586483|XP_034132471.1|DGUA	LOC115770655|XP_030571880.1|DNOV
OG0005683	LOC117591027|XP_034140011.1|DGUA	LOC115767390|XP_030567513.1|DNOV
OG0005684	LOC117589200|XP_034136820.1|DGUA	LOC115762562|XP_030560706.1|DNOV
OG0005685	LOC117590725|XP_034139525.1|DGUA	LOC115767077|XP_030567080.1|DNOV
OG0005686	LOC117585516|XP_034130911.1|DGUA	LOC115759527|XP_030556336.1|DNOV
OG0005687	LOC117579724|XP_034121611.1|DGUA	LOC115771521|XP_030573115.1|DNOV
OG0005688	LOC117591845|XP_034141101.1|DGUA	LOC115763229|XP_030561567.1|DNOV
OG0005689	LOC117590774|XP_034139614.1|DGUA	LOC115768336|XP_030568760.1|DNOV
OG0005690	LOC117585653|XP_034131130.1|DGUA	LOC115764127|XP_030562857.1|DNOV
OG0005691	LOC117585776|XP_034131353.1|DGUA, LOC117585421|XP_034130785.1|DGUA	LOC115770908|XP_030572212.1|DNOV
OG0005692	LOC117582278|XP_034125800.1|DGUA	LOC115765883|XP_030565483.1|DNOV
OG0005693	LOC117579787|XP_034121738.1|DGUA	LOC115769487|XP_030570165.1|DNOV
OG0005694	LOC117586265|XP_034132099.1|DGUA	LOC115770716|XP_030571976.1|DNOV
OG0005695	LOC117586101|XP_034131853.1|DGUA	LOC115759624|XP_030556468.1|DNOV
OG0005696	LOC117586103|XP_034131858.1|DGUA	LOC115759626|XP_030556473.1|DNOV
OG0005697	LOC117586191|XP_034132009.1|DGUA	LOC115759432|XP_030556199.1|DNOV
OG0005698	LOC117588783|XP_034136180.1|DGUA	LOC115762224|XP_030560219.1|DNOV
OG0005699	LOC117586123|XP_034131878.1|DGUA	LOC115770946|XP_030572264.1|DNOV
OG0005700	LOC117581243|XP_034124121.1|DGUA	LOC115766818|XP_030566714.1|DNOV
OG0005701	LOC117581977|XP_034125355.1|DGUA	LOC115758582|XP_030555160.1|DNOV
OG0005702	LOC117580756|XP_034123342.1|DGUA	LOC115768393|XP_030568827.1|DNOV
OG0005703	LOC117586493|XP_034132528.1|DGUA	LOC115765248|XP_030564579.1|DNOV
OG0005704	LOC117591375|XP_034140508.1|DGUA	LOC115768747|XP_030569294.1|DNOV
OG0005705	LOC117586879|XP_034133072.1|DGUA	LOC115762806|XP_030561020.1|DNOV
OG0005706	LOC117583212|XP_034127318.1|DGUA	LOC115765019|XP_030564232.1|DNOV
OG0005707	LOC117580830|XP_034123443.1|DGUA	LOC115766364|XP_030566123.1|DNOV
OG0005708	LOC117588688|XP_034136029.1|DGUA	LOC115767018|XP_030567003.1|DNOV
OG0005709	LOC117589724|XP_034137785.1|DGUA	LOC115764962|XP_030564146.1|DNOV
OG0005710	LOC117585627|XP_034131084.1|DGUA	LOC115766064|XP_030565724.1|DNOV
OG0005711	LOC117580465|XP_034122930.1|DGUA	LOC115767810|XP_030568006.1|DNOV
OG0005712	LOC117581853|XP_034125201.1|DGUA	LOC115759856|XP_030556819.1|DNOV
OG0005713	LOC117591107|XP_034140100.1|DGUA	LOC115765603|XP_030565115.1|DNOV
OG0005714	LOC117582884|XP_034126848.1|DGUA	LOC115761912|XP_030559789.1|DNOV
OG0005715	LOC117586618|XP_034132713.1|DGUA	LOC115759521|XP_030556327.1|DNOV
OG0005716	LOC117585677|XP_034131169.1|DGUA	LOC115763684|XP_030562222.1|DNOV
OG0005717	LOC117586546|XP_034132599.1|DGUA	LOC115763660|XP_030562192.1|DNOV
OG0005718	LOC117585485|XP_034130871.1|DGUA	LOC115764775|XP_030563874.1|DNOV
OG0005719	LOC117585294|XP_034130613.1|DGUA	LOC115765656|XP_030565173.1|DNOV
OG0005720	LOC117585130|XP_034130347.1|DGUA	LOC115765664|XP_030565181.1|DNOV
OG0005721	LOC117591110|XP_034140103.1|DGUA	LOC115765687|XP_030565205.1|DNOV
OG0005722	LOC117586703|XP_034132861.1|DGUA	LOC115761754|XP_030559515.1|DNOV
OG0005723	LOC117585970|XP_034131670.1|DGUA	LOC115767923|XP_030568151.1|DNOV
OG0005724	LOC117582305|XP_034125842.1|DGUA	LOC115766508|XP_030566325.1|DNOV
OG0005725	LOC117586290|XP_034132136.1|DGUA	LOC115759554|XP_030556376.1|DNOV
OG0005726	LOC117590364|XP_034138800.1|DGUA	LOC115765314|XP_030564673.1|DNOV
OG0005727	LOC117586499|XP_034132491.1|DGUA	LOC115759429|XP_030556197.1|DNOV
OG0005728	LOC117586126|XP_034131882.1|DGUA	LOC115761321|XP_030558913.1|DNOV
OG0005729	LOC117586018|XP_034131738.1|DGUA	LOC115759558|XP_030556381.1|DNOV
OG0005730	LOC117585953|XP_034131641.1|DGUA	LOC115759571|XP_030556397.1|DNOV
OG0005731	LOC117585952|XP_034131640.1|DGUA	LOC115759569|XP_030556394.1|DNOV
OG0005732	LOC117586748|XP_034132945.1|DGUA	LOC115770962|XP_030572292.1|DNOV
OG0005733	LOC117586747|XP_034132941.1|DGUA	LOC115770641|XP_030571851.1|DNOV
OG0005734	LOC117586488|XP_034132477.1|DGUA	LOC115767945|XP_030568184.1|DNOV
OG0005735	LOC117585806|XP_034131413.1|DGUA	LOC115765627|XP_030565137.1|DNOV
OG0005736	LOC117585574|XP_034131000.1|DGUA	LOC115765795|XP_030565362.1|DNOV
OG0005737	LOC117590045|XP_034138253.1|DGUA	LOC115766182|XP_030565884.1|DNOV
OG0005738	LOC117590018|XP_034138198.1|DGUA	LOC115770669|XP_030571896.1|DNOV
OG0005739	LOC117590006|XP_034138183.1|DGUA	LOC115767893|XP_030568122.1|DNOV
OG0005740	LOC117589715|XP_034137771.1|DGUA	LOC115764992|XP_030564188.1|DNOV
OG0005741	LOC117585314|XP_034130634.1|DGUA	LOC115765705|XP_030565227.1|DNOV
OG0005742	LOC117586095|XP_034131842.1|DGUA	LOC115764764|XP_030563860.1|DNOV
OG0005743	LOC117586178|XP_034131981.1|DGUA	LOC115766224|XP_030565940.1|DNOV
OG0005744	LOC117586609|XP_034132689.1|DGUA	LOC115766126|XP_030565808.1|DNOV
OG0005745	LOC117586537|XP_034132561.1|DGUA	LOC115763646|XP_030562172.1|DNOV
OG0005746	LOC117586553|XP_034132607.1|DGUA	LOC115763666|XP_030562197.1|DNOV
OG0005747	LOC117585954|XP_034131643.1|DGUA	LOC115767919|XP_030568148.1|DNOV
OG0005748	LOC117585219|XP_034130503.1|DGUA	LOC115765649|XP_030565166.1|DNOV
OG0005749	LOC117581139|XP_034123962.1|DGUA	LOC115768598|XP_030569108.1|DNOV
OG0005750	LOC117585743|XP_034131282.1|DGUA	LOC115765692|XP_030565210.1|DNOV
OG0005751	LOC117589077|XP_034136604.1|DGUA	LOC115762933|XP_030561174.1|DNOV
OG0005752	LOC117592415|XP_034142046.1|DGUA	LOC115761146|XP_030558675.1|DNOV
OG0005753	LOC117584841|XP_034129870.1|DGUA	LOC115763345|XP_030561718.1|DNOV
OG0005754	LOC117592059|XP_034141446.1|DGUA	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV
OG0005755	LOC117581911|XP_034125275.1|DGUA	LOC115760431|XP_030557602.1|DNOV
OG0005756	LOC117586250|XP_034132080.1|DGUA	LOC115761581|XP_030559230.1|DNOV
OG0005757	LOC117586179|XP_034131982.1|DGUA	LOC115766225|XP_030565941.1|DNOV
OG0005758	LOC117586543|XP_034132595.1|DGUA	LOC115763653|XP_030562181.1|DNOV
OG0005759	LOC117585544|XP_034130952.1|DGUA	LOC115760420|XP_030557586.1|DNOV
OG0005760	LOC117590057|XP_034138269.1|DGUA	LOC115763823|XP_030562434.1|DNOV
OG0005761	LOC117586338|XP_034132224.1|DGUA	LOC115763685|XP_030562225.1|DNOV
OG0005762	LOC117585099|XP_034130265.1|DGUA	LOC115763626|XP_030562108.1|DNOV
OG0005763	LOC117592616|XP_034142392.1|DGUA	LOC115761610|XP_030559275.1|DNOV
OG0005764	LOC117585686|XP_034131192.1|DGUA	LOC115765786|XP_030565326.1|DNOV
OG0005765	LOC117585681|XP_034131174.1|DGUA	LOC115765785|XP_030565319.1|DNOV
OG0005766	LOC117585116|XP_034130327.1|DGUA	LOC115765621|XP_030565131.1|DNOV
OG0005767	LOC117585320|XP_034130645.1|DGUA	LOC115771922|XP_030573678.1|DNOV
OG0005768	LOC117588327|XP_034135423.1|DGUA	LOC115768828|XP_030569388.1|DNOV
OG0005769	LOC117585162|XP_034130389.1|DGUA	LOC115763640|XP_030562133.1|DNOV
OG0005770	LOC117584904|XP_034129937.1|DGUA	LOC115771871|XP_030573613.1|DNOV
OG0005771	LOC117583522|XP_034127760.1|DGUA	LOC115761684|XP_030559399.1|DNOV
OG0005772	LOC117585266|XP_034130576.1|DGUA	LOC115757707|XP_030553921.1|DNOV
OG0005773	LOC117585971|XP_034131671.1|DGUA	LOC115770715|XP_030571975.1|DNOV
OG0005774	LOC117590189|XP_034138503.1|DGUA	LOC115767904|XP_030568137.1|DNOV
OG0005775	LOC117580473|XP_034122945.1|DGUA	LOC115770127|XP_030571124.1|DNOV
OG0005776	LOC117580419|XP_034122860.1|DGUA	LOC115770117|XP_030571099.1|DNOV
OG0005777	LOC117588092|XP_034135054.1|DGUA	LOC115759861|XP_030556825.1|DNOV
OG0005780	LOC117580452|XP_034122908.1|DGUA	LOC115769159|XP_030569720.1|DNOV
OG0005781	LOC117579911|XP_034121938.1|DGUA	LOC115769933|XP_030570838.1|DNOV
OG0005782	LOC117579912|XP_034121939.1|DGUA	LOC115769925|XP_030570826.1|DNOV
OG0005783	LOC117591441|XP_034140641.1|DGUA	LOC115759740|XP_030556636.1|DNOV
OG0005784	LOC117591222|XP_034140286.1|DGUA	LOC115759427|XP_030556187.1|DNOV
OG0005785	LOC117591210|XP_034140242.1|DGUA	LOC115759425|XP_030556182.1|DNOV
OG0005786	LOC117585994|XP_034131709.1|DGUA	LOC115761860|XP_030559713.1|DNOV
OG0005787	LOC117585903|XP_034131549.1|DGUA	LOC115765768|XP_030565296.1|DNOV
OG0005788	LOC117592118|XP_034141547.1|DGUA	LOC115760876|XP_030558298.1|DNOV
OG0005789	LOC117590159|XP_034138437.1|DGUA	LOC115761906|XP_030559784.1|DNOV
OG0005790	LOC117583150|XP_034127231.1|DGUA	LOC115761682|XP_030559398.1|DNOV
OG0005791	LOC117586481|XP_034132468.1|DGUA	LOC115770676|XP_030571918.1|DNOV
OG0005792	LOC117586486|XP_034132475.1|DGUA	LOC115770677|XP_030571920.1|DNOV
OG0005793	LOC117586057|XP_034131792.1|DGUA	LOC115770770|XP_030572043.1|DNOV
OG0005794	LOC117578508|XP_034119937.1|DGUA	LOC115764367|XP_030563233.1|DNOV
OG0005795	LOC117585533|XP_034130942.1|DGUA	LOC115761714|XP_030559451.1|DNOV
OG0005796	LOC117580455|XP_034122913.1|DGUA	LOC115766509|XP_030566330.1|DNOV
OG0005797	LOC117589380|XP_034137185.1|DGUA	LOC115769675|XP_030570449.1|DNOV
OG0005798	LOC117586632|XP_034132743.1|DGUA	LOC115766230|XP_030565948.1|DNOV
OG0005799	LOC117585242|XP_034130535.1|DGUA	LOC115763853|XP_030562482.1|DNOV
OG0005800	LOC117590004|XP_034138181.1|DGUA	LOC115763859|XP_030562493.1|DNOV
OG0005801	LOC117590003|XP_034138180.1|DGUA	LOC115763857|XP_030562492.1|DNOV
OG0005802	LOC117586728|XP_034132915.1|DGUA	LOC115770937|XP_030572255.1|DNOV
OG0005803	LOC117585243|XP_034130541.1|DGUA	LOC115766172|XP_030565874.1|DNOV
OG0005804	LOC117585135|XP_034130354.1|DGUA	LOC115765659|XP_030565178.1|DNOV
OG0005805	LOC117581265|XP_034124170.1|DGUA	LOC115757798|XP_030554075.1|DNOV
OG0005806	LOC117585477|XP_034130860.1|DGUA	LOC115770787|XP_030572067.1|DNOV
OG0005807	LOC117585168|XP_034130400.1|DGUA	LOC115770862|XP_030572159.1|DNOV
OG0005808	LOC117581033|XP_034123754.1|DGUA	LOC115766814|XP_030566709.1|DNOV
OG0005809	LOC117579532|XP_034121340.1|DGUA	LOC115771196|XP_030572654.1|DNOV
OG0005810	LOC117585247|XP_034130551.1|DGUA	LOC115763861|XP_030562495.1|DNOV
OG0005811	LOC117585249|XP_034130553.1|DGUA	LOC115763862|XP_030562497.1|DNOV
OG0005812	LOC117586633|XP_034132744.1|DGUA	LOC115770781|XP_030572061.1|DNOV
OG0005813	LOC117583593|XP_034127874.1|DGUA	LOC115757740|XP_030553984.1|DNOV
OG0005814	LOC117585748|XP_034131288.1|DGUA	LOC115765737|XP_030565262.1|DNOV
OG0005815	LOC117580130|XP_034122318.1|DGUA	LOC115760344|XP_030557486.1|DNOV
OG0005816	LOC117583703|XP_034128077.1|DGUA	LOC115771624|XP_030573266.1|DNOV
OG0005817	LOC117585265|XP_034130575.1|DGUA	LOC115771856|XP_030573596.1|DNOV
OG0005818	LOC117591102|XP_034140095.1|DGUA	LOC115765769|XP_030565301.1|DNOV
OG0005819	LOC117586275|XP_034132118.1|DGUA	LOC115759436|XP_030556211.1|DNOV
OG0005820	LOC117586276|XP_034132119.1|DGUA	LOC115759437|XP_030556212.1|DNOV
OG0005821	LOC117586410|XP_034132337.1|DGUA	LOC115759582|XP_030556410.1|DNOV
OG0005822	LOC117584302|XP_034129019.1|DGUA	LOC115760121|XP_030557177.1|DNOV
OG0005823	LOC117581048|XP_034123774.1|DGUA	LOC115768319|XP_030568728.1|DNOV
OG0005824	LOC117589914|XP_034138082.1|DGUA	LOC115761634|XP_030559324.1|DNOV
OG0005825	LOC117579847|XP_034121837.1|DGUA	LOC115767224|XP_030567292.1|DNOV
OG0005826	LOC117590155|XP_034138432.1|DGUA	LOC115760365|XP_030557513.1|DNOV
OG0005827	LOC117585724|XP_034131253.1|DGUA	LOC115763902|XP_030562547.1|DNOV
OG0005828	LOC117587115|XP_034133500.1|DGUA	LOC115769583|XP_030570319.1|DNOV
OG0005829	LOC117586027|XP_034131753.1|DGUA	LOC115759561|XP_030556387.1|DNOV
OG0005830	LOC117580275|XP_034122619.1|DGUA	LOC115762839|XP_030561073.1|DNOV
OG0005831	LOC117579567|XP_034121380.1|DGUA	LOC115762893|XP_030561128.1|DNOV
OG0005832	LOC117579816|XP_034121797.1|DGUA	LOC115762894|XP_030561129.1|DNOV
OG0005833	LOC117579389|XP_034121150.1|DGUA	LOC115762904|XP_030561141.1|DNOV
OG0005834	LOC117579399|XP_034121170.1|DGUA	LOC115762866|XP_030561100.1|DNOV
OG0005835	LOC117579781|XP_034121731.1|DGUA	LOC115762602|XP_030560753.1|DNOV
OG0005836	LOC117588836|XP_034136218.1|DGUA	LOC115771211|XP_030572670.1|DNOV
OG0005837	LOC117585771|XP_034131344.1|DGUA	LOC115770850|XP_030572147.1|DNOV
OG0005838	LOC117590095|XP_034138329.1|DGUA	LOC115758871|XP_030555523.1|DNOV
OG0005839	LOC117584639|XP_034129553.1|DGUA	LOC115763423|XP_030561842.1|DNOV
OG0005840	LOC117586084|XP_034131831.1|DGUA	LOC115764739|XP_030563815.1|DNOV
OG0005841	LOC117586003|XP_034131722.1|DGUA	LOC115761259|XP_030558832.1|DNOV
OG0005842	LOC117580792|XP_034123379.1|DGUA	LOC115765124|XP_030564380.1|DNOV
OG0005843	LOC117579929|XP_034121969.1|DGUA	LOC115770044|XP_030570985.1|DNOV
OG0005844	LOC117580349|XP_034122754.1|DGUA	LOC115771558|XP_030573163.1|DNOV
OG0005845	LOC117586555|XP_034132609.1|DGUA	LOC115763667|XP_030562198.1|DNOV
OG0005846	LOC117586461|XP_034132404.1|DGUA	LOC115770671|XP_030571899.1|DNOV
OG0005847	LOC117586606|XP_034132681.1|DGUA	LOC115766122|XP_030565803.1|DNOV
OG0005848	LOC117588779|XP_034136171.1|DGUA	LOC115767771|XP_030567954.1|DNOV
OG0005849	LOC117580925|XP_034123580.1|DGUA	LOC115766821|XP_030566717.1|DNOV
OG0005850	LOC117591422|XP_034140569.1|DGUA	LOC115766297|XP_030566031.1|DNOV
OG0005851	LOC117584868|XP_034129908.1|DGUA	LOC115759891|XP_030556866.1|DNOV
OG0005852	LOC117586080|XP_034131827.1|DGUA	LOC115761680|XP_030559396.1|DNOV
OG0005853	LOC117581237|XP_034124114.1|DGUA	LOC115768898|XP_030569474.1|DNOV
OG0005854	LOC117585246|XP_034130550.1|DGUA	LOC115763860|XP_030562494.1|DNOV
OG0005855	LOC117591386|XP_034140520.1|DGUA	LOC115764253|XP_030563031.1|DNOV
OG0005856	LOC117588721|XP_034136067.1|DGUA	LOC115768332|XP_030568750.1|DNOV
OG0005857	LOC117586485|XP_034132473.1|DGUA	LOC115763869|XP_030562507.1|DNOV
OG0005858	LOC117586279|XP_034132123.1|DGUA	LOC115761972|XP_030559875.1|DNOV
OG0005859	LOC117584776|XP_034129770.1|DGUA	LOC115758533|XP_030555085.1|DNOV
OG0005860	LOC117586500|XP_034132499.1|DGUA	LOC115761766|XP_030559539.1|DNOV
OG0005861	LOC117585454|XP_034130828.1|DGUA	LOC115757749|XP_030554006.1|DNOV
OG0005862	LOC117591858|XP_034141119.1|DGUA	LOC115762134|XP_030560104.1|DNOV
OG0005863	LOC117591976|XP_034141302.1|DGUA	LOC115760556|XP_030557821.1|DNOV
OG0005864	LOC117586463|XP_034132420.1|DGUA	LOC115770672|XP_030571915.1|DNOV
OG0005865	LOC117586727|XP_034132914.1|DGUA	LOC115770778|XP_030572058.1|DNOV
OG0005866	LOC117592605|XP_034142379.1|DGUA	LOC115758177|XP_030554578.1|DNOV
OG0005867	LOC117583917|XP_034128486.1|DGUA	LOC115758796|XP_030555430.1|DNOV
OG0005868	LOC117583995|XP_034128618.1|DGUA	LOC115762726|XP_030560920.1|DNOV
OG0005869	LOC117580741|XP_034123308.1|DGUA	LOC115767785|XP_030567973.1|DNOV
OG0005870	LOC117581128|XP_034123945.1|DGUA	LOC115767735|XP_030567907.1|DNOV
OG0005871	LOC117580957|XP_034123633.1|DGUA	LOC115768788|XP_030569345.1|DNOV
OG0005872	LOC117583046|XP_034127099.1|DGUA	LOC115761286|XP_030558870.1|DNOV
OG0005873	LOC117586450|XP_034132383.1|DGUA	LOC115770936|XP_030572253.1|DNOV
OG0005874	LOC117588778|XP_034136163.1|DGUA	LOC115769158|XP_030569716.1|DNOV
OG0005875	LOC117578855|XP_034120535.1|DGUA	LOC115764353|XP_030563175.1|DNOV
OG0005876	LOC117590860|XP_034139758.1|DGUA	LOC115767982|XP_030568240.1|DNOV
OG0005877	LOC117588715|XP_034136059.1|DGUA	LOC115768328|XP_030568745.1|DNOV
OG0005878	LOC117581135|XP_034123951.1|DGUA	LOC115768587|XP_030569093.1|DNOV
OG0005879	LOC117580687|XP_034123204.1|DGUA	LOC115766458|XP_030566250.1|DNOV
OG0005880	LOC117589180|XP_034136794.1|DGUA	LOC115770148|XP_030571160.1|DNOV
OG0005881	LOC117580297|XP_034122671.1|DGUA	LOC115770161|XP_030571180.1|DNOV
OG0005882	LOC117591033|XP_034140018.1|DGUA	LOC115766387|XP_030566152.1|DNOV
OG0005883	LOC117588985|XP_034136473.1|DGUA	LOC115768068|XP_030568380.1|DNOV
OG0005884	LOC117580047|XP_034122176.1|DGUA	LOC115762716|XP_030560903.1|DNOV
OG0005885	LOC117579659|XP_034121533.1|DGUA	LOC115766892|XP_030566828.1|DNOV
OG0005886	LOC117580407|XP_034122845.1|DGUA	LOC115770186|XP_030571211.1|DNOV
OG0005887	LOC117580294|XP_034122662.1|DGUA	LOC115770062|XP_030571018.1|DNOV
OG0005888	LOC117589409|XP_034137230.1|DGUA	LOC115771488|XP_030573073.1|DNOV
OG0005889	LOC117580219|XP_034122509.1|DGUA	LOC115765760|XP_030565286.1|DNOV
OG0005890	LOC117581469|XP_034124596.1|DGUA	LOC115764415|XP_030563272.1|DNOV
OG0005891	LOC117580269|XP_034122600.1|DGUA	LOC115767383|XP_030567507.1|DNOV
OG0005892	LOC117580084|XP_034122228.1|DGUA	LOC115766289|XP_030566021.1|DNOV
OG0005893	LOC117579355|XP_034121079.1|DGUA	LOC115770529|XP_030571688.1|DNOV
OG0005894	LOC117579356|XP_034121080.1|DGUA	LOC115770530|XP_030571689.1|DNOV
OG0005895	LOC117579357|XP_034121081.1|DGUA	LOC115770531|XP_030571691.1|DNOV
OG0005896	LOC117580005|XP_034122100.1|DGUA	LOC115770228|XP_030571295.1|DNOV
OG0005897	LOC117580104|XP_034122259.1|DGUA	LOC115770270|XP_030571351.1|DNOV
OG0005898	LOC117580703|XP_034123243.1|DGUA	LOC115766439|XP_030566228.1|DNOV
OG0005899	LOC117578676|XP_034120193.1|DGUA	LOC115759142|XP_030555854.1|DNOV
OG0005900	LOC117582284|XP_034125811.1|DGUA	LOC115765934|XP_030565540.1|DNOV
OG0005901	LOC117590587|XP_034139235.1|DGUA	LOC115760477|XP_030557672.1|DNOV
OG0005902	LOC117592126|XP_034141561.1|DGUA	LOC115761022|XP_030558496.1|DNOV
OG0005903	LOC117585088|XP_034130247.1|DGUA	LOC115770558|XP_030571731.1|DNOV
OG0005904	LOC117585289|XP_034130607.1|DGUA	LOC115764798|XP_030563905.1|DNOV
OG0005905	LOC117580063|XP_034122192.1|DGUA	LOC115768157|XP_030568515.1|DNOV
OG0005906	LOC117579087|XP_034120689.1|DGUA	LOC115771436|XP_030573001.1|DNOV
OG0005907	LOC117589263|XP_034136931.1|DGUA	LOC115770195|XP_030571217.1|DNOV
OG0005908	LOC117580569|XP_034123063.1|DGUA	LOC115771501|XP_030573087.1|DNOV
OG0005909	LOC117580234|XP_034122546.1|DGUA	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV
OG0005910	LOC117583019|XP_034127064.1|DGUA	LOC115767502|XP_030567673.1|DNOV
OG0005911	LOC117583034|XP_034127086.1|DGUA	LOC115767499|XP_030567668.1|DNOV
OG0005912	LOC117583600|XP_034127888.1|DGUA	LOC115767500|XP_030567669.1|DNOV
OG0005913	LOC117589755|XP_034137827.1|DGUA	LOC115761622|XP_030559311.1|DNOV
OG0005914	LOC117592538|XP_034142300.1|DGUA	LOC115760791|XP_030558147.1|DNOV
OG0005915	LOC117592539|XP_034142301.1|DGUA	LOC115761052|XP_030558527.1|DNOV
OG0005916	LOC117585950|XP_034131633.1|DGUA	LOC115761178|XP_030558704.1|DNOV
