Orthogroup	DGUA.longest_only	AALB.longest_only
OG0003753	LOC117589234|XP_034136883.1|DGUA	LOC118465654|XP_035789962.1|AALB
OG0003754	LOC117589232|XP_034136880.1|DGUA	LOC118465648|XP_035789954.1|AALB
OG0003755	LOC117587039|XP_034133362.1|DGUA	LOC118463860|XP_035786662.1|AALB
OG0003756	LOC117578648|XP_034120155.1|DGUA	LOC118466940|XP_035792732.1|AALB
OG0003757	LOC117582465|XP_034126086.1|DGUA	LOC118466138|XP_035790982.1|AALB
OG0003758	LOC117590502|XP_034139103.1|DGUA	LOC118467355|XP_035793641.1|AALB
OG0003759	LOC117580200|XP_034122472.1|DGUA	LOC118466073|XP_035790830.1|AALB
OG0003760	LOC117579416|XP_034121190.1|DGUA	LOC118466075|XP_035790843.1|AALB
OG0003761	LOC117589327|XP_034137066.1|DGUA	LOC118467078|XP_035793008.1|AALB
OG0003762	LOC117589328|XP_034137068.1|DGUA	LOC118464601|XP_035787938.1|AALB, LOC118464617|XP_035787955.1|AALB
OG0003763	LOC117587418|XP_034133972.1|DGUA	LOC118464295|XP_035787470.1|AALB
OG0003764	LOC117587417|XP_034133966.1|DGUA	LOC118466354|XP_035791382.1|AALB
OG0003765	LOC117583895|XP_034128451.1|DGUA	LOC118466754|XP_035792347.1|AALB
OG0003766	LOC117590495|XP_034139047.1|DGUA	LOC118466752|XP_035792342.1|AALB
OG0003767	LOC117592269|XP_034141820.1|DGUA	LOC118466357|XP_035791408.1|AALB
OG0003768	LOC117578495|XP_034119920.1|DGUA	LOC118463951|XP_035786822.1|AALB
OG0003769	LOC117584596|XP_034129480.1|DGUA	LOC118463633|XP_035786246.1|AALB
OG0003770	LOC117590573|XP_034139205.1|DGUA	LOC118462635|XP_035784375.1|AALB
OG0003771	LOC117589209|XP_034136844.1|DGUA	LOC118466829|XP_035792519.1|AALB
OG0003772	LOC117586885|XP_034133109.1|DGUA	LOC118467304|XP_035793521.1|AALB
OG0003773	LOC117592402|XP_034142011.1|DGUA	LOC118467302|XP_035793515.1|AALB
OG0003774	LOC117578809|XP_034120449.1|DGUA	LOC118467798|XP_035794564.1|AALB
OG0003775	LOC117588750|XP_034136119.1|DGUA	LOC118468440|XP_035795095.1|AALB
OG0003776	LOC117578460|XP_034119882.1|DGUA	LOC118464736|XP_035788231.1|AALB
OG0003777	LOC117582002|XP_034125392.1|DGUA	LOC118466911|XP_035792669.1|AALB
OG0003778	LOC117578893|XP_034120589.1|DGUA	LOC118464027|XP_035786976.1|AALB
OG0003779	LOC117592254|XP_034141787.1|DGUA	LOC118465806|XP_035790269.1|AALB
OG0003780	LOC117591905|XP_034141186.1|DGUA	LOC118465900|XP_035790445.1|AALB
OG0003781	LOC117590656|XP_034139395.1|DGUA	LOC118465902|XP_035790447.1|AALB
OG0003782	LOC117588795|XP_034136193.1|DGUA	LOC118466339|XP_035791359.1|AALB
OG0003783	LOC117583587|XP_034127866.1|DGUA	LOC118467165|XP_035793216.1|AALB
OG0003784	LOC117581123|XP_034123943.1|DGUA	LOC118463866|XP_035786676.1|AALB
OG0003785	LOC117591931|XP_034141229.1|DGUA	LOC118463574|XP_035786108.1|AALB
OG0003786	LOC117580138|XP_034122330.1|DGUA	LOC118464198|XP_035787250.1|AALB
OG0003787	LOC117592503|XP_034142239.1|DGUA	LOC118464200|XP_035787252.1|AALB
OG0003788	LOC117578719|XP_034120263.1|DGUA	LOC118464396|XP_035787639.1|AALB
OG0003789	LOC117590398|XP_034138887.1|DGUA	LOC118464393|XP_035787633.1|AALB
OG0003790	LOC117580312|XP_034122698.1|DGUA	LOC118464404|XP_035787651.1|AALB
OG0003791	LOC117586169|XP_034131969.1|DGUA	LOC118461453|XP_035782675.1|AALB
OG0003792	LOC117587131|XP_034133531.1|DGUA	LOC118461399|XP_035782557.1|AALB
OG0003793	LOC117582513|XP_034126204.1|DGUA	LOC118460015|XP_035779839.1|AALB
OG0003794	LOC117591853|XP_034141117.1|DGUA	LOC118464505|XP_035787834.1|AALB
OG0003795	LOC117579534|XP_034121341.1|DGUA	LOC118456604|XP_035773399.1|AALB, LOC118467390|XP_035793733.1|AALB
OG0003796	LOC117585838|XP_034131470.1|DGUA	LOC118467168|XP_035793226.1|AALB
OG0003797	LOC117584612|XP_034129517.1|DGUA	LOC118459879|XP_035779565.1|AALB
OG0003798	LOC117582704|XP_034126515.1|DGUA	LOC118459882|XP_035779572.1|AALB
OG0003799	LOC117592084|XP_034141488.1|DGUA	LOC118457992|XP_035775952.1|AALB
OG0003800	LOC117590911|XP_034139833.1|DGUA	LOC118456736|XP_035773679.1|AALB
OG0003801	LOC117587629|XP_034134382.1|DGUA	LOC118458226|XP_035776386.1|AALB
OG0003802	LOC117588154|XP_034135142.1|DGUA	LOC118468511|XP_035795241.1|AALB
OG0003803	LOC117585844|XP_034131477.1|DGUA	LOC118468791|XP_035795892.1|AALB
OG0003804	LOC117590924|XP_034139849.1|DGUA	LOC118468943|XP_035796175.1|AALB
OG0003805	LOC117582483|XP_034126127.1|DGUA	LOC118468940|XP_035796168.1|AALB
OG0003806	LOC117587820|XP_034134668.1|DGUA	LOC118468942|XP_035796173.1|AALB
OG0003807	LOC117588198|XP_034135220.1|DGUA	LOC118467305|XP_035793526.1|AALB
OG0003808	LOC117586998|XP_034133289.1|DGUA	LOC118460858|XP_035781457.1|AALB
OG0003809	LOC117582042|XP_034125475.1|DGUA	LOC118461847|XP_035783525.1|AALB
OG0003810	LOC117578462|XP_034119888.1|DGUA	LOC118458955|XP_035777829.1|AALB
OG0003811	LOC117584996|XP_034130120.1|DGUA	LOC118462591|XP_035784297.1|AALB
OG0003812	LOC117584441|XP_034129246.1|DGUA	LOC118456167|XP_035772593.1|AALB
OG0003813	LOC117588106|XP_034135068.1|DGUA	LOC118457969|XP_035775903.1|AALB
OG0003814	LOC117582098|XP_034125554.1|DGUA	LOC118457739|XP_035775442.1|AALB
OG0003815	LOC117585323|XP_034130650.1|DGUA	LOC118457743|XP_035775448.1|AALB
OG0003816	LOC117588208|XP_034135235.1|DGUA	LOC118461879|XP_035783609.1|AALB
OG0003817	LOC117587728|XP_034134537.1|DGUA	LOC118457510|XP_035775044.1|AALB
OG0003819	LOC117582270|XP_034125790.1|DGUA	LOC118462908|XP_035784901.1|AALB
OG0003820	LOC117586594|XP_034132662.1|DGUA	LOC118468215|XP_035794903.1|AALB
OG0003821	LOC117585568|XP_034130997.1|DGUA	LOC118458371|XP_035776659.1|AALB
OG0003822	LOC117587916|XP_034134792.1|DGUA	LOC118457153|XP_035774371.1|AALB
OG0003823	LOC117581961|XP_034125335.1|DGUA	LOC118457866|XP_035775658.1|AALB
OG0003824	LOC117583973|XP_034128571.1|DGUA	LOC118456884|XP_035773896.1|AALB
OG0003825	LOC117588086|XP_034135046.1|DGUA	LOC118456837|XP_035773826.1|AALB
OG0003826	LOC117582415|XP_034125998.1|DGUA	LOC118458379|XP_035776678.1|AALB
OG0003827	LOC117588187|XP_034135198.1|DGUA	LOC118460075|XP_035779983.1|AALB
OG0003828	LOC117587563|XP_034134273.1|DGUA	LOC118460074|XP_035779981.1|AALB
OG0003829	LOC117584418|XP_034129173.1|DGUA	LOC118460071|XP_035779963.1|AALB
OG0003830	LOC117587957|XP_034134852.1|DGUA	LOC118456966|XP_035774053.1|AALB
OG0003831	LOC117585174|XP_034130406.1|DGUA	LOC118456777|XP_035773745.1|AALB
OG0003832	LOC117587521|XP_034134211.1|DGUA	LOC118459790|XP_035779409.1|AALB
OG0003833	LOC117587692|XP_034134478.1|DGUA	LOC118459044|XP_035777961.1|AALB, LOC118459791|XP_035779412.1|AALB
OG0003834	LOC117584862|XP_034129899.1|DGUA	LOC118457516|XP_035775053.1|AALB
OG0003835	LOC117584124|XP_034128767.1|DGUA	LOC118460964|XP_035781634.1|AALB
OG0003836	LOC117587744|XP_034134560.1|DGUA	LOC118460572|XP_035780873.1|AALB
OG0003837	LOC117587741|XP_034134555.1|DGUA	LOC118460568|XP_035780863.1|AALB
OG0003838	LOC117581906|XP_034125266.1|DGUA	LOC118468599|XP_035795475.1|AALB
OG0003839	LOC117587810|XP_034134656.1|DGUA	LOC118456470|XP_035773154.1|AALB
OG0003840	LOC117582851|XP_034126814.1|DGUA	LOC118461893|XP_035783640.1|AALB
OG0003841	LOC117584367|XP_034129096.1|DGUA	LOC118464174|XP_035787207.1|AALB
OG0003842	LOC117584272|XP_034128976.1|DGUA	LOC118459052|XP_035777971.1|AALB
OG0003843	LOC117584689|XP_034129610.1|DGUA	LOC118458558|XP_035777093.1|AALB
OG0003844	LOC117587805|XP_034134648.1|DGUA	LOC118457501|XP_035775030.1|AALB
OG0003845	LOC117591556|XP_034140742.1|DGUA	LOC118457660|XP_035775301.1|AALB
OG0003847	LOC117588222|XP_034135258.1|DGUA	LOC118460699|XP_035781109.1|AALB
OG0003848	LOC117582849|XP_034126808.1|DGUA	LOC118461871|XP_035783590.1|AALB
OG0003849	LOC117591840|XP_034141097.1|DGUA	LOC118457450|XP_035774939.1|AALB
OG0003850	LOC117584319|XP_034129039.1|DGUA	LOC118456297|XP_035772828.1|AALB
OG0003851	LOC117592228|XP_034141756.1|DGUA	LOC118460436|XP_035780622.1|AALB
OG0003852	LOC117582360|XP_034125907.1|DGUA	LOC118467789|XP_035794558.1|AALB
OG0003853	LOC117587073|XP_034133419.1|DGUA	LOC118461159|XP_035782049.1|AALB
OG0003854	LOC117584390|XP_034129135.1|DGUA	LOC118457893|XP_035775758.1|AALB
OG0003855	LOC117584856|XP_034129888.1|DGUA	LOC118457892|XP_035775754.1|AALB
OG0003856	LOC117582505|XP_034126184.1|DGUA	LOC118459061|XP_035777985.1|AALB
OG0003857	LOC117584106|XP_034128745.1|DGUA	LOC118456685|XP_035773565.1|AALB
OG0003859	LOC117582269|XP_034125789.1|DGUA	LOC118456763|XP_035773721.1|AALB
OG0003860	LOC117592583|XP_034142361.1|DGUA	LOC118458084|XP_035776137.1|AALB
OG0003861	LOC117584641|XP_034129554.1|DGUA	LOC118458442|XP_035776817.1|AALB
OG0003862	LOC117587560|XP_034134267.1|DGUA	LOC118457305|XP_035774675.1|AALB
OG0003863	LOC117588215|XP_034135245.1|DGUA	LOC118457303|XP_035774672.1|AALB
OG0003864	LOC117587868|XP_034134726.1|DGUA	LOC118457306|XP_035774682.1|AALB
OG0003865	LOC117591223|XP_034140289.1|DGUA	LOC118461665|XP_035783143.1|AALB
OG0003866	LOC117588147|XP_034135136.1|DGUA	LOC118458230|XP_035776391.1|AALB
OG0003867	LOC117588172|XP_034135175.1|DGUA	LOC118461670|XP_035783151.1|AALB
OG0003868	LOC117584736|XP_034129698.1|DGUA	LOC118457871|XP_035775678.1|AALB
OG0003869	LOC117581935|XP_034125308.1|DGUA	LOC118457467|XP_035774986.1|AALB
OG0003870	LOC117582173|XP_034125665.1|DGUA	LOC118457462|XP_035774960.1|AALB
OG0003871	LOC117582344|XP_034125887.1|DGUA	LOC118457469|XP_035774988.1|AALB
OG0003872	LOC117578863|XP_034120545.1|DGUA	LOC118456764|XP_035773724.1|AALB
OG0003873	LOC117584872|XP_034129914.1|DGUA	LOC118457997|XP_035775966.1|AALB
OG0003874	LOC117587614|XP_034134357.1|DGUA	LOC118459684|XP_035779208.1|AALB
OG0003875	LOC117587634|XP_034134393.1|DGUA	LOC118459690|XP_035779218.1|AALB
OG0003876	LOC117582408|XP_034125987.1|DGUA	LOC118456185|XP_035772632.1|AALB
OG0003877	LOC117584557|XP_034129405.1|DGUA	LOC118459216|XP_035778290.1|AALB
OG0003878	LOC117582265|XP_034125780.1|DGUA	LOC118468473|XP_035795184.1|AALB
OG0003879	LOC117587440|XP_034134014.1|DGUA	LOC118468476|XP_035795187.1|AALB
OG0003880	LOC117586975|XP_034133245.1|DGUA	LOC118468678|XP_035795674.1|AALB
OG0003881	LOC117587214|XP_034133662.1|DGUA	LOC118459049|XP_035777966.1|AALB
OG0003882	LOC117578748|XP_034120322.1|DGUA	LOC118460718|XP_035781155.1|AALB
OG0003883	LOC117590529|XP_034139138.1|DGUA	LOC118459132|XP_035778100.1|AALB
OG0003884	LOC117587569|XP_034134285.1|DGUA	LOC118458891|XP_035777736.1|AALB
OG0003885	LOC117584626|XP_034129539.1|DGUA	LOC118457235|XP_035774508.1|AALB
OG0003886	LOC117584099|XP_034128739.1|DGUA	LOC118457233|XP_035774505.1|AALB
OG0003887	LOC117584350|XP_034129074.1|DGUA	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC117583210|XP_034127316.1|DGUA	LOC118456889|XP_035773903.1|AALB
OG0003889	LOC117582086|XP_034125536.1|DGUA	LOC118460113|XP_035780041.1|AALB
OG0003890	LOC117589151|XP_034136737.1|DGUA	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC117584090|XP_034128729.1|DGUA	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC117586912|XP_034133152.1|DGUA	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC117587608|XP_034134350.1|DGUA	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC117584496|XP_034129315.1|DGUA	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC117578435|XP_034119848.1|DGUA	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC117590217|XP_034138574.1|DGUA	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC117588003|XP_034134915.1|DGUA	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC117582638|XP_034126410.1|DGUA	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC117582530|XP_034126226.1|DGUA	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC117584014|XP_034128637.1|DGUA	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC117583966|XP_034128563.1|DGUA	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC117584359|XP_034129088.1|DGUA	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC117584358|XP_034129087.1|DGUA	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC117582877|XP_034126841.1|DGUA	LOC118457521|XP_035775059.1|AALB
OG0003907	LOC117582455|XP_034126071.1|DGUA	LOC118456908|XP_035773927.1|AALB
OG0003908	LOC117582463|XP_034126080.1|DGUA	LOC118456911|XP_035773930.1|AALB
OG0003909	LOC117583064|XP_034127130.1|DGUA	LOC118461243|XP_035782236.1|AALB
OG0003910	LOC117588801|XP_034136208.1|DGUA	LOC118461246|XP_035782252.1|AALB
OG0003911	LOC117582448|XP_034126062.1|DGUA	LOC118468958|XP_035796214.1|AALB
OG0003912	LOC117584175|XP_034128832.1|DGUA	LOC118460999|XP_035781717.1|AALB
OG0003913	LOC117588175|XP_034135180.1|DGUA	LOC118460659|XP_035781018.1|AALB
OG0003914	LOC117581761|XP_034125053.1|DGUA	LOC118461750|XP_035783358.1|AALB
OG0003915	LOC117590484|XP_034139031.1|DGUA	LOC118461751|XP_035783359.1|AALB
OG0003916	LOC117584674|XP_034129595.1|DGUA	LOC118457746|XP_035775452.1|AALB
OG0003917	LOC117584481|XP_034129297.1|DGUA	LOC118461167|XP_035782060.1|AALB
OG0003918	LOC117582301|XP_034125834.1|DGUA	LOC118461476|XP_035782726.1|AALB
OG0003919	LOC117584266|XP_034128968.1|DGUA	LOC118462056|XP_035783935.1|AALB
OG0003920	LOC117578808|XP_034120443.1|DGUA	LOC118457988|XP_035775945.1|AALB
OG0003921	LOC117582093|XP_034125547.1|DGUA	LOC118468879|XP_035796056.1|AALB
OG0003922	LOC117582502|XP_034126177.1|DGUA	LOC118459771|XP_035779373.1|AALB
OG0003923	LOC117590627|XP_034139328.1|DGUA	LOC118467487|XP_035793925.1|AALB
OG0003925	LOC117584876|XP_034129918.1|DGUA	LOC118461708|XP_035783227.1|AALB
OG0003926	LOC117584679|XP_034129599.1|DGUA	LOC118456820|XP_035773806.1|AALB
OG0003927	LOC117582152|XP_034125628.1|DGUA	LOC118457694|XP_035775360.1|AALB
OG0003928	LOC117588090|XP_034135051.1|DGUA	LOC118461428|XP_035782629.1|AALB
OG0003929	LOC117581830|XP_034125169.1|DGUA	LOC118460112|XP_035780039.1|AALB
OG0003930	LOC117584306|XP_034129022.1|DGUA	LOC118457669|XP_035775318.1|AALB
OG0003931	LOC117584216|XP_034128879.1|DGUA	LOC118457664|XP_035775310.1|AALB
OG0003932	LOC117591813|XP_034141037.1|DGUA	LOC118457862|XP_035775652.1|AALB
OG0003933	LOC117582156|XP_034125638.1|DGUA	LOC118461446|XP_035782660.1|AALB
OG0003934	LOC117584759|XP_034129752.1|DGUA	LOC118461448|XP_035782662.1|AALB
OG0003935	LOC117587050|XP_034133381.1|DGUA	LOC118459321|XP_035778465.1|AALB
OG0003936	LOC117587163|XP_034133565.1|DGUA	LOC118459328|XP_035778477.1|AALB
OG0003937	LOC117584354|XP_034129086.1|DGUA	LOC118459297|XP_035778437.1|AALB
OG0003938	LOC117583940|XP_034128516.1|DGUA	LOC118460336|XP_035780445.1|AALB
OG0003939	LOC117582586|XP_034126324.1|DGUA	LOC118461443|XP_035782654.1|AALB
OG0003940	LOC117583944|XP_034128533.1|DGUA	LOC118461447|XP_035782661.1|AALB
OG0003941	LOC117583947|XP_034128536.1|DGUA	LOC118461584|XP_035782967.1|AALB
OG0003942	LOC117581924|XP_034125289.1|DGUA	LOC118457684|XP_035775341.1|AALB
OG0003943	LOC117583948|XP_034128537.1|DGUA	LOC118468577|XP_035795402.1|AALB
OG0003944	LOC117582015|XP_034125427.1|DGUA	LOC118467008|XP_035792848.1|AALB
OG0003945	LOC117591990|XP_034141325.1|DGUA	LOC118460001|XP_035779811.1|AALB
OG0003946	LOC117587639|XP_034134414.1|DGUA	LOC118461729|XP_035783309.1|AALB
OG0003947	LOC117587682|XP_034134465.1|DGUA	LOC118458892|XP_035777738.1|AALB
OG0003948	LOC117582200|XP_034125699.1|DGUA	LOC118459246|XP_035778347.1|AALB
OG0003949	LOC117582194|XP_034125689.1|DGUA	LOC118457277|XP_035774578.1|AALB
OG0003950	LOC117588126|XP_034135096.1|DGUA	LOC118456774|XP_035773743.1|AALB
OG0003951	LOC117587555|XP_034134253.1|DGUA	LOC118460839|XP_035781414.1|AALB
OG0003952	LOC117581945|XP_034125318.1|DGUA	LOC118459148|XP_035778126.1|AALB
OG0003953	LOC117584791|XP_034129795.1|DGUA	LOC118456250|XP_035772739.1|AALB
OG0003954	LOC117579701|XP_034121583.1|DGUA	LOC118458653|XP_035777236.1|AALB
OG0003955	LOC117584714|XP_034129650.1|DGUA	LOC118461411|XP_035782587.1|AALB
OG0003956	LOC117582172|XP_034125664.1|DGUA	LOC118468849|XP_035795985.1|AALB
OG0003957	LOC117589207|XP_034136837.1|DGUA	LOC118456803|XP_035773783.1|AALB
OG0003958	LOC117591038|XP_034140024.1|DGUA	LOC118458800|XP_035777539.1|AALB
OG0003959	LOC117579976|XP_034122048.1|DGUA	LOC118456753|XP_035773706.1|AALB
OG0003960	LOC117580785|XP_034123371.1|DGUA	LOC118461410|XP_035782586.1|AALB
OG0003961	LOC117581763|XP_034125055.1|DGUA	LOC118457702|XP_035775374.1|AALB
OG0003962	LOC117584680|XP_034129600.1|DGUA	LOC118460119|XP_035780051.1|AALB
OG0003963	LOC117587571|XP_034134288.1|DGUA	LOC118459660|XP_035779153.1|AALB
OG0003964	LOC117581860|XP_034125213.1|DGUA	LOC118456336|XP_035772886.1|AALB
OG0003965	LOC117584729|XP_034129690.1|DGUA	LOC118459909|XP_035779634.1|AALB
OG0003966	LOC117587587|XP_034134318.1|DGUA	LOC118458655|XP_035777237.1|AALB
OG0003967	LOC117592326|XP_034141897.1|DGUA	LOC118460820|XP_035781333.1|AALB
OG0003968	LOC117587719|XP_034134522.1|DGUA	LOC118456983|XP_035774081.1|AALB
OG0003969	LOC117591902|XP_034141179.1|DGUA	LOC118468505|XP_035795233.1|AALB
OG0003970	LOC117582636|XP_034126407.1|DGUA	LOC118456353|XP_035772907.1|AALB
OG0003971	LOC117584749|XP_034129732.1|DGUA	LOC118460558|XP_035780848.1|AALB
OG0003972	LOC117580196|XP_034122459.1|DGUA	LOC118460560|XP_035780854.1|AALB
OG0003973	LOC117582522|XP_034126216.1|DGUA	LOC118460934|XP_035781590.1|AALB
OG0003974	LOC117591940|XP_034141243.1|DGUA	LOC118456202|XP_035772660.1|AALB
OG0003975	LOC117583861|XP_034128373.1|DGUA	LOC118461939|XP_035783707.1|AALB
OG0003976	LOC117584634|XP_034129549.1|DGUA	LOC118459088|XP_035778046.1|AALB
OG0003977	LOC117588204|XP_034135229.1|DGUA	LOC118459092|XP_035778050.1|AALB
OG0003978	LOC117579634|XP_034121499.1|DGUA	LOC118457536|XP_035775081.1|AALB
OG0003979	LOC117584087|XP_034128725.1|DGUA	LOC118460939|XP_035781595.1|AALB
OG0003980	LOC117585984|XP_034131693.1|DGUA	LOC118460935|XP_035781591.1|AALB
OG0003981	LOC117582379|XP_034125939.1|DGUA	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC117587899|XP_034134766.1|DGUA	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC117584028|XP_034128656.1|DGUA	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC117587739|XP_034134550.1|DGUA	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC117588081|XP_034135036.1|DGUA	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC117584145|XP_034128796.1|DGUA	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC117584022|XP_034128648.1|DGUA	LOC118462016|XP_035783858.1|AALB
OG0003988	LOC117584777|XP_034129771.1|DGUA	LOC118459247|XP_035778350.1|AALB
OG0003989	LOC117581855|XP_034125203.1|DGUA	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC117591538|XP_034140723.1|DGUA	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC117583890|XP_034128444.1|DGUA	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC117582314|XP_034125849.1|DGUA	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC117582308|XP_034125843.1|DGUA	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC117589722|XP_034137783.1|DGUA	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC117583048|XP_034127142.1|DGUA	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC117581760|XP_034125056.1|DGUA	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC117584489|XP_034129305.1|DGUA	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC117583896|XP_034128452.1|DGUA	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC117587589|XP_034134323.1|DGUA	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC117590204|XP_034138547.1|DGUA	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC117588137|XP_034135162.1|DGUA	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC117588160|XP_034135159.1|DGUA	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC117582666|XP_034126487.1|DGUA	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC117581778|XP_034125092.1|DGUA	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC117584399|XP_034129149.1|DGUA	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC117582562|XP_034126287.1|DGUA	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC117581937|XP_034125310.1|DGUA	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC117584433|XP_034129235.1|DGUA	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC117584403|XP_034129157.1|DGUA	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC117584690|XP_034129613.1|DGUA	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC117584824|XP_034129841.1|DGUA	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC117583484|XP_034127684.1|DGUA	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC117584324|XP_034129043.1|DGUA	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC117580543|XP_034123028.1|DGUA	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC117584353|XP_034129080.1|DGUA	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC117584607|XP_034129507.1|DGUA	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC117582655|XP_034126451.1|DGUA	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC117578442|XP_034119856.1|DGUA	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC117582546|XP_034126246.1|DGUA	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC117581700|XP_034124969.1|DGUA	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC117581766|XP_034125060.1|DGUA	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC117584671|XP_034129591.1|DGUA	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC117582587|XP_034126328.1|DGUA	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC117582303|XP_034125836.1|DGUA	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC117587697|XP_034134484.1|DGUA	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC117582526|XP_034126217.1|DGUA	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC117581683|XP_034124953.1|DGUA	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC117588015|XP_034134935.1|DGUA	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC117587939|XP_034134822.1|DGUA	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC117580730|XP_034123331.1|DGUA	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC117581818|XP_034125153.1|DGUA	LOC118457685|XP_035775345.1|AALB
OG0004032	LOC117587588|XP_034134321.1|DGUA	LOC118461840|XP_035783508.1|AALB
OG0004033	LOC117587844|XP_034134699.1|DGUA	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC117582122|XP_034125592.1|DGUA	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC117583941|XP_034128522.1|DGUA	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC117583876|XP_034128417.1|DGUA	LOC118459757|XP_035779342.1|AALB
OG0004037	LOC117584743|XP_034129717.1|DGUA	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC117582452|XP_034126068.1|DGUA	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC117581728|XP_034124999.1|DGUA	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC117579327|XP_034121042.1|DGUA	LOC118458659|XP_035777245.1|AALB
OG0004041	LOC117590305|XP_034138683.1|DGUA	LOC118456625|XP_035773439.1|AALB
OG0004042	LOC117589235|XP_034136890.1|DGUA	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC117584789|XP_034129792.1|DGUA	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC117584016|XP_034128638.1|DGUA	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC117582279|XP_034125801.1|DGUA	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC117583916|XP_034128485.1|DGUA	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC117582603|XP_034126363.1|DGUA	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC117582385|XP_034125950.1|DGUA	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC117581721|XP_034124992.1|DGUA	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC117581740|XP_034125023.1|DGUA	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC117580907|XP_034123559.1|DGUA	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC117581915|XP_034125277.1|DGUA	LOC118463596|XP_035786149.1|AALB
