Orthogroup	DGUA.longest_only	DMIR.longest_only
OG0005664	LOC117583117|XP_034127194.1|DGUA	LOC108157315|XP_017144809.1|DMIR
OG0005665	LOC117585299|XP_034130618.1|DGUA	LOC108157184|XP_017144601.1|DMIR
OG0005666	LOC117581507|XP_034124670.1|DGUA	LOC108158724|XP_017146764.1|DMIR
OG0005667	LOC117590720|XP_034139513.1|DGUA	LOC108151483|XP_017135608.1|DMIR
OG0005668	LOC117579199|XP_034120861.1|DGUA	LOC108151770|XP_017136104.1|DMIR
OG0005669	LOC117583935|XP_034128508.1|DGUA	LOC108163072|XP_033248848.1|DMIR
OG0005670	LOC117586317|XP_034132197.1|DGUA	LOC108156974|XP_017144253.1|DMIR
OG0005671	LOC117583179|XP_034127270.1|DGUA	LOC108154009|XP_017139591.1|DMIR
OG0005672	LOC117584409|XP_034129164.1|DGUA	LOC108161322|XP_017151042.1|DMIR
OG0005673	LOC117587015|XP_034133316.1|DGUA	LOC108151030|XP_017134878.1|DMIR
OG0005674	LOC117579204|XP_034120863.1|DGUA	LOC108152184|XP_017136815.1|DMIR
OG0005675	LOC117585902|XP_034131548.1|DGUA	LOC108155848|XP_033245379.1|DMIR
OG0005676	LOC117579812|XP_034121793.1|DGUA	LOC108152922|XP_017138091.1|DMIR
OG0005677	LOC117588134|XP_034135120.1|DGUA	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR
OG0005678	LOC117586591|XP_034132658.1|DGUA	LOC108156139|XP_017142942.1|DMIR
OG0005679	LOC117585811|XP_034131422.1|DGUA	LOC108154312|XP_017140058.1|DMIR
OG0005680	LOC117581970|XP_034125346.1|DGUA	LOC108163669|XP_017154581.2|DMIR
OG0005681	LOC117586487|XP_034132476.1|DGUA	LOC108154804|XP_017140691.1|DMIR
OG0005682	LOC117586483|XP_034132471.1|DGUA	LOC108154800|XP_017140686.1|DMIR
OG0005683	LOC117591027|XP_034140011.1|DGUA	LOC108151262|XP_017135272.1|DMIR
OG0005684	LOC117589200|XP_034136820.1|DGUA	LOC108165491|XP_017157034.1|DMIR
OG0005685	LOC117590725|XP_034139525.1|DGUA	LOC108152386|XP_017137172.1|DMIR
OG0005686	LOC117585516|XP_034130911.1|DGUA	LOC108155984|XP_017142664.1|DMIR
OG0005687	LOC117579724|XP_034121611.1|DGUA	LOC108153493|XP_017139029.1|DMIR
OG0005688	LOC117591845|XP_034141101.1|DGUA	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR
OG0005689	LOC117590774|XP_034139614.1|DGUA	LOC108152490|XP_017137354.1|DMIR
OG0005690	LOC117585653|XP_034131130.1|DGUA	LOC108154701|XP_033244171.1|DMIR
OG0005691	LOC117585776|XP_034131353.1|DGUA, LOC117585421|XP_034130785.1|DGUA	LOC108155362|XP_017141613.1|DMIR
OG0005692	LOC117582278|XP_034125800.1|DGUA	LOC108163562|XP_017154415.1|DMIR
OG0005693	LOC117579787|XP_034121738.1|DGUA	LOC108150914|XP_017134728.1|DMIR
OG0005694	LOC117586265|XP_034132099.1|DGUA	LOC108157488|XP_017145074.1|DMIR
OG0005695	LOC117586101|XP_034131853.1|DGUA	LOC108156802|XP_017143974.1|DMIR
OG0005696	LOC117586103|XP_034131858.1|DGUA	LOC108156803|XP_017143979.1|DMIR
OG0005697	LOC117586191|XP_034132009.1|DGUA	LOC108156653|XP_017143756.1|DMIR
OG0005698	LOC117588783|XP_034136180.1|DGUA	LOC108159600|XP_017148543.1|DMIR
OG0005699	LOC117586123|XP_034131878.1|DGUA	LOC108157226|XP_017144672.1|DMIR
OG0005700	LOC117581243|XP_034124121.1|DGUA	LOC108163102|XP_017153684.2|DMIR
OG0005701	LOC117581977|XP_034125355.1|DGUA	LOC108161767|XP_017151589.1|DMIR
OG0005702	LOC117580756|XP_034123342.1|DGUA	LOC108164862|XP_017156286.1|DMIR
OG0005703	LOC117586493|XP_034132528.1|DGUA	LOC108159871|XP_017148961.1|DMIR
OG0005704	LOC117591375|XP_034140508.1|DGUA	LOC108152620|XP_017137583.1|DMIR
OG0005705	LOC117586879|XP_034133072.1|DGUA	LOC108153678|XP_017139284.1|DMIR
OG0005706	LOC117583212|XP_034127318.1|DGUA	LOC108155119|XP_017141250.1|DMIR
OG0005707	LOC117580830|XP_034123443.1|DGUA	LOC108164814|XP_033248960.1|DMIR
OG0005708	LOC117588688|XP_034136029.1|DGUA	LOC108150831|XP_017134628.1|DMIR
OG0005709	LOC117589724|XP_034137785.1|DGUA	LOC108156317|XP_017143195.1|DMIR
OG0005710	LOC117585627|XP_034131084.1|DGUA	LOC108154223|XP_017139939.1|DMIR
OG0005711	LOC117580465|XP_034122930.1|DGUA	LOC108153114|XP_017138390.1|DMIR
OG0005712	LOC117581853|XP_034125201.1|DGUA	LOC108161803|XP_017151648.1|DMIR
OG0005713	LOC117591107|XP_034140100.1|DGUA	LOC108157563|XP_017145170.1|DMIR
OG0005714	LOC117582884|XP_034126848.1|DGUA	LOC108154763|XP_017140634.1|DMIR
OG0005715	LOC117586618|XP_034132713.1|DGUA	LOC108155086|XP_017141195.1|DMIR
OG0005716	LOC117585677|XP_034131169.1|DGUA	LOC108155909|XP_017142543.1|DMIR
OG0005717	LOC117586546|XP_034132599.1|DGUA	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR
OG0005718	LOC117585485|XP_034130871.1|DGUA	LOC108155977|XP_017142655.1|DMIR
OG0005719	LOC117585294|XP_034130613.1|DGUA	LOC108156596|XP_017143626.1|DMIR
OG0005720	LOC117585130|XP_034130347.1|DGUA	LOC108154950|XP_017140945.1|DMIR
OG0005721	LOC117591110|XP_034140103.1|DGUA	LOC108157460|XP_017145021.1|DMIR
OG0005722	LOC117586703|XP_034132861.1|DGUA	LOC108155759|XP_017142289.1|DMIR
OG0005723	LOC117585970|XP_034131670.1|DGUA	LOC108154294|XP_017140035.1|DMIR
OG0005724	LOC117582305|XP_034125842.1|DGUA	LOC108160005|XP_033248382.1|DMIR
OG0005725	LOC117586290|XP_034132136.1|DGUA	LOC108157071|XP_017144395.1|DMIR
OG0005726	LOC117590364|XP_034138800.1|DGUA	LOC108165102|XP_017156647.1|DMIR
OG0005727	LOC117586499|XP_034132491.1|DGUA	LOC108156006|XP_017142697.1|DMIR
OG0005728	LOC117586126|XP_034131882.1|DGUA	LOC108154129|XP_017139752.1|DMIR
OG0005729	LOC117586018|XP_034131738.1|DGUA	LOC108154122|XP_033245740.1|DMIR, LOC117187357|XP_033245741.1|DMIR
OG0005730	LOC117585953|XP_034131641.1|DGUA	LOC108157104|XP_017144467.1|DMIR
OG0005731	LOC117585952|XP_034131640.1|DGUA	LOC108157103|XP_017144466.1|DMIR
OG0005732	LOC117586748|XP_034132945.1|DGUA	LOC108154273|XP_017140012.1|DMIR
OG0005733	LOC117586747|XP_034132941.1|DGUA	LOC108154271|XP_017139998.1|DMIR
OG0005734	LOC117586488|XP_034132477.1|DGUA	LOC108154963|XP_017140966.2|DMIR
OG0005735	LOC117585806|XP_034131413.1|DGUA	LOC108157341|XP_017144847.1|DMIR
OG0005736	LOC117585574|XP_034131000.1|DGUA	LOC108154738|XP_017140595.1|DMIR
OG0005737	LOC117590045|XP_034138253.1|DGUA	LOC108155519|XP_017141854.1|DMIR
OG0005738	LOC117590018|XP_034138198.1|DGUA	LOC108155110|XP_017141237.1|DMIR
OG0005739	LOC117590006|XP_034138183.1|DGUA	LOC108155520|XP_017141855.1|DMIR
OG0005740	LOC117589715|XP_034137771.1|DGUA	LOC108156854|XP_017144067.1|DMIR
OG0005741	LOC117585314|XP_034130634.1|DGUA	LOC108155143|XP_017141286.1|DMIR
OG0005742	LOC117586095|XP_034131842.1|DGUA	LOC108155456|XP_017141760.1|DMIR
OG0005743	LOC117586178|XP_034131981.1|DGUA	LOC108156998|XP_017144281.1|DMIR
OG0005744	LOC117586609|XP_034132689.1|DGUA	LOC108155213|XP_017141385.1|DMIR
OG0005745	LOC117586537|XP_034132561.1|DGUA	LOC108154930|XP_033245097.1|DMIR
OG0005746	LOC117586553|XP_034132607.1|DGUA	LOC108156768|XP_017143922.1|DMIR
OG0005747	LOC117585954|XP_034131643.1|DGUA	LOC108156942|XP_017144194.1|DMIR
OG0005748	LOC117585219|XP_034130503.1|DGUA	LOC108156979|XP_017144260.1|DMIR
OG0005749	LOC117581139|XP_034123962.1|DGUA	LOC108152595|XP_017137539.1|DMIR
OG0005750	LOC117585743|XP_034131282.1|DGUA	LOC108155870|XP_017142478.1|DMIR
OG0005751	LOC117589077|XP_034136604.1|DGUA	LOC108151667|XP_017135895.1|DMIR
OG0005752	LOC117592415|XP_034142046.1|DGUA	LOC117188386|XP_033248071.1|DMIR, LOC108159047|XP_017147465.2|DMIR
OG0005753	LOC117584841|XP_034129870.1|DGUA	LOC108162185|XP_017152270.1|DMIR
OG0005754	LOC117592059|XP_034141446.1|DGUA	LOC108160440|XP_017149939.1|DMIR
OG0005755	LOC117581911|XP_034125275.1|DGUA	LOC108159117|XP_017147588.1|DMIR
OG0005756	LOC117586250|XP_034132080.1|DGUA	LOC108155464|XP_017141773.1|DMIR
OG0005757	LOC117586179|XP_034131982.1|DGUA	LOC108155676|XP_017142129.1|DMIR
OG0005758	LOC117586543|XP_034132595.1|DGUA	LOC108155257|XP_017141443.1|DMIR
OG0005759	LOC117585544|XP_034130952.1|DGUA	LOC108154071|XP_017139652.1|DMIR
OG0005760	LOC117590057|XP_034138269.1|DGUA	LOC108155572|XP_017141963.1|DMIR
OG0005761	LOC117586338|XP_034132224.1|DGUA	LOC108156585|XP_017143611.1|DMIR
OG0005762	LOC117585099|XP_034130265.1|DGUA	LOC108156469|XP_017143422.1|DMIR
OG0005763	LOC117592616|XP_034142392.1|DGUA	LOC117190077|XP_033251051.1|DMIR, LOC108159500|XP_017148334.1|DMIR
OG0005764	LOC117585686|XP_034131192.1|DGUA	LOC108155706|XP_017142183.1|DMIR
OG0005765	LOC117585681|XP_034131174.1|DGUA	LOC108155704|XP_017142171.1|DMIR
OG0005766	LOC117585116|XP_034130327.1|DGUA	LOC108154208|XP_017139919.1|DMIR
OG0005767	LOC117585320|XP_034130645.1|DGUA	LOC108157338|XP_033245531.1|DMIR
OG0005768	LOC117588327|XP_034135423.1|DGUA	LOC108164674|XP_017156016.1|DMIR
OG0005769	LOC117585162|XP_034130389.1|DGUA	LOC108156352|XP_017143242.1|DMIR
OG0005770	LOC117584904|XP_034129937.1|DGUA	LOC108156488|XP_017143461.2|DMIR
OG0005771	LOC117583522|XP_034127760.1|DGUA	LOC108156076|XP_017142851.1|DMIR
OG0005772	LOC117585266|XP_034130576.1|DGUA	LOC108155931|XP_017142576.1|DMIR
OG0005773	LOC117585971|XP_034131671.1|DGUA	LOC108156169|XP_017142988.1|DMIR
OG0005774	LOC117590189|XP_034138503.1|DGUA	LOC108155498|XP_017141817.1|DMIR
OG0005775	LOC117580473|XP_034122945.1|DGUA	LOC108153005|XP_017138236.1|DMIR
OG0005776	LOC117580419|XP_034122860.1|DGUA	LOC108153199|XP_033242183.1|DMIR
OG0005777	LOC117588092|XP_034135054.1|DGUA	LOC108162095|XP_017152146.1|DMIR
OG0005780	LOC117580452|XP_034122908.1|DGUA	LOC108151545|XP_017135694.1|DMIR
OG0005781	LOC117579911|XP_034121938.1|DGUA	LOC108150852|XP_017134644.2|DMIR
OG0005782	LOC117579912|XP_034121939.1|DGUA	LOC108151774|XP_017136108.1|DMIR
OG0005783	LOC117591441|XP_034140641.1|DGUA	LOC117192853|XP_033253497.1|DMIR, LOC117193418|XP_033254062.1|DMIR, LOC108160589|XP_017150173.1|DMIR
OG0005784	LOC117591222|XP_034140286.1|DGUA	LOC108156822|XP_017144008.1|DMIR
OG0005785	LOC117591210|XP_034140242.1|DGUA	LOC108156845|XP_017144051.1|DMIR
OG0005786	LOC117585994|XP_034131709.1|DGUA	LOC108156171|XP_017142990.1|DMIR
OG0005787	LOC117585903|XP_034131549.1|DGUA	LOC108155846|XP_033245380.1|DMIR
OG0005788	LOC117592118|XP_034141547.1|DGUA	LOC108158587|XP_017146527.1|DMIR
OG0005789	LOC117590159|XP_034138437.1|DGUA	LOC108154974|XP_017140982.1|DMIR
OG0005790	LOC117583150|XP_034127231.1|DGUA	LOC108155448|XP_017141753.1|DMIR
OG0005791	LOC117586481|XP_034132468.1|DGUA	LOC108154798|XP_017140683.1|DMIR
OG0005792	LOC117586486|XP_034132475.1|DGUA	LOC108154805|XP_017140692.1|DMIR
OG0005793	LOC117586057|XP_034131792.1|DGUA	LOC108156164|XP_017142981.1|DMIR
OG0005794	LOC117578508|XP_034119937.1|DGUA	LOC117192816|XP_033253467.1|DMIR, LOC108159512|XP_017148361.1|DMIR, LOC117192793|XP_033253441.1|DMIR
OG0005795	LOC117585533|XP_034130942.1|DGUA	LOC108154134|XP_017139756.1|DMIR
OG0005796	LOC117580455|XP_034122913.1|DGUA	LOC108153075|XP_017138345.1|DMIR
OG0005797	LOC117589380|XP_034137185.1|DGUA	LOC108152641|XP_017137621.1|DMIR
OG0005798	LOC117586632|XP_034132743.1|DGUA	LOC108154112|XP_017139726.1|DMIR
OG0005799	LOC117585242|XP_034130535.1|DGUA	LOC108154651|XP_033244390.1|DMIR
OG0005800	LOC117590004|XP_034138181.1|DGUA	LOC108154656|XP_017140482.1|DMIR
OG0005801	LOC117590003|XP_034138180.1|DGUA	LOC108154655|XP_017140481.1|DMIR
OG0005802	LOC117586728|XP_034132915.1|DGUA	LOC108155283|XP_017141488.1|DMIR
OG0005803	LOC117585243|XP_034130541.1|DGUA	LOC108154652|XP_017140473.1|DMIR
OG0005804	LOC117585135|XP_034130354.1|DGUA	LOC108154951|XP_017140947.1|DMIR
OG0005805	LOC117581265|XP_034124170.1|DGUA	LOC108159990|XP_017149187.1|DMIR, LOC117185704|XP_033253402.1|DMIR
OG0005806	LOC117585477|XP_034130860.1|DGUA	LOC108156858|XP_017144074.1|DMIR
OG0005807	LOC117585168|XP_034130400.1|DGUA	LOC108154408|XP_017140167.2|DMIR
OG0005808	LOC117581033|XP_034123754.1|DGUA	LOC108155806|XP_033248819.1|DMIR
OG0005809	LOC117579532|XP_034121340.1|DGUA	LOC108151769|XP_017136102.1|DMIR
OG0005810	LOC117585247|XP_034130551.1|DGUA	LOC108154660|XP_017140485.1|DMIR
OG0005811	LOC117585249|XP_034130553.1|DGUA	LOC108154661|XP_017140486.1|DMIR
OG0005812	LOC117586633|XP_034132744.1|DGUA	LOC108154113|XP_017139727.1|DMIR
OG0005813	LOC117583593|XP_034127874.1|DGUA	LOC108155241|XP_017141419.1|DMIR
OG0005814	LOC117585748|XP_034131288.1|DGUA	LOC108155873|XP_017142481.1|DMIR
OG0005815	LOC117580130|XP_034122318.1|DGUA	LOC108159918|XP_017149043.1|DMIR
OG0005816	LOC117583703|XP_034128077.1|DGUA	LOC108156482|XP_033245219.1|DMIR
OG0005817	LOC117585265|XP_034130575.1|DGUA	LOC108155929|XP_017142575.1|DMIR
OG0005818	LOC117591102|XP_034140095.1|DGUA	LOC108157686|XP_017145342.1|DMIR
OG0005819	LOC117586275|XP_034132118.1|DGUA	LOC108155081|XP_017141188.1|DMIR
OG0005820	LOC117586276|XP_034132119.1|DGUA	LOC108155082|XP_017141189.1|DMIR
OG0005821	LOC117586410|XP_034132337.1|DGUA	LOC108156885|XP_017144109.1|DMIR
OG0005822	LOC117584302|XP_034129019.1|DGUA	LOC108163838|XP_017154839.1|DMIR
OG0005823	LOC117581048|XP_034123774.1|DGUA	LOC108164560|XP_017155865.1|DMIR
OG0005824	LOC117589914|XP_034138082.1|DGUA	LOC108155382|XP_017141646.1|DMIR
OG0005825	LOC117579847|XP_034121837.1|DGUA	LOC108152758|XP_017137810.1|DMIR
OG0005826	LOC117590155|XP_034138432.1|DGUA	LOC108157224|XP_017144671.1|DMIR
OG0005827	LOC117585724|XP_034131253.1|DGUA	LOC108156348|XP_017143238.1|DMIR
OG0005828	LOC117587115|XP_034133500.1|DGUA	LOC108165498|XP_017157045.1|DMIR
OG0005829	LOC117586027|XP_034131753.1|DGUA	LOC108156810|XP_017143992.1|DMIR
OG0005830	LOC117580275|XP_034122619.1|DGUA	LOC108152687|XP_017137679.1|DMIR
OG0005831	LOC117579567|XP_034121380.1|DGUA	LOC108153610|XP_017139197.1|DMIR
OG0005832	LOC117579816|XP_034121797.1|DGUA	LOC108153275|XP_017138633.1|DMIR
OG0005833	LOC117579389|XP_034121150.1|DGUA	LOC108151533|XP_017135675.1|DMIR
OG0005834	LOC117579399|XP_034121170.1|DGUA	LOC108151538|XP_017135682.1|DMIR
OG0005835	LOC117579781|XP_034121731.1|DGUA	LOC108153404|XP_017138886.1|DMIR
OG0005836	LOC117588836|XP_034136218.1|DGUA	LOC108151867|XP_017136245.1|DMIR
OG0005837	LOC117585771|XP_034131344.1|DGUA	LOC108155678|XP_033245760.1|DMIR
OG0005838	LOC117590095|XP_034138329.1|DGUA	LOC108157036|XP_017144337.1|DMIR
OG0005839	LOC117584639|XP_034129553.1|DGUA	LOC108161716|XP_017151524.2|DMIR
OG0005840	LOC117586084|XP_034131831.1|DGUA	LOC108155452|XP_017141757.1|DMIR
OG0005841	LOC117586003|XP_034131722.1|DGUA	LOC108153855|XP_017139443.1|DMIR
OG0005842	LOC117580792|XP_034123379.1|DGUA	LOC108164844|XP_017156262.1|DMIR
OG0005843	LOC117579929|XP_034121969.1|DGUA	LOC108152500|XP_017137363.1|DMIR
OG0005844	LOC117580349|XP_034122754.1|DGUA	LOC108151415|XP_017135492.1|DMIR
OG0005845	LOC117586555|XP_034132609.1|DGUA	LOC108155258|XP_017141445.2|DMIR
OG0005846	LOC117586461|XP_034132404.1|DGUA	LOC108154591|XP_017140383.1|DMIR
OG0005847	LOC117586606|XP_034132681.1|DGUA	LOC108155208|XP_017141377.1|DMIR
OG0005848	LOC117588779|XP_034136171.1|DGUA	LOC117186414|XP_033243070.1|DMIR
OG0005849	LOC117580925|XP_034123580.1|DGUA	LOC108164890|XP_033247832.1|DMIR
OG0005850	LOC117591422|XP_034140569.1|DGUA	LOC108160665|XP_017150300.1|DMIR
OG0005851	LOC117584868|XP_034129908.1|DGUA	LOC108161909|XP_017151801.1|DMIR
OG0005852	LOC117586080|XP_034131827.1|DGUA	LOC108155407|XP_017141692.1|DMIR
OG0005853	LOC117581237|XP_034124114.1|DGUA	LOC108154897|XP_017140839.1|DMIR
OG0005854	LOC117585246|XP_034130550.1|DGUA	LOC108154657|XP_017140483.1|DMIR
OG0005855	LOC117591386|XP_034140520.1|DGUA	LOC108164788|XP_033248038.1|DMIR
OG0005856	LOC117588721|XP_034136067.1|DGUA	LOC117186837|XP_033244025.1|DMIR
OG0005857	LOC117586485|XP_034132473.1|DGUA	LOC108154803|XP_017140690.1|DMIR
OG0005858	LOC117586279|XP_034132123.1|DGUA	LOC108156999|XP_017144282.1|DMIR
OG0005859	LOC117584776|XP_034129770.1|DGUA	LOC108162224|XP_017152334.1|DMIR
OG0005860	LOC117586500|XP_034132499.1|DGUA	LOC108156541|XP_017143536.1|DMIR
OG0005861	LOC117585454|XP_034130828.1|DGUA	LOC108155928|XP_033245674.1|DMIR
OG0005862	LOC117591858|XP_034141119.1|DGUA	LOC108160592|XP_033246884.1|DMIR, LOC117191595|XP_033252309.1|DMIR
OG0005863	LOC117591976|XP_034141302.1|DGUA	LOC108158712|XP_017146744.1|DMIR
OG0005864	LOC117586463|XP_034132420.1|DGUA	LOC108154594|XP_017140397.1|DMIR
OG0005865	LOC117586727|XP_034132914.1|DGUA	LOC108154107|XP_017139719.1|DMIR
OG0005866	LOC117592605|XP_034142379.1|DGUA	LOC108159848|XP_017148927.1|DMIR
OG0005867	LOC117583917|XP_034128486.1|DGUA	LOC108162973|XP_017153462.1|DMIR
OG0005868	LOC117583995|XP_034128618.1|DGUA	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR
OG0005869	LOC117580741|XP_034123308.1|DGUA	LOC108164736|XP_017156118.1|DMIR
OG0005870	LOC117581128|XP_034123945.1|DGUA	LOC108164582|XP_017155896.1|DMIR
OG0005871	LOC117580957|XP_034123633.1|DGUA	LOC108163716|XP_017154657.1|DMIR
OG0005872	LOC117583046|XP_034127099.1|DGUA	LOC108156245|XP_017143083.1|DMIR
OG0005873	LOC117586450|XP_034132383.1|DGUA	LOC108154944|XP_017140930.1|DMIR
OG0005874	LOC117588778|XP_034136163.1|DGUA	LOC117186114|XP_033242124.1|DMIR
OG0005875	LOC117578855|XP_034120535.1|DGUA	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR
OG0005876	LOC117590860|XP_034139758.1|DGUA	LOC108165464|XP_033242767.1|DMIR
OG0005877	LOC117588715|XP_034136059.1|DGUA	LOC117186122|XP_033242147.1|DMIR
OG0005878	LOC117581135|XP_034123951.1|DGUA	LOC108153079|XP_017138351.1|DMIR
OG0005879	LOC117580687|XP_034123204.1|DGUA	LOC108162337|XP_017152522.1|DMIR
OG0005880	LOC117589180|XP_034136794.1|DGUA	LOC108153004|XP_017138235.1|DMIR
OG0005881	LOC117580297|XP_034122671.1|DGUA	LOC108153280|XP_017138637.1|DMIR
OG0005882	LOC117591033|XP_034140018.1|DGUA	LOC108164729|XP_017156111.1|DMIR
OG0005883	LOC117588985|XP_034136473.1|DGUA	LOC108151215|XP_017135184.1|DMIR
OG0005884	LOC117580047|XP_034122176.1|DGUA	LOC108153148|XP_017138439.1|DMIR
OG0005885	LOC117579659|XP_034121533.1|DGUA	LOC108151234|XP_017135222.1|DMIR
OG0005886	LOC117580407|XP_034122845.1|DGUA	LOC108152608|XP_017137558.1|DMIR
OG0005887	LOC117580294|XP_034122662.1|DGUA	LOC108152384|XP_017137166.1|DMIR
OG0005888	LOC117589409|XP_034137230.1|DGUA	LOC108152762|XP_017137819.1|DMIR
OG0005889	LOC117580219|XP_034122509.1|DGUA	LOC108151611|XP_017135792.1|DMIR
OG0005890	LOC117581469|XP_034124596.1|DGUA	LOC108162907|XP_017153372.1|DMIR
OG0005891	LOC117580269|XP_034122600.1|DGUA	LOC108153064|XP_017138325.1|DMIR
OG0005892	LOC117580084|XP_034122228.1|DGUA	LOC108153122|XP_017138399.1|DMIR
OG0005893	LOC117579355|XP_034121079.1|DGUA	LOC108151410|XP_017135488.1|DMIR
OG0005894	LOC117579356|XP_034121080.1|DGUA	LOC108151412|XP_017135490.1|DMIR
OG0005895	LOC117579357|XP_034121081.1|DGUA	LOC108151413|XP_017135491.1|DMIR
OG0005896	LOC117580005|XP_034122100.1|DGUA	LOC108151521|XP_017135661.1|DMIR
OG0005897	LOC117580104|XP_034122259.1|DGUA	LOC108153248|XP_017138582.1|DMIR
OG0005898	LOC117580703|XP_034123243.1|DGUA	LOC108162614|XP_017152924.1|DMIR
OG0005899	LOC117578676|XP_034120193.1|DGUA	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR
OG0005900	LOC117582284|XP_034125811.1|DGUA	LOC108162765|XP_017153141.1|DMIR
OG0005901	LOC117590587|XP_034139235.1|DGUA	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR
OG0005902	LOC117592126|XP_034141561.1|DGUA	LOC108158592|XP_017146533.1|DMIR
OG0005903	LOC117585088|XP_034130247.1|DGUA	LOC108156776|XP_017143937.1|DMIR
OG0005904	LOC117585289|XP_034130607.1|DGUA	LOC108154676|XP_017140507.1|DMIR
OG0005905	LOC117580063|XP_034122192.1|DGUA	LOC108152507|XP_017137384.1|DMIR
OG0005906	LOC117579087|XP_034120689.1|DGUA	LOC108152493|XP_017137358.1|DMIR
OG0005907	LOC117589263|XP_034136931.1|DGUA	LOC108152528|XP_017137417.1|DMIR
OG0005908	LOC117580569|XP_034123063.1|DGUA	LOC108152600|XP_017137545.1|DMIR
OG0005909	LOC117580234|XP_034122546.1|DGUA	LOC108153351|XP_017138806.1|DMIR
OG0005910	LOC117583019|XP_034127064.1|DGUA	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR
OG0005911	LOC117583034|XP_034127086.1|DGUA	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR
OG0005912	LOC117583600|XP_034127888.1|DGUA	LOC108159447|XP_017148226.1|DMIR
OG0005913	LOC117589755|XP_034137827.1|DGUA	LOC108155880|XP_017142497.1|DMIR
OG0005914	LOC117592538|XP_034142300.1|DGUA	LOC108160318|XP_017149731.1|DMIR
OG0005915	LOC117592539|XP_034142301.1|DGUA	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR
OG0005916	LOC117585950|XP_034131633.1|DGUA	LOC108159324|XP_017148005.1|DMIR
OG0005917	LOC117592380|XP_034141982.1|DGUA	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR
OG0005918	LOC117581517|XP_034124699.1|DGUA	LOC108155958|XP_017142616.1|DMIR
OG0005919	LOC117592022|XP_034141368.1|DGUA	LOC108158803|XP_017146978.1|DMIR
OG0005921	LOC117586916|XP_034133155.1|DGUA	LOC108151056|XP_017134920.1|DMIR
OG0005922	LOC117580717|XP_034123272.1|DGUA	LOC108154490|XP_017140283.1|DMIR
OG0005923	LOC117587500|XP_034134162.1|DGUA	LOC108151022|XP_017134871.1|DMIR
OG0005924	LOC117587504|XP_034134167.1|DGUA	LOC108151026|XP_017134875.1|DMIR
OG0005925	LOC117580220|XP_034122514.1|DGUA	LOC108151614|XP_017135800.1|DMIR
OG0005926	LOC117590540|XP_034139159.1|DGUA	LOC108164804|XP_017156215.1|DMIR
OG0005927	LOC117585576|XP_034131003.1|DGUA	LOC108156586|XP_017143612.1|DMIR
OG0005928	LOC117588483|XP_034135675.1|DGUA	LOC108152521|XP_017137410.1|DMIR
OG0005929	LOC117587098|XP_034133468.1|DGUA	LOC108153372|XP_017138831.1|DMIR
OG0005930	LOC117581043|XP_034123771.1|DGUA	LOC108159851|XP_017148932.1|DMIR
OG0005931	LOC117590015|XP_034138197.1|DGUA	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR
OG0005932	LOC117587759|XP_034134585.1|DGUA	LOC108158771|XP_017146887.2|DMIR
OG0005933	LOC117578780|XP_034120379.1|DGUA	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR
OG0005934	LOC117578516|XP_034119952.1|DGUA	LOC108159397|XP_017148121.1|DMIR
OG0005935	LOC117579943|XP_034121990.1|DGUA	LOC108152623|XP_017137582.1|DMIR
OG0005936	LOC117584865|XP_034129905.1|DGUA	LOC108162991|XP_017153492.1|DMIR
OG0005937	LOC117579946|XP_034121996.1|DGUA	LOC108152457|XP_017137310.1|DMIR
OG0005938	LOC117592435|XP_034142126.1|DGUA	LOC108160743|XP_033246833.1|DMIR
OG0005939	LOC117590214|XP_034138566.1|DGUA	LOC108164534|XP_017155822.1|DMIR
OG0005941	LOC117589432|XP_034137263.1|DGUA	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR
OG0005942	LOC117591409|XP_034140556.1|DGUA	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR
OG0005943	LOC117591401|XP_034140543.1|DGUA	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR
OG0005944	LOC117583537|XP_034127821.1|DGUA	LOC108159652|XP_017148609.1|DMIR
OG0005945	LOC117590799|XP_034139695.1|DGUA	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR
