Orthogroup	DGUA.longest_only	BCOP.longest_only
OG0003896	LOC117590217|XP_034138574.1|DGUA	LOC119081416|XP_037046209.1|BCOP
OG0003897	LOC117592009|XP_034141353.1|DGUA	LOC119084549|XP_037050459.1|BCOP
OG0003898	LOC117588003|XP_034134915.1|DGUA	LOC119068891|XP_037028653.1|BCOP
OG0003899	LOC117582638|XP_034126410.1|DGUA	LOC119078495|XP_037041941.1|BCOP
OG0003900	LOC117582530|XP_034126226.1|DGUA	LOC119070741|XP_037031100.1|BCOP
OG0003901	LOC117584014|XP_034128637.1|DGUA	LOC119070884|XP_037031301.1|BCOP
OG0003902	LOC117583966|XP_034128563.1|DGUA	LOC119070880|XP_037031294.1|BCOP
OG0003903	LOC117584359|XP_034129088.1|DGUA	LOC119078704|XP_037042267.1|BCOP
OG0003904	LOC117584358|XP_034129087.1|DGUA	LOC119078703|XP_037042266.1|BCOP
OG0003905	LOC117582877|XP_034126841.1|DGUA	LOC119072246|XP_037033321.1|BCOP
OG0003906	LOC117587617|XP_034134366.1|DGUA	LOC119079653|XP_037043592.1|BCOP
OG0003907	LOC117582455|XP_034126071.1|DGUA	LOC119076982|XP_037039980.1|BCOP
OG0003908	LOC117582463|XP_034126080.1|DGUA	LOC119066273|XP_037024526.1|BCOP
OG0003909	LOC117583064|XP_034127130.1|DGUA	LOC119081424|XP_037046233.1|BCOP
OG0003910	LOC117588801|XP_034136208.1|DGUA	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP
OG0003911	LOC117582448|XP_034126062.1|DGUA	LOC119078557|XP_037042020.1|BCOP
OG0003912	LOC117584175|XP_034128832.1|DGUA	LOC119080018|XP_037044091.1|BCOP
OG0003913	LOC117588175|XP_034135180.1|DGUA	LOC119085142|XP_037051316.1|BCOP
OG0003914	LOC117581761|XP_034125053.1|DGUA	LOC119068025|XP_037027282.1|BCOP
OG0003915	LOC117590484|XP_034139031.1|DGUA	LOC119078017|XP_037041303.1|BCOP
OG0003916	LOC117584674|XP_034129595.1|DGUA	LOC119074708|XP_037036890.1|BCOP
OG0003917	LOC117584481|XP_034129297.1|DGUA	LOC119080230|XP_037044371.1|BCOP
OG0003918	LOC117582301|XP_034125834.1|DGUA	LOC119067285|XP_037026065.1|BCOP
OG0003919	LOC117584266|XP_034128968.1|DGUA	LOC119076379|XP_037038992.1|BCOP
OG0003920	LOC117578808|XP_034120443.1|DGUA	LOC119079597|XP_037043486.1|BCOP
OG0003921	LOC117582093|XP_034125547.1|DGUA	LOC119085177|XP_037051380.1|BCOP
OG0003922	LOC117582502|XP_034126177.1|DGUA	LOC119085206|XP_037051412.1|BCOP
OG0003923	LOC117590627|XP_034139328.1|DGUA	LOC119080498|XP_037044792.1|BCOP
OG0003924	LOC117580392|XP_034122826.1|DGUA	LOC119068735|XP_037028327.1|BCOP
OG0003925	LOC117584876|XP_034129918.1|DGUA	LOC119077072|XP_037040110.1|BCOP
OG0003926	LOC117584679|XP_034129599.1|DGUA	LOC119072550|XP_037033681.1|BCOP
OG0003927	LOC117582152|XP_034125628.1|DGUA	LOC119085160|XP_037051350.1|BCOP
OG0003928	LOC117588090|XP_034135051.1|DGUA	LOC119085411|XP_037051715.1|BCOP
OG0003929	LOC117581830|XP_034125169.1|DGUA	LOC119076323|XP_037038890.1|BCOP
OG0003930	LOC117584306|XP_034129022.1|DGUA	LOC119077022|XP_037040033.1|BCOP
OG0003931	LOC117584216|XP_034128879.1|DGUA	LOC119084097|XP_037049833.1|BCOP
OG0003932	LOC117591813|XP_034141037.1|DGUA	LOC119083649|XP_037049317.1|BCOP
OG0003933	LOC117582156|XP_034125638.1|DGUA	LOC119085267|XP_037051514.1|BCOP
OG0003934	LOC117584759|XP_034129752.1|DGUA	LOC119078558|XP_037042021.1|BCOP
OG0003935	LOC117587050|XP_034133381.1|DGUA	LOC119079977|XP_037044012.1|BCOP
OG0003936	LOC117587163|XP_034133565.1|DGUA	LOC119081568|XP_037046494.1|BCOP
OG0003937	LOC117584354|XP_034129086.1|DGUA	LOC119079963|XP_037043972.1|BCOP
OG0003938	LOC117583940|XP_034128516.1|DGUA	LOC119066188|XP_037024388.1|BCOP
OG0003939	LOC117582586|XP_034126324.1|DGUA	LOC119085404|XP_037051705.1|BCOP
OG0003940	LOC117583944|XP_034128533.1|DGUA	LOC119075344|XP_037037669.1|BCOP
OG0003941	LOC117583947|XP_034128536.1|DGUA	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP
OG0003942	LOC117581924|XP_034125289.1|DGUA	LOC119085251|XP_037051482.1|BCOP
OG0003943	LOC117583948|XP_034128537.1|DGUA	LOC119068434|XP_037027899.1|BCOP
OG0003944	LOC117582015|XP_034125427.1|DGUA	LOC119078552|XP_037042018.1|BCOP
OG0003945	LOC117591990|XP_034141325.1|DGUA	LOC119079394|XP_037043177.1|BCOP
OG0003946	LOC117587639|XP_034134414.1|DGUA	LOC119078689|XP_037042240.1|BCOP
OG0003947	LOC117587682|XP_034134465.1|DGUA	LOC119075314|XP_037037628.1|BCOP
OG0003948	LOC117582200|XP_034125699.1|DGUA	LOC119085977|XP_037052435.1|BCOP
OG0003949	LOC117582194|XP_034125689.1|DGUA	LOC119075409|XP_037037749.1|BCOP
OG0003950	LOC117588126|XP_034135096.1|DGUA	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC117587555|XP_034134253.1|DGUA	LOC119078924|XP_037042555.1|BCOP
OG0003952	LOC117581945|XP_034125318.1|DGUA	LOC119076315|XP_037038878.1|BCOP
OG0003953	LOC117584791|XP_034129795.1|DGUA	LOC119066356|XP_037024668.1|BCOP
OG0003954	LOC117579701|XP_034121583.1|DGUA	LOC119066357|XP_037024669.1|BCOP
OG0003956	LOC117582172|XP_034125664.1|DGUA	LOC119083245|XP_037048801.1|BCOP
OG0003957	LOC117589207|XP_034136837.1|DGUA	LOC119083013|XP_037048545.1|BCOP
OG0003958	LOC117591038|XP_034140024.1|DGUA	LOC119069614|XP_037029601.1|BCOP
OG0003959	LOC117579976|XP_034122048.1|DGUA	LOC119078441|XP_037041858.1|BCOP
OG0003960	LOC117580785|XP_034123371.1|DGUA	LOC119082261|XP_037047615.1|BCOP
OG0003961	LOC117581763|XP_034125055.1|DGUA	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC117584680|XP_034129600.1|DGUA	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC117587571|XP_034134288.1|DGUA	LOC119066309|XP_037024590.1|BCOP
OG0003964	LOC117581860|XP_034125213.1|DGUA	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP
OG0003965	LOC117584729|XP_034129690.1|DGUA	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC117587587|XP_034134318.1|DGUA	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC117592326|XP_034141897.1|DGUA	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC117587719|XP_034134522.1|DGUA	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC117591902|XP_034141179.1|DGUA	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC117582636|XP_034126407.1|DGUA	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC117584749|XP_034129732.1|DGUA	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC117580196|XP_034122459.1|DGUA	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC117582522|XP_034126216.1|DGUA	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC117591940|XP_034141243.1|DGUA	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC117583861|XP_034128373.1|DGUA	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC117584634|XP_034129549.1|DGUA	LOC119066371|XP_037024691.1|BCOP
OG0003977	LOC117588204|XP_034135229.1|DGUA	LOC119066375|XP_037024696.1|BCOP
OG0003978	LOC117579634|XP_034121499.1|DGUA	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC117584087|XP_034128725.1|DGUA	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC117585984|XP_034131693.1|DGUA	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC117582379|XP_034125939.1|DGUA	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC117587899|XP_034134766.1|DGUA	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC117584028|XP_034128656.1|DGUA	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC117587739|XP_034134550.1|DGUA	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC117588081|XP_034135036.1|DGUA	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC117584145|XP_034128796.1|DGUA	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC117584022|XP_034128648.1|DGUA	LOC119075595|XP_037037960.1|BCOP
OG0003988	LOC117584777|XP_034129771.1|DGUA	LOC119076322|XP_037038889.1|BCOP
OG0003989	LOC117581855|XP_034125203.1|DGUA	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC117591538|XP_034140723.1|DGUA	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC117583890|XP_034128444.1|DGUA	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC117582314|XP_034125849.1|DGUA	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC117582308|XP_034125843.1|DGUA	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC117583048|XP_034127142.1|DGUA	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC117581760|XP_034125056.1|DGUA	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC117584489|XP_034129305.1|DGUA	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC117583896|XP_034128452.1|DGUA	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC117587589|XP_034134323.1|DGUA	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC117590204|XP_034138547.1|DGUA	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC117588137|XP_034135162.1|DGUA	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC117588160|XP_034135159.1|DGUA	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC117582666|XP_034126487.1|DGUA	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC117581778|XP_034125092.1|DGUA	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC117584399|XP_034129149.1|DGUA	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC117582562|XP_034126287.1|DGUA	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC117581937|XP_034125310.1|DGUA	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC117584433|XP_034129235.1|DGUA	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC117584403|XP_034129157.1|DGUA	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC117584690|XP_034129613.1|DGUA	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC117584824|XP_034129841.1|DGUA	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC117583484|XP_034127684.1|DGUA	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC117584324|XP_034129043.1|DGUA	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC117580543|XP_034123028.1|DGUA	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC117584353|XP_034129080.1|DGUA	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC117584607|XP_034129507.1|DGUA	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC117582655|XP_034126451.1|DGUA	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC117578442|XP_034119856.1|DGUA	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC117582546|XP_034126246.1|DGUA	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC117581766|XP_034125060.1|DGUA	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC117584671|XP_034129591.1|DGUA	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC117582587|XP_034126328.1|DGUA	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC117582303|XP_034125836.1|DGUA	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC117587697|XP_034134484.1|DGUA	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC117582526|XP_034126217.1|DGUA	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC117581683|XP_034124953.1|DGUA	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC117588015|XP_034134935.1|DGUA	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC117587939|XP_034134822.1|DGUA	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC117580730|XP_034123331.1|DGUA	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC117581818|XP_034125153.1|DGUA	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC117587588|XP_034134321.1|DGUA	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC117587844|XP_034134699.1|DGUA	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC117582122|XP_034125592.1|DGUA	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC117583941|XP_034128522.1|DGUA	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC117583876|XP_034128417.1|DGUA	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC117584743|XP_034129717.1|DGUA	LOC119082741|XP_037048218.1|BCOP
OG0004038	LOC117582452|XP_034126068.1|DGUA	LOC119082405|XP_037047831.1|BCOP
OG0004039	LOC117581728|XP_034124999.1|DGUA	LOC119079016|XP_037042682.1|BCOP
OG0004040	LOC117579327|XP_034121042.1|DGUA	LOC119073433|XP_037034806.1|BCOP
OG0004041	LOC117590305|XP_034138683.1|DGUA	LOC119082811|XP_037048355.1|BCOP
OG0004042	LOC117589235|XP_034136890.1|DGUA	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP
OG0004043	LOC117584789|XP_034129792.1|DGUA	LOC119075631|XP_037038006.1|BCOP
OG0004044	LOC117581958|XP_034125331.1|DGUA, LOC117580819|XP_034123430.1|DGUA	LOC119068855|XP_037028576.1|BCOP
OG0004045	LOC117584016|XP_034128638.1|DGUA	LOC119066324|XP_037024611.1|BCOP
OG0004046	LOC117582279|XP_034125801.1|DGUA	LOC119066207|XP_037024423.1|BCOP
OG0004047	LOC117583916|XP_034128485.1|DGUA	LOC119080532|XP_037044842.1|BCOP
OG0004048	LOC117582603|XP_034126363.1|DGUA	LOC119066765|XP_037025297.1|BCOP
OG0004049	LOC117582385|XP_034125950.1|DGUA	LOC119083295|XP_037048884.1|BCOP
OG0004050	LOC117581721|XP_034124992.1|DGUA	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP
OG0004051	LOC117581740|XP_034125023.1|DGUA	LOC119076238|XP_037038794.1|BCOP
OG0004052	LOC117580907|XP_034123559.1|DGUA	LOC119083907|XP_037049614.1|BCOP
OG0004053	LOC117591877|XP_034141145.1|DGUA	LOC119073896|XP_037035680.1|BCOP
OG0004054	LOC117581915|XP_034125277.1|DGUA	LOC119085165|XP_037051358.1|BCOP
OG0004055	LOC117589607|XP_034137573.1|DGUA	LOC119069675|XP_037029694.1|BCOP
OG0004056	LOC117590065|XP_034138279.1|DGUA	LOC119069726|XP_037029749.1|BCOP
OG0004057	LOC117580409|XP_034122847.1|DGUA	LOC119068915|XP_037028676.1|BCOP
OG0004058	LOC117579081|XP_034120679.1|DGUA	LOC119072725|XP_037033897.1|BCOP
OG0004059	LOC117586129|XP_034131885.1|DGUA	LOC119074734|XP_037036897.1|BCOP
OG0004060	LOC117585127|XP_034130344.1|DGUA	LOC119084501|XP_037050415.1|BCOP
OG0004061	LOC117590518|XP_034139119.1|DGUA	LOC119075241|XP_037037531.1|BCOP
OG0004062	LOC117587123|XP_034133514.1|DGUA	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP
OG0004063	LOC117590851|XP_034139739.1|DGUA	LOC119073988|XP_037035800.1|BCOP
OG0004064	LOC117587267|XP_034133733.1|DGUA	LOC119079891|XP_037043872.1|BCOP
OG0004065	LOC117579147|XP_034120787.1|DGUA	LOC119085542|XP_037051850.1|BCOP
OG0004066	LOC117592443|XP_034142090.1|DGUA	LOC119085498|XP_037051808.1|BCOP
OG0004067	LOC117581013|XP_034123718.1|DGUA	LOC119071950|XP_037032977.1|BCOP
OG0004068	LOC117586599|XP_034132671.1|DGUA	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP
OG0004069	LOC117586447|XP_034132377.1|DGUA	LOC119074472|XP_037036509.1|BCOP
OG0004070	LOC117587292|XP_034133769.1|DGUA	LOC119067750|XP_037026774.1|BCOP
OG0004071	LOC117587407|XP_034133955.1|DGUA	LOC119077773|XP_037040977.1|BCOP
OG0004072	LOC117587408|XP_034133956.1|DGUA	LOC119077775|XP_037040980.1|BCOP
OG0004073	LOC117580844|XP_034123480.1|DGUA	LOC119073845|XP_037035583.1|BCOP
OG0004074	LOC117591269|XP_034140360.1|DGUA	LOC119082860|XP_037048417.1|BCOP
OG0004075	LOC117578820|XP_034120465.1|DGUA	LOC119072244|XP_037033319.1|BCOP
OG0004076	LOC117589736|XP_034137807.1|DGUA	LOC119066171|XP_037024363.1|BCOP
OG0004077	LOC117581847|XP_034125193.1|DGUA	LOC119067377|XP_037026196.1|BCOP
OG0004078	LOC117591122|XP_034140114.1|DGUA	LOC119076887|XP_037039786.1|BCOP
OG0004079	LOC117581271|XP_034124173.1|DGUA	LOC119077638|XP_037040754.1|BCOP
OG0004080	LOC117578537|XP_034119995.1|DGUA	LOC119085856|XP_037052262.1|BCOP
OG0004081	LOC117578746|XP_034120317.1|DGUA	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP
OG0004082	LOC117590586|XP_034139234.1|DGUA	LOC119076714|XP_037039527.1|BCOP
OG0004083	LOC117584900|XP_034129929.1|DGUA	LOC119078791|XP_037042399.1|BCOP
OG0004084	LOC117579118|XP_034120737.1|DGUA	LOC119076804|XP_037039664.1|BCOP
OG0004085	LOC117584935|XP_034129986.1|DGUA	LOC119085738|XP_037052104.1|BCOP
OG0004086	LOC117583243|XP_034127357.1|DGUA	LOC119081628|XP_037046574.1|BCOP
OG0004087	LOC117581058|XP_034123791.1|DGUA	LOC119076013|XP_037038499.1|BCOP
OG0004088	LOC117583159|XP_034127245.1|DGUA	LOC119068153|XP_037027519.1|BCOP
OG0004089	LOC117581421|XP_034124473.1|DGUA	LOC119085200|XP_037051443.1|BCOP
OG0004090	LOC117585448|XP_034130816.1|DGUA	LOC119074294|XP_037036205.1|BCOP
OG0004091	LOC117585424|XP_034130789.1|DGUA	LOC119073779|XP_037035353.1|BCOP
OG0004092	LOC117580954|XP_034123631.1|DGUA	LOC119075018|XP_037037321.1|BCOP
OG0004094	LOC117580657|XP_034123152.1|DGUA	LOC119074513|XP_037036570.1|BCOP
OG0004095	LOC117590186|XP_034138486.1|DGUA	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC117583244|XP_034127358.1|DGUA	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC117579076|XP_034120675.1|DGUA	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC117585071|XP_034130227.1|DGUA	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC117586497|XP_034132483.1|DGUA	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC117586295|XP_034132141.1|DGUA	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC117586243|XP_034132072.1|DGUA	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC117586505|XP_034132519.1|DGUA	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC117591120|XP_034140112.1|DGUA	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC117583366|XP_034127537.1|DGUA	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC117587264|XP_034133729.1|DGUA	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC117589017|XP_034136533.1|DGUA	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC117589119|XP_034136688.1|DGUA	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC117585985|XP_034131694.1|DGUA	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC117585451|XP_034130825.1|DGUA	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC117579597|XP_034121421.1|DGUA	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC117591219|XP_034140279.1|DGUA	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC117585526|XP_034130925.1|DGUA	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC117581204|XP_034124068.1|DGUA	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC117590721|XP_034139517.1|DGUA	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC117590718|XP_034139511.1|DGUA	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC117585241|XP_034130533.1|DGUA	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC117590094|XP_034138328.1|DGUA	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC117578868|XP_034120553.1|DGUA	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC117585227|XP_034130511.1|DGUA	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC117585505|XP_034130895.1|DGUA	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC117586670|XP_034132809.1|DGUA	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC117586475|XP_034132459.1|DGUA	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC117591054|XP_034140044.1|DGUA	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC117582870|XP_034126831.1|DGUA	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC117582857|XP_034126816.1|DGUA	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC117587853|XP_034134710.1|DGUA	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC117585514|XP_034130904.1|DGUA	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC117592007|XP_034141348.1|DGUA	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC117581189|XP_034124031.1|DGUA	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC117585958|XP_034131652.1|DGUA	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC117589367|XP_034137167.1|DGUA	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC117584256|XP_034128951.1|DGUA	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC117585545|XP_034130955.1|DGUA	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC117586689|XP_034132836.1|DGUA	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC117590021|XP_034138205.1|DGUA	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC117592408|XP_034142035.1|DGUA	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC117589079|XP_034136606.1|DGUA	LOC119074347|XP_037036337.1|BCOP
OG0004139	LOC117581574|XP_034124814.1|DGUA	LOC119074341|XP_037036329.1|BCOP
OG0004140	LOC117591013|XP_034139991.1|DGUA	LOC119071454|XP_037032201.1|BCOP
OG0004141	LOC117587415|XP_034134030.1|DGUA	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP
OG0004142	LOC117590965|XP_034139914.1|DGUA	LOC119074583|XP_037036711.1|BCOP
OG0004143	LOC117582777|XP_034126638.1|DGUA	LOC119077905|XP_037041173.1|BCOP
OG0004144	LOC117588109|XP_034135071.1|DGUA	LOC119077842|XP_037041056.1|BCOP
OG0004145	LOC117589215|XP_034136851.1|DGUA	LOC119073999|XP_037035827.1|BCOP
OG0004146	LOC117585891|XP_034131538.1|DGUA	LOC119076775|XP_037039625.1|BCOP
OG0004147	LOC117587848|XP_034134706.1|DGUA	LOC119073948|XP_037035733.1|BCOP
OG0004148	LOC117589599|XP_034137563.1|DGUA	LOC119084368|XP_037050212.1|BCOP
OG0004149	LOC117586327|XP_034132209.1|DGUA	LOC119084384|XP_037050241.1|BCOP
OG0004150	LOC117585426|XP_034130791.1|DGUA	LOC119083220|XP_037048784.1|BCOP
OG0004151	LOC117582762|XP_034126616.1|DGUA	LOC119085321|XP_037051597.1|BCOP
OG0004152	LOC117586759|XP_034132960.1|DGUA	LOC119076165|XP_037038745.1|BCOP
OG0004153	LOC117578509|XP_034119938.1|DGUA	LOC119067484|XP_037026384.1|BCOP
OG0004154	LOC117589257|XP_034136923.1|DGUA	LOC119067808|XP_037026856.1|BCOP
OG0004155	LOC117585531|XP_034130939.1|DGUA	LOC119075894|XP_037038366.1|BCOP
OG0004156	LOC117585611|XP_034131057.1|DGUA	LOC119067292|XP_037026077.1|BCOP
OG0004157	LOC117590344|XP_034138734.1|DGUA	LOC119068913|XP_037028671.1|BCOP
OG0004158	LOC117587195|XP_034133630.1|DGUA	LOC119084131|XP_037049877.1|BCOP
OG0004159	LOC117585931|XP_034131587.1|DGUA	LOC119076874|XP_037039778.1|BCOP
OG0004160	LOC117587118|XP_034133505.1|DGUA	LOC119082221|XP_037047570.1|BCOP
OG0004161	LOC117585515|XP_034130906.1|DGUA	LOC119070675|XP_037031013.1|BCOP
OG0004162	LOC117586630|XP_034132742.1|DGUA	LOC119077700|XP_037040867.1|BCOP
OG0004163	LOC117590046|XP_034138255.1|DGUA	LOC119084103|XP_037049852.1|BCOP
OG0004164	LOC117586021|XP_034131745.1|DGUA	LOC119075714|XP_037038133.1|BCOP
OG0004165	LOC117578638|XP_034120135.1|DGUA	LOC119076866|XP_037039768.1|BCOP
OG0004166	LOC117580447|XP_034122941.1|DGUA	LOC119068770|XP_037028423.1|BCOP
OG0004167	LOC117585680|XP_034131172.1|DGUA	LOC119084395|XP_037050255.1|BCOP
OG0004168	LOC117583824|XP_034128299.1|DGUA	LOC119084400|XP_037050262.1|BCOP
OG0004169	LOC117580937|XP_034123609.1|DGUA	LOC119075869|XP_037038324.1|BCOP
OG0004170	LOC117588600|XP_034135899.1|DGUA	LOC119075877|XP_037038335.1|BCOP
OG0004171	LOC117581063|XP_034123826.1|DGUA	LOC119075874|XP_037038333.1|BCOP
OG0004172	LOC117590348|XP_034138767.1|DGUA	LOC119075946|XP_037038404.1|BCOP
OG0004173	LOC117579968|XP_034122036.1|DGUA	LOC119071958|XP_037032985.1|BCOP
OG0004174	LOC117592515|XP_034142254.1|DGUA	LOC119071903|XP_037032910.1|BCOP
OG0004175	LOC117580627|XP_034123105.1|DGUA	LOC119071787|XP_037032743.1|BCOP
OG0004176	LOC117586817|XP_034132986.1|DGUA	LOC119085409|XP_037051711.1|BCOP
OG0004177	LOC117585662|XP_034131145.1|DGUA	LOC119083046|XP_037048562.1|BCOP
OG0004178	LOC117590119|XP_034138361.1|DGUA	LOC119076806|XP_037039672.1|BCOP
OG0004179	LOC117581325|XP_034124324.1|DGUA	LOC119078074|XP_037041425.1|BCOP
OG0004180	LOC117586342|XP_034132235.1|DGUA	LOC119070257|XP_037030419.1|BCOP
OG0004181	LOC117585036|XP_034130179.1|DGUA	LOC119066937|XP_037025549.1|BCOP
OG0004184	LOC117579570|XP_034121385.1|DGUA	LOC119084284|XP_037050105.1|BCOP
OG0004185	LOC117584744|XP_034129719.1|DGUA	LOC119075607|XP_037037979.1|BCOP
