Orthogroup	DGUA.longest_only	SLEB.longest_only
OG0006240	LOC117585836|XP_034131468.1|DGUA	LOC115621575|XP_030371125.1|SLEB
OG0006241	LOC117590307|XP_034138685.1|DGUA	LOC115629798|XP_030382220.1|SLEB
OG0006242	LOC117581099|XP_034123879.1|DGUA	LOC115627197|XP_030378671.1|SLEB
OG0006243	LOC117589728|XP_034137791.1|DGUA	LOC115620400|XP_030369475.1|SLEB
OG0006244	LOC117582804|XP_034126725.1|DGUA	LOC115625157|XP_030375945.1|SLEB
OG0006245	LOC117589518|XP_034137399.1|DGUA	LOC115621664|XP_030371232.1|SLEB
OG0006246	LOC117590413|XP_034138903.1|DGUA	LOC115629152|XP_030381376.1|SLEB
OG0006247	LOC117580711|XP_034123265.1|DGUA	LOC115627558|XP_030379140.1|SLEB
OG0006248	LOC117589748|XP_034137820.1|DGUA	LOC115628685|XP_030380719.1|SLEB
OG0006249	LOC117582654|XP_034126447.1|DGUA	LOC115630564|XP_030383038.1|SLEB
OG0006250	LOC117581301|XP_034124231.1|DGUA	LOC115626776|XP_030378100.1|SLEB
OG0006251	LOC117583564|XP_034127823.1|DGUA	LOC115621152|XP_030370570.1|SLEB
OG0006252	LOC117583563|XP_034127822.1|DGUA	LOC115621151|XP_030370569.1|SLEB
OG0006253	LOC117590461|XP_034138989.1|DGUA	LOC115633360|XP_030386660.1|SLEB
OG0006254	LOC117588769|XP_034136141.1|DGUA	LOC115632198|XP_030385104.1|SLEB
OG0006255	LOC117585639|XP_034131115.1|DGUA	LOC115621270|XP_030370730.1|SLEB
OG0006256	LOC117590314|XP_034138693.1|DGUA	LOC115629794|XP_030382213.1|SLEB
OG0006257	LOC117581509|XP_034124676.1|DGUA	LOC115633353|XP_030386649.1|SLEB
OG0006258	LOC117590978|XP_034139942.1|DGUA	LOC115633379|XP_030386682.1|SLEB
OG0006259	LOC117589905|XP_034138068.1|DGUA	LOC115621130|XP_030370540.1|SLEB
OG0006260	LOC117588439|XP_034135611.1|DGUA	LOC115627146|XP_030378584.1|SLEB
OG0006261	LOC117584829|XP_034129847.1|DGUA	LOC115631114|XP_030383634.1|SLEB
OG0006262	LOC117581283|XP_034124195.1|DGUA	LOC115629579|XP_030381931.1|SLEB
OG0006263	LOC117591163|XP_034140175.1|DGUA	LOC115627449|XP_030378974.1|SLEB
OG0006264	LOC117591500|XP_034140688.1|DGUA	LOC115628747|XP_030380813.1|SLEB
OG0006265	LOC117579952|XP_034122014.1|DGUA	LOC115622455|XP_030372262.1|SLEB
OG0006266	LOC117591504|XP_034140691.1|DGUA, LOC117591499|XP_034140685.1|DGUA	LOC115628669|XP_030380698.1|SLEB
OG0006267	LOC117588359|XP_034135463.1|DGUA	LOC115627404|XP_030378918.1|SLEB
OG0006268	LOC117592315|XP_034141883.1|DGUA	LOC115633837|XP_030387188.1|SLEB
OG0006269	LOC117583572|XP_034127841.1|DGUA	LOC115620721|XP_030369960.1|SLEB
OG0006270	LOC117581296|XP_034124227.1|DGUA	LOC115627973|XP_030379728.1|SLEB
OG0006271	LOC117589531|XP_034137416.1|DGUA	LOC115620822|XP_030370112.1|SLEB
OG0006272	LOC117581554|XP_034124776.1|DGUA	LOC115633347|XP_030386640.1|SLEB
OG0006273	LOC117578492|XP_034119916.1|DGUA	LOC115634300|XP_030387813.1|SLEB
OG0006274	LOC117581309|XP_034124243.1|DGUA	LOC115633335|XP_030386628.1|SLEB
OG0006275	LOC117588283|XP_034135351.1|DGUA	LOC115627067|XP_030378474.1|SLEB
OG0006276	LOC117586965|XP_034133229.1|DGUA	LOC115628234|XP_030380108.1|SLEB
OG0006277	LOC117583207|XP_034127303.1|DGUA	LOC115630667|XP_030383173.1|SLEB
OG0006278	LOC117581478|XP_034124609.1|DGUA	LOC115628731|XP_030380795.1|SLEB
OG0006279	LOC117590400|XP_034138886.1|DGUA	LOC115633308|XP_030386592.1|SLEB
OG0006280	LOC117580632|XP_034123110.1|DGUA	LOC115627665|XP_030379267.1|SLEB
OG0006281	LOC117580631|XP_034123107.1|DGUA	LOC115627713|XP_030379320.1|SLEB
OG0006282	LOC117580672|XP_034123177.1|DGUA	LOC115629251|XP_030381528.1|SLEB
OG0006283	LOC117585290|XP_034130608.1|DGUA	LOC115620597|XP_030369770.1|SLEB
OG0006284	LOC117588949|XP_034136422.1|DGUA	LOC115632184|XP_030385079.1|SLEB
OG0006285	LOC117590107|XP_034138346.1|DGUA	LOC115621965|XP_030371673.1|SLEB
OG0006286	LOC117589492|XP_034137349.1|DGUA	LOC115620658|XP_030369869.1|SLEB
OG0006287	LOC117590336|XP_034138722.1|DGUA	LOC115633310|XP_030386600.1|SLEB
OG0006288	LOC117583348|XP_034127508.1|DGUA	LOC115621518|XP_030371043.1|SLEB
OG0006289	LOC117589768|XP_034137854.1|DGUA	LOC115621654|XP_030371218.1|SLEB
OG0006290	LOC117590216|XP_034138568.1|DGUA	LOC115627729|XP_030379344.1|SLEB
OG0006291	LOC117584357|XP_034129085.1|DGUA	LOC115631537|XP_030384169.1|SLEB
OG0006292	LOC117581461|XP_034124570.1|DGUA	LOC115626716|XP_030378019.1|SLEB
OG0006293	LOC117587095|XP_034133464.1|DGUA	LOC115632377|XP_030385358.1|SLEB
OG0006294	LOC117590337|XP_034138723.1|DGUA	LOC115629097|XP_030381275.1|SLEB
OG0006295	LOC117581186|XP_034124026.1|DGUA	LOC115628964|XP_030381100.1|SLEB
OG0006296	LOC117590447|XP_034138958.1|DGUA	LOC115629653|XP_030382024.1|SLEB
OG0006297	LOC117581423|XP_034124480.1|DGUA	LOC115627113|XP_030378539.1|SLEB
OG0006299	LOC117580893|XP_034123536.1|DGUA	LOC115626878|XP_030378248.1|SLEB
OG0006300	LOC117588290|XP_034135360.1|DGUA	LOC115627124|XP_030378553.1|SLEB
OG0006301	LOC117581436|XP_034124526.1|DGUA	LOC115627266|XP_030378754.1|SLEB
OG0006302	LOC117591353|XP_034140471.1|DGUA	LOC115626704|XP_030377997.1|SLEB
OG0006303	LOC117592528|XP_034142281.1|DGUA	LOC115620027|XP_030368990.1|SLEB
OG0006304	LOC117583456|XP_034127647.1|DGUA	LOC115620545|XP_030369688.1|SLEB
OG0006305	LOC117583459|XP_034127650.1|DGUA	LOC115621310|XP_030370784.1|SLEB
OG0006306	LOC117585546|XP_034130956.1|DGUA	LOC115620811|XP_030370095.1|SLEB
OG0006307	LOC117583787|XP_034128257.1|DGUA	LOC115620528|XP_030369657.1|SLEB
OG0006308	LOC117580837|XP_034123467.1|DGUA	LOC115627254|XP_030378741.1|SLEB
OG0006309	LOC117590944|XP_034139878.1|DGUA	LOC115629155|XP_030381382.1|SLEB
OG0006310	LOC117585192|XP_034130430.1|DGUA	LOC115621394|XP_030370896.1|SLEB
OG0006311	LOC117581387|XP_034124419.1|DGUA	LOC115626991|XP_030378366.1|SLEB
OG0006312	LOC117581386|XP_034124418.1|DGUA	LOC115626680|XP_030377967.1|SLEB
OG0006313	LOC117591489|XP_034140668.1|DGUA	LOC115626756|XP_030378073.1|SLEB
OG0006314	LOC117588543|XP_034135814.1|DGUA	LOC115629277|XP_030381566.1|SLEB
OG0006315	LOC117582798|XP_034126715.1|DGUA	LOC115621084|XP_030370474.1|SLEB
OG0006316	LOC117580840|XP_034123471.1|DGUA	LOC115626736|XP_030378045.1|SLEB
OG0006317	LOC117580947|XP_034123622.1|DGUA	LOC115627551|XP_030379128.1|SLEB
OG0006318	LOC117590234|XP_034138595.1|DGUA	LOC115629151|XP_030381374.1|SLEB
OG0006319	LOC117578635|XP_034120132.1|DGUA	LOC115623476|XP_030373708.1|SLEB
OG0006320	LOC117580784|XP_034123370.1|DGUA	LOC115627911|XP_030379666.1|SLEB
OG0006321	LOC117590409|XP_034138898.1|DGUA	LOC115633423|XP_030386742.1|SLEB
OG0006322	LOC117590317|XP_034138698.1|DGUA	LOC115633408|XP_030386711.1|SLEB
OG0006323	LOC117588806|XP_034136213.1|DGUA	LOC115627410|XP_030378930.1|SLEB
OG0006324	LOC117581091|XP_034123868.1|DGUA	LOC115627105|XP_030378528.1|SLEB
OG0006325	LOC117589762|XP_034137840.1|DGUA	LOC115620548|XP_030369690.1|SLEB
OG0006326	LOC117591230|XP_034140295.1|DGUA	LOC115628681|XP_030380714.1|SLEB
OG0006327	LOC117582843|XP_034126788.1|DGUA	LOC115620894|XP_030370237.1|SLEB
OG0006328	LOC117585630|XP_034131096.1|DGUA	LOC115620956|XP_030370332.1|SLEB
OG0006329	LOC117581452|XP_034124553.1|DGUA	LOC115627505|XP_030379058.1|SLEB
OG0006330	LOC117583566|XP_034127826.1|DGUA	LOC115621913|XP_030371607.1|SLEB
OG0006331	LOC117581350|XP_034124373.1|DGUA	LOC115633286|XP_030386555.1|SLEB
OG0006332	LOC117581457|XP_034124560.1|DGUA	LOC115628851|XP_030380961.1|SLEB
OG0006333	LOC117588518|XP_034135739.1|DGUA	LOC115627068|XP_030378475.1|SLEB
OG0006334	LOC117581187|XP_034124027.1|DGUA	LOC115628965|XP_030381101.1|SLEB
OG0006335	LOC117583415|XP_034127597.1|DGUA	LOC115620330|XP_030369386.1|SLEB
OG0006336	LOC117590959|XP_034139902.1|DGUA	LOC115627224|XP_030378706.1|SLEB
OG0006337	LOC117588647|XP_034135971.1|DGUA	LOC115627920|XP_030379675.1|SLEB
OG0006338	LOC117590093|XP_034138326.1|DGUA	LOC115620576|XP_030369737.1|SLEB
OG0006339	LOC117588446|XP_034135620.1|DGUA	LOC115627110|XP_030378533.1|SLEB
OG0006340	LOC117581609|XP_034124862.1|DGUA	LOC115627079|XP_030378487.1|SLEB
OG0006341	LOC117580783|XP_034123369.1|DGUA	LOC115627814|XP_030379505.1|SLEB
OG0006342	LOC117581070|XP_034123836.1|DGUA	LOC115628030|XP_030379831.1|SLEB
OG0006343	LOC117580863|XP_034123503.1|DGUA	LOC115627964|XP_030379718.1|SLEB
OG0006344	LOC117580911|XP_034123564.1|DGUA	LOC115627262|XP_030378750.1|SLEB
OG0006345	LOC117583650|XP_034127995.1|DGUA	LOC115621627|XP_030371184.1|SLEB
OG0006346	LOC117582959|XP_034126961.1|DGUA	LOC115620687|XP_030369915.1|SLEB
OG0006347	LOC117585264|XP_034130570.1|DGUA	LOC115625085|XP_030375836.1|SLEB
OG0006348	LOC117590279|XP_034138654.1|DGUA	LOC115633216|XP_030386461.1|SLEB
OG0006349	LOC117591481|XP_034140657.1|DGUA	LOC115628662|XP_030380690.1|SLEB
OG0006350	LOC117585498|XP_034130888.1|DGUA	LOC115620208|XP_030369204.1|SLEB
OG0006351	LOC117580681|XP_034123191.1|DGUA	LOC115629584|XP_030381937.1|SLEB
OG0006352	LOC117591800|XP_034141000.1|DGUA	LOC115633294|XP_030386566.1|SLEB
OG0006353	LOC117591455|XP_034140615.1|DGUA	LOC115621454|XP_030370969.1|SLEB
OG0006354	LOC117585642|XP_034131118.1|DGUA	LOC115620895|XP_030370239.1|SLEB
OG0006355	LOC117581067|XP_034123833.1|DGUA	LOC115629113|XP_030381302.1|SLEB
OG0006356	LOC117591176|XP_034140192.1|DGUA	LOC115626815|XP_030378151.1|SLEB
OG0006357	LOC117581160|XP_034123985.1|DGUA	LOC115627450|XP_030378975.1|SLEB
OG0006358	LOC117580168|XP_034122381.1|DGUA	LOC115628314|XP_030380228.1|SLEB
OG0006359	LOC117589930|XP_034138105.1|DGUA	LOC115620415|XP_030369498.1|SLEB
OG0006360	LOC117588622|XP_034135927.1|DGUA	LOC115629364|XP_030381679.1|SLEB
OG0006361	LOC117586581|XP_034132640.1|DGUA	LOC115623990|XP_030374421.1|SLEB
OG0006362	LOC117581383|XP_034124412.1|DGUA	LOC115628847|XP_030380953.1|SLEB
OG0006363	LOC117588297|XP_034135369.1|DGUA	LOC115633235|XP_030386489.1|SLEB
OG0006364	LOC117584720|XP_034129664.1|DGUA	LOC115631385|XP_030383967.1|SLEB
OG0006365	LOC117588616|XP_034135917.1|DGUA	LOC115627548|XP_030379124.1|SLEB
OG0006366	LOC117588315|XP_034135399.1|DGUA	LOC115627581|XP_030379164.1|SLEB
OG0006367	LOC117588598|XP_034135893.1|DGUA	LOC115627673|XP_030379275.1|SLEB
OG0006368	LOC117583271|XP_034127388.1|DGUA	LOC115621764|XP_030371357.1|SLEB
OG0006369	LOC117582987|XP_034127027.1|DGUA	LOC115621826|XP_030371482.1|SLEB
OG0006370	LOC117588727|XP_034136088.1|DGUA	LOC115629594|XP_030381945.1|SLEB
OG0006371	LOC117583367|XP_034127539.1|DGUA	LOC115621444|XP_030370958.1|SLEB
OG0006372	LOC117583721|XP_034128121.1|DGUA	LOC115621562|XP_030371102.1|SLEB
OG0006373	LOC117581159|XP_034123983.1|DGUA	LOC115628716|XP_030380770.1|SLEB
OG0006374	LOC117590517|XP_034139118.1|DGUA	LOC115626847|XP_030378205.1|SLEB
OG0006375	LOC117581636|XP_034124895.1|DGUA	LOC115628834|XP_030380933.1|SLEB
OG0006376	LOC117581474|XP_034124602.1|DGUA	LOC115627709|XP_030379317.1|SLEB
OG0006377	LOC117581254|XP_034124150.1|DGUA	LOC115627512|XP_030379066.1|SLEB
OG0006378	LOC117585841|XP_034131474.1|DGUA	LOC115621167|XP_030370589.1|SLEB
OG0006379	LOC117581017|XP_034123733.1|DGUA	LOC115627003|XP_030378379.1|SLEB
OG0006380	LOC117591008|XP_034139984.1|DGUA	LOC115633261|XP_030386526.1|SLEB
OG0006381	LOC117590338|XP_034138727.1|DGUA	LOC115629640|XP_030382002.1|SLEB
OG0006382	LOC117591056|XP_034140047.1|DGUA	LOC115629257|XP_030381538.1|SLEB
OG0006383	LOC117580697|XP_034123213.1|DGUA	LOC115627492|XP_030379039.1|SLEB
OG0006384	LOC117581213|XP_034124081.1|DGUA	LOC115627517|XP_030379071.1|SLEB
OG0006385	LOC117585628|XP_034131085.1|DGUA	LOC115621894|XP_030371583.1|SLEB
OG0006386	LOC117584304|XP_034129021.1|DGUA	LOC115626146|XP_030377270.1|SLEB
OG0006387	LOC117583453|XP_034127644.1|DGUA	LOC115621234|XP_030370684.1|SLEB
OG0006388	LOC117581183|XP_034124017.1|DGUA	LOC115628932|XP_030381065.1|SLEB
OG0006389	LOC117580847|XP_034123484.1|DGUA	LOC115628907|XP_030381026.1|SLEB
OG0006390	LOC117586088|XP_034131834.1|DGUA	LOC115623852|XP_030374256.1|SLEB
OG0006391	LOC117589512|XP_034137389.1|DGUA	LOC115620849|XP_030370153.1|SLEB
OG0006392	LOC117591152|XP_034140155.1|DGUA	LOC115626683|XP_030377970.1|SLEB
OG0006393	LOC117584377|XP_034129111.1|DGUA	LOC115631146|XP_030383677.1|SLEB
OG0006394	LOC117582827|XP_034126770.1|DGUA	LOC115621960|XP_030371668.1|SLEB
OG0006395	LOC117583280|XP_034127403.1|DGUA	LOC115621115|XP_030370519.1|SLEB
OG0006396	LOC117588761|XP_034136133.1|DGUA	LOC115627363|XP_030378873.1|SLEB
OG0006397	LOC117580971|XP_034123654.1|DGUA	LOC115628813|XP_030380898.1|SLEB
OG0006398	LOC117590996|XP_034139967.1|DGUA	LOC115633211|XP_030386458.1|SLEB
OG0006399	LOC117581390|XP_034124424.1|DGUA	LOC115627495|XP_030379042.1|SLEB
OG0006400	LOC117581381|XP_034124410.1|DGUA	LOC115627494|XP_030379041.1|SLEB
OG0006401	LOC117579388|XP_034121149.1|DGUA	LOC115628163|XP_030380037.1|SLEB
OG0006402	LOC117585122|XP_034130335.1|DGUA	LOC115624087|XP_030374537.1|SLEB
OG0006403	LOC117585101|XP_034130271.1|DGUA	LOC115623864|XP_030374269.1|SLEB
OG0006404	LOC117590201|XP_034138541.1|DGUA	LOC115624101|XP_030374551.1|SLEB
OG0006405	LOC117579303|XP_034121002.1|DGUA	LOC115623795|XP_030374195.1|SLEB
OG0006406	LOC117589716|XP_034137772.1|DGUA	LOC115620629|XP_030369819.1|SLEB
OG0006407	LOC117590459|XP_034138986.1|DGUA	LOC115627252|XP_030378739.1|SLEB
OG0006408	LOC117581607|XP_034124859.1|DGUA	LOC115627087|XP_030378497.1|SLEB
OG0006409	LOC117590539|XP_034139157.1|DGUA	LOC115629733|XP_030382126.1|SLEB
OG0006410	LOC117591494|XP_034140676.1|DGUA	LOC115627153|XP_030378592.1|SLEB
OG0006411	LOC117581337|XP_034124351.1|DGUA	LOC115633269|XP_030386538.1|SLEB
OG0006412	LOC117583282|XP_034127406.1|DGUA	LOC115620231|XP_030369233.1|SLEB
OG0006413	LOC117582773|XP_034126629.1|DGUA	LOC115621803|XP_030371444.1|SLEB
OG0006414	LOC117583525|XP_034127763.1|DGUA	LOC115620816|XP_030370103.1|SLEB
OG0006415	LOC117581277|XP_034124185.1|DGUA	LOC115629551|XP_030381895.1|SLEB
OG0006416	LOC117580964|XP_034123643.1|DGUA	LOC115629660|XP_030382034.1|SLEB
OG0006417	LOC117584582|XP_034129449.1|DGUA	LOC115625781|XP_030376812.1|SLEB
OG0006418	LOC117581075|XP_034123848.1|DGUA	LOC115626714|XP_030378015.1|SLEB
OG0006419	LOC117583552|XP_034127803.1|DGUA	LOC115621385|XP_030370876.1|SLEB
OG0006420	LOC117585280|XP_034130593.1|DGUA	LOC115621797|XP_030371435.1|SLEB
OG0006421	LOC117587624|XP_034134373.1|DGUA	LOC115629030|XP_030381189.1|SLEB
OG0006422	LOC117588010|XP_034134927.1|DGUA	LOC115628987|XP_030381127.1|SLEB
OG0006423	LOC117589872|XP_034138034.1|DGUA	LOC115621863|XP_030371544.1|SLEB
OG0006424	LOC117589875|XP_034138037.1|DGUA	LOC115620671|XP_030369891.1|SLEB
OG0006425	LOC117589696|XP_034137747.1|DGUA	LOC115620905|XP_030370255.1|SLEB
OG0006426	LOC117589694|XP_034137745.1|DGUA	LOC115621280|XP_030370742.1|SLEB
OG0006427	LOC117583267|XP_034127384.1|DGUA	LOC115620655|XP_030369865.1|SLEB
OG0006428	LOC117589644|XP_034137662.1|DGUA	LOC115621885|XP_030371573.1|SLEB
OG0006429	LOC117584898|XP_034129922.1|DGUA	LOC115620218|XP_030369217.1|SLEB
OG0006430	LOC117580013|XP_034122109.1|DGUA	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC117582742|XP_034126573.1|DGUA	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC117589962|XP_034138153.1|DGUA	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC117585007|XP_034130137.1|DGUA	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC117584739|XP_034129703.1|DGUA	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC117583360|XP_034127520.1|DGUA	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC117590306|XP_034138684.1|DGUA	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC117588519|XP_034135743.1|DGUA	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC117582641|XP_034126414.1|DGUA	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC117583170|XP_034127257.1|DGUA	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC117583171|XP_034127258.1|DGUA	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC117582738|XP_034126563.1|DGUA	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC117583341|XP_034127494.1|DGUA	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC117586585|XP_034132644.1|DGUA	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC117582865|XP_034126826.1|DGUA	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC117581225|XP_034124095.1|DGUA	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC117585374|XP_034130712.1|DGUA	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC117585669|XP_034131157.1|DGUA	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC117585658|XP_034131139.1|DGUA	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC117585439|XP_034130805.1|DGUA	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC117581892|XP_034125251.1|DGUA	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC117588503|XP_034135713.1|DGUA	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC117585547|XP_034130959.1|DGUA	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC117588977|XP_034136457.1|DGUA	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC117590741|XP_034139541.1|DGUA	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC117590194|XP_034138515.1|DGUA	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC117590097|XP_034138332.1|DGUA	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC117589936|XP_034138110.1|DGUA	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC117583463|XP_034127660.1|DGUA	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC117585587|XP_034131015.1|DGUA	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC117589928|XP_034138102.1|DGUA	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC117583430|XP_034127620.1|DGUA	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC117582760|XP_034126614.1|DGUA	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC117580193|XP_034122445.1|DGUA	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC117581132|XP_034123950.1|DGUA	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC117588737|XP_034136103.1|DGUA	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC117583043|XP_034127095.1|DGUA	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC117585157|XP_034130381.1|DGUA	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC117591407|XP_034140550.1|DGUA	LOC115629557|XP_030381908.1|SLEB
OG0006470	LOC117587409|XP_034133958.1|DGUA	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC117585150|XP_034130372.1|DGUA	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC117585146|XP_034130367.1|DGUA	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC117589357|XP_034137134.1|DGUA	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC117590067|XP_034138292.1|DGUA	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC117582748|XP_034126579.1|DGUA	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC117581216|XP_034124085.1|DGUA	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC117580814|XP_034123422.1|DGUA	LOC115628764|XP_030380840.1|SLEB
OG0006478	LOC117585796|XP_034131389.1|DGUA	LOC115621782|XP_030371399.1|SLEB
OG0006479	LOC117585788|XP_034131370.1|DGUA	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC117581314|XP_034124269.1|DGUA	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC117582181|XP_034125676.1|DGUA	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC117582700|XP_034126495.1|DGUA	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC117582893|XP_034126876.1|DGUA	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC117582889|XP_034126867.1|DGUA	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC117585318|XP_034130641.1|DGUA	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC117586060|XP_034131797.1|DGUA	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC117589746|XP_034137818.1|DGUA	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC117589294|XP_034136977.1|DGUA	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC117589935|XP_034138109.1|DGUA	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC117585096|XP_034130257.1|DGUA	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC117582038|XP_034125471.1|DGUA	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC117585198|XP_034130467.1|DGUA	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC117580634|XP_034123113.1|DGUA	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC117580705|XP_034123248.1|DGUA	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC117588465|XP_034135645.1|DGUA	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC117585144|XP_034130365.1|DGUA	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC117589824|XP_034137947.1|DGUA	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC117589759|XP_034137837.1|DGUA	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC117583829|XP_034128308.1|DGUA	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC117584799|XP_034129809.1|DGUA	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC117591456|XP_034140617.1|DGUA	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC117591464|XP_034140639.1|DGUA	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC117591466|XP_034140642.1|DGUA	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC117591465|XP_034140640.1|DGUA	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC117585830|XP_034131457.1|DGUA	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC117579685|XP_034121563.1|DGUA	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC117590051|XP_034138262.1|DGUA	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC117590054|XP_034138265.1|DGUA	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC117580902|XP_034123553.1|DGUA	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC117589853|XP_034138005.1|DGUA	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC117589805|XP_034137908.1|DGUA	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC117589669|XP_034137701.1|DGUA	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC117589810|XP_034137919.1|DGUA	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC117582956|XP_034126956.1|DGUA	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC117585710|XP_034131238.1|DGUA	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC117582931|XP_034126922.1|DGUA	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC117583826|XP_034128305.1|DGUA	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC117583605|XP_034127901.1|DGUA	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC117583828|XP_034128307.1|DGUA	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC117583625|XP_034127965.1|DGUA	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC117589751|XP_034137823.1|DGUA	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC117583620|XP_034127956.1|DGUA	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC117583819|XP_034128296.1|DGUA	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC117583906|XP_034128474.1|DGUA	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC117591349|XP_034140466.1|DGUA, LOC117591346|XP_034140462.1|DGUA, LOC117591582|XP_034140792.1|DGUA	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC117583132|XP_034127213.1|DGUA	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC117583093|XP_034127163.1|DGUA	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC117583004|XP_034127046.1|DGUA	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC117583079|XP_034127146.1|DGUA	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC117583130|XP_034127212.1|DGUA	LOC115621979|XP_030371691.1|SLEB
