Orthogroup	DGUA.longest_only	DSER.longest_only
OG0006333	LOC117588518|XP_034135739.1|DGUA	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC117581187|XP_034124027.1|DGUA	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC117583415|XP_034127597.1|DGUA	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC117590959|XP_034139902.1|DGUA	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC117588647|XP_034135971.1|DGUA	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC117590093|XP_034138326.1|DGUA	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC117588446|XP_034135620.1|DGUA	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC117581609|XP_034124862.1|DGUA	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC117580783|XP_034123369.1|DGUA	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC117581070|XP_034123836.1|DGUA	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC117580863|XP_034123503.1|DGUA	LOC110176094|XP_020797993.1|DSER
OG0006344	LOC117580911|XP_034123564.1|DGUA	LOC110180638|XP_020803990.1|DSER
OG0006345	LOC117583650|XP_034127995.1|DGUA	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC117582959|XP_034126961.1|DGUA	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC117585264|XP_034130570.1|DGUA	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC117590279|XP_034138654.1|DGUA	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC117591481|XP_034140657.1|DGUA	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC117585498|XP_034130888.1|DGUA	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC117580681|XP_034123191.1|DGUA	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC117591800|XP_034141000.1|DGUA	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC117591455|XP_034140615.1|DGUA	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC117585642|XP_034131118.1|DGUA	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC117581067|XP_034123833.1|DGUA	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC117591176|XP_034140192.1|DGUA	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC117581160|XP_034123985.1|DGUA	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC117580168|XP_034122381.1|DGUA	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC117589930|XP_034138105.1|DGUA	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC117588622|XP_034135927.1|DGUA	LOC110181918|XP_020805513.1|DSER
OG0006361	LOC117586581|XP_034132640.1|DGUA	LOC110191772|XP_020818376.1|DSER
OG0006362	LOC117581383|XP_034124412.1|DGUA	LOC110179512|XP_020802748.1|DSER
OG0006363	LOC117588297|XP_034135369.1|DGUA	LOC110181776|XP_020805313.1|DSER
OG0006364	LOC117584720|XP_034129664.1|DGUA	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC117588616|XP_034135917.1|DGUA	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC117588315|XP_034135399.1|DGUA	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC117588598|XP_034135893.1|DGUA	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC117583271|XP_034127388.1|DGUA	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC117582987|XP_034127027.1|DGUA	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC117588727|XP_034136088.1|DGUA	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC117583367|XP_034127539.1|DGUA	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC117583721|XP_034128121.1|DGUA	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC117581159|XP_034123983.1|DGUA	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC117590517|XP_034139118.1|DGUA	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC117581636|XP_034124895.1|DGUA	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC117581474|XP_034124602.1|DGUA	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC117581254|XP_034124150.1|DGUA	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC117585841|XP_034131474.1|DGUA	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC117581017|XP_034123733.1|DGUA	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC117591008|XP_034139984.1|DGUA	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC117590338|XP_034138727.1|DGUA	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC117591056|XP_034140047.1|DGUA	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC117580697|XP_034123213.1|DGUA	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC117581213|XP_034124081.1|DGUA	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC117585628|XP_034131085.1|DGUA	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC117584304|XP_034129021.1|DGUA	LOC110186034|XP_020810730.1|DSER
OG0006387	LOC117583453|XP_034127644.1|DGUA	LOC110186393|XP_020811214.1|DSER
OG0006388	LOC117581183|XP_034124017.1|DGUA	LOC110180471|XP_020803807.1|DSER
OG0006389	LOC117580847|XP_034123484.1|DGUA	LOC110180470|XP_020803806.1|DSER
OG0006390	LOC117586088|XP_034131834.1|DGUA	LOC110187770|XP_020812893.1|DSER
OG0006391	LOC117589512|XP_034137389.1|DGUA	LOC110184699|XP_020808974.1|DSER
OG0006392	LOC117591152|XP_034140155.1|DGUA	LOC110182567|XP_020806275.1|DSER
OG0006393	LOC117584377|XP_034129111.1|DGUA	LOC110181210|XP_020804551.1|DSER
OG0006394	LOC117582827|XP_034126770.1|DGUA	LOC110187759|XP_020812882.1|DSER
OG0006395	LOC117583280|XP_034127403.1|DGUA	LOC110186611|XP_020811502.1|DSER
OG0006396	LOC117588761|XP_034136133.1|DGUA	LOC110180141|XP_020803446.1|DSER
OG0006397	LOC117580971|XP_034123654.1|DGUA	LOC110184604|XP_020808855.1|DSER
OG0006398	LOC117590996|XP_034139967.1|DGUA	LOC110182097|XP_020805740.1|DSER
OG0006399	LOC117581390|XP_034124424.1|DGUA	LOC110184271|XP_020808395.1|DSER
OG0006400	LOC117581381|XP_034124410.1|DGUA	LOC110184269|XP_020808393.1|DSER
OG0006401	LOC117579388|XP_034121149.1|DGUA	LOC110185260|XP_020809658.1|DSER
OG0006402	LOC117585122|XP_034130335.1|DGUA	LOC110190952|XP_020817292.1|DSER
OG0006403	LOC117585101|XP_034130271.1|DGUA	LOC110191306|XP_020817775.1|DSER
OG0006404	LOC117590201|XP_034138541.1|DGUA	LOC110186950|XP_020811944.1|DSER
OG0006405	LOC117579303|XP_034121002.1|DGUA	LOC110191240|XP_020817677.1|DSER
OG0006406	LOC117589716|XP_034137772.1|DGUA	LOC110177460|XP_020799857.1|DSER
OG0006407	LOC117590459|XP_034138986.1|DGUA	LOC110184344|XP_020808498.1|DSER
OG0006408	LOC117581607|XP_034124859.1|DGUA	LOC110184165|XP_020808235.1|DSER
OG0006409	LOC117590539|XP_034139157.1|DGUA	LOC110184226|XP_020808344.1|DSER
OG0006410	LOC117591494|XP_034140676.1|DGUA	LOC110181514|XP_020804947.1|DSER
OG0006411	LOC117581337|XP_034124351.1|DGUA	LOC110179678|XP_020802949.1|DSER
OG0006412	LOC117583282|XP_034127406.1|DGUA	LOC110186785|XP_020811719.1|DSER
OG0006413	LOC117582773|XP_034126629.1|DGUA	LOC110186411|XP_020811241.1|DSER
OG0006414	LOC117583525|XP_034127763.1|DGUA	LOC110188356|XP_020813723.1|DSER
OG0006415	LOC117581277|XP_034124185.1|DGUA	LOC110182215|XP_020805900.1|DSER
OG0006416	LOC117580964|XP_034123643.1|DGUA	LOC110183497|XP_020807439.1|DSER
OG0006417	LOC117584582|XP_034129449.1|DGUA	LOC110185811|XP_020810474.1|DSER
OG0006418	LOC117581075|XP_034123848.1|DGUA	LOC110179108|XP_020802157.1|DSER
OG0006419	LOC117583552|XP_034127803.1|DGUA	LOC110191391|XP_020817905.1|DSER
OG0006420	LOC117585280|XP_034130593.1|DGUA	LOC110186397|XP_020811222.1|DSER
OG0006421	LOC117587624|XP_034134373.1|DGUA	LOC110182709|XP_020806466.1|DSER
OG0006422	LOC117588010|XP_034134927.1|DGUA	LOC110183121|XP_020806971.1|DSER
OG0006423	LOC117589872|XP_034138034.1|DGUA	LOC110188334|XP_020813701.1|DSER
OG0006424	LOC117589875|XP_034138037.1|DGUA	LOC110188336|XP_020813703.1|DSER
OG0006425	LOC117589696|XP_034137747.1|DGUA	LOC110187961|XP_020813139.1|DSER
OG0006426	LOC117589694|XP_034137745.1|DGUA	LOC110187960|XP_020813138.1|DSER
OG0006427	LOC117583267|XP_034127384.1|DGUA	LOC110177393|XP_020799755.1|DSER
OG0006428	LOC117589644|XP_034137662.1|DGUA	LOC110177175|XP_020799422.1|DSER
OG0006429	LOC117584898|XP_034129922.1|DGUA	LOC110191307|XP_020817776.1|DSER
OG0006430	LOC117580013|XP_034122109.1|DGUA	LOC110184671|XP_020808937.1|DSER
OG0006431	LOC117582742|XP_034126573.1|DGUA	LOC110176410|XP_020798408.1|DSER
OG0006432	LOC117589962|XP_034138153.1|DGUA	LOC110188263|XP_020813608.1|DSER
OG0006433	LOC117585007|XP_034130137.1|DGUA	LOC110188064|XP_020813273.1|DSER
OG0006434	LOC117584739|XP_034129703.1|DGUA	LOC110183386|XP_020807311.1|DSER
OG0006435	LOC117583360|XP_034127520.1|DGUA	LOC110177285|XP_020799594.1|DSER
OG0006436	LOC117590306|XP_034138684.1|DGUA	LOC110181488|XP_020804908.1|DSER
OG0006437	LOC117588519|XP_034135743.1|DGUA	LOC110184197|XP_020808287.1|DSER
OG0006438	LOC117582641|XP_034126414.1|DGUA	LOC110187556|XP_020812604.1|DSER
OG0006439	LOC117583170|XP_034127257.1|DGUA	LOC110190433|XP_020816578.1|DSER
OG0006440	LOC117583171|XP_034127258.1|DGUA	LOC110191417|XP_020817934.1|DSER
OG0006441	LOC117582738|XP_034126563.1|DGUA	LOC110191393|XP_020817910.1|DSER
OG0006442	LOC117583341|XP_034127494.1|DGUA	LOC110189685|XP_020815514.1|DSER
OG0006443	LOC117586585|XP_034132644.1|DGUA	LOC110191807|XP_020818418.1|DSER
OG0006444	LOC117582865|XP_034126826.1|DGUA	LOC110186174|XP_020810886.1|DSER
OG0006445	LOC117581225|XP_034124095.1|DGUA	LOC110182502|XP_020806209.1|DSER
OG0006446	LOC117585374|XP_034130712.1|DGUA	LOC110189039|XP_020814667.1|DSER
OG0006447	LOC117585669|XP_034131157.1|DGUA	LOC110190875|XP_020817191.1|DSER
OG0006448	LOC117585658|XP_034131139.1|DGUA	LOC110189720|XP_020815573.1|DSER
OG0006449	LOC117585439|XP_034130805.1|DGUA	LOC110189468|XP_020815209.1|DSER
OG0006450	LOC117581892|XP_034125251.1|DGUA	LOC110187209|XP_020812268.1|DSER
OG0006451	LOC117588503|XP_034135713.1|DGUA	LOC110184367|XP_020808520.1|DSER
OG0006452	LOC117585547|XP_034130959.1|DGUA	LOC110190859|XP_020817168.1|DSER
OG0006453	LOC117588977|XP_034136457.1|DGUA	LOC110185217|XP_020809605.1|DSER
OG0006454	LOC117590741|XP_034139541.1|DGUA	LOC110179485|XP_020802718.1|DSER
OG0006455	LOC117590194|XP_034138515.1|DGUA	LOC110187895|XP_020813042.1|DSER
OG0006456	LOC117590097|XP_034138332.1|DGUA	LOC110187661|XP_020812739.1|DSER
OG0006457	LOC117589936|XP_034138110.1|DGUA	LOC110184298|XP_020808449.1|DSER
OG0006458	LOC117584244|XP_034128932.1|DGUA	LOC110183326|XP_020807233.1|DSER
OG0006459	LOC117583463|XP_034127660.1|DGUA	LOC110188215|XP_020813513.1|DSER
OG0006460	LOC117585587|XP_034131015.1|DGUA	LOC110191067|XP_020817458.1|DSER
OG0006461	LOC117589928|XP_034138102.1|DGUA	LOC110188187|XP_020813422.1|DSER
OG0006462	LOC117583430|XP_034127620.1|DGUA	LOC110185448|XP_020809940.1|DSER
OG0006463	LOC117582760|XP_034126614.1|DGUA	LOC110191867|XP_020818506.1|DSER
OG0006464	LOC117580193|XP_034122445.1|DGUA	LOC110184634|XP_020808890.1|DSER
OG0006465	LOC117581132|XP_034123950.1|DGUA	LOC110180441|XP_020803770.1|DSER
OG0006466	LOC117588737|XP_034136103.1|DGUA	LOC110182583|XP_020806288.1|DSER
OG0006467	LOC117583043|XP_034127095.1|DGUA	LOC110186376|XP_020811187.1|DSER
OG0006468	LOC117585157|XP_034130381.1|DGUA	LOC110190918|XP_020817238.1|DSER
OG0006469	LOC117591407|XP_034140550.1|DGUA	LOC110180097|XP_020803379.1|DSER
OG0006470	LOC117587409|XP_034133958.1|DGUA	LOC110190666|XP_020816925.1|DSER
OG0006471	LOC117585150|XP_034130372.1|DGUA	LOC110191070|XP_020817461.1|DSER
OG0006472	LOC117585146|XP_034130367.1|DGUA	LOC110191069|XP_020817460.1|DSER
OG0006473	LOC117589357|XP_034137134.1|DGUA	LOC110190610|XP_020816862.1|DSER
OG0006474	LOC117590067|XP_034138292.1|DGUA	LOC110176847|XP_020798972.1|DSER
OG0006475	LOC117582748|XP_034126579.1|DGUA	LOC110176640|XP_020798726.1|DSER
OG0006476	LOC117581216|XP_034124085.1|DGUA	LOC110180433|XP_020803763.1|DSER
OG0006477	LOC117580814|XP_034123422.1|DGUA	LOC110184439|XP_020808637.1|DSER
OG0006478	LOC117585796|XP_034131389.1|DGUA	LOC110191183|XP_020817607.1|DSER
OG0006479	LOC117585788|XP_034131370.1|DGUA	LOC110191445|XP_020817968.1|DSER
OG0006480	LOC117581314|XP_034124269.1|DGUA	LOC110191579|XP_020818121.1|DSER
OG0006481	LOC117582181|XP_034125676.1|DGUA	LOC110183980|XP_020807995.1|DSER
OG0006482	LOC117582700|XP_034126495.1|DGUA	LOC110190870|XP_020817182.1|DSER
OG0006483	LOC117582893|XP_034126876.1|DGUA	LOC110187830|XP_020812967.1|DSER
OG0006484	LOC117582889|XP_034126867.1|DGUA	LOC110187726|XP_020812834.1|DSER
OG0006485	LOC117585318|XP_034130641.1|DGUA	LOC110186441|XP_020811284.1|DSER
OG0006486	LOC117586060|XP_034131797.1|DGUA	LOC110176464|XP_020798480.1|DSER
OG0006487	LOC117589746|XP_034137818.1|DGUA	LOC110187704|XP_020812797.1|DSER
OG0006488	LOC117589294|XP_034136977.1|DGUA	LOC110183648|XP_020807631.1|DSER
OG0006489	LOC117589935|XP_034138109.1|DGUA	LOC110186542|XP_020811408.1|DSER
OG0006490	LOC117585096|XP_034130257.1|DGUA	LOC110190982|XP_020817349.1|DSER
OG0006491	LOC117582038|XP_034125471.1|DGUA	LOC110187534|XP_020812587.1|DSER
OG0006492	LOC117585198|XP_034130467.1|DGUA	LOC110191112|XP_020817516.1|DSER
OG0006493	LOC117580634|XP_034123113.1|DGUA	LOC110184433|XP_020808628.1|DSER
OG0006494	LOC117580705|XP_034123248.1|DGUA	LOC110187044|XP_020812075.1|DSER
OG0006495	LOC117588465|XP_034135645.1|DGUA	LOC110181894|XP_020805485.1|DSER
OG0006496	LOC117585144|XP_034130365.1|DGUA	LOC110191130|XP_020817542.1|DSER
OG0006497	LOC117589824|XP_034137947.1|DGUA	LOC110187911|XP_020813073.1|DSER
OG0006498	LOC117589759|XP_034137837.1|DGUA	LOC110188125|XP_020813371.1|DSER
OG0006499	LOC117583829|XP_034128308.1|DGUA	LOC110191109|XP_020817512.1|DSER
OG0006500	LOC117584799|XP_034129809.1|DGUA	LOC110183397|XP_020807326.1|DSER
OG0006501	LOC117591456|XP_034140617.1|DGUA	LOC110186777|XP_020811707.1|DSER
OG0006502	LOC117591464|XP_034140639.1|DGUA	LOC110186600|XP_020811490.1|DSER
OG0006503	LOC117591466|XP_034140642.1|DGUA	LOC110186275|XP_020811047.1|DSER
OG0006504	LOC117591465|XP_034140640.1|DGUA	LOC110186594|XP_020811481.1|DSER
OG0006505	LOC117585830|XP_034131457.1|DGUA	LOC110189017|XP_020814637.1|DSER
OG0006506	LOC117579685|XP_034121563.1|DGUA	LOC110190209|XP_020816224.1|DSER
OG0006507	LOC117590051|XP_034138262.1|DGUA	LOC110188216|XP_020813514.1|DSER
OG0006508	LOC117590054|XP_034138265.1|DGUA	LOC110188442|XP_020813827.1|DSER
OG0006509	LOC117580902|XP_034123553.1|DGUA	LOC110179098|XP_020802142.1|DSER
OG0006510	LOC117589853|XP_034138005.1|DGUA	LOC110191439|XP_020817961.1|DSER
OG0006511	LOC117589805|XP_034137908.1|DGUA	LOC110187657|XP_020812735.1|DSER
OG0006512	LOC117589669|XP_034137701.1|DGUA	LOC110177221|XP_020799497.1|DSER
OG0006513	LOC117589810|XP_034137919.1|DGUA	LOC110188103|XP_020813325.1|DSER
OG0006514	LOC117582956|XP_034126956.1|DGUA	LOC110190573|XP_020816821.1|DSER
OG0006515	LOC117585710|XP_034131238.1|DGUA	LOC110188023|XP_020813221.1|DSER
OG0006516	LOC117582931|XP_034126922.1|DGUA	LOC110191373|XP_020817884.1|DSER
OG0006517	LOC117583826|XP_034128305.1|DGUA	LOC110190255|XP_020816283.1|DSER
OG0006518	LOC117583605|XP_034127901.1|DGUA	LOC110189081|XP_020814715.1|DSER
OG0006519	LOC117583828|XP_034128307.1|DGUA	LOC110190266|XP_020816295.1|DSER
OG0006520	LOC117583625|XP_034127965.1|DGUA	LOC110186988|XP_020812004.1|DSER
OG0006521	LOC117589751|XP_034137823.1|DGUA	LOC110186929|XP_020811914.1|DSER
OG0006522	LOC117583620|XP_034127956.1|DGUA	LOC110186406|XP_020811231.1|DSER
OG0006523	LOC117583819|XP_034128296.1|DGUA	LOC110191781|XP_020818387.1|DSER
OG0006524	LOC117583906|XP_034128474.1|DGUA	LOC110185593|XP_020810187.1|DSER
OG0006525	LOC117591349|XP_034140466.1|DGUA, LOC117591346|XP_034140462.1|DGUA, LOC117591582|XP_034140792.1|DGUA	LOC110181779|XP_020805317.1|DSER
OG0006526	LOC117583132|XP_034127213.1|DGUA	LOC110176657|XP_020798750.1|DSER
OG0006527	LOC117583093|XP_034127163.1|DGUA	LOC110176647|XP_020798734.1|DSER
OG0006528	LOC117583004|XP_034127046.1|DGUA	LOC110176586|XP_020798660.1|DSER
OG0006529	LOC117583079|XP_034127146.1|DGUA	LOC110176646|XP_020798733.1|DSER
OG0006530	LOC117583130|XP_034127212.1|DGUA	LOC110176624|XP_020798708.1|DSER
OG0006531	LOC117583135|XP_034127217.1|DGUA	LOC110176654|XP_020798747.1|DSER
OG0006532	LOC117583476|XP_034127676.1|DGUA	LOC110176593|XP_020798668.1|DSER
OG0006533	LOC117591900|XP_034141178.1|DGUA	LOC110177739|XP_020800254.1|DSER
OG0006534	LOC117583218|XP_034127328.1|DGUA	LOC110191874|XP_020818516.1|DSER
OG0006535	LOC117585597|XP_034131032.1|DGUA	LOC110191425|XP_020817943.1|DSER
OG0006536	LOC117583740|XP_034128147.1|DGUA	LOC110189561|XP_020815354.1|DSER
OG0006537	LOC117583561|XP_034127820.1|DGUA	LOC110186699|XP_020811631.1|DSER
OG0006538	LOC117582815|XP_034126741.1|DGUA	LOC110177457|XP_020799850.1|DSER
OG0006539	LOC117583844|XP_034128352.1|DGUA	LOC110186826|XP_020811772.1|DSER
OG0006540	LOC117585396|XP_034130751.1|DGUA	LOC110190956|XP_020817300.1|DSER
OG0006541	LOC117583090|XP_034127159.1|DGUA	LOC110186945|XP_020811938.1|DSER
OG0006542	LOC117583092|XP_034127161.1|DGUA	LOC110186946|XP_020811939.1|DSER
OG0006543	LOC117583699|XP_034128071.1|DGUA	LOC110186396|XP_020811218.1|DSER
OG0006544	LOC117585098|XP_034130263.1|DGUA	LOC110190158|XP_020816156.1|DSER
OG0006545	LOC117580764|XP_034123349.1|DGUA	LOC110179669|XP_020802939.1|DSER
OG0006546	LOC117585849|XP_034131484.1|DGUA	LOC110191319|XP_020817800.1|DSER
OG0006547	LOC117583438|XP_034127627.1|DGUA	LOC110191160|XP_020817577.1|DSER
OG0006548	LOC117589604|XP_034137570.1|DGUA	LOC110184281|XP_020808425.1|DSER
OG0006549	LOC117586726|XP_034132913.1|DGUA	LOC110177356|XP_020799707.1|DSER
OG0006550	LOC117583707|XP_034128085.1|DGUA	LOC110186908|XP_020811887.1|DSER
OG0006551	LOC117581261|XP_034124160.1|DGUA	LOC110181858|XP_020805436.1|DSER
OG0006552	LOC117581002|XP_034123699.1|DGUA	LOC110181738|XP_020805257.1|DSER
OG0006553	LOC117583038|XP_034127090.1|DGUA	LOC110186891|XP_020811849.1|DSER
OG0006554	LOC117589636|XP_034137622.1|DGUA	LOC110188736|XP_020814227.1|DSER
OG0006555	LOC117590030|XP_034138217.1|DGUA	LOC110188071|XP_020813281.1|DSER
OG0006556	LOC117583351|XP_034127512.1|DGUA	LOC110191290|XP_020817758.1|DSER
OG0006557	LOC117581790|XP_034125111.1|DGUA	LOC110186526|XP_020811383.1|DSER
OG0006558	LOC117583054|XP_034127106.1|DGUA	LOC110189888|XP_020815801.1|DSER
OG0006559	LOC117589508|XP_034137380.1|DGUA	LOC110188439|XP_020813825.1|DSER
OG0006560	LOC117583010|XP_034127051.1|DGUA	LOC110176450|XP_020798460.1|DSER
OG0006561	LOC117583151|XP_034127233.1|DGUA	LOC110176522|XP_020798558.1|DSER
OG0006562	LOC117583231|XP_034127341.1|DGUA	LOC110187000|XP_020812019.1|DSER
OG0006563	LOC117583025|XP_034127068.1|DGUA	LOC110191275|XP_020817729.1|DSER
OG0006564	LOC117583024|XP_034127066.1|DGUA	LOC110191131|XP_020817543.1|DSER
OG0006565	LOC117583156|XP_034127241.1|DGUA	LOC110191415|XP_020817932.1|DSER
OG0006566	LOC117583832|XP_034128316.1|DGUA	LOC110176444|XP_020798452.1|DSER
OG0006567	LOC117582783|XP_034126647.1|DGUA	LOC110190881|XP_020817196.1|DSER
OG0006568	LOC117582781|XP_034126645.1|DGUA	LOC110190880|XP_020817195.1|DSER
OG0006569	LOC117580426|XP_034122871.1|DGUA	LOC110190528|XP_020816733.1|DSER
OG0006570	LOC117586545|XP_034132597.1|DGUA	LOC110177139|XP_020799372.1|DSER
OG0006571	LOC117583329|XP_034127481.1|DGUA	LOC110188269|XP_020813617.1|DSER
OG0006572	LOC117585490|XP_034130876.1|DGUA	LOC110189027|XP_020814649.1|DSER
OG0006573	LOC117586259|XP_034132092.1|DGUA	LOC110191757|XP_020818355.1|DSER
OG0006574	LOC117589849|XP_034137996.1|DGUA	LOC110190939|XP_020817265.1|DSER
OG0006575	LOC117585570|XP_034130994.1|DGUA	LOC110186541|XP_020811404.1|DSER
OG0006576	LOC117583645|XP_034127989.1|DGUA	LOC110187816|XP_020812953.1|DSER
OG0006577	LOC117585317|XP_034130640.1|DGUA	LOC110186440|XP_020811283.1|DSER
OG0006578	LOC117583642|XP_034127981.1|DGUA	LOC110187815|XP_020812952.1|DSER
OG0006579	LOC117588089|XP_034135050.1|DGUA	LOC110183875|XP_020807887.1|DSER
OG0006580	LOC117589845|XP_034137992.1|DGUA	LOC110187843|XP_020812984.1|DSER
OG0006581	LOC117586542|XP_034132592.1|DGUA	LOC110188500|XP_020813890.1|DSER
OG0006582	LOC117586621|XP_034132718.1|DGUA	LOC110187639|XP_020812705.1|DSER
OG0006583	LOC117583508|XP_034127741.1|DGUA	LOC110187796|XP_020812929.1|DSER
OG0006584	LOC117581863|XP_034125216.1|DGUA	LOC110176987|XP_020799155.1|DSER
OG0006585	LOC117584567|XP_034129425.1|DGUA	LOC110184982|XP_020809293.1|DSER
OG0006586	LOC117583635|XP_034127975.1|DGUA	LOC110176531|XP_020798570.1|DSER
OG0006587	LOC117583624|XP_034127963.1|DGUA	LOC110176527|XP_020798563.1|DSER
OG0006588	LOC117585236|XP_034130527.1|DGUA	LOC110191430|XP_020817947.1|DSER
OG0006589	LOC117586146|XP_034131930.1|DGUA	LOC110177133|XP_020799362.1|DSER
OG0006590	LOC117586293|XP_034132139.1|DGUA	LOC110191755|XP_020818353.1|DSER
OG0006591	LOC117587301|XP_034133785.1|DGUA	LOC110190007|XP_020815964.1|DSER
OG0006592	LOC117583185|XP_034127277.1|DGUA	LOC110188451|XP_020813839.1|DSER
OG0006593	LOC117583184|XP_034127275.1|DGUA	LOC110188449|XP_020813836.1|DSER
OG0006594	LOC117579382|XP_034121145.1|DGUA	LOC110190542|XP_020816748.1|DSER
OG0006595	LOC117578796|XP_034120413.1|DGUA	LOC110188931|XP_020814516.1|DSER
OG0006596	LOC117592551|XP_034142320.1|DGUA	LOC110184030|XP_020808053.1|DSER
OG0006597	LOC117589114|XP_034136682.1|DGUA	LOC110188870|XP_020814442.1|DSER
OG0006598	LOC117584654|XP_034129573.1|DGUA	LOC110183367|XP_020807288.1|DSER
OG0006599	LOC117586840|XP_034133022.1|DGUA	LOC110178586|XP_020801424.1|DSER
OG0006600	LOC117579853|XP_034121850.1|DGUA	LOC110176740|XP_020798843.1|DSER
OG0006601	LOC117579171|XP_034120825.1|DGUA	LOC110187057|XP_020812105.1|DSER
OG0006602	LOC117579172|XP_034120826.1|DGUA	LOC110187065|XP_020812117.1|DSER
OG0006603	LOC117579169|XP_034120823.1|DGUA	LOC110187455|XP_020812505.1|DSER
OG0006604	LOC117587458|XP_034134070.1|DGUA	LOC110190731|XP_020817011.1|DSER
OG0006605	LOC117581005|XP_034123703.1|DGUA	LOC110181852|XP_020805423.1|DSER
OG0006606	LOC117589454|XP_034137295.1|DGUA	LOC110178784|XP_020801689.1|DSER
OG0006607	LOC117586824|XP_034132994.1|DGUA	LOC110178649|XP_020801500.1|DSER
OG0006608	LOC117586550|XP_034132603.1|DGUA	LOC110177189|XP_020799443.1|DSER
OG0006609	LOC117589664|XP_034137692.1|DGUA	LOC110186377|XP_020811189.1|DSER
OG0006610	LOC117588900|XP_034136340.1|DGUA	LOC110190472|XP_020816640.1|DSER
OG0006611	LOC117587052|XP_034133378.1|DGUA	LOC110188894|XP_020814472.1|DSER
OG0006612	LOC117586869|XP_034133057.1|DGUA	LOC110188907|XP_020814487.1|DSER
OG0006613	LOC117587060|XP_034133392.1|DGUA	LOC110188899|XP_020814479.1|DSER
OG0006614	LOC117587045|XP_034133367.1|DGUA	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER
OG0006615	LOC117587042|XP_034133364.1|DGUA	LOC110188884|XP_020814461.1|DSER
OG0006616	LOC117579135|XP_034120767.1|DGUA	LOC110190430|XP_020816570.1|DSER
OG0006617	LOC117587001|XP_034133297.1|DGUA	LOC110185202|XP_020809587.1|DSER
OG0006618	LOC117589384|XP_034137189.1|DGUA	LOC110190567|XP_020816802.1|DSER
OG0006619	LOC117589165|XP_034136763.1|DGUA	LOC110188880|XP_020814457.1|DSER
OG0006620	LOC117589155|XP_034136748.1|DGUA	LOC110188813|XP_020814350.1|DSER
OG0006621	LOC117579649|XP_034121519.1|DGUA	LOC110187123|XP_020812196.1|DSER
OG0006622	LOC117589292|XP_034136974.1|DGUA	LOC110183638|XP_020807616.1|DSER
OG0006623	LOC117589300|XP_034136984.1|DGUA	LOC110183661|XP_020807647.1|DSER
OG0006624	LOC117592606|XP_034142380.1|DGUA	LOC110189728|XP_020815578.1|DSER
OG0006625	LOC117592614|XP_034142390.1|DGUA	LOC110189732|XP_020815585.1|DSER
OG0006626	LOC117578427|XP_034119779.1|DGUA	LOC110189357|XP_020815058.1|DSER
OG0006627	LOC117578843|XP_034120517.1|DGUA	LOC110191108|XP_020817515.1|DSER
OG0006628	LOC117578839|XP_034120505.1|DGUA	LOC110176426|XP_020798436.1|DSER
