Orthogroup	DGUA.longest_only	DELE.longest_only
OG0004752	LOC117583734|XP_034128142.1|DGUA	LOC108148583|XP_017131118.1|DELE
OG0004753	LOC117582894|XP_034126878.1|DGUA	LOC108143011|XP_017122689.1|DELE
OG0004754	LOC117583683|XP_034128049.1|DGUA	LOC108148823|XP_017131568.1|DELE
OG0004755	LOC117585329|XP_034130660.1|DGUA	LOC108136918|XP_017113875.1|DELE
OG0004756	LOC117585326|XP_034130656.1|DGUA	LOC108136917|XP_017113874.1|DELE
OG0004757	LOC117589803|XP_034137902.1|DGUA	LOC108134801|XP_017110745.1|DELE
OG0004758	LOC117585315|XP_034130635.1|DGUA	LOC108136934|XP_017113898.1|DELE
OG0004759	LOC117585825|XP_034131447.1|DGUA	LOC108143938|XP_017124016.1|DELE
OG0004760	LOC117585781|XP_034131361.1|DGUA	LOC108139329|XP_017117528.1|DELE
OG0004761	LOC117584991|XP_034130109.1|DGUA	LOC108148268|XP_017130710.1|DELE
OG0004762	LOC117584622|XP_034129534.1|DGUA	LOC108135260|XP_017111418.1|DELE
OG0004763	LOC117589489|XP_034137345.1|DGUA	LOC108136701|XP_017113514.1|DELE
OG0004764	LOC117589550|XP_034137451.1|DGUA	LOC108139291|XP_017117477.1|DELE
OG0004765	LOC117583167|XP_034127252.1|DGUA	LOC108143017|XP_017122698.1|DELE
OG0004766	LOC117583825|XP_034128303.1|DGUA	LOC108143098|XP_017122807.1|DELE
OG0004767	LOC117590106|XP_034138344.1|DGUA	LOC108141223|XP_017119964.1|DELE
OG0004768	LOC117590035|XP_034138230.1|DGUA	LOC108141162|XP_017119878.1|DELE
OG0004769	LOC117581795|XP_034125126.1|DGUA	LOC108141724|XP_017120705.1|DELE
OG0004770	LOC117585229|XP_034130514.1|DGUA	LOC108136898|XP_017113844.1|DELE
OG0004771	LOC117583628|XP_034127967.1|DGUA	LOC108148751|XP_017131436.1|DELE
OG0004772	LOC117585010|XP_034130139.1|DGUA	LOC108143978|XP_017124077.1|DELE
OG0004773	LOC117584944|XP_034130023.1|DGUA	LOC108140491|XP_017118749.1|DELE
OG0004774	LOC117584943|XP_034129995.1|DGUA	LOC108140489|XP_017118728.1|DELE
OG0004775	LOC117585702|XP_034131211.1|DGUA	LOC108135779|XP_017112128.1|DELE
OG0004776	LOC117578464|XP_034119886.1|DGUA	LOC108145097|XP_017125778.1|DELE
OG0004777	LOC117590135|XP_034138398.1|DGUA	LOC108135463|XP_017111695.1|DELE
OG0004778	LOC117584416|XP_034129171.1|DGUA	LOC108149554|XP_017132680.1|DELE
OG0004779	LOC117585286|XP_034130604.1|DGUA	LOC108135470|XP_017111704.1|DELE
OG0004780	LOC117584008|XP_034128629.1|DGUA	LOC108138656|XP_017116486.1|DELE
OG0004781	LOC117585752|XP_034131295.1|DGUA	LOC108135800|XP_017112160.1|DELE
OG0004782	LOC117585789|XP_034131375.1|DGUA	LOC108136733|XP_017113559.1|DELE
OG0004783	LOC117590343|XP_034138733.1|DGUA	LOC108137129|XP_017114157.1|DELE
OG0004784	LOC117583050|XP_034127103.1|DGUA	LOC108148350|XP_017130854.1|DELE
OG0004785	LOC117582834|XP_034126780.1|DGUA	LOC108148217|XP_017130617.1|DELE
OG0004786	LOC117583005|XP_034127047.1|DGUA	LOC108148335|XP_017130826.1|DELE
OG0004787	LOC117583136|XP_034127218.1|DGUA	LOC108148419|XP_017130948.1|DELE
OG0004788	LOC117583345|XP_034127500.1|DGUA	LOC108148213|XP_017130611.1|DELE
OG0004789	LOC117583137|XP_034127219.1|DGUA	LOC108148210|XP_017130607.1|DELE
OG0004790	LOC117585275|XP_034130589.1|DGUA	LOC108148985|XP_017131815.1|DELE
OG0004791	LOC117583550|XP_034127801.1|DGUA	LOC108143013|XP_017122692.1|DELE
OG0004792	LOC117589965|XP_034138160.1|DGUA	LOC108135853|XP_017112235.1|DELE
OG0004793	LOC117583519|XP_034127754.1|DGUA	LOC108148544|XP_017131077.1|DELE
OG0004794	LOC117589526|XP_034137409.1|DGUA	LOC108139250|XP_017117415.1|DELE
OG0004795	LOC117589523|XP_034137405.1|DGUA	LOC108134698|XP_017110587.1|DELE
OG0004796	LOC117583578|XP_034127848.1|DGUA	LOC108135818|XP_017112183.1|DELE
OG0004797	LOC117584998|XP_034130118.1|DGUA	LOC108143975|XP_017124069.1|DELE
OG0004798	LOC117582710|XP_034126522.1|DGUA	LOC108148505|XP_017131031.1|DELE
OG0004799	LOC117589611|XP_034137578.1|DGUA	LOC108143874|XP_017123931.1|DELE
OG0004800	LOC117589775|XP_034137862.1|DGUA	LOC108139336|XP_017117540.1|DELE
OG0004801	LOC117586677|XP_034132818.1|DGUA	LOC108143878|XP_017123939.1|DELE
OG0004802	LOC117584947|XP_034130030.1|DGUA	LOC108140499|XP_017118764.1|DELE
OG0004803	LOC117583374|XP_034127546.1|DGUA	LOC108148672|XP_017131295.1|DELE
OG0004804	LOC117590037|XP_034138241.1|DGUA	LOC108141077|XP_017119739.1|DELE
OG0004805	LOC117582784|XP_034126648.1|DGUA	LOC108142980|XP_017122630.1|DELE
OG0004806	LOC117591170|XP_034140183.1|DGUA	LOC108136281|XP_017112855.1|DELE
OG0004807	LOC117585179|XP_034130413.1|DGUA	LOC108143986|XP_017124089.1|DELE
OG0004808	LOC117583182|XP_034127273.1|DGUA	LOC108135158|XP_017111269.1|DELE
OG0004809	LOC117589567|XP_034137509.1|DGUA	LOC108140616|XP_017119018.1|DELE
OG0004810	LOC117585828|XP_034131452.1|DGUA	LOC108140614|XP_017119017.1|DELE
OG0004811	LOC117580185|XP_034122435.1|DGUA	LOC108142768|XP_017122294.1|DELE
OG0004812	LOC117583762|XP_034128187.1|DGUA	LOC108142948|XP_017122559.1|DELE
OG0004813	LOC117589839|XP_034137982.1|DGUA	LOC108136964|XP_017113943.1|DELE
OG0004814	LOC117585687|XP_034131193.1|DGUA	LOC108139327|XP_017117526.1|DELE
OG0004815	LOC117588621|XP_034135926.1|DGUA	LOC108141101|XP_017119802.1|DELE
OG0004816	LOC117590312|XP_034138691.1|DGUA	LOC108136405|XP_017113003.1|DELE
OG0004817	LOC117590309|XP_034138686.1|DGUA	LOC108136552|XP_017113347.1|DELE
OG0004818	LOC117585311|XP_034130630.1|DGUA	LOC108144060|XP_017124194.1|DELE
OG0004819	LOC117583071|XP_034127135.1|DGUA	LOC108148623|XP_017131215.1|DELE
OG0004820	LOC117583183|XP_034127274.1|DGUA	LOC108135132|XP_017111229.1|DELE
OG0004821	LOC117583619|XP_034127955.1|DGUA	LOC108148748|XP_017131431.1|DELE
OG0004822	LOC117583786|XP_034128255.1|DGUA	LOC108139213|XP_017117353.1|DELE
OG0004823	LOC117582890|XP_034126870.1|DGUA	LOC108139205|XP_017117337.1|DELE
OG0004824	LOC117582892|XP_034126875.1|DGUA	LOC108139207|XP_017117342.1|DELE
OG0004825	LOC117590633|XP_034139342.1|DGUA	LOC108145314|XP_017126159.1|DELE
OG0004826	LOC117582961|XP_034126964.1|DGUA	LOC108148342|XP_017130843.1|DELE
OG0004827	LOC117590076|XP_034138305.1|DGUA	LOC108141164|XP_017119880.1|DELE
OG0004828	LOC117585288|XP_034130606.1|DGUA	LOC108135190|XP_017111303.1|DELE
OG0004829	LOC117585151|XP_034130373.1|DGUA	LOC108136989|XP_017113973.1|DELE
OG0004830	LOC117583015|XP_034127057.1|DGUA	LOC108134779|XP_017110716.1|DELE
OG0004831	LOC117587424|XP_034133985.1|DGUA	LOC108142607|XP_017122070.1|DELE
OG0004832	LOC117585769|XP_034131341.1|DGUA	LOC108135811|XP_017112176.1|DELE
OG0004833	LOC117586680|XP_034132823.1|DGUA	LOC108137494|XP_017114700.1|DELE
OG0004834	LOC117582916|XP_034126904.1|DGUA	LOC108135217|XP_017111333.1|DELE
OG0004835	LOC117583355|XP_034127516.1|DGUA	LOC108135622|XP_017111933.1|DELE
OG0004836	LOC117583056|XP_034127113.1|DGUA	LOC108148828|XP_017131581.1|DELE
OG0004837	LOC117580120|XP_034122303.1|DGUA	LOC108142812|XP_017122362.1|DELE
OG0004838	LOC117585085|XP_034130243.1|DGUA	LOC108150214|XP_017133727.1|DELE
OG0004839	LOC117584950|XP_034130034.1|DGUA	LOC108134842|XP_017110796.1|DELE
OG0004840	LOC117585261|XP_034130567.1|DGUA	LOC108136881|XP_017113821.1|DELE
OG0004841	LOC117591540|XP_034140725.1|DGUA	LOC108139076|XP_017117188.1|DELE
OG0004842	LOC117585567|XP_034130992.1|DGUA	LOC108148483|XP_017131006.1|DELE
OG0004843	LOC117589948|XP_034138131.1|DGUA	LOC108136752|XP_017113590.1|DELE
OG0004844	LOC117584027|XP_034128655.1|DGUA	LOC108138294|XP_017115939.1|DELE
OG0004845	LOC117586541|XP_034132590.1|DGUA	LOC108141083|XP_017119746.1|DELE
OG0004846	LOC117581861|XP_034125214.1|DGUA	LOC108134730|XP_017110624.1|DELE
OG0004847	LOC117581852|XP_034125200.1|DGUA	LOC108134727|XP_017110620.1|DELE
OG0004848	LOC117585818|XP_034131437.1|DGUA	LOC108135431|XP_017111660.1|DELE
OG0004849	LOC117584565|XP_034129420.1|DGUA	LOC108149373|XP_017132369.1|DELE
OG0004850	LOC117585966|XP_034131665.1|DGUA	LOC108148253|XP_017130657.1|DELE
OG0004851	LOC117586440|XP_034132369.1|DGUA	LOC108148195|XP_017130590.1|DELE
OG0004852	LOC117586380|XP_034132300.1|DGUA	LOC108148386|XP_017130901.1|DELE
OG0004853	LOC117578534|XP_034119992.1|DGUA	LOC108145220|XP_017125964.1|DELE
OG0004854	LOC117579168|XP_034120821.1|DGUA	LOC108146847|XP_017128538.1|DELE
OG0004855	LOC117580153|XP_034122358.1|DGUA	LOC108150348|XP_017133968.1|DELE
OG0004856	LOC117589450|XP_034137285.1|DGUA	LOC108142188|XP_017121361.1|DELE
OG0004857	LOC117587161|XP_034133558.1|DGUA	LOC108146283|XP_017127713.1|DELE
OG0004858	LOC117589267|XP_034136938.1|DGUA	LOC108142651|XP_017122138.1|DELE
OG0004859	LOC117589272|XP_034136954.1|DGUA	LOC108142766|XP_017122292.1|DELE
OG0004860	LOC117589127|XP_034136703.1|DGUA	LOC108146101|XP_017127418.1|DELE
OG0004861	LOC117589350|XP_034137116.1|DGUA	LOC108150213|XP_017133721.1|DELE
OG0004862	LOC117589349|XP_034137103.1|DGUA	LOC108150218|XP_017133738.1|DELE
OG0004863	LOC117587366|XP_034133901.1|DGUA	LOC108147475|XP_017129513.1|DELE
OG0004864	LOC117589295|XP_034136978.1|DGUA	LOC108146406|XP_017127896.1|DELE
OG0004865	LOC117583287|XP_034127414.1|DGUA	LOC108137384|XP_017114533.1|DELE
OG0004866	LOC117579317|XP_034121021.1|DGUA	LOC108146876|XP_017128597.1|DELE
OG0004867	LOC117592106|XP_034141517.1|DGUA	LOC108144497|XP_017124918.1|DELE
OG0004868	LOC117588520|XP_034135762.1|DGUA	LOC108134671|XP_017110556.1|DELE
OG0004869	LOC117592608|XP_034142383.1|DGUA	LOC108145094|XP_017125775.1|DELE
OG0004870	LOC117590322|XP_034138709.1|DGUA	LOC108145069|XP_017125737.1|DELE
OG0004871	LOC117592418|XP_034142050.1|DGUA	LOC108144726|XP_017125312.1|DELE
OG0004872	LOC117589045|XP_034136567.1|DGUA	LOC108141315|XP_017120073.1|DELE
OG0004873	LOC117581931|XP_034125302.1|DGUA	LOC108149511|XP_017132627.1|DELE
OG0004874	LOC117591208|XP_034140240.1|DGUA	LOC108147130|XP_017128910.1|DELE
OG0004875	LOC117588403|XP_034135550.1|DGUA	LOC108136469|XP_017113155.1|DELE
OG0004876	LOC117590803|XP_034139660.1|DGUA	LOC108137322|XP_017114438.1|DELE
OG0004877	LOC117579661|XP_034121535.1|DGUA	LOC108135502|XP_017111735.1|DELE
OG0004878	LOC117590632|XP_034139345.1|DGUA	LOC108149669|XP_017132904.1|DELE
OG0004879	LOC117591224|XP_034140292.1|DGUA	LOC108144499|XP_017124921.1|DELE
OG0004880	LOC117580379|XP_034122805.1|DGUA	LOC108146716|XP_017128293.1|DELE
OG0004881	LOC117587331|XP_034133853.1|DGUA	LOC108142609|XP_017122072.1|DELE
OG0004882	LOC117579520|XP_034121318.1|DGUA	LOC108146920|XP_017128653.1|DELE
OG0004883	LOC117579048|XP_034120635.1|DGUA	LOC108145921|XP_017127096.1|DELE
OG0004884	LOC117587985|XP_034134886.1|DGUA	LOC108144337|XP_017124535.1|DELE
OG0004885	LOC117578723|XP_034120271.1|DGUA	LOC108144990|XP_017125637.1|DELE
OG0004886	LOC117587119|XP_034133511.1|DGUA	LOC108141473|XP_017120367.1|DELE
OG0004887	LOC117592395|XP_034142003.1|DGUA	LOC108148560|XP_017131099.1|DELE
OG0004888	LOC117578765|XP_034120361.1|DGUA	LOC108145167|XP_017125887.1|DELE
OG0004889	LOC117592405|XP_034142032.1|DGUA	LOC108141481|XP_017120382.1|DELE
OG0004890	LOC117588131|XP_034135107.1|DGUA	LOC108144718|XP_017125303.1|DELE
OG0004891	LOC117591041|XP_034140027.1|DGUA	LOC108150033|XP_017133485.1|DELE
OG0004892	LOC117591898|XP_034141175.1|DGUA	LOC108139034|XP_017117136.1|DELE
OG0004893	LOC117589406|XP_034137228.1|DGUA	LOC108134630|XP_017110505.1|DELE
OG0004894	LOC117578708|XP_034120249.1|DGUA	LOC108145038|XP_017125712.1|DELE
OG0004895	LOC117591942|XP_034141245.1|DGUA	LOC108143525|XP_017123499.1|DELE
OG0004896	LOC117581141|XP_034123967.1|DGUA	LOC108145156|XP_017125864.1|DELE
OG0004897	LOC117585900|XP_034131551.1|DGUA	LOC108145176|XP_017125900.1|DELE
OG0004898	LOC117592432|XP_034142076.1|DGUA	LOC108144326|XP_017124520.1|DELE
OG0004899	LOC117583041|XP_034127097.1|DGUA	LOC108144351|XP_017124589.1|DELE
OG0004900	LOC117586150|XP_034131943.1|DGUA	LOC108141467|XP_017120362.1|DELE
OG0004901	LOC117592426|XP_034142066.1|DGUA	LOC108141536|XP_017120463.1|DELE
OG0004902	LOC117587121|XP_034133508.1|DGUA	LOC108146244|XP_017127667.1|DELE
OG0004903	LOC117578659|XP_034120170.1|DGUA	LOC108149075|XP_017131933.1|DELE
OG0004904	LOC117585593|XP_034131029.1|DGUA	LOC108137020|XP_017114009.1|DELE
OG0004905	LOC117581315|XP_034124285.1|DGUA	LOC108149608|XP_017132797.1|DELE
OG0004906	LOC117579247|XP_034120925.1|DGUA	LOC108142664|XP_017122155.1|DELE
OG0004907	LOC117579732|XP_034121621.1|DGUA	LOC108146964|XP_017128710.1|DELE
OG0004908	LOC117580045|XP_034122173.1|DGUA	LOC108142618|XP_017122090.1|DELE
OG0004909	LOC117580216|XP_034122501.1|DGUA	LOC108142400|XP_017121729.1|DELE
OG0004910	LOC117580213|XP_034122497.1|DGUA	LOC108142397|XP_017121726.1|DELE
OG0004911	LOC117589147|XP_034136733.1|DGUA	LOC108146227|XP_017127640.1|DELE
OG0004912	LOC117579249|XP_034120926.1|DGUA	LOC108142665|XP_017122159.1|DELE
OG0004913	LOC117592265|XP_034141819.1|DGUA	LOC108145471|XP_017126410.1|DELE
OG0004914	LOC117585449|XP_034130831.1|DGUA	LOC108145498|XP_017126446.1|DELE
OG0004915	LOC117585244|XP_034130549.1|DGUA	LOC108144627|XP_017125145.1|DELE
OG0004916	LOC117578529|XP_034119982.1|DGUA	LOC108137965|XP_017115420.1|DELE
OG0004917	LOC117579589|XP_034121410.1|DGUA	LOC108150236|XP_017133782.1|DELE
OG0004918	LOC117579586|XP_034121406.1|DGUA	LOC108150235|XP_017133780.1|DELE
OG0004919	LOC117583732|XP_034128140.1|DGUA	LOC108142962|XP_017122597.1|DELE
OG0004920	LOC117579610|XP_034121436.1|DGUA	LOC108142792|XP_017122330.1|DELE
OG0004921	LOC117580113|XP_034122283.1|DGUA	LOC108142563|XP_017121993.1|DELE
OG0004923	LOC117579160|XP_034120809.1|DGUA	LOC108146250|XP_017127678.1|DELE
OG0004924	LOC117587349|XP_034133879.1|DGUA	LOC108142177|XP_017121350.1|DELE
OG0004925	LOC117589245|XP_034136907.1|DGUA	LOC108146402|XP_017127891.1|DELE
OG0004926	LOC117589037|XP_034136555.1|DGUA	LOC108142832|XP_017122384.1|DELE
OG0004927	LOC117586882|XP_034133088.1|DGUA	LOC108142348|XP_017121613.1|DELE
OG0004928	LOC117592262|XP_034141799.1|DGUA	LOC108145166|XP_017125886.1|DELE
OG0004929	LOC117587229|XP_034133683.1|DGUA	LOC108146236|XP_017127652.1|DELE
OG0004930	LOC117578824|XP_034120472.1|DGUA	LOC108144595|XP_017125088.1|DELE
OG0004931	LOC117592292|XP_034141853.1|DGUA	LOC108143556|XP_017123554.1|DELE
OG0004932	LOC117588987|XP_034136475.1|DGUA	LOC108146039|XP_017127324.1|DELE
OG0004933	LOC117592431|XP_034142074.1|DGUA	LOC108144907|XP_017125557.1|DELE
OG0004934	LOC117581939|XP_034125315.1|DGUA	LOC108144171|XP_017124320.1|DELE
OG0004935	LOC117587487|XP_034134126.1|DGUA	LOC108138632|XP_017116457.1|DELE
OG0004936	LOC117579407|XP_034121176.1|DGUA	LOC108146188|XP_017127585.1|DELE
OG0004937	LOC117587108|XP_034133493.1|DGUA	LOC108142690|XP_017122187.1|DELE
OG0004938	LOC117586860|XP_034133046.1|DGUA	LOC108142210|XP_017121408.1|DELE
OG0004939	LOC117579636|XP_034121502.1|DGUA	LOC108146009|XP_017127273.1|DELE
OG0004940	LOC117579629|XP_034121486.1|DGUA	LOC108146026|XP_017127301.1|DELE
OG0004941	LOC117588875|XP_034136272.1|DGUA	LOC108146344|XP_017127802.1|DELE
OG0004942	LOC117580159|XP_034122369.1|DGUA	LOC108147470|XP_017129505.1|DELE
OG0004943	LOC117586816|XP_034132984.1|DGUA	LOC108147494|XP_017129540.1|DELE
OG0004944	LOC117589117|XP_034136686.1|DGUA	LOC108145903|XP_017127045.1|DELE
OG0004945	LOC117578489|XP_034119913.1|DGUA	LOC108145128|XP_017125832.1|DELE
OG0004946	LOC117589016|XP_034136531.1|DGUA	LOC108146868|XP_017128586.1|DELE
OG0004947	LOC117579462|XP_034121241.1|DGUA	LOC108146370|XP_017127844.1|DELE
OG0004948	LOC117579231|XP_034120903.1|DGUA	LOC108145752|XP_017126805.1|DELE
OG0004949	LOC117579230|XP_034120902.1|DGUA	LOC108146165|XP_017127550.1|DELE
OG0004950	LOC117588844|XP_034136229.1|DGUA	LOC108145990|XP_017127220.1|DELE
OG0004951	LOC117583688|XP_034128055.1|DGUA	LOC108148782|XP_017131484.1|DELE
OG0004952	LOC117580146|XP_034122346.1|DGUA	LOC108146824|XP_017128504.1|DELE
OG0004953	LOC117588947|XP_034136417.1|DGUA	LOC108146386|XP_017127869.1|DELE
OG0004954	LOC117588925|XP_034136392.1|DGUA	LOC108146484|XP_017128002.1|DELE
OG0004955	LOC117587514|XP_034134203.1|DGUA	LOC108142435|XP_017121786.1|DELE
OG0004956	LOC117586228|XP_034132058.1|DGUA	LOC108141386|XP_017120223.1|DELE
OG0004957	LOC117579487|XP_034121277.1|DGUA	LOC108146104|XP_017127424.1|DELE
OG0004958	LOC117580327|XP_034122716.1|DGUA	LOC108146601|XP_017128137.1|DELE
OG0004959	LOC117580330|XP_034122719.1|DGUA	LOC108146781|XP_017128418.1|DELE
OG0004960	LOC117580326|XP_034122712.1|DGUA	LOC108146779|XP_017128415.1|DELE
OG0004961	LOC117591833|XP_034141087.1|DGUA	LOC108149780|XP_017133124.1|DELE
OG0004962	LOC117579466|XP_034121244.1|DGUA	LOC108142732|XP_017122246.1|DELE
OG0004963	LOC117579306|XP_034121006.1|DGUA	LOC108135596|XP_017111896.1|DELE
OG0004964	LOC117579794|XP_034121754.1|DGUA	LOC108150260|XP_017133829.1|DELE
OG0004965	LOC117580315|XP_034122701.1|DGUA	LOC108146974|XP_017128720.1|DELE
OG0004966	LOC117580311|XP_034122696.1|DGUA	LOC108146837|XP_017128524.1|DELE
OG0004967	LOC117592610|XP_034142384.1|DGUA	LOC108145076|XP_017125747.1|DELE
OG0004968	LOC117579332|XP_034121049.1|DGUA	LOC108146441|XP_017127934.1|DELE
OG0004969	LOC117592670|XP_034142521.1|DGUA	LOC108141322|XP_017120089.1|DELE
OG0004970	LOC117579328|XP_034121043.1|DGUA	LOC108146384|XP_017127866.1|DELE
OG0004971	LOC117579330|XP_034121047.1|DGUA	LOC108146218|XP_017127625.1|DELE
OG0004972	LOC117580318|XP_034122705.1|DGUA	LOC108146898|XP_017128628.1|DELE
OG0004973	LOC117588989|XP_034136479.1|DGUA	LOC108145836|XP_017126937.1|DELE
OG0004974	LOC117579170|XP_034120824.1|DGUA	LOC108146922|XP_017128655.1|DELE
OG0004975	LOC117579594|XP_034121419.1|DGUA	LOC108146252|XP_017127679.1|DELE
OG0004976	LOC117587445|XP_034134020.1|DGUA	LOC108146525|XP_017128051.1|DELE
OG0004977	LOC117592030|XP_034141383.1|DGUA	LOC108143583|XP_017123588.1|DELE
OG0004978	LOC117587488|XP_034134153.1|DGUA	LOC108138736|XP_017116618.1|DELE
OG0004979	LOC117586820|XP_034132991.1|DGUA	LOC108147426|XP_017129371.1|DELE
OG0004980	LOC117591241|XP_034140308.1|DGUA	LOC108136111|XP_017112579.1|DELE
OG0004981	LOC117579967|XP_034122032.1|DGUA	LOC108146199|XP_017127604.1|DELE
OG0004982	LOC117580321|XP_034122708.1|DGUA	LOC108146195|XP_017127598.1|DELE
OG0004983	LOC117579344|XP_034121061.1|DGUA	LOC108150289|XP_017133880.1|DELE
OG0004984	LOC117589046|XP_034136564.1|DGUA	LOC108142738|XP_017122251.1|DELE
OG0004985	LOC117579527|XP_034121331.1|DGUA	LOC108145851|XP_017126957.1|DELE
OG0004986	LOC117579453|XP_034121232.1|DGUA	LOC108135637|XP_017111947.1|DELE
OG0004987	LOC117589222|XP_034136861.1|DGUA	LOC108146708|XP_017128269.1|DELE
OG0004988	LOC117579528|XP_034121334.1|DGUA	LOC108145852|XP_017126960.1|DELE
OG0004989	LOC117589428|XP_034137255.1|DGUA	LOC108146709|XP_017128276.1|DELE
OG0004990	LOC117584346|XP_034129073.1|DGUA	LOC108145389|XP_017126273.1|DELE
OG0004991	LOC117592621|XP_034142433.1|DGUA	LOC108144519|XP_017124949.1|DELE
OG0004992	LOC117592701|XP_034142563.1|DGUA	LOC108144520|XP_017124951.1|DELE
OG0004993	LOC117580145|XP_034122345.1|DGUA	LOC108146825|XP_017128506.1|DELE
OG0004995	LOC117587130|XP_034133521.1|DGUA	LOC108145995|XP_017127231.1|DELE
OG0004996	LOC117587325|XP_034133848.1|DGUA	LOC108142692|XP_017122190.1|DELE
OG0004997	LOC117592413|XP_034142044.1|DGUA	LOC108141530|XP_017120453.1|DELE
OG0004998	LOC117588070|XP_034135027.1|DGUA	LOC108144442|XP_017124816.1|DELE
OG0004999	LOC117589113|XP_034136681.1|DGUA	LOC108147450|XP_017129467.1|DELE
OG0005000	LOC117591838|XP_034141095.1|DGUA	LOC108149684|XP_017132938.1|DELE
OG0005001	LOC117589307|XP_034136994.1|DGUA	LOC108146235|XP_017127650.1|DELE
OG0005002	LOC117586648|XP_034132773.1|DGUA	LOC108141574|XP_017120510.1|DELE
OG0005003	LOC117589430|XP_034137258.1|DGUA	LOC108147492|XP_017129536.1|DELE
OG0005004	LOC117587069|XP_034133404.1|DGUA	LOC108142880|XP_017122445.1|DELE
OG0005005	LOC117579644|XP_034121515.1|DGUA	LOC108145722|XP_017126773.1|DELE
OG0005006	LOC117589323|XP_034137054.1|DGUA	LOC108146312|XP_017127761.1|DELE
OG0005007	LOC117586997|XP_034133288.1|DGUA	LOC108135652|XP_017111968.1|DELE
OG0005008	LOC117587241|XP_034133701.1|DGUA	LOC108146520|XP_017128046.1|DELE
OG0005009	LOC117588982|XP_034136462.1|DGUA	LOC108135503|XP_017111736.1|DELE
OG0005010	LOC117579373|XP_034121132.1|DGUA	LOC108135628|XP_017111937.1|DELE
OG0005011	LOC117578561|XP_034120025.1|DGUA	LOC108144773|XP_017125372.1|DELE
OG0005012	LOC117579096|XP_034120710.1|DGUA	LOC108142821|XP_017122372.1|DELE
OG0005013	LOC117586590|XP_034132656.1|DGUA	LOC108142974|XP_017122619.1|DELE
OG0005014	LOC117580396|XP_034122829.1|DGUA	LOC108150287|XP_017133876.1|DELE
OG0005015	LOC117580459|XP_034122924.1|DGUA	LOC108142613|XP_017122084.1|DELE
OG0005016	LOC117579826|XP_034121811.1|DGUA	LOC108146918|XP_017128651.1|DELE
OG0005017	LOC117586920|XP_034133163.1|DGUA	LOC108147484|XP_017129527.1|DELE
OG0005018	LOC117587478|XP_034134099.1|DGUA	LOC108146116|XP_017127436.1|DELE
OG0005019	LOC117588874|XP_034136271.1|DGUA	LOC108146176|XP_017127571.1|DELE
OG0005020	LOC117585262|XP_034130572.1|DGUA	LOC108141274|XP_017120029.1|DELE
OG0005021	LOC117584652|XP_034129571.1|DGUA	LOC108141949|XP_017121080.1|DELE
OG0005022	LOC117579796|XP_034121755.1|DGUA	LOC108146498|XP_017128023.1|DELE
OG0005023	LOC117592279|XP_034141833.1|DGUA	LOC108141292|XP_017120048.1|DELE
OG0005024	LOC117587104|XP_034133488.1|DGUA	LOC108146193|XP_017127595.1|DELE
OG0005025	LOC117579266|XP_034120953.1|DGUA	LOC108142632|XP_017122112.1|DELE
OG0005026	LOC117589312|XP_034137001.1|DGUA	LOC108146450|XP_017127949.1|DELE
OG0005027	LOC117587375|XP_034133915.1|DGUA	LOC108146311|XP_017127758.1|DELE
OG0005028	LOC117583604|XP_034127889.1|DGUA	LOC108134601|XP_017110454.1|DELE
OG0005029	LOC117586940|XP_034133198.1|DGUA	LOC108135634|XP_017111942.1|DELE
OG0005030	LOC117588992|XP_034136488.1|DGUA	LOC108145998|XP_017127240.1|DELE
OG0005031	LOC117579219|XP_034120879.1|DGUA	LOC108150274|XP_017133849.1|DELE
OG0005032	LOC117586849|XP_034133034.1|DGUA	LOC108142411|XP_017121754.1|DELE
OG0005033	LOC117579618|XP_034121461.1|DGUA	LOC108147525|XP_017129597.1|DELE
OG0005034	LOC117579620|XP_034121466.1|DGUA	LOC108147422|XP_017129368.1|DELE
OG0005035	LOC117587304|XP_034133788.1|DGUA	LOC108142412|XP_017121755.1|DELE
OG0005036	LOC117589126|XP_034136700.1|DGUA	LOC108146100|XP_017127417.1|DELE
OG0005037	LOC117580034|XP_034122153.1|DGUA	LOC108142473|XP_017121845.1|DELE
OG0005038	LOC117589138|XP_034136715.1|DGUA	LOC108146328|XP_017127783.1|DELE
OG0005039	LOC117581736|XP_034125008.1|DGUA	LOC108134974|XP_017110994.1|DELE
OG0005040	LOC117587178|XP_034133585.1|DGUA	LOC108142404|XP_017121739.1|DELE
OG0005041	LOC117579467|XP_034121246.1|DGUA	LOC108142733|XP_017122247.1|DELE
OG0005042	LOC117587080|XP_034133438.1|DGUA	LOC108146538|XP_017128067.1|DELE
OG0005043	LOC117586069|XP_034131813.1|DGUA	LOC108145489|XP_017126435.1|DELE
OG0005044	LOC117586051|XP_034131789.1|DGUA	LOC108145487|XP_017126433.1|DELE
OG0005045	LOC117579899|XP_034121965.1|DGUA	LOC108145556|XP_017126545.1|DELE
OG0005046	LOC117585346|XP_034130684.1|DGUA	LOC108139025|XP_017117124.1|DELE
OG0005047	LOC117586894|XP_034133129.1|DGUA	LOC108146942|XP_017128684.1|DELE
OG0005048	LOC117586899|XP_034133134.1|DGUA	LOC108146957|XP_017128702.1|DELE
OG0005049	LOC117587302|XP_034133786.1|DGUA	LOC108142460|XP_017121826.1|DELE
OG0005050	LOC117592629|XP_034142461.1|DGUA	LOC108144607|XP_017125118.1|DELE
