Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0002649	LOC120422584|XP_039442006.1|CPIP	LOC108155550|XP_017141919.2|DMIR
OG0002650	LOC120425422|XP_039445882.1|CPIP	LOC108156823|XP_017144010.2|DMIR
OG0002651	LOC120418745|XP_039437156.1|CPIP	LOC108154267|XP_017139992.1|DMIR
OG0002652	LOC120431087|XP_039452177.1|CPIP, LOC120430930|XP_039451984.1|CPIP	LOC108157487|XP_017145071.1|DMIR
OG0002653	LOC120426163|XP_039446815.1|CPIP	LOC108156582|XP_017143604.2|DMIR
OG0002654	LOC120426151|XP_039446803.1|CPIP	LOC108157217|XP_017144663.2|DMIR
OG0002655	LOC120424660|XP_039444768.1|CPIP	LOC108155386|XP_033244543.1|DMIR
OG0002656	LOC120424635|XP_039444736.1|CPIP	LOC108157007|XP_017144296.1|DMIR
OG0002657	LOC120421782|XP_039440984.1|CPIP	LOC108155000|XP_017141036.1|DMIR
OG0002658	LOC120421027|XP_039440095.1|CPIP	LOC108154628|XP_017140439.1|DMIR
OG0002659	LOC120423557|XP_039443339.1|CPIP	LOC108156557|XP_017143571.1|DMIR
OG0002660	LOC120425048|XP_039445354.1|CPIP	LOC108155116|XP_017141248.1|DMIR
OG0002661	LOC120422124|XP_039441431.1|CPIP	LOC108155843|XP_033246112.1|DMIR
OG0002663	LOC120423560|XP_039443345.1|CPIP, LOC120420998|XP_039440047.1|CPIP	LOC108154976|XP_017140985.1|DMIR
OG0002664	LOC120425361|XP_039445800.1|CPIP	LOC108161841|XP_017151693.1|DMIR
OG0002665	LOC120428081|XP_039448994.1|CPIP	LOC117190457|XP_033251420.1|DMIR, LOC108159899|XP_017149011.1|DMIR
OG0002666	LOC120428067|XP_039448967.1|CPIP	LOC117185959|XP_033251333.1|DMIR, LOC108159463|XP_017148260.1|DMIR
OG0002667	LOC120428075|XP_039448985.1|CPIP	LOC108158456|XP_017146234.1|DMIR, LOC117189486|XP_033250516.1|DMIR
OG0002668	LOC120428389|XP_039449321.1|CPIP	LOC108152175|XP_017136788.1|DMIR
OG0002669	LOC120428404|XP_039449352.1|CPIP	LOC108163544|XP_017154391.1|DMIR
OG0002670	LOC120423027|XP_039442602.1|CPIP	LOC108153240|XP_017138568.1|DMIR
OG0002671	LOC120423009|XP_039442573.1|CPIP	LOC108153604|XP_017139186.1|DMIR
OG0002672	LOC120425495|XP_039445980.1|CPIP	LOC117191715|XP_033252393.1|DMIR, LOC108158480|XP_033252474.1|DMIR, LOC117188123|XP_033247362.1|DMIR
OG0002673	LOC120417387|XP_039435340.1|CPIP	LOC108160703|XP_017150346.1|DMIR, LOC117189833|XP_033250787.1|DMIR
OG0002674	LOC120424178|XP_039444166.1|CPIP	LOC117190464|XP_033251426.1|DMIR, LOC108158455|XP_017146230.1|DMIR, LOC117189489|XP_033250517.1|DMIR
OG0002675	LOC120417803|XP_039435935.1|CPIP, LOC120417838|XP_039435991.1|CPIP	LOC108151075|XP_017134947.1|DMIR
OG0002676	LOC120422832|XP_039442303.1|CPIP	LOC108159915|XP_033253289.1|DMIR, LOC117187959|XP_033246861.1|DMIR
OG0002677	LOC120427562|XP_039448375.1|CPIP, LOC120419770|XP_039438531.1|CPIP	LOC108160451|XP_017149953.1|DMIR
OG0002678	LOC120419487|XP_039438106.1|CPIP	LOC108159831|XP_017148900.2|DMIR, LOC117187931|XP_033246802.1|DMIR
OG0002679	LOC120417396|XP_039435356.1|CPIP	LOC108160271|XP_017149635.1|DMIR, LOC117190475|XP_033251439.1|DMIR
OG0002680	LOC120417129|XP_039435042.1|CPIP	LOC108158105|XP_017145767.1|DMIR
OG0002681	LOC120423185|XP_039442817.1|CPIP	LOC117194053|XP_033254586.1|DMIR, LOC108159872|XP_017148963.1|DMIR
OG0002682	LOC120414203|XP_039431222.1|CPIP	LOC108152855|XP_017137963.1|DMIR
OG0002684	LOC120422649|XP_039442088.1|CPIP, LOC120431521|XP_039452552.1|CPIP	LOC108159363|XP_017148080.1|DMIR
OG0002685	LOC120425581|XP_039446088.1|CPIP	LOC108153542|XP_017139098.1|DMIR
OG0002686	LOC120413463|XP_039430234.1|CPIP	LOC108165529|XP_017157089.1|DMIR
OG0002687	LOC120426804|XP_039447526.1|CPIP	LOC108153077|XP_017138348.1|DMIR
OG0002688	LOC120432614|XP_039453795.1|CPIP	LOC108165559|XP_017157120.1|DMIR
OG0002689	LOC120427160|XP_039447956.1|CPIP	LOC108152141|XP_017136735.1|DMIR
OG0002690	LOC120426733|XP_039447445.1|CPIP	LOC108151772|XP_017136107.1|DMIR
OG0002691	LOC120426727|XP_039447435.1|CPIP	LOC117188462|XP_033248265.1|DMIR, LOC108158352|XP_033254423.1|DMIR
OG0002692	LOC120427524|XP_039448328.1|CPIP	LOC117188085|XP_033247301.1|DMIR, LOC108160392|XP_017149868.2|DMIR
OG0002693	LOC120427021|XP_039447779.1|CPIP	LOC117191907|XP_033252553.1|DMIR, LOC108151543|XP_017135693.1|DMIR
OG0002694	LOC120426190|XP_039446833.1|CPIP	LOC117192098|XP_033252693.1|DMIR, LOC108159548|XP_017148437.1|DMIR
OG0002695	LOC120422347|XP_039441678.1|CPIP	LOC108152543|XP_017137443.1|DMIR
OG0002696	LOC120430366|XP_039451404.1|CPIP	LOC108155247|XP_017141429.1|DMIR, LOC108151666|XP_017135894.1|DMIR
OG0002697	LOC120429648|XP_039450608.1|CPIP, LOC120422430|XP_039441780.1|CPIP	LOC108165369|XP_017156894.1|DMIR
OG0002698	LOC120427232|XP_039448029.1|CPIP	LOC108152368|XP_017137137.1|DMIR
OG0002699	LOC120427234|XP_039448032.1|CPIP	LOC108151082|XP_017134953.1|DMIR
OG0002700	LOC120424884|XP_039445082.1|CPIP	LOC108151245|XP_017135236.1|DMIR
OG0002701	LOC120424878|XP_039445072.1|CPIP	LOC117192199|XP_033252757.1|DMIR, LOC117192197|XP_033252754.1|DMIR, LOC117192200|XP_033252758.1|DMIR, LOC108158534|XP_017146424.1|DMIR
OG0002702	LOC120418858|XP_039437319.1|CPIP	LOC108160142|XP_017149438.1|DMIR, LOC117192819|XP_033253475.1|DMIR
OG0002703	LOC120426789|XP_039447500.1|CPIP	LOC108159972|XP_017149143.1|DMIR
OG0002704	LOC120430332|XP_039451369.1|CPIP	LOC117191685|XP_033252376.1|DMIR, LOC108159753|XP_017148788.1|DMIR, LOC117190002|XP_033250980.1|DMIR
OG0002705	LOC120430033|XP_039451065.1|CPIP	LOC108151723|XP_017135988.1|DMIR
OG0002706	LOC120430090|XP_039451115.1|CPIP	LOC108158913|XP_017147200.1|DMIR
OG0002707	LOC120426683|XP_039447395.1|CPIP	LOC108152588|XP_017137524.1|DMIR
OG0002708	LOC120428338|XP_039449271.1|CPIP, LOC120418185|XP_039436420.1|CPIP	LOC108151291|XP_033243939.1|DMIR
OG0002709	LOC120429259|XP_039450408.1|CPIP	LOC108159602|XP_017148544.1|DMIR, LOC117189866|XP_033250830.1|DMIR
OG0002710	LOC120429255|XP_039450405.1|CPIP	LOC117190187|XP_033251140.1|DMIR, LOC108159604|XP_017148547.1|DMIR
OG0002711	LOC120429258|XP_039450407.1|CPIP	LOC117191106|XP_033251959.1|DMIR, LOC108158379|XP_017146120.1|DMIR
OG0002712	LOC120417403|XP_039435376.1|CPIP	LOC117192987|XP_033253607.1|DMIR, LOC108160152|XP_017149457.1|DMIR
OG0002713	LOC120423173|XP_039442790.1|CPIP	LOC108160393|XP_017149870.1|DMIR, LOC117192626|XP_033253243.1|DMIR
OG0002714	LOC120421337|XP_039440444.1|CPIP	LOC108160189|XP_017149508.1|DMIR, LOC117189927|XP_033250892.1|DMIR
OG0002715	LOC120420682|XP_039439712.1|CPIP	LOC108152393|XP_017137180.1|DMIR
OG0002716	LOC120412388|XP_039428760.1|CPIP	LOC108158872|XP_033248236.1|DMIR, LOC117190052|XP_033251026.1|DMIR
OG0002717	LOC120426807|XP_039447525.1|CPIP	LOC108157093|XP_017144446.1|DMIR
OG0002719	LOC120413248|XP_039429911.1|CPIP	LOC108156232|XP_017143063.1|DMIR
OG0002720	LOC120413252|XP_039429914.1|CPIP	LOC108151066|XP_017134934.1|DMIR
OG0002721	LOC120413194|XP_039429843.1|CPIP	LOC108161928|XP_017151840.1|DMIR
OG0002722	LOC120413255|XP_039429918.1|CPIP	LOC108160955|XP_017150737.1|DMIR, LOC117192240|XP_033252796.1|DMIR
OG0002723	LOC120413234|XP_039429897.1|CPIP	LOC108160021|XP_017149246.1|DMIR, LOC117185757|XP_033251641.1|DMIR
OG0002724	LOC120413217|XP_039429872.1|CPIP	LOC108154790|XP_017140669.1|DMIR
OG0002725	LOC120413229|XP_039429889.1|CPIP	LOC108151445|XP_017135546.1|DMIR
OG0002726	LOC120413230|XP_039429891.1|CPIP	LOC108151561|XP_017135720.1|DMIR
OG0002727	LOC120413188|XP_039429836.1|CPIP	LOC108151179|XP_017135099.1|DMIR
OG0002728	LOC120418485|XP_039436857.1|CPIP	LOC108158404|XP_017146155.1|DMIR, LOC117193925|XP_033254484.1|DMIR, LOC117192384|XP_033252943.1|DMIR
OG0002729	LOC120418479|XP_039436851.1|CPIP	LOC108151453|XP_017135560.1|DMIR
OG0002730	LOC120424828|XP_039444983.1|CPIP	LOC117185938|XP_033246921.1|DMIR, LOC108160677|XP_017150313.2|DMIR, LOC117193608|XP_033254241.1|DMIR
OG0002731	LOC120424829|XP_039444990.1|CPIP, LOC120432514|XP_039453669.1|CPIP	LOC108152235|XP_017136913.1|DMIR
OG0002732	LOC120420120|XP_039439003.1|CPIP	LOC108159530|XP_017148391.1|DMIR
OG0002733	LOC120420098|XP_039438978.1|CPIP	LOC108159573|XP_017148505.1|DMIR
OG0002734	LOC120420064|XP_039438913.1|CPIP	LOC117189932|XP_033250905.1|DMIR, LOC117188490|XP_033248327.1|DMIR
OG0002735	LOC120420072|XP_039438928.1|CPIP	LOC108158867|XP_017147089.1|DMIR, LOC117191407|XP_033252175.1|DMIR, LOC117190664|XP_033251610.1|DMIR
OG0002736	LOC120429148|XP_039450285.1|CPIP, LOC120432046|XP_039453112.1|CPIP	LOC108158738|XP_017146834.1|DMIR, LOC117189940|XP_033250912.1|DMIR
OG0002737	LOC120429149|XP_039450288.1|CPIP	LOC108152284|XP_017136990.1|DMIR
OG0002738	LOC120416518|XP_039434168.1|CPIP	LOC108153257|XP_017138609.1|DMIR
OG0002739	LOC120418038|XP_039436217.1|CPIP	LOC108152988|XP_017138207.1|DMIR
OG0002740	LOC120418039|XP_039436219.1|CPIP	LOC108152987|XP_017138206.1|DMIR
OG0002743	LOC120420645|XP_039439659.1|CPIP, LOC120420668|XP_039439700.1|CPIP	LOC108151810|XP_017136152.1|DMIR
OG0002744	LOC120420664|XP_039439692.1|CPIP	LOC108152311|XP_017137032.1|DMIR
OG0002745	LOC120412399|XP_039428789.1|CPIP	LOC117186076|XP_033242061.1|DMIR, LOC108152609|XP_033242059.1|DMIR
OG0002746	LOC120412396|XP_039428780.1|CPIP	LOC117185804|XP_033253436.1|DMIR, LOC108160094|XP_017149364.1|DMIR
OG0002747	LOC120413449|XP_039430217.1|CPIP	LOC108157160|XP_017144559.1|DMIR
OG0002748	LOC120430122|XP_039451139.1|CPIP	LOC108160168|XP_017149478.2|DMIR, LOC117188044|XP_033247137.1|DMIR
OG0002749	LOC120414614|XP_039431771.1|CPIP	LOC108160796|XP_017150502.2|DMIR, LOC117188158|XP_033247469.1|DMIR
OG0002750	LOC120412588|XP_039429037.1|CPIP	LOC108158590|XP_017146531.1|DMIR
OG0002751	LOC120412603|XP_039429085.1|CPIP	LOC108160298|XP_017149698.1|DMIR, LOC117192006|XP_033252619.1|DMIR
OG0002752	LOC120412893|XP_039429457.1|CPIP	LOC117188348|XP_033247959.1|DMIR, LOC108158835|XP_033252976.1|DMIR
OG0002753	LOC120430653|XP_039451693.1|CPIP, LOC120412904|XP_039429470.1|CPIP	LOC108160355|XP_017149811.2|DMIR, LOC117188099|XP_033247321.1|DMIR
OG0002754	LOC120420352|XP_039439282.1|CPIP	LOC108151632|XP_017135826.2|DMIR
OG0002755	LOC120416568|XP_039434235.1|CPIP	LOC108158971|XP_017147297.1|DMIR, LOC117189440|XP_033250446.1|DMIR
OG0002756	LOC120416582|XP_039434251.1|CPIP	LOC108151576|XP_017135741.1|DMIR
OG0002757	LOC120419991|XP_039438807.1|CPIP	LOC108151436|XP_033242615.1|DMIR
OG0002758	LOC120414125|XP_039431088.1|CPIP	LOC117193601|XP_033254237.1|DMIR, LOC108159494|XP_017148326.1|DMIR
OG0002759	LOC120414139|XP_039431107.1|CPIP	LOC117192738|XP_033253374.1|DMIR, LOC108159703|XP_017148704.1|DMIR
OG0002760	LOC120414116|XP_039431077.1|CPIP	LOC117185714|XP_033250739.1|DMIR, LOC108159895|XP_017149007.1|DMIR
OG0002761	LOC120414127|XP_039431090.1|CPIP	LOC108160661|XP_033250764.1|DMIR, LOC117187911|XP_033246751.1|DMIR
OG0002762	LOC120414135|XP_039431099.1|CPIP	LOC108158675|XP_017146681.1|DMIR
OG0002763	LOC120418523|XP_039436893.1|CPIP	LOC108153192|XP_017138498.1|DMIR
OG0002764	LOC120418567|XP_039436944.1|CPIP	LOC108151447|XP_017135548.1|DMIR
OG0002765	LOC120432140|XP_039453206.1|CPIP, LOC120418524|XP_039436895.1|CPIP	LOC117185749|XP_033246534.1|DMIR, LOC108159301|XP_017147960.2|DMIR
OG0002766	LOC120418535|XP_039436905.1|CPIP	LOC117191273|XP_033252074.1|DMIR, LOC108159308|XP_017147970.1|DMIR
OG0002767	LOC120418550|XP_039436916.1|CPIP	LOC108159839|XP_017148918.2|DMIR, LOC117187913|XP_033246755.1|DMIR
OG0002768	LOC120414500|XP_039431633.1|CPIP	LOC117189444|XP_033250463.1|DMIR, LOC108158893|XP_017147169.1|DMIR
OG0002769	LOC120414445|XP_039431567.1|CPIP	LOC117193824|XP_033254425.1|DMIR, LOC108159234|XP_017147830.1|DMIR
OG0002770	LOC120414444|XP_039431566.1|CPIP	LOC108162859|XP_017153293.1|DMIR
OG0002771	LOC120414454|XP_039431576.1|CPIP	LOC108153188|XP_033243928.1|DMIR
OG0002772	LOC120429025|XP_039450097.1|CPIP, LOC120426133|XP_039446770.1|CPIP	LOC108152435|XP_017137256.1|DMIR
OG0002773	LOC120417620|XP_039435668.1|CPIP	LOC117190711|XP_033251667.1|DMIR, LOC108160236|XP_017149582.1|DMIR
OG0002774	LOC120416043|XP_039433633.1|CPIP	LOC108160795|XP_017150497.1|DMIR, LOC117193994|XP_033254523.1|DMIR
OG0002775	LOC120413411|XP_039430150.1|CPIP	LOC108150938|XP_017134756.1|DMIR
OG0002776	LOC120413390|XP_039430120.1|CPIP	LOC108152991|XP_017138214.1|DMIR
OG0002777	LOC120420041|XP_039438877.1|CPIP	LOC108151675|XP_017135906.1|DMIR
OG0002778	LOC120420026|XP_039438859.1|CPIP	LOC108151673|XP_017135901.1|DMIR
OG0002779	LOC120420044|XP_039438884.1|CPIP	LOC108152939|XP_017138122.1|DMIR
OG0002780	LOC120422288|XP_039441613.1|CPIP	LOC108156591|XP_017143619.1|DMIR
OG0002781	LOC120423766|XP_039443614.1|CPIP	LOC108158602|XP_017146553.1|DMIR, LOC117191876|XP_033252532.1|DMIR
OG0002782	LOC120423764|XP_039443612.1|CPIP, LOC120430032|XP_039451061.1|CPIP	LOC108151157|XP_017135075.1|DMIR
OG0002783	LOC120424972|XP_039445261.1|CPIP	LOC108163234|XP_017153881.2|DMIR
OG0002784	LOC120424981|XP_039445279.1|CPIP	LOC108159133|XP_017147616.1|DMIR, LOC117189981|XP_033250954.1|DMIR
OG0002785	LOC120424480|XP_039444552.1|CPIP	LOC108152827|XP_017137916.1|DMIR
OG0002786	LOC120424487|XP_039444563.1|CPIP	LOC108152915|XP_017138081.1|DMIR
OG0002787	LOC120424483|XP_039444559.1|CPIP	LOC108151491|XP_017135620.1|DMIR
OG0002788	LOC120424486|XP_039444562.1|CPIP	LOC108151492|XP_017135621.1|DMIR
OG0002789	LOC120424502|XP_039444586.1|CPIP	LOC108151677|XP_017135908.1|DMIR
OG0002790	LOC120423506|XP_039443281.1|CPIP	LOC108152122|XP_017136695.1|DMIR
OG0002791	LOC120431800|XP_039452853.1|CPIP, LOC120430108|XP_039451127.1|CPIP	LOC108152054|XP_017136547.1|DMIR
OG0002792	LOC120430128|XP_039451147.1|CPIP, LOC120430096|XP_039451118.1|CPIP	LOC108159138|XP_017147622.1|DMIR
OG0002793	LOC120412585|XP_039429032.1|CPIP	LOC108151595|XP_017135763.1|DMIR
OG0002794	LOC120412569|XP_039429014.1|CPIP	LOC108152179|XP_017136799.1|DMIR
OG0002795	LOC120412592|XP_039429056.1|CPIP	LOC108165455|XP_033242508.1|DMIR
OG0002796	LOC120420874|XP_039439928.1|CPIP, LOC120421792|XP_039440998.1|CPIP, LOC120428836|XP_039449887.1|CPIP	LOC108153087|XP_017138356.1|DMIR
OG0002797	LOC120418683|XP_039437080.1|CPIP	LOC108152126|XP_017136698.1|DMIR
OG0002798	LOC120419004|XP_039437509.1|CPIP	LOC117191483|XP_033252229.1|DMIR, LOC108161738|XP_017151551.1|DMIR
OG0002799	LOC120418990|XP_039437470.1|CPIP	LOC108151382|XP_017135435.1|DMIR
OG0002800	LOC120419542|XP_039438186.1|CPIP, LOC120431441|XP_039452494.1|CPIP	LOC108152128|XP_033243154.1|DMIR
OG0002801	LOC120413399|XP_039430132.1|CPIP	LOC117187991|XP_033246957.1|DMIR, LOC108160138|XP_033253973.1|DMIR
OG0002802	LOC120413376|XP_039430101.1|CPIP	LOC117193588|XP_033254219.1|DMIR, LOC108159110|XP_017147579.1|DMIR
OG0002803	LOC120413413|XP_039430152.1|CPIP	LOC108162904|XP_017153363.1|DMIR
OG0002804	LOC120422684|XP_039442128.1|CPIP	LOC108159702|XP_017148703.1|DMIR, LOC117192696|XP_033253326.1|DMIR
OG0002805	LOC120422685|XP_039442129.1|CPIP	LOC108158560|XP_017146474.1|DMIR
OG0002806	LOC120422691|XP_039442134.1|CPIP	LOC108152055|XP_017136548.1|DMIR
OG0002807	LOC120417454|XP_039435445.1|CPIP	LOC117187961|XP_033246864.1|DMIR, LOC108160997|XP_033253291.1|DMIR
OG0002808	LOC120417484|XP_039435493.1|CPIP	LOC117190942|XP_033251830.1|DMIR, LOC108158896|XP_017147171.1|DMIR
OG0002809	LOC120417451|XP_039435436.1|CPIP	LOC108165502|XP_017157049.1|DMIR
OG0002810	LOC120417452|XP_039435437.1|CPIP, LOC120430760|XP_039451806.1|CPIP	LOC108151629|XP_017135817.1|DMIR
OG0002811	LOC120429710|XP_039450678.1|CPIP	LOC108151549|XP_017135702.1|DMIR
OG0002812	LOC120429713|XP_039450686.1|CPIP	LOC108158965|XP_017147289.2|DMIR, LOC117187910|XP_033246748.1|DMIR
OG0002813	LOC120421410|XP_039440551.1|CPIP	LOC108160214|XP_017149551.1|DMIR, LOC117189874|XP_033250842.1|DMIR
OG0002814	LOC120421382|XP_039440512.1|CPIP	LOC117192371|XP_033252926.1|DMIR, LOC108158784|XP_017146952.1|DMIR
OG0002815	LOC120431118|XP_039452205.1|CPIP, LOC120421935|XP_039441175.1|CPIP	LOC108153883|XP_033244988.1|DMIR, LOC108158061|XP_033247541.1|DMIR, LOC117187763|XP_033246467.1|DMIR
OG0002816	LOC120418828|XP_039437279.1|CPIP	LOC117189975|XP_033250947.1|DMIR, LOC108158483|XP_017146279.1|DMIR
OG0002817	LOC120418844|XP_039437301.1|CPIP	LOC117191108|XP_033251963.1|DMIR, LOC108160766|XP_017150456.1|DMIR
OG0002818	LOC120418815|XP_039437260.1|CPIP	LOC108160413|XP_017149897.2|DMIR
OG0002819	LOC120418805|XP_039437223.1|CPIP	LOC108153556|XP_033242739.1|DMIR
OG0002820	LOC120418841|XP_039437296.1|CPIP	LOC108151501|XP_017135631.1|DMIR
OG0002821	LOC120417699|XP_039435779.1|CPIP	LOC108151908|XP_017136308.1|DMIR
OG0002824	LOC120426026|XP_039446639.1|CPIP	LOC117193177|XP_033253805.1|DMIR, LOC108159276|XP_017147925.1|DMIR
OG0002825	LOC120423029|XP_039442604.1|CPIP	LOC108153326|XP_017138732.1|DMIR
OG0002826	LOC120431831|XP_039452889.1|CPIP	LOC108159131|XP_017147614.2|DMIR, LOC117188499|XP_033248343.1|DMIR
OG0002827	LOC120430532|XP_039451580.1|CPIP	LOC108164441|XP_017155633.1|DMIR
OG0002828	LOC120431481|XP_039452529.1|CPIP	LOC108159844|XP_033246898.1|DMIR, LOC117191946|XP_033252581.1|DMIR
OG0002829	LOC120415849|XP_039433419.1|CPIP	LOC117193646|XP_033254278.1|DMIR, LOC108159588|XP_017148528.1|DMIR
OG0002830	LOC120423289|XP_039442985.1|CPIP, LOC120430797|XP_039451851.1|CPIP	LOC117192269|XP_033252814.1|DMIR, LOC108158132|XP_033247749.1|DMIR
OG0002838	LOC120429684|XP_039450650.1|CPIP, LOC120429894|XP_039450922.1|CPIP	LOC117191811|XP_033252465.1|DMIR, LOC108160635|XP_017150253.1|DMIR
OG0002839	LOC120425442|XP_039445906.1|CPIP	LOC117190948|XP_033251834.1|DMIR, LOC108160778|XP_017150469.1|DMIR
OG0002840	LOC120425445|XP_039445912.1|CPIP	LOC108162341|XP_017152525.1|DMIR
OG0002841	LOC120414702|XP_039431935.1|CPIP	LOC108162798|XP_017153189.1|DMIR
OG0002842	LOC120414703|XP_039431936.1|CPIP	LOC108163977|XP_017155023.1|DMIR
OG0002843	LOC120414725|XP_039431962.1|CPIP	LOC108158970|XP_017147294.1|DMIR
OG0002844	LOC120414677|XP_039431896.1|CPIP	LOC108150877|XP_017134676.1|DMIR
OG0002845	LOC120431191|XP_039452267.1|CPIP	LOC108161964|XP_017151912.1|DMIR
OG0002846	LOC120431194|XP_039452269.1|CPIP	LOC117188446|XP_033248225.1|DMIR, LOC108160149|XP_033253487.1|DMIR
OG0002847	LOC120422791|XP_039442263.1|CPIP	LOC108161961|XP_017151908.1|DMIR
OG0002848	LOC120413526|XP_039430332.1|CPIP	LOC108163490|XP_017154295.1|DMIR
OG0002849	LOC120428087|XP_039449003.1|CPIP	LOC108162954|XP_017153441.1|DMIR
OG0002850	LOC120425844|XP_039446397.1|CPIP	LOC108162172|XP_017152254.1|DMIR
OG0002851	LOC120415688|XP_039433217.1|CPIP	LOC108162740|XP_017153106.1|DMIR
OG0002852	LOC120415673|XP_039433190.1|CPIP	LOC108160658|XP_017150284.1|DMIR
OG0002853	LOC120423661|XP_039443477.1|CPIP	LOC108161672|XP_017151465.1|DMIR
OG0002854	LOC120429160|XP_039450301.1|CPIP	LOC108162733|XP_017153095.1|DMIR
OG0002855	LOC120419184|XP_039437786.1|CPIP	LOC108162023|XP_017152004.1|DMIR
OG0002856	LOC120413519|XP_039430318.1|CPIP	LOC108163831|XP_017154821.1|DMIR
OG0002857	LOC120425208|XP_039445573.1|CPIP	LOC108163615|XP_017154493.1|DMIR
OG0002858	LOC120413650|XP_039430499.1|CPIP	LOC108162657|XP_017152980.1|DMIR
OG0002859	LOC120422834|XP_039442310.1|CPIP	LOC108161722|XP_017151531.2|DMIR
OG0002860	LOC120414091|XP_039431048.1|CPIP	LOC108163116|XP_017153707.1|DMIR
OG0002861	LOC120424097|XP_039444043.1|CPIP	LOC108163574|XP_017154430.1|DMIR
OG0002862	LOC120424099|XP_039444046.1|CPIP	LOC108161765|XP_017151587.1|DMIR
OG0002863	LOC120420611|XP_039439622.1|CPIP	LOC108163386|XP_017154130.1|DMIR
OG0002864	LOC120420614|XP_039439624.1|CPIP	LOC108163387|XP_017154131.1|DMIR
OG0002865	LOC120429867|XP_039450877.1|CPIP, LOC120413638|XP_039430489.1|CPIP	LOC108160860|XP_017150612.1|DMIR
OG0002866	LOC120428017|XP_039448922.1|CPIP, LOC120430584|XP_039451624.1|CPIP	LOC108152900|XP_017138035.1|DMIR
OG0002867	LOC120422978|XP_039442524.1|CPIP	LOC108164127|XP_017155214.1|DMIR
OG0002868	LOC120422599|XP_039442027.1|CPIP	LOC108162935|XP_017153410.1|DMIR
OG0002869	LOC120422945|XP_039442465.1|CPIP	LOC108162070|XP_033248969.1|DMIR
OG0002871	LOC120424902|XP_039445126.1|CPIP, LOC120424896|XP_039445119.1|CPIP	LOC108162055|XP_017152081.1|DMIR
OG0002872	LOC120422897|XP_039442389.1|CPIP	LOC108162244|XP_017152369.1|DMIR
OG0002873	LOC120422901|XP_039442399.1|CPIP	LOC108163200|XP_017153835.1|DMIR
OG0002874	LOC120430492|XP_039451520.1|CPIP, LOC120417373|XP_039435323.1|CPIP	LOC108163471|XP_017154261.2|DMIR
OG0002875	LOC120413137|XP_039429777.1|CPIP	LOC108163547|XP_017154395.1|DMIR
OG0002876	LOC120416312|XP_039433967.1|CPIP	LOC108164377|XP_017155476.1|DMIR
OG0002877	LOC120413098|XP_039429737.1|CPIP	LOC108161480|XP_017151239.1|DMIR
OG0002878	LOC120413102|XP_039429742.1|CPIP	LOC108163359|XP_017154092.1|DMIR
OG0002879	LOC120418954|XP_039437428.1|CPIP	LOC108152688|XP_017137680.1|DMIR
OG0002880	LOC120418952|XP_039437424.1|CPIP	LOC108153375|XP_017138834.1|DMIR
OG0002881	LOC120418948|XP_039437419.1|CPIP	LOC108163797|XP_017154776.1|DMIR
OG0002882	LOC120418963|XP_039437442.1|CPIP	LOC108160621|XP_017150225.1|DMIR
OG0002883	LOC120418961|XP_039437439.1|CPIP	LOC108162694|XP_017153033.1|DMIR
OG0002884	LOC120418951|XP_039437423.1|CPIP	LOC108161718|XP_017151526.1|DMIR
OG0002885	LOC120418958|XP_039437435.1|CPIP	LOC108151328|XP_017135368.1|DMIR
OG0002886	LOC120428223|XP_039449140.1|CPIP	LOC108163027|XP_033248862.1|DMIR, LOC117188143|XP_033247424.1|DMIR
OG0002887	LOC120428234|XP_039449150.1|CPIP	LOC108163029|XP_017153561.1|DMIR
OG0002888	LOC120428183|XP_039449100.1|CPIP	LOC108163125|XP_017153721.1|DMIR
OG0002889	LOC120425906|XP_039446459.1|CPIP	LOC108156308|XP_033244400.1|DMIR, LOC108153091|XP_017138361.1|DMIR
OG0002890	LOC120414074|XP_039431027.1|CPIP	LOC108163199|XP_017153834.1|DMIR
OG0002891	LOC120418407|XP_039436718.1|CPIP	LOC108162037|XP_017152049.1|DMIR
OG0002892	LOC120418411|XP_039436721.1|CPIP	LOC108162501|XP_017152759.1|DMIR
OG0002893	LOC120421711|XP_039440891.1|CPIP	LOC108163593|XP_017154465.1|DMIR
OG0002894	LOC120420818|XP_039439872.1|CPIP	LOC108151829|XP_033243504.1|DMIR
OG0002895	LOC120420825|XP_039439881.1|CPIP	LOC108160403|XP_017149883.1|DMIR, LOC117189781|XP_033250742.1|DMIR
OG0002896	LOC120419384|XP_039437990.1|CPIP	LOC108162363|XP_017152558.1|DMIR
OG0002897	LOC120426841|XP_039447563.1|CPIP	LOC108162683|XP_017153019.1|DMIR
OG0002898	LOC120426840|XP_039447561.1|CPIP	LOC108164100|XP_017155179.1|DMIR
OG0002899	LOC120420599|XP_039439610.1|CPIP	LOC108162499|XP_017152753.1|DMIR
OG0002900	LOC120419809|XP_039438581.1|CPIP	LOC108162497|XP_017152746.1|DMIR
OG0002901	LOC120420617|XP_039439628.1|CPIP	LOC108163154|XP_017153760.1|DMIR
OG0002902	LOC120420627|XP_039439638.1|CPIP	LOC108163155|XP_017153761.2|DMIR
OG0002903	LOC120427835|XP_039448693.1|CPIP	LOC108161417|XP_017151161.1|DMIR
OG0002904	LOC120428128|XP_039449047.1|CPIP	LOC108151378|XP_017135430.1|DMIR
OG0002905	LOC120428392|XP_039449333.1|CPIP	LOC108163158|XP_017153767.1|DMIR
