Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC6626548|XP_002050378.1|DVIR
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC116650504|XP_032290180.1|DVIR, LOC6626547|XP_015029216.1|DVIR
OG0003677	LOC120423606|XP_039443405.1|CPIP	LOC6635264|XP_002058734.1|DVIR
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC6623303|XP_002047766.3|DVIR
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC6623358|XP_002047772.2|DVIR
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC6624813|XP_002050609.1|DVIR
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC6635872|XP_032291960.1|DVIR
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC6629844|XP_002054465.1|DVIR
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC6626644|XP_002048780.2|DVIR
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC6622531|XP_002046997.1|DVIR
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC6623535|XP_002046790.3|DVIR
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC6626341|XP_032291687.1|DVIR
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC6625730|XP_002051051.1|DVIR
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC6625490|XP_002048827.1|DVIR
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC6622329|XP_002047921.1|DVIR
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC6624305|XP_002048676.1|DVIR
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC6622224|XP_002048679.1|DVIR
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC6635791|XP_002059380.1|DVIR
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC6623199|XP_032291393.1|DVIR
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC6623823|XP_002046234.2|DVIR
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC6622433|XP_002046702.1|DVIR
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC6627206|XP_002050124.2|DVIR
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC6626104|XP_002050508.1|DVIR
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC6623330|XP_002047289.1|DVIR
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC6626469|XP_032291589.1|DVIR, LOC116649765|XP_032289936.1|DVIR
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC6626337|XP_002048867.1|DVIR
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC6627792|XP_002052680.1|DVIR
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC6622968|XP_002048048.1|DVIR
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC6624145|XP_002046904.1|DVIR
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC6622716|XP_002046704.1|DVIR
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC6626309|XP_015029997.1|DVIR
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC6622063|XP_002047009.1|DVIR
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC6622756|XP_032290568.1|DVIR
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC6623419|XP_032290992.1|DVIR
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC6626074|XP_002048761.1|DVIR
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC6626075|XP_002048762.1|DVIR
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC6622162|XP_002047537.1|DVIR
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC6626829|XP_002050198.1|DVIR
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC6626830|XP_002050199.2|DVIR
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC6626831|XP_002050200.1|DVIR
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC6624127|XP_032290679.1|DVIR
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC6624433|XP_002047467.1|DVIR
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC6622579|XP_002047011.1|DVIR
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC6622442|XP_002046417.1|DVIR
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC6622989|XP_002048045.1|DVIR
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC6631741|XP_002055461.1|DVIR
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC6625594|XP_002048832.1|DVIR
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC6622287|XP_032290293.1|DVIR
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC6622049|XP_002047001.1|DVIR
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC6623975|XP_002047393.1|DVIR
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC6622638|XP_015030506.1|DVIR
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC6624541|XP_002046950.1|DVIR
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC6624500|XP_032291199.1|DVIR
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC6629868|XP_002053345.1|DVIR, LOC6636753|XP_032296713.1|DVIR
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC6636846|XP_032291467.1|DVIR
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC6623063|XP_032290765.1|DVIR
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC116650574|XP_032290474.1|DVIR, LOC6622214|XP_002046334.2|DVIR
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC6623118|XP_032291125.1|DVIR
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC6622814|XP_002046694.1|DVIR
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC6622806|XP_002046477.3|DVIR
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC6624980|XP_002049961.2|DVIR, LOC116650948|XP_032292147.1|DVIR
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC6625198|XP_002048751.1|DVIR
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC6625796|XP_002050894.1|DVIR
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC6625602|XP_015029961.1|DVIR
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC6625260|XP_002050689.2|DVIR
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC6624816|XP_002050683.1|DVIR
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC6622834|XP_002046695.1|DVIR
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC6624016|XP_002047587.1|DVIR
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC6625810|XP_032292231.1|DVIR
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC6624818|XP_002050685.1|DVIR
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC6636498|XP_002059804.1|DVIR
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC6626276|XP_002050163.1|DVIR
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC6622216|XP_032291017.1|DVIR
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC6624123|XP_002046910.3|DVIR
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC6624292|XP_002046907.1|DVIR
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC6623526|XP_002046909.1|DVIR
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC6624290|XP_032290402.1|DVIR
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC6622528|XP_002047247.2|DVIR
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC6623875|XP_002046840.1|DVIR
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC6623857|XP_002046839.2|DVIR
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC6622826|XP_002047244.3|DVIR
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC6626125|XP_002050032.1|DVIR
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC6627256|XP_002048877.1|DVIR
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC6625033|XP_032292694.1|DVIR
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC6623279|XP_015031159.2|DVIR
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC6627184|XP_002049749.2|DVIR
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC6623289|XP_002046964.1|DVIR
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC6622317|XP_032290306.1|DVIR
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC6623337|XP_015031047.2|DVIR
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC6623387|XP_015031046.1|DVIR
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC6634336|XP_002057464.1|DVIR
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC6634788|XP_002058124.1|DVIR
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC6626353|XP_002048736.1|DVIR
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC6635858|XP_032292362.1|DVIR
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC6636386|XP_002059799.1|DVIR
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC6636194|XP_032290079.1|DVIR
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC6622409|XP_002046406.1|DVIR
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC6624226|XP_002046300.1|DVIR
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC6625713|XP_015030192.1|DVIR
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC6626342|XP_002050680.1|DVIR
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC6634820|XP_032296477.1|DVIR
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC6625895|XP_002050116.1|DVIR
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC6634690|XP_002058343.3|DVIR
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC6633215|XP_002055980.1|DVIR
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC6626387|XP_002048729.1|DVIR
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC6626273|XP_002050039.1|DVIR
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC6625974|XP_002050505.1|DVIR
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC6626103|XP_032292554.1|DVIR
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC6626349|XP_015029237.1|DVIR
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC6632223|XP_002055891.2|DVIR
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC6634164|XP_002057531.1|DVIR
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC6636452|XP_032291729.1|DVIR
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC6626015|XP_002050239.3|DVIR
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC6633894|XP_002057587.1|DVIR
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC6634351|XP_002057815.1|DVIR
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC6634003|XP_002057824.1|DVIR
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC6632221|XP_002055889.1|DVIR
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC6634389|XP_032293690.1|DVIR
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC6635627|XP_002059119.1|DVIR
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC6629176|XP_002052371.1|DVIR
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC6628914|XP_032293546.1|DVIR
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC6623651|XP_032290185.1|DVIR
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC6627941|XP_002052666.1|DVIR
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC6626421|XP_032292316.1|DVIR
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC6627102|XP_002049945.1|DVIR
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC6628759|XP_032294343.1|DVIR
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC6629150|XP_002052444.1|DVIR
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC6635671|XP_002059206.1|DVIR
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC6629893|XP_002053988.1|DVIR
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC6634301|XP_015025271.1|DVIR
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC6634384|XP_002057578.1|DVIR
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC6627880|XP_002052004.1|DVIR
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC6632454|XP_002056300.1|DVIR
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC6624802|XP_002050196.1|DVIR
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC6628012|XP_002051316.1|DVIR
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC6628441|XP_002052226.2|DVIR
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC6633939|XP_032293555.1|DVIR
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC6634372|XP_002057566.1|DVIR
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC6628101|XP_002052425.1|DVIR
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC6634385|XP_002057579.2|DVIR
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC6634387|XP_002057581.2|DVIR
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC6634128|XP_002057516.2|DVIR
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC6628491|XP_002051486.2|DVIR
OG0003831	LOC120413522|XP_039430327.1|CPIP	LOC6631084|XP_015027545.1|DVIR
OG0003832	LOC120413520|XP_039430326.1|CPIP	LOC6628075|XP_002051440.1|DVIR
OG0003833	LOC120431162|XP_039452233.1|CPIP	LOC6628072|XP_002051437.1|DVIR
OG0003834	LOC120421105|XP_039440191.1|CPIP	LOC6627544|XP_002052491.2|DVIR
OG0003835	LOC120420135|XP_039439021.1|CPIP	LOC6634246|XP_032293506.1|DVIR
OG0003836	LOC120422759|XP_039442243.1|CPIP	LOC6628470|XP_002051545.2|DVIR
OG0003837	LOC120414065|XP_039431020.1|CPIP	LOC6628468|XP_032293803.1|DVIR
OG0003838	LOC120414098|XP_039431055.1|CPIP	LOC6627961|XP_002052537.1|DVIR
OG0003839	LOC120414102|XP_039431059.1|CPIP	LOC6634181|XP_002057439.1|DVIR
OG0003840	LOC120424100|XP_039444047.1|CPIP	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR
OG0003841	LOC120420618|XP_039439625.1|CPIP	LOC6627529|XP_002051973.2|DVIR
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	LOC6627822|XP_002051135.1|DVIR
OG0003843	LOC120422559|XP_039441979.1|CPIP	LOC6633975|XP_002057483.3|DVIR
OG0003844	LOC120423251|XP_039442908.1|CPIP	LOC6634221|XP_032293755.1|DVIR
OG0003845	LOC120422875|XP_039442372.1|CPIP	LOC6628509|XP_032293776.1|DVIR
OG0003846	LOC120422954|XP_039442477.1|CPIP	LOC6634039|XP_015025330.1|DVIR
OG0003847	LOC120414067|XP_039431022.1|CPIP	LOC6627418|XP_002051091.2|DVIR
OG0003848	LOC120428848|XP_039449904.1|CPIP	LOC6631117|XP_002054237.1|DVIR
OG0003849	LOC120424905|XP_039445131.1|CPIP	LOC6626213|XP_002050548.2|DVIR
OG0003850	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP	LOC6634045|XP_015025255.1|DVIR
OG0003851	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP	LOC6635849|XP_002059461.1|DVIR
OG0003852	LOC120413146|XP_039429787.1|CPIP	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR
OG0003853	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP	LOC6627274|XP_032292311.1|DVIR
OG0003854	LOC120424964|XP_039445255.1|CPIP	LOC6627707|XP_002051991.1|DVIR
OG0003855	LOC120424954|XP_039445199.1|CPIP	LOC6627706|XP_002051990.2|DVIR
OG0003856	LOC120424963|XP_039445251.1|CPIP	LOC6627807|XP_032294269.1|DVIR
OG0003857	LOC120416291|XP_039433939.1|CPIP	LOC6635641|XP_032294704.1|DVIR
OG0003858	LOC120415175|XP_039432564.1|CPIP	LOC6634676|XP_032296466.1|DVIR
OG0003859	LOC120418955|XP_039437430.1|CPIP	LOC6627328|XP_002051924.1|DVIR
OG0003860	LOC120418977|XP_039437458.1|CPIP	LOC6635806|XP_002059315.2|DVIR
OG0003861	LOC120428566|XP_039449537.1|CPIP	LOC6629121|XP_002052113.1|DVIR
OG0003862	LOC120427661|XP_039448473.1|CPIP	LOC6628171|XP_015028196.2|DVIR
OG0003863	LOC120427680|XP_039448498.1|CPIP	LOC6627669|XP_002051109.2|DVIR
OG0003864	LOC120428621|XP_039449607.1|CPIP	LOC6627668|XP_002051108.1|DVIR
OG0003865	LOC120427841|XP_039448701.1|CPIP	LOC6630236|XP_002054576.1|DVIR
OG0003866	LOC120427986|XP_039448880.1|CPIP	LOC6634053|XP_032293820.1|DVIR
OG0003867	LOC120428244|XP_039449161.1|CPIP	LOC26531466|XP_032294254.1|DVIR
OG0003868	LOC120416298|XP_039433950.1|CPIP	LOC6633616|XP_002057185.2|DVIR
OG0003869	LOC120414746|XP_039431995.1|CPIP	LOC6628233|XP_002051803.1|DVIR
OG0003870	LOC120425148|XP_039445506.1|CPIP	LOC6629032|XP_032294539.1|DVIR
OG0003871	LOC120429760|XP_039450746.1|CPIP	LOC6627899|XP_002051813.1|DVIR
OG0003872	LOC120424362|XP_039444391.1|CPIP	LOC6624756|XP_002049750.1|DVIR
OG0003873	LOC120424357|XP_039444388.1|CPIP	LOC6635636|XP_002059241.1|DVIR
OG0003874	LOC120424351|XP_039444378.1|CPIP	LOC6634061|XP_032293788.1|DVIR
OG0003875	LOC120424361|XP_039444390.1|CPIP	LOC6634125|XP_002057726.1|DVIR
OG0003876	LOC120421723|XP_039440905.1|CPIP	LOC6627842|XP_002051732.1|DVIR
OG0003877	LOC120420826|XP_039439882.1|CPIP	LOC6634146|XP_002057623.1|DVIR
OG0003878	LOC120420798|XP_039439850.1|CPIP	LOC6627329|XP_015028803.1|DVIR
OG0003879	LOC120420800|XP_039439852.1|CPIP	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR
OG0003880	LOC120420813|XP_039439867.1|CPIP	LOC26530969|XP_032291108.1|DVIR
OG0003881	LOC120419385|XP_039437993.1|CPIP	LOC6626306|XP_002048785.1|DVIR
OG0003882	LOC120419381|XP_039437986.1|CPIP	LOC6636376|XP_002059905.2|DVIR
OG0003883	LOC120419383|XP_039437989.1|CPIP	LOC6632030|XP_015026411.2|DVIR
OG0003884	LOC120419366|XP_039437967.1|CPIP	LOC6634321|XP_002057461.1|DVIR
OG0003885	LOC120426843|XP_039447565.1|CPIP	LOC6628223|XP_002051171.1|DVIR
OG0003886	LOC120426845|XP_039447567.1|CPIP	LOC6628224|XP_002051172.1|DVIR
OG0003887	LOC120426848|XP_039447572.1|CPIP	LOC6627530|XP_002051974.2|DVIR
OG0003888	LOC120420400|XP_039439345.1|CPIP	LOC6633042|XP_002056265.2|DVIR
OG0003889	LOC120420038|XP_039438876.1|CPIP	LOC6629064|XP_002051608.1|DVIR
OG0003890	LOC120428643|XP_039449620.1|CPIP	LOC6623909|XP_002046837.1|DVIR
OG0003891	LOC120428296|XP_039449239.1|CPIP	LOC6634338|XP_002057466.1|DVIR
OG0003892	LOC120428425|XP_039449372.1|CPIP	LOC6636850|XP_002060280.1|DVIR
OG0003893	LOC120427581|XP_039448395.1|CPIP	LOC6634184|XP_002057442.1|DVIR
OG0003894	LOC120430899|XP_039451956.1|CPIP	LOC6628045|XP_002051156.1|DVIR
OG0003895	LOC120431109|XP_039452196.1|CPIP	LOC6631461|XP_002055549.2|DVIR
OG0003898	LOC120424090|XP_039444038.1|CPIP	LOC6634258|XP_002057644.1|DVIR
OG0003899	LOC120421965|XP_039441211.1|CPIP	LOC6627774|XP_002052836.1|DVIR
OG0003900	LOC120431313|XP_039452380.1|CPIP	LOC6635686|XP_002059281.1|DVIR
OG0003901	LOC120425197|XP_039445561.1|CPIP	LOC6635642|XP_002059188.1|DVIR
OG0003902	LOC120425192|XP_039445557.1|CPIP	LOC6635643|XP_002059189.1|DVIR
OG0003903	LOC120425195|XP_039445560.1|CPIP	LOC6629099|XP_002051683.1|DVIR
OG0003904	LOC120425193|XP_039445558.1|CPIP	LOC6629100|XP_002051684.1|DVIR
OG0003905	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP	LOC6629322|XP_002053055.2|DVIR
OG0003906	LOC120416084|XP_039433701.1|CPIP	LOC6626088|XP_032293160.1|DVIR
OG0003907	LOC120420207|XP_039439130.1|CPIP	LOC6628727|XP_032294092.1|DVIR
OG0003908	LOC120420216|XP_039439141.1|CPIP	LOC6628728|XP_002052881.1|DVIR
OG0003909	LOC120425335|XP_039445751.1|CPIP	LOC6636440|XP_002059829.1|DVIR, LOC116649738|XP_032291660.1|DVIR
OG0003910	LOC120425336|XP_039445761.1|CPIP	LOC6636439|XP_002059828.3|DVIR, LOC116650873|XP_032291666.1|DVIR
OG0003911	LOC120412783|XP_039429304.1|CPIP	LOC6635705|XP_002059254.1|DVIR
OG0003912	LOC120416016|XP_039433607.1|CPIP	LOC6628554|XP_002052180.2|DVIR
OG0003913	LOC120423640|XP_039443448.1|CPIP	LOC6634316|XP_015025260.1|DVIR
OG0003914	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP	LOC6627740|XP_002051124.1|DVIR
OG0003915	LOC120430021|XP_039451050.1|CPIP	LOC6634437|XP_002057911.1|DVIR
OG0003916	LOC120423138|XP_039442751.1|CPIP	LOC6627829|XP_002051753.2|DVIR
OG0003917	LOC120420895|XP_039439950.1|CPIP	LOC6628185|XP_002052919.3|DVIR
OG0003918	LOC120419788|XP_039438561.1|CPIP	LOC6627549|XP_002052284.1|DVIR
OG0003919	LOC120426940|XP_039447694.1|CPIP	LOC6629070|XP_032293543.1|DVIR
OG0003920	LOC120426945|XP_039447701.1|CPIP	LOC6625491|XP_002048828.1|DVIR
OG0003921	LOC120422518|XP_039441910.1|CPIP	LOC6628902|XP_032294109.1|DVIR
OG0003922	LOC120422865|XP_039442350.1|CPIP	LOC6627916|XP_002051766.1|DVIR
OG0003923	LOC120423125|XP_039442741.1|CPIP	LOC6636241|XP_002059754.1|DVIR
OG0003924	LOC120422459|XP_039441839.1|CPIP	LOC6625758|XP_002048724.1|DVIR
OG0003925	LOC120415486|XP_039432987.1|CPIP	LOC6628674|XP_002051848.2|DVIR
OG0003926	LOC120415476|XP_039432973.1|CPIP	LOC6628544|XP_002051856.1|DVIR
OG0003927	LOC120419186|XP_039437787.1|CPIP	LOC6628750|XP_002052319.1|DVIR, LOC116651675|XP_032294405.1|DVIR
OG0003928	LOC120416027|XP_039433622.1|CPIP	LOC6629089|XP_002052436.1|DVIR
OG0003929	LOC120415970|XP_039433553.1|CPIP	LOC6627835|XP_032294462.1|DVIR
OG0003930	LOC120416775|XP_039434573.1|CPIP	LOC6627294|XP_002052466.1|DVIR
OG0003931	LOC120416767|XP_039434547.1|CPIP	LOC6627454|XP_015028663.1|DVIR
OG0003932	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP	LOC6625999|XP_032292707.1|DVIR
OG0003933	LOC120416100|XP_039433717.1|CPIP	LOC6635678|XP_032294650.1|DVIR
OG0003934	LOC120416101|XP_039433718.1|CPIP	LOC6629196|XP_002051598.1|DVIR
OG0003935	LOC120416078|XP_039433681.1|CPIP	LOC6627275|XP_002050652.1|DVIR
OG0003936	LOC120416091|XP_039433708.1|CPIP	LOC6627276|XP_002050653.1|DVIR
OG0003937	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP	LOC6636332|XP_002059931.1|DVIR
OG0003938	LOC120427952|XP_039448838.1|CPIP	LOC6628116|XP_032294590.1|DVIR
OG0003939	LOC120427955|XP_039448842.1|CPIP	LOC6627963|XP_002051616.1|DVIR
OG0003940	LOC120427958|XP_039448846.1|CPIP	LOC6629219|XP_002051939.1|DVIR
OG0003941	LOC120427960|XP_039448849.1|CPIP	LOC6628139|XP_002052307.1|DVIR
OG0003942	LOC120430518|XP_039451564.1|CPIP	LOC6628427|XP_002051866.1|DVIR
OG0003943	LOC120419848|XP_039438620.1|CPIP	LOC6627681|XP_002051738.1|DVIR
OG0003944	LOC120412827|XP_039429367.1|CPIP	LOC6628313|XP_002052737.1|DVIR
OG0003945	LOC120425646|XP_039446165.1|CPIP	LOC6625871|XP_002050791.1|DVIR
OG0003946	LOC120412818|XP_039429358.1|CPIP	LOC6633993|XP_002057660.1|DVIR
OG0003947	LOC120412814|XP_039429350.1|CPIP	LOC6633914|XP_002057648.1|DVIR
OG0003948	LOC120413552|XP_039430365.1|CPIP	LOC6628216|XP_002052702.1|DVIR
OG0003949	LOC120413516|XP_039430309.1|CPIP	LOC6628217|XP_032294242.1|DVIR
OG0003950	LOC120416604|XP_039434332.1|CPIP	LOC6627581|XP_002051394.1|DVIR
OG0003951	LOC120416601|XP_039434325.1|CPIP	LOC6627575|XP_002051388.1|DVIR
OG0003952	LOC120416875|XP_039434704.1|CPIP	LOC6629228|XP_002051254.1|DVIR
OG0003953	LOC120416871|XP_039434700.1|CPIP	LOC6627646|XP_002052497.1|DVIR
OG0003954	LOC120416870|XP_039434699.1|CPIP	LOC6623948|XP_032290472.1|DVIR
OG0003955	LOC120419817|XP_039438589.1|CPIP	LOC26531326|XP_015028920.1|DVIR
OG0003956	LOC120419695|XP_039438420.1|CPIP	LOC6628651|XP_032293968.1|DVIR
OG0003957	LOC120415976|XP_039433560.1|CPIP	LOC6624077|XP_002046872.1|DVIR
OG0003958	LOC120415997|XP_039433586.1|CPIP	LOC6631912|XP_032296272.1|DVIR
OG0003959	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP	LOC6635895|XP_032291824.1|DVIR
OG0003960	LOC120423479|XP_039443248.1|CPIP	LOC6631312|XP_002055055.1|DVIR
OG0003961	LOC120426941|XP_039447696.1|CPIP	LOC6628451|XP_002051654.1|DVIR
OG0003962	LOC120421121|XP_039440213.1|CPIP	LOC6628421|XP_002051860.1|DVIR
OG0003963	LOC120418613|XP_039436991.1|CPIP	LOC6634118|XP_002057719.1|DVIR
