Orthogroup	CPIP.longest_only	DSER.longest_only
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC110183685|XP_020807681.1|DSER
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC110183568|XP_020807533.1|DSER
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC110182590|XP_020806301.1|DSER
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC110187753|XP_020812873.1|DSER
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC110188291|XP_020813649.1|DSER
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC110189921|XP_020815857.1|DSER
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC110187931|XP_020813101.1|DSER
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC110188724|XP_020814196.1|DSER
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC110191917|XP_020818561.1|DSER
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC110186921|XP_020811903.1|DSER
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC110189103|XP_020814739.1|DSER, LOC110189045|XP_020814673.1|DSER
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC110190312|XP_020816363.1|DSER
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC110187010|XP_020812036.1|DSER
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC110181267|XP_020804632.1|DSER
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC110183252|XP_020807136.1|DSER, LOC110183243|XP_020807123.1|DSER
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC110182882|XP_020806685.1|DSER
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC110178824|XP_020801750.1|DSER
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC110188371|XP_020813743.1|DSER
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC110190858|XP_020817167.1|DSER
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC110186303|XP_020811083.1|DSER
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC110188094|XP_020813309.1|DSER
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC110177232|XP_020799514.1|DSER
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC110184486|XP_020808702.1|DSER
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC110188576|XP_020813999.1|DSER
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC110186658|XP_020811585.1|DSER
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC110188286|XP_020813642.1|DSER
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC110191934|XP_020818610.1|DSER
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC110187939|XP_020813113.1|DSER
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC110180256|XP_020803571.1|DSER
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC110176325|XP_020798303.1|DSER
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC110182731|XP_020806494.1|DSER
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC110189744|XP_020815605.1|DSER
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC110191030|XP_020817407.1|DSER
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC110190996|XP_020817368.1|DSER
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC110181843|XP_020805409.1|DSER
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC110181860|XP_020805439.1|DSER, LOC110182181|XP_020805844.1|DSER
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC110189069|XP_020814698.1|DSER
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC110180357|XP_020803677.1|DSER
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC110178145|XP_020800832.1|DSER
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC110183522|XP_020807469.1|DSER
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC110176885|XP_020799028.1|DSER
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC110178811|XP_020801733.1|DSER
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC110178805|XP_020801721.1|DSER
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC110187409|XP_020812456.1|DSER
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC110191340|XP_020817843.1|DSER
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC110178966|XP_020801929.1|DSER
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC110178916|XP_020801854.1|DSER
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC110181231|XP_020804590.1|DSER
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC110189834|XP_020815689.1|DSER
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC110189466|XP_020815203.1|DSER
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC110190544|XP_020816752.1|DSER
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC110190191|XP_020816200.1|DSER
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC110176156|XP_020798052.1|DSER
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC110176190|XP_020798099.1|DSER
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC110176140|XP_020798035.1|DSER
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC110177991|XP_020800652.1|DSER
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC110189362|XP_020815064.1|DSER
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC110189777|XP_020815660.1|DSER
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC110182883|XP_020806686.1|DSER
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC110190658|XP_020816918.1|DSER
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC110176336|XP_020798317.1|DSER
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC110191213|XP_020817642.1|DSER
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC110179481|XP_020802716.1|DSER
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC110180496|XP_020803837.1|DSER
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC110190642|XP_020816899.1|DSER
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC110178247|XP_020800957.1|DSER
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC110178555|XP_020801384.1|DSER
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC110177932|XP_020800571.1|DSER
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC110176329|XP_020798312.1|DSER
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC110189450|XP_020815181.1|DSER
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC110176909|XP_020799058.1|DSER
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC110177809|XP_020800358.1|DSER, LOC110177808|XP_020800357.1|DSER, LOC110175958|XP_020797810.1|DSER
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC110175924|XP_020797763.1|DSER
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC110188382|XP_020813760.1|DSER
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC110183851|XP_020807860.1|DSER
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC110188345|XP_020813712.1|DSER, LOC110183639|XP_020807622.1|DSER
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC110178747|XP_020801637.1|DSER
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC110187450|XP_020812498.1|DSER
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC110179934|XP_020803193.1|DSER
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC110179923|XP_020803183.1|DSER
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC110181896|XP_020805487.1|DSER
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC110181127|XP_020804458.1|DSER
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC110191684|XP_020818258.1|DSER
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC110177354|XP_020799709.1|DSER
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC110189415|XP_020815133.1|DSER
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC110183444|XP_020807383.1|DSER
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC110184935|XP_020809239.1|DSER
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC110189223|XP_020814862.1|DSER
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC110182868|XP_020806670.1|DSER
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC110184179|XP_020808249.1|DSER, LOC110177011|XP_020799183.1|DSER
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC110190630|XP_020816883.1|DSER
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC110178102|XP_020800774.1|DSER
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC110178087|XP_020800753.1|DSER
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC110177936|XP_020800577.1|DSER
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC110180237|XP_020803553.1|DSER
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC110180238|XP_020803554.1|DSER
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC110180231|XP_020803542.1|DSER
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC110185045|XP_020809356.1|DSER
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC110180076|XP_020803362.1|DSER
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC110179119|XP_020802172.1|DSER
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC110191519|XP_020818046.1|DSER
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC110191471|XP_020817982.1|DSER
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC110189586|XP_020815378.1|DSER
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC110189722|XP_020815571.1|DSER
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC110188244|XP_020813567.1|DSER
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC110177430|XP_020799813.1|DSER
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC110177848|XP_020800450.1|DSER
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC110189398|XP_020815113.1|DSER
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC110179247|XP_020802365.1|DSER
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC110184666|XP_020808933.1|DSER
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC110190354|XP_020816418.1|DSER
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC110180484|XP_020803829.1|DSER
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC110182168|XP_020805832.1|DSER
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC110181911|XP_020805503.1|DSER
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC110177432|XP_020799818.1|DSER
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC110189406|XP_020815121.1|DSER
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC110180065|XP_020803346.1|DSER
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC110188274|XP_020813624.1|DSER
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC110190200|XP_020816211.1|DSER
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC110190473|XP_020816642.1|DSER
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC110177703|XP_020800189.1|DSER
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC110179250|XP_020802367.1|DSER
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC110189447|XP_020815179.1|DSER
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC110191014|XP_020817391.1|DSER
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC110189623|XP_020815423.1|DSER
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC110179268|XP_020802389.1|DSER
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC110179272|XP_020802394.1|DSER
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC110177990|XP_020800648.1|DSER
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC110177857|XP_020800463.1|DSER
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC110179815|XP_020803079.1|DSER
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC110178327|XP_020801096.1|DSER
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC110183674|XP_020807667.1|DSER
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC110190217|XP_020816232.1|DSER
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC110179595|XP_020802856.1|DSER
OG0004392	LOC120415406|XP_039432867.1|CPIP	LOC110189856|XP_020815732.1|DSER
OG0004393	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP	LOC110178471|XP_020801270.1|DSER
OG0004394	LOC120419311|XP_039437913.1|CPIP	LOC110176853|XP_020798986.1|DSER
OG0004395	LOC120427990|XP_039448881.1|CPIP	LOC110189688|XP_020815521.1|DSER
OG0004396	LOC120429998|XP_039451029.1|CPIP	LOC110189446|XP_020815177.1|DSER
OG0004397	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP	LOC110189745|XP_020815607.1|DSER
OG0004398	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP	LOC110189747|XP_020815610.1|DSER
OG0004399	LOC120429994|XP_039451022.1|CPIP	LOC110178315|XP_020801085.1|DSER
OG0004400	LOC120415133|XP_039432493.1|CPIP	LOC110188757|XP_020814258.1|DSER
OG0004401	LOC120415121|XP_039432474.1|CPIP	LOC110191484|XP_020818008.1|DSER
OG0004402	LOC120415124|XP_039432481.1|CPIP	LOC110180944|XP_020804282.1|DSER
OG0004403	LOC120429091|XP_039450190.1|CPIP	LOC110177800|XP_020800388.1|DSER
OG0004404	LOC120429158|XP_039450303.1|CPIP	LOC110189308|XP_020815002.1|DSER
OG0004405	LOC120429180|XP_039450330.1|CPIP	LOC110178553|XP_020801378.1|DSER
OG0004406	LOC120429230|XP_039450377.1|CPIP	LOC110189912|XP_020815840.1|DSER
OG0004407	LOC120429782|XP_039450778.1|CPIP	LOC110178397|XP_020801194.1|DSER
OG0004408	LOC120415384|XP_039432842.1|CPIP	LOC110191189|XP_020817616.1|DSER
OG0004409	LOC120418158|XP_039436389.1|CPIP	LOC110185426|XP_020809899.1|DSER
OG0004410	LOC120429991|XP_039451018.1|CPIP	LOC110187679|XP_020812806.1|DSER
OG0004411	LOC120429988|XP_039451015.1|CPIP	LOC110179834|XP_020803101.1|DSER
OG0004412	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP	LOC110179814|XP_020803078.1|DSER
OG0004413	LOC120418141|XP_039436368.1|CPIP	LOC110191479|XP_020817999.1|DSER
OG0004414	LOC120418136|XP_039436357.1|CPIP	LOC110191618|XP_020818167.1|DSER
OG0004415	LOC120432665|XP_039453845.1|CPIP	LOC110177833|XP_020800437.1|DSER
OG0004416	LOC120412363|XP_039428721.1|CPIP	LOC110189430|XP_020815159.1|DSER
OG0004417	LOC120412360|XP_039428717.1|CPIP	LOC110189690|XP_020815526.1|DSER
OG0004418	LOC120412358|XP_039428707.1|CPIP	LOC110189428|XP_020815150.1|DSER
OG0004419	LOC120432641|XP_039453817.1|CPIP	LOC110189340|XP_020815041.1|DSER
OG0004420	LOC120412333|XP_039428667.1|CPIP	LOC110177591|XP_020800037.1|DSER
OG0004421	LOC120425247|XP_039445625.1|CPIP	LOC110178913|XP_020801851.1|DSER
OG0004422	LOC120425962|XP_039446543.1|CPIP	LOC110185228|XP_020809617.1|DSER
OG0004423	LOC120416845|XP_039434668.1|CPIP	LOC110183615|XP_020807629.1|DSER
OG0004424	LOC120416837|XP_039434660.1|CPIP	LOC110176707|XP_020798808.1|DSER
OG0004425	LOC120416832|XP_039434652.1|CPIP	LOC110184647|XP_020808908.1|DSER
OG0004426	LOC120416810|XP_039434619.1|CPIP	LOC110184667|XP_020808934.1|DSER
OG0004427	LOC120428653|XP_039449634.1|CPIP	LOC110176712|XP_020798811.1|DSER
OG0004428	LOC120428654|XP_039449635.1|CPIP	LOC110185460|XP_020809965.1|DSER
OG0004429	LOC120431001|XP_039452095.1|CPIP	LOC110187433|XP_020812482.1|DSER
OG0004430	LOC120418195|XP_039436435.1|CPIP	LOC110176131|XP_020798026.1|DSER
OG0004431	LOC120417013|XP_039434884.1|CPIP	LOC110189400|XP_020815117.1|DSER
OG0004432	LOC120416993|XP_039434862.1|CPIP	LOC110189391|XP_020815104.1|DSER
OG0004433	LOC120421847|XP_039441070.1|CPIP	LOC110177512|XP_020799926.1|DSER
OG0004434	LOC120421877|XP_039441108.1|CPIP	LOC110189746|XP_020815609.1|DSER
OG0004435	LOC120426626|XP_039447352.1|CPIP	LOC110191760|XP_020818360.1|DSER
OG0004436	LOC120420263|XP_039439192.1|CPIP	LOC110177995|XP_020800653.1|DSER
OG0004437	LOC120420280|XP_039439212.1|CPIP	LOC110180247|XP_020803563.1|DSER
OG0004438	LOC120426517|XP_039447220.1|CPIP	LOC110179271|XP_020802393.1|DSER
OG0004439	LOC120426512|XP_039447216.1|CPIP	LOC110190944|XP_020817281.1|DSER
OG0004440	LOC120426520|XP_039447223.1|CPIP	LOC110177603|XP_020800064.1|DSER
OG0004441	LOC120415200|XP_039432592.1|CPIP	LOC110182229|XP_020805913.1|DSER, LOC110181302|XP_020804682.1|DSER
OG0004442	LOC120415178|XP_039432570.1|CPIP	LOC110176617|XP_020798705.1|DSER
OG0004443	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP	LOC110181283|XP_020804665.1|DSER
OG0004444	LOC120425102|XP_039445431.1|CPIP	LOC110176278|XP_020798257.1|DSER
OG0004445	LOC120416358|XP_039434024.1|CPIP	LOC110191636|XP_020818186.1|DSER
OG0004446	LOC120416357|XP_039434023.1|CPIP	LOC110186246|XP_020810979.1|DSER
OG0004447	LOC120416351|XP_039434017.1|CPIP	LOC110187723|XP_020812829.1|DSER
OG0004448	LOC120416363|XP_039434031.1|CPIP	LOC110177728|XP_020800240.1|DSER
OG0004449	LOC120421568|XP_039440731.1|CPIP	LOC110188299|XP_020813663.1|DSER, LOC110179984|XP_020803233.1|DSER
OG0004450	LOC120427131|XP_039447921.1|CPIP	LOC110178403|XP_020801202.1|DSER
OG0004451	LOC120432579|XP_039453748.1|CPIP	LOC110178277|XP_020801005.1|DSER
OG0004452	LOC120432581|XP_039453750.1|CPIP	LOC110181706|XP_020805216.1|DSER
OG0004453	LOC120432549|XP_039453710.1|CPIP	LOC110176315|XP_020798290.1|DSER
OG0004454	LOC120421562|XP_039440723.1|CPIP	LOC110176618|XP_020798702.1|DSER
OG0004455	LOC120421581|XP_039440747.1|CPIP	LOC110179971|XP_020803211.1|DSER
OG0004456	LOC120421563|XP_039440724.1|CPIP	LOC110182832|XP_020806624.1|DSER
OG0004457	LOC120421553|XP_039440715.1|CPIP	LOC110181268|XP_020804636.1|DSER
OG0004458	LOC120421569|XP_039440735.1|CPIP	LOC110178937|XP_020801893.1|DSER
OG0004459	LOC120423755|XP_039443604.1|CPIP	LOC110177499|XP_020799911.1|DSER
OG0004460	LOC120423740|XP_039443586.1|CPIP	LOC110189940|XP_020815885.1|DSER
OG0004461	LOC120426242|XP_039446913.1|CPIP	LOC110176280|XP_020798255.1|DSER
OG0004462	LOC120422202|XP_039441518.1|CPIP	LOC110185280|XP_020809685.1|DSER
OG0004463	LOC120422215|XP_039441534.1|CPIP	LOC110190421|XP_020816557.1|DSER
OG0004464	LOC120422208|XP_039441524.1|CPIP	LOC110190380|XP_020816469.1|DSER
OG0004465	LOC120416381|XP_039434050.1|CPIP	LOC110188794|XP_020814311.1|DSER
OG0004466	LOC120416373|XP_039434040.1|CPIP	LOC110185222|XP_020809612.1|DSER
OG0004467	LOC120416338|XP_039433999.1|CPIP	LOC110190361|XP_020816429.1|DSER
OG0004468	LOC120416336|XP_039433996.1|CPIP	LOC110190166|XP_020816161.1|DSER
OG0004469	LOC120416346|XP_039434009.1|CPIP	LOC110176265|XP_020798238.1|DSER
OG0004470	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP	LOC110187472|XP_020812518.1|DSER, LOC110179889|XP_020803149.1|DSER
OG0004471	LOC120428932|XP_039450010.1|CPIP	LOC110187767|XP_020812887.1|DSER
OG0004472	LOC120423890|XP_039443800.1|CPIP	LOC110191591|XP_020818139.1|DSER
OG0004473	LOC120423904|XP_039443818.1|CPIP	LOC110176322|XP_020798299.1|DSER
OG0004474	LOC120423908|XP_039443822.1|CPIP	LOC110176327|XP_020798306.1|DSER
OG0004475	LOC120428253|XP_039449177.1|CPIP	LOC110189405|XP_020815120.1|DSER
OG0004476	LOC120428263|XP_039449188.1|CPIP	LOC110182738|XP_020806499.1|DSER
OG0004477	LOC120428256|XP_039449180.1|CPIP	LOC110176910|XP_020799059.1|DSER
OG0004478	LOC120428250|XP_039449172.1|CPIP	LOC110189205|XP_020814835.1|DSER
OG0004479	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP	LOC110191476|XP_020817996.1|DSER
OG0004480	LOC120427979|XP_039448870.1|CPIP	LOC110176028|XP_020797897.1|DSER
OG0004481	LOC120416241|XP_039433877.1|CPIP	LOC110191578|XP_020818120.1|DSER
OG0004482	LOC120423048|XP_039442654.1|CPIP	LOC110186830|XP_020811780.1|DSER
OG0004483	LOC120429513|XP_039450517.1|CPIP	LOC110191508|XP_020818035.1|DSER
OG0004484	LOC120413804|XP_039430695.1|CPIP	LOC110188477|XP_020813865.1|DSER
OG0004486	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP	LOC110178487|XP_020801295.1|DSER
OG0004487	LOC120429277|XP_039450435.1|CPIP	LOC110190099|XP_020816065.1|DSER, LOC110189999|XP_020815957.1|DSER
OG0004488	LOC120418845|XP_039437302.1|CPIP	LOC110189315|XP_020815017.1|DSER
OG0004489	LOC120432093|XP_039453164.1|CPIP	LOC110177638|XP_020800109.1|DSER
OG0004490	LOC120412407|XP_039428803.1|CPIP	LOC110176752|XP_020798861.1|DSER
OG0004504	LOC120415043|XP_039432350.1|CPIP	LOC110187675|XP_020812757.1|DSER
OG0004505	LOC120413299|XP_039429991.1|CPIP	LOC110186588|XP_020811468.1|DSER
OG0004506	LOC120415060|XP_039432381.1|CPIP	LOC110176394|XP_020798386.1|DSER
OG0004507	LOC120421077|XP_039440156.1|CPIP	LOC110176630|XP_020798714.1|DSER
OG0004508	LOC120415046|XP_039432354.1|CPIP	LOC110186682|XP_020811607.1|DSER
OG0004509	LOC120415084|XP_039432434.1|CPIP	LOC110180539|XP_020803888.1|DSER, LOC110181255|XP_020804619.1|DSER
OG0004510	LOC120415024|XP_039432323.1|CPIP	LOC110181485|XP_020804896.1|DSER
OG0004511	LOC120430611|XP_039451644.1|CPIP	LOC110190108|XP_020816080.1|DSER
OG0004512	LOC120413310|XP_039430006.1|CPIP	LOC110185457|XP_020809959.1|DSER
OG0004513	LOC120413293|XP_039429982.1|CPIP	LOC110185444|XP_020809928.1|DSER
OG0004514	LOC120413285|XP_039429956.1|CPIP	LOC110185415|XP_020809887.1|DSER
OG0004515	LOC120420237|XP_039439159.1|CPIP	LOC110179569|XP_020802812.1|DSER
OG0004516	LOC120420249|XP_039439172.1|CPIP	LOC110182468|XP_020806165.1|DSER
OG0004517	LOC120432221|XP_039453329.1|CPIP	LOC110179069|XP_020802095.1|DSER
OG0004518	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP	LOC110184483|XP_020808693.1|DSER
OG0004519	LOC120412670|XP_039429170.1|CPIP	LOC110186860|XP_020811811.1|DSER
OG0004520	LOC120413708|XP_039430562.1|CPIP	LOC110181682|XP_020805182.1|DSER
OG0004521	LOC120413437|XP_039430184.1|CPIP	LOC110189487|XP_020815232.1|DSER
OG0004522	LOC120432170|XP_039453244.1|CPIP	LOC110181853|XP_020805426.1|DSER
OG0004523	LOC120424291|XP_039444304.1|CPIP	LOC110186395|XP_020811216.1|DSER
OG0004524	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP	LOC110182572|XP_020806278.1|DSER
OG0004525	LOC120417486|XP_039435607.1|CPIP	LOC110176061|XP_020797939.1|DSER
OG0004526	LOC120420014|XP_039438885.1|CPIP	LOC110180567|XP_020803922.1|DSER
OG0004527	LOC120418123|XP_039436335.1|CPIP	LOC110179359|XP_020802532.1|DSER
OG0004528	LOC120432235|XP_039453381.1|CPIP	LOC110176066|XP_020797946.1|DSER
OG0004529	LOC120432309|XP_039453427.1|CPIP	LOC110183044|XP_020806888.1|DSER, LOC110183058|XP_020806904.1|DSER
OG0004530	LOC120416126|XP_039433768.1|CPIP	LOC110181637|XP_020805102.1|DSER
OG0004531	LOC120422317|XP_039441669.1|CPIP	LOC110188645|XP_020814082.1|DSER
OG0004532	LOC120429205|XP_039450349.1|CPIP	LOC110187062|XP_020812108.1|DSER
OG0004533	LOC120412926|XP_039429495.1|CPIP	LOC110183520|XP_020807467.1|DSER
OG0004534	LOC120432237|XP_039453345.1|CPIP	LOC110187497|XP_020812583.1|DSER
OG0004535	LOC120432491|XP_039453639.1|CPIP	LOC110188511|XP_020813904.1|DSER
OG0004536	LOC120430783|XP_039451834.1|CPIP	LOC110191961|XP_020818638.1|DSER
OG0004537	LOC120414955|XP_039432221.1|CPIP	LOC110180454|XP_020803788.1|DSER
OG0004538	LOC120426001|XP_039446603.1|CPIP	LOC110176925|XP_020799078.1|DSER
OG0004539	LOC120432297|XP_039453417.1|CPIP	LOC110188247|XP_020813572.1|DSER
OG0004540	LOC120422049|XP_039441309.1|CPIP	LOC110182052|XP_020805667.1|DSER
OG0004541	LOC120414161|XP_039431145.1|CPIP	LOC110176348|XP_020798335.1|DSER
OG0004542	LOC120414164|XP_039431150.1|CPIP	LOC110184122|XP_020808187.1|DSER
OG0004543	LOC120417693|XP_039435767.1|CPIP	LOC110180423|XP_020803753.1|DSER
OG0004544	LOC120431148|XP_039452221.1|CPIP	LOC110182833|XP_020806625.1|DSER
