Orthogroup	CPIP.longest_only	AALB.longest_only
OG0003339	LOC120419623|XP_039438298.1|CPIP	LOC118465282|XP_035789220.1|AALB
OG0003340	LOC120419624|XP_039438301.1|CPIP	LOC118464288|XP_035787463.1|AALB
OG0003341	LOC120417758|XP_039435853.1|CPIP	LOC118468825|XP_035795948.1|AALB
OG0003342	LOC120417757|XP_039435850.1|CPIP	LOC118461027|XP_035781782.1|AALB
OG0003343	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP	LOC118467204|XP_035793362.1|AALB
OG0003344	LOC120426332|XP_039447026.1|CPIP	LOC118458621|XP_035777199.1|AALB
OG0003345	LOC120418063|XP_039436602.1|CPIP	LOC118466306|XP_035791311.1|AALB
OG0003346	LOC120415641|XP_039433173.1|CPIP	LOC118464886|XP_035788524.1|AALB
OG0003347	LOC120416905|XP_039434737.1|CPIP	LOC118460965|XP_035781643.1|AALB
OG0003348	LOC120424540|XP_039444638.1|CPIP	LOC118463628|XP_035786231.1|AALB
OG0003349	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP	LOC118458142|XP_035776233.1|AALB
OG0003350	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP	LOC118463565|XP_035786100.1|AALB
OG0003351	LOC120422082|XP_039441362.1|CPIP	LOC118467509|XP_035793954.1|AALB
OG0003352	LOC120414179|XP_039431187.1|CPIP	LOC118463917|XP_035786766.1|AALB
OG0003353	LOC120423869|XP_039443751.1|CPIP	LOC118460140|XP_035780124.1|AALB
OG0003354	LOC120423868|XP_039443749.1|CPIP	LOC118460493|XP_035780742.1|AALB
OG0003355	LOC120418633|XP_039437049.1|CPIP	LOC118457994|XP_035775963.1|AALB
OG0003356	LOC120419769|XP_039438568.1|CPIP	LOC118456935|XP_035773983.1|AALB
OG0003357	LOC120419859|XP_039438673.1|CPIP	LOC118456947|XP_035774016.1|AALB
OG0003358	LOC120429251|XP_039450398.1|CPIP	LOC118460688|XP_035781095.1|AALB
OG0003359	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB
OG0003360	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP	LOC118467582|XP_035794124.1|AALB
OG0003361	LOC120419868|XP_039438658.1|CPIP	LOC118467951|XP_035794815.1|AALB
OG0003362	LOC120425006|XP_039445311.1|CPIP	LOC118466237|XP_035791174.1|AALB
OG0003363	LOC120425005|XP_039445305.1|CPIP	LOC118466251|XP_035791200.1|AALB
OG0003364	LOC120424937|XP_039445176.1|CPIP	LOC118462042|XP_035783910.1|AALB
OG0003365	LOC120425467|XP_039445933.1|CPIP	LOC118461036|XP_035781815.1|AALB
OG0003366	LOC120428780|XP_039449800.1|CPIP	LOC118461434|XP_035782636.1|AALB
OG0003367	LOC120431383|XP_039452447.1|CPIP	LOC118460367|XP_035780510.1|AALB
OG0003368	LOC120429236|XP_039450380.1|CPIP	LOC118456158|XP_035772618.1|AALB
OG0003369	LOC120429234|XP_039450379.1|CPIP	LOC118459452|XP_035778755.1|AALB
OG0003370	LOC120431012|XP_039452104.1|CPIP	LOC118461718|XP_035783271.1|AALB
OG0003371	LOC120427659|XP_039448467.1|CPIP	LOC118459999|XP_035779798.1|AALB
OG0003372	LOC120416563|XP_039434233.1|CPIP	LOC118460305|XP_035780404.1|AALB
OG0003373	LOC120428527|XP_039449490.1|CPIP	LOC118465412|XP_035789532.1|AALB
OG0003374	LOC120430139|XP_039451160.1|CPIP	LOC118460181|XP_035780182.1|AALB
OG0003375	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP	LOC118458225|XP_035776385.1|AALB
OG0003376	LOC120429499|XP_039450505.1|CPIP	LOC118459585|XP_035779005.1|AALB
OG0003377	LOC120429498|XP_039450503.1|CPIP	LOC118457980|XP_035775923.1|AALB
OG0003378	LOC120425476|XP_039445945.1|CPIP	LOC118468316|XP_035794953.1|AALB
OG0003379	LOC120425475|XP_039445944.1|CPIP	LOC118468314|XP_035794951.1|AALB
OG0003380	LOC120425491|XP_039445973.1|CPIP	LOC118458736|XP_035777400.1|AALB
OG0003381	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP	LOC118460087|XP_035779996.1|AALB
OG0003382	LOC120425109|XP_039445438.1|CPIP	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB
OG0003383	LOC120427718|XP_039448553.1|CPIP	LOC118460199|XP_035780200.1|AALB
OG0003384	LOC120429002|XP_039450076.1|CPIP	LOC118460424|XP_035780608.1|AALB
OG0003386	LOC120431855|XP_039452925.1|CPIP	LOC118458981|XP_035777869.1|AALB
OG0003387	LOC120431712|XP_039452773.1|CPIP	LOC118458975|XP_035777858.1|AALB
OG0003388	LOC120431766|XP_039452821.1|CPIP	LOC118458409|XP_035776719.1|AALB
OG0003389	LOC120432139|XP_039453204.1|CPIP	LOC118460322|XP_035780426.1|AALB
OG0003390	LOC120417852|XP_039436005.1|CPIP	LOC118457186|XP_035774427.1|AALB
OG0003391	LOC120421775|XP_039440976.1|CPIP	LOC118468616|XP_035795516.1|AALB
OG0003392	LOC120416578|XP_039434250.1|CPIP	LOC118457407|XP_035774868.1|AALB
OG0003393	LOC120418736|XP_039437143.1|CPIP	LOC118468444|XP_035795105.1|AALB
OG0003394	LOC120417199|XP_039435099.1|CPIP	LOC118459161|XP_035778142.1|AALB
OG0003395	LOC120417220|XP_039435115.1|CPIP	LOC118458853|XP_035777667.1|AALB
OG0003396	LOC120432522|XP_039453673.1|CPIP	LOC118461752|XP_035783360.1|AALB
OG0003397	LOC120420738|XP_039439766.1|CPIP	LOC118460976|XP_035781683.1|AALB
OG0003398	LOC120420793|XP_039439840.1|CPIP	LOC118456727|XP_035773665.1|AALB
OG0003399	LOC120420794|XP_039439841.1|CPIP	LOC118456728|XP_035773666.1|AALB
OG0003400	LOC120431844|XP_039452907.1|CPIP	LOC118459348|XP_035778518.1|AALB
OG0003401	LOC120422308|XP_039441633.1|CPIP	LOC118461274|XP_035782310.1|AALB
OG0003402	LOC120424505|XP_039444590.1|CPIP	LOC118460228|XP_035780253.1|AALB
OG0003403	LOC120424508|XP_039444595.1|CPIP	LOC118458165|XP_035776265.1|AALB
OG0003404	LOC120429670|XP_039450632.1|CPIP	LOC118457822|XP_035775590.1|AALB
OG0003405	LOC120428994|XP_039450066.1|CPIP	LOC118459502|XP_035778820.1|AALB
OG0003406	LOC120430495|XP_039451526.1|CPIP	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC120430496|XP_039451527.1|CPIP	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC120428992|XP_039450065.1|CPIP	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC120428995|XP_039450068.1|CPIP	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC120426738|XP_039447449.1|CPIP	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC120421806|XP_039441017.1|CPIP	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC120421803|XP_039441015.1|CPIP	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC120416938|XP_039434792.1|CPIP	LOC118458580|XP_035777131.1|AALB
OG0003414	LOC120415828|XP_039433397.1|CPIP	LOC118460636|XP_035780982.1|AALB
OG0003415	LOC120416615|XP_039434351.1|CPIP	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC120416649|XP_039434396.1|CPIP	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC120415604|XP_039433134.1|CPIP	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC120428659|XP_039449640.1|CPIP	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC120431603|XP_039452641.1|CPIP	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC120426011|XP_039446617.1|CPIP	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC120426250|XP_039446922.1|CPIP	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC120422541|XP_039441939.1|CPIP	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC120422566|XP_039441986.1|CPIP	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC120425750|XP_039446290.1|CPIP	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC120418342|XP_039436625.1|CPIP	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC120415617|XP_039433150.1|CPIP	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC120427247|XP_039448036.1|CPIP	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC120423828|XP_039443690.1|CPIP	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC120418352|XP_039436639.1|CPIP	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC120428288|XP_039449214.1|CPIP	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC120418355|XP_039436642.1|CPIP	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC120431628|XP_039452674.1|CPIP	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC120431609|XP_039452650.1|CPIP	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC120426010|XP_039446616.1|CPIP	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC120426249|XP_039446921.1|CPIP	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC120416206|XP_039433881.1|CPIP	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC120427891|XP_039448759.1|CPIP	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC120427894|XP_039448762.1|CPIP	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC120417068|XP_039434963.1|CPIP	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC120416132|XP_039433738.1|CPIP	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC120415639|XP_039433175.1|CPIP	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC120415538|XP_039433041.1|CPIP	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC120414263|XP_039431310.1|CPIP	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC120414286|XP_039431351.1|CPIP	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC120424270|XP_039444266.1|CPIP	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC120424239|XP_039444237.1|CPIP	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC120424238|XP_039444236.1|CPIP	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC120425389|XP_039445840.1|CPIP	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC120425385|XP_039445834.1|CPIP	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC120425387|XP_039445838.1|CPIP	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC120423420|XP_039443157.1|CPIP	LOC118457520|XP_035775056.1|AALB
OG0003457	LOC120423423|XP_039443163.1|CPIP	LOC118468976|XP_035796249.1|AALB
OG0003458	LOC120425717|XP_039446258.1|CPIP	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC120429646|XP_039450606.1|CPIP	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC120417204|XP_039435104.1|CPIP	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC120414291|XP_039431356.1|CPIP	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC120425428|XP_039445890.1|CPIP	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC120424455|XP_039444522.1|CPIP	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC120427287|XP_039448072.1|CPIP	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC120431816|XP_039452869.1|CPIP	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC120421019|XP_039440075.1|CPIP	LOC118457652|XP_035775287.1|AALB
OG0003469	LOC120430499|XP_039451530.1|CPIP	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC120428674|XP_039449657.1|CPIP	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC120428672|XP_039449656.1|CPIP	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC120421173|XP_039440302.1|CPIP	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC120423964|XP_039443886.1|CPIP	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC120425161|XP_039445524.1|CPIP	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC120426217|XP_039446859.1|CPIP	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC120427409|XP_039448205.1|CPIP	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC120424766|XP_039444904.1|CPIP	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC120421098|XP_039440177.1|CPIP	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC120417002|XP_039434879.1|CPIP	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC120428960|XP_039450033.1|CPIP	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC120428962|XP_039450035.1|CPIP	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC120428959|XP_039450031.1|CPIP	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC120425990|XP_039446582.1|CPIP	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC120422026|XP_039441284.1|CPIP	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC120430263|XP_039451282.1|CPIP	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC120430268|XP_039451289.1|CPIP	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC120422548|XP_039441949.1|CPIP	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC120432485|XP_039453636.1|CPIP	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC120414300|XP_039431368.1|CPIP	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC120414284|XP_039431348.1|CPIP	LOC118460159|XP_035780152.1|AALB
OG0003491	LOC120414290|XP_039431355.1|CPIP	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC120427279|XP_039448063.1|CPIP	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC120429624|XP_039450588.1|CPIP	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC120423840|XP_039443722.1|CPIP	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC120421779|XP_039440982.1|CPIP	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC120423822|XP_039443679.1|CPIP	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC120423812|XP_039443666.1|CPIP	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC120423830|XP_039443704.1|CPIP	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC120424631|XP_039444731.1|CPIP	LOC118461265|XP_035782291.1|AALB
OG0003502	LOC120417089|XP_039434999.1|CPIP	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC120425050|XP_039445357.1|CPIP	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC120425079|XP_039445409.1|CPIP	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC120425072|XP_039445382.1|CPIP	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC120420771|XP_039439814.1|CPIP	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC120420749|XP_039439779.1|CPIP	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC120414265|XP_039431318.1|CPIP	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC120425654|XP_039446169.1|CPIP	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC120425391|XP_039445842.1|CPIP	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC120432131|XP_039453198.1|CPIP	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC120422588|XP_039442013.1|CPIP	LOC118460728|XP_035781175.1|AALB
OG0003515	LOC120425435|XP_039445900.1|CPIP	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC120425433|XP_039445897.1|CPIP	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC120417083|XP_039434995.1|CPIP	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC120428062|XP_039448955.1|CPIP	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC120428068|XP_039448970.1|CPIP	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC120428064|XP_039448957.1|CPIP	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC120428073|XP_039448981.1|CPIP	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC120428076|XP_039448986.1|CPIP	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC120428074|XP_039448984.1|CPIP	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC120430975|XP_039452041.1|CPIP	LOC118466449|XP_035791681.1|AALB
OG0003527	LOC120430984|XP_039452080.1|CPIP	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC120428690|XP_039449692.1|CPIP	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC120428693|XP_039449695.1|CPIP	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC120427603|XP_039448414.1|CPIP	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC120427613|XP_039448428.1|CPIP	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC120423003|XP_039442559.1|CPIP	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC120424419|XP_039444463.1|CPIP	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC120430253|XP_039451272.1|CPIP	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC120421746|XP_039440953.1|CPIP	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC120424166|XP_039444150.1|CPIP	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC120424173|XP_039444159.1|CPIP	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC120424169|XP_039444152.1|CPIP	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC120424180|XP_039444170.1|CPIP	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC120417819|XP_039435959.1|CPIP	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC120417805|XP_039435937.1|CPIP	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC120417813|XP_039435950.1|CPIP	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC120417798|XP_039435930.1|CPIP	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC120419759|XP_039438516.1|CPIP	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC120419751|XP_039438502.1|CPIP	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC120419505|XP_039438136.1|CPIP	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC120419500|XP_039438125.1|CPIP	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC120419503|XP_039438135.1|CPIP	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC120426579|XP_039447302.1|CPIP	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC120426850|XP_039447580.1|CPIP	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC120427329|XP_039448116.1|CPIP	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC120425995|XP_039446592.1|CPIP	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC120425696|XP_039446217.1|CPIP	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC120426360|XP_039447057.1|CPIP	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC120425830|XP_039446386.1|CPIP	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC120428814|XP_039449850.1|CPIP	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC120425974|XP_039446562.1|CPIP	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC120422331|XP_039441660.1|CPIP	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC120420566|XP_039439575.1|CPIP	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC120429984|XP_039451013.1|CPIP	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC120422847|XP_039442326.1|CPIP	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC120422433|XP_039441785.1|CPIP	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC120415748|XP_039433289.1|CPIP	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC120415739|XP_039433274.1|CPIP	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC120415735|XP_039433264.1|CPIP	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC120415752|XP_039433294.1|CPIP	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC120428572|XP_039449539.1|CPIP	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC120424877|XP_039445071.1|CPIP	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC120424883|XP_039445081.1|CPIP	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC120418863|XP_039437332.1|CPIP	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC120418856|XP_039437317.1|CPIP	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC120430196|XP_039451213.1|CPIP	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC120430042|XP_039451068.1|CPIP	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC120430147|XP_039451169.1|CPIP	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC120430158|XP_039451177.1|CPIP	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC120430016|XP_039451048.1|CPIP	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC120422884|XP_039442378.1|CPIP	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC120416555|XP_039434221.1|CPIP	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC120430951|XP_039452008.1|CPIP	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC120429260|XP_039450413.1|CPIP	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC120423179|XP_039442804.1|CPIP	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC120423180|XP_039442805.1|CPIP	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC120420670|XP_039439702.1|CPIP	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC120412428|XP_039428821.1|CPIP	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC120426803|XP_039447521.1|CPIP	LOC118467348|XP_035793623.1|AALB
OG0003618	LOC120426802|XP_039447516.1|CPIP	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC120428619|XP_039449597.1|CPIP	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC120413201|XP_039429850.1|CPIP	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC120431468|XP_039452516.1|CPIP	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC120431467|XP_039452515.1|CPIP	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC120421532|XP_039440685.1|CPIP	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC120428750|XP_039449765.1|CPIP	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC120428754|XP_039449770.1|CPIP	LOC118462921|XP_035784921.1|AALB
OG0003626	LOC120413254|XP_039429917.1|CPIP	LOC118464468|XP_035787770.1|AALB
OG0003627	LOC120413253|XP_039429916.1|CPIP	LOC118464466|XP_035787767.1|AALB
OG0003628	LOC120413218|XP_039429873.1|CPIP	LOC118467591|XP_035794150.1|AALB
OG0003629	LOC120413235|XP_039429899.1|CPIP	LOC118465427|XP_035789549.1|AALB
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC118465596|XP_035789857.1|AALB
