Orthogroup	CPIP.longest_only	DSEC.longest_only
OG0003186	LOC120425514|XP_039445996.1|CPIP	LOC6615581|XP_002039955.2|DSEC
OG0003187	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP	LOC6613353|XP_002037827.1|DSEC
OG0003188	LOC120428789|XP_039449823.1|CPIP	LOC6616647|XP_032579179.1|DSEC
OG0003189	LOC120415869|XP_039433439.1|CPIP	LOC6616321|XP_002040681.1|DSEC
OG0003190	LOC120428798|XP_039449831.1|CPIP	LOC6609629|XP_002034306.1|DSEC
OG0003191	LOC120412332|XP_039428666.1|CPIP	LOC6605463|XP_002030296.1|DSEC
OG0003192	LOC120425958|XP_039446537.1|CPIP	LOC6605636|XP_032575807.1|DSEC
OG0003193	LOC120416817|XP_039434631.1|CPIP	LOC6613493|XP_032572679.1|DSEC
OG0003194	LOC120428645|XP_039449621.1|CPIP	LOC6605698|XP_032574500.1|DSEC
OG0003195	LOC120430999|XP_039452093.1|CPIP	LOC6607167|XP_002031953.1|DSEC
OG0003196	LOC120430998|XP_039452092.1|CPIP	LOC6619418|XP_002043633.1|DSEC
OG0003197	LOC120418193|XP_039436429.1|CPIP	LOC6605689|XP_032575733.1|DSEC
OG0003198	LOC120418205|XP_039436446.1|CPIP	LOC6611423|XP_002035967.2|DSEC
OG0003199	LOC120416999|XP_039434875.1|CPIP	LOC6610155|XP_002034764.2|DSEC
OG0003200	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP	LOC6619148|XP_032572944.1|DSEC
OG0003201	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP	LOC6609084|XP_032570692.1|DSEC
OG0003202	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP	LOC6604823|XP_002029668.1|DSEC
OG0003203	LOC120424708|XP_039444821.1|CPIP	LOC6609235|XP_032572755.1|DSEC
OG0003204	LOC120422667|XP_039442106.1|CPIP	LOC6614334|XP_002038773.2|DSEC
OG0003205	LOC120422673|XP_039442115.1|CPIP	LOC6615789|XP_002040159.1|DSEC
OG0003206	LOC120418595|XP_039436975.1|CPIP	LOC6608346|XP_002033083.1|DSEC
OG0003207	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP	LOC6612656|XP_032576243.1|DSEC
OG0003208	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP	LOC6605088|XP_032575688.1|DSEC
OG0003209	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP	LOC6608569|XP_002033303.1|DSEC
OG0003210	LOC120420337|XP_039439266.1|CPIP	LOC6619687|XP_002043902.1|DSEC
OG0003211	LOC120420336|XP_039439265.1|CPIP	LOC6609249|XP_032572026.1|DSEC
OG0003212	LOC120420082|XP_039438945.1|CPIP	LOC6606697|XP_032577215.1|DSEC
OG0003213	LOC120414940|XP_039432204.1|CPIP	LOC6609386|XP_002034075.1|DSEC
OG0003214	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP	LOC6609902|XP_002034552.1|DSEC
OG0003215	LOC120427511|XP_039448307.1|CPIP	LOC6609914|XP_002034564.1|DSEC
OG0003216	LOC120427502|XP_039448290.1|CPIP	LOC6608231|XP_032572629.1|DSEC
OG0003217	LOC120422236|XP_039441557.1|CPIP	LOC6608171|XP_002032916.1|DSEC
OG0003218	LOC120416337|XP_039433998.1|CPIP	LOC6616616|XP_002040599.1|DSEC
OG0003219	LOC120416341|XP_039434002.1|CPIP	LOC6605637|XP_002030455.1|DSEC
OG0003220	LOC120428929|XP_039450005.1|CPIP	LOC6614576|XP_002039004.1|DSEC
OG0003221	LOC120423798|XP_039443651.1|CPIP	LOC6618066|XP_002042364.1|DSEC
OG0003222	LOC120423810|XP_039443664.1|CPIP	LOC6608170|XP_032572798.1|DSEC
OG0003224	LOC120428247|XP_039449163.1|CPIP	LOC6609735|XP_032570734.1|DSEC
OG0003225	LOC120426352|XP_039447047.1|CPIP	LOC6612172|XP_032578830.1|DSEC
OG0003226	LOC120429225|XP_039450373.1|CPIP	LOC6608537|XP_032570157.1|DSEC
OG0003229	LOC120415109|XP_039432462.1|CPIP	LOC6616318|XP_002040678.1|DSEC
OG0003233	LOC120416441|XP_039434128.1|CPIP	LOC6608660|XP_002033393.1|DSEC
OG0003237	LOC120413246|XP_039429909.1|CPIP	LOC116801037|XP_032574248.1|DSEC
OG0003250	LOC120432230|XP_039453341.1|CPIP	LOC6607405|XP_002032178.1|DSEC
OG0003251	LOC120432228|XP_039453338.1|CPIP	LOC6617102|XP_032577469.1|DSEC
OG0003252	LOC120432315|XP_039453433.1|CPIP	LOC6607459|XP_002032228.2|DSEC
OG0003253	LOC120415061|XP_039432382.1|CPIP	LOC116801750|XP_032578917.1|DSEC, LOC6606651|XP_002031451.2|DSEC
OG0003254	LOC120422088|XP_039441370.1|CPIP	LOC6614212|XP_002038657.1|DSEC
OG0003255	LOC120422081|XP_039441361.1|CPIP	LOC6612966|XP_002037457.1|DSEC
OG0003256	LOC120421080|XP_039440161.1|CPIP	LOC6617171|XP_002041498.1|DSEC
OG0003257	LOC120415082|XP_039432418.1|CPIP	LOC6617665|XP_032581664.1|DSEC
OG0003258	LOC120432232|XP_039453342.1|CPIP	LOC6615176|XP_002039592.1|DSEC
OG0003259	LOC120432223|XP_039453332.1|CPIP	LOC6621439|XP_032581554.1|DSEC
OG0003260	LOC120415048|XP_039432356.1|CPIP	LOC6617913|XP_002042221.2|DSEC
OG0003261	LOC120431253|XP_039452325.1|CPIP	LOC6613807|XP_002038276.1|DSEC
OG0003262	LOC120424013|XP_039443961.1|CPIP	LOC116801440|XP_032576896.1|DSEC
OG0003263	LOC120432245|XP_039453353.1|CPIP	LOC6619762|XP_002043976.2|DSEC
OG0003264	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP	LOC6620350|XP_002044539.1|DSEC
OG0003265	LOC120418100|XP_039436305.1|CPIP	LOC6611205|XP_002035761.1|DSEC
OG0003266	LOC120412639|XP_039429132.1|CPIP	LOC6613610|XP_002038080.1|DSEC
OG0003267	LOC120424303|XP_039444321.1|CPIP	LOC6620948|XP_032580537.1|DSEC
OG0003268	LOC120415881|XP_039433491.1|CPIP	LOC6612618|XP_032578724.1|DSEC
OG0003269	LOC120420955|XP_039440046.1|CPIP	LOC6612733|XP_002037236.1|DSEC
OG0003270	LOC120421546|XP_039440743.1|CPIP	LOC6605709|XP_002030525.2|DSEC
OG0003271	LOC120422529|XP_039442285.1|CPIP	LOC6619471|XP_032579724.1|DSEC
OG0003272	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP	LOC6614857|XP_032580110.1|DSEC
OG0003273	LOC120415792|XP_039433384.1|CPIP	LOC6608867|XP_002033581.1|DSEC
OG0003274	LOC120414169|XP_039431159.1|CPIP	LOC6617479|XP_032582133.1|DSEC
OG0003275	LOC120424026|XP_039443980.1|CPIP	LOC6612549|XP_032582667.1|DSEC
OG0003276	LOC120429211|XP_039450365.1|CPIP	LOC6616874|XP_002041210.1|DSEC
OG0003277	LOC120432268|XP_039453382.1|CPIP	LOC6608572|XP_002033306.1|DSEC
OG0003278	LOC120431241|XP_039452315.1|CPIP	LOC116801537|XP_032577718.1|DSEC
OG0003279	LOC120431434|XP_039452489.1|CPIP	LOC6612202|XP_002036719.1|DSEC
OG0003280	LOC120432244|XP_039453351.1|CPIP	LOC6607278|XP_032576350.1|DSEC
OG0003281	LOC120432304|XP_039453424.1|CPIP	LOC6619232|XP_002043451.1|DSEC
OG0003282	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP	LOC6612205|XP_032582396.1|DSEC
OG0003283	LOC120413357|XP_039430074.1|CPIP	LOC6614722|XP_032583004.1|DSEC
OG0003284	LOC120418129|XP_039436341.1|CPIP	LOC6619004|XP_032580969.1|DSEC
OG0003285	LOC120417923|XP_039436117.1|CPIP	LOC6612959|XP_032578923.1|DSEC
OG0003286	LOC120432354|XP_039453481.1|CPIP	LOC6617089|XP_002041416.1|DSEC
OG0003287	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP	LOC6605363|XP_032576085.1|DSEC
OG0003288	LOC120414171|XP_039431163.1|CPIP	LOC6606319|XP_002031124.1|DSEC
OG0003289	LOC120414191|XP_039431206.1|CPIP	LOC6615616|XP_002039990.1|DSEC
OG0003290	LOC120422451|XP_039441828.1|CPIP	LOC6613819|XP_002038288.1|DSEC
OG0003291	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP	LOC6619395|XP_032573961.1|DSEC
OG0003292	LOC120424292|XP_039444308.1|CPIP	LOC6619587|XP_002043802.1|DSEC
OG0003293	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP	LOC6612193|XP_002036711.2|DSEC
OG0003294	LOC120420183|XP_039439093.1|CPIP	LOC6609680|XP_002034338.1|DSEC
OG0003295	LOC120420185|XP_039439097.1|CPIP	LOC6620334|XP_032581586.1|DSEC
OG0003296	LOC120420203|XP_039439125.1|CPIP	LOC116801729|XP_032578809.1|DSEC
OG0003297	LOC120420176|XP_039439076.1|CPIP	LOC6606989|XP_032579548.1|DSEC
OG0003298	LOC120416888|XP_039434715.1|CPIP	LOC6618085|XP_002042383.1|DSEC
OG0003299	LOC120419281|XP_039437880.1|CPIP	LOC6606376|XP_002031181.1|DSEC
OG0003300	LOC120419269|XP_039437861.1|CPIP	LOC6606362|XP_032576664.1|DSEC
OG0003301	LOC120416436|XP_039434124.1|CPIP	LOC6609745|XP_002034399.1|DSEC
OG0003302	LOC120413707|XP_039430561.1|CPIP	LOC6617569|XP_032580064.1|DSEC
OG0003303	LOC120413335|XP_039430045.1|CPIP	LOC6609215|XP_002033906.1|DSEC
OG0003304	LOC120430281|XP_039451307.1|CPIP	LOC6607620|XP_002032388.1|DSEC
OG0003305	LOC120432624|XP_039453811.1|CPIP	LOC6614973|XP_032580760.1|DSEC
OG0003306	LOC120427215|XP_039448009.1|CPIP	LOC6607864|XP_002032618.1|DSEC
OG0003307	LOC120413320|XP_039430019.1|CPIP	LOC6620012|XP_002044224.2|DSEC
OG0003308	LOC120413349|XP_039430061.1|CPIP	LOC6617274|XP_002041601.1|DSEC
OG0003309	LOC120412379|XP_039428742.1|CPIP	LOC6615188|XP_032582354.1|DSEC
OG0003310	LOC120412340|XP_039428678.1|CPIP	LOC6618468|XP_002042738.1|DSEC
OG0003311	LOC120432550|XP_039453715.1|CPIP	LOC6606833|XP_002031630.1|DSEC
OG0003312	LOC120427671|XP_039448485.1|CPIP	LOC6616779|XP_002041116.1|DSEC
OG0003313	LOC120419021|XP_039437552.1|CPIP	LOC6615885|XP_002040255.1|DSEC
OG0003314	LOC120418871|XP_039437371.1|CPIP	LOC6615797|XP_002040167.1|DSEC
OG0003315	LOC120415624|XP_039433157.1|CPIP	LOC6617975|XP_032581344.1|DSEC
OG0003316	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP	LOC6612943|XP_002037435.1|DSEC
OG0003317	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP	LOC6606339|XP_002031144.1|DSEC
OG0003318	LOC120426071|XP_039446689.1|CPIP	LOC6607011|XP_032577645.1|DSEC
OG0003319	LOC120417039|XP_039434919.1|CPIP	LOC6613808|XP_032579610.1|DSEC
OG0003320	LOC120417021|XP_039434894.1|CPIP	LOC6612950|XP_002037442.1|DSEC
OG0003321	LOC120417032|XP_039434909.1|CPIP	LOC6612954|XP_002037446.1|DSEC
OG0003322	LOC120417041|XP_039434924.1|CPIP	LOC6612956|XP_002037448.1|DSEC
OG0003323	LOC120423062|XP_039442701.1|CPIP	LOC6615852|XP_032581877.1|DSEC
OG0003324	LOC120416935|XP_039434783.1|CPIP	LOC6616027|XP_032580122.1|DSEC
OG0003325	LOC120416916|XP_039434756.1|CPIP	LOC6614311|XP_032576285.1|DSEC
OG0003326	LOC120431413|XP_039452472.1|CPIP	LOC6618050|XP_032580455.1|DSEC
OG0003327	LOC120413713|XP_039430568.1|CPIP	LOC6619478|XP_032579980.1|DSEC
OG0003328	LOC120426032|XP_039446643.1|CPIP	LOC6616082|XP_032581222.1|DSEC
OG0003329	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP	LOC6619236|XP_032576550.1|DSEC
OG0003330	LOC120421215|XP_039440352.1|CPIP	LOC6605038|XP_032576022.1|DSEC
OG0003331	LOC120412470|XP_039428891.1|CPIP	LOC6618027|XP_032581613.1|DSEC
OG0003332	LOC120426599|XP_039447324.1|CPIP	LOC6617932|XP_002042240.1|DSEC
OG0003333	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP	LOC6612910|XP_002037402.2|DSEC
OG0003334	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP	LOC6614035|XP_002038489.1|DSEC
OG0003336	LOC120417690|XP_039435760.1|CPIP	LOC6607372|XP_002032145.1|DSEC
OG0003337	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP	LOC6612666|XP_032576231.1|DSEC
OG0003338	LOC120416252|XP_039433889.1|CPIP	LOC6613772|XP_032577466.1|DSEC
OG0003339	LOC120419623|XP_039438298.1|CPIP	LOC6612719|XP_002037222.2|DSEC
OG0003340	LOC120419624|XP_039438301.1|CPIP	LOC6612718|XP_002037221.1|DSEC
OG0003341	LOC120417758|XP_039435853.1|CPIP	LOC6618097|XP_002042395.2|DSEC
OG0003342	LOC120417757|XP_039435850.1|CPIP	LOC6614800|XP_032580128.1|DSEC
OG0003343	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP	LOC6620021|XP_032582675.1|DSEC
OG0003344	LOC120426332|XP_039447026.1|CPIP	LOC6611193|XP_002035749.1|DSEC
OG0003345	LOC120418063|XP_039436602.1|CPIP	LOC6614930|XP_002039347.1|DSEC
OG0003346	LOC120415641|XP_039433173.1|CPIP	LOC6613739|XP_002038209.1|DSEC
OG0003347	LOC120416905|XP_039434737.1|CPIP	LOC6613757|XP_002038226.2|DSEC
OG0003348	LOC120424540|XP_039444638.1|CPIP	LOC6613733|XP_002038203.1|DSEC
OG0003349	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP	LOC6605607|XP_002030425.2|DSEC
OG0003350	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP	LOC6607542|XP_032576225.1|DSEC
OG0003351	LOC120422082|XP_039441362.1|CPIP	LOC6612260|XP_002036772.2|DSEC
OG0003352	LOC120414179|XP_039431187.1|CPIP	LOC6612870|XP_002037362.1|DSEC
OG0003353	LOC120423869|XP_039443751.1|CPIP	LOC6616848|XP_032576608.1|DSEC
OG0003354	LOC120423868|XP_039443749.1|CPIP	LOC6612922|XP_002037414.1|DSEC
OG0003355	LOC120418633|XP_039437049.1|CPIP	LOC6614910|XP_032580531.1|DSEC
OG0003356	LOC120419769|XP_039438568.1|CPIP	LOC6620163|XP_032581321.1|DSEC
OG0003357	LOC120419859|XP_039438673.1|CPIP	LOC6619920|XP_002044132.2|DSEC
OG0003358	LOC120429251|XP_039450398.1|CPIP	LOC6614489|XP_032583309.1|DSEC
OG0003359	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP	LOC6618014|XP_032582626.1|DSEC
OG0003360	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP	LOC6619582|XP_032580942.1|DSEC
OG0003361	LOC120419868|XP_039438658.1|CPIP	LOC6621169|XP_002045345.1|DSEC
OG0003362	LOC120425006|XP_039445311.1|CPIP	LOC6619533|XP_002043748.2|DSEC
OG0003363	LOC120425005|XP_039445305.1|CPIP	LOC6614339|XP_032577212.1|DSEC
OG0003364	LOC120424937|XP_039445176.1|CPIP	LOC6606976|XP_002031768.2|DSEC
OG0003365	LOC120425467|XP_039445933.1|CPIP	LOC6613931|XP_002038396.1|DSEC
OG0003366	LOC120428780|XP_039449800.1|CPIP	LOC6618333|XP_032573448.1|DSEC
OG0003367	LOC120431383|XP_039452447.1|CPIP	LOC6618399|XP_002042669.1|DSEC
OG0003368	LOC120429236|XP_039450380.1|CPIP	LOC6618402|XP_002042672.1|DSEC
OG0003369	LOC120429234|XP_039450379.1|CPIP	LOC6614209|XP_032576645.1|DSEC
OG0003370	LOC120431012|XP_039452104.1|CPIP	LOC6607040|XP_002031828.2|DSEC
OG0003371	LOC120427659|XP_039448467.1|CPIP	LOC6615118|XP_002039534.1|DSEC
OG0003372	LOC120416563|XP_039434233.1|CPIP	LOC6609073|XP_002033776.2|DSEC
OG0003373	LOC120428527|XP_039449490.1|CPIP	LOC6606762|XP_002031559.1|DSEC
OG0003374	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP	LOC6618581|XP_032581194.1|DSEC
OG0003375	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP	LOC6606379|XP_002031184.2|DSEC
OG0003376	LOC120429499|XP_039450505.1|CPIP	LOC6606968|XP_002031760.1|DSEC
OG0003377	LOC120429498|XP_039450503.1|CPIP	LOC6606971|XP_032579231.1|DSEC
OG0003378	LOC120425476|XP_039445945.1|CPIP	LOC6618725|XP_002042984.1|DSEC
OG0003379	LOC120425475|XP_039445944.1|CPIP	LOC6607435|XP_002032204.1|DSEC
OG0003380	LOC120425491|XP_039445973.1|CPIP	LOC6607416|XP_002032189.2|DSEC
OG0003381	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP	LOC6612089|XP_002036606.1|DSEC
OG0003382	LOC120425109|XP_039445438.1|CPIP	LOC6618695|XP_032578964.1|DSEC
OG0003383	LOC120427718|XP_039448553.1|CPIP	LOC6607141|XP_002031927.1|DSEC
OG0003384	LOC120429002|XP_039450076.1|CPIP	LOC6617235|XP_002041562.1|DSEC
OG0003386	LOC120431855|XP_039452925.1|CPIP	LOC6607815|XP_002032573.1|DSEC
OG0003387	LOC120431712|XP_039452773.1|CPIP	LOC6618707|XP_032578766.1|DSEC
OG0003388	LOC120431766|XP_039452821.1|CPIP	LOC6618002|XP_002042310.1|DSEC
OG0003389	LOC120432139|XP_039453204.1|CPIP	LOC6618858|XP_002043106.1|DSEC
OG0003390	LOC120417852|XP_039436005.1|CPIP	LOC6620508|XP_002044713.1|DSEC
OG0003391	LOC120421775|XP_039440976.1|CPIP	LOC6616765|XP_002041102.2|DSEC
OG0003392	LOC120416578|XP_039434250.1|CPIP	LOC6616854|XP_002041190.2|DSEC
OG0003393	LOC120418736|XP_039437143.1|CPIP	LOC6612698|XP_002037201.1|DSEC
OG0003394	LOC120417199|XP_039435099.1|CPIP	LOC6614349|XP_002038788.1|DSEC
OG0003395	LOC120417220|XP_039435115.1|CPIP	LOC6614340|XP_002038779.1|DSEC
OG0003396	LOC120432522|XP_039453673.1|CPIP	LOC6612602|XP_032576168.1|DSEC
OG0003397	LOC120420738|XP_039439766.1|CPIP	LOC6607519|XP_032578540.1|DSEC
OG0003399	LOC120420794|XP_039439841.1|CPIP	LOC6619650|XP_002043865.1|DSEC
OG0003400	LOC120431844|XP_039452907.1|CPIP	LOC6619675|XP_032576914.1|DSEC
OG0003401	LOC120422308|XP_039441633.1|CPIP	LOC6607388|XP_032576313.1|DSEC
OG0003402	LOC120424505|XP_039444590.1|CPIP	LOC6607379|XP_002032152.1|DSEC
OG0003403	LOC120424508|XP_039444595.1|CPIP	LOC6618831|XP_002043080.2|DSEC
OG0003404	LOC120429670|XP_039450632.1|CPIP	LOC6606495|XP_002031296.1|DSEC
OG0003405	LOC120428994|XP_039450066.1|CPIP	LOC6608560|XP_002033294.1|DSEC
OG0003406	LOC120430495|XP_039451526.1|CPIP	LOC6618727|XP_032578979.1|DSEC
OG0003407	LOC120430496|XP_039451527.1|CPIP	LOC6621514|XP_002045657.1|DSEC
OG0003408	LOC120428992|XP_039450065.1|CPIP	LOC6606344|XP_002031149.2|DSEC
OG0003409	LOC120428995|XP_039450068.1|CPIP	LOC6607365|XP_032578102.1|DSEC
OG0003410	LOC120426738|XP_039447449.1|CPIP	LOC6607401|XP_032577902.1|DSEC
OG0003411	LOC120421806|XP_039441017.1|CPIP	LOC6616922|XP_002041252.1|DSEC
OG0003412	LOC120421803|XP_039441015.1|CPIP	LOC6612639|XP_032577710.1|DSEC
OG0003413	LOC120416938|XP_039434792.1|CPIP	LOC6613799|XP_002038268.2|DSEC
OG0003414	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP	LOC6605681|XP_002030497.1|DSEC
OG0003415	LOC120416615|XP_039434351.1|CPIP	LOC116802165|XP_032581461.1|DSEC
OG0003416	LOC120416649|XP_039434396.1|CPIP	LOC6620055|XP_002044267.2|DSEC
OG0003417	LOC120415604|XP_039433134.1|CPIP	LOC6607617|XP_032577005.1|DSEC
OG0003418	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP	LOC6606641|XP_002031442.1|DSEC
OG0003419	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP	LOC6620033|XP_002044245.1|DSEC
OG0003420	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP	LOC6620034|XP_002044246.1|DSEC
OG0003421	LOC120428659|XP_039449640.1|CPIP	LOC6612660|XP_002037164.1|DSEC
OG0003422	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP	LOC6612659|XP_002037163.1|DSEC
OG0003423	LOC120431603|XP_039452641.1|CPIP	LOC6609675|XP_032570743.1|DSEC
OG0003424	LOC120426011|XP_039446617.1|CPIP	LOC6607651|XP_002032416.1|DSEC
OG0003425	LOC120426250|XP_039446922.1|CPIP	LOC6607333|XP_002032106.1|DSEC
OG0003426	LOC120422541|XP_039441939.1|CPIP	LOC6613723|XP_032578530.1|DSEC
OG0003427	LOC120422566|XP_039441986.1|CPIP	LOC6613732|XP_002038202.1|DSEC
OG0003428	LOC120425750|XP_039446290.1|CPIP	LOC6606132|XP_002030940.2|DSEC
OG0003429	LOC120418342|XP_039436625.1|CPIP	LOC6615757|XP_002040128.1|DSEC
OG0003430	LOC120415617|XP_039433150.1|CPIP	LOC6620281|XP_002044485.1|DSEC
OG0003431	LOC120427247|XP_039448036.1|CPIP	LOC6613860|XP_032576194.1|DSEC
OG0003432	LOC120423828|XP_039443690.1|CPIP	LOC6607701|XP_002032465.2|DSEC
OG0003433	LOC120418352|XP_039436639.1|CPIP	LOC6612766|XP_032576980.1|DSEC
OG0003434	LOC120428288|XP_039449214.1|CPIP	LOC6620481|XP_002044690.1|DSEC
OG0003435	LOC120418355|XP_039436642.1|CPIP	LOC6617100|XP_002041427.1|DSEC
OG0003436	LOC120431628|XP_039452674.1|CPIP	LOC6614004|XP_002038458.2|DSEC
OG0003437	LOC120431609|XP_039452650.1|CPIP	LOC6614002|XP_032578197.1|DSEC
OG0003438	LOC120426010|XP_039446616.1|CPIP	LOC6614005|XP_002038459.2|DSEC
OG0003439	LOC120426249|XP_039446921.1|CPIP	LOC6607695|XP_032578038.1|DSEC
OG0003440	LOC120416206|XP_039433881.1|CPIP	LOC6619540|XP_032578615.1|DSEC
OG0003441	LOC120427891|XP_039448759.1|CPIP	LOC6611273|XP_002035828.1|DSEC
OG0003442	LOC120427894|XP_039448762.1|CPIP	LOC6607148|XP_002031934.1|DSEC
OG0003443	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP	LOC6610517|XP_032575383.1|DSEC
OG0003444	LOC120417068|XP_039434963.1|CPIP	LOC6619433|XP_002043648.2|DSEC
OG0003445	LOC120416132|XP_039433738.1|CPIP	LOC6619750|XP_032581135.1|DSEC
OG0003446	LOC120415639|XP_039433175.1|CPIP	LOC6620009|XP_032580907.1|DSEC
OG0003447	LOC120415538|XP_039433041.1|CPIP	LOC6620099|XP_032579673.1|DSEC
OG0003448	LOC120414263|XP_039431310.1|CPIP	LOC6613788|XP_002038257.1|DSEC
OG0003449	LOC120414286|XP_039431351.1|CPIP	LOC6616799|XP_002041136.1|DSEC
OG0003450	LOC120424270|XP_039444266.1|CPIP	LOC6606265|XP_002031070.2|DSEC
OG0003451	LOC120424239|XP_039444237.1|CPIP	LOC6620059|XP_002044271.1|DSEC
OG0003452	LOC120424238|XP_039444236.1|CPIP	LOC6620060|XP_002044272.1|DSEC
OG0003453	LOC120425389|XP_039445840.1|CPIP	LOC6611116|XP_002035673.1|DSEC
OG0003454	LOC120425385|XP_039445834.1|CPIP	LOC6613170|XP_002037651.1|DSEC
OG0003455	LOC120425387|XP_039445838.1|CPIP	LOC6606953|XP_002031746.1|DSEC
OG0003456	LOC120423420|XP_039443157.1|CPIP	LOC6615383|XP_002039765.1|DSEC
OG0003457	LOC120423423|XP_039443163.1|CPIP	LOC6613894|XP_002038360.1|DSEC
OG0003458	LOC120425717|XP_039446258.1|CPIP	LOC6616690|XP_032577000.1|DSEC
OG0003459	LOC120429646|XP_039450606.1|CPIP	LOC6606758|XP_002031555.1|DSEC
OG0003460	LOC120417204|XP_039435104.1|CPIP	LOC6607554|XP_002032323.1|DSEC
OG0003461	LOC120414291|XP_039431356.1|CPIP	LOC6614001|XP_002038455.1|DSEC
OG0003462	LOC120425428|XP_039445890.1|CPIP	LOC6610885|XP_002035448.1|DSEC
OG0003463	LOC120424455|XP_039444522.1|CPIP	LOC6606414|XP_002031218.1|DSEC
OG0003464	LOC120427287|XP_039448072.1|CPIP	LOC6616776|XP_032577336.1|DSEC
OG0003465	LOC120431816|XP_039452869.1|CPIP	LOC6616798|XP_002041135.1|DSEC
OG0003466	LOC120421019|XP_039440075.1|CPIP	LOC6619621|XP_002043836.1|DSEC
OG0003469	LOC120430499|XP_039451530.1|CPIP	LOC6612795|XP_002037296.1|DSEC
OG0003470	LOC120428674|XP_039449657.1|CPIP	LOC6606427|XP_032578660.1|DSEC
OG0003471	LOC120428672|XP_039449656.1|CPIP	LOC6614572|XP_002039000.1|DSEC
OG0003472	LOC120421173|XP_039440302.1|CPIP	LOC6611896|XP_032574131.1|DSEC
OG0003473	LOC120423964|XP_039443886.1|CPIP	LOC6612054|XP_002036571.1|DSEC
OG0003474	LOC120425161|XP_039445524.1|CPIP	LOC6620703|XP_032578826.1|DSEC
OG0003475	LOC120426217|XP_039446859.1|CPIP	LOC6619221|XP_032579648.1|DSEC
OG0003476	LOC120427409|XP_039448205.1|CPIP	LOC6620117|XP_002044329.2|DSEC
OG0003477	LOC120424766|XP_039444904.1|CPIP	LOC6606498|XP_002031299.1|DSEC
OG0003478	LOC120421098|XP_039440177.1|CPIP	LOC6606643|XP_032576965.1|DSEC
OG0003479	LOC120417002|XP_039434879.1|CPIP	LOC6607115|XP_002031903.1|DSEC
OG0003480	LOC120428960|XP_039450033.1|CPIP	LOC6614095|XP_002038549.1|DSEC
OG0003481	LOC120428962|XP_039450035.1|CPIP	LOC6614094|XP_002038548.1|DSEC
OG0003482	LOC120428959|XP_039450031.1|CPIP	LOC6614093|XP_032578413.1|DSEC
OG0003483	LOC120425990|XP_039446582.1|CPIP	LOC6614069|XP_002038523.1|DSEC
OG0003484	LOC120422026|XP_039441284.1|CPIP	LOC6607308|XP_032578656.1|DSEC
OG0003485	LOC120430263|XP_039451282.1|CPIP	LOC6606553|XP_002031354.1|DSEC
OG0003486	LOC120430268|XP_039451289.1|CPIP	LOC6606555|XP_002031356.1|DSEC
