Orthogroup	CPIP.longest_only	DELE.longest_only
OG0004711	LOC120422583|XP_039442005.1|CPIP	LOC108148643|XP_017131256.1|DELE
OG0004712	LOC120422565|XP_039441985.1|CPIP	LOC108139216|XP_017117357.1|DELE
OG0004713	LOC120431802|XP_039452858.1|CPIP	LOC108136833|XP_017113740.1|DELE
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC108136773|XP_017113623.1|DELE
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC108138845|XP_017116846.1|DELE
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC108136785|XP_017113635.1|DELE
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC108137289|XP_017114396.1|DELE
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC108134748|XP_017110677.1|DELE
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC108143939|XP_017124018.1|DELE
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC108136736|XP_017113565.1|DELE
OG0004721	LOC120418332|XP_039436601.1|CPIP	LOC108148649|XP_017131262.1|DELE
OG0004722	LOC120418323|XP_039436588.1|CPIP	LOC108148991|XP_017131822.1|DELE
OG0004723	LOC120428289|XP_039449218.1|CPIP	LOC108147735|XP_017129954.1|DELE
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC108135850|XP_017112230.1|DELE
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC108148642|XP_017131255.1|DELE
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC108147265|XP_017129159.1|DELE
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC108147275|XP_017129172.1|DELE
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC108134599|XP_017110451.1|DELE
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC108138449|XP_017116140.1|DELE
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC108150723|XP_017134509.1|DELE
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC108135765|XP_017112104.1|DELE
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC108135136|XP_017111233.1|DELE
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC108140715|XP_017119166.1|DELE
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC108144049|XP_017124180.1|DELE
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC108143117|XP_017122833.1|DELE
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC108147178|XP_017129007.1|DELE
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC108140981|XP_017119539.1|DELE
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC108141132|XP_017119843.1|DELE
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC108150377|XP_017134009.1|DELE
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC108142904|XP_017122480.1|DELE
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC108135776|XP_017112124.1|DELE
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC108145265|XP_017126027.1|DELE
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC108138238|XP_017115858.1|DELE
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC108141098|XP_017119790.1|DELE
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC108140653|XP_017119072.1|DELE
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC108140654|XP_017119073.1|DELE
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC108140595|XP_017118989.1|DELE
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC108140576|XP_017118939.1|DELE
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC108144078|XP_017124217.1|DELE
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC108140677|XP_017119112.1|DELE
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC108148583|XP_017131118.1|DELE
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC108143011|XP_017122689.1|DELE
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC108148823|XP_017131568.1|DELE
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC108136918|XP_017113875.1|DELE
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC108136917|XP_017113874.1|DELE
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC108134801|XP_017110745.1|DELE
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC108136934|XP_017113898.1|DELE
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC108143938|XP_017124016.1|DELE
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC108139329|XP_017117528.1|DELE
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC108148268|XP_017130710.1|DELE
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC108135260|XP_017111418.1|DELE
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC108136701|XP_017113514.1|DELE
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC108143098|XP_017122807.1|DELE
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC108141223|XP_017119964.1|DELE
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC108141162|XP_017119878.1|DELE
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC108141724|XP_017120705.1|DELE
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC108136898|XP_017113844.1|DELE
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC108148751|XP_017131436.1|DELE
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC108140491|XP_017118749.1|DELE
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC108140489|XP_017118728.1|DELE
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC108135779|XP_017112128.1|DELE
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC108145097|XP_017125778.1|DELE
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC108135463|XP_017111695.1|DELE
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC108135470|XP_017111704.1|DELE
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC108138656|XP_017116486.1|DELE
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC108135800|XP_017112160.1|DELE
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC108136733|XP_017113559.1|DELE
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC108137129|XP_017114157.1|DELE
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC108148350|XP_017130854.1|DELE
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC108148217|XP_017130617.1|DELE
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC108148335|XP_017130826.1|DELE
OG0004787	LOC120428858|XP_039449915.1|CPIP	LOC108148419|XP_017130948.1|DELE
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC108148213|XP_017130611.1|DELE
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC108148210|XP_017130607.1|DELE
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC108148985|XP_017131815.1|DELE
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC108143013|XP_017122692.1|DELE
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC108135853|XP_017112235.1|DELE
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC108148544|XP_017131077.1|DELE
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC108139250|XP_017117415.1|DELE
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC108134698|XP_017110587.1|DELE
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC108135818|XP_017112183.1|DELE
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC108143975|XP_017124069.1|DELE
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC108148505|XP_017131031.1|DELE
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC108143874|XP_017123931.1|DELE
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC108139336|XP_017117540.1|DELE
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC108143878|XP_017123939.1|DELE
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC108140499|XP_017118764.1|DELE
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC108148672|XP_017131295.1|DELE
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC108141077|XP_017119739.1|DELE
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC108142980|XP_017122630.1|DELE
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC108136281|XP_017112855.1|DELE
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC108143986|XP_017124089.1|DELE
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC108135158|XP_017111269.1|DELE
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC108140616|XP_017119018.1|DELE
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC108140614|XP_017119017.1|DELE
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC108142768|XP_017122294.1|DELE
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC108142948|XP_017122559.1|DELE
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC108139327|XP_017117526.1|DELE
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC108141101|XP_017119802.1|DELE
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC108136405|XP_017113003.1|DELE
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC108136552|XP_017113347.1|DELE
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC108144060|XP_017124194.1|DELE
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC108148623|XP_017131215.1|DELE
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC108135132|XP_017111229.1|DELE
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC108148748|XP_017131431.1|DELE
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC108139213|XP_017117353.1|DELE
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC108139205|XP_017117337.1|DELE
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC108139207|XP_017117342.1|DELE
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC108145314|XP_017126159.1|DELE
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC108148342|XP_017130843.1|DELE
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC108141164|XP_017119880.1|DELE
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC108135190|XP_017111303.1|DELE
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC108136989|XP_017113973.1|DELE
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC108134779|XP_017110716.1|DELE
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC108142607|XP_017122070.1|DELE
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC108135811|XP_017112176.1|DELE
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC108137494|XP_017114700.1|DELE
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC108135217|XP_017111333.1|DELE
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC108135622|XP_017111933.1|DELE
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC108136881|XP_017113821.1|DELE
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC108139076|XP_017117188.1|DELE
OG0004842	LOC120425431|XP_039445894.1|CPIP	LOC108148483|XP_017131006.1|DELE
OG0004843	LOC120422579|XP_039442002.1|CPIP	LOC108136752|XP_017113590.1|DELE
OG0004844	LOC120425367|XP_039445809.1|CPIP	LOC108138294|XP_017115939.1|DELE
OG0004845	LOC120425365|XP_039445805.1|CPIP	LOC108141083|XP_017119746.1|DELE
OG0004846	LOC120425579|XP_039446086.1|CPIP	LOC108134730|XP_017110624.1|DELE
OG0004847	LOC120418366|XP_039436660.1|CPIP	LOC108134727|XP_017110620.1|DELE
OG0004848	LOC120430437|XP_039451482.1|CPIP	LOC108135431|XP_017111660.1|DELE
OG0004850	LOC120427728|XP_039448565.1|CPIP	LOC108148253|XP_017130657.1|DELE
OG0004851	LOC120427726|XP_039448564.1|CPIP	LOC108148195|XP_017130590.1|DELE
OG0004852	LOC120427724|XP_039448561.1|CPIP	LOC108148386|XP_017130901.1|DELE
OG0004853	LOC120430973|XP_039452039.1|CPIP	LOC108145220|XP_017125964.1|DELE
OG0004854	LOC120427609|XP_039448421.1|CPIP	LOC108146847|XP_017128538.1|DELE
OG0004855	LOC120427617|XP_039448431.1|CPIP	LOC108150348|XP_017133968.1|DELE
OG0004856	LOC120423014|XP_039442579.1|CPIP	LOC108142188|XP_017121361.1|DELE
OG0004857	LOC120425687|XP_039446204.1|CPIP	LOC108146283|XP_017127713.1|DELE
OG0004858	LOC120423000|XP_039442554.1|CPIP	LOC108142651|XP_017122138.1|DELE
OG0004859	LOC120423002|XP_039442558.1|CPIP	LOC108142766|XP_017122292.1|DELE
OG0004860	LOC120422997|XP_039442550.1|CPIP	LOC108146101|XP_017127418.1|DELE
OG0004861	LOC120422995|XP_039442539.1|CPIP	LOC108150213|XP_017133721.1|DELE
OG0004862	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP	LOC108150218|XP_017133738.1|DELE
OG0004863	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP	LOC108147475|XP_017129513.1|DELE
OG0004864	LOC120421750|XP_039440958.1|CPIP	LOC108146406|XP_017127896.1|DELE
OG0004865	LOC120421752|XP_039440959.1|CPIP	LOC108137384|XP_017114533.1|DELE
OG0004866	LOC120421740|XP_039440935.1|CPIP	LOC108146876|XP_017128597.1|DELE
OG0004867	LOC120416821|XP_039434642.1|CPIP	LOC108140051|XP_017118239.1|DELE, LOC108144497|XP_017124918.1|DELE
OG0004868	LOC120421749|XP_039440956.1|CPIP	LOC108134671|XP_017110556.1|DELE
OG0004869	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP	LOC108145094|XP_017125775.1|DELE
OG0004870	LOC120422873|XP_039442354.1|CPIP	LOC108145069|XP_017125737.1|DELE
OG0004871	LOC120422839|XP_039442314.1|CPIP	LOC108144726|XP_017125312.1|DELE
OG0004872	LOC120417412|XP_039435388.1|CPIP	LOC108141315|XP_017120073.1|DELE
OG0004873	LOC120424174|XP_039444160.1|CPIP	LOC108149511|XP_017132627.1|DELE
OG0004874	LOC120424203|XP_039444196.1|CPIP	LOC108147130|XP_017128910.1|DELE
OG0004875	LOC120424167|XP_039444151.1|CPIP	LOC108136469|XP_017113155.1|DELE
OG0004876	LOC120424182|XP_039444171.1|CPIP	LOC108137322|XP_017114438.1|DELE
OG0004877	LOC120429772|XP_039450763.1|CPIP	LOC108135502|XP_017111735.1|DELE
OG0004878	LOC120417821|XP_039435968.1|CPIP	LOC108149669|XP_017132904.1|DELE
OG0004879	LOC120417831|XP_039435981.1|CPIP	LOC108144499|XP_017124921.1|DELE
OG0004880	LOC120417822|XP_039435970.1|CPIP	LOC108146716|XP_017128293.1|DELE
OG0004881	LOC120417810|XP_039435943.1|CPIP	LOC108142609|XP_017122072.1|DELE
OG0004882	LOC120417799|XP_039435931.1|CPIP	LOC108146920|XP_017128653.1|DELE
OG0004883	LOC120417828|XP_039435978.1|CPIP	LOC108145921|XP_017127096.1|DELE
OG0004884	LOC120424430|XP_039444484.1|CPIP	LOC108144337|XP_017124535.1|DELE
OG0004885	LOC120422844|XP_039442322.1|CPIP	LOC108144990|XP_017125637.1|DELE
OG0004886	LOC120422848|XP_039442327.1|CPIP	LOC108141473|XP_017120367.1|DELE
OG0004887	LOC120422887|XP_039442382.1|CPIP	LOC108148560|XP_017131099.1|DELE
OG0004888	LOC120422888|XP_039442383.1|CPIP	LOC108145167|XP_017125887.1|DELE
OG0004889	LOC120427439|XP_039448236.1|CPIP	LOC108141481|XP_017120382.1|DELE
OG0004890	LOC120427506|XP_039448300.1|CPIP	LOC108144718|XP_017125303.1|DELE
OG0004891	LOC120427064|XP_039447839.1|CPIP	LOC108150033|XP_017133485.1|DELE
OG0004892	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP	LOC108139034|XP_017117136.1|DELE
OG0004893	LOC120419741|XP_039438477.1|CPIP	LOC108134630|XP_017110505.1|DELE
OG0004894	LOC120419758|XP_039438515.1|CPIP	LOC108145038|XP_017125712.1|DELE
OG0004895	LOC120419513|XP_039438147.1|CPIP	LOC108143525|XP_017123499.1|DELE
OG0004896	LOC120419502|XP_039438134.1|CPIP	LOC108145156|XP_017125864.1|DELE
OG0004897	LOC120419488|XP_039438109.1|CPIP	LOC108145176|XP_017125900.1|DELE
OG0004898	LOC120429766|XP_039450751.1|CPIP	LOC108144326|XP_017124520.1|DELE
OG0004899	LOC120417817|XP_039435956.1|CPIP	LOC108144351|XP_017124589.1|DELE
OG0004900	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP	LOC108141467|XP_017120362.1|DELE
OG0004901	LOC120419760|XP_039438521.1|CPIP	LOC108141536|XP_017120463.1|DELE
OG0004902	LOC120419747|XP_039438485.1|CPIP	LOC108146244|XP_017127667.1|DELE
OG0004903	LOC120419501|XP_039438131.1|CPIP	LOC108149075|XP_017131933.1|DELE
OG0004904	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP	LOC108137020|XP_017114009.1|DELE
OG0004905	LOC120423497|XP_039443271.1|CPIP	LOC108149608|XP_017132797.1|DELE
OG0004906	LOC120426768|XP_039447479.1|CPIP	LOC108142664|XP_017122155.1|DELE
OG0004907	LOC120417418|XP_039435395.1|CPIP	LOC108146964|XP_017128710.1|DELE
OG0004908	LOC120423174|XP_039442795.1|CPIP	LOC108142618|XP_017122090.1|DELE
OG0004909	LOC120416585|XP_039434255.1|CPIP	LOC108142400|XP_017121729.1|DELE
OG0004910	LOC120416538|XP_039434192.1|CPIP	LOC108142397|XP_017121726.1|DELE
OG0004911	LOC120416552|XP_039434217.1|CPIP	LOC108146227|XP_017127640.1|DELE
OG0004912	LOC120426924|XP_039447665.1|CPIP	LOC108142665|XP_017122159.1|DELE
OG0004913	LOC120422648|XP_039442087.1|CPIP	LOC108145471|XP_017126410.1|DELE
OG0004914	LOC120422631|XP_039442063.1|CPIP	LOC108145498|XP_017126446.1|DELE
OG0004915	LOC120422646|XP_039442083.1|CPIP	LOC108144627|XP_017125145.1|DELE
OG0004916	LOC120422641|XP_039442075.1|CPIP	LOC108137965|XP_017115420.1|DELE
OG0004917	LOC120422643|XP_039442079.1|CPIP	LOC108150236|XP_017133782.1|DELE
OG0004918	LOC120422640|XP_039442072.1|CPIP	LOC108150235|XP_017133780.1|DELE
OG0004919	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP	LOC108142962|XP_017122597.1|DELE
OG0004920	LOC120431636|XP_039452679.1|CPIP	LOC108142792|XP_017122330.1|DELE
OG0004921	LOC120431634|XP_039452676.1|CPIP	LOC108142563|XP_017121993.1|DELE
OG0004922	LOC120418866|XP_039437334.1|CPIP	LOC108147513|XP_017129578.1|DELE
OG0004923	LOC120424806|XP_039444954.1|CPIP	LOC108146250|XP_017127678.1|DELE
OG0004924	LOC120427564|XP_039448372.1|CPIP	LOC108142177|XP_017121350.1|DELE
OG0004925	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP	LOC108146402|XP_017127891.1|DELE
OG0004926	LOC120412884|XP_039429446.1|CPIP	LOC108142832|XP_017122384.1|DELE
OG0004927	LOC120412863|XP_039429418.1|CPIP	LOC108142348|XP_017121613.1|DELE
OG0004928	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP	LOC108145166|XP_017125886.1|DELE
OG0004929	LOC120426037|XP_039446650.1|CPIP	LOC108146236|XP_017127652.1|DELE
OG0004930	LOC120427565|XP_039448373.1|CPIP	LOC108144595|XP_017125088.1|DELE
OG0004931	LOC120425596|XP_039446112.1|CPIP	LOC108143556|XP_017123554.1|DELE
OG0004932	LOC120425587|XP_039446099.1|CPIP	LOC108146039|XP_017127324.1|DELE
OG0004933	LOC120425591|XP_039446106.1|CPIP	LOC108144907|XP_017125557.1|DELE
OG0004934	LOC120425588|XP_039446101.1|CPIP	LOC108144171|XP_017124320.1|DELE
OG0004935	LOC120417422|XP_039435400.1|CPIP	LOC108138632|XP_017116457.1|DELE
OG0004936	LOC120426884|XP_039447623.1|CPIP	LOC108146188|XP_017127585.1|DELE
OG0004937	LOC120427105|XP_039447892.1|CPIP	LOC108142690|XP_017122187.1|DELE
OG0004938	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP	LOC108142210|XP_017121408.1|DELE
OG0004939	LOC120427495|XP_039448288.1|CPIP	LOC108146009|XP_017127273.1|DELE
OG0004940	LOC120426842|XP_039447566.1|CPIP	LOC108146026|XP_017127301.1|DELE
OG0004941	LOC120428979|XP_039450047.1|CPIP	LOC108146344|XP_017127802.1|DELE
OG0004942	LOC120428978|XP_039450045.1|CPIP	LOC108147470|XP_017129505.1|DELE
OG0004943	LOC120428981|XP_039450054.1|CPIP	LOC108147494|XP_017129540.1|DELE
OG0004944	LOC120424382|XP_039444415.1|CPIP	LOC108145903|XP_017127045.1|DELE
OG0004945	LOC120432598|XP_039453771.1|CPIP	LOC108145128|XP_017125832.1|DELE
OG0004946	LOC120426825|XP_039447549.1|CPIP	LOC108146868|XP_017128586.1|DELE
OG0004947	LOC120426907|XP_039447650.1|CPIP	LOC108146370|XP_017127844.1|DELE
OG0004948	LOC120422890|XP_039442388.1|CPIP	LOC108145752|XP_017126805.1|DELE
OG0004949	LOC120422851|XP_039442331.1|CPIP	LOC108146165|XP_017127550.1|DELE
OG0004950	LOC120422855|XP_039442337.1|CPIP	LOC108145990|XP_017127220.1|DELE
OG0004951	LOC120422833|XP_039442304.1|CPIP	LOC108148782|XP_017131484.1|DELE
OG0004952	LOC120422881|XP_039442375.1|CPIP	LOC108146824|XP_017128504.1|DELE
OG0004953	LOC120422824|XP_039442293.1|CPIP	LOC108146386|XP_017127869.1|DELE
OG0004954	LOC120426107|XP_039446747.1|CPIP	LOC108146484|XP_017128002.1|DELE
OG0004955	LOC120426297|XP_039446983.1|CPIP	LOC108142435|XP_017121786.1|DELE
OG0004956	LOC120425879|XP_039446437.1|CPIP	LOC108141386|XP_017120223.1|DELE
OG0004957	LOC120425349|XP_039445784.1|CPIP	LOC108146104|XP_017127424.1|DELE
OG0004958	LOC120428812|XP_039449847.1|CPIP	LOC108146601|XP_017128137.1|DELE
OG0004959	LOC120428821|XP_039449862.1|CPIP	LOC108146781|XP_017128418.1|DELE
OG0004960	LOC120428816|XP_039449853.1|CPIP	LOC108146779|XP_017128415.1|DELE
OG0004961	LOC120428817|XP_039449857.1|CPIP	LOC108149780|XP_017133124.1|DELE
OG0004962	LOC120425973|XP_039446561.1|CPIP	LOC108142732|XP_017122246.1|DELE
OG0004963	LOC120425970|XP_039446557.1|CPIP	LOC108135596|XP_017111896.1|DELE
OG0004964	LOC120429650|XP_039450609.1|CPIP	LOC108150260|XP_017133829.1|DELE
OG0004965	LOC120415766|XP_039433307.1|CPIP	LOC108146974|XP_017128720.1|DELE
OG0004966	LOC120415744|XP_039433284.1|CPIP	LOC108146837|XP_017128524.1|DELE
OG0004967	LOC120415760|XP_039433301.1|CPIP	LOC108145076|XP_017125747.1|DELE
OG0004968	LOC120428571|XP_039449538.1|CPIP	LOC108146441|XP_017127934.1|DELE
OG0004969	LOC120428563|XP_039449525.1|CPIP	LOC108141322|XP_017120089.1|DELE
OG0004970	LOC120428564|XP_039449526.1|CPIP	LOC108146384|XP_017127866.1|DELE
OG0004971	LOC120428565|XP_039449529.1|CPIP	LOC108146218|XP_017127625.1|DELE
OG0004972	LOC120427235|XP_039448033.1|CPIP	LOC108146898|XP_017128628.1|DELE
OG0004973	LOC120424872|XP_039445064.1|CPIP	LOC108145836|XP_017126937.1|DELE
OG0004974	LOC120424881|XP_039445079.1|CPIP	LOC108146922|XP_017128655.1|DELE
OG0004975	LOC120424792|XP_039444934.1|CPIP	LOC108146252|XP_017127679.1|DELE
OG0004976	LOC120424794|XP_039444938.1|CPIP	LOC108146525|XP_017128051.1|DELE
OG0004977	LOC120418885|XP_039437352.1|CPIP	LOC108143583|XP_017123588.1|DELE
OG0004978	LOC120418867|XP_039437336.1|CPIP	LOC108138736|XP_017116618.1|DELE
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC108147426|XP_017129371.1|DELE
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC108136111|XP_017112579.1|DELE
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC108146199|XP_017127604.1|DELE
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC108146195|XP_017127598.1|DELE
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC108150289|XP_017133880.1|DELE
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC108142738|XP_017122251.1|DELE
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC108145851|XP_017126957.1|DELE
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC108135637|XP_017111947.1|DELE
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC108146708|XP_017128269.1|DELE
OG0004988	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP	LOC108145852|XP_017126960.1|DELE
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC108146709|XP_017128276.1|DELE
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC108145389|XP_017126273.1|DELE
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC108144519|XP_017124949.1|DELE
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC108144520|XP_017124951.1|DELE
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC108146433|XP_017127926.1|DELE
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC108145995|XP_017127231.1|DELE
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC108142692|XP_017122190.1|DELE
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC108141530|XP_017120453.1|DELE
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC108144442|XP_017124816.1|DELE
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC108147450|XP_017129467.1|DELE
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC108149684|XP_017132938.1|DELE
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC108146235|XP_017127650.1|DELE
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC108141574|XP_017120510.1|DELE
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC108147492|XP_017129536.1|DELE
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC108142880|XP_017122445.1|DELE
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC108145722|XP_017126773.1|DELE
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC108146312|XP_017127761.1|DELE
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC108135652|XP_017111968.1|DELE
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC108146520|XP_017128046.1|DELE
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC108135503|XP_017111736.1|DELE
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC108135628|XP_017111937.1|DELE
