Orthogroup	CPIP.longest_only	CQUI.longest_only
OG0005952	LOC120416200|XP_039433819.1|CPIP	LOC6044181|XP_001861724.2|CQUI
OG0005953	LOC120416202|XP_039433823.1|CPIP	LOC6044183|XP_001861726.2|CQUI
OG0005954	LOC120416209|XP_039433835.1|CPIP	LOC6044184|XP_001861727.2|CQUI
OG0005955	LOC120416222|XP_039433855.1|CPIP	LOC6036746|XP_038109986.1|CQUI
OG0005956	LOC120414865|XP_039432117.1|CPIP	LOC6036620|XP_038111445.1|CQUI
OG0005957	LOC120414916|XP_039432182.1|CPIP	LOC6036624|XP_001846652.1|CQUI
OG0005958	LOC120414922|XP_039432188.1|CPIP	LOC6036626|XP_038112287.1|CQUI
OG0005959	LOC120414912|XP_039432180.1|CPIP	LOC6054461|XP_038112286.1|CQUI
OG0005960	LOC120414887|XP_039432144.1|CPIP	LOC6037975|XP_001847825.2|CQUI
OG0005961	LOC120414871|XP_039432124.1|CPIP	LOC6044813|XP_038109931.1|CQUI
OG0005962	LOC120414906|XP_039432170.1|CPIP	LOC6045070|XP_001862482.2|CQUI
OG0005963	LOC120416742|XP_039434511.1|CPIP, LOC120418457|XP_039436816.1|CPIP	LOC6038121|XP_038109251.1|CQUI
OG0005964	LOC120418439|XP_039436781.1|CPIP	LOC6038111|XP_038112179.1|CQUI
OG0005965	LOC120431263|XP_039452330.1|CPIP	LOC6035708|XP_001845840.2|CQUI
OG0005966	LOC120431266|XP_039452333.1|CPIP	LOC6054248|XP_038106105.1|CQUI
OG0005967	LOC120427769|XP_039448623.1|CPIP	LOC6047090|XP_001864194.1|CQUI
OG0005968	LOC120427767|XP_039448622.1|CPIP	LOC6051698|XP_038110551.1|CQUI
OG0005969	LOC120421730|XP_039440920.1|CPIP	LOC6039660|XP_038110909.1|CQUI
OG0005970	LOC120423073|XP_039442677.1|CPIP	LOC6039629|XP_038109901.1|CQUI
OG0005971	LOC120425073|XP_039445391.1|CPIP	LOC119765006|XP_038114464.1|CQUI
OG0005972	LOC120424527|XP_039444624.1|CPIP	LOC6037700|XP_038114453.1|CQUI
OG0005973	LOC120424197|XP_039444193.1|CPIP	LOC6037705|XP_001847590.2|CQUI
OG0005974	LOC120424427|XP_039444481.1|CPIP	LOC6037708|XP_038114457.1|CQUI
OG0005975	LOC120425241|XP_039445612.1|CPIP	LOC6037715|XP_001847598.1|CQUI
OG0005976	LOC120424284|XP_039444293.1|CPIP	LOC6037725|XP_001847606.2|CQUI
OG0005977	LOC120424363|XP_039444396.1|CPIP	LOC6037724|XP_001847605.1|CQUI
OG0005978	LOC120425146|XP_039445509.1|CPIP	LOC6037721|XP_038114461.1|CQUI
OG0005979	LOC120425017|XP_039445323.1|CPIP	LOC6037727|XP_001847608.2|CQUI
OG0005980	LOC120425392|XP_039445845.1|CPIP	LOC6037745|XP_001847625.2|CQUI
OG0005981	LOC120417983|XP_039436159.1|CPIP	LOC6048240|XP_038109133.1|CQUI
OG0005982	LOC120418001|XP_039436179.1|CPIP	LOC6048245|XP_038112371.1|CQUI
OG0005983	LOC120417986|XP_039436165.1|CPIP	LOC6048242|XP_038111211.1|CQUI
OG0005984	LOC120416203|XP_039433824.1|CPIP	LOC6036737|XP_038108724.1|CQUI
OG0005985	LOC120416217|XP_039433848.1|CPIP	LOC6036739|XP_001846738.2|CQUI
OG0005986	LOC120421473|XP_039440624.1|CPIP	LOC6035962|XP_001846070.1|CQUI
OG0005987	LOC120421452|XP_039440597.1|CPIP	LOC6035954|XP_038114266.1|CQUI
OG0005988	LOC120421445|XP_039440584.1|CPIP	LOC6035933|XP_038107133.1|CQUI
OG0005989	LOC120416722|XP_039434482.1|CPIP	LOC6052170|XP_038110916.1|CQUI
OG0005990	LOC120416740|XP_039434508.1|CPIP	LOC6038575|XP_001848361.2|CQUI
OG0005991	LOC120416730|XP_039434490.1|CPIP	LOC6038573|XP_001848359.1|CQUI
OG0005992	LOC120416715|XP_039434472.1|CPIP	LOC6038568|XP_001848354.2|CQUI
OG0005993	LOC120416716|XP_039434473.1|CPIP	LOC6038571|XP_038108670.1|CQUI
OG0005994	LOC120427341|XP_039448129.1|CPIP	LOC6035697|XP_038110510.1|CQUI
OG0005995	LOC120427339|XP_039448126.1|CPIP, LOC120426854|XP_039447588.1|CPIP	LOC6035695|XP_038109839.1|CQUI
OG0005996	LOC120427347|XP_039448138.1|CPIP, LOC120426860|XP_039447598.1|CPIP	LOC6035694|XP_001845828.1|CQUI
OG0005997	LOC120426864|XP_039447602.1|CPIP	LOC6035682|XP_001845816.1|CQUI
OG0005998	LOC120426852|XP_039447582.1|CPIP	LOC6035680|XP_038109187.1|CQUI
OG0005999	LOC120428191|XP_039449105.1|CPIP	LOC6046953|XP_001864072.1|CQUI
OG0006000	LOC120415155|XP_039432524.1|CPIP	LOC6034171|XP_038113272.1|CQUI
OG0006001	LOC120428604|XP_039449561.1|CPIP	LOC6045033|XP_038113151.1|CQUI
OG0006002	LOC120422957|XP_039442480.1|CPIP	LOC6051240|XP_001867714.1|CQUI
OG0006003	LOC120422953|XP_039442471.1|CPIP	LOC6051251|XP_038111054.1|CQUI
OG0006004	LOC120421838|XP_039441055.1|CPIP	LOC6054061|XP_001870039.2|CQUI
OG0006005	LOC120425529|XP_039446017.1|CPIP	LOC6042912|XP_001853956.1|CQUI
OG0006006	LOC120424473|XP_039444540.1|CPIP	LOC6035868|XP_001845982.2|CQUI
OG0006007	LOC120415354|XP_039432776.1|CPIP	LOC6037815|XP_001847690.2|CQUI
OG0006008	LOC120415886|XP_039433458.1|CPIP	LOC6048574|XP_038107386.1|CQUI
OG0006009	LOC120415851|XP_039433421.1|CPIP	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI
OG0006010	LOC120428243|XP_039449157.1|CPIP	LOC6045918|XP_038111394.1|CQUI
OG0006011	LOC120428228|XP_039449141.1|CPIP	LOC6045912|XP_038111660.1|CQUI
OG0006012	LOC120415125|XP_039432482.1|CPIP	LOC6034176|XP_038113054.1|CQUI
OG0006013	LOC120415135|XP_039432495.1|CPIP	LOC6034181|XP_038106465.1|CQUI
OG0006014	LOC120415107|XP_039432459.1|CPIP	LOC6034189|XP_001844544.2|CQUI
OG0006015	LOC120415148|XP_039432516.1|CPIP	LOC6034193|XP_001844548.1|CQUI
OG0006016	LOC120415111|XP_039432463.1|CPIP	LOC6034212|XP_038108800.1|CQUI
OG0006017	LOC120415131|XP_039432491.1|CPIP	LOC6034213|XP_001844566.2|CQUI
OG0006018	LOC120425534|XP_039446024.1|CPIP	LOC6053533|XP_038109498.1|CQUI
OG0006019	LOC120425539|XP_039446034.1|CPIP	LOC6042938|XP_001870877.1|CQUI
OG0006020	LOC120412761|XP_039429287.1|CPIP	LOC6035890|XP_038112698.1|CQUI
OG0006021	LOC120412715|XP_039429224.1|CPIP	LOC6035889|XP_038112683.1|CQUI
OG0006022	LOC120412731|XP_039429255.1|CPIP	LOC6035878|XP_038108446.1|CQUI
OG0006023	LOC120415404|XP_039432864.1|CPIP	LOC6037828|XP_001847703.2|CQUI
OG0006024	LOC120419138|XP_039437661.1|CPIP	LOC6052303|XP_038108847.1|CQUI
OG0006025	LOC120419134|XP_039437656.1|CPIP	LOC6040387|XP_038113864.1|CQUI
OG0006026	LOC120412768|XP_039429296.1|CPIP	LOC6046620|XP_038114287.1|CQUI
OG0006027	LOC120412717|XP_039429235.1|CPIP	LOC6031701|XP_038108054.1|CQUI
OG0006028	LOC120415884|XP_039433455.1|CPIP	LOC6049845|XP_038109644.1|CQUI
OG0006029	LOC120415355|XP_039432778.1|CPIP	LOC6037814|XP_001847689.1|CQUI
OG0006030	LOC120415405|XP_039432865.1|CPIP	LOC6037809|XP_001847684.1|CQUI
OG0006031	LOC120415374|XP_039432831.1|CPIP	LOC6037808|XP_038106040.1|CQUI
OG0006032	LOC120415362|XP_039432786.1|CPIP	LOC6037804|XP_038114333.1|CQUI
OG0006033	LOC120415409|XP_039432871.1|CPIP	LOC6049950|XP_001866633.2|CQUI
OG0006034	LOC120419310|XP_039437912.1|CPIP	LOC6041657|XP_001850884.2|CQUI
OG0006035	LOC120419303|XP_039437904.1|CPIP	LOC119766762|XP_038108387.1|CQUI
OG0006036	LOC120419302|XP_039437903.1|CPIP	LOC119766761|XP_038108386.1|CQUI
OG0006037	LOC120419323|XP_039437929.1|CPIP	LOC6049361|XP_038113219.1|CQUI
OG0006038	LOC120431571|XP_039452613.1|CPIP, LOC120429996|XP_039451027.1|CPIP	LOC6049713|XP_001866420.2|CQUI
OG0006039	LOC120430726|XP_039451772.1|CPIP	LOC6053330|XP_038108487.1|CQUI
OG0006040	LOC120425516|XP_039445999.1|CPIP	LOC6042926|XP_038110634.1|CQUI
OG0006041	LOC120429566|XP_039450550.1|CPIP, LOC120431793|XP_039452846.1|CPIP	LOC6042178|XP_038112955.1|CQUI
OG0006042	LOC120429527|XP_039450527.1|CPIP	LOC6042175|XP_038107538.1|CQUI
OG0006043	LOC120429284|XP_039450443.1|CPIP	LOC6042167|XP_001851314.1|CQUI
OG0006044	LOC120429256|XP_039450409.1|CPIP	LOC6034709|XP_001844990.1|CQUI
OG0006045	LOC120429626|XP_039450594.1|CPIP	LOC6034693|XP_038112763.1|CQUI
OG0006046	LOC120429109|XP_039450212.1|CPIP	LOC6034671|XP_001844959.2|CQUI
OG0006047	LOC120426724|XP_039447429.1|CPIP	LOC6051717|XP_038111187.1|CQUI
OG0006048	LOC120415431|XP_039432913.1|CPIP	LOC6037849|XP_001847722.2|CQUI
OG0006049	LOC120415413|XP_039432876.1|CPIP	LOC6037840|XP_038112201.1|CQUI
OG0006050	LOC120415350|XP_039432773.1|CPIP	LOC6037835|XP_038109599.1|CQUI
OG0006051	LOC120415353|XP_039432775.1|CPIP	LOC6037833|XP_038111475.1|CQUI
OG0006053	LOC120420342|XP_039439271.1|CPIP	LOC6053837|XP_001869853.1|CQUI
OG0006054	LOC120420318|XP_039439243.1|CPIP	LOC6051880|XP_038113166.1|CQUI
OG0006055	LOC120418156|XP_039436388.1|CPIP	LOC6048552|XP_038112853.1|CQUI
OG0006056	LOC120415864|XP_039433433.1|CPIP	LOC6043101|XP_001855817.2|CQUI
OG0006057	LOC120415879|XP_039433451.1|CPIP	LOC6048577|XP_038108282.1|CQUI
OG0006058	LOC120418138|XP_039436362.1|CPIP	LOC6045890|XP_038107591.1|CQUI
OG0006059	LOC120432647|XP_039453827.1|CPIP	LOC6032310|XP_038113877.1|CQUI
OG0006060	LOC120432649|XP_039453828.1|CPIP	LOC6032309|XP_038113878.1|CQUI
OG0006061	LOC120432664|XP_039453844.1|CPIP	LOC6032318|XP_001842948.2|CQUI
OG0006062	LOC120412325|XP_039428660.1|CPIP	LOC6032323|XP_001842953.2|CQUI
OG0006063	LOC120412334|XP_039428669.1|CPIP	LOC6032324|XP_038110334.1|CQUI
OG0006064	LOC120432671|XP_039453859.1|CPIP	LOC6032326|XP_038109436.1|CQUI
OG0006065	LOC120412327|XP_039428662.1|CPIP	LOC6032327|XP_001842957.2|CQUI
OG0006066	LOC120412362|XP_039428720.1|CPIP	LOC6032330|XP_038111289.1|CQUI
OG0006067	LOC120412345|XP_039428680.1|CPIP	LOC6032343|XP_038108314.1|CQUI
OG0006068	LOC120432669|XP_039453856.1|CPIP	LOC6038331|XP_038112633.1|CQUI
OG0006069	LOC120412361|XP_039428719.1|CPIP	LOC6038349|XP_038112577.1|CQUI
OG0006070	LOC120425249|XP_039445629.1|CPIP	LOC6038353|XP_001848167.1|CQUI
OG0006071	LOC120425244|XP_039445611.1|CPIP	LOC6038361|XP_038109218.1|CQUI
OG0006072	LOC120425960|XP_039446541.1|CPIP	LOC6045588|XP_001862928.1|CQUI
OG0006073	LOC120421974|XP_039441218.1|CPIP	LOC6051713|XP_038112180.1|CQUI
OG0006074	LOC120416819|XP_039434636.1|CPIP	LOC6053445|XP_038107840.1|CQUI
OG0006075	LOC120427642|XP_039448460.1|CPIP	LOC6049154|XP_001865958.1|CQUI
OG0006076	LOC120416859|XP_039434689.1|CPIP	LOC6042365|XP_038113413.1|CQUI
OG0006077	LOC120416835|XP_039434656.1|CPIP	LOC6040194|XP_038110662.1|CQUI
OG0006078	LOC120416842|XP_039434664.1|CPIP	LOC6040195|XP_038111432.1|CQUI
OG0006079	LOC120416825|XP_039434645.1|CPIP	LOC6053106|XP_038111047.1|CQUI
OG0006080	LOC120428644|XP_039449618.1|CPIP	LOC6044054|XP_038110149.1|CQUI
OG0006081	LOC120427132|XP_039447922.1|CPIP	LOC6043124|XP_038109683.1|CQUI
OG0006082	LOC120427134|XP_039447924.1|CPIP	LOC6043123|XP_001855939.1|CQUI
OG0006083	LOC120423486|XP_039443254.1|CPIP	LOC6044806|XP_038111166.1|CQUI
OG0006084	LOC120418194|XP_039436433.1|CPIP	LOC6044283|XP_038109193.1|CQUI
OG0006085	LOC120416991|XP_039434860.1|CPIP	LOC6045107|XP_038110561.1|CQUI
OG0006086	LOC120416997|XP_039434873.1|CPIP	LOC6046760|XP_038108239.1|CQUI
OG0006087	LOC120416996|XP_039434864.1|CPIP	LOC6046757|XP_038109068.1|CQUI
OG0006088	LOC120416998|XP_039434874.1|CPIP	LOC6046763|XP_001863911.1|CQUI
OG0006089	LOC120417008|XP_039434881.1|CPIP	LOC6053393|XP_001869484.1|CQUI
OG0006090	LOC120417006|XP_039434880.1|CPIP	LOC6047671|XP_038114395.1|CQUI
OG0006091	LOC120416994|XP_039434863.1|CPIP	LOC6047667|XP_038112092.1|CQUI
OG0006092	LOC120416990|XP_039434850.1|CPIP	LOC6040400|XP_001849798.2|CQUI
OG0006093	LOC120421870|XP_039441100.1|CPIP	LOC6046498|XP_038111734.1|CQUI
OG0006094	LOC120421860|XP_039441093.1|CPIP	LOC6046497|XP_038110826.1|CQUI
OG0006095	LOC120426493|XP_039447196.1|CPIP	LOC6043054|XP_038110525.1|CQUI
OG0006096	LOC120415180|XP_039432572.1|CPIP	LOC6052298|XP_038106049.1|CQUI
OG0006097	LOC120415173|XP_039432551.1|CPIP	LOC6052639|XP_038108165.1|CQUI
OG0006098	LOC120424714|XP_039444830.1|CPIP	LOC6047572|XP_001864614.2|CQUI
OG0006099	LOC120422674|XP_039442116.1|CPIP	LOC6046313|XP_001863534.2|CQUI
OG0006100	LOC120422679|XP_039442123.1|CPIP	LOC6046315|XP_038113818.1|CQUI
OG0006101	LOC120422664|XP_039442102.1|CPIP	LOC6054705|XP_038109180.1|CQUI
OG0006102	LOC120418579|XP_039436958.1|CPIP	LOC6043943|XP_038110643.1|CQUI
OG0006103	LOC120418594|XP_039436974.1|CPIP	LOC6049230|XP_001866027.2|CQUI
OG0006104	LOC120418589|XP_039436970.1|CPIP	LOC6049231|XP_038112595.1|CQUI
OG0006105	LOC120429781|XP_039450774.1|CPIP, LOC120430862|XP_039451921.1|CPIP	LOC6037466|XP_038111015.1|CQUI
OG0006106	LOC120430087|XP_039451108.1|CPIP	LOC6037447|XP_038108814.1|CQUI
OG0006107	LOC120421835|XP_039441050.1|CPIP	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC120429552|XP_039450542.1|CPIP	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC120416353|XP_039434020.1|CPIP	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC120421567|XP_039440730.1|CPIP	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC120420325|XP_039439254.1|CPIP	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC120415866|XP_039433436.1|CPIP	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC120415875|XP_039433445.1|CPIP	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC120415843|XP_039433413.1|CPIP	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC120414943|XP_039432208.1|CPIP	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC120425101|XP_039445430.1|CPIP	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC120427509|XP_039448305.1|CPIP, LOC120425093|XP_039445420.1|CPIP	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC120432574|XP_039453734.1|CPIP	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC120432575|XP_039453738.1|CPIP	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC120432589|XP_039453763.1|CPIP	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC120425832|XP_039446385.1|CPIP	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC120425822|XP_039446369.1|CPIP	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC120425838|XP_039446393.1|CPIP	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC120423743|XP_039443589.1|CPIP	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC120423736|XP_039443579.1|CPIP	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC120423323|XP_039443019.1|CPIP	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC120431443|XP_039452496.1|CPIP, LOC120422229|XP_039441547.1|CPIP	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC120422206|XP_039441522.1|CPIP	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC120416372|XP_039434039.1|CPIP	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC120416344|XP_039434006.1|CPIP	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC120416348|XP_039434012.1|CPIP	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC120416345|XP_039434008.1|CPIP	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC120416701|XP_039434451.1|CPIP	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC120416711|XP_039434462.1|CPIP	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC120427874|XP_039448738.1|CPIP	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC120423803|XP_039443654.1|CPIP	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC120423914|XP_039443829.1|CPIP	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC120423888|XP_039443796.1|CPIP	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC120423705|XP_039443542.1|CPIP	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC120423704|XP_039443541.1|CPIP	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC120423690|XP_039443516.1|CPIP	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC120423709|XP_039443549.1|CPIP	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC120423708|XP_039443548.1|CPIP	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC120423710|XP_039443550.1|CPIP	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC120423896|XP_039443811.1|CPIP	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC120429122|XP_039450245.1|CPIP	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC120429124|XP_039450247.1|CPIP	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC120428260|XP_039449186.1|CPIP	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC120428259|XP_039449184.1|CPIP	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC120428258|XP_039449181.1|CPIP	LOC6040561|XP_038111793.1|CQUI
OG0006152	LOC120423724|XP_039443563.1|CPIP, LOC120425566|XP_039446065.1|CPIP	LOC119765342|XP_038104968.1|CQUI
OG0006153	LOC120431721|XP_039452782.1|CPIP, LOC120430874|XP_039451935.1|CPIP	LOC6051694|XP_038115838.1|CQUI
OG0006155	LOC120422738|XP_039442211.1|CPIP	LOC119770287|XP_038120815.1|CQUI
OG0006156	LOC120414004|XP_039430951.1|CPIP	LOC119769398|XP_038117514.1|CQUI
OG0006158	LOC120422394|XP_039441747.1|CPIP	LOC6038895|XP_038110186.1|CQUI
OG0006159	LOC120429108|XP_039450206.1|CPIP	LOC6040551|XP_038108103.1|CQUI
OG0006160	LOC120412519|XP_039428948.1|CPIP	LOC6036902|XP_001846878.2|CQUI
OG0006161	LOC120417400|XP_039435365.1|CPIP	LOC6040654|XP_038117289.1|CQUI
OG0006181	LOC120415038|XP_039432345.1|CPIP	LOC6044344|XP_038122783.1|CQUI
OG0006183	LOC120432314|XP_039453431.1|CPIP	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC120415855|XP_039433425.1|CPIP	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC120431097|XP_039452189.1|CPIP	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC120415065|XP_039432385.1|CPIP	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC120431108|XP_039452198.1|CPIP	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC120422044|XP_039441305.1|CPIP	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC120422045|XP_039441306.1|CPIP	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC120422065|XP_039441339.1|CPIP	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC120421059|XP_039440138.1|CPIP	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC120421070|XP_039440149.1|CPIP	LOC6042749|XP_001870759.2|CQUI
OG0006196	LOC120415053|XP_039432360.1|CPIP	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC120415067|XP_039432388.1|CPIP	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC120415071|XP_039432399.1|CPIP	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC120415050|XP_039432358.1|CPIP	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC120429963|XP_039450989.1|CPIP	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC120429961|XP_039450985.1|CPIP	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC120428471|XP_039449421.1|CPIP	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC120430286|XP_039451313.1|CPIP	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC120413710|XP_039430566.1|CPIP	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC120413715|XP_039430572.1|CPIP	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC120413714|XP_039430569.1|CPIP	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC120413733|XP_039430593.1|CPIP	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC120431692|XP_039452772.1|CPIP	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC120430283|XP_039451309.1|CPIP	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC120430282|XP_039451308.1|CPIP	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC120419293|XP_039437893.1|CPIP	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC120419283|XP_039437883.1|CPIP	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC120419270|XP_039437865.1|CPIP	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC120418131|XP_039436343.1|CPIP	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC120418118|XP_039436327.1|CPIP	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC120418128|XP_039436340.1|CPIP	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC120432272|XP_039453386.1|CPIP	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC120432270|XP_039453385.1|CPIP	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC120432330|XP_039453452.1|CPIP	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC120432332|XP_039453456.1|CPIP	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC120432298|XP_039453418.1|CPIP	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC120432227|XP_039453335.1|CPIP	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC120424295|XP_039444312.1|CPIP	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC120419274|XP_039437873.1|CPIP	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC120416301|XP_039433990.1|CPIP	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC120413704|XP_039430557.1|CPIP	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC120424021|XP_039443970.1|CPIP	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC120424025|XP_039443975.1|CPIP	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC120421071|XP_039440150.1|CPIP	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC120421066|XP_039440145.1|CPIP	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC120432472|XP_039453633.1|CPIP	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC120432321|XP_039453443.1|CPIP	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC120432248|XP_039453357.1|CPIP	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC120432257|XP_039453372.1|CPIP	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC120430647|XP_039451690.1|CPIP	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC120431218|XP_039452299.1|CPIP	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC120424110|XP_039444070.1|CPIP	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC120432260|XP_039453375.1|CPIP	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC120432294|XP_039453414.1|CPIP	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC120424014|XP_039443962.1|CPIP	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC120413336|XP_039430046.1|CPIP	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC120413345|XP_039430057.1|CPIP	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC120422085|XP_039441364.1|CPIP	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC120416394|XP_039434064.1|CPIP	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC120419690|XP_039438411.1|CPIP	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC120432362|XP_039453492.1|CPIP	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC120414180|XP_039431190.1|CPIP	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC120414193|XP_039431207.1|CPIP	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC120417691|XP_039435761.1|CPIP	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC120431152|XP_039452226.1|CPIP	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC120422446|XP_039441824.1|CPIP	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC120422466|XP_039441853.1|CPIP	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC120422465|XP_039441852.1|CPIP	LOC6051129|XP_038104346.1|CQUI
OG0006260	LOC120424286|XP_039444291.1|CPIP	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC120424296|XP_039444313.1|CPIP	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC120424299|XP_039444318.1|CPIP	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC120424308|XP_039444327.1|CPIP	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC120424306|XP_039444325.1|CPIP	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC120424304|XP_039444323.1|CPIP	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC120424294|XP_039444310.1|CPIP	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC120424289|XP_039444296.1|CPIP	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC120415078|XP_039432415.1|CPIP	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC120425045|XP_039445349.1|CPIP	LOC6032068|XP_001842734.2|CQUI
OG0006271	LOC120422533|XP_039441929.1|CPIP	LOC6052274|XP_001868566.2|CQUI
