Orthogroup	CPIP.longest_only	DSIM.longest_only
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC6727532|XP_002102912.1|DSIM
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC6729792|XP_016036480.2|DSIM
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC6729859|XP_016036597.1|DSIM
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC6729240|XP_016035892.1|DSIM
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC6728343|XP_016034969.1|DSIM
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC6725890|XP_002106885.1|DSIM
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC6731256|XP_002078415.1|DSIM
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC6727509|XP_016034089.1|DSIM
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC6728675|XP_002104014.2|DSIM
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC6727730|XP_002103092.1|DSIM
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC6729028|XP_002104349.1|DSIM
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC6730386|XP_016037169.1|DSIM
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC6729964|XP_039150895.1|DSIM
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC6726674|XP_016033168.1|DSIM
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC6726675|XP_016033170.1|DSIM
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC6729275|XP_002104595.1|DSIM
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC6729477|XP_002104787.1|DSIM
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC6727531|XP_016034109.1|DSIM
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC6724724|XP_016037359.1|DSIM
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC27206835|XP_016025064.1|DSIM
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC27206454|XP_039151941.1|DSIM
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC6728457|XP_016035076.1|DSIM
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC6728458|XP_016035077.1|DSIM
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC6728455|XP_016035070.1|DSIM
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC6727315|XP_016033849.1|DSIM
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC6729042|XP_016035695.1|DSIM
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC6727974|XP_016034567.1|DSIM
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC27208451|XP_016036494.1|DSIM
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC6729491|XP_016036162.1|DSIM
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC6729903|XP_002105205.2|DSIM
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC6727326|XP_002102712.1|DSIM
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC6727327|XP_002102713.1|DSIM
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC6728280|XP_039150912.1|DSIM
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC6727626|XP_016034227.1|DSIM
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC6728969|XP_016035646.1|DSIM
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC27206989|XP_016034731.1|DSIM
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC6727746|XP_002103108.1|DSIM
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC6731233|XP_002078392.1|DSIM
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC6727571|XP_039150707.1|DSIM
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC6729441|XP_039151992.1|DSIM
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC6726694|XP_002102105.1|DSIM
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC6726696|XP_002102107.1|DSIM
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC6733022|XP_002080101.1|DSIM
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC6727616|XP_002102995.1|DSIM
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC6730150|XP_016036915.1|DSIM
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC6727293|XP_002102680.1|DSIM
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC6727291|XP_016033820.1|DSIM
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC6727513|XP_016034098.1|DSIM
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC6733305|XP_016026231.1|DSIM
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC27206634|XP_016025854.1|DSIM
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC6729281|XP_016035923.1|DSIM
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC6730825|XP_002077992.1|DSIM
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC6728338|XP_039150771.1|DSIM
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC6729322|XP_016035957.1|DSIM
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC6740126|XP_016039284.1|DSIM
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC6726952|XP_002102354.1|DSIM
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC6726938|XP_002102340.1|DSIM
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC27207009|XP_039150983.1|DSIM
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC6726934|XP_016033431.1|DSIM
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC6726933|XP_002102335.1|DSIM
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC6729741|XP_016036401.1|DSIM
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC6730338|XP_016037107.1|DSIM
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC6727494|XP_002102874.1|DSIM
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC6730108|XP_039150382.1|DSIM
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC6728190|XP_016034821.1|DSIM
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC6728245|XP_002103594.3|DSIM
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC6728314|XP_002103663.1|DSIM
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC6729001|XP_016035665.1|DSIM
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC6730017|XP_002105311.1|DSIM
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC6728988|XP_002104310.1|DSIM
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC6728147|XP_016034756.1|DSIM
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC6729564|XP_002104872.1|DSIM
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC6727300|XP_039150423.1|DSIM
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC6729942|XP_016036702.1|DSIM
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC6726697|XP_039151580.1|DSIM
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC6728787|XP_016035473.1|DSIM
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC27207936|XP_016039172.1|DSIM
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC6729533|XP_016036206.1|DSIM
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC6728696|XP_002104032.1|DSIM
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC6727283|XP_002102672.1|DSIM
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC6727289|XP_002102676.1|DSIM
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC6738855|XP_016032674.1|DSIM
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC6728790|XP_039150548.1|DSIM
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC6728717|XP_039150605.1|DSIM
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC6725264|XP_016038269.1|DSIM
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC6725474|XP_016038582.1|DSIM
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC6725472|XP_002106488.2|DSIM
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC6728945|XP_002104273.1|DSIM
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC27207013|XP_016035839.1|DSIM
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC6728693|XP_002104029.2|DSIM
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC6730147|XP_016036912.1|DSIM
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC6728102|XP_016034715.1|DSIM
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC6739718|XP_016034814.1|DSIM
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC6728187|XP_002103536.1|DSIM
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC27207450|XP_016037326.1|DSIM
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC6726900|XP_002102302.1|DSIM
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC6726672|XP_002102083.1|DSIM
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC6729283|XP_002104603.1|DSIM
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC6729351|XP_002104667.1|DSIM
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC6728372|XP_016034984.1|DSIM
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC6736970|XP_002083817.1|DSIM
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC6728332|XP_002103681.1|DSIM
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC6726834|XP_002102241.1|DSIM
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC6729273|XP_002104593.1|DSIM
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC6729270|XP_002104590.1|DSIM
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC6729392|XP_016036038.1|DSIM
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC6732385|XP_002079506.1|DSIM
OG0004842	LOC120425431|XP_039445894.1|CPIP	LOC6730050|XP_002105343.2|DSIM
OG0004843	LOC120422579|XP_039442002.1|CPIP	LOC6727563|XP_016034161.1|DSIM
OG0004844	LOC120425367|XP_039445809.1|CPIP	LOC6732147|XP_016024834.1|DSIM
OG0004845	LOC120425365|XP_039445805.1|CPIP	LOC6726777|XP_016033258.1|DSIM
OG0004846	LOC120425579|XP_039446086.1|CPIP	LOC6730868|XP_002078032.1|DSIM
OG0004847	LOC120418366|XP_039436660.1|CPIP	LOC6730867|XP_002078031.1|DSIM
OG0004848	LOC120430437|XP_039451482.1|CPIP	LOC6727761|XP_002103123.1|DSIM
OG0004850	LOC120427728|XP_039448565.1|CPIP	LOC6727020|XP_016033509.1|DSIM
OG0004851	LOC120427726|XP_039448564.1|CPIP	LOC6727018|XP_002102416.1|DSIM
OG0004852	LOC120427724|XP_039448561.1|CPIP	LOC6727003|XP_016033495.1|DSIM
OG0004853	LOC120430973|XP_039452039.1|CPIP	LOC6735528|XP_002082464.2|DSIM
OG0004854	LOC120427609|XP_039448421.1|CPIP	LOC6737779|XP_016031557.1|DSIM
OG0004855	LOC120427617|XP_039448431.1|CPIP	LOC6739636|XP_002076532.1|DSIM
OG0004856	LOC120423014|XP_039442579.1|CPIP	LOC6737179|XP_039149968.1|DSIM
OG0004857	LOC120425687|XP_039446204.1|CPIP	LOC6736433|XP_039149747.1|DSIM
OG0004858	LOC120423000|XP_039442554.1|CPIP	LOC6737184|XP_039150202.1|DSIM
OG0004859	LOC120423002|XP_039442558.1|CPIP	LOC6737187|XP_002084033.1|DSIM
OG0004860	LOC120422997|XP_039442550.1|CPIP	LOC6736502|XP_016030081.1|DSIM
OG0004861	LOC120422995|XP_039442539.1|CPIP	LOC6737484|XP_039150209.1|DSIM
OG0004862	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP	LOC6737495|XP_039149020.1|DSIM
OG0004863	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP	LOC6736916|XP_016030565.1|DSIM
OG0004864	LOC120421750|XP_039440958.1|CPIP	LOC6736768|XP_002083624.1|DSIM
OG0004865	LOC120421752|XP_039440959.1|CPIP	LOC6729892|XP_002105195.1|DSIM
OG0004866	LOC120421740|XP_039440935.1|CPIP	LOC6737103|XP_002083950.1|DSIM
OG0004867	LOC120416821|XP_039434642.1|CPIP	LOC6734053|XP_016027061.1|DSIM
OG0004868	LOC120421749|XP_039440956.1|CPIP	LOC6733184|XP_016026068.1|DSIM
OG0004869	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP	LOC6733251|XP_002080314.1|DSIM
OG0004870	LOC120422873|XP_039442354.1|CPIP	LOC6733255|XP_016026130.1|DSIM
OG0004871	LOC120422839|XP_039442314.1|CPIP	LOC6736085|XP_002082986.2|DSIM
OG0004872	LOC120417412|XP_039435388.1|CPIP	LOC6736162|XP_002083062.1|DSIM
OG0004873	LOC120424174|XP_039444160.1|CPIP	LOC6731473|XP_002078622.1|DSIM
OG0004874	LOC120424203|XP_039444196.1|CPIP	LOC6729680|XP_002104986.1|DSIM
OG0004875	LOC120424167|XP_039444151.1|CPIP	LOC6740215|XP_039153677.1|DSIM
OG0004876	LOC120424182|XP_039444171.1|CPIP	LOC27208313|XP_016037594.1|DSIM
OG0004877	LOC120429772|XP_039450763.1|CPIP	LOC6737716|XP_002084547.1|DSIM
OG0004878	LOC120417821|XP_039435968.1|CPIP	LOC6733416|XP_002080473.1|DSIM
OG0004879	LOC120417831|XP_039435981.1|CPIP	LOC27208725|XP_016029402.1|DSIM
OG0004880	LOC120417822|XP_039435970.1|CPIP	LOC6739005|XP_002085800.1|DSIM
OG0004881	LOC120417810|XP_039435943.1|CPIP	LOC6737023|XP_002083870.1|DSIM
OG0004882	LOC120417799|XP_039435931.1|CPIP	LOC6737099|XP_016030726.1|DSIM
OG0004883	LOC120417828|XP_039435978.1|CPIP	LOC6736554|XP_016030132.1|DSIM
OG0004884	LOC120424430|XP_039444484.1|CPIP	LOC6734626|XP_039148746.1|DSIM
OG0004885	LOC120422844|XP_039442322.1|CPIP	LOC6734215|XP_002081244.2|DSIM
OG0004886	LOC120422848|XP_039442327.1|CPIP	LOC6734691|XP_016027888.1|DSIM
OG0004887	LOC120422887|XP_039442382.1|CPIP	LOC6735081|XP_002082058.1|DSIM
OG0004888	LOC120422888|XP_039442383.1|CPIP	LOC6735187|XP_016028473.2|DSIM
OG0004889	LOC120427439|XP_039448236.1|CPIP	LOC6733797|XP_016026756.1|DSIM
OG0004890	LOC120427506|XP_039448300.1|CPIP	LOC6734632|XP_002081640.2|DSIM
OG0004891	LOC120427064|XP_039447839.1|CPIP	LOC27207938|XP_039152910.1|DSIM
OG0004892	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP	LOC6735133|XP_016028414.1|DSIM
OG0004893	LOC120419741|XP_039438477.1|CPIP	LOC6735711|XP_039148390.1|DSIM
OG0004894	LOC120419758|XP_039438515.1|CPIP	LOC6734243|XP_016027293.1|DSIM
OG0004895	LOC120419513|XP_039438147.1|CPIP	LOC6735891|XP_039148360.1|DSIM
OG0004896	LOC120419502|XP_039438134.1|CPIP	LOC6735172|XP_039148344.1|DSIM
OG0004897	LOC120419488|XP_039438109.1|CPIP	LOC6735176|XP_039148338.1|DSIM
OG0004898	LOC120429766|XP_039450751.1|CPIP	LOC27208070|XP_039148223.1|DSIM
OG0004899	LOC120417817|XP_039435956.1|CPIP	LOC6733937|XP_039148228.1|DSIM
OG0004900	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP	LOC6733818|XP_002080862.2|DSIM
OG0004901	LOC120419760|XP_039438521.1|CPIP	LOC6733819|XP_002080863.2|DSIM
OG0004902	LOC120419747|XP_039438485.1|CPIP	LOC6736420|XP_002083292.1|DSIM
OG0004903	LOC120419501|XP_039438131.1|CPIP	LOC6735674|XP_002082592.1|DSIM
OG0004904	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP	LOC6729326|XP_002104643.2|DSIM
OG0004905	LOC120423497|XP_039443271.1|CPIP	LOC6739310|XP_016026382.1|DSIM
OG0004906	LOC120426768|XP_039447479.1|CPIP	LOC6737418|XP_016031182.1|DSIM
OG0004907	LOC120417418|XP_039435395.1|CPIP	LOC6737101|XP_002083948.2|DSIM
OG0004908	LOC120423174|XP_039442795.1|CPIP	LOC27207911|XP_016032759.1|DSIM
OG0004909	LOC120416585|XP_039434255.1|CPIP	LOC6738918|XP_016032742.1|DSIM
OG0004910	LOC120416538|XP_039434192.1|CPIP	LOC6738914|XP_016032736.1|DSIM
OG0004911	LOC120416552|XP_039434217.1|CPIP	LOC6736637|XP_016030234.1|DSIM
OG0004912	LOC120426924|XP_039447665.1|CPIP	LOC6737417|XP_002084255.1|DSIM
OG0004913	LOC120422648|XP_039442087.1|CPIP	LOC6735421|XP_002082363.1|DSIM
OG0004914	LOC120422631|XP_039442063.1|CPIP	LOC6735428|XP_016028735.1|DSIM
OG0004915	LOC120422646|XP_039442083.1|CPIP	LOC6736081|XP_016029474.1|DSIM
OG0004916	LOC120422641|XP_039442075.1|CPIP	LOC6734787|XP_016027989.1|DSIM
OG0004917	LOC120422643|XP_039442079.1|CPIP	LOC27209279|XP_016031198.1|DSIM
OG0004918	LOC120422640|XP_039442072.1|CPIP	LOC6737425|XP_002084262.1|DSIM
OG0004919	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP	LOC6730354|XP_002105636.1|DSIM
OG0004920	LOC120431636|XP_039452679.1|CPIP	LOC6738761|XP_002085561.1|DSIM
OG0004921	LOC120431634|XP_039452676.1|CPIP	LOC6737126|XP_016030755.1|DSIM
OG0004922	LOC120418866|XP_039437334.1|CPIP	LOC6737308|XP_016031028.2|DSIM
OG0004923	LOC120424806|XP_039444954.1|CPIP	LOC6736762|XP_016030384.1|DSIM
OG0004924	LOC120427564|XP_039448372.1|CPIP	LOC6736992|XP_002083839.1|DSIM
OG0004925	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP	LOC6736291|XP_002083175.2|DSIM
OG0004926	LOC120412884|XP_039429446.1|CPIP	LOC6737039|XP_016030670.1|DSIM
OG0004927	LOC120412863|XP_039429418.1|CPIP	LOC6737389|XP_016031132.1|DSIM
OG0004928	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP	LOC6735207|XP_016028485.2|DSIM
OG0004929	LOC120426037|XP_039446650.1|CPIP	LOC6736219|XP_016029693.1|DSIM
OG0004930	LOC120427565|XP_039448373.1|CPIP	LOC6734060|XP_016027063.1|DSIM
OG0004931	LOC120425596|XP_039446112.1|CPIP	LOC6735418|XP_002082360.1|DSIM
OG0004932	LOC120425587|XP_039446099.1|CPIP	LOC6736211|XP_016029655.1|DSIM
OG0004933	LOC120425591|XP_039446106.1|CPIP	LOC6734792|XP_016027993.1|DSIM
OG0004934	LOC120425588|XP_039446101.1|CPIP	LOC6735980|XP_002082889.1|DSIM
OG0004935	LOC120417422|XP_039435400.1|CPIP	LOC6735115|XP_016028372.1|DSIM
OG0004936	LOC120426884|XP_039447623.1|CPIP	LOC6736795|XP_039149210.1|DSIM
OG0004937	LOC120427105|XP_039447892.1|CPIP	LOC6736994|XP_002083841.2|DSIM
OG0004938	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP	LOC27209155|XP_016030856.1|DSIM
OG0004939	LOC120427495|XP_039448288.1|CPIP	LOC6738672|XP_002085474.1|DSIM
OG0004940	LOC120426842|XP_039447566.1|CPIP	LOC6738675|XP_016032504.1|DSIM
OG0004941	LOC120428979|XP_039450047.1|CPIP	LOC6738249|XP_002085061.1|DSIM
OG0004942	LOC120428978|XP_039450045.1|CPIP	LOC6736889|XP_016030537.1|DSIM
OG0004943	LOC120428981|XP_039450054.1|CPIP	LOC6737264|XP_016030971.1|DSIM
OG0004944	LOC120424382|XP_039444415.1|CPIP	LOC6736516|XP_002083386.2|DSIM
OG0004945	LOC120432598|XP_039453771.1|CPIP	LOC6733273|XP_002080336.1|DSIM
OG0004946	LOC120426825|XP_039447549.1|CPIP	LOC6739012|XP_016032841.1|DSIM
OG0004947	LOC120426907|XP_039447650.1|CPIP	LOC6736386|XP_039150166.1|DSIM
OG0004948	LOC120422890|XP_039442388.1|CPIP	LOC6736388|XP_002083260.2|DSIM
OG0004949	LOC120422851|XP_039442331.1|CPIP	LOC6736392|XP_039150125.1|DSIM
OG0004950	LOC120422855|XP_039442337.1|CPIP	LOC6736216|XP_016029659.1|DSIM
OG0004951	LOC120422833|XP_039442304.1|CPIP	LOC6729902|XP_002105204.1|DSIM
OG0004952	LOC120422881|XP_039442375.1|CPIP	LOC6737789|XP_002084617.1|DSIM
OG0004953	LOC120422824|XP_039442293.1|CPIP	LOC6738262|XP_002085073.1|DSIM
OG0004954	LOC120426107|XP_039446747.1|CPIP	LOC6738260|XP_002085071.2|DSIM
OG0004955	LOC120426297|XP_039446983.1|CPIP	LOC6737060|XP_002083907.1|DSIM
OG0004956	LOC120425879|XP_039446437.1|CPIP	LOC6733809|XP_002080853.2|DSIM
OG0004957	LOC120425349|XP_039445784.1|CPIP	LOC6739607|XP_016030177.1|DSIM
OG0004958	LOC120428812|XP_039449847.1|CPIP	LOC6737784|XP_002084612.2|DSIM
OG0004959	LOC120428821|XP_039449862.1|CPIP	LOC6737783|XP_016031565.2|DSIM
OG0004960	LOC120428816|XP_039449853.1|CPIP	LOC6737782|XP_016031563.1|DSIM
OG0004961	LOC120428817|XP_039449857.1|CPIP	LOC27208567|XP_016026899.1|DSIM
OG0004962	LOC120425973|XP_039446561.1|CPIP	LOC6738952|XP_002085747.1|DSIM
OG0004963	LOC120425970|XP_039446557.1|CPIP	LOC6738601|XP_016032446.1|DSIM
OG0004964	LOC120429650|XP_039450609.1|CPIP	LOC6737501|XP_016031297.2|DSIM
OG0004965	LOC120415766|XP_039433307.1|CPIP	LOC6737120|XP_002083967.1|DSIM
OG0004966	LOC120415744|XP_039433284.1|CPIP	LOC6737121|XP_002083968.1|DSIM
OG0004967	LOC120415760|XP_039433301.1|CPIP	LOC6733249|XP_002080312.2|DSIM
OG0004968	LOC120428571|XP_039449538.1|CPIP	LOC6736777|XP_002083633.3|DSIM
OG0004969	LOC120428563|XP_039449525.1|CPIP	LOC6734681|XP_002081688.1|DSIM
OG0004970	LOC120428564|XP_039449526.1|CPIP	LOC6736776|XP_016030412.1|DSIM
OG0004971	LOC120428565|XP_039449529.1|CPIP	LOC6736774|XP_016030404.1|DSIM
OG0004972	LOC120427235|XP_039448033.1|CPIP	LOC120284201|XP_039148938.1|DSIM
OG0004973	LOC120424872|XP_039445064.1|CPIP	LOC6734402|XP_002081423.1|DSIM
OG0004974	LOC120424881|XP_039445079.1|CPIP	LOC6737775|XP_002084603.1|DSIM
OG0004975	LOC120424792|XP_039444934.1|CPIP	LOC6736764|XP_002083620.1|DSIM
OG0004976	LOC120424794|XP_039444938.1|CPIP	LOC27206254|XP_016030304.1|DSIM
OG0004977	LOC120418885|XP_039437352.1|CPIP	LOC6735920|XP_002082830.1|DSIM
OG0004978	LOC120418867|XP_039437336.1|CPIP	LOC6735117|XP_016028389.1|DSIM
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC6737258|XP_002084098.1|DSIM
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC6738168|XP_002084981.1|DSIM
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC6738649|XP_002085451.1|DSIM
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC6738645|XP_002085447.1|DSIM
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC6737515|XP_002084351.2|DSIM
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC6737033|XP_016030667.1|DSIM
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC6736368|XP_016029865.1|DSIM
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC6738533|XP_002085339.1|DSIM
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC6738386|XP_016032212.1|DSIM
OG0004988	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP	LOC6736370|XP_002083246.2|DSIM
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC6738387|XP_002085196.1|DSIM
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC6735461|XP_002082400.1|DSIM
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC6739392|XP_016027097.1|DSIM
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC6739396|XP_002076302.1|DSIM
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC6736617|XP_002083473.2|DSIM
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC6736671|XP_039150182.1|DSIM
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC6737379|XP_002084217.1|DSIM
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC6734704|XP_002081711.1|DSIM
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC6734611|XP_002081619.1|DSIM
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC6736857|XP_016030502.1|DSIM
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC6733875|XP_002080919.1|DSIM
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC6737222|XP_039149818.1|DSIM
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC6728389|XP_002103737.2|DSIM
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC6737232|XP_016030941.1|DSIM
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC6737063|XP_002083910.1|DSIM
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC6738664|XP_016032486.1|DSIM
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC6736317|XP_016029792.1|DSIM
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC6738486|XP_002085292.1|DSIM
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC6736266|XP_016029755.1|DSIM
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC6738463|XP_002085270.1|DSIM
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC27209292|XP_016031492.1|DSIM
OG0005011	LOC120428747|XP_039449759.1|CPIP	LOC27208453|XP_016029364.1|DSIM
OG0005012	LOC120413225|XP_039429885.1|CPIP	LOC6738941|XP_002085736.1|DSIM
OG0005013	LOC120418477|XP_039436847.1|CPIP	LOC6728840|XP_002104174.2|DSIM
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC6737507|XP_039149050.1|DSIM
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC6738741|XP_002085541.3|DSIM
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC6738233|XP_002085045.1|DSIM
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC6739626|XP_016031001.1|DSIM
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC6736223|XP_016029733.1|DSIM
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC27207525|XP_016032127.1|DSIM
