Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC120771137|XP_039954938.1|BTRY
OG0003631	LOC120413214|XP_039429866.1|CPIP	LOC120777310|XP_039964483.1|BTRY
OG0003632	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP	LOC120776373|XP_039962889.1|BTRY
OG0003633	LOC120418504|XP_039436875.1|CPIP	LOC120781231|XP_039969300.1|BTRY
OG0003634	LOC120413204|XP_039429854.1|CPIP	LOC120777902|XP_039965417.1|BTRY
OG0003635	LOC120413156|XP_039429798.1|CPIP	LOC120777264|XP_039964397.1|BTRY
OG0003636	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP	LOC120781278|XP_039969407.1|BTRY
OG0003637	LOC120418500|XP_039436871.1|CPIP	LOC120770082|XP_039953164.1|BTRY
OG0003638	LOC120424827|XP_039444982.1|CPIP	LOC120777990|XP_039965569.1|BTRY
OG0003639	LOC120424848|XP_039445030.1|CPIP	LOC120768002|XP_039950359.1|BTRY
OG0003640	LOC120420077|XP_039438936.1|CPIP	LOC120770438|XP_039953838.1|BTRY
OG0003641	LOC120420075|XP_039438933.1|CPIP	LOC120772257|XP_039956694.1|BTRY
OG0003642	LOC120420104|XP_039438985.1|CPIP	LOC120772348|XP_039956844.1|BTRY
OG0003643	LOC120420090|XP_039438956.1|CPIP	LOC120771652|XP_039955701.1|BTRY
OG0003644	LOC120420063|XP_039438911.1|CPIP	LOC120770943|XP_039954588.1|BTRY
OG0003645	LOC120429150|XP_039450289.1|CPIP	LOC120776413|XP_039962975.1|BTRY
OG0003646	LOC120429154|XP_039450296.1|CPIP	LOC120776192|XP_039962751.1|BTRY
OG0003647	LOC120416508|XP_039434160.1|CPIP	LOC120776584|XP_039963287.1|BTRY
OG0003648	LOC120416529|XP_039434180.1|CPIP	LOC120768525|XP_039951188.1|BTRY
OG0003649	LOC120428834|XP_039449884.1|CPIP	LOC120780570|XP_039968763.1|BTRY
OG0003650	LOC120428833|XP_039449883.1|CPIP	LOC120775525|XP_039961679.1|BTRY
OG0003651	LOC120413475|XP_039430248.1|CPIP	LOC120778513|XP_039966281.1|BTRY
OG0003652	LOC120418018|XP_039436195.1|CPIP	LOC120778284|XP_039966005.1|BTRY
OG0003653	LOC120418047|XP_039436229.1|CPIP	LOC120777379|XP_039964604.1|BTRY
OG0003654	LOC120424198|XP_039444190.1|CPIP	LOC120778761|XP_039966673.1|BTRY
OG0003655	LOC120425592|XP_039446107.1|CPIP	LOC120781500|XP_039969657.1|BTRY, LOC120780690|XP_039968889.1|BTRY
OG0003656	LOC120425586|XP_039446097.1|CPIP	LOC120777505|XP_039964793.1|BTRY
OG0003657	LOC120418933|XP_039437404.1|CPIP	LOC120778548|XP_039966331.1|BTRY
OG0003658	LOC120418923|XP_039437387.1|CPIP	LOC120766520|XP_039948025.1|BTRY
OG0003659	LOC120418921|XP_039437385.1|CPIP	LOC120776658|XP_039963461.1|BTRY
OG0003660	LOC120418907|XP_039437368.1|CPIP	LOC120778077|XP_039965704.1|BTRY
OG0003661	LOC120420644|XP_039439656.1|CPIP	LOC120777715|XP_039965132.1|BTRY
OG0003662	LOC120420685|XP_039439714.1|CPIP	LOC120777288|XP_039964433.1|BTRY
OG0003663	LOC120412381|XP_039428743.1|CPIP	LOC120778545|XP_039966328.1|BTRY
OG0003664	LOC120412380|XP_039428739.1|CPIP	LOC120777987|XP_039965561.1|BTRY
OG0003665	LOC120412390|XP_039428765.1|CPIP	LOC120772654|XP_039957315.1|BTRY
OG0003666	LOC120412392|XP_039428773.1|CPIP	LOC120771250|XP_039955099.1|BTRY
OG0003667	LOC120413486|XP_039430270.1|CPIP	LOC120777226|XP_039964341.1|BTRY
OG0003668	LOC120412619|XP_039429103.1|CPIP	LOC120771646|XP_039955691.1|BTRY
OG0003669	LOC120421527|XP_039440680.1|CPIP	LOC120772625|XP_039957275.1|BTRY
OG0003670	LOC120421526|XP_039440679.1|CPIP	LOC120772624|XP_039957274.1|BTRY
OG0003671	LOC120429132|XP_039450264.1|CPIP	LOC120771172|XP_039954993.1|BTRY
OG0003672	LOC120424862|XP_039445049.1|CPIP	LOC120782882|XP_039971364.1|BTRY
OG0003673	LOC120430654|XP_039451694.1|CPIP	LOC120772557|XP_039957175.1|BTRY
OG0003674	LOC120422291|XP_039441617.1|CPIP	LOC120772005|XP_039956297.1|BTRY
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC120772725|XP_039957421.1|BTRY, LOC120772650|XP_039957310.1|BTRY
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC120772731|XP_039957426.1|BTRY
OG0003677	LOC120423606|XP_039443405.1|CPIP	LOC120780311|XP_039968537.1|BTRY
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC120777229|XP_039964344.1|BTRY
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC120777102|XP_039964172.1|BTRY
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC120771851|XP_039956028.1|BTRY
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC120771672|XP_039955722.1|BTRY
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC120767047|XP_039948834.1|BTRY
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC120770840|XP_039954370.1|BTRY
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC120777276|XP_039964414.1|BTRY
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC120778162|XP_039965826.1|BTRY
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC120770582|XP_039954096.1|BTRY
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC120771369|XP_039955262.1|BTRY
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC120771871|XP_039956056.1|BTRY
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC120777701|XP_039965114.1|BTRY
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC120777397|XP_039964627.1|BTRY
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC120777939|XP_039965472.1|BTRY
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC120771480|XP_039955448.1|BTRY
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC120779194|XP_039967393.1|BTRY
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC120778272|XP_039965985.1|BTRY
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC120777260|XP_039964393.1|BTRY
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC120772193|XP_039956593.1|BTRY
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC120770584|XP_039954100.1|BTRY
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC120778622|XP_039966440.1|BTRY
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC120770590|XP_039954112.1|BTRY
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC120770979|XP_039954654.1|BTRY
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC120769164|XP_039951983.1|BTRY
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC120778190|XP_039965862.1|BTRY, LOC120782109|XP_039970188.1|BTRY
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC120778065|XP_039965682.1|BTRY
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC120777261|XP_039964394.1|BTRY
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC120771470|XP_039955421.1|BTRY
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC120777783|XP_039965237.1|BTRY
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC120777140|XP_039964219.1|BTRY
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC120777055|XP_039964101.1|BTRY
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC120772474|XP_039957048.1|BTRY
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC120771320|XP_039955197.1|BTRY
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC120778822|XP_039966763.1|BTRY
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC120770587|XP_039954106.1|BTRY
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC120771145|XP_039954947.1|BTRY
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC120771144|XP_039954946.1|BTRY
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC120778055|XP_039965669.1|BTRY
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC120776682|XP_039963493.1|BTRY
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC120778615|XP_039966427.1|BTRY
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC120776587|XP_039963290.1|BTRY
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC120777222|XP_039964336.1|BTRY
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC120775065|XP_039960977.1|BTRY
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC120771954|XP_039956199.1|BTRY
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC120779145|XP_039967287.1|BTRY
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC120778385|XP_039966106.1|BTRY
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC120778125|XP_039965762.1|BTRY
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC120779160|XP_039967317.1|BTRY
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC120777876|XP_039965369.1|BTRY
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC120776490|XP_039963104.1|BTRY, LOC120776491|XP_039963106.1|BTRY
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC120766526|XP_039948030.1|BTRY
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC120776347|XP_039962834.1|BTRY
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC120778246|XP_039965940.1|BTRY
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC120777469|XP_039964727.1|BTRY
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC120777320|XP_039964495.1|BTRY
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC120776647|XP_039963413.1|BTRY
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC120779646|XP_039967932.1|BTRY, LOC120776927|XP_039963933.1|BTRY
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC120771952|XP_039956196.1|BTRY
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC120772735|XP_039957431.1|BTRY
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC120772980|XP_039957827.1|BTRY
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC120771175|XP_039954999.1|BTRY
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC120770041|XP_039953090.1|BTRY
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC120771811|XP_039955953.1|BTRY
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC120778559|XP_039966355.1|BTRY
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC120777427|XP_039964666.1|BTRY
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC120770928|XP_039954566.1|BTRY
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC120771813|XP_039955955.1|BTRY
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC120771215|XP_039955051.1|BTRY
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC120772312|XP_039956761.1|BTRY
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC120777458|XP_039964716.1|BTRY
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC120778547|XP_039966330.1|BTRY
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC120777725|XP_039965150.1|BTRY
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC120776922|XP_039963926.1|BTRY
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC120778645|XP_039966484.1|BTRY
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC120776469|XP_039963072.1|BTRY
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC120777758|XP_039965192.1|BTRY
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC120776633|XP_039963383.1|BTRY
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC120777249|XP_039964377.1|BTRY
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC120771044|XP_039954778.1|BTRY
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC120771947|XP_039956189.1|BTRY
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC120781285|XP_039969415.1|BTRY
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC120777294|XP_039964439.1|BTRY
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC120770002|XP_039953026.1|BTRY
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC120778159|XP_039965819.1|BTRY
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC120777281|XP_039964420.1|BTRY
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC120778092|XP_039965722.1|BTRY
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC120779197|XP_039967395.1|BTRY
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC120773408|XP_039958205.1|BTRY
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC120772566|XP_039957187.1|BTRY
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC120781245|XP_039969320.1|BTRY
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC120781223|XP_039969288.1|BTRY
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC120779610|XP_039967893.1|BTRY
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC120777927|XP_039965444.1|BTRY
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC120777439|XP_039964684.1|BTRY
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC120771781|XP_039955908.1|BTRY
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC120770279|XP_039953526.1|BTRY
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC120774253|XP_039959652.1|BTRY, LOC120774143|XP_039959472.1|BTRY
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC120770865|XP_039954418.1|BTRY
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC120774873|XP_039960661.1|BTRY
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC120779141|XP_039967286.1|BTRY
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC120781228|XP_039969295.1|BTRY
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC120772060|XP_039956379.1|BTRY
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC120770568|XP_039954081.1|BTRY
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC120770569|XP_039954083.1|BTRY
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC120772857|XP_039957608.1|BTRY
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC120778949|XP_039966948.1|BTRY
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC120772089|XP_039956428.1|BTRY
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC120766938|XP_039948621.1|BTRY
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC120769006|XP_039951779.1|BTRY
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC120772225|XP_039956644.1|BTRY
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC120771143|XP_039954945.1|BTRY
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC120768454|XP_039951089.1|BTRY
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC120769469|XP_039952422.1|BTRY
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC120769429|XP_039952344.1|BTRY
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC120776136|XP_039962610.1|BTRY
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC120769259|XP_039952094.1|BTRY
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC120767964|XP_039950291.1|BTRY
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC120767889|XP_039950148.1|BTRY
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC120781394|XP_039969535.1|BTRY
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC120776703|XP_039963527.1|BTRY
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC120768646|XP_039951349.1|BTRY
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC120770941|XP_039954584.1|BTRY
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC120771383|XP_039955284.1|BTRY
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC120767536|XP_039949563.1|BTRY
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC120768345|XP_039950933.1|BTRY
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC120769569|XP_039952557.1|BTRY
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC120767086|XP_039948891.1|BTRY
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC120781400|XP_039969544.1|BTRY
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC120781449|XP_039969598.1|BTRY
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC120767957|XP_039950278.1|BTRY
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC120775591|XP_039961765.1|BTRY
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC120772117|XP_039956463.1|BTRY
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC120767558|XP_039949628.1|BTRY
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC120767381|XP_039949306.1|BTRY
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC120769746|XP_039952836.1|BTRY
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC120769059|XP_039951846.1|BTRY
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC120768144|XP_039950636.1|BTRY
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC120768332|XP_039950905.1|BTRY
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC120768076|XP_039950539.1|BTRY
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC120769191|XP_039952019.1|BTRY
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC120768184|XP_039950686.1|BTRY
OG0003831	LOC120413522|XP_039430327.1|CPIP	LOC120769052|XP_039951839.1|BTRY
OG0003832	LOC120413520|XP_039430326.1|CPIP	LOC120769076|XP_039951870.1|BTRY
OG0003833	LOC120431162|XP_039452233.1|CPIP	LOC120769041|XP_039951820.1|BTRY
OG0003834	LOC120421105|XP_039440191.1|CPIP	LOC120767540|XP_039949578.1|BTRY
OG0003835	LOC120420135|XP_039439021.1|CPIP	LOC120768741|XP_039951447.1|BTRY, LOC120768740|XP_039951446.1|BTRY
OG0003836	LOC120422759|XP_039442243.1|CPIP	LOC120778057|XP_039965673.1|BTRY
OG0003837	LOC120414065|XP_039431020.1|CPIP	LOC120769055|XP_039951838.1|BTRY
OG0003838	LOC120414098|XP_039431055.1|CPIP	LOC120768521|XP_039951185.1|BTRY
OG0003839	LOC120414102|XP_039431059.1|CPIP	LOC120768141|XP_039950632.1|BTRY
OG0003840	LOC120424100|XP_039444047.1|CPIP	LOC120772733|XP_039957430.1|BTRY
OG0003841	LOC120420618|XP_039439625.1|CPIP	LOC120768664|XP_039951376.1|BTRY
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	LOC120768016|XP_039950394.1|BTRY
OG0003843	LOC120422559|XP_039441979.1|CPIP	LOC120767352|XP_039949252.1|BTRY
OG0003844	LOC120423251|XP_039442908.1|CPIP	LOC120768097|XP_039950571.1|BTRY
OG0003845	LOC120422875|XP_039442372.1|CPIP	LOC120767388|XP_039949330.1|BTRY
OG0003846	LOC120422954|XP_039442477.1|CPIP	LOC120781597|XP_039969766.1|BTRY
OG0003848	LOC120428848|XP_039449904.1|CPIP	LOC120767455|XP_039949458.1|BTRY
OG0003849	LOC120424905|XP_039445131.1|CPIP	LOC120780304|XP_039968529.1|BTRY, LOC120770406|XP_039953775.1|BTRY
OG0003850	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP	LOC120767806|XP_039950010.1|BTRY
OG0003851	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP	LOC120776361|XP_039962870.1|BTRY
OG0003852	LOC120413146|XP_039429787.1|CPIP	LOC120768391|XP_039950997.1|BTRY
OG0003853	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP	LOC120770158|XP_039953288.1|BTRY
OG0003854	LOC120424964|XP_039445255.1|CPIP	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC120424954|XP_039445199.1|CPIP	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC120424963|XP_039445251.1|CPIP	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC120416291|XP_039433939.1|CPIP	LOC120767588|XP_039949670.1|BTRY
OG0003858	LOC120415175|XP_039432564.1|CPIP	LOC120773862|XP_039958947.1|BTRY
OG0003859	LOC120418955|XP_039437430.1|CPIP	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC120418977|XP_039437458.1|CPIP	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC120428566|XP_039449537.1|CPIP	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC120427661|XP_039448473.1|CPIP	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC120427680|XP_039448498.1|CPIP	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC120428621|XP_039449607.1|CPIP	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC120427841|XP_039448701.1|CPIP	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC120427986|XP_039448880.1|CPIP	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC120428244|XP_039449161.1|CPIP	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC120416298|XP_039433950.1|CPIP	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC120414746|XP_039431995.1|CPIP	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC120425148|XP_039445506.1|CPIP	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC120429760|XP_039450746.1|CPIP	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC120424362|XP_039444391.1|CPIP	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC120424357|XP_039444388.1|CPIP	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC120424351|XP_039444378.1|CPIP	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC120424361|XP_039444390.1|CPIP	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC120421723|XP_039440905.1|CPIP	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC120420826|XP_039439882.1|CPIP	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC120420798|XP_039439850.1|CPIP	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC120420800|XP_039439852.1|CPIP	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC120420813|XP_039439867.1|CPIP	LOC120777635|XP_039965021.1|BTRY
OG0003881	LOC120419385|XP_039437993.1|CPIP	LOC120771202|XP_039955036.1|BTRY
OG0003882	LOC120419381|XP_039437986.1|CPIP	LOC120771968|XP_039956246.1|BTRY
OG0003883	LOC120419383|XP_039437989.1|CPIP	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC120419366|XP_039437967.1|CPIP	LOC120767732|XP_039949874.1|BTRY
OG0003885	LOC120426843|XP_039447565.1|CPIP	LOC120768412|XP_039951028.1|BTRY, LOC120768411|XP_039951027.1|BTRY
OG0003886	LOC120426845|XP_039447567.1|CPIP	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC120426848|XP_039447572.1|CPIP	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC120420400|XP_039439345.1|CPIP	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC120420038|XP_039438876.1|CPIP	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC120428296|XP_039449239.1|CPIP	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC120428425|XP_039449372.1|CPIP	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC120427581|XP_039448395.1|CPIP	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC120430899|XP_039451956.1|CPIP	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC120431109|XP_039452196.1|CPIP	LOC120771308|XP_039955177.1|BTRY
OG0003898	LOC120424090|XP_039444038.1|CPIP	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC120421965|XP_039441211.1|CPIP	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC120431313|XP_039452380.1|CPIP	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC120425197|XP_039445561.1|CPIP	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC120425192|XP_039445557.1|CPIP	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC120425195|XP_039445560.1|CPIP	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC120425193|XP_039445558.1|CPIP	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC120416084|XP_039433701.1|CPIP	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC120420207|XP_039439130.1|CPIP	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC120420216|XP_039439141.1|CPIP	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC120425335|XP_039445751.1|CPIP	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC120425336|XP_039445761.1|CPIP	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC120412783|XP_039429304.1|CPIP	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC120416016|XP_039433607.1|CPIP	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC120423640|XP_039443448.1|CPIP	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC120430021|XP_039451050.1|CPIP	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC120423138|XP_039442751.1|CPIP	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC120420895|XP_039439950.1|CPIP	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC120419788|XP_039438561.1|CPIP	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC120426940|XP_039447694.1|CPIP	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC120426945|XP_039447701.1|CPIP	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC120422518|XP_039441910.1|CPIP	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC120422865|XP_039442350.1|CPIP	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC120423125|XP_039442741.1|CPIP	LOC120781487|XP_039969646.1|BTRY
