Orthogroup	CPIP.longest_only	DSUB.longest_only
OG0004972	LOC120427235|XP_039448033.1|CPIP	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC120424872|XP_039445064.1|CPIP	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC120424881|XP_039445079.1|CPIP	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC120424792|XP_039444934.1|CPIP	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC120424794|XP_039444938.1|CPIP	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC120418885|XP_039437352.1|CPIP	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC120418867|XP_039437336.1|CPIP	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC117892568|XP_034654781.1|DSUB
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC120428747|XP_039449759.1|CPIP	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC120413225|XP_039429885.1|CPIP	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC120418477|XP_039436847.1|CPIP	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC117890899|XP_034651885.1|DSUB
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC117891466|XP_034652840.1|DSUB
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC117892058|XP_034653878.1|DSUB
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC117892000|XP_034653779.1|DSUB
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC117893107|XP_034655431.1|DSUB
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC117902233|XP_034669365.1|DSUB
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC117896111|XP_034660056.1|DSUB
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC117894685|XP_034657755.1|DSUB
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC117891667|XP_034653123.1|DSUB
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC117890727|XP_034651670.1|DSUB
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC117891641|XP_034653077.1|DSUB
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC117892659|XP_034654936.1|DSUB
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC117893631|XP_034656205.1|DSUB
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC117892724|XP_034655037.1|DSUB
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC117902148|XP_034669211.1|DSUB
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC117902777|XP_034670264.1|DSUB
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC117900186|XP_034666323.1|DSUB
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC117901306|XP_034667907.1|DSUB
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC117902466|XP_034669763.1|DSUB
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC117891771|XP_034653318.1|DSUB
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC117893953|XP_034656636.1|DSUB
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC117901685|XP_034668419.1|DSUB
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC117900947|XP_034667406.1|DSUB
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC117902238|XP_034669372.1|DSUB
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC117902203|XP_034669310.1|DSUB
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC117900942|XP_034667400.1|DSUB
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC117902790|XP_034670289.1|DSUB
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC117902062|XP_034669026.1|DSUB
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC117902059|XP_034669022.1|DSUB
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC117900820|XP_034667214.1|DSUB
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC117900459|XP_034666723.1|DSUB
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC117900090|XP_034666192.1|DSUB
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC117900423|XP_034666675.1|DSUB
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC117900805|XP_034667183.1|DSUB
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC117901546|XP_034668230.1|DSUB
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC117900567|XP_034666866.1|DSUB
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC117902368|XP_034669575.1|DSUB
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC117901118|XP_034667644.1|DSUB
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC117902748|XP_034670226.1|DSUB
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC117900232|XP_034666409.1|DSUB
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC117901085|XP_034667600.1|DSUB
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC117900685|XP_034667023.1|DSUB
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC117900218|XP_034666393.1|DSUB
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC117900819|XP_034667209.1|DSUB
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC117898303|XP_034663466.1|DSUB
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC117896402|XP_034660606.1|DSUB
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC117902480|XP_034669782.1|DSUB
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC117889977|XP_034650448.1|DSUB
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC117899217|XP_034664981.1|DSUB
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC117897348|XP_034662019.1|DSUB
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC117901427|XP_034668060.1|DSUB
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC117901581|XP_034668274.1|DSUB
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC117902285|XP_034669449.1|DSUB
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC117902004|XP_034668940.1|DSUB
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC117901881|XP_034668729.1|DSUB
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC117901388|XP_034668012.1|DSUB
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC117900528|XP_034666818.1|DSUB
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC117901038|XP_034667538.1|DSUB
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC117902033|XP_034668984.1|DSUB
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC117900372|XP_034666613.1|DSUB
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC117900374|XP_034666617.1|DSUB
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC117902164|XP_034669193.1|DSUB
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC117902169|XP_034669200.1|DSUB
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC117901042|XP_034667541.1|DSUB
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC117897730|XP_034662649.1|DSUB
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC117900606|XP_034666911.1|DSUB
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC117900535|XP_034666825.1|DSUB
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC117900154|XP_034666282.1|DSUB
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC117900151|XP_034666277.1|DSUB
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC117900058|XP_034666151.1|DSUB
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC117902571|XP_034669921.1|DSUB
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC117901232|XP_034667795.1|DSUB
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC117901235|XP_034667799.1|DSUB
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC117902346|XP_034669540.1|DSUB
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC117900680|XP_034667017.1|DSUB
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC117902376|XP_034669585.1|DSUB
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC117900588|XP_034666889.1|DSUB
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC117900185|XP_034666321.1|DSUB
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC117892520|XP_034654698.1|DSUB
