Orthogroup	CPIP.longest_only	HILL.longest_only
OG0004117	LOC120416958|XP_039434803.1|CPIP	LOC119658855|XP_037922536.1|HILL
OG0004118	LOC120426769|XP_039447477.1|CPIP	LOC119654733|XP_037916192.1|HILL
OG0004119	LOC120415268|XP_039432672.1|CPIP	LOC119659398|XP_037923391.1|HILL
OG0004120	LOC120414359|XP_039431457.1|CPIP	LOC119659713|XP_037923895.1|HILL
OG0004121	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP	LOC119648200|XP_037905725.1|HILL
OG0004122	LOC120432179|XP_039453253.1|CPIP	LOC119659561|XP_037923638.1|HILL
OG0004123	LOC120432163|XP_039453229.1|CPIP	LOC119658789|XP_037922426.1|HILL
OG0004124	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP	LOC119653405|XP_037913897.1|HILL
OG0004125	LOC120432401|XP_039453535.1|CPIP	LOC119659998|XP_037924302.1|HILL
OG0004126	LOC120432394|XP_039453523.1|CPIP	LOC119658949|XP_037922749.1|HILL
OG0004127	LOC120423961|XP_039443883.1|CPIP	LOC119646537|XP_037902936.1|HILL
OG0004128	LOC120414412|XP_039431529.1|CPIP	LOC119659630|XP_037923756.1|HILL
OG0004129	LOC120413836|XP_039430728.1|CPIP	LOC119653414|XP_037913908.1|HILL
OG0004130	LOC120413700|XP_039430558.1|CPIP	LOC119654976|XP_037916564.1|HILL
OG0004131	LOC120414760|XP_039432010.1|CPIP	LOC119660618|XP_037925248.1|HILL
OG0004132	LOC120413975|XP_039430920.1|CPIP	LOC119647863|XP_037905061.1|HILL
OG0004133	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP	LOC119658717|XP_037922265.1|HILL
OG0004134	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP	LOC119658992|XP_037922800.1|HILL
OG0004135	LOC120419245|XP_039437832.1|CPIP	LOC119660601|XP_037925205.1|HILL
OG0004136	LOC120419235|XP_039437825.1|CPIP	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL
OG0004137	LOC120428215|XP_039449126.1|CPIP	LOC119647105|XP_037903811.1|HILL
OG0004138	LOC120428218|XP_039449130.1|CPIP	LOC119653852|XP_037914827.1|HILL
OG0004139	LOC120428217|XP_039449129.1|CPIP	LOC119653401|XP_037913893.1|HILL
OG0004140	LOC120417059|XP_039434950.1|CPIP	LOC119654189|XP_037915314.1|HILL
OG0004141	LOC120417046|XP_039434928.1|CPIP	LOC119654863|XP_037916377.1|HILL
OG0004142	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP	LOC119655455|XP_037917283.1|HILL
OG0004143	LOC120415918|XP_039433498.1|CPIP	LOC119659128|XP_037922981.1|HILL
OG0004144	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP	LOC119648106|XP_037905549.1|HILL
OG0004145	LOC120420946|XP_039440016.1|CPIP	LOC119648376|XP_037906034.1|HILL
OG0004146	LOC120420932|XP_039439998.1|CPIP	LOC119658947|XP_037922745.1|HILL
OG0004147	LOC120417536|XP_039435552.1|CPIP	LOC119655710|XP_037917660.1|HILL
OG0004148	LOC120417512|XP_039435525.1|CPIP	LOC119659920|XP_037924173.1|HILL
OG0004150	LOC120425867|XP_039446423.1|CPIP	LOC119658919|XP_037922671.1|HILL
OG0004151	LOC120421230|XP_039440363.1|CPIP	LOC119660117|XP_037924434.1|HILL
OG0004152	LOC120421249|XP_039440382.1|CPIP	LOC119658572|XP_037921948.1|HILL
OG0004153	LOC120417329|XP_039435250.1|CPIP	LOC119654894|XP_037916441.1|HILL
OG0004154	LOC120417336|XP_039435271.1|CPIP	LOC119650286|XP_037908841.1|HILL
OG0004155	LOC120428861|XP_039449919.1|CPIP	LOC119659981|XP_037924278.1|HILL
OG0004158	LOC120413789|XP_039430672.1|CPIP	LOC119659237|XP_037923143.1|HILL
OG0004159	LOC120413790|XP_039430674.1|CPIP	LOC119659511|XP_037923569.1|HILL
OG0004160	LOC120413779|XP_039430657.1|CPIP	LOC119658833|XP_037922500.1|HILL
OG0004161	LOC120413747|XP_039430606.1|CPIP	LOC119659827|XP_037924041.1|HILL
OG0004162	LOC120413798|XP_039430682.1|CPIP	LOC119659968|XP_037924256.1|HILL
OG0004163	LOC120413811|XP_039430701.1|CPIP	LOC119659422|XP_037923426.1|HILL
OG0004164	LOC120413780|XP_039430658.1|CPIP	LOC119659146|XP_037923015.1|HILL
OG0004165	LOC120422488|XP_039441878.1|CPIP	LOC119655725|XP_037917687.1|HILL
OG0004166	LOC120422497|XP_039441886.1|CPIP	LOC119654224|XP_037915369.1|HILL
OG0004167	LOC120431509|XP_039452544.1|CPIP	LOC119658788|XP_037922424.1|HILL
OG0004168	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP	LOC119655900|XP_037917983.1|HILL
OG0004169	LOC120426113|XP_039446750.1|CPIP	LOC119655310|XP_037917066.1|HILL
OG0004170	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP	LOC119653612|XP_037914307.1|HILL
OG0004171	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP	LOC119653611|XP_037914306.1|HILL
OG0004172	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP	LOC119654731|XP_037916187.1|HILL
OG0004173	LOC120414822|XP_039432082.1|CPIP	LOC119654368|XP_037915642.1|HILL
OG0004174	LOC120414817|XP_039432073.1|CPIP	LOC119655925|XP_037918022.1|HILL
OG0004175	LOC120414814|XP_039432070.1|CPIP	LOC119655186|XP_037916878.1|HILL
OG0004176	LOC120414819|XP_039432079.1|CPIP	LOC119654453|XP_037915791.1|HILL
OG0004177	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP	LOC119658881|XP_037922581.1|HILL
OG0004178	LOC120427517|XP_039448310.1|CPIP	LOC119659198|XP_037923088.1|HILL
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC119646870|XP_037903425.1|HILL
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC119659251|XP_037923165.1|HILL
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC119660496|XP_037925019.1|HILL
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC119648291|XP_037905876.1|HILL
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC119648949|XP_037906792.1|HILL
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC119648290|XP_037905875.1|HILL
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC119653823|XP_037914791.1|HILL
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC119655616|XP_037917512.1|HILL
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC119658891|XP_037922619.1|HILL
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC119658892|XP_037922623.1|HILL
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC119658705|XP_037922242.1|HILL
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC119659177|XP_037923062.1|HILL
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC119659516|XP_037923574.1|HILL
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC119654921|XP_037916498.1|HILL, LOC119659615|XP_037923719.1|HILL
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC119660253|XP_037924636.1|HILL
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC119660200|XP_037924555.1|HILL
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC119659206|XP_037923102.1|HILL
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC119658760|XP_037922382.1|HILL
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC119658609|XP_037922018.1|HILL
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC119660164|XP_037924498.1|HILL
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC119655002|XP_037916598.1|HILL
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC119660209|XP_037924571.1|HILL
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC119659667|XP_037923816.1|HILL
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC119650035|XP_037908443.1|HILL
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC119647653|XP_037904650.1|HILL
OG0004206	LOC120414426|XP_039431540.1|CPIP	LOC119659890|XP_037924140.1|HILL
OG0004207	LOC120413958|XP_039430898.1|CPIP	LOC119660237|XP_037924615.1|HILL
OG0004208	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP	LOC119658849|XP_037922527.1|HILL
OG0004209	LOC120424408|XP_039444447.1|CPIP	LOC119652466|XP_037912560.1|HILL
OG0004210	LOC120417904|XP_039436068.1|CPIP	LOC119651184|XP_037910549.1|HILL
OG0004211	LOC120417907|XP_039436070.1|CPIP	LOC119661652|XP_037927012.1|HILL
OG0004212	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP	LOC119658733|XP_037922326.1|HILL
OG0004213	LOC120413998|XP_039430941.1|CPIP	LOC119659520|XP_037923583.1|HILL
OG0004214	LOC120413986|XP_039430926.1|CPIP	LOC119653754|XP_037914612.1|HILL
OG0004215	LOC120425926|XP_039446480.1|CPIP	LOC119646479|XP_037902860.1|HILL
OG0004216	LOC120426314|XP_039447007.1|CPIP	LOC119648671|XP_037906387.1|HILL
OG0004217	LOC120426302|XP_039446984.1|CPIP	LOC119648687|XP_037906413.1|HILL
OG0004218	LOC120422368|XP_039441711.1|CPIP	LOC119659799|XP_037923999.1|HILL
OG0004219	LOC120427434|XP_039448224.1|CPIP	LOC119659130|XP_037922983.1|HILL
OG0004220	LOC120423452|XP_039443206.1|CPIP	LOC119658911|XP_037922649.1|HILL
OG0004221	LOC120421496|XP_039440648.1|CPIP	LOC119659758|XP_037923947.1|HILL
OG0004222	LOC120421482|XP_039440633.1|CPIP	LOC119659442|XP_037923454.1|HILL
OG0004223	LOC120421484|XP_039440637.1|CPIP	LOC119659173|XP_037923057.1|HILL
OG0004224	LOC120421483|XP_039440634.1|CPIP	LOC119660602|XP_037925210.1|HILL
OG0004225	LOC120421501|XP_039440656.1|CPIP	LOC119649836|XP_037908108.1|HILL
OG0004226	LOC120422218|XP_039441541.1|CPIP	LOC119658774|XP_037922399.1|HILL
OG0004227	LOC120421385|XP_039440518.1|CPIP	LOC119660512|XP_037925055.1|HILL
OG0004228	LOC120422106|XP_039441403.1|CPIP	LOC119659591|XP_037923678.1|HILL
OG0004229	LOC120421017|XP_039440076.1|CPIP	LOC119654308|XP_037915556.1|HILL
OG0004230	LOC120420976|XP_039440044.1|CPIP	LOC119653500|XP_037914064.1|HILL
OG0004231	LOC120420902|XP_039439961.1|CPIP	LOC119649186|XP_037907141.1|HILL
OG0004232	LOC120420936|XP_039440007.1|CPIP	LOC119647677|XP_037904682.1|HILL
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC119647673|XP_037904679.1|HILL
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC119648081|XP_037905495.1|HILL
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC119657778|XP_037920774.1|HILL
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC119659786|XP_037923982.1|HILL
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC119660046|XP_037924352.1|HILL
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC119659899|XP_037924151.1|HILL
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC119659024|XP_037922845.1|HILL
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC119659370|XP_037923353.1|HILL
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC119659639|XP_037923767.1|HILL
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC119660447|XP_037924928.1|HILL
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC119648851|XP_037906656.1|HILL
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC119652857|XP_037913141.1|HILL
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC119655080|XP_037916707.1|HILL
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC119661028|XP_037926113.1|HILL
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC119653705|XP_037914516.1|HILL
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC119659796|XP_037923995.1|HILL
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC119661036|XP_037926133.1|HILL
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC119659554|XP_037923631.1|HILL
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC119651445|XP_037910977.1|HILL
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC119660400|XP_037924863.1|HILL
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC119659140|XP_037923002.1|HILL
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC119660449|XP_037924936.1|HILL
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC119660282|XP_037924680.1|HILL
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC119659380|XP_037923369.1|HILL
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC119658852|XP_037922532.1|HILL
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC119659903|XP_037924156.1|HILL
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC119660370|XP_037924814.1|HILL
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC119659196|XP_037923086.1|HILL
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC119654675|XP_037916100.1|HILL
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC119653578|XP_037914249.1|HILL
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC119653895|XP_037914953.1|HILL
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC119656293|XP_037918657.1|HILL
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC119660295|XP_037924695.1|HILL
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC119658805|XP_037922455.1|HILL
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC119655853|XP_037917900.1|HILL
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC119655008|XP_037916603.1|HILL
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC119655466|XP_037917296.1|HILL
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC119654854|XP_037916363.1|HILL
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC119661714|XP_037927096.1|HILL
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC119646808|XP_037903328.1|HILL
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC119654973|XP_037916561.1|HILL
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC119655997|XP_037918164.1|HILL
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC119653926|XP_037915015.1|HILL
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC119648937|XP_037906778.1|HILL
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC119659960|XP_037924243.1|HILL
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC119649230|XP_037907218.1|HILL, LOC119648407|XP_037906084.1|HILL
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC119647785|XP_037904895.1|HILL
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC119649647|XP_037907830.1|HILL
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC119648011|XP_037905339.1|HILL
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC119654671|XP_037916093.1|HILL
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC119647422|XP_037904247.1|HILL
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC119649907|XP_037908233.1|HILL
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC119647651|XP_037904640.1|HILL
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC119649160|XP_037907096.1|HILL
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC119649172|XP_037907128.1|HILL
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC119655794|XP_037917816.1|HILL
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC119655565|XP_037917425.1|HILL
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC119653756|XP_037914615.1|HILL
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC119654536|XP_037915906.1|HILL
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC119649828|XP_037908096.1|HILL
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC119655496|XP_037917326.1|HILL
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC119656294|XP_037918658.1|HILL
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC119656295|XP_037918659.1|HILL
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC119653569|XP_037914214.1|HILL
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC119654353|XP_037915625.1|HILL
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC119656274|XP_037918625.1|HILL
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC119650175|XP_037908657.1|HILL
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC119656314|XP_037918689.1|HILL
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC119654553|XP_037915928.1|HILL
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC119654211|XP_037915351.1|HILL
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC119656094|XP_037918332.1|HILL
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC119656006|XP_037918176.1|HILL
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC119655199|XP_037916899.1|HILL
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC119654632|XP_037916032.1|HILL
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC119648355|XP_037905996.1|HILL
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC119652853|XP_037913133.1|HILL
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC119655266|XP_037916996.1|HILL
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC119655268|XP_037917009.1|HILL
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC119654736|XP_037916195.1|HILL
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC119655775|XP_037917761.1|HILL
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC119654927|XP_037916506.1|HILL
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC119654341|XP_037915609.1|HILL
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC119646523|XP_037902914.1|HILL
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC119648859|XP_037906671.1|HILL
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC119655107|XP_037916757.1|HILL
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC119657052|XP_037919737.1|HILL
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC119653901|XP_037914965.1|HILL
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC119655336|XP_037917108.1|HILL
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC119654695|XP_037916136.1|HILL
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC119656001|XP_037918167.1|HILL
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC119654539|XP_037915912.1|HILL
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC119655176|XP_037916856.1|HILL
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC119654986|XP_037916576.1|HILL
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC119654985|XP_037916575.1|HILL
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC119655770|XP_037917753.1|HILL
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC119656152|XP_037918415.1|HILL
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC119653798|XP_037914740.1|HILL
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC119655727|XP_037917692.1|HILL
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC119654325|XP_037915581.1|HILL
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC119653859|XP_037914843.1|HILL
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC119655267|XP_037917006.1|HILL
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC119656013|XP_037918190.1|HILL
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC119655212|XP_037916914.1|HILL
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC119653764|XP_037914674.1|HILL
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC119660556|XP_037925124.1|HILL
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC119658893|XP_037922624.1|HILL
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC119658894|XP_037922625.1|HILL
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC119647773|XP_037904881.1|HILL
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC119654845|XP_037916352.1|HILL
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC119655644|XP_037917551.1|HILL
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC119654941|XP_037916522.1|HILL
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC119654255|XP_037915434.1|HILL
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC119658859|XP_037922540.1|HILL
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC119654367|XP_037915640.1|HILL
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC119653713|XP_037914522.1|HILL
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC119654391|XP_037915693.1|HILL
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC119655039|XP_037916645.1|HILL
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC119649159|XP_037907099.1|HILL
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC119647668|XP_037904673.1|HILL
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC119650091|XP_037908534.1|HILL
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC119656327|XP_037918717.1|HILL
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC119653925|XP_037915012.1|HILL
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC119654595|XP_037915992.1|HILL
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC119656004|XP_037918172.1|HILL
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC119654003|XP_037915093.1|HILL
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC119656194|XP_037918476.1|HILL
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC119649351|XP_037907386.1|HILL
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC119649141|XP_037907077.1|HILL
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC119658643|XP_037922107.1|HILL
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC119655153|XP_037916819.1|HILL
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC119654502|XP_037915863.1|HILL
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC119655712|XP_037917673.1|HILL
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC119658661|XP_037922142.1|HILL
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC119654627|XP_037916027.1|HILL
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC119655686|XP_037917617.1|HILL
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC119655157|XP_037916832.1|HILL
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC119655463|XP_037917291.1|HILL
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC119655049|XP_037916664.1|HILL
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC119650374|XP_037909037.1|HILL
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC119655984|XP_037918149.1|HILL
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC119654780|XP_037916252.1|HILL
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC119648992|XP_037906846.1|HILL
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC119649329|XP_037907362.1|HILL
OG0004392	LOC120415406|XP_039432867.1|CPIP	LOC119647445|XP_037904296.1|HILL
OG0004393	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP	LOC119660021|XP_037924357.1|HILL
OG0004394	LOC120419311|XP_039437913.1|CPIP	LOC119646787|XP_037903297.1|HILL
OG0004395	LOC120427990|XP_039448881.1|CPIP	LOC119656103|XP_037918343.1|HILL
OG0004396	LOC120429998|XP_039451029.1|CPIP	LOC119655636|XP_037917537.1|HILL
OG0004397	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP	LOC119655533|XP_037917375.1|HILL
OG0004398	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP	LOC119653800|XP_037914743.1|HILL
OG0004399	LOC120429994|XP_039451022.1|CPIP	LOC119654844|XP_037916351.1|HILL
OG0004400	LOC120415133|XP_039432493.1|CPIP	LOC119655957|XP_037918101.1|HILL, LOC119655510|XP_037917344.1|HILL
OG0004401	LOC120415121|XP_039432474.1|CPIP	LOC119655707|XP_037917653.1|HILL
OG0004402	LOC120415124|XP_039432481.1|CPIP	LOC119655323|XP_037917090.1|HILL
OG0004403	LOC120429091|XP_039450190.1|CPIP	LOC119655721|XP_037917682.1|HILL
OG0004404	LOC120429158|XP_039450303.1|CPIP	LOC119656253|XP_037918597.1|HILL
OG0004405	LOC120429180|XP_039450330.1|CPIP	LOC119649563|XP_037907687.1|HILL
OG0004406	LOC120429230|XP_039450377.1|CPIP	LOC119651958|XP_037911742.1|HILL
OG0004407	LOC120429782|XP_039450778.1|CPIP	LOC119655023|XP_037916626.1|HILL
OG0004408	LOC120415384|XP_039432842.1|CPIP	LOC119648240|XP_037905796.1|HILL
OG0004409	LOC120418158|XP_039436389.1|CPIP	LOC119661037|XP_037926134.1|HILL
OG0004410	LOC120429991|XP_039451018.1|CPIP	LOC119654218|XP_037915359.1|HILL
OG0004411	LOC120429988|XP_039451015.1|CPIP	LOC119654624|XP_037916024.1|HILL
OG0004412	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP	LOC119655450|XP_037917276.1|HILL
OG0004413	LOC120418141|XP_039436368.1|CPIP	LOC119654439|XP_037915766.1|HILL
OG0004414	LOC120418136|XP_039436357.1|CPIP	LOC119653520|XP_037914116.1|HILL
OG0004415	LOC120432665|XP_039453845.1|CPIP	LOC119654312|XP_037915563.1|HILL
OG0004416	LOC120412363|XP_039428721.1|CPIP	LOC119653589|XP_037914267.1|HILL
