Orthogroup	CPIP.longest_only	DBIA.longest_only
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC108026436|XP_016952862.1|DBIA
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC108032074|XP_016961383.1|DBIA
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC108032179|XP_016961523.1|DBIA
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC108032208|XP_016961557.1|DBIA
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC108031968|XP_016961249.1|DBIA
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC108031381|XP_016960223.1|DBIA
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC108024859|XP_016950489.1|DBIA
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC120425431|XP_039445894.1|CPIP	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC120422579|XP_039442002.1|CPIP	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC120425367|XP_039445809.1|CPIP	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC120425365|XP_039445805.1|CPIP	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC120425579|XP_039446086.1|CPIP	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC120418366|XP_039436660.1|CPIP	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC120430437|XP_039451482.1|CPIP	LOC108025022|XP_016950770.1|DBIA
OG0004850	LOC120427728|XP_039448565.1|CPIP	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC120427726|XP_039448564.1|CPIP	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC120427724|XP_039448561.1|CPIP	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC120430973|XP_039452039.1|CPIP	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC120427609|XP_039448421.1|CPIP	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC120427617|XP_039448431.1|CPIP	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC120423014|XP_039442579.1|CPIP	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC120425687|XP_039446204.1|CPIP	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC120423000|XP_039442554.1|CPIP	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC120423002|XP_039442558.1|CPIP	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC120422997|XP_039442550.1|CPIP	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC120422995|XP_039442539.1|CPIP	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC120421750|XP_039440958.1|CPIP	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC120421752|XP_039440959.1|CPIP	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC120421740|XP_039440935.1|CPIP	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC120416821|XP_039434642.1|CPIP	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC120421749|XP_039440956.1|CPIP	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC120422873|XP_039442354.1|CPIP	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC120422839|XP_039442314.1|CPIP	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC120417412|XP_039435388.1|CPIP	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC120424174|XP_039444160.1|CPIP	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC120424203|XP_039444196.1|CPIP	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC120424167|XP_039444151.1|CPIP	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC120424182|XP_039444171.1|CPIP	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC120429772|XP_039450763.1|CPIP	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC120417821|XP_039435968.1|CPIP	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC120417831|XP_039435981.1|CPIP	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC120417822|XP_039435970.1|CPIP	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC120417810|XP_039435943.1|CPIP	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC120417799|XP_039435931.1|CPIP	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC120417828|XP_039435978.1|CPIP	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC120424430|XP_039444484.1|CPIP	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC120422844|XP_039442322.1|CPIP	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC120422848|XP_039442327.1|CPIP	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC120422887|XP_039442382.1|CPIP	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC120422888|XP_039442383.1|CPIP	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC120427439|XP_039448236.1|CPIP	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC120427506|XP_039448300.1|CPIP	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC120427064|XP_039447839.1|CPIP	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC120419741|XP_039438477.1|CPIP	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC120419758|XP_039438515.1|CPIP	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC120419513|XP_039438147.1|CPIP	LOC108022787|XP_016947402.1|DBIA
OG0004896	LOC120419502|XP_039438134.1|CPIP	LOC108030317|XP_016958645.1|DBIA
OG0004897	LOC120419488|XP_039438109.1|CPIP	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC120429766|XP_039450751.1|CPIP	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC120417817|XP_039435956.1|CPIP	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC120419760|XP_039438521.1|CPIP	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC120419747|XP_039438485.1|CPIP	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC120419501|XP_039438131.1|CPIP	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC120423497|XP_039443271.1|CPIP	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC120426768|XP_039447479.1|CPIP	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC120417418|XP_039435395.1|CPIP	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC120423174|XP_039442795.1|CPIP	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC120416585|XP_039434255.1|CPIP	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC120416538|XP_039434192.1|CPIP	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC120416552|XP_039434217.1|CPIP	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC120426924|XP_039447665.1|CPIP	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC120422648|XP_039442087.1|CPIP	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC120422631|XP_039442063.1|CPIP	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC120422646|XP_039442083.1|CPIP	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC120422641|XP_039442075.1|CPIP	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC120422643|XP_039442079.1|CPIP	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC120422640|XP_039442072.1|CPIP	LOC108035124|XP_016966044.1|DBIA
OG0004919	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP	LOC108023862|XP_016949008.1|DBIA
OG0004920	LOC120431636|XP_039452679.1|CPIP	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC120431634|XP_039452676.1|CPIP	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC120418866|XP_039437334.1|CPIP	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC120424806|XP_039444954.1|CPIP	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC120427564|XP_039448372.1|CPIP	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC120412884|XP_039429446.1|CPIP	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC120412863|XP_039429418.1|CPIP	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC120426037|XP_039446650.1|CPIP	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC120427565|XP_039448373.1|CPIP	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC120425596|XP_039446112.1|CPIP	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC120425587|XP_039446099.1|CPIP	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC120425591|XP_039446106.1|CPIP	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC120425588|XP_039446101.1|CPIP	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC120417422|XP_039435400.1|CPIP	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC120426884|XP_039447623.1|CPIP	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC120427105|XP_039447892.1|CPIP	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC120427495|XP_039448288.1|CPIP	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC120426842|XP_039447566.1|CPIP	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC120428979|XP_039450047.1|CPIP	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC120428978|XP_039450045.1|CPIP	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC120428981|XP_039450054.1|CPIP	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC120424382|XP_039444415.1|CPIP	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC120432598|XP_039453771.1|CPIP	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC120426825|XP_039447549.1|CPIP	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC120426907|XP_039447650.1|CPIP	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC120422890|XP_039442388.1|CPIP	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC120422851|XP_039442331.1|CPIP	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC120422855|XP_039442337.1|CPIP	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC120422833|XP_039442304.1|CPIP	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC120422881|XP_039442375.1|CPIP	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC120422824|XP_039442293.1|CPIP	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC120426107|XP_039446747.1|CPIP	LOC108035624|XP_016966805.1|DBIA
OG0004955	LOC120426297|XP_039446983.1|CPIP	LOC108028805|XP_016956279.1|DBIA
OG0004956	LOC120425879|XP_039446437.1|CPIP	LOC108036380|XP_016967971.1|DBIA
OG0004957	LOC120425349|XP_039445784.1|CPIP	LOC108035219|XP_016966233.1|DBIA
OG0004958	LOC120428812|XP_039449847.1|CPIP	LOC108035490|XP_016966630.1|DBIA
OG0004959	LOC120428821|XP_039449862.1|CPIP	LOC108035152|XP_016966083.1|DBIA
OG0004960	LOC120428816|XP_039449853.1|CPIP	LOC108035153|XP_016966085.1|DBIA
OG0004961	LOC120428817|XP_039449857.1|CPIP	LOC108036668|XP_016968438.1|DBIA
OG0004962	LOC120425973|XP_039446561.1|CPIP	LOC108028493|XP_016955858.1|DBIA
OG0004963	LOC120425970|XP_039446557.1|CPIP	LOC108035922|XP_016967188.1|DBIA
OG0004964	LOC120429650|XP_039450609.1|CPIP	LOC108035272|XP_016966320.1|DBIA
OG0004965	LOC120415766|XP_039433307.1|CPIP	LOC108028130|XP_016955272.1|DBIA
OG0004966	LOC120415744|XP_039433284.1|CPIP	LOC108028481|XP_016955832.1|DBIA
OG0004967	LOC120415760|XP_039433301.1|CPIP	LOC108030054|XP_016958121.1|DBIA
OG0004968	LOC120428571|XP_039449538.1|CPIP	LOC108035575|XP_016966735.1|DBIA
OG0004969	LOC120428563|XP_039449525.1|CPIP	LOC108029942|XP_016957933.1|DBIA
OG0004970	LOC120428564|XP_039449526.1|CPIP	LOC108035705|XP_016966916.1|DBIA
OG0004971	LOC120428565|XP_039449529.1|CPIP	LOC108035336|XP_016966402.1|DBIA
OG0004972	LOC120427235|XP_039448033.1|CPIP	LOC108028553|XP_016955945.1|DBIA
OG0004973	LOC120424872|XP_039445064.1|CPIP	LOC108028990|XP_016956524.1|DBIA
OG0004974	LOC120424881|XP_039445079.1|CPIP	LOC108034926|XP_016965671.1|DBIA
OG0004975	LOC120424792|XP_039444934.1|CPIP	LOC108035359|XP_016966446.1|DBIA
OG0004976	LOC120424794|XP_039444938.1|CPIP	LOC108034532|XP_016964947.1|DBIA
OG0004977	LOC120418885|XP_039437352.1|CPIP	LOC108026761|XP_016953390.1|DBIA
OG0004978	LOC120418867|XP_039437336.1|CPIP	LOC108030123|XP_016958314.1|DBIA
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC108034747|XP_016965184.1|DBIA
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC108030642|XP_016959145.1|DBIA
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC108035955|XP_016967249.1|DBIA
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC108035957|XP_016967254.1|DBIA
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC108035489|XP_016966629.1|DBIA
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC108028665|XP_016956086.1|DBIA
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC108028542|XP_016955933.1|DBIA
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC108028639|XP_016956053.1|DBIA
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC108035001|XP_016965829.1|DBIA
OG0004988	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP	LOC108028557|XP_016955954.1|DBIA
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC108035355|XP_016966438.1|DBIA
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC108022386|XP_016946758.1|DBIA
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC108030058|XP_016958131.1|DBIA
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC108030062|XP_016958138.1|DBIA
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC108034408|XP_016964779.1|DBIA, LOC108035704|XP_016966915.1|DBIA
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC108034914|XP_016965649.1|DBIA
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC108030529|XP_016958912.1|DBIA
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC108036633|XP_016968396.1|DBIA
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC108026691|XP_016953269.1|DBIA
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC108035437|XP_016966560.1|DBIA
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC108036270|XP_016967770.1|DBIA
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC108034955|XP_016965730.1|DBIA
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC108032214|XP_016961563.1|DBIA
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC108035320|XP_016966384.1|DBIA
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC108028838|XP_016956318.1|DBIA
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC108035887|XP_016967131.1|DBIA
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC108030678|XP_016959218.1|DBIA
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC108028624|XP_016956033.1|DBIA
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC108031203|XP_016959920.1|DBIA
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC108028085|XP_016955215.1|DBIA
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC108030497|XP_016958876.1|DBIA
OG0005011	LOC120428747|XP_039449759.1|CPIP	LOC108026838|XP_016953502.1|DBIA
OG0005012	LOC120413225|XP_039429885.1|CPIP	LOC108028767|XP_016956231.1|DBIA
OG0005013	LOC120418477|XP_039436847.1|CPIP	LOC108031546|XP_016960571.1|DBIA
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC108034987|XP_016965806.1|DBIA
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC108028471|XP_016955822.1|DBIA
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC108030676|XP_016959194.1|DBIA
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC108035093|XP_016966003.1|DBIA
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC108030066|XP_016958152.1|DBIA
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC108035236|XP_016966257.1|DBIA
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC108036247|XP_016967745.1|DBIA
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC108034316|XP_016964675.1|DBIA
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC108031238|XP_016959966.1|DBIA
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC108036256|XP_016967755.1|DBIA
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC108035252|XP_016966282.1|DBIA
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC108029698|XP_016957654.1|DBIA
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC108035306|XP_016966365.1|DBIA
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC108035275|XP_016966325.1|DBIA
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC108027186|XP_016953975.1|DBIA
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC108028432|XP_016955750.1|DBIA
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC108029489|XP_016957250.1|DBIA
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC108035214|XP_016966219.1|DBIA
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC108028250|XP_016955421.1|DBIA
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC108028453|XP_016955786.1|DBIA
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC108028244|XP_016955412.1|DBIA
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC108028251|XP_016955422.1|DBIA
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC108035228|XP_016966246.1|DBIA
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC108029901|XP_016957884.1|DBIA
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC108035439|XP_016966562.1|DBIA
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC108027899|XP_016955007.1|DBIA
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC108028455|XP_016955790.1|DBIA
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC108028494|XP_016955859.1|DBIA
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC108034538|XP_016964953.1|DBIA
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC108022780|XP_016947382.1|DBIA
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC108022778|XP_016947381.1|DBIA
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC108028248|XP_016955420.1|DBIA
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC108030060|XP_016958133.1|DBIA
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC108028521|XP_016955893.1|DBIA
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC108028816|XP_016956292.1|DBIA
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC108032625|XP_016962052.1|DBIA
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC108028418|XP_016955730.1|DBIA
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC108024027|XP_016949283.1|DBIA
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC108026929|XP_016953631.1|DBIA
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC108028525|XP_016955897.1|DBIA
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC108034852|XP_016965479.1|DBIA
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC108022161|XP_016946494.1|DBIA
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC108022655|XP_016947202.1|DBIA
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC108034309|XP_016964668.1|DBIA
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC108026703|XP_016953286.1|DBIA
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC108027643|XP_016954652.1|DBIA
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC108035423|XP_016966540.1|DBIA
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC108030167|XP_016958393.1|DBIA
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC108036624|XP_016968384.1|DBIA
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC108026877|XP_016953557.1|DBIA
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC108028769|XP_016956233.1|DBIA
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC108029577|XP_016957428.1|DBIA
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC108026686|XP_016953264.1|DBIA
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC108030606|XP_016959082.1|DBIA
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC108023487|XP_016948501.1|DBIA
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC108030356|XP_016958712.1|DBIA
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC108034806|XP_016965321.1|DBIA
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC108026541|XP_016952978.1|DBIA
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC108023038|XP_016947768.1|DBIA
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC108034565|XP_016964984.1|DBIA
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC108022569|XP_016947058.1|DBIA
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC108034401|XP_016964772.1|DBIA
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC108030211|XP_016958467.1|DBIA
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC108030690|XP_016959213.1|DBIA
