Orthogroup	CPIP.longest_only	DBUS.longest_only
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC108595764|XP_017836543.1|DBUS
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC108600962|XP_017844305.1|DBUS
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC117134834|XP_033149800.1|DBUS
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC108601884|XP_017845347.1|DBUS
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC108601475|XP_033150132.1|DBUS
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC108603315|XP_017847512.1|DBUS
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC108603308|XP_017847480.1|DBUS
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC108603797|XP_017848383.2|DBUS
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC108604401|XP_017849350.1|DBUS
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC108603623|XP_017848069.1|DBUS
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC108604752|XP_017849828.1|DBUS
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC108601251|XP_017844640.1|DBUS
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC108602792|XP_017846493.1|DBUS
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC108596600|XP_017838018.1|DBUS
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC108596927|XP_017838637.2|DBUS
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC108597193|XP_017839110.1|DBUS
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC108597546|XP_017839639.1|DBUS
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC108602028|XP_017845520.1|DBUS
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC108605480|XP_017850661.1|DBUS
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC108607258|XP_017853432.1|DBUS
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC108599914|XP_017842601.1|DBUS
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC108606848|XP_017852834.1|DBUS
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC108596574|XP_017837983.1|DBUS
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC108606267|XP_017851721.1|DBUS
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC108595666|XP_017836435.1|DBUS
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC108597487|XP_017839553.1|DBUS
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC108597488|XP_017839554.1|DBUS
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC108607461|XP_017853788.2|DBUS
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC108602634|XP_017846267.1|DBUS
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC108599229|XP_017841515.1|DBUS
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC108598515|XP_017840682.2|DBUS
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC108600782|XP_017844040.1|DBUS
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC108599757|XP_017842260.1|DBUS
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC108595465|XP_017836199.1|DBUS
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC108600478|XP_017843585.1|DBUS
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC108599073|XP_017841349.1|DBUS
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC108599533|XP_017841905.1|DBUS
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC108600642|XP_017843823.2|DBUS
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC108600738|XP_017843972.1|DBUS
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC108595622|XP_017836376.1|DBUS
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC108596825|XP_017838431.1|DBUS
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC108596008|XP_017836782.1|DBUS
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC108595178|XP_017835843.1|DBUS
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC108600476|XP_017843582.1|DBUS
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC108597013|XP_017838782.1|DBUS
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC108597186|XP_017839103.2|DBUS
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC108595489|XP_017836229.1|DBUS
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC108596478|XP_017837729.1|DBUS
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC108599121|XP_017841398.1|DBUS
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC108595471|XP_017836208.1|DBUS
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC108599796|XP_017842352.2|DBUS
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC108596160|XP_017837153.1|DBUS
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC108595279|XP_017835981.1|DBUS
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC108595993|XP_017836769.1|DBUS
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC108595560|XP_017836308.1|DBUS
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC108594846|XP_017835473.1|DBUS
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC108595080|XP_017835720.1|DBUS
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC108603980|XP_017848695.1|DBUS
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC108597774|XP_033149080.1|DBUS
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC108603404|XP_017847681.1|DBUS
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC108598857|XP_033150625.1|DBUS
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC108608521|XP_017855412.1|DBUS
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC108597364|XP_017839377.1|DBUS
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC108597363|XP_017839376.1|DBUS
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC108605649|XP_017850922.1|DBUS
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC108597405|XP_017839440.1|DBUS
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC117135013|XP_033150691.1|DBUS, LOC117135012|XP_033150690.1|DBUS
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC108595367|XP_017836083.1|DBUS
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC108595992|XP_017836768.1|DBUS
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC108598742|XP_017840970.2|DBUS
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC108607894|XP_017854488.2|DBUS
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC108608464|XP_017855338.1|DBUS
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC108595308|XP_017836014.1|DBUS
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC108597680|XP_017839843.2|DBUS
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC108607549|XP_017853926.1|DBUS
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC108598389|XP_017840498.2|DBUS
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC108596392|XP_017837559.1|DBUS
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC108594809|XP_017835436.1|DBUS
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC108595292|XP_017835994.1|DBUS
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC108595370|XP_033149115.1|DBUS
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC108597315|XP_033150988.1|DBUS
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC108597708|XP_017839885.1|DBUS
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC108598504|XP_017840668.1|DBUS
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC108595052|XP_017835683.1|DBUS
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC108597110|XP_017838977.1|DBUS
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC108595055|XP_017835688.1|DBUS
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC108597285|XP_017839241.1|DBUS
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC108595789|XP_017836570.1|DBUS
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC108596049|XP_017836925.1|DBUS
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC108604015|XP_017848748.1|DBUS
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC108604072|XP_017848829.2|DBUS
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC108604164|XP_017848986.1|DBUS
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC108602963|XP_017846827.1|DBUS
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC108597665|XP_017839824.1|DBUS
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC108597614|XP_017839741.1|DBUS
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC108596791|XP_017838383.1|DBUS
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC108594656|XP_033149128.1|DBUS
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC108604688|XP_017849733.1|DBUS
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC108599924|XP_017842620.1|DBUS
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC108607054|XP_017853155.1|DBUS
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC108596596|XP_017838015.1|DBUS
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC108595769|XP_017836364.2|DBUS
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC108596587|XP_017838007.2|DBUS
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC108598962|XP_017841222.2|DBUS
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC108599052|XP_017841320.2|DBUS
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC108596512|XP_017837842.1|DBUS
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC108595031|XP_017835659.1|DBUS
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC108606452|XP_017852053.1|DBUS
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC108595286|XP_017835987.2|DBUS
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC108595206|XP_017835883.1|DBUS
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC108596518|XP_017837849.1|DBUS
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC108598447|XP_017840574.2|DBUS
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC108600911|XP_017844232.1|DBUS
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC108600273|XP_017843227.1|DBUS
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC108596907|XP_017838592.1|DBUS
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC108595712|XP_017836483.1|DBUS
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC108595478|XP_017836216.1|DBUS
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC108604571|XP_017849591.1|DBUS
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC108596216|XP_017837232.1|DBUS
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC108596030|XP_017836882.1|DBUS
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC108596037|XP_017836891.1|DBUS
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC108596417|XP_017837622.1|DBUS
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC108596842|XP_017838460.1|DBUS
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC108599956|XP_017842696.1|DBUS
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC108597700|XP_017839873.1|DBUS
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC108600747|XP_017843987.1|DBUS
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC108600796|XP_017844059.1|DBUS
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC108595737|XP_017836513.1|DBUS
OG0004392	LOC120415406|XP_039432867.1|CPIP	LOC108599505|XP_017841860.2|DBUS
OG0004393	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP	LOC108597762|XP_017839964.1|DBUS
OG0004394	LOC120419311|XP_039437913.1|CPIP	LOC108597179|XP_017839085.1|DBUS
OG0004395	LOC120427990|XP_039448881.1|CPIP	LOC108595598|XP_017836350.1|DBUS
OG0004396	LOC120429998|XP_039451029.1|CPIP	LOC108596997|XP_017838759.1|DBUS
OG0004397	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP	LOC108595706|XP_017836479.1|DBUS
OG0004398	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP	LOC108597092|XP_017838944.1|DBUS
OG0004399	LOC120429994|XP_039451022.1|CPIP	LOC108596322|XP_017837433.1|DBUS
OG0004400	LOC120415133|XP_039432493.1|CPIP	LOC108603083|XP_017847062.1|DBUS
OG0004401	LOC120415121|XP_039432474.1|CPIP	LOC108596610|XP_017838039.1|DBUS
OG0004402	LOC120415124|XP_039432481.1|CPIP	LOC108595050|XP_017835681.1|DBUS
OG0004403	LOC120429091|XP_039450190.1|CPIP	LOC108596981|XP_017838726.1|DBUS
OG0004404	LOC120429158|XP_039450303.1|CPIP	LOC108597098|XP_017838952.1|DBUS
OG0004405	LOC120429180|XP_039450330.1|CPIP	LOC108599797|XP_017842353.2|DBUS
OG0004406	LOC120429230|XP_039450377.1|CPIP	LOC108600318|XP_017843306.1|DBUS
OG0004407	LOC120429782|XP_039450778.1|CPIP	LOC108597705|XP_017839879.1|DBUS
OG0004408	LOC120415384|XP_039432842.1|CPIP	LOC108599096|XP_017841375.2|DBUS
OG0004409	LOC120418158|XP_039436389.1|CPIP	LOC108607401|XP_017853668.1|DBUS
OG0004410	LOC120429991|XP_039451018.1|CPIP	LOC108596641|XP_017838093.1|DBUS
OG0004411	LOC120429988|XP_039451015.1|CPIP	LOC108599960|XP_017842699.1|DBUS
OG0004412	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP	LOC108599957|XP_017842697.1|DBUS
OG0004413	LOC120418141|XP_039436368.1|CPIP	LOC108596564|XP_017837954.1|DBUS
OG0004414	LOC120418136|XP_039436357.1|CPIP	LOC108595505|XP_033149020.1|DBUS
OG0004415	LOC120432665|XP_039453845.1|CPIP	LOC108597220|XP_017839150.1|DBUS
OG0004416	LOC120412363|XP_039428721.1|CPIP	LOC108596460|XP_017837699.1|DBUS
OG0004417	LOC120412360|XP_039428717.1|CPIP	LOC108602293|XP_017845862.1|DBUS
OG0004418	LOC120412358|XP_039428707.1|CPIP	LOC108597709|XP_017839887.1|DBUS
OG0004419	LOC120432641|XP_039453817.1|CPIP	LOC108596040|XP_017836910.1|DBUS
OG0004420	LOC120412333|XP_039428667.1|CPIP	LOC108595571|XP_017836320.1|DBUS
OG0004421	LOC120425247|XP_039445625.1|CPIP	LOC108598372|XP_017840483.1|DBUS
OG0004422	LOC120425962|XP_039446543.1|CPIP	LOC108600299|XP_017843270.1|DBUS
OG0004423	LOC120416845|XP_039434668.1|CPIP	LOC108596199|XP_017837204.1|DBUS
OG0004424	LOC120416837|XP_039434660.1|CPIP	LOC108597069|XP_017838888.1|DBUS
OG0004425	LOC120416832|XP_039434652.1|CPIP	LOC108600067|XP_017842908.1|DBUS
OG0004426	LOC120416810|XP_039434619.1|CPIP	LOC108600050|XP_017842886.1|DBUS
OG0004427	LOC120428653|XP_039449634.1|CPIP	LOC108600018|XP_017842824.1|DBUS
OG0004428	LOC120428654|XP_039449635.1|CPIP	LOC108604837|XP_017849945.1|DBUS
OG0004429	LOC120431001|XP_039452095.1|CPIP	LOC108600672|XP_017843869.2|DBUS
OG0004430	LOC120418195|XP_039436435.1|CPIP	LOC108598230|XP_033149326.1|DBUS
OG0004431	LOC120417013|XP_039434884.1|CPIP	LOC108602906|XP_017846703.1|DBUS
OG0004432	LOC120416993|XP_039434862.1|CPIP	LOC108602904|XP_017846701.1|DBUS
OG0004433	LOC120421847|XP_039441070.1|CPIP	LOC108599223|XP_017841507.2|DBUS
OG0004434	LOC120421877|XP_039441108.1|CPIP	LOC108597091|XP_017838942.1|DBUS
OG0004435	LOC120426626|XP_039447352.1|CPIP	LOC108597584|XP_017839693.1|DBUS
OG0004436	LOC120420263|XP_039439192.1|CPIP	LOC108596500|XP_033149123.1|DBUS
OG0004437	LOC120420280|XP_039439212.1|CPIP	LOC108595359|XP_017836072.1|DBUS
OG0004438	LOC120426517|XP_039447220.1|CPIP	LOC108596098|XP_017837006.1|DBUS
OG0004439	LOC120426512|XP_039447216.1|CPIP	LOC108596996|XP_017838758.1|DBUS
OG0004440	LOC120426520|XP_039447223.1|CPIP	LOC108597236|XP_017839173.1|DBUS
OG0004441	LOC120415200|XP_039432592.1|CPIP	LOC108603378|XP_017847640.1|DBUS
OG0004442	LOC120415178|XP_039432570.1|CPIP	LOC108595204|XP_017835880.1|DBUS
OG0004443	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP	LOC108601073|XP_017844457.1|DBUS
OG0004444	LOC120425102|XP_039445431.1|CPIP	LOC108594989|XP_017835610.1|DBUS
OG0004445	LOC120416358|XP_039434024.1|CPIP	LOC108597749|XP_017839945.1|DBUS
OG0004446	LOC120416357|XP_039434023.1|CPIP	LOC108604372|XP_017849310.1|DBUS
OG0004447	LOC120416351|XP_039434017.1|CPIP	LOC108602974|XP_017849713.1|DBUS
OG0004448	LOC120416363|XP_039434031.1|CPIP	LOC108595837|XP_017836617.1|DBUS
OG0004449	LOC120421568|XP_039440731.1|CPIP	LOC108598482|XP_017840625.1|DBUS
OG0004450	LOC120427131|XP_039447921.1|CPIP	LOC108595591|XP_017836342.1|DBUS
OG0004451	LOC120432579|XP_039453748.1|CPIP	LOC108595032|XP_017835661.1|DBUS
OG0004452	LOC120432581|XP_039453750.1|CPIP	LOC108594960|XP_017835583.1|DBUS
OG0004453	LOC120432549|XP_039453710.1|CPIP	LOC108596381|XP_017837540.1|DBUS
OG0004454	LOC120421562|XP_039440723.1|CPIP	LOC108602250|XP_017845790.1|DBUS
OG0004455	LOC120421581|XP_039440747.1|CPIP	LOC108598919|XP_017841163.2|DBUS
OG0004456	LOC120421563|XP_039440724.1|CPIP	LOC108605247|XP_017850346.1|DBUS
OG0004457	LOC120421553|XP_039440715.1|CPIP	LOC108600937|XP_017844263.2|DBUS
OG0004458	LOC120421569|XP_039440735.1|CPIP	LOC108600979|XP_017844330.1|DBUS
OG0004459	LOC120423755|XP_039443604.1|CPIP	LOC108600748|XP_017843990.2|DBUS
OG0004460	LOC120423740|XP_039443586.1|CPIP	LOC108599587|XP_017842021.1|DBUS
OG0004461	LOC120426242|XP_039446913.1|CPIP	LOC108601129|XP_017844540.2|DBUS
OG0004462	LOC120422202|XP_039441518.1|CPIP	LOC108600366|XP_017843391.1|DBUS
OG0004463	LOC120422215|XP_039441534.1|CPIP	LOC108600415|XP_017843465.1|DBUS
OG0004464	LOC120422208|XP_039441524.1|CPIP	LOC108600562|XP_017843714.1|DBUS
OG0004465	LOC120416381|XP_039434050.1|CPIP	LOC108602609|XP_017846239.2|DBUS
OG0004466	LOC120416373|XP_039434040.1|CPIP	LOC108598306|XP_017840410.2|DBUS
OG0004467	LOC120416338|XP_039433999.1|CPIP	LOC108600561|XP_033149328.1|DBUS
OG0004468	LOC120416336|XP_039433996.1|CPIP	LOC108600560|XP_033149329.1|DBUS
OG0004469	LOC120416346|XP_039434009.1|CPIP	LOC108598599|XP_017840782.1|DBUS
OG0004470	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP	LOC108608569|XP_017855489.1|DBUS
OG0004471	LOC120428932|XP_039450010.1|CPIP	LOC108603788|XP_017848373.1|DBUS
OG0004472	LOC120423890|XP_039443800.1|CPIP	LOC108596034|XP_017836887.1|DBUS
OG0004473	LOC120423904|XP_039443818.1|CPIP	LOC108594885|XP_017835512.1|DBUS
OG0004474	LOC120423908|XP_039443822.1|CPIP	LOC108595496|XP_017836238.1|DBUS
OG0004475	LOC120428253|XP_039449177.1|CPIP	LOC108595205|XP_017835882.1|DBUS
OG0004476	LOC120428263|XP_039449188.1|CPIP	LOC108601523|XP_017844915.1|DBUS
OG0004477	LOC120428256|XP_039449180.1|CPIP	LOC108597733|XP_017839916.1|DBUS
OG0004478	LOC120428250|XP_039449172.1|CPIP	LOC108594718|XP_033149234.1|DBUS
OG0004479	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP	LOC108595262|XP_017835962.1|DBUS
OG0004480	LOC120427979|XP_039448870.1|CPIP	LOC108606113|XP_017851455.1|DBUS
OG0004481	LOC120416241|XP_039433877.1|CPIP	LOC108597307|XP_017839276.1|DBUS
OG0004482	LOC120423048|XP_039442654.1|CPIP	LOC108604451|XP_017849419.1|DBUS
OG0004483	LOC120429513|XP_039450517.1|CPIP	LOC108595526|XP_017836270.1|DBUS
OG0004484	LOC120413804|XP_039430695.1|CPIP	LOC108601492|XP_017844879.1|DBUS
OG0004486	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP	LOC108597442|XP_017839495.1|DBUS
OG0004487	LOC120429277|XP_039450435.1|CPIP	LOC108600630|XP_017843806.1|DBUS
OG0004488	LOC120418845|XP_039437302.1|CPIP	LOC108594610|XP_017835242.1|DBUS
OG0004489	LOC120432093|XP_039453164.1|CPIP	LOC108599527|XP_017841891.1|DBUS
OG0004490	LOC120412407|XP_039428803.1|CPIP	LOC108595965|XP_017836741.1|DBUS, LOC108594778|XP_033149188.1|DBUS, LOC108594777|XP_017835404.1|DBUS, LOC108595724|XP_017836495.1|DBUS
OG0004504	LOC120415043|XP_039432350.1|CPIP	LOC108601664|XP_017845054.1|DBUS
OG0004505	LOC120413299|XP_039429991.1|CPIP	LOC108604247|XP_017849112.1|DBUS
OG0004506	LOC120415060|XP_039432381.1|CPIP	LOC108603565|XP_017847971.1|DBUS
OG0004507	LOC120421077|XP_039440156.1|CPIP	LOC108602255|XP_017845798.1|DBUS
OG0004508	LOC120415046|XP_039432354.1|CPIP	LOC108601774|XP_017845189.1|DBUS
OG0004509	LOC120415084|XP_039432434.1|CPIP	LOC108598406|XP_017840517.2|DBUS
OG0004510	LOC120415024|XP_039432323.1|CPIP	LOC108606219|XP_033150188.1|DBUS
OG0004511	LOC120430611|XP_039451644.1|CPIP	LOC108603610|XP_017848047.1|DBUS
OG0004512	LOC120413310|XP_039430006.1|CPIP	LOC108607391|XP_017853642.1|DBUS
OG0004513	LOC120413293|XP_039429982.1|CPIP	LOC108607333|XP_017853497.1|DBUS
OG0004514	LOC120413285|XP_039429956.1|CPIP	LOC108607397|XP_017853660.1|DBUS
OG0004515	LOC120420237|XP_039439159.1|CPIP	LOC108605378|XP_017850536.1|DBUS
OG0004516	LOC120420249|XP_039439172.1|CPIP	LOC108605175|XP_017850250.1|DBUS
OG0004517	LOC120432221|XP_039453329.1|CPIP	LOC108606675|XP_017852499.1|DBUS
OG0004518	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP	LOC108606583|XP_017852301.2|DBUS
OG0004519	LOC120412670|XP_039429170.1|CPIP	LOC108604499|XP_017849484.1|DBUS
OG0004520	LOC120413708|XP_039430562.1|CPIP	LOC108606339|XP_017851871.1|DBUS
OG0004521	LOC120413437|XP_039430184.1|CPIP	LOC108597191|XP_017839108.1|DBUS
OG0004522	LOC120432170|XP_039453244.1|CPIP	LOC108607161|XP_017853300.1|DBUS
OG0004523	LOC120424291|XP_039444304.1|CPIP	LOC108604162|XP_017848981.1|DBUS
OG0004524	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP	LOC108607219|XP_017853380.1|DBUS
OG0004525	LOC120417486|XP_039435607.1|CPIP	LOC108606375|XP_017851918.1|DBUS
OG0004526	LOC120420014|XP_039438885.1|CPIP	LOC108604944|XP_033150370.1|DBUS
OG0004527	LOC120418123|XP_039436335.1|CPIP	LOC108605465|XP_017850639.1|DBUS
OG0004528	LOC120432235|XP_039453381.1|CPIP	LOC108607240|XP_017853406.1|DBUS
OG0004529	LOC120432309|XP_039453427.1|CPIP	LOC108606334|XP_017851849.1|DBUS
OG0004530	LOC120416126|XP_039433768.1|CPIP	LOC108605699|XP_017850979.1|DBUS
OG0004531	LOC120422317|XP_039441669.1|CPIP	LOC108601623|XP_033150120.1|DBUS
OG0004532	LOC120429205|XP_039450349.1|CPIP	LOC108606740|XP_017852624.1|DBUS
OG0004533	LOC120412926|XP_039429495.1|CPIP	LOC108605986|XP_017851297.1|DBUS
OG0004534	LOC120432237|XP_039453345.1|CPIP	LOC108605630|XP_017850902.1|DBUS
OG0004535	LOC120432491|XP_039453639.1|CPIP	LOC108600093|XP_017842944.2|DBUS
OG0004536	LOC120430783|XP_039451834.1|CPIP	LOC108606620|XP_017852392.1|DBUS
OG0004537	LOC120414955|XP_039432221.1|CPIP	LOC108605249|XP_033150154.1|DBUS
OG0004538	LOC120426001|XP_039446603.1|CPIP	LOC108597353|XP_017839348.1|DBUS
OG0004539	LOC120432297|XP_039453417.1|CPIP	LOC108603493|XP_033150093.1|DBUS
OG0004540	LOC120422049|XP_039441309.1|CPIP	LOC108606998|XP_017853061.1|DBUS
OG0004541	LOC120414161|XP_039431145.1|CPIP	LOC108596289|XP_017837367.1|DBUS
OG0004542	LOC120414164|XP_039431150.1|CPIP	LOC108606784|XP_017852705.1|DBUS
OG0004543	LOC120417693|XP_039435767.1|CPIP	LOC108606939|XP_017852979.1|DBUS
OG0004544	LOC120431148|XP_039452221.1|CPIP	LOC108607037|XP_017853119.1|DBUS
OG0004545	LOC120422452|XP_039441829.1|CPIP	LOC108603884|XP_017848545.1|DBUS
OG0004546	LOC120422474|XP_039441863.1|CPIP	LOC108597533|XP_017839622.1|DBUS
OG0004547	LOC120424305|XP_039444324.1|CPIP	LOC108605633|XP_017850905.1|DBUS
OG0004548	LOC120431128|XP_039452214.1|CPIP	LOC108605288|XP_017850424.1|DBUS
OG0004549	LOC120422523|XP_039441911.1|CPIP	LOC108605241|XP_033150206.1|DBUS
OG0004550	LOC120420172|XP_039439071.1|CPIP	LOC108605577|XP_017850836.1|DBUS
OG0004551	LOC120420173|XP_039439072.1|CPIP	LOC108596483|XP_017837749.1|DBUS
OG0004552	LOC120420188|XP_039439106.1|CPIP	LOC108606535|XP_033150327.1|DBUS
OG0004553	LOC120422303|XP_039441629.1|CPIP	LOC108599489|XP_017841825.2|DBUS
OG0004554	LOC120430545|XP_039451594.1|CPIP	LOC108607028|XP_017853106.1|DBUS
OG0004555	LOC120422445|XP_039441823.1|CPIP	LOC108605903|XP_017851205.1|DBUS
OG0004556	LOC120422447|XP_039441825.1|CPIP	LOC108605645|XP_017850917.1|DBUS
OG0004557	LOC120420223|XP_039439145.1|CPIP	LOC108604938|XP_017849997.1|DBUS
OG0004558	LOC120416891|XP_039434723.1|CPIP	LOC108606362|XP_017851901.1|DBUS
OG0004559	LOC120422094|XP_039441375.1|CPIP	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS
