Orthogroup	CPIP.longest_only	BCOP.longest_only
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC119083553|XP_037049166.1|BCOP
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC119072378|XP_037033477.1|BCOP
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC119081049|XP_037045649.1|BCOP
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC119066253|XP_037024484.1|BCOP
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC119068934|XP_037028696.1|BCOP
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC119074318|XP_037036271.1|BCOP
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC119068882|XP_037028638.1|BCOP
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC119082214|XP_037047558.1|BCOP
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC119075754|XP_037038186.1|BCOP
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC119068390|XP_037027846.1|BCOP
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC119078172|XP_037041541.1|BCOP
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC119076566|XP_037039249.1|BCOP
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC119076155|XP_037038734.1|BCOP
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC119085216|XP_037051421.1|BCOP
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC119082024|XP_037047238.1|BCOP
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC119066521|XP_037024934.1|BCOP
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC119072187|XP_037033242.1|BCOP
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC119070660|XP_037030985.1|BCOP
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC119068159|XP_037027531.1|BCOP
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC119069310|XP_037029256.1|BCOP
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC119084039|XP_037049766.1|BCOP
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC119084224|XP_037050017.1|BCOP
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC119074894|XP_037037135.1|BCOP
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC119076857|XP_037039757.1|BCOP
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC119076402|XP_037039016.1|BCOP
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC119071733|XP_037032659.1|BCOP
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC119075286|XP_037037569.1|BCOP
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC119072058|XP_037033130.1|BCOP
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC119071064|XP_037031591.1|BCOP
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC119068484|XP_037027989.1|BCOP
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC119074235|XP_037036152.1|BCOP
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC119072078|XP_037033124.1|BCOP
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC119074231|XP_037036145.1|BCOP
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC119071632|XP_037032485.1|BCOP
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC119071203|XP_037031886.1|BCOP
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC119071255|XP_037031994.1|BCOP
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC119083288|XP_037048875.1|BCOP
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC119078303|XP_037041700.1|BCOP
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC119066823|XP_037025371.1|BCOP
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC119066002|XP_037024114.1|BCOP
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC119082350|XP_037047763.1|BCOP
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC119074244|XP_037036164.1|BCOP
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC119082791|XP_037048280.1|BCOP
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC119071694|XP_037032577.1|BCOP
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC119066451|XP_037024847.1|BCOP
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC119071225|XP_037031934.1|BCOP
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC119066851|XP_037025413.1|BCOP
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC119078290|XP_037041675.1|BCOP
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC119085103|XP_037051244.1|BCOP
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC119071381|XP_037032138.1|BCOP
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC119079699|XP_037043652.1|BCOP
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC119071155|XP_037031800.1|BCOP
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC119071132|XP_037031713.1|BCOP
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC119074203|XP_037036095.1|BCOP
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC119072084|XP_037033136.1|BCOP
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC119071221|XP_037031929.1|BCOP
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC119079012|XP_037042672.1|BCOP
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC119066636|XP_037025095.1|BCOP
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC119083474|XP_037049088.1|BCOP
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC119067228|XP_037025976.1|BCOP
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC119066661|XP_037025133.1|BCOP
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC119066663|XP_037025138.1|BCOP
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC119071806|XP_037032767.1|BCOP
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC119078748|XP_037042344.1|BCOP
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC119073828|XP_037035526.1|BCOP
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC119074172|XP_037036067.1|BCOP
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC119079572|XP_037043448.1|BCOP
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC119082104|XP_037047368.1|BCOP
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC119066091|XP_037024258.1|BCOP
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC119072643|XP_037033786.1|BCOP
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC119077375|XP_037040461.1|BCOP
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC119070088|XP_037030296.1|BCOP
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC119079944|XP_037043947.1|BCOP
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC119071972|XP_037033001.1|BCOP
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC119071398|XP_037032170.1|BCOP
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC119071337|XP_037032117.1|BCOP
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC119071271|XP_037032031.1|BCOP
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC119071295|XP_037032064.1|BCOP
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC119066421|XP_037024788.1|BCOP
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC119066093|XP_037024260.1|BCOP
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC119066834|XP_037025390.1|BCOP
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC119074201|XP_037036092.1|BCOP
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC119066137|XP_037024323.1|BCOP
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC119066419|XP_037024787.1|BCOP
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC119071750|XP_037032680.1|BCOP
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC119071717|XP_037032611.1|BCOP
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC119071324|XP_037032104.1|BCOP
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC119085998|XP_037052465.1|BCOP
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC119068454|XP_037027930.1|BCOP
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC119067827|XP_037026892.1|BCOP
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC119067828|XP_037026895.1|BCOP
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC119072344|XP_037033426.1|BCOP
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC119071166|XP_037031818.1|BCOP
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC119071252|XP_037031986.1|BCOP
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC119082701|XP_037048171.1|BCOP
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC119071148|XP_037031773.1|BCOP
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC119084175|XP_037049929.1|BCOP
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC119071311|XP_037032085.1|BCOP
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC119076065|XP_037038603.1|BCOP
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC119071028|XP_037031516.1|BCOP
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC119085330|XP_037051607.1|BCOP
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC119066225|XP_037024444.1|BCOP
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC119071072|XP_037031604.1|BCOP
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC119078995|XP_037042655.1|BCOP
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC119085129|XP_037051296.1|BCOP
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC119071899|XP_037032897.1|BCOP
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC119071517|XP_037032287.1|BCOP
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC119078166|XP_037041535.1|BCOP
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC119078317|XP_037041717.1|BCOP
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC119071871|XP_037032829.1|BCOP
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC119066430|XP_037024806.1|BCOP
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC119071928|XP_037032946.1|BCOP
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC119069548|XP_037029522.1|BCOP
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC119071477|XP_037032221.1|BCOP
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC119075393|XP_037037729.1|BCOP
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC119072616|XP_037033766.1|BCOP
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC119083533|XP_037049149.1|BCOP
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC119072602|XP_037033751.1|BCOP
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC119071847|XP_037032800.1|BCOP
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC119079112|XP_037042829.1|BCOP
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC119079017|XP_037042683.1|BCOP
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC119086004|XP_037052473.1|BCOP
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC119072017|XP_037033030.1|BCOP
OG0004392	LOC120415406|XP_039432867.1|CPIP	LOC119078300|XP_037041689.1|BCOP
OG0004393	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP	LOC119081799|XP_037046911.1|BCOP
OG0004394	LOC120419311|XP_039437913.1|CPIP	LOC119081746|XP_037046813.1|BCOP
OG0004395	LOC120427990|XP_039448881.1|CPIP	LOC119085334|XP_037051613.1|BCOP
OG0004396	LOC120429998|XP_039451029.1|CPIP	LOC119066882|XP_037025464.1|BCOP
OG0004397	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP	LOC119066883|XP_037025466.1|BCOP
OG0004398	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP	LOC119071678|XP_037032554.1|BCOP
OG0004399	LOC120429994|XP_039451022.1|CPIP	LOC119071382|XP_037032139.1|BCOP
OG0004400	LOC120415133|XP_039432493.1|CPIP	LOC119072470|XP_037033586.1|BCOP
OG0004401	LOC120415121|XP_039432474.1|CPIP	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP
OG0004402	LOC120415124|XP_039432481.1|CPIP	LOC119074002|XP_037035831.1|BCOP
OG0004403	LOC120429091|XP_039450190.1|CPIP	LOC119078978|XP_037042625.1|BCOP
OG0004404	LOC120429158|XP_039450303.1|CPIP	LOC119077041|XP_037040062.1|BCOP
OG0004405	LOC120429180|XP_039450330.1|CPIP	LOC119074222|XP_037036125.1|BCOP
OG0004406	LOC120429230|XP_039450377.1|CPIP	LOC119068017|XP_037027271.1|BCOP
OG0004407	LOC120429782|XP_039450778.1|CPIP	LOC119086073|XP_037052544.1|BCOP
OG0004408	LOC120415384|XP_039432842.1|CPIP	LOC119072780|XP_037033963.1|BCOP
OG0004409	LOC120418158|XP_039436389.1|CPIP	LOC119075450|XP_037037787.1|BCOP
OG0004410	LOC120429991|XP_039451018.1|CPIP	LOC119071540|XP_037032321.1|BCOP
OG0004411	LOC120429988|XP_039451015.1|CPIP	LOC119072197|XP_037033262.1|BCOP
OG0004412	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP	LOC119072189|XP_037033243.1|BCOP
OG0004413	LOC120418141|XP_039436368.1|CPIP	LOC119072192|XP_037033250.1|BCOP
OG0004414	LOC120418136|XP_039436357.1|CPIP	LOC119078288|XP_037041673.1|BCOP
OG0004415	LOC120432665|XP_039453845.1|CPIP	LOC119066916|XP_037025512.1|BCOP
OG0004416	LOC120412363|XP_039428721.1|CPIP	LOC119072183|XP_037033239.1|BCOP
OG0004417	LOC120412360|XP_039428717.1|CPIP	LOC119085710|XP_037052053.1|BCOP
OG0004418	LOC120412358|XP_039428707.1|CPIP	LOC119072176|XP_037033227.1|BCOP
OG0004419	LOC120432641|XP_039453817.1|CPIP	LOC119072157|XP_037033210.1|BCOP
OG0004420	LOC120412333|XP_039428667.1|CPIP	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP
OG0004421	LOC120425247|XP_039445625.1|CPIP	LOC119085559|XP_037051881.1|BCOP
OG0004422	LOC120425962|XP_039446543.1|CPIP	LOC119071344|XP_037032125.1|BCOP
OG0004423	LOC120416845|XP_039434668.1|CPIP	LOC119075530|XP_037037899.1|BCOP
OG0004424	LOC120416837|XP_039434660.1|CPIP	LOC119066447|XP_037024841.1|BCOP
OG0004425	LOC120416832|XP_039434652.1|CPIP	LOC119086056|XP_037052524.1|BCOP
OG0004426	LOC120416810|XP_039434619.1|CPIP	LOC119068627|XP_037028189.1|BCOP
OG0004427	LOC120428653|XP_039449634.1|CPIP	LOC119066848|XP_037025411.1|BCOP
OG0004428	LOC120428654|XP_039449635.1|CPIP	LOC119085026|XP_037051109.1|BCOP
OG0004429	LOC120431001|XP_039452095.1|CPIP	LOC119072434|XP_037033543.1|BCOP
OG0004430	LOC120418195|XP_039436435.1|CPIP	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP
OG0004431	LOC120417013|XP_039434884.1|CPIP	LOC119069431|XP_037029383.1|BCOP
OG0004432	LOC120416993|XP_039434862.1|CPIP	LOC119084279|XP_037050098.1|BCOP
OG0004433	LOC120421847|XP_039441070.1|CPIP	LOC119071732|XP_037032657.1|BCOP
OG0004434	LOC120421877|XP_039441108.1|CPIP	LOC119078356|XP_037041751.1|BCOP
OG0004435	LOC120426626|XP_039447352.1|CPIP	LOC119082592|XP_037048029.1|BCOP
OG0004436	LOC120420263|XP_039439192.1|CPIP	LOC119066559|XP_037025001.1|BCOP
OG0004437	LOC120420280|XP_039439212.1|CPIP	LOC119066184|XP_037024380.1|BCOP
OG0004438	LOC120426517|XP_039447220.1|CPIP	LOC119066187|XP_037024387.1|BCOP
OG0004439	LOC120426512|XP_039447216.1|CPIP	LOC119079860|XP_037043831.1|BCOP
OG0004440	LOC120426520|XP_039447223.1|CPIP	LOC119082039|XP_037047262.1|BCOP
OG0004441	LOC120415200|XP_039432592.1|CPIP	LOC119084066|XP_037049801.1|BCOP
OG0004442	LOC120415178|XP_039432570.1|CPIP	LOC119078772|XP_037042377.1|BCOP
OG0004443	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP	LOC119080485|XP_037044769.1|BCOP
OG0004444	LOC120425102|XP_039445431.1|CPIP	LOC119083292|XP_037048879.1|BCOP
OG0004445	LOC120416358|XP_039434024.1|CPIP	LOC119071543|XP_037032334.1|BCOP
OG0004446	LOC120416357|XP_039434023.1|CPIP	LOC119081750|XP_037046823.1|BCOP
OG0004447	LOC120416351|XP_039434017.1|CPIP	LOC119080099|XP_037044220.1|BCOP
OG0004448	LOC120416363|XP_039434031.1|CPIP	LOC119068496|XP_037028005.1|BCOP
OG0004449	LOC120421568|XP_039440731.1|CPIP	LOC119081349|XP_037046088.1|BCOP
OG0004451	LOC120432579|XP_039453748.1|CPIP	LOC119078744|XP_037042335.1|BCOP
OG0004452	LOC120432581|XP_039453750.1|CPIP	LOC119072355|XP_037033440.1|BCOP
OG0004453	LOC120432549|XP_039453710.1|CPIP	LOC119068572|XP_037028111.1|BCOP
OG0004454	LOC120421562|XP_039440723.1|CPIP	LOC119078173|XP_037041542.1|BCOP
OG0004456	LOC120421563|XP_039440724.1|CPIP	LOC119065994|XP_037024096.1|BCOP
OG0004457	LOC120421553|XP_039440715.1|CPIP	LOC119065999|XP_037024101.1|BCOP
OG0004458	LOC120421569|XP_039440735.1|CPIP	LOC119072497|XP_037033634.1|BCOP
OG0004459	LOC120423755|XP_039443604.1|CPIP	LOC119072490|XP_037033621.1|BCOP
OG0004460	LOC120423740|XP_039443586.1|CPIP	LOC119072458|XP_037033576.1|BCOP
OG0004461	LOC120426242|XP_039446913.1|CPIP	LOC119066558|XP_037025000.1|BCOP
OG0004462	LOC120422202|XP_039441518.1|CPIP	LOC119071683|XP_037032559.1|BCOP
OG0004463	LOC120422215|XP_039441534.1|CPIP	LOC119072302|XP_037033381.1|BCOP
OG0004464	LOC120422208|XP_039441524.1|CPIP	LOC119076285|XP_037038841.1|BCOP
OG0004465	LOC120416381|XP_039434050.1|CPIP	LOC119066427|XP_037024803.1|BCOP
OG0004466	LOC120416373|XP_039434040.1|CPIP	LOC119086020|XP_037052489.1|BCOP
OG0004467	LOC120416338|XP_039433999.1|CPIP	LOC119082324|XP_037047719.1|BCOP
OG0004468	LOC120416336|XP_039433996.1|CPIP	LOC119071109|XP_037031648.1|BCOP
OG0004469	LOC120416346|XP_039434009.1|CPIP	LOC119085851|XP_037052255.1|BCOP
OG0004470	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP	LOC119077052|XP_037040077.1|BCOP
OG0004471	LOC120428932|XP_039450010.1|CPIP	LOC119071879|XP_037032855.1|BCOP
OG0004472	LOC120423890|XP_039443800.1|CPIP	LOC119074257|XP_037036174.1|BCOP
OG0004473	LOC120423904|XP_039443818.1|CPIP	LOC119074265|XP_037036182.1|BCOP
OG0004474	LOC120423908|XP_039443822.1|CPIP	LOC119074260|XP_037036178.1|BCOP
OG0004475	LOC120428253|XP_039449177.1|CPIP	LOC119074270|XP_037036187.1|BCOP
OG0004476	LOC120428263|XP_039449188.1|CPIP	LOC119067205|XP_037025943.1|BCOP
OG0004477	LOC120428256|XP_039449180.1|CPIP	LOC119082844|XP_037048402.1|BCOP
OG0004478	LOC120428250|XP_039449172.1|CPIP	LOC119071139|XP_037031729.1|BCOP
OG0004479	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP	LOC119069587|XP_037029572.1|BCOP
OG0004480	LOC120427979|XP_039448870.1|CPIP	LOC119085606|XP_037051924.1|BCOP
OG0004481	LOC120416241|XP_039433877.1|CPIP	LOC119083384|XP_037048992.1|BCOP
OG0004482	LOC120423048|XP_039442654.1|CPIP	LOC119069322|XP_037029273.1|BCOP
OG0004483	LOC120429513|XP_039450517.1|CPIP	LOC119071940|XP_037032959.1|BCOP
OG0004484	LOC120413804|XP_039430695.1|CPIP	LOC119077210|XP_037040287.1|BCOP
OG0004485	LOC120424355|XP_039444386.1|CPIP	LOC119075798|XP_037038260.1|BCOP, LOC119083224|XP_037048785.1|BCOP
OG0004486	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP	LOC119074202|XP_037036094.1|BCOP
OG0004487	LOC120429277|XP_039450435.1|CPIP	LOC119081293|XP_037045949.1|BCOP
OG0004488	LOC120418845|XP_039437302.1|CPIP	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP
OG0004489	LOC120432093|XP_039453164.1|CPIP	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP
OG0004490	LOC120412407|XP_039428803.1|CPIP	LOC119073408|XP_037034741.1|BCOP
OG0004504	LOC120415043|XP_039432350.1|CPIP	LOC119068255|XP_037027688.1|BCOP
OG0004505	LOC120413299|XP_039429991.1|CPIP	LOC119068330|XP_037027778.1|BCOP
OG0004506	LOC120415060|XP_039432381.1|CPIP	LOC119067777|XP_037026811.1|BCOP
OG0004507	LOC120421077|XP_039440156.1|CPIP	LOC119067087|XP_037025741.1|BCOP
OG0004508	LOC120415046|XP_039432354.1|CPIP	LOC119080266|XP_037044419.1|BCOP
OG0004509	LOC120415084|XP_039432434.1|CPIP	LOC119072588|XP_037033736.1|BCOP
OG0004510	LOC120415024|XP_039432323.1|CPIP	LOC119080449|XP_037044713.1|BCOP
OG0004511	LOC120430611|XP_039451644.1|CPIP	LOC119070023|XP_037030199.1|BCOP
OG0004512	LOC120413310|XP_039430006.1|CPIP	LOC119080948|XP_037045470.1|BCOP
OG0004513	LOC120413293|XP_039429982.1|CPIP	LOC119085099|XP_037051239.1|BCOP
OG0004514	LOC120413285|XP_039429956.1|CPIP	LOC119073783|XP_037035355.1|BCOP
OG0004515	LOC120420237|XP_039439159.1|CPIP	LOC119085611|XP_037051929.1|BCOP
OG0004516	LOC120420249|XP_039439172.1|CPIP	LOC119085623|XP_037051942.1|BCOP
OG0004517	LOC120432221|XP_039453329.1|CPIP	LOC119069175|XP_037028995.1|BCOP
OG0004518	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP	LOC119083411|XP_037049027.1|BCOP
OG0004519	LOC120412670|XP_039429170.1|CPIP	LOC119070291|XP_037030452.1|BCOP
OG0004520	LOC120413708|XP_039430562.1|CPIP	LOC119069198|XP_037029048.1|BCOP
OG0004521	LOC120413437|XP_039430184.1|CPIP	LOC119081872|XP_037047004.1|BCOP
OG0004522	LOC120432170|XP_039453244.1|CPIP	LOC119069642|XP_037029653.1|BCOP
OG0004523	LOC120424291|XP_039444304.1|CPIP	LOC119067493|XP_037026395.1|BCOP
OG0004524	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP	LOC119067574|XP_037026554.1|BCOP
OG0004525	LOC120417486|XP_039435607.1|CPIP	LOC119068639|XP_037028206.1|BCOP
OG0004526	LOC120420014|XP_039438885.1|CPIP	LOC119068677|XP_037028253.1|BCOP
OG0004527	LOC120418123|XP_039436335.1|CPIP	LOC119070295|XP_037030455.1|BCOP
OG0004528	LOC120432235|XP_039453381.1|CPIP	LOC119068894|XP_037028657.1|BCOP
OG0004529	LOC120432309|XP_039453427.1|CPIP	LOC119069486|XP_037029451.1|BCOP
OG0004530	LOC120416126|XP_039433768.1|CPIP	LOC119076228|XP_037038780.1|BCOP
OG0004531	LOC120422317|XP_039441669.1|CPIP	LOC119068162|XP_037027534.1|BCOP
OG0004532	LOC120429205|XP_039450349.1|CPIP	LOC119070608|XP_037030922.1|BCOP
OG0004533	LOC120412926|XP_039429495.1|CPIP	LOC119068734|XP_037028326.1|BCOP
OG0004534	LOC120432237|XP_039453345.1|CPIP	LOC119086025|XP_037052496.1|BCOP
OG0004535	LOC120432491|XP_039453639.1|CPIP	LOC119070485|XP_037030733.1|BCOP
OG0004536	LOC120430783|XP_039451834.1|CPIP	LOC119067372|XP_037026179.1|BCOP
OG0004537	LOC120414955|XP_039432221.1|CPIP	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP
OG0004538	LOC120426001|XP_039446603.1|CPIP	LOC119080882|XP_037045354.1|BCOP
OG0004539	LOC120432297|XP_039453417.1|CPIP	LOC119070309|XP_037030471.1|BCOP
OG0004540	LOC120422049|XP_039441309.1|CPIP	LOC119068322|XP_037027772.1|BCOP
OG0004541	LOC120414161|XP_039431145.1|CPIP	LOC119068742|XP_037028340.1|BCOP
OG0004542	LOC120414164|XP_039431150.1|CPIP	LOC119067419|XP_037026284.1|BCOP
OG0004543	LOC120417693|XP_039435767.1|CPIP	LOC119070009|XP_037030180.1|BCOP
OG0004544	LOC120431148|XP_039452221.1|CPIP	LOC119081744|XP_037046815.1|BCOP
OG0004545	LOC120422452|XP_039441829.1|CPIP	LOC119067445|XP_037026321.1|BCOP
OG0004546	LOC120422474|XP_039441863.1|CPIP	LOC119070842|XP_037031246.1|BCOP
OG0004547	LOC120424305|XP_039444324.1|CPIP	LOC119082346|XP_037047761.1|BCOP
OG0004548	LOC120431128|XP_039452214.1|CPIP	LOC119082738|XP_037048217.1|BCOP
OG0004549	LOC120422523|XP_039441911.1|CPIP	LOC119069633|XP_037029632.1|BCOP
OG0004550	LOC120420172|XP_039439071.1|CPIP	LOC119067204|XP_037025941.1|BCOP
OG0004551	LOC120420173|XP_039439072.1|CPIP	LOC119067202|XP_037025939.1|BCOP
