Orthogroup	CPIP.longest_only	ASTE.longest_only
OG0003299	LOC120419281|XP_039437880.1|CPIP	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC120419269|XP_039437861.1|CPIP	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC120416436|XP_039434124.1|CPIP	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC120413707|XP_039430561.1|CPIP	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC120413335|XP_039430045.1|CPIP	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC120430281|XP_039451307.1|CPIP	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC120432624|XP_039453811.1|CPIP	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC120427215|XP_039448009.1|CPIP	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC120413320|XP_039430019.1|CPIP	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC120413349|XP_039430061.1|CPIP	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC120412379|XP_039428742.1|CPIP	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC120412340|XP_039428678.1|CPIP	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC120432550|XP_039453715.1|CPIP	LOC118505360|XP_035896937.1|ASTE
OG0003312	LOC120427671|XP_039448485.1|CPIP	LOC118512605|XP_035913170.1|ASTE
OG0003313	LOC120419021|XP_039437552.1|CPIP	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC120418871|XP_039437371.1|CPIP	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC120415624|XP_039433157.1|CPIP	LOC118517367|XP_035919282.1|ASTE
OG0003316	LOC120421419|XP_039440560.1|CPIP	LOC118504351|XP_035894617.1|ASTE
OG0003317	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP	LOC118503598|XP_035892948.1|ASTE
OG0003318	LOC120426071|XP_039446689.1|CPIP	LOC118506709|XP_035900097.1|ASTE
OG0003319	LOC120417039|XP_039434919.1|CPIP	LOC118517380|XP_035919296.1|ASTE
OG0003320	LOC120417021|XP_039434894.1|CPIP	LOC118506546|XP_035899736.1|ASTE
OG0003321	LOC120417032|XP_039434909.1|CPIP	LOC118517501|XP_035919606.1|ASTE
OG0003322	LOC120417041|XP_039434924.1|CPIP	LOC118511775|XP_035911162.1|ASTE
OG0003323	LOC120423062|XP_039442701.1|CPIP	LOC118507756|XP_035902665.1|ASTE
OG0003324	LOC120416935|XP_039434783.1|CPIP	LOC118510623|XP_035908594.1|ASTE
OG0003325	LOC120416916|XP_039434756.1|CPIP	LOC118508961|XP_035904792.1|ASTE
OG0003326	LOC120431413|XP_039452472.1|CPIP	LOC118503736|XP_035893250.1|ASTE
OG0003327	LOC120413713|XP_039430568.1|CPIP	LOC118511556|XP_035910681.1|ASTE
OG0003328	LOC120426032|XP_039446643.1|CPIP	LOC118517419|XP_035919419.1|ASTE
OG0003329	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP	LOC118517414|XP_035919409.1|ASTE
OG0003330	LOC120421215|XP_039440352.1|CPIP	LOC118517437|XP_035919455.1|ASTE
OG0003331	LOC120412470|XP_039428891.1|CPIP	LOC118511217|XP_035909911.1|ASTE
OG0003332	LOC120426599|XP_039447324.1|CPIP	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE
OG0003333	LOC120423490|XP_039443261.1|CPIP	LOC118517409|XP_035919382.1|ASTE
OG0003334	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP	LOC118507006|XP_035900806.1|ASTE
OG0003336	LOC120417690|XP_039435760.1|CPIP	LOC118509307|XP_035905648.1|ASTE
OG0003337	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP	LOC118506145|XP_035898790.1|ASTE
OG0003338	LOC120416252|XP_039433889.1|CPIP	LOC118511791|XP_035911216.1|ASTE
OG0003339	LOC120419623|XP_039438298.1|CPIP	LOC118504467|XP_035894873.1|ASTE
OG0003340	LOC120419624|XP_039438301.1|CPIP	LOC118512175|XP_035912158.1|ASTE
OG0003341	LOC120417758|XP_039435853.1|CPIP	LOC118507714|XP_035902505.1|ASTE
OG0003342	LOC120417757|XP_039435850.1|CPIP	LOC118511275|XP_035910064.1|ASTE
OG0003343	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP	LOC118502505|XP_035890641.1|ASTE
OG0003344	LOC120426332|XP_039447026.1|CPIP	LOC118505649|XP_035897624.1|ASTE
OG0003345	LOC120418063|XP_039436602.1|CPIP	LOC118504313|XP_035894515.1|ASTE
OG0003346	LOC120415641|XP_039433173.1|CPIP	LOC118507295|XP_035901552.1|ASTE
OG0003347	LOC120416905|XP_039434737.1|CPIP	LOC118504845|XP_035895751.1|ASTE
OG0003348	LOC120424540|XP_039444638.1|CPIP	LOC118517484|XP_035919570.1|ASTE
OG0003349	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP	LOC118504119|XP_035894106.1|ASTE
OG0003350	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP	LOC118507613|XP_035902217.1|ASTE
OG0003351	LOC120422082|XP_039441362.1|CPIP	LOC118513065|XP_035914306.1|ASTE
OG0003352	LOC120414179|XP_039431187.1|CPIP	LOC118502616|XP_035890886.1|ASTE
OG0003353	LOC120423869|XP_039443751.1|CPIP	LOC118502356|XP_035890445.1|ASTE
OG0003354	LOC120423868|XP_039443749.1|CPIP	LOC118505009|XP_035896094.1|ASTE
OG0003355	LOC120418633|XP_039437049.1|CPIP	LOC118506785|XP_035900299.1|ASTE
OG0003356	LOC120419769|XP_039438568.1|CPIP	LOC118506738|XP_035900188.1|ASTE
OG0003357	LOC120419859|XP_039438673.1|CPIP	LOC118510233|XP_035907695.1|ASTE
OG0003358	LOC120429251|XP_039450398.1|CPIP	LOC118503405|XP_035892507.1|ASTE
OG0003359	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP	LOC118506147|XP_035898798.1|ASTE
OG0003360	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP	LOC118506212|XP_035898923.1|ASTE
OG0003361	LOC120419868|XP_039438658.1|CPIP	LOC118506302|XP_035899143.1|ASTE
OG0003362	LOC120425006|XP_039445311.1|CPIP	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE
OG0003363	LOC120425005|XP_039445305.1|CPIP	LOC118515492|XP_035917924.1|ASTE
OG0003364	LOC120424937|XP_039445176.1|CPIP	LOC118502667|XP_035891027.1|ASTE
OG0003365	LOC120425467|XP_039445933.1|CPIP	LOC118507645|XP_035902299.1|ASTE
OG0003366	LOC120428780|XP_039449800.1|CPIP	LOC118506493|XP_035899580.1|ASTE
OG0003367	LOC120431383|XP_039452447.1|CPIP	LOC118508286|XP_035903819.1|ASTE
OG0003368	LOC120429236|XP_039450380.1|CPIP	LOC118503935|XP_035893683.1|ASTE
OG0003369	LOC120429234|XP_039450379.1|CPIP	LOC118514783|XP_035917689.1|ASTE
OG0003370	LOC120431012|XP_039452104.1|CPIP	LOC118507626|XP_035902240.1|ASTE
OG0003371	LOC120427659|XP_039448467.1|CPIP	LOC118508463|XP_035904164.1|ASTE
OG0003372	LOC120416563|XP_039434233.1|CPIP	LOC118506447|XP_035899476.1|ASTE
OG0003373	LOC120428527|XP_039449490.1|CPIP	LOC118504477|XP_035894886.1|ASTE
OG0003374	LOC120430139|XP_039451160.1|CPIP	LOC118516471|XP_035918286.1|ASTE
OG0003375	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP	LOC118505599|XP_035897518.1|ASTE
OG0003376	LOC120429499|XP_039450505.1|CPIP	LOC118502714|XP_035891157.1|ASTE
OG0003377	LOC120429498|XP_039450503.1|CPIP	LOC118502672|XP_035891044.1|ASTE
OG0003378	LOC120425476|XP_039445945.1|CPIP	LOC118505571|XP_035897420.1|ASTE
OG0003379	LOC120425475|XP_039445944.1|CPIP	LOC118505570|XP_035897419.1|ASTE
OG0003380	LOC120425491|XP_039445973.1|CPIP	LOC118505576|XP_035897425.1|ASTE
OG0003381	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP	LOC118505586|XP_035897447.1|ASTE
OG0003382	LOC120425109|XP_039445438.1|CPIP	LOC118505587|XP_035897449.1|ASTE
OG0003383	LOC120427718|XP_039448553.1|CPIP	LOC118502662|XP_035891014.1|ASTE
OG0003384	LOC120429002|XP_039450076.1|CPIP	LOC118504491|XP_035894903.1|ASTE
OG0003386	LOC120431855|XP_039452925.1|CPIP	LOC118508481|XP_035904190.1|ASTE
OG0003387	LOC120431712|XP_039452773.1|CPIP	LOC118508480|XP_035904189.1|ASTE
OG0003388	LOC120431766|XP_039452821.1|CPIP	LOC118508478|XP_035904188.1|ASTE
OG0003389	LOC120432139|XP_039453204.1|CPIP	LOC118508465|XP_035904162.1|ASTE
OG0003390	LOC120417852|XP_039436005.1|CPIP	LOC118502921|XP_035891549.1|ASTE
OG0003391	LOC120421775|XP_039440976.1|CPIP	LOC118506378|XP_035899303.1|ASTE
OG0003392	LOC120416578|XP_039434250.1|CPIP	LOC118507800|XP_035902751.1|ASTE
OG0003393	LOC120418736|XP_039437143.1|CPIP	LOC118507548|XP_035902020.1|ASTE
OG0003394	LOC120417199|XP_039435099.1|CPIP	LOC118507543|XP_035902015.1|ASTE
OG0003395	LOC120417220|XP_039435115.1|CPIP	LOC118507541|XP_035902013.1|ASTE
OG0003396	LOC120432522|XP_039453673.1|CPIP	LOC118507533|XP_035901998.1|ASTE
OG0003397	LOC120420738|XP_039439766.1|CPIP	LOC118502545|XP_035890714.1|ASTE
OG0003398	LOC120420793|XP_039439840.1|CPIP	LOC118502551|XP_035890740.1|ASTE
OG0003399	LOC120420794|XP_039439841.1|CPIP	LOC118502552|XP_035890741.1|ASTE
OG0003400	LOC120431844|XP_039452907.1|CPIP	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE
OG0003401	LOC120422308|XP_039441633.1|CPIP	LOC118502914|XP_035891532.1|ASTE
OG0003402	LOC120424505|XP_039444590.1|CPIP	LOC118502421|XP_035890541.1|ASTE
OG0003403	LOC120424508|XP_039444595.1|CPIP	LOC118506776|XP_035900265.1|ASTE
OG0003404	LOC120429670|XP_039450632.1|CPIP	LOC118506781|XP_035900286.1|ASTE
OG0003405	LOC120428994|XP_039450066.1|CPIP	LOC118508453|XP_035904148.1|ASTE
OG0003406	LOC120430495|XP_039451526.1|CPIP	LOC118508450|XP_035904144.1|ASTE
OG0003407	LOC120430496|XP_039451527.1|CPIP	LOC118508455|XP_035904150.1|ASTE
OG0003408	LOC120428992|XP_039450065.1|CPIP	LOC118508447|XP_035904136.1|ASTE
OG0003409	LOC120428995|XP_039450068.1|CPIP	LOC118502847|XP_035891439.1|ASTE
OG0003410	LOC120426738|XP_039447449.1|CPIP	LOC118502912|XP_035891528.1|ASTE
OG0003411	LOC120421806|XP_039441017.1|CPIP	LOC118508294|XP_035903836.1|ASTE
OG0003412	LOC120421803|XP_039441015.1|CPIP	LOC118508298|XP_035903841.1|ASTE
OG0003413	LOC120416938|XP_039434792.1|CPIP	LOC118503592|XP_035892938.1|ASTE
OG0003414	LOC120415828|XP_039433397.1|CPIP	LOC118502370|XP_035890482.1|ASTE
OG0003415	LOC120416615|XP_039434351.1|CPIP	LOC118507475|XP_035901875.1|ASTE
OG0003416	LOC120416649|XP_039434396.1|CPIP	LOC118507476|XP_035901877.1|ASTE
OG0003417	LOC120415604|XP_039433134.1|CPIP	LOC118503565|XP_035892870.1|ASTE
OG0003418	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP	LOC118504433|XP_035894767.1|ASTE
OG0003419	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP	LOC118505335|XP_035896877.1|ASTE
OG0003420	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP	LOC118505334|XP_035896876.1|ASTE
OG0003421	LOC120428659|XP_039449640.1|CPIP	LOC118507521|XP_035901975.1|ASTE
OG0003422	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP	LOC118507846|XP_035902871.1|ASTE
OG0003423	LOC120431603|XP_039452641.1|CPIP	LOC118504669|XP_035895351.1|ASTE
OG0003424	LOC120426011|XP_039446617.1|CPIP	LOC118504661|XP_035895337.1|ASTE
OG0003425	LOC120426250|XP_039446922.1|CPIP	LOC118502900|XP_035891515.1|ASTE
OG0003426	LOC120422541|XP_039441939.1|CPIP	LOC118502835|XP_035891405.1|ASTE
OG0003427	LOC120422566|XP_039441986.1|CPIP	LOC118507502|XP_035901926.1|ASTE
OG0003428	LOC120425750|XP_039446290.1|CPIP	LOC118502715|XP_035891159.1|ASTE
OG0003429	LOC120418342|XP_039436625.1|CPIP	LOC118502913|XP_035891531.1|ASTE
OG0003430	LOC120415617|XP_039433150.1|CPIP	LOC118507795|XP_035902741.1|ASTE
OG0003431	LOC120427247|XP_039448036.1|CPIP	LOC118510940|XP_035909270.1|ASTE
OG0003432	LOC120423828|XP_039443690.1|CPIP	LOC118505445|XP_035897136.1|ASTE
OG0003433	LOC120418352|XP_039436639.1|CPIP	LOC118502755|XP_035891214.1|ASTE
OG0003434	LOC120428288|XP_039449214.1|CPIP	LOC118504975|XP_035896004.1|ASTE
OG0003435	LOC120418355|XP_039436642.1|CPIP	LOC118507885|XP_035903010.1|ASTE
OG0003436	LOC120431628|XP_039452674.1|CPIP	LOC118507648|XP_035902306.1|ASTE
OG0003437	LOC120431609|XP_039452650.1|CPIP	LOC118507644|XP_035902297.1|ASTE
OG0003438	LOC120426010|XP_039446616.1|CPIP	LOC118505013|XP_035896095.1|ASTE
OG0003439	LOC120426249|XP_039446921.1|CPIP	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE
OG0003440	LOC120416206|XP_039433881.1|CPIP	LOC118502699|XP_035891120.1|ASTE
OG0003441	LOC120427891|XP_039448759.1|CPIP	LOC118503295|XP_035892282.1|ASTE
OG0003442	LOC120427894|XP_039448762.1|CPIP	LOC118503285|XP_035892266.1|ASTE
OG0003443	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP	LOC118503279|XP_035892250.1|ASTE
OG0003444	LOC120417068|XP_039434963.1|CPIP	LOC118503037|XP_035891763.1|ASTE
OG0003445	LOC120416132|XP_039433738.1|CPIP	LOC118503029|XP_035891747.1|ASTE
OG0003446	LOC120415639|XP_039433175.1|CPIP	LOC118504286|XP_035894455.1|ASTE
OG0003447	LOC120415538|XP_039433041.1|CPIP	LOC118502453|XP_035890575.1|ASTE
OG0003448	LOC120414263|XP_039431310.1|CPIP	LOC118503301|XP_035892306.1|ASTE
OG0003449	LOC120414286|XP_039431351.1|CPIP	LOC118503299|XP_035892303.1|ASTE
OG0003450	LOC120424270|XP_039444266.1|CPIP	LOC118503302|XP_035892307.1|ASTE
OG0003451	LOC120424239|XP_039444237.1|CPIP	LOC118503031|XP_035891754.1|ASTE
OG0003452	LOC120424238|XP_039444236.1|CPIP	LOC118503028|XP_035891746.1|ASTE
OG0003453	LOC120425389|XP_039445840.1|CPIP	LOC118506943|XP_035900653.1|ASTE
OG0003454	LOC120425385|XP_039445834.1|CPIP	LOC118503276|XP_035892247.1|ASTE
OG0003455	LOC120425387|XP_039445838.1|CPIP	LOC118506892|XP_035900562.1|ASTE
OG0003456	LOC120423420|XP_039443157.1|CPIP	LOC118506877|XP_035900514.1|ASTE
OG0003457	LOC120423423|XP_039443163.1|CPIP	LOC118506872|XP_035900503.1|ASTE
OG0003458	LOC120425717|XP_039446258.1|CPIP	LOC118506869|XP_035900498.1|ASTE
OG0003459	LOC120429646|XP_039450606.1|CPIP	LOC118507189|XP_035901155.1|ASTE
OG0003460	LOC120417204|XP_039435104.1|CPIP	LOC118507905|XP_035903053.1|ASTE
OG0003461	LOC120414291|XP_039431356.1|CPIP	LOC118507882|XP_035903004.1|ASTE
OG0003462	LOC120425428|XP_039445890.1|CPIP	LOC118507902|XP_035903050.1|ASTE
OG0003463	LOC120424455|XP_039444522.1|CPIP	LOC118506444|XP_035899472.1|ASTE
OG0003464	LOC120427287|XP_039448072.1|CPIP	LOC118507910|XP_035903095.1|ASTE
OG0003465	LOC120431816|XP_039452869.1|CPIP	LOC118504905|XP_035895867.1|ASTE
OG0003466	LOC120421019|XP_039440075.1|CPIP	LOC118507876|XP_035902980.1|ASTE
OG0003469	LOC120430499|XP_039451530.1|CPIP	LOC118517619|XP_035919809.1|ASTE
OG0003470	LOC120428674|XP_039449657.1|CPIP	LOC118507829|XP_035902820.1|ASTE
OG0003471	LOC120428672|XP_039449656.1|CPIP	LOC118507837|XP_035902845.1|ASTE
OG0003472	LOC120421173|XP_039440302.1|CPIP	LOC118513812|XP_035915933.1|ASTE
OG0003473	LOC120423964|XP_039443886.1|CPIP	LOC118505176|XP_035896521.1|ASTE
OG0003474	LOC120425161|XP_039445524.1|CPIP	LOC118506460|XP_035899515.1|ASTE
OG0003475	LOC120426217|XP_039446859.1|CPIP	LOC118504287|XP_035894458.1|ASTE
OG0003476	LOC120427409|XP_039448205.1|CPIP	LOC118502700|XP_035891127.1|ASTE
OG0003477	LOC120424766|XP_039444904.1|CPIP	LOC118504690|XP_035895403.1|ASTE
OG0003478	LOC120421098|XP_039440177.1|CPIP	LOC118504437|XP_035894782.1|ASTE
OG0003479	LOC120417002|XP_039434879.1|CPIP	LOC118508302|XP_035903849.1|ASTE
OG0003480	LOC120428960|XP_039450033.1|CPIP	LOC118503229|XP_035892121.1|ASTE
OG0003481	LOC120428962|XP_039450035.1|CPIP	LOC118503228|XP_035892120.1|ASTE
OG0003482	LOC120428959|XP_039450031.1|CPIP	LOC118503227|XP_035892119.1|ASTE
OG0003483	LOC120425990|XP_039446582.1|CPIP	LOC118502931|XP_035891570.1|ASTE
OG0003484	LOC120422026|XP_039441284.1|CPIP	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE
OG0003485	LOC120430263|XP_039451282.1|CPIP	LOC118506797|XP_035900312.1|ASTE
OG0003486	LOC120430268|XP_039451289.1|CPIP	LOC118502439|XP_035890560.1|ASTE
OG0003487	LOC120422548|XP_039441949.1|CPIP	LOC118502966|XP_035891623.1|ASTE
OG0003488	LOC120432485|XP_039453636.1|CPIP	LOC118507997|XP_035903261.1|ASTE
OG0003489	LOC120414300|XP_039431368.1|CPIP	LOC118507570|XP_035902088.1|ASTE
OG0003490	LOC120414284|XP_039431348.1|CPIP	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE
OG0003491	LOC120414290|XP_039431355.1|CPIP	LOC118505146|XP_035896410.1|ASTE
OG0003492	LOC120427279|XP_039448063.1|CPIP	LOC118505235|XP_035896662.1|ASTE
OG0003493	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP	LOC118506361|XP_035899268.1|ASTE
OG0003494	LOC120429624|XP_039450588.1|CPIP	LOC118503112|XP_035891944.1|ASTE
OG0003495	LOC120423840|XP_039443722.1|CPIP	LOC118507842|XP_035902864.1|ASTE
OG0003496	LOC120421779|XP_039440982.1|CPIP	LOC118507849|XP_035902873.1|ASTE
OG0003497	LOC120423822|XP_039443679.1|CPIP	LOC118507814|XP_035902777.1|ASTE
OG0003498	LOC120423812|XP_039443666.1|CPIP	LOC118508379|XP_035904008.1|ASTE
OG0003499	LOC120423830|XP_039443704.1|CPIP	LOC118503462|XP_035892640.1|ASTE
OG0003500	LOC120424631|XP_039444731.1|CPIP	LOC118505442|XP_035897132.1|ASTE
OG0003502	LOC120417089|XP_039434999.1|CPIP	LOC118517709|XP_035920046.1|ASTE
OG0003503	LOC120425050|XP_039445357.1|CPIP	LOC118511915|XP_035911444.1|ASTE
OG0003504	LOC120425079|XP_039445409.1|CPIP	LOC118509112|XP_035905175.1|ASTE
OG0003505	LOC120425072|XP_039445382.1|CPIP	LOC118511923|XP_035911455.1|ASTE
OG0003506	LOC120420771|XP_039439814.1|CPIP	LOC118511953|XP_035911556.1|ASTE
OG0003507	LOC120420749|XP_039439779.1|CPIP	LOC118511940|XP_035911530.1|ASTE
OG0003508	LOC120414265|XP_039431318.1|CPIP	LOC118502947|XP_035891590.1|ASTE
OG0003509	LOC120425654|XP_039446169.1|CPIP	LOC118506817|XP_035900397.1|ASTE
OG0003510	LOC120425391|XP_039445842.1|CPIP	LOC118502833|XP_035891402.1|ASTE
OG0003511	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP	LOC118502821|XP_035891380.1|ASTE
OG0003512	LOC120432131|XP_039453198.1|CPIP	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE
OG0003513	LOC120422588|XP_039442013.1|CPIP	LOC118507802|XP_035902753.1|ASTE
OG0003515	LOC120425435|XP_039445900.1|CPIP	LOC118508579|XP_035904376.1|ASTE
OG0003516	LOC120425433|XP_039445897.1|CPIP	LOC118502952|XP_035891602.1|ASTE
OG0003517	LOC120417083|XP_039434995.1|CPIP	LOC118507742|XP_035902636.1|ASTE
OG0003518	LOC120428062|XP_039448955.1|CPIP	LOC118507782|XP_035902709.1|ASTE
OG0003519	LOC120428068|XP_039448970.1|CPIP	LOC118512121|XP_035911992.1|ASTE
OG0003520	LOC120428064|XP_039448957.1|CPIP	LOC118512047|XP_035911772.1|ASTE
OG0003521	LOC120428073|XP_039448981.1|CPIP	LOC118512087|XP_035911943.1|ASTE
OG0003522	LOC120428076|XP_039448986.1|CPIP	LOC118511457|XP_035910451.1|ASTE
OG0003523	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP	LOC118511455|XP_035910449.1|ASTE
OG0003524	LOC120428074|XP_039448984.1|CPIP	LOC118511459|XP_035910454.1|ASTE
OG0003525	LOC120430975|XP_039452041.1|CPIP	LOC118511462|XP_035910456.1|ASTE
OG0003527	LOC120430984|XP_039452080.1|CPIP	LOC118511471|XP_035910485.1|ASTE
OG0003529	LOC120428690|XP_039449692.1|CPIP	LOC118511485|XP_035910530.1|ASTE
OG0003530	LOC120428693|XP_039449695.1|CPIP	LOC118511487|XP_035910532.1|ASTE
OG0003531	LOC120427603|XP_039448414.1|CPIP	LOC118511495|XP_035910547.1|ASTE
OG0003532	LOC120427613|XP_039448428.1|CPIP	LOC118510169|XP_035907577.1|ASTE
OG0003533	LOC120423003|XP_039442559.1|CPIP	LOC118514423|XP_035917219.1|ASTE
OG0003534	LOC120424419|XP_039444463.1|CPIP	LOC118514432|XP_035917227.1|ASTE
OG0003535	LOC120430253|XP_039451272.1|CPIP	LOC118509834|XP_035906918.1|ASTE
OG0003536	LOC120421746|XP_039440953.1|CPIP	LOC118512962|XP_035914081.1|ASTE
OG0003537	LOC120424166|XP_039444150.1|CPIP	LOC118512208|XP_035912214.1|ASTE
OG0003538	LOC120424173|XP_039444159.1|CPIP	LOC118512190|XP_035912176.1|ASTE
OG0003539	LOC120424169|XP_039444152.1|CPIP	LOC118512192|XP_035912180.1|ASTE
OG0003540	LOC120424180|XP_039444170.1|CPIP	LOC118512183|XP_035912166.1|ASTE
OG0003541	LOC120417819|XP_039435959.1|CPIP	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE
OG0003542	LOC120417805|XP_039435937.1|CPIP	LOC118508908|XP_035904662.1|ASTE
OG0003543	LOC120417813|XP_039435950.1|CPIP	LOC118508895|XP_035904624.1|ASTE
OG0003544	LOC120417798|XP_039435930.1|CPIP	LOC118512086|XP_035911942.1|ASTE
OG0003545	LOC120419759|XP_039438516.1|CPIP	LOC118512107|XP_035911972.1|ASTE
OG0003546	LOC120419751|XP_039438502.1|CPIP	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE
OG0003547	LOC120419505|XP_039438136.1|CPIP	LOC118508876|XP_035904575.1|ASTE
OG0003548	LOC120419500|XP_039438125.1|CPIP	LOC118508870|XP_035904555.1|ASTE
OG0003549	LOC120419503|XP_039438135.1|CPIP	LOC118508882|XP_035904588.1|ASTE
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC118508885|XP_035904607.1|ASTE
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC118508862|XP_035904515.1|ASTE
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC118512023|XP_035911701.1|ASTE
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC118512022|XP_035911699.1|ASTE
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC118510475|XP_035908236.1|ASTE
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC118509020|XP_035904938.1|ASTE
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC118509603|XP_035906291.1|ASTE
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC118509607|XP_035906308.1|ASTE
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC118511268|XP_035910037.1|ASTE
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC118511499|XP_035910556.1|ASTE
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC118508914|XP_035904669.1|ASTE
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC118510559|XP_035908435.1|ASTE
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC118509922|XP_035907130.1|ASTE
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC118509512|XP_035906091.1|ASTE
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC118511369|XP_035910240.1|ASTE
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC118509626|XP_035906391.1|ASTE
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC118509641|XP_035906441.1|ASTE
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC118512944|XP_035914044.1|ASTE
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC118512995|XP_035914144.1|ASTE
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC118510495|XP_035908282.1|ASTE
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC118509244|XP_035905451.1|ASTE
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC118510540|XP_035908390.1|ASTE
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC118512201|XP_035912200.1|ASTE
