Orthogroup	CPIP.longest_only	AEAL.longest_only
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC109423873|XP_029735306.1|AEAL
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC109424237|XP_019554862.1|AEAL
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC109408575|XP_019537444.2|AEAL, LOC109423863|XP_029734411.1|AEAL
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC109423850|XP_029735293.1|AEAL, LOC115270206|XP_029735322.1|AEAL
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC115270218|XP_029735337.1|AEAL, LOC109430655|XP_019562291.2|AEAL, LOC115269733|XP_029734416.1|AEAL, LOC115270219|XP_029735338.1|AEAL
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC109423817|XP_019554408.1|AEAL, LOC115270270|XP_029735398.1|AEAL
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC109423791|XP_029735384.1|AEAL, LOC109430632|XP_029735455.1|AEAL
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC115254257|XP_029735510.1|AEAL, LOC109430597|XP_029735480.1|AEAL
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC109414268|XP_019543633.1|AEAL, LOC109423762|XP_029735538.1|AEAL
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC109414267|XP_019543632.1|AEAL, LOC109423678|XP_019554219.1|AEAL
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC109423761|XP_029735585.1|AEAL, LOC109414265|XP_019543631.2|AEAL
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC109414262|XP_029735549.1|AEAL, LOC109423757|XP_029735578.1|AEAL
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC109414261|XP_019543620.1|AEAL, LOC109423756|XP_029735550.1|AEAL
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC115270304|XP_029735552.1|AEAL, LOC109423754|XP_019554302.2|AEAL
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC109423746|XP_029735563.1|AEAL
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC109423738|XP_019554277.2|AEAL, LOC115265103|XP_029725195.1|AEAL
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC109414244|XP_019543600.1|AEAL, LOC115265102|XP_029725193.1|AEAL
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC109414236|XP_019543591.2|AEAL
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC109414231|XP_019543582.1|AEAL
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC109414229|XP_029715589.1|AEAL
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC109414228|XP_029715588.1|AEAL
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC109414219|XP_019543560.2|AEAL
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC109410272|XP_029716720.1|AEAL, LOC115266554|XP_029728715.1|AEAL
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC109410269|XP_029728695.1|AEAL
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC109411095|XP_029729054.1|AEAL, LOC109410266|XP_029728721.1|AEAL
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC109411098|XP_029728727.1|AEAL
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC109408161|XP_029728738.1|AEAL
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC115266560|XP_029728742.1|AEAL, LOC109411105|XP_019540096.2|AEAL
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC109408167|XP_029728744.1|AEAL
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC109411142|XP_029728779.1|AEAL
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC109408209|XP_019537001.2|AEAL, LOC109411143|XP_019540159.2|AEAL
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC109408214|XP_019537008.1|AEAL
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC109408232|XP_019537035.1|AEAL
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC109416492|XP_019546112.2|AEAL, LOC109416678|XP_019546279.2|AEAL
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC109414976|XP_019544364.2|AEAL
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC109414995|XP_029728974.1|AEAL
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC109398186|XP_019526049.2|AEAL
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC109405972|XP_029732835.1|AEAL
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC109404733|XP_019533200.2|AEAL
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC109414418|XP_019543769.1|AEAL
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC109428276|XP_019559553.2|AEAL, LOC109427956|XP_019559160.2|AEAL
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC109427944|XP_029710150.1|AEAL, LOC109428262|XP_029728330.1|AEAL
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC109427939|XP_029710140.1|AEAL, LOC109428257|XP_019559527.1|AEAL
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC109428255|XP_029710137.1|AEAL, LOC115266349|XP_029728340.1|AEAL
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC115271028|XP_029736308.1|AEAL, LOC109427922|XP_029728359.1|AEAL
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC115266355|XP_029728374.1|AEAL, LOC109428232|XP_019559488.2|AEAL
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC109427913|XP_029728373.1|AEAL, LOC115254006|XP_029714315.1|AEAL
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC109427911|XP_019559084.1|AEAL, LOC115255757|XP_029709741.1|AEAL
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC109428220|XP_029728390.1|AEAL
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC109427885|XP_019559031.2|AEAL
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC115258949|XP_029715334.1|AEAL
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC109424143|XP_029715480.1|AEAL
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC109433252|XP_029714970.1|AEAL, LOC115258738|XP_029714965.1|AEAL
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC109424261|XP_019554893.1|AEAL, LOC109433262|XP_029715097.1|AEAL
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC109433264|XP_019565236.2|AEAL, LOC109424282|XP_019554933.2|AEAL
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC109424435|XP_029714900.1|AEAL, LOC109433263|XP_029715696.1|AEAL
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC109424484|XP_029714837.1|AEAL
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC115258576|XP_029714646.1|AEAL, LOC109622904|XP_019932921.2|AEAL
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC115258596|XP_029714713.1|AEAL, LOC109622897|XP_019932912.1|AEAL
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC109622894|XP_019932908.1|AEAL, LOC115258548|XP_029714558.1|AEAL
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC109622871|XP_019932881.2|AEAL
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC109420089|XP_019549946.2|AEAL
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC109420088|XP_019549945.2|AEAL, LOC115255820|XP_029709866.1|AEAL
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC109420087|XP_019549944.1|AEAL, LOC115257864|XP_029713686.1|AEAL
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC115256042|XP_029710153.1|AEAL, LOC115256041|XP_029710145.1|AEAL, LOC109420041|XP_029710088.1|AEAL
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC109420085|XP_019549939.2|AEAL
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC109420082|XP_019549935.2|AEAL
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC109420081|XP_019549929.2|AEAL
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC109420080|XP_019549928.2|AEAL
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC109420062|XP_019549905.2|AEAL
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC115262431|XP_029720683.1|AEAL, LOC109407865|XP_029713470.1|AEAL
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC109407882|XP_029713465.1|AEAL, LOC109420057|XP_029720684.1|AEAL
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC109412008|XP_019541198.2|AEAL, LOC115253488|XP_029720685.1|AEAL
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC109412013|XP_019541202.2|AEAL
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC109400978|XP_029713285.1|AEAL, LOC109408234|XP_029716686.1|AEAL
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC109408279|XP_029716688.1|AEAL, LOC109400989|XP_029713259.1|AEAL
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC109400987|XP_029713777.1|AEAL, LOC109408320|XP_029713193.1|AEAL
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC109412350|XP_029712761.1|AEAL, LOC109416190|XP_029713001.1|AEAL
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC109416591|XP_029712659.1|AEAL, LOC109412354|XP_029712952.1|AEAL
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC109412366|XP_029712627.1|AEAL
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC109412371|XP_029712587.1|AEAL
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC109412372|XP_029712576.1|AEAL
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC109401402|XP_019529500.1|AEAL
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC109432885|XP_019564796.2|AEAL
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC115257113|XP_029712343.1|AEAL, LOC109401386|XP_029712413.1|AEAL
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC109432905|XP_029709650.1|AEAL, LOC109401399|XP_029711849.1|AEAL
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC115256848|XP_029711738.1|AEAL, LOC109432907|XP_029711899.1|AEAL
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC115256811|XP_029711636.1|AEAL, LOC109432903|XP_019564815.2|AEAL
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC109404650|XP_019533115.2|AEAL, LOC109401431|XP_029712187.1|AEAL
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC109433104|XP_029715450.1|AEAL
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC109433105|XP_019565040.2|AEAL
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC109411274|XP_019540346.2|AEAL, LOC109433143|XP_019565085.1|AEAL
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC109433070|XP_029711548.1|AEAL, LOC109411275|XP_029711494.1|AEAL
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC109433115|XP_029711448.1|AEAL, LOC109411279|XP_029711556.1|AEAL
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC109411286|XP_029711353.1|AEAL, LOC115256771|XP_029711587.1|AEAL
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC109411287|XP_029711333.1|AEAL
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC109433087|XP_019565022.2|AEAL
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC109433038|XP_029709481.1|AEAL, LOC109411292|XP_019540364.1|AEAL
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC109411293|XP_029711267.1|AEAL, LOC109433089|XP_019565024.2|AEAL
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC115256606|XP_029711278.1|AEAL, LOC109411294|XP_029711256.1|AEAL
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC109411791|XP_029711191.1|AEAL, LOC115261031|XP_029718258.1|AEAL
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC109419982|XP_029711174.1|AEAL
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC109419991|XP_019549829.2|AEAL
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC109420079|XP_019549933.2|AEAL
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC109420179|XP_019550054.2|AEAL
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC109401721|XP_019529858.2|AEAL
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC109420353|XP_029710819.1|AEAL
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC109401715|XP_029710808.1|AEAL
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC109401710|XP_029710731.1|AEAL
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC109401720|XP_029710720.1|AEAL
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC115259263|XP_029715657.1|AEAL, LOC109420561|XP_029710624.1|AEAL
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC109420580|XP_029710517.1|AEAL, LOC109623154|XP_019933200.2|AEAL
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC109420723|XP_019550727.1|AEAL
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC109420734|XP_029724988.1|AEAL
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC115264946|XP_029724982.1|AEAL, LOC109621990|XP_029725005.1|AEAL
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC109409008|XP_029724972.1|AEAL, LOC115264932|XP_029724931.1|AEAL, LOC109621974|XP_029730046.1|AEAL
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC109409005|XP_029730034.1|AEAL, LOC115253535|XP_029724929.1|AEAL, LOC109621964|XP_019931726.1|AEAL
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC109622033|XP_029730045.1|AEAL, LOC115264980|XP_029725025.1|AEAL, LOC109415057|XP_019544457.2|AEAL
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC109621952|XP_029724957.1|AEAL, LOC109415044|XP_019544438.2|AEAL
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC109621263|XP_029724895.1|AEAL, LOC109404201|XP_029724952.1|AEAL
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC109414019|XP_029724860.1|AEAL
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC109414018|XP_029724851.1|AEAL
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC109400333|XP_019528371.1|AEAL, LOC109425183|XP_019555984.1|AEAL
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC109425181|XP_019555981.2|AEAL, LOC115254141|XP_029724834.1|AEAL
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC109425163|XP_019555951.2|AEAL
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC109429437|XP_019560936.1|AEAL
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC109425141|XP_029724801.1|AEAL
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC109429414|XP_019560912.2|AEAL
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC109429400|XP_029724794.1|AEAL
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC109425126|XP_019555869.2|AEAL, LOC109429390|XP_029729547.1|AEAL
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC109425123|XP_029729520.1|AEAL, LOC115266946|XP_029729533.1|AEAL
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC109425117|XP_029729499.1|AEAL, LOC109429380|XP_029729510.1|AEAL
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC115266928|XP_029729484.1|AEAL, LOC109429443|XP_029733877.1|AEAL, LOC109429378|XP_029729509.1|AEAL, LOC109409635|XP_029729498.1|AEAL
OG0005310	LOC120416323|XP_039433979.1|CPIP	LOC109429374|XP_019560817.1|AEAL, LOC115260391|XP_029717210.1|AEAL
OG0005311	LOC120416324|XP_039433980.1|CPIP	LOC109409628|XP_029729478.1|AEAL, LOC109429371|XP_029717211.1|AEAL
OG0005312	LOC120416299|XP_039433952.1|CPIP	LOC109429367|XP_029729488.1|AEAL, LOC109409623|XP_029729469.1|AEAL
OG0005313	LOC120413114|XP_039429755.1|CPIP	LOC109408139|XP_029709990.1|AEAL, LOC109413637|XP_029729443.1|AEAL
OG0005314	LOC120413088|XP_039429728.1|CPIP	LOC109408137|XP_029715535.1|AEAL, LOC109413597|XP_029729440.1|AEAL
OG0005315	LOC120413084|XP_039429723.1|CPIP	LOC109408136|XP_019548787.1|AEAL, LOC109408130|XP_029715520.1|AEAL
OG0005316	LOC120413119|XP_039429762.1|CPIP	LOC109408126|XP_019536889.2|AEAL
OG0005317	LOC120413085|XP_039429725.1|CPIP	LOC109408120|XP_019536884.2|AEAL
OG0005318	LOC120413105|XP_039429745.1|CPIP	LOC109419060|XP_029729425.1|AEAL
OG0005319	LOC120428542|XP_039449508.1|CPIP	LOC109408104|XP_019536863.2|AEAL
OG0005320	LOC120428544|XP_039449510.1|CPIP	LOC109408103|XP_019536861.2|AEAL
OG0005321	LOC120418946|XP_039437418.1|CPIP	LOC115258880|XP_029715182.1|AEAL, LOC115258944|XP_029715322.1|AEAL
OG0005322	LOC120427588|XP_039448404.1|CPIP	LOC109409313|XP_019538304.2|AEAL, LOC109419114|XP_019548880.2|AEAL
OG0005323	LOC120428509|XP_039449459.1|CPIP	LOC109419512|XP_029714569.1|AEAL, LOC115258767|XP_029715025.1|AEAL
OG0005324	LOC120428265|XP_039449196.1|CPIP	LOC109409296|XP_029714573.1|AEAL, LOC109419529|XP_029714556.1|AEAL
OG0005325	LOC120428207|XP_039449121.1|CPIP	LOC109419531|XP_029714542.1|AEAL, LOC109409290|XP_029715073.1|AEAL
OG0005326	LOC120427994|XP_039448893.1|CPIP	LOC109409293|XP_029714806.1|AEAL, LOC109419533|XP_019549297.2|AEAL
OG0005327	LOC120428594|XP_039449554.1|CPIP	LOC109409288|XP_029714826.1|AEAL, LOC109419535|XP_029714582.1|AEAL
OG0005328	LOC120425905|XP_039446458.1|CPIP	LOC109409267|XP_019538232.2|AEAL
OG0005329	LOC120425915|XP_039446469.1|CPIP	LOC109409265|XP_029714878.1|AEAL
OG0005330	LOC120425914|XP_039446468.1|CPIP	LOC109409264|XP_019538228.2|AEAL
OG0005331	LOC120414748|XP_039431998.1|CPIP	LOC109419613|XP_019549387.1|AEAL
OG0005332	LOC120414772|XP_039432020.1|CPIP	LOC109419611|XP_029714560.1|AEAL
OG0005333	LOC120429763|XP_039450750.1|CPIP	LOC109622824|XP_019932825.2|AEAL, LOC115258586|XP_029714688.1|AEAL
OG0005334	LOC120430192|XP_039451207.1|CPIP	LOC115258721|XP_029714937.1|AEAL, LOC109397548|XP_019525396.1|AEAL
OG0005335	LOC120427331|XP_039448114.1|CPIP	LOC109622803|XP_019932804.2|AEAL, LOC109397520|XP_019525365.2|AEAL
OG0005336	LOC120427330|XP_039448113.1|CPIP	LOC109397519|XP_029714757.1|AEAL, LOC109621499|XP_019931087.2|AEAL
OG0005337	LOC120424365|XP_039444394.1|CPIP	LOC109622812|XP_029721610.1|AEAL, LOC109397532|XP_029714520.1|AEAL
OG0005338	LOC120418429|XP_039436742.1|CPIP	LOC115258526|XP_029714518.1|AEAL
OG0005339	LOC120418426|XP_039436738.1|CPIP	LOC109418499|XP_029715164.1|AEAL
OG0005340	LOC120418399|XP_039436707.1|CPIP	LOC109622835|XP_019932839.2|AEAL
OG0005341	LOC120418414|XP_039436728.1|CPIP	LOC109622837|XP_019932841.2|AEAL
OG0005342	LOC120418406|XP_039436716.1|CPIP	LOC109622838|XP_019932842.1|AEAL
OG0005343	LOC120418412|XP_039436724.1|CPIP	LOC109398617|XP_029715282.1|AEAL
OG0005344	LOC120420832|XP_039439887.1|CPIP	LOC109404696|XP_029714673.1|AEAL, LOC109398642|XP_029714674.1|AEAL
OG0005345	LOC120420804|XP_039439859.1|CPIP	LOC109398627|XP_019526554.1|AEAL, LOC109404784|XP_019533273.1|AEAL
OG0005346	LOC120420160|XP_039439062.1|CPIP	LOC109407063|XP_019535636.1|AEAL
OG0005347	LOC120420574|XP_039439591.1|CPIP	LOC109407088|XP_029715186.1|AEAL
OG0005348	LOC120419662|XP_039438363.1|CPIP	LOC109407182|XP_029715194.1|AEAL, LOC115258558|XP_029714598.1|AEAL
OG0005349	LOC120420052|XP_039438900.1|CPIP	LOC109407204|XP_029714599.1|AEAL
OG0005350	LOC120420253|XP_039439184.1|CPIP	LOC109407208|XP_029716567.1|AEAL, LOC109405872|XP_019534476.2|AEAL
OG0005351	LOC120420234|XP_039439160.1|CPIP	LOC109405879|XP_029714432.1|AEAL, LOC109407209|XP_019535736.2|AEAL
OG0005352	LOC120420360|XP_039439298.1|CPIP	LOC109405894|XP_029714527.1|AEAL
OG0005353	LOC120420071|XP_039438932.1|CPIP	LOC109405902|XP_029714622.1|AEAL, LOC109407217|XP_029714701.1|AEAL
OG0005354	LOC120420475|XP_039439450.1|CPIP	LOC109407223|XP_019535763.2|AEAL
OG0005355	LOC120420606|XP_039439620.1|CPIP	LOC109414300|XP_029715313.1|AEAL, LOC109407233|XP_019535772.1|AEAL
OG0005356	LOC120420683|XP_039439716.1|CPIP	LOC109414301|XP_019543662.2|AEAL, LOC109407234|XP_029714716.1|AEAL
OG0005357	LOC120420642|XP_039439658.1|CPIP	LOC115258575|XP_029714641.1|AEAL, LOC109414304|XP_029714649.1|AEAL
OG0005358	LOC120420656|XP_039439683.1|CPIP	LOC115258708|XP_029714921.1|AEAL, LOC109407243|XP_019535793.2|AEAL
OG0005359	LOC120427825|XP_039448687.1|CPIP	LOC109414310|XP_029715321.1|AEAL
OG0005360	LOC120428341|XP_039449277.1|CPIP	LOC115258624|XP_029714778.1|AEAL, LOC109407248|XP_019535800.1|AEAL
OG0005361	LOC120427756|XP_039448603.1|CPIP	LOC109407254|XP_029715177.1|AEAL, LOC109414323|XP_029715175.1|AEAL, LOC115258805|XP_029715094.1|AEAL
OG0005362	LOC120428483|XP_039449431.1|CPIP	LOC109424217|XP_029714804.1|AEAL, LOC109414335|XP_019543699.2|AEAL, LOC115254018|XP_029714794.1|AEAL
OG0005363	LOC120429755|XP_039450737.1|CPIP	LOC109414343|XP_019543705.2|AEAL, LOC115261755|XP_029719500.1|AEAL
OG0005365	LOC120424089|XP_039444037.1|CPIP	LOC109420935|XP_019550957.2|AEAL, LOC109412652|XP_019541824.2|AEAL
OG0005366	LOC120420601|XP_039439608.1|CPIP	LOC115257988|XP_029713832.1|AEAL
OG0005367	LOC120421944|XP_039441184.1|CPIP	LOC115258720|XP_029714933.1|AEAL, LOC109420963|XP_029715019.1|AEAL
OG0005368	LOC120421947|XP_039441191.1|CPIP	LOC109420965|XP_019550984.1|AEAL
OG0005369	LOC120421950|XP_039441194.1|CPIP	LOC115258571|XP_029714619.1|AEAL, LOC109429368|XP_019560811.2|AEAL
OG0005370	LOC120421948|XP_039441192.1|CPIP	LOC115254022|XP_029715155.1|AEAL, LOC109428433|XP_019559738.2|AEAL
OG0005371	LOC120421953|XP_039441198.1|CPIP	LOC109428452|XP_019559766.2|AEAL, LOC109420969|XP_019550987.2|AEAL
OG0005372	LOC120423469|XP_039443228.1|CPIP	LOC115255029|XP_029708599.1|AEAL, LOC115255040|XP_029708626.1|AEAL
OG0005373	LOC120422507|XP_039441896.1|CPIP	LOC109428736|XP_019560111.1|AEAL
OG0005374	LOC120415493|XP_039432996.1|CPIP	LOC109428782|XP_029714621.1|AEAL
OG0005375	LOC120415470|XP_039432964.1|CPIP	LOC109421009|XP_019551040.2|AEAL
OG0005376	LOC120415465|XP_039432953.1|CPIP	LOC109428821|XP_029714885.1|AEAL, LOC109421015|XP_029714939.1|AEAL
OG0005377	LOC120416080|XP_039433691.1|CPIP	LOC115268660|XP_029732632.1|AEAL, LOC109429109|XP_019560505.1|AEAL
OG0005378	LOC120419619|XP_039438297.1|CPIP	LOC109428583|XP_029714802.1|AEAL, LOC109421075|XP_029714613.1|AEAL
OG0005379	LOC120420170|XP_039439073.1|CPIP	LOC109428608|XP_019559947.2|AEAL, LOC109421079|XP_019551118.2|AEAL
OG0005380	LOC120420028|XP_039438865.1|CPIP	LOC109428598|XP_029714479.1|AEAL, LOC109398524|XP_029714575.1|AEAL
OG0005381	LOC120425343|XP_039445770.1|CPIP	LOC109416522|XP_029730009.1|AEAL, LOC109398535|XP_029714510.1|AEAL
OG0005382	LOC120425342|XP_039445769.1|CPIP	LOC109398534|XP_019526463.2|AEAL
OG0005383	LOC120412784|XP_039429305.1|CPIP	LOC109410191|XP_029715088.1|AEAL, LOC109405688|XP_019534293.2|AEAL
OG0005384	LOC120423646|XP_039443453.1|CPIP	LOC115258815|XP_029715107.1|AEAL, LOC109405698|XP_019534303.2|AEAL
OG0005385	LOC120430376|XP_039451409.1|CPIP	LOC109410206|XP_019539275.2|AEAL
OG0005386	LOC120423131|XP_039442745.1|CPIP	LOC109417518|XP_029721823.1|AEAL, LOC115258831|XP_029715126.1|AEAL
OG0005387	LOC120423139|XP_039442753.1|CPIP	LOC109417539|XP_019547161.1|AEAL, LOC109410223|XP_029729291.1|AEAL
OG0005388	LOC120420894|XP_039439949.1|CPIP	LOC115255416|XP_029709388.1|AEAL, LOC109417636|XP_019547224.1|AEAL
OG0005389	LOC120424369|XP_039444399.1|CPIP	LOC109417654|XP_019547252.2|AEAL, LOC109622149|XP_019931926.2|AEAL
OG0005391	LOC120415466|XP_039432958.1|CPIP	LOC109417710|XP_029709189.1|AEAL, LOC109417761|XP_029709211.1|AEAL, LOC115253944|XP_029709209.1|AEAL
OG0005392	LOC120415459|XP_039432947.1|CPIP	LOC109417715|XP_019547358.1|AEAL
OG0005393	LOC120415487|XP_039432988.1|CPIP	LOC109417716|XP_019547359.1|AEAL, LOC115255323|XP_029709191.1|AEAL
OG0005394	LOC120419191|XP_039437795.1|CPIP	LOC109417717|XP_029709185.1|AEAL
OG0005395	LOC120419178|XP_039437771.1|CPIP	LOC109417721|XP_019547370.2|AEAL, LOC109430623|XP_019524832.2|AEAL
OG0005396	LOC120413569|XP_039430382.1|CPIP	LOC109423693|XP_029709154.1|AEAL
OG0005397	LOC120413572|XP_039430392.1|CPIP	LOC109417738|XP_019547400.2|AEAL
OG0005398	LOC120415972|XP_039433555.1|CPIP	LOC115255300|XP_029709142.1|AEAL, LOC109420023|XP_029709098.1|AEAL
OG0005399	LOC120416801|XP_039434612.1|CPIP	LOC109419998|XP_029709079.1|AEAL, LOC109417771|XP_029709101.1|AEAL
OG0005400	LOC120422510|XP_039441899.1|CPIP	LOC109419400|XP_029709062.1|AEAL, LOC115255479|XP_029709463.1|AEAL
OG0005401	LOC120416097|XP_039433714.1|CPIP	LOC115257262|XP_029712562.1|AEAL, LOC109415355|XP_019544801.2|AEAL
OG0005402	LOC120416067|XP_039433667.1|CPIP	LOC109415604|XP_029709018.1|AEAL, LOC115253486|XP_029709030.1|AEAL
OG0005403	LOC120416107|XP_039433724.1|CPIP	LOC109407176|XP_019535706.1|AEAL, LOC115255218|XP_029709021.1|AEAL
