Orthogroup	CPIP.longest_only	DGUA.longest_only
OG0003540	LOC120424180|XP_039444170.1|CPIP	LOC117589144|XP_034136721.1|DGUA
OG0003541	LOC120417819|XP_039435959.1|CPIP	LOC117585599|XP_034131035.1|DGUA
OG0003542	LOC120417805|XP_039435937.1|CPIP	LOC117578861|XP_034120541.1|DGUA
OG0003543	LOC120417813|XP_039435950.1|CPIP	LOC117588685|XP_034136025.1|DGUA
OG0003544	LOC120417798|XP_039435930.1|CPIP	LOC117579519|XP_034121317.1|DGUA
OG0003545	LOC120419759|XP_039438516.1|CPIP	LOC117580253|XP_034122569.1|DGUA
OG0003546	LOC120419751|XP_039438502.1|CPIP	LOC117580204|XP_034122489.1|DGUA
OG0003547	LOC120419505|XP_039438136.1|CPIP	LOC117591982|XP_034141313.1|DGUA
OG0003548	LOC120419500|XP_039438125.1|CPIP	LOC117584043|XP_034128711.1|DGUA
OG0003549	LOC120419503|XP_039438135.1|CPIP	LOC117584205|XP_034128906.1|DGUA
OG0003550	LOC120429771|XP_039450762.1|CPIP	LOC117592433|XP_034142079.1|DGUA
OG0003551	LOC120417809|XP_039435942.1|CPIP	LOC117578772|XP_034120368.1|DGUA
OG0003552	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP	LOC117583206|XP_034127307.1|DGUA
OG0003553	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP	LOC117592420|XP_034142053.1|DGUA
OG0003554	LOC120419746|XP_039438483.1|CPIP	LOC117589086|XP_034136614.1|DGUA
OG0003555	LOC120417397|XP_039435358.1|CPIP	LOC117579702|XP_034121584.1|DGUA
OG0003556	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP	LOC117580505|XP_034122983.1|DGUA
OG0003557	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP	LOC117580506|XP_034122986.1|DGUA
OG0003558	LOC120414214|XP_039431247.1|CPIP	LOC117579052|XP_034120639.1|DGUA
OG0003559	LOC120429274|XP_039450425.1|CPIP	LOC117589362|XP_034137149.1|DGUA
OG0003560	LOC120422644|XP_039442081.1|CPIP	LOC117579731|XP_034121619.1|DGUA
OG0003561	LOC120422627|XP_039442056.1|CPIP	LOC117592167|XP_034141652.1|DGUA
OG0003562	LOC120422625|XP_039442053.1|CPIP	LOC117592573|XP_034142349.1|DGUA
OG0003563	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP	LOC117585757|XP_034131304.1|DGUA
OG0003564	LOC120431622|XP_039452667.1|CPIP	LOC117580111|XP_034122281.1|DGUA
OG0003565	LOC120412866|XP_039429424.1|CPIP	LOC117579508|XP_034121302.1|DGUA
OG0003566	LOC120422914|XP_039442413.1|CPIP	LOC117589952|XP_034138134.1|DGUA
OG0003567	LOC120422917|XP_039442422.1|CPIP	LOC117583053|XP_034127118.1|DGUA
OG0003568	LOC120423649|XP_039443455.1|CPIP	LOC117582536|XP_034126275.1|DGUA
OG0003569	LOC120413503|XP_039430292.1|CPIP	LOC117589041|XP_034136560.1|DGUA
OG0003570	LOC120415771|XP_039433321.1|CPIP	LOC117578591|XP_034120065.1|DGUA
OG0003571	LOC120427373|XP_039448167.1|CPIP	LOC117579981|XP_034122050.1|DGUA
OG0003572	LOC120427089|XP_039447875.1|CPIP	LOC117581615|XP_034124888.1|DGUA
OG0003573	LOC120426403|XP_039447097.1|CPIP	LOC117578621|XP_034120116.1|DGUA
OG0003574	LOC120427476|XP_039448279.1|CPIP	LOC117588850|XP_034136240.1|DGUA
OG0003575	LOC120428985|XP_039450057.1|CPIP	LOC117588879|XP_034136279.1|DGUA
OG0003576	LOC120432608|XP_039453789.1|CPIP	LOC117587213|XP_034133659.1|DGUA
OG0003577	LOC120432601|XP_039453777.1|CPIP	LOC117580387|XP_034122816.1|DGUA
OG0003578	LOC120427142|XP_039447935.1|CPIP	LOC117580301|XP_034122680.1|DGUA
OG0003579	LOC120426579|XP_039447302.1|CPIP	LOC117592630|XP_034142457.1|DGUA
OG0003580	LOC120426850|XP_039447580.1|CPIP	LOC117590566|XP_034139202.1|DGUA
OG0003581	LOC120427329|XP_039448116.1|CPIP	LOC117579793|XP_034121753.1|DGUA
OG0003582	LOC120425995|XP_039446592.1|CPIP	LOC117580353|XP_034122762.1|DGUA
OG0003583	LOC120425696|XP_039446217.1|CPIP	LOC117592464|XP_034142184.1|DGUA
OG0003584	LOC120426360|XP_039447057.1|CPIP	LOC117586307|XP_034132160.1|DGUA
OG0003585	LOC120425830|XP_039446386.1|CPIP	LOC117580372|XP_034122795.1|DGUA
OG0003586	LOC120428814|XP_039449850.1|CPIP	LOC117590583|XP_034139230.1|DGUA
OG0003587	LOC120425974|XP_039446562.1|CPIP	LOC117582088|XP_034125541.1|DGUA
OG0003588	LOC120422331|XP_039441660.1|CPIP	LOC117583002|XP_034127044.1|DGUA
OG0003589	LOC120422349|XP_039441679.1|CPIP	LOC117586538|XP_034132568.1|DGUA
OG0003590	LOC120420566|XP_039439575.1|CPIP	LOC117586929|XP_034133182.1|DGUA
OG0003591	LOC120429984|XP_039451013.1|CPIP	LOC117586970|XP_034133235.1|DGUA
OG0003592	LOC120422847|XP_039442326.1|CPIP	LOC117589383|XP_034137188.1|DGUA
OG0003594	LOC120415748|XP_039433289.1|CPIP	LOC117580309|XP_034122693.1|DGUA
OG0003595	LOC120415739|XP_039433274.1|CPIP	LOC117592184|XP_034141675.1|DGUA
OG0003596	LOC120415735|XP_039433264.1|CPIP	LOC117578794|XP_034120407.1|DGUA
OG0003597	LOC120415752|XP_039433294.1|CPIP	LOC117592607|XP_034142382.1|DGUA
OG0003598	LOC120428572|XP_039449539.1|CPIP	LOC117579336|XP_034121052.1|DGUA
OG0003599	LOC120424877|XP_039445071.1|CPIP	LOC117584588|XP_034129456.1|DGUA
OG0003600	LOC120424883|XP_039445081.1|CPIP	LOC117589322|XP_034137036.1|DGUA
OG0003601	LOC120418863|XP_039437332.1|CPIP	LOC117590332|XP_034138721.1|DGUA
OG0003602	LOC120418856|XP_039437317.1|CPIP	LOC117592043|XP_034141422.1|DGUA
OG0003603	LOC120430196|XP_039451213.1|CPIP	LOC117586818|XP_034132988.1|DGUA
OG0003604	LOC120430042|XP_039451068.1|CPIP	LOC117587978|XP_034134877.1|DGUA
OG0003605	LOC120430147|XP_039451169.1|CPIP	LOC117585283|XP_034130601.1|DGUA
OG0003606	LOC120430158|XP_039451177.1|CPIP	LOC117587109|XP_034133497.1|DGUA
OG0003607	LOC120430016|XP_039451048.1|CPIP	LOC117591955|XP_034141270.1|DGUA
OG0003608	LOC120422884|XP_039442378.1|CPIP	LOC117579345|XP_034121062.1|DGUA
OG0003609	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP	LOC117583795|XP_034128271.1|DGUA
OG0003610	LOC120416555|XP_039434221.1|CPIP	LOC117579455|XP_034121233.1|DGUA
OG0003611	LOC120430951|XP_039452008.1|CPIP	LOC117586883|XP_034133100.1|DGUA
OG0003612	LOC120429260|XP_039450413.1|CPIP	LOC117579801|XP_034121771.1|DGUA
OG0003613	LOC120423179|XP_039442804.1|CPIP	LOC117585679|XP_034131176.1|DGUA
OG0003614	LOC120423180|XP_039442805.1|CPIP	LOC117585683|XP_034131190.1|DGUA
OG0003615	LOC120420670|XP_039439702.1|CPIP	LOC117579552|XP_034121366.1|DGUA
OG0003616	LOC120412428|XP_039428821.1|CPIP	LOC117592080|XP_034141483.1|DGUA
OG0003617	LOC120426803|XP_039447521.1|CPIP	LOC117592137|XP_034141577.1|DGUA
OG0003618	LOC120426802|XP_039447516.1|CPIP	LOC117592135|XP_034141571.1|DGUA
OG0003619	LOC120428619|XP_039449597.1|CPIP	LOC117587356|XP_034133892.1|DGUA
OG0003620	LOC120413201|XP_039429850.1|CPIP	LOC117592368|XP_034141958.1|DGUA
OG0003621	LOC120431468|XP_039452516.1|CPIP	LOC117587326|XP_034133849.1|DGUA
OG0003622	LOC120431467|XP_039452515.1|CPIP	LOC117587324|XP_034133846.1|DGUA
OG0003623	LOC120421532|XP_039440685.1|CPIP	LOC117592518|XP_034142259.1|DGUA
OG0003624	LOC120428750|XP_039449765.1|CPIP	LOC117592063|XP_034141456.1|DGUA
OG0003625	LOC120428754|XP_039449770.1|CPIP	LOC117581571|XP_034124811.1|DGUA
OG0003626	LOC120413254|XP_039429917.1|CPIP	LOC117588088|XP_034135052.1|DGUA
OG0003627	LOC120413253|XP_039429916.1|CPIP	LOC117584502|XP_034129329.1|DGUA
OG0003628	LOC120413218|XP_039429873.1|CPIP	LOC117578886|XP_034120574.1|DGUA
OG0003629	LOC120413235|XP_039429899.1|CPIP	LOC117589891|XP_034138056.1|DGUA
OG0003630	LOC120413221|XP_039429881.1|CPIP	LOC117591278|XP_034140371.1|DGUA
OG0003631	LOC120413214|XP_039429866.1|CPIP	LOC117580137|XP_034122326.1|DGUA
OG0003632	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP	LOC117589261|XP_034136929.1|DGUA
OG0003633	LOC120418504|XP_039436875.1|CPIP	LOC117580156|XP_034122366.1|DGUA
OG0003634	LOC120413204|XP_039429854.1|CPIP	LOC117587019|XP_034133322.1|DGUA
OG0003635	LOC120413156|XP_039429798.1|CPIP	LOC117589198|XP_034136817.1|DGUA
OG0003636	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP	LOC117578804|XP_034120424.1|DGUA
OG0003637	LOC120418500|XP_039436871.1|CPIP	LOC117588648|XP_034135974.1|DGUA
OG0003638	LOC120424827|XP_039444982.1|CPIP	LOC117580462|XP_034122926.1|DGUA
OG0003639	LOC120424848|XP_039445030.1|CPIP	LOC117587773|XP_034134602.1|DGUA
OG0003640	LOC120420077|XP_039438936.1|CPIP	LOC117578425|XP_034119777.1|DGUA
OG0003641	LOC120420075|XP_039438933.1|CPIP	LOC117578535|XP_034119993.1|DGUA
OG0003642	LOC120420104|XP_039438985.1|CPIP	LOC117578866|XP_034120549.1|DGUA
OG0003643	LOC120420090|XP_039438956.1|CPIP	LOC117592150|XP_034141611.1|DGUA
OG0003644	LOC120420063|XP_039438911.1|CPIP	LOC117578655|XP_034120164.1|DGUA
OG0003645	LOC120429150|XP_039450289.1|CPIP	LOC117579197|XP_034120858.1|DGUA
OG0003646	LOC120429154|XP_039450296.1|CPIP	LOC117589309|XP_034136998.1|DGUA
OG0003647	LOC120416508|XP_039434160.1|CPIP	LOC117579274|XP_034120960.1|DGUA
OG0003648	LOC120416529|XP_039434180.1|CPIP	LOC117583943|XP_034128532.1|DGUA
OG0003649	LOC120428834|XP_039449884.1|CPIP	LOC117584989|XP_034130107.1|DGUA
OG0003650	LOC120428833|XP_039449883.1|CPIP	LOC117584084|XP_034128723.1|DGUA, LOC117581536|XP_034124742.1|DGUA
OG0003651	LOC120413475|XP_039430248.1|CPIP	LOC117582866|XP_034126827.1|DGUA
OG0003652	LOC120418018|XP_039436195.1|CPIP	LOC117587062|XP_034133394.1|DGUA
OG0003653	LOC120418047|XP_039436229.1|CPIP	LOC117580463|XP_034122927.1|DGUA
OG0003654	LOC120424198|XP_039444190.1|CPIP	LOC117587258|XP_034133722.1|DGUA
OG0003655	LOC120425592|XP_039446107.1|CPIP	LOC117588232|XP_034135272.1|DGUA
OG0003656	LOC120425586|XP_039446097.1|CPIP	LOC117587311|XP_034133825.1|DGUA
OG0003657	LOC120418933|XP_039437404.1|CPIP	LOC117586834|XP_034133016.1|DGUA
OG0003658	LOC120418923|XP_039437387.1|CPIP	LOC117586246|XP_034132075.1|DGUA
OG0003659	LOC120418921|XP_039437385.1|CPIP	LOC117589027|XP_034136546.1|DGUA
OG0003660	LOC120418907|XP_039437368.1|CPIP	LOC117588984|XP_034136468.1|DGUA
OG0003661	LOC120420644|XP_039439656.1|CPIP	LOC117589111|XP_034136678.1|DGUA
OG0003662	LOC120420685|XP_039439714.1|CPIP	LOC117586856|XP_034133043.1|DGUA
OG0003663	LOC120412381|XP_039428743.1|CPIP	LOC117580389|XP_034122820.1|DGUA
OG0003664	LOC120412380|XP_039428739.1|CPIP	LOC117580423|XP_034122866.1|DGUA
OG0003665	LOC120412390|XP_039428765.1|CPIP	LOC117592467|XP_034142194.1|DGUA
OG0003666	LOC120412392|XP_039428773.1|CPIP	LOC117578441|XP_034119854.1|DGUA
OG0003667	LOC120413486|XP_039430270.1|CPIP	LOC117580170|XP_034122385.1|DGUA
OG0003668	LOC120412619|XP_039429103.1|CPIP	LOC117591787|XP_034141031.1|DGUA
OG0003669	LOC120421527|XP_039440680.1|CPIP	LOC117592693|XP_034142548.1|DGUA
OG0003670	LOC120421526|XP_039440679.1|CPIP	LOC117592689|XP_034142544.1|DGUA
OG0003671	LOC120429132|XP_039450264.1|CPIP	LOC117592004|XP_034141347.1|DGUA
OG0003672	LOC120424862|XP_039445049.1|CPIP	LOC117586495|XP_034132482.1|DGUA
OG0003673	LOC120430654|XP_039451694.1|CPIP	LOC117579158|XP_034120812.1|DGUA
OG0003674	LOC120422291|XP_039441617.1|CPIP	LOC117579189|XP_034120865.1|DGUA
OG0003675	LOC120422294|XP_039441621.1|CPIP	LOC117582861|XP_034126825.1|DGUA
OG0003676	LOC120422293|XP_039441620.1|CPIP	LOC117582842|XP_034126791.1|DGUA
OG0003677	LOC120423606|XP_039443405.1|CPIP	LOC117585522|XP_034130921.1|DGUA
OG0003678	LOC120419972|XP_039438782.1|CPIP	LOC117587399|XP_034133944.1|DGUA
OG0003679	LOC120419980|XP_039438792.1|CPIP	LOC117587031|XP_034133347.1|DGUA
OG0003680	LOC120414123|XP_039431085.1|CPIP	LOC117591954|XP_034141268.1|DGUA
OG0003681	LOC120414124|XP_039431086.1|CPIP	LOC117586549|XP_034132605.1|DGUA
OG0003682	LOC120414114|XP_039431076.1|CPIP	LOC117582779|XP_034126641.1|DGUA
OG0003683	LOC120414122|XP_039431084.1|CPIP	LOC117585607|XP_034131052.1|DGUA
OG0003684	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP	LOC117580339|XP_034122736.1|DGUA
OG0003685	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP	LOC117580038|XP_034122158.1|DGUA
OG0003686	LOC120418522|XP_039436892.1|CPIP	LOC117579814|XP_034121798.1|DGUA
OG0003687	LOC120418551|XP_039436918.1|CPIP	LOC117592580|XP_034142357.1|DGUA
OG0003688	LOC120418552|XP_039436920.1|CPIP	LOC117592079|XP_034141482.1|DGUA
OG0003689	LOC120418531|XP_039436901.1|CPIP	LOC117579374|XP_034121134.1|DGUA
OG0003690	LOC120418532|XP_039436903.1|CPIP	LOC117579599|XP_034121422.1|DGUA
OG0003691	LOC120418549|XP_039436915.1|CPIP	LOC117587314|XP_034133831.1|DGUA
OG0003692	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP	LOC117578604|XP_034120086.1|DGUA
OG0003693	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP	LOC117588990|XP_034136480.1|DGUA
OG0003694	LOC120414433|XP_039431551.1|CPIP	LOC117589108|XP_034136651.1|DGUA
OG0003695	LOC120414447|XP_039431568.1|CPIP	LOC117588839|XP_034136223.1|DGUA
OG0003696	LOC120429028|XP_039450098.1|CPIP	LOC117578514|XP_034119950.1|DGUA
OG0003697	LOC120423616|XP_039443417.1|CPIP	LOC117580096|XP_034122252.1|DGUA
OG0003698	LOC120426782|XP_039447490.1|CPIP	LOC117579383|XP_034121146.1|DGUA
OG0003699	LOC120419515|XP_039438149.1|CPIP	LOC117580189|XP_034122447.1|DGUA
OG0003700	LOC120419539|XP_039438182.1|CPIP	LOC117586596|XP_034132670.1|DGUA
OG0003701	LOC120419523|XP_039438168.1|CPIP	LOC117581865|XP_034125219.1|DGUA
OG0003702	LOC120413393|XP_039430125.1|CPIP	LOC117579824|XP_034121808.1|DGUA
OG0003703	LOC120413412|XP_039430151.1|CPIP	LOC117579123|XP_034120745.1|DGUA
OG0003704	LOC120413401|XP_039430135.1|CPIP	LOC117588840|XP_034136224.1|DGUA
OG0003705	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP	LOC117578694|XP_034120219.1|DGUA
OG0003706	LOC120427789|XP_039448647.1|CPIP	LOC117587368|XP_034133904.1|DGUA
OG0003707	LOC120427774|XP_039448628.1|CPIP	LOC117586938|XP_034133193.1|DGUA
OG0003708	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP	LOC117588922|XP_034136387.1|DGUA
OG0003709	LOC120422287|XP_039441611.1|CPIP	LOC117578705|XP_034120243.1|DGUA
OG0003710	LOC120422282|XP_039441603.1|CPIP	LOC117578699|XP_034120235.1|DGUA
OG0003711	LOC120423774|XP_039443627.1|CPIP	LOC117579695|XP_034121576.1|DGUA
OG0003712	LOC120423787|XP_039443639.1|CPIP	LOC117579606|XP_034121435.1|DGUA
OG0003713	LOC120423763|XP_039443610.1|CPIP	LOC117587320|XP_034133845.1|DGUA
OG0003714	LOC120423785|XP_039443637.1|CPIP	LOC117578844|XP_034120523.1|DGUA
OG0003715	LOC120421632|XP_039440793.1|CPIP	LOC117586821|XP_034132992.1|DGUA
OG0003716	LOC120424482|XP_039444555.1|CPIP	LOC117579339|XP_034121055.1|DGUA
OG0003717	LOC120424490|XP_039444568.1|CPIP	LOC117588869|XP_034136267.1|DGUA
OG0003718	LOC120424499|XP_039444584.1|CPIP	LOC117589427|XP_034137254.1|DGUA
OG0003719	LOC120420919|XP_039439980.1|CPIP	LOC117579572|XP_034121390.1|DGUA
OG0003720	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP	LOC117591011|XP_034139988.1|DGUA
OG0003721	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP	LOC117586848|XP_034133037.1|DGUA
OG0003722	LOC120429807|XP_039450791.1|CPIP	LOC117579851|XP_034121840.1|DGUA
OG0003723	LOC120412586|XP_039429033.1|CPIP	LOC117580344|XP_034122741.1|DGUA
OG0003724	LOC120412597|XP_039429064.1|CPIP	LOC117579613|XP_034121439.1|DGUA
OG0003725	LOC120412571|XP_039429019.1|CPIP	LOC117589359|XP_034137143.1|DGUA
OG0003726	LOC120412604|XP_039429086.1|CPIP	LOC117580228|XP_034122533.1|DGUA
OG0003727	LOC120427731|XP_039448568.1|CPIP	LOC117586814|XP_034132978.1|DGUA
OG0003728	LOC120415775|XP_039433329.1|CPIP	LOC117586314|XP_034132190.1|DGUA
OG0003729	LOC120415774|XP_039433324.1|CPIP	LOC117586907|XP_034133142.1|DGUA
OG0003730	LOC120418658|XP_039437038.1|CPIP	LOC117579192|XP_034120851.1|DGUA
OG0003731	LOC120418686|XP_039437082.1|CPIP	LOC117580258|XP_034122582.1|DGUA
OG0003732	LOC120418682|XP_039437073.1|CPIP	LOC117586841|XP_034133023.1|DGUA
OG0003733	LOC120418653|XP_039437032.1|CPIP	LOC117589053|XP_034136573.1|DGUA
OG0003734	LOC120418995|XP_039437499.1|CPIP	LOC117587272|XP_034133743.1|DGUA
OG0003735	LOC120427118|XP_039447905.1|CPIP	LOC117578419|XP_034119771.1|DGUA
OG0003736	LOC120427116|XP_039447899.1|CPIP	LOC117582065|XP_034125515.1|DGUA
OG0003737	LOC120427129|XP_039447916.1|CPIP	LOC117592389|XP_034141996.1|DGUA
OG0003738	LOC120422705|XP_039442151.1|CPIP	LOC117587337|XP_034133870.1|DGUA
OG0003739	LOC120422689|XP_039442132.1|CPIP	LOC117578593|XP_034120073.1|DGUA
OG0003740	LOC120422683|XP_039442127.1|CPIP	LOC117578594|XP_034120074.1|DGUA
OG0003741	LOC120422693|XP_039442136.1|CPIP	LOC117589063|XP_034136585.1|DGUA
OG0003742	LOC120422692|XP_039442135.1|CPIP	LOC117579045|XP_034120631.1|DGUA
OG0003743	LOC120417466|XP_039435469.1|CPIP	LOC117582872|XP_034126836.1|DGUA
OG0003744	LOC120417485|XP_039435495.1|CPIP	LOC117578601|XP_034120082.1|DGUA
OG0003745	LOC120417488|XP_039435498.1|CPIP	LOC117585398|XP_034130758.1|DGUA
OG0003746	LOC120417449|XP_039435427.1|CPIP	LOC117592227|XP_034141874.1|DGUA
OG0003747	LOC120417450|XP_039435433.1|CPIP	LOC117579947|XP_034121997.1|DGUA
OG0003748	LOC120417459|XP_039435450.1|CPIP	LOC117580056|XP_034122186.1|DGUA
OG0003749	LOC120417463|XP_039435465.1|CPIP	LOC117579110|XP_034120726.1|DGUA
OG0003750	LOC120417464|XP_039435468.1|CPIP	LOC117579111|XP_034120727.1|DGUA
OG0003751	LOC120417460|XP_039435452.1|CPIP	LOC117580143|XP_034122335.1|DGUA
OG0003752	LOC120431235|XP_039452305.1|CPIP	LOC117587034|XP_034133351.1|DGUA
OG0003753	LOC120429824|XP_039450817.1|CPIP	LOC117589234|XP_034136883.1|DGUA
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC117589232|XP_034136880.1|DGUA
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC117587039|XP_034133362.1|DGUA
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC117578648|XP_034120155.1|DGUA
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC117582465|XP_034126086.1|DGUA
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC117590502|XP_034139103.1|DGUA
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC117580200|XP_034122472.1|DGUA
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC117579416|XP_034121190.1|DGUA
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC117589327|XP_034137066.1|DGUA
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC117589328|XP_034137068.1|DGUA
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC117587418|XP_034133972.1|DGUA
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC117587417|XP_034133966.1|DGUA
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC117583895|XP_034128451.1|DGUA
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC117590495|XP_034139047.1|DGUA
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC117592269|XP_034141820.1|DGUA
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC117578495|XP_034119920.1|DGUA
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC117584596|XP_034129480.1|DGUA
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC117590573|XP_034139205.1|DGUA
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC117589209|XP_034136844.1|DGUA
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC117586885|XP_034133109.1|DGUA
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC117592402|XP_034142011.1|DGUA
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC117578809|XP_034120449.1|DGUA
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC117588750|XP_034136119.1|DGUA
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC117591905|XP_034141186.1|DGUA
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC117588795|XP_034136193.1|DGUA
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC117583587|XP_034127866.1|DGUA
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC117581123|XP_034123943.1|DGUA
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC117591931|XP_034141229.1|DGUA
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC117580138|XP_034122330.1|DGUA
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC117592503|XP_034142239.1|DGUA
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC117590398|XP_034138887.1|DGUA
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC117580312|XP_034122698.1|DGUA
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC117586169|XP_034131969.1|DGUA
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC117585838|XP_034131470.1|DGUA
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC117584612|XP_034129517.1|DGUA
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC117582704|XP_034126515.1|DGUA
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC117592084|XP_034141488.1|DGUA
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC117590911|XP_034139833.1|DGUA
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC117587629|XP_034134382.1|DGUA
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC117588154|XP_034135142.1|DGUA
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC117585844|XP_034131477.1|DGUA
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC117590924|XP_034139849.1|DGUA
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC117582483|XP_034126127.1|DGUA
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC117587820|XP_034134668.1|DGUA
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC117588198|XP_034135220.1|DGUA
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC117586998|XP_034133289.1|DGUA
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC117582042|XP_034125475.1|DGUA
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC117578462|XP_034119888.1|DGUA
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC117584996|XP_034130120.1|DGUA
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC117584441|XP_034129246.1|DGUA
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC117588106|XP_034135068.1|DGUA
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC117582098|XP_034125554.1|DGUA
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC117585323|XP_034130650.1|DGUA
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC117588208|XP_034135235.1|DGUA
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC117587728|XP_034134537.1|DGUA
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC117582267|XP_034125783.1|DGUA
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC117586594|XP_034132662.1|DGUA
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC117585568|XP_034130997.1|DGUA
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC117587916|XP_034134792.1|DGUA
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC117581961|XP_034125335.1|DGUA
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC117583973|XP_034128571.1|DGUA
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC117588086|XP_034135046.1|DGUA
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC117582415|XP_034125998.1|DGUA
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC117588187|XP_034135198.1|DGUA
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC117587563|XP_034134273.1|DGUA
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC117584418|XP_034129173.1|DGUA
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC117587957|XP_034134852.1|DGUA
OG0003831	LOC120413522|XP_039430327.1|CPIP	LOC117585174|XP_034130406.1|DGUA
OG0003832	LOC120413520|XP_039430326.1|CPIP	LOC117587521|XP_034134211.1|DGUA
OG0003833	LOC120431162|XP_039452233.1|CPIP	LOC117587692|XP_034134478.1|DGUA
