Orthogroup	CPIP.longest_only	DEUG.longest_only
OG0004714	LOC120431729|XP_039452791.1|CPIP	LOC108116589|XP_017084022.1|DEUG
OG0004715	LOC120430219|XP_039451231.1|CPIP	LOC108105892|XP_017068162.1|DEUG
OG0004716	LOC120425736|XP_039446274.1|CPIP	LOC108116639|XP_017084108.1|DEUG
OG0004717	LOC120418347|XP_039436632.1|CPIP	LOC108109686|XP_017073773.1|DEUG
OG0004718	LOC120418330|XP_039436598.1|CPIP	LOC108110722|XP_017075395.1|DEUG
OG0004719	LOC120427265|XP_039448060.1|CPIP	LOC108113503|XP_017079579.1|DEUG
OG0004720	LOC120427677|XP_039448492.1|CPIP	LOC108116600|XP_017084045.1|DEUG
OG0004721	LOC120418332|XP_039436601.1|CPIP	LOC108115994|XP_017083153.1|DEUG
OG0004722	LOC120418323|XP_039436588.1|CPIP	LOC108116089|XP_017083296.1|DEUG
OG0004723	LOC120428289|XP_039449218.1|CPIP	LOC108105076|XP_017066989.1|DEUG
OG0004724	LOC120418368|XP_039436661.1|CPIP	LOC108117178|XP_017084956.1|DEUG
OG0004725	LOC120418369|XP_039436664.1|CPIP	LOC108115833|XP_017082916.1|DEUG
OG0004726	LOC120418386|XP_039436694.1|CPIP	LOC108115792|XP_017082858.1|DEUG
OG0004727	LOC120426000|XP_039446593.1|CPIP	LOC108108578|XP_017072163.1|DEUG, LOC108116649|XP_017084128.1|DEUG
OG0004728	LOC120426246|XP_039446918.1|CPIP	LOC108111813|XP_017076905.1|DEUG
OG0004729	LOC120431093|XP_039452185.1|CPIP	LOC108102907|XP_017063619.1|DEUG
OG0004730	LOC120431092|XP_039452183.1|CPIP, LOC120430924|XP_039451979.1|CPIP	LOC108107005|XP_017069835.1|DEUG
OG0004731	LOC120427158|XP_039447951.1|CPIP	LOC108117248|XP_017085083.1|DEUG
OG0004732	LOC120427902|XP_039448776.1|CPIP	LOC108108386|XP_017071924.1|DEUG
OG0004733	LOC120427892|XP_039448760.1|CPIP	LOC108117267|XP_017085111.1|DEUG
OG0004734	LOC120427896|XP_039448765.1|CPIP	LOC108114225|XP_017080612.1|DEUG, LOC108109563|XP_017073625.1|DEUG
OG0004735	LOC120416050|XP_039433648.1|CPIP	LOC108109373|XP_017073345.1|DEUG
OG0004736	LOC120414262|XP_039431306.1|CPIP	LOC108115991|XP_017083147.1|DEUG
OG0004737	LOC120424265|XP_039444261.1|CPIP	LOC108114937|XP_017081611.1|DEUG
OG0004738	LOC120424237|XP_039444234.1|CPIP	LOC108114987|XP_017081708.1|DEUG
OG0004739	LOC120424264|XP_039444260.1|CPIP	LOC108116637|XP_017084106.1|DEUG
OG0004740	LOC120428911|XP_039449987.1|CPIP	LOC108117557|XP_017085555.1|DEUG, LOC108104136|XP_017065559.1|DEUG
OG0004741	LOC120428910|XP_039449986.1|CPIP	LOC108117177|XP_017084950.1|DEUG
OG0004742	LOC120425700|XP_039446222.1|CPIP	LOC108102314|XP_017062577.1|DEUG
OG0004744	LOC120423421|XP_039443158.1|CPIP	LOC108105173|XP_017067110.1|DEUG
OG0004745	LOC120428366|XP_039449302.1|CPIP	LOC108114977|XP_017081692.1|DEUG
OG0004746	LOC120429644|XP_039450604.1|CPIP	LOC108116346|XP_017083650.1|DEUG
OG0004747	LOC120432113|XP_039453182.1|CPIP	LOC108116350|XP_017083653.1|DEUG
OG0004748	LOC120427858|XP_039448710.1|CPIP	LOC108116345|XP_017083648.1|DEUG
OG0004749	LOC120414297|XP_039431366.1|CPIP	LOC108117162|XP_017084924.1|DEUG
OG0004750	LOC120426701|XP_039447415.1|CPIP	LOC108109556|XP_017073617.1|DEUG
OG0004751	LOC120426693|XP_039447404.1|CPIP	LOC108105620|XP_017067790.1|DEUG
OG0004752	LOC120426689|XP_039447399.1|CPIP	LOC108115782|XP_017082843.1|DEUG
OG0004753	LOC120426694|XP_039447405.1|CPIP	LOC108117522|XP_017085509.1|DEUG
OG0004754	LOC120426686|XP_039447396.1|CPIP	LOC108116053|XP_017083240.1|DEUG
OG0004755	LOC120426692|XP_039447402.1|CPIP	LOC108117174|XP_017084947.1|DEUG
OG0004756	LOC120426691|XP_039447401.1|CPIP	LOC108117172|XP_017084945.1|DEUG
OG0004757	LOC120430172|XP_039451186.1|CPIP	LOC108116864|XP_017084419.1|DEUG
OG0004758	LOC120427254|XP_039448045.1|CPIP	LOC108105289|XP_017067267.1|DEUG
OG0004759	LOC120427256|XP_039448049.1|CPIP	LOC108109508|XP_017073545.1|DEUG
OG0004760	LOC120427250|XP_039448040.1|CPIP	LOC108111685|XP_017076719.1|DEUG
OG0004761	LOC120428725|XP_039449733.1|CPIP	LOC108117138|XP_017084883.1|DEUG
OG0004762	LOC120421015|XP_039440071.1|CPIP	LOC108106997|XP_017069826.1|DEUG
OG0004763	LOC120421032|XP_039440103.1|CPIP	LOC108116966|XP_017084610.1|DEUG
OG0004766	LOC120425415|XP_039445878.1|CPIP	LOC108117497|XP_017085464.1|DEUG
OG0004767	LOC120421189|XP_039440327.1|CPIP	LOC108114953|XP_017081627.1|DEUG
OG0004768	LOC120425737|XP_039446276.1|CPIP	LOC108114948|XP_017081622.1|DEUG
OG0004769	LOC120423967|XP_039443893.1|CPIP	LOC108115436|XP_017082361.1|DEUG
OG0004770	LOC120423968|XP_039443894.1|CPIP	LOC108105301|XP_017067284.1|DEUG
OG0004771	LOC120423969|XP_039443895.1|CPIP	LOC108111345|XP_017076264.1|DEUG
OG0004773	LOC120425157|XP_039445521.1|CPIP	LOC108110180|XP_017074593.1|DEUG
OG0004774	LOC120426221|XP_039446874.1|CPIP	LOC108110181|XP_017074594.1|DEUG
OG0004775	LOC120426214|XP_039446856.1|CPIP	LOC108117157|XP_017084910.1|DEUG
OG0004776	LOC120426225|XP_039446893.1|CPIP	LOC108112723|XP_017078450.1|DEUG
OG0004777	LOC120427414|XP_039448214.1|CPIP	LOC108118305|XP_017086403.1|DEUG
OG0004779	LOC120427881|XP_039448748.1|CPIP	LOC108116656|XP_017084136.1|DEUG
OG0004780	LOC120427882|XP_039448752.1|CPIP	LOC108110549|XP_017075128.1|DEUG
OG0004781	LOC120421100|XP_039440178.1|CPIP	LOC108111772|XP_017076826.1|DEUG
OG0004782	LOC120416981|XP_039434841.1|CPIP	LOC108116597|XP_017084038.1|DEUG
OG0004783	LOC120416371|XP_039434041.1|CPIP	LOC108102931|XP_017063680.1|DEUG
OG0004784	LOC120432089|XP_039453161.1|CPIP, LOC120428963|XP_039450036.1|CPIP	LOC108113171|XP_017079180.1|DEUG
OG0004785	LOC120430146|XP_039451165.1|CPIP, LOC120430515|XP_039451549.1|CPIP	LOC108115251|XP_017082097.1|DEUG
OG0004786	LOC120429549|XP_039450540.1|CPIP	LOC108115390|XP_017082315.1|DEUG
OG0004787	LOC120428858|XP_039449915.1|CPIP	LOC108115262|XP_017082108.1|DEUG
OG0004788	LOC120428851|XP_039449908.1|CPIP	LOC108115279|XP_017082126.1|DEUG
OG0004789	LOC120428855|XP_039449914.1|CPIP	LOC108115280|XP_017082129.1|DEUG, LOC108115241|XP_017082087.1|DEUG
OG0004790	LOC120425991|XP_039446583.1|CPIP	LOC108113657|XP_017079818.1|DEUG
OG0004791	LOC120425983|XP_039446571.1|CPIP	LOC108105207|XP_017067147.1|DEUG
OG0004792	LOC120432022|XP_039453091.1|CPIP	LOC108117109|XP_017084820.1|DEUG
OG0004793	LOC120431080|XP_039452166.1|CPIP	LOC108111397|XP_017076321.1|DEUG
OG0004794	LOC120424782|XP_039444918.1|CPIP	LOC108116929|XP_017084563.1|DEUG
OG0004795	LOC120430266|XP_039451285.1|CPIP	LOC108116945|XP_017084582.1|DEUG
OG0004796	LOC120422563|XP_039441982.1|CPIP	LOC108117164|XP_017084926.1|DEUG
OG0004797	LOC120422572|XP_039441991.1|CPIP	LOC108109410|XP_017073397.1|DEUG
OG0004798	LOC120422547|XP_039441948.1|CPIP	LOC108116046|XP_017083233.1|DEUG
OG0004799	LOC120429164|XP_039450305.1|CPIP	LOC108109486|XP_017073504.1|DEUG
OG0004800	LOC120431672|XP_039452723.1|CPIP	LOC108116984|XP_017084634.1|DEUG
OG0004801	LOC120424623|XP_039444722.1|CPIP, LOC120424681|XP_039444791.1|CPIP	LOC108113807|XP_017080005.1|DEUG
OG0004802	LOC120432513|XP_039453665.1|CPIP	LOC108110164|XP_017074575.1|DEUG
OG0004803	LOC120430175|XP_039451190.1|CPIP	LOC108115986|XP_017083135.1|DEUG
OG0004804	LOC120430351|XP_039451384.1|CPIP	LOC108114954|XP_017081634.1|DEUG
OG0004805	LOC120429669|XP_039450631.1|CPIP	LOC108109525|XP_017073630.1|DEUG
OG0004806	LOC120421029|XP_039440098.1|CPIP	LOC108103920|XP_017065158.1|DEUG
OG0004807	LOC120421778|XP_039440981.1|CPIP	LOC108113692|XP_017079858.1|DEUG
OG0004808	LOC120427176|XP_039447970.1|CPIP	LOC108108375|XP_017071912.1|DEUG
OG0004809	LOC120423824|XP_039443687.1|CPIP	LOC108110257|XP_017074734.1|DEUG
OG0004810	LOC120423823|XP_039443685.1|CPIP	LOC108110179|XP_017074592.1|DEUG
OG0004811	LOC120423814|XP_039443668.1|CPIP	LOC108114464|XP_017080958.1|DEUG
OG0004812	LOC120423831|XP_039443708.1|CPIP	LOC108109454|XP_017073445.1|DEUG
OG0004814	LOC120431858|XP_039452926.1|CPIP	LOC108110144|XP_017074551.1|DEUG
OG0004815	LOC120417103|XP_039435014.1|CPIP	LOC108103240|XP_017064129.1|DEUG
OG0004816	LOC120417091|XP_039435004.1|CPIP	LOC108118067|XP_017086099.1|DEUG
OG0004817	LOC120417102|XP_039435013.1|CPIP	LOC108118086|XP_017086122.1|DEUG
OG0004818	LOC120425061|XP_039445368.1|CPIP	LOC108109530|XP_017073583.1|DEUG
OG0004819	LOC120425047|XP_039445352.1|CPIP	LOC108115680|XP_017082737.1|DEUG
OG0004820	LOC120425046|XP_039445350.1|CPIP	LOC108108383|XP_017071920.1|DEUG
OG0004821	LOC120425074|XP_039445400.1|CPIP	LOC108111337|XP_017076251.1|DEUG
OG0004822	LOC120425077|XP_039445402.1|CPIP	LOC108111668|XP_017076690.1|DEUG
OG0004823	LOC120425043|XP_039445347.1|CPIP	LOC108116907|XP_017084512.1|DEUG
OG0004824	LOC120425068|XP_039445375.1|CPIP	LOC108116978|XP_017084628.1|DEUG
OG0004825	LOC120422122|XP_039441426.1|CPIP	LOC108102363|XP_017062758.1|DEUG
OG0004826	LOC120420777|XP_039439822.1|CPIP	LOC108115356|XP_017082271.1|DEUG
OG0004827	LOC120420774|XP_039439817.1|CPIP	LOC108115007|XP_017081738.1|DEUG
OG0004828	LOC120420787|XP_039439833.1|CPIP	LOC108116658|XP_017084138.1|DEUG
OG0004829	LOC120414267|XP_039431321.1|CPIP	LOC108116698|XP_017084203.1|DEUG
OG0004830	LOC120423345|XP_039443048.1|CPIP	LOC108111714|XP_017076754.1|DEUG
OG0004831	LOC120418350|XP_039436637.1|CPIP	LOC108107993|XP_017071333.1|DEUG
OG0004832	LOC120432052|XP_039453119.1|CPIP	LOC108111775|XP_017076831.1|DEUG
OG0004833	LOC120423570|XP_039443362.1|CPIP	LOC108115334|XP_017082237.1|DEUG
OG0004834	LOC120431739|XP_039452800.1|CPIP	LOC108116670|XP_017084156.1|DEUG
OG0004835	LOC120432094|XP_039453167.1|CPIP	LOC108116710|XP_017084218.1|DEUG
OG0004840	LOC120427402|XP_039448197.1|CPIP	LOC108116680|XP_017084170.1|DEUG
OG0004841	LOC120425412|XP_039445876.1|CPIP, LOC120425676|XP_039446193.1|CPIP	LOC108105858|XP_017068121.1|DEUG
OG0004842	LOC120425431|XP_039445894.1|CPIP	LOC108115930|XP_017083055.1|DEUG
OG0004843	LOC120422579|XP_039442002.1|CPIP	LOC108116876|XP_017084458.1|DEUG
OG0004844	LOC120425367|XP_039445809.1|CPIP	LOC108108418|XP_017071962.1|DEUG
OG0004845	LOC120425365|XP_039445805.1|CPIP	LOC108114984|XP_017081704.1|DEUG
OG0004846	LOC120425579|XP_039446086.1|CPIP	LOC108110753|XP_017075451.1|DEUG
OG0004847	LOC120418366|XP_039436660.1|CPIP	LOC108110749|XP_017075448.1|DEUG
OG0004848	LOC120430437|XP_039451482.1|CPIP	LOC108117246|XP_017085080.1|DEUG
OG0004849	LOC120430431|XP_039451468.1|CPIP	LOC108111827|XP_017076922.1|DEUG
OG0004850	LOC120427728|XP_039448565.1|CPIP	LOC108117568|XP_017085564.1|DEUG
OG0004851	LOC120427726|XP_039448564.1|CPIP	LOC108117566|XP_017085562.1|DEUG
OG0004852	LOC120427724|XP_039448561.1|CPIP	LOC108116716|XP_017084226.1|DEUG
OG0004853	LOC120430973|XP_039452039.1|CPIP	LOC108109075|XP_017072923.1|DEUG
OG0004854	LOC120427609|XP_039448421.1|CPIP	LOC108107903|XP_017071195.1|DEUG
OG0004855	LOC120427617|XP_039448431.1|CPIP	LOC108114686|XP_017081268.1|DEUG
OG0004856	LOC120423014|XP_039442579.1|CPIP	LOC108109844|XP_017074086.1|DEUG
OG0004857	LOC120425687|XP_039446204.1|CPIP	LOC108114115|XP_017080380.1|DEUG
OG0004858	LOC120423000|XP_039442554.1|CPIP	LOC108109816|XP_017074031.1|DEUG
OG0004859	LOC120423002|XP_039442558.1|CPIP	LOC108109818|XP_017074037.1|DEUG
OG0004860	LOC120422997|XP_039442550.1|CPIP	LOC108108178|XP_017071610.1|DEUG
OG0004861	LOC120422995|XP_039442539.1|CPIP	LOC108114243|XP_017080607.1|DEUG
OG0004862	LOC120417814|XP_039435951.1|CPIP, LOC120424416|XP_039444461.1|CPIP	LOC108114224|XP_017080566.1|DEUG
OG0004863	LOC120421759|XP_039440965.1|CPIP, LOC120421734|XP_039440929.1|CPIP	LOC108107780|XP_017070964.1|DEUG
OG0004864	LOC120421750|XP_039440958.1|CPIP	LOC108108073|XP_017071443.1|DEUG
OG0004865	LOC120421752|XP_039440959.1|CPIP	LOC108116090|XP_017083297.1|DEUG
OG0004866	LOC120421740|XP_039440935.1|CPIP	LOC108102742|XP_017063379.1|DEUG
OG0004867	LOC120416821|XP_039434642.1|CPIP	LOC108106611|XP_017069300.1|DEUG
OG0004868	LOC120421749|XP_039440956.1|CPIP	LOC108110348|XP_017074870.1|DEUG
OG0004869	LOC120425223|XP_039445588.1|CPIP, LOC120422861|XP_039442344.1|CPIP	LOC108106394|XP_017068891.1|DEUG
OG0004870	LOC120422873|XP_039442354.1|CPIP	LOC108106399|XP_017068895.1|DEUG
OG0004871	LOC120422839|XP_039442314.1|CPIP	LOC108107444|XP_017070474.1|DEUG
OG0004872	LOC120417412|XP_039435388.1|CPIP	LOC108107299|XP_017070248.1|DEUG
OG0004873	LOC120424174|XP_039444160.1|CPIP	LOC108106185|XP_017068598.1|DEUG
OG0004874	LOC120424203|XP_039444196.1|CPIP	LOC108113549|XP_017079632.1|DEUG
OG0004875	LOC120424167|XP_039444151.1|CPIP	LOC108106045|XP_017068385.1|DEUG
OG0004876	LOC120424182|XP_039444171.1|CPIP	LOC108105515|XP_017067629.1|DEUG
OG0004877	LOC120429772|XP_039450763.1|CPIP	LOC108113954|XP_017080156.1|DEUG
OG0004878	LOC120417821|XP_039435968.1|CPIP	LOC108112692|XP_017078382.1|DEUG
OG0004879	LOC120417831|XP_039435981.1|CPIP	LOC108107303|XP_017070256.1|DEUG
OG0004880	LOC120417822|XP_039435970.1|CPIP	LOC108108691|XP_017072285.1|DEUG
OG0004881	LOC120417810|XP_039435943.1|CPIP	LOC108114337|XP_017080752.1|DEUG
OG0004882	LOC120417799|XP_039435931.1|CPIP	LOC108102756|XP_017063404.1|DEUG
OG0004883	LOC120417828|XP_039435978.1|CPIP	LOC108107931|XP_017071249.1|DEUG
OG0004884	LOC120424430|XP_039444484.1|CPIP	LOC108112695|XP_017078385.1|DEUG
OG0004885	LOC120422844|XP_039442322.1|CPIP	LOC108112545|XP_017077970.1|DEUG
OG0004886	LOC120422848|XP_039442327.1|CPIP	LOC108112787|XP_017078556.1|DEUG
OG0004887	LOC120422887|XP_039442382.1|CPIP	LOC108113336|XP_017079384.1|DEUG
OG0004888	LOC120422888|XP_039442383.1|CPIP	LOC108111950|XP_017077120.1|DEUG
OG0004889	LOC120427439|XP_039448236.1|CPIP	LOC108104780|XP_017066519.1|DEUG
OG0004890	LOC120427506|XP_039448300.1|CPIP	LOC108112864|XP_017078679.1|DEUG
OG0004891	LOC120427064|XP_039447839.1|CPIP	LOC108103851|XP_017065042.1|DEUG
OG0004892	LOC120419740|XP_039438476.1|CPIP, LOC120427540|XP_039448346.1|CPIP	LOC108113310|XP_017079352.1|DEUG
OG0004893	LOC120419741|XP_039438477.1|CPIP	LOC108112506|XP_017077882.1|DEUG
OG0004894	LOC120419758|XP_039438515.1|CPIP	LOC108113346|XP_017079398.1|DEUG
OG0004895	LOC120419513|XP_039438147.1|CPIP	LOC108109187|XP_017073110.1|DEUG
OG0004896	LOC120419502|XP_039438134.1|CPIP	LOC108111999|XP_017077219.1|DEUG
OG0004897	LOC120419488|XP_039438109.1|CPIP	LOC108112014|XP_017077241.1|DEUG
OG0004898	LOC120429766|XP_039450751.1|CPIP	LOC108104821|XP_017066597.1|DEUG
OG0004899	LOC120417817|XP_039435956.1|CPIP	LOC108106488|XP_017069056.1|DEUG
OG0004900	LOC120430254|XP_039451273.1|CPIP, LOC120419727|XP_039438456.1|CPIP	LOC108104860|XP_017066670.1|DEUG
OG0004901	LOC120419760|XP_039438521.1|CPIP	LOC108104839|XP_017066635.1|DEUG
OG0004902	LOC120419747|XP_039438485.1|CPIP	LOC108113887|XP_017080085.1|DEUG
OG0004903	LOC120419501|XP_039438131.1|CPIP	LOC108112932|XP_017078812.1|DEUG
OG0004904	LOC120426376|XP_039447069.1|CPIP, LOC120423499|XP_039443274.1|CPIP	LOC108116684|XP_017084184.1|DEUG
OG0004905	LOC120423497|XP_039443271.1|CPIP	LOC108113066|XP_017078991.1|DEUG
OG0004906	LOC120426768|XP_039447479.1|CPIP	LOC108117354|XP_017085218.1|DEUG
OG0004907	LOC120417418|XP_039435395.1|CPIP	LOC108102762|XP_017063409.1|DEUG
OG0004908	LOC120423174|XP_039442795.1|CPIP	LOC108114413|XP_017080877.1|DEUG
OG0004909	LOC120416585|XP_039434255.1|CPIP	LOC108114288|XP_017080674.1|DEUG
OG0004910	LOC120416538|XP_039434192.1|CPIP	LOC108114536|XP_017081063.1|DEUG
OG0004911	LOC120416552|XP_039434217.1|CPIP	LOC108108064|XP_017071429.1|DEUG
OG0004912	LOC120426924|XP_039447665.1|CPIP	LOC108117359|XP_017085226.1|DEUG
OG0004913	LOC120422648|XP_039442087.1|CPIP	LOC108108892|XP_017072600.1|DEUG
OG0004914	LOC120422631|XP_039442063.1|CPIP	LOC108109148|XP_017073043.1|DEUG
OG0004915	LOC120422646|XP_039442083.1|CPIP	LOC108107463|XP_017070497.1|DEUG
OG0004916	LOC120422641|XP_039442075.1|CPIP	LOC108113266|XP_017079303.1|DEUG
OG0004917	LOC120422643|XP_039442079.1|CPIP	LOC108117364|XP_017085236.1|DEUG
OG0004918	LOC120422640|XP_039442072.1|CPIP	LOC108117362|XP_017085229.1|DEUG
OG0004919	LOC120422650|XP_039442089.1|CPIP, LOC120431519|XP_039452550.1|CPIP	LOC108109360|XP_017073317.1|DEUG
OG0004920	LOC120431636|XP_039452679.1|CPIP	LOC108107563|XP_017070610.1|DEUG
OG0004921	LOC120431634|XP_039452676.1|CPIP	LOC108102728|XP_017063356.1|DEUG
OG0004922	LOC120418866|XP_039437334.1|CPIP	LOC108109894|XP_017074189.1|DEUG
OG0004923	LOC120424806|XP_039444954.1|CPIP	LOC108107611|XP_017070670.1|DEUG
OG0004924	LOC120427564|XP_039448372.1|CPIP	LOC108107811|XP_017071030.1|DEUG
OG0004925	LOC120412891|XP_039429455.1|CPIP, LOC120431903|XP_039452968.1|CPIP	LOC108102871|XP_017063567.1|DEUG
OG0004926	LOC120412884|XP_039429446.1|CPIP	LOC108114729|XP_017081326.1|DEUG
OG0004927	LOC120412863|XP_039429418.1|CPIP	LOC108108274|XP_017071751.1|DEUG
OG0004928	LOC120429044|XP_039450117.1|CPIP, LOC120422915|XP_039442419.1|CPIP	LOC108111953|XP_017077133.1|DEUG
OG0004929	LOC120426037|XP_039446650.1|CPIP	LOC108104707|XP_017066415.1|DEUG
OG0004930	LOC120427565|XP_039448373.1|CPIP	LOC108106588|XP_017069258.1|DEUG
OG0004931	LOC120425596|XP_039446112.1|CPIP	LOC108109251|XP_017073222.1|DEUG
OG0004932	LOC120425587|XP_039446099.1|CPIP	LOC108104643|XP_017066310.1|DEUG
OG0004933	LOC120425591|XP_039446106.1|CPIP	LOC108113312|XP_017079355.1|DEUG
OG0004934	LOC120425588|XP_039446101.1|CPIP	LOC108107491|XP_017070526.1|DEUG
OG0004935	LOC120417422|XP_039435400.1|CPIP	LOC108112648|XP_017078252.1|DEUG
OG0004936	LOC120426884|XP_039447623.1|CPIP	LOC108108053|XP_017071416.1|DEUG
OG0004937	LOC120427105|XP_039447892.1|CPIP	LOC108107807|XP_017071026.1|DEUG
OG0004938	LOC120417765|XP_039435860.1|CPIP, LOC120427032|XP_039447792.1|CPIP	LOC108109813|XP_017074027.1|DEUG
OG0004939	LOC120427495|XP_039448288.1|CPIP	LOC108108524|XP_017072085.1|DEUG
OG0004940	LOC120426842|XP_039447566.1|CPIP	LOC108108599|XP_017072185.1|DEUG
OG0004941	LOC120428979|XP_039450047.1|CPIP	LOC108114538|XP_017081070.1|DEUG
OG0004942	LOC120428978|XP_039450045.1|CPIP	LOC108107861|XP_017071117.1|DEUG
OG0004943	LOC120428981|XP_039450054.1|CPIP	LOC108109810|XP_017074023.1|DEUG
OG0004944	LOC120424382|XP_039444415.1|CPIP	LOC108107869|XP_017071138.1|DEUG
OG0004945	LOC120432598|XP_039453771.1|CPIP	LOC108113342|XP_017079392.1|DEUG
OG0004946	LOC120426825|XP_039447549.1|CPIP	LOC108108771|XP_017072425.1|DEUG
OG0004947	LOC120426907|XP_039447650.1|CPIP	LOC108102806|XP_017063474.1|DEUG
OG0004948	LOC120422890|XP_039442388.1|CPIP	LOC108102788|XP_017063438.1|DEUG
OG0004949	LOC120422851|XP_039442331.1|CPIP	LOC108113584|XP_017079719.1|DEUG
OG0004950	LOC120422855|XP_039442337.1|CPIP	LOC108104655|XP_017066325.1|DEUG
OG0004951	LOC120422833|XP_039442304.1|CPIP	LOC108116024|XP_017083200.1|DEUG
OG0004952	LOC120422881|XP_039442375.1|CPIP	LOC108107955|XP_017071281.1|DEUG
OG0004953	LOC120422824|XP_039442293.1|CPIP	LOC108114440|XP_017080922.1|DEUG
OG0004954	LOC120426107|XP_039446747.1|CPIP	LOC108114436|XP_017080916.1|DEUG
OG0004955	LOC120426297|XP_039446983.1|CPIP	LOC108114110|XP_017080362.1|DEUG
OG0004956	LOC120425879|XP_039446437.1|CPIP	LOC108104822|XP_017066598.1|DEUG
OG0004957	LOC120425349|XP_039445784.1|CPIP	LOC108107853|XP_017071108.1|DEUG
OG0004958	LOC120428812|XP_039449847.1|CPIP	LOC108108233|XP_017071688.1|DEUG
OG0004959	LOC120428821|XP_039449862.1|CPIP	LOC108107964|XP_017071293.1|DEUG
OG0004960	LOC120428816|XP_039449853.1|CPIP	LOC108107962|XP_017071290.1|DEUG
OG0004961	LOC120428817|XP_039449857.1|CPIP	LOC108112454|XP_017077794.1|DEUG
OG0004962	LOC120425973|XP_039446561.1|CPIP	LOC108114633|XP_017081188.1|DEUG
OG0004963	LOC120425970|XP_039446557.1|CPIP	LOC108108546|XP_017072110.1|DEUG
OG0004964	LOC120429650|XP_039450609.1|CPIP	LOC108114489|XP_017080998.1|DEUG
OG0004965	LOC120415766|XP_039433307.1|CPIP	LOC108102764|XP_017063411.1|DEUG
OG0004966	LOC120415744|XP_039433284.1|CPIP	LOC108102729|XP_017063364.1|DEUG
OG0004967	LOC120415760|XP_039433301.1|CPIP	LOC108106397|XP_017068894.1|DEUG
OG0004968	LOC120428571|XP_039449538.1|CPIP	LOC108108179|XP_017071612.1|DEUG
OG0004969	LOC120428563|XP_039449525.1|CPIP	LOC108112499|XP_017077867.1|DEUG
OG0004970	LOC120428564|XP_039449526.1|CPIP	LOC108108161|XP_017071587.1|DEUG
OG0004971	LOC120428565|XP_039449529.1|CPIP	LOC108107789|XP_017070988.1|DEUG
OG0004972	LOC120427235|XP_039448033.1|CPIP	LOC108102747|XP_017063387.1|DEUG
OG0004973	LOC120424872|XP_039445064.1|CPIP	LOC108104679|XP_017066364.1|DEUG
OG0004974	LOC120424881|XP_039445079.1|CPIP	LOC108107902|XP_017071194.1|DEUG
OG0004975	LOC120424792|XP_039444934.1|CPIP	LOC108107913|XP_017071222.1|DEUG
OG0004976	LOC120424794|XP_039444938.1|CPIP	LOC108107609|XP_017070665.1|DEUG
OG0004977	LOC120418885|XP_039437352.1|CPIP	LOC108109151|XP_017073054.1|DEUG
OG0004978	LOC120418867|XP_039437336.1|CPIP	LOC108112790|XP_017078560.1|DEUG
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC108109796|XP_017073994.1|DEUG
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC108118227|XP_017086296.1|DEUG
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC108108586|XP_017072170.1|DEUG
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC108108583|XP_017072167.1|DEUG
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC108114587|XP_017081132.1|DEUG
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC108114674|XP_017081245.1|DEUG
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC108102811|XP_017063479.1|DEUG
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC108108600|XP_017072187.1|DEUG
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC108114340|XP_017080754.1|DEUG
OG0004988	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP	LOC108102812|XP_017063481.1|DEUG
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC108114507|XP_017081016.1|DEUG
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC108108952|XP_017072695.1|DEUG
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC108106600|XP_017069279.1|DEUG
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC108106601|XP_017069281.1|DEUG
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC108108150|XP_017071569.1|DEUG
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC108107852|XP_017071102.1|DEUG
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC108108343|XP_017071868.1|DEUG
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC108112813|XP_017078600.1|DEUG
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC108112633|XP_017078229.1|DEUG
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC108107545|XP_017070575.1|DEUG
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC108112169|XP_017077435.1|DEUG
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC108109867|XP_017074148.1|DEUG
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC108111822|XP_017076919.1|DEUG
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC108109887|XP_017074178.1|DEUG
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC108114103|XP_017080351.1|DEUG
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC108108464|XP_017072008.1|DEUG
