Orthogroup	CPIP.longest_only	DMAU.longest_only
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC117141875|XP_033161452.1|DMAU
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC117139531|XP_033157792.1|DMAU
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC117140529|XP_033159404.1|DMAU
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC117141224|XP_033160474.1|DMAU
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC117139258|XP_033157366.1|DMAU
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC117139337|XP_033157475.1|DMAU
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC117136866|XP_033153857.1|DMAU
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC117137275|XP_033154539.1|DMAU
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC117142114|XP_033161901.1|DMAU
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC117137138|XP_033154329.1|DMAU
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC117139346|XP_033157487.1|DMAU
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC117139561|XP_033157848.1|DMAU
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC117140649|XP_033159579.1|DMAU
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC117140542|XP_033159422.1|DMAU
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC117145470|XP_033167035.1|DMAU
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC117139234|XP_033157331.1|DMAU
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC117141770|XP_033161292.1|DMAU
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC117139192|XP_033157252.1|DMAU
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC117140511|XP_033159377.1|DMAU
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC117139383|XP_033157531.1|DMAU
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC117140641|XP_033159572.1|DMAU
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC117140512|XP_033159378.1|DMAU
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC117139182|XP_033157242.1|DMAU
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC117139578|XP_033157877.1|DMAU
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC117140563|XP_033159451.1|DMAU
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC117142291|XP_033162072.1|DMAU
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC117141899|XP_033161492.1|DMAU
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC117139583|XP_033157885.1|DMAU
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC117141239|XP_033160493.1|DMAU
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC117136309|XP_033153047.1|DMAU
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC117136307|XP_033153045.1|DMAU
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC117140510|XP_033159375.1|DMAU
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC117137224|XP_033154468.1|DMAU
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC117139970|XP_033158562.1|DMAU
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC117141561|XP_033160959.1|DMAU
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC117147944|XP_033171016.1|DMAU
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC117140105|XP_033158751.1|DMAU
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC117147573|XP_033170410.1|DMAU
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC117137258|XP_033154511.1|DMAU
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC117139596|XP_033157904.1|DMAU
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC117141656|XP_033161120.1|DMAU
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC117138053|XP_033155761.1|DMAU
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC117135558|XP_033151750.1|DMAU
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC117150859|XP_033173847.1|DMAU
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC117137661|XP_033155104.1|DMAU
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC117135582|XP_033151801.1|DMAU
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC117140300|XP_033159036.1|DMAU
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC117136648|XP_033153535.1|DMAU
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC117137552|XP_033154941.1|DMAU
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC117137888|XP_033155510.1|DMAU
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC117141154|XP_033160384.1|DMAU
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC117138589|XP_033156661.1|DMAU
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC117138520|XP_033156546.1|DMAU
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC117139251|XP_033157357.1|DMAU
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC117148405|XP_033171664.1|DMAU
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC117135765|XP_033152121.1|DMAU
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC117141304|XP_033160575.1|DMAU
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC117136750|XP_033153673.1|DMAU
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC117137447|XP_033154777.1|DMAU
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC117141058|XP_033160237.1|DMAU
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC117138659|XP_033156783.1|DMAU, LOC117135715|XP_033152037.1|DMAU
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC117139634|XP_033157984.1|DMAU
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC117135524|XP_033151679.1|DMAU
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC117140831|XP_033159830.1|DMAU
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC117150225|XP_033172912.1|DMAU
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC117141742|XP_033161252.1|DMAU
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC117140244|XP_033158937.1|DMAU
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC117135505|XP_033151627.1|DMAU
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC117139704|XP_033158107.1|DMAU
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC117136810|XP_033153765.1|DMAU
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC117136809|XP_033153764.1|DMAU
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC117136766|XP_033153702.1|DMAU
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC117135517|XP_033151658.1|DMAU
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC117141489|XP_033160859.1|DMAU
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC117139442|XP_033157636.1|DMAU
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC117141985|XP_033161685.1|DMAU
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC117137498|XP_033154868.1|DMAU
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC117144887|XP_033166203.1|DMAU
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC117137276|XP_033154535.1|DMAU
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC117136332|XP_033153081.1|DMAU
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC117138064|XP_033155778.1|DMAU
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC117138059|XP_033155772.1|DMAU
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC117143599|XP_033164241.1|DMAU
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC117137197|XP_033154414.1|DMAU
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC117138118|XP_033155870.1|DMAU
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC117149792|XP_033172714.1|DMAU
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC117141589|XP_033160993.1|DMAU
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC117139719|XP_033158128.1|DMAU
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC117139839|XP_033158377.1|DMAU
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC117138322|XP_033156245.1|DMAU
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC117147359|XP_033170114.1|DMAU
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC117141343|XP_033160637.1|DMAU
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC117140927|XP_033160012.1|DMAU
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC117140998|XP_033160140.1|DMAU
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC117140931|XP_033160018.1|DMAU
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC117140448|XP_033159265.1|DMAU
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC117135208|XP_033151185.1|DMAU
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC117140385|XP_033159142.1|DMAU
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC117146621|XP_033168844.1|DMAU
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC117145663|XP_033167290.1|DMAU
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC117135468|XP_033151572.1|DMAU
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC117140718|XP_033159674.1|DMAU
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC117141420|XP_033160739.1|DMAU
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC117140842|XP_033159857.1|DMAU
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC117141131|XP_033160348.1|DMAU
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC117139021|XP_033157006.1|DMAU
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC117142010|XP_033161749.1|DMAU
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC117140869|XP_033159899.1|DMAU
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC117139450|XP_033157649.1|DMAU
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC117135877|XP_033152312.1|DMAU
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC117140496|XP_033159350.1|DMAU
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC117139636|XP_033157987.1|DMAU
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC117139968|XP_033158560.1|DMAU
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC117141465|XP_033160817.1|DMAU
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC117140635|XP_033159552.1|DMAU
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC117141823|XP_033161367.1|DMAU
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC117141820|XP_033161363.1|DMAU
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC117144898|XP_033166219.1|DMAU
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC117140184|XP_033158851.1|DMAU
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC117142064|XP_033161832.1|DMAU
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC117135211|XP_033151190.1|DMAU
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC117135581|XP_033151797.1|DMAU
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC117140621|XP_033159531.1|DMAU
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC117139218|XP_033157292.1|DMAU
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC117141380|XP_033160681.1|DMAU
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC117140945|XP_033160033.1|DMAU
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC117142058|XP_033161824.1|DMAU
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC117142060|XP_033161828.1|DMAU
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC117139014|XP_033156999.1|DMAU
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC117135773|XP_033152133.1|DMAU
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC117139672|XP_033158040.1|DMAU
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC117139011|XP_033156994.1|DMAU
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC117140384|XP_033159141.1|DMAU
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC117140381|XP_033159138.1|DMAU
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC117140379|XP_033159134.1|DMAU
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC117140850|XP_033159868.1|DMAU
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC117142671|XP_033162695.1|DMAU
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC117138377|XP_033156336.1|DMAU
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC117139875|XP_033158423.1|DMAU
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC117139632|XP_033157982.1|DMAU
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC117141469|XP_033160823.1|DMAU
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC117135946|XP_033152424.1|DMAU
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC117147547|XP_033170375.1|DMAU
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC117140483|XP_033159324.1|DMAU
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC117140909|XP_033159972.1|DMAU
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC117137206|XP_033154451.1|DMAU
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC117144272|XP_033165264.1|DMAU
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC117144275|XP_033165269.1|DMAU
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC117141849|XP_033161414.1|DMAU
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC117141411|XP_033160727.1|DMAU
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC117141412|XP_033160728.1|DMAU
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC117141528|XP_033160908.1|DMAU
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC117135921|XP_033152380.1|DMAU
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC117138296|XP_033156187.1|DMAU
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC117137277|XP_033154537.1|DMAU
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC117138554|XP_033156603.1|DMAU
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC117137296|XP_033154559.1|DMAU
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC117137331|XP_033154612.1|DMAU
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC117141045|XP_033160218.1|DMAU
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC117141916|XP_033161536.1|DMAU
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC117139265|XP_033157376.1|DMAU
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC117146382|XP_033168439.1|DMAU
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC117137920|XP_033155557.1|DMAU
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC117137754|XP_033155256.1|DMAU
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC117136491|XP_033153323.1|DMAU
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC117138004|XP_033155696.1|DMAU
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC117135729|XP_033152063.1|DMAU
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC117138294|XP_033156164.1|DMAU
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC117136747|XP_033153670.1|DMAU
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC117148936|XP_033172553.1|DMAU
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC117145853|XP_033167564.1|DMAU
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC117140104|XP_033158750.1|DMAU
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC117135663|XP_033151945.1|DMAU
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC117137891|XP_033155514.1|DMAU
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC117137808|XP_033155377.1|DMAU
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC117136787|XP_033153734.1|DMAU
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC117139804|XP_033158318.1|DMAU
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC117137362|XP_033154654.1|DMAU
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC117148504|XP_033171798.1|DMAU
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC117140419|XP_033159241.1|DMAU
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC117150984|XP_033174072.1|DMAU
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC117147488|XP_033170280.1|DMAU
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC117144723|XP_033165959.1|DMAU
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC117136806|XP_033153762.1|DMAU
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC117139460|XP_033157663.1|DMAU
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC117147378|XP_033170142.1|DMAU
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC117136816|XP_033153780.1|DMAU
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC117135928|XP_033152391.1|DMAU
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC117150744|XP_033173672.1|DMAU
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC117136753|XP_033153681.1|DMAU
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC117135511|XP_033151641.1|DMAU
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC117150351|XP_033173093.1|DMAU
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC117150505|XP_033173302.1|DMAU
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC117150930|XP_033173983.1|DMAU
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC117140588|XP_033159490.1|DMAU
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC117147083|XP_033169741.1|DMAU
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC117136432|XP_033153240.1|DMAU
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC117150396|XP_033173150.1|DMAU
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC117150629|XP_033173489.1|DMAU
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC117148321|XP_033171548.1|DMAU
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC117142302|XP_033162083.1|DMAU
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC117150411|XP_033173173.1|DMAU
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC117146609|XP_033168829.1|DMAU
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC117150301|XP_033173019.1|DMAU
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC117137268|XP_033154527.1|DMAU
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC117135231|XP_033151241.1|DMAU
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC117147952|XP_033170990.1|DMAU
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC117150931|XP_033173987.1|DMAU
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC117143077|XP_033163436.1|DMAU
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC117142859|XP_033162998.1|DMAU
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC117145939|XP_033167713.1|DMAU
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC117138493|XP_033156514.1|DMAU
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC117142802|XP_033162899.1|DMAU
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC117144001|XP_033164846.1|DMAU
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC117142637|XP_033163267.1|DMAU
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC117142872|XP_033163034.1|DMAU
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC117135194|XP_033151155.1|DMAU
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC117150854|XP_033173836.1|DMAU
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC117150468|XP_033173255.1|DMAU
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC117146089|XP_033167940.1|DMAU
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC117135627|XP_033151889.1|DMAU
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC117149758|XP_033172710.1|DMAU
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC117144784|XP_033166047.1|DMAU
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC117137884|XP_033155509.1|DMAU
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC117137910|XP_033155549.1|DMAU
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC117145843|XP_033167582.1|DMAU
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC117137210|XP_033154460.1|DMAU
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC117150275|XP_033172975.1|DMAU
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC117144742|XP_033165986.1|DMAU
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC117136383|XP_033153208.1|DMAU
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC117135241|XP_033151274.1|DMAU
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC117141052|XP_033160233.1|DMAU
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC117141046|XP_033160222.1|DMAU
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC117144434|XP_033165476.1|DMAU
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC117149598|XP_033172693.1|DMAU
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC117135247|XP_033151283.1|DMAU
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC117135249|XP_033151284.1|DMAU
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC117139655|XP_033158049.1|DMAU
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC117139643|XP_033157997.1|DMAU
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC117136160|XP_033152778.1|DMAU
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC117150987|XP_033174080.1|DMAU
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC117150981|XP_033174064.1|DMAU
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC117137170|XP_033154374.1|DMAU
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC117135159|XP_033151110.1|DMAU
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC117148850|XP_033172441.1|DMAU
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC117146239|XP_033168042.1|DMAU
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC117145715|XP_033167352.1|DMAU
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC117142972|XP_033163211.1|DMAU
OG0005284	LOC120413611|XP_039430448.1|CPIP	LOC117150371|XP_033173124.1|DMAU
OG0005285	LOC120413622|XP_039430464.1|CPIP	LOC117138601|XP_033156681.1|DMAU
OG0005286	LOC120413585|XP_039430412.1|CPIP	LOC117135953|XP_033152438.1|DMAU
OG0005287	LOC120413617|XP_039430457.1|CPIP	LOC117146865|XP_033169346.1|DMAU
OG0005288	LOC120420134|XP_039439020.1|CPIP	LOC117135304|XP_033151383.1|DMAU
OG0005289	LOC120420147|XP_039439039.1|CPIP	LOC117136223|XP_033152889.1|DMAU
OG0005290	LOC120430578|XP_039451619.1|CPIP	LOC117143931|XP_033164739.1|DMAU
OG0005291	LOC120422712|XP_039442174.1|CPIP	LOC117144268|XP_033165299.1|DMAU
OG0005292	LOC120422502|XP_039441894.1|CPIP	LOC117136257|XP_033152965.1|DMAU
OG0005293	LOC120423260|XP_039442929.1|CPIP	LOC117143575|XP_033164215.1|DMAU
OG0005294	LOC120422731|XP_039442207.1|CPIP	LOC117142921|XP_033163113.1|DMAU
OG0005295	LOC120423216|XP_039442862.1|CPIP	LOC117143766|XP_033165172.1|DMAU
OG0005296	LOC120414732|XP_039431971.1|CPIP	LOC117145433|XP_033166971.1|DMAU
OG0005297	LOC120414734|XP_039431978.1|CPIP	LOC117135119|XP_033151028.1|DMAU
OG0005298	LOC120424907|XP_039445134.1|CPIP	LOC117151073|XP_033174208.1|DMAU
OG0005299	LOC120422900|XP_039442398.1|CPIP	LOC117142304|XP_033162082.1|DMAU
OG0005300	LOC120422899|XP_039442397.1|CPIP	LOC117147331|XP_033170076.1|DMAU
OG0005301	LOC120417356|XP_039435294.1|CPIP	LOC117135301|XP_033151369.1|DMAU
OG0005302	LOC120417353|XP_039435290.1|CPIP	LOC117136264|XP_033152974.1|DMAU
OG0005303	LOC120413136|XP_039429775.1|CPIP	LOC117148200|XP_033171375.1|DMAU
OG0005304	LOC120413139|XP_039429780.1|CPIP	LOC117150246|XP_033172934.1|DMAU
OG0005305	LOC120431576|XP_039452622.1|CPIP	LOC117137167|XP_033154371.1|DMAU
OG0005306	LOC120424961|XP_039445249.1|CPIP	LOC117135117|XP_033151025.1|DMAU
OG0005307	LOC120424962|XP_039445250.1|CPIP	LOC117142117|XP_033161907.1|DMAU
OG0005308	LOC120416294|XP_039433944.1|CPIP	LOC117145614|XP_033167260.1|DMAU
OG0005309	LOC120416300|XP_039433953.1|CPIP	LOC117150971|XP_033174043.1|DMAU
OG0005310	LOC120416323|XP_039433979.1|CPIP	LOC117138047|XP_033155756.1|DMAU
OG0005311	LOC120416324|XP_039433980.1|CPIP	LOC117135129|XP_033151050.1|DMAU
OG0005312	LOC120416299|XP_039433952.1|CPIP	LOC117150260|XP_033172955.1|DMAU
OG0005313	LOC120413114|XP_039429755.1|CPIP	LOC117138558|XP_033156612.1|DMAU
OG0005314	LOC120413088|XP_039429728.1|CPIP	LOC117138698|XP_033156852.1|DMAU
OG0005315	LOC120413084|XP_039429723.1|CPIP	LOC117139810|XP_033158333.1|DMAU
OG0005316	LOC120413119|XP_039429762.1|CPIP	LOC117137171|XP_033154375.1|DMAU
OG0005317	LOC120413085|XP_039429725.1|CPIP	LOC117136941|XP_033153983.1|DMAU
OG0005318	LOC120413105|XP_039429745.1|CPIP	LOC117136142|XP_033152743.1|DMAU
