Orthogroup	CPIP.longest_only	DERE.longest_only
OG0004179	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP	LOC6555625|XP_001982603.1|DERE
OG0004180	LOC120413922|XP_039430835.1|CPIP	LOC6553833|XP_015010315.1|DERE
OG0004181	LOC120413976|XP_039430917.1|CPIP	LOC6555379|XP_001982092.1|DERE
OG0004182	LOC120413077|XP_039429713.1|CPIP	LOC6545030|XP_026832328.1|DERE
OG0004183	LOC120413063|XP_039429700.1|CPIP	LOC6545029|XP_001972525.3|DERE
OG0004184	LOC120413041|XP_039429665.1|CPIP	LOC6543635|XP_001971839.1|DERE
OG0004185	LOC120413040|XP_039429664.1|CPIP	LOC6543153|XP_001969691.1|DERE
OG0004186	LOC120413059|XP_039429697.1|CPIP	LOC6555713|XP_001982557.1|DERE
OG0004187	LOC120413075|XP_039429711.1|CPIP	LOC6554097|XP_001980454.1|DERE
OG0004188	LOC120423267|XP_039442937.1|CPIP	LOC6553165|XP_015010173.1|DERE
OG0004189	LOC120423276|XP_039442950.1|CPIP	LOC6553167|XP_001980027.1|DERE
OG0004190	LOC120423272|XP_039442945.1|CPIP	LOC6552664|XP_001979172.1|DERE
OG0004191	LOC120423274|XP_039442948.1|CPIP	LOC6552985|XP_001979169.1|DERE
OG0004192	LOC120412950|XP_039429524.1|CPIP	LOC6553802|XP_001979559.1|DERE
OG0004193	LOC120412938|XP_039429509.1|CPIP	LOC6551391|XP_026838543.1|DERE
OG0004194	LOC120412975|XP_039429556.1|CPIP	LOC6551937|XP_001979681.1|DERE
OG0004195	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP	LOC6550826|XP_001978084.1|DERE
OG0004196	LOC120412919|XP_039429485.1|CPIP	LOC6555088|XP_001981399.1|DERE
OG0004197	LOC120412972|XP_039429553.1|CPIP	LOC6553859|XP_001980563.1|DERE
OG0004198	LOC120412992|XP_039429575.1|CPIP	LOC6551913|XP_001978848.1|DERE
OG0004199	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP	LOC6553593|XP_026831494.1|DERE
OG0004200	LOC120414389|XP_039431496.1|CPIP	LOC6548282|XP_026836597.1|DERE
OG0004201	LOC120414387|XP_039431495.1|CPIP	LOC6555008|XP_026836786.1|DERE
OG0004202	LOC120414424|XP_039431538.1|CPIP	LOC6554798|XP_001982229.1|DERE
OG0004203	LOC120414428|XP_039431543.1|CPIP	LOC6553224|XP_026839800.1|DERE
OG0004204	LOC120414425|XP_039431539.1|CPIP	LOC6545345|XP_001973360.1|DERE
OG0004205	LOC120414422|XP_039431536.1|CPIP	LOC6546090|XP_001972782.1|DERE
OG0004206	LOC120414426|XP_039431540.1|CPIP	LOC6553943|XP_001979469.1|DERE
OG0004207	LOC120413958|XP_039430898.1|CPIP	LOC6553944|XP_001979470.1|DERE
OG0004208	LOC120413960|XP_039430900.1|CPIP, LOC120424392|XP_039444424.1|CPIP	LOC6554016|XP_026831971.1|DERE
OG0004209	LOC120424408|XP_039444447.1|CPIP	LOC6554496|XP_026831967.1|DERE
OG0004210	LOC120417904|XP_039436068.1|CPIP	LOC6553337|XP_001979310.1|DERE
OG0004211	LOC120417907|XP_039436070.1|CPIP	LOC6543272|XP_001968310.1|DERE
OG0004212	LOC120414015|XP_039430965.1|CPIP, LOC120431910|XP_039452975.1|CPIP	LOC6551803|XP_001980816.1|DERE
OG0004213	LOC120413998|XP_039430941.1|CPIP	LOC6552638|XP_001980904.1|DERE
OG0004214	LOC120413986|XP_039430926.1|CPIP	LOC6547699|XP_001975020.1|DERE
OG0004215	LOC120425926|XP_039446480.1|CPIP	LOC6547125|XP_001975479.2|DERE
OG0004216	LOC120426314|XP_039447007.1|CPIP	LOC6545923|XP_026832674.1|DERE
OG0004217	LOC120426302|XP_039446984.1|CPIP	LOC6544331|XP_001971982.1|DERE
OG0004218	LOC120422368|XP_039441711.1|CPIP	LOC6550108|XP_001977599.1|DERE
OG0004219	LOC120427434|XP_039448224.1|CPIP	LOC6552445|XP_001980934.1|DERE
OG0004220	LOC120423452|XP_039443206.1|CPIP	LOC6553257|XP_026832792.1|DERE
OG0004221	LOC120421496|XP_039440648.1|CPIP	LOC6553545|XP_001979328.1|DERE
OG0004222	LOC120421482|XP_039440633.1|CPIP	LOC6553785|XP_001980484.1|DERE
OG0004223	LOC120421484|XP_039440637.1|CPIP	LOC6553842|XP_026833681.1|DERE
OG0004224	LOC120421483|XP_039440634.1|CPIP	LOC6552809|XP_001978940.1|DERE
OG0004225	LOC120421501|XP_039440656.1|CPIP	LOC6551290|XP_001976996.1|DERE
OG0004226	LOC120422218|XP_039441541.1|CPIP	LOC6553355|XP_015010138.1|DERE
OG0004227	LOC120421385|XP_039440518.1|CPIP	LOC6553221|XP_026832569.1|DERE
OG0004228	LOC120422106|XP_039441403.1|CPIP	LOC6553222|XP_001980147.1|DERE
OG0004230	LOC120420976|XP_039440044.1|CPIP	LOC6551565|XP_001978604.3|DERE
OG0004231	LOC120420902|XP_039439961.1|CPIP	LOC6543681|XP_001971849.1|DERE
OG0004232	LOC120420936|XP_039440007.1|CPIP	LOC6543709|XP_015013311.1|DERE
OG0004233	LOC120420928|XP_039439995.1|CPIP	LOC6543710|XP_001971853.1|DERE
OG0004234	LOC120421698|XP_039440874.1|CPIP	LOC6543722|XP_015013310.1|DERE
OG0004235	LOC120421781|XP_039440988.1|CPIP	LOC6555515|XP_001982673.1|DERE
OG0004236	LOC120421122|XP_039440216.1|CPIP	LOC6551931|XP_001979675.1|DERE
OG0004237	LOC120426524|XP_039447227.1|CPIP	LOC6553311|XP_001979208.1|DERE
OG0004238	LOC120427944|XP_039448824.1|CPIP	LOC6551888|XP_001979710.1|DERE
OG0004239	LOC120427946|XP_039448828.1|CPIP	LOC6553538|XP_001979321.1|DERE
OG0004240	LOC120422732|XP_039442204.1|CPIP	LOC6552298|XP_001978895.1|DERE
OG0004241	LOC120422739|XP_039442212.1|CPIP	LOC6552583|XP_001980894.1|DERE
OG0004242	LOC120422752|XP_039442229.1|CPIP	LOC6552457|XP_001980875.1|DERE
OG0004243	LOC120422736|XP_039442209.1|CPIP	LOC6544277|XP_001971974.1|DERE
OG0004244	LOC120422737|XP_039442210.1|CPIP	LOC6551936|XP_001979680.1|DERE
OG0004245	LOC120422726|XP_039442188.1|CPIP	LOC6545584|XP_026832179.1|DERE
OG0004246	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP	LOC6544724|XP_026833046.1|DERE
OG0004247	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP	LOC6555526|XP_001982635.1|DERE
OG0004248	LOC120418277|XP_039436531.1|CPIP	LOC6547468|XP_001974920.1|DERE
OG0004249	LOC120431601|XP_039452640.1|CPIP	LOC6544640|XP_001970975.1|DERE
OG0004253	LOC120431178|XP_039452246.1|CPIP	LOC6552675|XP_001980914.1|DERE
OG0004257	LOC120429515|XP_039450521.1|CPIP	LOC6554428|XP_001981279.1|DERE
OG0004258	LOC120425158|XP_039445522.1|CPIP	LOC6555384|XP_026832144.1|DERE
OG0004260	LOC120430960|XP_039452026.1|CPIP	LOC6551917|XP_026831841.1|DERE
OG0004261	LOC120431529|XP_039452557.1|CPIP	LOC6552207|XP_015009472.1|DERE
OG0004262	LOC120420190|XP_039439111.1|CPIP	LOC6554682|XP_001981971.1|DERE
OG0004263	LOC120417918|XP_039436089.1|CPIP	LOC6553813|XP_001979546.1|DERE
OG0004264	LOC120422886|XP_039442381.1|CPIP	LOC6553607|XP_001979232.2|DERE
OG0004265	LOC120429182|XP_039450329.1|CPIP	LOC6552982|XP_001979166.1|DERE
OG0004266	LOC120423160|XP_039442775.1|CPIP	LOC6553150|XP_001980140.1|DERE
OG0004267	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP	LOC6552425|XP_001980780.1|DERE
OG0004268	LOC120423149|XP_039442764.1|CPIP	LOC6546989|XP_026836101.1|DERE
OG0004269	LOC120419442|XP_039438058.1|CPIP	LOC6548722|XP_001975396.1|DERE
OG0004270	LOC120419446|XP_039438062.1|CPIP	LOC26526200|XP_015015467.1|DERE
OG0004271	LOC120427161|XP_039447953.1|CPIP	LOC6549362|XP_001975791.1|DERE
OG0004272	LOC120419429|XP_039438041.1|CPIP	LOC6553924|XP_001980571.1|DERE
OG0004273	LOC120419440|XP_039438056.1|CPIP	LOC6553704|XP_001980410.1|DERE
OG0004274	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP	LOC6551661|XP_001977239.1|DERE
OG0004275	LOC120421354|XP_039440473.1|CPIP	LOC6551311|XP_026838781.1|DERE
OG0004276	LOC120419559|XP_039438217.1|CPIP	LOC6544161|XP_001971386.1|DERE
OG0004278	LOC120416644|XP_039434389.1|CPIP	LOC6551054|XP_001978298.1|DERE
OG0004279	LOC120416640|XP_039434384.1|CPIP	LOC6542840|XP_001968215.1|DERE
OG0004280	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP	LOC6550895|XP_026838390.1|DERE
OG0004281	LOC120419936|XP_039438733.1|CPIP	LOC6543414|XP_001970498.1|DERE
OG0004282	LOC120419949|XP_039438743.1|CPIP	LOC6548487|XP_001975301.1|DERE
OG0004283	LOC120419952|XP_039438747.1|CPIP	LOC6548486|XP_001975300.1|DERE
OG0004284	LOC120412523|XP_039428951.1|CPIP	LOC26526048|XP_015015439.1|DERE
OG0004285	LOC120412552|XP_039428991.1|CPIP	LOC6555206|XP_001982074.1|DERE
OG0004286	LOC120418005|XP_039436182.1|CPIP	LOC6544365|XP_026832766.1|DERE
OG0004287	LOC120417993|XP_039436171.1|CPIP	LOC6544364|XP_001972423.1|DERE
OG0004288	LOC120418009|XP_039436187.1|CPIP	LOC6544565|XP_001972417.1|DERE
OG0004289	LOC120423635|XP_039443437.1|CPIP	LOC6545483|XP_026833749.1|DERE
OG0004290	LOC120425232|XP_039445601.1|CPIP	LOC6549622|XP_001975659.1|DERE
OG0004292	LOC120420848|XP_039439899.1|CPIP	LOC26526277|XP_015014251.1|DERE
OG0004293	LOC120420854|XP_039439906.1|CPIP	LOC6544883|XP_001973147.1|DERE
OG0004294	LOC120420858|XP_039439910.1|CPIP	LOC6546086|XP_001972778.1|DERE
OG0004295	LOC120420841|XP_039439893.1|CPIP	LOC6545146|XP_026832308.1|DERE
OG0004296	LOC120420851|XP_039439902.1|CPIP	LOC6545144|XP_001972775.1|DERE
OG0004297	LOC120425396|XP_039445846.1|CPIP	LOC6548297|XP_001976582.1|DERE
OG0004298	LOC120431028|XP_039452115.1|CPIP	LOC6542563|XP_001970434.1|DERE
OG0004299	LOC120415272|XP_039432676.1|CPIP	LOC6549268|XP_026836734.1|DERE
OG0004300	LOC120422168|XP_039441479.1|CPIP	LOC6547470|XP_026835947.1|DERE
OG0004301	LOC120422166|XP_039441477.1|CPIP	LOC6544485|XP_001971468.1|DERE
OG0004302	LOC120420420|XP_039439372.1|CPIP	LOC6548522|XP_001975404.1|DERE
OG0004303	LOC120427529|XP_039448329.1|CPIP	LOC6541386|XP_001969165.1|DERE
OG0004304	LOC120427542|XP_039448345.1|CPIP	LOC6546738|XP_001974531.3|DERE
OG0004305	LOC120416760|XP_039434528.1|CPIP	LOC6549482|XP_015012467.1|DERE
OG0004309	LOC120431247|XP_039452319.1|CPIP	LOC6545474|XP_026832626.1|DERE
OG0004310	LOC120417563|XP_039435589.1|CPIP	LOC6543374|XP_026835286.1|DERE
OG0004311	LOC120417587|XP_039435632.1|CPIP	LOC6545751|XP_026833093.1|DERE
OG0004314	LOC120415271|XP_039432669.1|CPIP	LOC6548195|XP_001975078.1|DERE
OG0004315	LOC120415301|XP_039432707.1|CPIP	LOC6548226|XP_001976588.1|DERE
OG0004316	LOC120415315|XP_039432731.1|CPIP	LOC6541503|XP_001969137.1|DERE
OG0004317	LOC120415286|XP_039432689.1|CPIP	LOC6542242|XP_001970499.1|DERE
OG0004318	LOC120415322|XP_039432739.1|CPIP	LOC6547774|XP_015012686.2|DERE
OG0004319	LOC120424969|XP_039445262.1|CPIP	LOC6546712|XP_026835702.1|DERE
OG0004320	LOC120418469|XP_039436837.1|CPIP	LOC6555180|XP_001982278.1|DERE
OG0004321	LOC120426480|XP_039447180.1|CPIP	LOC6540720|XP_001970307.1|DERE
OG0004322	LOC120426487|XP_039447185.1|CPIP	LOC6551851|XP_001979648.1|DERE
OG0004323	LOC120420374|XP_039439308.1|CPIP	LOC6545667|XP_001971142.2|DERE
OG0004324	LOC120420375|XP_039439312.1|CPIP	LOC6548780|XP_001974059.1|DERE
OG0004325	LOC120420387|XP_039439334.1|CPIP	LOC6547359|XP_001976324.1|DERE
OG0004326	LOC120416214|XP_039433839.1|CPIP	LOC6547360|XP_001976325.2|DERE
OG0004327	LOC120428352|XP_039449286.1|CPIP	LOC6550664|XP_026837657.1|DERE
OG0004328	LOC120423253|XP_039442907.1|CPIP	LOC6547885|XP_001976429.1|DERE
OG0004329	LOC120423243|XP_039442891.1|CPIP	LOC6547950|XP_015012682.1|DERE
OG0004330	LOC120414924|XP_039432192.1|CPIP	LOC6546750|XP_001974543.2|DERE
OG0004331	LOC120414902|XP_039432165.1|CPIP	LOC6541392|XP_001969142.2|DERE
OG0004332	LOC120414911|XP_039432179.1|CPIP	LOC6542762|XP_001969356.1|DERE
OG0004333	LOC120414894|XP_039432150.1|CPIP	LOC6547632|XP_001976267.1|DERE
OG0004334	LOC120414895|XP_039432152.1|CPIP	LOC6542792|XP_026835103.1|DERE
OG0004335	LOC120414893|XP_039432149.1|CPIP	LOC6543208|XP_001970752.1|DERE
OG0004336	LOC120414904|XP_039432167.1|CPIP	LOC6547623|XP_001974887.3|DERE
OG0004337	LOC120414897|XP_039432158.1|CPIP	LOC6541515|XP_001970257.1|DERE
OG0004338	LOC120418452|XP_039436809.1|CPIP	LOC6545643|XP_001972164.1|DERE
OG0004339	LOC120418441|XP_039436783.1|CPIP	LOC6549534|XP_001975622.1|DERE
OG0004340	LOC120418440|XP_039436782.1|CPIP	LOC6549171|XP_001975621.1|DERE
OG0004341	LOC120431261|XP_039452328.1|CPIP	LOC6547762|XP_001976384.2|DERE
OG0004342	LOC120417243|XP_039435137.1|CPIP	LOC6548415|XP_026836564.1|DERE
OG0004343	LOC120417222|XP_039435117.1|CPIP	LOC6548462|XP_026836472.1|DERE
OG0004344	LOC120417227|XP_039435121.1|CPIP	LOC6548457|XP_015012712.1|DERE
OG0004345	LOC120427046|XP_039447811.1|CPIP	LOC6548875|XP_026839419.1|DERE
OG0004346	LOC120427044|XP_039447809.1|CPIP	LOC6548224|XP_015011525.1|DERE
OG0004347	LOC120421729|XP_039440916.1|CPIP	LOC6548220|XP_001976583.1|DERE
OG0004348	LOC120427759|XP_039448602.1|CPIP	LOC6548131|XP_001976508.3|DERE
OG0004349	LOC120428141|XP_039449060.1|CPIP	LOC6547994|XP_015012665.1|DERE
OG0004350	LOC120424452|XP_039444518.1|CPIP	LOC6543037|XP_001970640.1|DERE
OG0004351	LOC120425053|XP_039445363.1|CPIP	LOC6549426|XP_026836868.1|DERE
OG0004352	LOC120415282|XP_039432686.1|CPIP	LOC26526551|XP_015010497.1|DERE
OG0004353	LOC120424181|XP_039444174.1|CPIP	LOC6554123|XP_001981495.1|DERE
OG0004354	LOC120424208|XP_039444199.1|CPIP	LOC6553039|XP_001980044.1|DERE
OG0004355	LOC120425122|XP_039445482.1|CPIP	LOC6553250|XP_015009450.1|DERE
OG0004356	LOC120424388|XP_039444423.1|CPIP	LOC6549533|XP_001975810.1|DERE
OG0004357	LOC120418003|XP_039436180.1|CPIP	LOC6541154|XP_001970635.1|DERE
OG0004358	LOC120429097|XP_039450195.1|CPIP	LOC6546927|XP_001975998.1|DERE
OG0004359	LOC120428515|XP_039449462.1|CPIP	LOC6547099|XP_026835881.1|DERE
OG0004361	LOC120421469|XP_039440621.1|CPIP	LOC6551826|XP_001980587.1|DERE
OG0004362	LOC120421462|XP_039440608.1|CPIP	LOC6545225|XP_001971059.1|DERE
OG0004363	LOC120431871|XP_039452936.1|CPIP	LOC6551059|XP_001978303.1|DERE
OG0004364	LOC120421461|XP_039440607.1|CPIP	LOC6549352|XP_015012478.1|DERE
OG0004365	LOC120416734|XP_039434495.1|CPIP	LOC6547821|XP_026836641.1|DERE
OG0004366	LOC120427348|XP_039448139.1|CPIP	LOC6542624|XP_001968217.1|DERE
OG0004367	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP	LOC6545884|XP_001973489.1|DERE
OG0004368	LOC120426868|XP_039447606.1|CPIP	LOC6544264|XP_001973778.1|DERE
OG0004369	LOC120428057|XP_039448950.1|CPIP	LOC6540892|XP_026835354.1|DERE
OG0004370	LOC120415122|XP_039432477.1|CPIP	LOC6548485|XP_026836020.1|DERE
OG0004371	LOC120422942|XP_039442458.1|CPIP	LOC6551414|XP_001977200.1|DERE
OG0004372	LOC120422940|XP_039442452.1|CPIP	LOC6548294|XP_026836642.1|DERE
OG0004373	LOC120422964|XP_039442486.1|CPIP	LOC26526506|XP_015010493.1|DERE
OG0004374	LOC120415366|XP_039432792.1|CPIP	LOC6546707|XP_026836697.1|DERE
OG0004375	LOC120415852|XP_039433423.1|CPIP	LOC6544491|XP_001971474.1|DERE
OG0004376	LOC120430333|XP_039451367.1|CPIP	LOC6545798|XP_001973426.1|DERE
OG0004377	LOC120415103|XP_039432455.1|CPIP	LOC6546095|XP_026832635.1|DERE
OG0004378	LOC120415142|XP_039432503.1|CPIP	LOC6548997|XP_026837037.1|DERE
OG0004379	LOC120415132|XP_039432492.1|CPIP	LOC6547721|XP_001975010.1|DERE
OG0004380	LOC120415448|XP_039432931.1|CPIP	LOC6541895|XP_001970410.1|DERE
OG0004381	LOC120420350|XP_039439279.1|CPIP	LOC6552505|XP_001979813.1|DERE
OG0004382	LOC120419145|XP_039437713.1|CPIP	LOC6546884|XP_001975965.1|DERE
OG0004383	LOC120419169|XP_039437755.1|CPIP	LOC6549370|XP_026836949.1|DERE
OG0004384	LOC120419170|XP_039437757.1|CPIP	LOC6549372|XP_026836950.1|DERE
OG0004385	LOC120412759|XP_039429285.1|CPIP	LOC6546988|XP_001976030.1|DERE
OG0004386	LOC120412772|XP_039429301.1|CPIP	LOC6546909|XP_001975988.1|DERE
OG0004387	LOC120412713|XP_039429221.1|CPIP	LOC6544822|XP_001972658.1|DERE
OG0004388	LOC120412762|XP_039429288.1|CPIP	LOC6546877|XP_026836852.1|DERE
OG0004389	LOC120412716|XP_039429234.1|CPIP	LOC6543634|XP_001971838.1|DERE
OG0004390	LOC120415840|XP_039433410.1|CPIP	LOC6543799|XP_001973146.1|DERE
OG0004391	LOC120415885|XP_039433456.1|CPIP	LOC6547496|XP_026836305.1|DERE
OG0004392	LOC120415406|XP_039432867.1|CPIP	LOC6544888|XP_026833435.1|DERE
OG0004393	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP	LOC6547216|XP_001974714.1|DERE
OG0004394	LOC120419311|XP_039437913.1|CPIP	LOC6548429|XP_015011723.1|DERE
OG0004395	LOC120427990|XP_039448881.1|CPIP	LOC6549505|XP_001975727.1|DERE
OG0004396	LOC120429998|XP_039451029.1|CPIP	LOC6542898|XP_026834241.1|DERE
OG0004397	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP	LOC6549364|XP_015012475.2|DERE
OG0004398	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP	LOC6549348|XP_001975794.1|DERE
OG0004399	LOC120429994|XP_039451022.1|CPIP	LOC6548845|XP_001975459.1|DERE
OG0004400	LOC120415133|XP_039432493.1|CPIP	LOC6552441|XP_001980930.1|DERE
OG0004401	LOC120415121|XP_039432474.1|CPIP	LOC6548387|XP_001976468.1|DERE
OG0004402	LOC120415124|XP_039432481.1|CPIP	LOC6548384|XP_001976465.1|DERE
OG0004403	LOC120429091|XP_039450190.1|CPIP	LOC6549168|XP_001975618.1|DERE
OG0004404	LOC120429158|XP_039450303.1|CPIP	LOC6541642|XP_001970780.1|DERE
OG0004405	LOC120429180|XP_039450330.1|CPIP	LOC6544734|XP_026833099.1|DERE
OG0004406	LOC120429230|XP_039450377.1|CPIP	LOC6545442|XP_015013947.1|DERE
OG0004407	LOC120429782|XP_039450778.1|CPIP	LOC6540724|XP_001970397.1|DERE
OG0004408	LOC120415384|XP_039432842.1|CPIP	LOC6544814|XP_001972652.1|DERE
OG0004409	LOC120418158|XP_039436389.1|CPIP	LOC6555815|XP_026839149.1|DERE
OG0004410	LOC120429991|XP_039451018.1|CPIP	LOC6546737|XP_026836417.1|DERE
OG0004411	LOC120429988|XP_039451015.1|CPIP	LOC6543983|XP_001973724.1|DERE
OG0004412	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP	LOC6543982|XP_001973723.1|DERE
OG0004413	LOC120418141|XP_039436368.1|CPIP	LOC6548204|XP_001976483.1|DERE
OG0004414	LOC120418136|XP_039436357.1|CPIP	LOC6548113|XP_001976543.1|DERE
OG0004415	LOC120432665|XP_039453845.1|CPIP	LOC6548970|XP_001975554.1|DERE
OG0004416	LOC120412363|XP_039428721.1|CPIP	LOC6542967|XP_001970631.1|DERE
OG0004417	LOC120412360|XP_039428717.1|CPIP	LOC6554493|XP_001981938.1|DERE
OG0004418	LOC120412358|XP_039428707.1|CPIP	LOC6546934|XP_015012133.1|DERE
OG0004419	LOC120432641|XP_039453817.1|CPIP	LOC6542389|XP_015014768.1|DERE
OG0004420	LOC120412333|XP_039428667.1|CPIP	LOC6546713|XP_001975874.1|DERE
OG0004421	LOC120425247|XP_039445625.1|CPIP	LOC6546391|XP_026833028.1|DERE
OG0004422	LOC120425962|XP_039446543.1|CPIP	LOC6546325|XP_026833393.1|DERE
OG0004423	LOC120416845|XP_039434668.1|CPIP	LOC6548232|XP_001975264.1|DERE
OG0004424	LOC120416837|XP_039434660.1|CPIP	LOC6547906|XP_015011517.1|DERE
OG0004425	LOC120416832|XP_039434652.1|CPIP	LOC6545984|XP_001973498.1|DERE
OG0004426	LOC120416810|XP_039434619.1|CPIP	LOC6545886|XP_001973491.1|DERE
OG0004427	LOC120428653|XP_039449634.1|CPIP	LOC6544416|XP_001973160.2|DERE
OG0004428	LOC120428654|XP_039449635.1|CPIP	LOC6553428|XP_001980238.1|DERE
OG0004429	LOC120431001|XP_039452095.1|CPIP	LOC6542293|XP_001968814.2|DERE
OG0004430	LOC120418195|XP_039436435.1|CPIP	LOC6544750|XP_001972755.1|DERE
OG0004431	LOC120417013|XP_039434884.1|CPIP	LOC6555416|XP_001982335.1|DERE
OG0004432	LOC120416993|XP_039434862.1|CPIP	LOC6555414|XP_001982334.2|DERE
OG0004433	LOC120421847|XP_039441070.1|CPIP	LOC6543993|XP_001973672.2|DERE
OG0004434	LOC120421877|XP_039441108.1|CPIP	LOC6549349|XP_001975795.1|DERE
OG0004435	LOC120426626|XP_039447352.1|CPIP	LOC6547564|XP_015011837.1|DERE
OG0004436	LOC120420263|XP_039439192.1|CPIP	LOC6549627|XP_026837014.1|DERE
OG0004437	LOC120420280|XP_039439212.1|CPIP	LOC6548422|XP_001976730.1|DERE
OG0004438	LOC120426517|XP_039447220.1|CPIP	LOC6549368|XP_001975678.1|DERE
OG0004439	LOC120426512|XP_039447216.1|CPIP	LOC6549537|XP_001975625.1|DERE
OG0004440	LOC120426520|XP_039447223.1|CPIP	LOC6546736|XP_001974529.1|DERE
OG0004441	LOC120415200|XP_039432592.1|CPIP	LOC6542017|XP_001968340.1|DERE
OG0004442	LOC120415178|XP_039432570.1|CPIP	LOC6548140|XP_001975232.1|DERE
OG0004443	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP	LOC6545023|XP_001972519.1|DERE
OG0004444	LOC120425102|XP_039445431.1|CPIP	LOC6548341|XP_001975297.1|DERE
OG0004445	LOC120416358|XP_039434024.1|CPIP	LOC6547949|XP_026836892.1|DERE
OG0004446	LOC120416357|XP_039434023.1|CPIP	LOC6554920|XP_001981125.1|DERE
OG0004447	LOC120416351|XP_039434017.1|CPIP	LOC6555104|XP_001982020.1|DERE
OG0004448	LOC120416363|XP_039434031.1|CPIP	LOC6546747|XP_001974540.1|DERE
OG0004449	LOC120421568|XP_039440731.1|CPIP	LOC6544295|XP_001973134.1|DERE
OG0004450	LOC120427131|XP_039447921.1|CPIP	LOC6546843|XP_001975945.1|DERE
OG0004451	LOC120432579|XP_039453748.1|CPIP	LOC6546832|XP_026836309.1|DERE
OG0004452	LOC120432581|XP_039453750.1|CPIP	LOC6547407|XP_001974824.1|DERE
OG0004453	LOC120432549|XP_039453710.1|CPIP	LOC6547039|XP_001974628.1|DERE
OG0004454	LOC120421562|XP_039440723.1|CPIP	LOC6553836|XP_001980475.1|DERE
OG0004455	LOC120421581|XP_039440747.1|CPIP	LOC6544323|XP_001973128.1|DERE
OG0004456	LOC120421563|XP_039440724.1|CPIP	LOC6555508|XP_001982396.1|DERE
OG0004457	LOC120421553|XP_039440715.1|CPIP	LOC6544545|XP_026833522.1|DERE
OG0004458	LOC120421569|XP_039440735.1|CPIP	LOC6544444|XP_026833026.1|DERE
OG0004459	LOC120423755|XP_039443604.1|CPIP	LOC6545378|XP_026832604.1|DERE
OG0004460	LOC120423740|XP_039443586.1|CPIP	LOC6543617|XP_001972948.1|DERE
OG0004461	LOC120426242|XP_039446913.1|CPIP	LOC6544311|XP_001973073.1|DERE
OG0004462	LOC120422202|XP_039441518.1|CPIP	LOC6545354|XP_001973294.1|DERE
OG0004463	LOC120422215|XP_039441534.1|CPIP	LOC6544107|XP_026832495.1|DERE
OG0004464	LOC120422208|XP_039441524.1|CPIP	LOC6545563|XP_001972667.1|DERE
OG0004465	LOC120416381|XP_039434050.1|CPIP	LOC6545338|XP_001973303.1|DERE
OG0004466	LOC120416373|XP_039434040.1|CPIP	LOC6545348|XP_001973288.2|DERE
OG0004467	LOC120416338|XP_039433999.1|CPIP	LOC6545800|XP_001973428.1|DERE
OG0004468	LOC120416336|XP_039433996.1|CPIP	LOC6545887|XP_001973429.1|DERE
OG0004469	LOC120416346|XP_039434009.1|CPIP	LOC6544558|XP_026833356.1|DERE
OG0004470	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP	LOC6549430|XP_001974401.3|DERE
OG0004471	LOC120428932|XP_039450010.1|CPIP	LOC6555299|XP_001982320.1|DERE
OG0004472	LOC120423890|XP_039443800.1|CPIP	LOC6542594|XP_001969162.1|DERE
OG0004473	LOC120423904|XP_039443818.1|CPIP	LOC26526369|XP_015012791.1|DERE
OG0004474	LOC120423908|XP_039443822.1|CPIP	LOC6546925|XP_001975996.1|DERE
OG0004475	LOC120428253|XP_039449177.1|CPIP	LOC6552581|XP_001980332.1|DERE
OG0004476	LOC120428263|XP_039449188.1|CPIP	LOC6540901|XP_026834731.1|DERE
OG0004477	LOC120428256|XP_039449180.1|CPIP	LOC6541995|XP_001970500.1|DERE
OG0004478	LOC120428250|XP_039449172.1|CPIP	LOC6549538|XP_026836863.1|DERE
OG0004479	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP	LOC6548004|XP_001976499.2|DERE
OG0004480	LOC120427979|XP_039448870.1|CPIP	LOC6549932|XP_001978680.1|DERE
OG0004481	LOC120416241|XP_039433877.1|CPIP	LOC6547041|XP_026835683.1|DERE
OG0004482	LOC120423048|XP_039442654.1|CPIP	LOC6555130|XP_026831577.1|DERE
OG0004483	LOC120429513|XP_039450517.1|CPIP	LOC6547990|XP_001976492.1|DERE
