Orthogroup	CPIP.longest_only	DALB.longest_only
OG0003754	LOC120429818|XP_039450811.1|CPIP	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB
OG0003755	LOC120421407|XP_039440543.1|CPIP	LOC117570617|XP_034108269.1|DALB
OG0003756	LOC120421379|XP_039440509.1|CPIP	LOC117567364|XP_034103198.1|DALB
OG0003757	LOC120431182|XP_039452259.1|CPIP	LOC117568174|XP_034104497.1|DALB
OG0003758	LOC120421895|XP_039441124.1|CPIP	LOC117571311|XP_034109275.1|DALB
OG0003759	LOC120421896|XP_039441127.1|CPIP	LOC117572017|XP_034110447.1|DALB
OG0003760	LOC120421937|XP_039441178.1|CPIP	LOC117567779|XP_034103868.1|DALB
OG0003761	LOC120421914|XP_039441149.1|CPIP	LOC117567122|XP_034102820.1|DALB
OG0003762	LOC120421893|XP_039441120.1|CPIP	LOC117567121|XP_034102816.1|DALB
OG0003763	LOC120421903|XP_039441135.1|CPIP	LOC117569750|XP_034106930.1|DALB
OG0003764	LOC120430638|XP_039451668.1|CPIP	LOC117569746|XP_034106924.1|DALB
OG0003765	LOC120430639|XP_039451673.1|CPIP	LOC117564115|XP_034098663.1|DALB
OG0003766	LOC120431060|XP_039452147.1|CPIP	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB
OG0003767	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP	LOC117571854|XP_034110139.1|DALB
OG0003768	LOC120427294|XP_039448080.1|CPIP	LOC117569104|XP_034106012.1|DALB
OG0003769	LOC120427295|XP_039448083.1|CPIP	LOC117567824|XP_034103956.1|DALB
OG0003770	LOC120418842|XP_039437297.1|CPIP	LOC117573077|XP_034111846.1|DALB
OG0003771	LOC120418819|XP_039437264.1|CPIP	LOC117572088|XP_034110575.1|DALB
OG0003772	LOC120418824|XP_039437272.1|CPIP	LOC117571838|XP_034110117.1|DALB
OG0003773	LOC120418823|XP_039437271.1|CPIP	LOC117570686|XP_034108378.1|DALB
OG0003774	LOC120418796|XP_039437212.1|CPIP	LOC117571320|XP_034109293.1|DALB
OG0003775	LOC120425821|XP_039446368.1|CPIP	LOC117578252|XP_034119563.1|DALB
OG0003780	LOC120413606|XP_039430444.1|CPIP	LOC117566889|XP_034102393.1|DALB
OG0003782	LOC120428451|XP_039449395.1|CPIP	LOC117577087|XP_034118078.1|DALB
OG0003783	LOC120429089|XP_039450183.1|CPIP	LOC117576964|XP_034118032.1|DALB
OG0003784	LOC120420847|XP_039439898.1|CPIP	LOC117567454|XP_034103358.1|DALB
OG0003785	LOC120414877|XP_039432137.1|CPIP	LOC117569120|XP_034106032.1|DALB
OG0003786	LOC120429090|XP_039450186.1|CPIP	LOC117571342|XP_034109339.1|DALB
OG0003787	LOC120416240|XP_039433876.1|CPIP	LOC117571345|XP_034109345.1|DALB
OG0003789	LOC120424226|XP_039444217.1|CPIP	LOC117571185|XP_034109106.1|DALB
OG0003790	LOC120426797|XP_039447546.1|CPIP	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB
OG0003791	LOC120428144|XP_039449066.1|CPIP	LOC117573279|XP_034112257.1|DALB
OG0003796	LOC120431613|XP_039452655.1|CPIP	LOC117575129|XP_034115123.1|DALB
OG0003797	LOC120431328|XP_039452393.1|CPIP	LOC117563962|XP_034098429.1|DALB
OG0003798	LOC120429895|XP_039450924.1|CPIP	LOC117568182|XP_034104520.1|DALB
OG0003799	LOC120429683|XP_039450649.1|CPIP	LOC117569495|XP_034106569.1|DALB
OG0003800	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP	LOC117564914|XP_034099759.1|DALB
OG0003801	LOC120422187|XP_039441495.1|CPIP	LOC117565055|XP_034099891.1|DALB
OG0003802	LOC120414704|XP_039431944.1|CPIP	LOC117564906|XP_034099750.1|DALB
OG0003803	LOC120414705|XP_039431945.1|CPIP	LOC117575136|XP_034115133.1|DALB
OG0003804	LOC120414687|XP_039431904.1|CPIP	LOC117565780|XP_034100948.1|DALB
OG0003805	LOC120414685|XP_039431902.1|CPIP	LOC117564081|XP_034098600.1|DALB
OG0003806	LOC120414728|XP_039431966.1|CPIP	LOC117566048|XP_034101388.1|DALB
OG0003807	LOC120414695|XP_039431920.1|CPIP	LOC117563373|XP_034097565.1|DALB
OG0003808	LOC120414660|XP_039431854.1|CPIP	LOC117567638|XP_034103634.1|DALB
OG0003809	LOC120414664|XP_039431868.1|CPIP	LOC117563239|XP_034097337.1|DALB
OG0003810	LOC120414691|XP_039431914.1|CPIP	LOC117567743|XP_034103819.1|DALB
OG0003811	LOC120431189|XP_039452265.1|CPIP	LOC117569811|XP_034107019.1|DALB
OG0003812	LOC120427691|XP_039448514.1|CPIP	LOC117563342|XP_034097510.1|DALB
OG0003813	LOC120422792|XP_039442264.1|CPIP	LOC117564829|XP_034099645.1|DALB
OG0003814	LOC120428094|XP_039449013.1|CPIP	LOC117563624|XP_034097922.1|DALB
OG0003815	LOC120428098|XP_039449016.1|CPIP	LOC117573564|XP_034112740.1|DALB
OG0003816	LOC120425846|XP_039446399.1|CPIP	LOC117564648|XP_034099400.1|DALB
OG0003817	LOC120425856|XP_039446413.1|CPIP	LOC117564259|XP_034098854.1|DALB
OG0003818	LOC120422801|XP_039442276.1|CPIP	LOC117565276|XP_034100195.1|DALB
OG0003820	LOC120415689|XP_039433218.1|CPIP	LOC117573457|XP_034112571.1|DALB
OG0003821	LOC120424559|XP_039444661.1|CPIP	LOC117570474|XP_034108048.1|DALB
OG0003822	LOC120423672|XP_039443491.1|CPIP	LOC117565091|XP_034099936.1|DALB
OG0003823	LOC120428130|XP_039449046.1|CPIP	LOC117563313|XP_034097462.1|DALB
OG0003824	LOC120422993|XP_039442538.1|CPIP	LOC117563558|XP_034097829.1|DALB
OG0003825	LOC120422985|XP_039442530.1|CPIP	LOC117566154|XP_034101533.1|DALB
OG0003826	LOC120422986|XP_039442531.1|CPIP	LOC117564366|XP_034098974.1|DALB
OG0003827	LOC120413555|XP_039430369.1|CPIP	LOC117563675|XP_034097992.1|DALB
OG0003828	LOC120413574|XP_039430394.1|CPIP	LOC117563673|XP_034097989.1|DALB
OG0003829	LOC120413561|XP_039430374.1|CPIP	LOC117565560|XP_034100619.1|DALB
OG0003830	LOC120413547|XP_039430361.1|CPIP	LOC117565461|XP_034100456.1|DALB
OG0003831	LOC120413522|XP_039430327.1|CPIP	LOC117575691|XP_034115894.1|DALB
OG0003832	LOC120413520|XP_039430326.1|CPIP	LOC117565616|XP_034100712.1|DALB
OG0003833	LOC120431162|XP_039452233.1|CPIP	LOC117565620|XP_034100723.1|DALB
OG0003834	LOC120421105|XP_039440191.1|CPIP	LOC117565280|XP_034100198.1|DALB
OG0003835	LOC120420135|XP_039439021.1|CPIP	LOC117563725|XP_034098078.1|DALB
OG0003836	LOC120422759|XP_039442243.1|CPIP	LOC117565605|XP_034100701.1|DALB
OG0003837	LOC120414065|XP_039431020.1|CPIP	LOC117565604|XP_034100699.1|DALB
OG0003838	LOC120414098|XP_039431055.1|CPIP	LOC117564641|XP_034099392.1|DALB
OG0003839	LOC120414102|XP_039431059.1|CPIP	LOC117563249|XP_034097353.1|DALB
OG0003840	LOC120424100|XP_039444047.1|CPIP	LOC117567633|XP_034103623.1|DALB
OG0003841	LOC120420618|XP_039439625.1|CPIP	LOC117564813|XP_034099626.1|DALB
OG0003842	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP	LOC117566200|XP_034101608.1|DALB
OG0003843	LOC120422559|XP_039441979.1|CPIP	LOC117563870|XP_034098317.1|DALB
OG0003844	LOC120423251|XP_039442908.1|CPIP	LOC117563657|XP_034097962.1|DALB
OG0003845	LOC120422875|XP_039442372.1|CPIP	LOC117564572|XP_034099299.1|DALB
OG0003846	LOC120422954|XP_039442477.1|CPIP	LOC117564652|XP_034099403.1|DALB
OG0003847	LOC120414067|XP_039431022.1|CPIP	LOC117563207|XP_034097285.1|DALB
OG0003848	LOC120428848|XP_039449904.1|CPIP	LOC117576546|XP_034117274.1|DALB
OG0003849	LOC120424905|XP_039445131.1|CPIP	LOC117569152|XP_034106104.1|DALB
OG0003850	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP	LOC117564416|XP_034099038.1|DALB
OG0003851	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP	LOC117570573|XP_034108206.1|DALB
OG0003852	LOC120413146|XP_039429787.1|CPIP	LOC117566080|XP_034101451.1|DALB
OG0003853	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP	LOC117566398|XP_034101798.1|DALB
OG0003854	LOC120424964|XP_039445255.1|CPIP	LOC117564451|XP_034099121.1|DALB
OG0003855	LOC120424954|XP_039445199.1|CPIP	LOC117563343|XP_034097511.1|DALB
OG0003856	LOC120424963|XP_039445251.1|CPIP	LOC117564740|XP_034099519.1|DALB
OG0003857	LOC120416291|XP_039433939.1|CPIP	LOC117564000|XP_034098481.1|DALB
OG0003858	LOC120415175|XP_039432564.1|CPIP	LOC117578324|XP_034119677.1|DALB
OG0003859	LOC120418955|XP_039437430.1|CPIP	LOC117565130|XP_034099987.1|DALB
OG0003860	LOC120418977|XP_039437458.1|CPIP	LOC117566659|XP_034102094.1|DALB
OG0003861	LOC120428566|XP_039449537.1|CPIP	LOC117564373|XP_034098980.1|DALB
OG0003862	LOC120427661|XP_039448473.1|CPIP	LOC117564404|XP_034099019.1|DALB
OG0003863	LOC120427680|XP_039448498.1|CPIP	LOC117565658|XP_034100767.1|DALB
OG0003864	LOC120428621|XP_039449607.1|CPIP	LOC117565719|XP_034100857.1|DALB
OG0003865	LOC120427841|XP_039448701.1|CPIP	LOC117574941|XP_034114881.1|DALB
OG0003866	LOC120427986|XP_039448880.1|CPIP	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB
OG0003867	LOC120428244|XP_039449161.1|CPIP	LOC117564114|XP_034098662.1|DALB
OG0003868	LOC120416298|XP_039433950.1|CPIP	LOC117571383|XP_034109396.1|DALB
OG0003869	LOC120414746|XP_039431995.1|CPIP	LOC117564187|XP_034098752.1|DALB
OG0003870	LOC120425148|XP_039445506.1|CPIP	LOC117565525|XP_034100555.1|DALB
OG0003871	LOC120429760|XP_039450746.1|CPIP	LOC117564733|XP_034099511.1|DALB
OG0003872	LOC120424362|XP_039444391.1|CPIP	LOC117569057|XP_034105959.1|DALB
OG0003873	LOC120424357|XP_039444388.1|CPIP	LOC117563876|XP_034098325.1|DALB
OG0003876	LOC120421723|XP_039440905.1|CPIP	LOC117565061|XP_034099899.1|DALB
OG0003877	LOC120420826|XP_039439882.1|CPIP	LOC117565431|XP_034100408.1|DALB
OG0003878	LOC120420798|XP_039439850.1|CPIP	LOC117564465|XP_034099143.1|DALB
OG0003879	LOC120420800|XP_039439852.1|CPIP	LOC117567516|XP_034103451.1|DALB
OG0003880	LOC120420813|XP_039439867.1|CPIP	LOC117569699|XP_034106851.1|DALB
OG0003881	LOC120419385|XP_039437993.1|CPIP	LOC117567132|XP_034102833.1|DALB
OG0003882	LOC120419381|XP_039437986.1|CPIP	LOC117568443|XP_034105002.1|DALB
OG0003883	LOC120419383|XP_039437989.1|CPIP	LOC117566348|XP_034101729.1|DALB
OG0003884	LOC120419366|XP_039437967.1|CPIP	LOC117563908|XP_034098361.1|DALB
OG0003886	LOC120426845|XP_039447567.1|CPIP	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB
OG0003887	LOC120426848|XP_039447572.1|CPIP	LOC117564637|XP_034099389.1|DALB
OG0003888	LOC120420400|XP_039439345.1|CPIP	LOC117573391|XP_034112482.1|DALB
OG0003889	LOC120420038|XP_039438876.1|CPIP	LOC117564098|XP_034098635.1|DALB
OG0003890	LOC120428643|XP_039449620.1|CPIP	LOC117568260|XP_034104637.1|DALB
OG0003891	LOC120428296|XP_039449239.1|CPIP	LOC117565832|XP_034101031.1|DALB
OG0003892	LOC120428425|XP_039449372.1|CPIP	LOC117568989|XP_034105851.1|DALB
OG0003893	LOC120427581|XP_039448395.1|CPIP	LOC117563697|XP_034098032.1|DALB
OG0003895	LOC120431109|XP_039452196.1|CPIP	LOC117577742|XP_034118544.1|DALB
OG0003898	LOC120424090|XP_039444038.1|CPIP	LOC117565730|XP_034100869.1|DALB
OG0003899	LOC120421965|XP_039441211.1|CPIP	LOC117565653|XP_034100762.1|DALB
OG0003900	LOC120431313|XP_039452380.1|CPIP	LOC117563845|XP_034098266.1|DALB
OG0003901	LOC120425197|XP_039445561.1|CPIP	LOC117564883|XP_034099722.1|DALB
OG0003902	LOC120425192|XP_039445557.1|CPIP	LOC117564023|XP_034098513.1|DALB
OG0003903	LOC120425195|XP_039445560.1|CPIP	LOC117563327|XP_034097482.1|DALB
OG0003904	LOC120425193|XP_039445558.1|CPIP	LOC117563326|XP_034097481.1|DALB
OG0003905	LOC120425186|XP_039445552.1|CPIP, LOC120431362|XP_039452427.1|CPIP	LOC117575572|XP_034115726.1|DALB
OG0003906	LOC120416084|XP_039433701.1|CPIP	LOC117567704|XP_034103725.1|DALB
OG0003907	LOC120420207|XP_039439130.1|CPIP	LOC117566206|XP_034101624.1|DALB
OG0003908	LOC120420216|XP_039439141.1|CPIP	LOC117566207|XP_034101625.1|DALB
OG0003909	LOC120425335|XP_039445751.1|CPIP	LOC117568236|XP_034104602.1|DALB
OG0003910	LOC120425336|XP_039445761.1|CPIP	LOC117568238|XP_034104607.1|DALB
OG0003911	LOC120412783|XP_039429304.1|CPIP	LOC117564793|XP_034099605.1|DALB
OG0003912	LOC120416016|XP_039433607.1|CPIP	LOC117564859|XP_034099693.1|DALB
OG0003913	LOC120423640|XP_039443448.1|CPIP	LOC117563913|XP_034098367.1|DALB
OG0003914	LOC120415784|XP_039433348.1|CPIP, LOC120430019|XP_039451047.1|CPIP	LOC117564132|XP_034098683.1|DALB
OG0003915	LOC120430021|XP_039451050.1|CPIP	LOC117577560|XP_034118285.1|DALB
OG0003916	LOC120423138|XP_039442751.1|CPIP	LOC117565878|XP_034101110.1|DALB
OG0003917	LOC120420895|XP_039439950.1|CPIP	LOC117565632|XP_034100733.1|DALB
OG0003918	LOC120419788|XP_039438561.1|CPIP	LOC117565938|XP_034101215.1|DALB
OG0003919	LOC120426940|XP_039447694.1|CPIP	LOC117564675|XP_034099433.1|DALB
OG0003920	LOC120426945|XP_039447701.1|CPIP	LOC117567114|XP_034102808.1|DALB
OG0003921	LOC120422518|XP_039441910.1|CPIP	LOC117565032|XP_034099870.1|DALB
OG0003922	LOC120422865|XP_039442350.1|CPIP	LOC117565764|XP_034100922.1|DALB
OG0003923	LOC120423125|XP_039442741.1|CPIP	LOC117573229|XP_034112168.1|DALB
OG0003924	LOC120422459|XP_039441839.1|CPIP	LOC117567897|XP_034104060.1|DALB
OG0003925	LOC120415486|XP_039432987.1|CPIP	LOC117563494|XP_034097748.1|DALB
OG0003926	LOC120415476|XP_039432973.1|CPIP	LOC117563268|XP_034097386.1|DALB
OG0003927	LOC120419186|XP_039437787.1|CPIP	LOC117566075|XP_034101445.1|DALB
OG0003928	LOC120416027|XP_039433622.1|CPIP	LOC117566156|XP_034101536.1|DALB
OG0003929	LOC120415970|XP_039433553.1|CPIP	LOC117566001|XP_034101309.1|DALB
OG0003930	LOC120416775|XP_039434573.1|CPIP	LOC117563306|XP_034097444.1|DALB
OG0003931	LOC120416767|XP_039434547.1|CPIP	LOC117578395|XP_034119734.1|DALB
OG0003932	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP	LOC117566645|XP_034102078.1|DALB
OG0003933	LOC120416100|XP_039433717.1|CPIP	LOC117565072|XP_034099909.1|DALB
OG0003934	LOC120416101|XP_039433718.1|CPIP	LOC117565915|XP_034101174.1|DALB
OG0003935	LOC120416078|XP_039433681.1|CPIP	LOC117567965|XP_034104165.1|DALB
OG0003936	LOC120416091|XP_039433708.1|CPIP	LOC117567966|XP_034104166.1|DALB
OG0003937	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP	LOC117571580|XP_034109687.1|DALB
OG0003938	LOC120427952|XP_039448838.1|CPIP	LOC117563338|XP_034097500.1|DALB
OG0003939	LOC120427955|XP_039448842.1|CPIP	LOC117564578|XP_034099311.1|DALB
OG0003940	LOC120427958|XP_039448846.1|CPIP	LOC117565962|XP_034101248.1|DALB
OG0003941	LOC120427960|XP_039448849.1|CPIP	LOC117566137|XP_034101510.1|DALB
OG0003942	LOC120430518|XP_039451564.1|CPIP	LOC117565439|XP_034100420.1|DALB
OG0003943	LOC120419848|XP_039438620.1|CPIP	LOC117563930|XP_034098393.1|DALB
OG0003944	LOC120412827|XP_039429367.1|CPIP	LOC117565343|XP_034100288.1|DALB
OG0003945	LOC120425646|XP_039446165.1|CPIP	LOC117566922|XP_034102433.1|DALB
OG0003946	LOC120412818|XP_039429358.1|CPIP	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB
OG0003947	LOC120412814|XP_039429350.1|CPIP	LOC117565057|XP_034099895.1|DALB
OG0003948	LOC120413552|XP_039430365.1|CPIP	LOC117565318|XP_034100249.1|DALB
OG0003949	LOC120413516|XP_039430309.1|CPIP	LOC117565315|XP_034100244.1|DALB
OG0003950	LOC120416604|XP_039434332.1|CPIP	LOC117564831|XP_034099647.1|DALB
OG0003951	LOC120416601|XP_039434325.1|CPIP	LOC117565299|XP_034100226.1|DALB
OG0003952	LOC120416875|XP_039434704.1|CPIP	LOC117563732|XP_034098103.1|DALB
OG0003953	LOC120416871|XP_039434700.1|CPIP	LOC117563528|XP_034097798.1|DALB
OG0003954	LOC120416870|XP_039434699.1|CPIP	LOC117570859|XP_034108630.1|DALB
OG0003956	LOC120419695|XP_039438420.1|CPIP	LOC117564029|XP_034098523.1|DALB
OG0003957	LOC120415976|XP_039433560.1|CPIP	LOC117572068|XP_034110539.1|DALB
OG0003958	LOC120415997|XP_039433586.1|CPIP	LOC117573260|XP_034112236.1|DALB
OG0003959	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP	LOC117568383|XP_034104882.1|DALB
OG0003960	LOC120423479|XP_039443248.1|CPIP	LOC117578111|XP_034119186.1|DALB
OG0003961	LOC120426941|XP_039447696.1|CPIP	LOC117565848|XP_034101056.1|DALB
OG0003962	LOC120421121|XP_039440213.1|CPIP	LOC117563269|XP_034097388.1|DALB
OG0003964	LOC120418610|XP_039436988.1|CPIP	LOC117564208|XP_034098782.1|DALB
OG0003965	LOC120416275|XP_039433912.1|CPIP	LOC117565988|XP_034101292.1|DALB
OG0003966	LOC120419804|XP_039438574.1|CPIP	LOC117565685|XP_034100810.1|DALB
OG0003967	LOC120426262|XP_039446933.1|CPIP	LOC117567417|XP_034103284.1|DALB
OG0003968	LOC120422617|XP_039442045.1|CPIP	LOC117566871|XP_034102369.1|DALB
OG0003969	LOC120424553|XP_039444654.1|CPIP	LOC117567414|XP_034103281.1|DALB
OG0003970	LOC120415725|XP_039433255.1|CPIP	LOC117565762|XP_034100920.1|DALB
OG0003971	LOC120415529|XP_039433020.1|CPIP	LOC117564828|XP_034099642.1|DALB
OG0003972	LOC120415531|XP_039433024.1|CPIP	LOC117570468|XP_034108033.1|DALB
OG0003973	LOC120415596|XP_039433122.1|CPIP	LOC117568176|XP_034104502.1|DALB
OG0003974	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP	LOC117569773|XP_034106963.1|DALB
OG0003975	LOC120421993|XP_039441239.1|CPIP	LOC117563653|XP_034097954.1|DALB
OG0003976	LOC120421129|XP_039440223.1|CPIP	LOC117564588|XP_034099324.1|DALB
OG0003977	LOC120421130|XP_039440224.1|CPIP	LOC117565155|XP_034100028.1|DALB
OG0003978	LOC120421127|XP_039440220.1|CPIP	LOC117572484|XP_034111225.1|DALB
OG0003983	LOC120422424|XP_039441772.1|CPIP	LOC117565430|XP_034100407.1|DALB
OG0003984	LOC120415584|XP_039433106.1|CPIP	LOC117566153|XP_034101530.1|DALB
OG0003985	LOC120415535|XP_039433028.1|CPIP	LOC117565464|XP_034100460.1|DALB
OG0003986	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP	LOC117564532|XP_034099244.1|DALB
OG0003987	LOC120424987|XP_039445290.1|CPIP	LOC117563826|XP_034098245.1|DALB
OG0003988	LOC120413872|XP_039430776.1|CPIP	LOC117564477|XP_034099168.1|DALB
OG0003989	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP	LOC117564207|XP_034098779.1|DALB
OG0003990	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP	LOC117563290|XP_034097423.1|DALB
OG0003991	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP	LOC117565810|XP_034100991.1|DALB
OG0003992	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP	LOC117565360|XP_034100313.1|DALB
OG0003993	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP	LOC117563295|XP_034097429.1|DALB
OG0003994	LOC120422389|XP_039441732.1|CPIP	LOC117573815|XP_034113123.1|DALB
OG0003995	LOC120419018|XP_039437519.1|CPIP	LOC117567894|XP_034104058.1|DALB
OG0003996	LOC120414560|XP_039431714.1|CPIP	LOC117568857|XP_034105628.1|DALB
OG0003997	LOC120419468|XP_039438088.1|CPIP	LOC117565655|XP_034100764.1|DALB
OG0003998	LOC120432469|XP_039453632.1|CPIP	LOC117563950|XP_034098413.1|DALB
OG0003999	LOC120432431|XP_039453583.1|CPIP	LOC117565692|XP_034100818.1|DALB
OG0004000	LOC120427066|XP_039447838.1|CPIP	LOC117577757|XP_034118558.1|DALB
OG0004001	LOC120421175|XP_039440304.1|CPIP	LOC117567294|XP_034103062.1|DALB
OG0004002	LOC120421172|XP_039440301.1|CPIP	LOC117564456|XP_034099131.1|DALB
OG0004003	LOC120419673|XP_039438378.1|CPIP	LOC117566071|XP_034101422.1|DALB
OG0004004	LOC120419677|XP_039438398.1|CPIP	LOC117566118|XP_034101483.1|DALB
OG0004005	LOC120419651|XP_039438342.1|CPIP	LOC117565170|XP_034100048.1|DALB
OG0004006	LOC120426885|XP_039447622.1|CPIP	LOC117564035|XP_034098530.1|DALB
OG0004007	LOC120426888|XP_039447627.1|CPIP	LOC117564189|XP_034098754.1|DALB
OG0004008	LOC120426896|XP_039447635.1|CPIP	LOC117563336|XP_034097498.1|DALB
OG0004009	LOC120415573|XP_039433086.1|CPIP	LOC117564773|XP_034099563.1|DALB
OG0004010	LOC120426649|XP_039447373.1|CPIP	LOC117565742|XP_034100879.1|DALB
OG0004011	LOC120421287|XP_039440412.1|CPIP	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB
OG0004012	LOC120421294|XP_039440419.1|CPIP	LOC117575532|XP_034115672.1|DALB
OG0004013	LOC120414556|XP_039431701.1|CPIP	LOC117564419|XP_034099042.1|DALB
OG0004014	LOC120414587|XP_039431760.1|CPIP	LOC117569345|XP_034106369.1|DALB
OG0004015	LOC120414590|XP_039431764.1|CPIP	LOC117563323|XP_034097477.1|DALB
OG0004016	LOC120414585|XP_039431753.1|CPIP	LOC117564762|XP_034099550.1|DALB
OG0004017	LOC120419461|XP_039438077.1|CPIP	LOC117565584|XP_034100671.1|DALB
OG0004018	LOC120419464|XP_039438082.1|CPIP	LOC117569340|XP_034106361.1|DALB
OG0004019	LOC120432436|XP_039453588.1|CPIP	LOC117563721|XP_034098072.1|DALB
OG0004020	LOC120432423|XP_039453560.1|CPIP	LOC117563349|XP_034097526.1|DALB
OG0004021	LOC120432438|XP_039453590.1|CPIP	LOC117566139|XP_034101513.1|DALB
OG0004022	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP	LOC117565875|XP_034101106.1|DALB
OG0004023	LOC120420527|XP_039439531.1|CPIP	LOC117569911|XP_034107141.1|DALB
OG0004024	LOC120420517|XP_039439511.1|CPIP	LOC117565215|XP_034100115.1|DALB
OG0004025	LOC120413873|XP_039430777.1|CPIP	LOC117565825|XP_034101024.1|DALB
OG0004026	LOC120413842|XP_039430731.1|CPIP	LOC117563925|XP_034098386.1|DALB
OG0004027	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP	LOC117570701|XP_034108395.1|DALB
OG0004028	LOC120418251|XP_039436502.1|CPIP	LOC117565271|XP_034100189.1|DALB
OG0004029	LOC120418283|XP_039436548.1|CPIP	LOC117565256|XP_034100164.1|DALB
OG0004030	LOC120423405|XP_039443140.1|CPIP	LOC117569884|XP_034107114.1|DALB
OG0004031	LOC120423384|XP_039443101.1|CPIP	LOC117565425|XP_034100400.1|DALB
OG0004032	LOC120425173|XP_039445541.1|CPIP	LOC117566067|XP_034101415.1|DALB
OG0004033	LOC120412691|XP_039429201.1|CPIP	LOC117565978|XP_034101272.1|DALB
OG0004034	LOC120412650|XP_039429138.1|CPIP	LOC117563368|XP_034097558.1|DALB
OG0004035	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP	LOC117565790|XP_034100958.1|DALB
OG0004036	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP	LOC117564860|XP_034099694.1|DALB
OG0004037	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP	LOC117565990|XP_034101298.1|DALB
OG0004038	LOC120426271|XP_039446947.1|CPIP	LOC117565818|XP_034101009.1|DALB
OG0004039	LOC120420535|XP_039439543.1|CPIP	LOC117566160|XP_034101551.1|DALB
OG0004040	LOC120432432|XP_039453584.1|CPIP	LOC117566342|XP_034101713.1|DALB
OG0004041	LOC120423979|XP_039443906.1|CPIP	LOC117578245|XP_034119555.1|DALB
OG0004042	LOC120426273|XP_039446950.1|CPIP	LOC117570848|XP_034108620.1|DALB
OG0004044	LOC120417297|XP_039435182.1|CPIP	LOC117569848|XP_034107068.1|DALB
OG0004045	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP	LOC117564084|XP_034098604.1|DALB
OG0004046	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP	LOC117566217|XP_034101652.1|DALB
OG0004047	LOC120427093|XP_039447877.1|CPIP	LOC117564659|XP_034099408.1|DALB
OG0004048	LOC120427092|XP_039447876.1|CPIP	LOC117563879|XP_034098329.1|DALB
OG0004049	LOC120419051|XP_039437551.1|CPIP	LOC117564389|XP_034099001.1|DALB
OG0004050	LOC120419070|XP_039437588.1|CPIP	LOC117563937|XP_034098401.1|DALB
OG0004051	LOC120429838|XP_039450836.1|CPIP	LOC117563488|XP_034097741.1|DALB
OG0004052	LOC120426553|XP_039447254.1|CPIP	LOC117564147|XP_034098704.1|DALB
OG0004053	LOC120426572|XP_039447291.1|CPIP	LOC117566928|XP_034102441.1|DALB
OG0004054	LOC120426558|XP_039447258.1|CPIP	LOC117564770|XP_034099561.1|DALB
OG0004055	LOC120423218|XP_039442861.1|CPIP	LOC117576851|XP_034117833.1|DALB
OG0004056	LOC120423231|XP_039442873.1|CPIP	LOC117574994|XP_034114956.1|DALB
OG0004057	LOC120423201|XP_039442836.1|CPIP	LOC117571797|XP_034110052.1|DALB
OG0004059	LOC120414334|XP_039431408.1|CPIP	LOC117575247|XP_034115269.1|DALB
OG0004060	LOC120414360|XP_039431456.1|CPIP	LOC117574545|XP_034114306.1|DALB
