Orthogroup	CPIP.longest_only	SLEB.longest_only
OG0004979	LOC120430073|XP_039451100.1|CPIP	LOC115622514|XP_030372328.1|SLEB
OG0004980	LOC120430112|XP_039451134.1|CPIP	LOC115622844|XP_030372785.1|SLEB
OG0004981	LOC120426778|XP_039447488.1|CPIP	LOC115633670|XP_030386975.1|SLEB
OG0004982	LOC120426620|XP_039447351.1|CPIP	LOC115633824|XP_030387171.1|SLEB
OG0004983	LOC120427270|XP_039448061.1|CPIP	LOC115632288|XP_030385241.1|SLEB
OG0004984	LOC120422850|XP_039442330.1|CPIP	LOC115622800|XP_030372725.1|SLEB
OG0004985	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP	LOC115628369|XP_030380305.1|SLEB
OG0004986	LOC120416551|XP_039434215.1|CPIP	LOC115622315|XP_030372081.1|SLEB
OG0004987	LOC120430753|XP_039451794.1|CPIP	LOC115632953|XP_030386110.1|SLEB
OG0004988	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP	LOC115628250|XP_030380126.1|SLEB
OG0004989	LOC120416557|XP_039434223.1|CPIP	LOC115632449|XP_030385459.1|SLEB
OG0004990	LOC120429257|XP_039450406.1|CPIP	LOC115634248|XP_030387702.1|SLEB
OG0004991	LOC120420680|XP_039439711.1|CPIP	LOC115634751|XP_030388501.1|SLEB
OG0004992	LOC120420662|XP_039439690.1|CPIP	LOC115634752|XP_030388503.1|SLEB
OG0004994	LOC120428626|XP_039449609.1|CPIP	LOC115628405|XP_030380354.1|SLEB
OG0004995	LOC120431470|XP_039452518.1|CPIP	LOC115632732|XP_030385838.1|SLEB
OG0004996	LOC120431466|XP_039452514.1|CPIP	LOC115632332|XP_030385297.1|SLEB
OG0004997	LOC120427040|XP_039447803.1|CPIP	LOC115624930|XP_030375644.1|SLEB
OG0004998	LOC120421548|XP_039440708.1|CPIP	LOC115634227|XP_030387678.1|SLEB
OG0004999	LOC120421540|XP_039440703.1|CPIP	LOC115622896|XP_030372872.1|SLEB
OG0005000	LOC120421541|XP_039440704.1|CPIP	LOC115622262|XP_030372027.1|SLEB
OG0005001	LOC120421537|XP_039440696.1|CPIP	LOC115623045|XP_030373081.1|SLEB
OG0005002	LOC120420113|XP_039438996.1|CPIP	LOC115623966|XP_030374394.1|SLEB
OG0005003	LOC120413162|XP_039429804.1|CPIP	LOC115633139|XP_030386406.1|SLEB
OG0005004	LOC120413190|XP_039429837.1|CPIP	LOC115622566|XP_030372398.1|SLEB
OG0005005	LOC120413212|XP_039429865.1|CPIP	LOC115634528|XP_030388194.1|SLEB
OG0005006	LOC120413177|XP_039429823.1|CPIP	LOC115632177|XP_030385069.1|SLEB
OG0005007	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP	LOC115632705|XP_030385803.1|SLEB
OG0005008	LOC120413179|XP_039429826.1|CPIP	LOC115622417|XP_030372210.1|SLEB
OG0005009	LOC120413184|XP_039429832.1|CPIP	LOC115628541|XP_030380562.1|SLEB
OG0005010	LOC120428755|XP_039449771.1|CPIP	LOC115624360|XP_030374927.1|SLEB
OG0005011	LOC120428747|XP_039449759.1|CPIP	LOC115634583|XP_030388276.1|SLEB
OG0005012	LOC120413225|XP_039429885.1|CPIP	LOC115622677|XP_030372554.1|SLEB
OG0005013	LOC120418477|XP_039436847.1|CPIP	LOC115625382|XP_030376278.1|SLEB
OG0005014	LOC120413164|XP_039429808.1|CPIP	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC120413196|XP_039429845.1|CPIP	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC120418495|XP_039436866.1|CPIP	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC120424863|XP_039445050.1|CPIP	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC120424831|XP_039444993.1|CPIP	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC120424830|XP_039444992.1|CPIP	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC120420088|XP_039438953.1|CPIP	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC120420066|XP_039438919.1|CPIP	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC120420060|XP_039438908.1|CPIP	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC120420061|XP_039438909.1|CPIP	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC120420111|XP_039438993.1|CPIP	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC120429151|XP_039450290.1|CPIP	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC120429157|XP_039450299.1|CPIP	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC120416524|XP_039434174.1|CPIP	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC120416510|XP_039434161.1|CPIP	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC120416487|XP_039434140.1|CPIP	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC120428830|XP_039449875.1|CPIP	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC120430776|XP_039451819.1|CPIP	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC120413472|XP_039430243.1|CPIP	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC120413444|XP_039430207.1|CPIP	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC120429603|XP_039450569.1|CPIP	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC120418036|XP_039436215.1|CPIP	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC120418030|XP_039436211.1|CPIP	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC120418031|XP_039436212.1|CPIP	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC120418931|XP_039437401.1|CPIP	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC120418922|XP_039437386.1|CPIP	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC120418912|XP_039437374.1|CPIP	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC120418938|XP_039437410.1|CPIP	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC120418910|XP_039437372.1|CPIP	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC120418914|XP_039437379.1|CPIP	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC120418909|XP_039437370.1|CPIP	LOC115634667|XP_030388386.1|SLEB
OG0005049	LOC120420676|XP_039439708.1|CPIP	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC120420647|XP_039439660.1|CPIP	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC120420652|XP_039439670.1|CPIP	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC120420674|XP_039439705.1|CPIP	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC120412395|XP_039428779.1|CPIP	LOC115625822|XP_030376873.1|SLEB
OG0005054	LOC120412373|XP_039428730.1|CPIP	LOC115624670|XP_030375323.1|SLEB
OG0005055	LOC120412398|XP_039428788.1|CPIP	LOC115629558|XP_030381909.1|SLEB
OG0005056	LOC120412424|XP_039428819.1|CPIP	LOC115629596|XP_030381985.1|SLEB
OG0005057	LOC120413439|XP_039430188.1|CPIP	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC120413476|XP_039430249.1|CPIP	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC120414620|XP_039431784.1|CPIP	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC120414643|XP_039431813.1|CPIP	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC120412582|XP_039429026.1|CPIP	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC120421550|XP_039440711.1|CPIP	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC120424851|XP_039445034.1|CPIP	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC120412906|XP_039429472.1|CPIP	LOC115631957|XP_030384679.1|SLEB
OG0005066	LOC120412896|XP_039429460.1|CPIP	LOC115633703|XP_030387023.1|SLEB
OG0005067	LOC120430655|XP_039451695.1|CPIP	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC120428827|XP_039449869.1|CPIP	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC120422298|XP_039441624.1|CPIP	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC120420354|XP_039439284.1|CPIP	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC120420358|XP_039439291.1|CPIP	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC120426781|XP_039447489.1|CPIP	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC120416575|XP_039434242.1|CPIP	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC120416564|XP_039434229.1|CPIP	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC120420073|XP_039438930.1|CPIP	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC120420080|XP_039438941.1|CPIP	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC120419978|XP_039438787.1|CPIP	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC120414138|XP_039431106.1|CPIP	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC120418547|XP_039436913.1|CPIP	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC120418527|XP_039436897.1|CPIP	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC120418528|XP_039436899.1|CPIP	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC120418530|XP_039436900.1|CPIP	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC120431426|XP_039452480.1|CPIP	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC120414436|XP_039431555.1|CPIP	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC120414481|XP_039431609.1|CPIP	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC120432578|XP_039453744.1|CPIP	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC120414463|XP_039431586.1|CPIP	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC120426140|XP_039446791.1|CPIP	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC120426135|XP_039446771.1|CPIP	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC120417615|XP_039435663.1|CPIP	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC120417605|XP_039435645.1|CPIP	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC120417619|XP_039435667.1|CPIP	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC120416046|XP_039433637.1|CPIP	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC120416047|XP_039433639.1|CPIP	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC120423595|XP_039443390.1|CPIP	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC120423622|XP_039443424.1|CPIP	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC120423604|XP_039443403.1|CPIP	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC120419517|XP_039438151.1|CPIP	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC120419522|XP_039438166.1|CPIP	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC120413407|XP_039430146.1|CPIP	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC120413431|XP_039430176.1|CPIP	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC120413416|XP_039430155.1|CPIP	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC120413382|XP_039430114.1|CPIP	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC120417530|XP_039435546.1|CPIP	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC120420040|XP_039438875.1|CPIP	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC120427787|XP_039448643.1|CPIP	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC120427785|XP_039448640.1|CPIP	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC120427783|XP_039448638.1|CPIP	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC120429198|XP_039450340.1|CPIP	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC120422286|XP_039441610.1|CPIP	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC120424974|XP_039445264.1|CPIP	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC120424977|XP_039445268.1|CPIP	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC120424982|XP_039445284.1|CPIP	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC120431356|XP_039452418.1|CPIP	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC120421624|XP_039440786.1|CPIP	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC120421674|XP_039440838.1|CPIP	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC120424488|XP_039444565.1|CPIP	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC120424498|XP_039444582.1|CPIP	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC120424477|XP_039444546.1|CPIP	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC120424495|XP_039444576.1|CPIP	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC120423518|XP_039443295.1|CPIP	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC120423507|XP_039443282.1|CPIP	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC120420909|XP_039439968.1|CPIP	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC120430133|XP_039451153.1|CPIP	LOC115634506|XP_030388132.1|SLEB
OG0005132	LOC120412631|XP_039429120.1|CPIP	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC120412593|XP_039429057.1|CPIP	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC120412581|XP_039429025.1|CPIP	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC120412623|XP_039429107.1|CPIP	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC120412587|XP_039429034.1|CPIP	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC120428832|XP_039449881.1|CPIP	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC120416503|XP_039434154.1|CPIP	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC120416504|XP_039434155.1|CPIP	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC120416523|XP_039434173.1|CPIP	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC120426296|XP_039446981.1|CPIP	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC120415768|XP_039433310.1|CPIP	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC120415816|XP_039433374.1|CPIP	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC120415818|XP_039433376.1|CPIP	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC120415809|XP_039433370.1|CPIP	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC120415810|XP_039433371.1|CPIP	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC120418654|XP_039437033.1|CPIP	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC120418652|XP_039437030.1|CPIP	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC120418673|XP_039437056.1|CPIP	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC120418659|XP_039437040.1|CPIP	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC120418665|XP_039437050.1|CPIP	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC120418680|XP_039437070.1|CPIP	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC120419001|XP_039437507.1|CPIP	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC120427117|XP_039447904.1|CPIP	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC120427130|XP_039447918.1|CPIP	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC120419527|XP_039438173.1|CPIP	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC120419525|XP_039438171.1|CPIP	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC120419520|XP_039438163.1|CPIP	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC120422697|XP_039442142.1|CPIP	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC120422702|XP_039442147.1|CPIP	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC120417455|XP_039435446.1|CPIP	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC120417458|XP_039435449.1|CPIP	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC120429715|XP_039450688.1|CPIP	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC120421404|XP_039440540.1|CPIP	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC120421405|XP_039440541.1|CPIP	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC120421394|XP_039440529.1|CPIP	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC120421393|XP_039440528.1|CPIP	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC120421391|XP_039440525.1|CPIP	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC120421392|XP_039440527.1|CPIP	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC120421386|XP_039440514.1|CPIP	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC120431184|XP_039452260.1|CPIP	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC120431186|XP_039452262.1|CPIP	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC120421921|XP_039441155.1|CPIP	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC120421930|XP_039441169.1|CPIP	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC120421898|XP_039441130.1|CPIP	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC120430636|XP_039451665.1|CPIP	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC120431061|XP_039452148.1|CPIP	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC120431062|XP_039452149.1|CPIP	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC120431056|XP_039452144.1|CPIP	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC120427289|XP_039448075.1|CPIP	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC120427293|XP_039448079.1|CPIP	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC120427296|XP_039448084.1|CPIP	LOC115634834|XP_030388615.1|SLEB
OG0005187	LOC120418809|XP_039437240.1|CPIP	LOC115634370|XP_030387894.1|SLEB
OG0005188	LOC120418812|XP_039437257.1|CPIP	LOC115633552|XP_030386869.1|SLEB
OG0005189	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP	LOC115627519|XP_030379079.1|SLEB
OG0005191	LOC120429227|XP_039450375.1|CPIP	LOC115623611|XP_030373888.1|SLEB
OG0005196	LOC120429042|XP_039450114.1|CPIP	LOC115632795|XP_030385907.1|SLEB
OG0005199	LOC120428478|XP_039449426.1|CPIP	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC120424300|XP_039444319.1|CPIP	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC120424220|XP_039444208.1|CPIP	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC120413952|XP_039430889.1|CPIP	LOC115632876|XP_030386014.1|SLEB
OG0005211	LOC120425448|XP_039445914.1|CPIP	LOC115624687|XP_030375349.1|SLEB
OG0005212	LOC120425446|XP_039445913.1|CPIP	LOC115633797|XP_030387136.1|SLEB
OG0005213	LOC120422192|XP_039441507.1|CPIP	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC120414729|XP_039431968.1|CPIP	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC120414647|XP_039431828.1|CPIP	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC120414706|XP_039431948.1|CPIP	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC120414646|XP_039431818.1|CPIP	LOC115629078|XP_030381253.1|SLEB
OG0005219	LOC120414659|XP_039431853.1|CPIP	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC120414656|XP_039431849.1|CPIP	LOC115632376|XP_030385357.1|SLEB
OG0005221	LOC120414672|XP_039431887.1|CPIP	LOC115626397|XP_030377620.1|SLEB
OG0005222	LOC120414652|XP_039431836.1|CPIP	LOC115630505|XP_030382956.1|SLEB
OG0005223	LOC120414655|XP_039431847.1|CPIP	LOC115625803|XP_030376841.1|SLEB
OG0005224	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP	LOC115628457|XP_030380435.1|SLEB
OG0005225	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP	LOC115626158|XP_030377292.1|SLEB
OG0005226	LOC120431198|XP_039452275.1|CPIP	LOC115631202|XP_030383756.1|SLEB
OG0005227	LOC120431192|XP_039452268.1|CPIP	LOC115631599|XP_030384261.1|SLEB
OG0005228	LOC120431190|XP_039452266.1|CPIP	LOC115631654|XP_030384326.1|SLEB
OG0005229	LOC120431282|XP_039452354.1|CPIP	LOC115631557|XP_030384204.1|SLEB
OG0005230	LOC120427685|XP_039448505.1|CPIP	LOC115631109|XP_030383628.1|SLEB
OG0005231	LOC120422793|XP_039442267.1|CPIP	LOC115628552|XP_030380574.1|SLEB
OG0005232	LOC120422785|XP_039442257.1|CPIP	LOC115626339|XP_030377545.1|SLEB
OG0005233	LOC120422805|XP_039442281.1|CPIP	LOC115626384|XP_030377603.1|SLEB
OG0005234	LOC120425848|XP_039446401.1|CPIP	LOC115625746|XP_030376761.1|SLEB
OG0005235	LOC120415484|XP_039432986.1|CPIP	LOC115631204|XP_030383768.1|SLEB
OG0005236	LOC120415483|XP_039432983.1|CPIP	LOC115630664|XP_030383166.1|SLEB
OG0005237	LOC120415481|XP_039432980.1|CPIP	LOC115630662|XP_030383164.1|SLEB
OG0005238	LOC120415473|XP_039432968.1|CPIP	LOC115630709|XP_030383222.1|SLEB
OG0005239	LOC120419188|XP_039437792.1|CPIP	LOC115630995|XP_030383446.1|SLEB
OG0005240	LOC120422788|XP_039442261.1|CPIP	LOC115632014|XP_030384806.1|SLEB
OG0005241	LOC120422783|XP_039442250.1|CPIP	LOC115630568|XP_030383044.1|SLEB
OG0005242	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP	LOC115630406|XP_030382797.1|SLEB
OG0005243	LOC120415693|XP_039433221.1|CPIP	LOC115631959|XP_030384682.1|SLEB
OG0005244	LOC120415669|XP_039433186.1|CPIP	LOC115621377|XP_030370863.1|SLEB
OG0005245	LOC120415676|XP_039433197.1|CPIP	LOC115625262|XP_030376123.1|SLEB
OG0005246	LOC120415690|XP_039433219.1|CPIP	LOC115631245|XP_030383814.1|SLEB
OG0005247	LOC120415685|XP_039433203.1|CPIP	LOC115634723|XP_030388466.1|SLEB
OG0005248	LOC120424566|XP_039444669.1|CPIP	LOC115629644|XP_030382015.1|SLEB
OG0005249	LOC120423659|XP_039443475.1|CPIP	LOC115623544|XP_030373790.1|SLEB
OG0005250	LOC120423673|XP_039443492.1|CPIP	LOC115625764|XP_030376792.1|SLEB
OG0005251	LOC120418290|XP_039436551.1|CPIP	LOC115631422|XP_030384008.1|SLEB
OG0005252	LOC120418314|XP_039436577.1|CPIP	LOC115626150|XP_030377274.1|SLEB
OG0005253	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP	LOC115628492|XP_030380481.1|SLEB
OG0005254	LOC120422990|XP_039442534.1|CPIP	LOC115626078|XP_030377191.1|SLEB
OG0005255	LOC120422984|XP_039442528.1|CPIP	LOC115625735|XP_030376746.1|SLEB
OG0005256	LOC120422989|XP_039442533.1|CPIP	LOC115633470|XP_030386785.1|SLEB
OG0005257	LOC120422991|XP_039442536.1|CPIP	LOC115625840|XP_030376903.1|SLEB
OG0005258	LOC120413542|XP_039430354.1|CPIP	LOC115625967|XP_030377069.1|SLEB
OG0005259	LOC120413545|XP_039430359.1|CPIP	LOC115625847|XP_030376910.1|SLEB
OG0005260	LOC120413560|XP_039430373.1|CPIP	LOC115625942|XP_030377037.1|SLEB
OG0005261	LOC120413537|XP_039430346.1|CPIP	LOC115623710|XP_030374050.1|SLEB
OG0005262	LOC120421103|XP_039440183.1|CPIP	LOC115630567|XP_030383042.1|SLEB
OG0005263	LOC120413586|XP_039430415.1|CPIP	LOC115626218|XP_030377372.1|SLEB
OG0005264	LOC120413587|XP_039430419.1|CPIP	LOC115621382|XP_030370871.1|SLEB
OG0005265	LOC120413588|XP_039430421.1|CPIP	LOC115625877|XP_030376952.1|SLEB
OG0005266	LOC120420136|XP_039439025.1|CPIP	LOC115626451|XP_030377687.1|SLEB
OG0005267	LOC120422937|XP_039442453.1|CPIP	LOC115630454|XP_030382875.1|SLEB
OG0005268	LOC120422741|XP_039442219.1|CPIP	LOC115630452|XP_030382872.1|SLEB
OG0005269	LOC120422916|XP_039442424.1|CPIP	LOC115630434|XP_030382849.1|SLEB
OG0005270	LOC120423189|XP_039442826.1|CPIP	LOC115631483|XP_030384098.1|SLEB
OG0005271	LOC120422309|XP_039441634.1|CPIP	LOC115625827|XP_030376878.1|SLEB
OG0005272	LOC120422971|XP_039442501.1|CPIP	LOC115625855|XP_030376923.1|SLEB
OG0005273	LOC120414084|XP_039431040.1|CPIP	LOC115625663|XP_030376656.1|SLEB
OG0005274	LOC120414062|XP_039431017.1|CPIP	LOC115631480|XP_030384096.1|SLEB
OG0005275	LOC120414058|XP_039431009.1|CPIP	LOC115630943|XP_030383370.1|SLEB
OG0005276	LOC120414081|XP_039431036.1|CPIP	LOC115631296|XP_030383871.1|SLEB
OG0005277	LOC120414096|XP_039431053.1|CPIP	LOC115631445|XP_030384049.1|SLEB
OG0005278	LOC120414093|XP_039431051.1|CPIP	LOC115627877|XP_030379625.1|SLEB
OG0005279	LOC120414100|XP_039431057.1|CPIP	LOC115626343|XP_030377552.1|SLEB
OG0005280	LOC120424092|XP_039444040.1|CPIP	LOC115630408|XP_030382800.1|SLEB
OG0005281	LOC120420594|XP_039439604.1|CPIP	LOC115630939|XP_030383366.1|SLEB
OG0005282	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP	LOC115623681|XP_030374011.1|SLEB
OG0005283	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP	LOC115620238|XP_030369243.1|SLEB
