Orthogroup	DSEC.longest_only	DSUB.longest_only
OG0004056	LOC6613783|XP_002038252.2|DSEC	LOC117899459|XP_034665363.1|DSUB
OG0004057	LOC6619419|XP_002043634.2|DSEC	LOC117894401|XP_034657300.1|DSUB
OG0004058	LOC6610579|XP_002035152.1|DSEC	LOC117893005|XP_034655252.1|DSUB
OG0004059	LOC6614329|XP_002038769.1|DSEC	LOC117896990|XP_034661438.1|DSUB
OG0004060	LOC6606855|XP_002031652.1|DSEC	LOC117897607|XP_034662461.1|DSUB
OG0004061	LOC6619914|XP_032582270.1|DSEC	LOC117896179|XP_034660157.1|DSUB
OG0004062	LOC6610415|XP_032573940.1|DSEC	LOC117895395|XP_034658914.1|DSUB
OG0004063	LOC6616152|XP_002040517.1|DSEC	LOC117902135|XP_034669164.1|DSUB
OG0004064	LOC6605839|XP_002030653.1|DSEC	LOC117894283|XP_034657132.1|DSUB
OG0004065	LOC6615480|XP_032572610.1|DSEC	LOC117891993|XP_034653764.1|DSUB
OG0004066	LOC6609163|XP_002033865.1|DSEC	LOC117892231|XP_034654225.1|DSUB
OG0004067	LOC6619899|XP_002044111.1|DSEC	LOC117903854|XP_034672213.1|DSUB
OG0004068	LOC6607160|XP_002031946.1|DSEC	LOC117896230|XP_034660257.1|DSUB
OG0004069	LOC6607159|XP_032576360.1|DSEC	LOC117898189|XP_034663296.1|DSUB
OG0004070	LOC6610673|XP_002035239.1|DSEC	LOC117895466|XP_034659032.1|DSUB
OG0004071	LOC6604965|XP_002029808.1|DSEC	LOC117895244|XP_034658646.1|DSUB
OG0004072	LOC6604966|XP_002029809.1|DSEC	LOC117895245|XP_034658647.1|DSUB
OG0004073	LOC6614801|XP_002039220.1|DSEC	LOC117891788|XP_034653354.1|DSUB
OG0004074	LOC6615540|XP_002039919.2|DSEC	LOC117891804|XP_034653376.1|DSUB
OG0004075	LOC6609006|XP_002033711.1|DSEC	LOC117892708|XP_034655015.1|DSUB
OG0004076	LOC6609005|XP_002033710.2|DSEC	LOC117891145|XP_034652282.1|DSUB
OG0004077	LOC6611612|XP_002036148.2|DSEC	LOC117901947|XP_034668810.1|DSUB
OG0004078	LOC6617019|XP_002041347.1|DSEC	LOC117898745|XP_034664258.1|DSUB
OG0004079	LOC6618987|XP_002043232.1|DSEC	LOC117889772|XP_034650128.1|DSUB
OG0004080	LOC6609462|XP_002034147.1|DSEC	LOC117892184|XP_034654162.1|DSUB
OG0004081	LOC6609220|XP_032570268.1|DSEC	LOC117892506|XP_034654676.1|DSUB
OG0004082	LOC6615301|XP_002039705.1|DSEC	LOC117902918|XP_034670384.1|DSUB
OG0004083	LOC116801434|XP_032576831.1|DSEC	LOC117898474|XP_034663796.1|DSUB
OG0004084	LOC6619372|XP_032573924.1|DSEC	LOC117893139|XP_034655485.1|DSUB
OG0004085	LOC6616844|XP_002041180.1|DSEC	LOC117896282|XP_034660376.1|DSUB
OG0004086	LOC6617160|XP_032577787.1|DSEC	LOC117897414|XP_034662132.1|DSUB
OG0004087	LOC6617601|XP_032581063.1|DSEC	LOC117891429|XP_034652794.1|DSUB
OG0004088	LOC6617134|XP_002041461.1|DSEC	LOC117896483|XP_034660713.1|DSUB
OG0004089	LOC6618998|XP_002043243.2|DSEC	LOC117903279|XP_034671078.1|DSUB
OG0004090	LOC6607726|XP_032579116.1|DSEC	LOC117897671|XP_034662561.1|DSUB
OG0004091	LOC6606327|XP_002031132.1|DSEC	LOC117898856|XP_034664423.1|DSUB
OG0004092	LOC6618946|XP_002043189.1|DSEC	LOC117895369|XP_034658850.1|DSUB
OG0004094	LOC6612547|XP_002037055.1|DSEC	LOC117903037|XP_034670658.1|DSUB
OG0004095	LOC116801474|XP_032577178.1|DSEC	LOC117899324|XP_034665149.1|DSUB
OG0004096	LOC6617161|XP_002041488.1|DSEC	LOC117897415|XP_034662133.1|DSUB
OG0004097	LOC6605523|XP_002030356.1|DSEC	LOC117895763|XP_034659528.1|DSUB
OG0004098	LOC6616850|XP_002041186.1|DSEC	LOC117896832|XP_034661237.1|DSUB
OG0004099	LOC6613867|XP_032577875.1|DSEC	LOC117898489|XP_034663816.1|DSUB
OG0004100	LOC6613878|XP_032577815.1|DSEC	LOC117897883|XP_034662850.1|DSUB
OG0004101	LOC6613882|XP_002038351.1|DSEC	LOC117897255|XP_034661870.1|DSUB
OG0004102	LOC6613884|XP_032579257.1|DSEC	LOC117898716|XP_034664225.1|DSUB
OG0004103	LOC6617017|XP_002041345.1|DSEC	LOC117898751|XP_034664264.1|DSUB
OG0004104	LOC6607577|XP_032577966.1|DSEC	LOC117897941|XP_034662924.1|DSUB
OG0004105	LOC6605841|XP_002030655.2|DSEC	LOC117894898|XP_034658080.1|DSUB
OG0004106	LOC6616460|XP_002040821.1|DSEC	LOC117894788|XP_034657908.1|DSUB
OG0004107	LOC6610506|XP_002035086.1|DSEC	LOC117894272|XP_034657119.1|DSUB
OG0004108	LOC6606295|XP_002031100.1|DSEC	LOC117896525|XP_034660786.1|DSUB
OG0004109	LOC6607727|XP_002032490.2|DSEC	LOC117897674|XP_034662573.1|DSUB
OG0004110	LOC6616538|XP_002040897.1|DSEC	LOC117894159|XP_034656946.1|DSUB
OG0004111	LOC6616957|XP_032579160.1|DSEC	LOC117899250|XP_034665023.1|DSUB
OG0004112	LOC6617038|XP_032576246.1|DSEC	LOC117895952|XP_034659793.1|DSUB
OG0004113	LOC6615229|XP_002039635.1|DSEC	LOC117899059|XP_034664755.1|DSUB
OG0004114	LOC6612369|XP_032580402.1|DSEC	LOC117891069|XP_034652138.1|DSUB
OG0004115	LOC6612372|XP_032580395.1|DSEC	LOC117891007|XP_034652059.1|DSUB
OG0004116	LOC6616951|XP_002041279.1|DSEC	LOC117897326|XP_034661987.1|DSUB
OG0004117	LOC6616683|XP_002041038.1|DSEC	LOC117897470|XP_034662212.1|DSUB
OG0004118	LOC6609633|XP_002034310.1|DSEC	LOC117891877|XP_034653533.1|DSUB
OG0004119	LOC6616657|XP_002041014.1|DSEC	LOC117897357|XP_034662030.1|DSUB
OG0004120	LOC6606282|XP_032578989.1|DSEC	LOC117899773|XP_034665935.1|DSUB
OG0004121	LOC6610833|XP_032574794.1|DSEC	LOC117892957|XP_034655181.1|DSUB
OG0004122	LOC6606304|XP_032577085.1|DSEC	LOC117899222|XP_034664986.1|DSUB
OG0004123	LOC6614332|XP_002038772.2|DSEC	LOC117896066|XP_034659976.1|DSUB
OG0004124	LOC6618620|XP_002042879.1|DSEC	LOC117892104|XP_034654416.1|DSUB
OG0004125	LOC6612808|XP_032579157.1|DSEC	LOC117898854|XP_034664421.1|DSUB
OG0004126	LOC6612800|XP_002037301.1|DSEC	LOC117898843|XP_034664409.1|DSUB
OG0004127	LOC6611898|XP_002036415.1|DSEC	LOC117901999|XP_034668905.1|DSUB
OG0004128	LOC6616697|XP_002041052.1|DSEC	LOC117899790|XP_034665956.1|DSUB
OG0004129	LOC6608717|XP_032570256.1|DSEC	LOC117890690|XP_034651570.1|DSUB
OG0004130	LOC6615076|XP_032581047.1|DSEC	LOC117903210|XP_034670988.1|DSUB
OG0004131	LOC6606158|XP_002030966.1|DSEC	LOC117899799|XP_034665972.1|DSUB
OG0004132	LOC6610542|XP_002035122.1|DSEC	LOC117894449|XP_034657437.1|DSUB
OG0004133	LOC6617692|XP_002042004.1|DSEC	LOC117900953|XP_034667417.1|DSUB
OG0004134	LOC6619633|XP_002043848.1|DSEC	LOC117899759|XP_034665902.1|DSUB
OG0004135	LOC6619286|XP_032579000.1|DSEC	LOC117899294|XP_034665097.1|DSUB
OG0004136	LOC6614322|XP_002038762.1|DSEC	LOC117897754|XP_034662686.1|DSUB
OG0004137	LOC6608434|XP_002033168.1|DSEC	LOC117891904|XP_034653618.1|DSUB
OG0004138	LOC6605975|XP_002030787.1|DSEC	LOC117893416|XP_034655919.1|DSUB
OG0004139	LOC6616229|XP_002040594.1|DSEC	LOC117903414|XP_034671320.1|DSUB
OG0004140	LOC6618956|XP_002043201.1|DSEC	LOC117903689|XP_034671922.1|DSUB
OG0004141	LOC6610067|XP_032571303.1|DSEC	LOC117890622|XP_034651461.1|DSUB
OG0004142	LOC116801963|XP_032580255.1|DSEC	LOC117903586|XP_034671697.1|DSUB
OG0004143	LOC6606662|XP_002031462.1|DSEC	LOC117899363|XP_034665233.1|DSUB
OG0004144	LOC6611876|XP_002036394.2|DSEC	LOC117902018|XP_034668959.1|DSUB
OG0004145	LOC6604852|XP_002029697.1|DSEC	LOC117894622|XP_034657678.1|DSUB
OG0004146	LOC6606197|XP_002031005.1|DSEC	LOC117898974|XP_034664606.1|DSUB
OG0004147	LOC6611892|XP_002036409.1|DSEC	LOC117901996|XP_034668901.1|DSUB
OG0004148	LOC6606630|XP_032577123.1|DSEC	LOC117899666|XP_034665745.1|DSUB
OG0004149	LOC6614328|XP_002038768.1|DSEC	LOC117897825|XP_034662768.1|DSUB
OG0004150	LOC6606313|XP_002031118.1|DSEC	LOC117898855|XP_034664422.1|DSUB
OG0004151	LOC6621959|XP_032577765.1|DSEC	LOC117897545|XP_034662362.1|DSUB
OG0004152	LOC6613945|XP_032576371.1|DSEC	LOC117895958|XP_034659801.1|DSUB
OG0004153	LOC6608658|XP_032573065.1|DSEC	LOC117891120|XP_034652216.1|DSUB
OG0004154	LOC6605960|XP_032574435.1|DSEC	LOC117894016|XP_034656739.1|DSUB
OG0004155	LOC6606205|XP_002031013.1|DSEC	LOC117899413|XP_034665294.1|DSUB
OG0004156	LOC6606323|XP_002031128.1|DSEC	LOC117897738|XP_034662665.1|DSUB
OG0004157	LOC6614980|XP_002039397.2|DSEC	LOC117902256|XP_034669409.1|DSUB
OG0004158	LOC6610249|XP_002034844.1|DSEC	LOC117894190|XP_034656996.1|DSUB
OG0004159	LOC6619691|XP_002043906.2|DSEC	LOC117896011|XP_034659899.1|DSUB
OG0004160	LOC6610416|XP_002034998.1|DSEC	LOC117895393|XP_034658908.1|DSUB
OG0004161	LOC6606901|XP_032577844.1|DSEC	LOC117899791|XP_034665957.1|DSUB
OG0004162	LOC6607105|XP_002031893.2|DSEC	LOC117896507|XP_034660750.1|DSUB
OG0004163	LOC6607071|XP_002031859.1|DSEC	LOC117898062|XP_034663120.1|DSUB
OG0004164	LOC6613836|XP_032577675.1|DSEC	LOC117896477|XP_034660706.1|DSUB
OG0004165	LOC6615432|XP_002039814.1|DSEC	LOC117892010|XP_034653792.1|DSUB
OG0004166	LOC6615813|XP_002040183.1|DSEC	LOC117890853|XP_034651831.1|DSUB
OG0004167	LOC6607234|XP_002032015.1|DSEC	LOC117897092|XP_034661627.1|DSUB
OG0004168	LOC6607782|XP_002032541.1|DSEC	LOC117896422|XP_034660630.1|DSUB
OG0004169	LOC6618969|XP_032581316.1|DSEC	LOC117893471|XP_034655988.1|DSUB
OG0004170	LOC6617659|XP_002041972.1|DSEC	LOC117903084|XP_034670775.1|DSUB
OG0004171	LOC6612418|XP_032581214.1|DSEC	LOC117894943|XP_034658161.1|DSUB
OG0004172	LOC6617929|XP_002042237.2|DSEC	LOC117889628|XP_034649967.1|DSUB
OG0004173	LOC6609383|XP_002034072.1|DSEC	LOC117890193|XP_034650790.1|DSUB
OG0004174	LOC6609016|XP_032572713.1|DSEC	LOC117890824|XP_034651789.1|DSUB
OG0004175	LOC6609524|XP_002034208.1|DSEC	LOC117890521|XP_034651318.1|DSUB
OG0004176	LOC6604863|XP_032574944.1|DSEC	LOC117895807|XP_034659623.1|DSUB
OG0004177	LOC6606325|XP_032579015.1|DSEC	LOC117898554|XP_034663929.1|DSUB
OG0004178	LOC6616696|XP_032576763.1|DSEC	LOC117896582|XP_034660880.1|DSUB
OG0004179	LOC6616093|XP_002040458.1|DSEC	LOC117903540|XP_034671618.1|DSUB
OG0004180	LOC6619035|XP_032578208.1|DSEC	LOC117898503|XP_034663835.1|DSUB
OG0004181	LOC6607628|XP_032576422.1|DSEC	LOC117898564|XP_034663942.1|DSUB
OG0004182	LOC6605431|XP_032573138.1|DSEC	LOC117893822|XP_034656464.1|DSUB
OG0004183	LOC6605430|XP_002030263.2|DSEC	LOC117895543|XP_034659137.1|DSUB
OG0004184	LOC6610719|XP_002035285.1|DSEC	LOC117893167|XP_034655535.1|DSUB
OG0004185	LOC6617789|XP_032580935.1|DSEC	LOC117900663|XP_034666995.1|DSUB
OG0004186	LOC6616040|XP_002040406.1|DSEC	LOC117903249|XP_034671043.1|DSUB, LOC117891953|XP_034653707.1|DSUB
OG0004187	LOC6606715|XP_002031514.1|DSEC	LOC117898262|XP_034663406.1|DSUB
OG0004188	LOC6606291|XP_032576267.1|DSEC	LOC117896514|XP_034660771.1|DSUB
OG0004189	LOC6606289|XP_002031094.1|DSEC	LOC117896522|XP_034660782.1|DSUB
OG0004190	LOC6614229|XP_002038674.2|DSEC	LOC117898893|XP_034664467.1|DSUB
OG0004191	LOC6614226|XP_002038671.1|DSEC	LOC117898899|XP_034664472.1|DSUB
OG0004192	LOC6619101|XP_002043341.1|DSEC	LOC117899287|XP_034665087.1|DSUB
OG0004193	LOC6617551|XP_002041865.2|DSEC	LOC117902576|XP_034669938.1|DSUB
OG0004194	LOC6616643|XP_002041000.1|DSEC	LOC117896689|XP_034661031.1|DSUB
OG0004195	LOC6621086|XP_032580021.1|DSEC	LOC117903319|XP_034671152.1|DSUB
OG0004196	LOC6612647|XP_032576904.1|DSEC	LOC117896887|XP_034661307.1|DSUB
OG0004197	LOC6606824|XP_002031621.1|DSEC	LOC117897078|XP_034661604.1|DSUB
OG0004198	LOC6613852|XP_002038321.1|DSEC	LOC117896074|XP_034659994.1|DSUB
OG0004199	LOC6616894|XP_032578018.1|DSEC	LOC117896087|XP_034660017.1|DSUB
OG0004200	LOC6615434|XP_032571708.1|DSEC	LOC117891056|XP_034652120.1|DSUB
OG0004201	LOC6612657|XP_002037161.1|DSEC	LOC117896289|XP_034660397.1|DSUB
OG0004202	LOC6607485|XP_002032254.1|DSEC	LOC117897523|XP_034662332.1|DSUB
OG0004203	LOC6606157|XP_002030965.1|DSEC	LOC117899800|XP_034665974.1|DSUB
OG0004204	LOC6619376|XP_002043592.2|DSEC	LOC117893836|XP_034656491.1|DSUB
OG0004205	LOC6605726|XP_032573806.1|DSEC	LOC117894552|XP_034657566.1|DSUB
OG0004206	LOC6620392|XP_032576899.1|DSEC	LOC117896722|XP_034661074.1|DSUB
OG0004207	LOC6620393|XP_002044601.1|DSEC	LOC117896734|XP_034661090.1|DSUB
OG0004208	LOC6606807|XP_002031604.1|DSEC	LOC117898416|XP_034663677.1|DSUB
OG0004209	LOC6607798|XP_032577180.1|DSEC	LOC117897333|XP_034661993.1|DSUB
OG0004210	LOC6620026|XP_002044238.2|DSEC	LOC117899505|XP_034665446.1|DSUB
OG0004211	LOC6617397|XP_002041722.1|DSEC	LOC117901563|XP_034668251.1|DSUB
OG0004212	LOC6607103|XP_002031891.1|DSEC	LOC117897549|XP_034662367.1|DSUB
OG0004213	LOC6607193|XP_002031977.2|DSEC	LOC117899491|XP_034665430.1|DSUB
OG0004214	LOC6615321|XP_002039722.1|DSEC	LOC117891789|XP_034653351.1|DSUB
OG0004215	LOC6609315|XP_002034004.2|DSEC	LOC117891750|XP_034653246.1|DSUB
OG0004216	LOC6605674|XP_002030492.2|DSEC	LOC117894358|XP_034657240.1|DSUB
OG0004217	LOC6610870|XP_032574646.1|DSEC	LOC117895367|XP_034658845.1|DSUB
OG0004218	LOC6614785|XP_002039205.1|DSEC	LOC117903870|XP_034672251.1|DSUB
OG0004219	LOC6607228|XP_002032012.1|DSEC	LOC117897199|XP_034661792.1|DSUB
OG0004220	LOC6606185|XP_032576325.1|DSEC	LOC117895980|XP_034659833.1|DSUB
OG0004221	LOC6620047|XP_002044259.1|DSEC	LOC117897884|XP_034662851.1|DSUB
OG0004222	LOC6606746|XP_002031543.1|DSEC	LOC117899273|XP_034665062.1|DSUB
OG0004223	LOC6621609|XP_032576913.1|DSEC	LOC117898405|XP_034663659.1|DSUB
OG0004224	LOC6613959|XP_032578443.1|DSEC	LOC117898215|XP_034663332.1|DSUB
OG0004225	LOC6612375|XP_002036884.1|DSEC	LOC117894847|XP_034658405.1|DSUB, LOC117897140|XP_034662114.1|DSUB, LOC117897945|XP_034663343.1|DSUB
OG0004226	LOC6616883|XP_002041219.2|DSEC	LOC117896081|XP_034660008.1|DSUB
OG0004227	LOC6606161|XP_032577587.1|DSEC	LOC117897223|XP_034661830.1|DSUB
OG0004228	LOC6621669|XP_032577589.1|DSEC	LOC117897224|XP_034661832.1|DSUB
OG0004229	LOC6609339|XP_002034028.2|DSEC	LOC117890454|XP_034651182.1|DSUB
OG0004230	LOC6620155|XP_032580340.1|DSEC	LOC117892081|XP_034653963.1|DSUB
OG0004231	LOC6610730|XP_002035296.1|DSEC	LOC117895321|XP_034658779.1|DSUB
OG0004232	LOC6610733|XP_032575681.1|DSEC	LOC117895324|XP_034658783.1|DSUB
OG0004233	LOC6610734|XP_032575680.1|DSEC	LOC117895323|XP_034658782.1|DSUB
OG0004234	LOC6610746|XP_032575316.1|DSEC	LOC117895167|XP_034658519.1|DSUB
OG0004235	LOC6616168|XP_032580991.1|DSEC	LOC117903126|XP_034670846.1|DSUB
OG0004236	LOC6616637|XP_002040994.1|DSEC	LOC117898347|XP_034663569.1|DSUB
OG0004237	LOC6614276|XP_032577752.1|DSEC	LOC117896146|XP_034660110.1|DSUB
OG0004238	LOC6616677|XP_002041032.1|DSEC	LOC117897604|XP_034662452.1|DSUB
OG0004239	LOC6620037|XP_002044249.1|DSEC	LOC117898080|XP_034663149.1|DSUB
OG0004240	LOC6613913|XP_002038378.1|DSEC	LOC117897145|XP_034661705.1|DSUB
OG0004241	LOC6607183|XP_032576605.1|DSEC	LOC117897623|XP_034662482.1|DSUB
OG0004242	LOC6607166|XP_002031952.1|DSEC	LOC117898910|XP_034664489.1|DSUB
OG0004243	LOC6610861|XP_002035427.1|DSEC	LOC117893017|XP_034655264.1|DSUB
OG0004244	LOC6616642|XP_002040999.1|DSEC	LOC117896692|XP_034661033.1|DSUB
OG0004245	LOC6610299|XP_002034894.1|DSEC	LOC117894699|XP_034657770.1|DSUB
OG0004246	LOC6605301|XP_032573546.1|DSEC	LOC117893238|XP_034655686.1|DSUB
OG0004247	LOC6616129|XP_002040494.1|DSEC	LOC117897789|XP_034662731.1|DSUB
OG0004248	LOC6610084|XP_002034700.1|DSEC	LOC117892307|XP_034654344.1|DSUB
OG0004249	LOC6610136|XP_002034745.1|DSEC	LOC117892911|XP_034655115.1|DSUB
OG0004250	LOC6617852|XP_032578589.1|DSEC	LOC117902239|XP_034669375.1|DSUB
OG0004251	LOC6615875|XP_032582570.1|DSEC	LOC117902205|XP_034669316.1|DSUB, LOC117895598|XP_034659249.1|DSUB
OG0004252	LOC6607100|XP_002031888.1|DSEC	LOC117896130|XP_034660082.1|DSUB
OG0004253	LOC6607204|XP_002031988.1|DSEC	LOC117899494|XP_034665434.1|DSUB
OG0004254	LOC6615028|XP_002039445.1|DSEC	LOC117898541|XP_034663913.1|DSUB
OG0004256	LOC6609471|XP_002034156.1|DSEC	LOC117892005|XP_034653782.1|DSUB
OG0004257	LOC6612779|XP_032579056.1|DSEC	LOC117898610|XP_034664054.1|DSUB
OG0004258	LOC6619680|XP_032577202.1|DSEC	LOC117899580|XP_034665585.1|DSUB
OG0004259	LOC6609468|XP_032570881.1|DSEC	LOC117892259|XP_034654266.1|DSUB
OG0004260	LOC6613856|XP_032576188.1|DSEC	LOC117898646|XP_034664098.1|DSUB
OG0004261	LOC6613956|XP_002038420.1|DSEC	LOC117898216|XP_034663335.1|DSUB
OG0004262	LOC6607762|XP_002032525.1|DSEC	LOC117896846|XP_034661262.1|DSUB
OG0004263	LOC6619086|XP_002043326.1|DSEC	LOC117896659|XP_034660997.1|DSUB
OG0004264	LOC6614300|XP_032578747.1|DSEC	LOC117898955|XP_034664584.1|DSUB
OG0004265	LOC6614223|XP_002038668.1|DSEC	LOC117898890|XP_034664463.1|DSUB
OG0004266	LOC6606169|XP_032578816.1|DSEC	LOC117898511|XP_034663860.1|DSUB
OG0004267	LOC6607068|XP_002031856.1|DSEC	LOC117897846|XP_034662802.1|DSUB
OG0004268	LOC6608710|XP_032571249.1|DSEC	LOC117892192|XP_034654172.1|DSUB
OG0004269	LOC6609403|XP_002034088.1|DSEC	LOC117892302|XP_034654339.1|DSUB
OG0004270	LOC116800675|XP_032572861.1|DSEC	LOC117892530|XP_034654725.1|DSUB
OG0004271	LOC6608967|XP_002033681.1|DSEC	LOC117891795|XP_034653360.1|DSUB
OG0004272	LOC6606832|XP_002031629.1|DSEC	LOC117898359|XP_034663585.1|DSUB
OG0004273	LOC6606668|XP_002031468.1|DSEC	LOC117898602|XP_034664042.1|DSUB
OG0004274	LOC6617549|XP_002041863.1|DSEC	LOC117903435|XP_034671350.1|DSUB, LOC117903402|XP_034671288.1|DSUB
OG0004275	LOC6619885|XP_002044097.1|DSEC	LOC117898863|XP_034664436.1|DSUB
OG0004276	LOC6604797|XP_002029648.1|DSEC	LOC117894142|XP_034656927.1|DSUB
OG0004277	LOC6605325|XP_032574192.1|DSEC	LOC117895078|XP_034658357.1|DSUB
OG0004278	LOC6618642|XP_002042901.1|DSEC	LOC117892959|XP_034655186.1|DSUB
OG0004279	LOC6617300|XP_002041627.1|DSEC	LOC117900730|XP_034667095.1|DSUB
OG0004280	LOC6612412|XP_032582421.1|DSEC	LOC117889618|XP_034649934.1|DSUB
OG0004281	LOC6608136|XP_002032882.1|DSEC	LOC117891132|XP_034652231.1|DSUB
OG0004282	LOC6609504|XP_002034188.1|DSEC	LOC117890700|XP_034651601.1|DSUB
OG0004283	LOC6609505|XP_002034189.1|DSEC	LOC117890752|XP_034651702.1|DSUB
OG0004284	LOC116800655|XP_032572691.1|DSEC	LOC117900100|XP_034666211.1|DSUB
OG0004285	LOC6607649|XP_002032414.1|DSEC	LOC117898032|XP_034663062.1|DSUB
OG0004286	LOC6605320|XP_002030157.1|DSEC	LOC117895068|XP_034658342.1|DSUB
OG0004287	LOC6605319|XP_032575602.1|DSEC	LOC117895070|XP_034658344.1|DSUB
OG0004288	LOC6605311|XP_002030149.1|DSEC	LOC117895480|XP_034659050.1|DSUB
OG0004289	LOC6619393|XP_032575539.1|DSEC	LOC117895402|XP_034658922.1|DSUB
OG0004290	LOC6609114|XP_002033816.1|DSEC	LOC117890740|XP_034651682.1|DSUB
OG0004291	LOC6609169|XP_002033871.1|DSEC	LOC117891042|XP_034652102.1|DSUB
OG0004292	LOC116801063|XP_032574407.1|DSEC	LOC117893299|XP_034655766.1|DSUB
OG0004293	LOC6605838|XP_002030652.1|DSEC	LOC117893814|XP_034656455.1|DSUB
OG0004294	LOC6605723|XP_002030539.1|DSEC	LOC117894550|XP_034657562.1|DSUB
OG0004295	LOC6605722|XP_032574285.1|DSEC	LOC117893438|XP_034655946.1|DSUB
OG0004296	LOC6605720|XP_002030536.1|DSEC	LOC117895742|XP_034659499.1|DSUB
OG0004297	LOC6618791|XP_002043041.1|DSEC	LOC117891445|XP_034652815.1|DSUB
OG0004298	LOC6608211|XP_002032956.1|DSEC	LOC117890377|XP_034651065.1|DSUB
OG0004299	LOC6609065|XP_032570394.1|DSEC	LOC117891140|XP_034652240.1|DSUB
OG0004300	LOC6610086|XP_002034702.1|DSEC	LOC117892314|XP_034654356.1|DSUB
OG0004301	LOC6611126|XP_002035683.1|DSEC	LOC117893293|XP_034655755.1|DSUB
OG0004302	LOC6609392|XP_032571931.1|DSEC	LOC117891573|XP_034652988.1|DSUB
OG0004303	LOC6608390|XP_002033124.1|DSEC	LOC117890069|XP_034650599.1|DSUB
OG0004304	LOC6609626|XP_032572256.1|DSEC	LOC117891405|XP_034652742.1|DSUB
OG0004305	LOC6608993|XP_032573102.1|DSEC	LOC117891112|XP_034652197.1|DSUB
OG0004306	LOC6608760|XP_002033483.1|DSEC	LOC117891507|XP_034652889.1|DSUB
OG0004307	LOC6609072|XP_002033775.2|DSEC	LOC117890127|XP_034650705.1|DSUB
OG0004308	LOC6615810|XP_032572829.1|DSEC	LOC117890927|XP_034651948.1|DSUB
OG0004309	LOC6604958|XP_002029801.1|DSEC	LOC117894643|XP_034657706.1|DSUB
OG0004310	LOC6608241|XP_032572511.1|DSEC	LOC117889804|XP_034650172.1|DSUB
OG0004311	LOC6616257|XP_002040621.1|DSEC	LOC117894750|XP_034657852.1|DSUB
OG0004312	LOC6613036|XP_032572288.1|DSEC	LOC117890946|XP_034651972.1|DSUB
OG0004313	LOC6619187|XP_032570355.1|DSEC	LOC117891756|XP_034653258.1|DSUB
OG0004314	LOC6615406|XP_002039788.1|DSEC	LOC117892082|XP_034653959.1|DSUB
OG0004315	LOC6618798|XP_002043047.1|DSEC	LOC117891749|XP_034653245.1|DSUB
OG0004316	LOC6608420|XP_032571509.1|DSEC	LOC117890357|XP_034651042.1|DSUB
OG0004317	LOC6608135|XP_002032881.1|DSEC	LOC117890584|XP_034651413.1|DSUB
OG0004318	LOC6613044|XP_002037527.2|DSEC	LOC117889735|XP_034650049.1|DSUB
OG0004319	LOC6608883|XP_032572138.1|DSEC	LOC117892589|XP_034654819.1|DSUB
OG0004320	LOC6607431|XP_002032200.2|DSEC	LOC117896413|XP_034660620.1|DSUB
OG0004321	LOC6611689|XP_002036223.1|DSEC	LOC117901036|XP_034667532.1|DSUB
OG0004322	LOC6613763|XP_032578093.1|DSEC	LOC117897056|XP_034661541.1|DSUB
OG0004323	LOC6610334|XP_002034920.2|DSEC	LOC117895696|XP_034659434.1|DSUB
OG0004324	LOC6618252|XP_002042526.1|DSEC	LOC117902668|XP_034670089.1|DSUB
OG0004325	LOC6615628|XP_002040002.1|DSEC	LOC117891298|XP_034652596.1|DSUB
OG0004326	LOC6615629|XP_002040003.2|DSEC	LOC117891294|XP_034652590.1|DSUB
OG0004327	LOC6620724|XP_002044928.1|DSEC	LOC117903450|XP_034671374.1|DSUB
OG0004328	LOC6615737|XP_002040108.1|DSEC	LOC117891460|XP_034652834.1|DSUB
OG0004330	LOC6609639|XP_002034316.1|DSEC	LOC117891335|XP_034652646.1|DSUB
OG0004331	LOC6621150|XP_002045329.2|DSEC	LOC117890037|XP_034650546.1|DSUB
OG0004332	LOC6611865|XP_002036387.1|DSEC	LOC117900036|XP_034666116.1|DSUB
OG0004333	LOC6614435|XP_002038868.1|DSEC	LOC117902578|XP_034669963.1|DSUB
OG0004334	LOC6611547|XP_002036086.1|DSEC	LOC117901750|XP_034668527.1|DSUB
OG0004335	LOC6607866|XP_002032620.1|DSEC	LOC117892332|XP_034654376.1|DSUB
OG0004336	LOC6610049|XP_002034665.1|DSEC	LOC117891980|XP_034653746.1|DSUB
OG0004337	LOC6611635|XP_002036171.1|DSEC	LOC117902818|XP_034670335.1|DSUB
OG0004338	LOC6605028|XP_002029871.1|DSEC	LOC117894482|XP_034657476.1|DSUB
OG0004339	LOC6609156|XP_032570532.1|DSEC	LOC117891054|XP_034652117.1|DSUB
OG0004340	LOC6609155|XP_002033857.1|DSEC	LOC117891053|XP_034652116.1|DSUB
OG0004341	LOC6615692|XP_002040063.1|DSEC	LOC117892093|XP_034653978.1|DSUB
OG0004342	LOC6618931|XP_002043176.1|DSEC	LOC117891314|XP_034652617.1|DSUB
OG0004343	LOC6618927|XP_032571497.1|DSEC	LOC117890573|XP_034651400.1|DSUB
OG0004344	LOC6618923|XP_002043171.1|DSEC	LOC117892649|XP_034654897.1|DSUB
OG0004345	LOC6619310|XP_032583593.1|DSEC	LOC117901509|XP_034668170.1|DSUB
OG0004346	LOC6618796|XP_032570596.1|DSEC	LOC117891317|XP_034652622.1|DSUB
